ID;SoortVacature;BedrijvenEnInstellingen;SBI93;Perioden;TotaalAantalVacatures_1;Bedrijfsgrootte10Werknemers_2;Bedrijfsgrootte1099Werknemers_3;Bedrijfsgrootte100Werknemers_4;k_11ElementaireBeroepen_5;TotaalLagereBeroepen_6;k_20LagereBeroepenZND_7;k_21LagereNietSpecialistischeBeroepen_8;k_22LagereDocentenSportvakken_9;k_24LagereAgrarischeBeroepen_10;k_25LagereWiskNatuurwetBeroepen_11;k_26LagereTechnischeBeroepen_12;k_28LagereTransportberoepen_13;k_29LagereParaMedischeBeroepen_14;k_31LagereAdminCommercieleBeroepen_15;k_33LagereBeveiligingberoepen_16;k_37LagereVerzorgendeBeroepen_17;TotaalMiddelbareBeroepen_18;k_40MiddelbareBeroepenZND_19;k_42MiddelbDocentenTranspSportvak_20;k_44MiddelbareAgrarischeBeroepen_21;k_45MiddelbareWiskNatuurwetBeroepen_22;k_46MiddelbareTechnischeBeroepen_23;k_48MiddelbareTransportberoepen_24;k_49MiddelbareParaMedischeBeroepen_25;k_51MiddelbAdminCommercieleBeroepen_26;k_53MiddelbJuridischBeveiligberoepen_27;k_55MiddelbareTaalkCultureleBeroepen_28;k_56MiddelbBeroepGedragMaatschappij_29;k_57MiddelbareVerzorgendeBeroepen_30;TotaalHogereBeroepen_31;k_60HogereBeroepenZND_32;k_62HogerePedagogischeBeroepen_33;k_64HogereLandbouwkundigeBeroepen_34;k_65HogereWiskundigeNatuurwetBeroep_35;k_66HogereTechnischeBeroepen_36;k_68HogereTransportberoepen_37;k_69HogereParaMedischeBeroepen_38;k_71HogereAdmCommercEconBeroepen_39;k_73HogereJurBestuurlBeveiligBeroep_40;k_75HogereTaalkCultureleBeroepen_41;k_76HogereBeroepGedragEnMaatschappij_42;k_77HogereVerzorgendeBeroepen_43;k_78ManagersHboWerkEnDenkniveau_44;TotaalWetenschappelijkeBeroepen_45;k_80WetenschappelijkeBeroepenZND_46;k_82WetenschapPedagogischeBeroepen_47;k_84WetenschapLandbouwkBeroepen_48;k_85WetenschapWiskNatuurwBeroepen_49;k_86WetenschapTechnischeBeroepen_50;k_89WetenschapParaMedischeBeroepen_51;k_91WetenschapEconAdminBeroepen_52;k_93WetenschapJuridBestuurlBeroep_53;k_96WetenschapBeroepenGedragMaatsch_54;k_98ManagersWetenschapWerkDenkniv_55;BeroepOnbekend_56;k_2LagerOnderwijs_57;k_3VoortgezetOnderwijsLagereTrap_58;k_4VoortgezetOnderwijsHogereTrap_59;k_5HogerOnderwijs1eTrap_60;k_67HogerOnderwijs2e3eTrap_61;k_9Onbekend_62
14;Totaal aantal vacatures;Totaal bedrijven en instellingen;C-F Nijverheid;2000;42.7;8.3;17.8;16.5;2.7;15.0;0.5;0.0;0.0;0.0;0.0;14.0;0.1;0.0;0.3;0.0;0.0;18.2;0.2;0.0;0.0;0.1;13.5;0.0;0.1;4.1;0.0;0.0;0.0;0.0;3.2;0.3;0.0;0.0;0.0;1.3;0.0;0.0;1.1;0.0;0.1;0.3;0.0;0.0;0.7;0.1;0.0;0.0;0.2;0.3;0.0;0.1;0.0;0.0;0.0;2.9;2.0;15.4;17.0;4.5;0.8;2.9
15;Totaal aantal vacatures;Totaal bedrijven en instellingen;C-F Nijverheid;2001;35.0;8.2;13.3;13.4;1.6;12.1;0.1;0.0;0.0;0.1;0.0;10.9;0.4;0.0;0.5;0.0;0.0;16.0;0.3;0.0;0.0;0.1;12.0;0.0;0.2;3.3;0.0;0.0;0.0;0.0;3.0;0.3;0.0;0.0;0.0;1.3;0.0;0.0;1.1;0.0;0.0;0.2;0.0;0.1;0.6;0.0;0.0;0.0;0.1;0.2;0.1;0.1;0.0;0.0;0.0;1.7;2.0;15.1;12.2;3.7;0.3;1.7
16;Totaal aantal vacatures;Totaal bedrijven en instellingen;C-F Nijverheid;2002;18.7;4.4;6.5;7.8;1.2;6.1;0.1;0.0;0.0;0.0;0.0;5.3;0.3;0.0;0.4;0.0;0.0;8.7;0.1;0.0;0.0;0.1;6.3;0.0;0.0;2.0;0.0;0.1;0.0;0.0;2.3;0.2;0.0;0.0;0.0;1.1;0.0;0.0;0.7;0.0;0.1;0.1;0.0;0.0;0.4;0.1;0.0;0.0;0.1;0.1;0.0;0.1;0.0;0.0;0.1;;0.5;6.7;8.3;2.9;0.3;
17;Totaal aantal vacatures;Totaal bedrijven en instellingen;C-F Nijverheid;2003;12.5;3.0;4.2;5.2;0.4;3.9;;;;0.1;;2.7;0.1;;0.9;0.0;;6.0;;;0.0;0.1;4.1;0.0;0.1;1.7;;0.0;0.0;;2.0;0.0;;0.0;0.0;0.9;0.0;0.0;0.9;0.0;0.1;0.1;;0.0;0.2;;;;0.0;0.1;0.0;0.1;0.0;0.0;0.0;;0.2;4.3;5.5;2.3;0.2;
18;Totaal aantal vacatures;Totaal bedrijven en instellingen;C-F Nijverheid;2004;15.6;4.4;5.9;5.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;Totaal aantal vacatures;Totaal bedrijven en instellingen;C-F Nijverheid;2006;36.9;10.0;15.4;11.5;1.3;13.2;;0.0;;0.0;0.1;11.3;0.3;;1.6;;0.0;16.9;0.4;;;0.0;11.7;0.0;0.1;4.5;0.0;0.0;0.2;;4.8;0.8;0.0;;;1.1;0.0;0.0;2.6;0.0;0.0;0.1;;0.1;0.7;0.0;;;0.0;0.1;0.0;0.3;0.0;0.0;0.1;;1.9;12.8;14.8;6.3;1.1;
20;Totaal aantal vacatures;Totaal bedrijven en instellingen;C-F Nijverheid;2008;41.7;8.9;15.3;17.6;1.8;14.8;;0.0;;0.0;0.1;13.1;0.4;;1.2;0.0;0.0;18.3;0.4;;0.0;0.0;12.4;0.0;0.3;5.0;;0.1;0.1;0.0;6.3;1.0;0.0;0.0;0.0;1.7;0.0;0.0;3.0;0.0;0.0;0.2;0.0;0.3;0.6;0.0;;;0.1;0.0;0.0;0.3;0.0;0.0;0.1;;1.5;12.9;17.8;8.3;1.1;
21;Totaal aantal vacatures;Totaal bedrijven en instellingen;C Delfstoffenwinning;2000;0.2;;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;;;0.0
22;Totaal aantal vacatures;Totaal bedrijven en instellingen;C Delfstoffenwinning;2001;0.1;;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;;;0.0
23;Totaal aantal vacatures;Totaal bedrijven en instellingen;C Delfstoffenwinning;2002;0.3;;0.1;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.1;0.1;0.1;
24;Totaal aantal vacatures;Totaal bedrijven en instellingen;C Delfstoffenwinning;2003;0.1;;0.1;;0.0;0.0;;;;;;0.0;0.0;;;;;0.1;;;;0.0;0.0;0.0;;0.0;;;;;0.0;0.0;;;;0.0;;;0.0;;;;;0.0;0.0;;;;;;;0.0;;;;;;0.0;0.0;0.0;0.0;
25;Totaal aantal vacatures;Totaal bedrijven en instellingen;C Delfstoffenwinning;2004;0.2;0.0;0.0;0.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26;Totaal aantal vacatures;Totaal bedrijven en instellingen;C Delfstoffenwinning;2006;0.1;0.0;0.1;0.0;;0.0;;;;;0.0;;0.0;;;;;0.0;;;;;0.0;;;0.0;;;;;0.1;;;;;0.0;;;0.0;0.0;;;;0.0;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;
27;Totaal aantal vacatures;Totaal bedrijven en instellingen;C Delfstoffenwinning;2008;0.3;0.0;0.1;0.3;0.0;0.0;;;;;0.0;0.0;;;;;;0.1;;;;0.0;0.1;;;0.0;;;0.0;;0.2;0.0;;;;0.1;;;0.0;;;;;0.0;0.0;;;;0.0;;;0.0;0.0;;;;0.0;0.0;0.1;0.1;0.1;
28;Totaal aantal vacatures;Totaal bedrijven en instellingen;D Industrie;2000;25.3;3.6;9.8;11.8;1.7;7.8;0.5;0.0;0.0;0.0;0.0;6.9;0.1;0.0;0.2;0.0;0.0;10.1;0.2;0.0;0.0;0.1;6.4;0.0;0.1;3.2;0.0;0.0;0.0;0.0;2.2;0.2;0.0;0.0;0.0;0.6;0.0;0.0;1.0;0.0;0.1;0.3;0.0;0.0;0.6;0.1;0.0;0.0;0.2;0.2;0.0;0.1;0.0;0.0;0.0;2.9;1.4;8.3;8.8;3.2;0.7;2.9
29;Totaal aantal vacatures;Totaal bedrijven en instellingen;D Industrie;2001;20.0;3.0;7.3;9.7;1.2;6.1;0.1;0.0;0.0;0.1;0.0;5.4;0.2;0.0;0.3;0.0;0.0;8.4;0.2;0.0;0.0;0.1;5.2;0.0;0.2;2.6;0.0;0.0;0.0;0.0;2.2;0.2;0.0;0.0;0.0;0.8;0.0;0.0;0.9;0.0;0.0;0.1;0.0;0.0;0.4;0.0;0.0;0.0;0.1;0.1;0.1;0.1;0.0;0.0;0.0;1.7;1.1;7.2;7.0;2.8;0.2;1.7
30;Totaal aantal vacatures;Totaal bedrijven en instellingen;D Industrie;2002;11.2;2.0;3.7;5.5;0.9;3.6;0.1;0.0;0.0;0.0;0.0;2.9;0.2;0.0;0.3;0.0;0.0;5.0;0.1;0.0;0.0;0.1;3.1;0.0;0.0;1.5;0.0;0.1;0.0;0.0;1.5;0.1;0.0;0.0;0.0;0.6;0.0;0.0;0.5;0.0;0.1;0.1;0.0;0.0;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;;0.3;3.9;4.9;1.9;0.2;
31;Totaal aantal vacatures;Totaal bedrijven en instellingen;D Industrie;2003;8.2;1.8;2.5;3.9;0.3;2.1;;;;0.0;;1.7;0.1;;0.3;0.0;;3.9;;;0.0;0.1;2.5;0.0;0.1;1.3;;0.0;0.0;;1.6;0.0;;0.0;0.0;0.6;0.0;0.0;0.7;0.0;0.1;0.1;;0.0;0.2;;;;0.0;0.1;0.0;0.0;0.0;0.0;0.0;;0.2;2.3;3.7;1.8;0.1;
32;Totaal aantal vacatures;Totaal bedrijven en instellingen;D Industrie;2004;8.9;1.7;3.2;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;Totaal aantal vacatures;Totaal bedrijven en instellingen;D Industrie;2006;18.9;3.9;8.0;7.0;0.8;6.0;;0.0;;0.0;0.1;4.5;0.2;;1.2;;0.0;8.0;0.3;;;0.0;4.2;0.0;0.1;3.1;0.0;0.0;0.2;;3.5;0.5;0.0;;;0.7;0.0;0.0;2.0;0.0;0.0;0.1;;0.1;0.5;0.0;;;0.0;0.1;0.0;0.3;0.0;0.0;0.1;;0.9;5.5;7.2;4.4;0.8;
34;Totaal aantal vacatures;Totaal bedrijven en instellingen;D Industrie;2008;23.5;4.4;8.5;10.6;1.0;7.7;;0.0;;0.0;0.1;6.5;0.2;;1.0;0.0;0.0;10.0;0.2;;0.0;0.0;5.5;0.0;0.3;3.8;;0.1;0.1;0.0;4.4;0.7;0.0;0.0;0.0;1.0;0.0;0.0;2.3;0.0;0.0;0.2;0.0;0.1;0.3;0.0;;;0.0;0.0;0.0;0.2;0.0;0.0;0.0;;0.6;5.9;10.7;5.3;0.9;
35;Totaal aantal vacatures;Totaal bedrijven en instellingen;1500b Voedings- en genotmiddelenind.;2000;3.7;0.2;1.4;2.2;0.4;1.6;0.0;0.0;0.0;0.0;0.0;1.5;0.0;0.0;0.0;0.0;0.0;1.2;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.3;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3;0.2;2.1;0.8;;;0.3
36;Totaal aantal vacatures;Totaal bedrijven en instellingen;1500b Voedings- en genotmiddelenind.;2001;3.5;0.5;1.0;2.0;0.3;1.5;0.0;0.0;0.0;0.0;0.0;1.2;0.2;0.0;0.1;0.0;0.0;1.4;0.0;0.0;0.0;0.0;0.9;0.0;0.0;0.5;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;1.7;0.9;;;0.0
37;Totaal aantal vacatures;Totaal bedrijven en instellingen;1500b Voedings- en genotmiddelenind.;2002;2.2;0.3;0.6;1.3;0.3;0.8;0.0;0.0;0.0;0.0;0.0;0.5;0.1;0.0;0.2;0.0;0.0;0.9;0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.2;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.1;0.9;0.9;;;
38;Totaal aantal vacatures;Totaal bedrijven en instellingen;1500b Voedings- en genotmiddelenind.;2003;1.0;0.2;0.2;0.7;0.1;0.4;;;;0.0;;0.3;0.1;;0.0;;;0.4;;;;0.0;0.2;0.0;;0.1;;;0.0;;0.1;0.0;;0.0;;0.0;;;0.1;;;0.0;;;0.0;;;;;0.0;0.0;0.0;;;0.0;;0.0;0.4;0.3;0.2;0.0;
39;Totaal aantal vacatures;Totaal bedrijven en instellingen;1500b Voedings- en genotmiddelenind.;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
40;Totaal aantal vacatures;Totaal bedrijven en instellingen;1500b Voedings- en genotmiddelenind.;2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41;Totaal aantal vacatures;Totaal bedrijven en instellingen;1500b Voedings- en genotmiddelenind.;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42;Totaal aantal vacatures;Totaal bedrijven en instellingen;17 Textielindustrie;2000;0.3;0.0;0.2;0.1;0.1;0.1;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.1;0.0;0.0;0.0
43;Totaal aantal vacatures;Totaal bedrijven en instellingen;17 Textielindustrie;2001;0.2;0.0;0.1;0.1;0.1;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.1;0.0;0.0;0.0
44;Totaal aantal vacatures;Totaal bedrijven en instellingen;17 Textielindustrie;2002;0.3;0.1;0.1;0.1;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.1;0.1;0.0;0.0;
45;Totaal aantal vacatures;Totaal bedrijven en instellingen;17 Textielindustrie;2003;0.2;0.1;0.1;0.0;0.0;0.0;;;;;;0.0;;;0.0;;;0.1;;;;;0.0;0.0;;0.0;;;;;0.0;0.0;;;0.0;0.0;;;0.0;;;;;;0.0;;;;;0.0;;;;;0.0;;;0.0;0.1;0.0;0.0;
46;Totaal aantal vacatures;Totaal bedrijven en instellingen;17 Textielindustrie;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
47;Totaal aantal vacatures;Totaal bedrijven en instellingen;17 Textielindustrie;2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
48;Totaal aantal vacatures;Totaal bedrijven en instellingen;17 Textielindustrie;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
