ID;Rijkswegen;Perioden;VerkeersintensiteitenRijkswegen_1
533;Rijksweg 5 (A5);2012 januari;1470.0
534;Rijksweg 5 (A5);2012 februari;1515.0
535;Rijksweg 5 (A5);2012 maart;1616.0
536;Rijksweg 5 (A5);2012 april;1583.0
537;Rijksweg 5 (A5);2012 mei;1589.0
538;Rijksweg 5 (A5);2012 juni;1534.0
539;Rijksweg 5 (A5);2012 juli;1567.0
540;Rijksweg 5 (A5);2012 augustus;1504.0
541;Rijksweg 5 (A5);2012 september;1630.0
542;Rijksweg 5 (A5);2012 oktober;1656.0
543;Rijksweg 5 (A5);2012 november;1530.0
544;Rijksweg 5 (A5);2012 december;1345.0
545;Rijksweg 5 (A5);2012;1545.0
546;Rijksweg 5 (A5);2013 januari;1569.0
547;Rijksweg 5 (A5);2013 februari;1555.0
548;Rijksweg 5 (A5);2013 maart;1536.0
549;Rijksweg 5 (A5);2013 april;1556.0
550;Rijksweg 5 (A5);2013 mei;1383.0
551;Rijksweg 5 (A5);2013 juni;1304.0
552;Rijksweg 5 (A5);2013 juli;1243.0
553;Rijksweg 5 (A5);2013 augustus;1245.0
554;Rijksweg 5 (A5);2013 september;1383.0
555;Rijksweg 5 (A5);2013 oktober;1439.0
556;Rijksweg 5 (A5);2013 november;1503.0
557;Rijksweg 5 (A5);2013 december;1344.0
558;Rijksweg 5 (A5);2013;1420.0
559;Rijksweg 5 (A5);2014 januari;1439.0
560;Rijksweg 5 (A5);2014 februari;1500.0
561;Rijksweg 5 (A5);2014 maart;1440.0
562;Rijksweg 5 (A5);2014 april;1576.0
563;Rijksweg 5 (A5);2014 mei;1588.0
564;Rijksweg 5 (A5);2014 juni;1597.0
565;Rijksweg 5 (A5);2014 juli;1449.0
566;Rijksweg 5 (A5);2014 augustus;1581.0
567;Rijksweg 5 (A5);2014 september;1842.0
568;Rijksweg 5 (A5);2014 oktober;1915.0
569;Rijksweg 5 (A5);2014 november;1906.0
570;Rijksweg 5 (A5);2014 december;1723.0
571;Rijksweg 5 (A5);2014;1630.0
572;Rijksweg 5 (A5);2015 januari;1710.0
573;Rijksweg 5 (A5);2015 februari;1775.0
574;Rijksweg 5 (A5);2015 maart;1949.0
575;Rijksweg 5 (A5);2015 april;1920.0
576;Rijksweg 5 (A5);2015 mei;1840.0
577;Rijksweg 5 (A5);2015 juni;2039.0
578;Rijksweg 5 (A5);2015 juli;1798.0
579;Rijksweg 5 (A5);2015 augustus;1865.0
580;Rijksweg 5 (A5);2015 september;1819.0
581;Rijksweg 5 (A5);2015 oktober;2005.0
582;Rijksweg 5 (A5);2015 november;1996.0
583;Rijksweg 5 (A5);2015 december;1833.0
584;Rijksweg 5 (A5);2015;1879.0
585;Rijksweg 5 (A5);2016 januari;1841.0
586;Rijksweg 5 (A5);2016 februari;1990.0
587;Rijksweg 5 (A5);2016 maart;2032.0
588;Rijksweg 5 (A5);2016 april;2085.0
589;Rijksweg 5 (A5);2016 mei;2058.0
590;Rijksweg 5 (A5);2016 juni;2172.0
591;Rijksweg 5 (A5);2016 juli;1974.0
592;Rijksweg 5 (A5);2016 augustus;1970.0
593;Rijksweg 5 (A5);2016 september;2225.0
594;Rijksweg 5 (A5);2016 oktober;2206.0
595;Rijksweg 5 (A5);2016 november;2243.0
596;Rijksweg 5 (A5);2016 december;2035.0
597;Rijksweg 5 (A5);2016;2069.0
598;Rijksweg 5 (A5);2017 januari;1970.0
599;Rijksweg 5 (A5);2017 februari;2091.0
600;Rijksweg 5 (A5);2017 maart;2243.0
601;Rijksweg 5 (A5);2017 april;2160.0
602;Rijksweg 5 (A5);2017 mei;2157.0
603;Rijksweg 5 (A5);2017 juni;2236.0
604;Rijksweg 5 (A5);2017 juli;2246.0
605;Rijksweg 5 (A5);2017 augustus;2291.0
606;Rijksweg 5 (A5);2017 september;2314.0
607;Rijksweg 5 (A5);2017 oktober;2281.0
608;Rijksweg 5 (A5);2017 november;2330.0
609;Rijksweg 5 (A5);2017 december;1982.0
610;Rijksweg 5 (A5);2017;2192.0
611;Rijksweg 5 (A5);2018 januari;2119.0
612;Rijksweg 5 (A5);2018 februari;2214.0
613;Rijksweg 5 (A5);2018 maart;
614;Rijksweg 5 (A5);2018 april;2283.0
615;Rijksweg 5 (A5);2018 mei;2279.0
616;Rijksweg 5 (A5);2018 juni;2359.0
617;Rijksweg 5 (A5);2018 juli;2259.0
618;Rijksweg 5 (A5);2018 augustus;2064.0
619;Rijksweg 5 (A5);2018 september;2259.0
620;Rijksweg 5 (A5);2018 oktober;2430.0
621;Rijksweg 5 (A5);2018 november;2402.0
622;Rijksweg 5 (A5);2018 december;2119.0
623;Rijksweg 5 (A5);2018;2255.0
624;Rijksweg 6 (A6);2011 januari;1723.0
625;Rijksweg 6 (A6);2011 februari;1821.0
626;Rijksweg 6 (A6);2011 maart;1894.0
627;Rijksweg 6 (A6);2011 april;1993.0
628;Rijksweg 6 (A6);2011 mei;1995.0
629;Rijksweg 6 (A6);2011 juni;1962.0
630;Rijksweg 6 (A6);2011 juli;1893.0
631;Rijksweg 6 (A6);2011 augustus;1788.0
632;Rijksweg 6 (A6);2011 september;1990.0
633;Rijksweg 6 (A6);2011 oktober;1984.0
634;Rijksweg 6 (A6);2011 november;1953.0
635;Rijksweg 6 (A6);2011 december;1798.0
636;Rijksweg 6 (A6);2011;1899.0
637;Rijksweg 6 (A6);2012 januari;1753.0
638;Rijksweg 6 (A6);2012 februari;1793.0
639;Rijksweg 6 (A6);2012 maart;1907.0
640;Rijksweg 6 (A6);2012 april;1926.0
641;Rijksweg 6 (A6);2012 mei;2061.0
642;Rijksweg 6 (A6);2012 juni;2080.0
643;Rijksweg 6 (A6);2012 juli;2018.0
644;Rijksweg 6 (A6);2012 augustus;1921.0
645;Rijksweg 6 (A6);2012 september;2068.0
646;Rijksweg 6 (A6);2012 oktober;2059.0
647;Rijksweg 6 (A6);2012 november;1949.0
648;Rijksweg 6 (A6);2012 december;1722.0
649;Rijksweg 6 (A6);2012;1938.0
650;Rijksweg 6 (A6);2013 januari;1671.0
651;Rijksweg 6 (A6);2013 februari;1815.0
652;Rijksweg 6 (A6);2013 maart;1908.0
653;Rijksweg 6 (A6);2013 april;1991.0
654;Rijksweg 6 (A6);2013 mei;2083.0
655;Rijksweg 6 (A6);2013 juni;2117.0
656;Rijksweg 6 (A6);2013 juli;1977.0
657;Rijksweg 6 (A6);2013 augustus;2015.0
658;Rijksweg 6 (A6);2013 september;2090.0
659;Rijksweg 6 (A6);2013 oktober;2096.0
660;Rijksweg 6 (A6);2013 november;1962.0
661;Rijksweg 6 (A6);2013 december;1904.0
662;Rijksweg 6 (A6);2013;1970.0
663;Rijksweg 6 (A6);2014 januari;1846.0
664;Rijksweg 6 (A6);2014 februari;1965.0
665;Rijksweg 6 (A6);2014 maart;1923.0
666;Rijksweg 6 (A6);2014 april;2001.0
667;Rijksweg 6 (A6);2014 mei;2062.0
668;Rijksweg 6 (A6);2014 juni;2084.0
669;Rijksweg 6 (A6);2014 juli;1903.0
670;Rijksweg 6 (A6);2014 augustus;1982.0
671;Rijksweg 6 (A6);2014 september;2073.0
672;Rijksweg 6 (A6);2014 oktober;2114.0
673;Rijksweg 6 (A6);2014 november;1995.0
674;Rijksweg 6 (A6);2014 december;1891.0
675;Rijksweg 6 (A6);2014;1986.0
676;Rijksweg 6 (A6);2015 januari;1837.0
677;Rijksweg 6 (A6);2015 februari;1904.0
678;Rijksweg 6 (A6);2015 maart;1962.0
679;Rijksweg 6 (A6);2015 april;2057.0
680;Rijksweg 6 (A6);2015 mei;2090.0
681;Rijksweg 6 (A6);2015 juni;2137.0
682;Rijksweg 6 (A6);2015 juli;1973.0
683;Rijksweg 6 (A6);2015 augustus;2033.0
684;Rijksweg 6 (A6);2015 september;2069.0
685;Rijksweg 6 (A6);2015 oktober;2067.0
686;Rijksweg 6 (A6);2015 november;2029.0
687;Rijksweg 6 (A6);2015 december;1931.0
688;Rijksweg 6 (A6);2015;2008.0
689;Rijksweg 6 (A6);2016 januari;1758.0
690;Rijksweg 6 (A6);2016 februari;1925.0
691;Rijksweg 6 (A6);2016 maart;1941.0
692;Rijksweg 6 (A6);2016 april;1965.0
693;Rijksweg 6 (A6);2016 mei;2029.0
694;Rijksweg 6 (A6);2016 juni;2092.0
695;Rijksweg 6 (A6);2016 juli;1982.0
696;Rijksweg 6 (A6);2016 augustus;1917.0
697;Rijksweg 6 (A6);2016 september;1985.0
698;Rijksweg 6 (A6);2016 oktober;1996.0
699;Rijksweg 6 (A6);2016 november;1912.0
700;Rijksweg 6 (A6);2016 december;1850.0
701;Rijksweg 6 (A6);2016;1946.0
702;Rijksweg 6 (A6);2017 januari;1762.0
703;Rijksweg 6 (A6);2017 februari;1827.0
704;Rijksweg 6 (A6);2017 maart;1869.0
705;Rijksweg 6 (A6);2017 april;1905.0
706;Rijksweg 6 (A6);2017 mei;1953.0
707;Rijksweg 6 (A6);2017 juni;1997.0
708;Rijksweg 6 (A6);2017 juli;1955.0
709;Rijksweg 6 (A6);2017 augustus;1837.0
710;Rijksweg 6 (A6);2017 september;1904.0
711;Rijksweg 6 (A6);2017 oktober;1917.0
712;Rijksweg 6 (A6);2017 november;1847.0
713;Rijksweg 6 (A6);2017 december;1663.0
714;Rijksweg 6 (A6);2017;1870.0
715;Rijksweg 6 (A6);2018 januari;1729.0
716;Rijksweg 6 (A6);2018 februari;1753.0
717;Rijksweg 6 (A6);2018 maart;
718;Rijksweg 6 (A6);2018 april;1926.0
719;Rijksweg 6 (A6);2018 mei;1696.0
720;Rijksweg 6 (A6);2018 juni;1585.0
721;Rijksweg 6 (A6);2018 juli;1527.0
722;Rijksweg 6 (A6);2018 augustus;1545.0
723;Rijksweg 6 (A6);2018 september;1553.0
724;Rijksweg 6 (A6);2018 oktober;1479.0
725;Rijksweg 6 (A6);2018 november;1535.0
726;Rijksweg 6 (A6);2018 december;1614.0
727;Rijksweg 6 (A6);2018;1647.0
728;Rijksweg 7 (A7/N7);2011 januari;1257.0
729;Rijksweg 7 (A7/N7);2011 februari;1420.0
730;Rijksweg 7 (A7/N7);2011 maart;1496.0
731;Rijksweg 7 (A7/N7);2011 april;1548.0
732;Rijksweg 7 (A7/N7);2011 mei;1463.0
733;Rijksweg 7 (A7/N7);2011 juni;1521.0
734;Rijksweg 7 (A7/N7);2011 juli;1418.0
735;Rijksweg 7 (A7/N7);2011 augustus;1284.0
736;Rijksweg 7 (A7/N7);2011 september;1494.0
737;Rijksweg 7 (A7/N7);2011 oktober;1457.0
738;Rijksweg 7 (A7/N7);2011 november;1392.0
739;Rijksweg 7 (A7/N7);2011 december;1328.0
740;Rijksweg 7 (A7/N7);2011;1422.0
741;Rijksweg 7 (A7/N7);2012 januari;1305.0
742;Rijksweg 7 (A7/N7);2012 februari;1298.0
743;Rijksweg 7 (A7/N7);2012 maart;1383.0
744;Rijksweg 7 (A7/N7);2012 april;1397.0
745;Rijksweg 7 (A7/N7);2012 mei;1477.0
746;Rijksweg 7 (A7/N7);2012 juni;1502.0
747;Rijksweg 7 (A7/N7);2012 juli;1477.0
748;Rijksweg 7 (A7/N7);2012 augustus;1376.0
749;Rijksweg 7 (A7/N7);2012 september;1482.0
750;Rijksweg 7 (A7/N7);2012 oktober;1424.0
751;Rijksweg 7 (A7/N7);2012 november;1428.0
752;Rijksweg 7 (A7/N7);2012 december;1292.0
753;Rijksweg 7 (A7/N7);2012;1403.0
754;Rijksweg 7 (A7/N7);2013 januari;1294.0
755;Rijksweg 7 (A7/N7);2013 februari;1402.0
756;Rijksweg 7 (A7/N7);2013 maart;1446.0
757;Rijksweg 7 (A7/N7);2013 april;1486.0
758;Rijksweg 7 (A7/N7);2013 mei;1514.0
759;Rijksweg 7 (A7/N7);2013 juni;1535.0
760;Rijksweg 7 (A7/N7);2013 juli;1465.0
761;Rijksweg 7 (A7/N7);2013 augustus;1493.0
762;Rijksweg 7 (A7/N7);2013 september;1541.0
763;Rijksweg 7 (A7/N7);2013 oktober;1605.0
764;Rijksweg 7 (A7/N7);2013 november;1535.0
765;Rijksweg 7 (A7/N7);2013 december;1519.0
766;Rijksweg 7 (A7/N7);2013;1487.0
767;Rijksweg 7 (A7/N7);2014 januari;1442.0
768;Rijksweg 7 (A7/N7);2014 februari;1513.0
769;Rijksweg 7 (A7/N7);2014 maart;1458.0
770;Rijksweg 7 (A7/N7);2014 april;1525.0
771;Rijksweg 7 (A7/N7);2014 mei;1521.0
772;Rijksweg 7 (A7/N7);2014 juni;1506.0
773;Rijksweg 7 (A7/N7);2014 juli;1399.0
774;Rijksweg 7 (A7/N7);2014 augustus;1492.0
775;Rijksweg 7 (A7/N7);2014 september;1550.0
776;Rijksweg 7 (A7/N7);2014 oktober;1560.0
777;Rijksweg 7 (A7/N7);2014 november;1467.0
778;Rijksweg 7 (A7/N7);2014 december;1465.0
779;Rijksweg 7 (A7/N7);2014;1491.0
780;Rijksweg 7 (A7/N7);2015 januari;1464.0
781;Rijksweg 7 (A7/N7);2015 februari;1426.0
782;Rijksweg 7 (A7/N7);2015 maart;1521.0
783;Rijksweg 7 (A7/N7);2015 april;1540.0
784;Rijksweg 7 (A7/N7);2015 mei;1527.0
785;Rijksweg 7 (A7/N7);2015 juni;1600.0
786;Rijksweg 7 (A7/N7);2015 juli;1479.0
787;Rijksweg 7 (A7/N7);2015 augustus;1538.0
788;Rijksweg 7 (A7/N7);2015 september;1513.0
789;Rijksweg 7 (A7/N7);2015 oktober;1494.0
790;Rijksweg 7 (A7/N7);2015 november;1594.0
791;Rijksweg 7 (A7/N7);2015 december;1546.0
792;Rijksweg 7 (A7/N7);2015;1520.0
793;Rijksweg 7 (A7/N7);2016 januari;1345.0
794;Rijksweg 7 (A7/N7);2016 februari;1547.0
795;Rijksweg 7 (A7/N7);2016 maart;1551.0
796;Rijksweg 7 (A7/N7);2016 april;1547.0
797;Rijksweg 7 (A7/N7);2016 mei;1538.0
798;Rijksweg 7 (A7/N7);2016 juni;1574.0
799;Rijksweg 7 (A7/N7);2016 juli;1505.0
800;Rijksweg 7 (A7/N7);2016 augustus;1432.0
801;Rijksweg 7 (A7/N7);2016 september;1568.0
802;Rijksweg 7 (A7/N7);2016 oktober;1521.0
803;Rijksweg 7 (A7/N7);2016 november;1508.0
804;Rijksweg 7 (A7/N7);2016 december;1438.0
805;Rijksweg 7 (A7/N7);2016;1506.0
806;Rijksweg 7 (A7/N7);2017 januari;1326.0
807;Rijksweg 7 (A7/N7);2017 februari;1399.0
808;Rijksweg 7 (A7/N7);2017 maart;1494.0
809;Rijksweg 7 (A7/N7);2017 april;1499.0
810;Rijksweg 7 (A7/N7);2017 mei;1528.0
811;Rijksweg 7 (A7/N7);2017 juni;1589.0
812;Rijksweg 7 (A7/N7);2017 juli;1479.0
813;Rijksweg 7 (A7/N7);2017 augustus;1371.0
814;Rijksweg 7 (A7/N7);2017 september;1502.0
815;Rijksweg 7 (A7/N7);2017 oktober;1512.0
816;Rijksweg 7 (A7/N7);2017 november;1444.0
817;Rijksweg 7 (A7/N7);2017 december;1338.0
818;Rijksweg 7 (A7/N7);2017;1457.0
819;Rijksweg 7 (A7/N7);2018 januari;1359.0
820;Rijksweg 7 (A7/N7);2018 februari;1341.0
821;Rijksweg 7 (A7/N7);2018 maart;
822;Rijksweg 7 (A7/N7);2018 april;1422.0
823;Rijksweg 7 (A7/N7);2018 mei;1418.0
824;Rijksweg 7 (A7/N7);2018 juni;1441.0
825;Rijksweg 7 (A7/N7);2018 juli;1500.0
826;Rijksweg 7 (A7/N7);2018 augustus;1448.0
827;Rijksweg 7 (A7/N7);2018 september;1535.0
828;Rijksweg 7 (A7/N7);2018 oktober;1594.0
829;Rijksweg 7 (A7/N7);2018 november;1606.0
830;Rijksweg 7 (A7/N7);2018 december;1491.0
831;Rijksweg 7 (A7/N7);2018;1466.0
832;Rijksweg 8 (A8/N8);2011 januari;2757.0
833;Rijksweg 8 (A8/N8);2011 februari;2888.0
834;Rijksweg 8 (A8/N8);2011 maart;2960.0
835;Rijksweg 8 (A8/N8);2011 april;2772.0
836;Rijksweg 8 (A8/N8);2011 mei;2985.0
837;Rijksweg 8 (A8/N8);2011 juni;2743.0
838;Rijksweg 8 (A8/N8);2011 juli;2785.0
839;Rijksweg 8 (A8/N8);2011 augustus;2414.0
840;Rijksweg 8 (A8/N8);2011 september;2757.0
841;Rijksweg 8 (A8/N8);2011 oktober;2791.0
842;Rijksweg 8 (A8/N8);2011 november;2809.0
843;Rijksweg 8 (A8/N8);2011 december;2636.0
844;Rijksweg 8 (A8/N8);2011;2774.0
845;Rijksweg 8 (A8/N8);2012 januari;2611.0
846;Rijksweg 8 (A8/N8);2012 februari;2637.0
847;Rijksweg 8 (A8/N8);2012 maart;2861.0
848;Rijksweg 8 (A8/N8);2012 april;2784.0
849;Rijksweg 8 (A8/N8);2012 mei;2788.0
850;Rijksweg 8 (A8/N8);2012 juni;2596.0
851;Rijksweg 8 (A8/N8);2012 juli;2648.0
852;Rijksweg 8 (A8/N8);2012 augustus;2392.0
853;Rijksweg 8 (A8/N8);2012 september;2828.0
854;Rijksweg 8 (A8/N8);2012 oktober;2828.0
855;Rijksweg 8 (A8/N8);2012 november;2889.0
856;Rijksweg 8 (A8/N8);2012 december;2620.0
857;Rijksweg 8 (A8/N8);2012;2707.0
858;Rijksweg 8 (A8/N8);2013 januari;2427.0
859;Rijksweg 8 (A8/N8);2013 februari;2310.0
860;Rijksweg 8 (A8/N8);2013 maart;2830.0
861;Rijksweg 8 (A8/N8);2013 april;2857.0
862;Rijksweg 8 (A8/N8);2013 mei;2796.0
863;Rijksweg 8 (A8/N8);2013 juni;2860.0
864;Rijksweg 8 (A8/N8);2013 juli;2566.0
865;Rijksweg 8 (A8/N8);2013 augustus;2623.0
866;Rijksweg 8 (A8/N8);2013 september;2888.0
867;Rijksweg 8 (A8/N8);2013 oktober;2955.0
868;Rijksweg 8 (A8/N8);2013 november;2814.0
869;Rijksweg 8 (A8/N8);2013 december;2640.0
870;Rijksweg 8 (A8/N8);2013;2716.0
871;Rijksweg 8 (A8/N8);2014 januari;2768.0
872;Rijksweg 8 (A8/N8);2014 februari;2851.0
873;Rijksweg 8 (A8/N8);2014 maart;2892.0
874;Rijksweg 8 (A8/N8);2014 april;2962.0
875;Rijksweg 8 (A8/N8);2014 mei;2956.0
876;Rijksweg 8 (A8/N8);2014 juni;2920.0
877;Rijksweg 8 (A8/N8);2014 juli;2627.0
878;Rijksweg 8 (A8/N8);2014 augustus;2866.0
879;Rijksweg 8 (A8/N8);2014 september;3122.0
880;Rijksweg 8 (A8/N8);2014 oktober;3211.0
881;Rijksweg 8 (A8/N8);2014 november;3134.0
882;Rijksweg 8 (A8/N8);2014 december;2897.0
883;Rijksweg 8 (A8/N8);2014;2933.0
884;Rijksweg 8 (A8/N8);2015 januari;2900.0
885;Rijksweg 8 (A8/N8);2015 februari;3065.0
886;Rijksweg 8 (A8/N8);2015 maart;3158.0
887;Rijksweg 8 (A8/N8);2015 april;3157.0
888;Rijksweg 8 (A8/N8);2015 mei;3041.0
889;Rijksweg 8 (A8/N8);2015 juni;3254.0
890;Rijksweg 8 (A8/N8);2015 juli;2912.0
891;Rijksweg 8 (A8/N8);2015 augustus;3028.0
892;Rijksweg 8 (A8/N8);2015 september;3137.0
893;Rijksweg 8 (A8/N8);2015 oktober;3220.0
894;Rijksweg 8 (A8/N8);2015 november;3129.0
895;Rijksweg 8 (A8/N8);2015 december;3122.0
896;Rijksweg 8 (A8/N8);2015;3093.0
897;Rijksweg 8 (A8/N8);2016 januari;3127.0
898;Rijksweg 8 (A8/N8);2016 februari;3361.0
899;Rijksweg 8 (A8/N8);2016 maart;3364.0
900;Rijksweg 8 (A8/N8);2016 april;3370.0
901;Rijksweg 8 (A8/N8);2016 mei;3342.0
902;Rijksweg 8 (A8/N8);2016 juni;3453.0
903;Rijksweg 8 (A8/N8);2016 juli;3227.0
904;Rijksweg 8 (A8/N8);2016 augustus;3049.0
905;Rijksweg 8 (A8/N8);2016 september;3450.0
906;Rijksweg 8 (A8/N8);2016 oktober;3316.0
907;Rijksweg 8 (A8/N8);2016 november;3266.0
908;Rijksweg 8 (A8/N8);2016 december;2999.0
909;Rijksweg 8 (A8/N8);2016;3277.0
910;Rijksweg 8 (A8/N8);2017 januari;2937.0
911;Rijksweg 8 (A8/N8);2017 februari;3035.0
912;Rijksweg 8 (A8/N8);2017 maart;3232.0
913;Rijksweg 8 (A8/N8);2017 april;3087.0
914;Rijksweg 8 (A8/N8);2017 mei;3147.0
915;Rijksweg 8 (A8/N8);2017 juni;3128.0
916;Rijksweg 8 (A8/N8);2017 juli;3099.0
917;Rijksweg 8 (A8/N8);2017 augustus;2777.0
918;Rijksweg 8 (A8/N8);2017 september;3184.0
919;Rijksweg 8 (A8/N8);2017 oktober;3231.0
920;Rijksweg 8 (A8/N8);2017 november;3273.0
921;Rijksweg 8 (A8/N8);2017 december;2988.0
922;Rijksweg 8 (A8/N8);2017;3093.0
923;Rijksweg 8 (A8/N8);2018 januari;3058.0
924;Rijksweg 8 (A8/N8);2018 februari;3146.0
925;Rijksweg 8 (A8/N8);2018 maart;3188.0
926;Rijksweg 8 (A8/N8);2018 april;3172.0
927;Rijksweg 8 (A8/N8);2018 mei;3276.0
928;Rijksweg 8 (A8/N8);2018 juni;3337.0
929;Rijksweg 8 (A8/N8);2018 juli;3211.0
930;Rijksweg 8 (A8/N8);2018 augustus;2917.0
931;Rijksweg 8 (A8/N8);2018 september;3306.0
932;Rijksweg 8 (A8/N8);2018 oktober;3427.0
933;Rijksweg 8 (A8/N8);2018 november;3387.0
934;Rijksweg 8 (A8/N8);2018 december;3007.0
935;Rijksweg 8 (A8/N8);2018;3203.0
936;Rijksweg 9 (A9/N9);2011 januari;2077.0
937;Rijksweg 9 (A9/N9);2011 februari;2168.0
938;Rijksweg 9 (A9/N9);2011 maart;2332.0
939;Rijksweg 9 (A9/N9);2011 april;2294.0
940;Rijksweg 9 (A9/N9);2011 mei;2284.0
941;Rijksweg 9 (A9/N9);2011 juni;2277.0
942;Rijksweg 9 (A9/N9);2011 juli;2180.0
943;Rijksweg 9 (A9/N9);2011 augustus;2092.0
944;Rijksweg 9 (A9/N9);2011 september;2284.0
945;Rijksweg 9 (A9/N9);2011 oktober;2333.0
946;Rijksweg 9 (A9/N9);2011 november;2333.0
947;Rijksweg 9 (A9/N9);2011 december;2153.0
948;Rijksweg 9 (A9/N9);2011;2234.0
949;Rijksweg 9 (A9/N9);2012 januari;2173.0
950;Rijksweg 9 (A9/N9);2012 februari;2200.0
951;Rijksweg 9 (A9/N9);2012 maart;2417.0
952;Rijksweg 9 (A9/N9);2012 april;2350.0
953;Rijksweg 9 (A9/N9);2012 mei;2415.0
954;Rijksweg 9 (A9/N9);2012 juni;2366.0
955;Rijksweg 9 (A9/N9);2012 juli;2497.0
956;Rijksweg 9 (A9/N9);2012 augustus;2333.0
957;Rijksweg 9 (A9/N9);2012 september;2503.0
958;Rijksweg 9 (A9/N9);2012 oktober;2609.0
959;Rijksweg 9 (A9/N9);2012 november;2468.0
960;Rijksweg 9 (A9/N9);2012 december;2128.0
961;Rijksweg 9 (A9/N9);2012;2372.0
962;Rijksweg 9 (A9/N9);2013 januari;2188.0
963;Rijksweg 9 (A9/N9);2013 februari;2362.0
964;Rijksweg 9 (A9/N9);2013 maart;2423.0
965;Rijksweg 9 (A9/N9);2013 april;2483.0
966;Rijksweg 9 (A9/N9);2013 mei;2537.0
967;Rijksweg 9 (A9/N9);2013 juni;2589.0
968;Rijksweg 9 (A9/N9);2013 juli;2471.0
969;Rijksweg 9 (A9/N9);2013 augustus;2538.0
970;Rijksweg 9 (A9/N9);2013 september;2628.0
971;Rijksweg 9 (A9/N9);2013 oktober;2608.0
972;Rijksweg 9 (A9/N9);2013 november;2565.0
973;Rijksweg 9 (A9/N9);2013 december;2308.0
974;Rijksweg 9 (A9/N9);2013;2475.0
975;Rijksweg 9 (A9/N9);2014 januari;2401.0
976;Rijksweg 9 (A9/N9);2014 februari;2310.0
977;Rijksweg 9 (A9/N9);2014 maart;2358.0
978;Rijksweg 9 (A9/N9);2014 april;2420.0
979;Rijksweg 9 (A9/N9);2014 mei;2550.0
980;Rijksweg 9 (A9/N9);2014 juni;2592.0
981;Rijksweg 9 (A9/N9);2014 juli;2447.0
982;Rijksweg 9 (A9/N9);2014 augustus;2488.0
983;Rijksweg 9 (A9/N9);2014 september;2611.0
984;Rijksweg 9 (A9/N9);2014 oktober;2619.0
985;Rijksweg 9 (A9/N9);2014 november;2508.0
986;Rijksweg 9 (A9/N9);2014 december;2309.0
987;Rijksweg 9 (A9/N9);2014;2468.0
988;Rijksweg 9 (A9/N9);2015 januari;2311.0
989;Rijksweg 9 (A9/N9);2015 februari;2444.0
990;Rijksweg 9 (A9/N9);2015 maart;2536.0
991;Rijksweg 9 (A9/N9);2015 april;2557.0
992;Rijksweg 9 (A9/N9);2015 mei;2471.0
993;Rijksweg 9 (A9/N9);2015 juni;2631.0
994;Rijksweg 9 (A9/N9);2015 juli;2416.0
995;Rijksweg 9 (A9/N9);2015 augustus;2538.0
996;Rijksweg 9 (A9/N9);2015 september;2611.0
997;Rijksweg 9 (A9/N9);2015 oktober;2627.0
998;Rijksweg 9 (A9/N9);2015 november;2521.0
999;Rijksweg 9 (A9/N9);2015 december;2333.0
1000;Rijksweg 9 (A9/N9);2015;2499.0
1001;Rijksweg 9 (A9/N9);2016 januari;2320.0
1002;Rijksweg 9 (A9/N9);2016 februari;2486.0
1003;Rijksweg 9 (A9/N9);2016 maart;2514.0
1004;Rijksweg 9 (A9/N9);2016 april;2420.0
1005;Rijksweg 9 (A9/N9);2016 mei;2457.0
1006;Rijksweg 9 (A9/N9);2016 juni;2548.0
1007;Rijksweg 9 (A9/N9);2016 juli;2432.0
1008;Rijksweg 9 (A9/N9);2016 augustus;2417.0
1009;Rijksweg 9 (A9/N9);2016 september;2556.0
1010;Rijksweg 9 (A9/N9);2016 oktober;2532.0
1011;Rijksweg 9 (A9/N9);2016 november;2454.0
1012;Rijksweg 9 (A9/N9);2016 december;2270.0
1013;Rijksweg 9 (A9/N9);2016;2450.0
1014;Rijksweg 9 (A9/N9);2017 januari;2200.0
1015;Rijksweg 9 (A9/N9);2017 februari;2290.0
1016;Rijksweg 9 (A9/N9);2017 maart;2416.0
1017;Rijksweg 9 (A9/N9);2017 april;2360.0
1018;Rijksweg 9 (A9/N9);2017 mei;2549.0
1019;Rijksweg 9 (A9/N9);2017 juni;2504.0
1020;Rijksweg 9 (A9/N9);2017 juli;2426.0
1021;Rijksweg 9 (A9/N9);2017 augustus;2305.0
1022;Rijksweg 9 (A9/N9);2017 september;2423.0
1023;Rijksweg 9 (A9/N9);2017 oktober;2508.0
1024;Rijksweg 9 (A9/N9);2017 november;2477.0
1025;Rijksweg 9 (A9/N9);2017 december;2166.0
1026;Rijksweg 9 (A9/N9);2017;2385.0
1027;Rijksweg 9 (A9/N9);2018 januari;2273.0
1028;Rijksweg 9 (A9/N9);2018 februari;2304.0
1029;Rijksweg 9 (A9/N9);2018 maart;2382.0
1030;Rijksweg 9 (A9/N9);2018 april;2446.0
1031;Rijksweg 9 (A9/N9);2018 mei;2485.0
1032;Rijksweg 9 (A9/N9);2018 juni;2542.0
1033;Rijksweg 9 (A9/N9);2018 juli;2501.0
1034;Rijksweg 9 (A9/N9);2018 augustus;2375.0
1035;Rijksweg 9 (A9/N9);2018 september;2507.0
1036;Rijksweg 9 (A9/N9);2018 oktober;2526.0
1037;Rijksweg 9 (A9/N9);2018 november;2450.0
1038;Rijksweg 9 (A9/N9);2018 december;2082.0
1039;Rijksweg 9 (A9/N9);2018;2406.0
