ID;CountryOfResidence;StarRating;Regions;Periods;Guests_1;OvernightStays_2
491;All countries;Accommodations without stars;Amsterdam;2021 August;31;76
492;All countries;Accommodations without stars;Amsterdam;2021 September;23;61
493;All countries;Accommodations without stars;Amsterdam;2021 3rd quarter;73;178
494;All countries;Accommodations without stars;Amsterdam;2021 October;34;93
495;All countries;Accommodations without stars;Amsterdam;2021 November;29;73
496;All countries;Accommodations without stars;Amsterdam;2021 December;9;28
497;All countries;Accommodations without stars;Amsterdam;2021 4th quarter;73;193
498;All countries;Accommodations without stars;Amsterdam;2021;168;456
499;All countries;Accommodations without stars;Amsterdam;2022 January;9;22
500;All countries;Accommodations without stars;Amsterdam;2022 February;20;47
501;All countries;Accommodations without stars;Amsterdam;2022 March;40;98
502;All countries;Accommodations without stars;Amsterdam;2022 1th quarter;70;167
503;All countries;Accommodations without stars;Amsterdam;2022 April;63;148
504;All countries;Accommodations without stars;Amsterdam;2022 May;60;138
505;All countries;Accommodations without stars;Amsterdam;2022 June;67;160
506;All countries;Accommodations without stars;Amsterdam;2022 2nd quarter;190;446
507;All countries;Accommodations without stars;Amsterdam;2022 July;76;183
508;All countries;Accommodations without stars;Amsterdam;2022 August;72;174
509;All countries;Accommodations without stars;Amsterdam;2022 September;66;159
510;All countries;Accommodations without stars;Amsterdam;2022 3rd quarter;214;515
511;All countries;Accommodations without stars;Amsterdam;2022 October;73;174
512;All countries;Accommodations without stars;Amsterdam;2022 November;63;144
513;All countries;Accommodations without stars;Amsterdam;2022 December;57;132
514;All countries;Accommodations without stars;Amsterdam;2022 4th quarter;192;449
515;All countries;Accommodations without stars;Amsterdam;2022;665;1577
516;All countries;Accommodations without stars;Amsterdam;2023 January;46;106
517;All countries;Accommodations without stars;Amsterdam;2023 February;52;123
518;All countries;Accommodations without stars;Amsterdam;2023 March;60;141
519;All countries;Accommodations without stars;Amsterdam;2023 1st quarter;158;370
520;All countries;Accommodations without stars;Amsterdam;2023 April;70;164
521;All countries;Accommodations without stars;Amsterdam;2023 May;68;159
522;All countries;Accommodations without stars;Amsterdam;2023 June;65;156
523;All countries;Accommodations without stars;Amsterdam;2023 2nd quarter;203;479
524;All countries;Accommodations without stars;Amsterdam;2023 July;67;170
525;All countries;Accommodations without stars;Amsterdam;2023 August;63;166
526;All countries;Accommodations without stars;Amsterdam;2023 September;57;145
527;All countries;Accommodations without stars;Amsterdam;2023 3rd quarter;187;481
528;All countries;Accommodations without stars;Amsterdam;2023 October;61;153
529;All countries;Accommodations without stars;Amsterdam;2023 November;50;123
530;All countries;Accommodations without stars;Amsterdam;2023 December;43;107
531;All countries;Accommodations without stars;Amsterdam;2023 4th quarter;155;382
532;All countries;Accommodations without stars;Amsterdam;2023;703;1712
533;All countries;Accommodations without stars;Amsterdam;2024 January;37;97
534;All countries;Accommodations without stars;Amsterdam;2024 February;42;107
535;All countries;Accommodations without stars;Amsterdam;2024 March;47;122
536;All countries;Accommodations without stars;Amsterdam;2024 1st quarter;126;326
537;All countries;Accommodations without stars;Amsterdam;2024 April;51;137
538;All countries;Accommodations without stars;Amsterdam;2024 May;52;136
539;All countries;Accommodations without stars;Amsterdam;2024 June;66;170
540;All countries;Accommodations without stars;Amsterdam;2024 2nd quarter;169;443
541;All countries;Accommodations without stars;Amsterdam;2024 July;63;162
542;All countries;Accommodations without stars;Amsterdam;2024 August;58;150
543;All countries;Accommodations without stars;Amsterdam;2024 September;61;157
544;All countries;Accommodations without stars;Amsterdam;2024 3rd quarter;189;478
545;All countries;Accommodations without stars;Amsterdam;2024 October;61;156
546;All countries;Accommodations without stars;Amsterdam;2024 November;51;136
547;All countries;Accommodations without stars;Amsterdam;2024 December;40;111
548;All countries;Accommodations without stars;Amsterdam;2024 4th quarter;152;402
549;All countries;Accommodations without stars;Amsterdam;2024;632;1628
550;All countries;Accommodations without stars;Amsterdam;2025 January;50;123
551;All countries;Accommodations without stars;Amsterdam;2025 February;52;125
552;All countries;1 star accommodations;Nederland;2017 January;21;42
553;All countries;1 star accommodations;Nederland;2017 February;24;47
554;All countries;1 star accommodations;Nederland;2017 March;32;58
555;All countries;1 star accommodations;Nederland;2017 1st quarter;77;146
556;All countries;1 star accommodations;Nederland;2017 April;35;73
557;All countries;1 star accommodations;Nederland;2017 May;35;67
558;All countries;1 star accommodations;Nederland;2017 June;40;76
559;All countries;1 star accommodations;Nederland;2017 2nd quarter;110;216
560;All countries;1 star accommodations;Nederland;2017 July;42;73
561;All countries;1 star accommodations;Nederland;2017 August;44;78
562;All countries;1 star accommodations;Nederland;2017 September;34;64
563;All countries;1 star accommodations;Nederland;2017 3rd quarter;120;215
564;All countries;1 star accommodations;Nederland;2017 October;40;66
565;All countries;1 star accommodations;Nederland;2017 November;25;50
566;All countries;1 star accommodations;Nederland;2017 December;28;52
567;All countries;1 star accommodations;Nederland;2017 4th quarter;93;169
568;All countries;1 star accommodations;Nederland;2017;400;747
569;All countries;1 star accommodations;Nederland;2018 January;24;46
570;All countries;1 star accommodations;Nederland;2018 February;26;48
571;All countries;1 star accommodations;Nederland;2018 March;26;50
572;All countries;1 star accommodations;Nederland;2018 1st quarter;76;145
573;All countries;1 star accommodations;Nederland;2018 April;33;60
574;All countries;1 star accommodations;Nederland;2018 May;33;64
575;All countries;1 star accommodations;Nederland;2018 June;38;71
576;All countries;1 star accommodations;Nederland;2018 2nd quarter;103;195
577;All countries;1 star accommodations;Nederland;2018 July;37;66
578;All countries;1 star accommodations;Nederland;2018 August;43;75
579;All countries;1 star accommodations;Nederland;2018 September;34;64
580;All countries;1 star accommodations;Nederland;2018 3rd quarter;114;206
581;All countries;1 star accommodations;Nederland;2018 October;34;64
582;All countries;1 star accommodations;Nederland;2018 November;28;54
583;All countries;1 star accommodations;Nederland;2018 December;27;49
584;All countries;1 star accommodations;Nederland;2018 4th quarter;89;166
585;All countries;1 star accommodations;Nederland;2018;382;711
586;All countries;1 star accommodations;Nederland;2019 January;23;42
587;All countries;1 star accommodations;Nederland;2019 February;25;45
588;All countries;1 star accommodations;Nederland;2019 March;31;58
589;All countries;1 star accommodations;Nederland;2019 1st quarter;79;145
590;All countries;1 star accommodations;Nederland;2019 April;34;64
591;All countries;1 star accommodations;Nederland;2019 May;35;66
592;All countries;1 star accommodations;Nederland;2019 June;35;65
593;All countries;1 star accommodations;Nederland;2019 2nd quarter;104;196
594;All countries;1 star accommodations;Nederland;2019 July;36;70
595;All countries;1 star accommodations;Nederland;2019 August;36;70
596;All countries;1 star accommodations;Nederland;2019 September;33;63
597;All countries;1 star accommodations;Nederland;2019 3rd quarter;105;203
598;All countries;1 star accommodations;Nederland;2019 October;35;65
599;All countries;1 star accommodations;Nederland;2019 November;30;53
600;All countries;1 star accommodations;Nederland;2019 December;28;50
601;All countries;1 star accommodations;Nederland;2019 4th quarter;93;169
602;All countries;1 star accommodations;Nederland;2019;382;713
603;All countries;1 star accommodations;Nederland;2020 January;18;38
604;All countries;1 star accommodations;Nederland;2020 February;20;42
605;All countries;1 star accommodations;Nederland;2020 March;10;22
606;All countries;1 star accommodations;Nederland;2020 1st quarter;48;102
607;All countries;1 star accommodations;Nederland;2020 April;3;7
608;All countries;1 star accommodations;Nederland;2020 May;9;16
609;All countries;1 star accommodations;Nederland;2020 June;14;27
610;All countries;1 star accommodations;Nederland;2020 2nd quarter;26;49
611;All countries;1 star accommodations;Nederland;2020 July;26;51
612;All countries;1 star accommodations;Nederland;2020 August;26;51
613;All countries;1 star accommodations;Nederland;2020 September;19;32
614;All countries;1 star accommodations;Nederland;2020 3rd quarter;71;134
615;All countries;1 star accommodations;Nederland;2020 October;13;21
616;All countries;1 star accommodations;Nederland;2020 November;10;18
617;All countries;1 star accommodations;Nederland;2020 December;8;13
618;All countries;1 star accommodations;Nederland;2020 4th quarter;31;52
619;All countries;1 star accommodations;Nederland;2020;176;337
620;All countries;1 star accommodations;Nederland;2021 January;6;9
621;All countries;1 star accommodations;Nederland;2021 February;7;11
622;All countries;1 star accommodations;Nederland;2021 March;8;13
623;All countries;1 star accommodations;Nederland;2021 1th quarter;21;33
624;All countries;1 star accommodations;Nederland;2021 April;10;17
625;All countries;1 star accommodations;Nederland;2021 May;17;28
626;All countries;1 star accommodations;Nederland;2021 June;20;35
627;All countries;1 star accommodations;Nederland;2021 2nd quarter;47;79
628;All countries;1 star accommodations;Nederland;2021 July;29;53
629;All countries;1 star accommodations;Nederland;2021 August;30;57
630;All countries;1 star accommodations;Nederland;2021 September;26;50
631;All countries;1 star accommodations;Nederland;2021 3rd quarter;85;160
632;All countries;1 star accommodations;Nederland;2021 October;29;52
633;All countries;1 star accommodations;Nederland;2021 November;20;39
634;All countries;1 star accommodations;Nederland;2021 December;10;18
635;All countries;1 star accommodations;Nederland;2021 4th quarter;59;110
636;All countries;1 star accommodations;Nederland;2021;212;382
637;All countries;1 star accommodations;Nederland;2022 January;8;12
638;All countries;1 star accommodations;Nederland;2022 February;16;26
639;All countries;1 star accommodations;Nederland;2022 March;21;37
640;All countries;1 star accommodations;Nederland;2022 1th quarter;45;75
641;All countries;1 star accommodations;Nederland;2022 April;31;56
642;All countries;1 star accommodations;Nederland;2022 May;32;59
643;All countries;1 star accommodations;Nederland;2022 June;34;55
644;All countries;1 star accommodations;Nederland;2022 2nd quarter;97;170
645;All countries;1 star accommodations;Nederland;2022 July;42;67
646;All countries;1 star accommodations;Nederland;2022 August;37;68
647;All countries;1 star accommodations;Nederland;2022 September;33;60
648;All countries;1 star accommodations;Nederland;2022 3rd quarter;112;196
649;All countries;1 star accommodations;Nederland;2022 October;33;59
650;All countries;1 star accommodations;Nederland;2022 November;27;48
651;All countries;1 star accommodations;Nederland;2022 December;25;46
652;All countries;1 star accommodations;Nederland;2022 4th quarter;86;153
653;All countries;1 star accommodations;Nederland;2022;339;594
654;All countries;1 star accommodations;Nederland;2023 January;18;37
655;All countries;1 star accommodations;Nederland;2023 February;18;39
656;All countries;1 star accommodations;Nederland;2023 March;21;43
657;All countries;1 star accommodations;Nederland;2023 1st quarter;58;120
658;All countries;1 star accommodations;Nederland;2023 April;29;59
659;All countries;1 star accommodations;Nederland;2023 May;28;56
660;All countries;1 star accommodations;Nederland;2023 June;28;54
661;All countries;1 star accommodations;Nederland;2023 2nd quarter;85;168
662;All countries;1 star accommodations;Nederland;2023 July;32;68
663;All countries;1 star accommodations;Nederland;2023 August;29;62
664;All countries;1 star accommodations;Nederland;2023 September;29;61
665;All countries;1 star accommodations;Nederland;2023 3rd quarter;90;191
666;All countries;1 star accommodations;Nederland;2023 October;27;61
667;All countries;1 star accommodations;Nederland;2023 November;23;45
668;All countries;1 star accommodations;Nederland;2023 December;20;42
