ID;VissoortenSchaalEnSchelpdieren;Perioden;AangevoerdeHoeveelheid_1
804;Griet;2024 oktober;45.0
805;Griet;2024 november;19.0
806;Griet;2024 december;18.0
807;Griet;2024 ;445.0
808;Griet;2025 januari;26.0
809;Griet;2025 februari;22.0
810;Noordzee garnalen;1994 januari;289.0
811;Noordzee garnalen;1994 februari;231.0
812;Noordzee garnalen;1994 maart;193.0
813;Noordzee garnalen;1994 april;304.0
814;Noordzee garnalen;1994 mei;353.0
815;Noordzee garnalen;1994 juni;541.0
816;Noordzee garnalen;1994 juli;487.0
817;Noordzee garnalen;1994 augustus;810.0
818;Noordzee garnalen;1994 september;1530.0
819;Noordzee garnalen;1994 oktober;1650.0
820;Noordzee garnalen;1994 november;1073.0
821;Noordzee garnalen;1994 december;534.0
822;Noordzee garnalen;1994;7995.0
823;Noordzee garnalen;1995 januari;297.0
824;Noordzee garnalen;1995 februari;218.0
825;Noordzee garnalen;1995 maart;205.0
826;Noordzee garnalen;1995 april;313.0
827;Noordzee garnalen;1995 mei;437.0
828;Noordzee garnalen;1995 juni;350.0
829;Noordzee garnalen;1995 juli;338.0
830;Noordzee garnalen;1995 augustus;892.0
831;Noordzee garnalen;1995 september;2110.0
832;Noordzee garnalen;1995 oktober;2952.0
833;Noordzee garnalen;1995 november;1824.0
834;Noordzee garnalen;1995 december;709.0
835;Noordzee garnalen;1995;10645.0
836;Noordzee garnalen;1996 januari;421.0
837;Noordzee garnalen;1996 februari;187.0
838;Noordzee garnalen;1996 maart;189.0
839;Noordzee garnalen;1996 april;218.0
840;Noordzee garnalen;1996 mei;351.0
841;Noordzee garnalen;1996 juni;444.0
842;Noordzee garnalen;1996 juli;680.0
843;Noordzee garnalen;1996 augustus;1407.0
844;Noordzee garnalen;1996 september;1436.0
845;Noordzee garnalen;1996 oktober;1982.0
846;Noordzee garnalen;1996 november;1485.0
847;Noordzee garnalen;1996 december;1055.0
848;Noordzee garnalen;1996;9855.0
849;Noordzee garnalen;1997 januari;574.0
850;Noordzee garnalen;1997 februari;123.0
851;Noordzee garnalen;1997 maart;433.0
852;Noordzee garnalen;1997 april;608.0
853;Noordzee garnalen;1997 mei;781.0
854;Noordzee garnalen;1997 juni;650.0
855;Noordzee garnalen;1997 juli;728.0
856;Noordzee garnalen;1997 augustus;644.0
857;Noordzee garnalen;1997 september;1188.0
858;Noordzee garnalen;1997 oktober;1981.0
859;Noordzee garnalen;1997 november;1025.0
860;Noordzee garnalen;1997 december;511.0
861;Noordzee garnalen;1997;9246.0
862;Noordzee garnalen;1998 januari;402.0
863;Noordzee garnalen;1998 februari;221.0
864;Noordzee garnalen;1998 maart;406.0
865;Noordzee garnalen;1998 april;916.0
866;Noordzee garnalen;1998 mei;667.0
867;Noordzee garnalen;1998 juni;712.0
868;Noordzee garnalen;1998 juli;590.0
869;Noordzee garnalen;1998 augustus;648.0
870;Noordzee garnalen;1998 september;1016.0
871;Noordzee garnalen;1998 oktober;934.0
872;Noordzee garnalen;1998 november;1067.0
873;Noordzee garnalen;1998 december;543.0
874;Noordzee garnalen;1998;8122.0
875;Noordzee garnalen;1999 januari;165.0
876;Noordzee garnalen;1999 februari;159.0
877;Noordzee garnalen;1999 maart;326.0
878;Noordzee garnalen;1999 april;592.0
879;Noordzee garnalen;1999 mei;512.0
880;Noordzee garnalen;1999 juni;871.0
881;Noordzee garnalen;1999 juli;1241.0
882;Noordzee garnalen;1999 augustus;1627.0
883;Noordzee garnalen;1999 september;1938.0
884;Noordzee garnalen;1999 oktober;1481.0
885;Noordzee garnalen;1999 november;1121.0
886;Noordzee garnalen;1999 december;503.0
887;Noordzee garnalen;1999;10536.0
888;Noordzee garnalen;2000 januari;372.0
889;Noordzee garnalen;2000 februari;182.0
890;Noordzee garnalen;2000 maart;358.0
891;Noordzee garnalen;2000 april;729.0
892;Noordzee garnalen;2000 mei;741.0
893;Noordzee garnalen;2000 juni;574.0
894;Noordzee garnalen;2000 juli;463.0
895;Noordzee garnalen;2000 augustus;787.0
896;Noordzee garnalen;2000 september;1367.0
897;Noordzee garnalen;2000 oktober;1296.0
898;Noordzee garnalen;2000 november;1062.0
899;Noordzee garnalen;2000 december;519.0
900;Noordzee garnalen;2000;8450.0
901;Noordzee garnalen;2001 januari;410.0
902;Noordzee garnalen;2001 februari;252.0
903;Noordzee garnalen;2001 maart;412.0
904;Noordzee garnalen;2001 april;330.0
905;Noordzee garnalen;2001 mei;639.0
906;Noordzee garnalen;2001 juni;745.0
907;Noordzee garnalen;2001 juli;1213.0
908;Noordzee garnalen;2001 augustus;1880.0
909;Noordzee garnalen;2001 september;1512.0
910;Noordzee garnalen;2001 oktober;1834.0
911;Noordzee garnalen;2001 november;1645.0
912;Noordzee garnalen;2001 december;830.0
913;Noordzee garnalen;2001;11702.0
914;Noordzee garnalen;2002 januari;527.0
915;Noordzee garnalen;2002 februari;130.0
916;Noordzee garnalen;2002 maart;433.0
917;Noordzee garnalen;2002 april;430.0
918;Noordzee garnalen;2002 mei;519.0
919;Noordzee garnalen;2002 juni;520.0
920;Noordzee garnalen;2002 juli;472.0
921;Noordzee garnalen;2002 augustus;641.0
922;Noordzee garnalen;2002 september;986.0
923;Noordzee garnalen;2002 oktober;1201.0
924;Noordzee garnalen;2002 november;1097.0
925;Noordzee garnalen;2002 december;491.0
926;Noordzee garnalen;2002;7447.0
927;Noordzee garnalen;2003 januari;285.0
928;Noordzee garnalen;2003 februari;349.0
929;Noordzee garnalen;2003 maart;291.0
930;Noordzee garnalen;2003 april;737.0
931;Noordzee garnalen;2003 mei;592.0
932;Noordzee garnalen;2003 juni;571.0
933;Noordzee garnalen;2003 juli;831.0
934;Noordzee garnalen;2003 augustus;909.0
935;Noordzee garnalen;2003 september;1316.0
936;Noordzee garnalen;2003 oktober;2425.0
937;Noordzee garnalen;2003 november;1264.0
938;Noordzee garnalen;2003 december;710.0
939;Noordzee garnalen;2003;10282.0
940;Noordzee garnalen;2004 januari;314.0
941;Noordzee garnalen;2004 februari;255.0
942;Noordzee garnalen;2004 maart;722.0
943;Noordzee garnalen;2004 april;1251.0
944;Noordzee garnalen;2004 mei;1046.0
945;Noordzee garnalen;2004 juni;1041.0
946;Noordzee garnalen;2004 juli;786.0
947;Noordzee garnalen;2004 augustus;603.0
948;Noordzee garnalen;2004 september;716.0
949;Noordzee garnalen;2004 oktober;1530.0
950;Noordzee garnalen;2004 november;778.0
951;Noordzee garnalen;2004 december;567.0
952;Noordzee garnalen;2004;9610.0
953;Noordzee garnalen;2005 januari;190.0
954;Noordzee garnalen;2005 februari;116.0
955;Noordzee garnalen;2005 maart;267.0
956;Noordzee garnalen;2005 april;755.0
957;Noordzee garnalen;2005 mei;842.0
958;Noordzee garnalen;2005 juni;802.0
959;Noordzee garnalen;2005 juli;643.0
960;Noordzee garnalen;2005 augustus;796.0
961;Noordzee garnalen;2005 september;1465.0
962;Noordzee garnalen;2005 oktober;1399.0
963;Noordzee garnalen;2005 november;1629.0
964;Noordzee garnalen;2005 december;746.0
965;Noordzee garnalen;2005;9651.0
966;Noordzee garnalen;2006 januari;565.0
967;Noordzee garnalen;2006 februari;217.0
968;Noordzee garnalen;2006 maart;232.0
969;Noordzee garnalen;2006 april;752.0
970;Noordzee garnalen;2006 mei;835.0
971;Noordzee garnalen;2006 juni;1078.0
972;Noordzee garnalen;2006 juli;809.0
973;Noordzee garnalen;2006 augustus;674.0
974;Noordzee garnalen;2006 september;934.0
975;Noordzee garnalen;2006 oktober;1657.0
976;Noordzee garnalen;2006 november;1383.0
977;Noordzee garnalen;2006 december;693.0
978;Noordzee garnalen;2006;9829.0
979;Noordzee garnalen;2007 januari;231.0
980;Noordzee garnalen;2007 februari;279.0
981;Noordzee garnalen;2007 maart;312.0
982;Noordzee garnalen;2007 april;705.0
983;Noordzee garnalen;2007 mei;845.0
984;Noordzee garnalen;2007 juni;626.0
985;Noordzee garnalen;2007 juli;1042.0
986;Noordzee garnalen;2007 augustus;1365.0
987;Noordzee garnalen;2007 september;967.0
988;Noordzee garnalen;2007 oktober;1154.0
989;Noordzee garnalen;2007 november;755.0
990;Noordzee garnalen;2007 december;431.0
991;Noordzee garnalen;2007;8712.0
992;Noordzee garnalen;2008 januari;141.0
993;Noordzee garnalen;2008 februari;129.0
994;Noordzee garnalen;2008 maart;102.0
995;Noordzee garnalen;2008 april;461.0
996;Noordzee garnalen;2008 mei;590.0
997;Noordzee garnalen;2008 juni;779.0
998;Noordzee garnalen;2008 juli;1230.0
999;Noordzee garnalen;2008 augustus;1828.0
1000;Noordzee garnalen;2008 september;1735.0
1001;Noordzee garnalen;2008 oktober;1803.0
1002;Noordzee garnalen;2008 november;1140.0
1003;Noordzee garnalen;2008 december;935.0
1004;Noordzee garnalen;2008;10873.0
1005;Noordzee garnalen;2009 januari;290.0
1006;Noordzee garnalen;2009 februari;138.0
1007;Noordzee garnalen;2009 maart;299.0
1008;Noordzee garnalen;2009 april;900.0
1009;Noordzee garnalen;2009 mei;682.0
1010;Noordzee garnalen;2009 juni;929.0
1011;Noordzee garnalen;2009 juli;1361.0
1012;Noordzee garnalen;2009 augustus;1657.0
1013;Noordzee garnalen;2009 september;2869.0
1014;Noordzee garnalen;2009 oktober;3342.0
1015;Noordzee garnalen;2009 november;1377.0
1016;Noordzee garnalen;2009 december;1288.0
1017;Noordzee garnalen;2009;15132.0
1018;Noordzee garnalen;2010 januari;466.0
1019;Noordzee garnalen;2010 februari;233.0
1020;Noordzee garnalen;2010 maart;502.0
1021;Noordzee garnalen;2010 april;776.0
1022;Noordzee garnalen;2010 mei;577.0
1023;Noordzee garnalen;2010 juni;865.0
1024;Noordzee garnalen;2010 juli;1040.0
1025;Noordzee garnalen;2010 augustus;1254.0
1026;Noordzee garnalen;2010 september;2410.0
1027;Noordzee garnalen;2010 oktober;2510.0
1028;Noordzee garnalen;2010 november;2487.0
1029;Noordzee garnalen;2010 december;925.0
1030;Noordzee garnalen;2010;14044.0
1031;Noordzee garnalen;2011 januari;273.0
1032;Noordzee garnalen;2011 februari;218.0
1033;Noordzee garnalen;2011 maart;671.0
1034;Noordzee garnalen;2011 april;686.0
1035;Noordzee garnalen;2011 mei;374.0
1036;Noordzee garnalen;2011 juni;1154.0
1037;Noordzee garnalen;2011 juli;1077.0
1038;Noordzee garnalen;2011 augustus;1240.0
1039;Noordzee garnalen;2011 september;2362.0
1040;Noordzee garnalen;2011 oktober;2527.0
1041;Noordzee garnalen;2011 november;2020.0
1042;Noordzee garnalen;2011 december;694.0
1043;Noordzee garnalen;2011;13296.0
1044;Noordzee garnalen;2012 januari;487.0
1045;Noordzee garnalen;2012 februari;280.0
1046;Noordzee garnalen;2012 maart;793.0
1047;Noordzee garnalen;2012 april;976.0
1048;Noordzee garnalen;2012 mei;987.0
1049;Noordzee garnalen;2012 juni;1170.0
1050;Noordzee garnalen;2012 juli;848.0
1051;Noordzee garnalen;2012 augustus;1021.0
1052;Noordzee garnalen;2012 september;1322.0
1053;Noordzee garnalen;2012 oktober;1853.0
1054;Noordzee garnalen;2012 november;1570.0
1055;Noordzee garnalen;2012 december;597.0
1056;Noordzee garnalen;2012;11906.0
1057;Noordzee garnalen;2013 januari;578.0
1058;Noordzee garnalen;2013 februari;198.0
1059;Noordzee garnalen;2013 maart;454.0
1060;Noordzee garnalen;2013 april;746.0
1061;Noordzee garnalen;2013 mei;860.0
1062;Noordzee garnalen;2013 juni;850.0
1063;Noordzee garnalen;2013 juli;1053.0
1064;Noordzee garnalen;2013 augustus;1736.0
1065;Noordzee garnalen;2013 september;2276.0
1066;Noordzee garnalen;2013 oktober;2937.0
1067;Noordzee garnalen;2013 november;2546.0
1068;Noordzee garnalen;2013 december;1242.0
1069;Noordzee garnalen;2013;15475.0
1070;Noordzee garnalen;2014 januari;551.0
1071;Noordzee garnalen;2014 februari;363.0
1072;Noordzee garnalen;2014 maart;576.0
1073;Noordzee garnalen;2014 april;727.0
1074;Noordzee garnalen;2014 mei;704.0
1075;Noordzee garnalen;2014 juni;622.0
1076;Noordzee garnalen;2014 juli;1349.0
1077;Noordzee garnalen;2014 augustus;2189.0
1078;Noordzee garnalen;2014 september;3514.0
1079;Noordzee garnalen;2014 oktober;4097.0
1080;Noordzee garnalen;2014 november;2992.0
1081;Noordzee garnalen;2014 december;1377.0
1082;Noordzee garnalen;2014 ;19060.0
1083;Noordzee garnalen;2015 januari;1028.0
1084;Noordzee garnalen;2015 februari;834.0
1085;Noordzee garnalen;2015 maart;823.0
1086;Noordzee garnalen;2015 april;895.0
1087;Noordzee garnalen;2015 mei;410.0
1088;Noordzee garnalen;2015 juni;589.0
1089;Noordzee garnalen;2015 juli;922.0
1090;Noordzee garnalen;2015  augustus;1649.0
1091;Noordzee garnalen;2015 september;2965.0
1092;Noordzee garnalen;2015 oktober;3525.0
1093;Noordzee garnalen;2015 november;1774.0
1094;Noordzee garnalen;2015 december;1260.0
1095;Noordzee garnalen;2015 ;16672.0
1096;Noordzee garnalen;2016  januari;728.0
1097;Noordzee garnalen;2016 februari;354.0
1098;Noordzee garnalen;2016 maart;648.0
1099;Noordzee garnalen;2016 april;564.0
1100;Noordzee garnalen;2016 mei;460.0
1101;Noordzee garnalen;2016 juni;834.0
1102;Noordzee garnalen;2016 juli;1427.0
1103;Noordzee garnalen;2016 augustus;2229.0
1104;Noordzee garnalen;2016 september;2544.0
1105;Noordzee garnalen;2016 oktober;3063.0
1106;Noordzee garnalen;2016 november;2246.0
1107;Noordzee garnalen;2016 december;1062.0
1108;Noordzee garnalen;2016;16158.0
1109;Noordzee garnalen;2017 januari;652.0
1110;Noordzee garnalen;2017 februari;314.0
1111;Noordzee garnalen;2017 maart;501.0
1112;Noordzee garnalen;2017 april;427.0
1113;Noordzee garnalen;2017 mei;416.0
1114;Noordzee garnalen;2017 juni;572.0
1115;Noordzee garnalen;2017 juli;867.0
1116;Noordzee garnalen;2017 augustus;1463.0
1117;Noordzee garnalen;2017 september;1996.0
1118;Noordzee garnalen;2017 oktober;2367.0
1119;Noordzee garnalen;2017 november;1428.0
1120;Noordzee garnalen;2017 december;851.0
1121;Noordzee garnalen;2017;11855.0
1122;Noordzee garnalen;2018 januari;586.0
1123;Noordzee garnalen;2018 februari;430.0
1124;Noordzee garnalen;2018 maart;467.0
1125;Noordzee garnalen;2018 april;609.0
1126;Noordzee garnalen;2018 mei;666.0
1127;Noordzee garnalen;2018 juni;1436.0
1128;Noordzee garnalen;2018 juli;2543.0
1129;Noordzee garnalen;2018 augustus;3276.0
1130;Noordzee garnalen;2018 september;4497.0
1131;Noordzee garnalen;2018 oktober;4356.0
1132;Noordzee garnalen;2018 november;3376.0
1133;Noordzee garnalen;2018 december;1758.0
1134;Noordzee garnalen;2018;24001.0
1135;Noordzee garnalen;2019 januari;1614.0
1136;Noordzee garnalen;2019 februari;873.0
1137;Noordzee garnalen;2019 maart;882.0
1138;Noordzee garnalen;2019 april ;950.0
1139;Noordzee garnalen;2019 mei;674.0
1140;Noordzee garnalen;2019 juni;526.0
1141;Noordzee garnalen;2019 juli;654.0
1142;Noordzee garnalen;2019 augustus;880.0
1143;Noordzee garnalen;2019 september;1777.0
1144;Noordzee garnalen;2019 oktober;2837.0
1145;Noordzee garnalen;2019 november;1644.0
1146;Noordzee garnalen;2019 december;706.0
1147;Noordzee garnalen;2019;14016.0
1148;Noordzee garnalen;2020 januari;682.0
1149;Noordzee garnalen;2020 februari;290.0
1150;Noordzee garnalen;2020 maart;959.0
1151;Noordzee garnalen;2020 april;493.0
1152;Noordzee garnalen;2020 mei;385.0
1153;Noordzee garnalen;2020 juni;734.0
1154;Noordzee garnalen;2020 juli;1317.0
1155;Noordzee garnalen;2020 augustus;1388.0
1156;Noordzee garnalen;2020 september;2707.0
1157;Noordzee garnalen;2020 oktober;3380.0
1158;Noordzee garnalen;2020 november;2094.0
1159;Noordzee garnalen;2020 december;1252.0
1160;Noordzee garnalen;2020;15682.0
1161;Noordzee garnalen;2021 januari;487.0
1162;Noordzee garnalen;2021 februari;245.0
1163;Noordzee garnalen;2021 maart;404.0
1164;Noordzee garnalen;2021 april;707.0
1165;Noordzee garnalen;2021 mei;542.0
1166;Noordzee garnalen;2021 juni;701.0
1167;Noordzee garnalen;2021 juli;1122.0
1168;Noordzee garnalen;2021 augustus;1821.0
1169;Noordzee garnalen;2021 september;2901.0
1170;Noordzee garnalen;2021 oktober;2555.0
1171;Noordzee garnalen;2021 november;1820.0
1172;Noordzee garnalen;2021 december;957.0
1173;Noordzee garnalen;2021 ;14263.0
1174;Noordzee garnalen;2022  januari;556.0
1175;Noordzee garnalen;2022 februari;113.0
1176;Noordzee garnalen;2022 maart;644.0
1177;Noordzee garnalen;2022 april;504.0
1178;Noordzee garnalen;2022 mei;418.0
1179;Noordzee garnalen;2022 juni;864.0
1180;Noordzee garnalen;2022 juli;1472.0
1181;Noordzee garnalen;2022 augustus;1508.0
1182;Noordzee garnalen;2022 september;2028.0
1183;Noordzee garnalen;2022 oktober;2608.0
1184;Noordzee garnalen;2022 november;1902.0
1185;Noordzee garnalen;2022 december;1293.0
1186;Noordzee garnalen;2022;13910.0
1187;Noordzee garnalen;2023 januari;622.0
1188;Noordzee garnalen;2023 februari;435.0
1189;Noordzee garnalen;2023 maart;592.0
1190;Noordzee garnalen;2023 april;617.0
1191;Noordzee garnalen;2023 mei;482.0
1192;Noordzee garnalen;2023 juni;188.0
1193;Noordzee garnalen;2023 juli;256.0
1194;Noordzee garnalen;2023 augustus;471.0
1195;Noordzee garnalen;2023 september;738.0
1196;Noordzee garnalen;2023 oktober;998.0
1197;Noordzee garnalen;2023 november;582.0
1198;Noordzee garnalen;2023 december;458.0
1199;Noordzee garnalen;2023;6437.0
1200;Noordzee garnalen;2024 januari;271.0
1201;Noordzee garnalen;2024 februari;134.0
1202;Noordzee garnalen;2024 maart;463.0
1203;Noordzee garnalen;2024 april;618.0
1204;Noordzee garnalen;2024 mei;901.0
1205;Noordzee garnalen;2024 juni;924.0
1206;Noordzee garnalen;2024 juli ;1420.0
1207;Noordzee garnalen;2024 augustus;2059.0
1208;Noordzee garnalen;2024 september;1758.0
1209;Noordzee garnalen;2024 oktober;1482.0
1210;Noordzee garnalen;2024 november;336.0
1211;Noordzee garnalen;2024 december;65.0
1212;Noordzee garnalen;2024 ;10429.0
1213;Noordzee garnalen;2025 januari;306.0
1214;Noordzee garnalen;2025 februari;145.0
1215;Noordzeekrab;1994 januari;
1216;Noordzeekrab;1994 februari;
1217;Noordzeekrab;1994 maart;
1218;Noordzeekrab;1994 april;
1219;Noordzeekrab;1994 mei;
1220;Noordzeekrab;1994 juni;
1221;Noordzeekrab;1994 juli;
1222;Noordzeekrab;1994 augustus;
1223;Noordzeekrab;1994 september;
1224;Noordzeekrab;1994 oktober;
1225;Noordzeekrab;1994 november;
1226;Noordzeekrab;1994 december;
1227;Noordzeekrab;1994;
1228;Noordzeekrab;1995 januari;
1229;Noordzeekrab;1995 februari;
1230;Noordzeekrab;1995 maart;
1231;Noordzeekrab;1995 april;
1232;Noordzeekrab;1995 mei;
1233;Noordzeekrab;1995 juni;
1234;Noordzeekrab;1995 juli;
1235;Noordzeekrab;1995 augustus;
1236;Noordzeekrab;1995 september;
1237;Noordzeekrab;1995 oktober;
1238;Noordzeekrab;1995 november;
1239;Noordzeekrab;1995 december;
1240;Noordzeekrab;1995;
1241;Noordzeekrab;1996 januari;
1242;Noordzeekrab;1996 februari;
1243;Noordzeekrab;1996 maart;
1244;Noordzeekrab;1996 april;
1245;Noordzeekrab;1996 mei;
1246;Noordzeekrab;1996 juni;
1247;Noordzeekrab;1996 juli;
1248;Noordzeekrab;1996 augustus;
1249;Noordzeekrab;1996 september;
1250;Noordzeekrab;1996 oktober;
1251;Noordzeekrab;1996 november;
1252;Noordzeekrab;1996 december;
1253;Noordzeekrab;1996;
1254;Noordzeekrab;1997 januari;
1255;Noordzeekrab;1997 februari;
1256;Noordzeekrab;1997 maart;
1257;Noordzeekrab;1997 april;
1258;Noordzeekrab;1997 mei;
1259;Noordzeekrab;1997 juni;
1260;Noordzeekrab;1997 juli;
1261;Noordzeekrab;1997 augustus;
1262;Noordzeekrab;1997 september;
1263;Noordzeekrab;1997 oktober;
1264;Noordzeekrab;1997 november;
1265;Noordzeekrab;1997 december;
1266;Noordzeekrab;1997;
1267;Noordzeekrab;1998 januari;
1268;Noordzeekrab;1998 februari;
1269;Noordzeekrab;1998 maart;
1270;Noordzeekrab;1998 april;
1271;Noordzeekrab;1998 mei;
1272;Noordzeekrab;1998 juni;
1273;Noordzeekrab;1998 juli;
1274;Noordzeekrab;1998 augustus;
1275;Noordzeekrab;1998 september;
1276;Noordzeekrab;1998 oktober;
1277;Noordzeekrab;1998 november;
1278;Noordzeekrab;1998 december;
1279;Noordzeekrab;1998;
1280;Noordzeekrab;1999 januari;
1281;Noordzeekrab;1999 februari;
1282;Noordzeekrab;1999 maart;
1283;Noordzeekrab;1999 april;
1284;Noordzeekrab;1999 mei;
1285;Noordzeekrab;1999 juni;
1286;Noordzeekrab;1999 juli;
1287;Noordzeekrab;1999 augustus;
1288;Noordzeekrab;1999 september;
1289;Noordzeekrab;1999 oktober;
1290;Noordzeekrab;1999 november;
1291;Noordzeekrab;1999 december;
1292;Noordzeekrab;1999;
1293;Noordzeekrab;2000 januari;
1294;Noordzeekrab;2000 februari;
1295;Noordzeekrab;2000 maart;
1296;Noordzeekrab;2000 april;
1297;Noordzeekrab;2000 mei;
1298;Noordzeekrab;2000 juni;
1299;Noordzeekrab;2000 juli;
1300;Noordzeekrab;2000 augustus;
1301;Noordzeekrab;2000 september;
1302;Noordzeekrab;2000 oktober;
1303;Noordzeekrab;2000 november;
1304;Noordzeekrab;2000 december;
1305;Noordzeekrab;2000;
1306;Noordzeekrab;2001 januari;
1307;Noordzeekrab;2001 februari;
1308;Noordzeekrab;2001 maart;
1309;Noordzeekrab;2001 april;
1310;Noordzeekrab;2001 mei;
1311;Noordzeekrab;2001 juni;
1312;Noordzeekrab;2001 juli;
1313;Noordzeekrab;2001 augustus;
1314;Noordzeekrab;2001 september;
1315;Noordzeekrab;2001 oktober;
1316;Noordzeekrab;2001 november;
1317;Noordzeekrab;2001 december;
1318;Noordzeekrab;2001;
1319;Noordzeekrab;2002 januari;9.0
1320;Noordzeekrab;2002 februari;4.0
