ID;Geslacht;Persoonskenmerken;GeboortelandOuders;Herkomstland;RegioS;Perioden;BeroepsEnNietBeroepsbevolking_1;WerkzameBeroepsbevolking_2;NettoArbeidsparticipatie_3;Werknemer_4;WerknemerMetVasteArbeidsrelatie_5;WerknemerMetFlexibeleArbeidsrelatie_6;Zelfstandige_7
19;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Oost-Nederland (LD);2015;2650890.0;1757330.0;66.0;84.0;55.0;29.0;16.0
20;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Oost-Nederland (LD);2016;2671560.0;1781930.0;67.0;84.0;55.0;29.0;16.0
21;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Oost-Nederland (LD);2017;2690720.0;1821930.0;68.0;84.0;54.0;30.0;16.0
22;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Oost-Nederland (LD);2018;2710060.0;1867500.0;69.0;84.0;53.0;31.0;16.0
23;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Oost-Nederland (LD);2019;2729080.0;1909630.0;70.0;84.0;53.0;31.0;16.0
24;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Oost-Nederland (LD);2020;2746710.0;1909960.0;70.0;84.0;57.0;27.0;16.0
25;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Oost-Nederland (LD);2021;2759920.0;1946000.0;71.0;84.0;57.0;28.0;16.0
26;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Oost-Nederland (LD);2022;2776700.0;1998380.0;72.0;84.0;56.0;28.0;16.0
27;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;West-Nederland (LD);2014;5994990.0;3915830.0;65.0;84.0;56.0;28.0;16.0
28;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;West-Nederland (LD);2015;6031590.0;3963670.0;66.0;84.0;55.0;29.0;16.0
29;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;West-Nederland (LD);2016;6083930.0;4028670.0;66.0;83.0;54.0;30.0;17.0
30;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;West-Nederland (LD);2017;6135980.0;4121250.0;67.0;83.0;53.0;31.0;17.0
31;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;West-Nederland (LD);2018;6189600.0;4227110.0;68.0;83.0;52.0;31.0;17.0
32;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;West-Nederland (LD);2019;6240170.0;4322280.0;69.0;83.0;52.0;31.0;17.0
33;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;West-Nederland (LD);2020;6281310.0;4310600.0;69.0;83.0;56.0;27.0;17.0
34;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;West-Nederland (LD);2021;6301900.0;4371810.0;69.0;83.0;55.0;27.0;17.0
35;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;West-Nederland (LD);2022;6346640.0;4499850.0;71.0;83.0;54.0;28.0;17.0
36;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;West-Nederland, exclusief G4 (LD);2014;;;;;;;
37;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;West-Nederland, exclusief G4 (LD);2015;;;;;;;
38;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;West-Nederland, exclusief G4 (LD);2016;;;;;;;
39;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;West-Nederland, exclusief G4 (LD);2017;;;;;;;
40;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;West-Nederland, exclusief G4 (LD);2018;;;;;;;
41;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;West-Nederland, exclusief G4 (LD);2019;;;;;;;
42;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;West-Nederland, exclusief G4 (LD);2020;;;;;;;
43;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;West-Nederland, exclusief G4 (LD);2021;;;;;;;
44;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;West-Nederland, exclusief G4 (LD);2022;;;;;;;
45;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Zuid-Nederland (LD);2014;2722440.0;1768110.0;65.0;84.0;57.0;27.0;16.0
46;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Zuid-Nederland (LD);2015;2725550.0;1778900.0;65.0;84.0;56.0;28.0;16.0
47;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Zuid-Nederland (LD);2016;2737890.0;1802540.0;66.0;84.0;55.0;29.0;16.0
48;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Zuid-Nederland (LD);2017;2750690.0;1839470.0;67.0;84.0;54.0;30.0;16.0
49;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Zuid-Nederland (LD);2018;2762370.0;1878960.0;68.0;85.0;54.0;30.0;15.0
50;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Zuid-Nederland (LD);2019;2773940.0;1913400.0;69.0;85.0;54.0;30.0;15.0
51;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Zuid-Nederland (LD);2020;2781430.0;1904560.0;68.0;84.0;58.0;27.0;16.0
52;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Zuid-Nederland (LD);2021;2784920.0;1929290.0;69.0;84.0;58.0;27.0;16.0
53;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Zuid-Nederland (LD);2022;2798520.0;1977360.0;71.0;84.0;57.0;28.0;16.0
54;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Groningen (PV);2014;445960.0;271160.0;61.0;85.0;54.0;31.0;15.0
55;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Groningen (PV);2015;446170.0;272060.0;61.0;85.0;52.0;33.0;15.0
56;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Groningen (PV);2016;446690.0;274300.0;61.0;85.0;51.0;34.0;15.0
57;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Groningen (PV);2017;447410.0;278480.0;62.0;85.0;51.0;34.0;15.0
58;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Groningen (PV);2018;448180.0;283790.0;63.0;85.0;51.0;34.0;15.0
59;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Groningen (PV);2019;448720.0;288620.0;64.0;85.0;52.0;34.0;15.0
60;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Groningen (PV);2020;449020.0;287180.0;64.0;85.0;55.0;30.0;15.0
61;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Groningen (PV);2021;448960.0;292830.0;65.0;85.0;54.0;31.0;15.0
62;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Groningen (PV);2022;450490.0;300180.0;67.0;86.0;53.0;32.0;14.0
63;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Fryslân (PV);2014;476930.0;303680.0;64.0;81.0;54.0;28.0;19.0
64;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Fryslân (PV);2015;476340.0;305580.0;64.0;81.0;52.0;29.0;19.0
65;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Fryslân (PV);2016;477580.0;309130.0;65.0;82.0;52.0;30.0;18.0
66;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Fryslân (PV);2017;478470.0;314360.0;66.0;82.0;52.0;30.0;18.0
67;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Fryslân (PV);2018;479100.0;321060.0;67.0;82.0;51.0;31.0;18.0
68;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Fryslân (PV);2019;479920.0;326930.0;68.0;82.0;52.0;30.0;18.0
69;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Fryslân (PV);2020;480300.0;325020.0;68.0;82.0;56.0;26.0;18.0
70;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Fryslân (PV);2021;480740.0;330700.0;69.0;82.0;56.0;27.0;18.0
71;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Fryslân (PV);2022;481790.0;339070.0;70.0;82.0;55.0;28.0;18.0
72;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Drenthe (PV);2014;358730.0;227290.0;63.0;84.0;57.0;26.0;16.0
73;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Drenthe (PV);2015;357960.0;227770.0;64.0;83.0;56.0;28.0;17.0
74;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Drenthe (PV);2016;359510.0;229970.0;64.0;83.0;54.0;29.0;17.0
75;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Drenthe (PV);2017;360840.0;234320.0;65.0;84.0;54.0;30.0;16.0
76;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Drenthe (PV);2018;361960.0;239580.0;66.0;84.0;53.0;31.0;16.0
77;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Drenthe (PV);2019;362770.0;243740.0;67.0;84.0;53.0;31.0;16.0
78;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Drenthe (PV);2020;363460.0;242600.0;67.0;84.0;58.0;26.0;16.0
79;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Drenthe (PV);2021;364180.0;246330.0;68.0;84.0;58.0;26.0;16.0
80;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Drenthe (PV);2022;365000.0;252330.0;69.0;84.0;57.0;27.0;16.0
81;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Overijssel (PV);2014;839160.0;554440.0;66.0;85.0;57.0;28.0;15.0
82;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Overijssel (PV);2015;840700.0;558650.0;66.0;85.0;55.0;30.0;15.0
83;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Overijssel (PV);2016;845950.0;565630.0;67.0;85.0;54.0;31.0;15.0
84;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Overijssel (PV);2017;850430.0;577330.0;68.0;85.0;54.0;31.0;15.0
85;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Overijssel (PV);2018;854710.0;591140.0;69.0;85.0;54.0;32.0;15.0
86;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Overijssel (PV);2019;860030.0;603510.0;70.0;85.0;54.0;32.0;15.0
87;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Overijssel (PV);2020;864840.0;603200.0;70.0;85.0;58.0;27.0;15.0
88;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Overijssel (PV);2021;867890.0;614830.0;71.0;85.0;57.0;28.0;15.0
89;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Overijssel (PV);2022;872400.0;630840.0;72.0;85.0;57.0;29.0;15.0
90;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Flevoland (PV);2014;298490.0;198880.0;67.0;85.0;56.0;28.0;15.0
91;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Flevoland (PV);2015;300210.0;201440.0;67.0;85.0;55.0;30.0;15.0
92;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Flevoland (PV);2016;303460.0;205250.0;68.0;85.0;53.0;31.0;15.0
93;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Flevoland (PV);2017;307290.0;210910.0;69.0;85.0;52.0;33.0;15.0
94;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Flevoland (PV);2018;311500.0;217460.0;70.0;85.0;51.0;34.0;15.0
95;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Flevoland (PV);2019;316070.0;223980.0;71.0;85.0;51.0;34.0;15.0
96;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Flevoland (PV);2020;320250.0;224340.0;70.0;85.0;55.0;29.0;15.0
97;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Flevoland (PV);2021;324620.0;229810.0;71.0;84.0;55.0;30.0;16.0
98;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Flevoland (PV);2022;329900.0;238850.0;72.0;85.0;54.0;31.0;15.0
99;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Gelderland (PV);2014;1504810.0;988690.0;66.0;84.0;57.0;26.0;16.0
100;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Gelderland (PV);2015;1509980.0;997250.0;66.0;83.0;56.0;28.0;17.0
101;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Gelderland (PV);2016;1522150.0;1011050.0;66.0;83.0;55.0;28.0;17.0
102;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Gelderland (PV);2017;1533000.0;1033700.0;67.0;83.0;54.0;29.0;17.0
103;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Gelderland (PV);2018;1543850.0;1058900.0;69.0;84.0;54.0;30.0;16.0
104;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Gelderland (PV);2019;1552980.0;1082140.0;70.0;84.0;54.0;30.0;16.0
105;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Gelderland (PV);2020;1561620.0;1082420.0;69.0;83.0;57.0;27.0;17.0
106;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Gelderland (PV);2021;1567410.0;1101360.0;70.0;83.0;56.0;27.0;17.0
107;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Gelderland (PV);2022;1574400.0;1128690.0;72.0;83.0;56.0;28.0;17.0
108;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Utrecht (PV);2014;962020.0;656260.0;68.0;84.0;57.0;27.0;16.0
109;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Utrecht (PV);2015;968820.0;664200.0;69.0;83.0;55.0;28.0;17.0
110;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Utrecht (PV);2016;979300.0;675090.0;69.0;83.0;54.0;29.0;17.0
111;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Utrecht (PV);2017;989250.0;691210.0;70.0;83.0;53.0;30.0;17.0
112;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Utrecht (PV);2018;998410.0;709000.0;71.0;83.0;53.0;30.0;17.0
113;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Utrecht (PV);2019;1008350.0;725630.0;72.0;83.0;53.0;30.0;17.0
114;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Utrecht (PV);2020;1016400.0;726430.0;71.0;83.0;56.0;27.0;17.0
115;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Utrecht (PV);2021;1019990.0;737810.0;72.0;83.0;56.0;27.0;17.0
116;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Utrecht (PV);2022;1026810.0;756920.0;74.0;83.0;55.0;28.0;17.0
117;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Noord-Holland (PV);2014;2085610.0;1372110.0;66.0;82.0;54.0;28.0;18.0
118;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Noord-Holland (PV);2015;2101990.0;1394760.0;66.0;82.0;52.0;30.0;18.0
119;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Noord-Holland (PV);2016;2122320.0;1420870.0;67.0;82.0;51.0;31.0;18.0
120;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Noord-Holland (PV);2017;2141840.0;1451910.0;68.0;82.0;51.0;31.0;18.0
121;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Noord-Holland (PV);2018;2161270.0;1487370.0;69.0;82.0;50.0;31.0;18.0
122;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Noord-Holland (PV);2019;2179010.0;1519290.0;70.0;82.0;50.0;31.0;18.0
123;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Noord-Holland (PV);2020;2192030.0;1509920.0;69.0;81.0;54.0;27.0;19.0
124;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Noord-Holland (PV);2021;2195690.0;1525470.0;69.0;81.0;54.0;28.0;19.0
125;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Noord-Holland (PV);2022;2215660.0;1574650.0;71.0;81.0;52.0;29.0;19.0
126;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Zuid-Holland (PV);2014;2666310.0;1703460.0;64.0;85.0;58.0;28.0;15.0
127;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Zuid-Holland (PV);2015;2679790.0;1720820.0;64.0;85.0;56.0;29.0;15.0
128;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Zuid-Holland (PV);2016;2700400.0;1747490.0;65.0;85.0;55.0;30.0;15.0
129;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Zuid-Holland (PV);2017;2722670.0;1790290.0;66.0;85.0;54.0;31.0;15.0
130;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Zuid-Holland (PV);2018;2747050.0;1839510.0;67.0;85.0;54.0;31.0;15.0
131;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Zuid-Holland (PV);2019;2769970.0;1883080.0;68.0;84.0;53.0;31.0;16.0
132;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Zuid-Holland (PV);2020;2789820.0;1881020.0;67.0;84.0;57.0;27.0;16.0
133;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Zuid-Holland (PV);2021;2802950.0;1913240.0;68.0;84.0;56.0;27.0;16.0
134;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Zuid-Holland (PV);2022;2820500.0;1969080.0;70.0;84.0;55.0;29.0;16.0
135;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Zeeland (PV);2014;281060.0;184000.0;65.0;83.0;57.0;25.0;17.0
136;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Zeeland (PV);2015;280980.0;183890.0;65.0;82.0;57.0;26.0;18.0
137;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Zeeland (PV);2016;281910.0;185220.0;66.0;82.0;56.0;26.0;18.0
138;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Zeeland (PV);2017;282210.0;187840.0;67.0;82.0;56.0;27.0;18.0
139;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Zeeland (PV);2018;282870.0;191230.0;68.0;83.0;55.0;27.0;17.0
140;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Zeeland (PV);2019;282840.0;194290.0;69.0;83.0;55.0;28.0;17.0
141;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Zeeland (PV);2020;283070.0;193230.0;68.0;83.0;58.0;24.0;17.0
142;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Zeeland (PV);2021;283270.0;195290.0;69.0;82.0;58.0;24.0;18.0
143;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Zeeland (PV);2022;283670.0;199200.0;70.0;83.0;57.0;25.0;17.0
144;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Noord-Brabant (PV);2014;1870910.0;1241530.0;66.0;84.0;57.0;27.0;16.0
145;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Noord-Brabant (PV);2015;1876870.0;1251380.0;67.0;84.0;56.0;28.0;16.0
146;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Noord-Brabant (PV);2016;1888390.0;1270820.0;67.0;84.0;55.0;29.0;16.0
147;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Noord-Brabant (PV);2017;1901270.0;1299040.0;68.0;84.0;54.0;30.0;16.0
148;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Noord-Brabant (PV);2018;1914230.0;1330760.0;70.0;84.0;54.0;30.0;16.0
149;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Noord-Brabant (PV);2019;1927080.0;1359420.0;71.0;84.0;54.0;30.0;16.0
150;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Noord-Brabant (PV);2020;1936540.0;1357770.0;70.0;84.0;57.0;27.0;16.0
151;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Noord-Brabant (PV);2021;1942460.0;1378560.0;71.0;84.0;57.0;27.0;16.0
152;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Noord-Brabant (PV);2022;1955530.0;1414910.0;72.0;84.0;56.0;28.0;16.0
153;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Limburg (PV);2014;851530.0;526570.0;62.0;85.0;58.0;28.0;15.0
154;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Limburg (PV);2015;848690.0;527520.0;62.0;85.0;56.0;29.0;15.0
155;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Limburg (PV);2016;849500.0;531720.0;63.0;85.0;55.0;30.0;15.0
156;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Limburg (PV);2017;849420.0;540430.0;64.0;86.0;55.0;31.0;14.0
157;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Limburg (PV);2018;848140.0;548200.0;65.0;86.0;55.0;31.0;14.0
158;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Limburg (PV);2019;846870.0;553980.0;65.0;86.0;55.0;30.0;14.0
159;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Limburg (PV);2020;844890.0;546790.0;65.0;86.0;59.0;26.0;14.0
160;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Limburg (PV);2021;842460.0;550730.0;65.0;85.0;59.0;27.0;15.0
161;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Limburg (PV);2022;842990.0;562440.0;67.0;86.0;58.0;28.0;14.0
162;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Oost-Groningen (CR);2014;101600.0;58940.0;58.0;84.0;57.0;27.0;16.0
163;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Oost-Groningen (CR);2015;100900.0;58690.0;58.0;84.0;56.0;29.0;16.0
164;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Oost-Groningen (CR);2016;100520.0;58850.0;59.0;85.0;54.0;30.0;15.0
165;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Oost-Groningen (CR);2017;100340.0;59580.0;59.0;85.0;54.0;31.0;15.0
166;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Oost-Groningen (CR);2018;100300.0;60870.0;61.0;85.0;53.0;32.0;15.0
167;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Oost-Groningen (CR);2019;100110.0;61920.0;62.0;85.0;54.0;31.0;15.0
168;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Oost-Groningen (CR);2020;99790.0;61640.0;62.0;85.0;59.0;26.0;15.0
169;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Oost-Groningen (CR);2021;99570.0;62620.0;63.0;85.0;59.0;27.0;15.0
170;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Oost-Groningen (CR);2022;99570.0;64170.0;64.0;86.0;58.0;28.0;14.0
171;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Delfzijl en omgeving (CR);2014;35240.0;20830.0;59.0;85.0;59.0;27.0;15.0
172;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Delfzijl en omgeving (CR);2015;34910.0;20600.0;59.0;85.0;58.0;28.0;15.0
173;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Delfzijl en omgeving (CR);2016;34740.0;20550.0;59.0;85.0;56.0;29.0;15.0
174;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Delfzijl en omgeving (CR);2017;34450.0;20680.0;60.0;85.0;55.0;30.0;15.0
175;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Delfzijl en omgeving (CR);2018;34140.0;20980.0;61.0;86.0;55.0;31.0;14.0
176;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Delfzijl en omgeving (CR);2019;33900.0;21120.0;62.0;86.0;56.0;30.0;14.0
177;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Delfzijl en omgeving (CR);2020;33670.0;20910.0;62.0;86.0;59.0;27.0;14.0
178;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Delfzijl en omgeving (CR);2021;33310.0;20950.0;63.0;86.0;59.0;27.0;14.0
