ID;Geslacht;Leeftijd;Generatie;Perioden;TotaleBevolking_1;Autochtoon_2;Allochtoon_3;WesterseAllochtonen_4;k_26EULanden_5;OverigEuropa_6;Indonesie_7;OverigBuitenEuropa_8;NietWesterseAllochtonen_9;Afrika_10;Azie_11;LatijnsAmerika_12;Marokko_13;NederlandseAntillenEnAruba_14;Suriname_15;Turkije_16
23;Mannen en Vrouwen;Totaal over alle leeftijden;Totaal bevolking;2036;17759881;13127549.0;4632332;1920172;1249810;266065;296114;108183;2712160;362043;671467;186158;444034;227206;372974;448278
24;Mannen en Vrouwen;Totaal over alle leeftijden;Totaal bevolking;2037;17777761;13104561.0;4673195;1933610;1262104;270538;291648;109320;2739585;367636;683607;190157;445560;230559;372630;449436
25;Mannen en Vrouwen;Totaal over alle leeftijden;Totaal bevolking;2038;17792877;13079334.0;4713543;1947033;1274545;274978;287061;110449;2766510;373163;695662;194147;446987;233875;372173;450503
26;Mannen en Vrouwen;Totaal over alle leeftijden;Totaal bevolking;2039;17805425;13052034.0;4753390;1960449;1287137;279387;282352;111573;2792941;378645;707613;198118;448319;237159;371611;451476
27;Mannen en Vrouwen;Totaal over alle leeftijden;Totaal bevolking;2040;17815632;13022881.0;4792752;1973863;1299883;283766;277522;112692;2818889;384069;719484;202082;449542;240407;370945;452360
28;Mannen en Vrouwen;Totaal over alle leeftijden;Totaal bevolking;2041;17823826;12992188.0;4831644;1987283;1312787;288112;272578;113806;2844361;389448;731277;206043;450649;243628;370166;453150
29;Mannen en Vrouwen;Totaal over alle leeftijden;Totaal bevolking;2042;17830259;12960221.0;4870035;2000709;1325840;292428;267529;114912;2869326;394777;742981;209994;451635;246823;369272;453844
30;Mannen en Vrouwen;Totaal over alle leeftijden;Totaal bevolking;2043;17835171;12927267.0;4907903;2014148;1339041;296715;262380;116012;2893755;400047;754587;213938;452487;249987;368275;454434
31;Mannen en Vrouwen;Totaal over alle leeftijden;Totaal bevolking;2044;17838937;12893678.0;4945256;2027610;1352382;300976;257143;117109;2917646;405252;766118;217870;453192;253124;367174;454916
32;Mannen en Vrouwen;Totaal over alle leeftijden;Totaal bevolking;2045;17841840;12859768.0;4982071;2041097;1365850;305212;251835;118200;2940974;410400;777559;221786;453743;256232;365968;455286
33;Mannen en Vrouwen;Totaal over alle leeftijden;Totaal bevolking;2046;17844217;12825835.0;5018382;2054617;1379437;309421;246472;119287;2963765;415486;788916;225698;454139;259314;364663;455549
34;Mannen en Vrouwen;Totaal over alle leeftijden;Totaal bevolking;2047;17846333;12792145.0;5054191;2068186;1393136;313608;241071;120371;2986005;420504;800192;229602;454379;262372;363262;455694
35;Mannen en Vrouwen;Totaal over alle leeftijden;Totaal bevolking;2048;17848481;12758944.0;5089537;2081817;1406938;317772;235653;121454;3007720;425470;811397;233502;454449;265411;361768;455723
36;Mannen en Vrouwen;Totaal over alle leeftijden;Totaal bevolking;2049;17850685;12726312.0;5124376;2095492;1420806;321913;230241;122532;3028884;430384;822519;237391;454352;268424;360183;455631
37;Mannen en Vrouwen;Totaal over alle leeftijden;Totaal bevolking;2050;17853023;12694318.0;5158703;2109195;1434720;326027;224844;123604;3049508;435236;833564;241267;454094;271417;358518;455412
38;Mannen en Vrouwen;Totaal over alle leeftijden;Totaal bevolking;2051;17855522;12663023.0;5192502;2122923;1448658;330115;219478;124672;3069579;440031;844529;245130;453667;274383;356776;455063
39;Mannen en Vrouwen;Totaal over alle leeftijden;Totaal bevolking;2052;17858263;12632496.0;5225765;2136650;1462593;334172;214152;125733;3089115;444782;855417;248980;453072;277325;354961;454578
40;Mannen en Vrouwen;Totaal over alle leeftijden;Totaal bevolking;2053;17861257;12602793.0;5258464;2150369;1476510;338194;208875;126790;3108095;449480;866222;252817;452304;280239;353075;453958
41;Mannen en Vrouwen;Totaal over alle leeftijden;Totaal bevolking;2054;17864635;12574010.0;5290625;2164077;1490397;342179;203661;127840;3126548;454124;876952;256637;451371;283127;351133;453204
42;Mannen en Vrouwen;Totaal over alle leeftijden;Totaal bevolking;2055;17868492;12546265.0;5322224;2177763;1504242;346127;198511;128883;3144461;458720;887599;260433;450268;285990;349139;452312
43;Mannen en Vrouwen;Totaal over alle leeftijden;Totaal bevolking;2056;17872920;12519641.0;5353277;2191425;1518032;350031;193443;129919;3161852;463269;898164;264206;448997;288824;347100;451292
44;Mannen en Vrouwen;Totaal over alle leeftijden;Totaal bevolking;2057;17878058;12494252.0;5383805;2205054;1531751;353895;188463;130945;3178751;467773;908649;267959;447566;291635;345027;450142
45;Mannen en Vrouwen;Totaal over alle leeftijden;Totaal bevolking;2058;17884010;12470191.0;5413820;2218655;1545390;357714;183587;131964;3195165;472230;919061;271691;445979;294418;342922;448864
46;Mannen en Vrouwen;Totaal over alle leeftijden;Totaal bevolking;2059;17890894;12447561.0;5443337;2232243;1558957;361490;178824;132972;3211094;476638;929390;275392;444240;297173;340793;447468
47;Mannen en Vrouwen;Totaal over alle leeftijden;Totaal bevolking;2060;17898882;12426497.0;5472381;2245818;1572439;365224;174185;133970;3226563;481000;939642;279066;442356;299898;338645;445956
48;Mannen en Vrouwen;Totaal over alle leeftijden;1e generatie allochtonen;2013;1790127;;1790127;705377;449064;104850;112031;39432;1084750;137726;261142;56889;167750;82965;182401;195877
49;Mannen en Vrouwen;Totaal over alle leeftijden;1e generatie allochtonen;2014;1808761;;1808761;717706;461311;106452;109656;40287;1091055;138141;266133;58736;167520;83995;181587;194943
50;Mannen en Vrouwen;Totaal over alle leeftijden;1e generatie allochtonen;2015;1828729;;1828729;728354;471214;108399;107410;41331;1100375;139213;272077;60685;167520;85440;181112;194328
51;Mannen en Vrouwen;Totaal over alle leeftijden;1e generatie allochtonen;2016;1851999;;1851999;740416;482084;110703;105233;42396;1111583;140775;278501;62731;167586;87025;180909;194056
52;Mannen en Vrouwen;Totaal over alle leeftijden;1e generatie allochtonen;2017;1878260;;1878260;753828;493897;113340;103117;43474;1124432;142792;285350;64882;167700;88707;180889;194112
53;Mannen en Vrouwen;Totaal over alle leeftijden;1e generatie allochtonen;2018;1907338;;1907338;768604;506692;116296;101053;44563;1138734;145226;292542;67134;167867;90481;181008;194476
54;Mannen en Vrouwen;Totaal over alle leeftijden;1e generatie allochtonen;2019;1935050;;1935050;782080;518334;119191;99018;45537;1152970;147745;299732;69445;167949;92240;181054;194805
55;Mannen en Vrouwen;Totaal over alle leeftijden;1e generatie allochtonen;2020;1961311;;1961311;794339;528907;122019;97000;46413;1166972;150354;306896;71699;167956;93981;180993;195093
56;Mannen en Vrouwen;Totaal over alle leeftijden;1e generatie allochtonen;2021;1986072;;1986072;805485;538482;124788;95004;47211;1180587;153045;314037;73886;167871;95701;180768;195279
57;Mannen en Vrouwen;Totaal over alle leeftijden;1e generatie allochtonen;2022;2009612;;2009612;815745;547243;127532;93001;47969;1193867;155757;321184;76024;167700;97396;180406;195400
58;Mannen en Vrouwen;Totaal over alle leeftijden;1e generatie allochtonen;2023;2032139;;2032139;825233;555278;130253;90996;48706;1206906;158506;328349;78124;167464;99066;179943;195454
59;Mannen en Vrouwen;Totaal over alle leeftijden;1e generatie allochtonen;2024;2054468;;2054468;834933;563580;132949;88987;49417;1219535;161240;335374;80192;167161;100708;179402;195458
60;Mannen en Vrouwen;Totaal over alle leeftijden;1e generatie allochtonen;2025;2076484;;2076484;844728;572018;135619;86979;50112;1231756;163955;342254;82227;166803;102321;178776;195420
61;Mannen en Vrouwen;Totaal over alle leeftijden;1e generatie allochtonen;2026;2098133;;2098133;854535;580516;138261;84972;50786;1243598;166642;348988;84243;166393;103903;178087;195342
62;Mannen en Vrouwen;Totaal over alle leeftijden;1e generatie allochtonen;2027;2119352;;2119352;864298;589016;140870;82968;51444;1255054;169297;355583;86246;165933;105456;177317;195222
63;Mannen en Vrouwen;Totaal over alle leeftijden;1e generatie allochtonen;2028;2140115;;2140115;873991;597494;143444;80967;52086;1266124;171920;362050;88225;165427;106978;176465;195059
64;Mannen en Vrouwen;Totaal over alle leeftijden;1e generatie allochtonen;2029;2160425;;2160425;883612;605936;145993;78973;52710;1276813;174509;368396;90186;164874;108469;175523;194856
65;Mannen en Vrouwen;Totaal over alle leeftijden;1e generatie allochtonen;2030;2180297;;2180297;893156;614340;148512;76986;53318;1287141;177064;374633;92128;164278;109930;174504;194604
66;Mannen en Vrouwen;Totaal over alle leeftijden;1e generatie allochtonen;2031;2199703;;2199703;902626;622707;150995;75013;53911;1297077;179580;380760;94048;163636;111360;173400;194293
67;Mannen en Vrouwen;Totaal over alle leeftijden;1e generatie allochtonen;2032;2218671;;2218671;912024;631036;153447;73051;54490;1306647;182057;386784;95945;162956;112759;172213;193933
68;Mannen en Vrouwen;Totaal over alle leeftijden;1e generatie allochtonen;2033;2237184;;2237184;921350;639325;155862;71104;55059;1315834;184494;392680;97820;162235;114125;170945;193535
69;Mannen en Vrouwen;Totaal over alle leeftijden;1e generatie allochtonen;2034;2255266;;2255266;930619;647581;158242;69174;55622;1324647;186890;398447;99680;161478;115455;169598;193099
70;Mannen en Vrouwen;Totaal over alle leeftijden;1e generatie allochtonen;2035;2272903;;2272903;939827;655801;160586;67267;56173;1333076;189232;404089;101519;160687;116750;168174;192625
71;Mannen en Vrouwen;Totaal over alle leeftijden;1e generatie allochtonen;2036;2290079;;2290079;948981;663984;162895;65385;56717;1341098;191519;409605;103331;159860;118010;166666;192107
72;Mannen en Vrouwen;Totaal over alle leeftijden;1e generatie allochtonen;2037;2306825;;2306825;958087;672133;165170;63533;57251;1348738;193753;415004;105128;158995;119236;165077;191545
73;Mannen en Vrouwen;Totaal over alle leeftijden;1e generatie allochtonen;2038;2323146;;2323146;967148;680250;167408;61712;57778;1355998;195934;420294;106906;158091;120430;163406;190937
74;Mannen en Vrouwen;Totaal over alle leeftijden;1e generatie allochtonen;2039;2339043;;2339043;976167;688331;169611;59928;58297;1362876;198060;425474;108664;157146;121595;161656;190281
75;Mannen en Vrouwen;Totaal over alle leeftijden;1e generatie allochtonen;2040;2354524;;2354524;985151;696376;171778;58188;58809;1369373;200132;430548;110403;156154;122733;159825;189578
76;Mannen en Vrouwen;Totaal over alle leeftijden;1e generatie allochtonen;2041;2369607;;2369607;994098;704378;173910;56495;59315;1375509;202158;435526;112124;155116;123845;157913;188827
77;Mannen en Vrouwen;Totaal over alle leeftijden;1e generatie allochtonen;2042;2384275;;2384275;1003012;712339;176005;54856;59812;1381263;204133;440401;113824;154024;124933;155921;188027
78;Mannen en Vrouwen;Totaal over alle leeftijden;1e generatie allochtonen;2043;2398527;;2398527;1011900;720253;178065;53280;60302;1386627;206053;445171;115504;152876;125998;153851;187174
79;Mannen en Vrouwen;Totaal over alle leeftijden;1e generatie allochtonen;2044;2412345;;2412345;1020764;728116;180088;51772;60788;1391581;207914;449836;117160;151666;127040;151704;186261
80;Mannen en Vrouwen;Totaal over alle leeftijden;1e generatie allochtonen;2045;2425741;;2425741;1029607;735923;182075;50342;61267;1396134;209718;454400;118792;150391;128061;149485;185287
81;Mannen en Vrouwen;Totaal over alle leeftijden;1e generatie allochtonen;2046;2438731;;2438731;1038438;743670;184027;49001;61740;1400293;211468;458866;120407;149046;129062;147198;184246
82;Mannen en Vrouwen;Totaal over alle leeftijden;1e generatie allochtonen;2047;2451321;;2451321;1047263;751347;185946;47761;62209;1404058;213161;463242;122000;147629;130044;144846;183136
83;Mannen en Vrouwen;Totaal over alle leeftijden;1e generatie allochtonen;2048;2463535;;2463535;1056098;758957;187832;46633;62676;1407437;214802;467526;123573;146136;131008;142436;181956
84;Mannen en Vrouwen;Totaal over alle leeftijden;1e generatie allochtonen;2049;2475353;;2475353;1064925;766484;189684;45621;63136;1410428;216389;471716;125127;144566;131954;139973;180703
85;Mannen en Vrouwen;Totaal over alle leeftijden;1e generatie allochtonen;2050;2486777;;2486777;1073737;773922;191502;44723;63590;1413040;217925;475816;126658;142917;132882;137468;179374
86;Mannen en Vrouwen;Totaal over alle leeftijden;1e generatie allochtonen;2051;2497814;;2497814;1082527;781268;193285;43936;64038;1415287;219413;479829;128168;141187;133795;134926;177969
87;Mannen en Vrouwen;Totaal over alle leeftijden;1e generatie allochtonen;2052;2508461;;2508461;1091282;788519;195031;43251;64481;1417179;220854;483761;129653;139376;134694;132357;176484
88;Mannen en Vrouwen;Totaal over alle leeftijden;1e generatie allochtonen;2053;2518722;;2518722;1099992;795672;196740;42661;64919;1418730;222250;487613;131116;137484;135578;129768;174921
89;Mannen en Vrouwen;Totaal over alle leeftijden;1e generatie allochtonen;2054;2528616;;2528616;1108643;802721;198412;42159;65351;1419973;223606;491390;132557;135514;136449;127172;173285
90;Mannen en Vrouwen;Totaal over alle leeftijden;1e generatie allochtonen;2055;2538148;;2538148;1117230;809667;200048;41737;65778;1420918;224923;495088;133974;133467;137309;124579;171578
91;Mannen en Vrouwen;Totaal over alle leeftijden;1e generatie allochtonen;2056;2547331;;2547331;1125737;816506;201645;41387;66199;1421594;226204;498713;135367;131347;138157;121998;169808
92;Mannen en Vrouwen;Totaal over alle leeftijden;1e generatie allochtonen;2057;2556185;;2556185;1134155;823237;203204;41099;66615;1422030;227452;502269;136735;129160;138994;119441;167979
93;Mannen en Vrouwen;Totaal over alle leeftijden;1e generatie allochtonen;2058;2564738;;2564738;1142475;829858;204724;40866;67027;1422263;228670;505760;138081;126910;139822;116917;166103
94;Mannen en Vrouwen;Totaal over alle leeftijden;1e generatie allochtonen;2059;2573014;;2573014;1150690;836369;206208;40678;67435;1422324;229860;509189;139402;124604;140640;114438;164191
95;Mannen en Vrouwen;Totaal over alle leeftijden;1e generatie allochtonen;2060;2581043;;2581043;1158795;842771;207656;40529;67839;1422248;231026;512555;140699;122250;141449;112013;162256
96;Mannen en Vrouwen;Totaal over alle leeftijden;2e generatie allochtonen;2013;1751360;;1751359;870903;515944;53737;262497;38725;880456;93757;120713;37271;200912;63001;165432;199370
97;Mannen en Vrouwen;Totaal over alle leeftijden;2e generatie allochtonen;2014;1779827;;1779829;875325;518506;55712;261862;39245;904504;97458;126059;38959;206792;64692;167782;202762
98;Mannen en Vrouwen;Totaal over alle leeftijden;2e generatie allochtonen;2015;1807667;;1807667;879597;521016;57682;261154;39745;928070;100915;131417;40648;212469;66400;170116;206105
99;Mannen en Vrouwen;Totaal over alle leeftijden;2e generatie allochtonen;2016;1835161;;1835160;883792;523510;59688;260365;40229;951368;104257;136844;42366;217908;68159;172444;209390
100;Mannen en Vrouwen;Totaal over alle leeftijden;2e generatie allochtonen;2017;1862600;;1862601;888056;526074;61749;259517;40716;974545;107553;142375;44121;223086;69989;174761;212660
101;Mannen en Vrouwen;Totaal over alle leeftijden;2e generatie allochtonen;2018;1890421;;1890422;892589;528847;63872;258649;41221;997833;110852;148034;45941;228077;71907;177096;215926
102;Mannen en Vrouwen;Totaal over alle leeftijden;2e generatie allochtonen;2019;1917947;;1917946;897225;531714;66024;257750;41737;1020721;114148;153790;47808;232728;73862;179342;219043
103;Mannen en Vrouwen;Totaal over alle leeftijden;2e generatie allochtonen;2020;1944939;;1944940;901856;534612;68186;256799;42259;1043084;117438;159619;49708;237050;75842;181461;221966
104;Mannen en Vrouwen;Totaal over alle leeftijden;2e generatie allochtonen;2021;1971328;;1971329;906442;537498;70357;255801;42786;1064887;120718;165511;51633;241047;77833;183448;224697
105;Mannen en Vrouwen;Totaal over alle leeftijden;2e generatie allochtonen;2022;1997267;;1997266;910984;540384;72529;254746;43325;1086282;124001;171501;53587;244759;79836;185330;227268
106;Mannen en Vrouwen;Totaal over alle leeftijden;2e generatie allochtonen;2023;2022837;;2022836;915472;543260;74705;253636;43871;1107364;127298;177573;55562;248232;81857;187127;229715
107;Mannen en Vrouwen;Totaal over alle leeftijden;2e generatie allochtonen;2024;2048075;;2048076;919902;546134;76887;252459;44422;1128174;130594;183718;57558;251505;83892;188854;232053
108;Mannen en Vrouwen;Totaal over alle leeftijden;2e generatie allochtonen;2025;2073084;;2073085;924279;549026;79075;251198;44980;1148806;133901;189926;59574;254622;85940;190528;234315
109;Mannen en Vrouwen;Totaal over alle leeftijden;2e generatie allochtonen;2026;2097922;;2097923;928612;551950;81263;249852;45547;1169311;137204;196198;61606;257622;88007;192153;236521
110;Mannen en Vrouwen;Totaal over alle leeftijden;2e generatie allochtonen;2027;2122648;;2122649;932915;554917;83453;248422;46123;1189734;140509;202538;63655;260531;90091;193737;238673
111;Mannen en Vrouwen;Totaal over alle leeftijden;2e generatie allochtonen;2028;2147292;;2147291;937182;557935;85644;246901;46702;1210109;143829;208942;65722;263361;92191;195279;240785
112;Mannen en Vrouwen;Totaal over alle leeftijden;2e generatie allochtonen;2029;2171853;;2171855;941436;561026;87835;245287;47288;1230419;147148;215394;67808;266126;94308;196774;242861
113;Mannen en Vrouwen;Totaal over alle leeftijden;2e generatie allochtonen;2030;2196369;;2196370;945678;564205;90027;243569;47877;1250692;150474;221920;69914;268834;96427;198232;244891
114;Mannen en Vrouwen;Totaal over alle leeftijden;2e generatie allochtonen;2031;2220841;;2220840;949915;567492;92220;241733;48470;1270925;153802;228504;72034;271499;98554;199654;246878
115;Mannen en Vrouwen;Totaal over alle leeftijden;2e generatie allochtonen;2032;2245239;;2245239;954144;570883;94411;239785;49065;1291095;157133;235124;74166;274124;100680;201042;248826
116;Mannen en Vrouwen;Totaal over alle leeftijden;2e generatie allochtonen;2033;2269560;;2269560;958373;574396;96597;237718;49662;1311187;160472;241765;76311;276705;102804;202402;250728
117;Mannen en Vrouwen;Totaal over alle leeftijden;2e generatie allochtonen;2034;2293853;;2293853;962629;578056;98785;235525;50263;1331224;163821;248439;78467;279239;104933;203735;252590
118;Mannen en Vrouwen;Totaal over alle leeftijden;2e generatie allochtonen;2035;2318085;;2318085;966900;581862;100977;233197;50864;1351185;167172;255139;80636;281730;107067;205036;254405
119;Mannen en Vrouwen;Totaal over alle leeftijden;2e generatie allochtonen;2036;2342254;;2342253;971191;585826;103170;230729;51466;1371062;170524;261862;82827;284174;109196;206308;256171
120;Mannen en Vrouwen;Totaal over alle leeftijden;2e generatie allochtonen;2037;2366369;;2366370;975523;589971;105368;228115;52069;1390847;173883;268603;85029;286565;111323;207553;257891
121;Mannen en Vrouwen;Totaal over alle leeftijden;2e generatie allochtonen;2038;2390398;;2390397;979885;594295;107570;225349;52671;1410512;177229;275368;87241;288896;113445;208767;259566
122;Mannen en Vrouwen;Totaal over alle leeftijden;2e generatie allochtonen;2039;2414348;;2414347;984282;598806;109776;222424;53276;1430065;180585;282139;89454;291173;115564;209955;261195
123;Mannen en Vrouwen;Totaal over alle leeftijden;2e generatie allochtonen;2040;2438226;;2438228;988712;603507;111988;219334;53883;1449516;183937;288936;91679;293388;117674;211120;262782
124;Mannen en Vrouwen;Totaal over alle leeftijden;2e generatie allochtonen;2041;2462037;;2462037;993185;608409;114202;216083;54491;1468852;187290;295751;93919;295533;119783;212253;264323
125;Mannen en Vrouwen;Totaal over alle leeftijden;2e generatie allochtonen;2042;2485760;;2485760;997697;613501;116423;212673;55100;1488063;190644;302580;96170;297611;121890;213351;265817
126;Mannen en Vrouwen;Totaal over alle leeftijden;2e generatie allochtonen;2043;2509376;;2509376;1002248;618788;118650;209100;55710;1507128;193994;309416;98434;299611;123989;214424;267260
127;Mannen en Vrouwen;Totaal over alle leeftijden;2e generatie allochtonen;2044;2532911;;2532911;1006846;624266;120888;205371;56321;1526065;197338;316282;100710;301526;126084;215470;268655
128;Mannen en Vrouwen;Totaal over alle leeftijden;2e generatie allochtonen;2045;2556331;;2556330;1011490;629927;123137;201493;56933;1544840;200682;323159;102994;303352;128171;216483;269999
129;Mannen en Vrouwen;Totaal over alle leeftijden;2e generatie allochtonen;2046;2579652;;2579651;1016179;635767;125394;197471;57547;1563472;204018;330050;105291;305093;130252;217465;271303
130;Mannen en Vrouwen;Totaal over alle leeftijden;2e generatie allochtonen;2047;2602870;;2602870;1020923;641789;127662;193310;58162;1581947;207343;336950;107602;306750;132328;218416;272558
131;Mannen en Vrouwen;Totaal over alle leeftijden;2e generatie allochtonen;2048;2626002;;2626002;1025719;647981;129940;189020;58778;1600283;210668;343871;109929;308313;134403;219332;273767
132;Mannen en Vrouwen;Totaal over alle leeftijden;2e generatie allochtonen;2049;2649022;;2649023;1030567;654322;132229;184620;59396;1618456;213995;350803;112264;309786;136470;220210;274928
133;Mannen en Vrouwen;Totaal over alle leeftijden;2e generatie allochtonen;2050;2671925;;2671926;1035458;660798;134525;180121;60014;1636468;217311;357748;114609;311177;138535;221050;276038
134;Mannen en Vrouwen;Totaal over alle leeftijden;2e generatie allochtonen;2051;2694690;;2694688;1040396;667390;136830;175542;60634;1654292;220618;364700;116962;312480;140588;221850;277094
135;Mannen en Vrouwen;Totaal over alle leeftijden;2e generatie allochtonen;2052;2717305;;2717304;1045368;674074;139141;170901;61252;1671936;223928;371656;119327;313696;142631;222604;278094
136;Mannen en Vrouwen;Totaal over alle leeftijden;2e generatie allochtonen;2053;2739742;;2739742;1050377;680838;141454;166214;61871;1689365;227230;378609;121701;314820;144661;223307;279037
137;Mannen en Vrouwen;Totaal over alle leeftijden;2e generatie allochtonen;2054;2762007;;2762009;1055434;687676;143767;161502;62489;1706575;230518;385562;124080;315857;146678;223961;279919
138;Mannen en Vrouwen;Totaal over alle leeftijden;2e generatie allochtonen;2055;2784077;;2784076;1060533;694575;146079;156774;63105;1723543;233797;392511;126459;316801;148681;224560;280734
139;Mannen en Vrouwen;Totaal over alle leeftijden;2e generatie allochtonen;2056;2805946;;2805946;1065688;701526;148386;152056;63720;1740258;237065;399451;128839;317650;150667;225102;281484
140;Mannen en Vrouwen;Totaal over alle leeftijden;2e generatie allochtonen;2057;2827620;;2827620;1070899;708514;150691;147364;64330;1756721;240321;406380;131224;318406;152641;225586;282163
141;Mannen en Vrouwen;Totaal over alle leeftijden;2e generatie allochtonen;2058;2849082;;2849082;1076180;715532;152990;142721;64937;1772902;243560;413301;133610;319069;154596;226005;282761
142;Mannen en Vrouwen;Totaal over alle leeftijden;2e generatie allochtonen;2059;2870322;;2870323;1081553;722588;155282;138146;65537;1788770;246778;420201;135990;319636;156533;226355;283277
143;Mannen en Vrouwen;Totaal over alle leeftijden;2e generatie allochtonen;2060;2891339;;2891338;1087023;729668;157568;133656;66131;1804315;249974;427087;138367;320106;158449;226632;283700
144;Mannen en Vrouwen;Totaal over alle leeftijden;2e Gen.: 1 ouder in buitenland geboren;2013;992614;;992612;712412;455554;28430;192971;35457;280200;41625;41862;27540;32560;34790;60908;40915
145;Mannen en Vrouwen;Totaal over alle leeftijden;2e Gen.: 1 ouder in buitenland geboren;2014;1002894;;1002896;712132;454596;29195;192540;35801;290764;42698;43687;28679;34704;35547;62492;42957
146;Mannen en Vrouwen;Totaal over alle leeftijden;2e Gen.: 1 ouder in buitenland geboren;2015;1013059;;1013059;711651;453488;29952;192074;36137;301408;43733;45528;29806;36886;36315;64128;45012
