ID;Leeftijd;Geslacht;Perioden;Autochtonen_1;Allochtonen_2;k_1eGeneratie_3;Totaal2eGeneratie_4;k_2eGeneratieMet1AllochtoneOuder_5;k_2eGeneratieMet2AllochtoneOuders_6;NietWesterseAllochtonen_7;WesterseAllochtonen_8
16;Totaal over alle leeftijden;Totaal mannen en vrouwen;2021;13037982;3791222;1849752;1941478;1025439;916037;2129648;1661580
17;Totaal over alle leeftijden;Totaal mannen en vrouwen;2022;13023420;3834062;1869628;1964442;1033730;930709;2155562;1678499
18;Totaal over alle leeftijden;Totaal mannen en vrouwen;2023;13008022;3876440;1889244;1987193;1042026;945164;2181157;1695288
19;Totaal over alle leeftijden;Totaal mannen en vrouwen;2024;12991469;3918461;1908688;2009785;1050342;959436;2206496;1711968
20;Totaal over alle leeftijden;Totaal mannen en vrouwen;2025;12973526;3960182;1927938;2032245;1058688;973560;2231582;1728588
21;Totaal over alle leeftijden;Totaal mannen en vrouwen;2026;12953899;4001670;1947055;2054619;1067067;987551;2256480;1745193
22;Totaal over alle leeftijden;Totaal mannen en vrouwen;2027;12932491;4042991;1966064;2076926;1075486;1001438;2281184;1761803
23;Totaal over alle leeftijden;Totaal mannen en vrouwen;2028;12908965;4084224;1984990;2099233;1084003;1015229;2305735;1778481
24;Totaal over alle leeftijden;Totaal mannen en vrouwen;2029;12883206;4125449;2003867;2121587;1092634;1028955;2330174;1795282
25;Totaal over alle leeftijden;Totaal mannen en vrouwen;2030;12855132;4166743;2022717;2144034;1101376;1042651;2354494;1812256
26;Totaal over alle leeftijden;Totaal mannen en vrouwen;2031;12824429;4208154;2041557;2166593;1110290;1056309;2378731;1829434
27;Totaal over alle leeftijden;Totaal mannen en vrouwen;2032;12791014;4249730;2060420;2189314;1119364;1069952;2402871;1846860
28;Totaal over alle leeftijden;Totaal mannen en vrouwen;2033;12754904;4291484;2079291;2212187;1128608;1083584;2426913;1864577
29;Totaal over alle leeftijden;Totaal mannen en vrouwen;2034;12715942;4333483;2098201;2235277;1138084;1097204;2450853;1882628
30;Totaal over alle leeftijden;Totaal mannen en vrouwen;2035;12674205;4375763;2117169;2258598;1147801;1110802;2474709;1901050
31;Totaal over alle leeftijden;Totaal mannen en vrouwen;2036;12629821;4418314;2136181;2282131;1157719;1124407;2498433;1919889
32;Totaal over alle leeftijden;Totaal mannen en vrouwen;2037;12582852;4461152;2155261;2305891;1167877;1138004;2522013;1939130
33;Totaal over alle leeftijden;Totaal mannen en vrouwen;2038;12533515;4504246;2174382;2329871;1178280;1151600;2545414;1958829
34;Totaal over alle leeftijden;Totaal mannen en vrouwen;2039;12482088;4547623;2193529;2354092;1188921;1165169;2568618;1979007
35;Totaal over alle leeftijden;Totaal mannen en vrouwen;2040;12428889;4591211;2212703;2378511;1199796;1178706;2591593;1999614
36;Totaal over alle leeftijden;Totaal mannen en vrouwen;2041;12374284;4634986;2231875;2403107;1210909;1192195;2614292;2020682
37;Totaal over alle leeftijden;Totaal mannen en vrouwen;2042;12318613;4678873;2251005;2427860;1222230;1205626;2636674;2042199
38;Totaal over alle leeftijden;Totaal mannen en vrouwen;2043;12262286;4722836;2270079;2452751;1233748;1219007;2658707;2064127
39;Totaal over alle leeftijden;Totaal mannen en vrouwen;2044;12205715;4766790;2289036;2477760;1245439;1232316;2680336;2086447
40;Totaal over alle leeftijden;Totaal mannen en vrouwen;2045;12149264;4810649;2307811;2502840;1257321;1245522;2701523;2109130
41;Totaal over alle leeftijden;Totaal mannen en vrouwen;2046;12093305;4854347;2326372;2527970;1269342;1258623;2722221;2132118
42;Totaal over alle leeftijden;Totaal mannen en vrouwen;2047;12038121;4897809;2344683;2553117;1281518;1271606;2742424;2155379
43;Totaal over alle leeftijden;Totaal mannen en vrouwen;2048;11984036;4940924;2362634;2578284;1293826;1284461;2762086;2178832
44;Totaal over alle leeftijden;Totaal mannen en vrouwen;2049;11931314;4983583;2380170;2603416;1306248;1297170;2781149;2202438
45;Totaal over alle leeftijden;Totaal mannen en vrouwen;2050;11880259;5025658;2397196;2628458;1318752;1309707;2799586;2226071
46;Totaal over alle leeftijden;Mannen;2005;6514441;1545671;779051;766618;445406;321226;863932;681729
47;Totaal over alle leeftijden;Mannen;2006;6517249;1556122;773644;782480;450206;332278;873733;682386
48;Totaal over alle leeftijden;Mannen;2007;6518900;1567996;770112;797874;454864;343016;883983;684010
49;Totaal over alle leeftijden;Mannen;2008;6519500;1581574;768770;812803;459368;353440;894658;686912
50;Totaal over alle leeftijden;Mannen;2009;6519111;1597031;769728;827309;463737;363575;905782;691253
51;Totaal over alle leeftijden;Mannen;2010;6517705;1614251;772833;841419;467999;373422;917218;697027
52;Totaal over alle leeftijden;Mannen;2011;6515359;1632905;777727;855185;472203;382985;928803;704108
53;Totaal over alle leeftijden;Mannen;2012;6512074;1652649;784020;868631;476351;392275;940396;712245
54;Totaal over alle leeftijden;Mannen;2013;6508025;1673081;791276;881815;480475;401331;952037;721047
55;Totaal over alle leeftijden;Mannen;2014;6503353;1693753;799004;894748;484596;410160;963702;730053
56;Totaal over alle leeftijden;Mannen;2015;6498155;1714266;806794;907472;488721;418755;975368;738897
57;Totaal over alle leeftijden;Mannen;2016;6492495;1734498;814505;920007;492848;427160;987034;747468
58;Totaal over alle leeftijden;Mannen;2017;6486425;1754447;822111;932344;496974;435366;998713;755743
59;Totaal over alle leeftijden;Mannen;2018;6479971;1774130;829636;944498;501105;443391;1010342;763786
60;Totaal over alle leeftijden;Mannen;2019;6473177;1793556;837076;956483;505231;451248;1021914;771643
61;Totaal over alle leeftijden;Mannen;2020;6466000;1812731;844435;968293;509349;458944;1033416;779316
62;Totaal over alle leeftijden;Mannen;2021;6458341;1831652;851695;979964;513468;466494;1044804;786851
63;Totaal over alle leeftijden;Mannen;2022;6450128;1850351;858852;991499;517576;473927;1056083;794270
64;Totaal over alle leeftijden;Mannen;2023;6441254;1868847;865915;1002936;521687;481248;1067238;801610
65;Totaal over alle leeftijden;Mannen;2024;6431576;1887197;872916;1014284;525814;488459;1078308;808893
66;Totaal over alle leeftijden;Mannen;2025;6421015;1905432;879866;1025565;529969;495597;1089282;816146
67;Totaal over alle leeftijden;Mannen;2026;6409459;1923582;886793;1036790;534155;502642;1100193;823382
68;Totaal over alle leeftijden;Mannen;2027;6396866;1941713;893719;1047992;538361;509638;1111066;830639
69;Totaal over alle leeftijden;Mannen;2028;6383109;1959833;900663;1059172;542619;516558;1121892;837944
70;Totaal over alle leeftijden;Mannen;2029;6368193;1978037;907648;1070385;546938;523444;1132703;845331
71;Totaal over alle leeftijden;Mannen;2030;6352096;1996321;914679;1081639;551328;530312;1143489;852832
72;Totaal over alle leeftijden;Mannen;2031;6334721;2014743;921790;1092947;555813;537140;1154277;860461
73;Totaal over alle leeftijden;Mannen;2032;6316039;2033332;928984;1104347;560391;543955;1165068;868256
74;Totaal over alle leeftijden;Mannen;2033;6296168;2052079;936260;1115822;565068;550757;1175854;876222
75;Totaal over alle leeftijden;Mannen;2034;6275009;2071034;943629;1127404;569875;557536;1186634;884398
76;Totaal over alle leeftijden;Mannen;2035;6252681;2090204;951094;1139104;574815;564292;1197415;892796
77;Totaal over alle leeftijden;Mannen;2036;6229260;2109595;958682;1150912;579860;571051;1208161;901428
78;Totaal over alle leeftijden;Mannen;2037;6204830;2129220;966373;1162841;585042;577796;1218895;910323
79;Totaal over alle leeftijden;Mannen;2038;6179500;2149046;974161;1174886;590342;584545;1229579;919470
80;Totaal over alle leeftijden;Mannen;2039;6153458;2169092;982041;1187047;595765;591284;1240193;928900
81;Totaal over alle leeftijden;Mannen;2040;6126834;2189323;990011;1199317;601329;597991;1250737;938596
82;Totaal over alle leeftijden;Mannen;2041;6099824;2209734;998047;1211685;607009;604680;1261170;948558
83;Totaal over alle leeftijden;Mannen;2042;6072568;2230271;1006133;1224134;612796;611340;1271481;958789
84;Totaal over alle leeftijden;Mannen;2043;6045264;2250903;1014258;1236646;618671;617974;1281649;969260
85;Totaal over alle leeftijden;Mannen;2044;6018078;2271602;1022381;1249225;624657;624573;1291653;979951
86;Totaal over alle leeftijden;Mannen;2045;5991184;2292326;1030477;1261848;630730;631124;1301490;990846
87;Totaal over alle leeftijden;Mannen;2046;5964790;2313033;1038529;1274500;636885;637624;1311117;1001909
88;Totaal over alle leeftijden;Mannen;2047;5939015;2333678;1046519;1287170;643101;644067;1320551;1013126
89;Totaal over alle leeftijden;Mannen;2048;5914029;2354216;1054369;1299846;649407;650439;1329754;1024465
90;Totaal over alle leeftijden;Mannen;2049;5889982;2374577;1062071;1312505;655765;656739;1338703;1035869
91;Totaal over alle leeftijden;Mannen;2050;5867034;2394688;1069560;1325129;662173;662956;1347381;1047305
92;Totaal over alle leeftijden;Vrouwen;2005;6662153;1572338;821024;751321;441871;309449;831632;740711
93;Totaal over alle leeftijden;Vrouwen;2006;6663041;1591766;824756;767002;446924;320090;847949;743816
94;Totaal over alle leeftijden;Vrouwen;2007;6662043;1611892;829709;782181;451770;330413;864220;747672
95;Totaal over alle leeftijden;Vrouwen;2008;6659547;1633127;836256;796875;456436;340439;880531;752599
96;Totaal over alle leeftijden;Vrouwen;2009;6655722;1655660;844537;811122;460945;350174;896939;758725
97;Totaal over alle leeftijden;Vrouwen;2010;6650995;1679505;854528;824983;465355;359639;913398;766112
98;Totaal over alle leeftijden;Vrouwen;2011;6645527;1704426;865924;838503;469672;368827;929751;774678
99;Totaal over alle leeftijden;Vrouwen;2012;6639415;1730116;878409;851712;473941;377774;945898;784217
100;Totaal over alle leeftijden;Vrouwen;2013;6632859;1756323;891649;864668;478181;386492;961888;794427
101;Totaal over alle leeftijden;Vrouwen;2014;6626080;1782621;905223;877407;482407;395000;977725;804896
102;Totaal over alle leeftijden;Vrouwen;2015;6619188;1808756;918820;889932;486632;403305;993440;815323
103;Totaal over alle leeftijden;Vrouwen;2016;6612297;1834616;932336;902284;490879;411406;1009011;825613
104;Totaal over alle leeftijden;Vrouwen;2017;6605498;1860172;945719;914448;495111;419340;1024463;835706
105;Totaal over alle leeftijden;Vrouwen;2018;6598815;1885430;958987;926450;499349;427097;1039788;845647
106;Totaal over alle leeftijden;Vrouwen;2019;6592313;1910424;972135;938286;503573;434709;1054974;855447
107;Totaal over alle leeftijden;Vrouwen;2020;6585965;1935131;985165;949965;507778;442185;1070000;865135
108;Totaal over alle leeftijden;Vrouwen;2021;6579645;1959565;998058;961510;511974;449541;1084849;874727
109;Totaal over alle leeftijden;Vrouwen;2022;6573296;1983713;1010767;972946;516158;456787;1099481;884233
110;Totaal over alle leeftijden;Vrouwen;2023;6566771;2007595;1023339;984256;520333;463919;1113918;893677
111;Totaal over alle leeftijden;Vrouwen;2024;6559883;2031268;1035766;995502;524522;470975;1128193;903076
112;Totaal over alle leeftijden;Vrouwen;2025;6552506;2054746;1048072;1006690;528719;477968;1142301;912445
113;Totaal over alle leeftijden;Vrouwen;2026;6544442;2078086;1060266;1017824;532915;484910;1156282;921805
114;Totaal over alle leeftijden;Vrouwen;2027;6535627;2101280;1072343;1028935;537137;491806;1170116;931162
115;Totaal over alle leeftijden;Vrouwen;2028;6525858;2124384;1084326;1040058;541387;498665;1183845;940543
116;Totaal over alle leeftijden;Vrouwen;2029;6515010;2147424;1096214;1051206;545692;505509;1197474;949951
117;Totaal over alle leeftijden;Vrouwen;2030;6503034;2170422;1108034;1062395;550050;512347;1211004;959420
118;Totaal over alle leeftijden;Vrouwen;2031;6489716;2193420;1119768;1073647;554485;519170;1224449;968965
119;Totaal over alle leeftijden;Vrouwen;2032;6474964;2216402;1131433;1084973;558973;525994;1237794;978600
120;Totaal over alle leeftijden;Vrouwen;2033;6458729;2239408;1143037;1096369;563536;532832;1251056;988346
121;Totaal over alle leeftijden;Vrouwen;2034;6440924;2262451;1154578;1107879;568210;539671;1264222;998235
122;Totaal over alle leeftijden;Vrouwen;2035;6421527;2285563;1166070;1119493;572986;546511;1277301;1008264
123;Totaal over alle leeftijden;Vrouwen;2036;6400567;2308723;1177507;1131217;577859;553361;1290274;1018452
124;Totaal over alle leeftijden;Vrouwen;2037;6378023;2331934;1188890;1143049;582837;560202;1303118;1028820
125;Totaal over alle leeftijden;Vrouwen;2038;6354015;2355204;1200219;1154984;587939;567047;1315844;1039358
126;Totaal over alle leeftijden;Vrouwen;2039;6328632;2378527;1211480;1167043;593157;573891;1328438;1050096
127;Totaal over alle leeftijden;Vrouwen;2040;6302055;2401883;1222694;1179196;598469;580723;1340866;1061018
128;Totaal over alle leeftijden;Vrouwen;2041;6274461;2425248;1233828;1191420;603897;587523;1353124;1072121
129;Totaal over alle leeftijden;Vrouwen;2042;6246043;2448595;1244866;1203724;609433;594281;1365192;1083407
130;Totaal over alle leeftijden;Vrouwen;2043;6217024;2471928;1255821;1216107;615076;601032;1377061;1094869
131;Totaal over alle leeftijden;Vrouwen;2044;6187637;2495172;1266649;1228529;620788;607743;1388682;1106503
132;Totaal over alle leeftijden;Vrouwen;2045;6158075;2518320;1277337;1240990;626589;614399;1400034;1118288
133;Totaal over alle leeftijden;Vrouwen;2046;6128514;2541310;1287846;1253468;632463;621003;1411110;1130206
134;Totaal over alle leeftijden;Vrouwen;2047;6099106;2564119;1298166;1265950;638407;627541;1421876;1142243
135;Totaal over alle leeftijden;Vrouwen;2048;6070007;2586709;1308265;1278446;644425;634019;1432331;1154374
136;Totaal over alle leeftijden;Vrouwen;2049;6041327;2609005;1318093;1290913;650488;640427;1442448;1166565
137;Totaal over alle leeftijden;Vrouwen;2050;6013227;2630969;1327639;1303332;656571;646761;1452200;1178766
138;0 jaar;Totaal mannen en vrouwen;2005;149645;45089;845;44244;18637;25606;32771;12318
139;0 jaar;Totaal mannen en vrouwen;2006;146802;44455;855;43600;18453;25147;32089;12366
140;0 jaar;Totaal mannen en vrouwen;2007;144165;43820;889;42931;18278;24653;31364;12456
141;0 jaar;Totaal mannen en vrouwen;2008;142055;43228;940;42288;18140;24148;30621;12606
142;0 jaar;Totaal mannen en vrouwen;2009;140366;42711;999;41713;18062;23651;29881;12831
143;0 jaar;Totaal mannen en vrouwen;2010;139124;42270;1060;41209;18047;23162;29144;13125
144;0 jaar;Totaal mannen en vrouwen;2011;138228;41910;1119;40791;18095;22696;28419;13491
145;0 jaar;Totaal mannen en vrouwen;2012;137505;41629;1172;40458;18203;22255;27721;13908
146;0 jaar;Totaal mannen en vrouwen;2013;137251;41414;1210;40204;18361;21842;27059;14355
147;0 jaar;Totaal mannen en vrouwen;2014;137484;41236;1235;40001;18542;21459;26429;14807
148;0 jaar;Totaal mannen en vrouwen;2015;137982;41082;1247;39835;18743;21092;25836;15245
149;0 jaar;Totaal mannen en vrouwen;2016;138759;40948;1253;39695;18940;20755;25285;15663
150;0 jaar;Totaal mannen en vrouwen;2017;139729;40828;1255;39572;19125;20447;24780;16048
151;0 jaar;Totaal mannen en vrouwen;2018;140854;40726;1259;39468;19306;20162;24318;16408
152;0 jaar;Totaal mannen en vrouwen;2019;142102;40644;1262;39382;19479;19903;23897;16747
153;0 jaar;Totaal mannen en vrouwen;2020;143407;40579;1263;39316;19648;19668;23520;17059
154;0 jaar;Totaal mannen en vrouwen;2021;144534;40539;1263;39276;19813;19463;23186;17353
155;0 jaar;Totaal mannen en vrouwen;2022;145634;40513;1263;39251;19966;19285;22889;17625
156;0 jaar;Totaal mannen en vrouwen;2023;146581;40516;1263;39253;20120;19132;22635;17880
157;0 jaar;Totaal mannen en vrouwen;2024;147372;40536;1262;39273;20270;19004;22414;18122
158;0 jaar;Totaal mannen en vrouwen;2025;148050;40584;1263;39322;20425;18897;22232;18352
159;0 jaar;Totaal mannen en vrouwen;2026;148562;40656;1263;39393;20580;18813;22083;18574
160;0 jaar;Totaal mannen en vrouwen;2027;148920;40757;1263;39493;20742;18752;21962;18794
161;0 jaar;Totaal mannen en vrouwen;2028;149162;40882;1264;39618;20906;18711;21876;19006
162;0 jaar;Totaal mannen en vrouwen;2029;149210;41040;1264;39776;21085;18691;21814;19225
163;0 jaar;Totaal mannen en vrouwen;2030;149176;41226;1263;39963;21270;18694;21779;19447
164;0 jaar;Totaal mannen en vrouwen;2031;148897;41443;1263;40180;21469;18711;21768;19675
165;0 jaar;Totaal mannen en vrouwen;2032;148483;41690;1264;40425;21681;18745;21783;19907
166;0 jaar;Totaal mannen en vrouwen;2033;147870;41949;1264;40685;21896;18789;21803;20146
167;0 jaar;Totaal mannen en vrouwen;2034;147029;42240;1264;40976;22130;18846;21848;20392
168;0 jaar;Totaal mannen en vrouwen;2035;146050;42535;1264;41271;22360;18911;21898;20637
169;0 jaar;Totaal mannen en vrouwen;2036;144954;42848;1264;41584;22596;18987;21960;20888
170;0 jaar;Totaal mannen en vrouwen;2037;143733;43163;1265;41898;22834;19064;22023;21140
171;0 jaar;Totaal mannen en vrouwen;2038;142539;43478;1264;42214;23072;19143;22086;21392
172;0 jaar;Totaal mannen en vrouwen;2039;141344;43790;1263;42527;23306;19221;22152;21639
173;0 jaar;Totaal mannen en vrouwen;2040;140271;44091;1263;42828;23530;19298;22217;21874
174;0 jaar;Totaal mannen en vrouwen;2041;139310;44389;1263;43126;23752;19374;22278;22111
175;0 jaar;Totaal mannen en vrouwen;2042;138485;44682;1264;43418;23964;19454;22339;22343
176;0 jaar;Totaal mannen en vrouwen;2043;137880;44962;1264;43699;24171;19527;22396;22566
177;0 jaar;Totaal mannen en vrouwen;2044;137461;45236;1264;43972;24373;19598;22450;22786
178;0 jaar;Totaal mannen en vrouwen;2045;137222;45493;1264;44229;24564;19665;22498;22995
179;0 jaar;Totaal mannen en vrouwen;2046;137212;45740;1263;44477;24744;19732;22545;23195
180;0 jaar;Totaal mannen en vrouwen;2047;137307;45975;1262;44713;24918;19795;22586;23389
181;0 jaar;Totaal mannen en vrouwen;2048;137593;46198;1263;44935;25082;19853;22625;23573
182;0 jaar;Totaal mannen en vrouwen;2049;137976;46406;1263;45143;25237;19906;22658;23748
183;0 jaar;Totaal mannen en vrouwen;2050;138466;46599;1262;45336;25381;19955;22693;23906
184;0 jaar;Mannen;2005;76615;23115;449;22666;9547;13119;16799;6316
185;0 jaar;Mannen;2006;75169;22794;456;22338;9451;12887;16453;6342
186;0 jaar;Mannen;2007;73827;22473;474;21999;9363;12635;16084;6388
187;0 jaar;Mannen;2008;72755;22172;501;21671;9293;12378;15705;6467
188;0 jaar;Mannen;2009;71896;21914;536;21378;9254;12125;15329;6585
189;0 jaar;Mannen;2010;71266;21690;569;21121;9247;11874;14953;6737
190;0 jaar;Mannen;2011;70810;21508;599;20909;9273;11636;14582;6926
191;0 jaar;Mannen;2012;70446;21366;628;20738;9326;11412;14225;7141
192;0 jaar;Mannen;2013;70320;21256;648;20607;9408;11200;13885;7370
193;0 jaar;Mannen;2014;70442;21166;662;20504;9498;11006;13564;7602
194;0 jaar;Mannen;2015;70699;21088;668;20420;9603;10817;13261;7827
195;0 jaar;Mannen;2016;71099;21020;671;20349;9704;10645;12979;8041
196;0 jaar;Mannen;2017;71597;20959;671;20288;9800;10488;12720;8239
197;0 jaar;Mannen;2018;72177;20906;673;20233;9891;10342;12483;8423
198;0 jaar;Mannen;2019;72818;20864;675;20189;9980;10208;12267;8597
199;0 jaar;Mannen;2020;73486;20832;675;20157;10069;10088;12074;8758
200;0 jaar;Mannen;2021;74064;20812;675;20137;10154;9983;11904;8908
201;0 jaar;Mannen;2022;74629;20797;674;20123;10231;9892;11750;9047
202;0 jaar;Mannen;2023;75115;20798;674;20124;10310;9814;11621;9177
203;0 jaar;Mannen;2024;75520;20810;674;20136;10387;9748;11508;9302
204;0 jaar;Mannen;2025;75867;20834;674;20160;10466;9694;11414;9420
205;0 jaar;Mannen;2026;76130;20871;674;20197;10547;9650;11338;9533
206;0 jaar;Mannen;2027;76314;20922;674;20248;10629;9618;11276;9646
207;0 jaar;Mannen;2028;76438;20984;674;20310;10712;9598;11230;9755
208;0 jaar;Mannen;2029;76462;21066;674;20391;10804;9587;11199;9867
209;0 jaar;Mannen;2030;76445;21160;673;20486;10899;9588;11180;9980
210;0 jaar;Mannen;2031;76302;21270;673;20597;11000;9597;11174;10096
211;0 jaar;Mannen;2032;76087;21398;674;20724;11111;9613;11181;10217
212;0 jaar;Mannen;2033;75771;21532;674;20858;11222;9636;11194;10339
213;0 jaar;Mannen;2034;75342;21678;674;21004;11341;9663;11214;10464
214;0 jaar;Mannen;2035;74840;21828;674;21154;11457;9697;11239;10590
215;0 jaar;Mannen;2036;74276;21990;674;21315;11580;9736;11271;10719
216;0 jaar;Mannen;2037;73651;22149;674;21475;11700;9775;11302;10847
217;0 jaar;Mannen;2038;73037;22311;674;21637;11823;9814;11335;10976
218;0 jaar;Mannen;2039;72423;22471;673;21797;11943;9855;11367;11104
219;0 jaar;Mannen;2040;71874;22623;673;21950;12057;9893;11401;11223
220;0 jaar;Mannen;2041;71379;22776;673;22103;12172;9931;11432;11345
221;0 jaar;Mannen;2042;70956;22925;673;22251;12280;9971;11461;11463
222;0 jaar;Mannen;2043;70646;23068;673;22394;12387;10007;11490;11578
223;0 jaar;Mannen;2044;70429;23207;673;22534;12490;10044;11517;11690
224;0 jaar;Mannen;2045;70308;23336;673;22663;12585;10078;11540;11797
225;0 jaar;Mannen;2046;70302;23462;673;22789;12676;10113;11563;11899
226;0 jaar;Mannen;2047;70351;23581;672;22909;12766;10143;11583;11998
227;0 jaar;Mannen;2048;70495;23696;673;23023;12850;10173;11603;12093
228;0 jaar;Mannen;2049;70691;23801;673;23128;12929;10199;11620;12181
229;0 jaar;Mannen;2050;70940;23901;673;23228;13004;10223;11637;12263
230;0 jaar;Vrouwen;2005;73030;21974;396;21578;9091;12487;15971;6003
231;0 jaar;Vrouwen;2006;71633;21661;399;21262;9002;12260;15636;6024
232;0 jaar;Vrouwen;2007;70338;21348;415;20932;8915;12017;15280;6068
233;0 jaar;Vrouwen;2008;69300;21056;439;20618;8848;11770;14916;6140
234;0 jaar;Vrouwen;2009;68470;20797;463;20335;8809;11526;14551;6246
235;0 jaar;Vrouwen;2010;67859;20580;492;20088;8800;11288;14191;6388
236;0 jaar;Vrouwen;2011;67418;20402;520;19882;8822;11060;13837;6565
237;0 jaar;Vrouwen;2012;67059;20263;543;19720;8877;10843;13496;6767
238;0 jaar;Vrouwen;2013;66931;20158;562;19596;8953;10643;13173;6985
239;0 jaar;Vrouwen;2014;67042;20070;573;19497;9044;10453;12865;7205
240;0 jaar;Vrouwen;2015;67283;19993;579;19414;9139;10275;12575;7418
241;0 jaar;Vrouwen;2016;67660;19928;582;19346;9236;10110;12306;7623
242;0 jaar;Vrouwen;2017;68132;19868;584;19284;9325;9959;12060;7809
243;0 jaar;Vrouwen;2018;68677;19821;585;19235;9415;9820;11835;7986
244;0 jaar;Vrouwen;2019;69284;19780;587;19193;9498;9695;11630;8150
245;0 jaar;Vrouwen;2020;69921;19747;588;19159;9579;9580;11446;8302
246;0 jaar;Vrouwen;2021;70470;19727;588;19139;9660;9479;11282;8445
247;0 jaar;Vrouwen;2022;71004;19716;588;19128;9735;9393;11138;8578
248;0 jaar;Vrouwen;2023;71466;19718;589;19129;9811;9318;11015;8703
249;0 jaar;Vrouwen;2024;71852;19726;588;19138;9882;9255;10906;8820
250;0 jaar;Vrouwen;2025;72182;19750;588;19162;9959;9203;10818;8932
251;0 jaar;Vrouwen;2026;72432;19785;589;19197;10034;9163;10745;9040
252;0 jaar;Vrouwen;2027;72606;19835;589;19246;10113;9133;10686;9148
253;0 jaar;Vrouwen;2028;72724;19898;590;19308;10194;9113;10647;9251
254;0 jaar;Vrouwen;2029;72748;19974;589;19385;10281;9104;10616;9358
255;0 jaar;Vrouwen;2030;72731;20067;590;19477;10371;9106;10600;9467
256;0 jaar;Vrouwen;2031;72596;20173;590;19583;10469;9114;10594;9579
257;0 jaar;Vrouwen;2032;72396;20292;590;19702;10570;9131;10602;9690
258;0 jaar;Vrouwen;2033;72098;20417;589;19827;10674;9153;10609;9808
259;0 jaar;Vrouwen;2034;71687;20562;590;19972;10789;9183;10634;9928
260;0 jaar;Vrouwen;2035;71210;20707;590;20117;10903;9214;10660;10047
261;0 jaar;Vrouwen;2036;70678;20858;590;20268;11017;9252;10689;10169
262;0 jaar;Vrouwen;2037;70082;21014;590;20423;11134;9289;10721;10293
263;0 jaar;Vrouwen;2038;69502;21167;590;20577;11249;9328;10751;10416
264;0 jaar;Vrouwen;2039;68921;21320;590;20730;11363;9367;10785;10535
265;0 jaar;Vrouwen;2040;68397;21468;590;20878;11473;9405;10817;10651
266;0 jaar;Vrouwen;2041;67931;21613;590;21023;11580;9443;10847;10766
267;0 jaar;Vrouwen;2042;67528;21757;590;21167;11684;9483;10877;10880
268;0 jaar;Vrouwen;2043;67235;21895;591;21304;11784;9520;10907;10988
269;0 jaar;Vrouwen;2044;67032;22028;591;21438;11883;9555;10933;11095
270;0 jaar;Vrouwen;2045;66914;22156;591;21566;11979;9587;10958;11198
271;0 jaar;Vrouwen;2046;66910;22277;590;21688;12068;9619;10982;11296
272;0 jaar;Vrouwen;2047;66957;22394;590;21804;12152;9652;11003;11392
273;0 jaar;Vrouwen;2048;67098;22502;590;21912;12232;9681;11022;11480
274;0 jaar;Vrouwen;2049;67286;22605;590;22015;12308;9707;11039;11567
275;0 jaar;Vrouwen;2050;67526;22698;589;22109;12377;9732;11055;11643
276;1 jaar;Totaal mannen en vrouwen;2005;154132;46882;2128;44754;19342;25412;33848;13035
277;1 jaar;Totaal mannen en vrouwen;2006;149242;45800;1986;43814;18464;25350;33042;12758
