ID;Persoonskenmerken;Cijfersoort;Perioden;VertrouwenInAndereMensen_1;Kerken_2;Leger_3;Rechters_4;Pers_5;Politie_6;TweedeKamer_7;Ambtenaren_8;Banken_9;GroteBedrijven_10;EuropeseUnie_11
197;Leeftijd: 45 tot 55 jaar;Ondergrens 95%-interval;2019;63.0;20.7;62.2;71.8;33.9;70.2;35.1;39.7;32.6;31.1;35.6
198;Leeftijd: 45 tot 55 jaar;Ondergrens 95%-interval;2020;62.6;23.4;70.2;76.4;39.2;75.8;50.3;44.9;40.5;38.6;38.3
199;Leeftijd: 45 tot 55 jaar;Ondergrens 95%-interval;2021;65.9;21.7;70.8;79.7;45.5;79.6;42.3;44.0;41.9;35.5;45.1
200;Leeftijd: 45 tot 55 jaar;Bovengrens 95%-interval;2012;62.0;28.4;57.5;73.1;32.3;68.8;34.6;42.1;37.1;42.8;35.3
201;Leeftijd: 45 tot 55 jaar;Bovengrens 95%-interval;2013;62.3;26.8;61.4;73.0;38.4;69.9;32.6;40.2;34.7;39.7;31.9
202;Leeftijd: 45 tot 55 jaar;Bovengrens 95%-interval;2014;62.5;29.7;60.6;72.6;34.6;71.3;34.8;41.9;36.4;40.8;34.7
203;Leeftijd: 45 tot 55 jaar;Bovengrens 95%-interval;2015;64.1;26.8;64.7;72.7;35.6;68.5;36.6;42.9;33.1;38.9;33.6
204;Leeftijd: 45 tot 55 jaar;Bovengrens 95%-interval;2016;64.8;28.4;66.4;76.7;35.2;71.8;36.9;43.8;33.3;39.2;33.8
205;Leeftijd: 45 tot 55 jaar;Bovengrens 95%-interval;2017;67.8;27.9;66.3;74.8;36.5;74.0;42.2;44.5;36.5;39.2;40.8
206;Leeftijd: 45 tot 55 jaar;Bovengrens 95%-interval;2018;66.2;26.8;65.6;76.3;40.5;75.4;42.9;47.9;37.8;36.1;41.3
207;Leeftijd: 45 tot 55 jaar;Bovengrens 95%-interval;2019;68.0;25.5;67.6;76.8;39.3;75.2;40.5;45.1;38.0;36.5;41.0
208;Leeftijd: 45 tot 55 jaar;Bovengrens 95%-interval;2020;67.6;28.4;75.2;81.2;44.6;80.6;55.7;50.7;45.9;44.0;43.7
209;Leeftijd: 45 tot 55 jaar;Bovengrens 95%-interval;2021;71.3;27.1;76.2;84.5;51.7;84.4;48.5;50.2;48.1;41.3;51.3
210;Leeftijd: 55 tot 65 jaar;Waarde;2012;57.2;26.2;47.9;63.7;29.4;64.7;32.5;38.8;32.3;33.5;31.5
211;Leeftijd: 55 tot 65 jaar;Waarde;2013;57.6;25.2;53.5;63.6;28.8;66.8;26.8;37.6;26.4;31.2;25.5
212;Leeftijd: 55 tot 65 jaar;Waarde;2014;56.4;24.9;53.4;61.8;31.2;67.1;29.4;36.8;27.0;26.8;27.0
213;Leeftijd: 55 tot 65 jaar;Waarde;2015;56.9;26.7;57.8;62.3;31.9;66.0;29.5;37.0;24.6;27.7;24.6
214;Leeftijd: 55 tot 65 jaar;Waarde;2016;59.3;26.9;57.4;68.2;31.8;68.8;31.7;37.3;26.0;24.0;28.6
215;Leeftijd: 55 tot 65 jaar;Waarde;2017;62.1;27.0;56.0;69.9;32.2;72.6;35.4;39.5;30.7;27.6;32.5
216;Leeftijd: 55 tot 65 jaar;Waarde;2018;62.6;24.7;56.9;69.6;39.6;71.4;35.1;41.6;33.2;30.4;33.5
217;Leeftijd: 55 tot 65 jaar;Waarde;2019;59.9;22.6;59.8;69.8;36.8;71.4;34.1;40.8;32.2;27.5;34.8
218;Leeftijd: 55 tot 65 jaar;Waarde;2020;62.7;27.1;64.5;73.5;38.8;77.2;47.8;42.3;36.3;29.0;36.2
219;Leeftijd: 55 tot 65 jaar;Waarde;2021;66.1;22.9;66.5;77.6;46.9;78.3;38.1;38.1;38.0;29.4;41.1
220;Leeftijd: 55 tot 65 jaar;Ondergrens 95%-interval;2012;54.5;23.6;45.0;61.0;26.8;62.0;29.8;36.0;29.6;30.7;28.8
221;Leeftijd: 55 tot 65 jaar;Ondergrens 95%-interval;2013;54.7;22.5;50.5;60.7;26.0;64.0;24.2;34.7;23.8;28.3;22.9
222;Leeftijd: 55 tot 65 jaar;Ondergrens 95%-interval;2014;53.6;22.3;50.4;59.0;28.5;64.4;26.7;33.9;24.4;24.2;24.4
223;Leeftijd: 55 tot 65 jaar;Ondergrens 95%-interval;2015;54.0;24.0;54.8;59.4;29.1;63.2;26.8;34.1;22.1;25.0;22.0
224;Leeftijd: 55 tot 65 jaar;Ondergrens 95%-interval;2016;56.4;24.1;54.4;65.4;29.0;66.1;28.9;34.3;23.4;21.4;25.9
225;Leeftijd: 55 tot 65 jaar;Ondergrens 95%-interval;2017;59.3;24.3;53.0;67.2;29.5;70.0;32.5;36.6;28.0;24.9;29.7
226;Leeftijd: 55 tot 65 jaar;Ondergrens 95%-interval;2018;59.8;22.2;53.9;66.9;36.7;68.8;32.3;38.7;30.4;27.6;30.8
227;Leeftijd: 55 tot 65 jaar;Ondergrens 95%-interval;2019;57.2;20.1;56.9;67.1;34.1;68.9;31.4;37.9;29.5;25.0;32.1
228;Leeftijd: 55 tot 65 jaar;Ondergrens 95%-interval;2020;60.0;24.4;61.8;71.0;36.1;74.8;44.9;39.4;33.6;26.3;33.5
229;Leeftijd: 55 tot 65 jaar;Ondergrens 95%-interval;2021;63.2;20.2;63.6;75.1;43.8;75.8;35.2;35.2;35.1;26.5;38.0
230;Leeftijd: 55 tot 65 jaar;Bovengrens 95%-interval;2012;60.0;28.7;50.9;66.5;32.0;67.5;35.2;41.6;35.0;36.2;34.2
231;Leeftijd: 55 tot 65 jaar;Bovengrens 95%-interval;2013;60.5;27.8;56.6;66.5;31.5;69.6;29.5;40.5;29.0;34.0;28.1
232;Leeftijd: 55 tot 65 jaar;Bovengrens 95%-interval;2014;59.3;27.5;56.4;64.7;33.9;69.8;32.1;39.6;29.6;29.5;29.6
233;Leeftijd: 55 tot 65 jaar;Bovengrens 95%-interval;2015;59.8;29.3;60.7;65.2;34.6;68.7;32.2;39.9;27.1;30.4;27.2
234;Leeftijd: 55 tot 65 jaar;Bovengrens 95%-interval;2016;62.2;29.6;60.5;71.0;34.6;71.6;34.4;40.2;28.6;26.6;31.3
235;Leeftijd: 55 tot 65 jaar;Bovengrens 95%-interval;2017;64.9;29.7;59.0;72.6;35.0;75.2;38.2;42.4;33.4;30.3;35.4
236;Leeftijd: 55 tot 65 jaar;Bovengrens 95%-interval;2018;65.3;27.3;59.8;72.2;42.4;74.0;37.9;44.5;35.9;33.1;36.3
237;Leeftijd: 55 tot 65 jaar;Bovengrens 95%-interval;2019;62.6;25.1;62.7;72.5;39.5;73.9;36.8;43.7;34.9;30.0;37.5
238;Leeftijd: 55 tot 65 jaar;Bovengrens 95%-interval;2020;65.4;29.8;67.2;76.0;41.5;79.6;50.7;45.2;39.0;31.7;38.9
239;Leeftijd: 55 tot 65 jaar;Bovengrens 95%-interval;2021;69.0;25.6;69.4;80.1;50.0;80.8;41.0;41.0;40.9;32.3;44.2
240;Leeftijd: 65 tot 75 jaar;Waarde;2012;50.1;31.2;50.2;53.5;27.1;65.4;30.9;39.3;36.4;33.1;30.7
241;Leeftijd: 65 tot 75 jaar;Waarde;2013;52.4;27.9;47.9;53.1;27.5;62.2;22.3;30.5;25.9;27.2;24.7
242;Leeftijd: 65 tot 75 jaar;Waarde;2014;52.2;28.2;51.5;50.3;29.4;63.0;27.9;35.0;25.8;31.0;28.4
243;Leeftijd: 65 tot 75 jaar;Waarde;2015;54.5;32.4;57.9;55.5;29.5;65.8;29.2;34.9;27.5;27.0;26.8
244;Leeftijd: 65 tot 75 jaar;Waarde;2016;52.0;30.8;54.4;58.6;31.6;65.8;31.1;35.2;25.6;22.7;26.3
245;Leeftijd: 65 tot 75 jaar;Waarde;2017;54.4;32.5;53.7;60.6;35.1;68.4;32.9;39.5;32.9;29.4;30.7
246;Leeftijd: 65 tot 75 jaar;Waarde;2018;54.5;26.2;50.5;60.5;36.2;69.6;32.6;38.0;31.9;26.5;31.8
247;Leeftijd: 65 tot 75 jaar;Waarde;2019;56.5;28.6;56.9;62.0;37.1;70.7;32.8;37.7;34.4;27.7;34.6
248;Leeftijd: 65 tot 75 jaar;Waarde;2020;56.1;26.8;58.5;65.7;42.0;72.6;41.6;36.4;36.1;27.9;33.7
249;Leeftijd: 65 tot 75 jaar;Waarde;2021;63.4;27.3;60.0;68.1;47.3;77.4;33.1;34.7;42.0;29.0;41.9
250;Leeftijd: 65 tot 75 jaar;Ondergrens 95%-interval;2012;46.8;28.0;46.7;50.2;24.1;62.3;27.8;36.0;33.2;29.8;27.6
251;Leeftijd: 65 tot 75 jaar;Ondergrens 95%-interval;2013;49.0;24.8;44.3;49.6;24.5;58.9;19.5;27.3;22.9;24.1;21.7
252;Leeftijd: 65 tot 75 jaar;Ondergrens 95%-interval;2014;49.0;25.2;48.1;47.0;26.4;59.9;24.9;31.8;23.0;27.9;25.4
253;Leeftijd: 65 tot 75 jaar;Ondergrens 95%-interval;2015;51.3;29.2;54.6;52.2;26.5;62.6;26.2;31.7;24.6;24.0;23.8
254;Leeftijd: 65 tot 75 jaar;Ondergrens 95%-interval;2016;48.8;27.7;51.0;55.2;28.5;62.6;28.0;32.0;22.7;19.8;23.3
255;Leeftijd: 65 tot 75 jaar;Ondergrens 95%-interval;2017;51.2;29.3;50.4;57.4;32.0;65.4;29.8;36.3;29.8;26.3;27.6
256;Leeftijd: 65 tot 75 jaar;Ondergrens 95%-interval;2018;51.4;23.3;47.2;57.4;33.1;66.7;29.6;34.8;28.9;23.6;28.8
257;Leeftijd: 65 tot 75 jaar;Ondergrens 95%-interval;2019;53.4;25.7;53.6;58.9;34.0;67.8;29.9;34.6;31.3;24.8;31.5
258;Leeftijd: 65 tot 75 jaar;Ondergrens 95%-interval;2020;53.0;23.9;55.2;62.6;38.9;69.9;38.5;33.3;33.0;25.0;30.6
259;Leeftijd: 65 tot 75 jaar;Ondergrens 95%-interval;2021;60.3;24.2;56.7;65.0;44.0;74.7;30.0;31.6;38.7;25.9;38.6
260;Leeftijd: 65 tot 75 jaar;Bovengrens 95%-interval;2012;53.4;34.3;53.6;56.9;30.1;68.6;34.1;42.6;39.6;36.4;33.9
261;Leeftijd: 65 tot 75 jaar;Bovengrens 95%-interval;2013;55.8;31.0;51.5;56.5;30.6;65.5;25.2;33.7;28.8;30.3;27.7
262;Leeftijd: 65 tot 75 jaar;Bovengrens 95%-interval;2014;55.5;31.2;54.9;53.7;32.4;66.2;30.8;38.1;28.7;34.1;31.4
263;Leeftijd: 65 tot 75 jaar;Bovengrens 95%-interval;2015;57.8;35.6;61.3;58.9;32.6;68.9;32.3;38.1;30.5;30.1;29.8
264;Leeftijd: 65 tot 75 jaar;Bovengrens 95%-interval;2016;55.3;34.0;57.8;61.9;34.7;68.9;34.2;38.4;28.6;25.5;29.3
265;Leeftijd: 65 tot 75 jaar;Bovengrens 95%-interval;2017;57.6;35.7;57.1;63.9;38.2;71.5;36.0;42.7;36.0;32.5;33.8
266;Leeftijd: 65 tot 75 jaar;Bovengrens 95%-interval;2018;57.7;29.0;53.7;63.7;39.3;72.6;35.6;41.1;34.8;29.4;34.8
267;Leeftijd: 65 tot 75 jaar;Bovengrens 95%-interval;2019;59.6;31.5;60.2;65.1;40.2;73.6;35.7;40.8;37.5;30.6;37.7
268;Leeftijd: 65 tot 75 jaar;Bovengrens 95%-interval;2020;59.2;29.7;61.8;68.8;45.1;75.3;44.7;39.5;39.2;30.8;36.8
269;Leeftijd: 65 tot 75 jaar;Bovengrens 95%-interval;2021;66.5;30.4;63.3;71.2;50.6;80.1;36.2;37.8;45.3;32.1;45.2
270;Leeftijd: 75 jaar of ouder;Waarde;2012;48.6;39.4;47.0;46.1;29.5;73.9;35.0;48.9;49.4;37.8;37.2
271;Leeftijd: 75 jaar of ouder;Waarde;2013;49.0;43.8;52.6;50.0;33.3;67.8;26.2;40.0;36.9;38.7;30.8
272;Leeftijd: 75 jaar of ouder;Waarde;2014;48.3;44.9;53.7;51.7;27.8;70.2;33.1;43.4;37.3;33.1;32.2
273;Leeftijd: 75 jaar of ouder;Waarde;2015;51.1;45.4;54.3;51.1;29.2;69.1;30.5;41.3;40.2;35.0;34.1
274;Leeftijd: 75 jaar of ouder;Waarde;2016;46.5;44.0;54.5;56.2;34.5;68.9;33.4;39.8;38.1;32.7;33.1
275;Leeftijd: 75 jaar of ouder;Waarde;2017;58.4;48.6;54.9;56.7;33.7;72.9;34.9;44.5;46.7;35.2;38.7
276;Leeftijd: 75 jaar of ouder;Waarde;2018;50.9;44.4;47.6;56.2;36.0;73.2;38.2;44.3;45.3;40.1;39.9
277;Leeftijd: 75 jaar of ouder;Waarde;2019;51.6;36.5;54.0;54.7;35.8;75.9;33.5;40.8;41.9;31.1;36.7
278;Leeftijd: 75 jaar of ouder;Waarde;2020;52.6;43.6;60.5;63.4;39.2;78.0;46.2;44.6;46.0;33.9;38.6
279;Leeftijd: 75 jaar of ouder;Waarde;2021;55.4;38.1;60.4;70.2;42.0;80.0;34.6;34.5;47.1;34.8;46.6
280;Leeftijd: 75 jaar of ouder;Ondergrens 95%-interval;2012;44.6;35.4;42.7;42.0;25.8;70.3;31.1;44.8;45.4;33.6;33.1
281;Leeftijd: 75 jaar of ouder;Ondergrens 95%-interval;2013;45.0;39.7;48.4;45.8;29.4;64.0;22.5;36.0;33.0;34.4;26.8
282;Leeftijd: 75 jaar of ouder;Ondergrens 95%-interval;2014;44.4;40.9;49.5;47.6;24.2;66.6;29.3;39.3;33.5;29.1;28.3
283;Leeftijd: 75 jaar of ouder;Ondergrens 95%-interval;2015;47.2;41.3;50.2;47.0;25.5;65.4;26.8;37.2;36.2;30.9;30.1
284;Leeftijd: 75 jaar of ouder;Ondergrens 95%-interval;2016;42.5;39.9;50.4;52.0;30.6;65.2;29.4;35.7;34.2;28.6;29.1
285;Leeftijd: 75 jaar of ouder;Ondergrens 95%-interval;2017;54.6;44.6;50.8;52.6;29.9;69.4;31.0;40.5;42.8;31.2;34.7
286;Leeftijd: 75 jaar of ouder;Ondergrens 95%-interval;2018;47.2;40.4;43.6;52.3;32.3;69.8;34.4;40.4;41.4;36.1;35.9
287;Leeftijd: 75 jaar of ouder;Ondergrens 95%-interval;2019;47.9;32.8;50.1;50.8;32.1;72.6;29.8;36.9;38.0;27.4;32.8
288;Leeftijd: 75 jaar of ouder;Ondergrens 95%-interval;2020;48.9;39.9;56.6;59.7;35.5;74.9;42.5;40.7;42.1;30.2;34.9
289;Leeftijd: 75 jaar of ouder;Ondergrens 95%-interval;2021;51.5;34.2;56.3;66.5;38.1;76.9;30.7;30.6;43.0;30.7;42.5
290;Leeftijd: 75 jaar of ouder;Bovengrens 95%-interval;2012;52.6;43.5;51.2;50.3;33.2;77.4;39.0;53.0;53.4;42.0;41.3
291;Leeftijd: 75 jaar of ouder;Bovengrens 95%-interval;2013;53.0;47.9;56.7;54.1;37.2;71.6;29.8;44.1;40.8;42.9;34.7
292;Leeftijd: 75 jaar of ouder;Bovengrens 95%-interval;2014;52.2;48.9;58.0;55.9;31.5;73.9;37.0;47.4;41.2;37.1;36.1
293;Leeftijd: 75 jaar of ouder;Bovengrens 95%-interval;2015;55.1;49.4;58.5;55.3;32.9;72.8;34.3;45.3;44.1;39.1;38.1
294;Leeftijd: 75 jaar of ouder;Bovengrens 95%-interval;2016;50.4;48.1;58.7;60.4;38.4;72.7;37.3;43.8;42.1;36.7;37.1
295;Leeftijd: 75 jaar of ouder;Bovengrens 95%-interval;2017;62.2;52.6;59.0;60.7;37.5;76.4;38.7;48.6;50.7;39.2;42.7
296;Leeftijd: 75 jaar of ouder;Bovengrens 95%-interval;2018;54.7;48.3;51.6;60.1;39.7;76.6;42.1;48.3;49.1;44.1;43.8
297;Leeftijd: 75 jaar of ouder;Bovengrens 95%-interval;2019;55.3;40.2;57.9;58.6;39.5;79.2;37.2;44.7;45.8;34.8;40.6
298;Leeftijd: 75 jaar of ouder;Bovengrens 95%-interval;2020;56.3;47.3;64.4;67.1;42.9;81.1;49.9;48.5;49.9;37.6;42.3
299;Leeftijd: 75 jaar of ouder;Bovengrens 95%-interval;2021;59.3;42.0;64.5;73.9;45.9;83.1;38.5;38.4;51.2;38.9;50.7
300;Migratieachtergrond: Nederland;Waarde;2012;61.3;29.9;59.4;69.0;30.1;68.7;35.6;43.2;40.5;44.7;37.8
301;Migratieachtergrond: Nederland;Waarde;2013;61.1;27.5;62.4;69.2;31.5;68.9;30.2;39.4;33.5;40.5;32.9
302;Migratieachtergrond: Nederland;Waarde;2014;59.8;28.0;62.7;67.6;30.9;68.6;33.9;40.0;34.7;39.3;34.5
303;Migratieachtergrond: Nederland;Waarde;2015;62.0;28.9;65.6;69.4;30.3;70.0;33.8;40.9;33.4;38.8;34.1
304;Migratieachtergrond: Nederland;Waarde;2016;62.1;29.7;65.3;71.5;31.2;71.5;36.1;41.3;34.0;36.6;34.9
305;Migratieachtergrond: Nederland;Waarde;2017;65.5;30.0;65.3;72.9;32.0;75.7;41.3;44.9;38.8;38.6;42.0
306;Migratieachtergrond: Nederland;Waarde;2018;64.4;28.6;63.9;72.8;35.9;76.0;41.9;45.5;41.2;39.3;44.0
307;Migratieachtergrond: Nederland;Waarde;2019;64.7;27.1;67.2;73.9;36.3;76.7;39.6;44.8;40.2;36.3;44.3
308;Migratieachtergrond: Nederland;Waarde;2020;65.6;29.8;72.5;77.6;39.9;79.5;52.9;48.1;45.3;38.4;46.8
309;Migratieachtergrond: Nederland;Waarde;2021;69.2;27.7;72.1;79.5;47.0;81.4;42.3;45.4;48.0;38.6;52.1
310;Migratieachtergrond: Nederland;Ondergrens 95%-interval;2012;60.1;28.7;58.1;67.8;28.9;67.5;34.4;41.9;39.3;43.4;36.5
311;Migratieachtergrond: Nederland;Ondergrens 95%-interval;2013;59.8;26.3;61.1;67.9;30.3;67.7;29.0;38.1;32.3;39.1;31.6
312;Migratieachtergrond: Nederland;Ondergrens 95%-interval;2014;58.5;26.8;61.4;66.4;29.7;67.4;32.6;38.7;33.5;38.0;33.3
313;Migratieachtergrond: Nederland;Ondergrens 95%-interval;2015;60.8;27.7;64.3;68.2;29.1;68.9;32.5;39.6;32.2;37.5;32.9
314;Migratieachtergrond: Nederland;Ondergrens 95%-interval;2016;60.9;28.5;64.0;70.3;29.9;70.3;34.9;39.9;32.8;35.3;33.6
315;Migratieachtergrond: Nederland;Ondergrens 95%-interval;2017;64.3;28.7;64.0;71.8;30.8;74.6;39.9;43.5;37.5;37.3;40.6
316;Migratieachtergrond: Nederland;Ondergrens 95%-interval;2018;63.2;27.4;62.7;71.7;34.6;74.9;40.6;44.2;40.0;38.0;42.7
317;Migratieachtergrond: Nederland;Ondergrens 95%-interval;2019;63.5;25.9;66.0;72.7;34.9;75.5;38.2;43.4;38.8;34.9;42.9
318;Migratieachtergrond: Nederland;Ondergrens 95%-interval;2020;64.4;28.6;71.3;76.4;38.5;78.5;51.5;46.7;43.9;37.0;45.4
319;Migratieachtergrond: Nederland;Ondergrens 95%-interval;2021;67.8;26.3;70.7;78.3;45.6;80.2;40.9;44.0;46.6;37.2;50.7
320;Migratieachtergrond: Nederland;Bovengrens 95%-interval;2012;62.5;31.1;60.7;70.1;31.3;69.9;36.8;44.4;41.8;46.0;39.0
321;Migratieachtergrond: Nederland;Bovengrens 95%-interval;2013;62.4;28.7;63.7;70.4;32.7;70.1;31.4;40.7;34.8;41.8;34.1
322;Migratieachtergrond: Nederland;Bovengrens 95%-interval;2014;61.0;29.2;64.0;68.8;32.1;69.8;35.1;41.3;36.0;40.6;35.8
323;Migratieachtergrond: Nederland;Bovengrens 95%-interval;2015;63.3;30.2;66.8;70.6;31.5;71.2;35.0;42.2;34.6;40.1;35.4
324;Migratieachtergrond: Nederland;Bovengrens 95%-interval;2016;63.4;31.0;66.6;72.7;32.4;72.7;37.4;42.6;35.3;37.9;36.1
325;Migratieachtergrond: Nederland;Bovengrens 95%-interval;2017;66.8;31.2;66.6;74.1;33.3;76.9;42.6;46.2;40.1;40.0;43.3
326;Migratieachtergrond: Nederland;Bovengrens 95%-interval;2018;65.7;29.8;65.2;74.0;37.1;77.1;43.2;46.8;42.5;40.6;45.3
327;Migratieachtergrond: Nederland;Bovengrens 95%-interval;2019;65.9;28.3;68.4;75.1;37.7;77.9;41.0;46.2;41.6;37.7;45.7
328;Migratieachtergrond: Nederland;Bovengrens 95%-interval;2020;66.8;31.0;73.7;78.8;41.3;80.5;54.3;49.5;46.7;39.8;48.2
329;Migratieachtergrond: Nederland;Bovengrens 95%-interval;2021;70.6;29.1;73.5;80.7;48.4;82.6;43.7;46.8;49.4;40.0;53.5
330;Migratieachtergrond: westers;Waarde;2012;54.7;25.5;55.3;65.9;35.9;64.8;35.4;41.9;39.8;43.7;42.8
331;Migratieachtergrond: westers;Waarde;2013;55.2;24.1;55.3;68.6;31.6;63.7;34.3;42.4;29.9;35.4;39.1
332;Migratieachtergrond: westers;Waarde;2014;56.3;24.9;59.0;67.7;33.4;70.6;34.5;45.4;35.7;37.3;39.7
333;Migratieachtergrond: westers;Waarde;2015;57.8;26.9;60.2;69.0;31.9;67.6;34.9;43.5;35.1;34.7;41.6
334;Migratieachtergrond: westers;Waarde;2016;59.4;24.5;63.8;70.9;32.4;69.0;37.9;44.0;35.3;35.2;36.8
335;Migratieachtergrond: westers;Waarde;2017;56.1;24.7;61.7;72.0;33.2;73.3;37.2;44.6;37.9;37.6;45.5
336;Migratieachtergrond: westers;Waarde;2018;58.8;25.4;59.0;69.3;37.7;73.8;41.2;47.4;38.8;35.1;46.0
337;Migratieachtergrond: westers;Waarde;2019;57.1;24.5;64.6;71.9;39.7;72.9;40.5;47.3;38.7;36.3;48.2
338;Migratieachtergrond: westers;Waarde;2020;57.1;23.9;66.3;73.5;35.9;73.6;48.6;47.7;42.0;34.7;46.9
339;Migratieachtergrond: westers;Waarde;2021;63.0;25.7;67.1;77.9;45.8;75.9;40.3;42.6;42.4;31.3;55.8
340;Migratieachtergrond: westers;Ondergrens 95%-interval;2012;51.1;22.2;51.5;62.4;32.4;61.3;31.9;38.2;36.2;40.0;39.1
341;Migratieachtergrond: westers;Ondergrens 95%-interval;2013;51.5;20.9;51.5;65.0;28.0;60.1;30.7;38.7;26.4;31.7;35.3
342;Migratieachtergrond: westers;Ondergrens 95%-interval;2014;52.6;21.6;55.2;64.1;29.9;67.2;30.9;41.6;32.1;33.6;36.1
343;Migratieachtergrond: westers;Ondergrens 95%-interval;2015;54.1;23.5;56.4;65.5;28.4;64.1;31.2;39.8;31.6;31.0;37.9
344;Migratieachtergrond: westers;Ondergrens 95%-interval;2016;55.7;21.1;60.1;67.5;28.9;65.6;34.2;40.3;31.7;31.5;33.2
345;Migratieachtergrond: westers;Ondergrens 95%-interval;2017;52.5;21.4;58.0;68.6;29.8;70.1;33.6;40.9;34.3;33.9;41.8
346;Migratieachtergrond: westers;Ondergrens 95%-interval;2018;55.3;22.2;55.4;65.9;34.2;70.6;37.7;43.8;35.3;31.6;42.4
347;Migratieachtergrond: westers;Ondergrens 95%-interval;2019;53.6;21.4;61.1;68.6;36.2;69.8;37.0;43.6;35.2;32.8;44.5
348;Migratieachtergrond: westers;Ondergrens 95%-interval;2020;53.6;20.8;62.8;70.2;32.4;70.5;44.9;44.0;38.5;31.2;43.2
349;Migratieachtergrond: westers;Ondergrens 95%-interval;2021;59.3;22.2;63.4;74.8;42.1;72.8;36.6;38.9;38.7;27.8;52.1
350;Migratieachtergrond: westers;Bovengrens 95%-interval;2012;58.2;28.8;59.1;69.5;39.5;68.3;39.0;45.5;43.3;47.4;46.4
351;Migratieachtergrond: westers;Bovengrens 95%-interval;2013;59.0;27.4;59.2;72.2;35.1;67.3;37.9;46.2;33.3;39.2;42.8
352;Migratieachtergrond: westers;Bovengrens 95%-interval;2014;60.0;28.2;62.8;71.2;36.9;73.9;38.1;49.1;39.2;41.0;43.4
353;Migratieachtergrond: westers;Bovengrens 95%-interval;2015;61.4;30.3;63.9;72.5;35.4;71.1;38.5;47.3;38.7;38.4;45.4
354;Migratieachtergrond: westers;Bovengrens 95%-interval;2016;63.0;27.8;67.5;74.3;36.0;72.4;41.5;47.8;38.8;38.8;40.4
355;Migratieachtergrond: westers;Bovengrens 95%-interval;2017;59.7;28.0;65.4;75.3;36.7;76.5;40.8;48.3;41.5;41.2;49.2
356;Migratieachtergrond: westers;Bovengrens 95%-interval;2018;62.3;28.6;62.6;72.6;41.2;76.9;44.8;51.0;42.3;38.6;49.6
357;Migratieachtergrond: westers;Bovengrens 95%-interval;2019;60.6;27.6;68.1;75.2;43.2;76.0;44.0;51.0;42.2;39.8;51.9
358;Migratieachtergrond: westers;Bovengrens 95%-interval;2020;60.6;27.0;69.8;76.8;39.4;76.7;52.3;51.4;45.5;38.2;50.6
359;Migratieachtergrond: westers;Bovengrens 95%-interval;2021;66.7;29.2;70.8;81.0;49.5;79.0;44.0;46.3;46.1;34.8;59.5
360;Migratieachtergrond: niet-westers;Waarde;2012;37.8;45.2;62.2;70.4;32.3;62.7;42.4;56.1;51.4;51.3;46.6
361;Migratieachtergrond: niet-westers;Waarde;2013;38.9;43.2;62.5;68.4;34.1;60.5;38.8;50.9;44.7;43.6;40.8
362;Migratieachtergrond: niet-westers;Waarde;2014;45.3;44.9;60.9;71.1;32.1;60.5;40.2;53.4;51.5;48.8;47.3
363;Migratieachtergrond: niet-westers;Waarde;2015;43.4;44.8;62.7;66.2;28.3;60.4;39.3;52.0;50.6;45.9;43.7
364;Migratieachtergrond: niet-westers;Waarde;2016;43.8;41.4;63.4;72.1;30.3;62.5;41.2;51.4;53.7;45.6;44.2
365;Migratieachtergrond: niet-westers;Waarde;2017;43.9;47.4;63.9;73.2;29.4;67.2;40.5;51.1;50.1;46.4;49.5
366;Migratieachtergrond: niet-westers;Waarde;2018;45.6;39.9;64.4;74.2;35.7;67.9;44.1;53.9;57.5;46.7;53.1
367;Migratieachtergrond: niet-westers;Waarde;2019;47.2;39.8;66.4;73.2;31.3;67.7;42.4;55.6;52.7;46.5;52.6
368;Migratieachtergrond: niet-westers;Waarde;2020;51.5;45.0;72.3;78.9;38.9;73.2;59.4;61.7;58.7;47.8;58.2
369;Migratieachtergrond: niet-westers;Waarde;2021;51.2;43.5;75.6;78.4;39.0;69.4;44.4;54.5;58.8;50.3;59.3
370;Migratieachtergrond: niet-westers;Ondergrens 95%-interval;2012;34.4;41.5;58.7;67.2;29.0;59.3;38.8;52.5;47.9;47.7;43.0
371;Migratieachtergrond: niet-westers;Ondergrens 95%-interval;2013;35.3;39.3;58.7;64.9;30.6;57.0;35.2;47.1;41.1;39.9;37.1
372;Migratieachtergrond: niet-westers;Ondergrens 95%-interval;2014;41.7;41.1;57.3;67.8;28.7;57.1;36.6;49.7;47.9;45.1;43.7
373;Migratieachtergrond: niet-westers;Ondergrens 95%-interval;2015;39.9;40.9;59.1;62.7;25.0;56.9;35.7;48.2;47.0;42.2;40.0
374;Migratieachtergrond: niet-westers;Ondergrens 95%-interval;2016;40.3;37.5;59.7;68.8;26.9;59.1;37.6;47.7;50.1;41.9;40.5
375;Migratieachtergrond: niet-westers;Ondergrens 95%-interval;2017;40.4;43.6;60.3;69.9;26.1;63.9;37.0;47.4;46.5;42.7;45.8
376;Migratieachtergrond: niet-westers;Ondergrens 95%-interval;2018;42.2;36.3;61.0;71.1;32.4;64.7;40.6;50.4;54.1;43.2;49.6
377;Migratieachtergrond: niet-westers;Ondergrens 95%-interval;2019;43.9;36.3;63.1;70.1;28.2;64.6;38.9;52.1;49.2;43.0;49.1
378;Migratieachtergrond: niet-westers;Ondergrens 95%-interval;2020;48.2;41.5;69.2;76.2;35.6;70.3;56.1;58.4;55.4;44.3;54.9
