ID;Persoonskenmerken;Cijfersoort;Perioden;VertrouwenInAndereMensen_1;Kerken_2;Leger_3;Rechters_4;Pers_5;Politie_6;TweedeKamer_7;Ambtenaren_8;Banken_9;GroteBedrijven_10;EuropeseUnie_11
553;Positie in hh: alleenstaande;Ondergrens 95%-interval;2015;54.7;28.4;56.7;63.3;28.7;65.8;30.9;41.8;32.4;31.7;34.3
554;Positie in hh: alleenstaande;Ondergrens 95%-interval;2016;54.6;28.7;57.9;66.6;31.5;68.1;33.6;40.4;33.5;29.4;33.1
555;Positie in hh: alleenstaande;Ondergrens 95%-interval;2017;57.2;27.1;58.7;67.1;31.7;70.4;35.6;42.4;37.0;32.6;37.4
556;Positie in hh: alleenstaande;Ondergrens 95%-interval;2018;55.1;27.6;56.6;68.3;35.1;72.4;37.9;41.7;40.9;33.3;41.3
557;Positie in hh: alleenstaande;Ondergrens 95%-interval;2019;55.5;25.1;61.0;69.0;34.4;72.4;36.1;45.5;36.3;30.7;41.7
558;Positie in hh: alleenstaande;Ondergrens 95%-interval;2020;56.4;27.7;64.3;69.1;37.4;72.6;45.9;42.9;39.3;31.6;40.4
559;Positie in hh: alleenstaande;Ondergrens 95%-interval;2021;60.2;25.5;64.0;73.4;44.1;75.7;35.0;41.8;43.6;33.3;50.5
560;Positie in hh: alleenstaande;Bovengrens 95%-interval;2012;57.8;32.0;57.8;66.7;34.2;68.7;37.0;47.9;44.2;43.1;39.2
561;Positie in hh: alleenstaande;Bovengrens 95%-interval;2013;60.0;31.2;59.6;67.6;36.3;68.8;32.3;41.3;36.8;37.8;35.9
562;Positie in hh: alleenstaande;Bovengrens 95%-interval;2014;58.7;31.0;60.8;67.4;35.5;68.9;34.5;43.0;39.1;38.7;35.6
563;Positie in hh: alleenstaande;Bovengrens 95%-interval;2015;59.6;33.2;61.8;68.2;33.5;70.5;35.8;46.9;37.2;36.6;39.3
564;Positie in hh: alleenstaande;Bovengrens 95%-interval;2016;59.7;33.6;63.0;71.4;36.4;72.7;38.6;45.6;38.4;34.4;38.1
565;Positie in hh: alleenstaande;Bovengrens 95%-interval;2017;62.2;31.9;63.8;71.9;36.6;74.9;40.6;47.5;41.9;37.6;42.5
566;Positie in hh: alleenstaande;Bovengrens 95%-interval;2018;60.0;32.3;61.7;72.9;40.0;76.7;42.8;46.8;45.8;38.2;46.4
567;Positie in hh: alleenstaande;Bovengrens 95%-interval;2019;60.5;29.9;66.0;73.8;39.2;76.8;41.1;50.5;41.1;35.5;46.7
568;Positie in hh: alleenstaande;Bovengrens 95%-interval;2020;61.2;32.5;69.1;73.9;42.4;77.0;50.9;47.9;44.3;36.4;45.4
569;Positie in hh: alleenstaande;Bovengrens 95%-interval;2021;65.2;30.5;69.0;78.2;49.5;80.1;40.0;47.2;49.0;38.3;55.9
570;Positie in hh: eenouder;Waarde;2012;50.5;24.3;56.3;66.0;33.2;59.3;36.9;40.3;39.3;44.7;37.5
571;Positie in hh: eenouder;Waarde;2013;45.8;29.3;61.7;64.4;29.4;65.6;29.4;35.5;40.7;35.1;27.7
572;Positie in hh: eenouder;Waarde;2014;48.1;32.3;59.7;71.2;35.7;64.7;32.1;39.0;43.3;38.9;32.8
573;Positie in hh: eenouder;Waarde;2015;49.9;29.5;62.5;66.2;30.4;66.4;24.0;39.9;42.0;36.8;28.2
574;Positie in hh: eenouder;Waarde;2016;54.9;23.8;66.8;64.7;34.3;64.1;33.4;39.5;38.0;31.5;34.8
575;Positie in hh: eenouder;Waarde;2017;50.3;27.8;62.0;66.8;29.2;66.2;33.7;44.6;41.0;30.5;33.8
576;Positie in hh: eenouder;Waarde;2018;53.5;24.7;62.1;66.3;34.7;70.6;35.1;45.0;35.2;34.3;37.0
577;Positie in hh: eenouder;Waarde;2019;51.9;27.1;70.2;70.4;34.6;65.3;33.8;40.1;48.3;36.1;41.7
578;Positie in hh: eenouder;Waarde;2020;57.4;26.6;72.9;77.4;37.2;76.3;52.9;54.3;51.0;38.9;47.8
579;Positie in hh: eenouder;Waarde;2021;57.9;25.9;63.3;73.2;42.4;71.2;32.3;39.2;41.5;34.9;40.2
580;Positie in hh: eenouder;Ondergrens 95%-interval;2012;45.4;19.7;51.0;61.1;28.3;54.3;31.8;35.2;34.3;39.4;32.4
581;Positie in hh: eenouder;Ondergrens 95%-interval;2013;39.7;23.5;55.4;58.4;23.6;59.8;23.6;29.4;34.6;28.8;21.8
582;Positie in hh: eenouder;Ondergrens 95%-interval;2014;42.2;26.6;53.6;65.6;29.9;59.0;26.3;32.9;37.3;32.8;27.0
583;Positie in hh: eenouder;Ondergrens 95%-interval;2015;43.9;23.7;56.4;60.4;24.8;60.6;18.8;33.8;36.0;30.8;22.5
584;Positie in hh: eenouder;Ondergrens 95%-interval;2016;48.9;18.5;60.9;58.8;28.5;58.3;27.6;33.5;32.1;25.7;29.0
585;Positie in hh: eenouder;Ondergrens 95%-interval;2017;44.5;22.2;56.0;61.1;23.7;60.6;28.0;38.6;35.1;24.9;28.1
586;Positie in hh: eenouder;Ondergrens 95%-interval;2018;47.4;19.2;55.9;60.5;28.9;65.1;29.2;38.9;29.3;28.3;31.0
587;Positie in hh: eenouder;Ondergrens 95%-interval;2019;45.6;21.4;64.3;64.7;28.5;59.4;27.7;33.8;42.0;30.0;35.2
588;Positie in hh: eenouder;Ondergrens 95%-interval;2020;51.5;21.1;67.2;72.1;31.1;71.0;46.6;48.0;44.7;32.8;41.5
589;Positie in hh: eenouder;Ondergrens 95%-interval;2021;51.0;19.8;56.6;67.1;35.5;65.1;25.8;32.5;34.6;28.2;33.3
590;Positie in hh: eenouder;Bovengrens 95%-interval;2012;55.5;29.0;61.5;70.9;38.2;64.3;41.9;45.4;44.4;49.9;42.6
591;Positie in hh: eenouder;Bovengrens 95%-interval;2013;52.0;35.2;68.0;70.4;35.2;71.5;35.1;41.5;46.8;41.4;33.5
592;Positie in hh: eenouder;Bovengrens 95%-interval;2014;53.9;38.0;65.9;76.8;41.5;70.4;37.9;45.1;49.4;44.9;38.7
593;Positie in hh: eenouder;Bovengrens 95%-interval;2015;56.0;35.2;68.6;72.0;36.0;72.1;29.3;46.0;48.0;42.8;33.8
594;Positie in hh: eenouder;Bovengrens 95%-interval;2016;60.9;29.2;72.8;70.5;40.1;69.8;39.2;45.5;43.9;37.3;40.7
595;Positie in hh: eenouder;Bovengrens 95%-interval;2017;56.2;33.4;68.0;72.4;34.6;71.7;39.4;50.6;46.8;36.1;39.6
596;Positie in hh: eenouder;Bovengrens 95%-interval;2018;59.7;30.1;68.2;72.1;40.6;76.1;41.0;51.2;41.1;40.2;43.0
597;Positie in hh: eenouder;Bovengrens 95%-interval;2019;58.2;32.8;76.1;76.1;40.7;71.2;39.9;46.4;54.6;42.2;48.2
598;Positie in hh: eenouder;Bovengrens 95%-interval;2020;63.3;32.1;78.6;82.7;43.3;81.6;59.2;60.6;57.3;45.0;54.1
599;Positie in hh: eenouder;Bovengrens 95%-interval;2021;64.8;32.0;70.0;79.3;49.3;77.3;38.8;45.9;48.4;41.6;47.1
600;Positie in hh: lid van ouderpaar;Waarde;2012;62.3;32.1;64.1;75.4;31.8;68.8;37.1;43.7;40.4;47.9;39.0
601;Positie in hh: lid van ouderpaar;Waarde;2013;62.1;28.7;64.5;73.7;33.1;69.7;34.1;43.0;33.2;42.4;33.4
602;Positie in hh: lid van ouderpaar;Waarde;2014;61.7;30.3;63.9;73.0;32.2;71.4;36.1;43.1;35.6;42.3;36.2
603;Positie in hh: lid van ouderpaar;Waarde;2015;63.6;30.5;68.5;74.1;31.4;70.9;36.9;43.4;34.5;42.0;35.8
604;Positie in hh: lid van ouderpaar;Waarde;2016;65.9;32.0;68.3;76.6;32.5;71.7;38.7;44.2;34.4;40.7;34.3
605;Positie in hh: lid van ouderpaar;Waarde;2017;66.3;32.8;70.5;77.6;33.5;77.8;43.7;45.9;37.9;41.6;44.0
606;Positie in hh: lid van ouderpaar;Waarde;2018;66.3;30.4;66.4;76.5;36.5;76.6;44.2;47.2;40.2;40.0;42.9
607;Positie in hh: lid van ouderpaar;Waarde;2019;67.8;27.3;71.7;77.8;36.7;77.1;42.5;47.2;41.0;38.5;44.3
608;Positie in hh: lid van ouderpaar;Waarde;2020;68.4;31.6;74.4;81.9;40.4;81.0;54.9;52.2;44.3;40.9;47.6
609;Positie in hh: lid van ouderpaar;Waarde;2021;70.7;30.7;77.5;83.3;45.5;82.6;46.3;48.8;47.9;43.0;51.3
610;Positie in hh: lid van ouderpaar;Ondergrens 95%-interval;2012;60.4;30.2;62.2;73.8;30.0;67.0;35.2;41.8;38.5;45.9;37.0
611;Positie in hh: lid van ouderpaar;Ondergrens 95%-interval;2013;60.0;26.6;62.4;71.7;31.0;67.7;32.0;40.8;31.2;40.1;31.3
612;Positie in hh: lid van ouderpaar;Ondergrens 95%-interval;2014;59.6;28.3;61.7;71.0;30.2;69.5;34.0;41.0;33.5;40.2;34.1
613;Positie in hh: lid van ouderpaar;Ondergrens 95%-interval;2015;61.5;28.4;66.5;72.2;29.3;69.0;34.7;41.2;32.4;39.8;33.6
614;Positie in hh: lid van ouderpaar;Ondergrens 95%-interval;2016;63.8;29.9;66.2;74.6;30.4;69.7;36.5;41.9;32.3;38.4;32.1
615;Positie in hh: lid van ouderpaar;Ondergrens 95%-interval;2017;64.2;30.6;68.4;75.7;31.4;76.0;41.5;43.7;35.8;39.4;41.8
616;Positie in hh: lid van ouderpaar;Ondergrens 95%-interval;2018;64.2;28.3;64.3;74.6;34.3;74.8;42.0;45.0;38.0;37.8;40.7
617;Positie in hh: lid van ouderpaar;Ondergrens 95%-interval;2019;65.8;25.1;69.7;76.0;34.5;75.3;40.3;45.0;38.8;36.3;42.1
618;Positie in hh: lid van ouderpaar;Ondergrens 95%-interval;2020;66.4;29.4;72.4;80.1;38.2;79.2;52.7;50.0;42.1;38.7;45.4
619;Positie in hh: lid van ouderpaar;Ondergrens 95%-interval;2021;68.5;28.3;75.5;81.5;43.1;80.8;43.9;46.4;45.5;40.6;48.9
620;Positie in hh: lid van ouderpaar;Bovengrens 95%-interval;2012;64.2;33.9;66.0;77.1;33.6;70.6;39.0;45.7;42.3;49.9;40.9
621;Positie in hh: lid van ouderpaar;Bovengrens 95%-interval;2013;64.2;30.7;66.7;75.6;35.2;71.7;36.2;45.2;35.3;44.6;35.5
622;Positie in hh: lid van ouderpaar;Bovengrens 95%-interval;2014;63.8;32.4;66.0;74.9;34.2;73.4;38.3;45.3;37.7;44.5;38.3
623;Positie in hh: lid van ouderpaar;Bovengrens 95%-interval;2015;65.7;32.6;70.6;76.1;33.4;72.9;39.0;45.6;36.6;44.2;37.9
624;Positie in hh: lid van ouderpaar;Bovengrens 95%-interval;2016;68.0;34.2;70.4;78.5;34.6;73.7;40.9;46.4;36.5;42.9;36.4
625;Positie in hh: lid van ouderpaar;Bovengrens 95%-interval;2017;68.3;35.0;72.5;79.4;35.6;79.6;45.9;48.1;40.1;43.8;46.3
626;Positie in hh: lid van ouderpaar;Bovengrens 95%-interval;2018;68.3;32.5;68.5;78.4;38.6;78.5;46.4;49.4;42.3;42.2;45.1
627;Positie in hh: lid van ouderpaar;Bovengrens 95%-interval;2019;69.8;29.5;73.7;79.6;38.9;78.9;44.7;49.4;43.2;40.7;46.5
628;Positie in hh: lid van ouderpaar;Bovengrens 95%-interval;2020;70.4;33.8;76.4;83.7;42.6;82.8;57.1;54.4;46.5;43.1;49.8
629;Positie in hh: lid van ouderpaar;Bovengrens 95%-interval;2021;72.9;33.1;79.5;85.1;47.9;84.4;48.7;51.2;50.3;45.4;53.7
630;Positie in hh: lid paar geen ouder;Waarde;2012;57.1;28.6;53.2;62.2;28.1;67.6;33.5;39.8;36.8;38.4;35.6
631;Positie in hh: lid paar geen ouder;Waarde;2013;56.2;26.7;56.8;65.1;30.0;66.9;27.3;36.7;29.0;35.2;30.0
632;Positie in hh: lid paar geen ouder;Waarde;2014;56.6;26.9;57.9;61.5;29.9;66.4;32.0;37.9;28.9;31.9;31.7
633;Positie in hh: lid paar geen ouder;Waarde;2015;58.7;29.3;61.6;63.4;30.0;67.5;31.0;37.1;28.9;32.0;28.9
634;Positie in hh: lid paar geen ouder;Waarde;2016;57.7;28.7;59.5;66.0;29.3;68.1;31.9;37.2;29.4;30.0;30.1
635;Positie in hh: lid paar geen ouder;Waarde;2017;61.9;30.6;58.5;68.4;31.4;72.9;36.2;42.1;35.3;33.9;37.3
636;Positie in hh: lid paar geen ouder;Waarde;2018;61.7;26.7;58.2;68.1;36.0;73.0;37.1;43.1;36.7;34.4;39.5
637;Positie in hh: lid paar geen ouder;Waarde;2019;61.9;26.1;59.9;68.6;37.4;74.1;34.8;40.3;34.6;31.5;39.2
638;Positie in hh: lid paar geen ouder;Waarde;2020;62.6;29.5;67.7;73.5;38.8;77.6;48.8;44.4;41.9;33.7;41.1
639;Positie in hh: lid paar geen ouder;Waarde;2021;66.9;26.0;66.5;76.2;47.8;78.5;38.8;39.4;42.6;32.6;48.3
640;Positie in hh: lid paar geen ouder;Ondergrens 95%-interval;2012;55.1;26.8;51.1;60.3;26.3;65.7;31.5;37.8;34.8;36.4;33.6
641;Positie in hh: lid paar geen ouder;Ondergrens 95%-interval;2013;54.2;24.8;54.7;63.1;28.1;65.0;25.5;34.7;27.2;33.2;28.1
642;Positie in hh: lid paar geen ouder;Ondergrens 95%-interval;2014;54.6;25.0;55.8;59.5;28.0;64.5;30.1;35.9;27.0;29.9;29.8
643;Positie in hh: lid paar geen ouder;Ondergrens 95%-interval;2015;56.7;27.4;59.6;61.4;28.1;65.6;29.1;35.1;27.0;30.1;27.0
644;Positie in hh: lid paar geen ouder;Ondergrens 95%-interval;2016;55.7;26.8;57.4;64.0;27.4;66.1;30.0;35.2;27.5;28.0;28.1
645;Positie in hh: lid paar geen ouder;Ondergrens 95%-interval;2017;59.9;28.6;56.4;66.5;29.4;71.0;34.2;40.0;33.3;31.8;35.2
646;Positie in hh: lid paar geen ouder;Ondergrens 95%-interval;2018;59.7;24.9;56.2;66.2;34.0;71.2;35.1;41.1;34.7;32.4;37.5
647;Positie in hh: lid paar geen ouder;Ondergrens 95%-interval;2019;59.9;24.1;57.7;66.6;35.4;72.3;32.8;38.1;32.6;29.5;37.2
648;Positie in hh: lid paar geen ouder;Ondergrens 95%-interval;2020;60.6;27.5;65.7;71.7;36.8;75.8;46.6;42.2;39.7;31.7;38.9
649;Positie in hh: lid paar geen ouder;Ondergrens 95%-interval;2021;64.9;24.0;64.3;74.2;45.6;76.7;36.6;37.2;40.4;30.4;46.1
650;Positie in hh: lid paar geen ouder;Bovengrens 95%-interval;2012;59.0;30.5;55.3;64.2;30.0;69.4;35.4;41.8;38.7;40.5;37.6
651;Positie in hh: lid paar geen ouder;Bovengrens 95%-interval;2013;58.2;28.5;58.9;67.1;31.8;68.9;29.2;38.7;30.9;37.2;31.9
652;Positie in hh: lid paar geen ouder;Bovengrens 95%-interval;2014;58.7;28.8;60.0;63.5;31.8;68.4;33.9;39.9;30.7;33.9;33.6
653;Positie in hh: lid paar geen ouder;Bovengrens 95%-interval;2015;60.7;31.2;63.6;65.4;31.8;69.4;32.9;39.1;30.8;34.0;30.8
654;Positie in hh: lid paar geen ouder;Bovengrens 95%-interval;2016;59.8;30.7;61.6;68.0;31.2;70.0;33.9;39.3;31.3;31.9;32.0
655;Positie in hh: lid paar geen ouder;Bovengrens 95%-interval;2017;63.9;32.6;60.6;70.4;33.3;74.7;38.2;44.2;37.3;35.9;39.4
656;Positie in hh: lid paar geen ouder;Bovengrens 95%-interval;2018;63.6;28.6;60.3;70.0;37.9;74.8;39.1;45.1;38.6;36.4;41.5
657;Positie in hh: lid paar geen ouder;Bovengrens 95%-interval;2019;63.9;28.1;62.1;70.6;39.4;75.9;36.8;42.5;36.6;33.5;41.2
658;Positie in hh: lid paar geen ouder;Bovengrens 95%-interval;2020;64.6;31.5;69.7;75.3;40.8;79.4;51.0;46.6;44.1;35.7;43.3
659;Positie in hh: lid paar geen ouder;Bovengrens 95%-interval;2021;68.9;28.0;68.7;78.2;50.0;80.3;41.0;41.6;44.8;34.8;50.5
660;Positie in hh.: kind;Waarde;2012;59.2;47.2;78.0;80.4;33.9;72.3;50.3;67.2;68.6;74.2;61.5
661;Positie in hh.: kind;Waarde;2013;60.9;33.9;75.8;77.6;30.0;66.6;39.8;52.3;49.0;59.6;51.6
662;Positie in hh.: kind;Waarde;2014;58.0;34.7;77.2;77.4;29.0;68.9;42.5;54.1;57.4;62.6;55.2
663;Positie in hh.: kind;Waarde;2015;59.4;31.9;73.1;77.6;27.1;70.5;43.1;51.5;53.5;60.2;53.5
664;Positie in hh.: kind;Waarde;2016;56.8;31.0;76.1;78.0;26.1;71.5;45.4;51.5;57.0;57.9;53.6
665;Positie in hh.: kind;Waarde;2017;60.3;34.9;73.8;79.8;27.4;78.2;51.3;55.2;58.4;58.6;60.9
666;Positie in hh.: kind;Waarde;2018;60.7;36.1;78.4;79.5;31.5;77.6;54.4;59.6;64.5;58.6;67.7
667;Positie in hh.: kind;Waarde;2019;57.8;37.3;79.1;82.3;31.7;79.8;50.9;58.1;61.3;56.0;66.6
668;Positie in hh.: kind;Waarde;2020;58.3;37.3;83.1;84.3;36.0;79.2;66.2;61.4;68.1;56.4;70.3
669;Positie in hh.: kind;Waarde;2021;62.9;37.8;84.1;84.5;40.8;79.9;51.3;60.5;70.7;53.2;71.4
670;Positie in hh.: kind;Ondergrens 95%-interval;2012;54.9;42.6;74.3;76.9;29.7;68.4;45.8;63.0;64.5;70.2;57.2
671;Positie in hh.: kind;Ondergrens 95%-interval;2013;57.5;30.4;72.8;74.7;26.8;63.3;36.2;48.7;45.4;56.1;48.0
672;Positie in hh.: kind;Ondergrens 95%-interval;2014;54.7;31.4;74.4;74.6;25.9;65.8;39.2;50.7;54.1;59.3;51.8
673;Positie in hh.: kind;Ondergrens 95%-interval;2015;56.1;28.7;70.1;74.8;24.1;67.4;39.7;48.0;50.1;56.9;50.1
674;Positie in hh.: kind;Ondergrens 95%-interval;2016;53.4;27.6;73.2;75.1;23.1;68.5;41.9;48.0;53.6;54.5;50.1
675;Positie in hh.: kind;Ondergrens 95%-interval;2017;57.0;31.5;70.8;77.1;24.3;75.5;47.8;51.7;55.0;55.1;57.5
676;Positie in hh.: kind;Ondergrens 95%-interval;2018;57.6;32.8;75.6;76.8;28.5;74.9;51.1;56.3;61.4;55.3;64.6
677;Positie in hh.: kind;Ondergrens 95%-interval;2019;54.5;34.0;76.4;79.8;28.6;77.1;47.6;54.8;58.0;52.7;63.5
678;Positie in hh.: kind;Ondergrens 95%-interval;2020;55.2;34.0;80.7;81.9;32.9;76.7;63.1;58.3;65.2;53.1;67.4
679;Positie in hh.: kind;Ondergrens 95%-interval;2021;59.6;34.1;81.6;82.0;37.3;77.0;47.8;57.0;67.4;49.7;68.1
680;Positie in hh.: kind;Bovengrens 95%-interval;2012;63.5;51.7;81.7;84.0;38.1;76.3;54.8;71.5;72.8;78.1;65.9
681;Positie in hh.: kind;Bovengrens 95%-interval;2013;64.3;37.4;78.9;80.6;33.3;69.9;43.3;55.9;52.5;63.1;55.2
682;Positie in hh.: kind;Bovengrens 95%-interval;2014;61.2;38.1;80.1;80.3;32.0;71.9;45.9;57.5;60.7;65.9;58.5
683;Positie in hh.: kind;Bovengrens 95%-interval;2015;62.6;35.2;76.1;80.4;30.1;73.5;46.5;54.9;56.9;63.6;56.8
684;Positie in hh.: kind;Bovengrens 95%-interval;2016;60.1;34.3;79.1;80.8;29.1;74.6;48.8;54.9;60.3;61.4;57.1
685;Positie in hh.: kind;Bovengrens 95%-interval;2017;63.5;38.2;76.8;82.6;30.4;81.0;54.7;58.7;61.8;62.0;64.3
686;Positie in hh.: kind;Bovengrens 95%-interval;2018;63.9;39.4;81.1;82.1;34.6;80.3;57.6;62.9;67.7;61.9;70.8
687;Positie in hh.: kind;Bovengrens 95%-interval;2019;61.1;40.6;81.8;84.8;34.8;82.5;54.2;61.4;64.6;59.3;69.7
688;Positie in hh.: kind;Bovengrens 95%-interval;2020;61.4;40.6;85.5;86.7;39.1;81.7;69.3;64.5;71.0;59.7;73.2
689;Positie in hh.: kind;Bovengrens 95%-interval;2021;66.2;41.5;86.6;87.0;44.3;82.8;54.8;64.0;74.0;56.7;74.7
690;Positie in hh.: overig lid;Waarde;2012;56.5;26.7;59.0;73.8;33.4;70.1;36.4;50.9;50.1;54.9;50.4
691;Positie in hh.: overig lid;Waarde;2013;53.8;29.2;68.7;68.7;33.7;65.7;35.2;45.3;43.9;47.4;39.8
692;Positie in hh.: overig lid;Waarde;2014;59.6;28.5;58.0;68.4;28.5;58.8;36.0;37.4;37.0;41.1;38.2
693;Positie in hh.: overig lid;Waarde;2015;67.4;29.4;70.5;73.0;30.4;62.0;33.9;39.1;36.8;40.0;43.2
694;Positie in hh.: overig lid;Waarde;2016;64.5;32.8;73.9;82.9;36.6;83.1;47.7;52.9;45.1;46.8;51.4
695;Positie in hh.: overig lid;Waarde;2017;67.0;25.8;68.2;78.1;27.1;70.1;47.0;44.5;36.1;39.9;58.2
696;Positie in hh.: overig lid;Waarde;2018;63.7;26.4;62.4;79.5;41.8;74.2;44.7;45.7;50.3;47.5;55.1
697;Positie in hh.: overig lid;Waarde;2019;61.7;27.5;63.7;71.7;31.5;67.2;45.4;48.3;50.6;47.4;55.4
698;Positie in hh.: overig lid;Waarde;2020;74.0;23.9;74.8;85.0;46.7;77.3;59.9;55.9;52.3;40.2;64.9
699;Positie in hh.: overig lid;Waarde;2021;70.5;29.2;79.1;83.4;46.4;74.9;55.0;61.8;59.0;47.2;69.8
700;Positie in hh.: overig lid;Ondergrens 95%-interval;2012;49.2;19.9;51.6;67.3;26.4;63.4;29.3;43.5;42.8;47.5;42.7
701;Positie in hh.: overig lid;Ondergrens 95%-interval;2013;45.9;21.9;61.1;61.3;26.2;58.3;27.6;37.3;36.1;39.5;32.0
702;Positie in hh.: overig lid;Ondergrens 95%-interval;2014;52.6;22.0;50.9;61.8;22.1;51.9;29.2;30.6;30.3;34.1;31.2
703;Positie in hh.: overig lid;Ondergrens 95%-interval;2015;60.2;22.1;63.5;66.2;23.4;54.7;26.5;31.5;29.4;32.3;35.6
704;Positie in hh.: overig lid;Ondergrens 95%-interval;2016;57.9;26.0;67.6;77.6;29.9;77.9;40.6;45.7;38.2;39.7;44.2
705;Positie in hh.: overig lid;Ondergrens 95%-interval;2017;60.7;19.7;61.8;72.6;21.2;64.0;40.3;37.7;29.7;33.2;51.5
706;Positie in hh.: overig lid;Ondergrens 95%-interval;2018;57.1;20.2;55.6;73.9;35.1;68.2;37.9;38.8;43.4;40.6;48.2
707;Positie in hh.: overig lid;Ondergrens 95%-interval;2019;55.0;21.2;57.0;65.6;25.0;60.7;38.5;41.4;43.7;40.5;48.5
708;Positie in hh.: overig lid;Ondergrens 95%-interval;2020;68.3;18.2;69.1;80.3;40.2;72.0;53.6;49.4;46.0;33.9;58.8
709;Positie in hh.: overig lid;Ondergrens 95%-interval;2021;63.6;22.1;72.8;77.7;38.8;68.4;47.4;54.4;51.6;39.6;62.7
710;Positie in hh.: overig lid;Bovengrens 95%-interval;2012;63.8;33.4;66.4;80.4;40.4;76.9;43.5;58.4;57.5;62.3;58.0
711;Positie in hh.: overig lid;Bovengrens 95%-interval;2013;61.7;36.5;76.2;76.1;41.2;73.0;42.9;53.3;51.6;55.3;47.6
712;Positie in hh.: overig lid;Bovengrens 95%-interval;2014;66.5;35.0;65.0;75.1;34.9;65.7;42.7;44.2;43.8;48.0;45.1
713;Positie in hh.: overig lid;Bovengrens 95%-interval;2015;74.6;36.8;77.4;79.9;37.5;69.3;41.2;46.6;44.1;47.7;50.8
714;Positie in hh.: overig lid;Bovengrens 95%-interval;2016;71.1;39.7;80.2;88.2;43.4;88.2;54.7;60.1;52.1;54.0;58.6
715;Positie in hh.: overig lid;Bovengrens 95%-interval;2017;73.3;32.0;74.6;83.7;33.0;76.1;53.7;51.3;42.5;46.6;64.8
716;Positie in hh.: overig lid;Bovengrens 95%-interval;2018;70.4;32.5;69.2;85.1;48.5;80.1;51.6;52.6;57.2;54.4;62.0
717;Positie in hh.: overig lid;Bovengrens 95%-interval;2019;68.4;33.8;70.4;77.8;38.0;73.7;52.3;55.2;57.5;54.3;62.3
718;Positie in hh.: overig lid;Bovengrens 95%-interval;2020;79.7;29.6;80.5;89.7;53.2;82.6;66.2;62.4;58.6;46.5;71.0
719;Positie in hh.: overig lid;Bovengrens 95%-interval;2021;77.4;36.3;85.4;89.1;54.0;81.4;62.6;69.2;66.4;54.8;76.9
720;Stedelijkheid: zeer sterk stedelijk;Waarde;2012;57.5;28.6;58.7;72.3;35.4;68.3;41.5;47.2;38.8;45.9;46.3
721;Stedelijkheid: zeer sterk stedelijk;Waarde;2013;58.3;26.9;60.5;71.5;34.7;66.6;35.6;44.7;32.8;38.8;38.8
722;Stedelijkheid: zeer sterk stedelijk;Waarde;2014;58.5;27.1;60.5;73.4;37.0;67.4;39.3;46.5;36.3;38.9;43.9
723;Stedelijkheid: zeer sterk stedelijk;Waarde;2015;57.8;28.8;64.9;74.6;32.1;68.8;39.4;48.4;35.3;38.5;42.3
724;Stedelijkheid: zeer sterk stedelijk;Waarde;2016;63.2;29.2;64.8;75.5;36.1;72.1;44.2;48.3;37.7;37.1;42.2
725;Stedelijkheid: zeer sterk stedelijk;Waarde;2017;64.2;28.9;65.0;77.3;38.4;75.5;46.2;52.7;39.9;39.6;50.9
726;Stedelijkheid: zeer sterk stedelijk;Waarde;2018;63.0;26.9;62.4;77.8;42.7;75.6;46.7;51.0;42.7;38.2;51.8
727;Stedelijkheid: zeer sterk stedelijk;Waarde;2019;64.7;23.9;64.7;77.7;39.2;73.6;42.7;49.4;40.6;35.5;50.5
728;Stedelijkheid: zeer sterk stedelijk;Waarde;2020;64.0;30.0;70.6;80.0;46.6;78.0;58.7;56.0;47.2;39.1;54.9
729;Stedelijkheid: zeer sterk stedelijk;Waarde;2021;69.3;25.0;70.9;82.3;52.0;78.3;47.3;53.5;48.9;40.5;62.1
730;Stedelijkheid: zeer sterk stedelijk;Ondergrens 95%-interval;2012;55.0;26.2;56.1;70.0;33.0;66.0;39.0;44.6;36.3;43.3;43.7
731;Stedelijkheid: zeer sterk stedelijk;Ondergrens 95%-interval;2013;55.7;24.5;57.9;69.1;32.2;64.2;33.1;42.0;30.4;36.2;36.2
732;Stedelijkheid: zeer sterk stedelijk;Ondergrens 95%-interval;2014;56.0;24.8;57.9;71.2;34.6;65.0;36.8;43.9;33.9;36.3;41.4
733;Stedelijkheid: zeer sterk stedelijk;Ondergrens 95%-interval;2015;55.4;26.4;62.4;72.4;29.7;66.5;36.9;45.9;32.9;36.0;39.8
734;Stedelijkheid: zeer sterk stedelijk;Ondergrens 95%-interval;2016;60.9;26.9;62.4;73.4;33.7;69.9;41.8;45.8;35.3;34.7;39.7
735;Stedelijkheid: zeer sterk stedelijk;Ondergrens 95%-interval;2017;61.9;26.6;62.6;75.3;36.0;73.5;43.7;50.2;37.5;37.2;48.5
736;Stedelijkheid: zeer sterk stedelijk;Ondergrens 95%-interval;2018;60.7;24.7;60.1;75.8;40.4;73.6;44.4;48.7;40.4;35.8;49.4
737;Stedelijkheid: zeer sterk stedelijk;Ondergrens 95%-interval;2019;62.3;21.7;62.3;75.7;36.8;71.4;40.3;47.0;38.2;33.1;48.1
738;Stedelijkheid: zeer sterk stedelijk;Ondergrens 95%-interval;2020;61.8;27.8;68.4;78.0;44.2;76.0;56.3;53.6;44.8;36.7;52.5
739;Stedelijkheid: zeer sterk stedelijk;Ondergrens 95%-interval;2021;66.9;22.6;68.5;80.3;49.5;76.3;44.8;51.0;46.4;38.0;59.6
