ID;CPA2008;Perioden;Prijsindexcijfers_1;Kwartaalmutaties_2;Jaarmutaties_3
69;190;2016 4e kwartaal;103.2;-0.1;0.3
70;190;2016 jaargemiddelde;103.0;;0.4
71;190;2017 1e kwartaal;103.7;0.5;0.9
72;190;2017 2e kwartaal;104.1;0.4;1.1
73;190;2017 3e kwartaal;104.2;0.1;0.9
74;190;2017 4e kwartaal;104.7;0.5;1.4
75;190;2017 jaargemiddelde;104.1;;1.1
76;H Vervoer en opslag;2002 4e kwartaal;;;
77;H Vervoer en opslag;2003 1e kwartaal;;;
78;H Vervoer en opslag;2003 2e kwartaal;;;
79;H Vervoer en opslag;2003 3e kwartaal;;;
80;H Vervoer en opslag;2003 4e kwartaal;;;
81;H Vervoer en opslag;2003 jaargemiddelde;;;
82;H Vervoer en opslag;2004 1e kwartaal;;;
83;H Vervoer en opslag;2004 2e kwartaal;;;
84;H Vervoer en opslag;2004 3e kwartaal;;;
85;H Vervoer en opslag;2004 4e kwartaal;;;
86;H Vervoer en opslag;2004 jaargemiddelde;;;
87;H Vervoer en opslag;2005 1e kwartaal;;;
88;H Vervoer en opslag;2005 2e kwartaal;;;
89;H Vervoer en opslag;2005 3e kwartaal;;;
90;H Vervoer en opslag;2005 4e kwartaal;;;
91;H Vervoer en opslag;2005 jaargemiddelde;;;
92;H Vervoer en opslag;2006 1e kwartaal;98.9;;
93;H Vervoer en opslag;2006 2e kwartaal;98.6;-0.4;
94;H Vervoer en opslag;2006 3e kwartaal;99.0;0.4;
95;H Vervoer en opslag;2006 4e kwartaal;99.0;0.0;
96;H Vervoer en opslag;2006 jaargemiddelde;98.9;;
97;H Vervoer en opslag;2007 1e kwartaal;98.7;-0.3;-0.2
98;H Vervoer en opslag;2007 2e kwartaal;98.9;0.2;0.3
99;H Vervoer en opslag;2007 3e kwartaal;99.8;0.9;0.8
100;H Vervoer en opslag;2007 4e kwartaal;100.2;0.4;1.2
101;H Vervoer en opslag;2007 jaargemiddelde;99.4;;0.6
102;H Vervoer en opslag;2008 1e kwartaal;101.9;1.6;3.2
103;H Vervoer en opslag;2008 2e kwartaal;102.2;0.3;3.3
104;H Vervoer en opslag;2008 3e kwartaal;104.1;1.9;4.3
105;H Vervoer en opslag;2008 4e kwartaal;103.9;-0.2;3.7
106;H Vervoer en opslag;2008 jaargemiddelde;103.0;;3.6
107;H Vervoer en opslag;2009 1e kwartaal;100.2;-3.6;-1.7
108;H Vervoer en opslag;2009 2e kwartaal;97.2;-2.9;-4.9
109;H Vervoer en opslag;2009 3e kwartaal;97.1;-0.1;-6.7
110;H Vervoer en opslag;2009 4e kwartaal;98.8;1.7;-4.9
111;H Vervoer en opslag;2009 jaargemiddelde;98.3;;-4.6
112;H Vervoer en opslag;2010 1e kwartaal;98.6;-0.2;-1.5
113;H Vervoer en opslag;2010 2e kwartaal;100.7;2.1;3.5
114;H Vervoer en opslag;2010 3e kwartaal;100.8;0.1;3.8
115;H Vervoer en opslag;2010 4e kwartaal;99.9;-0.9;1.2
116;H Vervoer en opslag;2010 jaargemiddelde;100.0;;1.7
117;H Vervoer en opslag;2011 1e kwartaal;101.3;1.4;2.7
118;H Vervoer en opslag;2011 2e kwartaal;102.1;0.8;1.4
119;H Vervoer en opslag;2011 3e kwartaal;102.4;0.3;1.5
120;H Vervoer en opslag;2011 4e kwartaal;101.8;-0.6;1.9
121;H Vervoer en opslag;2011 jaargemiddelde;101.9;;1.9
122;H Vervoer en opslag;2012 1e kwartaal;102.4;0.6;1.1
123;H Vervoer en opslag;2012 2e kwartaal;104.3;1.9;2.2
124;H Vervoer en opslag;2012 3e kwartaal;104.7;0.4;2.3
125;H Vervoer en opslag;2012 4e kwartaal;104.0;-0.7;2.2
126;H Vervoer en opslag;2012 jaargemiddelde;103.8;;1.9
127;H Vervoer en opslag;2013 1e kwartaal;104.4;0.4;2.0
128;H Vervoer en opslag;2013 2e kwartaal;104.2;-0.2;-0.1
129;H Vervoer en opslag;2013 3e kwartaal;104.7;0.5;0.0
130;H Vervoer en opslag;2013 4e kwartaal;104.8;0.1;0.8
131;H Vervoer en opslag;2013 jaargemiddelde;104.6;;0.7
132;H Vervoer en opslag;2014 1e kwartaal;104.3;-0.5;-0.1
133;H Vervoer en opslag;2014 2e kwartaal;104.6;0.3;0.4
134;H Vervoer en opslag;2014 3e kwartaal;104.6;0.0;-0.1
135;H Vervoer en opslag;2014 4e kwartaal;104.3;-0.3;-0.5
136;H Vervoer en opslag;2014 jaargemiddelde;104.5;;-0.1
137;H Vervoer en opslag;2015 1e kwartaal;104.8;0.5;0.4
138;H Vervoer en opslag;2015 2e kwartaal;105.7;0.9;1.1
139;H Vervoer en opslag;2015 3e kwartaal;105.7;0.0;1.1
140;H Vervoer en opslag;2015 4e kwartaal;104.8;-0.8;0.5
141;H Vervoer en opslag;2015 jaargemiddelde;105.3;;0.8
142;H Vervoer en opslag;2016 1e kwartaal;103.7;-1.1;-1.0
143;H Vervoer en opslag;2016 2e kwartaal;103.8;0.1;-1.9
144;H Vervoer en opslag;2016 3e kwartaal;103.9;0.1;-1.7
145;H Vervoer en opslag;2016 4e kwartaal;103.0;-0.9;-1.8
146;H Vervoer en opslag;2016 jaargemiddelde;103.6;;-1.6
147;H Vervoer en opslag;2017 1e kwartaal;103.4;0.4;-0.3
148;H Vervoer en opslag;2017 2e kwartaal;104.7;1.2;0.9
149;H Vervoer en opslag;2017 3e kwartaal;104.5;-0.2;0.6
150;H Vervoer en opslag;2017 4e kwartaal;104.2;-0.3;1.2
151;H Vervoer en opslag;2017 jaargemiddelde;104.2;;0.6
152;49 Vervoer te land en via pijpleidingen;2002 4e kwartaal;;;
153;49 Vervoer te land en via pijpleidingen;2003 1e kwartaal;88.2;;
154;49 Vervoer te land en via pijpleidingen;2003 2e kwartaal;88.7;0.6;
155;49 Vervoer te land en via pijpleidingen;2003 3e kwartaal;88.8;0.1;
156;49 Vervoer te land en via pijpleidingen;2003 4e kwartaal;88.8;0.0;
157;49 Vervoer te land en via pijpleidingen;2003 jaargemiddelde;88.6;;
158;49 Vervoer te land en via pijpleidingen;2004 1e kwartaal;89.2;0.5;1.2
159;49 Vervoer te land en via pijpleidingen;2004 2e kwartaal;89.5;0.4;0.9
160;49 Vervoer te land en via pijpleidingen;2004 3e kwartaal;89.7;0.2;1.1
161;49 Vervoer te land en via pijpleidingen;2004 4e kwartaal;90.6;0.9;2.0
162;49 Vervoer te land en via pijpleidingen;2004 jaargemiddelde;89.8;;1.3
163;49 Vervoer te land en via pijpleidingen;2005 1e kwartaal;92.1;1.7;3.3
164;49 Vervoer te land en via pijpleidingen;2005 2e kwartaal;92.5;0.4;3.3
165;49 Vervoer te land en via pijpleidingen;2005 3e kwartaal;92.8;0.3;3.4
166;49 Vervoer te land en via pijpleidingen;2005 4e kwartaal;93.1;0.3;2.8
167;49 Vervoer te land en via pijpleidingen;2005 jaargemiddelde;92.6;;3.2
168;49 Vervoer te land en via pijpleidingen;2006 1e kwartaal;94.5;1.5;2.5
169;49 Vervoer te land en via pijpleidingen;2006 2e kwartaal;94.6;0.2;2.3
170;49 Vervoer te land en via pijpleidingen;2006 3e kwartaal;95.0;0.4;2.3
171;49 Vervoer te land en via pijpleidingen;2006 4e kwartaal;94.9;-0.1;1.9
172;49 Vervoer te land en via pijpleidingen;2006 jaargemiddelde;94.7;;2.3
173;49 Vervoer te land en via pijpleidingen;2007 1e kwartaal;96.2;1.4;1.8
174;49 Vervoer te land en via pijpleidingen;2007 2e kwartaal;96.9;0.7;2.4
175;49 Vervoer te land en via pijpleidingen;2007 3e kwartaal;97.1;0.2;2.2
176;49 Vervoer te land en via pijpleidingen;2007 4e kwartaal;97.6;0.5;2.9
177;49 Vervoer te land en via pijpleidingen;2007 jaargemiddelde;96.9;;2.3
178;49 Vervoer te land en via pijpleidingen;2008 1e kwartaal;100.1;2.5;4.0
179;49 Vervoer te land en via pijpleidingen;2008 2e kwartaal;101.0;0.9;4.2
180;49 Vervoer te land en via pijpleidingen;2008 3e kwartaal;102.4;1.4;5.4
181;49 Vervoer te land en via pijpleidingen;2008 4e kwartaal;101.5;-0.9;4.0
182;49 Vervoer te land en via pijpleidingen;2008 jaargemiddelde;101.2;;4.4
183;49 Vervoer te land en via pijpleidingen;2009 1e kwartaal;100.8;-0.7;0.7
184;49 Vervoer te land en via pijpleidingen;2009 2e kwartaal;100.1;-0.7;-0.8
185;49 Vervoer te land en via pijpleidingen;2009 3e kwartaal;99.5;-0.6;-2.8
186;49 Vervoer te land en via pijpleidingen;2009 4e kwartaal;99.7;0.2;-1.7
187;49 Vervoer te land en via pijpleidingen;2009 jaargemiddelde;100.0;;-1.2
188;49 Vervoer te land en via pijpleidingen;2010 1e kwartaal;99.9;0.2;-0.9
189;49 Vervoer te land en via pijpleidingen;2010 2e kwartaal;100.0;0.1;-0.1
190;49 Vervoer te land en via pijpleidingen;2010 3e kwartaal;99.9;-0.1;0.4
191;49 Vervoer te land en via pijpleidingen;2010 4e kwartaal;100.2;0.2;0.5
192;49 Vervoer te land en via pijpleidingen;2010 jaargemiddelde;100.0;;0.0
193;49 Vervoer te land en via pijpleidingen;2011 1e kwartaal;102.3;2.1;2.4
194;49 Vervoer te land en via pijpleidingen;2011 2e kwartaal;104.0;1.6;3.9
195;49 Vervoer te land en via pijpleidingen;2011 3e kwartaal;103.8;-0.1;3.9
196;49 Vervoer te land en via pijpleidingen;2011 4e kwartaal;104.1;0.2;3.9
197;49 Vervoer te land en via pijpleidingen;2011 jaargemiddelde;103.5;;3.5
198;49 Vervoer te land en via pijpleidingen;2012 1e kwartaal;105.0;0.9;2.6
199;49 Vervoer te land en via pijpleidingen;2012 2e kwartaal;105.5;0.5;1.5
200;49 Vervoer te land en via pijpleidingen;2012 3e kwartaal;105.5;0.0;1.7
201;49 Vervoer te land en via pijpleidingen;2012 4e kwartaal;105.9;0.4;1.8
202;49 Vervoer te land en via pijpleidingen;2012 jaargemiddelde;105.5;;1.9
203;49 Vervoer te land en via pijpleidingen;2013 1e kwartaal;106.6;0.6;1.5
204;49 Vervoer te land en via pijpleidingen;2013 2e kwartaal;106.3;-0.3;0.7
205;49 Vervoer te land en via pijpleidingen;2013 3e kwartaal;106.1;-0.2;0.5
206;49 Vervoer te land en via pijpleidingen;2013 4e kwartaal;106.1;0.0;0.2
207;49 Vervoer te land en via pijpleidingen;2013 jaargemiddelde;106.2;;0.7
208;49 Vervoer te land en via pijpleidingen;2014 1e kwartaal;106.5;0.4;-0.1
209;49 Vervoer te land en via pijpleidingen;2014 2e kwartaal;106.5;0.0;0.2
210;49 Vervoer te land en via pijpleidingen;2014 3e kwartaal;106.6;0.1;0.5
211;49 Vervoer te land en via pijpleidingen;2014 4e kwartaal;106.4;-0.2;0.3
212;49 Vervoer te land en via pijpleidingen;2014 jaargemiddelde;106.5;;0.2
213;49 Vervoer te land en via pijpleidingen;2015 1e kwartaal;106.0;-0.4;-0.4
214;49 Vervoer te land en via pijpleidingen;2015 2e kwartaal;106.2;0.2;-0.2
215;49 Vervoer te land en via pijpleidingen;2015 3e kwartaal;106.1;-0.1;-0.5
216;49 Vervoer te land en via pijpleidingen;2015 4e kwartaal;105.8;-0.3;-0.6
217;49 Vervoer te land en via pijpleidingen;2015 jaargemiddelde;106.0;;-0.4
218;49 Vervoer te land en via pijpleidingen;2016 1e kwartaal;105.7;-0.1;-0.3
219;49 Vervoer te land en via pijpleidingen;2016 2e kwartaal;106.2;0.4;-0.1
220;49 Vervoer te land en via pijpleidingen;2016 3e kwartaal;106.3;0.1;0.2
221;49 Vervoer te land en via pijpleidingen;2016 4e kwartaal;106.6;0.2;0.7
222;49 Vervoer te land en via pijpleidingen;2016 jaargemiddelde;106.2;;0.1
223;49 Vervoer te land en via pijpleidingen;2017 1e kwartaal;107.4;0.8;1.6
224;49 Vervoer te land en via pijpleidingen;2017 2e kwartaal;107.7;0.3;1.4
225;49 Vervoer te land en via pijpleidingen;2017 3e kwartaal;107.7;0.0;1.3
226;49 Vervoer te land en via pijpleidingen;2017 4e kwartaal;108.0;0.3;1.4
227;49 Vervoer te land en via pijpleidingen;2017 jaargemiddelde;107.7;;1.4
228;494 Goederenwegvervoer en verhuizingen;2002 4e kwartaal;;;
229;494 Goederenwegvervoer en verhuizingen;2003 1e kwartaal;88.2;;
230;494 Goederenwegvervoer en verhuizingen;2003 2e kwartaal;88.7;0.6;
231;494 Goederenwegvervoer en verhuizingen;2003 3e kwartaal;88.8;0.1;
232;494 Goederenwegvervoer en verhuizingen;2003 4e kwartaal;88.8;0.0;
233;494 Goederenwegvervoer en verhuizingen;2003 jaargemiddelde;88.6;;
234;494 Goederenwegvervoer en verhuizingen;2004 1e kwartaal;89.2;0.5;1.2
235;494 Goederenwegvervoer en verhuizingen;2004 2e kwartaal;89.5;0.4;0.9
236;494 Goederenwegvervoer en verhuizingen;2004 3e kwartaal;89.7;0.2;1.1
237;494 Goederenwegvervoer en verhuizingen;2004 4e kwartaal;90.6;0.9;2.0
238;494 Goederenwegvervoer en verhuizingen;2004 jaargemiddelde;89.8;;1.3
239;494 Goederenwegvervoer en verhuizingen;2005 1e kwartaal;92.1;1.7;3.3
240;494 Goederenwegvervoer en verhuizingen;2005 2e kwartaal;92.5;0.4;3.3
241;494 Goederenwegvervoer en verhuizingen;2005 3e kwartaal;92.8;0.3;3.4
242;494 Goederenwegvervoer en verhuizingen;2005 4e kwartaal;93.1;0.3;2.8
243;494 Goederenwegvervoer en verhuizingen;2005 jaargemiddelde;92.6;;3.2
244;494 Goederenwegvervoer en verhuizingen;2006 1e kwartaal;94.5;1.5;2.5
245;494 Goederenwegvervoer en verhuizingen;2006 2e kwartaal;94.6;0.2;2.3
246;494 Goederenwegvervoer en verhuizingen;2006 3e kwartaal;95.0;0.4;2.3
247;494 Goederenwegvervoer en verhuizingen;2006 4e kwartaal;94.9;-0.1;1.9
248;494 Goederenwegvervoer en verhuizingen;2006 jaargemiddelde;94.7;;2.3
249;494 Goederenwegvervoer en verhuizingen;2007 1e kwartaal;96.2;1.4;1.8
250;494 Goederenwegvervoer en verhuizingen;2007 2e kwartaal;96.9;0.7;2.4
251;494 Goederenwegvervoer en verhuizingen;2007 3e kwartaal;97.1;0.2;2.2
252;494 Goederenwegvervoer en verhuizingen;2007 4e kwartaal;97.6;0.5;2.9
253;494 Goederenwegvervoer en verhuizingen;2007 jaargemiddelde;96.9;;2.3
254;494 Goederenwegvervoer en verhuizingen;2008 1e kwartaal;100.1;2.5;4.0
255;494 Goederenwegvervoer en verhuizingen;2008 2e kwartaal;101.0;0.9;4.2
256;494 Goederenwegvervoer en verhuizingen;2008 3e kwartaal;102.4;1.4;5.4
257;494 Goederenwegvervoer en verhuizingen;2008 4e kwartaal;101.5;-0.9;4.0
258;494 Goederenwegvervoer en verhuizingen;2008 jaargemiddelde;101.2;;4.4
259;494 Goederenwegvervoer en verhuizingen;2009 1e kwartaal;100.8;-0.7;0.7
260;494 Goederenwegvervoer en verhuizingen;2009 2e kwartaal;100.1;-0.7;-0.8
261;494 Goederenwegvervoer en verhuizingen;2009 3e kwartaal;99.5;-0.6;-2.8
262;494 Goederenwegvervoer en verhuizingen;2009 4e kwartaal;99.7;0.2;-1.7
263;494 Goederenwegvervoer en verhuizingen;2009 jaargemiddelde;100.0;;-1.2
264;494 Goederenwegvervoer en verhuizingen;2010 1e kwartaal;99.9;0.2;-0.9
265;494 Goederenwegvervoer en verhuizingen;2010 2e kwartaal;100.0;0.1;-0.1
266;494 Goederenwegvervoer en verhuizingen;2010 3e kwartaal;99.9;-0.1;0.4
267;494 Goederenwegvervoer en verhuizingen;2010 4e kwartaal;100.2;0.2;0.5
268;494 Goederenwegvervoer en verhuizingen;2010 jaargemiddelde;100.0;;0.0
269;494 Goederenwegvervoer en verhuizingen;2011 1e kwartaal;102.3;2.1;2.4
270;494 Goederenwegvervoer en verhuizingen;2011 2e kwartaal;104.0;1.6;3.9
271;494 Goederenwegvervoer en verhuizingen;2011 3e kwartaal;103.8;-0.1;3.9
272;494 Goederenwegvervoer en verhuizingen;2011 4e kwartaal;104.1;0.2;3.9
273;494 Goederenwegvervoer en verhuizingen;2011 jaargemiddelde;103.5;;3.5
274;494 Goederenwegvervoer en verhuizingen;2012 1e kwartaal;105.0;0.9;2.6
275;494 Goederenwegvervoer en verhuizingen;2012 2e kwartaal;105.5;0.5;1.5
276;494 Goederenwegvervoer en verhuizingen;2012 3e kwartaal;105.5;0.0;1.7
277;494 Goederenwegvervoer en verhuizingen;2012 4e kwartaal;105.9;0.4;1.8
278;494 Goederenwegvervoer en verhuizingen;2012 jaargemiddelde;105.5;;1.9
279;494 Goederenwegvervoer en verhuizingen;2013 1e kwartaal;106.6;0.6;1.5
280;494 Goederenwegvervoer en verhuizingen;2013 2e kwartaal;106.3;-0.3;0.7
281;494 Goederenwegvervoer en verhuizingen;2013 3e kwartaal;106.1;-0.2;0.5
282;494 Goederenwegvervoer en verhuizingen;2013 4e kwartaal;106.1;0.0;0.2
283;494 Goederenwegvervoer en verhuizingen;2013 jaargemiddelde;106.2;;0.7
284;494 Goederenwegvervoer en verhuizingen;2014 1e kwartaal;106.5;0.4;-0.1
285;494 Goederenwegvervoer en verhuizingen;2014 2e kwartaal;106.5;0.0;0.2
286;494 Goederenwegvervoer en verhuizingen;2014 3e kwartaal;106.6;0.1;0.5
287;494 Goederenwegvervoer en verhuizingen;2014 4e kwartaal;106.4;-0.2;0.3
288;494 Goederenwegvervoer en verhuizingen;2014 jaargemiddelde;106.5;;0.2
289;494 Goederenwegvervoer en verhuizingen;2015 1e kwartaal;106.0;-0.4;-0.4
290;494 Goederenwegvervoer en verhuizingen;2015 2e kwartaal;106.2;0.2;-0.2
291;494 Goederenwegvervoer en verhuizingen;2015 3e kwartaal;106.1;-0.1;-0.5
292;494 Goederenwegvervoer en verhuizingen;2015 4e kwartaal;105.8;-0.3;-0.6
293;494 Goederenwegvervoer en verhuizingen;2015 jaargemiddelde;106.0;;-0.4
294;494 Goederenwegvervoer en verhuizingen;2016 1e kwartaal;105.7;-0.1;-0.3
295;494 Goederenwegvervoer en verhuizingen;2016 2e kwartaal;106.2;0.4;-0.1
296;494 Goederenwegvervoer en verhuizingen;2016 3e kwartaal;106.3;0.1;0.2
297;494 Goederenwegvervoer en verhuizingen;2016 4e kwartaal;106.6;0.2;0.7
298;494 Goederenwegvervoer en verhuizingen;2016 jaargemiddelde;106.2;;0.1
299;494 Goederenwegvervoer en verhuizingen;2017 1e kwartaal;107.4;0.8;1.6
300;494 Goederenwegvervoer en verhuizingen;2017 2e kwartaal;107.7;0.3;1.4
301;494 Goederenwegvervoer en verhuizingen;2017 3e kwartaal;107.7;0.0;1.3
302;494 Goederenwegvervoer en verhuizingen;2017 4e kwartaal;108.0;0.3;1.4
303;494 Goederenwegvervoer en verhuizingen;2017 jaargemiddelde;107.7;;1.4
304;4941  Goederenvervoer over de weg;2002 4e kwartaal;;;
305;4941  Goederenvervoer over de weg;2003 1e kwartaal;88.0;;
306;4941  Goederenvervoer over de weg;2003 2e kwartaal;88.5;0.6;
307;4941  Goederenvervoer over de weg;2003 3e kwartaal;88.5;0.1;
308;4941  Goederenvervoer over de weg;2003 4e kwartaal;88.6;0.1;
309;4941  Goederenvervoer over de weg;2003 jaargemiddelde;88.4;;
310;4941  Goederenvervoer over de weg;2004 1e kwartaal;89.0;0.4;1.1
311;4941  Goederenvervoer over de weg;2004 2e kwartaal;89.3;0.4;0.9
312;4941  Goederenvervoer over de weg;2004 3e kwartaal;89.5;0.2;1.1
313;4941  Goederenvervoer over de weg;2004 4e kwartaal;90.3;0.9;2.0
314;4941  Goederenvervoer over de weg;2004 jaargemiddelde;89.5;;1.3
315;4941  Goederenvervoer over de weg;2005 1e kwartaal;91.9;1.8;3.4
316;4941  Goederenvervoer over de weg;2005 2e kwartaal;92.3;0.4;3.4
317;4941  Goederenvervoer over de weg;2005 3e kwartaal;92.6;0.3;3.5
318;4941  Goederenvervoer over de weg;2005 4e kwartaal;92.9;0.3;2.8
319;4941  Goederenvervoer over de weg;2005 jaargemiddelde;92.5;;3.3
320;4941  Goederenvervoer over de weg;2006 1e kwartaal;94.3;1.5;2.6
321;4941  Goederenvervoer over de weg;2006 2e kwartaal;94.5;0.2;2.3
322;4941  Goederenvervoer over de weg;2006 3e kwartaal;94.8;0.4;2.4
323;4941  Goederenvervoer over de weg;2006 4e kwartaal;94.7;-0.2;1.9
324;4941  Goederenvervoer over de weg;2006 jaargemiddelde;94.6;;2.3
325;4941  Goederenvervoer over de weg;2007 1e kwartaal;96.0;1.4;1.8
326;4941  Goederenvervoer over de weg;2007 2e kwartaal;96.7;0.7;2.3
327;4941  Goederenvervoer over de weg;2007 3e kwartaal;96.8;0.2;2.1
328;4941  Goederenvervoer over de weg;2007 4e kwartaal;97.4;0.5;2.8
329;4941  Goederenvervoer over de weg;2007 jaargemiddelde;96.7;;2.3
330;4941  Goederenvervoer over de weg;2008 1e kwartaal;99.9;2.6;4.0
331;4941  Goederenvervoer over de weg;2008 2e kwartaal;100.8;0.9;4.3
332;4941  Goederenvervoer over de weg;2008 3e kwartaal;102.3;1.4;5.6
333;4941  Goederenvervoer over de weg;2008 4e kwartaal;101.4;-0.9;4.1
334;4941  Goederenvervoer over de weg;2008 jaargemiddelde;101.1;;4.5
335;4941  Goederenvervoer over de weg;2009 1e kwartaal;100.7;-0.7;0.8
336;4941  Goederenvervoer over de weg;2009 2e kwartaal;100.1;-0.6;-0.7
337;4941  Goederenvervoer over de weg;2009 3e kwartaal;99.5;-0.6;-2.7
338;4941  Goederenvervoer over de weg;2009 4e kwartaal;99.7;0.2;-1.6
339;4941  Goederenvervoer over de weg;2009 jaargemiddelde;100.0;;-1.1
340;4941  Goederenvervoer over de weg;2010 1e kwartaal;99.9;0.2;-0.8
341;4941  Goederenvervoer over de weg;2010 2e kwartaal;100.1;0.2;0.0
342;4941  Goederenvervoer over de weg;2010 3e kwartaal;99.9;-0.2;0.4
343;4941  Goederenvervoer over de weg;2010 4e kwartaal;100.1;0.2;0.4
344;4941  Goederenvervoer over de weg;2010 jaargemiddelde;100.0;;0.0
345;4941  Goederenvervoer over de weg;2011 1e kwartaal;102.3;2.2;2.4
346;4941  Goederenvervoer over de weg;2011 2e kwartaal;104.0;1.7;4.0
347;4941  Goederenvervoer over de weg;2011 3e kwartaal;103.9;-0.2;4.0
348;4941  Goederenvervoer over de weg;2011 4e kwartaal;104.2;0.3;4.0
349;4941  Goederenvervoer over de weg;2011 jaargemiddelde;103.6;;3.6
350;4941  Goederenvervoer over de weg;2012 1e kwartaal;105.1;0.9;2.7
351;4941  Goederenvervoer over de weg;2012 2e kwartaal;105.7;0.5;1.6
352;4941  Goederenvervoer over de weg;2012 3e kwartaal;105.7;0.0;1.8
353;4941  Goederenvervoer over de weg;2012 4e kwartaal;106.1;0.4;1.8
354;4941  Goederenvervoer over de weg;2012 jaargemiddelde;105.6;;2.0
355;4941  Goederenvervoer over de weg;2013 1e kwartaal;106.8;0.6;1.5
356;4941  Goederenvervoer over de weg;2013 2e kwartaal;106.5;-0.3;0.7
357;4941  Goederenvervoer over de weg;2013 3e kwartaal;106.3;-0.2;0.6
358;4941  Goederenvervoer over de weg;2013 4e kwartaal;106.3;0.0;0.2
359;4941  Goederenvervoer over de weg;2013 jaargemiddelde;106.5;;0.8
360;4941  Goederenvervoer over de weg;2014 1e kwartaal;106.7;0.4;0.0
361;4941  Goederenvervoer over de weg;2014 2e kwartaal;106.7;0.0;0.2
362;4941  Goederenvervoer over de weg;2014 3e kwartaal;106.8;0.1;0.5
363;4941  Goederenvervoer over de weg;2014 4e kwartaal;106.6;-0.2;0.3
364;4941  Goederenvervoer over de weg;2014 jaargemiddelde;106.7;;0.3
365;4941  Goederenvervoer over de weg;2015 1e kwartaal;106.2;-0.4;-0.5
366;4941  Goederenvervoer over de weg;2015 2e kwartaal;106.4;0.2;-0.3
367;4941  Goederenvervoer over de weg;2015 3e kwartaal;106.3;-0.1;-0.5
368;4941  Goederenvervoer over de weg;2015 4e kwartaal;105.9;-0.3;-0.7
369;4941  Goederenvervoer over de weg;2015 jaargemiddelde;106.2;;-0.5
