ID;Geslacht;Leeftijd;Perioden;Sterftekans_1;LevendenTafelbevolking_2;OverledenenTafelbevolking_3;Levensverwachting_4
129;Mannen;4;1906 tot 1911;0.00619;82258;509;60.33
130;Mannen;4;1911 tot 1916;0.0052;84555;440;61.78
131;Mannen;4;1916 tot 1921;0.00703;85028;598;59.09
132;Mannen;4;1921 tot 1926;0.00364;89894;327;64.02
133;Mannen;4;1926 tot 1931;0.00355;91615;326;64.62
134;Mannen;4;1931 tot 1936;0.00252;93684;236;65.9
135;Mannen;4;1936 tot 1941;0.00202;94762;191;65.97
136;Mannen;4;1941 tot 1946;0.00506;92864;470;60.73
137;Mannen;4;1946 tot 1951;0.00276;95714;264;68.23
138;Mannen;4;1951 tot 1956;0.00125;96882;121;69.45
139;Mannen;4;1956 tot 1961;0.00103;97516;101;69.59
140;Mannen;4;1961 tot 1966;0.00093;97897;91;69.17
141;Mannen;4;1966 tot 1971;0.00082;98186;81;68.77
142;Mannen;4;1971 tot 1976;0.00071;98465;70;68.83
143;Mannen;4;1976 tot 1981;0.00047;98752;46;69.49
144;Mannen;4;1981 tot 1986;0.00036;98916;36;70.17
145;Mannen;4;1986 tot 1991;0.00033;99045;32;70.75
146;Mannen;4;1991 tot 1996;0.00026;99199;26;71.39
147;Mannen;4;1996 tot 2001;0.0002;99328;20;72.18
148;Mannen;4;2001 tot 2006;0.00021;99380;21;73.39
149;Mannen;4;2006 tot 2011;0.00016;99505;16;75.14
150;Mannen;5;1861 tot 1866;0.01682;66711;1122;49.63
151;Mannen;5;1866 tot 1871;0.01516;67200;1019;49.33
152;Mannen;5;1871 tot 1876;0.01497;66065;989;50.03
153;Mannen;5;1876 tot 1881;0.01048;68955;723;52.88
154;Mannen;5;1881 tot 1886;0.01089;70600;769;53.76
155;Mannen;5;1886 tot 1891;0.0099;71789;710;54.36
156;Mannen;5;1891 tot 1896;0.0082;73725;605;54.99
157;Mannen;5;1896 tot 1901;0.00594;76733;456;57.13
158;Mannen;5;1901 tot 1906;0.00593;78258;464;58.31
159;Mannen;5;1906 tot 1911;0.00486;81748;397;59.7
160;Mannen;5;1911 tot 1916;0.00391;84115;329;61.11
161;Mannen;5;1916 tot 1921;0.00523;84430;442;58.51
162;Mannen;5;1921 tot 1926;0.00287;89567;257;63.25
163;Mannen;5;1926 tot 1931;0.00284;91290;259;63.85
164;Mannen;5;1931 tot 1936;0.00202;93448;189;65.07
165;Mannen;5;1936 tot 1941;0.00163;94570;154;65.1
166;Mannen;5;1941 tot 1946;0.00345;92394;319;60.04
167;Mannen;5;1946 tot 1951;0.0015;95449;143;67.42
168;Mannen;5;1951 tot 1956;0.00096;96761;93;68.54
169;Mannen;5;1956 tot 1961;0.00089;97415;87;68.66
170;Mannen;5;1961 tot 1966;0.00077;97805;76;68.24
171;Mannen;5;1966 tot 1971;0.00071;98106;69;67.82
172;Mannen;5;1971 tot 1976;0.00055;98395;54;67.88
173;Mannen;5;1976 tot 1981;0.00043;98705;43;68.52
174;Mannen;5;1981 tot 1986;0.00033;98880;33;69.19
175;Mannen;5;1986 tot 1991;0.00024;99013;24;69.78
176;Mannen;5;1991 tot 1996;0.00021;99173;20;70.41
177;Mannen;5;1996 tot 2001;0.00019;99309;19;71.19
178;Mannen;5;2001 tot 2006;0.00015;99359;15;72.41
179;Mannen;5;2006 tot 2011;0.00012;99489;12;74.15
180;Mannen;6;1861 tot 1866;0.01358;65589;891;49.47
181;Mannen;6;1866 tot 1871;0.01265;66181;837;49.08
182;Mannen;6;1871 tot 1876;0.01229;65075;800;49.78
183;Mannen;6;1876 tot 1881;0.00827;68232;565;52.44
184;Mannen;6;1881 tot 1886;0.00825;69831;576;53.35
185;Mannen;6;1886 tot 1891;0.00782;71079;556;53.9
186;Mannen;6;1891 tot 1896;0.00656;73120;480;54.44
187;Mannen;6;1896 tot 1901;0.0048;76277;366;56.47
188;Mannen;6;1901 tot 1906;0.00458;77794;356;57.66
189;Mannen;6;1906 tot 1911;0.00383;81351;311;58.99
190;Mannen;6;1911 tot 1916;0.00334;83786;280;60.34
191;Mannen;6;1916 tot 1921;0.00431;83989;362;57.81
192;Mannen;6;1921 tot 1926;0.00231;89310;206;62.43
193;Mannen;6;1926 tot 1931;0.0023;91031;210;63.03
194;Mannen;6;1931 tot 1936;0.00175;93259;163;64.2
195;Mannen;6;1936 tot 1941;0.00149;94416;141;64.21
196;Mannen;6;1941 tot 1946;0.00332;92075;305;59.24
197;Mannen;6;1946 tot 1951;0.00127;95306;121;66.52
198;Mannen;6;1951 tot 1956;0.00087;96668;84;67.6
199;Mannen;6;1956 tot 1961;0.00073;97328;71;67.72
200;Mannen;6;1961 tot 1966;0.00071;97730;70;67.29
201;Mannen;6;1966 tot 1971;0.00067;98036;66;66.87
202;Mannen;6;1971 tot 1976;0.00055;98342;54;66.91
203;Mannen;6;1976 tot 1981;0.0004;98663;39;67.55
204;Mannen;6;1981 tot 1986;0.00034;98848;33;68.21
205;Mannen;6;1986 tot 1991;0.00026;98989;25;68.79
206;Mannen;6;1991 tot 1996;0.00024;99152;24;69.42
207;Mannen;6;1996 tot 2001;0.00019;99290;19;70.21
208;Mannen;6;2001 tot 2006;0.00016;99344;16;71.42
209;Mannen;6;2006 tot 2011;9e-05;99477;9;73.16
210;Mannen;7;1861 tot 1866;0.01123;64698;727;49.15
211;Mannen;7;1866 tot 1871;0.01052;65344;687;48.71
212;Mannen;7;1871 tot 1876;0.00963;64275;619;49.4
213;Mannen;7;1876 tot 1881;0.00662;67667;448;51.87
214;Mannen;7;1881 tot 1886;0.00673;69255;466;52.78
215;Mannen;7;1886 tot 1891;0.00602;70523;425;53.32
216;Mannen;7;1891 tot 1896;0.00504;72640;366;53.8
217;Mannen;7;1896 tot 1901;0.00387;75910;293;55.74
218;Mannen;7;1901 tot 1906;0.00405;77438;313;56.92
219;Mannen;7;1906 tot 1911;0.00307;81040;248;58.21
220;Mannen;7;1911 tot 1916;0.00278;83506;232;59.54
221;Mannen;7;1916 tot 1921;0.00335;83627;280;57.06
222;Mannen;7;1921 tot 1926;0.00195;89103;174;61.58
223;Mannen;7;1926 tot 1931;0.00209;90821;190;62.17
224;Mannen;7;1931 tot 1936;0.00158;93096;147;63.31
225;Mannen;7;1936 tot 1941;0.00133;94275;125;63.3
226;Mannen;7;1941 tot 1946;0.00345;91769;316;58.44
227;Mannen;7;1946 tot 1951;0.00109;95186;103;65.6
228;Mannen;7;1951 tot 1956;0.00086;96584;83;66.66
229;Mannen;7;1956 tot 1961;0.00067;97257;65;66.77
230;Mannen;7;1961 tot 1966;0.0007;97660;68;66.34
231;Mannen;7;1966 tot 1971;0.00062;97971;60;65.91
232;Mannen;7;1971 tot 1976;0.00048;98288;47;65.95
233;Mannen;7;1976 tot 1981;0.00037;98623;37;66.58
234;Mannen;7;1981 tot 1986;0.00027;98814;27;67.24
235;Mannen;7;1986 tot 1991;0.00025;98964;25;67.81
236;Mannen;7;1991 tot 1996;0.00018;99129;18;68.44
237;Mannen;7;1996 tot 2001;0.00015;99271;15;69.22
238;Mannen;7;2001 tot 2006;0.00013;99328;13;70.43
239;Mannen;7;2006 tot 2011;0.00011;99468;11;72.17
240;Mannen;8;1861 tot 1866;0.00919;63971;588;48.7
241;Mannen;8;1866 tot 1871;0.00866;64656;560;48.22
242;Mannen;8;1871 tot 1876;0.00794;63656;506;48.87
243;Mannen;8;1876 tot 1881;0.00564;67220;379;51.21
244;Mannen;8;1881 tot 1886;0.00534;68789;367;52.14
245;Mannen;8;1886 tot 1891;0.00492;70098;345;52.64
246;Mannen;8;1891 tot 1896;0.00399;72274;288;53.07
247;Mannen;8;1896 tot 1901;0.00309;75617;234;54.96
248;Mannen;8;1901 tot 1906;0.00315;77124;243;56.15
249;Mannen;8;1906 tot 1911;0.00261;80791;211;57.39
250;Mannen;8;1911 tot 1916;0.00229;83275;191;58.71
251;Mannen;8;1916 tot 1921;0.00284;83347;237;56.25
252;Mannen;8;1921 tot 1926;0.00155;88930;138;60.7
253;Mannen;8;1926 tot 1931;0.00176;90631;160;61.3
254;Mannen;8;1931 tot 1936;0.0014;92948;130;62.41
255;Mannen;8;1936 tot 1941;0.00116;94150;109;62.39
256;Mannen;8;1941 tot 1946;0.0022;91453;201;57.64
257;Mannen;8;1946 tot 1951;0.00095;95082;90;64.67
258;Mannen;8;1951 tot 1956;0.00067;96501;65;65.72
259;Mannen;8;1956 tot 1961;0.00065;97191;63;65.81
260;Mannen;8;1961 tot 1966;0.00053;97592;52;65.38
261;Mannen;8;1966 tot 1971;0.00055;97910;53;64.95
262;Mannen;8;1971 tot 1976;0.00043;98241;42;64.98
263;Mannen;8;1976 tot 1981;0.0004;98586;40;65.6
264;Mannen;8;1981 tot 1986;0.00023;98787;23;66.26
265;Mannen;8;1986 tot 1991;0.0002;98939;20;66.83
266;Mannen;8;1991 tot 1996;0.00017;99111;17;67.45
267;Mannen;8;1996 tot 2001;0.00015;99256;14;68.23
268;Mannen;8;2001 tot 2006;0.00014;99315;14;69.44
269;Mannen;8;2006 tot 2011;0.0001;99457;10;71.17
270;Mannen;9;1861 tot 1866;0.00749;63383;475;48.15
271;Mannen;9;1866 tot 1871;0.00731;64097;469;47.64
272;Mannen;9;1871 tot 1876;0.0068;63151;430;48.26
273;Mannen;9;1876 tot 1881;0.00462;66841;309;50.5
274;Mannen;9;1881 tot 1886;0.00462;68422;316;51.42
275;Mannen;9;1886 tot 1891;0.00423;69754;295;51.9
276;Mannen;9;1891 tot 1896;0.00369;71985;265;52.28
277;Mannen;9;1896 tot 1901;0.00283;75383;214;54.13
278;Mannen;9;1901 tot 1906;0.00281;76881;216;55.33
279;Mannen;9;1906 tot 1911;0.00225;80580;181;56.54
280;Mannen;9;1911 tot 1916;0.00205;83084;170;57.84
281;Mannen;9;1916 tot 1921;0.00246;83110;204;55.41
282;Mannen;9;1921 tot 1926;0.00145;88791;129;59.79
283;Mannen;9;1926 tot 1931;0.00154;90472;140;60.41
284;Mannen;9;1931 tot 1936;0.00121;92818;112;61.5
285;Mannen;9;1936 tot 1941;0.00111;94041;104;61.46
286;Mannen;9;1941 tot 1946;0.00197;91252;179;56.76
287;Mannen;9;1946 tot 1951;0.0008;94992;76;63.73
288;Mannen;9;1951 tot 1956;0.00059;96437;57;64.76
289;Mannen;9;1956 tot 1961;0.0005;97128;49;64.86
290;Mannen;9;1961 tot 1966;0.00049;97540;48;64.42
291;Mannen;9;1966 tot 1971;0.0005;97857;49;63.99
292;Mannen;9;1971 tot 1976;0.00045;98198;44;64.01
293;Mannen;9;1976 tot 1981;0.00035;98546;34;64.63
294;Mannen;9;1981 tot 1986;0.00026;98765;26;65.27
295;Mannen;9;1986 tot 1991;0.00018;98920;18;65.84
296;Mannen;9;1991 tot 1996;0.00016;99094;15;66.46
297;Mannen;9;1996 tot 2001;0.00015;99242;15;67.24
298;Mannen;9;2001 tot 2006;0.00011;99301;11;68.45
299;Mannen;9;2006 tot 2011;8e-05;99447;8;70.18
300;Mannen;10;1861 tot 1866;0.00656;62908;413;47.51
301;Mannen;10;1866 tot 1871;0.00649;63628;413;46.98
302;Mannen;10;1871 tot 1876;0.00581;62721;364;47.59
303;Mannen;10;1876 tot 1881;0.00436;66532;290;49.73
304;Mannen;10;1881 tot 1886;0.00412;68106;281;50.65
305;Mannen;10;1886 tot 1891;0.0038;69458;264;51.12
306;Mannen;10;1891 tot 1896;0.00332;71720;238;51.47
307;Mannen;10;1896 tot 1901;0.00249;75170;187;53.28
308;Mannen;10;1901 tot 1906;0.00245;76665;188;54.48
309;Mannen;10;1906 tot 1911;0.00212;80399;170;55.67
310;Mannen;10;1911 tot 1916;0.0018;82914;149;56.96
311;Mannen;10;1916 tot 1921;0.00228;82906;189;54.55
312;Mannen;10;1921 tot 1926;0.00133;88663;118;58.88
313;Mannen;10;1926 tot 1931;0.00133;90332;120;59.5
314;Mannen;10;1931 tot 1936;0.00106;92706;98;60.57
315;Mannen;10;1936 tot 1941;0.00093;93936;87;60.53
316;Mannen;10;1941 tot 1946;0.00186;91073;169;55.88
317;Mannen;10;1946 tot 1951;0.00075;94916;71;62.79
318;Mannen;10;1951 tot 1956;0.00053;96380;51;63.8
319;Mannen;10;1956 tot 1961;0.00052;97079;51;63.89
320;Mannen;10;1961 tot 1966;0.00043;97492;42;63.45
321;Mannen;10;1966 tot 1971;0.00052;97808;51;63.02
322;Mannen;10;1971 tot 1976;0.00036;98154;36;63.04
323;Mannen;10;1976 tot 1981;0.00027;98512;27;63.65
324;Mannen;10;1981 tot 1986;0.00021;98739;20;64.29
325;Mannen;10;1986 tot 1991;0.0002;98902;20;64.85
326;Mannen;10;1991 tot 1996;0.00017;99078;17;65.47
327;Mannen;10;1996 tot 2001;0.00013;99227;13;66.25
328;Mannen;10;2001 tot 2006;0.00012;99291;12;67.45
329;Mannen;10;2006 tot 2011;8e-05;99439;8;69.19
330;Mannen;11;1861 tot 1866;0.00586;62496;366;46.82
331;Mannen;11;1866 tot 1871;0.00587;63215;371;46.29
332;Mannen;11;1871 tot 1876;0.00536;62357;334;46.86
333;Mannen;11;1876 tot 1881;0.00371;66242;245;48.95
334;Mannen;11;1881 tot 1886;0.00323;67825;219;49.86
335;Mannen;11;1886 tot 1891;0.00335;69194;232;50.31
336;Mannen;11;1891 tot 1896;0.00273;71482;195;50.64
337;Mannen;11;1896 tot 1901;0.00238;74983;178;52.41
338;Mannen;11;1901 tot 1906;0.00226;76477;173;53.61
339;Mannen;11;1906 tot 1911;0.00183;80228;147;54.78
340;Mannen;11;1911 tot 1916;0.00177;82764;146;56.06
341;Mannen;11;1916 tot 1921;0.00229;82717;189;53.67
342;Mannen;11;1921 tot 1926;0.00132;88545;117;57.95
343;Mannen;11;1926 tot 1931;0.00127;90212;114;58.58
344;Mannen;11;1931 tot 1936;0.00106;92608;98;59.64
345;Mannen;11;1936 tot 1941;0.0008;93849;75;59.58
346;Mannen;11;1941 tot 1946;0.00182;90904;165;54.98
347;Mannen;11;1946 tot 1951;0.00063;94845;60;61.83
348;Mannen;11;1951 tot 1956;0.00049;96329;48;62.83
349;Mannen;11;1956 tot 1961;0.00041;97029;40;62.92
350;Mannen;11;1961 tot 1966;0.00042;97450;41;62.47
351;Mannen;11;1966 tot 1971;0.00041;97757;40;62.05
352;Mannen;11;1971 tot 1976;0.00038;98119;37;62.06
353;Mannen;11;1976 tot 1981;0.00028;98485;28;62.67
354;Mannen;11;1981 tot 1986;0.00026;98719;26;63.3
355;Mannen;11;1986 tot 1991;0.00019;98882;19;63.86
356;Mannen;11;1991 tot 1996;0.00015;99061;15;64.49
357;Mannen;11;1996 tot 2001;0.00012;99213;12;65.26
358;Mannen;11;2001 tot 2006;0.00014;99278;14;66.46
359;Mannen;11;2006 tot 2011;8e-05;99432;8;68.19
360;Mannen;12;1861 tot 1866;0.00539;62129;335;46.09
361;Mannen;12;1866 tot 1871;0.00501;62843;315;45.56
362;Mannen;12;1871 tot 1876;0.00467;62023;290;46.11
363;Mannen;12;1876 tot 1881;0.00356;65996;235;48.13
364;Mannen;12;1881 tot 1886;0.00311;67606;211;49.02
365;Mannen;12;1886 tot 1891;0.00297;68962;205;49.48
366;Mannen;12;1891 tot 1896;0.00288;71287;206;49.78
367;Mannen;12;1896 tot 1901;0.00219;74804;164;51.53
368;Mannen;12;1901 tot 1906;0.00213;76304;163;52.73
369;Mannen;12;1906 tot 1911;0.0019;80081;152;53.88
370;Mannen;12;1911 tot 1916;0.00159;82618;132;55.16
371;Mannen;12;1916 tot 1921;0.00216;82528;178;52.79
372;Mannen;12;1921 tot 1926;0.00128;88428;113;57.03
373;Mannen;12;1926 tot 1931;0.00116;90098;104;57.65
374;Mannen;12;1931 tot 1936;0.00095;92510;88;58.7
375;Mannen;12;1936 tot 1941;0.0009;93774;84;58.63
376;Mannen;12;1941 tot 1946;0.00175;90738;159;54.08
377;Mannen;12;1946 tot 1951;0.0007;94785;67;60.87
378;Mannen;12;1951 tot 1956;0.00049;96282;47;61.86
379;Mannen;12;1956 tot 1961;0.00042;96988;41;61.95
380;Mannen;12;1961 tot 1966;0.00038;97409;37;61.5
381;Mannen;12;1966 tot 1971;0.00041;97717;40;61.08
382;Mannen;12;1971 tot 1976;0.00038;98081;37;61.08
383;Mannen;12;1976 tot 1981;0.00032;98457;31;61.69
384;Mannen;12;1981 tot 1986;0.00024;98693;24;62.32
385;Mannen;12;1986 tot 1991;0.00019;98863;19;62.88
386;Mannen;12;1991 tot 1996;0.00016;99046;16;63.5
387;Mannen;12;1996 tot 2001;0.00013;99201;13;64.27
388;Mannen;12;2001 tot 2006;0.00015;99264;15;65.47
389;Mannen;12;2006 tot 2011;0.00013;99424;13;67.2
390;Mannen;13;1861 tot 1866;0.00486;61794;300;45.34
391;Mannen;13;1866 tot 1871;0.00458;62529;286;44.78
392;Mannen;13;1871 tot 1876;0.00456;61733;282;45.33
393;Mannen;13;1876 tot 1881;0.00345;65761;227;47.3
394;Mannen;13;1881 tot 1886;0.00319;67395;215;48.17
395;Mannen;13;1886 tot 1891;0.00287;68758;197;48.63
396;Mannen;13;1891 tot 1896;0.00279;71081;198;48.92
397;Mannen;13;1896 tot 1901;0.00224;74641;167;50.65
398;Mannen;13;1901 tot 1906;0.00218;76141;166;51.85
399;Mannen;13;1906 tot 1911;0.00171;79929;137;52.98
400;Mannen;13;1911 tot 1916;0.0017;82487;140;54.25
401;Mannen;13;1916 tot 1921;0.00211;82350;173;51.9
402;Mannen;13;1921 tot 1926;0.00133;88315;117;56.1
403;Mannen;13;1926 tot 1931;0.00123;89994;111;56.72
404;Mannen;13;1931 tot 1936;0.00095;92422;87;57.75
405;Mannen;13;1936 tot 1941;0.00089;93689;83;57.68
406;Mannen;13;1941 tot 1946;0.00162;90580;147;53.17
407;Mannen;13;1946 tot 1951;0.00071;94719;68;59.91
408;Mannen;13;1951 tot 1956;0.00055;96234;53;60.89
409;Mannen;13;1956 tot 1961;0.00042;96947;40;60.97
410;Mannen;13;1961 tot 1966;0.00043;97372;42;60.52
411;Mannen;13;1966 tot 1971;0.00043;97677;42;60.1
412;Mannen;13;1971 tot 1976;0.0004;98044;39;60.11
413;Mannen;13;1976 tot 1981;0.00031;98426;31;60.71
414;Mannen;13;1981 tot 1986;0.00026;98669;26;61.33
415;Mannen;13;1986 tot 1991;0.00023;98844;23;61.89
416;Mannen;13;1991 tot 1996;0.0002;99030;20;62.51
417;Mannen;13;1996 tot 2001;0.00018;99188;18;63.28
418;Mannen;13;2001 tot 2006;0.00017;99249;17;64.48
419;Mannen;13;2006 tot 2011;0.00012;99411;11;66.21
420;Mannen;14;1861 tot 1866;0.00453;61494;278;44.56
421;Mannen;14;1866 tot 1871;0.00491;62243;306;43.99
422;Mannen;14;1871 tot 1876;0.00445;61451;273;44.53
423;Mannen;14;1876 tot 1881;0.00351;65534;230;46.46
424;Mannen;14;1881 tot 1886;0.00322;67180;216;47.32
425;Mannen;14;1886 tot 1891;0.00285;68560;195;47.76
426;Mannen;14;1891 tot 1896;0.00292;70883;207;48.06
427;Mannen;14;1896 tot 1901;0.00245;74473;182;49.76
428;Mannen;14;1901 tot 1906;0.00236;75975;179;50.96
429;Mannen;14;1906 tot 1911;0.00186;79792;149;52.07
430;Mannen;14;1911 tot 1916;0.00175;82347;144;53.34
