ID;Broedvogels;Perioden;Broedvogelindex_1
219;Blauwe Kiekendief;2005;22.0
220;Blauwe Kiekendief;2006;20.0
221;Blauwe Kiekendief;2007;16.0
222;Blauwe Kiekendief;2008;16.0
223;Blauwe Kiekendief;2009;14.0
224;Blauwe Kiekendief;2010;19.0
225;Blauwe Kiekendief;2011;17.0
226;Blauwe Kiekendief;2012;17.0
227;Blauwe Kiekendief;2013;9.0
228;Blauwe Kiekendief;2014;22.0
229;Blauwe Kiekendief;2015;10.0
230;Blauwe Kiekendief;2016;14.0
231;Blauwe Kiekendief;2017;12.0
232;Blauwe Kiekendief;2018;10.0
233;Blauwe Kiekendief;2019;15.0
234;Blauwe Kiekendief;2020;19.0
235;Blauwe Kiekendief;2021;10.0
236;Blauwe Kiekendief;2022;7.0
237;Blauwe Kiekendief;2023;7.0
238;Blauwe Reiger;1990;100.0
239;Blauwe Reiger;1991;88.0
240;Blauwe Reiger;1992;86.0
241;Blauwe Reiger;1993;90.0
242;Blauwe Reiger;1994;96.0
243;Blauwe Reiger;1995;102.0
244;Blauwe Reiger;1996;80.0
245;Blauwe Reiger;1997;73.0
246;Blauwe Reiger;1998;79.0
247;Blauwe Reiger;1999;90.0
248;Blauwe Reiger;2000;95.0
249;Blauwe Reiger;2001;99.0
250;Blauwe Reiger;2002;101.0
251;Blauwe Reiger;2003;92.0
252;Blauwe Reiger;2004;92.0
253;Blauwe Reiger;2005;96.0
254;Blauwe Reiger;2006;91.0
255;Blauwe Reiger;2007;92.0
256;Blauwe Reiger;2008;91.0
257;Blauwe Reiger;2009;84.0
258;Blauwe Reiger;2010;73.0
259;Blauwe Reiger;2011;70.0
260;Blauwe Reiger;2012;65.0
261;Blauwe Reiger;2013;53.0
262;Blauwe Reiger;2014;61.0
263;Blauwe Reiger;2015;73.0
264;Blauwe Reiger;2016;72.0
265;Blauwe Reiger;2017;72.0
266;Blauwe Reiger;2018;68.0
267;Blauwe Reiger;2019;72.0
268;Blauwe Reiger;2020;76.0
269;Blauwe Reiger;2021;70.0
270;Blauwe Reiger;2022;70.0
271;Blauwe Reiger;2023;77.0
272;Boerenzwaluw;1990;100.0
273;Boerenzwaluw;1991;85.0
274;Boerenzwaluw;1992;88.0
275;Boerenzwaluw;1993;78.0
276;Boerenzwaluw;1994;65.0
277;Boerenzwaluw;1995;61.0
278;Boerenzwaluw;1996;72.0
279;Boerenzwaluw;1997;73.0
280;Boerenzwaluw;1998;81.0
281;Boerenzwaluw;1999;83.0
282;Boerenzwaluw;2000;83.0
283;Boerenzwaluw;2001;70.0
284;Boerenzwaluw;2002;59.0
285;Boerenzwaluw;2003;66.0
286;Boerenzwaluw;2004;73.0
287;Boerenzwaluw;2005;77.0
288;Boerenzwaluw;2006;81.0
289;Boerenzwaluw;2007;87.0
290;Boerenzwaluw;2008;89.0
291;Boerenzwaluw;2009;88.0
292;Boerenzwaluw;2010;95.0
293;Boerenzwaluw;2011;100.0
294;Boerenzwaluw;2012;83.0
295;Boerenzwaluw;2013;86.0
296;Boerenzwaluw;2014;98.0
297;Boerenzwaluw;2015;98.0
298;Boerenzwaluw;2016;100.0
299;Boerenzwaluw;2017;116.0
300;Boerenzwaluw;2018;118.0
301;Boerenzwaluw;2019;119.0
302;Boerenzwaluw;2020;114.0
303;Boerenzwaluw;2021;103.0
304;Boerenzwaluw;2022;98.0
305;Boerenzwaluw;2023;96.0
306;Bontbekplevier;1990;100.0
307;Bontbekplevier;1991;80.0
308;Bontbekplevier;1992;109.0
309;Bontbekplevier;1993;82.0
310;Bontbekplevier;1994;92.0
311;Bontbekplevier;1995;103.0
312;Bontbekplevier;1996;97.0
313;Bontbekplevier;1997;87.0
314;Bontbekplevier;1998;110.0
315;Bontbekplevier;1999;110.0
316;Bontbekplevier;2000;96.0
317;Bontbekplevier;2001;97.0
318;Bontbekplevier;2002;87.0
319;Bontbekplevier;2003;104.0
320;Bontbekplevier;2004;108.0
321;Bontbekplevier;2005;105.0
322;Bontbekplevier;2006;98.0
323;Bontbekplevier;2007;102.0
324;Bontbekplevier;2008;84.0
325;Bontbekplevier;2009;87.0
326;Bontbekplevier;2010;94.0
327;Bontbekplevier;2011;100.0
328;Bontbekplevier;2012;79.0
329;Bontbekplevier;2013;77.0
330;Bontbekplevier;2014;73.0
331;Bontbekplevier;2015;71.0
332;Bontbekplevier;2016;77.0
333;Bontbekplevier;2017;77.0
334;Bontbekplevier;2018;76.0
335;Bontbekplevier;2019;95.0
336;Bontbekplevier;2020;86.0
337;Bontbekplevier;2021;92.0
338;Bontbekplevier;2022;97.0
339;Bontbekplevier;2023;99.0
340;Bonte Vliegenvanger;1990;100.0
341;Bonte Vliegenvanger;1991;92.0
342;Bonte Vliegenvanger;1992;95.0
343;Bonte Vliegenvanger;1993;109.0
344;Bonte Vliegenvanger;1994;94.0
345;Bonte Vliegenvanger;1995;113.0
346;Bonte Vliegenvanger;1996;106.0
347;Bonte Vliegenvanger;1997;133.0
348;Bonte Vliegenvanger;1998;127.0
349;Bonte Vliegenvanger;1999;122.0
350;Bonte Vliegenvanger;2000;108.0
351;Bonte Vliegenvanger;2001;108.0
352;Bonte Vliegenvanger;2002;108.0
353;Bonte Vliegenvanger;2003;113.0
354;Bonte Vliegenvanger;2004;123.0
355;Bonte Vliegenvanger;2005;126.0
356;Bonte Vliegenvanger;2006;120.0
357;Bonte Vliegenvanger;2007;125.0
358;Bonte Vliegenvanger;2008;112.0
359;Bonte Vliegenvanger;2009;133.0
360;Bonte Vliegenvanger;2010;142.0
361;Bonte Vliegenvanger;2011;159.0
362;Bonte Vliegenvanger;2012;161.0
363;Bonte Vliegenvanger;2013;175.0
364;Bonte Vliegenvanger;2014;166.0
365;Bonte Vliegenvanger;2015;166.0
366;Bonte Vliegenvanger;2016;160.0
367;Bonte Vliegenvanger;2017;171.0
368;Bonte Vliegenvanger;2018;175.0
369;Bonte Vliegenvanger;2019;192.0
370;Bonte Vliegenvanger;2020;210.0
371;Bonte Vliegenvanger;2021;230.0
372;Bonte Vliegenvanger;2022;241.0
373;Bonte Vliegenvanger;2023;261.0
374;Boomklever;1990;100.0
375;Boomklever;1991;126.0
376;Boomklever;1992;94.0
377;Boomklever;1993;108.0
378;Boomklever;1994;103.0
379;Boomklever;1995;98.0
380;Boomklever;1996;110.0
381;Boomklever;1997;114.0
382;Boomklever;1998;90.0
383;Boomklever;1999;100.0
384;Boomklever;2000;108.0
385;Boomklever;2001;115.0
386;Boomklever;2002;123.0
387;Boomklever;2003;147.0
388;Boomklever;2004;130.0
389;Boomklever;2005;149.0
390;Boomklever;2006;134.0
391;Boomklever;2007;163.0
392;Boomklever;2008;179.0
393;Boomklever;2009;162.0
394;Boomklever;2010;170.0
395;Boomklever;2011;164.0
396;Boomklever;2012;183.0
397;Boomklever;2013;167.0
398;Boomklever;2014;177.0
399;Boomklever;2015;198.0
400;Boomklever;2016;194.0
401;Boomklever;2017;196.0
402;Boomklever;2018;204.0
403;Boomklever;2019;216.0
404;Boomklever;2020;211.0
405;Boomklever;2021;221.0
406;Boomklever;2022;201.0
407;Boomklever;2023;195.0
408;Boomkruiper;1990;100.0
409;Boomkruiper;1991;95.0
410;Boomkruiper;1992;90.0
411;Boomkruiper;1993;98.0
412;Boomkruiper;1994;101.0
413;Boomkruiper;1995;95.0
414;Boomkruiper;1996;97.0
415;Boomkruiper;1997;98.0
416;Boomkruiper;1998;88.0
417;Boomkruiper;1999;89.0
418;Boomkruiper;2000;97.0
419;Boomkruiper;2001;100.0
420;Boomkruiper;2002;102.0
421;Boomkruiper;2003;117.0
422;Boomkruiper;2004;113.0
423;Boomkruiper;2005;117.0
424;Boomkruiper;2006;112.0
425;Boomkruiper;2007;117.0
426;Boomkruiper;2008;117.0
427;Boomkruiper;2009;119.0
428;Boomkruiper;2010;115.0
429;Boomkruiper;2011;112.0
430;Boomkruiper;2012;131.0
431;Boomkruiper;2013;123.0
432;Boomkruiper;2014;131.0
433;Boomkruiper;2015;144.0
434;Boomkruiper;2016;157.0
435;Boomkruiper;2017;149.0
436;Boomkruiper;2018;143.0
437;Boomkruiper;2019;150.0
438;Boomkruiper;2020;156.0
439;Boomkruiper;2021;173.0
440;Boomkruiper;2022;161.0
441;Boomkruiper;2023;178.0
442;Boomleeuwerik;1990;100.0
443;Boomleeuwerik;1991;102.0
444;Boomleeuwerik;1992;123.0
445;Boomleeuwerik;1993;139.0
446;Boomleeuwerik;1994;157.0
447;Boomleeuwerik;1995;159.0
448;Boomleeuwerik;1996;154.0
449;Boomleeuwerik;1997;156.0
450;Boomleeuwerik;1998;160.0
451;Boomleeuwerik;1999;154.0
452;Boomleeuwerik;2000;166.0
453;Boomleeuwerik;2001;153.0
454;Boomleeuwerik;2002;142.0
455;Boomleeuwerik;2003;136.0
456;Boomleeuwerik;2004;130.0
457;Boomleeuwerik;2005;131.0
458;Boomleeuwerik;2006;128.0
459;Boomleeuwerik;2007;132.0
460;Boomleeuwerik;2008;122.0
461;Boomleeuwerik;2009;114.0
462;Boomleeuwerik;2010;119.0
463;Boomleeuwerik;2011;126.0
464;Boomleeuwerik;2012;144.0
465;Boomleeuwerik;2013;152.0
466;Boomleeuwerik;2014;146.0
467;Boomleeuwerik;2015;136.0
468;Boomleeuwerik;2016;148.0
469;Boomleeuwerik;2017;141.0
470;Boomleeuwerik;2018;154.0
471;Boomleeuwerik;2019;181.0
472;Boomleeuwerik;2020;208.0
473;Boomleeuwerik;2021;241.0
474;Boomleeuwerik;2022;241.0
475;Boomleeuwerik;2023;238.0
476;Boompieper;1990;100.0
477;Boompieper;1991;89.0
478;Boompieper;1992;101.0
479;Boompieper;1993;107.0
480;Boompieper;1994;106.0
481;Boompieper;1995;95.0
482;Boompieper;1996;122.0
483;Boompieper;1997;109.0
484;Boompieper;1998;118.0
485;Boompieper;1999;141.0
486;Boompieper;2000;135.0
487;Boompieper;2001;131.0
488;Boompieper;2002;126.0
489;Boompieper;2003;123.0
490;Boompieper;2004;140.0
491;Boompieper;2005;146.0
492;Boompieper;2006;152.0
493;Boompieper;2007;147.0
494;Boompieper;2008;148.0
495;Boompieper;2009;148.0
496;Boompieper;2010;156.0
497;Boompieper;2011;179.0
498;Boompieper;2012;172.0
499;Boompieper;2013;173.0
500;Boompieper;2014;173.0
501;Boompieper;2015;164.0
502;Boompieper;2016;167.0
503;Boompieper;2017;158.0
504;Boompieper;2018;145.0
505;Boompieper;2019;156.0
506;Boompieper;2020;172.0
507;Boompieper;2021;173.0
508;Boompieper;2022;163.0
509;Boompieper;2023;164.0
510;Boomvalk;1990;100.0
511;Boomvalk;1991;109.0
512;Boomvalk;1992;98.0
513;Boomvalk;1993;88.0
514;Boomvalk;1994;94.0
515;Boomvalk;1995;87.0
516;Boomvalk;1996;84.0
517;Boomvalk;1997;89.0
518;Boomvalk;1998;110.0
519;Boomvalk;1999;91.0
520;Boomvalk;2000;91.0
521;Boomvalk;2001;89.0
522;Boomvalk;2002;87.0
523;Boomvalk;2003;84.0
524;Boomvalk;2004;73.0
525;Boomvalk;2005;70.0
526;Boomvalk;2006;71.0
527;Boomvalk;2007;68.0
528;Boomvalk;2008;83.0
529;Boomvalk;2009;75.0
530;Boomvalk;2010;66.0
531;Boomvalk;2011;66.0
532;Boomvalk;2012;52.0
533;Boomvalk;2013;51.0
534;Boomvalk;2014;51.0
535;Boomvalk;2015;44.0
536;Boomvalk;2016;57.0
537;Boomvalk;2017;52.0
538;Boomvalk;2018;42.0
539;Boomvalk;2019;44.0
540;Boomvalk;2020;43.0
541;Boomvalk;2021;52.0
542;Boomvalk;2022;45.0
543;Boomvalk;2023;43.0
544;Bosrietzanger;1990;100.0
545;Bosrietzanger;1991;76.0
546;Bosrietzanger;1992;76.0
547;Bosrietzanger;1993;79.0
548;Bosrietzanger;1994;79.0
549;Bosrietzanger;1995;80.0
550;Bosrietzanger;1996;100.0
551;Bosrietzanger;1997;92.0
552;Bosrietzanger;1998;88.0
553;Bosrietzanger;1999;80.0
554;Bosrietzanger;2000;75.0
555;Bosrietzanger;2001;75.0
556;Bosrietzanger;2002;76.0
557;Bosrietzanger;2003;74.0
558;Bosrietzanger;2004;80.0
559;Bosrietzanger;2005;78.0
560;Bosrietzanger;2006;79.0
561;Bosrietzanger;2007;84.0
562;Bosrietzanger;2008;81.0
563;Bosrietzanger;2009;80.0
564;Bosrietzanger;2010;76.0
565;Bosrietzanger;2011;73.0
566;Bosrietzanger;2012;79.0
567;Bosrietzanger;2013;83.0
568;Bosrietzanger;2014;78.0
569;Bosrietzanger;2015;79.0
570;Bosrietzanger;2016;77.0
571;Bosrietzanger;2017;75.0
572;Bosrietzanger;2018;88.0
573;Bosrietzanger;2019;81.0
574;Bosrietzanger;2020;98.0
575;Bosrietzanger;2021;100.0
576;Bosrietzanger;2022;92.0
577;Bosrietzanger;2023;100.0
578;Bosuil;1990;100.0
579;Bosuil;1991;105.0
580;Bosuil;1992;96.0
581;Bosuil;1993;115.0
582;Bosuil;1994;108.0
583;Bosuil;1995;106.0
584;Bosuil;1996;125.0
585;Bosuil;1997;111.0
586;Bosuil;1998;97.0
587;Bosuil;1999;132.0
588;Bosuil;2000;108.0
589;Bosuil;2001;107.0
590;Bosuil;2002;108.0
591;Bosuil;2003;111.0
592;Bosuil;2004;109.0
593;Bosuil;2005;107.0
594;Bosuil;2006;90.0
595;Bosuil;2007;115.0
596;Bosuil;2008;103.0
597;Bosuil;2009;97.0
598;Bosuil;2010;110.0
599;Bosuil;2011;103.0
600;Bosuil;2012;106.0
601;Bosuil;2013;100.0
602;Bosuil;2014;106.0
603;Bosuil;2015;106.0
604;Bosuil;2016;118.0
605;Bosuil;2017;117.0
606;Bosuil;2018;118.0
607;Bosuil;2019;121.0
608;Bosuil;2020;128.0
609;Bosuil;2021;140.0
610;Bosuil;2022;124.0
611;Bosuil;2023;130.0
612;Braamsluiper;1990;100.0
613;Braamsluiper;1991;70.0
614;Braamsluiper;1992;81.0
615;Braamsluiper;1993;77.0
616;Braamsluiper;1994;90.0
617;Braamsluiper;1995;95.0
618;Braamsluiper;1996;97.0
619;Braamsluiper;1997;74.0
620;Braamsluiper;1998;69.0
621;Braamsluiper;1999;70.0
622;Braamsluiper;2000;71.0
623;Braamsluiper;2001;62.0
624;Braamsluiper;2002;55.0
625;Braamsluiper;2003;72.0
626;Braamsluiper;2004;72.0
627;Braamsluiper;2005;76.0
628;Braamsluiper;2006;76.0
629;Braamsluiper;2007;81.0
630;Braamsluiper;2008;73.0
631;Braamsluiper;2009;79.0
632;Braamsluiper;2010;80.0
633;Braamsluiper;2011;78.0
634;Braamsluiper;2012;80.0
635;Braamsluiper;2013;80.0
636;Braamsluiper;2014;80.0
637;Braamsluiper;2015;84.0
638;Braamsluiper;2016;90.0
639;Braamsluiper;2017;94.0
640;Braamsluiper;2018;95.0
641;Braamsluiper;2019;110.0
642;Braamsluiper;2020;128.0
643;Braamsluiper;2021;108.0
644;Braamsluiper;2022;105.0
645;Braamsluiper;2023;108.0
646;Brandgans;1990;0.0
647;Brandgans;1991;0.0
648;Brandgans;1992;0.0
649;Brandgans;1993;1.0
650;Brandgans;1994;1.0
651;Brandgans;1995;1.0
652;Brandgans;1996;3.0
653;Brandgans;1997;3.0
654;Brandgans;1998;6.0
655;Brandgans;1999;6.0
656;Brandgans;2000;10.0
657;Brandgans;2001;14.0
658;Brandgans;2002;20.0
659;Brandgans;2003;30.0
660;Brandgans;2004;39.0
661;Brandgans;2005;47.0
662;Brandgans;2006;56.0
663;Brandgans;2007;52.0
664;Brandgans;2008;66.0
665;Brandgans;2009;70.0
666;Brandgans;2010;81.0
667;Brandgans;2011;74.0
668;Brandgans;2012;88.0
669;Brandgans;2013;104.0
670;Brandgans;2014;91.0
671;Brandgans;2015;113.0
672;Brandgans;2016;76.0
673;Brandgans;2017;90.0
674;Brandgans;2018;94.0
675;Brandgans;2019;94.0
676;Brandgans;2020;88.0
677;Brandgans;2021;74.0
678;Brandgans;2022;74.0
679;Brandgans;2023;100.0
680;Brilduiker;1990;100.0
681;Brilduiker;1991;112.0
682;Brilduiker;1992;125.0
683;Brilduiker;1993;100.0
684;Brilduiker;1994;125.0
685;Brilduiker;1995;50.0
686;Brilduiker;1996;75.0
687;Brilduiker;1997;225.0
688;Brilduiker;1998;125.0
689;Brilduiker;1999;325.0
690;Brilduiker;2000;250.0
691;Brilduiker;2001;250.0
692;Brilduiker;2002;300.0
693;Brilduiker;2003;250.0
694;Brilduiker;2004;200.0
695;Brilduiker;2005;100.0
696;Brilduiker;2006;125.0
697;Brilduiker;2007;50.0
698;Brilduiker;2008;50.0
699;Brilduiker;2009;100.0
700;Brilduiker;2010;75.0
701;Brilduiker;2011;75.0
702;Brilduiker;2012;100.0
703;Brilduiker;2013;150.0
704;Brilduiker;2014;50.0
705;Brilduiker;2015;100.0
706;Brilduiker;2016;100.0
707;Brilduiker;2017;25.0
708;Brilduiker;2018;0.0
709;Brilduiker;2019;50.0
710;Brilduiker;2020;25.0
711;Brilduiker;2021;50.0
712;Brilduiker;2022;50.0
713;Brilduiker;2023;50.0
714;Bruine Kiekendief;1990;100.0
715;Bruine Kiekendief;1991;96.0
716;Bruine Kiekendief;1992;97.0
717;Bruine Kiekendief;1993;92.0
718;Bruine Kiekendief;1994;101.0
719;Bruine Kiekendief;1995;97.0
720;Bruine Kiekendief;1996;97.0
721;Bruine Kiekendief;1997;95.0
722;Bruine Kiekendief;1998;97.0
723;Bruine Kiekendief;1999;98.0
724;Bruine Kiekendief;2000;105.0
725;Bruine Kiekendief;2001;112.0
726;Bruine Kiekendief;2002;108.0
727;Bruine Kiekendief;2003;94.0
728;Bruine Kiekendief;2004;92.0
729;Bruine Kiekendief;2005;85.0
730;Bruine Kiekendief;2006;85.0
731;Bruine Kiekendief;2007;83.0
732;Bruine Kiekendief;2008;76.0
733;Bruine Kiekendief;2009;81.0
734;Bruine Kiekendief;2010;85.0
735;Bruine Kiekendief;2011;79.0
736;Bruine Kiekendief;2012;75.0
737;Bruine Kiekendief;2013;76.0
738;Bruine Kiekendief;2014;75.0
739;Bruine Kiekendief;2015;71.0
740;Bruine Kiekendief;2016;73.0
741;Bruine Kiekendief;2017;76.0
742;Bruine Kiekendief;2018;67.0
743;Bruine Kiekendief;2019;62.0
744;Bruine Kiekendief;2020;71.0
745;Bruine Kiekendief;2021;73.0
746;Bruine Kiekendief;2022;72.0
747;Bruine Kiekendief;2023;71.0
748;Buidelmees;1990;100.0
749;Buidelmees;1991;111.0
750;Buidelmees;1992;125.0
751;Buidelmees;1993;107.0
752;Buidelmees;1994;81.0
753;Buidelmees;1995;64.0
754;Buidelmees;1996;96.0
755;Buidelmees;1997;88.0
756;Buidelmees;1998;71.0
757;Buidelmees;1999;71.0
758;Buidelmees;2000;67.0
759;Buidelmees;2001;38.0
760;Buidelmees;2002;43.0
761;Buidelmees;2003;32.0
762;Buidelmees;2004;22.0
763;Buidelmees;2005;27.0
764;Buidelmees;2006;19.0
765;Buidelmees;2007;19.0
766;Buidelmees;2008;16.0
767;Buidelmees;2009;18.0
768;Buidelmees;2010;20.0
769;Buidelmees;2011;27.0
770;Buidelmees;2012;22.0
771;Buidelmees;2013;17.0
772;Buidelmees;2014;12.0
773;Buidelmees;2015;12.0
774;Buidelmees;2016;9.0
775;Buidelmees;2017;5.0
776;Buidelmees;2018;5.0
777;Buidelmees;2019;4.0
778;Buidelmees;2020;3.0
779;Buidelmees;2021;9.0
780;Buidelmees;2022;9.0
781;Buidelmees;2023;4.0
782;Buizerd;1990;100.0
783;Buizerd;1991;114.0
784;Buizerd;1992;116.0
785;Buizerd;1993;124.0
786;Buizerd;1994;133.0
787;Buizerd;1995;141.0
788;Buizerd;1996;141.0
789;Buizerd;1997;153.0
790;Buizerd;1998;153.0
791;Buizerd;1999;160.0
792;Buizerd;2000;166.0
793;Buizerd;2001;172.0
794;Buizerd;2002;178.0
795;Buizerd;2003;174.0
796;Buizerd;2004;176.0
797;Buizerd;2005;184.0
798;Buizerd;2006;174.0
799;Buizerd;2007;196.0
800;Buizerd;2008;201.0
801;Buizerd;2009;196.0
802;Buizerd;2010;199.0
803;Buizerd;2011;195.0
804;Buizerd;2012;205.0
805;Buizerd;2013;185.0
806;Buizerd;2014;208.0
807;Buizerd;2015;209.0
808;Buizerd;2016;235.0
