ID;Opleidingsniveau;Marges;WijkenEnBuurten;RegiocodeGemeenteWijkBuurt_1;Bevolking15Tot75Jaar_2
142;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Verspreide huizen Augustinusga;          ;
143;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Wijk 02 Zuid;          ;2990.0
144;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Surhuisterveen;          ;1200.0
145;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Harkema;          ;1010.0
146;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Surhuizum;          ;170.0
147;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Boelenslaan;          ;200.0
148;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Verspreide huizen Surhuisterveen;          ;
149;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Verspreide huizen Harkema;          ;60.0
150;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Verspreide huizen Surhuizum;          ;50.0
151;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Verspreide huizen Boelenslaan;          ;40.0
152;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Alblasserdam;          ;4070.0
153;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Wijk 01 Centrum;          ;770.0
154;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Cortgene;          ;120.0
155;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Redersbuurt;          ;130.0
156;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;kerkbuurt;          ;220.0
157;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Polderbuurt;          ;60.0
158;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;De Werven;          ;120.0
159;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Wijk 02 Kinderdijk;          ;750.0
160;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Dijk;          ;80.0
161;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Vogelbuurt;          ;210.0
162;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Waterland;          ;
163;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Groene Long;          ;
164;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Rivierenbuurt;          ;170.0
165;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Nieuw Kinderdijk;          ;
166;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Wijk 03 Blokweer;          ;1540.0
167;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Zeelt;          ;130.0
168;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Middelland;          ;50.0
169;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Blokweer Noord;          ;200.0
170;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Blokweer Zuid;          ;120.0
171;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Drentsebuurt;          ;190.0
172;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Florabuurt;          ;320.0
173;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Staatsliedenbuurt;          ;350.0
174;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Wijk 04 Souburgh;          ;660.0
175;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Schildersbuurt;          ;180.0
176;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Schrijversbuurt;          ;310.0
177;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Klein Alblas;          ;
178;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Oranjebuurt;          ;
179;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Wijk 05 Bedrijventerrein;          ;
180;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Vinkenwaard;          ;
181;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Hoogendijk;          ;
182;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Nieuwland;          ;
183;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Wijk 06 Landelijk gebied;          ;40.0
184;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Polder Blokweer;          ;
185;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Polder Kortland;          ;
186;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Polder Souburgh;          ;
187;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Polder Vinkenwaard;          ;
188;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Albrandswaard;          ;4240.0
189;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Wijk 01 Poortugaal-Noord;          ;400.0
190;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Valckesteyn;          ;360.0
191;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Zwaardijk-Kruisdijk;          ;
192;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Poortugaal;          ;
193;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Buitengebied Poortugaal;          ;
194;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Wijk 02 Rhoon-Noord;          ;270.0
195;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Rhoon Noord;          ;
196;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Buitengebied Rhoon-Noord;          ;
197;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Wijk 03 Poortugaal-Zuid;          ;1240.0
198;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Beatrixstraat;          ;140.0
199;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Landweg;          ;260.0
200;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Poortugaal-Centrum;          ;140.0
201;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Poortugaal Zuid;          ;350.0
202;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Polder Albrandswaard;          ;260.0
203;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Kijvelanden;          ;
204;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Wijk 04 Rhoon-Zuid;          ;860.0
205;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Rhoon-Centrum;          ;160.0
206;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Ghijseland;          ;150.0
207;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Overhoeken;          ;
208;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Park Rhoon;          ;110.0
209;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Rhoon-Zuidoost;          ;140.0
210;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Tijsjesdijk;          ;140.0
211;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Buitengebied Rhoon-Zuid;          ;
212;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Wijk 05 Buitengebied Albrandswaard;          ;
213;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Portland-Koedoodzone;          ;
214;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Buitengebied;          ;
215;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Wijk 06 Portland;          ;1180.0
216;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Driehoek;          ;360.0
217;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Portland-Centrum;          ;260.0
218;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Wijkpark Portland;          ;
219;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;De Eilanden;          ;490.0
220;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Wijk 07 Rotterdam-Albrandswaard;          ;
221;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Distripark;          ;
222;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Alkmaar;          ;20290.0
223;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Zuid;          ;2100.0
224;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Kooimeer;          ;450.0
225;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Dillenburg en Stadhouderskwartier;          ;190.0
226;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Staatsliedenkwartier en Landstraten;          ;340.0
227;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Oud-Rochdale;          ;200.0
228;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Emmakwartier;          ;140.0
229;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Nassaukwartier en Hout;          ;160.0
230;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Oranjepark;          ;90.0
231;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Cranenbroek;          ;40.0
232;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Bloemwijk en Zocherkwartier;          ;190.0
233;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Burgemeesterskwartier;          ;130.0
234;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Oudorp;          ;2340.0
235;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Rekerbuurt en Ooievaarsnest;          ;270.0
236;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Oudorp-Noord en Oudorp-Oost;          ;300.0
237;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Oudorp-Centrum;          ;240.0
238;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Schermereiland en Omval;          ;330.0
239;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Oudorperpolder-Zuid;          ;600.0
240;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Oudorperpolder-Midden;          ;50.0
241;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Oudorperpolder-Noord;          ;150.0
242;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;De Nollen;          ;130.0
243;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Beverkoog;          ;
244;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Overdie;          ;2240.0
245;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Oud-Overdie;          ;590.0
246;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Oosterhout;          ;180.0
247;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Overdie-Oost;          ;1110.0
248;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Overdie-West;          ;220.0
249;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Boekelermeer-Zuid;          ;
250;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Boekelermeer-Noord;          ;
251;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;West;          ;2060.0
252;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;De Hoef III en IV;          ;750.0
253;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;De Hoef I en II;          ;460.0
254;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Bergerwegkwartier;          ;190.0
255;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Bergerhof en Blaeustraatkwartier;          ;210.0
256;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Bergermeer;          ;190.0
257;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Landelijk gebied-West;          ;70.0
258;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Huiswaard;          ;1350.0
259;1 Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;Huiswaard-1-Zuid;          ;560.0
