ID;Bedrijfstakken;Landen;Perioden;AangevraagdeOctrooienBijHetEPO_1
56;Industrie, totaal;Denemarken;2001;5.33
57;Industrie, totaal;Denemarken;2002;13.51
58;Industrie, totaal;Denemarken;2003;40.98
59;Industrie, totaal;Denemarken;2004;94.36
60;Industrie, totaal;Duitsland;1990;
61;Industrie, totaal;Duitsland;1991;98.61
62;Industrie, totaal;Duitsland;1992;5.62
63;Industrie, totaal;Duitsland;1993;1.0
64;Industrie, totaal;Duitsland;1994;20.35
65;Industrie, totaal;Duitsland;1995;35.76
66;Industrie, totaal;Duitsland;1996;99.43
67;Industrie, totaal;Duitsland;1997;47.16
68;Industrie, totaal;Duitsland;1998;0.69
69;Industrie, totaal;Duitsland;1999;28.78
70;Industrie, totaal;Duitsland;2000;54.8
71;Industrie, totaal;Duitsland;2001;42.78
72;Industrie, totaal;Duitsland;2002;33.65
73;Industrie, totaal;Duitsland;2003;38.24
74;Industrie, totaal;Duitsland;2004;86.5
75;Industrie, totaal;Finland;1990;63.74
76;Industrie, totaal;Finland;1991;61.95
77;Industrie, totaal;Finland;1992;10.76
78;Industrie, totaal;Finland;1993;38.71
79;Industrie, totaal;Finland;1994;77.19
80;Industrie, totaal;Finland;1995;85.43
81;Industrie, totaal;Finland;1996;31.13
82;Industrie, totaal;Finland;1997;6.95
83;Industrie, totaal;Finland;1998;65.62
84;Industrie, totaal;Finland;1999;40.18
85;Industrie, totaal;Finland;2000;27.14
86;Industrie, totaal;Finland;2001;16.19
87;Industrie, totaal;Finland;2002;69.76
88;Industrie, totaal;Finland;2003;74.03
89;Industrie, totaal;Finland;2004;9.65
90;Industrie, totaal;Frankrijk;1990;1.65
91;Industrie, totaal;Frankrijk;1991;2.05
92;Industrie, totaal;Frankrijk;1992;91.97
93;Industrie, totaal;Frankrijk;1993;94.6
94;Industrie, totaal;Frankrijk;1994;1.76
95;Industrie, totaal;Frankrijk;1995;7.13
96;Industrie, totaal;Frankrijk;1996;20.64
97;Industrie, totaal;Frankrijk;1997;47.54
98;Industrie, totaal;Frankrijk;1998;71.85
99;Industrie, totaal;Frankrijk;1999;80.33
100;Industrie, totaal;Frankrijk;2000;78.54
101;Industrie, totaal;Frankrijk;2001;75.91
102;Industrie, totaal;Frankrijk;2002;74.13
103;Industrie, totaal;Frankrijk;2003;86.02
104;Industrie, totaal;Frankrijk;2004;15.69
105;Industrie, totaal;Hongarije;1990;
106;Industrie, totaal;Hongarije;1991;
107;Industrie, totaal;Hongarije;1992;10.72
108;Industrie, totaal;Hongarije;1993;12.01
109;Industrie, totaal;Hongarije;1994;10.95
110;Industrie, totaal;Hongarije;1995;13.7
111;Industrie, totaal;Hongarije;1996;15.11
112;Industrie, totaal;Hongarije;1997;19.44
113;Industrie, totaal;Hongarije;1998;14.39
114;Industrie, totaal;Hongarije;1999;28.23
115;Industrie, totaal;Hongarije;2000;29.16
116;Industrie, totaal;Hongarije;2001;23.35
117;Industrie, totaal;Hongarije;2002;28.11
118;Industrie, totaal;Hongarije;2003;30.01
119;Industrie, totaal;Hongarije;2004;
120;Industrie, totaal;Ierland;1990;47.28
121;Industrie, totaal;Ierland;1991;47.08
122;Industrie, totaal;Ierland;1992;54.61
123;Industrie, totaal;Ierland;1993;50.28
124;Industrie, totaal;Ierland;1994;58.88
125;Industrie, totaal;Ierland;1995;67.43
126;Industrie, totaal;Ierland;1996;73.41
127;Industrie, totaal;Ierland;1997;82.35
128;Industrie, totaal;Ierland;1998;10.41
129;Industrie, totaal;Ierland;1999;20.04
130;Industrie, totaal;Ierland;2000;17.04
131;Industrie, totaal;Ierland;2001;30.3
132;Industrie, totaal;Ierland;2002;13.09
133;Industrie, totaal;Ierland;2003;10.23
134;Industrie, totaal;Ierland;2004;68.62
135;Industrie, totaal;Italië;1990;93.66
136;Industrie, totaal;Italië;1991;96.1
137;Industrie, totaal;Italië;1992;91.38
138;Industrie, totaal;Italië;1993;99.8
139;Industrie, totaal;Italië;1994;3.46
140;Industrie, totaal;Italië;1995;9.89
141;Industrie, totaal;Italië;1996;26.32
142;Industrie, totaal;Italië;1997;37.37
143;Industrie, totaal;Italië;1998;46.72
144;Industrie, totaal;Italië;1999;59.55
145;Industrie, totaal;Italië;2000;68.54
146;Industrie, totaal;Italië;2001;65.81
147;Industrie, totaal;Italië;2002;72.64
148;Industrie, totaal;Italië;2003;76.67
149;Industrie, totaal;Italië;2004;40.51
150;Industrie, totaal;Japan;1990;3.39
151;Industrie, totaal;Japan;1991;80.15
152;Industrie, totaal;Japan;1992;66.7
153;Industrie, totaal;Japan;1993;69.04
154;Industrie, totaal;Japan;1994;64.83
155;Industrie, totaal;Japan;1995;87.48
156;Industrie, totaal;Japan;1996;10.27
157;Industrie, totaal;Japan;1997;21.65
158;Industrie, totaal;Japan;1998;33.47
159;Industrie, totaal;Japan;1999;68.99
160;Industrie, totaal;Japan;2000;8.04
161;Industrie, totaal;Japan;2001;83.32
162;Industrie, totaal;Japan;2002;89.38
163;Industrie, totaal;Japan;2003;7.33
164;Industrie, totaal;Japan;2004;20.83
165;Industrie, totaal;Nederland;1990;19.02
166;Industrie, totaal;Nederland;1991;98.86
167;Industrie, totaal;Nederland;1992;11.0
168;Industrie, totaal;Nederland;1993;7.27
169;Industrie, totaal;Nederland;1994;11.04
170;Industrie, totaal;Nederland;1995;38.43
171;Industrie, totaal;Nederland;1996;80.33
172;Industrie, totaal;Nederland;1997;7.44
173;Industrie, totaal;Nederland;1998;33.23
174;Industrie, totaal;Nederland;1999;64.45
175;Industrie, totaal;Nederland;2000;18.66
176;Industrie, totaal;Nederland;2001;59.23
177;Industrie, totaal;Nederland;2002;2.03
178;Industrie, totaal;Nederland;2003;98.64
179;Industrie, totaal;Nederland;2004;55.75
180;Industrie, totaal;Oostenrijk;1990;
181;Industrie, totaal;Oostenrijk;1991;
182;Industrie, totaal;Oostenrijk;1992;
183;Industrie, totaal;Oostenrijk;1993;
184;Industrie, totaal;Oostenrijk;1994;77.92
185;Industrie, totaal;Oostenrijk;1995;76.03
186;Industrie, totaal;Oostenrijk;1996;99.98
187;Industrie, totaal;Oostenrijk;1997;51.46
188;Industrie, totaal;Oostenrijk;1998;53.1
189;Industrie, totaal;Oostenrijk;1999;77.23
190;Industrie, totaal;Oostenrijk;2000;3.53
191;Industrie, totaal;Oostenrijk;2001;4.9
192;Industrie, totaal;Oostenrijk;2002;23.04
193;Industrie, totaal;Oostenrijk;2003;27.49
194;Industrie, totaal;Oostenrijk;2004;39.65
195;Industrie, totaal;Polen;1990;
196;Industrie, totaal;Polen;1991;
197;Industrie, totaal;Polen;1992;0.77
198;Industrie, totaal;Polen;1993;1.03
199;Industrie, totaal;Polen;1994;1.13
200;Industrie, totaal;Polen;1995;0.79
201;Industrie, totaal;Polen;1996;1.46
202;Industrie, totaal;Polen;1997;1.76
203;Industrie, totaal;Polen;1998;1.66
204;Industrie, totaal;Polen;1999;2.0
205;Industrie, totaal;Polen;2000;2.44
206;Industrie, totaal;Polen;2001;3.25
207;Industrie, totaal;Polen;2002;4.65
208;Industrie, totaal;Polen;2003;6.44
209;Industrie, totaal;Polen;2004;4.55
210;Industrie, totaal;Spanje;1990;16.85
211;Industrie, totaal;Spanje;1991;20.82
212;Industrie, totaal;Spanje;1992;19.65
213;Industrie, totaal;Spanje;1993;24.03
214;Industrie, totaal;Spanje;1994;25.63
215;Industrie, totaal;Spanje;1995;25.09
216;Industrie, totaal;Spanje;1996;27.0
217;Industrie, totaal;Spanje;1997;35.98
218;Industrie, totaal;Spanje;1998;38.3
219;Industrie, totaal;Spanje;1999;43.19
220;Industrie, totaal;Spanje;2000;44.89
221;Industrie, totaal;Spanje;2001;47.48
222;Industrie, totaal;Spanje;2002;49.18
223;Industrie, totaal;Spanje;2003;47.1
224;Industrie, totaal;Spanje;2004;39.68
225;Industrie, totaal;Tsjechië;1990;
226;Industrie, totaal;Tsjechië;1991;
227;Industrie, totaal;Tsjechië;1992;
228;Industrie, totaal;Tsjechië;1993;4.11
229;Industrie, totaal;Tsjechië;1994;4.87
230;Industrie, totaal;Tsjechië;1995;3.52
231;Industrie, totaal;Tsjechië;1996;6.21
232;Industrie, totaal;Tsjechië;1997;8.31
233;Industrie, totaal;Tsjechië;1998;13.19
234;Industrie, totaal;Tsjechië;1999;11.63
235;Industrie, totaal;Tsjechië;2000;12.79
236;Industrie, totaal;Tsjechië;2001;13.42
237;Industrie, totaal;Tsjechië;2002;17.1
238;Industrie, totaal;Tsjechië;2003;21.81
239;Industrie, totaal;Tsjechië;2004;14.13
240;Industrie, totaal;Verenigd Koninkrijk;1990;22.44
241;Industrie, totaal;Verenigd Koninkrijk;1991;19.51
242;Industrie, totaal;Verenigd Koninkrijk;1992;21.03
243;Industrie, totaal;Verenigd Koninkrijk;1993;22.68
244;Industrie, totaal;Verenigd Koninkrijk;1994;28.94
245;Industrie, totaal;Verenigd Koninkrijk;1995;33.63
246;Industrie, totaal;Verenigd Koninkrijk;1996;45.81
247;Industrie, totaal;Verenigd Koninkrijk;1997;57.67
248;Industrie, totaal;Verenigd Koninkrijk;1998;76.14
249;Industrie, totaal;Verenigd Koninkrijk;1999;93.04
250;Industrie, totaal;Verenigd Koninkrijk;2000;0.9
251;Industrie, totaal;Verenigd Koninkrijk;2001;86.69
252;Industrie, totaal;Verenigd Koninkrijk;2002;82.26
253;Industrie, totaal;Verenigd Koninkrijk;2003;77.94
254;Industrie, totaal;Verenigd Koninkrijk;2004;6.03
255;Industrie, totaal;Verenigde Staten;1990;34.8
256;Industrie, totaal;Verenigde Staten;1991;33.21
257;Industrie, totaal;Verenigde Staten;1992;37.28
258;Industrie, totaal;Verenigde Staten;1993;40.08
259;Industrie, totaal;Verenigde Staten;1994;46.31
260;Industrie, totaal;Verenigde Staten;1995;61.26
261;Industrie, totaal;Verenigde Staten;1996;66.27
262;Industrie, totaal;Verenigde Staten;1997;84.24
263;Industrie, totaal;Verenigde Staten;1998;0.32
264;Industrie, totaal;Verenigde Staten;1999;7.95
265;Industrie, totaal;Verenigde Staten;2000;6.5
266;Industrie, totaal;Verenigde Staten;2001;99.78
267;Industrie, totaal;Verenigde Staten;2002;4.8
268;Industrie, totaal;Verenigde Staten;2003;5.77
269;Industrie, totaal;Verenigde Staten;2004;21.89
270;Industrie, totaal;Zuid-Korea;1990;6.48
271;Industrie, totaal;Zuid-Korea;1991;8.61
272;Industrie, totaal;Zuid-Korea;1992;11.23
273;Industrie, totaal;Zuid-Korea;1993;15.27
274;Industrie, totaal;Zuid-Korea;1994;18.5
275;Industrie, totaal;Zuid-Korea;1995;22.87
276;Industrie, totaal;Zuid-Korea;1996;21.98
277;Industrie, totaal;Zuid-Korea;1997;30.03
278;Industrie, totaal;Zuid-Korea;1998;45.35
279;Industrie, totaal;Zuid-Korea;1999;49.38
280;Industrie, totaal;Zuid-Korea;2000;57.64
281;Industrie, totaal;Zuid-Korea;2001;72.44
282;Industrie, totaal;Zuid-Korea;2002;99.47
283;Industrie, totaal;Zuid-Korea;2003;40.09
284;Industrie, totaal;Zuid-Korea;2004;35.41
285;Industrie, totaal;Zweden;1990;0.86
286;Industrie, totaal;Zweden;1991;99.35
287;Industrie, totaal;Zweden;1992;35.22
288;Industrie, totaal;Zweden;1993;53.58
289;Industrie, totaal;Zweden;1994;2.74
290;Industrie, totaal;Zweden;1995;41.07
291;Industrie, totaal;Zweden;1996;3.98
292;Industrie, totaal;Zweden;1997;55.59
293;Industrie, totaal;Zweden;1998;68.32
294;Industrie, totaal;Zweden;1999;87.98
295;Industrie, totaal;Zweden;2000;1.19
296;Industrie, totaal;Zweden;2001;53.02
297;Industrie, totaal;Zweden;2002;27.59
298;Industrie, totaal;Zweden;2003;21.13
299;Industrie, totaal;Zweden;2004;73.17
300;Industrie, totaal;EU-15;1990;70.91
301;Industrie, totaal;EU-15;1991;60.32
302;Industrie, totaal;EU-15;1992;62.85
303;Industrie, totaal;EU-15;1993;68.85
304;Industrie, totaal;EU-15;1994;78.38
305;Industrie, totaal;EU-15;1995;86.69
306;Industrie, totaal;EU-15;1996;13.52
307;Industrie, totaal;EU-15;1997;39.16
308;Industrie, totaal;EU-15;1998;62.77
309;Industrie, totaal;EU-15;1999;79.82
310;Industrie, totaal;EU-15;2000;90.9
311;Industrie, totaal;EU-15;2001;84.68
312;Industrie, totaal;EU-15;2002;77.85
313;Industrie, totaal;EU-15;2003;79.56
314;Industrie, totaal;EU-15;2004;97.69
315;Industrie, totaal;EU-25;1990;50.22
316;Industrie, totaal;EU-25;1991;41.91
317;Industrie, totaal;EU-25;1992;40.0
318;Industrie, totaal;EU-25;1993;45.54
319;Industrie, totaal;EU-25;1994;51.9
320;Industrie, totaal;EU-25;1995;56.03
321;Industrie, totaal;EU-25;1996;78.52
322;Industrie, totaal;EU-25;1997;0.35
323;Industrie, totaal;EU-25;1998;20.34
324;Industrie, totaal;EU-25;1999;34.91
325;Industrie, totaal;EU-25;2000;44.64
326;Industrie, totaal;EU-25;2001;39.74
327;Industrie, totaal;EU-25;2002;34.99
328;Industrie, totaal;EU-25;2003;37.48
329;Industrie, totaal;EU-25;2004;67.98
330;Voedings- en genotmiddelen;Australië;1990;1.65
331;Voedings- en genotmiddelen;Australië;1991;1.83
332;Voedings- en genotmiddelen;Australië;1992;2.09
333;Voedings- en genotmiddelen;Australië;1993;1.49
334;Voedings- en genotmiddelen;Australië;1994;1.62
335;Voedings- en genotmiddelen;Australië;1995;2.08
336;Voedings- en genotmiddelen;Australië;1996;1.97
337;Voedings- en genotmiddelen;Australië;1997;2.54
338;Voedings- en genotmiddelen;Australië;1998;2.09
339;Voedings- en genotmiddelen;Australië;1999;2.57
340;Voedings- en genotmiddelen;Australië;2000;3.33
341;Voedings- en genotmiddelen;Australië;2001;2.59
342;Voedings- en genotmiddelen;Australië;2002;3.32
343;Voedings- en genotmiddelen;Australië;2003;3.07
344;Voedings- en genotmiddelen;Australië;2004;
345;Voedings- en genotmiddelen;België;1990;5.82
346;Voedings- en genotmiddelen;België;1991;6.87
347;Voedings- en genotmiddelen;België;1992;7.3
348;Voedings- en genotmiddelen;België;1993;7.69
349;Voedings- en genotmiddelen;België;1994;7.97
350;Voedings- en genotmiddelen;België;1995;8.22
351;Voedings- en genotmiddelen;België;1996;9.98
352;Voedings- en genotmiddelen;België;1997;10.92
353;Voedings- en genotmiddelen;België;1998;11.88
354;Voedings- en genotmiddelen;België;1999;12.71
355;Voedings- en genotmiddelen;België;2000;11.9
356;Voedings- en genotmiddelen;België;2001;8.97
357;Voedings- en genotmiddelen;België;2002;10.13
358;Voedings- en genotmiddelen;België;2003;11.54
359;Voedings- en genotmiddelen;België;2004;7.72
360;Voedings- en genotmiddelen;Canada;1990;1.21
361;Voedings- en genotmiddelen;Canada;1991;1.33
362;Voedings- en genotmiddelen;Canada;1992;1.16
363;Voedings- en genotmiddelen;Canada;1993;1.52
364;Voedings- en genotmiddelen;Canada;1994;1.45
365;Voedings- en genotmiddelen;Canada;1995;1.81
366;Voedings- en genotmiddelen;Canada;1996;1.91
367;Voedings- en genotmiddelen;Canada;1997;2.39
368;Voedings- en genotmiddelen;Canada;1998;2.65
369;Voedings- en genotmiddelen;Canada;1999;2.86
370;Voedings- en genotmiddelen;Canada;2000;2.64
371;Voedings- en genotmiddelen;Canada;2001;3.17
372;Voedings- en genotmiddelen;Canada;2002;3.1
373;Voedings- en genotmiddelen;Canada;2003;2.24
374;Voedings- en genotmiddelen;Canada;2004;1.26
375;Voedings- en genotmiddelen;Denemarken;1990;5.97
376;Voedings- en genotmiddelen;Denemarken;1991;6.64
377;Voedings- en genotmiddelen;Denemarken;1992;9.48
378;Voedings- en genotmiddelen;Denemarken;1993;9.37
379;Voedings- en genotmiddelen;Denemarken;1994;10.16
380;Voedings- en genotmiddelen;Denemarken;1995;13.1
381;Voedings- en genotmiddelen;Denemarken;1996;11.96
382;Voedings- en genotmiddelen;Denemarken;1997;9.35
383;Voedings- en genotmiddelen;Denemarken;1998;15.04
384;Voedings- en genotmiddelen;Denemarken;1999;12.89
385;Voedings- en genotmiddelen;Denemarken;2000;14.92
386;Voedings- en genotmiddelen;Denemarken;2001;16.82
387;Voedings- en genotmiddelen;Denemarken;2002;18.06
388;Voedings- en genotmiddelen;Denemarken;2003;17.68
389;Voedings- en genotmiddelen;Denemarken;2004;8.4
390;Voedings- en genotmiddelen;Duitsland;1990;
391;Voedings- en genotmiddelen;Duitsland;1991;6.69
392;Voedings- en genotmiddelen;Duitsland;1992;6.85
393;Voedings- en genotmiddelen;Duitsland;1993;7.05
394;Voedings- en genotmiddelen;Duitsland;1994;7.08
395;Voedings- en genotmiddelen;Duitsland;1995;7.73
396;Voedings- en genotmiddelen;Duitsland;1996;8.36
397;Voedings- en genotmiddelen;Duitsland;1997;9.35
398;Voedings- en genotmiddelen;Duitsland;1998;10.32
399;Voedings- en genotmiddelen;Duitsland;1999;10.62
400;Voedings- en genotmiddelen;Duitsland;2000;11.27
401;Voedings- en genotmiddelen;Duitsland;2001;10.85
402;Voedings- en genotmiddelen;Duitsland;2002;10.27
403;Voedings- en genotmiddelen;Duitsland;2003;10.59
404;Voedings- en genotmiddelen;Duitsland;2004;7.1
405;Voedings- en genotmiddelen;Finland;1990;4.78
406;Voedings- en genotmiddelen;Finland;1991;3.46
407;Voedings- en genotmiddelen;Finland;1992;4.11
408;Voedings- en genotmiddelen;Finland;1993;5.87
409;Voedings- en genotmiddelen;Finland;1994;6.23
410;Voedings- en genotmiddelen;Finland;1995;6.05
411;Voedings- en genotmiddelen;Finland;1996;7.69
412;Voedings- en genotmiddelen;Finland;1997;9.02
413;Voedings- en genotmiddelen;Finland;1998;8.43
414;Voedings- en genotmiddelen;Finland;1999;8.22
415;Voedings- en genotmiddelen;Finland;2000;7.56
416;Voedings- en genotmiddelen;Finland;2001;7.08
417;Voedings- en genotmiddelen;Finland;2002;8.18
418;Voedings- en genotmiddelen;Finland;2003;7.29
419;Voedings- en genotmiddelen;Finland;2004;3.72
420;Voedings- en genotmiddelen;Frankrijk;1990;5.14
421;Voedings- en genotmiddelen;Frankrijk;1991;5.08
422;Voedings- en genotmiddelen;Frankrijk;1992;4.25
423;Voedings- en genotmiddelen;Frankrijk;1993;4.91
424;Voedings- en genotmiddelen;Frankrijk;1994;4.97
425;Voedings- en genotmiddelen;Frankrijk;1995;5.08
426;Voedings- en genotmiddelen;Frankrijk;1996;5.85
427;Voedings- en genotmiddelen;Frankrijk;1997;6.22
428;Voedings- en genotmiddelen;Frankrijk;1998;7.3
429;Voedings- en genotmiddelen;Frankrijk;1999;6.83
430;Voedings- en genotmiddelen;Frankrijk;2000;6.89
431;Voedings- en genotmiddelen;Frankrijk;2001;6.73
432;Voedings- en genotmiddelen;Frankrijk;2002;6.44
433;Voedings- en genotmiddelen;Frankrijk;2003;6.12
434;Voedings- en genotmiddelen;Frankrijk;2004;4.68
435;Voedings- en genotmiddelen;Hongarije;1990;
436;Voedings- en genotmiddelen;Hongarije;1991;
437;Voedings- en genotmiddelen;Hongarije;1992;0.75
438;Voedings- en genotmiddelen;Hongarije;1993;0.72
439;Voedings- en genotmiddelen;Hongarije;1994;0.47
440;Voedings- en genotmiddelen;Hongarije;1995;0.91
441;Voedings- en genotmiddelen;Hongarije;1996;0.87
442;Voedings- en genotmiddelen;Hongarije;1997;1.1
443;Voedings- en genotmiddelen;Hongarije;1998;0.3
444;Voedings- en genotmiddelen;Hongarije;1999;1.22
445;Voedings- en genotmiddelen;Hongarije;2000;1.04
446;Voedings- en genotmiddelen;Hongarije;2001;0.92
447;Voedings- en genotmiddelen;Hongarije;2002;1.8
448;Voedings- en genotmiddelen;Hongarije;2003;0.88
449;Voedings- en genotmiddelen;Hongarije;2004;
450;Voedings- en genotmiddelen;Ierland;1990;1.44
451;Voedings- en genotmiddelen;Ierland;1991;2.13
452;Voedings- en genotmiddelen;Ierland;1992;1.34
453;Voedings- en genotmiddelen;Ierland;1993;1.41
454;Voedings- en genotmiddelen;Ierland;1994;2.42
455;Voedings- en genotmiddelen;Ierland;1995;3.05
456;Voedings- en genotmiddelen;Ierland;1996;2.99
457;Voedings- en genotmiddelen;Ierland;1997;3.61
458;Voedings- en genotmiddelen;Ierland;1998;4.07
459;Voedings- en genotmiddelen;Ierland;1999;3.91
460;Voedings- en genotmiddelen;Ierland;2000;2.81
461;Voedings- en genotmiddelen;Ierland;2001;3.48
462;Voedings- en genotmiddelen;Ierland;2002;2.47
463;Voedings- en genotmiddelen;Ierland;2003;2.86
464;Voedings- en genotmiddelen;Ierland;2004;1.44
465;Voedings- en genotmiddelen;Italië;1990;2.47
466;Voedings- en genotmiddelen;Italië;1991;2.73
467;Voedings- en genotmiddelen;Italië;1992;2.56
468;Voedings- en genotmiddelen;Italië;1993;2.79
469;Voedings- en genotmiddelen;Italië;1994;3.05
470;Voedings- en genotmiddelen;Italië;1995;2.93
471;Voedings- en genotmiddelen;Italië;1996;3.57
472;Voedings- en genotmiddelen;Italië;1997;3.94
473;Voedings- en genotmiddelen;Italië;1998;4.23
474;Voedings- en genotmiddelen;Italië;1999;4.38
475;Voedings- en genotmiddelen;Italië;2000;4.42
476;Voedings- en genotmiddelen;Italië;2001;4.54
477;Voedings- en genotmiddelen;Italië;2002;4.94
478;Voedings- en genotmiddelen;Italië;2003;4.93
479;Voedings- en genotmiddelen;Italië;2004;3.7
480;Voedings- en genotmiddelen;Japan;1990;3.95
481;Voedings- en genotmiddelen;Japan;1991;3.18
482;Voedings- en genotmiddelen;Japan;1992;3.02
483;Voedings- en genotmiddelen;Japan;1993;3.03
484;Voedings- en genotmiddelen;Japan;1994;3.18
485;Voedings- en genotmiddelen;Japan;1995;3.34
486;Voedings- en genotmiddelen;Japan;1996;3.73
487;Voedings- en genotmiddelen;Japan;1997;3.81
488;Voedings- en genotmiddelen;Japan;1998;3.83
489;Voedings- en genotmiddelen;Japan;1999;4.43
490;Voedings- en genotmiddelen;Japan;2000;5.0
491;Voedings- en genotmiddelen;Japan;2001;4.75
492;Voedings- en genotmiddelen;Japan;2002;4.9
493;Voedings- en genotmiddelen;Japan;2003;4.93
494;Voedings- en genotmiddelen;Japan;2004;2.98
495;Voedings- en genotmiddelen;Nederland;1990;9.81
496;Voedings- en genotmiddelen;Nederland;1991;7.87
497;Voedings- en genotmiddelen;Nederland;1992;8.3
498;Voedings- en genotmiddelen;Nederland;1993;8.27
499;Voedings- en genotmiddelen;Nederland;1994;8.43
500;Voedings- en genotmiddelen;Nederland;1995;8.67
501;Voedings- en genotmiddelen;Nederland;1996;9.5
502;Voedings- en genotmiddelen;Nederland;1997;9.87
503;Voedings- en genotmiddelen;Nederland;1998;10.48
504;Voedings- en genotmiddelen;Nederland;1999;10.38
505;Voedings- en genotmiddelen;Nederland;2000;12.85
506;Voedings- en genotmiddelen;Nederland;2001;13.59
507;Voedings- en genotmiddelen;Nederland;2002;11.56
508;Voedings- en genotmiddelen;Nederland;2003;13.13
509;Voedings- en genotmiddelen;Nederland;2004;9.34
510;Voedings- en genotmiddelen;Oostenrijk;1990;
511;Voedings- en genotmiddelen;Oostenrijk;1991;
512;Voedings- en genotmiddelen;Oostenrijk;1992;
513;Voedings- en genotmiddelen;Oostenrijk;1993;
514;Voedings- en genotmiddelen;Oostenrijk;1994;3.87
515;Voedings- en genotmiddelen;Oostenrijk;1995;4.22
516;Voedings- en genotmiddelen;Oostenrijk;1996;4.44
517;Voedings- en genotmiddelen;Oostenrijk;1997;5.28
518;Voedings- en genotmiddelen;Oostenrijk;1998;5.52
519;Voedings- en genotmiddelen;Oostenrijk;1999;5.54
520;Voedings- en genotmiddelen;Oostenrijk;2000;5.27
521;Voedings- en genotmiddelen;Oostenrijk;2001;6.16
522;Voedings- en genotmiddelen;Oostenrijk;2002;6.54
523;Voedings- en genotmiddelen;Oostenrijk;2003;5.68
524;Voedings- en genotmiddelen;Oostenrijk;2004;4.2
525;Voedings- en genotmiddelen;Polen;1990;
526;Voedings- en genotmiddelen;Polen;1991;
527;Voedings- en genotmiddelen;Polen;1992;0.02
528;Voedings- en genotmiddelen;Polen;1993;0.03
529;Voedings- en genotmiddelen;Polen;1994;0.04
530;Voedings- en genotmiddelen;Polen;1995;0.02
531;Voedings- en genotmiddelen;Polen;1996;0.13
532;Voedings- en genotmiddelen;Polen;1997;0.05
533;Voedings- en genotmiddelen;Polen;1998;0.04
534;Voedings- en genotmiddelen;Polen;1999;0.04
535;Voedings- en genotmiddelen;Polen;2000;0.06
536;Voedings- en genotmiddelen;Polen;2001;0.12
537;Voedings- en genotmiddelen;Polen;2002;0.23
538;Voedings- en genotmiddelen;Polen;2003;0.37
539;Voedings- en genotmiddelen;Polen;2004;0.17
540;Voedings- en genotmiddelen;Spanje;1990;0.7
541;Voedings- en genotmiddelen;Spanje;1991;0.82
542;Voedings- en genotmiddelen;Spanje;1992;0.62
543;Voedings- en genotmiddelen;Spanje;1993;0.74
544;Voedings- en genotmiddelen;Spanje;1994;1.02
545;Voedings- en genotmiddelen;Spanje;1995;0.76
546;Voedings- en genotmiddelen;Spanje;1996;0.92
547;Voedings- en genotmiddelen;Spanje;1997;1.42
548;Voedings- en genotmiddelen;Spanje;1998;1.36
