ID;Geslacht;Regiokenmerken;Perioden;Leerlingen_1;VoortijdigSchoolverlaters_2;NietVoortijdigSchoolverlaters_3;VoortijdigSchoolverlatersPercentage_4
4987;Totaal mannen en vrouwen;Zuidhorn;2016/'17;1820.0;20.0;1800.0;1.0
4988;Totaal mannen en vrouwen;Zuidhorn;2017/'18;1810.0;20.0;1790.0;1.0
4989;Totaal mannen en vrouwen;Zuidhorn;2018/'19;1820.0;20.0;1800.0;1.0
4990;Totaal mannen en vrouwen;Zuidhorn;2019/'20;;;;
4991;Totaal mannen en vrouwen;Zuidhorn;2020/'21;;;;
4992;Totaal mannen en vrouwen;Zuidhorn;2021/'22;;;;
4993;Totaal mannen en vrouwen;Zuidhorn;2022/'23;;;;
4994;Totaal mannen en vrouwen;Zuidplas;2012/'13;3700.0;80.0;3610.0;2.0
4995;Totaal mannen en vrouwen;Zuidplas;2013/'14;3700.0;70.0;3630.0;2.0
4996;Totaal mannen en vrouwen;Zuidplas;2014/'15;3720.0;60.0;3660.0;2.0
4997;Totaal mannen en vrouwen;Zuidplas;2015/'16;3700.0;60.0;3640.0;2.0
4998;Totaal mannen en vrouwen;Zuidplas;2016/'17;3660.0;60.0;3600.0;2.0
4999;Totaal mannen en vrouwen;Zuidplas;2017/'18;3620.0;60.0;3560.0;2.0
5000;Totaal mannen en vrouwen;Zuidplas;2018/'19;3560.0;80.0;3490.0;2.0
5001;Totaal mannen en vrouwen;Zuidplas;2019/'20;3570.0;60.0;3510.0;2.0
5002;Totaal mannen en vrouwen;Zuidplas;2020/'21;3570.0;60.0;3520.0;2.0
5003;Totaal mannen en vrouwen;Zuidplas;2021/'22;3580.0;80.0;3500.0;2.0
5004;Totaal mannen en vrouwen;Zuidplas;2022/'23;3650.0;70.0;3580.0;2.0
5005;Totaal mannen en vrouwen;Zundert;2012/'13;1850.0;20.0;1830.0;1.0
5006;Totaal mannen en vrouwen;Zundert;2013/'14;1840.0;30.0;1810.0;2.0
5007;Totaal mannen en vrouwen;Zundert;2014/'15;1790.0;20.0;1770.0;1.0
5008;Totaal mannen en vrouwen;Zundert;2015/'16;1720.0;30.0;1690.0;2.0
5009;Totaal mannen en vrouwen;Zundert;2016/'17;1650.0;20.0;1630.0;1.0
5010;Totaal mannen en vrouwen;Zundert;2017/'18;1580.0;20.0;1560.0;1.0
5011;Totaal mannen en vrouwen;Zundert;2018/'19;1530.0;30.0;1500.0;2.0
5012;Totaal mannen en vrouwen;Zundert;2019/'20;1450.0;20.0;1430.0;1.0
5013;Totaal mannen en vrouwen;Zundert;2020/'21;1410.0;30.0;1380.0;2.0
5014;Totaal mannen en vrouwen;Zundert;2021/'22;1370.0;30.0;1340.0;2.0
5015;Totaal mannen en vrouwen;Zundert;2022/'23;1370.0;30.0;1340.0;2.0
5016;Totaal mannen en vrouwen;Zutphen;2012/'13;3930.0;110.0;3820.0;3.0
5017;Totaal mannen en vrouwen;Zutphen;2013/'14;3930.0;70.0;3860.0;2.0
5018;Totaal mannen en vrouwen;Zutphen;2014/'15;3990.0;90.0;3900.0;2.0
5019;Totaal mannen en vrouwen;Zutphen;2015/'16;4090.0;70.0;4020.0;2.0
5020;Totaal mannen en vrouwen;Zutphen;2016/'17;4220.0;80.0;4140.0;2.0
5021;Totaal mannen en vrouwen;Zutphen;2017/'18;4220.0;110.0;4110.0;3.0
5022;Totaal mannen en vrouwen;Zutphen;2018/'19;4140.0;110.0;4030.0;3.0
5023;Totaal mannen en vrouwen;Zutphen;2019/'20;4090.0;100.0;4000.0;2.0
5024;Totaal mannen en vrouwen;Zutphen;2020/'21;4060.0;120.0;3940.0;3.0
5025;Totaal mannen en vrouwen;Zutphen;2021/'22;3960.0;130.0;3830.0;3.0
5026;Totaal mannen en vrouwen;Zutphen;2022/'23;3820.0;120.0;3700.0;3.0
5027;Totaal mannen en vrouwen;Zwartewaterland;2012/'13;2360.0;30.0;2330.0;1.0
5028;Totaal mannen en vrouwen;Zwartewaterland;2013/'14;2400.0;40.0;2370.0;2.0
5029;Totaal mannen en vrouwen;Zwartewaterland;2014/'15;2410.0;20.0;2390.0;1.0
5030;Totaal mannen en vrouwen;Zwartewaterland;2015/'16;2370.0;30.0;2340.0;1.0
5031;Totaal mannen en vrouwen;Zwartewaterland;2016/'17;2350.0;30.0;2330.0;1.0
5032;Totaal mannen en vrouwen;Zwartewaterland;2017/'18;2350.0;30.0;2320.0;1.0
5033;Totaal mannen en vrouwen;Zwartewaterland;2018/'19;2350.0;40.0;2320.0;1.0
5034;Totaal mannen en vrouwen;Zwartewaterland;2019/'20;2350.0;30.0;2320.0;1.0
5035;Totaal mannen en vrouwen;Zwartewaterland;2020/'21;2310.0;30.0;2280.0;1.0
5036;Totaal mannen en vrouwen;Zwartewaterland;2021/'22;2280.0;30.0;2250.0;1.0
5037;Totaal mannen en vrouwen;Zwartewaterland;2022/'23;2300.0;40.0;2260.0;2.0
5038;Totaal mannen en vrouwen;Zwijndrecht;2012/'13;3450.0;90.0;3360.0;3.0
5039;Totaal mannen en vrouwen;Zwijndrecht;2013/'14;3400.0;70.0;3330.0;2.0
5040;Totaal mannen en vrouwen;Zwijndrecht;2014/'15;3370.0;90.0;3280.0;3.0
5041;Totaal mannen en vrouwen;Zwijndrecht;2015/'16;3440.0;80.0;3350.0;2.0
5042;Totaal mannen en vrouwen;Zwijndrecht;2016/'17;3460.0;90.0;3370.0;2.0
5043;Totaal mannen en vrouwen;Zwijndrecht;2017/'18;3350.0;90.0;3260.0;3.0
5044;Totaal mannen en vrouwen;Zwijndrecht;2018/'19;3380.0;110.0;3270.0;3.0
5045;Totaal mannen en vrouwen;Zwijndrecht;2019/'20;3310.0;90.0;3220.0;3.0
5046;Totaal mannen en vrouwen;Zwijndrecht;2020/'21;3270.0;80.0;3190.0;2.0
5047;Totaal mannen en vrouwen;Zwijndrecht;2021/'22;3280.0;100.0;3170.0;3.0
5048;Totaal mannen en vrouwen;Zwijndrecht;2022/'23;3300.0;110.0;3190.0;3.0
5049;Totaal mannen en vrouwen;Zwolle;2012/'13;9210.0;220.0;8990.0;2.0
5050;Totaal mannen en vrouwen;Zwolle;2013/'14;9300.0;200.0;9100.0;2.0
5051;Totaal mannen en vrouwen;Zwolle;2014/'15;9630.0;220.0;9420.0;2.0
5052;Totaal mannen en vrouwen;Zwolle;2015/'16;10010.0;210.0;9800.0;2.0
5053;Totaal mannen en vrouwen;Zwolle;2016/'17;10190.0;240.0;9960.0;2.0
5054;Totaal mannen en vrouwen;Zwolle;2017/'18;10280.0;260.0;10020.0;3.0
5055;Totaal mannen en vrouwen;Zwolle;2018/'19;10380.0;270.0;10110.0;3.0
5056;Totaal mannen en vrouwen;Zwolle;2019/'20;10440.0;240.0;10190.0;2.0
5057;Totaal mannen en vrouwen;Zwolle;2020/'21;10560.0;290.0;10280.0;3.0
5058;Totaal mannen en vrouwen;Zwolle;2021/'22;10430.0;310.0;10120.0;3.0
5059;Totaal mannen en vrouwen;Zwolle;2022/'23;10360.0;310.0;10050.0;3.0
5060;Totaal mannen en vrouwen;Oost-Groningen (MC);2012/'13;11920.0;260.0;11670.0;2.0
5061;Totaal mannen en vrouwen;Oost-Groningen (MC);2013/'14;12060.0;240.0;11820.0;2.0
5062;Totaal mannen en vrouwen;Oost-Groningen (MC);2014/'15;12090.0;250.0;11850.0;2.0
5063;Totaal mannen en vrouwen;Oost-Groningen (MC);2015/'16;12270.0;240.0;12030.0;2.0
5064;Totaal mannen en vrouwen;Oost-Groningen (MC);2016/'17;12150.0;250.0;11900.0;2.0
5065;Totaal mannen en vrouwen;Oost-Groningen (MC);2017/'18;11880.0;270.0;11610.0;2.0
5066;Totaal mannen en vrouwen;Oost-Groningen (MC);2018/'19;10690.0;240.0;10450.0;2.0
5067;Totaal mannen en vrouwen;Oost-Groningen (MC);2019/'20;10460.0;180.0;10280.0;2.0
5068;Totaal mannen en vrouwen;Oost-Groningen (MC);2020/'21;10190.0;250.0;9940.0;2.0
5069;Totaal mannen en vrouwen;Oost-Groningen (MC);2021/'22;10140.0;310.0;9820.0;3.0
5070;Totaal mannen en vrouwen;Oost-Groningen (MC);2022/'23;10020.0;320.0;9700.0;3.0
5071;Totaal mannen en vrouwen;Noord-Groningen-Eemsmond (MC);2012/'13;8590.0;180.0;8410.0;2.0
5072;Totaal mannen en vrouwen;Noord-Groningen-Eemsmond (MC);2013/'14;8470.0;170.0;8300.0;2.0
5073;Totaal mannen en vrouwen;Noord-Groningen-Eemsmond (MC);2014/'15;8410.0;110.0;8300.0;1.0
5074;Totaal mannen en vrouwen;Noord-Groningen-Eemsmond (MC);2015/'16;8430.0;140.0;8290.0;2.0
5075;Totaal mannen en vrouwen;Noord-Groningen-Eemsmond (MC);2016/'17;8440.0;150.0;8290.0;2.0
5076;Totaal mannen en vrouwen;Noord-Groningen-Eemsmond (MC);2017/'18;8420.0;160.0;8260.0;2.0
5077;Totaal mannen en vrouwen;Noord-Groningen-Eemsmond (MC);2018/'19;8230.0;160.0;8070.0;2.0
5078;Totaal mannen en vrouwen;Noord-Groningen-Eemsmond (MC);2019/'20;7880.0;140.0;7740.0;2.0
5079;Totaal mannen en vrouwen;Noord-Groningen-Eemsmond (MC);2020/'21;7590.0;140.0;7450.0;2.0
5080;Totaal mannen en vrouwen;Noord-Groningen-Eemsmond (MC);2021/'22;7370.0;210.0;7160.0;3.0
5081;Totaal mannen en vrouwen;Noord-Groningen-Eemsmond (MC);2022/'23;7250.0;200.0;7060.0;3.0
5082;Totaal mannen en vrouwen;Centraal en Westelijk Groningen (MC);2012/'13;23060.0;600.0;22470.0;3.0
5083;Totaal mannen en vrouwen;Centraal en Westelijk Groningen (MC);2013/'14;23310.0;530.0;22780.0;2.0
5084;Totaal mannen en vrouwen;Centraal en Westelijk Groningen (MC);2014/'15;23510.0;470.0;23030.0;2.0
5085;Totaal mannen en vrouwen;Centraal en Westelijk Groningen (MC);2015/'16;23730.0;470.0;23250.0;2.0
5086;Totaal mannen en vrouwen;Centraal en Westelijk Groningen (MC);2016/'17;23930.0;540.0;23390.0;2.0
5087;Totaal mannen en vrouwen;Centraal en Westelijk Groningen (MC);2017/'18;23490.0;540.0;22950.0;2.0
5088;Totaal mannen en vrouwen;Centraal en Westelijk Groningen (MC);2018/'19;24190.0;600.0;23590.0;2.0
5089;Totaal mannen en vrouwen;Centraal en Westelijk Groningen (MC);2019/'20;23980.0;490.0;23490.0;2.0
5090;Totaal mannen en vrouwen;Centraal en Westelijk Groningen (MC);2020/'21;23770.0;590.0;23180.0;2.0
5091;Totaal mannen en vrouwen;Centraal en Westelijk Groningen (MC);2021/'22;23420.0;750.0;22670.0;3.0
5092;Totaal mannen en vrouwen;Centraal en Westelijk Groningen (MC);2022/'23;22890.0;700.0;22190.0;3.0
5093;Totaal mannen en vrouwen;Friesland Noord (MC);2012/'13;21990.0;410.0;21580.0;2.0
5094;Totaal mannen en vrouwen;Friesland Noord (MC);2013/'14;21980.0;340.0;21640.0;2.0
5095;Totaal mannen en vrouwen;Friesland Noord (MC);2014/'15;21240.0;320.0;20910.0;2.0
5096;Totaal mannen en vrouwen;Friesland Noord (MC);2015/'16;21370.0;320.0;21060.0;1.0
5097;Totaal mannen en vrouwen;Friesland Noord (MC);2016/'17;21410.0;320.0;21090.0;1.0
5098;Totaal mannen en vrouwen;Friesland Noord (MC);2017/'18;21410.0;400.0;21010.0;2.0
5099;Totaal mannen en vrouwen;Friesland Noord (MC);2018/'19;21600.0;490.0;21120.0;2.0
5100;Totaal mannen en vrouwen;Friesland Noord (MC);2019/'20;21290.0;390.0;20900.0;2.0
5101;Totaal mannen en vrouwen;Friesland Noord (MC);2020/'21;20920.0;450.0;20470.0;2.0
5102;Totaal mannen en vrouwen;Friesland Noord (MC);2021/'22;20760.0;590.0;20170.0;3.0
5103;Totaal mannen en vrouwen;Friesland Noord (MC);2022/'23;20420.0;610.0;19810.0;3.0
5104;Totaal mannen en vrouwen;Zuid-West Friesland (MC);2012/'13;10810.0;120.0;10680.0;1.0
5105;Totaal mannen en vrouwen;Zuid-West Friesland (MC);2013/'14;10940.0;150.0;10790.0;1.0
5106;Totaal mannen en vrouwen;Zuid-West Friesland (MC);2014/'15;13780.0;150.0;13630.0;1.0
5107;Totaal mannen en vrouwen;Zuid-West Friesland (MC);2015/'16;13970.0;130.0;13850.0;1.0
5108;Totaal mannen en vrouwen;Zuid-West Friesland (MC);2016/'17;14010.0;140.0;13870.0;1.0
5109;Totaal mannen en vrouwen;Zuid-West Friesland (MC);2017/'18;13870.0;190.0;13680.0;1.0
5110;Totaal mannen en vrouwen;Zuid-West Friesland (MC);2018/'19;13060.0;210.0;12860.0;2.0
5111;Totaal mannen en vrouwen;Zuid-West Friesland (MC);2019/'20;12740.0;160.0;12580.0;1.0
5112;Totaal mannen en vrouwen;Zuid-West Friesland (MC);2020/'21;12320.0;210.0;12120.0;2.0
5113;Totaal mannen en vrouwen;Zuid-West Friesland (MC);2021/'22;12070.0;240.0;11830.0;2.0
5114;Totaal mannen en vrouwen;Zuid-West Friesland (MC);2022/'23;11790.0;270.0;11520.0;2.0
5115;Totaal mannen en vrouwen;Friesland-Oost ('de Friese Wouden') (MC);2012/'13;23690.0;320.0;23370.0;1.0
5116;Totaal mannen en vrouwen;Friesland-Oost ('de Friese Wouden') (MC);2013/'14;23900.0;360.0;23540.0;2.0
5117;Totaal mannen en vrouwen;Friesland-Oost ('de Friese Wouden') (MC);2014/'15;22320.0;310.0;22010.0;1.0
5118;Totaal mannen en vrouwen;Friesland-Oost ('de Friese Wouden') (MC);2015/'16;22300.0;290.0;22010.0;1.0
5119;Totaal mannen en vrouwen;Friesland-Oost ('de Friese Wouden') (MC);2016/'17;22230.0;330.0;21900.0;1.0
5120;Totaal mannen en vrouwen;Friesland-Oost ('de Friese Wouden') (MC);2017/'18;22130.0;360.0;21770.0;2.0
5121;Totaal mannen en vrouwen;Friesland-Oost ('de Friese Wouden') (MC);2018/'19;21750.0;390.0;21360.0;2.0
5122;Totaal mannen en vrouwen;Friesland-Oost ('de Friese Wouden') (MC);2019/'20;21370.0;390.0;20980.0;2.0
5123;Totaal mannen en vrouwen;Friesland-Oost ('de Friese Wouden') (MC);2020/'21;20800.0;390.0;20410.0;2.0
5124;Totaal mannen en vrouwen;Friesland-Oost ('de Friese Wouden') (MC);2021/'22;20460.0;480.0;19980.0;2.0
5125;Totaal mannen en vrouwen;Friesland-Oost ('de Friese Wouden') (MC);2022/'23;20120.0;510.0;19610.0;3.0
5126;Totaal mannen en vrouwen;Noord- en Midden Drenthe (MC);2012/'13;16490.0;300.0;16190.0;2.0
5127;Totaal mannen en vrouwen;Noord- en Midden Drenthe (MC);2013/'14;16560.0;220.0;16330.0;1.0
5128;Totaal mannen en vrouwen;Noord- en Midden Drenthe (MC);2014/'15;16790.0;220.0;16570.0;1.0
5129;Totaal mannen en vrouwen;Noord- en Midden Drenthe (MC);2015/'16;16900.0;210.0;16690.0;1.0
5130;Totaal mannen en vrouwen;Noord- en Midden Drenthe (MC);2016/'17;17070.0;250.0;16820.0;1.0
5131;Totaal mannen en vrouwen;Noord- en Midden Drenthe (MC);2017/'18;16960.0;260.0;16710.0;2.0
5132;Totaal mannen en vrouwen;Noord- en Midden Drenthe (MC);2018/'19;16800.0;270.0;16530.0;2.0
5133;Totaal mannen en vrouwen;Noord- en Midden Drenthe (MC);2019/'20;16300.0;240.0;16060.0;1.0
5134;Totaal mannen en vrouwen;Noord- en Midden Drenthe (MC);2020/'21;15860.0;310.0;15550.0;2.0
5135;Totaal mannen en vrouwen;Noord- en Midden Drenthe (MC);2021/'22;15500.0;330.0;15180.0;2.0
5136;Totaal mannen en vrouwen;Noord- en Midden Drenthe (MC);2022/'23;15340.0;390.0;14940.0;3.0
5137;Totaal mannen en vrouwen;Zuid-Oost Drenthe (MC);2012/'13;14420.0;290.0;14120.0;2.0
5138;Totaal mannen en vrouwen;Zuid-Oost Drenthe (MC);2013/'14;14600.0;240.0;14360.0;2.0
5139;Totaal mannen en vrouwen;Zuid-Oost Drenthe (MC);2014/'15;14690.0;240.0;14450.0;2.0
5140;Totaal mannen en vrouwen;Zuid-Oost Drenthe (MC);2015/'16;14650.0;240.0;14410.0;2.0
5141;Totaal mannen en vrouwen;Zuid-Oost Drenthe (MC);2016/'17;14680.0;280.0;14390.0;2.0
5142;Totaal mannen en vrouwen;Zuid-Oost Drenthe (MC);2017/'18;14340.0;300.0;14040.0;2.0
5143;Totaal mannen en vrouwen;Zuid-Oost Drenthe (MC);2018/'19;14040.0;320.0;13730.0;2.0
5144;Totaal mannen en vrouwen;Zuid-Oost Drenthe (MC);2019/'20;13670.0;270.0;13400.0;2.0
5145;Totaal mannen en vrouwen;Zuid-Oost Drenthe (MC);2020/'21;13220.0;320.0;12900.0;2.0
5146;Totaal mannen en vrouwen;Zuid-Oost Drenthe (MC);2021/'22;13010.0;420.0;12590.0;3.0
5147;Totaal mannen en vrouwen;Zuid-Oost Drenthe (MC);2022/'23;12800.0;390.0;12410.0;3.0
5148;Totaal mannen en vrouwen;Zuid-West Drenthe (MC);2012/'13;11110.0;190.0;10930.0;2.0
5149;Totaal mannen en vrouwen;Zuid-West Drenthe (MC);2013/'14;11280.0;180.0;11090.0;2.0
5150;Totaal mannen en vrouwen;Zuid-West Drenthe (MC);2014/'15;11470.0;200.0;11270.0;2.0
5151;Totaal mannen en vrouwen;Zuid-West Drenthe (MC);2015/'16;11600.0;190.0;11410.0;2.0
5152;Totaal mannen en vrouwen;Zuid-West Drenthe (MC);2016/'17;11750.0;210.0;11540.0;2.0
5153;Totaal mannen en vrouwen;Zuid-West Drenthe (MC);2017/'18;11740.0;190.0;11550.0;2.0
5154;Totaal mannen en vrouwen;Zuid-West Drenthe (MC);2018/'19;11700.0;260.0;11450.0;2.0
5155;Totaal mannen en vrouwen;Zuid-West Drenthe (MC);2019/'20;11500.0;210.0;11290.0;2.0
5156;Totaal mannen en vrouwen;Zuid-West Drenthe (MC);2020/'21;11230.0;240.0;11000.0;2.0
5157;Totaal mannen en vrouwen;Zuid-West Drenthe (MC);2021/'22;11050.0;280.0;10770.0;3.0
5158;Totaal mannen en vrouwen;Zuid-West Drenthe (MC);2022/'23;10860.0;310.0;10550.0;3.0
5159;Totaal mannen en vrouwen;IJssel-Vecht (MC);2012/'13;37540.0;580.0;36960.0;2.0
5160;Totaal mannen en vrouwen;IJssel-Vecht (MC);2013/'14;38030.0;540.0;37490.0;1.0
5161;Totaal mannen en vrouwen;IJssel-Vecht (MC);2014/'15;38700.0;560.0;38140.0;1.0
5162;Totaal mannen en vrouwen;IJssel-Vecht (MC);2015/'16;39470.0;540.0;38930.0;1.0
5163;Totaal mannen en vrouwen;IJssel-Vecht (MC);2016/'17;39870.0;600.0;39280.0;1.0
5164;Totaal mannen en vrouwen;IJssel-Vecht (MC);2017/'18;39990.0;670.0;39320.0;2.0
5165;Totaal mannen en vrouwen;IJssel-Vecht (MC);2018/'19;39780.0;720.0;39070.0;2.0
5166;Totaal mannen en vrouwen;IJssel-Vecht (MC);2019/'20;39480.0;640.0;38840.0;2.0
5167;Totaal mannen en vrouwen;IJssel-Vecht (MC);2020/'21;38930.0;750.0;38180.0;2.0
5168;Totaal mannen en vrouwen;IJssel-Vecht (MC);2021/'22;38300.0;830.0;37470.0;2.0
5169;Totaal mannen en vrouwen;IJssel-Vecht (MC);2022/'23;37940.0;860.0;37080.0;2.0
5170;Totaal mannen en vrouwen;Stedendriehoek (MC);2012/'13;35250.0;820.0;34440.0;2.0
5171;Totaal mannen en vrouwen;Stedendriehoek (MC);2013/'14;35610.0;670.0;34940.0;2.0
5172;Totaal mannen en vrouwen;Stedendriehoek (MC);2014/'15;36060.0;710.0;35350.0;2.0
5173;Totaal mannen en vrouwen;Stedendriehoek (MC);2015/'16;36590.0;650.0;35940.0;2.0
5174;Totaal mannen en vrouwen;Stedendriehoek (MC);2016/'17;37020.0;700.0;36320.0;2.0
5175;Totaal mannen en vrouwen;Stedendriehoek (MC);2017/'18;37030.0;850.0;36180.0;2.0
5176;Totaal mannen en vrouwen;Stedendriehoek (MC);2018/'19;36660.0;920.0;35740.0;3.0
5177;Totaal mannen en vrouwen;Stedendriehoek (MC);2019/'20;36120.0;790.0;35330.0;2.0
5178;Totaal mannen en vrouwen;Stedendriehoek (MC);2020/'21;35500.0;820.0;34680.0;2.0
5179;Totaal mannen en vrouwen;Stedendriehoek (MC);2021/'22;34830.0;970.0;33850.0;3.0
5180;Totaal mannen en vrouwen;Stedendriehoek (MC);2022/'23;34140.0;890.0;33250.0;3.0
5181;Totaal mannen en vrouwen;Twente (MC);2012/'13;52540.0;900.0;51640.0;2.0
5182;Totaal mannen en vrouwen;Twente (MC);2013/'14;53390.0;850.0;52540.0;2.0
5183;Totaal mannen en vrouwen;Twente (MC);2014/'15;53730.0;810.0;52920.0;2.0
5184;Totaal mannen en vrouwen;Twente (MC);2015/'16;54480.0;800.0;53690.0;1.0
5185;Totaal mannen en vrouwen;Twente (MC);2016/'17;55250.0;870.0;54380.0;2.0
5186;Totaal mannen en vrouwen;Twente (MC);2017/'18;55310.0;980.0;54330.0;2.0
5187;Totaal mannen en vrouwen;Twente (MC);2018/'19;54680.0;960.0;53720.0;2.0
5188;Totaal mannen en vrouwen;Twente (MC);2019/'20;54030.0;930.0;53100.0;2.0
5189;Totaal mannen en vrouwen;Twente (MC);2020/'21;52830.0;910.0;51910.0;2.0
5190;Totaal mannen en vrouwen;Twente (MC);2021/'22;51860.0;1200.0;50660.0;2.0
5191;Totaal mannen en vrouwen;Twente (MC);2022/'23;50930.0;1220.0;49720.0;2.0
5192;Totaal mannen en vrouwen;Achterhoek (MC);2012/'13;26940.0;450.0;26480.0;2.0
5193;Totaal mannen en vrouwen;Achterhoek (MC);2013/'14;27280.0;440.0;26850.0;2.0
5194;Totaal mannen en vrouwen;Achterhoek (MC);2014/'15;27280.0;390.0;26890.0;1.0
5195;Totaal mannen en vrouwen;Achterhoek (MC);2015/'16;27430.0;340.0;27080.0;1.0
5196;Totaal mannen en vrouwen;Achterhoek (MC);2016/'17;27670.0;410.0;27250.0;1.0
5197;Totaal mannen en vrouwen;Achterhoek (MC);2017/'18;27360.0;450.0;26910.0;2.0
5198;Totaal mannen en vrouwen;Achterhoek (MC);2018/'19;26860.0;470.0;26400.0;2.0
5199;Totaal mannen en vrouwen;Achterhoek (MC);2019/'20;26210.0;360.0;25850.0;1.0
5200;Totaal mannen en vrouwen;Achterhoek (MC);2020/'21;25530.0;430.0;25100.0;2.0
5201;Totaal mannen en vrouwen;Achterhoek (MC);2021/'22;24950.0;530.0;24430.0;2.0
5202;Totaal mannen en vrouwen;Achterhoek (MC);2022/'23;24130.0;560.0;23570.0;2.0
5203;Totaal mannen en vrouwen;Arnhem/Nijmegen (MC);2012/'13;55340.0;1440.0;53900.0;3.0
5204;Totaal mannen en vrouwen;Arnhem/Nijmegen (MC);2013/'14;55440.0;1260.0;54180.0;2.0
5205;Totaal mannen en vrouwen;Arnhem/Nijmegen (MC);2014/'15;55910.0;1160.0;54750.0;2.0
5206;Totaal mannen en vrouwen;Arnhem/Nijmegen (MC);2015/'16;56660.0;1110.0;55550.0;2.0
5207;Totaal mannen en vrouwen;Arnhem/Nijmegen (MC);2016/'17;57000.0;1140.0;55850.0;2.0
5208;Totaal mannen en vrouwen;Arnhem/Nijmegen (MC);2017/'18;56860.0;1330.0;55530.0;2.0
5209;Totaal mannen en vrouwen;Arnhem/Nijmegen (MC);2018/'19;55920.0;1290.0;54620.0;2.0
5210;Totaal mannen en vrouwen;Arnhem/Nijmegen (MC);2019/'20;55200.0;1090.0;54110.0;2.0
5211;Totaal mannen en vrouwen;Arnhem/Nijmegen (MC);2020/'21;54410.0;1200.0;53210.0;2.0
5212;Totaal mannen en vrouwen;Arnhem/Nijmegen (MC);2021/'22;;;;
5213;Totaal mannen en vrouwen;Arnhem/Nijmegen (MC);2022/'23;;;;
5214;Totaal mannen en vrouwen;Rivierenland (MC);2012/'13;21500.0;410.0;21100.0;2.0
5215;Totaal mannen en vrouwen;Rivierenland (MC);2013/'14;21800.0;410.0;21390.0;2.0
5216;Totaal mannen en vrouwen;Rivierenland (MC);2014/'15;22060.0;440.0;21620.0;2.0
5217;Totaal mannen en vrouwen;Rivierenland (MC);2015/'16;22310.0;410.0;21900.0;2.0
5218;Totaal mannen en vrouwen;Rivierenland (MC);2016/'17;22280.0;390.0;21900.0;2.0
5219;Totaal mannen en vrouwen;Rivierenland (MC);2017/'18;22000.0;390.0;21620.0;2.0
5220;Totaal mannen en vrouwen;Rivierenland (MC);2018/'19;21570.0;400.0;21170.0;2.0
5221;Totaal mannen en vrouwen;Rivierenland (MC);2019/'20;21120.0;360.0;20760.0;2.0
5222;Totaal mannen en vrouwen;Rivierenland (MC);2020/'21;20590.0;360.0;20230.0;2.0
5223;Totaal mannen en vrouwen;Rivierenland (MC);2021/'22;20340.0;450.0;19890.0;2.0
5224;Totaal mannen en vrouwen;Rivierenland (MC);2022/'23;19950.0;470.0;19480.0;2.0
5225;Totaal mannen en vrouwen;Eem en Vallei (MC);2012/'13;52620.0;1150.0;51470.0;2.0
5226;Totaal mannen en vrouwen;Eem en Vallei (MC);2013/'14;53430.0;1020.0;52410.0;2.0
5227;Totaal mannen en vrouwen;Eem en Vallei (MC);2014/'15;54250.0;980.0;53270.0;2.0
5228;Totaal mannen en vrouwen;Eem en Vallei (MC);2015/'16;55100.0;990.0;54100.0;2.0
5229;Totaal mannen en vrouwen;Eem en Vallei (MC);2016/'17;55630.0;1050.0;54580.0;2.0
5230;Totaal mannen en vrouwen;Eem en Vallei (MC);2017/'18;55430.0;1080.0;54340.0;2.0
5231;Totaal mannen en vrouwen;Eem en Vallei (MC);2018/'19;55270.0;1150.0;54120.0;2.0
5232;Totaal mannen en vrouwen;Eem en Vallei (MC);2019/'20;54890.0;1030.0;53860.0;2.0
5233;Totaal mannen en vrouwen;Eem en Vallei (MC);2020/'21;54490.0;1070.0;53430.0;2.0
5234;Totaal mannen en vrouwen;Eem en Vallei (MC);2021/'22;54290.0;1350.0;52940.0;2.0
5235;Totaal mannen en vrouwen;Eem en Vallei (MC);2022/'23;54020.0;1250.0;52760.0;2.0
5236;Totaal mannen en vrouwen;Noordwest-Veluwe (MC);2012/'13;17440.0;310.0;17140.0;2.0
5237;Totaal mannen en vrouwen;Noordwest-Veluwe (MC);2013/'14;17530.0;290.0;17240.0;2.0
5238;Totaal mannen en vrouwen;Noordwest-Veluwe (MC);2014/'15;17580.0;240.0;17340.0;1.0
5239;Totaal mannen en vrouwen;Noordwest-Veluwe (MC);2015/'16;17540.0;270.0;17270.0;2.0
5240;Totaal mannen en vrouwen;Noordwest-Veluwe (MC);2016/'17;17730.0;250.0;17480.0;1.0
5241;Totaal mannen en vrouwen;Noordwest-Veluwe (MC);2017/'18;17600.0;300.0;17300.0;2.0
5242;Totaal mannen en vrouwen;Noordwest-Veluwe (MC);2018/'19;17540.0;310.0;17230.0;2.0
5243;Totaal mannen en vrouwen;Noordwest-Veluwe (MC);2019/'20;17340.0;300.0;17040.0;2.0
5244;Totaal mannen en vrouwen;Noordwest-Veluwe (MC);2020/'21;16990.0;320.0;16670.0;2.0
5245;Totaal mannen en vrouwen;Noordwest-Veluwe (MC);2021/'22;16820.0;430.0;16390.0;3.0
5246;Totaal mannen en vrouwen;Noordwest-Veluwe (MC);2022/'23;16610.0;440.0;16170.0;3.0
5247;Totaal mannen en vrouwen;Flevoland (MC);2012/'13;34730.0;890.0;33830.0;3.0
5248;Totaal mannen en vrouwen;Flevoland (MC);2013/'14;35130.0;830.0;34310.0;2.0
