ID;Geslacht;LeeftijdOp31December;BurgerlijkeStaat;Geboorteland;Perioden;Immigratie_1;EmigratieInclAdmCorrecties_2;MigratiesaldoInclAdmCorrecties_3;AdministratieveOpnemingen_4;AdministratieveAfvoeringen_5;SaldoAdministratieveCorrecties_6
39;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Europese Unie (exclusief Nederland);2023;112603.0;77140.0;35463.0;1657.0;16964.0;-15307.0
40;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;GIPS landen in de EU;2020;16474.0;13049.0;3425.0;385.0;1971.0;-1586.0
41;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;GIPS landen in de EU;2021;22664.0;11600.0;11064.0;410.0;1748.0;-1338.0
42;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;GIPS landen in de EU;2022;26993.0;14553.0;12440.0;265.0;2036.0;-1771.0
43;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;GIPS landen in de EU;2023;26926.0;16667.0;10259.0;273.0;2648.0;-2375.0
44;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Midden- en Oost-Europese landen in de EU;2020;52634.0;33608.0;19026.0;1367.0;9610.0;-8243.0
45;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Midden- en Oost-Europese landen in de EU;2021;57250.0;32490.0;24760.0;1260.0;9530.0;-8270.0
46;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Midden- en Oost-Europese landen in de EU;2022;62574.0;35269.0;27305.0;1080.0;10098.0;-9018.0
47;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Midden- en Oost-Europese landen in de EU;2023;60164.0;40781.0;19383.0;1142.0;12463.0;-11321.0
48;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Afrika (exclusief Marokko);2020;12074.0;5017.0;7057.0;1159.0;2259.0;-1100.0
49;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Afrika (exclusief Marokko);2021;14202.0;5303.0;8899.0;969.0;2279.0;-1310.0
50;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Afrika (exclusief Marokko);2022;19458.0;5292.0;14166.0;886.0;2034.0;-1148.0
51;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Afrika (exclusief Marokko);2023;19722.0;6320.0;13402.0;901.0;2564.0;-1663.0
52;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Amerika en Oceanië (ex. Suriname en N...;2020;16922.0;12797.0;4125.0;530.0;2141.0;-1611.0
53;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Amerika en Oceanië (ex. Suriname en N...;2021;18831.0;10154.0;8677.0;523.0;1435.0;-912.0
54;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Amerika en Oceanië (ex. Suriname en N...;2022;22649.0;11090.0;11559.0;407.0;1298.0;-891.0
55;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Amerika en Oceanië (ex. Suriname en N...;2023;23424.0;12959.0;10465.0;310.0;1656.0;-1346.0
56;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Azië (exclusief Indonesië en Turkije);2020;33953.0;21438.0;12515.0;1205.0;4564.0;-3359.0
57;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Azië (exclusief Indonesië en Turkije);2021;51061.0;17801.0;33260.0;1084.0;4107.0;-3023.0
58;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Azië (exclusief Indonesië en Turkije);2022;70021.0;17542.0;52479.0;977.0;3088.0;-2111.0
59;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Azië (exclusief Indonesië en Turkije);2023;70992.0;21257.0;49735.0;982.0;3848.0;-2866.0
60;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Antarctica;2020;0.0;0.0;0.0;0.0;0.0;0.0
61;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Antarctica;2021;0.0;0.0;0.0;0.0;0.0;0.0
62;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Antarctica;2022;0.0;0.0;0.0;0.0;0.0;0.0
63;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Antarctica;2023;0.0;0.0;0.0;0.0;0.0;0.0
64;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Afghanistan;2020;946.0;350.0;596.0;157.0;195.0;-38.0
65;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Afghanistan;2021;2674.0;460.0;2214.0;123.0;267.0;-144.0
66;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Afghanistan;2022;3709.0;431.0;3278.0;143.0;220.0;-77.0
67;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Afghanistan;2023;1668.0;424.0;1244.0;112.0;176.0;-64.0
68;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Albanië;2020;406.0;210.0;196.0;5.0;53.0;-48.0
69;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Albanië;2021;465.0;211.0;254.0;14.0;56.0;-42.0
70;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Albanië;2022;604.0;214.0;390.0;10.0;49.0;-39.0
71;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Albanië;2023;578.0;238.0;340.0;9.0;52.0;-43.0
72;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Algerije;2020;164.0;84.0;80.0;19.0;34.0;-15.0
73;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Algerije;2021;191.0;69.0;122.0;8.0;19.0;-11.0
74;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Algerije;2022;620.0;90.0;530.0;15.0;43.0;-28.0
75;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Algerije;2023;320.0;182.0;138.0;16.0;110.0;-94.0
76;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Amerikaans-Samoa;2020;0.0;0.0;0.0;0.0;0.0;0.0
77;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Amerikaans-Samoa;2021;0.0;1.0;-1.0;0.0;0.0;0.0
78;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Amerikaans-Samoa;2022;0.0;0.0;0.0;0.0;0.0;0.0
79;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Amerikaans-Samoa;2023;0.0;0.0;0.0;0.0;0.0;0.0
80;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Amerikaanse Maagdeneilanden;2020;0.0;1.0;-1.0;0.0;0.0;0.0
81;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Amerikaanse Maagdeneilanden;2021;4.0;0.0;4.0;0.0;0.0;0.0
82;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Amerikaanse Maagdeneilanden;2022;1.0;3.0;-2.0;0.0;1.0;-1.0
83;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Amerikaanse Maagdeneilanden;2023;4.0;0.0;4.0;0.0;0.0;0.0
84;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Andorra;2020;6.0;2.0;4.0;0.0;0.0;0.0
85;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Andorra;2021;13.0;6.0;7.0;0.0;0.0;0.0
86;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Andorra;2022;9.0;9.0;0.0;0.0;0.0;0.0
87;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Andorra;2023;10.0;12.0;-2.0;0.0;1.0;-1.0
88;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Angola;2020;176.0;107.0;69.0;75.0;98.0;-23.0
89;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Angola;2021;178.0;87.0;91.0;54.0;62.0;-8.0
90;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Angola;2022;204.0;117.0;87.0;40.0;61.0;-21.0
91;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Angola;2023;260.0;116.0;144.0;50.0;67.0;-17.0
92;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Anguilla;2020;1.0;1.0;0.0;0.0;1.0;-1.0
93;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Anguilla;2021;2.0;1.0;1.0;0.0;0.0;0.0
94;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Anguilla;2022;2.0;0.0;2.0;0.0;0.0;0.0
95;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Anguilla;2023;0.0;1.0;-1.0;0.0;0.0;0.0
96;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Antigua en Barbuda;2020;1.0;1.0;0.0;1.0;2.0;-1.0
97;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Antigua en Barbuda;2021;0.0;0.0;0.0;1.0;0.0;1.0
98;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Antigua en Barbuda;2022;3.0;1.0;2.0;1.0;1.0;0.0
99;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Antigua en Barbuda;2023;0.0;1.0;-1.0;1.0;1.0;0.0
100;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Argentinië;2020;840.0;496.0;344.0;5.0;52.0;-47.0
101;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Argentinië;2021;1164.0;411.0;753.0;16.0;41.0;-25.0
102;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Argentinië;2022;1351.0;579.0;772.0;6.0;43.0;-37.0
103;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Argentinië;2023;1244.0;706.0;538.0;10.0;92.0;-82.0
104;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Armenië;2020;234.0;110.0;124.0;23.0;40.0;-17.0
105;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Armenië;2021;269.0;155.0;114.0;19.0;71.0;-52.0
106;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Armenië;2022;676.0;182.0;494.0;19.0;50.0;-31.0
107;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Armenië;2023;392.0;184.0;208.0;15.0;72.0;-57.0
108;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aruba;2020;1140.0;365.0;775.0;127.0;130.0;-3.0
109;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aruba;2021;1458.0;464.0;994.0;104.0;111.0;-7.0
110;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aruba;2022;1290.0;525.0;765.0;66.0;104.0;-38.0
111;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Aruba;2023;1173.0;571.0;602.0;91.0;136.0;-45.0
112;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Australië;2020;1046.0;1303.0;-257.0;17.0;191.0;-174.0
113;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Australië;2021;734.0;796.0;-62.0;17.0;93.0;-76.0
114;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Australië;2022;1185.0;771.0;414.0;14.0;64.0;-50.0
115;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Australië;2023;1582.0;977.0;605.0;7.0;98.0;-91.0
116;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Azerbeidzjan;2020;276.0;164.0;112.0;22.0;64.0;-42.0
117;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Azerbeidzjan;2021;401.0;154.0;247.0;24.0;61.0;-37.0
118;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Azerbeidzjan;2022;853.0;182.0;671.0;21.0;50.0;-29.0
119;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Azerbeidzjan;2023;631.0;283.0;348.0;16.0;103.0;-87.0
120;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Bahama's;2020;16.0;4.0;12.0;0.0;1.0;-1.0
121;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Bahama's;2021;5.0;2.0;3.0;1.0;1.0;0.0
122;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Bahama's;2022;5.0;6.0;-1.0;0.0;1.0;-1.0
123;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Bahama's;2023;8.0;5.0;3.0;1.0;1.0;0.0
124;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Bahrein;2020;29.0;13.0;16.0;1.0;4.0;-3.0
125;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Bahrein;2021;39.0;15.0;24.0;1.0;2.0;-1.0
126;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Bahrein;2022;36.0;18.0;18.0;0.0;3.0;-3.0
127;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Bahrein;2023;51.0;13.0;38.0;2.0;2.0;0.0
128;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Bangladesh;2020;395.0;169.0;226.0;12.0;51.0;-39.0
129;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Bangladesh;2021;743.0;182.0;561.0;13.0;60.0;-47.0
130;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Bangladesh;2022;1020.0;271.0;749.0;15.0;108.0;-93.0
131;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Bangladesh;2023;834.0;623.0;211.0;19.0;170.0;-151.0
132;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Barbados;2020;1.0;6.0;-5.0;1.0;2.0;-1.0
133;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Barbados;2021;15.0;11.0;4.0;0.0;2.0;-2.0
134;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Barbados;2022;14.0;1.0;13.0;1.0;0.0;1.0
135;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Barbados;2023;6.0;7.0;-1.0;0.0;0.0;0.0
136;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;België;2020;4189.0;2278.0;1911.0;104.0;252.0;-148.0
137;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;België;2021;4071.0;2413.0;1658.0;60.0;221.0;-161.0
138;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;België;2022;3939.0;2606.0;1333.0;61.0;203.0;-142.0
139;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;België;2023;3871.0;2565.0;1306.0;60.0;218.0;-158.0
140;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Belize;2020;6.0;5.0;1.0;0.0;0.0;0.0
141;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Belize;2021;3.0;5.0;-2.0;0.0;1.0;-1.0
142;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Belize;2022;8.0;3.0;5.0;0.0;0.0;0.0
143;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Belize;2023;8.0;1.0;7.0;0.0;0.0;0.0
144;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Benin;2020;16.0;15.0;1.0;0.0;2.0;-2.0
145;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Benin;2021;20.0;11.0;9.0;4.0;5.0;-1.0
146;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Benin;2022;18.0;10.0;8.0;2.0;2.0;0.0
147;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Benin;2023;26.0;14.0;12.0;0.0;4.0;-4.0
148;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Bermuda;2020;7.0;6.0;1.0;0.0;0.0;0.0
149;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Bermuda;2021;10.0;7.0;3.0;0.0;2.0;-2.0
150;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Bermuda;2022;4.0;9.0;-5.0;0.0;1.0;-1.0
151;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Bermuda;2023;7.0;4.0;3.0;0.0;1.0;-1.0
152;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Bhutan;2020;3.0;23.0;-20.0;0.0;2.0;-2.0
153;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Bhutan;2021;11.0;11.0;0.0;0.0;2.0;-2.0
154;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Bhutan;2022;11.0;14.0;-3.0;0.0;3.0;-3.0
155;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Bhutan;2023;9.0;8.0;1.0;0.0;0.0;0.0
156;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Bolivia;2020;81.0;65.0;16.0;3.0;14.0;-11.0
157;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Bolivia;2021;99.0;41.0;58.0;2.0;7.0;-5.0
158;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Bolivia;2022;130.0;56.0;74.0;2.0;14.0;-12.0
159;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Bolivia;2023;129.0;65.0;64.0;0.0;8.0;-8.0
160;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Bosnië-Herzegovina;2020;372.0;273.0;99.0;45.0;80.0;-35.0
161;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Bosnië-Herzegovina;2021;359.0;239.0;120.0;53.0;67.0;-14.0
162;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Bosnië-Herzegovina;2022;406.0;257.0;149.0;37.0;62.0;-25.0
163;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Bosnië-Herzegovina;2023;319.0;299.0;20.0;37.0;70.0;-33.0
164;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Botswana;2020;19.0;8.0;11.0;1.0;5.0;-4.0
165;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Botswana;2021;32.0;10.0;22.0;1.0;0.0;1.0
166;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Botswana;2022;20.0;15.0;5.0;0.0;2.0;-2.0
167;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Botswana;2023;16.0;15.0;1.0;0.0;0.0;0.0
168;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Brazilië;2020;2997.0;1653.0;1344.0;72.0;257.0;-185.0
169;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Brazilië;2021;3742.0;1556.0;2186.0;43.0;178.0;-135.0
170;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Brazilië;2022;4435.0;1637.0;2798.0;70.0;182.0;-112.0
171;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Brazilië;2023;4140.0;2007.0;2133.0;44.0;195.0;-151.0
172;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Brits Territorium in de Indische Oceaan;2020;0.0;1.0;-1.0;0.0;1.0;-1.0
173;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Brits Territorium in de Indische Oceaan;2021;0.0;0.0;0.0;0.0;0.0;0.0
174;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Brits Territorium in de Indische Oceaan;2022;0.0;0.0;0.0;0.0;0.0;0.0
175;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Brits Territorium in de Indische Oceaan;2023;0.0;0.0;0.0;0.0;0.0;0.0
176;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Britse Maagdeneilanden;2020;3.0;3.0;0.0;0.0;2.0;-2.0
177;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Britse Maagdeneilanden;2021;3.0;3.0;0.0;0.0;0.0;0.0
178;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Britse Maagdeneilanden;2022;1.0;1.0;0.0;0.0;0.0;0.0
179;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Britse Maagdeneilanden;2023;1.0;1.0;0.0;0.0;0.0;0.0
180;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Brunei;2020;29.0;19.0;10.0;1.0;1.0;0.0
181;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Brunei;2021;20.0;29.0;-9.0;0.0;2.0;-2.0
182;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Brunei;2022;21.0;14.0;7.0;0.0;0.0;0.0
183;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Brunei;2023;26.0;20.0;6.0;1.0;4.0;-3.0
184;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Bulgarije;2020;8477.0;4302.0;4175.0;300.0;1402.0;-1102.0
185;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Bulgarije;2021;9470.0;4596.0;4874.0;207.0;1558.0;-1351.0
186;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Bulgarije;2022;10823.0;5296.0;5527.0;200.0;1787.0;-1587.0
187;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Bulgarije;2023;10405.0;6572.0;3833.0;214.0;2320.0;-2106.0
188;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Burkina Faso;2020;22.0;5.0;17.0;2.0;4.0;-2.0
