ID;Geslacht;Leeftijd;Perioden;BevolkingOp1Januari_1
51;Totaal mannen en vrouwen;0 jaar;2026;188178
52;Totaal mannen en vrouwen;0 jaar;2027;191594
53;Totaal mannen en vrouwen;0 jaar;2028;194235
54;Totaal mannen en vrouwen;0 jaar;2029;196750
55;Totaal mannen en vrouwen;0 jaar;2030;199942
56;Totaal mannen en vrouwen;0 jaar;2031;202633
57;Totaal mannen en vrouwen;0 jaar;2032;204716
58;Totaal mannen en vrouwen;0 jaar;2033;206411
59;Totaal mannen en vrouwen;0 jaar;2034;207764
60;Totaal mannen en vrouwen;0 jaar;2035;208597
61;Totaal mannen en vrouwen;0 jaar;2036;208639
62;Totaal mannen en vrouwen;0 jaar;2037;207818
63;Totaal mannen en vrouwen;0 jaar;2038;206434
64;Totaal mannen en vrouwen;0 jaar;2039;204864
65;Totaal mannen en vrouwen;0 jaar;2040;203276
66;Totaal mannen en vrouwen;0 jaar;2041;201617
67;Totaal mannen en vrouwen;0 jaar;2042;199844
68;Totaal mannen en vrouwen;0 jaar;2043;198157
69;Totaal mannen en vrouwen;0 jaar;2044;196659
70;Totaal mannen en vrouwen;0 jaar;2045;195360
71;Totaal mannen en vrouwen;0 jaar;2046;194237
72;Totaal mannen en vrouwen;0 jaar;2047;193327
73;Totaal mannen en vrouwen;0 jaar;2048;192603
74;Totaal mannen en vrouwen;0 jaar;2049;192101
75;Totaal mannen en vrouwen;0 jaar;2050;191833
76;Totaal mannen en vrouwen;0 jaar;2051;191819
77;Totaal mannen en vrouwen;0 jaar;2052;192095
78;Totaal mannen en vrouwen;0 jaar;2053;192677
79;Totaal mannen en vrouwen;0 jaar;2054;193588
80;Totaal mannen en vrouwen;0 jaar;2055;194831
81;Totaal mannen en vrouwen;0 jaar;2056;196370
82;Totaal mannen en vrouwen;0 jaar;2057;198156
83;Totaal mannen en vrouwen;0 jaar;2058;200125
84;Totaal mannen en vrouwen;0 jaar;2059;202208
85;Totaal mannen en vrouwen;0 jaar;2060;204340
86;Totaal mannen en vrouwen;0 jaar;2061;206429
87;Totaal mannen en vrouwen;0 jaar;2062;208397
88;Totaal mannen en vrouwen;0 jaar;2063;210162
89;Totaal mannen en vrouwen;0 jaar;2064;211692
90;Totaal mannen en vrouwen;0 jaar;2065;212947
91;Totaal mannen en vrouwen;0 jaar;2066;213902
92;Totaal mannen en vrouwen;0 jaar;2067;214565
93;Totaal mannen en vrouwen;0 jaar;2068;214950
94;Totaal mannen en vrouwen;0 jaar;2069;215086
95;Totaal mannen en vrouwen;0 jaar;2070;215000
96;Totaal mannen en vrouwen;1 jaar;2023;181764
97;Totaal mannen en vrouwen;1 jaar;2024;170567
98;Totaal mannen en vrouwen;1 jaar;2025;176103
99;Totaal mannen en vrouwen;1 jaar;2026;183410
100;Totaal mannen en vrouwen;1 jaar;2027;189068
101;Totaal mannen en vrouwen;1 jaar;2028;192468
102;Totaal mannen en vrouwen;1 jaar;2029;195120
103;Totaal mannen en vrouwen;1 jaar;2030;197618
104;Totaal mannen en vrouwen;1 jaar;2031;200789
105;Totaal mannen en vrouwen;1 jaar;2032;203471
106;Totaal mannen en vrouwen;1 jaar;2033;205546
107;Totaal mannen en vrouwen;1 jaar;2034;207232
108;Totaal mannen en vrouwen;1 jaar;2035;208579
109;Totaal mannen en vrouwen;1 jaar;2036;209408
110;Totaal mannen en vrouwen;1 jaar;2037;209452
111;Totaal mannen en vrouwen;1 jaar;2038;208639
112;Totaal mannen en vrouwen;1 jaar;2039;207265
113;Totaal mannen en vrouwen;1 jaar;2040;205704
114;Totaal mannen en vrouwen;1 jaar;2041;204127
115;Totaal mannen en vrouwen;1 jaar;2042;202480
116;Totaal mannen en vrouwen;1 jaar;2043;200716
117;Totaal mannen en vrouwen;1 jaar;2044;199043
118;Totaal mannen en vrouwen;1 jaar;2045;197555
119;Totaal mannen en vrouwen;1 jaar;2046;196257
120;Totaal mannen en vrouwen;1 jaar;2047;195142
121;Totaal mannen en vrouwen;1 jaar;2048;194236
122;Totaal mannen en vrouwen;1 jaar;2049;193519
123;Totaal mannen en vrouwen;1 jaar;2050;193019
124;Totaal mannen en vrouwen;1 jaar;2051;192756
125;Totaal mannen en vrouwen;1 jaar;2052;192744
126;Totaal mannen en vrouwen;1 jaar;2053;193021
127;Totaal mannen en vrouwen;1 jaar;2054;193607
128;Totaal mannen en vrouwen;1 jaar;2055;194522
129;Totaal mannen en vrouwen;1 jaar;2056;195769
130;Totaal mannen en vrouwen;1 jaar;2057;197306
131;Totaal mannen en vrouwen;1 jaar;2058;199095
132;Totaal mannen en vrouwen;1 jaar;2059;201066
133;Totaal mannen en vrouwen;1 jaar;2060;203150
134;Totaal mannen en vrouwen;1 jaar;2061;205281
135;Totaal mannen en vrouwen;1 jaar;2062;207373
136;Totaal mannen en vrouwen;1 jaar;2063;209339
137;Totaal mannen en vrouwen;1 jaar;2064;211103
138;Totaal mannen en vrouwen;1 jaar;2065;212634
139;Totaal mannen en vrouwen;1 jaar;2066;213884
140;Totaal mannen en vrouwen;1 jaar;2067;214840
141;Totaal mannen en vrouwen;1 jaar;2068;215503
142;Totaal mannen en vrouwen;1 jaar;2069;215888
143;Totaal mannen en vrouwen;1 jaar;2070;216026
144;Totaal mannen en vrouwen;2 jaar;2023;172008
145;Totaal mannen en vrouwen;2 jaar;2024;183877
146;Totaal mannen en vrouwen;2 jaar;2025;171932
147;Totaal mannen en vrouwen;2 jaar;2026;177321
148;Totaal mannen en vrouwen;2 jaar;2027;184464
149;Totaal mannen en vrouwen;2 jaar;2028;190105
150;Totaal mannen en vrouwen;2 jaar;2029;193497
151;Totaal mannen en vrouwen;2 jaar;2030;196155
152;Totaal mannen en vrouwen;2 jaar;2031;198631
153;Totaal mannen en vrouwen;2 jaar;2032;201798
154;Totaal mannen en vrouwen;2 jaar;2033;204472
155;Totaal mannen en vrouwen;2 jaar;2034;206544
156;Totaal mannen en vrouwen;2 jaar;2035;208218
157;Totaal mannen en vrouwen;2 jaar;2036;209553
158;Totaal mannen en vrouwen;2 jaar;2037;210383
159;Totaal mannen en vrouwen;2 jaar;2038;210425
160;Totaal mannen en vrouwen;2 jaar;2039;209622
161;Totaal mannen en vrouwen;2 jaar;2040;208257
162;Totaal mannen en vrouwen;2 jaar;2041;206706
163;Totaal mannen en vrouwen;2 jaar;2042;205141
164;Totaal mannen en vrouwen;2 jaar;2043;203502
165;Totaal mannen en vrouwen;2 jaar;2044;201753
166;Totaal mannen en vrouwen;2 jaar;2045;200089
167;Totaal mannen en vrouwen;2 jaar;2046;198606
168;Totaal mannen en vrouwen;2 jaar;2047;197314
169;Totaal mannen en vrouwen;2 jaar;2048;196203
170;Totaal mannen en vrouwen;2 jaar;2049;195305
171;Totaal mannen en vrouwen;2 jaar;2050;194593
172;Totaal mannen en vrouwen;2 jaar;2051;194097
173;Totaal mannen en vrouwen;2 jaar;2052;193837
174;Totaal mannen en vrouwen;2 jaar;2053;193831
175;Totaal mannen en vrouwen;2 jaar;2054;194109
176;Totaal mannen en vrouwen;2 jaar;2055;194698
177;Totaal mannen en vrouwen;2 jaar;2056;195615
178;Totaal mannen en vrouwen;2 jaar;2057;196871
179;Totaal mannen en vrouwen;2 jaar;2058;198411
180;Totaal mannen en vrouwen;2 jaar;2059;200200
181;Totaal mannen en vrouwen;2 jaar;2060;202170
182;Totaal mannen en vrouwen;2 jaar;2061;204254
183;Totaal mannen en vrouwen;2 jaar;2062;206385
184;Totaal mannen en vrouwen;2 jaar;2063;208478
185;Totaal mannen en vrouwen;2 jaar;2064;210445
186;Totaal mannen en vrouwen;2 jaar;2065;212207
187;Totaal mannen en vrouwen;2 jaar;2066;213735
188;Totaal mannen en vrouwen;2 jaar;2067;214984
189;Totaal mannen en vrouwen;2 jaar;2068;215939
190;Totaal mannen en vrouwen;2 jaar;2069;216605
191;Totaal mannen en vrouwen;2 jaar;2070;216992
192;Totaal mannen en vrouwen;3 jaar;2023;173922
193;Totaal mannen en vrouwen;3 jaar;2024;173920
194;Totaal mannen en vrouwen;3 jaar;2025;184916
195;Totaal mannen en vrouwen;3 jaar;2026;172852
196;Totaal mannen en vrouwen;3 jaar;2027;178115
197;Totaal mannen en vrouwen;3 jaar;2028;185280
198;Totaal mannen en vrouwen;3 jaar;2029;190911
199;Totaal mannen en vrouwen;3 jaar;2030;194302
200;Totaal mannen en vrouwen;3 jaar;2031;196939
201;Totaal mannen en vrouwen;3 jaar;2032;199420
202;Totaal mannen en vrouwen;3 jaar;2033;202585
203;Totaal mannen en vrouwen;3 jaar;2034;205252
204;Totaal mannen en vrouwen;3 jaar;2035;207321
205;Totaal mannen en vrouwen;3 jaar;2036;208986
206;Totaal mannen en vrouwen;3 jaar;2037;210309
207;Totaal mannen en vrouwen;3 jaar;2038;211135
208;Totaal mannen en vrouwen;3 jaar;2039;211178
209;Totaal mannen en vrouwen;3 jaar;2040;210381
210;Totaal mannen en vrouwen;3 jaar;2041;209027
211;Totaal mannen en vrouwen;3 jaar;2042;207490
212;Totaal mannen en vrouwen;3 jaar;2043;205935
213;Totaal mannen en vrouwen;3 jaar;2044;204307
214;Totaal mannen en vrouwen;3 jaar;2045;202569
215;Totaal mannen en vrouwen;3 jaar;2046;200914
216;Totaal mannen en vrouwen;3 jaar;2047;199441
217;Totaal mannen en vrouwen;3 jaar;2048;198154
218;Totaal mannen en vrouwen;3 jaar;2049;197047
219;Totaal mannen en vrouwen;3 jaar;2050;196159
220;Totaal mannen en vrouwen;3 jaar;2051;195452
221;Totaal mannen en vrouwen;3 jaar;2052;194961
222;Totaal mannen en vrouwen;3 jaar;2053;194708
223;Totaal mannen en vrouwen;3 jaar;2054;194704
224;Totaal mannen en vrouwen;3 jaar;2055;194987
225;Totaal mannen en vrouwen;3 jaar;2056;195581
226;Totaal mannen en vrouwen;3 jaar;2057;196501
227;Totaal mannen en vrouwen;3 jaar;2058;197758
228;Totaal mannen en vrouwen;3 jaar;2059;199302
229;Totaal mannen en vrouwen;3 jaar;2060;201091
230;Totaal mannen en vrouwen;3 jaar;2061;203064
231;Totaal mannen en vrouwen;3 jaar;2062;205144
232;Totaal mannen en vrouwen;3 jaar;2063;207277
233;Totaal mannen en vrouwen;3 jaar;2064;209368
234;Totaal mannen en vrouwen;3 jaar;2065;211335
235;Totaal mannen en vrouwen;3 jaar;2066;213096
236;Totaal mannen en vrouwen;3 jaar;2067;214624
237;Totaal mannen en vrouwen;3 jaar;2068;215874
238;Totaal mannen en vrouwen;3 jaar;2069;216830
239;Totaal mannen en vrouwen;3 jaar;2070;217494
240;Totaal mannen en vrouwen;4 jaar;2023;174213
241;Totaal mannen en vrouwen;4 jaar;2024;175792
242;Totaal mannen en vrouwen;4 jaar;2025;174976
243;Totaal mannen en vrouwen;4 jaar;2026;185524
244;Totaal mannen en vrouwen;4 jaar;2027;173437
245;Totaal mannen en vrouwen;4 jaar;2028;178775
246;Totaal mannen en vrouwen;4 jaar;2029;185972
247;Totaal mannen en vrouwen;4 jaar;2030;191571
248;Totaal mannen en vrouwen;4 jaar;2031;194935
249;Totaal mannen en vrouwen;4 jaar;2032;197582
250;Totaal mannen en vrouwen;4 jaar;2033;200072
251;Totaal mannen en vrouwen;4 jaar;2034;203235
252;Totaal mannen en vrouwen;4 jaar;2035;205901
253;Totaal mannen en vrouwen;4 jaar;2036;207962
254;Totaal mannen en vrouwen;4 jaar;2037;209614
255;Totaal mannen en vrouwen;4 jaar;2038;210931
256;Totaal mannen en vrouwen;4 jaar;2039;211749
257;Totaal mannen en vrouwen;4 jaar;2040;211792
258;Totaal mannen en vrouwen;4 jaar;2041;211004
259;Totaal mannen en vrouwen;4 jaar;2042;209662
260;Totaal mannen en vrouwen;4 jaar;2043;208135
261;Totaal mannen en vrouwen;4 jaar;2044;206592
262;Totaal mannen en vrouwen;4 jaar;2045;204971
263;Totaal mannen en vrouwen;4 jaar;2046;203245
264;Totaal mannen en vrouwen;4 jaar;2047;201600
265;Totaal mannen en vrouwen;4 jaar;2048;200135
266;Totaal mannen en vrouwen;4 jaar;2049;198852
267;Totaal mannen en vrouwen;4 jaar;2050;197753
268;Totaal mannen en vrouwen;4 jaar;2051;196870
269;Totaal mannen en vrouwen;4 jaar;2052;196170
270;Totaal mannen en vrouwen;4 jaar;2053;195683
271;Totaal mannen en vrouwen;4 jaar;2054;195436
272;Totaal mannen en vrouwen;4 jaar;2055;195439
273;Totaal mannen en vrouwen;4 jaar;2056;195727
274;Totaal mannen en vrouwen;4 jaar;2057;196321
275;Totaal mannen en vrouwen;4 jaar;2058;197249
276;Totaal mannen en vrouwen;4 jaar;2059;198506
277;Totaal mannen en vrouwen;4 jaar;2060;200052
278;Totaal mannen en vrouwen;4 jaar;2061;201842
279;Totaal mannen en vrouwen;4 jaar;2062;203817
280;Totaal mannen en vrouwen;4 jaar;2063;205897
281;Totaal mannen en vrouwen;4 jaar;2064;208031
282;Totaal mannen en vrouwen;4 jaar;2065;210120
283;Totaal mannen en vrouwen;4 jaar;2066;212086
284;Totaal mannen en vrouwen;4 jaar;2067;213844
285;Totaal mannen en vrouwen;4 jaar;2068;215370
286;Totaal mannen en vrouwen;4 jaar;2069;216624
287;Totaal mannen en vrouwen;4 jaar;2070;217577
288;Totaal mannen en vrouwen;5 jaar;2023;176442
289;Totaal mannen en vrouwen;5 jaar;2024;176113
290;Totaal mannen en vrouwen;5 jaar;2025;176855
291;Totaal mannen en vrouwen;5 jaar;2026;175771
292;Totaal mannen en vrouwen;5 jaar;2027;185924
293;Totaal mannen en vrouwen;5 jaar;2028;174021
294;Totaal mannen en vrouwen;5 jaar;2029;179412
295;Totaal mannen en vrouwen;5 jaar;2030;186602
296;Totaal mannen en vrouwen;5 jaar;2031;192157
297;Totaal mannen en vrouwen;5 jaar;2032;195512
298;Totaal mannen en vrouwen;5 jaar;2033;198171
299;Totaal mannen en vrouwen;5 jaar;2034;200672
300;Totaal mannen en vrouwen;5 jaar;2035;203828
301;Totaal mannen en vrouwen;5 jaar;2036;206492
302;Totaal mannen en vrouwen;5 jaar;2037;208550
303;Totaal mannen en vrouwen;5 jaar;2038;210188
304;Totaal mannen en vrouwen;5 jaar;2039;211498
305;Totaal mannen en vrouwen;5 jaar;2040;212313
306;Totaal mannen en vrouwen;5 jaar;2041;212355
307;Totaal mannen en vrouwen;5 jaar;2042;211574
308;Totaal mannen en vrouwen;5 jaar;2043;210238
309;Totaal mannen en vrouwen;5 jaar;2044;208722
310;Totaal mannen en vrouwen;5 jaar;2045;207188
311;Totaal mannen en vrouwen;5 jaar;2046;205573
312;Totaal mannen en vrouwen;5 jaar;2047;203856
313;Totaal mannen en vrouwen;5 jaar;2048;202222
314;Totaal mannen en vrouwen;5 jaar;2049;200766
315;Totaal mannen en vrouwen;5 jaar;2050;199491
316;Totaal mannen en vrouwen;5 jaar;2051;198399
317;Totaal mannen en vrouwen;5 jaar;2052;197526
318;Totaal mannen en vrouwen;5 jaar;2053;196827
319;Totaal mannen en vrouwen;5 jaar;2054;196343
320;Totaal mannen en vrouwen;5 jaar;2055;196101
321;Totaal mannen en vrouwen;5 jaar;2056;196110
322;Totaal mannen en vrouwen;5 jaar;2057;196400
323;Totaal mannen en vrouwen;5 jaar;2058;197000
324;Totaal mannen en vrouwen;5 jaar;2059;197930
325;Totaal mannen en vrouwen;5 jaar;2060;199191
326;Totaal mannen en vrouwen;5 jaar;2061;200738
327;Totaal mannen en vrouwen;5 jaar;2062;202530
328;Totaal mannen en vrouwen;5 jaar;2063;204506
329;Totaal mannen en vrouwen;5 jaar;2064;206588
330;Totaal mannen en vrouwen;5 jaar;2065;208720
331;Totaal mannen en vrouwen;5 jaar;2066;210809
332;Totaal mannen en vrouwen;5 jaar;2067;212777
333;Totaal mannen en vrouwen;5 jaar;2068;214533
334;Totaal mannen en vrouwen;5 jaar;2069;216057
335;Totaal mannen en vrouwen;5 jaar;2070;217308
336;Totaal mannen en vrouwen;6 jaar;2023;179748
337;Totaal mannen en vrouwen;6 jaar;2024;178452
338;Totaal mannen en vrouwen;6 jaar;2025;177199
339;Totaal mannen en vrouwen;6 jaar;2026;177651
340;Totaal mannen en vrouwen;6 jaar;2027;176360
341;Totaal mannen en vrouwen;6 jaar;2028;186360
342;Totaal mannen en vrouwen;6 jaar;2029;174641
343;Totaal mannen en vrouwen;6 jaar;2030;180070
344;Totaal mannen en vrouwen;6 jaar;2031;187241
345;Totaal mannen en vrouwen;6 jaar;2032;192774
346;Totaal mannen en vrouwen;6 jaar;2033;196126
347;Totaal mannen en vrouwen;6 jaar;2034;198804
348;Totaal mannen en vrouwen;6 jaar;2035;201310
349;Totaal mannen en vrouwen;6 jaar;2036;204466
350;Totaal mannen en vrouwen;6 jaar;2037;207127
351;Totaal mannen en vrouwen;6 jaar;2038;209180
352;Totaal mannen en vrouwen;6 jaar;2039;210804
353;Totaal mannen en vrouwen;6 jaar;2040;212106
354;Totaal mannen en vrouwen;6 jaar;2041;212916
355;Totaal mannen en vrouwen;6 jaar;2042;212958
356;Totaal mannen en vrouwen;6 jaar;2043;212184
357;Totaal mannen en vrouwen;6 jaar;2044;210854
358;Totaal mannen en vrouwen;6 jaar;2045;209343
359;Totaal mannen en vrouwen;6 jaar;2046;207817
360;Totaal mannen en vrouwen;6 jaar;2047;206207
361;Totaal mannen en vrouwen;6 jaar;2048;204500
362;Totaal mannen en vrouwen;6 jaar;2049;202874
363;Totaal mannen en vrouwen;6 jaar;2050;201426
364;Totaal mannen en vrouwen;6 jaar;2051;200159
365;Totaal mannen en vrouwen;6 jaar;2052;199076
366;Totaal mannen en vrouwen;6 jaar;2053;198206
367;Totaal mannen en vrouwen;6 jaar;2054;197511
368;Totaal mannen en vrouwen;6 jaar;2055;197031
369;Totaal mannen en vrouwen;6 jaar;2056;196795
370;Totaal mannen en vrouwen;6 jaar;2057;196808
371;Totaal mannen en vrouwen;6 jaar;2058;197103
372;Totaal mannen en vrouwen;6 jaar;2059;197711
373;Totaal mannen en vrouwen;6 jaar;2060;198642
374;Totaal mannen en vrouwen;6 jaar;2061;199906
375;Totaal mannen en vrouwen;6 jaar;2062;201454
376;Totaal mannen en vrouwen;6 jaar;2063;203248
377;Totaal mannen en vrouwen;6 jaar;2064;205225
378;Totaal mannen en vrouwen;6 jaar;2065;207305
379;Totaal mannen en vrouwen;6 jaar;2066;209436
380;Totaal mannen en vrouwen;6 jaar;2067;211526
381;Totaal mannen en vrouwen;6 jaar;2068;213494
382;Totaal mannen en vrouwen;6 jaar;2069;215252
383;Totaal mannen en vrouwen;6 jaar;2070;216777
384;Totaal mannen en vrouwen;7 jaar;2023;179318
385;Totaal mannen en vrouwen;7 jaar;2024;181779
386;Totaal mannen en vrouwen;7 jaar;2025;179595
387;Totaal mannen en vrouwen;7 jaar;2026;178016
388;Totaal mannen en vrouwen;7 jaar;2027;178261
389;Totaal mannen en vrouwen;7 jaar;2028;176997
390;Totaal mannen en vrouwen;7 jaar;2029;186886
391;Totaal mannen en vrouwen;7 jaar;2030;175316
392;Totaal mannen en vrouwen;7 jaar;2031;180755
393;Totaal mannen en vrouwen;7 jaar;2032;187929
394;Totaal mannen en vrouwen;7 jaar;2033;193454
395;Totaal mannen en vrouwen;7 jaar;2034;196801
396;Totaal mannen en vrouwen;7 jaar;2035;199493
397;Totaal mannen en vrouwen;7 jaar;2036;202013
398;Totaal mannen en vrouwen;7 jaar;2037;205168
399;Totaal mannen en vrouwen;7 jaar;2038;207820
400;Totaal mannen en vrouwen;7 jaar;2039;209870
401;Totaal mannen en vrouwen;7 jaar;2040;211484
402;Totaal mannen en vrouwen;7 jaar;2041;212775
403;Totaal mannen en vrouwen;7 jaar;2042;213582
404;Totaal mannen en vrouwen;7 jaar;2043;213626
405;Totaal mannen en vrouwen;7 jaar;2044;212857
406;Totaal mannen en vrouwen;7 jaar;2045;211534
407;Totaal mannen en vrouwen;7 jaar;2046;210031
408;Totaal mannen en vrouwen;7 jaar;2047;208508
409;Totaal mannen en vrouwen;7 jaar;2048;206905
410;Totaal mannen en vrouwen;7 jaar;2049;205205
411;Totaal mannen en vrouwen;7 jaar;2050;203584
412;Totaal mannen en vrouwen;7 jaar;2051;202145
413;Totaal mannen en vrouwen;7 jaar;2052;200887
414;Totaal mannen en vrouwen;7 jaar;2053;199811
415;Totaal mannen en vrouwen;7 jaar;2054;198947
416;Totaal mannen en vrouwen;7 jaar;2055;198256
417;Totaal mannen en vrouwen;7 jaar;2056;197779
418;Totaal mannen en vrouwen;7 jaar;2057;197547
419;Totaal mannen en vrouwen;7 jaar;2058;197566
420;Totaal mannen en vrouwen;7 jaar;2059;197864
421;Totaal mannen en vrouwen;7 jaar;2060;198474
422;Totaal mannen en vrouwen;7 jaar;2061;199405
423;Totaal mannen en vrouwen;7 jaar;2062;200672
424;Totaal mannen en vrouwen;7 jaar;2063;202220
425;Totaal mannen en vrouwen;7 jaar;2064;204017
426;Totaal mannen en vrouwen;7 jaar;2065;205994
427;Totaal mannen en vrouwen;7 jaar;2066;208076
428;Totaal mannen en vrouwen;7 jaar;2067;210205
429;Totaal mannen en vrouwen;7 jaar;2068;212295
430;Totaal mannen en vrouwen;7 jaar;2069;214260
431;Totaal mannen en vrouwen;7 jaar;2070;216018
432;Totaal mannen en vrouwen;8 jaar;2023;184197
433;Totaal mannen en vrouwen;8 jaar;2024;181494
434;Totaal mannen en vrouwen;8 jaar;2025;182946
435;Totaal mannen en vrouwen;8 jaar;2026;180444
436;Totaal mannen en vrouwen;8 jaar;2027;178639
437;Totaal mannen en vrouwen;8 jaar;2028;178920
438;Totaal mannen en vrouwen;8 jaar;2029;177700
439;Totaal mannen en vrouwen;8 jaar;2030;187507
440;Totaal mannen en vrouwen;8 jaar;2031;176055
441;Totaal mannen en vrouwen;8 jaar;2032;181514
442;Totaal mannen en vrouwen;8 jaar;2033;188689
443;Totaal mannen en vrouwen;8 jaar;2034;194206
444;Totaal mannen en vrouwen;8 jaar;2035;197555
445;Totaal mannen en vrouwen;8 jaar;2036;200262
446;Totaal mannen en vrouwen;8 jaar;2037;202791
447;Totaal mannen en vrouwen;8 jaar;2038;205944
448;Totaal mannen en vrouwen;8 jaar;2039;208591
449;Totaal mannen en vrouwen;8 jaar;2040;210639
450;Totaal mannen en vrouwen;8 jaar;2041;212243
451;Totaal mannen en vrouwen;8 jaar;2042;213527
452;Totaal mannen en vrouwen;8 jaar;2043;214331
453;Totaal mannen en vrouwen;8 jaar;2044;214376
454;Totaal mannen en vrouwen;8 jaar;2045;213610
455;Totaal mannen en vrouwen;8 jaar;2046;212293
456;Totaal mannen en vrouwen;8 jaar;2047;210795
457;Totaal mannen en vrouwen;8 jaar;2048;209276
458;Totaal mannen en vrouwen;8 jaar;2049;207678
459;Totaal mannen en vrouwen;8 jaar;2050;205984
460;Totaal mannen en vrouwen;8 jaar;2051;204371
461;Totaal mannen en vrouwen;8 jaar;2052;202939
462;Totaal mannen en vrouwen;8 jaar;2053;201687
463;Totaal mannen en vrouwen;8 jaar;2054;200618
464;Totaal mannen en vrouwen;8 jaar;2055;199759
465;Totaal mannen en vrouwen;8 jaar;2056;199069
466;Totaal mannen en vrouwen;8 jaar;2057;198596
467;Totaal mannen en vrouwen;8 jaar;2058;198367
468;Totaal mannen en vrouwen;8 jaar;2059;198390
469;Totaal mannen en vrouwen;8 jaar;2060;198692
470;Totaal mannen en vrouwen;8 jaar;2061;199305
471;Totaal mannen en vrouwen;8 jaar;2062;200239
472;Totaal mannen en vrouwen;8 jaar;2063;201505
473;Totaal mannen en vrouwen;8 jaar;2064;203055
474;Totaal mannen en vrouwen;8 jaar;2065;204852
475;Totaal mannen en vrouwen;8 jaar;2066;206829
476;Totaal mannen en vrouwen;8 jaar;2067;208911
477;Totaal mannen en vrouwen;8 jaar;2068;211040
478;Totaal mannen en vrouwen;8 jaar;2069;213130
479;Totaal mannen en vrouwen;8 jaar;2070;215095
480;Totaal mannen en vrouwen;9 jaar;2023;180984
481;Totaal mannen en vrouwen;9 jaar;2024;186369
482;Totaal mannen en vrouwen;9 jaar;2025;182715
483;Totaal mannen en vrouwen;9 jaar;2026;183848
484;Totaal mannen en vrouwen;9 jaar;2027;181112
485;Totaal mannen en vrouwen;9 jaar;2028;179312
486;Totaal mannen en vrouwen;9 jaar;2029;179659
487;Totaal mannen en vrouwen;9 jaar;2030;178481
