ID;BedrijfstakkenBranchesSBI2008;Rechtsvormen;Perioden;UitgesprokenFaillissementen_1;BedrijfsleeftijdBijFaillissement_2;WerkzamePersonenBijFaillissement_3
46;A-U Alle economische activiteiten;Bedrijven en instellingen;2016 2e kwartaal;1110;11.3;7269.0
47;A-U Alle economische activiteiten;Bedrijven en instellingen;2016 3e kwartaal;950;10.8;5172.0
48;A-U Alle economische activiteiten;Bedrijven en instellingen;2016 4e kwartaal;1066;9.9;4935.0
49;A-U Alle economische activiteiten;Bedrijven en instellingen;2016;4399;10.8;32184.0
50;A-U Alle economische activiteiten;Bedrijven en instellingen;2017 1e kwartaal;950;10.9;6373.0
51;A-U Alle economische activiteiten;Bedrijven en instellingen;2017 2e kwartaal;850;10.1;3928.0
52;A-U Alle economische activiteiten;Bedrijven en instellingen;2017 3e kwartaal;738;9.5;3542.0
53;A-U Alle economische activiteiten;Bedrijven en instellingen;2017 4e kwartaal;753;10.8;4083.0
54;A-U Alle economische activiteiten;Bedrijven en instellingen;2017;3291;10.3;17926.0
55;A-U Alle economische activiteiten;Bedrijven en instellingen;2018 1e kwartaal;786;10.7;4055.0
56;A-U Alle economische activiteiten;Bedrijven en instellingen;2018 2e kwartaal;786;10.0;4643.0
57;A-U Alle economische activiteiten;Bedrijven en instellingen;2018 3e kwartaal;747;9.0;3675.0
58;A-U Alle economische activiteiten;Bedrijven en instellingen;2018 4e kwartaal;826;9.6;6512.0
59;A-U Alle economische activiteiten;Bedrijven en instellingen;2018;3145;9.8;18885.0
60;A-U Alle economische activiteiten;Bedrijven en instellingen;2019 1e kwartaal;767;9.4;8549.0
61;A-U Alle economische activiteiten;Bedrijven en instellingen;2019 2e kwartaal;818;9.2;5461.0
62;A-U Alle economische activiteiten;Bedrijven en instellingen;2019 3e kwartaal;796;9.6;5227.0
63;A-U Alle economische activiteiten;Bedrijven en instellingen;2019 4e kwartaal;828;9.5;7433.0
64;A-U Alle economische activiteiten;Bedrijven en instellingen;2019;3209;9.4;26670.0
65;A-U Alle economische activiteiten;Bedrijven en instellingen;2020 1e kwartaal;801;10.1;5200.0
66;A-U Alle economische activiteiten;Bedrijven en instellingen;2020 2e kwartaal;847;9.8;5799.0
67;A-U Alle economische activiteiten;Bedrijven en instellingen;2020 3e kwartaal;572;9.8;4120.0
68;A-U Alle economische activiteiten;Bedrijven en instellingen;2020 4e kwartaal;483;9.8;2149.0
69;A-U Alle economische activiteiten;Bedrijven en instellingen;2020;2703;9.9;17267.0
70;A-U Alle economische activiteiten;Bedrijven en instellingen;2021 1e kwartaal;407;9.7;1191.0
71;A-U Alle economische activiteiten;Bedrijven en instellingen;2021 2e kwartaal;381;8.7;2390.0
72;A-U Alle economische activiteiten;Bedrijven en instellingen;2021 3e kwartaal;326;9.0;1065.0
73;A-U Alle economische activiteiten;Bedrijven en instellingen;2021 4e kwartaal;423;8.0;1846.0
74;A-U Alle economische activiteiten;Bedrijven en instellingen;2021;1537;8.8;6491.0
75;A-U Alle economische activiteiten;Bedrijven en instellingen;2022 1e kwartaal;429;8.6;2207.0
76;A-U Alle economische activiteiten;Bedrijven en instellingen;2022 2e kwartaal;393;8.4;2363.0
77;A-U Alle economische activiteiten;Bedrijven en instellingen;2022 3e kwartaal;411;9.2;2125.0
78;A-U Alle economische activiteiten;Bedrijven en instellingen;2022 4e kwartaal;621;9.0;3783.0
79;A-U Alle economische activiteiten;Bedrijven en instellingen;2022;1854;8.8;10479.0
80;A-U Alle economische activiteiten;Natuurlijk persoon met eenmanszaak;2015 1e kwartaal;200;9.0;398.0
81;A-U Alle economische activiteiten;Natuurlijk persoon met eenmanszaak;2015 2e kwartaal;178;10.9;371.0
82;A-U Alle economische activiteiten;Natuurlijk persoon met eenmanszaak;2015 3e kwartaal;177;11.2;441.0
83;A-U Alle economische activiteiten;Natuurlijk persoon met eenmanszaak;2015 4e kwartaal;180;9.5;366.0
84;A-U Alle economische activiteiten;Natuurlijk persoon met eenmanszaak;2015;735;10.1;1575.0
85;A-U Alle economische activiteiten;Natuurlijk persoon met eenmanszaak;2016 1e kwartaal;172;10.0;345.0
86;A-U Alle economische activiteiten;Natuurlijk persoon met eenmanszaak;2016 2e kwartaal;159;8.6;284.0
87;A-U Alle economische activiteiten;Natuurlijk persoon met eenmanszaak;2016 3e kwartaal;155;9.1;272.0
88;A-U Alle economische activiteiten;Natuurlijk persoon met eenmanszaak;2016 4e kwartaal;127;8.2;267.0
89;A-U Alle economische activiteiten;Natuurlijk persoon met eenmanszaak;2016;613;9.0;1168.0
90;A-U Alle economische activiteiten;Natuurlijk persoon met eenmanszaak;2017 1e kwartaal;170;8.2;360.0
91;A-U Alle economische activiteiten;Natuurlijk persoon met eenmanszaak;2017 2e kwartaal;144;7.3;302.0
92;A-U Alle economische activiteiten;Natuurlijk persoon met eenmanszaak;2017 3e kwartaal;137;8.8;253.0
93;A-U Alle economische activiteiten;Natuurlijk persoon met eenmanszaak;2017 4e kwartaal;125;8.7;227.0
94;A-U Alle economische activiteiten;Natuurlijk persoon met eenmanszaak;2017;576;8.2;1142.0
95;A-U Alle economische activiteiten;Natuurlijk persoon met eenmanszaak;2018 1e kwartaal;145;7.7;265.0
96;A-U Alle economische activiteiten;Natuurlijk persoon met eenmanszaak;2018 2e kwartaal;116;8.9;195.0
97;A-U Alle economische activiteiten;Natuurlijk persoon met eenmanszaak;2018 3e kwartaal;132;8.7;233.0
98;A-U Alle economische activiteiten;Natuurlijk persoon met eenmanszaak;2018 4e kwartaal;95;9.1;187.0
99;A-U Alle economische activiteiten;Natuurlijk persoon met eenmanszaak;2018;488;8.6;880.0
100;A-U Alle economische activiteiten;Natuurlijk persoon met eenmanszaak;2019 1e kwartaal;163;7.8;350.0
101;A-U Alle economische activiteiten;Natuurlijk persoon met eenmanszaak;2019 2e kwartaal;128;6.1;225.0
102;A-U Alle economische activiteiten;Natuurlijk persoon met eenmanszaak;2019 3e kwartaal;146;7.9;271.0
103;A-U Alle economische activiteiten;Natuurlijk persoon met eenmanszaak;2019 4e kwartaal;147;7.5;322.0
104;A-U Alle economische activiteiten;Natuurlijk persoon met eenmanszaak;2019;584;7.4;1168.0
105;A-U Alle economische activiteiten;Natuurlijk persoon met eenmanszaak;2020 1e kwartaal;146;7.9;297.0
106;A-U Alle economische activiteiten;Natuurlijk persoon met eenmanszaak;2020 2e kwartaal;133;9.9;258.0
107;A-U Alle economische activiteiten;Natuurlijk persoon met eenmanszaak;2020 3e kwartaal;90;7.6;174.0
108;A-U Alle economische activiteiten;Natuurlijk persoon met eenmanszaak;2020 4e kwartaal;105;9.0;177.0
109;A-U Alle economische activiteiten;Natuurlijk persoon met eenmanszaak;2020;474;8.6;905.0
110;A-U Alle economische activiteiten;Natuurlijk persoon met eenmanszaak;2021 1e kwartaal;83;5.3;134.0
111;A-U Alle economische activiteiten;Natuurlijk persoon met eenmanszaak;2021 2e kwartaal;80;7.9;143.0
112;A-U Alle economische activiteiten;Natuurlijk persoon met eenmanszaak;2021 3e kwartaal;55;5.9;112.0
113;A-U Alle economische activiteiten;Natuurlijk persoon met eenmanszaak;2021 4e kwartaal;63;5.3;86.0
114;A-U Alle economische activiteiten;Natuurlijk persoon met eenmanszaak;2021;281;6.1;475.0
115;A-U Alle economische activiteiten;Natuurlijk persoon met eenmanszaak;2022 1e kwartaal;59;4.5;76.0
116;A-U Alle economische activiteiten;Natuurlijk persoon met eenmanszaak;2022 2e kwartaal;80;5.5;127.0
117;A-U Alle economische activiteiten;Natuurlijk persoon met eenmanszaak;2022 3e kwartaal;64;6.2;105.0
118;A-U Alle economische activiteiten;Natuurlijk persoon met eenmanszaak;2022 4e kwartaal;88;6.4;152.0
119;A-U Alle economische activiteiten;Natuurlijk persoon met eenmanszaak;2022;291;5.7;459.0
120;A Landbouw, bosbouw en visserij;Bedrijven, instellingen en eenmanszaken;2015 1e kwartaal;19;8.7;31.0
121;A Landbouw, bosbouw en visserij;Bedrijven, instellingen en eenmanszaken;2015 2e kwartaal;22;11.1;104.0
122;A Landbouw, bosbouw en visserij;Bedrijven, instellingen en eenmanszaken;2015 3e kwartaal;19;12.5;74.0
123;A Landbouw, bosbouw en visserij;Bedrijven, instellingen en eenmanszaken;2015 4e kwartaal;14;12.7;73.0
124;A Landbouw, bosbouw en visserij;Bedrijven, instellingen en eenmanszaken;2015;74;11.1;282.0
125;A Landbouw, bosbouw en visserij;Bedrijven, instellingen en eenmanszaken;2016 1e kwartaal;21;12.5;70.0
126;A Landbouw, bosbouw en visserij;Bedrijven, instellingen en eenmanszaken;2016 2e kwartaal;9;13.2;17.0
127;A Landbouw, bosbouw en visserij;Bedrijven, instellingen en eenmanszaken;2016 3e kwartaal;9;16.2;20.0
128;A Landbouw, bosbouw en visserij;Bedrijven, instellingen en eenmanszaken;2016 4e kwartaal;8;5.8;30.0
129;A Landbouw, bosbouw en visserij;Bedrijven, instellingen en eenmanszaken;2016;47;12.2;137.0
130;A Landbouw, bosbouw en visserij;Bedrijven, instellingen en eenmanszaken;2017 1e kwartaal;13;13.2;55.0
131;A Landbouw, bosbouw en visserij;Bedrijven, instellingen en eenmanszaken;2017 2e kwartaal;7;11.6;21.0
132;A Landbouw, bosbouw en visserij;Bedrijven, instellingen en eenmanszaken;2017 3e kwartaal;4;4.0;10.0
133;A Landbouw, bosbouw en visserij;Bedrijven, instellingen en eenmanszaken;2017 4e kwartaal;7;14.9;15.0
134;A Landbouw, bosbouw en visserij;Bedrijven, instellingen en eenmanszaken;2017;31;12.0;100.0
135;A Landbouw, bosbouw en visserij;Bedrijven, instellingen en eenmanszaken;2018 1e kwartaal;10;5.4;89.0
136;A Landbouw, bosbouw en visserij;Bedrijven, instellingen en eenmanszaken;2018 2e kwartaal;9;11.0;30.0
137;A Landbouw, bosbouw en visserij;Bedrijven, instellingen en eenmanszaken;2018 3e kwartaal;8;11.7;26.0
138;A Landbouw, bosbouw en visserij;Bedrijven, instellingen en eenmanszaken;2018 4e kwartaal;10;15.1;36.0
139;A Landbouw, bosbouw en visserij;Bedrijven, instellingen en eenmanszaken;2018;37;10.7;181.0
140;A Landbouw, bosbouw en visserij;Bedrijven, instellingen en eenmanszaken;2019 1e kwartaal;7;8.8;15.0
141;A Landbouw, bosbouw en visserij;Bedrijven, instellingen en eenmanszaken;2019 2e kwartaal;6;11.1;31.0
142;A Landbouw, bosbouw en visserij;Bedrijven, instellingen en eenmanszaken;2019 3e kwartaal;5;9.8;16.0
143;A Landbouw, bosbouw en visserij;Bedrijven, instellingen en eenmanszaken;2019 4e kwartaal;13;13.9;211.0
144;A Landbouw, bosbouw en visserij;Bedrijven, instellingen en eenmanszaken;2019;31;11.6;272.0
145;A Landbouw, bosbouw en visserij;Bedrijven, instellingen en eenmanszaken;2020 1e kwartaal;4;28.0;42.0
146;A Landbouw, bosbouw en visserij;Bedrijven, instellingen en eenmanszaken;2020 2e kwartaal;7;7.6;38.0
147;A Landbouw, bosbouw en visserij;Bedrijven, instellingen en eenmanszaken;2020 3e kwartaal;4;17.0;5.0
148;A Landbouw, bosbouw en visserij;Bedrijven, instellingen en eenmanszaken;2020 4e kwartaal;5;8.5;9.0
149;A Landbouw, bosbouw en visserij;Bedrijven, instellingen en eenmanszaken;2020;20;13.8;94.0
150;A Landbouw, bosbouw en visserij;Bedrijven, instellingen en eenmanszaken;2021 1e kwartaal;4;6.8;4.0
151;A Landbouw, bosbouw en visserij;Bedrijven, instellingen en eenmanszaken;2021 2e kwartaal;5;10.4;8.0
152;A Landbouw, bosbouw en visserij;Bedrijven, instellingen en eenmanszaken;2021 3e kwartaal;3;30.2;7.0
153;A Landbouw, bosbouw en visserij;Bedrijven, instellingen en eenmanszaken;2021 4e kwartaal;4;15.8;8.0
154;A Landbouw, bosbouw en visserij;Bedrijven, instellingen en eenmanszaken;2021;16;14.6;26.0
155;A Landbouw, bosbouw en visserij;Bedrijven, instellingen en eenmanszaken;2022 1e kwartaal;5;8.6;45.0
156;A Landbouw, bosbouw en visserij;Bedrijven, instellingen en eenmanszaken;2022 2e kwartaal;3;6.5;4.0
157;A Landbouw, bosbouw en visserij;Bedrijven, instellingen en eenmanszaken;2022 3e kwartaal;4;10.0;53.0
158;A Landbouw, bosbouw en visserij;Bedrijven, instellingen en eenmanszaken;2022 4e kwartaal;20;10.2;74.0
159;A Landbouw, bosbouw en visserij;Bedrijven, instellingen en eenmanszaken;2022;32;9.6;176.0
160;A Landbouw, bosbouw en visserij;Bedrijven en instellingen;2015 1e kwartaal;16;9.1;27.0
161;A Landbouw, bosbouw en visserij;Bedrijven en instellingen;2015 2e kwartaal;18;9.5;96.0
162;A Landbouw, bosbouw en visserij;Bedrijven en instellingen;2015 3e kwartaal;15;12.1;64.0
163;A Landbouw, bosbouw en visserij;Bedrijven en instellingen;2015 4e kwartaal;11;10.6;46.0
164;A Landbouw, bosbouw en visserij;Bedrijven en instellingen;2015;60;10.2;232.0
165;A Landbouw, bosbouw en visserij;Bedrijven en instellingen;2016 1e kwartaal;14;11.0;56.0
166;A Landbouw, bosbouw en visserij;Bedrijven en instellingen;2016 2e kwartaal;6;12.9;11.0
167;A Landbouw, bosbouw en visserij;Bedrijven en instellingen;2016 3e kwartaal;6;21.1;17.0
168;A Landbouw, bosbouw en visserij;Bedrijven en instellingen;2016 4e kwartaal;5;6.0;23.0
169;A Landbouw, bosbouw en visserij;Bedrijven en instellingen;2016;31;12.5;107.0
170;A Landbouw, bosbouw en visserij;Bedrijven en instellingen;2017 1e kwartaal;10;16.5;48.0
171;A Landbouw, bosbouw en visserij;Bedrijven en instellingen;2017 2e kwartaal;5;14.4;18.0
172;A Landbouw, bosbouw en visserij;Bedrijven en instellingen;2017 3e kwartaal;3;4.2;9.0
173;A Landbouw, bosbouw en visserij;Bedrijven en instellingen;2017 4e kwartaal;5;10.0;10.0
174;A Landbouw, bosbouw en visserij;Bedrijven en instellingen;2017;23;13.0;84.0
175;A Landbouw, bosbouw en visserij;Bedrijven en instellingen;2018 1e kwartaal;8;5.9;87.0
176;A Landbouw, bosbouw en visserij;Bedrijven en instellingen;2018 2e kwartaal;6;9.5;20.0
177;A Landbouw, bosbouw en visserij;Bedrijven en instellingen;2018 3e kwartaal;4;9.1;6.0
178;A Landbouw, bosbouw en visserij;Bedrijven en instellingen;2018 4e kwartaal;9;13.3;35.0
179;A Landbouw, bosbouw en visserij;Bedrijven en instellingen;2018;27;9.7;147.0
180;A Landbouw, bosbouw en visserij;Bedrijven en instellingen;2019 1e kwartaal;4;11.5;12.0
181;A Landbouw, bosbouw en visserij;Bedrijven en instellingen;2019 2e kwartaal;6;11.1;31.0
182;A Landbouw, bosbouw en visserij;Bedrijven en instellingen;2019 3e kwartaal;2;6.6;6.0
183;A Landbouw, bosbouw en visserij;Bedrijven en instellingen;2019 4e kwartaal;11;13.8;207.0
184;A Landbouw, bosbouw en visserij;Bedrijven en instellingen;2019;23;12.1;255.0
185;A Landbouw, bosbouw en visserij;Bedrijven en instellingen;2020 1e kwartaal;3;12.1;41.0
186;A Landbouw, bosbouw en visserij;Bedrijven en instellingen;2020 2e kwartaal;7;7.6;38.0
187;A Landbouw, bosbouw en visserij;Bedrijven en instellingen;2020 3e kwartaal;3;18.3;4.0
188;A Landbouw, bosbouw en visserij;Bedrijven en instellingen;2020 4e kwartaal;4;8.3;8.0
189;A Landbouw, bosbouw en visserij;Bedrijven en instellingen;2020;17;10.4;91.0
190;A Landbouw, bosbouw en visserij;Bedrijven en instellingen;2021 1e kwartaal;3;6.2;3.0
191;A Landbouw, bosbouw en visserij;Bedrijven en instellingen;2021 2e kwartaal;3;8.2;5.0
192;A Landbouw, bosbouw en visserij;Bedrijven en instellingen;2021 3e kwartaal;2;23.7;3.0
193;A Landbouw, bosbouw en visserij;Bedrijven en instellingen;2021 4e kwartaal;4;15.8;8.0
194;A Landbouw, bosbouw en visserij;Bedrijven en instellingen;2021;12;12.8;19.0
195;A Landbouw, bosbouw en visserij;Bedrijven en instellingen;2022 1e kwartaal;5;8.6;45.0
196;A Landbouw, bosbouw en visserij;Bedrijven en instellingen;2022 2e kwartaal;2;7.6;4.0
197;A Landbouw, bosbouw en visserij;Bedrijven en instellingen;2022 3e kwartaal;3;12.8;52.0
198;A Landbouw, bosbouw en visserij;Bedrijven en instellingen;2022 4e kwartaal;17;10.2;71.0
199;A Landbouw, bosbouw en visserij;Bedrijven en instellingen;2022;27;10.0;171.0
200;A Landbouw, bosbouw en visserij;Natuurlijk persoon met eenmanszaak;2015 1e kwartaal;3;6.5;4.0
201;A Landbouw, bosbouw en visserij;Natuurlijk persoon met eenmanszaak;2015 2e kwartaal;4;21.1;9.0
202;A Landbouw, bosbouw en visserij;Natuurlijk persoon met eenmanszaak;2015 3e kwartaal;4;13.9;10.0
203;A Landbouw, bosbouw en visserij;Natuurlijk persoon met eenmanszaak;2015 4e kwartaal;3;20.2;27.0
204;A Landbouw, bosbouw en visserij;Natuurlijk persoon met eenmanszaak;2015;14;15.3;50.0
205;A Landbouw, bosbouw en visserij;Natuurlijk persoon met eenmanszaak;2016 1e kwartaal;7;15.4;14.0
206;A Landbouw, bosbouw en visserij;Natuurlijk persoon met eenmanszaak;2016 2e kwartaal;3;13.9;6.0
207;A Landbouw, bosbouw en visserij;Natuurlijk persoon met eenmanszaak;2016 3e kwartaal;3;6.4;3.0
208;A Landbouw, bosbouw en visserij;Natuurlijk persoon met eenmanszaak;2016 4e kwartaal;3;5.5;6.0
209;A Landbouw, bosbouw en visserij;Natuurlijk persoon met eenmanszaak;2016;16;11.6;30.0
210;A Landbouw, bosbouw en visserij;Natuurlijk persoon met eenmanszaak;2017 1e kwartaal;3;2.3;7.0
211;A Landbouw, bosbouw en visserij;Natuurlijk persoon met eenmanszaak;2017 2e kwartaal;2;4.5;3.0
212;A Landbouw, bosbouw en visserij;Natuurlijk persoon met eenmanszaak;2017 3e kwartaal;1;3.4;1.0
213;A Landbouw, bosbouw en visserij;Natuurlijk persoon met eenmanszaak;2017 4e kwartaal;2;26.9;5.0
214;A Landbouw, bosbouw en visserij;Natuurlijk persoon met eenmanszaak;2017;8;9.1;16.0
215;A Landbouw, bosbouw en visserij;Natuurlijk persoon met eenmanszaak;2018 1e kwartaal;2;3.4;2.0
216;A Landbouw, bosbouw en visserij;Natuurlijk persoon met eenmanszaak;2018 2e kwartaal;3;15.3;10.0
217;A Landbouw, bosbouw en visserij;Natuurlijk persoon met eenmanszaak;2018 3e kwartaal;4;14.4;21.0
218;A Landbouw, bosbouw en visserij;Natuurlijk persoon met eenmanszaak;2018 4e kwartaal;1;30.7;1.0
219;A Landbouw, bosbouw en visserij;Natuurlijk persoon met eenmanszaak;2018;10;14.0;34.0
220;A Landbouw, bosbouw en visserij;Natuurlijk persoon met eenmanszaak;2019 1e kwartaal;3;6.2;3.0
221;A Landbouw, bosbouw en visserij;Natuurlijk persoon met eenmanszaak;2019 2e kwartaal;0;;
222;A Landbouw, bosbouw en visserij;Natuurlijk persoon met eenmanszaak;2019 3e kwartaal;3;11.8;10.0
223;A Landbouw, bosbouw en visserij;Natuurlijk persoon met eenmanszaak;2019 4e kwartaal;2;14.2;4.0
224;A Landbouw, bosbouw en visserij;Natuurlijk persoon met eenmanszaak;2019;8;10.3;17.0
225;A Landbouw, bosbouw en visserij;Natuurlijk persoon met eenmanszaak;2020 1e kwartaal;1;75.7;1.0
226;A Landbouw, bosbouw en visserij;Natuurlijk persoon met eenmanszaak;2020 2e kwartaal;0;;
227;A Landbouw, bosbouw en visserij;Natuurlijk persoon met eenmanszaak;2020 3e kwartaal;1;13.1;1.0
228;A Landbouw, bosbouw en visserij;Natuurlijk persoon met eenmanszaak;2020 4e kwartaal;1;9.3;1.0
229;A Landbouw, bosbouw en visserij;Natuurlijk persoon met eenmanszaak;2020;3;32.7;3.0
230;A Landbouw, bosbouw en visserij;Natuurlijk persoon met eenmanszaak;2021 1e kwartaal;1;8.5;1.0
231;A Landbouw, bosbouw en visserij;Natuurlijk persoon met eenmanszaak;2021 2e kwartaal;2;13.8;3.0
232;A Landbouw, bosbouw en visserij;Natuurlijk persoon met eenmanszaak;2021 3e kwartaal;1;43.4;4.0
233;A Landbouw, bosbouw en visserij;Natuurlijk persoon met eenmanszaak;2021 4e kwartaal;0;;
234;A Landbouw, bosbouw en visserij;Natuurlijk persoon met eenmanszaak;2021;4;19.9;8.0
235;A Landbouw, bosbouw en visserij;Natuurlijk persoon met eenmanszaak;2022 1e kwartaal;0;;
236;A Landbouw, bosbouw en visserij;Natuurlijk persoon met eenmanszaak;2022 2e kwartaal;1;4.4;1.0
237;A Landbouw, bosbouw en visserij;Natuurlijk persoon met eenmanszaak;2022 3e kwartaal;1;1.5;1.0
238;A Landbouw, bosbouw en visserij;Natuurlijk persoon met eenmanszaak;2022 4e kwartaal;3;10.3;3.0
239;A Landbouw, bosbouw en visserij;Natuurlijk persoon met eenmanszaak;2022;5;7.4;5.0
240;B Delfstoffenwinning;Bedrijven, instellingen en eenmanszaken;2015 1e kwartaal;0;;
241;B Delfstoffenwinning;Bedrijven, instellingen en eenmanszaken;2015 2e kwartaal;1;4.0;0.0
242;B Delfstoffenwinning;Bedrijven, instellingen en eenmanszaken;2015 3e kwartaal;0;;
243;B Delfstoffenwinning;Bedrijven, instellingen en eenmanszaken;2015 4e kwartaal;1;11.6;28.0
244;B Delfstoffenwinning;Bedrijven, instellingen en eenmanszaken;2015;2;7.8;28.0
245;B Delfstoffenwinning;Bedrijven, instellingen en eenmanszaken;2016 1e kwartaal;0;;
246;B Delfstoffenwinning;Bedrijven, instellingen en eenmanszaken;2016 2e kwartaal;0;;
247;B Delfstoffenwinning;Bedrijven, instellingen en eenmanszaken;2016 3e kwartaal;0;;
248;B Delfstoffenwinning;Bedrijven, instellingen en eenmanszaken;2016 4e kwartaal;0;;
249;B Delfstoffenwinning;Bedrijven, instellingen en eenmanszaken;2016;0;;
250;B Delfstoffenwinning;Bedrijven, instellingen en eenmanszaken;2017 1e kwartaal;0;;
251;B Delfstoffenwinning;Bedrijven, instellingen en eenmanszaken;2017 2e kwartaal;0;;
252;B Delfstoffenwinning;Bedrijven, instellingen en eenmanszaken;2017 3e kwartaal;1;3.0;2.0
253;B Delfstoffenwinning;Bedrijven, instellingen en eenmanszaken;2017 4e kwartaal;0;;
254;B Delfstoffenwinning;Bedrijven, instellingen en eenmanszaken;2017;1;3.0;2.0
