ID;BedrijfstakkenBranchesSBI2008;Rechtsvormen;Perioden;UitgesprokenFaillissementen_1;BedrijfsleeftijdBijFaillissement_2;WerkzamePersonenBijFaillissement_3
1274;J Informatie en communicatie;Bedrijven en instellingen;2021;73;7.5;152.0
1275;J Informatie en communicatie;Bedrijven en instellingen;2022 1e kwartaal;15;6.2;41.0
1276;J Informatie en communicatie;Bedrijven en instellingen;2022 2e kwartaal;14;6.4;62.0
1277;J Informatie en communicatie;Bedrijven en instellingen;2022 3e kwartaal;16;7.6;66.0
1278;J Informatie en communicatie;Bedrijven en instellingen;2022 4e kwartaal;27;7.8;175.0
1279;J Informatie en communicatie;Bedrijven en instellingen;2022;72;7.1;344.0
1280;J Informatie en communicatie;Natuurlijk persoon met eenmanszaak;2015 1e kwartaal;5;11.5;7.0
1281;J Informatie en communicatie;Natuurlijk persoon met eenmanszaak;2015 2e kwartaal;4;8.6;4.0
1282;J Informatie en communicatie;Natuurlijk persoon met eenmanszaak;2015 3e kwartaal;2;7.1;2.0
1283;J Informatie en communicatie;Natuurlijk persoon met eenmanszaak;2015 4e kwartaal;2;4.7;2.0
1284;J Informatie en communicatie;Natuurlijk persoon met eenmanszaak;2015;13;8.9;15.0
1285;J Informatie en communicatie;Natuurlijk persoon met eenmanszaak;2016 1e kwartaal;2;11.4;2.0
1286;J Informatie en communicatie;Natuurlijk persoon met eenmanszaak;2016 2e kwartaal;1;16.0;1.0
1287;J Informatie en communicatie;Natuurlijk persoon met eenmanszaak;2016 3e kwartaal;1;15.3;2.0
1288;J Informatie en communicatie;Natuurlijk persoon met eenmanszaak;2016 4e kwartaal;2;3.5;2.0
1289;J Informatie en communicatie;Natuurlijk persoon met eenmanszaak;2016;6;10.2;7.0
1290;J Informatie en communicatie;Natuurlijk persoon met eenmanszaak;2017 1e kwartaal;2;7.0;2.0
1291;J Informatie en communicatie;Natuurlijk persoon met eenmanszaak;2017 2e kwartaal;5;9.1;5.0
1292;J Informatie en communicatie;Natuurlijk persoon met eenmanszaak;2017 3e kwartaal;2;0.8;2.0
1293;J Informatie en communicatie;Natuurlijk persoon met eenmanszaak;2017 4e kwartaal;2;13.2;9.0
1294;J Informatie en communicatie;Natuurlijk persoon met eenmanszaak;2017;11;7.8;18.0
1295;J Informatie en communicatie;Natuurlijk persoon met eenmanszaak;2018 1e kwartaal;3;6.5;3.0
1296;J Informatie en communicatie;Natuurlijk persoon met eenmanszaak;2018 2e kwartaal;0;;
1297;J Informatie en communicatie;Natuurlijk persoon met eenmanszaak;2018 3e kwartaal;2;6.0;4.0
1298;J Informatie en communicatie;Natuurlijk persoon met eenmanszaak;2018 4e kwartaal;2;5.4;2.0
1299;J Informatie en communicatie;Natuurlijk persoon met eenmanszaak;2018;7;6.0;9.0
1300;J Informatie en communicatie;Natuurlijk persoon met eenmanszaak;2019 1e kwartaal;3;3.1;7.0
1301;J Informatie en communicatie;Natuurlijk persoon met eenmanszaak;2019 2e kwartaal;1;8.8;0.0
1302;J Informatie en communicatie;Natuurlijk persoon met eenmanszaak;2019 3e kwartaal;2;2.6;1.0
1303;J Informatie en communicatie;Natuurlijk persoon met eenmanszaak;2019 4e kwartaal;3;13.5;3.0
1304;J Informatie en communicatie;Natuurlijk persoon met eenmanszaak;2019;9;7.1;12.0
1305;J Informatie en communicatie;Natuurlijk persoon met eenmanszaak;2020 1e kwartaal;0;;
1306;J Informatie en communicatie;Natuurlijk persoon met eenmanszaak;2020 2e kwartaal;1;16.5;0.0
1307;J Informatie en communicatie;Natuurlijk persoon met eenmanszaak;2020 3e kwartaal;0;;
1308;J Informatie en communicatie;Natuurlijk persoon met eenmanszaak;2020 4e kwartaal;1;1.7;1.0
1309;J Informatie en communicatie;Natuurlijk persoon met eenmanszaak;2020;2;9.1;2.0
1310;J Informatie en communicatie;Natuurlijk persoon met eenmanszaak;2021 1e kwartaal;1;;1.0
1311;J Informatie en communicatie;Natuurlijk persoon met eenmanszaak;2021 2e kwartaal;1;;1.0
1312;J Informatie en communicatie;Natuurlijk persoon met eenmanszaak;2021 3e kwartaal;1;1.6;1.0
1313;J Informatie en communicatie;Natuurlijk persoon met eenmanszaak;2021 4e kwartaal;0;;
1314;J Informatie en communicatie;Natuurlijk persoon met eenmanszaak;2021;3;1.6;3.0
1315;J Informatie en communicatie;Natuurlijk persoon met eenmanszaak;2022 1e kwartaal;1;1.6;1.0
1316;J Informatie en communicatie;Natuurlijk persoon met eenmanszaak;2022 2e kwartaal;3;3.8;2.0
1317;J Informatie en communicatie;Natuurlijk persoon met eenmanszaak;2022 3e kwartaal;0;;
1318;J Informatie en communicatie;Natuurlijk persoon met eenmanszaak;2022 4e kwartaal;0;;
1319;J Informatie en communicatie;Natuurlijk persoon met eenmanszaak;2022;4;3.2;3.0
1320;K Financiële dienstverlening;Bedrijven, instellingen en eenmanszaken;2015 1e kwartaal;283;13.0;162.0
1321;K Financiële dienstverlening;Bedrijven, instellingen en eenmanszaken;2015 2e kwartaal;251;12.4;165.0
1322;K Financiële dienstverlening;Bedrijven, instellingen en eenmanszaken;2015 3e kwartaal;182;13.5;150.0
1323;K Financiële dienstverlening;Bedrijven, instellingen en eenmanszaken;2015 4e kwartaal;234;12.4;132.0
1324;K Financiële dienstverlening;Bedrijven, instellingen en eenmanszaken;2015;950;12.8;609.0
1325;K Financiële dienstverlening;Bedrijven, instellingen en eenmanszaken;2016 1e kwartaal;212;12.1;189.0
1326;K Financiële dienstverlening;Bedrijven, instellingen en eenmanszaken;2016 2e kwartaal;198;13.0;179.0
1327;K Financiële dienstverlening;Bedrijven, instellingen en eenmanszaken;2016 3e kwartaal;155;13.0;140.0
1328;K Financiële dienstverlening;Bedrijven, instellingen en eenmanszaken;2016 4e kwartaal;195;10.6;82.0
1329;K Financiële dienstverlening;Bedrijven, instellingen en eenmanszaken;2016;760;12.2;590.0
1330;K Financiële dienstverlening;Bedrijven, instellingen en eenmanszaken;2017 1e kwartaal;154;14.2;148.0
1331;K Financiële dienstverlening;Bedrijven, instellingen en eenmanszaken;2017 2e kwartaal;128;11.7;117.0
1332;K Financiële dienstverlening;Bedrijven, instellingen en eenmanszaken;2017 3e kwartaal;103;12.6;41.0
1333;K Financiële dienstverlening;Bedrijven, instellingen en eenmanszaken;2017 4e kwartaal;102;13.2;99.0
1334;K Financiële dienstverlening;Bedrijven, instellingen en eenmanszaken;2017;487;13.0;405.0
1335;K Financiële dienstverlening;Bedrijven, instellingen en eenmanszaken;2018 1e kwartaal;127;14.9;109.0
1336;K Financiële dienstverlening;Bedrijven, instellingen en eenmanszaken;2018 2e kwartaal;106;12.0;98.0
1337;K Financiële dienstverlening;Bedrijven, instellingen en eenmanszaken;2018 3e kwartaal;88;10.9;39.0
1338;K Financiële dienstverlening;Bedrijven, instellingen en eenmanszaken;2018 4e kwartaal;96;12.6;67.0
1339;K Financiële dienstverlening;Bedrijven, instellingen en eenmanszaken;2018;417;12.8;313.0
1340;K Financiële dienstverlening;Bedrijven, instellingen en eenmanszaken;2019 1e kwartaal;106;10.4;77.0
1341;K Financiële dienstverlening;Bedrijven, instellingen en eenmanszaken;2019 2e kwartaal;102;11.8;86.0
1342;K Financiële dienstverlening;Bedrijven, instellingen en eenmanszaken;2019 3e kwartaal;94;10.8;85.0
1343;K Financiële dienstverlening;Bedrijven, instellingen en eenmanszaken;2019 4e kwartaal;96;9.0;138.0
1344;K Financiële dienstverlening;Bedrijven, instellingen en eenmanszaken;2019;398;10.5;386.0
1345;K Financiële dienstverlening;Bedrijven, instellingen en eenmanszaken;2020 1e kwartaal;100;12.3;93.0
1346;K Financiële dienstverlening;Bedrijven, instellingen en eenmanszaken;2020 2e kwartaal;91;12.3;88.0
1347;K Financiële dienstverlening;Bedrijven, instellingen en eenmanszaken;2020 3e kwartaal;65;8.8;29.0
1348;K Financiële dienstverlening;Bedrijven, instellingen en eenmanszaken;2020 4e kwartaal;56;17.1;37.0
1349;K Financiële dienstverlening;Bedrijven, instellingen en eenmanszaken;2020;312;12.5;248.0
1350;K Financiële dienstverlening;Bedrijven, instellingen en eenmanszaken;2021 1e kwartaal;60;12.0;17.0
1351;K Financiële dienstverlening;Bedrijven, instellingen en eenmanszaken;2021 2e kwartaal;45;10.2;12.0
1352;K Financiële dienstverlening;Bedrijven, instellingen en eenmanszaken;2021 3e kwartaal;40;11.9;56.0
1353;K Financiële dienstverlening;Bedrijven, instellingen en eenmanszaken;2021 4e kwartaal;43;12.1;19.0
1354;K Financiële dienstverlening;Bedrijven, instellingen en eenmanszaken;2021;188;11.5;104.0
1355;K Financiële dienstverlening;Bedrijven, instellingen en eenmanszaken;2022 1e kwartaal;40;14.4;33.0
1356;K Financiële dienstverlening;Bedrijven, instellingen en eenmanszaken;2022 2e kwartaal;38;11.0;137.0
1357;K Financiële dienstverlening;Bedrijven, instellingen en eenmanszaken;2022 3e kwartaal;44;13.0;56.0
1358;K Financiële dienstverlening;Bedrijven, instellingen en eenmanszaken;2022 4e kwartaal;59;9.2;358.0
1359;K Financiële dienstverlening;Bedrijven, instellingen en eenmanszaken;2022;181;11.7;584.0
1360;K Financiële dienstverlening;Bedrijven en instellingen;2015 1e kwartaal;280;12.9;159.0
1361;K Financiële dienstverlening;Bedrijven en instellingen;2015 2e kwartaal;250;12.4;164.0
1362;K Financiële dienstverlening;Bedrijven en instellingen;2015 3e kwartaal;181;13.5;149.0
1363;K Financiële dienstverlening;Bedrijven en instellingen;2015 4e kwartaal;234;12.4;132.0
1364;K Financiële dienstverlening;Bedrijven en instellingen;2015;945;12.7;604.0
1365;K Financiële dienstverlening;Bedrijven en instellingen;2016 1e kwartaal;211;12.0;186.0
1366;K Financiële dienstverlening;Bedrijven en instellingen;2016 2e kwartaal;197;12.9;173.0
1367;K Financiële dienstverlening;Bedrijven en instellingen;2016 3e kwartaal;155;13.0;140.0
1368;K Financiële dienstverlening;Bedrijven en instellingen;2016 4e kwartaal;195;10.6;82.0
1369;K Financiële dienstverlening;Bedrijven en instellingen;2016;758;12.1;581.0
1370;K Financiële dienstverlening;Bedrijven en instellingen;2017 1e kwartaal;154;14.2;148.0
1371;K Financiële dienstverlening;Bedrijven en instellingen;2017 2e kwartaal;128;11.7;117.0
1372;K Financiële dienstverlening;Bedrijven en instellingen;2017 3e kwartaal;103;12.6;41.0
1373;K Financiële dienstverlening;Bedrijven en instellingen;2017 4e kwartaal;102;13.2;99.0
1374;K Financiële dienstverlening;Bedrijven en instellingen;2017;487;13.0;405.0
1375;K Financiële dienstverlening;Bedrijven en instellingen;2018 1e kwartaal;127;14.9;109.0
1376;K Financiële dienstverlening;Bedrijven en instellingen;2018 2e kwartaal;106;12.0;98.0
1377;K Financiële dienstverlening;Bedrijven en instellingen;2018 3e kwartaal;88;10.9;39.0
1378;K Financiële dienstverlening;Bedrijven en instellingen;2018 4e kwartaal;96;12.6;67.0
1379;K Financiële dienstverlening;Bedrijven en instellingen;2018;417;12.8;313.0
1380;K Financiële dienstverlening;Bedrijven en instellingen;2019 1e kwartaal;105;10.5;76.0
1381;K Financiële dienstverlening;Bedrijven en instellingen;2019 2e kwartaal;102;11.8;86.0
1382;K Financiële dienstverlening;Bedrijven en instellingen;2019 3e kwartaal;93;10.9;84.0
1383;K Financiële dienstverlening;Bedrijven en instellingen;2019 4e kwartaal;96;9.0;138.0
1384;K Financiële dienstverlening;Bedrijven en instellingen;2019;396;10.5;384.0
1385;K Financiële dienstverlening;Bedrijven en instellingen;2020 1e kwartaal;100;12.3;93.0
1386;K Financiële dienstverlening;Bedrijven en instellingen;2020 2e kwartaal;91;12.3;88.0
1387;K Financiële dienstverlening;Bedrijven en instellingen;2020 3e kwartaal;65;8.8;29.0
1388;K Financiële dienstverlening;Bedrijven en instellingen;2020 4e kwartaal;56;17.1;37.0
1389;K Financiële dienstverlening;Bedrijven en instellingen;2020;312;12.5;248.0
1390;K Financiële dienstverlening;Bedrijven en instellingen;2021 1e kwartaal;60;12.0;17.0
1391;K Financiële dienstverlening;Bedrijven en instellingen;2021 2e kwartaal;45;10.2;12.0
1392;K Financiële dienstverlening;Bedrijven en instellingen;2021 3e kwartaal;40;11.9;56.0
1393;K Financiële dienstverlening;Bedrijven en instellingen;2021 4e kwartaal;43;12.1;19.0
1394;K Financiële dienstverlening;Bedrijven en instellingen;2021;188;11.5;104.0
1395;K Financiële dienstverlening;Bedrijven en instellingen;2022 1e kwartaal;40;14.4;33.0
1396;K Financiële dienstverlening;Bedrijven en instellingen;2022 2e kwartaal;38;11.0;137.0
1397;K Financiële dienstverlening;Bedrijven en instellingen;2022 3e kwartaal;44;13.0;56.0
1398;K Financiële dienstverlening;Bedrijven en instellingen;2022 4e kwartaal;58;9.3;356.0
1399;K Financiële dienstverlening;Bedrijven en instellingen;2022;180;11.7;583.0
1400;K Financiële dienstverlening;Natuurlijk persoon met eenmanszaak;2015 1e kwartaal;3;23.5;3.0
1401;K Financiële dienstverlening;Natuurlijk persoon met eenmanszaak;2015 2e kwartaal;1;21.1;1.0
1402;K Financiële dienstverlening;Natuurlijk persoon met eenmanszaak;2015 3e kwartaal;1;20.7;1.0
1403;K Financiële dienstverlening;Natuurlijk persoon met eenmanszaak;2015 4e kwartaal;0;;
1404;K Financiële dienstverlening;Natuurlijk persoon met eenmanszaak;2015;5;22.4;5.0
1405;K Financiële dienstverlening;Natuurlijk persoon met eenmanszaak;2016 1e kwartaal;1;26.2;3.0
1406;K Financiële dienstverlening;Natuurlijk persoon met eenmanszaak;2016 2e kwartaal;1;49.4;6.0
1407;K Financiële dienstverlening;Natuurlijk persoon met eenmanszaak;2016 3e kwartaal;0;;
1408;K Financiële dienstverlening;Natuurlijk persoon met eenmanszaak;2016 4e kwartaal;0;;
1409;K Financiële dienstverlening;Natuurlijk persoon met eenmanszaak;2016;2;37.8;9.0
1410;K Financiële dienstverlening;Natuurlijk persoon met eenmanszaak;2017 1e kwartaal;0;;
1411;K Financiële dienstverlening;Natuurlijk persoon met eenmanszaak;2017 2e kwartaal;0;;
1412;K Financiële dienstverlening;Natuurlijk persoon met eenmanszaak;2017 3e kwartaal;0;;
1413;K Financiële dienstverlening;Natuurlijk persoon met eenmanszaak;2017 4e kwartaal;0;;
1414;K Financiële dienstverlening;Natuurlijk persoon met eenmanszaak;2017;0;;
1415;K Financiële dienstverlening;Natuurlijk persoon met eenmanszaak;2018 1e kwartaal;0;;
1416;K Financiële dienstverlening;Natuurlijk persoon met eenmanszaak;2018 2e kwartaal;0;;
1417;K Financiële dienstverlening;Natuurlijk persoon met eenmanszaak;2018 3e kwartaal;0;;
1418;K Financiële dienstverlening;Natuurlijk persoon met eenmanszaak;2018 4e kwartaal;0;;
1419;K Financiële dienstverlening;Natuurlijk persoon met eenmanszaak;2018;0;;
1420;K Financiële dienstverlening;Natuurlijk persoon met eenmanszaak;2019 1e kwartaal;1;4.2;1.0
1421;K Financiële dienstverlening;Natuurlijk persoon met eenmanszaak;2019 2e kwartaal;0;;
1422;K Financiële dienstverlening;Natuurlijk persoon met eenmanszaak;2019 3e kwartaal;1;4.2;1.0
1423;K Financiële dienstverlening;Natuurlijk persoon met eenmanszaak;2019 4e kwartaal;0;;
1424;K Financiële dienstverlening;Natuurlijk persoon met eenmanszaak;2019;2;4.2;2.0
1425;K Financiële dienstverlening;Natuurlijk persoon met eenmanszaak;2020 1e kwartaal;0;;
1426;K Financiële dienstverlening;Natuurlijk persoon met eenmanszaak;2020 2e kwartaal;0;;
1427;K Financiële dienstverlening;Natuurlijk persoon met eenmanszaak;2020 3e kwartaal;0;;
1428;K Financiële dienstverlening;Natuurlijk persoon met eenmanszaak;2020 4e kwartaal;0;;
1429;K Financiële dienstverlening;Natuurlijk persoon met eenmanszaak;2020;0;;
1430;K Financiële dienstverlening;Natuurlijk persoon met eenmanszaak;2021 1e kwartaal;0;;
1431;K Financiële dienstverlening;Natuurlijk persoon met eenmanszaak;2021 2e kwartaal;0;;
1432;K Financiële dienstverlening;Natuurlijk persoon met eenmanszaak;2021 3e kwartaal;0;;
1433;K Financiële dienstverlening;Natuurlijk persoon met eenmanszaak;2021 4e kwartaal;0;;
1434;K Financiële dienstverlening;Natuurlijk persoon met eenmanszaak;2021;0;;
1435;K Financiële dienstverlening;Natuurlijk persoon met eenmanszaak;2022 1e kwartaal;0;;
1436;K Financiële dienstverlening;Natuurlijk persoon met eenmanszaak;2022 2e kwartaal;0;;
1437;K Financiële dienstverlening;Natuurlijk persoon met eenmanszaak;2022 3e kwartaal;0;;
1438;K Financiële dienstverlening;Natuurlijk persoon met eenmanszaak;2022 4e kwartaal;1;5.6;1.0
1439;K Financiële dienstverlening;Natuurlijk persoon met eenmanszaak;2022;1;5.6;1.0
1440;L Verhuur en handel van onroerend goed;Bedrijven, instellingen en eenmanszaken;2015 1e kwartaal;46;15.9;54.0
1441;L Verhuur en handel van onroerend goed;Bedrijven, instellingen en eenmanszaken;2015 2e kwartaal;41;11.7;26.0
1442;L Verhuur en handel van onroerend goed;Bedrijven, instellingen en eenmanszaken;2015 3e kwartaal;30;14.0;36.0
1443;L Verhuur en handel van onroerend goed;Bedrijven, instellingen en eenmanszaken;2015 4e kwartaal;36;14.1;2.0
1444;L Verhuur en handel van onroerend goed;Bedrijven, instellingen en eenmanszaken;2015;153;13.9;117.0
1445;L Verhuur en handel van onroerend goed;Bedrijven, instellingen en eenmanszaken;2016 1e kwartaal;47;10.7;37.0
1446;L Verhuur en handel van onroerend goed;Bedrijven, instellingen en eenmanszaken;2016 2e kwartaal;29;18.7;22.0
1447;L Verhuur en handel van onroerend goed;Bedrijven, instellingen en eenmanszaken;2016 3e kwartaal;37;18.0;21.0
1448;L Verhuur en handel van onroerend goed;Bedrijven, instellingen en eenmanszaken;2016 4e kwartaal;33;15.7;49.0
1449;L Verhuur en handel van onroerend goed;Bedrijven, instellingen en eenmanszaken;2016;146;15.3;129.0
1450;L Verhuur en handel van onroerend goed;Bedrijven, instellingen en eenmanszaken;2017 1e kwartaal;31;15.8;35.0
1451;L Verhuur en handel van onroerend goed;Bedrijven, instellingen en eenmanszaken;2017 2e kwartaal;21;15.2;24.0
1452;L Verhuur en handel van onroerend goed;Bedrijven, instellingen en eenmanszaken;2017 3e kwartaal;21;13.8;8.0
1453;L Verhuur en handel van onroerend goed;Bedrijven, instellingen en eenmanszaken;2017 4e kwartaal;23;16.3;59.0
1454;L Verhuur en handel van onroerend goed;Bedrijven, instellingen en eenmanszaken;2017;96;15.3;126.0
1455;L Verhuur en handel van onroerend goed;Bedrijven, instellingen en eenmanszaken;2018 1e kwartaal;14;15.0;20.0
1456;L Verhuur en handel van onroerend goed;Bedrijven, instellingen en eenmanszaken;2018 2e kwartaal;17;10.1;14.0
1457;L Verhuur en handel van onroerend goed;Bedrijven, instellingen en eenmanszaken;2018 3e kwartaal;13;15.6;17.0
1458;L Verhuur en handel van onroerend goed;Bedrijven, instellingen en eenmanszaken;2018 4e kwartaal;6;8.1;12.0
1459;L Verhuur en handel van onroerend goed;Bedrijven, instellingen en eenmanszaken;2018;50;12.7;63.0
1460;L Verhuur en handel van onroerend goed;Bedrijven, instellingen en eenmanszaken;2019 1e kwartaal;13;10.2;20.0
1461;L Verhuur en handel van onroerend goed;Bedrijven, instellingen en eenmanszaken;2019 2e kwartaal;11;12.6;10.0
1462;L Verhuur en handel van onroerend goed;Bedrijven, instellingen en eenmanszaken;2019 3e kwartaal;11;17.4;2.0
1463;L Verhuur en handel van onroerend goed;Bedrijven, instellingen en eenmanszaken;2019 4e kwartaal;18;15.4;6.0
1464;L Verhuur en handel van onroerend goed;Bedrijven, instellingen en eenmanszaken;2019;53;13.9;38.0
1465;L Verhuur en handel van onroerend goed;Bedrijven, instellingen en eenmanszaken;2020 1e kwartaal;10;13.4;3.0
1466;L Verhuur en handel van onroerend goed;Bedrijven, instellingen en eenmanszaken;2020 2e kwartaal;16;14.2;16.0
1467;L Verhuur en handel van onroerend goed;Bedrijven, instellingen en eenmanszaken;2020 3e kwartaal;9;19.6;75.0
1468;L Verhuur en handel van onroerend goed;Bedrijven, instellingen en eenmanszaken;2020 4e kwartaal;10;14.9;6.0
1469;L Verhuur en handel van onroerend goed;Bedrijven, instellingen en eenmanszaken;2020;45;15.4;101.0
1470;L Verhuur en handel van onroerend goed;Bedrijven, instellingen en eenmanszaken;2021 1e kwartaal;5;12.9;5.0
1471;L Verhuur en handel van onroerend goed;Bedrijven, instellingen en eenmanszaken;2021 2e kwartaal;11;15.7;4.0
1472;L Verhuur en handel van onroerend goed;Bedrijven, instellingen en eenmanszaken;2021 3e kwartaal;4;4.7;0.0
1473;L Verhuur en handel van onroerend goed;Bedrijven, instellingen en eenmanszaken;2021 4e kwartaal;10;11.2;13.0
1474;L Verhuur en handel van onroerend goed;Bedrijven, instellingen en eenmanszaken;2021;30;12.3;22.0
1475;L Verhuur en handel van onroerend goed;Bedrijven, instellingen en eenmanszaken;2022 1e kwartaal;15;8.1;1.0
1476;L Verhuur en handel van onroerend goed;Bedrijven, instellingen en eenmanszaken;2022 2e kwartaal;6;3.7;4.0
1477;L Verhuur en handel van onroerend goed;Bedrijven, instellingen en eenmanszaken;2022 3e kwartaal;2;4.3;0.0
1478;L Verhuur en handel van onroerend goed;Bedrijven, instellingen en eenmanszaken;2022 4e kwartaal;14;14.4;40.0
1479;L Verhuur en handel van onroerend goed;Bedrijven, instellingen en eenmanszaken;2022;37;9.7;45.0
1480;L Verhuur en handel van onroerend goed;Bedrijven en instellingen;2015 1e kwartaal;46;15.9;54.0
1481;L Verhuur en handel van onroerend goed;Bedrijven en instellingen;2015 2e kwartaal;39;11.9;24.0
1482;L Verhuur en handel van onroerend goed;Bedrijven en instellingen;2015 3e kwartaal;30;14.0;36.0
1483;L Verhuur en handel van onroerend goed;Bedrijven en instellingen;2015 4e kwartaal;36;14.1;2.0
1484;L Verhuur en handel van onroerend goed;Bedrijven en instellingen;2015;151;14.0;115.0
1485;L Verhuur en handel van onroerend goed;Bedrijven en instellingen;2016 1e kwartaal;47;10.7;37.0
1486;L Verhuur en handel van onroerend goed;Bedrijven en instellingen;2016 2e kwartaal;28;19.3;22.0
1487;L Verhuur en handel van onroerend goed;Bedrijven en instellingen;2016 3e kwartaal;37;18.0;21.0
1488;L Verhuur en handel van onroerend goed;Bedrijven en instellingen;2016 4e kwartaal;32;16.1;48.0
1489;L Verhuur en handel van onroerend goed;Bedrijven en instellingen;2016;144;15.4;128.0
1490;L Verhuur en handel van onroerend goed;Bedrijven en instellingen;2017 1e kwartaal;28;16.5;31.0
1491;L Verhuur en handel van onroerend goed;Bedrijven en instellingen;2017 2e kwartaal;21;15.2;24.0
1492;L Verhuur en handel van onroerend goed;Bedrijven en instellingen;2017 3e kwartaal;21;13.8;8.0
1493;L Verhuur en handel van onroerend goed;Bedrijven en instellingen;2017 4e kwartaal;22;16.2;58.0
1494;L Verhuur en handel van onroerend goed;Bedrijven en instellingen;2017;92;15.5;121.0
1495;L Verhuur en handel van onroerend goed;Bedrijven en instellingen;2018 1e kwartaal;14;15.0;20.0
1496;L Verhuur en handel van onroerend goed;Bedrijven en instellingen;2018 2e kwartaal;17;10.1;14.0
1497;L Verhuur en handel van onroerend goed;Bedrijven en instellingen;2018 3e kwartaal;11;14.5;15.0
1498;L Verhuur en handel van onroerend goed;Bedrijven en instellingen;2018 4e kwartaal;6;8.1;12.0
1499;L Verhuur en handel van onroerend goed;Bedrijven en instellingen;2018;48;12.4;61.0
1500;L Verhuur en handel van onroerend goed;Bedrijven en instellingen;2019 1e kwartaal;13;10.2;20.0
1501;L Verhuur en handel van onroerend goed;Bedrijven en instellingen;2019 2e kwartaal;11;12.6;10.0
1502;L Verhuur en handel van onroerend goed;Bedrijven en instellingen;2019 3e kwartaal;11;17.4;2.0
1503;L Verhuur en handel van onroerend goed;Bedrijven en instellingen;2019 4e kwartaal;18;15.4;6.0
1504;L Verhuur en handel van onroerend goed;Bedrijven en instellingen;2019;53;13.9;38.0
1505;L Verhuur en handel van onroerend goed;Bedrijven en instellingen;2020 1e kwartaal;10;13.4;3.0
1506;L Verhuur en handel van onroerend goed;Bedrijven en instellingen;2020 2e kwartaal;14;9.4;12.0
1507;L Verhuur en handel van onroerend goed;Bedrijven en instellingen;2020 3e kwartaal;9;19.6;75.0
1508;L Verhuur en handel van onroerend goed;Bedrijven en instellingen;2020 4e kwartaal;9;15.8;6.0
1509;L Verhuur en handel van onroerend goed;Bedrijven en instellingen;2020;42;14.1;96.0
1510;L Verhuur en handel van onroerend goed;Bedrijven en instellingen;2021 1e kwartaal;5;12.9;5.0
1511;L Verhuur en handel van onroerend goed;Bedrijven en instellingen;2021 2e kwartaal;10;15.4;3.0
1512;L Verhuur en handel van onroerend goed;Bedrijven en instellingen;2021 3e kwartaal;4;4.7;0.0
1513;L Verhuur en handel van onroerend goed;Bedrijven en instellingen;2021 4e kwartaal;10;11.2;13.0
1514;L Verhuur en handel van onroerend goed;Bedrijven en instellingen;2021;29;12.1;21.0
1515;L Verhuur en handel van onroerend goed;Bedrijven en instellingen;2022 1e kwartaal;15;8.1;1.0
1516;L Verhuur en handel van onroerend goed;Bedrijven en instellingen;2022 2e kwartaal;5;3.7;3.0
1517;L Verhuur en handel van onroerend goed;Bedrijven en instellingen;2022 3e kwartaal;2;4.3;0.0
1518;L Verhuur en handel van onroerend goed;Bedrijven en instellingen;2022 4e kwartaal;13;15.2;39.0
1519;L Verhuur en handel van onroerend goed;Bedrijven en instellingen;2022;35;9.9;44.0
1520;L Verhuur en handel van onroerend goed;Natuurlijk persoon met eenmanszaak;2015 1e kwartaal;0;;
1521;L Verhuur en handel van onroerend goed;Natuurlijk persoon met eenmanszaak;2015 2e kwartaal;2;7.8;2.0
1522;L Verhuur en handel van onroerend goed;Natuurlijk persoon met eenmanszaak;2015 3e kwartaal;0;;
1523;L Verhuur en handel van onroerend goed;Natuurlijk persoon met eenmanszaak;2015 4e kwartaal;0;;
1524;L Verhuur en handel van onroerend goed;Natuurlijk persoon met eenmanszaak;2015;2;7.8;2.0
1525;L Verhuur en handel van onroerend goed;Natuurlijk persoon met eenmanszaak;2016 1e kwartaal;0;;
1526;L Verhuur en handel van onroerend goed;Natuurlijk persoon met eenmanszaak;2016 2e kwartaal;1;3.1;0.0
1527;L Verhuur en handel van onroerend goed;Natuurlijk persoon met eenmanszaak;2016 3e kwartaal;0;;
1528;L Verhuur en handel van onroerend goed;Natuurlijk persoon met eenmanszaak;2016 4e kwartaal;1;3.0;1.0
1529;L Verhuur en handel van onroerend goed;Natuurlijk persoon met eenmanszaak;2016;2;3.1;1.0
1530;L Verhuur en handel van onroerend goed;Natuurlijk persoon met eenmanszaak;2017 1e kwartaal;3;9.7;4.0
1531;L Verhuur en handel van onroerend goed;Natuurlijk persoon met eenmanszaak;2017 2e kwartaal;0;;
1532;L Verhuur en handel van onroerend goed;Natuurlijk persoon met eenmanszaak;2017 3e kwartaal;0;;
1533;L Verhuur en handel van onroerend goed;Natuurlijk persoon met eenmanszaak;2017 4e kwartaal;1;19.6;1.0
1534;L Verhuur en handel van onroerend goed;Natuurlijk persoon met eenmanszaak;2017;4;12.1;5.0
1535;L Verhuur en handel van onroerend goed;Natuurlijk persoon met eenmanszaak;2018 1e kwartaal;0;;
1536;L Verhuur en handel van onroerend goed;Natuurlijk persoon met eenmanszaak;2018 2e kwartaal;0;;
1537;L Verhuur en handel van onroerend goed;Natuurlijk persoon met eenmanszaak;2018 3e kwartaal;2;20.3;2.0
1538;L Verhuur en handel van onroerend goed;Natuurlijk persoon met eenmanszaak;2018 4e kwartaal;0;;
1539;L Verhuur en handel van onroerend goed;Natuurlijk persoon met eenmanszaak;2018;2;20.3;2.0
