ID;BeroepsEnEigenVervoer;Vervoerstromen;Goederensoort;Perioden;VervoerdLadinggewicht_1
161;Beroeps- en eigen vervoer;Binnenlands en bilateraal vervoer;NST2007 Overige;2017;57881
162;Beroeps- en eigen vervoer;Binnenlands en bilateraal vervoer;NST2007 Overige;2018;55036
163;Beroeps- en eigen vervoer;Binnenlands en bilateraal vervoer;NST2007 Overige;2019;58087
164;Beroeps- en eigen vervoer;Binnenlands en bilateraal vervoer;NST2007 Overige;2020;58962
165;Beroeps- en eigen vervoer;Binnenlands en bilateraal vervoer;NST2007 Overige;2021;56607
166;Beroeps- en eigen vervoer;Binnenlands en bilateraal vervoer;NST2007 Overige;2022;60666
167;Beroeps- en eigen vervoer;Binnenlands en bilateraal vervoer;NST2007 Overige;2023;56153
168;Beroeps- en eigen vervoer;Binnenlands vervoer;Totaal;2010;520929
169;Beroeps- en eigen vervoer;Binnenlands vervoer;Totaal;2011;516934
170;Beroeps- en eigen vervoer;Binnenlands vervoer;Totaal;2012;497434
171;Beroeps- en eigen vervoer;Binnenlands vervoer;Totaal;2013;504971
172;Beroeps- en eigen vervoer;Binnenlands vervoer;Totaal;2014;503103
173;Beroeps- en eigen vervoer;Binnenlands vervoer;Totaal;2015;508883
174;Beroeps- en eigen vervoer;Binnenlands vervoer;Totaal;2016;528369
175;Beroeps- en eigen vervoer;Binnenlands vervoer;Totaal;2017;534045
176;Beroeps- en eigen vervoer;Binnenlands vervoer;Totaal;2018;547805
177;Beroeps- en eigen vervoer;Binnenlands vervoer;Totaal;2019;559867
178;Beroeps- en eigen vervoer;Binnenlands vervoer;Totaal;2020;558809
179;Beroeps- en eigen vervoer;Binnenlands vervoer;Totaal;2021;570092
180;Beroeps- en eigen vervoer;Binnenlands vervoer;Totaal;2022;573299
181;Beroeps- en eigen vervoer;Binnenlands vervoer;Totaal;2023;525871
182;Beroeps- en eigen vervoer;Binnenlands vervoer;NST2007 Landbouwproducten en voeding;2010;139954
183;Beroeps- en eigen vervoer;Binnenlands vervoer;NST2007 Landbouwproducten en voeding;2011;142920
184;Beroeps- en eigen vervoer;Binnenlands vervoer;NST2007 Landbouwproducten en voeding;2012;144389
185;Beroeps- en eigen vervoer;Binnenlands vervoer;NST2007 Landbouwproducten en voeding;2013;134881
186;Beroeps- en eigen vervoer;Binnenlands vervoer;NST2007 Landbouwproducten en voeding;2014;138799
187;Beroeps- en eigen vervoer;Binnenlands vervoer;NST2007 Landbouwproducten en voeding;2015;144906
188;Beroeps- en eigen vervoer;Binnenlands vervoer;NST2007 Landbouwproducten en voeding;2016;151024
189;Beroeps- en eigen vervoer;Binnenlands vervoer;NST2007 Landbouwproducten en voeding;2017;146752
190;Beroeps- en eigen vervoer;Binnenlands vervoer;NST2007 Landbouwproducten en voeding;2018;147791
191;Beroeps- en eigen vervoer;Binnenlands vervoer;NST2007 Landbouwproducten en voeding;2019;154252
192;Beroeps- en eigen vervoer;Binnenlands vervoer;NST2007 Landbouwproducten en voeding;2020;158537
193;Beroeps- en eigen vervoer;Binnenlands vervoer;NST2007 Landbouwproducten en voeding;2021;162455
194;Beroeps- en eigen vervoer;Binnenlands vervoer;NST2007 Landbouwproducten en voeding;2022;164399
195;Beroeps- en eigen vervoer;Binnenlands vervoer;NST2007 Landbouwproducten en voeding;2023;153928
196;Beroeps- en eigen vervoer;Binnenlands vervoer;NST2007 Bouw;2010;197651
197;Beroeps- en eigen vervoer;Binnenlands vervoer;NST2007 Bouw;2011;200681
198;Beroeps- en eigen vervoer;Binnenlands vervoer;NST2007 Bouw;2012;181182
199;Beroeps- en eigen vervoer;Binnenlands vervoer;NST2007 Bouw;2013;190708
200;Beroeps- en eigen vervoer;Binnenlands vervoer;NST2007 Bouw;2014;189550
201;Beroeps- en eigen vervoer;Binnenlands vervoer;NST2007 Bouw;2015;187082
202;Beroeps- en eigen vervoer;Binnenlands vervoer;NST2007 Bouw;2016;192170
203;Beroeps- en eigen vervoer;Binnenlands vervoer;NST2007 Bouw;2017;200056
204;Beroeps- en eigen vervoer;Binnenlands vervoer;NST2007 Bouw;2018;206687
205;Beroeps- en eigen vervoer;Binnenlands vervoer;NST2007 Bouw;2019;208528
206;Beroeps- en eigen vervoer;Binnenlands vervoer;NST2007 Bouw;2020;206783
207;Beroeps- en eigen vervoer;Binnenlands vervoer;NST2007 Bouw;2021;211977
208;Beroeps- en eigen vervoer;Binnenlands vervoer;NST2007 Bouw;2022;211539
209;Beroeps- en eigen vervoer;Binnenlands vervoer;NST2007 Bouw;2023;186323
210;Beroeps- en eigen vervoer;Binnenlands vervoer;NST2007 Meststoffen en afval;2010;81885
211;Beroeps- en eigen vervoer;Binnenlands vervoer;NST2007 Meststoffen en afval;2011;77042
212;Beroeps- en eigen vervoer;Binnenlands vervoer;NST2007 Meststoffen en afval;2012;80554
213;Beroeps- en eigen vervoer;Binnenlands vervoer;NST2007 Meststoffen en afval;2013;81987
214;Beroeps- en eigen vervoer;Binnenlands vervoer;NST2007 Meststoffen en afval;2014;77512
215;Beroeps- en eigen vervoer;Binnenlands vervoer;NST2007 Meststoffen en afval;2015;82338
216;Beroeps- en eigen vervoer;Binnenlands vervoer;NST2007 Meststoffen en afval;2016;83327
217;Beroeps- en eigen vervoer;Binnenlands vervoer;NST2007 Meststoffen en afval;2017;86611
218;Beroeps- en eigen vervoer;Binnenlands vervoer;NST2007 Meststoffen en afval;2018;82013
219;Beroeps- en eigen vervoer;Binnenlands vervoer;NST2007 Meststoffen en afval;2019;82557
220;Beroeps- en eigen vervoer;Binnenlands vervoer;NST2007 Meststoffen en afval;2020;79119
221;Beroeps- en eigen vervoer;Binnenlands vervoer;NST2007 Meststoffen en afval;2021;78395
222;Beroeps- en eigen vervoer;Binnenlands vervoer;NST2007 Meststoffen en afval;2022;73311
223;Beroeps- en eigen vervoer;Binnenlands vervoer;NST2007 Meststoffen en afval;2023;66202
224;Beroeps- en eigen vervoer;Binnenlands vervoer;NST2007 Handelsgoederen;2010;53539
225;Beroeps- en eigen vervoer;Binnenlands vervoer;NST2007 Handelsgoederen;2011;49632
226;Beroeps- en eigen vervoer;Binnenlands vervoer;NST2007 Handelsgoederen;2012;55194
227;Beroeps- en eigen vervoer;Binnenlands vervoer;NST2007 Handelsgoederen;2013;47808
228;Beroeps- en eigen vervoer;Binnenlands vervoer;NST2007 Handelsgoederen;2014;50302
229;Beroeps- en eigen vervoer;Binnenlands vervoer;NST2007 Handelsgoederen;2015;44811
230;Beroeps- en eigen vervoer;Binnenlands vervoer;NST2007 Handelsgoederen;2016;49503
231;Beroeps- en eigen vervoer;Binnenlands vervoer;NST2007 Handelsgoederen;2017;50601
232;Beroeps- en eigen vervoer;Binnenlands vervoer;NST2007 Handelsgoederen;2018;63328
233;Beroeps- en eigen vervoer;Binnenlands vervoer;NST2007 Handelsgoederen;2019;63077
234;Beroeps- en eigen vervoer;Binnenlands vervoer;NST2007 Handelsgoederen;2020;62466
235;Beroeps- en eigen vervoer;Binnenlands vervoer;NST2007 Handelsgoederen;2021;67202
236;Beroeps- en eigen vervoer;Binnenlands vervoer;NST2007 Handelsgoederen;2022;69835
237;Beroeps- en eigen vervoer;Binnenlands vervoer;NST2007 Handelsgoederen;2023;69044
238;Beroeps- en eigen vervoer;Binnenlands vervoer;NST2007 Overige;2010;47901
239;Beroeps- en eigen vervoer;Binnenlands vervoer;NST2007 Overige;2011;46660
240;Beroeps- en eigen vervoer;Binnenlands vervoer;NST2007 Overige;2012;36115
241;Beroeps- en eigen vervoer;Binnenlands vervoer;NST2007 Overige;2013;49587
242;Beroeps- en eigen vervoer;Binnenlands vervoer;NST2007 Overige;2014;46940
243;Beroeps- en eigen vervoer;Binnenlands vervoer;NST2007 Overige;2015;49746
244;Beroeps- en eigen vervoer;Binnenlands vervoer;NST2007 Overige;2016;52346
245;Beroeps- en eigen vervoer;Binnenlands vervoer;NST2007 Overige;2017;50025
246;Beroeps- en eigen vervoer;Binnenlands vervoer;NST2007 Overige;2018;47987
247;Beroeps- en eigen vervoer;Binnenlands vervoer;NST2007 Overige;2019;51453
248;Beroeps- en eigen vervoer;Binnenlands vervoer;NST2007 Overige;2020;51903
249;Beroeps- en eigen vervoer;Binnenlands vervoer;NST2007 Overige;2021;50062
250;Beroeps- en eigen vervoer;Binnenlands vervoer;NST2007 Overige;2022;54214
251;Beroeps- en eigen vervoer;Binnenlands vervoer;NST2007 Overige;2023;50375
252;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Totaal;2010;136773
253;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Totaal;2011;140925
254;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Totaal;2012;134271
255;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Totaal;2013;137079
256;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Totaal;2014;136588
257;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Totaal;2015;132557
258;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Totaal;2016;128048
259;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Totaal;2017;131947
260;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Totaal;2018;132364
261;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Totaal;2019;128872
262;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Totaal;2020;125432
263;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Totaal;2021;129231
264;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Totaal;2022;117427
265;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Totaal;2023;116324
266;Beroeps- en eigen vervoer;Totaal internationaal vervoer;NST2007 Landbouwproducten en voeding;2010;38071
267;Beroeps- en eigen vervoer;Totaal internationaal vervoer;NST2007 Landbouwproducten en voeding;2011;39275
268;Beroeps- en eigen vervoer;Totaal internationaal vervoer;NST2007 Landbouwproducten en voeding;2012;38487
269;Beroeps- en eigen vervoer;Totaal internationaal vervoer;NST2007 Landbouwproducten en voeding;2013;38067
270;Beroeps- en eigen vervoer;Totaal internationaal vervoer;NST2007 Landbouwproducten en voeding;2014;38612
271;Beroeps- en eigen vervoer;Totaal internationaal vervoer;NST2007 Landbouwproducten en voeding;2015;36905
272;Beroeps- en eigen vervoer;Totaal internationaal vervoer;NST2007 Landbouwproducten en voeding;2016;36816
273;Beroeps- en eigen vervoer;Totaal internationaal vervoer;NST2007 Landbouwproducten en voeding;2017;39202
274;Beroeps- en eigen vervoer;Totaal internationaal vervoer;NST2007 Landbouwproducten en voeding;2018;37958
275;Beroeps- en eigen vervoer;Totaal internationaal vervoer;NST2007 Landbouwproducten en voeding;2019;38398
276;Beroeps- en eigen vervoer;Totaal internationaal vervoer;NST2007 Landbouwproducten en voeding;2020;37902
277;Beroeps- en eigen vervoer;Totaal internationaal vervoer;NST2007 Landbouwproducten en voeding;2021;39645
278;Beroeps- en eigen vervoer;Totaal internationaal vervoer;NST2007 Landbouwproducten en voeding;2022;37367
279;Beroeps- en eigen vervoer;Totaal internationaal vervoer;NST2007 Landbouwproducten en voeding;2023;36733
280;Beroeps- en eigen vervoer;Totaal internationaal vervoer;NST2007 Bouw;2010;41760
281;Beroeps- en eigen vervoer;Totaal internationaal vervoer;NST2007 Bouw;2011;46523
282;Beroeps- en eigen vervoer;Totaal internationaal vervoer;NST2007 Bouw;2012;42077
283;Beroeps- en eigen vervoer;Totaal internationaal vervoer;NST2007 Bouw;2013;39370
284;Beroeps- en eigen vervoer;Totaal internationaal vervoer;NST2007 Bouw;2014;41465
285;Beroeps- en eigen vervoer;Totaal internationaal vervoer;NST2007 Bouw;2015;41162
286;Beroeps- en eigen vervoer;Totaal internationaal vervoer;NST2007 Bouw;2016;39119
287;Beroeps- en eigen vervoer;Totaal internationaal vervoer;NST2007 Bouw;2017;37171
288;Beroeps- en eigen vervoer;Totaal internationaal vervoer;NST2007 Bouw;2018;37963
289;Beroeps- en eigen vervoer;Totaal internationaal vervoer;NST2007 Bouw;2019;36863
290;Beroeps- en eigen vervoer;Totaal internationaal vervoer;NST2007 Bouw;2020;35989
291;Beroeps- en eigen vervoer;Totaal internationaal vervoer;NST2007 Bouw;2021;38199
292;Beroeps- en eigen vervoer;Totaal internationaal vervoer;NST2007 Bouw;2022;32876
293;Beroeps- en eigen vervoer;Totaal internationaal vervoer;NST2007 Bouw;2023;34036
294;Beroeps- en eigen vervoer;Totaal internationaal vervoer;NST2007 Meststoffen en afval;2010;25165
295;Beroeps- en eigen vervoer;Totaal internationaal vervoer;NST2007 Meststoffen en afval;2011;24785
296;Beroeps- en eigen vervoer;Totaal internationaal vervoer;NST2007 Meststoffen en afval;2012;24694
297;Beroeps- en eigen vervoer;Totaal internationaal vervoer;NST2007 Meststoffen en afval;2013;24083
298;Beroeps- en eigen vervoer;Totaal internationaal vervoer;NST2007 Meststoffen en afval;2014;23783
299;Beroeps- en eigen vervoer;Totaal internationaal vervoer;NST2007 Meststoffen en afval;2015;22313
300;Beroeps- en eigen vervoer;Totaal internationaal vervoer;NST2007 Meststoffen en afval;2016;22268
