ID;RegioS;Perioden;Prijsindex_1;PeriodeOpPeriodeOntwikkeling_2;JaarOpJaarOntwikkeling_3;Aantal_4;PeriodeOpPeriodeOntwikkeling_5;JaarOpJaarOntwikkeling_6;GemiddeldeVerkoopprijs_7;TotaleWaardeVerkoopprijzen_8
5840;IJmond (CR);1996 augustus;;;;;;;;
5841;IJmond (CR);1996 september;;;;;;;;
5842;IJmond (CR);1996 3e kwartaal;47.2;5.7;14.6;447.0;0.2;4.9;104540.0;47.0
5843;IJmond (CR);1996 oktober;;;;;;;;
5844;IJmond (CR);1996 november;;;;;;;;
5845;IJmond (CR);1996 december;;;;;;;;
5846;IJmond (CR);1996 4e kwartaal;47.6;0.8;11.2;479.0;7.2;4.4;108912.0;52.0
5847;IJmond (CR);1996;45.9;11.6;11.6;1719.0;11.7;11.7;104281.0;179.0
5848;IJmond (CR);1997 januari;;;;;;;;
5849;IJmond (CR);1997 februari;;;;;;;;
5850;IJmond (CR);1997 maart;;;;;;;;
5851;IJmond (CR);1997 1e kwartaal;49.0;3.0;12.8;327.0;-31.7;-5.8;112588.0;37.0
5852;IJmond (CR);1997 april;;;;;;;;
5853;IJmond (CR);1997 mei;;;;;;;;
5854;IJmond (CR);1997 juni;;;;;;;;
5855;IJmond (CR);1997 2e kwartaal;50.5;3.0;13.0;522.0;59.6;17.0;119232.0;62.0
5856;IJmond (CR);1997 juli;;;;;;;;
5857;IJmond (CR);1997 augustus;;;;;;;;
5858;IJmond (CR);1997 september;;;;;;;;
5859;IJmond (CR);1997 3e kwartaal;50.4;-0.1;6.8;432.0;-17.2;-3.4;118135.0;51.0
5860;IJmond (CR);1997 oktober;;;;;;;;
5861;IJmond (CR);1997 november;;;;;;;;
5862;IJmond (CR);1997 december;;;;;;;;
5863;IJmond (CR);1997 4e kwartaal;52.4;3.9;10.2;567.0;31.3;18.4;122046.0;69.0
5864;IJmond (CR);1997;50.8;10.6;10.6;1848.0;7.5;7.5;118663.0;219.0
5865;IJmond (CR);1998 januari;;;;;;;;
5866;IJmond (CR);1998 februari;;;;;;;;
5867;IJmond (CR);1998 maart;;;;;;;;
5868;IJmond (CR);1998 1e kwartaal;53.1;1.4;8.5;390.0;-31.2;19.3;126235.0;49.0
5869;IJmond (CR);1998 april;;;;;;;;
5870;IJmond (CR);1998 mei;;;;;;;;
5871;IJmond (CR);1998 juni;;;;;;;;
5872;IJmond (CR);1998 2e kwartaal;54.8;3.1;8.5;467.0;19.7;-10.5;129173.0;60.0
5873;IJmond (CR);1998 juli;;;;;;;;
5874;IJmond (CR);1998 augustus;;;;;;;;
5875;IJmond (CR);1998 september;;;;;;;;
5876;IJmond (CR);1998 3e kwartaal;57.1;4.2;13.2;510.0;9.2;18.1;127210.0;65.0
5877;IJmond (CR);1998 oktober;;;;;;;;
5878;IJmond (CR);1998 november;;;;;;;;
5879;IJmond (CR);1998 december;;;;;;;;
5880;IJmond (CR);1998 4e kwartaal;59.3;3.9;13.2;509.0;-0.2;-10.2;129396.0;66.0
5881;IJmond (CR);1998;56.2;10.8;10.8;1876.0;1.5;1.5;128089.0;240.0
5882;IJmond (CR);1999 januari;;;;;;;;
5883;IJmond (CR);1999 februari;;;;;;;;
5884;IJmond (CR);1999 maart;;;;;;;;
5885;IJmond (CR);1999 1e kwartaal;61.1;3.1;15.0;340.0;-33.2;-12.8;141688.0;48.0
5886;IJmond (CR);1999 april;;;;;;;;
5887;IJmond (CR);1999 mei;;;;;;;;
5888;IJmond (CR);1999 juni;;;;;;;;
5889;IJmond (CR);1999 2e kwartaal;63.6;4.0;16.0;467.0;37.4;0.0;142211.0;66.0
5890;IJmond (CR);1999 juli;;;;;;;;
5891;IJmond (CR);1999 augustus;;;;;;;;
5892;IJmond (CR);1999 september;;;;;;;;
5893;IJmond (CR);1999 3e kwartaal;65.6;3.3;15.0;516.0;10.5;1.2;147002.0;76.0
5894;IJmond (CR);1999 oktober;;;;;;;;
5895;IJmond (CR);1999 november;;;;;;;;
5896;IJmond (CR);1999 december;;;;;;;;
5897;IJmond (CR);1999 4e kwartaal;71.1;8.3;19.9;452.0;-12.4;-11.2;160998.0;73.0
5898;IJmond (CR);1999;67.3;19.6;19.6;1775.0;-5.4;-5.4;148287.0;263.0
5899;IJmond (CR);2000 januari;;;;;;;;
5900;IJmond (CR);2000 februari;;;;;;;;
5901;IJmond (CR);2000 maart;;;;;;;;
5902;IJmond (CR);2000 1e kwartaal;72.7;2.2;18.9;408.0;-9.7;20.0;158955.0;65.0
5903;IJmond (CR);2000 april;;;;;;;;
5904;IJmond (CR);2000 mei;;;;;;;;
5905;IJmond (CR);2000 juni;;;;;;;;
5906;IJmond (CR);2000 2e kwartaal;75.8;4.2;19.2;423.0;3.7;-9.4;168638.0;71.0
5907;IJmond (CR);2000 juli;;;;;;;;
5908;IJmond (CR);2000 augustus;;;;;;;;
5909;IJmond (CR);2000 september;;;;;;;;
5910;IJmond (CR);2000 3e kwartaal;77.8;2.7;18.5;487.0;15.1;-5.6;178221.0;87.0
5911;IJmond (CR);2000 oktober;;;;;;;;
5912;IJmond (CR);2000 november;;;;;;;;
5913;IJmond (CR);2000 december;;;;;;;;
5914;IJmond (CR);2000 4e kwartaal;78.9;1.5;11.0;520.0;6.8;15.0;173149.0;90.0
5915;IJmond (CR);2000;78.4;16.5;16.5;1838.0;3.5;3.5;170304.0;313.0
5916;IJmond (CR);2001 januari;;;;;;;;
5917;IJmond (CR);2001 februari;;;;;;;;
5918;IJmond (CR);2001 maart;;;;;;;;
5919;IJmond (CR);2001 1e kwartaal;83.9;6.4;15.5;344.0;-33.8;-15.7;178540.0;61.0
5920;IJmond (CR);2001 april;;;;;;;;
5921;IJmond (CR);2001 mei;;;;;;;;
5922;IJmond (CR);2001 juni;;;;;;;;
5923;IJmond (CR);2001 2e kwartaal;85.7;2.0;13.1;489.0;42.2;15.6;193811.0;95.0
5924;IJmond (CR);2001 juli;;;;;;;;
5925;IJmond (CR);2001 augustus;;;;;;;;
5926;IJmond (CR);2001 september;;;;;;;;
5927;IJmond (CR);2001 3e kwartaal;83.3;-2.8;7.1;621.0;27.0;27.5;182523.0;113.0
5928;IJmond (CR);2001 oktober;;;;;;;;
5929;IJmond (CR);2001 november;;;;;;;;
5930;IJmond (CR);2001 december;;;;;;;;
5931;IJmond (CR);2001 4e kwartaal;87.0;4.4;10.2;509.0;-18.0;-2.1;194390.0;99.0
5932;IJmond (CR);2001;87.5;11.7;11.7;1963.0;6.8;6.8;187714.0;368.0
5933;IJmond (CR);2002 januari;;;;;;;;
5934;IJmond (CR);2002 februari;;;;;;;;
5935;IJmond (CR);2002 maart;;;;;;;;
5936;IJmond (CR);2002 1e kwartaal;89.5;2.9;6.6;399.0;-21.6;16.0;207555.0;83.0
5937;IJmond (CR);2002 april;;;;;;;;
5938;IJmond (CR);2002 mei;;;;;;;;
5939;IJmond (CR);2002 juni;;;;;;;;
5940;IJmond (CR);2002 2e kwartaal;92.2;3.1;7.6;501.0;25.6;2.5;204328.0;102.0
5941;IJmond (CR);2002 juli;;;;;;;;
5942;IJmond (CR);2002 augustus;;;;;;;;
5943;IJmond (CR);2002 september;;;;;;;;
5944;IJmond (CR);2002 3e kwartaal;93.2;1.0;11.8;585.0;16.8;-5.8;214923.0;126.0
5945;IJmond (CR);2002 oktober;;;;;;;;
5946;IJmond (CR);2002 november;;;;;;;;
5947;IJmond (CR);2002 december;;;;;;;;
5948;IJmond (CR);2002 4e kwartaal;93.1;0.0;7.1;660.0;12.8;29.7;204615.0;135.0
5949;IJmond (CR);2002;94.7;8.2;8.2;2145.0;9.3;9.3;207906.0;446.0
5950;IJmond (CR);2003 januari;;;;;;;;
5951;IJmond (CR);2003 februari;;;;;;;;
5952;IJmond (CR);2003 maart;;;;;;;;
5953;IJmond (CR);2003 1e kwartaal;93.5;0.4;4.5;459.0;-30.5;15.0;216477.0;99.0
5954;IJmond (CR);2003 april;;;;;;;;
5955;IJmond (CR);2003 mei;;;;;;;;
5956;IJmond (CR);2003 juni;;;;;;;;
5957;IJmond (CR);2003 2e kwartaal;95.1;1.7;3.1;468.0;2.0;-6.6;226189.0;106.0
5958;IJmond (CR);2003 juli;;;;;;;;
5959;IJmond (CR);2003 augustus;;;;;;;;
5960;IJmond (CR);2003 september;;;;;;;;
5961;IJmond (CR);2003 3e kwartaal;95.3;0.2;2.3;587.0;25.4;0.3;218320.0;128.0
5962;IJmond (CR);2003 oktober;;;;;;;;
5963;IJmond (CR);2003 november;;;;;;;;
5964;IJmond (CR);2003 december;;;;;;;;
5965;IJmond (CR);2003 4e kwartaal;96.2;0.9;3.3;617.0;5.1;-6.5;222015.0;137.0
5966;IJmond (CR);2003;96.4;1.8;1.8;2131.0;-0.7;-0.7;220721.0;470.0
5967;IJmond (CR);2004 januari;;;;;;;;
5968;IJmond (CR);2004 februari;;;;;;;;
5969;IJmond (CR);2004 maart;;;;;;;;
5970;IJmond (CR);2004 1e kwartaal;99.2;3.1;6.1;475.0;-23.0;3.5;224795.0;107.0
5971;IJmond (CR);2004 april;;;;;;;;
5972;IJmond (CR);2004 mei;;;;;;;;
5973;IJmond (CR);2004 juni;;;;;;;;
5974;IJmond (CR);2004 2e kwartaal;99.5;0.3;4.7;509.0;7.2;8.8;227503.0;116.0
5975;IJmond (CR);2004 juli;;;;;;;;
5976;IJmond (CR);2004 augustus;;;;;;;;
5977;IJmond (CR);2004 september;;;;;;;;
5978;IJmond (CR);2004 3e kwartaal;99.7;0.1;4.6;516.0;1.4;-12.1;231155.0;119.0
5979;IJmond (CR);2004 oktober;;;;;;;;
5980;IJmond (CR);2004 november;;;;;;;;
5981;IJmond (CR);2004 december;;;;;;;;
5982;IJmond (CR);2004 4e kwartaal;97.7;-2.0;1.5;628.0;21.7;1.8;207853.0;131.0
5983;IJmond (CR);2004;100.5;4.3;4.3;2128.0;-0.1;-0.1;221985.0;472.0
5984;IJmond (CR);2005 januari;;;;;;;;
5985;IJmond (CR);2005 februari;;;;;;;;
5986;IJmond (CR);2005 maart;;;;;;;;
5987;IJmond (CR);2005 1e kwartaal;99.0;1.4;-0.2;536.0;-14.6;12.8;207494.0;111.0
5988;IJmond (CR);2005 april;;;;;;;;
5989;IJmond (CR);2005 mei;;;;;;;;
5990;IJmond (CR);2005 juni;;;;;;;;
5991;IJmond (CR);2005 2e kwartaal;99.7;0.7;0.1;687.0;28.2;35.0;220655.0;152.0
5992;IJmond (CR);2005 juli;;;;;;;;
5993;IJmond (CR);2005 augustus;;;;;;;;
5994;IJmond (CR);2005 september;;;;;;;;
5995;IJmond (CR);2005 3e kwartaal;101.3;1.6;1.6;695.0;1.2;34.7;237115.0;165.0
5996;IJmond (CR);2005 oktober;;;;;;;;
5997;IJmond (CR);2005 november;;;;;;;;
5998;IJmond (CR);2005 december;;;;;;;;
5999;IJmond (CR);2005 4e kwartaal;100.0;-1.2;2.4;626.0;-9.9;-0.3;237538.0;149.0
6000;IJmond (CR);2005;100.0;-0.5;-0.5;2544.0;19.5;19.5;226533.0;576.0
6001;IJmond (CR);2006 januari;;;;;;;;
6002;IJmond (CR);2006 februari;;;;;;;;
6003;IJmond (CR);2006 maart;;;;;;;;
6004;IJmond (CR);2006 1e kwartaal;102.0;1.9;3.0;465.0;-25.7;-13.2;246217.0;114.0
6005;IJmond (CR);2006 april;;;;;;;;
6006;IJmond (CR);2006 mei;;;;;;;;
6007;IJmond (CR);2006 juni;;;;;;;;
6008;IJmond (CR);2006 2e kwartaal;103.1;1.1;3.5;525.0;12.9;-23.6;243318.0;128.0
6009;IJmond (CR);2006 juli;;;;;;;;
6010;IJmond (CR);2006 augustus;;;;;;;;
6011;IJmond (CR);2006 september;;;;;;;;
6012;IJmond (CR);2006 3e kwartaal;102.4;-0.7;1.1;547.0;4.2;-21.3;248975.0;136.0
6013;IJmond (CR);2006 oktober;;;;;;;;
6014;IJmond (CR);2006 november;;;;;;;;
6015;IJmond (CR);2006 december;;;;;;;;
6016;IJmond (CR);2006 4e kwartaal;105.4;2.9;5.3;587.0;7.3;-6.2;246218.0;145.0
6017;IJmond (CR);2006;103.1;3.1;3.1;2124.0;-16.5;-16.5;246211.0;523.0
6018;IJmond (CR);2007 januari;;;;;;;;
6019;IJmond (CR);2007 februari;;;;;;;;
6020;IJmond (CR);2007 maart;;;;;;;;
6021;IJmond (CR);2007 1e kwartaal;106.1;0.7;4.0;480.0;-18.2;3.2;245324.0;118.0
6022;IJmond (CR);2007 april;;;;;;;;
6023;IJmond (CR);2007 mei;;;;;;;;
6024;IJmond (CR);2007 juni;;;;;;;;
6025;IJmond (CR);2007 2e kwartaal;106.2;0.1;3.0;577.0;20.2;9.9;251974.0;145.0
6026;IJmond (CR);2007 juli;;;;;;;;
6027;IJmond (CR);2007 augustus;;;;;;;;
6028;IJmond (CR);2007 september;;;;;;;;
6029;IJmond (CR);2007 3e kwartaal;107.2;0.9;4.7;533.0;-7.6;-2.6;253244.0;135.0
6030;IJmond (CR);2007 oktober;;;;;;;;
6031;IJmond (CR);2007 november;;;;;;;;
6032;IJmond (CR);2007 december;;;;;;;;
6033;IJmond (CR);2007 4e kwartaal;109.6;2.3;4.1;608.0;14.1;3.6;254682.0;155.0
6034;IJmond (CR);2007;107.3;4.0;4.0;2198.0;3.5;3.5;251579.0;553.0
6035;IJmond (CR);2008 januari;;;;;;;;
6036;IJmond (CR);2008 februari;;;;;;;;
6037;IJmond (CR);2008 maart;;;;;;;;
6038;IJmond (CR);2008 1e kwartaal;108.6;-0.9;2.4;431.0;-29.1;-10.2;254131.0;110.0
6039;IJmond (CR);2008 april;;;;;;;;
6040;IJmond (CR);2008 mei;;;;;;;;
6041;IJmond (CR);2008 juni;;;;;;;;
6042;IJmond (CR);2008 2e kwartaal;109.1;0.4;2.7;546.0;26.7;-5.4;254843.0;139.0
6043;IJmond (CR);2008 juli;;;;;;;;
6044;IJmond (CR);2008 augustus;;;;;;;;
6045;IJmond (CR);2008 september;;;;;;;;
6046;IJmond (CR);2008 3e kwartaal;110.5;1.3;3.1;544.0;-0.4;2.1;259172.0;141.0
6047;IJmond (CR);2008 oktober;;;;;;;;
6048;IJmond (CR);2008 november;;;;;;;;
6049;IJmond (CR);2008 december;;;;;;;;
6050;IJmond (CR);2008 4e kwartaal;111.0;0.4;1.2;523.0;-3.9;-14.0;268532.0;140.0
6051;IJmond (CR);2008;109.8;2.3;2.3;2044.0;-7.0;-7.0;259348.0;530.0
6052;IJmond (CR);2009 januari;;;;;;;;
6053;IJmond (CR);2009 februari;;;;;;;;
6054;IJmond (CR);2009 maart;;;;;;;;
6055;IJmond (CR);2009 1e kwartaal;113.0;1.8;4.0;277.0;-47.0;-35.7;261647.0;72.0
6056;IJmond (CR);2009 april;;;;;;;;
6057;IJmond (CR);2009 mei;;;;;;;;
6058;IJmond (CR);2009 juni;;;;;;;;
6059;IJmond (CR);2009 2e kwartaal;105.8;-6.3;-3.0;360.0;30.0;-34.1;223117.0;80.0
6060;IJmond (CR);2009 juli;;;;;;;;
6061;IJmond (CR);2009 augustus;;;;;;;;
6062;IJmond (CR);2009 september;;;;;;;;
6063;IJmond (CR);2009 3e kwartaal;104.0;-1.7;-5.9;378.0;5.0;-30.5;235872.0;89.0
6064;IJmond (CR);2009 oktober;;;;;;;;
6065;IJmond (CR);2009 november;;;;;;;;
6066;IJmond (CR);2009 december;;;;;;;;
6067;IJmond (CR);2009 4e kwartaal;103.5;-0.5;-6.7;416.0;10.1;-20.5;232719.0;97.0
6068;IJmond (CR);2009;106.6;-2.9;-2.9;1431.0;-30.0;-30.0;236736.0;339.0
6069;IJmond (CR);2010 januari;;;;;;;;
6070;IJmond (CR);2010 februari;;;;;;;;
6071;IJmond (CR);2010 maart;;;;;;;;
6072;IJmond (CR);2010 1e kwartaal;103.1;-0.4;-8.7;312.0;-25.0;12.6;237785.0;74.0
6073;IJmond (CR);2010 april;;;;;;;;
6074;IJmond (CR);2010 mei;;;;;;;;
6075;IJmond (CR);2010 juni;;;;;;;;
6076;IJmond (CR);2010 2e kwartaal;106.4;3.1;0.5;351.0;12.5;-2.5;249122.0;87.0
6077;IJmond (CR);2010 juli;;;;;;;;
6078;IJmond (CR);2010 augustus;;;;;;;;
6079;IJmond (CR);2010 september;;;;;;;;
6080;IJmond (CR);2010 3e kwartaal;104.9;-1.4;0.8;374.0;6.6;-1.1;265085.0;99.0
6081;IJmond (CR);2010 oktober;;;;;;;;
6082;IJmond (CR);2010 november;;;;;;;;
6083;IJmond (CR);2010 december;;;;;;;;
6084;IJmond (CR);2010 4e kwartaal;104.2;-0.7;0.6;348.0;-7.0;-16.3;250810.0;87.0
6085;IJmond (CR);2010;104.6;-1.8;-1.8;1385.0;-3.2;-3.2;251303.0;348.0
6086;IJmond (CR);2011 januari;;;;;;;;
6087;IJmond (CR);2011 februari;;;;;;;;
6088;IJmond (CR);2011 maart;;;;;;;;
6089;IJmond (CR);2011 1e kwartaal;102.4;-1.7;-0.7;300.0;-13.8;-3.8;237307.0;71.0
6090;IJmond (CR);2011 april;;;;;;;;
6091;IJmond (CR);2011 mei;;;;;;;;
6092;IJmond (CR);2011 juni;;;;;;;;
6093;IJmond (CR);2011 2e kwartaal;103.2;0.8;-3.0;325.0;8.3;-7.4;234280.0;76.0
6094;IJmond (CR);2011 juli;;;;;;;;
6095;IJmond (CR);2011 augustus;;;;;;;;
6096;IJmond (CR);2011 september;;;;;;;;
6097;IJmond (CR);2011 3e kwartaal;103.8;0.6;-1.0;362.0;11.4;-3.2;251780.0;91.0
6098;IJmond (CR);2011 oktober;;;;;;;;
6099;IJmond (CR);2011 november;;;;;;;;
6100;IJmond (CR);2011 december;;;;;;;;
6101;IJmond (CR);2011 4e kwartaal;101.5;-2.2;-2.5;337.0;-6.9;-3.2;242226.0;82.0
6102;IJmond (CR);2011;103.6;-1.0;-1.0;1324.0;-4.4;-4.4;241773.0;320.0
6103;IJmond (CR);2012 januari;;;;;;;;
6104;IJmond (CR);2012 februari;;;;;;;;
6105;IJmond (CR);2012 maart;;;;;;;;
6106;IJmond (CR);2012 1e kwartaal;100.1;-1.4;-2.2;260.0;-22.8;-13.3;230649.0;60.0
6107;IJmond (CR);2012 april;;;;;;;;
6108;IJmond (CR);2012 mei;;;;;;;;
6109;IJmond (CR);2012 juni;;;;;;;;
6110;IJmond (CR);2012 2e kwartaal;99.0;-1.1;-4.1;421.0;61.9;29.5;244544.0;103.0
6111;IJmond (CR);2012 juli;;;;;;;;
6112;IJmond (CR);2012 augustus;;;;;;;;
6113;IJmond (CR);2012 september;;;;;;;;
6114;IJmond (CR);2012 3e kwartaal;94.2;-4.8;-9.2;270.0;-35.9;-25.4;210829.0;57.0
6115;IJmond (CR);2012 oktober;;;;;;;;
6116;IJmond (CR);2012 november;;;;;;;;
6117;IJmond (CR);2012 december;;;;;;;;
6118;IJmond (CR);2012 4e kwartaal;93.5;-0.7;-7.8;420.0;55.6;24.6;220212.0;92.0
6119;IJmond (CR);2012;97.7;-5.7;-5.7;1371.0;3.5;3.5;227815.0;312.0
6120;Agglomeratie Haarlem (CR);1995 januari;;;;;;;;
6121;Agglomeratie Haarlem (CR);1995 februari;;;;;;;;
6122;Agglomeratie Haarlem (CR);1995 maart;;;;;;;;
6123;Agglomeratie Haarlem (CR);1995 1e kwartaal;34.5;;;653.0;;;97440.0;64.0
6124;Agglomeratie Haarlem (CR);1995 april;;;;;;;;
6125;Agglomeratie Haarlem (CR);1995 mei;;;;;;;;
6126;Agglomeratie Haarlem (CR);1995 juni;;;;;;;;
6127;Agglomeratie Haarlem (CR);1995 2e kwartaal;34.9;1.2;;761.0;16.5;;106291.0;81.0
6128;Agglomeratie Haarlem (CR);1995 juli;;;;;;;;
6129;Agglomeratie Haarlem (CR);1995 augustus;;;;;;;;
6130;Agglomeratie Haarlem (CR);1995 september;;;;;;;;
6131;Agglomeratie Haarlem (CR);1995 3e kwartaal;36.0;3.2;;802.0;5.4;;110586.0;89.0
6132;Agglomeratie Haarlem (CR);1995 oktober;;;;;;;;
6133;Agglomeratie Haarlem (CR);1995 november;;;;;;;;
6134;Agglomeratie Haarlem (CR);1995 december;;;;;;;;
6135;Agglomeratie Haarlem (CR);1995 4e kwartaal;37.0;2.7;;846.0;5.5;;109926.0;93.0
6136;Agglomeratie Haarlem (CR);1995;34.4;;;3062.0;;;106532.0;326.0
6137;Agglomeratie Haarlem (CR);1996 januari;;;;;;;;
6138;Agglomeratie Haarlem (CR);1996 februari;;;;;;;;
6139;Agglomeratie Haarlem (CR);1996 maart;;;;;;;;
6140;Agglomeratie Haarlem (CR);1996 1e kwartaal;38.3;3.6;11.1;677.0;-20.0;3.7;111186.0;75.0
6141;Agglomeratie Haarlem (CR);1996 april;;;;;;;;
6142;Agglomeratie Haarlem (CR);1996 mei;;;;;;;;
6143;Agglomeratie Haarlem (CR);1996 juni;;;;;;;;
6144;Agglomeratie Haarlem (CR);1996 2e kwartaal;38.9;1.5;11.5;835.0;23.3;9.7;113505.0;95.0
6145;Agglomeratie Haarlem (CR);1996 juli;;;;;;;;
6146;Agglomeratie Haarlem (CR);1996 augustus;;;;;;;;
6147;Agglomeratie Haarlem (CR);1996 september;;;;;;;;
6148;Agglomeratie Haarlem (CR);1996 3e kwartaal;40.1;3.2;11.4;792.0;-5.1;-1.2;115104.0;91.0
6149;Agglomeratie Haarlem (CR);1996 oktober;;;;;;;;
6150;Agglomeratie Haarlem (CR);1996 november;;;;;;;;
6151;Agglomeratie Haarlem (CR);1996 december;;;;;;;;
6152;Agglomeratie Haarlem (CR);1996 4e kwartaal;42.0;4.7;13.6;890.0;12.4;5.2;127860.0;114.0
6153;Agglomeratie Haarlem (CR);1996;38.5;12.1;12.1;3194.0;4.3;4.3;117410.0;375.0
6154;Agglomeratie Haarlem (CR);1997 januari;;;;;;;;
6155;Agglomeratie Haarlem (CR);1997 februari;;;;;;;;
6156;Agglomeratie Haarlem (CR);1997 maart;;;;;;;;
6157;Agglomeratie Haarlem (CR);1997 1e kwartaal;42.7;1.7;11.5;627.0;-29.6;-7.4;122854.0;77.0
6158;Agglomeratie Haarlem (CR);1997 april;;;;;;;;
6159;Agglomeratie Haarlem (CR);1997 mei;;;;;;;;
6160;Agglomeratie Haarlem (CR);1997 juni;;;;;;;;
6161;Agglomeratie Haarlem (CR);1997 2e kwartaal;43.9;2.7;12.8;877.0;39.9;5.0;121271.0;106.0
6162;Agglomeratie Haarlem (CR);1997 juli;;;;;;;;
6163;Agglomeratie Haarlem (CR);1997 augustus;;;;;;;;
6164;Agglomeratie Haarlem (CR);1997 september;;;;;;;;
6165;Agglomeratie Haarlem (CR);1997 3e kwartaal;43.9;0.0;9.4;1082.0;23.4;36.6;114337.0;124.0
6166;Agglomeratie Haarlem (CR);1997 oktober;;;;;;;;
6167;Agglomeratie Haarlem (CR);1997 november;;;;;;;;
6168;Agglomeratie Haarlem (CR);1997 december;;;;;;;;
6169;Agglomeratie Haarlem (CR);1997 4e kwartaal;46.6;6.1;10.8;875.0;-19.1;-1.7;122962.0;108.0
6170;Agglomeratie Haarlem (CR);1997;42.8;11.2;11.2;3461.0;8.4;8.4;119818.0;415.0
6171;Agglomeratie Haarlem (CR);1998 januari;;;;;;;;
6172;Agglomeratie Haarlem (CR);1998 februari;;;;;;;;
6173;Agglomeratie Haarlem (CR);1998 maart;;;;;;;;
6174;Agglomeratie Haarlem (CR);1998 1e kwartaal;46.3;-0.7;8.3;767.0;-12.3;22.3;134774.0;103.0
6175;Agglomeratie Haarlem (CR);1998 april;;;;;;;;
6176;Agglomeratie Haarlem (CR);1998 mei;;;;;;;;
6177;Agglomeratie Haarlem (CR);1998 juni;;;;;;;;
6178;Agglomeratie Haarlem (CR);1998 2e kwartaal;49.8;7.6;13.4;786.0;2.5;-10.4;146249.0;115.0
6179;Agglomeratie Haarlem (CR);1998 juli;;;;;;;;
6180;Agglomeratie Haarlem (CR);1998 augustus;;;;;;;;
6181;Agglomeratie Haarlem (CR);1998 september;;;;;;;;
6182;Agglomeratie Haarlem (CR);1998 3e kwartaal;52.8;6.0;20.2;789.0;0.4;-27.1;166672.0;132.0
6183;Agglomeratie Haarlem (CR);1998 oktober;;;;;;;;
6184;Agglomeratie Haarlem (CR);1998 november;;;;;;;;
6185;Agglomeratie Haarlem (CR);1998 december;;;;;;;;
6186;Agglomeratie Haarlem (CR);1998 4e kwartaal;54.0;2.4;16.0;861.0;9.1;-1.6;162711.0;140.0
6187;Agglomeratie Haarlem (CR);1998;48.9;14.2;14.2;3203.0;-7.5;-7.5;152957.0;490.0
6188;Agglomeratie Haarlem (CR);1999 januari;;;;;;;;
6189;Agglomeratie Haarlem (CR);1999 februari;;;;;;;;
6190;Agglomeratie Haarlem (CR);1999 maart;;;;;;;;
6191;Agglomeratie Haarlem (CR);1999 1e kwartaal;57.0;5.4;23.1;715.0;-17.0;-6.8;159316.0;114.0
6192;Agglomeratie Haarlem (CR);1999 april;;;;;;;;
6193;Agglomeratie Haarlem (CR);1999 mei;;;;;;;;
6194;Agglomeratie Haarlem (CR);1999 juni;;;;;;;;
6195;Agglomeratie Haarlem (CR);1999 2e kwartaal;59.3;4.1;19.1;787.0;10.1;0.1;166084.0;131.0
6196;Agglomeratie Haarlem (CR);1999 juli;;;;;;;;
6197;Agglomeratie Haarlem (CR);1999 augustus;;;;;;;;
6198;Agglomeratie Haarlem (CR);1999 september;;;;;;;;
6199;Agglomeratie Haarlem (CR);1999 3e kwartaal;64.3;8.5;21.9;938.0;19.2;18.9;187845.0;176.0
6200;Agglomeratie Haarlem (CR);1999 oktober;;;;;;;;
6201;Agglomeratie Haarlem (CR);1999 november;;;;;;;;
6202;Agglomeratie Haarlem (CR);1999 december;;;;;;;;
6203;Agglomeratie Haarlem (CR);1999 4e kwartaal;66.8;3.8;23.5;1059.0;12.9;23.0;175187.0;186.0
6204;Agglomeratie Haarlem (CR);1999;59.6;21.8;21.8;3499.0;9.2;9.2;173290.0;606.0
6205;Agglomeratie Haarlem (CR);2000 januari;;;;;;;;
6206;Agglomeratie Haarlem (CR);2000 februari;;;;;;;;
6207;Agglomeratie Haarlem (CR);2000 maart;;;;;;;;
6208;Agglomeratie Haarlem (CR);2000 1e kwartaal;68.5;2.6;20.2;721.0;-31.9;0.8;190814.0;138.0
6209;Agglomeratie Haarlem (CR);2000 april;;;;;;;;
6210;Agglomeratie Haarlem (CR);2000 mei;;;;;;;;
6211;Agglomeratie Haarlem (CR);2000 juni;;;;;;;;
6212;Agglomeratie Haarlem (CR);2000 2e kwartaal;71.0;3.7;19.8;823.0;14.1;4.6;214743.0;177.0
6213;Agglomeratie Haarlem (CR);2000 juli;;;;;;;;
6214;Agglomeratie Haarlem (CR);2000 augustus;;;;;;;;
6215;Agglomeratie Haarlem (CR);2000 september;;;;;;;;
6216;Agglomeratie Haarlem (CR);2000 3e kwartaal;75.2;5.8;16.9;762.0;-7.4;-18.8;215592.0;164.0
6217;Agglomeratie Haarlem (CR);2000 oktober;;;;;;;;
6218;Agglomeratie Haarlem (CR);2000 november;;;;;;;;
6219;Agglomeratie Haarlem (CR);2000 december;;;;;;;;
6220;Agglomeratie Haarlem (CR);2000 4e kwartaal;78.1;3.8;17.0;915.0;20.1;-13.6;215730.0;197.0
6221;Agglomeratie Haarlem (CR);2000;70.5;18.3;18.3;3221.0;-7.9;-7.9;209868.0;676.0
6222;Agglomeratie Haarlem (CR);2001 januari;;;;;;;;
6223;Agglomeratie Haarlem (CR);2001 februari;;;;;;;;
6224;Agglomeratie Haarlem (CR);2001 maart;;;;;;;;
6225;Agglomeratie Haarlem (CR);2001 1e kwartaal;81.5;4.4;19.0;670.0;-26.8;-7.1;246817.0;165.0
6226;Agglomeratie Haarlem (CR);2001 april;;;;;;;;
