ID;RegioS;Perioden;Prijsindex_1;PeriodeOpPeriodeOntwikkeling_2;JaarOpJaarOntwikkeling_3;Aantal_4;PeriodeOpPeriodeOntwikkeling_5;JaarOpJaarOntwikkeling_6;GemiddeldeVerkoopprijs_7;TotaleWaardeVerkoopprijzen_8
371;Delfzijl en omgeving (CR);1998 december;;;;;;;;
372;Delfzijl en omgeving (CR);1998 4e kwartaal;59.3;8.9;12.6;177.0;14.9;-1.1;78101.0;14.0
373;Delfzijl en omgeving (CR);1998;53.6;6.5;6.5;565.0;2.0;2.0;73983.0;42.0
374;Delfzijl en omgeving (CR);1999 januari;;;;;;;;
375;Delfzijl en omgeving (CR);1999 februari;;;;;;;;
376;Delfzijl en omgeving (CR);1999 maart;;;;;;;;
377;Delfzijl en omgeving (CR);1999 1e kwartaal;60.0;1.1;9.1;112.0;-36.7;13.1;78065.0;9.0
378;Delfzijl en omgeving (CR);1999 april;;;;;;;;
379;Delfzijl en omgeving (CR);1999 mei;;;;;;;;
380;Delfzijl en omgeving (CR);1999 juni;;;;;;;;
381;Delfzijl en omgeving (CR);1999 2e kwartaal;61.2;2.1;10.2;184.0;64.3;36.3;83627.0;15.0
382;Delfzijl en omgeving (CR);1999 juli;;;;;;;;
383;Delfzijl en omgeving (CR);1999 augustus;;;;;;;;
384;Delfzijl en omgeving (CR);1999 september;;;;;;;;
385;Delfzijl en omgeving (CR);1999 3e kwartaal;61.3;0.1;12.6;185.0;0.5;20.1;82930.0;15.0
386;Delfzijl en omgeving (CR);1999 oktober;;;;;;;;
387;Delfzijl en omgeving (CR);1999 november;;;;;;;;
388;Delfzijl en omgeving (CR);1999 december;;;;;;;;
389;Delfzijl en omgeving (CR);1999 4e kwartaal;62.6;2.0;5.5;230.0;24.3;29.9;79875.0;18.0
390;Delfzijl en omgeving (CR);1999;59.1;10.2;10.2;711.0;25.8;25.8;81356.0;58.0
391;Delfzijl en omgeving (CR);2000 januari;;;;;;;;
392;Delfzijl en omgeving (CR);2000 februari;;;;;;;;
393;Delfzijl en omgeving (CR);2000 maart;;;;;;;;
394;Delfzijl en omgeving (CR);2000 1e kwartaal;64.5;3.1;7.5;119.0;-48.3;6.3;81514.0;10.0
395;Delfzijl en omgeving (CR);2000 april;;;;;;;;
396;Delfzijl en omgeving (CR);2000 mei;;;;;;;;
397;Delfzijl en omgeving (CR);2000 juni;;;;;;;;
398;Delfzijl en omgeving (CR);2000 2e kwartaal;69.3;7.5;13.2;129.0;8.4;-29.9;103705.0;13.0
399;Delfzijl en omgeving (CR);2000 juli;;;;;;;;
400;Delfzijl en omgeving (CR);2000 augustus;;;;;;;;
401;Delfzijl en omgeving (CR);2000 september;;;;;;;;
402;Delfzijl en omgeving (CR);2000 3e kwartaal;75.1;8.3;22.4;148.0;14.7;-20.0;105947.0;16.0
403;Delfzijl en omgeving (CR);2000 oktober;;;;;;;;
404;Delfzijl en omgeving (CR);2000 november;;;;;;;;
405;Delfzijl en omgeving (CR);2000 december;;;;;;;;
406;Delfzijl en omgeving (CR);2000 4e kwartaal;73.8;-1.6;18.0;181.0;22.3;-21.3;93450.0;17.0
407;Delfzijl en omgeving (CR);2000;68.3;15.6;15.6;577.0;-18.8;-18.8;96487.0;56.0
408;Delfzijl en omgeving (CR);2001 januari;;;;;;;;
409;Delfzijl en omgeving (CR);2001 februari;;;;;;;;
410;Delfzijl en omgeving (CR);2001 maart;;;;;;;;
411;Delfzijl en omgeving (CR);2001 1e kwartaal;73.8;0.0;14.5;105.0;-42.0;-11.8;93709.0;10.0
412;Delfzijl en omgeving (CR);2001 april;;;;;;;;
413;Delfzijl en omgeving (CR);2001 mei;;;;;;;;
414;Delfzijl en omgeving (CR);2001 juni;;;;;;;;
415;Delfzijl en omgeving (CR);2001 2e kwartaal;80.9;9.6;16.7;139.0;32.4;7.8;108271.0;15.0
416;Delfzijl en omgeving (CR);2001 juli;;;;;;;;
417;Delfzijl en omgeving (CR);2001 augustus;;;;;;;;
418;Delfzijl en omgeving (CR);2001 september;;;;;;;;
419;Delfzijl en omgeving (CR);2001 3e kwartaal;81.0;0.1;7.9;160.0;15.1;8.1;104264.0;17.0
420;Delfzijl en omgeving (CR);2001 oktober;;;;;;;;
421;Delfzijl en omgeving (CR);2001 november;;;;;;;;
422;Delfzijl en omgeving (CR);2001 december;;;;;;;;
423;Delfzijl en omgeving (CR);2001 4e kwartaal;82.8;2.3;12.2;151.0;-5.6;-16.6;113076.0;17.0
424;Delfzijl en omgeving (CR);2001;76.9;12.6;12.6;555.0;-3.8;-3.8;105668.0;59.0
425;Delfzijl en omgeving (CR);2002 januari;;;;;;;;
426;Delfzijl en omgeving (CR);2002 februari;;;;;;;;
427;Delfzijl en omgeving (CR);2002 maart;;;;;;;;
428;Delfzijl en omgeving (CR);2002 1e kwartaal;84.7;2.3;14.8;127.0;-15.9;21.0;109231.0;14.0
429;Delfzijl en omgeving (CR);2002 april;;;;;;;;
430;Delfzijl en omgeving (CR);2002 mei;;;;;;;;
431;Delfzijl en omgeving (CR);2002 juni;;;;;;;;
432;Delfzijl en omgeving (CR);2002 2e kwartaal;90.4;6.7;11.7;132.0;3.9;-5.0;124613.0;16.0
433;Delfzijl en omgeving (CR);2002 juli;;;;;;;;
434;Delfzijl en omgeving (CR);2002 augustus;;;;;;;;
435;Delfzijl en omgeving (CR);2002 september;;;;;;;;
436;Delfzijl en omgeving (CR);2002 3e kwartaal;90.3;-0.1;11.6;161.0;22.0;0.6;128708.0;21.0
437;Delfzijl en omgeving (CR);2002 oktober;;;;;;;;
438;Delfzijl en omgeving (CR);2002 november;;;;;;;;
439;Delfzijl en omgeving (CR);2002 december;;;;;;;;
440;Delfzijl en omgeving (CR);2002 4e kwartaal;90.7;0.4;9.5;171.0;6.2;13.2;127441.0;22.0
441;Delfzijl en omgeving (CR);2002;86.2;12.2;12.2;591.0;6.5;6.5;123241.0;73.0
442;Delfzijl en omgeving (CR);2003 januari;;;;;;;;
443;Delfzijl en omgeving (CR);2003 februari;;;;;;;;
444;Delfzijl en omgeving (CR);2003 maart;;;;;;;;
445;Delfzijl en omgeving (CR);2003 1e kwartaal;87.5;-3.5;3.3;79.0;-53.8;-37.8;123431.0;10.0
446;Delfzijl en omgeving (CR);2003 april;;;;;;;;
447;Delfzijl en omgeving (CR);2003 mei;;;;;;;;
448;Delfzijl en omgeving (CR);2003 juni;;;;;;;;
449;Delfzijl en omgeving (CR);2003 2e kwartaal;90.5;3.4;0.1;142.0;79.7;7.6;129808.0;18.0
450;Delfzijl en omgeving (CR);2003 juli;;;;;;;;
451;Delfzijl en omgeving (CR);2003 augustus;;;;;;;;
452;Delfzijl en omgeving (CR);2003 september;;;;;;;;
453;Delfzijl en omgeving (CR);2003 3e kwartaal;90.8;0.3;0.5;138.0;-2.8;-14.3;116300.0;16.0
454;Delfzijl en omgeving (CR);2003 oktober;;;;;;;;
455;Delfzijl en omgeving (CR);2003 november;;;;;;;;
456;Delfzijl en omgeving (CR);2003 december;;;;;;;;
457;Delfzijl en omgeving (CR);2003 4e kwartaal;92.7;2.1;2.2;147.0;6.5;-14.0;133879.0;20.0
458;Delfzijl en omgeving (CR);2003;88.6;2.8;2.8;506.0;-14.4;-14.4;126311.0;64.0
459;Delfzijl en omgeving (CR);2004 januari;;;;;;;;
460;Delfzijl en omgeving (CR);2004 februari;;;;;;;;
461;Delfzijl en omgeving (CR);2004 maart;;;;;;;;
462;Delfzijl en omgeving (CR);2004 1e kwartaal;94.0;1.4;7.4;86.0;-41.5;8.9;127073.0;11.0
463;Delfzijl en omgeving (CR);2004 april;;;;;;;;
464;Delfzijl en omgeving (CR);2004 mei;;;;;;;;
465;Delfzijl en omgeving (CR);2004 juni;;;;;;;;
466;Delfzijl en omgeving (CR);2004 2e kwartaal;96.5;2.7;6.6;124.0;44.2;-12.7;134225.0;17.0
467;Delfzijl en omgeving (CR);2004 juli;;;;;;;;
468;Delfzijl en omgeving (CR);2004 augustus;;;;;;;;
469;Delfzijl en omgeving (CR);2004 september;;;;;;;;
470;Delfzijl en omgeving (CR);2004 3e kwartaal;97.0;0.6;6.9;138.0;11.3;0.0;140546.0;19.0
471;Delfzijl en omgeving (CR);2004 oktober;;;;;;;;
472;Delfzijl en omgeving (CR);2004 november;;;;;;;;
473;Delfzijl en omgeving (CR);2004 december;;;;;;;;
474;Delfzijl en omgeving (CR);2004 4e kwartaal;96.7;-0.3;4.3;147.0;6.5;0.0;148842.0;22.0
475;Delfzijl en omgeving (CR);2004;94.6;6.7;6.7;495.0;-2.2;-2.2;139085.0;69.0
476;Delfzijl en omgeving (CR);2005 januari;;;;;;;;
477;Delfzijl en omgeving (CR);2005 februari;;;;;;;;
478;Delfzijl en omgeving (CR);2005 maart;;;;;;;;
479;Delfzijl en omgeving (CR);2005 1e kwartaal;99.1;2.5;5.5;82.0;-44.2;-4.7;146503.0;12.0
480;Delfzijl en omgeving (CR);2005 april;;;;;;;;
481;Delfzijl en omgeving (CR);2005 mei;;;;;;;;
482;Delfzijl en omgeving (CR);2005 juni;;;;;;;;
483;Delfzijl en omgeving (CR);2005 2e kwartaal;99.2;0.1;2.9;136.0;65.9;9.7;141422.0;19.0
484;Delfzijl en omgeving (CR);2005 juli;;;;;;;;
485;Delfzijl en omgeving (CR);2005 augustus;;;;;;;;
486;Delfzijl en omgeving (CR);2005 september;;;;;;;;
487;Delfzijl en omgeving (CR);2005 3e kwartaal;99.9;0.7;3.0;146.0;7.4;5.8;147264.0;22.0
488;Delfzijl en omgeving (CR);2005 oktober;;;;;;;;
489;Delfzijl en omgeving (CR);2005 november;;;;;;;;
490;Delfzijl en omgeving (CR);2005 december;;;;;;;;
491;Delfzijl en omgeving (CR);2005 4e kwartaal;101.8;1.8;5.2;127.0;-13.0;-13.6;151061.0;19.0
492;Delfzijl en omgeving (CR);2005;100.0;5.7;5.7;491.0;-0.8;-0.8;146501.0;72.0
493;Delfzijl en omgeving (CR);2006 januari;;;;;;;;
494;Delfzijl en omgeving (CR);2006 februari;;;;;;;;
495;Delfzijl en omgeving (CR);2006 maart;;;;;;;;
496;Delfzijl en omgeving (CR);2006 1e kwartaal;105.1;3.3;6.1;108.0;-15.0;31.7;144143.0;16.0
497;Delfzijl en omgeving (CR);2006 april;;;;;;;;
498;Delfzijl en omgeving (CR);2006 mei;;;;;;;;
499;Delfzijl en omgeving (CR);2006 juni;;;;;;;;
500;Delfzijl en omgeving (CR);2006 2e kwartaal;106.2;1.1;7.0;118.0;9.3;-13.2;156303.0;18.0
501;Delfzijl en omgeving (CR);2006 juli;;;;;;;;
502;Delfzijl en omgeving (CR);2006 augustus;;;;;;;;
503;Delfzijl en omgeving (CR);2006 september;;;;;;;;
504;Delfzijl en omgeving (CR);2006 3e kwartaal;108.0;1.7;8.1;120.0;1.7;-17.8;161552.0;19.0
505;Delfzijl en omgeving (CR);2006 oktober;;;;;;;;
506;Delfzijl en omgeving (CR);2006 november;;;;;;;;
507;Delfzijl en omgeving (CR);2006 december;;;;;;;;
508;Delfzijl en omgeving (CR);2006 4e kwartaal;106.2;-1.7;4.4;154.0;28.3;21.3;140931.0;22.0
509;Delfzijl en omgeving (CR);2006;106.5;6.5;6.5;500.0;1.8;1.8;150201.0;75.0
510;Delfzijl en omgeving (CR);2007 januari;;;;;;;;
511;Delfzijl en omgeving (CR);2007 februari;;;;;;;;
512;Delfzijl en omgeving (CR);2007 maart;;;;;;;;
513;Delfzijl en omgeving (CR);2007 1e kwartaal;107.2;0.9;2.0;105.0;-31.8;-2.8;155837.0;16.0
514;Delfzijl en omgeving (CR);2007 april;;;;;;;;
515;Delfzijl en omgeving (CR);2007 mei;;;;;;;;
516;Delfzijl en omgeving (CR);2007 juni;;;;;;;;
517;Delfzijl en omgeving (CR);2007 2e kwartaal;104.8;-2.2;-1.3;136.0;29.5;15.3;154900.0;21.0
518;Delfzijl en omgeving (CR);2007 juli;;;;;;;;
519;Delfzijl en omgeving (CR);2007 augustus;;;;;;;;
520;Delfzijl en omgeving (CR);2007 september;;;;;;;;
521;Delfzijl en omgeving (CR);2007 3e kwartaal;107.2;2.3;-0.7;139.0;2.2;15.8;168275.0;23.0
522;Delfzijl en omgeving (CR);2007 oktober;;;;;;;;
523;Delfzijl en omgeving (CR);2007 november;;;;;;;;
524;Delfzijl en omgeving (CR);2007 december;;;;;;;;
525;Delfzijl en omgeving (CR);2007 4e kwartaal;105.4;-1.7;-0.7;166.0;19.4;7.8;157299.0;26.0
526;Delfzijl en omgeving (CR);2007;106.2;-0.3;-0.3;546.0;9.2;9.2;159215.0;87.0
527;Delfzijl en omgeving (CR);2008 januari;;;;;;;;
528;Delfzijl en omgeving (CR);2008 februari;;;;;;;;
529;Delfzijl en omgeving (CR);2008 maart;;;;;;;;
530;Delfzijl en omgeving (CR);2008 1e kwartaal;107.5;2.0;0.3;110.0;-33.7;4.8;166423.0;18.0
531;Delfzijl en omgeving (CR);2008 april;;;;;;;;
532;Delfzijl en omgeving (CR);2008 mei;;;;;;;;
533;Delfzijl en omgeving (CR);2008 juni;;;;;;;;
534;Delfzijl en omgeving (CR);2008 2e kwartaal;106.4;-1.1;1.4;108.0;-1.8;-20.6;167265.0;18.0
535;Delfzijl en omgeving (CR);2008 juli;;;;;;;;
536;Delfzijl en omgeving (CR);2008 augustus;;;;;;;;
537;Delfzijl en omgeving (CR);2008 september;;;;;;;;
538;Delfzijl en omgeving (CR);2008 3e kwartaal;111.5;4.8;3.9;130.0;20.4;-6.5;166975.0;22.0
539;Delfzijl en omgeving (CR);2008 oktober;;;;;;;;
540;Delfzijl en omgeving (CR);2008 november;;;;;;;;
541;Delfzijl en omgeving (CR);2008 december;;;;;;;;
542;Delfzijl en omgeving (CR);2008 4e kwartaal;108.0;-3.1;2.4;110.0;-15.4;-33.7;174980.0;19.0
543;Delfzijl en omgeving (CR);2008;108.5;2.1;2.1;458.0;-16.1;-16.1;168833.0;77.0
544;Delfzijl en omgeving (CR);2009 januari;;;;;;;;
545;Delfzijl en omgeving (CR);2009 februari;;;;;;;;
546;Delfzijl en omgeving (CR);2009 maart;;;;;;;;
547;Delfzijl en omgeving (CR);2009 1e kwartaal;107.3;-0.6;-0.2;61.0;-44.5;-44.5;138701.0;8.0
548;Delfzijl en omgeving (CR);2009 april;;;;;;;;
549;Delfzijl en omgeving (CR);2009 mei;;;;;;;;
550;Delfzijl en omgeving (CR);2009 juni;;;;;;;;
551;Delfzijl en omgeving (CR);2009 2e kwartaal;102.3;-4.6;-3.8;72.0;18.0;-33.3;144017.0;10.0
552;Delfzijl en omgeving (CR);2009 juli;;;;;;;;
553;Delfzijl en omgeving (CR);2009 augustus;;;;;;;;
554;Delfzijl en omgeving (CR);2009 september;;;;;;;;
555;Delfzijl en omgeving (CR);2009 3e kwartaal;103.6;1.3;-7.0;86.0;19.4;-33.8;146181.0;13.0
556;Delfzijl en omgeving (CR);2009 oktober;;;;;;;;
557;Delfzijl en omgeving (CR);2009 november;;;;;;;;
558;Delfzijl en omgeving (CR);2009 december;;;;;;;;
559;Delfzijl en omgeving (CR);2009 4e kwartaal;107.2;3.5;-0.7;76.0;-11.6;-30.9;168319.0;13.0
560;Delfzijl en omgeving (CR);2009;105.9;-2.4;-2.4;295.0;-35.6;-35.6;149810.0;44.0
561;Delfzijl en omgeving (CR);2010 januari;;;;;;;;
562;Delfzijl en omgeving (CR);2010 februari;;;;;;;;
563;Delfzijl en omgeving (CR);2010 maart;;;;;;;;
564;Delfzijl en omgeving (CR);2010 1e kwartaal;105.8;-1.3;-1.4;72.0;-5.3;18.0;150195.0;11.0
565;Delfzijl en omgeving (CR);2010 april;;;;;;;;
566;Delfzijl en omgeving (CR);2010 mei;;;;;;;;
567;Delfzijl en omgeving (CR);2010 juni;;;;;;;;
568;Delfzijl en omgeving (CR);2010 2e kwartaal;107.8;1.9;5.3;68.0;-5.6;-5.6;158610.0;11.0
569;Delfzijl en omgeving (CR);2010 juli;;;;;;;;
570;Delfzijl en omgeving (CR);2010 augustus;;;;;;;;
571;Delfzijl en omgeving (CR);2010 september;;;;;;;;
572;Delfzijl en omgeving (CR);2010 3e kwartaal;100.7;-6.5;-2.8;73.0;7.4;-15.1;139644.0;10.0
573;Delfzijl en omgeving (CR);2010 oktober;;;;;;;;
574;Delfzijl en omgeving (CR);2010 november;;;;;;;;
575;Delfzijl en omgeving (CR);2010 december;;;;;;;;
576;Delfzijl en omgeving (CR);2010 4e kwartaal;102.8;2.0;-4.2;71.0;-2.7;-6.6;161757.0;11.0
577;Delfzijl en omgeving (CR);2010;107.0;1.1;1.1;284.0;-3.7;-3.7;152389.0;43.0
578;Delfzijl en omgeving (CR);2011 januari;;;;;;;;
579;Delfzijl en omgeving (CR);2011 februari;;;;;;;;
580;Delfzijl en omgeving (CR);2011 maart;;;;;;;;
581;Delfzijl en omgeving (CR);2011 1e kwartaal;96.9;-5.7;-8.4;63.0;-11.3;-12.5;158667.0;10.0
582;Delfzijl en omgeving (CR);2011 april;;;;;;;;
583;Delfzijl en omgeving (CR);2011 mei;;;;;;;;
584;Delfzijl en omgeving (CR);2011 juni;;;;;;;;
585;Delfzijl en omgeving (CR);2011 2e kwartaal;99.2;2.4;-8.0;74.0;17.5;8.8;147085.0;11.0
586;Delfzijl en omgeving (CR);2011 juli;;;;;;;;
587;Delfzijl en omgeving (CR);2011 augustus;;;;;;;;
588;Delfzijl en omgeving (CR);2011 september;;;;;;;;
589;Delfzijl en omgeving (CR);2011 3e kwartaal;99.4;0.2;-1.3;65.0;-12.2;-11.0;151532.0;10.0
590;Delfzijl en omgeving (CR);2011 oktober;;;;;;;;
591;Delfzijl en omgeving (CR);2011 november;;;;;;;;
592;Delfzijl en omgeving (CR);2011 december;;;;;;;;
593;Delfzijl en omgeving (CR);2011 4e kwartaal;103.2;3.8;0.4;67.0;3.1;-5.6;170926.0;11.0
594;Delfzijl en omgeving (CR);2011;106.1;-0.8;-0.8;269.0;-5.3;-5.3;156810.0;42.0
595;Delfzijl en omgeving (CR);2012 januari;;;;;;;;
596;Delfzijl en omgeving (CR);2012 februari;;;;;;;;
597;Delfzijl en omgeving (CR);2012 maart;;;;;;;;
598;Delfzijl en omgeving (CR);2012 1e kwartaal;97.4;-5.7;0.5;46.0;-31.3;-27.0;159685.0;7.0
599;Delfzijl en omgeving (CR);2012 april;;;;;;;;
600;Delfzijl en omgeving (CR);2012 mei;;;;;;;;
601;Delfzijl en omgeving (CR);2012 juni;;;;;;;;
602;Delfzijl en omgeving (CR);2012 2e kwartaal;94.8;-2.6;-4.4;74.0;60.9;0.0;146747.0;11.0
603;Delfzijl en omgeving (CR);2012 juli;;;;;;;;
604;Delfzijl en omgeving (CR);2012 augustus;;;;;;;;
605;Delfzijl en omgeving (CR);2012 september;;;;;;;;
606;Delfzijl en omgeving (CR);2012 3e kwartaal;90.8;-4.2;-8.7;59.0;-20.3;-9.2;139216.0;8.0
607;Delfzijl en omgeving (CR);2012 oktober;;;;;;;;
608;Delfzijl en omgeving (CR);2012 november;;;;;;;;
609;Delfzijl en omgeving (CR);2012 december;;;;;;;;
610;Delfzijl en omgeving (CR);2012 4e kwartaal;91.5;0.7;-11.4;79.0;33.9;17.9;149413.0;12.0
611;Delfzijl en omgeving (CR);2012;101.2;-4.7;-4.7;258.0;-4.1;-4.1;148148.0;38.0
612;Overig Groningen (CR);1995 januari;;;;;;;;
613;Overig Groningen (CR);1995 februari;;;;;;;;
614;Overig Groningen (CR);1995 maart;;;;;;;;
615;Overig Groningen (CR);1995 1e kwartaal;39.9;;;639.0;;;69484.0;44.0
616;Overig Groningen (CR);1995 april;;;;;;;;
617;Overig Groningen (CR);1995 mei;;;;;;;;
618;Overig Groningen (CR);1995 juni;;;;;;;;
619;Overig Groningen (CR);1995 2e kwartaal;40.5;1.4;;707.0;10.6;;70016.0;50.0
620;Overig Groningen (CR);1995 juli;;;;;;;;
621;Overig Groningen (CR);1995 augustus;;;;;;;;
622;Overig Groningen (CR);1995 september;;;;;;;;
623;Overig Groningen (CR);1995 3e kwartaal;41.1;1.6;;952.0;34.7;;72016.0;69.0
624;Overig Groningen (CR);1995 oktober;;;;;;;;
625;Overig Groningen (CR);1995 november;;;;;;;;
626;Overig Groningen (CR);1995 december;;;;;;;;
627;Overig Groningen (CR);1995 4e kwartaal;41.8;1.7;;1034.0;8.6;;71019.0;73.0
628;Overig Groningen (CR);1995;40.3;;;3332.0;;;70797.0;236.0
629;Overig Groningen (CR);1996 januari;;;;;;;;
630;Overig Groningen (CR);1996 februari;;;;;;;;
631;Overig Groningen (CR);1996 maart;;;;;;;;
632;Overig Groningen (CR);1996 1e kwartaal;42.3;1.0;5.9;786.0;-24.0;23.0;73021.0;57.0
633;Overig Groningen (CR);1996 april;;;;;;;;
634;Overig Groningen (CR);1996 mei;;;;;;;;
635;Overig Groningen (CR);1996 juni;;;;;;;;
636;Overig Groningen (CR);1996 2e kwartaal;44.0;4.1;8.7;987.0;25.6;39.6;75658.0;75.0
637;Overig Groningen (CR);1996 juli;;;;;;;;
638;Overig Groningen (CR);1996 augustus;;;;;;;;
639;Overig Groningen (CR);1996 september;;;;;;;;
640;Overig Groningen (CR);1996 3e kwartaal;44.9;2.2;9.3;1103.0;11.8;15.9;76436.0;84.0
641;Overig Groningen (CR);1996 oktober;;;;;;;;
642;Overig Groningen (CR);1996 november;;;;;;;;
643;Overig Groningen (CR);1996 december;;;;;;;;
644;Overig Groningen (CR);1996 4e kwartaal;45.3;0.8;8.2;1231.0;11.6;19.1;77362.0;95.0
645;Overig Groningen (CR);1996;43.5;8.1;8.1;4107.0;23.3;23.3;75873.0;312.0
646;Overig Groningen (CR);1997 januari;;;;;;;;
647;Overig Groningen (CR);1997 februari;;;;;;;;
648;Overig Groningen (CR);1997 maart;;;;;;;;
649;Overig Groningen (CR);1997 1e kwartaal;46.0;1.5;8.8;855.0;-30.5;8.8;78475.0;67.0
650;Overig Groningen (CR);1997 april;;;;;;;;
651;Overig Groningen (CR);1997 mei;;;;;;;;
652;Overig Groningen (CR);1997 juni;;;;;;;;
653;Overig Groningen (CR);1997 2e kwartaal;47.1;2.4;7.1;1185.0;38.6;20.1;84014.0;100.0
654;Overig Groningen (CR);1997 juli;;;;;;;;
655;Overig Groningen (CR);1997 augustus;;;;;;;;
656;Overig Groningen (CR);1997 september;;;;;;;;
657;Overig Groningen (CR);1997 3e kwartaal;48.2;2.4;7.3;1113.0;-6.1;0.9;82404.0;92.0
658;Overig Groningen (CR);1997 oktober;;;;;;;;
659;Overig Groningen (CR);1997 november;;;;;;;;
660;Overig Groningen (CR);1997 december;;;;;;;;
661;Overig Groningen (CR);1997 4e kwartaal;49.1;1.8;8.3;1096.0;-1.5;-11.0;84869.0;93.0
662;Overig Groningen (CR);1997;46.9;7.8;7.8;4249.0;3.5;3.5;82698.0;351.0
663;Overig Groningen (CR);1998 januari;;;;;;;;
664;Overig Groningen (CR);1998 februari;;;;;;;;
665;Overig Groningen (CR);1998 maart;;;;;;;;
666;Overig Groningen (CR);1998 1e kwartaal;49.5;0.8;7.6;790.0;-27.9;-7.6;84352.0;67.0
667;Overig Groningen (CR);1998 april;;;;;;;;
668;Overig Groningen (CR);1998 mei;;;;;;;;
669;Overig Groningen (CR);1998 juni;;;;;;;;
670;Overig Groningen (CR);1998 2e kwartaal;49.7;0.4;5.5;1002.0;26.8;-15.4;84555.0;85.0
671;Overig Groningen (CR);1998 juli;;;;;;;;
672;Overig Groningen (CR);1998 augustus;;;;;;;;
673;Overig Groningen (CR);1998 september;;;;;;;;
674;Overig Groningen (CR);1998 3e kwartaal;51.4;3.6;6.7;1189.0;18.7;6.8;91419.0;109.0
675;Overig Groningen (CR);1998 oktober;;;;;;;;
676;Overig Groningen (CR);1998 november;;;;;;;;
677;Overig Groningen (CR);1998 december;;;;;;;;
678;Overig Groningen (CR);1998 4e kwartaal;51.3;-0.2;4.6;1302.0;9.5;18.8;86923.0;113.0
679;Overig Groningen (CR);1998;49.8;6.0;6.0;4283.0;0.8;0.8;87143.0;373.0
680;Overig Groningen (CR);1999 januari;;;;;;;;
681;Overig Groningen (CR);1999 februari;;;;;;;;
682;Overig Groningen (CR);1999 maart;;;;;;;;
683;Overig Groningen (CR);1999 1e kwartaal;53.6;4.4;8.3;1021.0;-21.6;29.2;92348.0;94.0
684;Overig Groningen (CR);1999 april;;;;;;;;
685;Overig Groningen (CR);1999 mei;;;;;;;;
686;Overig Groningen (CR);1999 juni;;;;;;;;
687;Overig Groningen (CR);1999 2e kwartaal;55.6;3.8;11.9;1162.0;13.8;16.0;93989.0;109.0
688;Overig Groningen (CR);1999 juli;;;;;;;;
689;Overig Groningen (CR);1999 augustus;;;;;;;;
690;Overig Groningen (CR);1999 september;;;;;;;;
691;Overig Groningen (CR);1999 3e kwartaal;58.1;4.5;12.9;1415.0;21.8;19.0;99878.0;141.0
692;Overig Groningen (CR);1999 oktober;;;;;;;;
693;Overig Groningen (CR);1999 november;;;;;;;;
694;Overig Groningen (CR);1999 december;;;;;;;;
695;Overig Groningen (CR);1999 4e kwartaal;60.3;3.9;17.5;1251.0;-11.6;-3.9;103853.0;130.0
696;Overig Groningen (CR);1999;55.3;11.1;11.1;4849.0;13.2;13.2;97907.0;475.0
697;Overig Groningen (CR);2000 januari;;;;;;;;
698;Overig Groningen (CR);2000 februari;;;;;;;;
699;Overig Groningen (CR);2000 maart;;;;;;;;
700;Overig Groningen (CR);2000 1e kwartaal;62.4;3.5;16.5;907.0;-27.5;-11.2;111230.0;101.0
701;Overig Groningen (CR);2000 april;;;;;;;;
702;Overig Groningen (CR);2000 mei;;;;;;;;
703;Overig Groningen (CR);2000 juni;;;;;;;;
704;Overig Groningen (CR);2000 2e kwartaal;64.0;2.6;15.2;1043.0;15.0;-10.2;110305.0;115.0
705;Overig Groningen (CR);2000 juli;;;;;;;;
706;Overig Groningen (CR);2000 augustus;;;;;;;;
707;Overig Groningen (CR);2000 september;;;;;;;;
708;Overig Groningen (CR);2000 3e kwartaal;67.8;5.9;16.7;1159.0;11.1;-18.1;115477.0;134.0
709;Overig Groningen (CR);2000 oktober;;;;;;;;
710;Overig Groningen (CR);2000 november;;;;;;;;
711;Overig Groningen (CR);2000 december;;;;;;;;
712;Overig Groningen (CR);2000 4e kwartaal;69.8;2.9;15.7;1115.0;-3.8;-10.9;120894.0;135.0
713;Overig Groningen (CR);2000;64.0;15.8;15.8;4224.0;-12.9;-12.9;114718.0;485.0
714;Overig Groningen (CR);2001 januari;;;;;;;;
715;Overig Groningen (CR);2001 februari;;;;;;;;
716;Overig Groningen (CR);2001 maart;;;;;;;;
717;Overig Groningen (CR);2001 1e kwartaal;71.9;3.0;15.1;868.0;-22.2;-4.3;122529.0;106.0
718;Overig Groningen (CR);2001 april;;;;;;;;
719;Overig Groningen (CR);2001 mei;;;;;;;;
720;Overig Groningen (CR);2001 juni;;;;;;;;
721;Overig Groningen (CR);2001 2e kwartaal;73.3;2.0;14.5;1085.0;25.0;4.0;127516.0;138.0
722;Overig Groningen (CR);2001 juli;;;;;;;;
723;Overig Groningen (CR);2001 augustus;;;;;;;;
724;Overig Groningen (CR);2001 september;;;;;;;;
725;Overig Groningen (CR);2001 3e kwartaal;77.7;5.9;14.5;1282.0;18.2;10.6;138381.0;177.0
726;Overig Groningen (CR);2001 oktober;;;;;;;;
727;Overig Groningen (CR);2001 november;;;;;;;;
728;Overig Groningen (CR);2001 december;;;;;;;;
729;Overig Groningen (CR);2001 4e kwartaal;78.1;0.5;11.8;1140.0;-11.1;2.2;141820.0;162.0
730;Overig Groningen (CR);2001;73.1;14.2;14.2;4375.0;3.6;3.6;133438.0;584.0
731;Overig Groningen (CR);2002 januari;;;;;;;;
732;Overig Groningen (CR);2002 februari;;;;;;;;
