ID;SectorBranchesSIC2008;Periods;Value_1;Price_2;Volume_3;Value_4;Price_5;Volume_6
98;Hotels, restaurants and bars;2010 November;97.1;100.8;96.3;2.7;1.6;1.1
99;Hotels, restaurants and bars;2010 December;97.0;100.4;96.5;1.9;1.8;0.1
100;Hotels, restaurants and bars;2010 4th quarter;101.0;100.7;100.3;3.4;1.9;1.5
101;Hotels, restaurants and bars;2010;100.0;100.0;100.0;-1.2;2.0;-3.1
102;Hotels, restaurants and bars;2011 January;88.3;101.1;87.3;5.5;2.1;3.3
103;Hotels, restaurants and bars;2011 February;86.4;101.7;85.0;4.2;2.4;1.7
104;Hotels, restaurants and bars;2011 March;100.2;102.2;98.1;8.8;2.6;6.0
105;Hotels, restaurants and bars;2011 1st quarter;91.6;101.6;90.1;6.2;2.4;3.7
106;Hotels, restaurants and bars;2011 April;112.3;102.6;109.5;7.5;2.5;4.8
107;Hotels, restaurants and bars;2011 May;112.6;102.9;109.4;4.9;2.9;2.0
108;Hotels, restaurants and bars;2011 June;115.0;102.9;111.8;8.7;2.8;5.7
109;Hotels, restaurants and bars;2011 2nd quarter;113.3;102.8;110.2;7.0;2.7;4.2
110;Hotels, restaurants and bars;2011 July;111.2;102.2;108.8;3.0;3.0;0.0
111;Hotels, restaurants and bars;2011 August;106.7;102.1;104.6;0.6;2.3;-1.6
112;Hotels, restaurants and bars;2011 September;112.4;103.7;108.4;5.2;2.7;2.5
113;Hotels, restaurants and bars;2011 3rd quarter;110.1;102.7;107.2;3.0;2.6;0.3
114;Hotels, restaurants and bars;2011 October;109.6;103.6;105.7;0.6;2.8;-2.1
115;Hotels, restaurants and bars;2011 November;101.0;103.2;97.8;4.1;2.5;1.6
116;Hotels, restaurants and bars;2011 December;102.3;102.8;99.4;5.5;2.4;3.0
117;Hotels, restaurants and bars;2011 4th quarter;104.3;103.2;101.0;3.3;2.5;0.7
118;Hotels, restaurants and bars;2011;104.8;102.6;102.1;4.8;2.6;2.2
119;Hotels, restaurants and bars;2012 January;90.7;103.0;88.0;2.7;1.9;0.7
120;Hotels, restaurants and bars;2012 February;89.1;103.5;86.1;3.1;1.8;1.3
121;Hotels, restaurants and bars;2012 March;104.5;103.4;101.0;4.3;1.2;3.0
122;Hotels, restaurants and bars;2012 1st quarter;94.7;103.3;91.7;3.4;1.6;1.7
123;Hotels, restaurants and bars;2012 April;112.6;104.5;107.7;0.3;1.9;-1.6
124;Hotels, restaurants and bars;2012 May;116.5;104.8;111.2;3.5;1.8;1.6
125;Hotels, restaurants and bars;2012 June;115.4;104.6;110.4;0.4;1.6;-1.2
126;Hotels, restaurants and bars;2012 2nd quarter;114.8;104.6;109.8;1.4;1.8;-0.4
127;Hotels, restaurants and bars;2012 July;110.2;104.6;105.3;-0.8;2.4;-3.2
128;Hotels, restaurants and bars;2012 August;109.4;104.1;105.1;2.5;2.0;0.5
129;Hotels, restaurants and bars;2012 September;113.0;105.1;107.5;0.6;1.3;-0.8
130;Hotels, restaurants and bars;2012 3rd quarter;110.9;104.6;106.0;0.7;1.9;-1.2
131;Hotels, restaurants and bars;2012 October;108.1;105.4;102.6;-1.4;1.7;-3.0
132;Hotels, restaurants and bars;2012 November;102.3;105.2;97.3;1.3;1.9;-0.5
133;Hotels, restaurants and bars;2012 December;104.7;105.1;99.6;2.4;2.2;0.2
134;Hotels, restaurants and bars;2012  4th quarter;105.0;105.2;99.8;0.7;1.9;-1.2
135;Hotels, restaurants and bars;2012;106.4;104.4;101.8;1.5;1.8;-0.3
136;Hotels, restaurants and bars;2013 January;89.6;105.2;85.2;-1.2;2.1;-3.2
137;Hotels, restaurants and bars;2013 February;86.8;105.5;82.2;-2.6;1.9;-4.5
138;Hotels, restaurants and bars;2013 March;102.5;105.8;96.8;-1.9;2.3;-4.2
139;Hotels, restaurants and bars;2013 1st quarter;92.9;105.5;88.1;-1.9;2.1;-3.9
140;Hotels, restaurants and bars;2013 April;111.7;106.1;105.3;-0.8;1.5;-2.2
141;Hotels, restaurants and bars;2013 May;117.2;106.8;109.7;0.6;1.9;-1.3
142;Hotels, restaurants and bars;2013 June;118.1;106.8;110.6;2.3;2.1;0.2
143;Hotels, restaurants and bars;2013 2nd quarter;115.7;106.5;108.6;0.7;1.8;-1.1
144;Hotels, restaurants and bars;2013 July;112.2;106.8;105.1;1.8;2.0;-0.3
145;Hotels, restaurants and bars;2013 August;114.4;106.9;107.0;4.6;2.7;1.9
146;Hotels, restaurants and bars;2013 September;112.4;107.6;104.5;-0.6;2.4;-2.9
147;Hotels, restaurants and bars;2013 3rd quarter;113.0;107.1;105.5;1.9;2.3;-0.4
148;Hotels, restaurants and bars;2013 October;109.1;107.3;101.7;1.0;1.9;-0.9
149;Hotels, restaurants and bars;2013 November;104.4;106.9;97.6;2.0;1.7;0.3
150;Hotels, restaurants and bars;2013 December;104.9;106.5;98.5;0.2;1.3;-1.1
151;Hotels, restaurants and bars;2013 4th quarter;106.1;106.9;99.2;1.0;1.6;-0.6
152;Hotels, restaurants and bars;2013;106.9;106.5;100.4;0.5;2.0;-1.4
153;I Accommodation and food serving;2005 January;;;;;;
154;I Accommodation and food serving;2005 February;;;;;;
155;I Accommodation and food serving;2005 March;;;;;;
156;I Accommodation and food serving;2005 1st quarter;83.6;;;;;
157;I Accommodation and food serving;2005 April;;;;;;
158;I Accommodation and food serving;2005 May;;;;;;
159;I Accommodation and food serving;2005 June;;;;;;
160;I Accommodation and food serving;2005 2nd quarter;100.1;;;;;
161;I Accommodation and food serving;2005 July;;;;;;
162;I Accommodation and food serving;2005 August;;;;;;
163;I Accommodation and food serving;2005 September;;;;;;
164;I Accommodation and food serving;2005 3rd quarter;101.5;;;;;
165;I Accommodation and food serving;2005 October;;;;;;
166;I Accommodation and food serving;2005 November;;;;;;
167;I Accommodation and food serving;2005 December;;;;;;
168;I Accommodation and food serving;2005 4th quarter;96.2;;;;;
169;I Accommodation and food serving;2005;95.3;;;;;
170;I Accommodation and food serving;2006 January;;;;;;
171;I Accommodation and food serving;2006 February;;;;;;
172;I Accommodation and food serving;2006 March;;;;;;
173;I Accommodation and food serving;2006 1st quarter;86.6;;;3.5;;
174;I Accommodation and food serving;2006 April;;;;;;
175;I Accommodation and food serving;2006 May;;;;;;
176;I Accommodation and food serving;2006 June;;;;;;
177;I Accommodation and food serving;2006 2nd quarter;105.4;;;5.3;;
178;I Accommodation and food serving;2006 July;;;;;;
179;I Accommodation and food serving;2006 August;;;;;;
180;I Accommodation and food serving;2006 September;;;;;;
181;I Accommodation and food serving;2006 3rd quarter;106.6;;;5.0;;
182;I Accommodation and food serving;2006 October;;;;;;
183;I Accommodation and food serving;2006 November;;;;;;
184;I Accommodation and food serving;2006 December;;;;;;
185;I Accommodation and food serving;2006 4th quarter;101.1;;;5.1;;
186;I Accommodation and food serving;2006;99.9;;;4.8;;
187;I Accommodation and food serving;2007 January;;;;;;
188;I Accommodation and food serving;2007 February;;;;;;
189;I Accommodation and food serving;2007 March;;;;;;
190;I Accommodation and food serving;2007 1st quarter;92.8;;;7.2;;
191;I Accommodation and food serving;2007 April;;;;;;
192;I Accommodation and food serving;2007 May;;;;;;
193;I Accommodation and food serving;2007 June;;;;;;
194;I Accommodation and food serving;2007 2nd quarter;113.1;;;7.3;;
195;I Accommodation and food serving;2007 July;;;;;;
196;I Accommodation and food serving;2007 August;;;;;;
197;I Accommodation and food serving;2007 September;;;;;;
198;I Accommodation and food serving;2007 3rd quarter;110.2;;;3.4;;
199;I Accommodation and food serving;2007 October;;;;;;
200;I Accommodation and food serving;2007 November;;;;;;
201;I Accommodation and food serving;2007 December;;;;;;
202;I Accommodation and food serving;2007 4th quarter;105.5;;;4.4;;
203;I Accommodation and food serving;2007;105.4;;;5.5;;
204;I Accommodation and food serving;2008 January;;;;;;
205;I Accommodation and food serving;2008 February;;;;;;
206;I Accommodation and food serving;2008 March;;;;;;
207;I Accommodation and food serving;2008 1st quarter;96.3;;;3.8;;
208;I Accommodation and food serving;2008 April;;;;;;
209;I Accommodation and food serving;2008 May;;;;;;
210;I Accommodation and food serving;2008 June;;;;;;
211;I Accommodation and food serving;2008 2nd quarter;113.9;;;0.7;;
212;I Accommodation and food serving;2008 July;;;;;;
213;I Accommodation and food serving;2008 August;;;;;;
214;I Accommodation and food serving;2008 September;;;;;;
215;I Accommodation and food serving;2008 3rd quarter;109.3;;;-0.9;;
216;I Accommodation and food serving;2008 October;;;;;;
217;I Accommodation and food serving;2008 November;;;;;;
218;I Accommodation and food serving;2008 December;;;;;;
219;I Accommodation and food serving;2008 4th quarter;102.7;;;-2.7;;
220;I Accommodation and food serving;2008;105.5;;;0.1;;
221;I Accommodation and food serving;2009 January;;;;;;
222;I Accommodation and food serving;2009 February;;;;;;
223;I Accommodation and food serving;2009 March;;;;;;
224;I Accommodation and food serving;2009 1st quarter;91.8;;;-4.8;;
225;I Accommodation and food serving;2009 April;;;;;;
226;I Accommodation and food serving;2009 May;;;;;;
227;I Accommodation and food serving;2009 June;;;;;;
228;I Accommodation and food serving;2009 2nd quarter;108.1;;;-5.1;;
229;I Accommodation and food serving;2009 July;;;;;;
230;I Accommodation and food serving;2009 August;;;;;;
231;I Accommodation and food serving;2009 September;;;;;;
232;I Accommodation and food serving;2009 3rd quarter;105.1;;;-3.8;;
233;I Accommodation and food serving;2009 October;;;;;;
234;I Accommodation and food serving;2009 November;;;;;;
235;I Accommodation and food serving;2009 December;;;;;;
236;I Accommodation and food serving;2009 4th quarter;97.1;;;-5.5;;
237;I Accommodation and food serving;2009;100.5;;;-4.8;;
238;I Accommodation and food serving;2010 January;;;;;;
239;I Accommodation and food serving;2010 February;;;;;;
240;I Accommodation and food serving;2010 March;;;;;;
241;I Accommodation and food serving;2010 1st quarter;87.8;;;-4.3;;
242;I Accommodation and food serving;2010 April;;;;;;
243;I Accommodation and food serving;2010 May;;;;;;
244;I Accommodation and food serving;2010 June;;;;;;
245;I Accommodation and food serving;2010 2nd quarter;104.7;;;-3.1;;
246;I Accommodation and food serving;2010 July;;;;;;
247;I Accommodation and food serving;2010 August;;;;;;
248;I Accommodation and food serving;2010 September;;;;;;
249;I Accommodation and food serving;2010 3rd quarter;106.7;;;1.5;;
250;I Accommodation and food serving;2010 October;;;;;;
251;I Accommodation and food serving;2010 November;;;;;;
252;I Accommodation and food serving;2010 December;;;;;;
253;I Accommodation and food serving;2010 4th quarter;100.8;;;3.9;;
254;I Accommodation and food serving;2010;100.0;;;-0.5;;
255;I Accommodation and food serving;2011 January;;;;;;
256;I Accommodation and food serving;2011 February;;;;;;
257;I Accommodation and food serving;2011 March;;;;;;
258;I Accommodation and food serving;2011 1st quarter;91.5;;;4.2;;
259;I Accommodation and food serving;2011 April;;;;;;
260;I Accommodation and food serving;2011 May;;;;;;
261;I Accommodation and food serving;2011 June;;;;;;
262;I Accommodation and food serving;2011 2nd quarter;111.5;;;6.5;;
263;I Accommodation and food serving;2011 July;;;;;;
264;I Accommodation and food serving;2011 August;;;;;;
265;I Accommodation and food serving;2011 September;;;;;;
266;I Accommodation and food serving;2011 3rd quarter;109.2;;;2.3;;
267;I Accommodation and food serving;2011 October;;;;;;
268;I Accommodation and food serving;2011 November;;;;;;
269;I Accommodation and food serving;2011 December;;;;;;
270;I Accommodation and food serving;2011 4th quarter;103.5;;;2.6;;
271;I Accommodation and food serving;2011;103.9;;;3.9;;
272;I Accommodation and food serving;2012 January;;;;;;
273;I Accommodation and food serving;2012 February;;;;;;
274;I Accommodation and food serving;2012 March;;;;;;
275;I Accommodation and food serving;2012 1st quarter;94.0;;;2.8;;
276;I Accommodation and food serving;2012 April;;;;;;
277;I Accommodation and food serving;2012 May;;;;;;
278;I Accommodation and food serving;2012 June;;;;;;
279;I Accommodation and food serving;2012 2nd quarter;113.7;;;1.9;;
280;I Accommodation and food serving;2012 July;;;;;;
281;I Accommodation and food serving;2012 August;;;;;;
282;I Accommodation and food serving;2012 September;;;;;;
283;I Accommodation and food serving;2012 3rd quarter;110.4;;;1.2;;
284;I Accommodation and food serving;2012 October;;;;;;
285;I Accommodation and food serving;2012 November;;;;;;
286;I Accommodation and food serving;2012 December;;;;;;
287;I Accommodation and food serving;2012  4th quarter;104.1;;;0.6;;
288;I Accommodation and food serving;2012;105.6;;;1.6;;
289;I Accommodation and food serving;2013 January;;;;;;
290;I Accommodation and food serving;2013 February;;;;;;
291;I Accommodation and food serving;2013 March;;;;;;
292;I Accommodation and food serving;2013 1st quarter;92.1;;;-2.0;;
293;I Accommodation and food serving;2013 April;;;;;;
294;I Accommodation and food serving;2013 May;;;;;;
295;I Accommodation and food serving;2013 June;;;;;;
296;I Accommodation and food serving;2013 2nd quarter;114.1;;;0.4;;
297;I Accommodation and food serving;2013 July;;;;;;
298;I Accommodation and food serving;2013 August;;;;;;
299;I Accommodation and food serving;2013 September;;;;;;
300;I Accommodation and food serving;2013 3rd quarter;113.4;;;2.6;;
301;I Accommodation and food serving;2013 October;;;;;;
302;I Accommodation and food serving;2013 November;;;;;;
303;I Accommodation and food serving;2013 December;;;;;;
304;I Accommodation and food serving;2013 4th quarter;105.7;;;1.5;;
305;I Accommodation and food serving;2013;106.3;;;0.7;;
306;55 Accommodation;2005 January;;;;;;
307;55 Accommodation;2005 February;;;;;;
308;55 Accommodation;2005 March;;;;;;
309;55 Accommodation;2005 1st quarter;76.8;;;;;
310;55 Accommodation;2005 April;;;;;;
311;55 Accommodation;2005 May;;;;;;
312;55 Accommodation;2005 June;;;;;;
313;55 Accommodation;2005 2nd quarter;98.7;;;;;
314;55 Accommodation;2005 July;;;;;;
315;55 Accommodation;2005 August;;;;;;
316;55 Accommodation;2005 September;;;;;;
317;55 Accommodation;2005 3rd quarter;99.2;;;;;
318;55 Accommodation;2005 October;;;;;;
319;55 Accommodation;2005 November;;;;;;
320;55 Accommodation;2005 December;;;;;;
321;55 Accommodation;2005 4th quarter;88.0;;;;;
322;55 Accommodation;2005;90.7;;;;;
323;55 Accommodation;2006 January;;;;;;
324;55 Accommodation;2006 February;;;;;;
325;55 Accommodation;2006 March;;;;;;
326;55 Accommodation;2006 1st quarter;78.6;;;2.3;;
327;55 Accommodation;2006 April;;;;;;
328;55 Accommodation;2006 May;;;;;;
329;55 Accommodation;2006 June;;;;;;
330;55 Accommodation;2006 2nd quarter;107.0;;;8.5;;
331;55 Accommodation;2006 July;;;;;;
332;55 Accommodation;2006 August;;;;;;
333;55 Accommodation;2006 September;;;;;;
334;55 Accommodation;2006 3rd quarter;104.3;;;5.1;;
335;55 Accommodation;2006 October;;;;;;
336;55 Accommodation;2006 November;;;;;;
337;55 Accommodation;2006 December;;;;;;
338;55 Accommodation;2006 4th quarter;91.8;;;4.3;;
339;55 Accommodation;2006;95.4;;;5.2;;
340;55 Accommodation;2007 January;;;;;;
341;55 Accommodation;2007 February;;;;;;
342;55 Accommodation;2007 March;;;;;;
343;55 Accommodation;2007 1st quarter;83.7;;;6.5;;
344;55 Accommodation;2007 April;;;;;;
345;55 Accommodation;2007 May;;;;;;
346;55 Accommodation;2007 June;;;;;;
347;55 Accommodation;2007 2nd quarter;112.2;;;4.8;;
348;55 Accommodation;2007 July;;;;;;
349;55 Accommodation;2007 August;;;;;;
350;55 Accommodation;2007 September;;;;;;
351;55 Accommodation;2007 3rd quarter;109.0;;;4.5;;
352;55 Accommodation;2007 October;;;;;;
353;55 Accommodation;2007 November;;;;;;
354;55 Accommodation;2007 December;;;;;;
355;55 Accommodation;2007 4th quarter;98.3;;;7.1;;
356;55 Accommodation;2007;100.8;;;5.6;;
357;55 Accommodation;2008 January;;;;;;
358;55 Accommodation;2008 February;;;;;;
359;55 Accommodation;2008 March;;;;;;
360;55 Accommodation;2008 1st quarter;89.1;;;6.4;;
361;55 Accommodation;2008 April;;;;;;
362;55 Accommodation;2008 May;;;;;;
363;55 Accommodation;2008 June;;;;;;
364;55 Accommodation;2008 2nd quarter;116.6;;;4.0;;
365;55 Accommodation;2008 July;;;;;;
366;55 Accommodation;2008 August;;;;;;
367;55 Accommodation;2008 September;;;;;;
368;55 Accommodation;2008 3rd quarter;110.3;;;1.2;;
369;55 Accommodation;2008 October;;;;;;
370;55 Accommodation;2008 November;;;;;;
371;55 Accommodation;2008 December;;;;;;
372;55 Accommodation;2008 4th quarter;96.8;;;-1.5;;
373;55 Accommodation;2008;103.2;;;2.4;;
374;55 Accommodation;2009 January;;;;;;
375;55 Accommodation;2009 February;;;;;;
376;55 Accommodation;2009 March;;;;;;
377;55 Accommodation;2009 1st quarter;85.2;;;-4.4;;
378;55 Accommodation;2009 April;;;;;;
379;55 Accommodation;2009 May;;;;;;
380;55 Accommodation;2009 June;;;;;;
381;55 Accommodation;2009 2nd quarter;108.7;;;-6.8;;
382;55 Accommodation;2009 July;;;;;;
383;55 Accommodation;2009 August;;;;;;
384;55 Accommodation;2009 September;;;;;;
385;55 Accommodation;2009 3rd quarter;108.0;;;-2.1;;
386;55 Accommodation;2009 October;;;;;;
387;55 Accommodation;2009 November;;;;;;
388;55 Accommodation;2009 December;;;;;;
389;55 Accommodation;2009 4th quarter;90.5;;;-6.5;;
390;55 Accommodation;2009;98.1;;;-4.9;;
391;55 Accommodation;2010 January;;;;;;
392;55 Accommodation;2010 February;;;;;;
393;55 Accommodation;2010 March;;;;;;
394;55 Accommodation;2010 1st quarter;82.4;;;-3.3;;
395;55 Accommodation;2010 April;;;;;;
396;55 Accommodation;2010 May;;;;;;
397;55 Accommodation;2010 June;;;;;;
398;55 Accommodation;2010 2nd quarter;107.2;;;-1.4;;
399;55 Accommodation;2010 July;;;;;;
400;55 Accommodation;2010 August;;;;;;
401;55 Accommodation;2010 September;;;;;;
402;55 Accommodation;2010 3rd quarter;110.8;;;2.6;;
403;55 Accommodation;2010 October;;;;;;
404;55 Accommodation;2010 November;;;;;;
405;55 Accommodation;2010 December;;;;;;
406;55 Accommodation;2010 4th quarter;99.6;;;10.1;;
407;55 Accommodation;2010;100.0;;;1.9;;
408;55 Accommodation;2011 January;;;;;;
409;55 Accommodation;2011 February;;;;;;
410;55 Accommodation;2011 March;;;;;;
411;55 Accommodation;2011 1st quarter;84.5;;;2.6;;
412;55 Accommodation;2011 April;;;;;;
413;55 Accommodation;2011 May;;;;;;
414;55 Accommodation;2011 June;;;;;;
415;55 Accommodation;2011 2nd quarter;114.2;;;6.6;;
416;55 Accommodation;2011 July;;;;;;
417;55 Accommodation;2011 August;;;;;;
418;55 Accommodation;2011 September;;;;;;
419;55 Accommodation;2011 3rd quarter;113.0;;;1.9;;
420;55 Accommodation;2011 October;;;;;;
421;55 Accommodation;2011 November;;;;;;
422;55 Accommodation;2011 December;;;;;;
423;55 Accommodation;2011 4th quarter;99.2;;;-0.4;;
424;55 Accommodation;2011;102.7;;;2.7;;
425;55 Accommodation;2012 January;;;;;;
426;55 Accommodation;2012 February;;;;;;
427;55 Accommodation;2012 March;;;;;;
428;55 Accommodation;2012 1st quarter;86.8;;;2.7;;
429;55 Accommodation;2012 April;;;;;;
430;55 Accommodation;2012 May;;;;;;
