ID;Plaatsnamen;Gemeentecode_1;Gemeentenaam_2;EGGCode_3;EGGNaam_4;Provinciecode_5;ProvincienaamAfkorting_6;PlaatsnaamPTTWoonplaatsnaam_7;PlaatsnaamGemeentenaam_8;Plaatsnaam_9
5221;Stroe;203;Barneveld                      ;31;Gelderse Vallei                         ;25;Gld.;Ja ;Nee;Stroe                          
5222;Stroet;395;Harenkarspel                   ;53;Westelijk West-Friesland                ;27;NH. ;Nee;Nee;Stroet                         
5223;Stroobos;59;Achtkarspelen                  ;9;Fries zandgebied                        ;21;F.  ;Ja ;Nee;Stroobos                       
5224;Stroodorp;1695;Noord-Beveland                 ;97;Noord- en Zuid-Beveland                 ;29;Z.  ;Nee;Nee;Stroodorp                      
5225;Strooivledder;1701;Westerveld                     ;17;Drentse zandgronden                     ;22;D.  ;Nee;Nee;Strooivledder                  
5226;Strucht;994;Valkenburg aan de Geul         ;127;Overige gemeenten Zuid-Limburg          ;31;L.  ;Nee;Nee;Strucht                        
5227;Stuifakker;614;Westvoorne                     ;91;Voorne-Putten en Rozenburg              ;28;ZH. ;Nee;Nee;Stuifakker                     
5228;Stuifzand;118;Hoogeveen                      ;18;Zuiddrents randgebied                   ;22;D.  ;Ja ;Nee;Stuifzand                      
5229;Stuivezand;879;Zundert                        ;104;Gebied om Breda                         ;30;NB. ;Nee;Nee;Stuivezand                     
5230;Stuivezand;1719;Drimmelen                      ;101;Zeekleigebied in Noord-Brabant          ;30;NB. ;Nee;Nee;Stuivezand                     
5231;Sumar;737;Tytsjerksteradiel              ;9;Fries zandgebied                        ;21;F.  ;Ja ;Nee;Sumar                          
5232;Surhuisterveen;59;Achtkarspelen                  ;9;Fries zandgebied                        ;21;F.  ;Ja ;Nee;Surhuisterveen                 
5233;Surhuizum;59;Achtkarspelen                  ;9;Fries zandgebied                        ;21;F.  ;Ja ;Nee;Surhuizum                      
5234;Susteren;1711;Echt-Susteren                  ;122;Overig Midden-Limburg ten oosten v. Maas;31;L.  ;Ja ;Nee;Susteren                       
5235;Suttum;53;Winsum                         ;6;Groninger centrale Weidestreek          ;20;Gr. ;Nee;Nee;Suttum                         
5236;Suwâld;737;Tytsjerksteradiel              ;9;Fries zandgebied                        ;21;F.  ;Ja ;Nee;Suwâld                         
5237;Swaanwert;140;Littenseradiel                 ;10;Fries weidegebied                       ;21;F.  ;Nee;Nee;Swaanwert                      
5238;Swalmen;975;Swalmen                        ;122;Overig Midden-Limburg ten oosten v. Maas;31;L.  ;Ja ;Ja ;Swalmen                        
5239;Swartbroek;988;Weert                          ;123;Midden-Limburg ten westen van de Maas   ;31;L.  ;Nee;Nee;Swartbroek                     
5240;Sweikhuizen;962;Schinnen                       ;124;Westelijke Mijnstreek                   ;31;L.  ;Ja ;Nee;Sweikhuizen                    
5241;Swichum;80;Leeuwarden                     ;11;Leeuwarden                              ;21;F.  ;Ja ;Nee;Swichum                        
5242;Swier;951;Nuth                           ;125;Oostelijke Mijnstreek                   ;31;L.  ;Nee;Nee;Swier                          
5243;Swifterbant;303;Dronten                        ;129;Zuidelijke IJsselmeerpolders            ;24;Fle.;Ja ;Nee;Swifterbant                    
5244;Swolgen;993;Meerlo-Wanssum                 ;120;Noord-Limburg                           ;31;L.  ;Ja ;Nee;Swolgen                        
5245;Taarlo;1730;Tynaarlo                       ;14;Noorddrents randgebied                  ;22;D.  ;Ja ;Nee;Taarlo                         
5246;Tabakshof;335;Montfoort                      ;49;Utrechts weidegebied                    ;26;U.  ;Nee;Nee;Tabakshof                      
5247;Tange;37;Stadskanaal                    ;4;Groninger Veenkoloniën                  ;20;Gr. ;Nee;Nee;Tange                          
5248;Tappersheul;589;Oudewater                      ;49;Utrechts weidegebied                    ;26;U.  ;Nee;Nee;Tappersheul                    
5249;Tasdijk;677;Hulst                          ;100;Overig Oost-Zeeuwsch-Vlaanderen         ;29;Z.  ;Nee;Nee;Tasdijk                        
5250;Teckop;632;Woerden                        ;49;Utrechts weidegebied                    ;26;U.  ;Nee;Nee;Teckop                         
5251;Teeffelen;808;Lith                           ;111;Maaskant                                ;30;NB. ;Ja ;Nee;Teeffelen                      
5252;Teerns;80;Leeuwarden                     ;11;Leeuwarden                              ;21;F.  ;Ja ;Nee;Teerns                         
5253;Tegelen;983;Venlo                          ;121;Industriegebied Venlo-Beesel            ;31;L.  ;Ja ;Nee;Tegelen                        
5254;Telgt;233;Ermelo                         ;32;IJsselmeerkust                          ;25;Gld.;Nee;Nee;Telgt                          
5255;Tempel;595;Reeuwijk                       ;74;Gouda en omstreken                      ;28;ZH. ;Nee;Nee;Tempel                         
5256;Terband;74;Heerenveen                     ;9;Fries zandgebied                        ;21;F.  ;Ja ;Nee;Terband                        
5257;Terblijt;994;Valkenburg aan de Geul         ;127;Overige gemeenten Zuid-Limburg          ;31;L.  ;Nee;Nee;Terblijt                       
5258;Terborg;1509;Oude IJsselstreek              ;29;Oude-IJsselgebied (oostelijk deel)      ;25;Gld.;Ja ;Nee;Terborg                        
5259;Terdiek;412;Niedorp                        ;53;Westelijk West-Friesland                ;27;NH. ;Nee;Nee;Terdiek                        
5260;Tereyken;1652;Gemert-Bakel                   ;118;Brabantse Peel                          ;30;NB. ;Nee;Nee;Tereyken                       
5261;Tergracht (ged.);737;Tytsjerksteradiel              ;9;Fries zandgebied                        ;21;F.  ;Nee;Nee;Tergracht (ged.)               
5262;Tergracht (ged.);1722;Ferwerderadiel                 ;12;Friese bouwstreek                       ;21;F.  ;Nee;Nee;Tergracht (ged.)               
5263;Terhagen;971;Stein                          ;124;Westelijke Mijnstreek                   ;31;L.  ;Nee;Nee;Terhagen                       
5264;Terheijden;1719;Drimmelen                      ;101;Zeekleigebied in Noord-Brabant          ;30;NB. ;Ja ;Nee;Terheijden                     
5265;Terheijl;1699;Noordenveld                    ;14;Noorddrents randgebied                  ;22;D.  ;Nee;Nee;Terheijl                       
5266;Terherne;55;Boarnsterhim                   ;10;Fries weidegebied                       ;21;F.  ;Ja ;Nee;Terherne                       
5267;Terhofstede;1714;Sluis                          ;98;West-Zeeuwsch-Vlaanderen                ;29;Z.  ;Nee;Nee;Terhofstede                    
5268;Terhorst;936;Margraten                      ;127;Overige gemeenten Zuid-Limburg          ;31;L.  ;Nee;Nee;Terhorst                       
5269;Terkaple;51;Skarsterlân                    ;10;Fries weidegebied                       ;21;F.  ;Ja ;Nee;Terkaple                       
5270;Terlet;277;Rozendaal                      ;36;Overige gemeenten zuidelijke Veluwezoom ;25;Gld.;Nee;Nee;Terlet                         
5271;Terlinden;936;Margraten                      ;127;Overige gemeenten Zuid-Limburg          ;31;L.  ;Nee;Nee;Terlinden                      
5272;Termaar;986;Voerendaal                     ;125;Oostelijke Mijnstreek                   ;31;L.  ;Nee;Nee;Termaar                        
5273;Termaar;936;Margraten                      ;127;Overige gemeenten Zuid-Limburg          ;31;L.  ;Nee;Nee;Termaar                        
5274;Termunten;10;Delfzijl                       ;2;Appingedam, Delfzijl                    ;20;Gr. ;Ja ;Nee;Termunten                      
5275;Termunterzijl;10;Delfzijl                       ;2;Appingedam, Delfzijl                    ;20;Gr. ;Ja ;Nee;Termunterzijl                  
5276;Ternaard;58;Dongeradeel                    ;12;Friese bouwstreek                       ;21;F.  ;Ja ;Nee;Ternaard                       
5277;Terneuzen;715;Terneuzen                      ;99;Kanaalzone Oost-Zeeuwsch-Vlaanderen     ;29;Z.  ;Ja ;Ja ;Terneuzen                      
5278;Teroele;51;Skarsterlân                    ;10;Fries weidegebied                       ;21;F.  ;Ja ;Nee;Teroele                        
5279;Terover;1723;Alphen-Chaam                   ;108;Gebied om Tilburg                       ;30;NB. ;Nee;Nee;Terover                        
5280;Terschelling;93;Terschelling                   ;13;Friese Waddeneilanden                   ;21;F.  ;Nee;Ja ;Terschelling                   
5281;Terschuren;917;Heerlen                        ;125;Oostelijke Mijnstreek                   ;31;L.  ;Nee;Nee;Terschuren                     
5282;Terschuur;203;Barneveld                      ;31;Gelderse Vallei                         ;25;Gld.;Ja ;Nee;Terschuur                      
5283;Tersluis;498;Drechterland                   ;54;Midden- en Oostelijk West-Friesland     ;27;NH. ;Nee;Nee;Tersluis                       
5284;Tersoal;55;Boarnsterhim                   ;10;Fries weidegebied                       ;21;F.  ;Ja ;Nee;Tersoal                        
5285;Terstraten;951;Nuth                           ;125;Oostelijke Mijnstreek                   ;31;L.  ;Nee;Nee;Terstraten                     
5286;Tervoorst;951;Nuth                           ;125;Oostelijke Mijnstreek                   ;31;L.  ;Nee;Nee;Tervoorst                      
5287;Tervoort;758;Breda                          ;103;Breda                                   ;30;NB. ;Nee;Nee;Tervoort                       
5288;Terwinselen (ged.);882;Landgraaf                      ;125;Oostelijke Mijnstreek                   ;31;L.  ;Nee;Nee;Terwinselen (ged.)             
5289;Terwinselen (ged.);928;Kerkrade                       ;125;Oostelijke Mijnstreek                   ;31;L.  ;Nee;Nee;Terwinselen (ged.)             
5290;Terwisga;85;Ooststellingwerf               ;9;Fries zandgebied                        ;21;F.  ;Nee;Nee;Terwisga                       
5291;Terwispel;86;Opsterland                     ;9;Fries zandgebied                        ;21;F.  ;Ja ;Nee;Terwispel                      
5292;Terwolde;285;Voorst                         ;34;Overige gemeenten oostelijke Veluwezoom ;25;Gld.;Ja ;Nee;Terwolde                       
5293;Terworm;917;Heerlen                        ;125;Oostelijke Mijnstreek                   ;31;L.  ;Nee;Nee;Terworm                        
5294;Terziet;1729;Gulpen-Wittem                  ;127;Overige gemeenten Zuid-Limburg          ;31;L.  ;Nee;Nee;Terziet                        
5295;Teteringen;758;Breda                          ;103;Breda                                   ;30;NB. ;Ja ;Nee;Teteringen                     
5296;Teuge;285;Voorst                         ;34;Overige gemeenten oostelijke Veluwezoom ;25;Gld.;Ja ;Nee;Teuge                          
5297;Texel;448;Texel                          ;50;Texel                                   ;27;NH. ;Nee;Ja ;Texel                          
5298;Teylingen;1525;Teylingen                      ;68;Zuidhollandse Bollenstreek              ;28;ZH. ;Nee;Ja ;Teylingen                      
5299;Thamerdal;451;Uithoorn                       ;62;Noordhollandse Meerlanden               ;27;NH. ;Nee;Nee;Thamerdal                      
5300;Theereheide;845;Sint-Michielsgestel            ;110;Gebied om 's-Hertogenbosch en Vught     ;30;NB. ;Nee;Nee;Theereheide                    
5301;Thesinge;9;Ten Boer                       ;1;Groninger Hoogeland en N. Westerkwartier;20;Gr. ;Ja ;Nee;Thesinge                       
5302;Thij;1708;Steenwijkerland                ;19;Noordwest-Overijssel                    ;23;O.  ;Nee;Nee;Thij                           
5303;Tholen;716;Tholen                         ;94;Sint Philipsland en Tholen              ;29;Z.  ;Ja ;Ja ;Tholen                         
5304;Thorn;977;Thorn                          ;123;Midden-Limburg ten westen van de Maas   ;31;L.  ;Ja ;Ja ;Thorn                          
5305;Thull;962;Schinnen                       ;124;Westelijke Mijnstreek                   ;31;L.  ;Nee;Nee;Thull                          
5306;Tichelwurk;81;Leeuwarderadeel                ;12;Friese bouwstreek                       ;21;F.  ;Nee;Nee;Tichelwurk                     
5307;Tiel;281;Tiel                           ;38;Westelijke Betuwe                       ;25;Gld.;Ja ;Ja ;Tiel                           
5308;Tielse Hoeve;845;Sint-Michielsgestel            ;110;Gebied om 's-Hertogenbosch en Vught     ;30;NB. ;Nee;Nee;Tielse Hoeve                   
5309;Tiendeveen;118;Hoogeveen                      ;18;Zuiddrents randgebied                   ;22;D.  ;Ja ;Nee;Tiendeveen                     
5310;Tiendweg-West;643;Nederlek                       ;75;Krimpenerwaard                          ;28;ZH. ;Nee;Nee;Tiendweg-West                  
5311;Tiengemeten;588;Korendijk                      ;90;Hoeksche Waard                          ;28;ZH. ;Nee;Nee;Tiengemeten                    
5312;Tienhoven;333;Maarssen                       ;48;Vechtstreek en Plassengebied in Utrecht ;26;U.  ;Ja ;Nee;Tienhoven                      
5313;Tienhoven;707;Zederik                        ;78;Vijfheerenlanden                        ;28;ZH. ;Ja ;Nee;Tienhoven                      
5314;Tienraij;993;Meerlo-Wanssum                 ;120;Noord-Limburg                           ;31;L.  ;Ja ;Nee;Tienraij                       
5315;Tiggelt;879;Zundert                        ;104;Gebied om Breda                         ;30;NB. ;Nee;Nee;Tiggelt                        
5316;Tijnje;86;Opsterland                     ;9;Fries zandgebied                        ;21;F.  ;Ja ;Nee;Tijnje                         
5317;Tike, De;90;Smallingerland                 ;9;Fries zandgebied                        ;21;F.  ;Ja ;Nee;Tike, De                       
5318;Tilburg;855;Tilburg                        ;107;Tilburg                                 ;30;NB. ;Ja ;Ja ;Tilburg                        
5319;Tilligte;1774;Dinkelland                     ;24;Overige gemeenten in Twente             ;23;O.  ;Ja ;Nee;Tilligte                       
5320;Tinallinge;53;Winsum                         ;6;Groninger centrale Weidestreek          ;20;Gr. ;Ja ;Nee;Tinallinge                     
5321;Tinte;614;Westvoorne                     ;91;Voorne-Putten en Rozenburg              ;28;ZH. ;Ja ;Nee;Tinte                          
5322;Tirns;683;Wymbritseradiel                ;10;Fries weidegebied                       ;21;F.  ;Ja ;Nee;Tirns                          
5323;Tivoli;772;Eindhoven                      ;113;Eindhoven                               ;30;NB. ;Nee;Nee;Tivoli                         
5324;Tjaard;80;Leeuwarden                     ;11;Leeuwarden                              ;21;F.  ;Nee;Nee;Tjaard                         
5325;Tjabbesoord;7;Bellingwedde                   ;3;Groninger Oldambt                       ;20;Gr. ;Nee;Nee;Tjabbesoord                    
5326;Tjalhuizum;683;Wymbritseradiel                ;10;Fries weidegebied                       ;21;F.  ;Ja ;Nee;Tjalhuizum                     
5327;Tjalleberd;74;Heerenveen                     ;9;Fries zandgebied                        ;21;F.  ;Ja ;Nee;Tjalleberd                     
5328;Tjallewal;441;Schagen                        ;53;Westelijk West-Friesland                ;27;NH. ;Nee;Nee;Tjallewal                      
5329;Tjamsweer;3;Appingedam                     ;2;Appingedam, Delfzijl                    ;20;Gr. ;Nee;Nee;Tjamsweer                      
5330;Tjeintgum;140;Littenseradiel                 ;10;Fries weidegebied                       ;21;F.  ;Nee;Nee;Tjeintgum                      
5331;Tjerkgaast;51;Skarsterlân                    ;10;Fries weidegebied                       ;21;F.  ;Ja ;Nee;Tjerkgaast                     
5332;Tjerkwerd;710;W-nseradiel                    ;10;Fries weidegebied                       ;21;F.  ;Ja ;Nee;Tjerkwerd                      
5333;Tjoene;150;Deventer                       ;22;Zuidwest-Overijssel                     ;23;O.  ;Nee;Nee;Tjoene                         
5334;Tjuchem;40;Slochteren                     ;4;Groninger Veenkoloniën                  ;20;Gr. ;Ja ;Nee;Tjuchem                        
5335;Tolberg;1674;Roosendaal                     ;102;Bergen op Zoom, Roosendaal en omgeving  ;30;NB. ;Nee;Nee;Tolberg                        
5336;Tolbert;22;Leek                           ;5;Groninger zuidelijk Westerkwartier      ;20;Gr. ;Ja ;Nee;Tolbert                        
5337;Toldijk;1876;Bronckhorst                    ;28;Overige gemeenten westelijke Achterhoek ;25;Gld.;Ja ;Nee;Toldijk                        
5338;Toldijk;1690;De Wolden                      ;18;Zuiddrents randgebied                   ;22;D.  ;Nee;Nee;Toldijk                        
5339;Tolkamer;196;Rijnwaarden                    ;26;De Lijmers                              ;25;Gld.;Ja ;Nee;Tolkamer                       
5340;Tolke;441;Schagen                        ;53;Westelijk West-Friesland                ;27;NH. ;Nee;Nee;Tolke                          
5341;Tollebeek;171;Noordoostpolder                ;128;Noordoostpolder                         ;24;Fle.;Ja ;Nee;Tollebeek                      
5342;Tonden;213;Brummen                        ;34;Overige gemeenten oostelijke Veluwezoom ;25;Gld.;Ja ;Nee;Tonden                         
5343;Tongelaar;1684;Cuijk                          ;119;Land van Cuijk                          ;30;NB. ;Nee;Nee;Tongelaar                      
5344;Tongelre;772;Eindhoven                      ;113;Eindhoven                               ;30;NB. ;Nee;Nee;Tongelre                       
5345;Tongeren;232;Epe                            ;34;Overige gemeenten oostelijke Veluwezoom ;25;Gld.;Nee;Nee;Tongeren                       
5346;Tongeren;757;Boxtel                         ;110;Gebied om 's-Hertogenbosch en Vught     ;30;NB. ;Nee;Nee;Tongeren                       
5347;Tongeren;1773;Olst-Wijhe                     ;22;Zuidwest-Overijssel                     ;23;O.  ;Nee;Nee;Tongeren                       
5348;Tongerlo;964;Sevenum                        ;120;Noord-Limburg                           ;31;L.  ;Nee;Nee;Tongerlo                       
5349;Tongerlo;934;Maasbree                       ;123;Midden-Limburg ten westen van de Maas   ;31;L.  ;Nee;Nee;Tongerlo                       
5350;Tonnekreek;1709;Moerdijk                       ;101;Zeekleigebied in Noord-Brabant          ;30;NB. ;Nee;Nee;Tonnekreek                     
5351;Tonsel (ged.);233;Ermelo                         ;32;IJsselmeerkust                          ;25;Gld.;Nee;Nee;Tonsel (ged.)                  
5352;Tonsel (ged.);243;Harderwijk                     ;32;IJsselmeerkust                          ;25;Gld.;Nee;Nee;Tonsel (ged.)                  
5353;Toom;1706;Cranendonck                    ;117;Valkenswaard en oostelijke randgemeenten;30;NB. ;Nee;Nee;Toom                           
5354;Toornwerd;24;Loppersum                      ;1;Groninger Hoogeland en N. Westerkwartier;20;Gr. ;Ja ;Nee;Toornwerd                      
5355;Tragel;677;Hulst                          ;100;Overig Oost-Zeeuwsch-Vlaanderen         ;29;Z.  ;Nee;Nee;Tragel                         
5356;Tragel;1714;Sluis                          ;98;West-Zeeuwsch-Vlaanderen                ;29;Z.  ;Nee;Nee;Tragel                         
5357;Tranendal;39;Scheemda                       ;3;Groninger Oldambt                       ;20;Gr. ;Nee;Nee;Tranendal                      
5358;Transvaal;308;Baarn                          ;44;Utrechtse Heuvelrug                     ;26;U.  ;Nee;Nee;Transvaal                      
5359;Treebeek (ged.);899;Brunssum                       ;125;Oostelijke Mijnstreek                   ;31;L.  ;Nee;Nee;Treebeek (ged.)                
5360;Treebeek (ged.);917;Heerlen                        ;125;Oostelijke Mijnstreek                   ;31;L.  ;Nee;Nee;Treebeek (ged.)                
5361;Treek, Den;327;Leusden                        ;43;Utrechtse Vallei en Eemgebied           ;26;U.  ;Nee;Nee;Treek, Den                     
5362;Trent;1685;Landerd                        ;111;Maaskant                                ;30;NB. ;Nee;Nee;Trent                          
5363;Tricht;236;Geldermalsen                   ;38;Westelijke Betuwe                       ;25;Gld.;Ja ;Nee;Tricht                         
5364;Triemen;79;Kollumerland en Nieuwkruisland ;12;Friese bouwstreek                       ;21;F.  ;Ja ;Nee;Triemen                        
5365;Trimunt;25;Marum                          ;5;Groninger zuidelijk Westerkwartier      ;20;Gr. ;Nee;Nee;Trimunt                        
5366;Trintelen;1729;Gulpen-Wittem                  ;127;Overige gemeenten Zuid-Limburg          ;31;L.  ;Nee;Nee;Trintelen                      
5367;Tripscompagnie;1987;Menterwolde                    ;3;Groninger Oldambt                       ;20;Gr. ;Ja ;Nee;Tripscompagnie                 
5368;Tritzum;70;Franekeradeel                  ;12;Friese bouwstreek                       ;21;F.  ;Nee;Nee;Tritzum                        
5369;Trompenberg;402;Hilversum                      ;66;Hilversum                               ;27;NH. ;Nee;Nee;Trompenberg                    
5370;Tronde;85;Ooststellingwerf               ;9;Fries zandgebied                        ;21;F.  ;Nee;Nee;Tronde                         
5371;Tubantia;153;Enschede                       ;23;Enschede                                ;23;O.  ;Nee;Nee;Tubantia                       
5372;Tubbergen;183;Tubbergen                      ;24;Overige gemeenten in Twente             ;23;O.  ;Ja ;Ja ;Tubbergen                      
5373;Tuikwerd;10;Delfzijl                       ;2;Appingedam, Delfzijl                    ;20;Gr. ;Nee;Nee;Tuikwerd                       
5374;Tuil;304;Neerijnen                      ;38;Westelijke Betuwe                       ;25;Gld.;Ja ;Nee;Tuil                           
5375;Tuindorp;606;Schiedam                       ;85;Ind. geb. ten N. van de Nieuwe Waterweg ;28;ZH. ;Nee;Nee;Tuindorp                       
5376;Tuindorp;344;Utrecht                        ;47;Stad Utrecht                            ;26;U.  ;Nee;Nee;Tuindorp                       
5377;Tuindorp;772;Eindhoven                      ;113;Eindhoven                               ;30;NB. ;Nee;Nee;Tuindorp                       
5378;Tuindorp Broekheurne;153;Enschede                       ;23;Enschede                                ;23;O.  ;Nee;Nee;Tuindorp Broekheurne           
5379;Tuindorp Bruggemors;153;Enschede                       ;23;Enschede                                ;23;O.  ;Nee;Nee;Tuindorp Bruggemors            
5380;Tuindorp Dolfia;153;Enschede                       ;23;Enschede                                ;23;O.  ;Nee;Nee;Tuindorp Dolfia                
5381;Tuindorp Meerdervoort;642;Zwijndrecht                    ;87;Oostelijk IJsselmonde                   ;28;ZH. ;Nee;Nee;Tuindorp Meerdervoort          
5382;Tuindorp Onnen;17;Haren                          ;8;Randgebied stad Groningen               ;20;Gr. ;Nee;Nee;Tuindorp Onnen                 
5383;Tuindorp Oostzaan;363;Amsterdam                      ;63;Amsterdam                               ;27;NH. ;Nee;Nee;Tuindorp Oostzaan              
5384;Tuindorp Slotermeer;363;Amsterdam                      ;63;Amsterdam                               ;27;NH. ;Nee;Nee;Tuindorp Slotermeer            
5385;Tuinhoek;370;Beemster                       ;56;Noordhollands Middengewest              ;27;NH. ;Nee;Nee;Tuinhoek                       
5386;Tuinstad Slotervaart;363;Amsterdam                      ;63;Amsterdam                               ;27;NH. ;Nee;Nee;Tuinstad Slotervaart           
5387;Tuitjenhorn;395;Harenkarspel                   ;53;Westelijk West-Friesland                ;27;NH. ;Ja ;Nee;Tuitjenhorn                    
5388;Tuk;1708;Steenwijkerland                ;19;Noordwest-Overijssel                    ;23;O.  ;Ja ;Nee;Tuk                            
5389;Tull en 't Waal;321;Houten                         ;45;Utrechts Kromme Rijngebied              ;26;U.  ;Ja ;Nee;Tull en 't Waal                
5390;Tungelroy;988;Weert                          ;123;Midden-Limburg ten westen van de Maas   ;31;L.  ;Nee;Nee;Tungelroy                      
5391;Turkeije;1714;Sluis                          ;98;West-Zeeuwsch-Vlaanderen                ;29;Z.  ;Nee;Nee;Turkeije                       
5392;Tusschen de Bruggen;1669;Roerdalen                      ;122;Overig Midden-Limburg ten oosten v. Maas;31;L.  ;Nee;Nee;Tusschen de Bruggen            
5393;Tusschenloegen;1987;Menterwolde                    ;3;Groninger Oldambt                       ;20;Gr. ;Nee;Nee;Tusschenloegen                 
5394;Tussenklappen;1987;Menterwolde                    ;3;Groninger Oldambt                       ;20;Gr. ;Nee;Nee;Tussenklappen                  
5395;Tussenlanen;491;Bergambacht                    ;75;Krimpenerwaard                          ;28;ZH. ;Nee;Nee;Tussenlanen                    
5396;Twaalfmorgen;595;Reeuwijk                       ;74;Gouda en omstreken                      ;28;ZH. ;Nee;Nee;Twaalfmorgen                   
5397;Tweede Exloërmond;1681;Borger-Odoorn                  ;16;Overige gemeenten Drentse Veenkoloniën  ;22;D.  ;Ja ;Nee;Tweede Exloërmond              
5398;Tweede Tol;505;Dordrecht                      ;89;Eiland van Dordrecht                    ;28;ZH. ;Nee;Nee;Tweede Tol                     
5399;Tweede Valthermond;1681;Borger-Odoorn                  ;16;Overige gemeenten Drentse Veenkoloniën  ;22;D.  ;Ja ;Nee;Tweede Valthermond             
5400;Tweehuizen;10;Delfzijl                       ;2;Appingedam, Delfzijl                    ;20;Gr. ;Nee;Nee;Tweehuizen                     
5401;Tweemanspolder;1666;Zevenhuizen-Moerkapelle        ;83;Midden Zuid-Holland                     ;28;ZH. ;Nee;Nee;Tweemanspolder                 
5402;Twekkelerveld;153;Enschede                       ;23;Enschede                                ;23;O.  ;Nee;Nee;Twekkelerveld                  
5403;Twekkelo (ged.);164;Hengelo                        ;24;Overige gemeenten in Twente             ;23;O.  ;Nee;Nee;Twekkelo (ged.)                
5404;Twekkelo (ged.);153;Enschede                       ;23;Enschede                                ;23;O.  ;Nee;Nee;Twekkelo (ged.)                
5405;Twello;285;Voorst                         ;34;Overige gemeenten oostelijke Veluwezoom ;25;Gld.;Ja ;Nee;Twello                         
5406;Twenterand;1700;Twenterand                     ;24;Overige gemeenten in Twente             ;23;O.  ;Nee;Ja ;Twenterand                     
5407;Twijzel;59;Achtkarspelen                  ;9;Fries zandgebied                        ;21;F.  ;Ja ;Nee;Twijzel                        
5408;Twijzelerheide;59;Achtkarspelen                  ;9;Fries zandgebied                        ;21;F.  ;Ja ;Nee;Twijzelerheide                 
5409;Twisk;529;Noorder-Koggenland             ;54;Midden- en Oostelijk West-Friesland     ;27;NH. ;Ja ;Nee;Twisk                          
5410;Twist;1702;Sint Anthonis                  ;119;Land van Cuijk                          ;30;NB. ;Nee;Nee;Twist                          
5411;Tynaarlo;1730;Tynaarlo                       ;14;Noorddrents randgebied                  ;22;D.  ;Ja ;Ja ;Tynaarlo                       
5412;Tytsjerk;737;Tytsjerksteradiel              ;9;Fries zandgebied                        ;21;F.  ;Ja ;Nee;Tytsjerk                       
5413;Tytsjerksteradiel;737;Tytsjerksteradiel              ;9;Fries zandgebied                        ;21;F.  ;Nee;Ja ;Tytsjerksteradiel              
5414;Tzum;70;Franekeradeel                  ;12;Friese bouwstreek                       ;21;F.  ;Ja ;Nee;Tzum                           
5415;Tzummarum;70;Franekeradeel                  ;12;Friese bouwstreek                       ;21;F.  ;Ja ;Nee;Tzummarum                      
5416;Ubach over Worms;882;Landgraaf                      ;125;Oostelijke Mijnstreek                   ;31;L.  ;Nee;Nee;Ubach over Worms               
5417;Ubachsberg;986;Voerendaal                     ;125;Oostelijke Mijnstreek                   ;31;L.  ;Nee;Nee;Ubachsberg                     
5418;Ubbena;106;Assen                          ;17;Drentse zandgronden                     ;22;D.  ;Ja ;Nee;Ubbena                         
5419;Ubbergen;282;Ubbergen                       ;40;Gebied om Nijmegen                      ;25;Gld.;Ja ;Ja ;Ubbergen                       
5420;Ubroek;983;Venlo                          ;121;Industriegebied Venlo-Beesel            ;31;L.  ;Nee;Nee;Ubroek                         
5421;Uddel;200;Apeldoorn                      ;33;Apeldoorn                               ;25;Gld.;Ja ;Nee;Uddel                          
5422;Uden;856;Uden                           ;112;Midden-Meijerij                         ;30;NB. ;Ja ;Ja ;Uden                           
5423;Udenhout;855;Tilburg                        ;107;Tilburg                                 ;30;NB. ;Ja ;Nee;Udenhout                       
5424;Uffelse;925;Hunsel                         ;123;Midden-Limburg ten westen van de Maas   ;31;L.  ;Nee;Nee;Uffelse                        
5425;Uffelte;1701;Westerveld                     ;17;Drentse zandgronden                     ;22;D.  ;Ja ;Nee;Uffelte                        
5426;Ugchelen;200;Apeldoorn                      ;33;Apeldoorn                               ;25;Gld.;Ja ;Nee;Ugchelen                       
5427;Uilesprong;86;Opsterland                     ;9;Fries zandgebied                        ;21;F.  ;Nee;Nee;Uilesprong                     
5428;Uitdam;852;Waterland                      ;57;Waterland                               ;27;NH. ;Ja ;Nee;Uitdam                         
5429;Uiteinde;10;Delfzijl                       ;2;Appingedam, Delfzijl                    ;20;Gr. ;Nee;Nee;Uiteinde                       
5430;Uiteinde;90;Smallingerland                 ;9;Fries zandgebied                        ;21;F.  ;Nee;Nee;Uiteinde                       
5431;Uiterburen;1987;Menterwolde                    ;3;Groninger Oldambt                       ;20;Gr. ;Nee;Nee;Uiterburen                     
5432;Uiterwaard;1705;Lingewaard                     ;37;Oostelijke Betuwe                       ;25;Gld.;Nee;Nee;Uiterwaard                     
5433;Uitgeest;450;Uitgeest                       ;55;Noord-Kennemerland                      ;27;NH. ;Ja ;Ja ;Uitgeest                       
5434;Uithoorn;451;Uithoorn                       ;62;Noordhollandse Meerlanden               ;27;NH. ;Ja ;Ja ;Uithoorn                       
5435;Uithuizen;1651;Eemsmond                       ;1;Groninger Hoogeland en N. Westerkwartier;20;Gr. ;Ja ;Nee;Uithuizen                      
5436;Uithuizermeeden;1651;Eemsmond                       ;1;Groninger Hoogeland en N. Westerkwartier;20;Gr. ;Ja ;Nee;Uithuizermeeden                
5437;Uitweg;331;Lopik                          ;49;Utrechts weidegebied                    ;26;U.  ;Nee;Nee;Uitweg                         
