ID;BeroepsEnEigenVervoer;Vervoerstromen;LandVanLadenLossen;Landen;Perioden;VervoerdLadinggewicht_1
7012;Eigen vervoer;Cabotagevervoer;Land van lossen;Spanje;2016;0
7013;Eigen vervoer;Cabotagevervoer;Land van lossen;Spanje;2017;0
7014;Eigen vervoer;Cabotagevervoer;Land van lossen;Spanje;2018;0
7015;Eigen vervoer;Cabotagevervoer;Land van lossen;Spanje;2019;0
7016;Eigen vervoer;Cabotagevervoer;Land van lossen;Spanje;2020;0
7017;Eigen vervoer;Cabotagevervoer;Land van lossen;Spanje;2021;68
7018;Eigen vervoer;Cabotagevervoer;Land van lossen;Spanje;2022;0
7019;Eigen vervoer;Cabotagevervoer;Land van lossen;Spanje;2023;3
7020;Eigen vervoer;Cabotagevervoer;Land van lossen;Zweden;1997;0
7021;Eigen vervoer;Cabotagevervoer;Land van lossen;Zweden;1998;0
7022;Eigen vervoer;Cabotagevervoer;Land van lossen;Zweden;1999;0
7023;Eigen vervoer;Cabotagevervoer;Land van lossen;Zweden;2000;0
7024;Eigen vervoer;Cabotagevervoer;Land van lossen;Zweden;2001;0
7025;Eigen vervoer;Cabotagevervoer;Land van lossen;Zweden;2002;0
7026;Eigen vervoer;Cabotagevervoer;Land van lossen;Zweden;2003;0
7027;Eigen vervoer;Cabotagevervoer;Land van lossen;Zweden;2004;0
7028;Eigen vervoer;Cabotagevervoer;Land van lossen;Zweden;2005;0
7029;Eigen vervoer;Cabotagevervoer;Land van lossen;Zweden;2006;2
7030;Eigen vervoer;Cabotagevervoer;Land van lossen;Zweden;2007;3
7031;Eigen vervoer;Cabotagevervoer;Land van lossen;Zweden;2008;2
7032;Eigen vervoer;Cabotagevervoer;Land van lossen;Zweden;2009;0
7033;Eigen vervoer;Cabotagevervoer;Land van lossen;Zweden;2010;9
7034;Eigen vervoer;Cabotagevervoer;Land van lossen;Zweden;2011;6
7035;Eigen vervoer;Cabotagevervoer;Land van lossen;Zweden;2012;2
7036;Eigen vervoer;Cabotagevervoer;Land van lossen;Zweden;2013;0
7037;Eigen vervoer;Cabotagevervoer;Land van lossen;Zweden;2014;5
7038;Eigen vervoer;Cabotagevervoer;Land van lossen;Zweden;2015;13
7039;Eigen vervoer;Cabotagevervoer;Land van lossen;Zweden;2016;3
7040;Eigen vervoer;Cabotagevervoer;Land van lossen;Zweden;2017;2
7041;Eigen vervoer;Cabotagevervoer;Land van lossen;Zweden;2018;3
7042;Eigen vervoer;Cabotagevervoer;Land van lossen;Zweden;2019;7
7043;Eigen vervoer;Cabotagevervoer;Land van lossen;Zweden;2020;4
7044;Eigen vervoer;Cabotagevervoer;Land van lossen;Zweden;2021;3
7045;Eigen vervoer;Cabotagevervoer;Land van lossen;Zweden;2022;2
7046;Eigen vervoer;Cabotagevervoer;Land van lossen;Zweden;2023;5
7047;Eigen vervoer;Cabotagevervoer;Land van lossen;Oostenrijk;1997;0
7048;Eigen vervoer;Cabotagevervoer;Land van lossen;Oostenrijk;1998;3
7049;Eigen vervoer;Cabotagevervoer;Land van lossen;Oostenrijk;1999;4
7050;Eigen vervoer;Cabotagevervoer;Land van lossen;Oostenrijk;2000;0
7051;Eigen vervoer;Cabotagevervoer;Land van lossen;Oostenrijk;2001;0
7052;Eigen vervoer;Cabotagevervoer;Land van lossen;Oostenrijk;2002;0
7053;Eigen vervoer;Cabotagevervoer;Land van lossen;Oostenrijk;2003;12
7054;Eigen vervoer;Cabotagevervoer;Land van lossen;Oostenrijk;2004;0
7055;Eigen vervoer;Cabotagevervoer;Land van lossen;Oostenrijk;2005;4
7056;Eigen vervoer;Cabotagevervoer;Land van lossen;Oostenrijk;2006;0
7057;Eigen vervoer;Cabotagevervoer;Land van lossen;Oostenrijk;2007;6
7058;Eigen vervoer;Cabotagevervoer;Land van lossen;Oostenrijk;2008;1
7059;Eigen vervoer;Cabotagevervoer;Land van lossen;Oostenrijk;2009;6
7060;Eigen vervoer;Cabotagevervoer;Land van lossen;Oostenrijk;2010;3
7061;Eigen vervoer;Cabotagevervoer;Land van lossen;Oostenrijk;2011;0
7062;Eigen vervoer;Cabotagevervoer;Land van lossen;Oostenrijk;2012;13
7063;Eigen vervoer;Cabotagevervoer;Land van lossen;Oostenrijk;2013;0
7064;Eigen vervoer;Cabotagevervoer;Land van lossen;Oostenrijk;2014;4
7065;Eigen vervoer;Cabotagevervoer;Land van lossen;Oostenrijk;2015;7
7066;Eigen vervoer;Cabotagevervoer;Land van lossen;Oostenrijk;2016;0
7067;Eigen vervoer;Cabotagevervoer;Land van lossen;Oostenrijk;2017;2
7068;Eigen vervoer;Cabotagevervoer;Land van lossen;Oostenrijk;2018;0
7069;Eigen vervoer;Cabotagevervoer;Land van lossen;Oostenrijk;2019;0
7070;Eigen vervoer;Cabotagevervoer;Land van lossen;Oostenrijk;2020;0
7071;Eigen vervoer;Cabotagevervoer;Land van lossen;Oostenrijk;2021;3
7072;Eigen vervoer;Cabotagevervoer;Land van lossen;Oostenrijk;2022;1
7073;Eigen vervoer;Cabotagevervoer;Land van lossen;Oostenrijk;2023;0
7074;Eigen vervoer;Cabotagevervoer;Land van lossen;Zwitserland;1997;0
7075;Eigen vervoer;Cabotagevervoer;Land van lossen;Zwitserland;1998;0
7076;Eigen vervoer;Cabotagevervoer;Land van lossen;Zwitserland;1999;0
7077;Eigen vervoer;Cabotagevervoer;Land van lossen;Zwitserland;2000;0
7078;Eigen vervoer;Cabotagevervoer;Land van lossen;Zwitserland;2001;0
7079;Eigen vervoer;Cabotagevervoer;Land van lossen;Zwitserland;2002;0
7080;Eigen vervoer;Cabotagevervoer;Land van lossen;Zwitserland;2003;0
7081;Eigen vervoer;Cabotagevervoer;Land van lossen;Zwitserland;2004;0
7082;Eigen vervoer;Cabotagevervoer;Land van lossen;Zwitserland;2005;0
7083;Eigen vervoer;Cabotagevervoer;Land van lossen;Zwitserland;2006;5
7084;Eigen vervoer;Cabotagevervoer;Land van lossen;Zwitserland;2007;0
7085;Eigen vervoer;Cabotagevervoer;Land van lossen;Zwitserland;2008;2
7086;Eigen vervoer;Cabotagevervoer;Land van lossen;Zwitserland;2009;0
7087;Eigen vervoer;Cabotagevervoer;Land van lossen;Zwitserland;2010;6
7088;Eigen vervoer;Cabotagevervoer;Land van lossen;Zwitserland;2011;1
7089;Eigen vervoer;Cabotagevervoer;Land van lossen;Zwitserland;2012;22
7090;Eigen vervoer;Cabotagevervoer;Land van lossen;Zwitserland;2013;1
7091;Eigen vervoer;Cabotagevervoer;Land van lossen;Zwitserland;2014;6
7092;Eigen vervoer;Cabotagevervoer;Land van lossen;Zwitserland;2015;8
7093;Eigen vervoer;Cabotagevervoer;Land van lossen;Zwitserland;2016;3
7094;Eigen vervoer;Cabotagevervoer;Land van lossen;Zwitserland;2017;0
7095;Eigen vervoer;Cabotagevervoer;Land van lossen;Zwitserland;2018;0
7096;Eigen vervoer;Cabotagevervoer;Land van lossen;Zwitserland;2019;0
7097;Eigen vervoer;Cabotagevervoer;Land van lossen;Zwitserland;2020;0
7098;Eigen vervoer;Cabotagevervoer;Land van lossen;Zwitserland;2021;3
7099;Eigen vervoer;Cabotagevervoer;Land van lossen;Zwitserland;2022;0
7100;Eigen vervoer;Cabotagevervoer;Land van lossen;Zwitserland;2023;1
7101;Eigen vervoer;Cabotagevervoer;Land van lossen;Overige landen;1997;5
7102;Eigen vervoer;Cabotagevervoer;Land van lossen;Overige landen;1998;3
7103;Eigen vervoer;Cabotagevervoer;Land van lossen;Overige landen;1999;6
7104;Eigen vervoer;Cabotagevervoer;Land van lossen;Overige landen;2000;10
7105;Eigen vervoer;Cabotagevervoer;Land van lossen;Overige landen;2001;4
7106;Eigen vervoer;Cabotagevervoer;Land van lossen;Overige landen;2002;3
7107;Eigen vervoer;Cabotagevervoer;Land van lossen;Overige landen;2003;0
7108;Eigen vervoer;Cabotagevervoer;Land van lossen;Overige landen;2004;3
7109;Eigen vervoer;Cabotagevervoer;Land van lossen;Overige landen;2005;0
7110;Eigen vervoer;Cabotagevervoer;Land van lossen;Overige landen;2006;1
7111;Eigen vervoer;Cabotagevervoer;Land van lossen;Overige landen;2007;10
7112;Eigen vervoer;Cabotagevervoer;Land van lossen;Overige landen;2008;47
7113;Eigen vervoer;Cabotagevervoer;Land van lossen;Overige landen;2009;10
7114;Eigen vervoer;Cabotagevervoer;Land van lossen;Overige landen;2010;0
7115;Eigen vervoer;Cabotagevervoer;Land van lossen;Overige landen;2011;58
7116;Eigen vervoer;Cabotagevervoer;Land van lossen;Overige landen;2012;25
7117;Eigen vervoer;Cabotagevervoer;Land van lossen;Overige landen;2013;1
7118;Eigen vervoer;Cabotagevervoer;Land van lossen;Overige landen;2014;20
7119;Eigen vervoer;Cabotagevervoer;Land van lossen;Overige landen;2015;3
7120;Eigen vervoer;Cabotagevervoer;Land van lossen;Overige landen;2016;0
7121;Eigen vervoer;Cabotagevervoer;Land van lossen;Overige landen;2017;0
7122;Eigen vervoer;Cabotagevervoer;Land van lossen;Overige landen;2018;23
7123;Eigen vervoer;Cabotagevervoer;Land van lossen;Overige landen;2019;17
7124;Eigen vervoer;Cabotagevervoer;Land van lossen;Overige landen;2020;7
7125;Eigen vervoer;Cabotagevervoer;Land van lossen;Overige landen;2021;26
7126;Eigen vervoer;Cabotagevervoer;Land van lossen;Overige landen;2022;15
7127;Eigen vervoer;Cabotagevervoer;Land van lossen;Overige landen;2023;17
7128;Eigen vervoer;Derdelandenvervoer;Land van laden;Totaal alle landen;1997;78
7129;Eigen vervoer;Derdelandenvervoer;Land van laden;Totaal alle landen;1998;59
7130;Eigen vervoer;Derdelandenvervoer;Land van laden;Totaal alle landen;1999;149
7131;Eigen vervoer;Derdelandenvervoer;Land van laden;Totaal alle landen;2000;153
7132;Eigen vervoer;Derdelandenvervoer;Land van laden;Totaal alle landen;2001;128
7133;Eigen vervoer;Derdelandenvervoer;Land van laden;Totaal alle landen;2002;70
7134;Eigen vervoer;Derdelandenvervoer;Land van laden;Totaal alle landen;2003;138
7135;Eigen vervoer;Derdelandenvervoer;Land van laden;Totaal alle landen;2004;417
7136;Eigen vervoer;Derdelandenvervoer;Land van laden;Totaal alle landen;2005;524
7137;Eigen vervoer;Derdelandenvervoer;Land van laden;Totaal alle landen;2006;622
7138;Eigen vervoer;Derdelandenvervoer;Land van laden;Totaal alle landen;2007;1042
7139;Eigen vervoer;Derdelandenvervoer;Land van laden;Totaal alle landen;2008;982
7140;Eigen vervoer;Derdelandenvervoer;Land van laden;Totaal alle landen;2009;457
7141;Eigen vervoer;Derdelandenvervoer;Land van laden;Totaal alle landen;2010;131
7142;Eigen vervoer;Derdelandenvervoer;Land van laden;Totaal alle landen;2011;377
7143;Eigen vervoer;Derdelandenvervoer;Land van laden;Totaal alle landen;2012;446
7144;Eigen vervoer;Derdelandenvervoer;Land van laden;Totaal alle landen;2013;398
7145;Eigen vervoer;Derdelandenvervoer;Land van laden;Totaal alle landen;2014;479
7146;Eigen vervoer;Derdelandenvervoer;Land van laden;Totaal alle landen;2015;399
7147;Eigen vervoer;Derdelandenvervoer;Land van laden;Totaal alle landen;2016;319
7148;Eigen vervoer;Derdelandenvervoer;Land van laden;Totaal alle landen;2017;170
7149;Eigen vervoer;Derdelandenvervoer;Land van laden;Totaal alle landen;2018;297
7150;Eigen vervoer;Derdelandenvervoer;Land van laden;Totaal alle landen;2019;369
7151;Eigen vervoer;Derdelandenvervoer;Land van laden;Totaal alle landen;2020;393
7152;Eigen vervoer;Derdelandenvervoer;Land van laden;Totaal alle landen;2021;750
7153;Eigen vervoer;Derdelandenvervoer;Land van laden;Totaal alle landen;2022;587
7154;Eigen vervoer;Derdelandenvervoer;Land van laden;Totaal alle landen;2023;511
7155;Eigen vervoer;Derdelandenvervoer;Land van laden;België of Luxemburg;1997;29
7156;Eigen vervoer;Derdelandenvervoer;Land van laden;België of Luxemburg;1998;39
7157;Eigen vervoer;Derdelandenvervoer;Land van laden;België of Luxemburg;1999;72
7158;Eigen vervoer;Derdelandenvervoer;Land van laden;België of Luxemburg;2000;62
7159;Eigen vervoer;Derdelandenvervoer;Land van laden;België of Luxemburg;2001;29
7160;Eigen vervoer;Derdelandenvervoer;Land van laden;België of Luxemburg;2002;20
7161;Eigen vervoer;Derdelandenvervoer;Land van laden;België of Luxemburg;2003;16
7162;Eigen vervoer;Derdelandenvervoer;Land van laden;België of Luxemburg;2004;98
7163;Eigen vervoer;Derdelandenvervoer;Land van laden;België of Luxemburg;2005;193
7164;Eigen vervoer;Derdelandenvervoer;Land van laden;België of Luxemburg;2006;149
7165;Eigen vervoer;Derdelandenvervoer;Land van laden;België of Luxemburg;2007;324
7166;Eigen vervoer;Derdelandenvervoer;Land van laden;België of Luxemburg;2008;277
7167;Eigen vervoer;Derdelandenvervoer;Land van laden;België of Luxemburg;2009;149
7168;Eigen vervoer;Derdelandenvervoer;Land van laden;België of Luxemburg;2010;36
7169;Eigen vervoer;Derdelandenvervoer;Land van laden;België of Luxemburg;2011;66
7170;Eigen vervoer;Derdelandenvervoer;Land van laden;België of Luxemburg;2012;174
7171;Eigen vervoer;Derdelandenvervoer;Land van laden;België of Luxemburg;2013;116
7172;Eigen vervoer;Derdelandenvervoer;Land van laden;België of Luxemburg;2014;94
7173;Eigen vervoer;Derdelandenvervoer;Land van laden;België of Luxemburg;2015;170
7174;Eigen vervoer;Derdelandenvervoer;Land van laden;België of Luxemburg;2016;162
7175;Eigen vervoer;Derdelandenvervoer;Land van laden;België of Luxemburg;2017;68
7176;Eigen vervoer;Derdelandenvervoer;Land van laden;België of Luxemburg;2018;96
7177;Eigen vervoer;Derdelandenvervoer;Land van laden;België of Luxemburg;2019;49
7178;Eigen vervoer;Derdelandenvervoer;Land van laden;België of Luxemburg;2020;112
7179;Eigen vervoer;Derdelandenvervoer;Land van laden;België of Luxemburg;2021;313
7180;Eigen vervoer;Derdelandenvervoer;Land van laden;België of Luxemburg;2022;251
7181;Eigen vervoer;Derdelandenvervoer;Land van laden;België of Luxemburg;2023;250
7182;Eigen vervoer;Derdelandenvervoer;Land van laden;Frankrijk;1997;3
7183;Eigen vervoer;Derdelandenvervoer;Land van laden;Frankrijk;1998;1
7184;Eigen vervoer;Derdelandenvervoer;Land van laden;Frankrijk;1999;20
7185;Eigen vervoer;Derdelandenvervoer;Land van laden;Frankrijk;2000;12
7186;Eigen vervoer;Derdelandenvervoer;Land van laden;Frankrijk;2001;12
7187;Eigen vervoer;Derdelandenvervoer;Land van laden;Frankrijk;2002;4
7188;Eigen vervoer;Derdelandenvervoer;Land van laden;Frankrijk;2003;3
7189;Eigen vervoer;Derdelandenvervoer;Land van laden;Frankrijk;2004;28
7190;Eigen vervoer;Derdelandenvervoer;Land van laden;Frankrijk;2005;99
7191;Eigen vervoer;Derdelandenvervoer;Land van laden;Frankrijk;2006;42
7192;Eigen vervoer;Derdelandenvervoer;Land van laden;Frankrijk;2007;151
7193;Eigen vervoer;Derdelandenvervoer;Land van laden;Frankrijk;2008;189
7194;Eigen vervoer;Derdelandenvervoer;Land van laden;Frankrijk;2009;73
7195;Eigen vervoer;Derdelandenvervoer;Land van laden;Frankrijk;2010;8
7196;Eigen vervoer;Derdelandenvervoer;Land van laden;Frankrijk;2011;46
7197;Eigen vervoer;Derdelandenvervoer;Land van laden;Frankrijk;2012;41
7198;Eigen vervoer;Derdelandenvervoer;Land van laden;Frankrijk;2013;12
7199;Eigen vervoer;Derdelandenvervoer;Land van laden;Frankrijk;2014;19
7200;Eigen vervoer;Derdelandenvervoer;Land van laden;Frankrijk;2015;44
7201;Eigen vervoer;Derdelandenvervoer;Land van laden;Frankrijk;2016;55
7202;Eigen vervoer;Derdelandenvervoer;Land van laden;Frankrijk;2017;22
7203;Eigen vervoer;Derdelandenvervoer;Land van laden;Frankrijk;2018;7
7204;Eigen vervoer;Derdelandenvervoer;Land van laden;Frankrijk;2019;23
7205;Eigen vervoer;Derdelandenvervoer;Land van laden;Frankrijk;2020;22
7206;Eigen vervoer;Derdelandenvervoer;Land van laden;Frankrijk;2021;106
7207;Eigen vervoer;Derdelandenvervoer;Land van laden;Frankrijk;2022;49
7208;Eigen vervoer;Derdelandenvervoer;Land van laden;Frankrijk;2023;53
7209;Eigen vervoer;Derdelandenvervoer;Land van laden;Duitsland;1997;38
7210;Eigen vervoer;Derdelandenvervoer;Land van laden;Duitsland;1998;18
7211;Eigen vervoer;Derdelandenvervoer;Land van laden;Duitsland;1999;37
7212;Eigen vervoer;Derdelandenvervoer;Land van laden;Duitsland;2000;30
7213;Eigen vervoer;Derdelandenvervoer;Land van laden;Duitsland;2001;77
7214;Eigen vervoer;Derdelandenvervoer;Land van laden;Duitsland;2002;36
7215;Eigen vervoer;Derdelandenvervoer;Land van laden;Duitsland;2003;109
7216;Eigen vervoer;Derdelandenvervoer;Land van laden;Duitsland;2004;225
7217;Eigen vervoer;Derdelandenvervoer;Land van laden;Duitsland;2005;168
7218;Eigen vervoer;Derdelandenvervoer;Land van laden;Duitsland;2006;337
7219;Eigen vervoer;Derdelandenvervoer;Land van laden;Duitsland;2007;402
7220;Eigen vervoer;Derdelandenvervoer;Land van laden;Duitsland;2008;278
7221;Eigen vervoer;Derdelandenvervoer;Land van laden;Duitsland;2009;175
7222;Eigen vervoer;Derdelandenvervoer;Land van laden;Duitsland;2010;55
7223;Eigen vervoer;Derdelandenvervoer;Land van laden;Duitsland;2011;254
7224;Eigen vervoer;Derdelandenvervoer;Land van laden;Duitsland;2012;151
7225;Eigen vervoer;Derdelandenvervoer;Land van laden;Duitsland;2013;193
7226;Eigen vervoer;Derdelandenvervoer;Land van laden;Duitsland;2014;310
7227;Eigen vervoer;Derdelandenvervoer;Land van laden;Duitsland;2015;169
7228;Eigen vervoer;Derdelandenvervoer;Land van laden;Duitsland;2016;94
7229;Eigen vervoer;Derdelandenvervoer;Land van laden;Duitsland;2017;71
7230;Eigen vervoer;Derdelandenvervoer;Land van laden;Duitsland;2018;124
7231;Eigen vervoer;Derdelandenvervoer;Land van laden;Duitsland;2019;292
7232;Eigen vervoer;Derdelandenvervoer;Land van laden;Duitsland;2020;215
7233;Eigen vervoer;Derdelandenvervoer;Land van laden;Duitsland;2021;283
7234;Eigen vervoer;Derdelandenvervoer;Land van laden;Duitsland;2022;242
7235;Eigen vervoer;Derdelandenvervoer;Land van laden;Duitsland;2023;152
7236;Eigen vervoer;Derdelandenvervoer;Land van laden;Italië;1997;0
7237;Eigen vervoer;Derdelandenvervoer;Land van laden;Italië;1998;0
7238;Eigen vervoer;Derdelandenvervoer;Land van laden;Italië;1999;5
7239;Eigen vervoer;Derdelandenvervoer;Land van laden;Italië;2000;6
7240;Eigen vervoer;Derdelandenvervoer;Land van laden;Italië;2001;2
7241;Eigen vervoer;Derdelandenvervoer;Land van laden;Italië;2002;0
7242;Eigen vervoer;Derdelandenvervoer;Land van laden;Italië;2003;1
7243;Eigen vervoer;Derdelandenvervoer;Land van laden;Italië;2004;8
7244;Eigen vervoer;Derdelandenvervoer;Land van laden;Italië;2005;4
7245;Eigen vervoer;Derdelandenvervoer;Land van laden;Italië;2006;18
7246;Eigen vervoer;Derdelandenvervoer;Land van laden;Italië;2007;9
7247;Eigen vervoer;Derdelandenvervoer;Land van laden;Italië;2008;26
7248;Eigen vervoer;Derdelandenvervoer;Land van laden;Italië;2009;2
7249;Eigen vervoer;Derdelandenvervoer;Land van laden;Italië;2010;1
7250;Eigen vervoer;Derdelandenvervoer;Land van laden;Italië;2011;0
7251;Eigen vervoer;Derdelandenvervoer;Land van laden;Italië;2012;13
7252;Eigen vervoer;Derdelandenvervoer;Land van laden;Italië;2013;3
7253;Eigen vervoer;Derdelandenvervoer;Land van laden;Italië;2014;6
7254;Eigen vervoer;Derdelandenvervoer;Land van laden;Italië;2015;4
7255;Eigen vervoer;Derdelandenvervoer;Land van laden;Italië;2016;0
7256;Eigen vervoer;Derdelandenvervoer;Land van laden;Italië;2017;0
7257;Eigen vervoer;Derdelandenvervoer;Land van laden;Italië;2018;0
7258;Eigen vervoer;Derdelandenvervoer;Land van laden;Italië;2019;0
7259;Eigen vervoer;Derdelandenvervoer;Land van laden;Italië;2020;0
7260;Eigen vervoer;Derdelandenvervoer;Land van laden;Italië;2021;0
7261;Eigen vervoer;Derdelandenvervoer;Land van laden;Italië;2022;2
7262;Eigen vervoer;Derdelandenvervoer;Land van laden;Italië;2023;0
7263;Eigen vervoer;Derdelandenvervoer;Land van laden;Verenigd Koninkrijk;1997;0
7264;Eigen vervoer;Derdelandenvervoer;Land van laden;Verenigd Koninkrijk;1998;0
7265;Eigen vervoer;Derdelandenvervoer;Land van laden;Verenigd Koninkrijk;1999;9
7266;Eigen vervoer;Derdelandenvervoer;Land van laden;Verenigd Koninkrijk;2000;22
7267;Eigen vervoer;Derdelandenvervoer;Land van laden;Verenigd Koninkrijk;2001;8
7268;Eigen vervoer;Derdelandenvervoer;Land van laden;Verenigd Koninkrijk;2002;0
7269;Eigen vervoer;Derdelandenvervoer;Land van laden;Verenigd Koninkrijk;2003;0
7270;Eigen vervoer;Derdelandenvervoer;Land van laden;Verenigd Koninkrijk;2004;25
7271;Eigen vervoer;Derdelandenvervoer;Land van laden;Verenigd Koninkrijk;2005;27
7272;Eigen vervoer;Derdelandenvervoer;Land van laden;Verenigd Koninkrijk;2006;15
7273;Eigen vervoer;Derdelandenvervoer;Land van laden;Verenigd Koninkrijk;2007;62
7274;Eigen vervoer;Derdelandenvervoer;Land van laden;Verenigd Koninkrijk;2008;76
7275;Eigen vervoer;Derdelandenvervoer;Land van laden;Verenigd Koninkrijk;2009;8
7276;Eigen vervoer;Derdelandenvervoer;Land van laden;Verenigd Koninkrijk;2010;0
7277;Eigen vervoer;Derdelandenvervoer;Land van laden;Verenigd Koninkrijk;2011;0
7278;Eigen vervoer;Derdelandenvervoer;Land van laden;Verenigd Koninkrijk;2012;0
7279;Eigen vervoer;Derdelandenvervoer;Land van laden;Verenigd Koninkrijk;2013;8
7280;Eigen vervoer;Derdelandenvervoer;Land van laden;Verenigd Koninkrijk;2014;10
7281;Eigen vervoer;Derdelandenvervoer;Land van laden;Verenigd Koninkrijk;2015;1
7282;Eigen vervoer;Derdelandenvervoer;Land van laden;Verenigd Koninkrijk;2016;5
7283;Eigen vervoer;Derdelandenvervoer;Land van laden;Verenigd Koninkrijk;2017;0
7284;Eigen vervoer;Derdelandenvervoer;Land van laden;Verenigd Koninkrijk;2018;36
7285;Eigen vervoer;Derdelandenvervoer;Land van laden;Verenigd Koninkrijk;2019;1
7286;Eigen vervoer;Derdelandenvervoer;Land van laden;Verenigd Koninkrijk;2020;12
7287;Eigen vervoer;Derdelandenvervoer;Land van laden;Verenigd Koninkrijk;2021;35
7288;Eigen vervoer;Derdelandenvervoer;Land van laden;Verenigd Koninkrijk;2022;20
7289;Eigen vervoer;Derdelandenvervoer;Land van laden;Verenigd Koninkrijk;2023;25
7290;Eigen vervoer;Derdelandenvervoer;Land van laden;Denemarken;1997;0
7291;Eigen vervoer;Derdelandenvervoer;Land van laden;Denemarken;1998;0
7292;Eigen vervoer;Derdelandenvervoer;Land van laden;Denemarken;1999;0
7293;Eigen vervoer;Derdelandenvervoer;Land van laden;Denemarken;2000;1
7294;Eigen vervoer;Derdelandenvervoer;Land van laden;Denemarken;2001;0
7295;Eigen vervoer;Derdelandenvervoer;Land van laden;Denemarken;2002;5
7296;Eigen vervoer;Derdelandenvervoer;Land van laden;Denemarken;2003;0
7297;Eigen vervoer;Derdelandenvervoer;Land van laden;Denemarken;2004;6
