ID;Fondsen;Perioden;Koersindex_1;Herbeleggingsindex_2
95;1;2001 november;153.2;169.2
96;1;2001 december;155.1;171.4
97;1;2002 januari;153.2;169.3
98;1;2002 februari;151.4;167.3
99;1;2002 maart;155.3;171.6
100;1;2002 april;147.3;163.9
101;1;2002 mei;143.4;159.9
102;1;2002 juni;132.7;148.5
103;1;2002 juli;124.4;139.2
104;1;2002 augustus;125.4;140.6
105;1;2002 september;115.8;129.8
106;1;2002 oktober;121.2;135.9
107;1;2002 november;125.1;140.7
108;1;2002 december;118.1;132.9
109;1;2003 januari;113.7;128.1
110;1;2003 februari;111.8;125.9
111;1;2003 maart;111.1;125.2
112;1;2003 april;114.6;130.4
113;1;2003 mei;115.1;131.4
114;1;2003 juni;118.2;135.4
115;1;2003 juli;120.6;138.1
116;1;2003 augustus;123.8;142.0
117;1;2003 september;120.1;137.8
118;1;2003 oktober;123.7;141.9
119;1;2003 november;122.9;141.4
120;1;2003 december;123.6;142.3
121;2;1993 december;100.0;100.0
122;2;1994 januari;105.4;105.5
123;2;1994 februari;101.9;102.0
124;2;1994 maart;96.3;96.3
125;2;1994 april;96.4;98.2
126;2;1994 mei;95.8;97.7
127;2;1994 juni;92.5;94.3
128;2;1994 juli;94.1;96.0
129;2;1994 augustus;96.8;98.9
130;2;1994 september;92.6;94.7
131;2;1994 oktober;92.0;94.1
132;2;1994 november;90.8;92.8
133;2;1994 december;90.4;92.5
134;2;1995 januari;85.3;87.3
135;2;1995 februari;84.0;85.9
136;2;1995 maart;82.9;84.9
137;2;1995 april;83.1;86.6
138;2;1995 mei;85.3;88.9
139;2;1995 juni;84.9;88.6
140;2;1995 juli;89.1;92.9
141;2;1995 augustus;92.5;96.5
142;2;1995 september;91.6;95.6
143;2;1995 oktober;90.0;93.9
144;2;1995 november;93.2;97.3
145;2;1995 december;95.0;99.2
146;2;1996 januari;100.0;104.5
147;2;1996 februari;100.5;105.0
148;2;1996 maart;103.0;107.7
149;2;1996 april;107.5;113.9
150;2;1996 mei;109.2;115.7
151;2;1996 juni;108.9;115.4
152;2;1996 juli;101.4;107.5
153;2;1996 augustus;104.7;111.0
154;2;1996 september;110.3;116.9
155;2;1996 oktober;109.9;116.5
156;2;1996 november;117.0;124.1
157;2;1996 december;119.5;126.7
158;2;1997 januari;126.2;134.0
159;2;1997 februari;133.3;141.6
160;2;1997 maart;132.0;140.2
161;2;1997 april;133.0;142.7
162;2;1997 mei;142.5;152.9
163;2;1997 juni;153.3;164.6
164;2;1997 juli;170.2;182.8
165;2;1997 augustus;153.6;165.0
166;2;1997 september;159.4;171.1
167;2;1997 oktober;145.8;156.5
168;2;1997 november;147.5;158.5
169;2;1997 december;149.5;160.7
170;2;1998 januari;156.2;167.9
171;2;1998 februari;168.0;180.6
172;2;1998 maart;179.2;192.7
173;2;1998 april;173.1;187.6
174;2;1998 mei;175.6;190.4
175;2;1998 juni;181.6;197.0
176;2;1998 juli;183.0;198.5
177;2;1998 augustus;159.0;172.5
178;2;1998 september;146.2;158.5
179;2;1998 oktober;153.1;166.1
180;2;1998 november;170.1;184.6
181;2;1998 december;178.6;193.8
182;2;1999 januari;184.5;200.3
183;2;1999 februari;186.3;202.3
184;2;1999 maart;196.5;213.4
185;2;1999 april;204.7;223.6
186;2;1999 mei;198.9;217.4
187;2;1999 juni;211.7;231.3
188;2;1999 juli;206.0;225.2
189;2;1999 augustus;212.8;232.6
190;2;1999 september;208.8;228.2
191;2;1999 oktober;220.5;241.0
192;2;1999 november;252.1;275.7
193;2;1999 december;280.8;307.1
194;2;2000 januari;274.6;300.3
195;2;2000 februari;300.9;329.1
196;2;2000 maart;308.6;337.6
197;2;2000 april;302.1;331.7
198;2;2000 mei;284.6;312.6
199;2;2000 juni;289.5;318.3
200;2;2000 juli;290.7;319.7
201;2;2000 augustus;315.4;346.9
202;2;2000 september;304.4;334.8
203;2;2000 oktober;299.7;329.7
204;2;2000 november;271.7;298.9
205;2;2000 december;260.5;286.7
206;2;2001 januari;265.7;292.5
207;2;2001 februari;239.9;264.1
208;2;2001 maart;222.7;245.2
209;2;2001 april;233.4;257.7
210;2;2001 mei;242.2;267.6
211;2;2001 juni;233.5;258.3
212;2;2001 juli;219.4;242.6
213;2;2001 augustus;201.4;222.9
214;2;2001 september;177.8;196.9
215;2;2001 oktober;187.4;207.5
216;2;2001 november;200.2;221.8
217;2;2001 december;204.5;226.9
218;2;2002 januari;200.8;222.9
219;2;2002 februari;197.0;218.6
220;2;2002 maart;205.4;227.9
221;2;2002 april;190.4;212.3
222;2;2002 mei;183.4;204.6
223;2;2002 juni;163.2;182.5
224;2;2002 juli;146.9;164.4
225;2;2002 augustus;147.5;165.2
226;2;2002 september;127.2;142.4
227;2;2002 oktober;138.9;155.6
228;2;2002 november;146.1;163.8
229;2;2002 december;131.2;147.3
230;2;2003 januari;122.3;137.4
231;2;2003 februari;118.2;132.8
232;2;2003 maart;117.1;131.6
233;2;2003 april;124.6;141.0
234;2;2003 mei;124.6;141.4
235;2;2003 juni;130.5;148.3
236;2;2003 juli;136.2;154.9
237;2;2003 augustus;142.5;162.2
238;2;2003 september;134.6;153.2
239;2;2003 oktober;142.3;162.0
240;2;2003 november;141.3;161.0
241;2;2003 december;142.1;162.2
242;3;1993 december;100.0;100.0
243;3;1994 januari;105.3;105.3
244;3;1994 februari;102.6;102.6
245;3;1994 maart;98.8;99.4
246;3;1994 april;102.0;102.6
247;3;1994 mei;99.8;100.5
248;3;1994 juni;95.7;96.3
249;3;1994 juli;100.1;100.9
250;3;1994 augustus;102.9;103.7
251;3;1994 september;99.8;100.6
252;3;1994 oktober;100.7;101.5
253;3;1994 november;99.4;100.6
254;3;1994 december;100.7;102.0
255;3;1995 januari;100.1;101.3
256;3;1995 februari;100.6;101.8
257;3;1995 maart;97.5;99.2
258;3;1995 april;101.1;103.0
259;3;1995 mei;105.2;107.2
260;3;1995 juni;107.1;109.1
261;3;1995 juli;110.7;112.9
262;3;1995 augustus;112.5;114.8
263;3;1995 september;113.1;115.4
264;3;1995 oktober;110.8;113.0
265;3;1995 november;113.6;116.4
266;3;1995 december;115.0;117.7
267;3;1996 januari;122.2;125.1
268;3;1996 februari;124.4;127.3
269;3;1996 maart;130.6;134.3
270;3;1996 april;136.5;140.4
271;3;1996 mei;143.7;147.9
272;3;1996 juni;144.2;148.4
273;3;1996 juli;136.9;141.0
274;3;1996 augustus;143.4;147.7
275;3;1996 september;148.6;153.1
276;3;1996 oktober;151.0;155.5
277;3;1996 november;160.3;165.5
278;3;1996 december;163.2;168.5
279;3;1997 januari;173.3;178.9
280;3;1997 februari;186.5;192.5
281;3;1997 maart;186.4;192.7
282;3;1997 april;194.2;201.3
283;3;1997 mei;209.1;216.8
284;3;1997 juni;227.3;235.6
285;3;1997 juli;251.2;260.7
286;3;1997 augustus;228.8;237.4
287;3;1997 september;241.6;250.7
288;3;1997 oktober;226.0;234.5
289;3;1997 november;227.2;235.9
290;3;1997 december;231.2;240.1
291;3;1998 januari;240.8;250.1
292;3;1998 februari;267.1;277.4
293;3;1998 maart;286.8;298.1
294;3;1998 april;289.4;301.5
295;3;1998 mei;306.4;319.6
296;3;1998 juni;311.6;325.0
297;3;1998 juli;320.2;334.2
298;3;1998 augustus;279.0;291.2
299;3;1998 september;245.0;291.2
300;3;1998 oktober;249.8;255.7
301;3;1998 november;270.8;260.7
302;3;1998 december;282.6;295.2
303;3;1999 januari;275.4;287.7
304;3;1999 februari;274.3;286.6
305;3;1999 maart;280.8;293.5
306;3;1999 april;297.4;312.3
307;3;1999 mei;288.3;302.7
308;3;1999 juni;292.3;307.3
309;3;1999 juli;284.4;299.2
310;3;1999 augustus;296.7;312.2
311;3;1999 september;288.7;303.7
312;3;1999 oktober;296.7;312.2
313;3;1999 november;321.2;338.2
314;3;1999 december;362.2;381.4
315;3;2000 januari;339.4;357.4
316;3;2000 februari;376.3;396.3
317;3;2000 maart;377.1;397.0
318;3;2000 april;367.7;388.3
319;3;2000 mei;372.5;393.5
320;3;2000 juni;376.4;400.5
321;3;2000 juli;373.7;398.6
322;3;2000 augustus;389.5;415.5
323;3;2000 september;375.7;400.7
324;3;2000 oktober;382.6;408.0
325;3;2000 november;366.9;391.5
326;3;2000 december;360.0;384.2
327;3;2001 januari;362.9;387.2
328;3;2001 februari;342.4;365.3
329;3;2001 maart;321.7;343.3
330;3;2001 april;336.9;360.1
331;3;2001 mei;340.1;363.9
332;3;2001 juni;324.4;349.5
333;3;2001 juli;311.3;335.6
334;3;2001 augustus;298.5;322.9
335;3;2001 september;254.5;275.7
336;3;2001 oktober;258.9;280.5
337;3;2001 november;268.9;291.6
338;3;2001 december;277.7;301.5
339;3;2002 januari;278.0;301.9
340;3;2002 februari;272.7;296.1
341;3;2002 maart;291.4;316.4
342;3;2002 april;280.8;305.6
343;3;2002 mei;270.3;294.4
344;3;2002 juni;242.8;267.0
345;3;2002 juli;206.5;227.0
346;3;2002 augustus;209.5;231.8
347;3;2002 september;168.6;186.6
348;3;2002 oktober;189.0;209.1
349;3;2002 november;200.5;222.2
350;3;2002 december;181.2;201.0
351;3;2003 januari;165.8;183.8
352;3;2003 februari;150.4;166.8
353;3;2003 maart;146.9;163.4
354;3;2003 april;163.5;182.5
355;3;2003 mei;163.7;183.3
356;3;2003 juni;169.7;191.7
357;3;2003 juli;181.0;204.4
358;3;2003 augustus;189.6;215.9
359;3;2003 september;177.8;202.4
360;3;2003 oktober;188.1;214.2
361;3;2003 november;190.8;217.5
362;3;2003 december;193.8;221.4
363;4;1993 december;100.0;100.0
364;4;1994 januari;110.0;110.0
365;4;1994 februari;104.8;104.8
366;4;1994 maart;100.7;100.7
367;4;1994 april;101.9;102.8
368;4;1994 mei;97.4;98.2
369;4;1994 juni;94.1;94.9
370;4;1994 juli;96.7;97.7
371;4;1994 augustus;99.4;100.5
372;4;1994 september;95.2;96.3
373;4;1994 oktober;94.4;95.5
374;4;1994 november;95.0;96.1
375;4;1994 december;93.0;94.0
376;4;1995 januari;90.2;91.3
377;4;1995 februari;89.3;90.4
378;4;1995 maart;87.9;89.0
379;4;1995 april;90.6;91.7
380;4;1995 mei;92.5;94.5
381;4;1995 juni;92.4;94.3
382;4;1995 juli;96.4;98.6
383;4;1995 augustus;100.1;102.3
384;4;1995 september;99.4;101.6
385;4;1995 oktober;97.2;99.5
386;4;1995 november;99.4;101.8
387;4;1995 december;99.9;102.3
388;4;1996 januari;104.1;106.7
389;4;1996 februari;108.2;110.9
390;4;1996 maart;111.1;113.9
391;4;1996 april;115.4;118.4
392;4;1996 mei;117.8;121.5
393;4;1996 juni;118.9;122.6
394;4;1996 juli;112.8;116.5
395;4;1996 augustus;118.0;121.9
396;4;1996 september;122.8;126.9
397;4;1996 oktober;124.3;128.5
398;4;1996 november;130.3;134.7
399;4;1996 december;134.1;138.6
400;4;1997 januari;142.6;147.6
401;4;1997 februari;149.8;155.0
402;4;1997 maart;149.1;154.3
403;4;1997 april;153.3;158.8
404;4;1997 mei;159.5;165.8
405;4;1997 juni;171.9;178.6
406;4;1997 juli;180.4;187.6
407;4;1997 augustus;169.0;175.9
408;4;1997 september;182.5;190.0
409;4;1997 oktober;172.7;179.7
410;4;1997 november;175.3;182.5
411;4;1997 december;183.5;191.0
412;4;1998 januari;193.3;201.4
413;4;1998 februari;209.0;217.7
414;4;1998 maart;232.7;242.4
415;4;1998 april;228.6;238.2
416;4;1998 mei;238.2;248.9
417;4;1998 juni;247.6;258.7
418;4;1998 juli;253.9;265.5
419;4;1998 augustus;219.3;229.4
420;4;1998 september;195.1;204.1
421;4;1998 oktober;207.1;216.6
422;4;1998 november;225.3;235.7
423;4;1998 december;228.4;238.9
424;4;1999 januari;238.5;249.6
425;4;1999 februari;237.2;248.3
426;4;1999 maart;242.0;253.3
427;4;1999 april;249.4;261.2
428;4;1999 mei;242.4;254.1
429;4;1999 juni;253.0;265.2
430;4;1999 juli;246.1;257.9
431;4;1999 augustus;255.3;267.6
432;4;1999 september;250.9;263.1
433;4;1999 oktober;260.9;273.5
434;4;1999 november;296.2;310.5
435;4;1999 december;337.3;354.1
436;4;2000 januari;342.2;359.2
437;4;2000 februari;383.5;402.7
438;4;2000 maart;391.9;411.5
439;4;2000 april;387.1;406.6
440;4;2000 mei;371.3;390.0
441;4;2000 juni;369.3;388.2
442;4;2000 juli;378.7;398.2
443;4;2000 augustus;394.3;414.6
444;4;2000 september;377.8;397.2
445;4;2000 oktober;377.1;396.6
446;4;2000 november;345.4;363.7
447;4;2000 december;341.1;359.5
448;4;2001 januari;345.3;364.3
449;4;2001 februari;316.0;333.6
450;4;2001 maart;295.5;312.1
451;4;2001 april;309.5;327.1
452;4;2001 mei;314.1;332.3
453;4;2001 juni;295.9;313.4
454;4;2001 juli;281.4;298.2
455;4;2001 augustus;262.8;278.6
456;4;2001 september;230.4;244.4
457;4;2001 oktober;241.6;256.4
458;4;2001 november;256.3;272.2
459;4;2001 december;261.2;278.0
460;4;2002 januari;257.7;275.0
461;4;2002 februari;254.1;271.1
462;4;2002 maart;265.8;283.8
463;4;2002 april;250.5;267.8
464;4;2002 mei;239.7;256.4
465;4;2002 juni;214.6;230.3
466;4;2002 juli;193.0;207.2
467;4;2002 augustus;189.9;203.9
468;4;2002 september;163.5;175.6
469;4;2002 oktober;178.2;191.4
470;4;2002 november;188.9;203.0
471;4;2002 december;171.5;185.4
472;4;2003 januari;157.2;170.6
473;4;2003 februari;149.5;162.2
474;4;2003 maart;147.2;159.6
475;4;2003 april;163.9;178.2
476;4;2003 mei;166.3;181.3
477;4;2003 juni;172.0;188.0
478;4;2003 juli;178.4;195.0
479;4;2003 augustus;186.2;203.5
480;4;2003 september;179.3;196.0
481;4;2003 oktober;192.3;210.3
482;4;2003 november;193.9;212.1
483;4;2003 december;196.2;215.6
484;5;1993 december;100.0;100.0
485;5;1994 januari;103.1;103.6
486;5;1994 februari;97.0;97.4
487;5;1994 maart;86.9;87.3
488;5;1994 april;88.2;88.7
489;5;1994 mei;89.6;90.1
490;5;1994 juni;85.0;85.4
491;5;1994 juli;87.9;88.4
492;5;1994 augustus;89.4;91.9
493;5;1994 september;86.2;88.6
494;5;1994 oktober;85.2;87.6
495;5;1994 november;82.4;84.7
496;5;1994 december;81.6;83.9
497;5;1995 januari;72.9;75.2
498;5;1995 februari;72.4;74.7
499;5;1995 maart;70.9;73.2
500;5;1995 april;71.2;73.5
501;5;1995 mei;75.7;78.1
502;5;1995 juni;73.4;75.8
503;5;1995 juli;75.9;78.4
504;5;1995 augustus;78.0;80.6
505;5;1995 september;77.0;79.5
506;5;1995 oktober;74.5;77.0
507;5;1995 november;75.0;77.4
508;5;1995 december;77.9;80.4
509;5;1996 januari;85.0;88.2
510;5;1996 februari;83.8;87.0
511;5;1996 maart;85.0;88.2
512;5;1996 april;90.5;94.0
513;5;1996 mei;89.4;92.9
514;5;1996 juni;88.7;92.2
515;5;1996 juli;80.7;83.9
516;5;1996 augustus;81.6;84.8
517;5;1996 september;85.2;88.6
518;5;1996 oktober;82.7;86.0
519;5;1996 november;86.5;89.9
520;5;1996 december;87.3;90.8
521;5;1997 januari;90.4;94.5
522;5;1997 februari;94.3;98.5
523;5;1997 maart;90.7;94.8
524;5;1997 april;91.2;95.3
525;5;1997 mei;97.2;101.6
526;5;1997 juni;102.6;107.3
527;5;1997 juli;109.2;114.2
528;5;1997 augustus;91.0;95.2
529;5;1997 september;89.9;94.0
530;5;1997 oktober;71.5;74.7
531;5;1997 november;69.5;72.7
532;5;1997 december;68.5;71.6
533;5;1998 januari;67.2;70.3
534;5;1998 februari;74.0;78.1
535;5;1998 maart;73.2;77.3
536;5;1998 april;67.3;71.0
537;5;1998 mei;60.3;63.6
538;5;1998 juni;55.6;58.7
539;5;1998 juli;55.3;58.5
540;5;1998 augustus;48.5;51.3
541;5;1998 september;48.3;51.0
542;5;1998 oktober;55.2;58.3
543;5;1998 november;61.1;64.6
544;5;1998 december;61.2;64.6
545;5;1999 januari;62.7;66.6
546;5;1999 februari;63.2;67.2
547;5;1999 maart;73.0;77.6
548;5;1999 april;82.7;87.9
549;5;1999 mei;82.3;87.5
550;5;1999 juni;95.2;101.2
551;5;1999 juli;94.4;100.4
552;5;1999 augustus;96.6;102.7
553;5;1999 september;94.6;100.6
554;5;1999 oktober;98.9;105.2
555;5;1999 november;112.1;119.2
556;5;1999 december;123.1;131.1
557;5;2000 januari;126.4;134.7
558;5;2000 februari;132.0;140.7
559;5;2000 maart;133.1;141.8
560;5;2000 april;124.1;132.2
561;5;2000 mei;112.2;119.6
562;5;2000 juni;117.3;124.9
563;5;2000 juli;112.8;120.1
564;5;2000 augustus;118.6;126.3
565;5;2000 september;109.9;117.1
566;5;2000 oktober;107.6;114.7
567;5;2000 november;101.8;108.5
568;5;2000 december;94.0;100.4
569;5;2001 januari;98.6;105.3
570;5;2001 februari;94.7;101.1
571;5;2001 maart;89.1;95.2
572;5;2001 april;87.9;93.8
573;5;2001 mei;93.5;99.9
574;5;2001 juni;90.0;96.2
575;5;2001 juli;82.5;88.1
576;5;2001 augustus;77.5;82.8
577;5;2001 september;67.4;72.0
578;5;2001 oktober;71.1;76.0
579;5;2001 november;77.3;82.6
580;5;2001 december;79.2;85.0
581;5;2002 januari;82.0;88.1
582;5;2002 februari;83.0;89.1
583;5;2002 maart;87.6;94.0
584;5;2002 april;86.4;92.8
585;5;2002 mei;84.5;90.7
586;5;2002 juni;75.7;81.9
587;5;2002 juli;72.3;78.1
588;5;2002 augustus;70.9;76.7
589;5;2002 september;64.7;70.0
590;5;2002 oktober;64.9;70.1
591;5;2002 november;67.3;72.8
592;5;2002 december;60.7;66.0
593;5;2003 januari;58.1;63.3
594;5;2003 februari;57.1;62.2
595;5;2003 maart;54.1;58.9
596;5;2003 april;54.0;58.8
597;5;2003 mei;53.8;58.9
598;5;2003 juni;58.6;64.1
599;5;2003 juli;63.6;69.5
600;5;2003 augustus;71.4;78.1
601;5;2003 september;69.0;75.5
602;5;2003 oktober;73.9;80.9
603;5;2003 november;69.9;76.5
604;5;2003 december;70.9;77.9
605;6;1993 december;100.0;100.0
606;6;1994 januari;105.7;105.7
607;6;1994 februari;102.8;102.8
608;6;1994 maart;97.8;97.8
609;6;1994 april;96.6;96.6
610;6;1994 mei;97.4;97.4
611;6;1994 juni;90.8;90.8
612;6;1994 juli;92.9;92.9
613;6;1994 augustus;96.9;96.9
614;6;1994 september;93.4;93.4
615;6;1994 oktober;92.0;92.8
616;6;1994 november;92.5;93.3
617;6;1994 december;91.1;91.9
618;6;1995 januari;87.9;88.6
619;6;1995 februari;88.7;89.5
620;6;1995 maart;87.7;88.5
621;6;1995 april;87.4;88.2
622;6;1995 mei;90.3;91.1
623;6;1995 juni;92.0;93.1
624;6;1995 juli;95.0;96.1
625;6;1995 augustus;100.5;101.7
626;6;1995 september;100.9;102.1
627;6;1995 oktober;99.6;101.8
628;6;1995 november;103.6;105.8
629;6;1995 december;104.5;106.8
630;6;1996 januari;110.8;113.2
631;6;1996 februari;112.5;114.9
632;6;1996 maart;114.6;117.0
633;6;1996 april;118.6;121.4
634;6;1996 mei;124.3;127.3
635;6;1996 juni;122.1;125.0
636;6;1996 juli;114.1;116.9
637;6;1996 augustus;117.4;120.2
638;6;1996 september;127.5;130.6
639;6;1996 oktober;130.0;134.1
640;6;1996 november;141.8;146.2
641;6;1996 december;145.1;149.6
642;6;1997 januari;158.9;163.8
643;6;1997 februari;165.0;170.1
644;6;1997 maart;164.6;169.7
645;6;1997 april;165.8;171.0
646;6;1997 mei;179.6;185.2
647;6;1997 juni;191.7;197.7
648;6;1997 juli;221.9;228.9
649;6;1997 augustus;204.1;210.4
650;6;1997 september;214.0;220.7
651;6;1997 oktober;197.7;204.7
652;6;1997 november;209.3;216.7
653;6;1997 december;211.0;218.4
654;6;1998 januari;219.9;227.7
655;6;1998 februari;235.6;243.9
656;6;1998 maart;253.2;262.1
657;6;1998 april;242.4;251.2
658;6;1998 mei;239.6;248.3
659;6;1998 juni;256.6;265.9
660;6;1998 juli;252.1;261.2
661;6;1998 augustus;218.6;226.6
662;6;1998 september;206.9;214.4
663;6;1998 oktober;210.1;218.3
664;6;1998 november;239.3;248.6
665;6;1998 december;247.8;257.5
666;6;1999 januari;258.9;269.1
667;6;1999 februari;268.5;279.0
668;6;1999 maart;290.4;301.7
669;6;1999 april;300.4;312.5
670;6;1999 mei;288.7;300.3
671;6;1999 juni;303.8;316.0
672;6;1999 juli;292.4;304.1
673;6;1999 augustus;296.3;308.1
674;6;1999 september;281.2;292.5
675;6;1999 oktober;303.8;316.0
676;6;1999 november;335.2;348.6
677;6;1999 december;354.7;369.4
678;6;2000 januari;336.4;350.4
679;6;2000 februari;344.4;358.7
680;6;2000 maart;377.9;393.6
681;6;2000 april;383.7;399.6
682;6;2000 mei;359.4;374.6
683;6;2000 juni;359.2;374.5
684;6;2000 juli;364.2;379.7
685;6;2000 augustus;404.2;421.3
686;6;2000 september;396.4;413.2
687;6;2000 oktober;389.8;406.4
688;6;2000 november;358.5;373.7
689;6;2000 december;337.2;352.0
690;6;2001 januari;340.9;355.9
691;6;2001 februari;310.1;323.7
692;6;2001 maart;294.6;307.5
693;6;2001 april;310.1;323.7
694;6;2001 mei;328.9;343.6
695;6;2001 juni;325.6;340.2
696;6;2001 juli;310.8;324.8
697;6;2001 augustus;280.2;292.8
698;6;2001 september;257.2;268.7
699;6;2001 oktober;264.8;276.7
700;6;2001 november;289.2;302.2
701;6;2001 december;298.7;312.7
702;6;2002 januari;293.0;306.8
703;6;2002 februari;290.7;304.4
704;6;2002 maart;296.0;309.9
705;6;2002 april;270.4;283.1
706;6;2002 mei;261.3;273.8
707;6;2002 juni;230.1;241.1
708;6;2002 juli;208.0;218.0
709;6;2002 augustus;216.2;226.6
710;6;2002 september;192.6;201.8
711;6;2002 oktober;206.8;216.7
712;6;2002 november;211.4;221.5
713;6;2002 december;190.9;200.6
714;6;2003 januari;179.8;188.9
715;6;2003 februari;179.1;188.2
716;6;2003 maart;179.4;188.5
717;6;2003 april;188.2;197.8
718;6;2003 mei;184.6;194.3
719;6;2003 juni;194.6;204.8
720;6;2003 juli;200.6;211.1
721;6;2003 augustus;208.5;219.4
722;6;2003 september;194.0;204.2
723;6;2003 oktober;200.6;211.2
724;6;2003 november;198.3;208.7
725;6;2003 december;196.9;207.7
726;7;1993 december;100.0;100.0
727;7;1994 januari;105.4;105.4
728;7;1994 februari;102.3;102.3
729;7;1994 maart;97.0;97.1
730;7;1994 april;96.8;98.9
731;7;1994 mei;96.3;98.5
732;7;1994 juni;93.3;95.4
733;7;1994 juli;94.5;96.6
734;7;1994 augustus;97.3;99.4
735;7;1994 september;92.9;95.0
736;7;1994 oktober;92.2;94.4
737;7;1994 november;91.0;93.2
738;7;1994 december;90.8;92.9
739;7;1995 januari;85.7;87.7
740;7;1995 februari;84.0;86.0
741;7;1995 maart;83.2;85.3
742;7;1995 april;83.0;87.0
743;7;1995 mei;84.5;88.6
744;7;1995 juni;84.2;88.3
745;7;1995 juli;88.8;93.1
746;7;1995 augustus;92.6;97.1
747;7;1995 september;91.5;96.0
748;7;1995 oktober;90.1;94.5
749;7;1995 november;93.9;98.5
750;7;1995 december;95.7;100.4
751;7;1996 januari;100.2;105.2
752;7;1996 februari;100.7;105.7
753;7;1996 maart;103.0;108.2
754;7;1996 april;107.2;114.7
755;7;1996 mei;108.7;116.2
756;7;1996 juni;108.3;115.8
757;7;1996 juli;100.6;107.6
758;7;1996 augustus;104.0;111.2
759;7;1996 september;110.1;117.7
760;7;1996 oktober;109.5;117.2
761;7;1996 november;117.2;125.4
762;7;1996 december;119.8;128.2
763;7;1997 januari;126.8;135.7
764;7;1997 februari;133.7;143.1
765;7;1997 maart;132.5;141.8
766;7;1997 april;132.6;144.1
767;7;1997 mei;142.5;154.8
768;7;1997 juni;153.4;166.6
769;7;1997 juli;171.6;186.4
770;7;1997 augustus;155.3;168.8
771;7;1997 september;160.7;174.6
772;7;1997 oktober;147.6;160.4
773;7;1997 november;150.0;163.0
774;7;1997 december;151.8;165.0
775;7;1998 januari;159.3;173.2
776;7;1998 februari;169.8;184.6
777;7;1998 maart;181.0;196.9
778;7;1998 april;173.3;190.4
779;7;1998 mei;175.0;192.2
780;7;1998 juni;182.8;200.9
