ID;Fondsen;Perioden;Koersindex_1;Herbeleggingsindex_2
1367;Geldmarktfondsen;1996 december;106.9;107.4
1368;Geldmarktfondsen;1997 januari;107.1;107.5
1369;Geldmarktfondsen;1997 februari;107.4;107.9
1370;Geldmarktfondsen;1997 maart;107.5;108.0
1371;Geldmarktfondsen;1997 april;107.7;108.2
1372;Geldmarktfondsen;1997 mei;107.8;108.2
1373;Geldmarktfondsen;1997 juni;108.0;108.4
1374;Geldmarktfondsen;1997 juli;108.2;108.6
1375;Geldmarktfondsen;1997 augustus;108.4;108.8
1376;Geldmarktfondsen;1997 september;108.5;108.9
1377;Geldmarktfondsen;1997 oktober;108.7;109.1
1378;Geldmarktfondsen;1997 november;108.9;109.2
1379;Geldmarktfondsen;1997 december;109.1;109.5
1380;Geldmarktfondsen;1998 januari;109.2;109.7
1381;Geldmarktfondsen;1998 februari;109.4;109.9
1382;Geldmarktfondsen;1998 maart;109.7;110.2
1383;Geldmarktfondsen;1998 april;109.8;110.3
1384;Geldmarktfondsen;1998 mei;110.0;110.5
1385;Geldmarktfondsen;1998 juni;110.2;110.7
1386;Geldmarktfondsen;1998 juli;110.4;110.9
1387;Geldmarktfondsen;1998 augustus;110.6;111.2
1388;Geldmarktfondsen;1998 september;110.8;111.3
1389;Geldmarktfondsen;1998 oktober;111.0;111.5
1390;Geldmarktfondsen;1998 november;111.1;111.7
1391;Geldmarktfondsen;1998 december;111.5;112.1
1392;Geldmarktfondsen;1999 januari;111.6;112.2
1393;Geldmarktfondsen;1999 februari;111.7;112.4
1394;Geldmarktfondsen;1999 maart;112.0;112.7
1395;Geldmarktfondsen;1999 april;112.1;112.8
1396;Geldmarktfondsen;1999 mei;112.3;112.9
1397;Geldmarktfondsen;1999 juni;112.5;113.1
1398;Geldmarktfondsen;1999 juli;112.6;113.3
1399;Geldmarktfondsen;1999 augustus;112.7;113.4
1400;Geldmarktfondsen;1999 september;112.8;113.5
1401;Geldmarktfondsen;1999 oktober;112.9;113.6
1402;Geldmarktfondsen;1999 november;113.1;113.8
1403;Geldmarktfondsen;1999 december;113.3;114.0
1404;Geldmarktfondsen;2000 januari;113.5;114.3
1405;Geldmarktfondsen;2000 februari;113.8;114.6
1406;Geldmarktfondsen;2000 maart;114.0;114.8
1407;Geldmarktfondsen;2000 april;114.2;115.0
1408;Geldmarktfondsen;2000 mei;114.3;115.1
1409;Geldmarktfondsen;2000 juni;114.6;115.4
1410;Geldmarktfondsen;2000 juli;114.9;115.7
1411;Geldmarktfondsen;2000 augustus;117.6;118.5
1412;Geldmarktfondsen;2000 september;117.9;118.8
1413;Geldmarktfondsen;2000 oktober;118.2;119.1
1414;Geldmarktfondsen;2000 november;118.7;119.5
1415;Geldmarktfondsen;2000 december;119.1;120.0
1416;Geldmarktfondsen;2001 januari;118.5;120.4
1417;Geldmarktfondsen;2001 februari;118.9;120.9
1418;Geldmarktfondsen;2001 maart;117.1;121.3
1419;Geldmarktfondsen;2001 april;117.4;121.7
1420;Geldmarktfondsen;2001 mei;117.8;122.2
1421;Geldmarktfondsen;2001 juni;118.2;122.6
1422;Geldmarktfondsen;2001 juli;118.4;122.8
1423;Geldmarktfondsen;2001 augustus;118.8;123.3
1424;Geldmarktfondsen;2001 september;119.0;123.4
1425;Geldmarktfondsen;2001 oktober;119.6;124.1
1426;Geldmarktfondsen;2001 november;119.8;124.3
1427;Geldmarktfondsen;2001 december;120.3;124.8
1428;Geldmarktfondsen;2002 januari;120.5;125.0
1429;Geldmarktfondsen;2002 februari;120.7;125.2
1430;Geldmarktfondsen;2002 maart;121.0;125.5
1431;Geldmarktfondsen;2002 april;117.2;126.1
1432;Geldmarktfondsen;2002 mei;117.2;126.4
1433;Geldmarktfondsen;2002 juni;117.4;126.6
1434;Geldmarktfondsen;2002 juli;117.5;126.7
1435;Geldmarktfondsen;2002 augustus;118.0;127.2
1436;Geldmarktfondsen;2002 september;118.2;127.4
1437;Geldmarktfondsen;2002 oktober;118.4;127.7
1438;Geldmarktfondsen;2002 november;118.8;128.1
1439;Geldmarktfondsen;2002 december;119.4;128.7
1440;Geldmarktfondsen;2003 januari;119.6;128.9
1441;Geldmarktfondsen;2003 februari;119.9;129.3
1442;Geldmarktfondsen;2003 maart;120.1;129.5
1443;Geldmarktfondsen;2003 april;116.2;129.7
1444;Geldmarktfondsen;2003 mei;115.6;129.8
1445;Geldmarktfondsen;2003 juni;115.5;129.7
1446;Geldmarktfondsen;2003 juli;115.5;129.7
1447;Geldmarktfondsen;2003 augustus;115.2;129.4
1448;Geldmarktfondsen;2003 september;115.7;129.9
1449;Geldmarktfondsen;2003 oktober;115.2;129.3
1450;Geldmarktfondsen;2003 november;115.3;129.4
1451;Geldmarktfondsen;2003 december;116.0;130.2
1452;Gemengde fondsen;1993 december;100.0;100.0
1453;Gemengde fondsen;1994 januari;102.0;102.0
1454;Gemengde fondsen;1994 februari;99.3;99.3
1455;Gemengde fondsen;1994 maart;96.5;97.3
1456;Gemengde fondsen;1994 april;96.2;97.1
1457;Gemengde fondsen;1994 mei;95.7;96.5
1458;Gemengde fondsen;1994 juni;93.1;93.9
1459;Gemengde fondsen;1994 juli;92.5;95.5
1460;Gemengde fondsen;1994 augustus;92.6;95.6
1461;Gemengde fondsen;1994 september;90.6;93.5
1462;Gemengde fondsen;1994 oktober;90.7;93.6
1463;Gemengde fondsen;1994 november;90.9;93.8
1464;Gemengde fondsen;1994 december;90.9;93.8
1465;Gemengde fondsen;1995 januari;90.3;93.3
1466;Gemengde fondsen;1995 februari;89.9;92.8
1467;Gemengde fondsen;1995 maart;89.7;93.2
1468;Gemengde fondsen;1995 april;91.2;94.9
1469;Gemengde fondsen;1995 mei;93.8;97.6
1470;Gemengde fondsen;1995 juni;93.8;97.6
1471;Gemengde fondsen;1995 juli;94.0;99.5
1472;Gemengde fondsen;1995 augustus;95.4;101.3
1473;Gemengde fondsen;1995 september;95.1;101.0
1474;Gemengde fondsen;1995 oktober;94.8;100.7
1475;Gemengde fondsen;1995 november;97.3;103.5
1476;Gemengde fondsen;1995 december;98.8;105.1
1477;Gemengde fondsen;1996 januari;101.1;107.5
1478;Gemengde fondsen;1996 februari;100.0;106.4
1479;Gemengde fondsen;1996 maart;100.5;107.7
1480;Gemengde fondsen;1996 april;102.3;109.8
1481;Gemengde fondsen;1996 mei;103.7;111.3
1482;Gemengde fondsen;1996 juni;103.8;111.5
1483;Gemengde fondsen;1996 juli;101.1;110.2
1484;Gemengde fondsen;1996 augustus;102.9;112.6
1485;Gemengde fondsen;1996 september;105.4;115.3
1486;Gemengde fondsen;1996 oktober;106.3;116.3
1487;Gemengde fondsen;1996 november;109.0;119.5
1488;Gemengde fondsen;1996 december;110.5;121.1
1489;Gemengde fondsen;1997 januari;113.8;124.7
1490;Gemengde fondsen;1997 februari;118.0;129.3
1491;Gemengde fondsen;1997 maart;116.2;127.9
1492;Gemengde fondsen;1997 april;117.0;129.0
1493;Gemengde fondsen;1997 mei;120.2;133.5
1494;Gemengde fondsen;1997 juni;124.0;137.8
1495;Gemengde fondsen;1997 juli;130.1;144.5
1496;Gemengde fondsen;1997 augustus;123.7;139.0
1497;Gemengde fondsen;1997 september;126.1;141.6
1498;Gemengde fondsen;1997 oktober;121.7;136.7
1499;Gemengde fondsen;1997 november;122.9;138.2
1500;Gemengde fondsen;1997 december;125.3;140.9
1501;Gemengde fondsen;1998 januari;127.6;143.5
1502;Gemengde fondsen;1998 februari;131.0;147.3
1503;Gemengde fondsen;1998 maart;133.0;151.1
1504;Gemengde fondsen;1998 april;131.1;149.4
1505;Gemengde fondsen;1998 mei;132.8;151.4
1506;Gemengde fondsen;1998 juni;133.5;152.3
1507;Gemengde fondsen;1998 juli;133.0;153.1
1508;Gemengde fondsen;1998 augustus;127.7;147.1
1509;Gemengde fondsen;1998 september;124.2;143.0
1510;Gemengde fondsen;1998 oktober;126.0;145.1
1511;Gemengde fondsen;1998 november;130.8;150.9
1512;Gemengde fondsen;1998 december;132.9;153.3
1513;Gemengde fondsen;1999 januari;133.4;153.8
1514;Gemengde fondsen;1999 februari;134.3;154.9
1515;Gemengde fondsen;1999 maart;136.2;157.4
1516;Gemengde fondsen;1999 april;139.6;163.0
1517;Gemengde fondsen;1999 mei;136.6;159.6
1518;Gemengde fondsen;1999 juni;137.6;160.8
1519;Gemengde fondsen;1999 juli;134.1;158.1
1520;Gemengde fondsen;1999 augustus;136.3;160.7
1521;Gemengde fondsen;1999 september;134.2;158.3
1522;Gemengde fondsen;1999 oktober;135.7;160.0
1523;Gemengde fondsen;1999 november;141.9;167.7
1524;Gemengde fondsen;1999 december;148.9;176.0
1525;Gemengde fondsen;2000 januari;146.0;172.6
1526;Gemengde fondsen;2000 februari;151.0;178.4
1527;Gemengde fondsen;2000 maart;156.1;184.4
1528;Gemengde fondsen;2000 april;155.4;185.7
1529;Gemengde fondsen;2000 mei;;184.3
1530;Gemengde fondsen;2000 juni;;185.6
1531;Gemengde fondsen;2000 juli;155.6;187.6
1532;Gemengde fondsen;2000 augustus;159.5;192.3
1533;Gemengde fondsen;2000 september;157.3;189.6
1534;Gemengde fondsen;2000 oktober;157.9;190.3
1535;Gemengde fondsen;2000 november;156.2;188.7
1536;Gemengde fondsen;2000 december;154.4;186.5
1537;Gemengde fondsen;2001 januari;155.7;188.1
1538;Gemengde fondsen;2001 februari;151.4;182.9
1539;Gemengde fondsen;2001 maart;148.6;179.5
1540;Gemengde fondsen;2001 april;149.4;182.8
1541;Gemengde fondsen;2001 mei;151.4;185.5
1542;Gemengde fondsen;2001 juni;148.9;182.9
1543;Gemengde fondsen;2001 juli;145.7;179.0
1544;Gemengde fondsen;2001 augustus;141.7;175.1
1545;Gemengde fondsen;2001 september;133.5;165.0
1546;Gemengde fondsen;2001 oktober;138.1;170.6
1547;Gemengde fondsen;2001 november;141.1;175.1
1548;Gemengde fondsen;2001 december;141.9;176.1
1549;Gemengde fondsen;2002 januari;141.4;175.4
1550;Gemengde fondsen;2002 februari;140.6;174.5
1551;Gemengde fondsen;2002 maart;142.7;177.0
1552;Gemengde fondsen;2002 april;138.1;173.1
1553;Gemengde fondsen;2002 mei;135.9;171.3
1554;Gemengde fondsen;2002 juni;129.0;163.0
1555;Gemengde fondsen;2002 juli;124.1;156.8
1556;Gemengde fondsen;2002 augustus;124.4;159.0
1557;Gemengde fondsen;2002 september;119.9;153.3
1558;Gemengde fondsen;2002 oktober;121.9;155.9
1559;Gemengde fondsen;2002 november;124.8;160.1
1560;Gemengde fondsen;2002 december;121.8;156.3
1561;Gemengde fondsen;2003 januari;119.4;153.2
1562;Gemengde fondsen;2003 februari;117.2;150.4
1563;Gemengde fondsen;2003 maart;117.5;150.8
1564;Gemengde fondsen;2003 april;119.6;155.3
1565;Gemengde fondsen;2003 mei;120.5;156.7
1566;Gemengde fondsen;2003 juni;122.9;160.5
1567;Gemengde fondsen;2003 juli;122.8;160.4
1568;Gemengde fondsen;2003 augustus;123.9;163.2
1569;Gemengde fondsen;2003 september;122.7;161.6
1570;Gemengde fondsen;2003 oktober;123.9;163.2
1571;Gemengde fondsen;2003 november;124.1;164.0
1572;Gemengde fondsen;2003 december;125.2;165.5
1573;Vastgoedfondsen totaal;1993 december;100.0;100.0
1574;Vastgoedfondsen totaal;1994 januari;103.7;103.7
1575;Vastgoedfondsen totaal;1994 februari;100.0;100.1
1576;Vastgoedfondsen totaal;1994 maart;97.2;98.0
1577;Vastgoedfondsen totaal;1994 april;93.1;94.8
1578;Vastgoedfondsen totaal;1994 mei;92.2;94.4
1579;Vastgoedfondsen totaal;1994 juni;90.6;92.7
1580;Vastgoedfondsen totaal;1994 juli;87.3;92.2
1581;Vastgoedfondsen totaal;1994 augustus;85.6;90.4
1582;Vastgoedfondsen totaal;1994 september;82.4;87.0
1583;Vastgoedfondsen totaal;1994 oktober;81.0;85.6
1584;Vastgoedfondsen totaal;1994 november;78.6;83.1
1585;Vastgoedfondsen totaal;1994 december;77.9;82.3
1586;Vastgoedfondsen totaal;1995 januari;78.6;83.1
1587;Vastgoedfondsen totaal;1995 februari;75.5;79.9
1588;Vastgoedfondsen totaal;1995 maart;73.3;78.2
1589;Vastgoedfondsen totaal;1995 april;74.0;79.5
1590;Vastgoedfondsen totaal;1995 mei;78.3;84.3
1591;Vastgoedfondsen totaal;1995 juni;76.3;84.9
1592;Vastgoedfondsen totaal;1995 juli;75.2;84.7
1593;Vastgoedfondsen totaal;1995 augustus;73.2;82.4
1594;Vastgoedfondsen totaal;1995 september;72.2;81.3
1595;Vastgoedfondsen totaal;1995 oktober;71.6;80.6
1596;Vastgoedfondsen totaal;1995 november;71.4;80.4
1597;Vastgoedfondsen totaal;1995 december;71.3;80.4
1598;Vastgoedfondsen totaal;1996 januari;75.7;85.3
1599;Vastgoedfondsen totaal;1996 februari;75.2;84.8
1600;Vastgoedfondsen totaal;1996 maart;74.7;84.8
1601;Vastgoedfondsen totaal;1996 april;74.9;86.4
1602;Vastgoedfondsen totaal;1996 mei;75.6;87.5
1603;Vastgoedfondsen totaal;1996 juni;77.1;89.3
1604;Vastgoedfondsen totaal;1996 juli;74.7;89.4
1605;Vastgoedfondsen totaal;1996 augustus;76.4;91.4
1606;Vastgoedfondsen totaal;1996 september;77.9;93.2
1607;Vastgoedfondsen totaal;1996 oktober;78.2;93.8
1608;Vastgoedfondsen totaal;1996 november;79.8;95.6
1609;Vastgoedfondsen totaal;1996 december;83.7;100.4
1610;Vastgoedfondsen totaal;1997 januari;91.5;109.7
1611;Vastgoedfondsen totaal;1997 februari;97.5;116.9
1612;Vastgoedfondsen totaal;1997 maart;96.1;115.9
1613;Vastgoedfondsen totaal;1997 april;95.2;116.5
1614;Vastgoedfondsen totaal;1997 mei;95.2;116.6
1615;Vastgoedfondsen totaal;1997 juni;100.5;123.2
1616;Vastgoedfondsen totaal;1997 juli;103.5;130.0
1617;Vastgoedfondsen totaal;1997 augustus;97.8;122.8
1618;Vastgoedfondsen totaal;1997 september;98.5;123.7
1619;Vastgoedfondsen totaal;1997 oktober;93.0;117.1
1620;Vastgoedfondsen totaal;1997 november;92.1;116.0
1621;Vastgoedfondsen totaal;1997 december;94.3;118.7
1622;Vastgoedfondsen totaal;1998 januari;95.8;120.6
1623;Vastgoedfondsen totaal;1998 februari;96.9;121.9
1624;Vastgoedfondsen totaal;1998 maart;97.5;123.4
1625;Vastgoedfondsen totaal;1998 april;96.3;124.1
1626;Vastgoedfondsen totaal;1998 mei;94.6;122.3
1627;Vastgoedfondsen totaal;1998 juni;95.3;123.2
1628;Vastgoedfondsen totaal;1998 juli;92.4;123.1
1629;Vastgoedfondsen totaal;1998 augustus;86.6;115.5
1630;Vastgoedfondsen totaal;1998 september;82.2;109.6
1631;Vastgoedfondsen totaal;1998 oktober;82.2;109.9
1632;Vastgoedfondsen totaal;1998 november;85.2;113.8
1633;Vastgoedfondsen totaal;1998 december;86.9;116.2
1634;Vastgoedfondsen totaal;1999 januari;88.0;117.6
1635;Vastgoedfondsen totaal;1999 februari;90.0;120.3
1636;Vastgoedfondsen totaal;1999 maart;90.8;122.2
1637;Vastgoedfondsen totaal;1999 april;95.0;129.8
1638;Vastgoedfondsen totaal;1999 mei;93.1;128.5
1639;Vastgoedfondsen totaal;1999 juni;95.0;131.2
1640;Vastgoedfondsen totaal;1999 juli;91.1;129.3
1641;Vastgoedfondsen totaal;1999 augustus;89.3;126.9
1642;Vastgoedfondsen totaal;1999 september;83.6;118.8
1643;Vastgoedfondsen totaal;1999 oktober;83.3;118.5
1644;Vastgoedfondsen totaal;1999 november;83.5;119.0
1645;Vastgoedfondsen totaal;1999 december;86.3;123.1
1646;Vastgoedfondsen totaal;2000 januari;87.1;124.2
1647;Vastgoedfondsen totaal;2000 februari;85.0;121.2
1648;Vastgoedfondsen totaal;2000 maart;85.2;122.2
1649;Vastgoedfondsen totaal;2000 april;87.9;128.5
1650;Vastgoedfondsen totaal;2000 mei;89.8;132.5
1651;Vastgoedfondsen totaal;2000 juni;92.6;141.1
1652;Vastgoedfondsen totaal;2000 juli;98.1;149.5
1653;Vastgoedfondsen totaal;2000 augustus;97.6;149.1
1654;Vastgoedfondsen totaal;2000 september;93.2;142.3
1655;Vastgoedfondsen totaal;2000 oktober;94.3;144.2
1656;Vastgoedfondsen totaal;2000 november;94.6;145.0
1657;Vastgoedfondsen totaal;2000 december;92.7;142.2
1658;Vastgoedfondsen totaal;2001 januari;99.0;152.6
1659;Vastgoedfondsen totaal;2001 februari;100.3;154.5
1660;Vastgoedfondsen totaal;2001 maart;96.3;148.8
1661;Vastgoedfondsen totaal;2001 april;94.7;151.7
1662;Vastgoedfondsen totaal;2001 mei;98.4;157.7
1663;Vastgoedfondsen totaal;2001 juni;98.3;157.7
1664;Vastgoedfondsen totaal;2001 juli;95.5;155.6
1665;Vastgoedfondsen totaal;2001 augustus;94.3;154.4
1666;Vastgoedfondsen totaal;2001 september;88.8;146.5
1667;Vastgoedfondsen totaal;2001 oktober;90.0;148.5
1668;Vastgoedfondsen totaal;2001 november;91.6;151.5
1669;Vastgoedfondsen totaal;2001 december;94.9;156.9
1670;Vastgoedfondsen totaal;2002 januari;99.0;163.8
1671;Vastgoedfondsen totaal;2002 februari;101.2;167.4
1672;Vastgoedfondsen totaal;2002 maart;104.2;172.4
1673;Vastgoedfondsen totaal;2002 april;102.8;176.1
1674;Vastgoedfondsen totaal;2002 mei;103.8;183.5
1675;Vastgoedfondsen totaal;2002 juni;97.7;172.8
1676;Vastgoedfondsen totaal;2002 juli;95.8;170.7
1677;Vastgoedfondsen totaal;2002 augustus;95.3;170.7
1678;Vastgoedfondsen totaal;2002 september;90.3;161.7
1679;Vastgoedfondsen totaal;2002 oktober;94.8;174.9
1680;Vastgoedfondsen totaal;2002 november;94.7;181.7
1681;Vastgoedfondsen totaal;2002 december;88.5;177.8
1682;Vastgoedfondsen totaal;2003 januari;88.6;178.1
1683;Vastgoedfondsen totaal;2003 februari;88.1;177.0
1684;Vastgoedfondsen totaal;2003 maart;85.8;174.1
1685;Vastgoedfondsen totaal;2003 april;87.2;183.7
1686;Vastgoedfondsen totaal;2003 mei;91.0;191.8
1687;Vastgoedfondsen totaal;2003 juni;91.6;193.3
1688;Vastgoedfondsen totaal;2003 juli;91.7;193.5
1689;Vastgoedfondsen totaal;2003 augustus;91.7;195.0
1690;Vastgoedfondsen totaal;2003 september;92.3;196.3
1691;Vastgoedfondsen totaal;2003 oktober;92.3;198.0
1692;Vastgoedfondsen totaal;2003 november;95.0;204.4
1693;Vastgoedfondsen totaal;2003 december;96.1;206.7
1694;Vastgoedfondsen direct;1993 december;100.0;100.0
1695;Vastgoedfondsen direct;1994 januari;103.7;103.7
1696;Vastgoedfondsen direct;1994 februari;100.0;100.1
1697;Vastgoedfondsen direct;1994 maart;97.3;98.1
1698;Vastgoedfondsen direct;1994 april;93.2;95.0
1699;Vastgoedfondsen direct;1994 mei;92.4;94.6
1700;Vastgoedfondsen direct;1994 juni;90.8;93.0
1701;Vastgoedfondsen direct;1994 juli;87.5;92.5
1702;Vastgoedfondsen direct;1994 augustus;85.6;90.4
1703;Vastgoedfondsen direct;1994 september;82.3;87.0
1704;Vastgoedfondsen direct;1994 oktober;80.9;85.5
1705;Vastgoedfondsen direct;1994 november;79.4;84.0
1706;Vastgoedfondsen direct;1994 december;78.6;83.1
1707;Vastgoedfondsen direct;1995 januari;79.5;84.0
1708;Vastgoedfondsen direct;1995 februari;76.3;80.7
1709;Vastgoedfondsen direct;1995 maart;74.1;79.1
1710;Vastgoedfondsen direct;1995 april;74.8;80.5
1711;Vastgoedfondsen direct;1995 mei;79.2;85.3
1712;Vastgoedfondsen direct;1995 juni;77.1;85.9
1713;Vastgoedfondsen direct;1995 juli;76.0;85.7
1714;Vastgoedfondsen direct;1995 augustus;73.9;83.3
1715;Vastgoedfondsen direct;1995 september;72.9;82.1
1716;Vastgoedfondsen direct;1995 oktober;72.3;81.5
1717;Vastgoedfondsen direct;1995 november;72.0;81.2
1718;Vastgoedfondsen direct;1995 december;71.9;81.1
1719;Vastgoedfondsen direct;1996 januari;76.3;86.1
1720;Vastgoedfondsen direct;1996 februari;75.8;85.5
1721;Vastgoedfondsen direct;1996 maart;75.2;85.5
1722;Vastgoedfondsen direct;1996 april;75.3;87.0
1723;Vastgoedfondsen direct;1996 mei;76.1;88.1
1724;Vastgoedfondsen direct;1996 juni;77.7;90.0
1725;Vastgoedfondsen direct;1996 juli;75.2;90.2
1726;Vastgoedfondsen direct;1996 augustus;76.9;92.3
1727;Vastgoedfondsen direct;1996 september;78.4;94.0
1728;Vastgoedfondsen direct;1996 oktober;78.7;94.6
1729;Vastgoedfondsen direct;1996 november;80.1;96.3
1730;Vastgoedfondsen direct;1996 december;84.1;101.1
1731;Vastgoedfondsen direct;1997 januari;92.0;110.6
1732;Vastgoedfondsen direct;1997 februari;98.2;118.0
1733;Vastgoedfondsen direct;1997 maart;96.7;117.0
1734;Vastgoedfondsen direct;1997 april;95.9;117.9
1735;Vastgoedfondsen direct;1997 mei;95.7;117.6
1736;Vastgoedfondsen direct;1997 juni;101.2;124.4
1737;Vastgoedfondsen direct;1997 juli;103.9;131.2
1738;Vastgoedfondsen direct;1997 augustus;98.1;123.8
1739;Vastgoedfondsen direct;1997 september;98.5;124.3
1740;Vastgoedfondsen direct;1997 oktober;93.2;117.9
1741;Vastgoedfondsen direct;1997 november;91.9;116.3
1742;Vastgoedfondsen direct;1997 december;94.3;119.4
1743;Vastgoedfondsen direct;1998 januari;95.6;121.0
1744;Vastgoedfondsen direct;1998 februari;96.6;122.2
1745;Vastgoedfondsen direct;1998 maart;96.9;123.4
1746;Vastgoedfondsen direct;1998 april;96.0;124.8
1747;Vastgoedfondsen direct;1998 mei;94.7;123.1
1748;Vastgoedfondsen direct;1998 juni;95.7;124.5
1749;Vastgoedfondsen direct;1998 juli;93.2;125.2
1750;Vastgoedfondsen direct;1998 augustus;87.6;117.9
1751;Vastgoedfondsen direct;1998 september;82.8;111.4
1752;Vastgoedfondsen direct;1998 oktober;82.7;111.6
1753;Vastgoedfondsen direct;1998 november;85.4;115.2
1754;Vastgoedfondsen direct;1998 december;87.7;118.3
1755;Vastgoedfondsen direct;1999 januari;88.8;119.8
1756;Vastgoedfondsen direct;1999 februari;90.8;122.4
1757;Vastgoedfondsen direct;1999 maart;91.4;124.2
1758;Vastgoedfondsen direct;1999 april;95.1;131.5
1759;Vastgoedfondsen direct;1999 mei;92.9;129.6
1760;Vastgoedfondsen direct;1999 juni;94.9;132.4
1761;Vastgoedfondsen direct;1999 juli;90.8;131.0
1762;Vastgoedfondsen direct;1999 augustus;88.8;128.2
1763;Vastgoedfondsen direct;1999 september;82.8;119.5
1764;Vastgoedfondsen direct;1999 oktober;82.8;119.5
1765;Vastgoedfondsen direct;1999 november;82.5;119.4
1766;Vastgoedfondsen direct;1999 december;85.5;123.7
1767;Vastgoedfondsen direct;2000 januari;86.3;124.9
1768;Vastgoedfondsen direct;2000 februari;84.4;122.1
1769;Vastgoedfondsen direct;2000 maart;83.9;122.3
1770;Vastgoedfondsen direct;2000 april;86.2;128.2
1771;Vastgoedfondsen direct;2000 mei;88.8;133.3
1772;Vastgoedfondsen direct;2000 juni;91.3;142.2
1773;Vastgoedfondsen direct;2000 juli;96.9;150.8
1774;Vastgoedfondsen direct;2000 augustus;95.8;149.5
1775;Vastgoedfondsen direct;2000 september;90.6;141.3
1776;Vastgoedfondsen direct;2000 oktober;92.0;143.7
1777;Vastgoedfondsen direct;2000 november;92.3;144.7
1778;Vastgoedfondsen direct;2000 december;90.2;141.3
1779;Vastgoedfondsen direct;2001 januari;97.2;153.1
1780;Vastgoedfondsen direct;2001 februari;98.2;154.8
1781;Vastgoedfondsen direct;2001 maart;94.2;148.9
1782;Vastgoedfondsen direct;2001 april;92.3;152.0
1783;Vastgoedfondsen direct;2001 mei;95.8;157.8
1784;Vastgoedfondsen direct;2001 juni;95.7;157.7
1785;Vastgoedfondsen direct;2001 juli;92.9;155.8
1786;Vastgoedfondsen direct;2001 augustus;92.1;154.6
1787;Vastgoedfondsen direct;2001 september;86.8;147.1
1788;Vastgoedfondsen direct;2001 oktober;88.2;149.4
1789;Vastgoedfondsen direct;2001 november;89.5;152.2
1790;Vastgoedfondsen direct;2001 december;92.8;157.7
1791;Vastgoedfondsen direct;2002 januari;97.4;165.5
1792;Vastgoedfondsen direct;2002 februari;99.4;169.0
1793;Vastgoedfondsen direct;2002 maart;102.3;173.9
1794;Vastgoedfondsen direct;2002 april;100.6;177.7
1795;Vastgoedfondsen direct;2002 mei;101.7;186.1
1796;Vastgoedfondsen direct;2002 juni;95.7;175.2
1797;Vastgoedfondsen direct;2002 juli;93.9;173.4
1798;Vastgoedfondsen direct;2002 augustus;93.9;173.7
1799;Vastgoedfondsen direct;2002 september;88.8;164.3
1800;Vastgoedfondsen direct;2002 oktober;93.9;179.9
1801;Vastgoedfondsen direct;2002 november;93.5;187.3
1802;Vastgoedfondsen direct;2002 december;86.5;182.9
1803;Vastgoedfondsen direct;2003 januari;87.4;184.9
1804;Vastgoedfondsen direct;2003 februari;86.6;183.1
1805;Vastgoedfondsen direct;2003 maart;84.5;180.6
1806;Vastgoedfondsen direct;2003 april;85.8;191.9
1807;Vastgoedfondsen direct;2003 mei;90.0;201.3
1808;Vastgoedfondsen direct;2003 juni;90.1;201.7
1809;Vastgoedfondsen direct;2003 juli;89.4;200.2
1810;Vastgoedfondsen direct;2003 augustus;89.4;200.7
1811;Vastgoedfondsen direct;2003 september;90.3;202.6
1812;Vastgoedfondsen direct;2003 oktober;89.9;203.6
1813;Vastgoedfondsen direct;2003 november;92.6;210.7
1814;Vastgoedfondsen direct;2003 december;93.4;212.5
1815;Vastgoedfondsen Nederland;1993 december;100.0;100.0
1816;Vastgoedfondsen Nederland;1994 januari;102.6;102.6
1817;Vastgoedfondsen Nederland;1994 februari;100.2;100.2
1818;Vastgoedfondsen Nederland;1994 maart;97.7;98.7
1819;Vastgoedfondsen Nederland;1994 april;97.0;98.3
1820;Vastgoedfondsen Nederland;1994 mei;95.5;100.7
1821;Vastgoedfondsen Nederland;1994 juni;94.5;99.6
1822;Vastgoedfondsen Nederland;1994 juli;93.0;98.0
1823;Vastgoedfondsen Nederland;1994 augustus;93.4;98.5
1824;Vastgoedfondsen Nederland;1994 september;91.2;96.2
1825;Vastgoedfondsen Nederland;1994 oktober;90.5;95.5
1826;Vastgoedfondsen Nederland;1994 november;90.6;95.5
1827;Vastgoedfondsen Nederland;1994 december;92.3;97.3
1828;Vastgoedfondsen Nederland;1995 januari;93.8;98.9
1829;Vastgoedfondsen Nederland;1995 februari;92.8;97.8
1830;Vastgoedfondsen Nederland;1995 maart;91.0;96.0
1831;Vastgoedfondsen Nederland;1995 april;86.2;94.9
1832;Vastgoedfondsen Nederland;1995 mei;86.3;95.0
1833;Vastgoedfondsen Nederland;1995 juni;87.5;97.5
1834;Vastgoedfondsen Nederland;1995 juli;88.7;98.8
1835;Vastgoedfondsen Nederland;1995 augustus;87.4;97.4
1836;Vastgoedfondsen Nederland;1995 september;87.3;97.2
1837;Vastgoedfondsen Nederland;1995 oktober;84.3;93.9
1838;Vastgoedfondsen Nederland;1995 november;85.4;95.2
1839;Vastgoedfondsen Nederland;1995 december;84.1;93.7
1840;Vastgoedfondsen Nederland;1996 januari;86.7;96.6
1841;Vastgoedfondsen Nederland;1996 februari;86.9;96.9
1842;Vastgoedfondsen Nederland;1996 maart;86.9;96.9
1843;Vastgoedfondsen Nederland;1996 april;84.5;97.1
1844;Vastgoedfondsen Nederland;1996 mei;84.3;98.2
1845;Vastgoedfondsen Nederland;1996 juni;86.7;101.0
1846;Vastgoedfondsen Nederland;1996 juli;86.1;102.1
