ID;Geslacht;LeeftijdOp31December;Perioden;Sterftekans_1;LevendenTafelbevolking_2;OverledenenTafelbevolking_3;Levensverwachting_4
39;Totaal mannen en vrouwen;0 jaar;1968;0.01211;100000.0;1211.0;73.63
40;Totaal mannen en vrouwen;0 jaar;1969;0.01179;100000.0;1179.0;73.57
41;Totaal mannen en vrouwen;0 jaar;1970;0.01119;100000.0;1119.0;73.6
42;Totaal mannen en vrouwen;0 jaar;1966 tot 1971;0.01204;100000.0;1204.0;73.63
43;Totaal mannen en vrouwen;0 jaar;1971;0.01076;100000.0;1076.0;73.83
44;Totaal mannen en vrouwen;0 jaar;1972;0.01038;100000.0;1038.0;73.75
45;Totaal mannen en vrouwen;0 jaar;1973;0.0103;100000.0;1030.0;74.18
46;Totaal mannen en vrouwen;0 jaar;1974;0.00988;100000.0;988.0;74.58
47;Totaal mannen en vrouwen;0 jaar;1975;0.00935;100000.0;935.0;74.53
48;Totaal mannen en vrouwen;0 jaar;1971 tot 1976;0.01017;100000.0;1017.0;74.17
49;Totaal mannen en vrouwen;0 jaar;1976;0.00948;100000.0;948.0;74.68
50;Totaal mannen en vrouwen;0 jaar;1977;0.00834;100000.0;834.0;75.28
51;Totaal mannen en vrouwen;0 jaar;1978;0.00825;100000.0;825.0;75.19
52;Totaal mannen en vrouwen;0 jaar;1979;0.00761;100000.0;761.0;75.69
53;Totaal mannen en vrouwen;0 jaar;1980;0.00734;100000.0;734.0;75.81
54;Totaal mannen en vrouwen;0 jaar;1976 tot 1981;0.0082;100000.0;820.0;75.33
55;Totaal mannen en vrouwen;0 jaar;1981;0.00715;100000.0;715.0;76.01
56;Totaal mannen en vrouwen;0 jaar;1982;0.00701;100000.0;701.0;76.07
57;Totaal mannen en vrouwen;0 jaar;1983;0.00711;100000.0;711.0;76.25
58;Totaal mannen en vrouwen;0 jaar;1984;0.00697;100000.0;697.0;76.33
59;Totaal mannen en vrouwen;0 jaar;1985;0.00684;100000.0;684.0;76.38
60;Totaal mannen en vrouwen;0 jaar;1981 tot 1986;0.00702;100000.0;702.0;76.21
61;Totaal mannen en vrouwen;0 jaar;1986;0.00642;100000.0;642.0;76.37
62;Totaal mannen en vrouwen;0 jaar;1987;0.0065;100000.0;650.0;76.82
63;Totaal mannen en vrouwen;0 jaar;1988;0.00592;100000.0;592.0;77.0
64;Totaal mannen en vrouwen;0 jaar;1989;0.00585;100000.0;585.0;76.84
65;Totaal mannen en vrouwen;0 jaar;1990;0.00608;100000.0;608.0;77.02
66;Totaal mannen en vrouwen;0 jaar;1986 tot 1991;0.00615;100000.0;615.0;76.82
67;Totaal mannen en vrouwen;0 jaar;1991;0.00569;100000.0;569.0;77.16
68;Totaal mannen en vrouwen;0 jaar;1992;0.00542;100000.0;542.0;77.36
69;Totaal mannen en vrouwen;0 jaar;1993;0.00547;100000.0;547.0;77.04
70;Totaal mannen en vrouwen;0 jaar;1994;0.00492;100000.0;492.0;77.52
71;Totaal mannen en vrouwen;0 jaar;1995;0.00466;100000.0;466.0;77.54
72;Totaal mannen en vrouwen;0 jaar;1991 tot 1996;0.00524;100000.0;524.0;77.32
73;Totaal mannen en vrouwen;0 jaar;1996;0.00497;100000.0;497.0;77.57
74;Totaal mannen en vrouwen;0 jaar;1997;0.00446;100000.0;446.0;77.94
75;Totaal mannen en vrouwen;0 jaar;1998;0.00468;100000.0;468.0;78.01
76;Totaal mannen en vrouwen;0 jaar;1999;0.00472;100000.0;472.0;77.97
77;Totaal mannen en vrouwen;0 jaar;2000;0.00457;100000.0;457.0;78.13
78;Totaal mannen en vrouwen;0 jaar;1996 tot 2001;0.00468;100000.0;468.0;77.93
79;Totaal mannen en vrouwen;0 jaar;2001;0.0047;100000.0;470.0;78.33
80;Totaal mannen en vrouwen;0 jaar;2002;0.00452;100000.0;452.0;78.41
81;Totaal mannen en vrouwen;0 jaar;2003;0.00432;100000.0;432.0;78.66
82;Totaal mannen en vrouwen;0 jaar;2004;0.00389;100000.0;389.0;79.24
83;Totaal mannen en vrouwen;0 jaar;2005;0.00444;100000.0;444.0;79.48
84;Totaal mannen en vrouwen;0 jaar;2001 tot 2006;0.00438;100000.0;438.0;78.83
85;Totaal mannen en vrouwen;0 jaar;2006;0.00399;100000.0;399.0;79.84
86;Totaal mannen en vrouwen;0 jaar;2007;0.00369;100000.0;369.0;80.25
87;Totaal mannen en vrouwen;0 jaar;2008;0.00338;100000.0;338.0;80.39
88;Totaal mannen en vrouwen;0 jaar;2009;0.00357;100000.0;357.0;80.67
89;Totaal mannen en vrouwen;0 jaar;2010;0.00333;100000.0;333.0;80.82
90;Totaal mannen en vrouwen;0 jaar;2006 tot 2011;0.00359;100000.0;359.0;80.4
91;Totaal mannen en vrouwen;0 jaar;2011;0.00327;100000.0;327.0;81.09
92;Totaal mannen en vrouwen;0 jaar;2012;0.00329;100000.0;329.0;81.05
93;Totaal mannen en vrouwen;0 jaar;2013;0.0033;100000.0;330.0;81.29
94;Totaal mannen en vrouwen;0 jaar;2014;0.00325;100000.0;325.0;81.64
95;Totaal mannen en vrouwen;0 jaar;2015;0.0029;100000.0;290.0;81.48
96;Totaal mannen en vrouwen;0 jaar;2011 tot 2016;0.0032;100000.0;320.0;81.31
97;Totaal mannen en vrouwen;0 jaar;2016;0.00311;100000.0;311.0;81.54
98;Totaal mannen en vrouwen;0 jaar;2017;0.00318;100000.0;318.0;81.73
99;Totaal mannen en vrouwen;0 jaar;2018;0.0031;100000.0;310.0;81.78
100;Totaal mannen en vrouwen;0 jaar;2019;0.00319;100000.0;319.0;82.05
101;Totaal mannen en vrouwen;0 jaar;2020;0.00351;100000.0;351.0;81.38
102;Totaal mannen en vrouwen;0 jaar;2016 tot 2021;0.00322;100000.0;322.0;81.69
103;Totaal mannen en vrouwen;0 jaar;2021;0.00307;100000.0;307.0;81.35
104;Totaal mannen en vrouwen;0 jaar;2022;0.00287;100000.0;287.0;81.61
105;Totaal mannen en vrouwen;0 jaar;2023;0.00326;100000.0;326.0;81.84
106;Totaal mannen en vrouwen;1 jaar;1861 tot 1866;;;;
107;Totaal mannen en vrouwen;1 jaar;1866 tot 1871;;;;
108;Totaal mannen en vrouwen;1 jaar;1871 tot 1876;;;;
109;Totaal mannen en vrouwen;1 jaar;1876 tot 1881;;;;
110;Totaal mannen en vrouwen;1 jaar;1881 tot 1886;;;;
111;Totaal mannen en vrouwen;1 jaar;1886 tot 1891;;;;
112;Totaal mannen en vrouwen;1 jaar;1891 tot 1896;;;;
113;Totaal mannen en vrouwen;1 jaar;1896 tot 1901;;;;
114;Totaal mannen en vrouwen;1 jaar;1901 tot 1906;;;;
115;Totaal mannen en vrouwen;1 jaar;1906 tot 1911;;;;
116;Totaal mannen en vrouwen;1 jaar;1911 tot 1916;;;;
117;Totaal mannen en vrouwen;1 jaar;1916 tot 1921;;;;
118;Totaal mannen en vrouwen;1 jaar;1921 tot 1926;;;;
119;Totaal mannen en vrouwen;1 jaar;1926 tot 1931;;;;
120;Totaal mannen en vrouwen;1 jaar;1931 tot 1936;;;;
121;Totaal mannen en vrouwen;1 jaar;1936 tot 1941;;;;
122;Totaal mannen en vrouwen;1 jaar;1941 tot 1946;;;;
123;Totaal mannen en vrouwen;1 jaar;1950;0.00558;97766.0;546.0;72.56
124;Totaal mannen en vrouwen;1 jaar;1946 tot 1951;;;;
125;Totaal mannen en vrouwen;1 jaar;1951;0.00552;97732.0;539.0;72.64
126;Totaal mannen en vrouwen;1 jaar;1952;0.00481;97929.0;471.0;73.14
127;Totaal mannen en vrouwen;1 jaar;1953;0.00474;97976.0;464.0;72.66
128;Totaal mannen en vrouwen;1 jaar;1954;0.00426;98052.0;418.0;73.32
129;Totaal mannen en vrouwen;1 jaar;1955;0.00369;98096.0;362.0;73.4
130;Totaal mannen en vrouwen;1 jaar;1951 tot 1956;0.0046;97957.0;451.0;73.03
131;Totaal mannen en vrouwen;1 jaar;1956;0.00363;98248.0;357.0;73.31
132;Totaal mannen en vrouwen;1 jaar;1957;0.00348;98397.0;343.0;73.66
133;Totaal mannen en vrouwen;1 jaar;1958;0.00346;98397.0;340.0;73.82
134;Totaal mannen en vrouwen;1 jaar;1959;0.00342;98430.0;336.0;73.84
135;Totaal mannen en vrouwen;1 jaar;1960;0.00295;98415.0;291.0;74.0
136;Totaal mannen en vrouwen;1 jaar;1956 tot 1961;0.00338;98378.0;333.0;73.73
137;Totaal mannen en vrouwen;1 jaar;1961;0.00275;98479.0;271.0;74.2
138;Totaal mannen en vrouwen;1 jaar;1962;0.00278;98493.0;274.0;73.84
139;Totaal mannen en vrouwen;1 jaar;1963;0.00263;98602.0;259.0;73.89
140;Totaal mannen en vrouwen;1 jaar;1964;0.00224;98673.0;221.0;74.22
141;Totaal mannen en vrouwen;1 jaar;1965;0.00192;98687.0;190.0;74.06
142;Totaal mannen en vrouwen;1 jaar;1961 tot 1966;0.00246;98587.0;242.0;74.04
143;Totaal mannen en vrouwen;1 jaar;1966;0.00241;98689.0;238.0;74.0
144;Totaal mannen en vrouwen;1 jaar;1967;0.00208;98799.0;206.0;74.22
145;Totaal mannen en vrouwen;1 jaar;1968;0.00207;98789.0;204.0;74.03
146;Totaal mannen en vrouwen;1 jaar;1969;0.00223;98821.0;221.0;73.94
147;Totaal mannen en vrouwen;1 jaar;1970;0.00211;98881.0;208.0;73.93
148;Totaal mannen en vrouwen;1 jaar;1966 tot 1971;0.00218;98796.0;215.0;74.02
149;Totaal mannen en vrouwen;1 jaar;1971;0.0019;98924.0;188.0;74.13
150;Totaal mannen en vrouwen;1 jaar;1972;0.00186;98962.0;184.0;74.02
151;Totaal mannen en vrouwen;1 jaar;1973;0.00172;98970.0;171.0;74.45
152;Totaal mannen en vrouwen;1 jaar;1974;0.00195;99012.0;193.0;74.82
153;Totaal mannen en vrouwen;1 jaar;1975;0.00173;99065.0;171.0;74.73
154;Totaal mannen en vrouwen;1 jaar;1971 tot 1976;0.00183;98983.0;181.0;74.43
155;Totaal mannen en vrouwen;1 jaar;1976;0.00173;99052.0;171.0;74.9
156;Totaal mannen en vrouwen;1 jaar;1977;0.00158;99166.0;157.0;75.41
157;Totaal mannen en vrouwen;1 jaar;1978;0.00183;99175.0;182.0;75.32
158;Totaal mannen en vrouwen;1 jaar;1979;0.00153;99239.0;152.0;75.77
159;Totaal mannen en vrouwen;1 jaar;1980;0.0017;99266.0;168.0;75.87
160;Totaal mannen en vrouwen;1 jaar;1976 tot 1981;0.00167;99180.0;166.0;75.46
161;Totaal mannen en vrouwen;1 jaar;1981;0.00153;99285.0;152.0;76.06
162;Totaal mannen en vrouwen;1 jaar;1982;0.0017;99299.0;169.0;76.1
163;Totaal mannen en vrouwen;1 jaar;1983;0.00161;99289.0;160.0;76.3
164;Totaal mannen en vrouwen;1 jaar;1984;0.00177;99303.0;176.0;76.36
165;Totaal mannen en vrouwen;1 jaar;1985;0.00154;99316.0;153.0;76.41
166;Totaal mannen en vrouwen;1 jaar;1981 tot 1986;0.00163;99298.0;162.0;76.25
167;Totaal mannen en vrouwen;1 jaar;1986;0.00177;99358.0;176.0;76.36
168;Totaal mannen en vrouwen;1 jaar;1987;0.00147;99350.0;146.0;76.82
169;Totaal mannen en vrouwen;1 jaar;1988;0.0012;99408.0;119.0;76.96
170;Totaal mannen en vrouwen;1 jaar;1989;0.00131;99415.0;130.0;76.79
171;Totaal mannen en vrouwen;1 jaar;1990;0.00138;99392.0;137.0;76.99
172;Totaal mannen en vrouwen;1 jaar;1986 tot 1991;0.00142;99385.0;141.0;76.79
173;Totaal mannen en vrouwen;1 jaar;1991;0.00113;99431.0;112.0;77.1
174;Totaal mannen en vrouwen;1 jaar;1992;0.00115;99458.0;114.0;77.28
175;Totaal mannen en vrouwen;1 jaar;1993;0.00106;99453.0;106.0;76.96
176;Totaal mannen en vrouwen;1 jaar;1994;0.00099;99508.0;98.0;77.4
177;Totaal mannen en vrouwen;1 jaar;1995;0.00099;99534.0;99.0;77.41
178;Totaal mannen en vrouwen;1 jaar;1991 tot 1996;0.00107;99476.0;106.0;77.23
179;Totaal mannen en vrouwen;1 jaar;1996;0.00099;99503.0;98.0;77.46
180;Totaal mannen en vrouwen;1 jaar;1997;0.00077;99554.0;76.0;77.79
181;Totaal mannen en vrouwen;1 jaar;1998;0.0007;99532.0;70.0;77.88
182;Totaal mannen en vrouwen;1 jaar;1999;0.00071;99528.0;71.0;77.84
183;Totaal mannen en vrouwen;1 jaar;2000;0.00077;99543.0;77.0;77.99
184;Totaal mannen en vrouwen;1 jaar;1996 tot 2001;0.00079;99532.0;78.0;77.79
185;Totaal mannen en vrouwen;1 jaar;2001;0.00084;99530.0;83.0;78.2
186;Totaal mannen en vrouwen;1 jaar;2002;0.00071;99548.0;71.0;78.27
187;Totaal mannen en vrouwen;1 jaar;2003;0.00071;99568.0;70.0;78.5
188;Totaal mannen en vrouwen;1 jaar;2004;0.00072;99611.0;71.0;79.04
189;Totaal mannen en vrouwen;1 jaar;2005;0.00068;99556.0;68.0;79.34
190;Totaal mannen en vrouwen;1 jaar;2001 tot 2006;0.00073;99562.0;73.0;78.67
191;Totaal mannen en vrouwen;1 jaar;2006;0.00062;99601.0;62.0;79.66
192;Totaal mannen en vrouwen;1 jaar;2007;0.00054;99631.0;54.0;80.04
193;Totaal mannen en vrouwen;1 jaar;2008;0.00054;99662.0;53.0;80.16
194;Totaal mannen en vrouwen;1 jaar;2009;0.00044;99643.0;44.0;80.46
195;Totaal mannen en vrouwen;1 jaar;2010;0.00058;99667.0;58.0;80.59
196;Totaal mannen en vrouwen;1 jaar;2006 tot 2011;0.00054;99641.0;54.0;80.18
197;Totaal mannen en vrouwen;1 jaar;2011;0.00046;99673.0;45.0;80.86
198;Totaal mannen en vrouwen;1 jaar;2012;0.00054;99671.0;54.0;80.82
199;Totaal mannen en vrouwen;1 jaar;2013;0.00056;99670.0;56.0;81.05
200;Totaal mannen en vrouwen;1 jaar;2014;0.00043;99675.0;43.0;81.41
201;Totaal mannen en vrouwen;1 jaar;2015;0.00049;99710.0;48.0;81.21
202;Totaal mannen en vrouwen;1 jaar;2011 tot 2016;0.0005;99680.0;49.0;81.07
203;Totaal mannen en vrouwen;1 jaar;2016;0.00046;99689.0;45.0;81.3
204;Totaal mannen en vrouwen;1 jaar;2017;0.00047;99682.0;47.0;81.49
205;Totaal mannen en vrouwen;1 jaar;2018;0.00043;99690.0;43.0;81.53
206;Totaal mannen en vrouwen;1 jaar;2019;0.00054;99681.0;54.0;81.81
207;Totaal mannen en vrouwen;1 jaar;2020;0.00042;99649.0;42.0;81.17
208;Totaal mannen en vrouwen;1 jaar;2016 tot 2021;0.00047;99678.0;46.0;81.46
209;Totaal mannen en vrouwen;1 jaar;2021;0.00037;99693.0;37.0;81.1
210;Totaal mannen en vrouwen;1 jaar;2022;0.00045;99713.0;45.0;81.35
211;Totaal mannen en vrouwen;1 jaar;2023;0.00044;99674.0;44.0;81.6
212;Totaal mannen en vrouwen;2 jaar;1861 tot 1866;;;;
213;Totaal mannen en vrouwen;2 jaar;1866 tot 1871;;;;
214;Totaal mannen en vrouwen;2 jaar;1871 tot 1876;;;;
215;Totaal mannen en vrouwen;2 jaar;1876 tot 1881;;;;
216;Totaal mannen en vrouwen;2 jaar;1881 tot 1886;;;;
217;Totaal mannen en vrouwen;2 jaar;1886 tot 1891;;;;
218;Totaal mannen en vrouwen;2 jaar;1891 tot 1896;;;;
219;Totaal mannen en vrouwen;2 jaar;1896 tot 1901;;;;
220;Totaal mannen en vrouwen;2 jaar;1901 tot 1906;;;;
221;Totaal mannen en vrouwen;2 jaar;1906 tot 1911;;;;
222;Totaal mannen en vrouwen;2 jaar;1911 tot 1916;;;;
223;Totaal mannen en vrouwen;2 jaar;1916 tot 1921;;;;
224;Totaal mannen en vrouwen;2 jaar;1921 tot 1926;;;;
225;Totaal mannen en vrouwen;2 jaar;1926 tot 1931;;;;
226;Totaal mannen en vrouwen;2 jaar;1931 tot 1936;;;;
227;Totaal mannen en vrouwen;2 jaar;1936 tot 1941;;;;
228;Totaal mannen en vrouwen;2 jaar;1941 tot 1946;;;;
229;Totaal mannen en vrouwen;2 jaar;1950;0.00226;97220.0;220.0;71.96
230;Totaal mannen en vrouwen;2 jaar;1946 tot 1951;;;;
231;Totaal mannen en vrouwen;2 jaar;1951;0.00216;97193.0;210.0;72.04
232;Totaal mannen en vrouwen;2 jaar;1952;0.00191;97458.0;186.0;72.49
233;Totaal mannen en vrouwen;2 jaar;1953;0.00211;97512.0;206.0;72.0
234;Totaal mannen en vrouwen;2 jaar;1954;0.00169;97634.0;165.0;72.63
235;Totaal mannen en vrouwen;2 jaar;1955;0.00164;97734.0;160.0;72.67
236;Totaal mannen en vrouwen;2 jaar;1951 tot 1956;0.0019;97506.0;185.0;72.37
237;Totaal mannen en vrouwen;2 jaar;1956;0.00158;97891.0;154.0;72.58
238;Totaal mannen en vrouwen;2 jaar;1957;0.00154;98054.0;151.0;72.91
239;Totaal mannen en vrouwen;2 jaar;1958;0.00157;98057.0;154.0;73.08
240;Totaal mannen en vrouwen;2 jaar;1959;0.00172;98094.0;169.0;73.09
241;Totaal mannen en vrouwen;2 jaar;1960;0.00142;98124.0;139.0;73.22
242;Totaal mannen en vrouwen;2 jaar;1956 tot 1961;0.00156;98045.0;153.0;72.98
243;Totaal mannen en vrouwen;2 jaar;1961;0.00126;98208.0;124.0;73.4
244;Totaal mannen en vrouwen;2 jaar;1962;0.00118;98219.0;116.0;73.04
245;Totaal mannen en vrouwen;2 jaar;1963;0.0011;98343.0;108.0;73.08
246;Totaal mannen en vrouwen;2 jaar;1964;0.00118;98452.0;116.0;73.38
247;Totaal mannen en vrouwen;2 jaar;1965;0.00104;98497.0;103.0;73.2
248;Totaal mannen en vrouwen;2 jaar;1961 tot 1966;0.00115;98345.0;113.0;73.22
249;Totaal mannen en vrouwen;2 jaar;1966;0.00106;98451.0;105.0;73.18
250;Totaal mannen en vrouwen;2 jaar;1967;0.00112;98593.0;110.0;73.37
251;Totaal mannen en vrouwen;2 jaar;1968;0.00109;98585.0;107.0;73.18
252;Totaal mannen en vrouwen;2 jaar;1969;0.0011;98600.0;108.0;73.11
253;Totaal mannen en vrouwen;2 jaar;1970;0.00092;98673.0;91.0;73.09
254;Totaal mannen en vrouwen;2 jaar;1966 tot 1971;0.00106;98581.0;104.0;73.18
255;Totaal mannen en vrouwen;2 jaar;1971;0.00088;98736.0;87.0;73.27
256;Totaal mannen en vrouwen;2 jaar;1972;0.00096;98778.0;95.0;73.15
257;Totaal mannen en vrouwen;2 jaar;1973;0.00096;98799.0;95.0;73.58
258;Totaal mannen en vrouwen;2 jaar;1974;0.00092;98819.0;91.0;73.97
259;Totaal mannen en vrouwen;2 jaar;1975;0.00083;98894.0;82.0;73.86
260;Totaal mannen en vrouwen;2 jaar;1971 tot 1976;0.00091;98802.0;90.0;73.57
261;Totaal mannen en vrouwen;2 jaar;1976;0.00075;98881.0;74.0;74.02
262;Totaal mannen en vrouwen;2 jaar;1977;0.00063;99009.0;62.0;74.53
263;Totaal mannen en vrouwen;2 jaar;1978;0.00082;98993.0;81.0;74.45
264;Totaal mannen en vrouwen;2 jaar;1979;0.00071;99087.0;71.0;74.88
265;Totaal mannen en vrouwen;2 jaar;1980;0.0007;99098.0;69.0;75.0
266;Totaal mannen en vrouwen;2 jaar;1976 tot 1981;0.00072;99014.0;71.0;74.58
267;Totaal mannen en vrouwen;2 jaar;1981;0.00072;99133.0;71.0;75.17
268;Totaal mannen en vrouwen;2 jaar;1982;0.0007;99130.0;69.0;75.23
269;Totaal mannen en vrouwen;2 jaar;1983;0.0007;99129.0;70.0;75.42
270;Totaal mannen en vrouwen;2 jaar;1984;0.0006;99127.0;60.0;75.5
271;Totaal mannen en vrouwen;2 jaar;1985;0.00045;99163.0;45.0;75.53
272;Totaal mannen en vrouwen;2 jaar;1981 tot 1986;0.00064;99136.0;63.0;75.37
273;Totaal mannen en vrouwen;2 jaar;1986;0.00058;99182.0;58.0;75.5
274;Totaal mannen en vrouwen;2 jaar;1987;0.00058;99204.0;58.0;75.94
275;Totaal mannen en vrouwen;2 jaar;1988;0.00059;99289.0;58.0;76.05
276;Totaal mannen en vrouwen;2 jaar;1989;0.00041;99285.0;41.0;75.89
277;Totaal mannen en vrouwen;2 jaar;1990;0.00053;99255.0;53.0;76.1
278;Totaal mannen en vrouwen;2 jaar;1986 tot 1991;0.00054;99244.0;53.0;75.9
279;Totaal mannen en vrouwen;2 jaar;1991;0.00056;99319.0;55.0;76.18
280;Totaal mannen en vrouwen;2 jaar;1992;0.00049;99344.0;49.0;76.37
281;Totaal mannen en vrouwen;2 jaar;1993;0.00042;99347.0;42.0;76.04
282;Totaal mannen en vrouwen;2 jaar;1994;0.00042;99410.0;41.0;76.48
283;Totaal mannen en vrouwen;2 jaar;1995;0.00042;99435.0;42.0;76.48
284;Totaal mannen en vrouwen;2 jaar;1991 tot 1996;0.00046;99370.0;46.0;76.31
285;Totaal mannen en vrouwen;2 jaar;1996;0.00041;99405.0;41.0;76.53
286;Totaal mannen en vrouwen;2 jaar;1997;0.00037;99478.0;36.0;76.85
287;Totaal mannen en vrouwen;2 jaar;1998;0.00038;99462.0;38.0;76.93
288;Totaal mannen en vrouwen;2 jaar;1999;0.00032;99457.0;32.0;76.9
289;Totaal mannen en vrouwen;2 jaar;2000;0.00036;99466.0;36.0;77.05
290;Totaal mannen en vrouwen;2 jaar;1996 tot 2001;0.00037;99454.0;37.0;76.85
291;Totaal mannen en vrouwen;2 jaar;2001;0.00029;99447.0;29.0;77.27
292;Totaal mannen en vrouwen;2 jaar;2002;0.00034;99477.0;33.0;77.32
293;Totaal mannen en vrouwen;2 jaar;2003;0.00029;99498.0;29.0;77.55
294;Totaal mannen en vrouwen;2 jaar;2004;0.00026;99540.0;26.0;78.1
295;Totaal mannen en vrouwen;2 jaar;2005;0.00033;99488.0;33.0;78.39
296;Totaal mannen en vrouwen;2 jaar;2001 tot 2006;0.0003;99489.0;30.0;77.73
297;Totaal mannen en vrouwen;2 jaar;2006;0.00027;99539.0;27.0;78.71
298;Totaal mannen en vrouwen;2 jaar;2007;0.0002;99577.0;20.0;79.09
299;Totaal mannen en vrouwen;2 jaar;2008;0.00023;99609.0;23.0;79.2
300;Totaal mannen en vrouwen;2 jaar;2009;0.0002;99599.0;20.0;79.49
301;Totaal mannen en vrouwen;2 jaar;2010;0.00022;99609.0;22.0;79.64
302;Totaal mannen en vrouwen;2 jaar;2006 tot 2011;0.00022;99587.0;22.0;79.23
303;Totaal mannen en vrouwen;2 jaar;2011;0.00018;99628.0;18.0;79.89
304;Totaal mannen en vrouwen;2 jaar;2012;0.00022;99617.0;22.0;79.86
305;Totaal mannen en vrouwen;2 jaar;2013;0.00017;99614.0;17.0;80.1
306;Totaal mannen en vrouwen;2 jaar;2014;0.00021;99632.0;21.0;80.44
307;Totaal mannen en vrouwen;2 jaar;2015;0.00019;99662.0;19.0;80.25
308;Totaal mannen en vrouwen;2 jaar;2011 tot 2016;0.00019;99631.0;19.0;80.11
309;Totaal mannen en vrouwen;2 jaar;2016;0.00018;99644.0;18.0;80.33
310;Totaal mannen en vrouwen;2 jaar;2017;0.00018;99635.0;18.0;80.53
311;Totaal mannen en vrouwen;2 jaar;2018;0.00018;99647.0;18.0;80.57
312;Totaal mannen en vrouwen;2 jaar;2019;0.00025;99627.0;25.0;80.85
313;Totaal mannen en vrouwen;2 jaar;2020;0.00013;99607.0;13.0;80.2
314;Totaal mannen en vrouwen;2 jaar;2016 tot 2021;0.00018;99632.0;18.0;80.49
315;Totaal mannen en vrouwen;2 jaar;2021;0.00018;99656.0;18.0;80.13
316;Totaal mannen en vrouwen;2 jaar;2022;0.00019;99668.0;19.0;80.38
317;Totaal mannen en vrouwen;2 jaar;2023;0.00015;99630.0;15.0;80.64
318;Totaal mannen en vrouwen;3 jaar;1861 tot 1866;;;;
319;Totaal mannen en vrouwen;3 jaar;1866 tot 1871;;;;
320;Totaal mannen en vrouwen;3 jaar;1871 tot 1876;;;;
321;Totaal mannen en vrouwen;3 jaar;1876 tot 1881;;;;
322;Totaal mannen en vrouwen;3 jaar;1881 tot 1886;;;;
323;Totaal mannen en vrouwen;3 jaar;1886 tot 1891;;;;
324;Totaal mannen en vrouwen;3 jaar;1891 tot 1896;;;;
325;Totaal mannen en vrouwen;3 jaar;1896 tot 1901;;;;
326;Totaal mannen en vrouwen;3 jaar;1901 tot 1906;;;;
