ID;Vakantiekenmerken;Marges;RegioS;Perioden;TotaalNederlanders_1;PercentageNederlanders_2;TotaalVakanties_3;GemiddeldPerDeelnemer_4;TotaalVakantiedagen_5;GemiddeldPerDeelnemer_6;GemiddeldPerVakantie_7;TotaalOvernachtingen_8;GemiddeldPerDeelnemer_9;GemiddeldPerVakantie_10;TotaalVakantieUitgaven_11;GemiddeldPerDeelnemer_12;GemiddeldPerPersoonPerVakantie_13;GemiddeldPerPersoonPerVakantiedag_14
4123;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Zuid-Holland (PV);2022;295.0;2.0;369.0;1.2;1782.0;5.4;;1358.0;4.0;;45.0;137.0;;
4124;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Zuid-Holland (PV);2023;338.0;2.3;392.0;1.0;1945.0;4.9;;1501.0;3.8;;50.0;124.0;;
4125;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Zeeland (PV);2021;351.0;2.4;427.0;1.1;3517.0;9.2;;3054.0;7.9;;114.0;298.0;;
4126;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Zeeland (PV);2022;207.0;1.4;249.0;1.1;2217.0;9.4;;1951.0;8.2;;66.0;275.0;;
4127;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Zeeland (PV);2023;188.0;1.3;213.0;1.1;1864.0;8.1;;1633.0;7.0;;60.0;252.0;;
4128;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Noord-Brabant (PV);2021;437.0;3.0;533.0;1.1;3330.0;6.9;;2762.0;5.7;;67.0;139.0;;
4129;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Noord-Brabant (PV);2022;364.0;2.5;444.0;1.1;2632.0;6.5;;2162.0;5.3;;60.0;148.0;;
4130;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Noord-Brabant (PV);2023;387.0;2.7;454.0;1.1;2636.0;5.8;;2131.0;4.6;;79.0;174.0;;
4131;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Limburg (PV);2021;401.0;2.8;482.0;1.1;3540.0;8.1;;3027.0;6.9;;96.0;215.0;;
4132;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Limburg (PV);2022;325.0;2.2;374.0;1.1;2492.0;6.9;;2093.0;5.8;;74.0;203.0;;
4133;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Limburg (PV);2023;314.0;2.2;354.0;1.1;2490.0;6.8;;2100.0;5.7;;79.0;214.0;;
4134;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Provincie onbekend (PV);2021;216.0;1.5;255.0;1.1;1768.0;7.2;;1492.0;6.1;;52.0;213.0;;
4135;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Provincie onbekend (PV);2022;;;;;;;;;;;;;;
4136;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Provincie onbekend (PV);2023;;;;;;;;;;;;;;
4137;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Oost-Groningen (CR);2021;;;;;;;;;;;;;;
4138;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Oost-Groningen (CR);2022;;;;;;;;;;;;;;
4139;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Oost-Groningen (CR);2023;;;;;;;;;;;;;;
4140;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Delfzijl en omgeving (CR);2021;;;;;;;;;;;;;;
4141;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Delfzijl en omgeving (CR);2022;;;;;;;;;;;;;;
4142;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Delfzijl en omgeving (CR);2023;;;;;;;;;;;;;;
4143;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Overig Groningen (CR);2021;76.0;0.5;93.0;1.1;602.0;6.7;;498.0;5.5;;7.0;75.0;;
4144;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Overig Groningen (CR);2022;87.0;0.6;97.0;1.0;408.0;4.1;;298.0;3.0;;11.0;103.0;;
4145;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Overig Groningen (CR);2023;66.0;0.5;75.0;1.0;272.0;2.9;;185.0;1.9;;5.0;55.0;;
4146;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Noord-Friesland (CR);2021;276.0;1.9;312.0;1.1;2020.0;6.6;;1695.0;5.5;;90.0;290.0;;
4147;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Noord-Friesland (CR);2022;232.0;1.6;268.0;1.1;1730.0;6.6;;1446.0;5.5;;65.0;246.0;;
4148;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Noord-Friesland (CR);2023;192.0;1.3;222.0;1.0;1423.0;6.4;;1191.0;5.3;;54.0;230.0;;
4149;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Zuidwest-Friesland (CR);2021;103.0;0.7;122.0;1.0;914.0;7.4;;763.0;6.1;;27.0;220.0;;
4150;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Zuidwest-Friesland (CR);2022;92.0;0.6;109.0;1.1;670.0;6.2;;551.0;5.0;;18.0;174.0;;
4151;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Zuidwest-Friesland (CR);2023;86.0;0.6;99.0;1.0;699.0;6.1;;580.0;5.0;;11.0;150.0;;
4152;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Zuidoost-Friesland (CR);2021;42.0;0.3;48.0;1.0;379.0;7.4;;326.0;6.3;;9.0;176.0;;
4153;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Zuidoost-Friesland (CR);2022;35.0;0.3;39.0;1.0;245.0;5.8;;203.0;4.8;;7.0;143.0;;
4154;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Zuidoost-Friesland (CR);2023;;;;;;;;;;;;;;
4155;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Noord-Drenthe (CR);2021;117.0;0.8;129.0;1.0;1081.0;7.8;;939.0;6.7;;27.0;201.0;;
4156;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Noord-Drenthe (CR);2022;73.0;0.5;81.0;1.0;584.0;7.0;;499.0;5.9;;17.0;185.0;;
4157;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Noord-Drenthe (CR);2023;62.0;0.5;64.0;1.0;556.0;6.3;;474.0;5.2;;11.0;131.0;;
4158;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Zuidoost-Drenthe (CR);2021;41.0;0.3;46.0;1.0;327.0;6.8;;275.0;5.6;;7.0;155.0;;
4159;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Zuidoost-Drenthe (CR);2022;38.0;0.3;43.0;1.0;269.0;5.4;;220.0;4.3;;6.0;132.0;;
4160;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Zuidoost-Drenthe (CR);2023;;;;;;;;;;;;;;
4161;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Zuidwest-Drenthe (CR);2021;77.0;0.5;88.0;1.0;791.0;8.7;;697.0;7.6;;18.0;200.0;;
4162;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Zuidwest-Drenthe (CR);2022;58.0;0.4;70.0;1.0;397.0;5.2;;319.0;4.1;;11.0;131.0;;
4163;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Zuidwest-Drenthe (CR);2023;;;;;;;;;;;;;;
4164;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Noord-Overijssel (CR);2021;206.0;1.4;247.0;1.1;1607.0;6.9;;1336.0;5.7;;36.0;154.0;;
4165;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Noord-Overijssel (CR);2022;128.0;0.9;139.0;1.0;1056.0;7.0;;905.0;6.0;;26.0;171.0;;
4166;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Noord-Overijssel (CR);2023;109.0;0.8;121.0;1.0;568.0;5.4;;419.0;4.2;;17.0;142.0;;
4167;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Zuidwest-Overijssel (CR);2021;;;;;;;;;;;;;;
4168;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Zuidwest-Overijssel (CR);2022;28.0;0.2;30.0;1.0;199.0;5.2;;165.0;4.1;;5.0;131.0;;
4169;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Zuidwest-Overijssel (CR);2023;;;;;;;;;;;;;;
4170;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Twente (CR);2021;167.0;1.2;210.0;1.1;1752.0;9.3;;1509.0;8.0;;37.0;191.0;;
4171;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Twente (CR);2022;127.0;0.9;149.0;1.1;1125.0;7.5;;952.0;6.3;;26.0;175.0;;
4172;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Twente (CR);2023;109.0;0.8;127.0;1.0;879.0;6.1;;730.0;4.9;;16.0;106.0;;
4173;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Veluwe (CR);2021;229.0;1.6;317.0;1.2;2284.0;8.7;;1919.0;7.3;;52.0;197.0;;
4174;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Veluwe (CR);2022;194.0;1.3;228.0;1.1;1756.0;7.8;;1502.0;6.6;;37.0;164.0;;
4175;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Veluwe (CR);2023;196.0;1.4;226.0;1.1;1448.0;6.5;;1200.0;5.4;;37.0;161.0;;
4176;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Achterhoek (CR);2021;183.0;1.3;205.0;1.0;1770.0;8.5;;1538.0;7.4;;38.0;179.0;;
4177;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Achterhoek (CR);2022;147.0;1.0;165.0;1.1;1255.0;7.5;;1077.0;6.4;;34.0;207.0;;
4178;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Achterhoek (CR);2023;153.0;1.1;170.0;1.0;1137.0;5.8;;947.0;4.7;;33.0;167.0;;
4179;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Arnhem/Nijmegen (CR);2021;123.0;0.9;150.0;1.1;599.0;4.0;;418.0;2.8;;16.0;110.0;;
4180;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Arnhem/Nijmegen (CR);2022;163.0;1.1;183.0;1.1;949.0;5.2;;750.0;4.0;;26.0;140.0;;
4181;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Arnhem/Nijmegen (CR);2023;144.0;1.0;155.0;1.0;826.0;4.6;;652.0;3.6;;25.0;144.0;;
4182;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Zuidwest-Gelderland (CR);2021;58.0;0.4;59.0;0.8;425.0;5.9;;334.0;4.6;;11.0;163.0;;
4183;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Zuidwest-Gelderland (CR);2022;;;;;;;;;;;;;;
4184;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Zuidwest-Gelderland (CR);2023;;;;;;;;;;;;;;
4185;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Utrecht (CR);2021;222.0;1.6;259.0;1.0;1272.0;4.9;;999.0;3.8;;28.0;109.0;;
4186;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Utrecht (CR);2022;209.0;1.5;259.0;1.1;1459.0;6.2;;1183.0;5.0;;33.0;136.0;;
4187;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Utrecht (CR);2023;175.0;1.2;214.0;1.1;1195.0;5.3;;946.0;4.1;;27.0;134.0;;
4188;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Kop van Noord-Holland (CR);2021;244.0;1.7;284.0;1.1;1888.0;7.0;;1586.0;5.8;;65.0;235.0;;
4189;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Kop van Noord-Holland (CR);2022;121.0;0.8;146.0;1.1;921.0;6.6;;763.0;5.4;;32.0;219.0;;
4190;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Kop van Noord-Holland (CR);2023;148.0;1.0;193.0;1.2;1147.0;6.3;;934.0;5.1;;38.0;201.0;;
4191;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Alkmaar en omgeving (CR);2021;49.0;0.4;57.0;1.0;277.0;4.4;;214.0;3.3;;10.0;152.0;;
4192;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Alkmaar en omgeving (CR);2022;36.0;0.3;28.0;0.8;214.0;4.5;;168.0;3.3;;7.0;138.0;;
4193;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Alkmaar en omgeving (CR);2023;;;;;;;;;;;;;;
4194;Accommodatie: overig, onbekend;Ondergrens 95%-interval;IJmond (CR);2021;;;;;;;;;;;;;;
4195;Accommodatie: overig, onbekend;Ondergrens 95%-interval;IJmond (CR);2022;;;;;;;;;;;;;;
4196;Accommodatie: overig, onbekend;Ondergrens 95%-interval;IJmond (CR);2023;;;;;;;;;;;;;;
4197;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Agglomeratie Haarlem (CR);2021;47.0;0.4;61.0;1.1;274.0;4.8;;208.0;3.6;;10.0;178.0;;
4198;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Agglomeratie Haarlem (CR);2022;;;;;;;;;;;;;;
4199;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Agglomeratie Haarlem (CR);2023;;;;;;;;;;;;;;
4200;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Zaanstreek (CR);2021;;;;;;;;;;;;;;
4201;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Zaanstreek (CR);2022;;;;;;;;;;;;;;
4202;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Zaanstreek (CR);2023;;;;;;;;;;;;;;
4203;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Groot-Amsterdam (CR);2021;130.0;0.9;174.0;1.1;731.0;4.8;;530.0;3.5;;15.0;97.0;;
4204;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Groot-Amsterdam (CR);2022;111.0;0.8;134.0;1.1;516.0;3.9;;364.0;2.7;;14.0;107.0;;
4205;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Groot-Amsterdam (CR);2023;90.0;0.7;103.0;1.0;369.0;2.9;;236.0;1.8;;15.0;120.0;;
4206;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Het Gooi en Vechtstreek (CR);2021;;;;;;;;;;;;;;
4207;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Het Gooi en Vechtstreek (CR);2022;;;;;;;;;;;;;;
4208;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Het Gooi en Vechtstreek (CR);2023;;;;;;;;;;;;;;
4209;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Agglomeratie Leiden en Bollenstreek (CR);2021;80.0;0.6;83.0;1.0;397.0;4.1;;297.0;3.0;;10.0;106.0;;
4210;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Agglomeratie Leiden en Bollenstreek (CR);2022;48.0;0.4;59.0;1.1;232.0;3.9;;154.0;2.6;;7.0;121.0;;
4211;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Agglomeratie Leiden en Bollenstreek (CR);2023;56.0;0.4;57.0;1.0;160.0;2.9;;87.0;1.9;;8.0;96.0;;
4212;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Agglomeratie 's-Gravenhage (CR);2021;76.0;0.6;76.0;0.8;407.0;4.4;;322.0;3.4;;10.0;103.0;;
4213;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Agglomeratie 's-Gravenhage (CR);2022;55.0;0.4;60.0;1.0;248.0;3.6;;174.0;2.4;;8.0;122.0;;
4214;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Agglomeratie 's-Gravenhage (CR);2023;63.0;0.5;68.0;1.0;316.0;4.2;;236.0;3.0;;11.0;130.0;;
4215;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Delft en Westland (CR);2021;;;;;;;;;;;;;;
4216;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Delft en Westland (CR);2022;;;;;;;;;;;;;;
4217;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Delft en Westland (CR);2023;;;;;;;;;;;;;;
4218;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Oost-Zuid-Holland (CR);2021;;;;;;;;;;;;;;
4219;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Oost-Zuid-Holland (CR);2022;;;;;;;;;;;;;;
4220;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Oost-Zuid-Holland (CR);2023;;;;;;;;;;;;;;
4221;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Groot-Rijnmond (CR);2021;131.0;0.9;154.0;1.0;815.0;5.3;;647.0;4.2;;19.0;121.0;;
4222;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Groot-Rijnmond (CR);2022;77.0;0.6;83.0;1.0;430.0;4.5;;309.0;3.2;;10.0;107.0;;
4223;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Groot-Rijnmond (CR);2023;81.0;0.6;94.0;0.9;423.0;3.7;;321.0;2.8;;8.0;70.0;;
4224;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Zuidoost-Zuid-Holland (CR);2021;;;;;;;;;;;;;;
4225;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Zuidoost-Zuid-Holland (CR);2022;;;;;;;;;;;;;;
4226;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Zuidoost-Zuid-Holland (CR);2023;;;;;;;;;;;;;;
4227;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Zeeuwsch-Vlaanderen (CR);2021;54.0;0.4;58.0;1.0;460.0;6.7;;396.0;5.7;;14.0;202.0;;
4228;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Zeeuwsch-Vlaanderen (CR);2022;28.0;0.2;32.0;1.0;306.0;7.4;;271.0;6.3;;9.0;205.0;;
4229;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Zeeuwsch-Vlaanderen (CR);2023;;;;;;;;;;;;;;
4230;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Overig Zeeland (CR);2021;279.0;1.9;347.0;1.1;2888.0;9.4;;2505.0;8.1;;93.0;303.0;;
4231;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Overig Zeeland (CR);2022;152.0;1.1;181.0;1.1;1573.0;9.0;;1376.0;7.8;;51.0;289.0;;
4232;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Overig Zeeland (CR);2023;143.0;1.0;162.0;1.1;1379.0;8.1;;1204.0;7.0;;46.0;265.0;;
4233;Accommodatie: overig, onbekend;Ondergrens 95%-interval;West-Noord-Brabant (CR);2021;68.0;0.5;77.0;1.0;389.0;4.6;;294.0;3.4;;8.0;94.0;;
4234;Accommodatie: overig, onbekend;Ondergrens 95%-interval;West-Noord-Brabant (CR);2022;49.0;0.4;45.0;0.7;269.0;4.2;;219.0;3.4;;7.0;103.0;;
4235;Accommodatie: overig, onbekend;Ondergrens 95%-interval;West-Noord-Brabant (CR);2023;;;;;;;;;;;;;;
4236;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Midden-Noord-Brabant (CR);2021;93.0;0.7;108.0;1.0;685.0;6.0;;566.0;4.9;;15.0;134.0;;
4237;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Midden-Noord-Brabant (CR);2022;68.0;0.5;75.0;1.0;371.0;4.4;;287.0;3.3;;8.0;97.0;;
4238;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Midden-Noord-Brabant (CR);2023;92.0;0.7;95.0;1.0;520.0;4.5;;406.0;3.4;;16.0;138.0;;
4239;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Noordoost-Noord-Brabant (CR);2021;106.0;0.8;118.0;1.0;691.0;5.6;;556.0;4.5;;14.0;113.0;;
4240;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Noordoost-Noord-Brabant (CR);2022;88.0;0.6;100.0;1.0;631.0;5.9;;518.0;4.8;;15.0;140.0;;
4241;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Noordoost-Noord-Brabant (CR);2023;77.0;0.6;88.0;1.0;387.0;3.2;;274.0;2.1;;12.0;92.0;;
4242;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Zuidoost-Noord-Brabant (CR);2021;125.0;0.9;146.0;1.1;844.0;5.8;;682.0;4.6;;15.0;99.0;;
4243;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Zuidoost-Noord-Brabant (CR);2022;115.0;0.8;127.0;1.0;739.0;5.1;;595.0;4.0;;16.0;114.0;;
4244;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Zuidoost-Noord-Brabant (CR);2023;117.0;0.8;131.0;1.0;808.0;5.4;;657.0;4.3;;23.0;162.0;;
4245;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Noord-Limburg (CR);2021;90.0;0.6;90.0;0.8;881.0;8.2;;768.0;7.2;;17.0;154.0;;
4246;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Noord-Limburg (CR);2022;65.0;0.5;69.0;1.0;444.0;5.3;;365.0;4.2;;10.0;117.0;;
4247;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Noord-Limburg (CR);2023;44.0;0.3;50.0;1.0;423.0;7.4;;363.0;6.2;;11.0;168.0;;
4248;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Midden-Limburg (CR);2021;33.0;0.2;36.0;1.0;225.0;5.4;;185.0;4.3;;6.0;131.0;;
4249;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Midden-Limburg (CR);2022;34.0;0.3;36.0;1.0;207.0;4.3;;165.0;3.3;;5.0;116.0;;
4250;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Midden-Limburg (CR);2023;;;;;;;;;;;;;;
4251;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Zuid-Limburg (CR);2021;255.0;1.8;293.0;1.1;2057.0;7.2;;1746.0;6.1;;61.0;209.0;;
4252;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Zuid-Limburg (CR);2022;194.0;1.3;223.0;1.1;1517.0;6.9;;1274.0;5.8;;49.0;221.0;;
4253;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Zuid-Limburg (CR);2023;205.0;1.4;225.0;1.0;1435.0;5.6;;1183.0;4.5;;49.0;189.0;;
4254;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Flevoland (CR);2021;67.0;0.5;82.0;1.1;498.0;6.1;;405.0;4.9;;14.0;178.0;;
4255;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Flevoland (CR);2022;97.0;0.7;104.0;1.0;595.0;5.1;;479.0;4.1;;13.0;115.0;;
4256;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Flevoland (CR);2023;87.0;0.6;92.0;1.0;405.0;4.0;;303.0;2.9;;10.0;97.0;;
4257;Accommodatie: overig, onbekend;Ondergrens 95%-interval;COROP-gebied onbekend (CR);2021;216.0;1.5;255.0;1.1;1768.0;7.2;;1492.0;6.1;;52.0;213.0;;
4258;Accommodatie: overig, onbekend;Ondergrens 95%-interval;COROP-gebied onbekend (CR);2022;118.0;0.8;135.0;1.1;1235.0;8.4;;1083.0;7.3;;27.0;191.0;;
4259;Accommodatie: overig, onbekend;Ondergrens 95%-interval;COROP-gebied onbekend (CR);2023;69.0;0.5;70.0;1.0;614.0;5.9;;531.0;4.8;;16.0;119.0;;
4260;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Waddeneilanden (TR);2021;320.0;2.2;366.0;1.1;2510.0;7.1;;2127.0;6.0;;117.0;328.0;;
4261;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Waddeneilanden (TR);2022;230.0;1.6;259.0;1.1;1736.0;6.8;;1465.0;5.7;;74.0;282.0;;
4262;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Waddeneilanden (TR);2023;217.0;1.5;250.0;1.1;1689.0;6.8;;1424.0;5.6;;66.0;254.0;;
4263;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Noordzeebadplaatsen (TR);2021;555.0;3.8;681.0;1.2;4962.0;8.3;;4244.0;7.1;;167.0;280.0;;
4264;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Noordzeebadplaatsen (TR);2022;327.0;2.3;402.0;1.1;3145.0;8.7;;2702.0;7.4;;98.0;269.0;;
4265;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Noordzeebadplaatsen (TR);2023;330.0;2.3;383.0;1.1;3138.0;8.3;;2722.0;7.1;;97.0;251.0;;
4266;Accommodatie: overig, onbekend;Ondergrens 95%-interval;IJsselmeerkust (TR);2021;265.0;1.8;371.0;1.3;2195.0;7.3;;1781.0;5.9;;59.0;197.0;;
4267;Accommodatie: overig, onbekend;Ondergrens 95%-interval;IJsselmeerkust (TR);2022;226.0;1.6;289.0;1.2;1644.0;6.4;;1336.0;5.2;;44.0;171.0;;
4268;Accommodatie: overig, onbekend;Ondergrens 95%-interval;IJsselmeerkust (TR);2023;284.0;2.0;343.0;1.1;1771.0;5.3;;1397.0;4.1;;45.0;141.0;;
4269;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Deltagebied (TR);2021;149.0;1.1;183.0;1.1;1313.0;7.8;;1106.0;6.5;;32.0;192.0;;
4270;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Deltagebied (TR);2022;73.0;0.5;79.0;1.0;471.0;5.3;;381.0;4.2;;12.0;140.0;;
4271;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Deltagebied (TR);2023;99.0;0.7;99.0;0.9;544.0;4.3;;414.0;3.2;;14.0;102.0;;
4272;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Meren in Gron., Fr. en Noordw.-Ov. (TR);2021;112.0;0.8;127.0;1.1;803.0;6.2;;662.0;5.0;;23.0;177.0;;
4273;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Meren in Gron., Fr. en Noordw.-Ov. (TR);2022;76.0;0.5;84.0;1.0;494.0;5.3;;400.0;4.3;;11.0;126.0;;
4274;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Meren in Gron., Fr. en Noordw.-Ov. (TR);2023;58.0;0.4;62.0;1.0;444.0;5.3;;363.0;4.2;;7.0;86.0;;
4275;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Hollands-Utrechtse meren (TR);2021;;;;;;;;;;;;;;
4276;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Hollands-Utrechtse meren (TR);2022;28.0;0.2;33.0;1.0;132.0;3.6;;96.0;2.5;;3.0;86.0;;
4277;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Hollands-Utrechtse meren (TR);2023;;;;;;;;;;;;;;
4278;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Utrechtse Heuvelrug en 't Gooi (TR);2021;115.0;0.8;119.0;0.9;607.0;4.3;;483.0;3.4;;15.0;108.0;;
4279;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Utrechtse Heuvelrug en 't Gooi (TR);2022;110.0;0.8;134.0;1.1;894.0;6.9;;750.0;5.7;;19.0;142.0;;
4280;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Utrechtse Heuvelrug en 't Gooi (TR);2023;80.0;0.6;93.0;1.1;669.0;6.9;;559.0;5.7;;13.0;136.0;;
4281;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Veluwe en Veluwerand (TR);2021;259.0;1.8;341.0;1.2;2414.0;8.2;;2034.0;6.8;;55.0;184.0;;
4282;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Veluwe en Veluwerand (TR);2022;241.0;1.7;279.0;1.1;2129.0;7.8;;1826.0;6.6;;47.0;172.0;;
4283;Accommodatie: overig, onbekend;Ondergrens 95%-interval;Veluwe en Veluwerand (TR);2023;237.0;1.7;283.0;1.1;1676.0;6.4;;1369.0;5.2;;43.0;164.0;;
