ID;Afvalsoort;RegioS;Perioden;HoeveelheidHuishoudelijkAfval_1
91;Totaal huishoudelijk afval;Aalten;2023;389.0
92;Totaal huishoudelijk afval;Ter Aar;2001;568.8
93;Totaal huishoudelijk afval;Ter Aar;2002;603.7
94;Totaal huishoudelijk afval;Ter Aar;2003;559.0
95;Totaal huishoudelijk afval;Ter Aar;2004;599.9
96;Totaal huishoudelijk afval;Ter Aar;2005;607.0
97;Totaal huishoudelijk afval;Ter Aar;2006;636.9
98;Totaal huishoudelijk afval;Ter Aar;2007;
99;Totaal huishoudelijk afval;Ter Aar;2008;
100;Totaal huishoudelijk afval;Ter Aar;2009;
101;Totaal huishoudelijk afval;Ter Aar;2010;
102;Totaal huishoudelijk afval;Ter Aar;2011;
103;Totaal huishoudelijk afval;Ter Aar;2012;
104;Totaal huishoudelijk afval;Ter Aar;2013;
105;Totaal huishoudelijk afval;Ter Aar;2014;
106;Totaal huishoudelijk afval;Ter Aar;2015;
107;Totaal huishoudelijk afval;Ter Aar;2016;
108;Totaal huishoudelijk afval;Ter Aar;2017;
109;Totaal huishoudelijk afval;Ter Aar;2018;
110;Totaal huishoudelijk afval;Ter Aar;2019;
111;Totaal huishoudelijk afval;Ter Aar;2020;
112;Totaal huishoudelijk afval;Ter Aar;2021;
113;Totaal huishoudelijk afval;Ter Aar;2022;
114;Totaal huishoudelijk afval;Ter Aar;2023;
115;Totaal huishoudelijk afval;Abcoude;2001;602.5
116;Totaal huishoudelijk afval;Abcoude;2002;581.1
117;Totaal huishoudelijk afval;Abcoude;2003;580.9
118;Totaal huishoudelijk afval;Abcoude;2004;
119;Totaal huishoudelijk afval;Abcoude;2005;596.7
120;Totaal huishoudelijk afval;Abcoude;2006;
121;Totaal huishoudelijk afval;Abcoude;2007;
122;Totaal huishoudelijk afval;Abcoude;2008;545.8
123;Totaal huishoudelijk afval;Abcoude;2009;537.2
124;Totaal huishoudelijk afval;Abcoude;2010;516.9
125;Totaal huishoudelijk afval;Abcoude;2011;
126;Totaal huishoudelijk afval;Abcoude;2012;
127;Totaal huishoudelijk afval;Abcoude;2013;
128;Totaal huishoudelijk afval;Abcoude;2014;
129;Totaal huishoudelijk afval;Abcoude;2015;
130;Totaal huishoudelijk afval;Abcoude;2016;
131;Totaal huishoudelijk afval;Abcoude;2017;
132;Totaal huishoudelijk afval;Abcoude;2018;
133;Totaal huishoudelijk afval;Abcoude;2019;
134;Totaal huishoudelijk afval;Abcoude;2020;
135;Totaal huishoudelijk afval;Abcoude;2021;
136;Totaal huishoudelijk afval;Abcoude;2022;
137;Totaal huishoudelijk afval;Abcoude;2023;
138;Totaal huishoudelijk afval;Achtkarspelen;2001;744.1
139;Totaal huishoudelijk afval;Achtkarspelen;2002;
140;Totaal huishoudelijk afval;Achtkarspelen;2003;688.2
141;Totaal huishoudelijk afval;Achtkarspelen;2004;638.7
142;Totaal huishoudelijk afval;Achtkarspelen;2005;674.3
143;Totaal huishoudelijk afval;Achtkarspelen;2006;670.8
144;Totaal huishoudelijk afval;Achtkarspelen;2007;699.0
145;Totaal huishoudelijk afval;Achtkarspelen;2008;687.3
146;Totaal huishoudelijk afval;Achtkarspelen;2009;709.3
147;Totaal huishoudelijk afval;Achtkarspelen;2010;671.5
148;Totaal huishoudelijk afval;Achtkarspelen;2011;672.4
149;Totaal huishoudelijk afval;Achtkarspelen;2012;683.8
150;Totaal huishoudelijk afval;Achtkarspelen;2013;660.9
151;Totaal huishoudelijk afval;Achtkarspelen;2014;676.7
152;Totaal huishoudelijk afval;Achtkarspelen;2015;760.4
153;Totaal huishoudelijk afval;Achtkarspelen;2016;757.9
154;Totaal huishoudelijk afval;Achtkarspelen;2017;761.4
155;Totaal huishoudelijk afval;Achtkarspelen;2018;756.5
156;Totaal huishoudelijk afval;Achtkarspelen;2019;808.2
157;Totaal huishoudelijk afval;Achtkarspelen;2020;877.3
158;Totaal huishoudelijk afval;Achtkarspelen;2021;754.7
159;Totaal huishoudelijk afval;Achtkarspelen;2022;688.2
160;Totaal huishoudelijk afval;Achtkarspelen;2023;706.5
161;Totaal huishoudelijk afval;Akersloot;2001;
162;Totaal huishoudelijk afval;Akersloot;2002;
163;Totaal huishoudelijk afval;Akersloot;2003;
164;Totaal huishoudelijk afval;Akersloot;2004;
165;Totaal huishoudelijk afval;Akersloot;2005;
166;Totaal huishoudelijk afval;Akersloot;2006;
167;Totaal huishoudelijk afval;Akersloot;2007;
168;Totaal huishoudelijk afval;Akersloot;2008;
169;Totaal huishoudelijk afval;Akersloot;2009;
170;Totaal huishoudelijk afval;Akersloot;2010;
171;Totaal huishoudelijk afval;Akersloot;2011;
172;Totaal huishoudelijk afval;Akersloot;2012;
173;Totaal huishoudelijk afval;Akersloot;2013;
174;Totaal huishoudelijk afval;Akersloot;2014;
175;Totaal huishoudelijk afval;Akersloot;2015;
176;Totaal huishoudelijk afval;Akersloot;2016;
177;Totaal huishoudelijk afval;Akersloot;2017;
178;Totaal huishoudelijk afval;Akersloot;2018;
179;Totaal huishoudelijk afval;Akersloot;2019;
180;Totaal huishoudelijk afval;Akersloot;2020;
181;Totaal huishoudelijk afval;Akersloot;2021;
182;Totaal huishoudelijk afval;Akersloot;2022;
183;Totaal huishoudelijk afval;Akersloot;2023;
184;Totaal huishoudelijk afval;Alblasserdam;2001;542.2
185;Totaal huishoudelijk afval;Alblasserdam;2002;582.9
186;Totaal huishoudelijk afval;Alblasserdam;2003;564.3
187;Totaal huishoudelijk afval;Alblasserdam;2004;603.3
188;Totaal huishoudelijk afval;Alblasserdam;2005;595.2
189;Totaal huishoudelijk afval;Alblasserdam;2006;580.7
190;Totaal huishoudelijk afval;Alblasserdam;2007;552.3
191;Totaal huishoudelijk afval;Alblasserdam;2008;
192;Totaal huishoudelijk afval;Alblasserdam;2009;579.8
193;Totaal huishoudelijk afval;Alblasserdam;2010;578.4
194;Totaal huishoudelijk afval;Alblasserdam;2011;599.1
195;Totaal huishoudelijk afval;Alblasserdam;2012;571.8
196;Totaal huishoudelijk afval;Alblasserdam;2013;548.5
197;Totaal huishoudelijk afval;Alblasserdam;2014;547.3
198;Totaal huishoudelijk afval;Alblasserdam;2015;545.9
199;Totaal huishoudelijk afval;Alblasserdam;2016;540.5
200;Totaal huishoudelijk afval;Alblasserdam;2017;541.9
201;Totaal huishoudelijk afval;Alblasserdam;2018;497.7
202;Totaal huishoudelijk afval;Alblasserdam;2019;512.1
203;Totaal huishoudelijk afval;Alblasserdam;2020;522.7
204;Totaal huishoudelijk afval;Alblasserdam;2021;505.8
205;Totaal huishoudelijk afval;Alblasserdam;2022;463.0
206;Totaal huishoudelijk afval;Alblasserdam;2023;442.0
207;Totaal huishoudelijk afval;Albrandswaard;2001;620.1
208;Totaal huishoudelijk afval;Albrandswaard;2002;637.6
209;Totaal huishoudelijk afval;Albrandswaard;2003;586.3
210;Totaal huishoudelijk afval;Albrandswaard;2004;611.2
211;Totaal huishoudelijk afval;Albrandswaard;2005;585.1
212;Totaal huishoudelijk afval;Albrandswaard;2006;602.8
213;Totaal huishoudelijk afval;Albrandswaard;2007;618.9
214;Totaal huishoudelijk afval;Albrandswaard;2008;591.1
215;Totaal huishoudelijk afval;Albrandswaard;2009;579.5
216;Totaal huishoudelijk afval;Albrandswaard;2010;542.2
217;Totaal huishoudelijk afval;Albrandswaard;2011;538.1
218;Totaal huishoudelijk afval;Albrandswaard;2012;542.8
219;Totaal huishoudelijk afval;Albrandswaard;2013;553.5
220;Totaal huishoudelijk afval;Albrandswaard;2014;523.0
221;Totaal huishoudelijk afval;Albrandswaard;2015;510.8
222;Totaal huishoudelijk afval;Albrandswaard;2016;505.6
223;Totaal huishoudelijk afval;Albrandswaard;2017;499.9
224;Totaal huishoudelijk afval;Albrandswaard;2018;490.5
225;Totaal huishoudelijk afval;Albrandswaard;2019;498.7
226;Totaal huishoudelijk afval;Albrandswaard;2020;533.2
227;Totaal huishoudelijk afval;Albrandswaard;2021;516.2
228;Totaal huishoudelijk afval;Albrandswaard;2022;444.9
229;Totaal huishoudelijk afval;Albrandswaard;2023;424.4
230;Totaal huishoudelijk afval;Alkemade;2001;580.8
231;Totaal huishoudelijk afval;Alkemade;2002;
232;Totaal huishoudelijk afval;Alkemade;2003;592.2
233;Totaal huishoudelijk afval;Alkemade;2004;606.4
234;Totaal huishoudelijk afval;Alkemade;2005;607.5
235;Totaal huishoudelijk afval;Alkemade;2006;624.5
236;Totaal huishoudelijk afval;Alkemade;2007;636.7
237;Totaal huishoudelijk afval;Alkemade;2008;620.4
238;Totaal huishoudelijk afval;Alkemade;2009;
239;Totaal huishoudelijk afval;Alkemade;2010;
240;Totaal huishoudelijk afval;Alkemade;2011;
241;Totaal huishoudelijk afval;Alkemade;2012;
242;Totaal huishoudelijk afval;Alkemade;2013;
243;Totaal huishoudelijk afval;Alkemade;2014;
244;Totaal huishoudelijk afval;Alkemade;2015;
245;Totaal huishoudelijk afval;Alkemade;2016;
246;Totaal huishoudelijk afval;Alkemade;2017;
247;Totaal huishoudelijk afval;Alkemade;2018;
248;Totaal huishoudelijk afval;Alkemade;2019;
249;Totaal huishoudelijk afval;Alkemade;2020;
250;Totaal huishoudelijk afval;Alkemade;2021;
251;Totaal huishoudelijk afval;Alkemade;2022;
252;Totaal huishoudelijk afval;Alkemade;2023;
253;Totaal huishoudelijk afval;Alkmaar;2001;534.9
254;Totaal huishoudelijk afval;Alkmaar;2002;541.7
255;Totaal huishoudelijk afval;Alkmaar;2003;500.2
256;Totaal huishoudelijk afval;Alkmaar;2004;503.1
257;Totaal huishoudelijk afval;Alkmaar;2005;510.2
258;Totaal huishoudelijk afval;Alkmaar;2006;513.4
259;Totaal huishoudelijk afval;Alkmaar;2007;522.2
260;Totaal huishoudelijk afval;Alkmaar;2008;505.7
261;Totaal huishoudelijk afval;Alkmaar;2009;487.9
262;Totaal huishoudelijk afval;Alkmaar;2010;485.8
263;Totaal huishoudelijk afval;Alkmaar;2011;494.4
264;Totaal huishoudelijk afval;Alkmaar;2012;482.4
265;Totaal huishoudelijk afval;Alkmaar;2013;459.3
266;Totaal huishoudelijk afval;Alkmaar;2014;451.1
267;Totaal huishoudelijk afval;Alkmaar;2015;
268;Totaal huishoudelijk afval;Alkmaar;2016;431.1
269;Totaal huishoudelijk afval;Alkmaar;2017;440.6
270;Totaal huishoudelijk afval;Alkmaar;2018;449.7
271;Totaal huishoudelijk afval;Alkmaar;2019;437.8
272;Totaal huishoudelijk afval;Alkmaar;2020;
273;Totaal huishoudelijk afval;Alkmaar;2021;479.6
274;Totaal huishoudelijk afval;Alkmaar;2022;
275;Totaal huishoudelijk afval;Alkmaar;2023;439.8
276;Totaal huishoudelijk afval;Almelo;2001;636.8
277;Totaal huishoudelijk afval;Almelo;2002;638.0
278;Totaal huishoudelijk afval;Almelo;2003;632.7
279;Totaal huishoudelijk afval;Almelo;2004;616.9
280;Totaal huishoudelijk afval;Almelo;2005;561.7
281;Totaal huishoudelijk afval;Almelo;2006;539.1
282;Totaal huishoudelijk afval;Almelo;2007;558.8
283;Totaal huishoudelijk afval;Almelo;2008;543.3
284;Totaal huishoudelijk afval;Almelo;2009;537.2
285;Totaal huishoudelijk afval;Almelo;2010;526.1
286;Totaal huishoudelijk afval;Almelo;2011;519.2
287;Totaal huishoudelijk afval;Almelo;2012;476.9
288;Totaal huishoudelijk afval;Almelo;2013;460.0
289;Totaal huishoudelijk afval;Almelo;2014;469.7
290;Totaal huishoudelijk afval;Almelo;2015;464.5
291;Totaal huishoudelijk afval;Almelo;2016;448.5
292;Totaal huishoudelijk afval;Almelo;2017;454.9
293;Totaal huishoudelijk afval;Almelo;2018;467.2
294;Totaal huishoudelijk afval;Almelo;2019;468.3
295;Totaal huishoudelijk afval;Almelo;2020;
296;Totaal huishoudelijk afval;Almelo;2021;479.4
297;Totaal huishoudelijk afval;Almelo;2022;446.8
298;Totaal huishoudelijk afval;Almelo;2023;448.2
299;Totaal huishoudelijk afval;Almere;2001;569.3
300;Totaal huishoudelijk afval;Almere;2002;567.4
301;Totaal huishoudelijk afval;Almere;2003;548.8
302;Totaal huishoudelijk afval;Almere;2004;
303;Totaal huishoudelijk afval;Almere;2005;522.6
304;Totaal huishoudelijk afval;Almere;2006;561.9
305;Totaal huishoudelijk afval;Almere;2007;540.5
306;Totaal huishoudelijk afval;Almere;2008;529.3
307;Totaal huishoudelijk afval;Almere;2009;522.7
308;Totaal huishoudelijk afval;Almere;2010;469.3
309;Totaal huishoudelijk afval;Almere;2011;494.4
310;Totaal huishoudelijk afval;Almere;2012;500.6
311;Totaal huishoudelijk afval;Almere;2013;472.4
312;Totaal huishoudelijk afval;Almere;2014;480.4
313;Totaal huishoudelijk afval;Almere;2015;485.4
314;Totaal huishoudelijk afval;Almere;2016;490.0
315;Totaal huishoudelijk afval;Almere;2017;482.4
316;Totaal huishoudelijk afval;Almere;2018;452.8
317;Totaal huishoudelijk afval;Almere;2019;426.1
318;Totaal huishoudelijk afval;Almere;2020;480.4
319;Totaal huishoudelijk afval;Almere;2021;463.6
320;Totaal huishoudelijk afval;Almere;2022;436.4
321;Totaal huishoudelijk afval;Almere;2023;412.7
322;Totaal huishoudelijk afval;Alphen aan den Rijn;2001;530.0
323;Totaal huishoudelijk afval;Alphen aan den Rijn;2002;519.7
324;Totaal huishoudelijk afval;Alphen aan den Rijn;2003;507.4
325;Totaal huishoudelijk afval;Alphen aan den Rijn;2004;536.0
326;Totaal huishoudelijk afval;Alphen aan den Rijn;2005;542.4
327;Totaal huishoudelijk afval;Alphen aan den Rijn;2006;544.9
328;Totaal huishoudelijk afval;Alphen aan den Rijn;2007;545.9
329;Totaal huishoudelijk afval;Alphen aan den Rijn;2008;549.7
330;Totaal huishoudelijk afval;Alphen aan den Rijn;2009;544.9
331;Totaal huishoudelijk afval;Alphen aan den Rijn;2010;539.5
332;Totaal huishoudelijk afval;Alphen aan den Rijn;2011;513.2
333;Totaal huishoudelijk afval;Alphen aan den Rijn;2012;
334;Totaal huishoudelijk afval;Alphen aan den Rijn;2013;473.7
335;Totaal huishoudelijk afval;Alphen aan den Rijn;2014;491.8
336;Totaal huishoudelijk afval;Alphen aan den Rijn;2015;509.6
337;Totaal huishoudelijk afval;Alphen aan den Rijn;2016;547.2
338;Totaal huishoudelijk afval;Alphen aan den Rijn;2017;522.9
339;Totaal huishoudelijk afval;Alphen aan den Rijn;2018;514.9
340;Totaal huishoudelijk afval;Alphen aan den Rijn;2019;
341;Totaal huishoudelijk afval;Alphen aan den Rijn;2020;
342;Totaal huishoudelijk afval;Alphen aan den Rijn;2021;
343;Totaal huishoudelijk afval;Alphen aan den Rijn;2022;461.1
344;Totaal huishoudelijk afval;Alphen aan den Rijn;2023;466.6
345;Totaal huishoudelijk afval;Alphen-Chaam;2001;709.5
346;Totaal huishoudelijk afval;Alphen-Chaam;2002;771.9
347;Totaal huishoudelijk afval;Alphen-Chaam;2003;729.0
348;Totaal huishoudelijk afval;Alphen-Chaam;2004;695.8
349;Totaal huishoudelijk afval;Alphen-Chaam;2005;671.9
350;Totaal huishoudelijk afval;Alphen-Chaam;2006;679.7
351;Totaal huishoudelijk afval;Alphen-Chaam;2007;581.4
352;Totaal huishoudelijk afval;Alphen-Chaam;2008;554.6
353;Totaal huishoudelijk afval;Alphen-Chaam;2009;569.5
354;Totaal huishoudelijk afval;Alphen-Chaam;2010;578.4
355;Totaal huishoudelijk afval;Alphen-Chaam;2011;589.4
356;Totaal huishoudelijk afval;Alphen-Chaam;2012;577.3
357;Totaal huishoudelijk afval;Alphen-Chaam;2013;570.1
358;Totaal huishoudelijk afval;Alphen-Chaam;2014;575.1
359;Totaal huishoudelijk afval;Alphen-Chaam;2015;587.8
360;Totaal huishoudelijk afval;Alphen-Chaam;2016;540.5
361;Totaal huishoudelijk afval;Alphen-Chaam;2017;523.2
362;Totaal huishoudelijk afval;Alphen-Chaam;2018;514.3
363;Totaal huishoudelijk afval;Alphen-Chaam;2019;531.3
364;Totaal huishoudelijk afval;Alphen-Chaam;2020;507.1
365;Totaal huishoudelijk afval;Alphen-Chaam;2021;
366;Totaal huishoudelijk afval;Alphen-Chaam;2022;510.1
367;Totaal huishoudelijk afval;Alphen-Chaam;2023;461.1
368;Totaal huishoudelijk afval;Altena;2001;
369;Totaal huishoudelijk afval;Altena;2002;
370;Totaal huishoudelijk afval;Altena;2003;
371;Totaal huishoudelijk afval;Altena;2004;
372;Totaal huishoudelijk afval;Altena;2005;
373;Totaal huishoudelijk afval;Altena;2006;
374;Totaal huishoudelijk afval;Altena;2007;
375;Totaal huishoudelijk afval;Altena;2008;
376;Totaal huishoudelijk afval;Altena;2009;
377;Totaal huishoudelijk afval;Altena;2010;
378;Totaal huishoudelijk afval;Altena;2011;
379;Totaal huishoudelijk afval;Altena;2012;
380;Totaal huishoudelijk afval;Altena;2013;
381;Totaal huishoudelijk afval;Altena;2014;
382;Totaal huishoudelijk afval;Altena;2015;
383;Totaal huishoudelijk afval;Altena;2016;
384;Totaal huishoudelijk afval;Altena;2017;
385;Totaal huishoudelijk afval;Altena;2018;
386;Totaal huishoudelijk afval;Altena;2019;460.6
387;Totaal huishoudelijk afval;Altena;2020;457.1
388;Totaal huishoudelijk afval;Altena;2021;451.5
389;Totaal huishoudelijk afval;Altena;2022;423.3
390;Totaal huishoudelijk afval;Altena;2023;419.1
391;Totaal huishoudelijk afval;Ambt Montfort;2001;479.9
392;Totaal huishoudelijk afval;Ambt Montfort;2002;449.5
393;Totaal huishoudelijk afval;Ambt Montfort;2003;412.5
394;Totaal huishoudelijk afval;Ambt Montfort;2004;462.0
395;Totaal huishoudelijk afval;Ambt Montfort;2005;481.0
396;Totaal huishoudelijk afval;Ambt Montfort;2006;482.7
397;Totaal huishoudelijk afval;Ambt Montfort;2007;
398;Totaal huishoudelijk afval;Ambt Montfort;2008;
399;Totaal huishoudelijk afval;Ambt Montfort;2009;
400;Totaal huishoudelijk afval;Ambt Montfort;2010;
401;Totaal huishoudelijk afval;Ambt Montfort;2011;
402;Totaal huishoudelijk afval;Ambt Montfort;2012;
403;Totaal huishoudelijk afval;Ambt Montfort;2013;
404;Totaal huishoudelijk afval;Ambt Montfort;2014;
405;Totaal huishoudelijk afval;Ambt Montfort;2015;
406;Totaal huishoudelijk afval;Ambt Montfort;2016;
407;Totaal huishoudelijk afval;Ambt Montfort;2017;
408;Totaal huishoudelijk afval;Ambt Montfort;2018;
409;Totaal huishoudelijk afval;Ambt Montfort;2019;
410;Totaal huishoudelijk afval;Ambt Montfort;2020;
411;Totaal huishoudelijk afval;Ambt Montfort;2021;
412;Totaal huishoudelijk afval;Ambt Montfort;2022;
413;Totaal huishoudelijk afval;Ambt Montfort;2023;
414;Totaal huishoudelijk afval;Ameland;2001;
415;Totaal huishoudelijk afval;Ameland;2002;1030.1
416;Totaal huishoudelijk afval;Ameland;2003;959.8
417;Totaal huishoudelijk afval;Ameland;2004;929.1
418;Totaal huishoudelijk afval;Ameland;2005;970.6
419;Totaal huishoudelijk afval;Ameland;2006;876.0
420;Totaal huishoudelijk afval;Ameland;2007;
421;Totaal huishoudelijk afval;Ameland;2008;
422;Totaal huishoudelijk afval;Ameland;2009;
423;Totaal huishoudelijk afval;Ameland;2010;
424;Totaal huishoudelijk afval;Ameland;2011;
425;Totaal huishoudelijk afval;Ameland;2012;
426;Totaal huishoudelijk afval;Ameland;2013;
427;Totaal huishoudelijk afval;Ameland;2014;964.3
428;Totaal huishoudelijk afval;Ameland;2015;954.1
429;Totaal huishoudelijk afval;Ameland;2016;
430;Totaal huishoudelijk afval;Ameland;2017;1051.3
431;Totaal huishoudelijk afval;Ameland;2018;1154.2
432;Totaal huishoudelijk afval;Ameland;2019;1119.6
433;Totaal huishoudelijk afval;Ameland;2020;
434;Totaal huishoudelijk afval;Ameland;2021;
435;Totaal huishoudelijk afval;Ameland;2022;1413.3
436;Totaal huishoudelijk afval;Ameland;2023;1296.0
437;Totaal huishoudelijk afval;Amerongen;2001;530.4
438;Totaal huishoudelijk afval;Amerongen;2002;545.6
439;Totaal huishoudelijk afval;Amerongen;2003;524.6
440;Totaal huishoudelijk afval;Amerongen;2004;590.7
441;Totaal huishoudelijk afval;Amerongen;2005;
442;Totaal huishoudelijk afval;Amerongen;2006;
443;Totaal huishoudelijk afval;Amerongen;2007;
444;Totaal huishoudelijk afval;Amerongen;2008;
445;Totaal huishoudelijk afval;Amerongen;2009;
446;Totaal huishoudelijk afval;Amerongen;2010;
447;Totaal huishoudelijk afval;Amerongen;2011;
448;Totaal huishoudelijk afval;Amerongen;2012;
449;Totaal huishoudelijk afval;Amerongen;2013;
450;Totaal huishoudelijk afval;Amerongen;2014;
451;Totaal huishoudelijk afval;Amerongen;2015;
452;Totaal huishoudelijk afval;Amerongen;2016;
453;Totaal huishoudelijk afval;Amerongen;2017;
454;Totaal huishoudelijk afval;Amerongen;2018;
455;Totaal huishoudelijk afval;Amerongen;2019;
456;Totaal huishoudelijk afval;Amerongen;2020;
457;Totaal huishoudelijk afval;Amerongen;2021;
458;Totaal huishoudelijk afval;Amerongen;2022;
459;Totaal huishoudelijk afval;Amerongen;2023;
460;Totaal huishoudelijk afval;Amersfoort;2001;578.2
461;Totaal huishoudelijk afval;Amersfoort;2002;577.9
462;Totaal huishoudelijk afval;Amersfoort;2003;565.5
463;Totaal huishoudelijk afval;Amersfoort;2004;575.4
464;Totaal huishoudelijk afval;Amersfoort;2005;589.1
465;Totaal huishoudelijk afval;Amersfoort;2006;601.7
466;Totaal huishoudelijk afval;Amersfoort;2007;602.0
467;Totaal huishoudelijk afval;Amersfoort;2008;577.7
468;Totaal huishoudelijk afval;Amersfoort;2009;555.1
469;Totaal huishoudelijk afval;Amersfoort;2010;536.4
470;Totaal huishoudelijk afval;Amersfoort;2011;544.7
471;Totaal huishoudelijk afval;Amersfoort;2012;536.8
472;Totaal huishoudelijk afval;Amersfoort;2013;510.3
473;Totaal huishoudelijk afval;Amersfoort;2014;518.7
474;Totaal huishoudelijk afval;Amersfoort;2015;508.1
475;Totaal huishoudelijk afval;Amersfoort;2016;511.1
476;Totaal huishoudelijk afval;Amersfoort;2017;504.6
477;Totaal huishoudelijk afval;Amersfoort;2018;511.4
478;Totaal huishoudelijk afval;Amersfoort;2019;509.2
479;Totaal huishoudelijk afval;Amersfoort;2020;557.1
