ID;Afvalsoort;RegioS;Perioden;HoeveelheidHuishoudelijkAfval_1
5543;Totaal huishoudelijk afval;Koggenland;2001;
5544;Totaal huishoudelijk afval;Koggenland;2002;
5545;Totaal huishoudelijk afval;Koggenland;2003;
5546;Totaal huishoudelijk afval;Koggenland;2004;
5547;Totaal huishoudelijk afval;Koggenland;2005;
5548;Totaal huishoudelijk afval;Koggenland;2006;
5549;Totaal huishoudelijk afval;Koggenland;2007;641.8
5550;Totaal huishoudelijk afval;Koggenland;2008;633.7
5551;Totaal huishoudelijk afval;Koggenland;2009;635.9
5552;Totaal huishoudelijk afval;Koggenland;2010;612.1
5553;Totaal huishoudelijk afval;Koggenland;2011;596.5
5554;Totaal huishoudelijk afval;Koggenland;2012;580.4
5555;Totaal huishoudelijk afval;Koggenland;2013;548.1
5556;Totaal huishoudelijk afval;Koggenland;2014;562.1
5557;Totaal huishoudelijk afval;Koggenland;2015;544.2
5558;Totaal huishoudelijk afval;Koggenland;2016;548.1
5559;Totaal huishoudelijk afval;Koggenland;2017;567.2
5560;Totaal huishoudelijk afval;Koggenland;2018;552.2
5561;Totaal huishoudelijk afval;Koggenland;2019;563.4
5562;Totaal huishoudelijk afval;Koggenland;2020;
5563;Totaal huishoudelijk afval;Koggenland;2021;614.9
5564;Totaal huishoudelijk afval;Koggenland;2022;
5565;Totaal huishoudelijk afval;Koggenland;2023;565.6
5566;Totaal huishoudelijk afval;Kollumerland en Nieuwkruisland;2001;714.6
5567;Totaal huishoudelijk afval;Kollumerland en Nieuwkruisland;2002;757.7
5568;Totaal huishoudelijk afval;Kollumerland en Nieuwkruisland;2003;
5569;Totaal huishoudelijk afval;Kollumerland en Nieuwkruisland;2004;740.2
5570;Totaal huishoudelijk afval;Kollumerland en Nieuwkruisland;2005;727.2
5571;Totaal huishoudelijk afval;Kollumerland en Nieuwkruisland;2006;682.5
5572;Totaal huishoudelijk afval;Kollumerland en Nieuwkruisland;2007;
5573;Totaal huishoudelijk afval;Kollumerland en Nieuwkruisland;2008;762.5
5574;Totaal huishoudelijk afval;Kollumerland en Nieuwkruisland;2009;704.6
5575;Totaal huishoudelijk afval;Kollumerland en Nieuwkruisland;2010;652.1
5576;Totaal huishoudelijk afval;Kollumerland en Nieuwkruisland;2011;700.1
5577;Totaal huishoudelijk afval;Kollumerland en Nieuwkruisland;2012;665.1
5578;Totaal huishoudelijk afval;Kollumerland en Nieuwkruisland;2013;658.9
5579;Totaal huishoudelijk afval;Kollumerland en Nieuwkruisland;2014;707.9
5580;Totaal huishoudelijk afval;Kollumerland en Nieuwkruisland;2015;633.4
5581;Totaal huishoudelijk afval;Kollumerland en Nieuwkruisland;2016;669.0
5582;Totaal huishoudelijk afval;Kollumerland en Nieuwkruisland;2017;668.1
5583;Totaal huishoudelijk afval;Kollumerland en Nieuwkruisland;2018;666.1
5584;Totaal huishoudelijk afval;Kollumerland en Nieuwkruisland;2019;
5585;Totaal huishoudelijk afval;Kollumerland en Nieuwkruisland;2020;
5586;Totaal huishoudelijk afval;Kollumerland en Nieuwkruisland;2021;
5587;Totaal huishoudelijk afval;Kollumerland en Nieuwkruisland;2022;
5588;Totaal huishoudelijk afval;Kollumerland en Nieuwkruisland;2023;
5589;Totaal huishoudelijk afval;Korendijk;2001;614.9
5590;Totaal huishoudelijk afval;Korendijk;2002;610.9
5591;Totaal huishoudelijk afval;Korendijk;2003;624.9
5592;Totaal huishoudelijk afval;Korendijk;2004;644.7
5593;Totaal huishoudelijk afval;Korendijk;2005;596.7
5594;Totaal huishoudelijk afval;Korendijk;2006;648.8
5595;Totaal huishoudelijk afval;Korendijk;2007;658.4
5596;Totaal huishoudelijk afval;Korendijk;2008;652.2
5597;Totaal huishoudelijk afval;Korendijk;2009;649.9
5598;Totaal huishoudelijk afval;Korendijk;2010;561.2
5599;Totaal huishoudelijk afval;Korendijk;2011;625.7
5600;Totaal huishoudelijk afval;Korendijk;2012;608.2
5601;Totaal huishoudelijk afval;Korendijk;2013;596.4
5602;Totaal huishoudelijk afval;Korendijk;2014;673.0
5603;Totaal huishoudelijk afval;Korendijk;2015;641.0
5604;Totaal huishoudelijk afval;Korendijk;2016;545.5
5605;Totaal huishoudelijk afval;Korendijk;2017;569.9
5606;Totaal huishoudelijk afval;Korendijk;2018;553.7
5607;Totaal huishoudelijk afval;Korendijk;2019;
5608;Totaal huishoudelijk afval;Korendijk;2020;
5609;Totaal huishoudelijk afval;Korendijk;2021;
5610;Totaal huishoudelijk afval;Korendijk;2022;
5611;Totaal huishoudelijk afval;Korendijk;2023;
5612;Totaal huishoudelijk afval;Krimpen aan den IJssel;2001;785.1
5613;Totaal huishoudelijk afval;Krimpen aan den IJssel;2002;746.7
5614;Totaal huishoudelijk afval;Krimpen aan den IJssel;2003;730.5
5615;Totaal huishoudelijk afval;Krimpen aan den IJssel;2004;797.3
5616;Totaal huishoudelijk afval;Krimpen aan den IJssel;2005;790.4
5617;Totaal huishoudelijk afval;Krimpen aan den IJssel;2006;700.4
5618;Totaal huishoudelijk afval;Krimpen aan den IJssel;2007;833.7
5619;Totaal huishoudelijk afval;Krimpen aan den IJssel;2008;724.0
5620;Totaal huishoudelijk afval;Krimpen aan den IJssel;2009;691.6
5621;Totaal huishoudelijk afval;Krimpen aan den IJssel;2010;739.1
5622;Totaal huishoudelijk afval;Krimpen aan den IJssel;2011;711.9
5623;Totaal huishoudelijk afval;Krimpen aan den IJssel;2012;689.2
5624;Totaal huishoudelijk afval;Krimpen aan den IJssel;2013;736.0
5625;Totaal huishoudelijk afval;Krimpen aan den IJssel;2014;767.6
5626;Totaal huishoudelijk afval;Krimpen aan den IJssel;2015;671.0
5627;Totaal huishoudelijk afval;Krimpen aan den IJssel;2016;636.6
5628;Totaal huishoudelijk afval;Krimpen aan den IJssel;2017;609.9
5629;Totaal huishoudelijk afval;Krimpen aan den IJssel;2018;
5630;Totaal huishoudelijk afval;Krimpen aan den IJssel;2019;
5631;Totaal huishoudelijk afval;Krimpen aan den IJssel;2020;666.1
5632;Totaal huishoudelijk afval;Krimpen aan den IJssel;2021;
5633;Totaal huishoudelijk afval;Krimpen aan den IJssel;2022;
5634;Totaal huishoudelijk afval;Krimpen aan den IJssel;2023;486.4
5635;Totaal huishoudelijk afval;Krimpenerwaard;2001;
5636;Totaal huishoudelijk afval;Krimpenerwaard;2002;
5637;Totaal huishoudelijk afval;Krimpenerwaard;2003;
5638;Totaal huishoudelijk afval;Krimpenerwaard;2004;
5639;Totaal huishoudelijk afval;Krimpenerwaard;2005;
5640;Totaal huishoudelijk afval;Krimpenerwaard;2006;
5641;Totaal huishoudelijk afval;Krimpenerwaard;2007;
5642;Totaal huishoudelijk afval;Krimpenerwaard;2008;
5643;Totaal huishoudelijk afval;Krimpenerwaard;2009;
5644;Totaal huishoudelijk afval;Krimpenerwaard;2010;
5645;Totaal huishoudelijk afval;Krimpenerwaard;2011;
5646;Totaal huishoudelijk afval;Krimpenerwaard;2012;
5647;Totaal huishoudelijk afval;Krimpenerwaard;2013;
5648;Totaal huishoudelijk afval;Krimpenerwaard;2014;
5649;Totaal huishoudelijk afval;Krimpenerwaard;2015;
5650;Totaal huishoudelijk afval;Krimpenerwaard;2016;504.5
5651;Totaal huishoudelijk afval;Krimpenerwaard;2017;492.3
5652;Totaal huishoudelijk afval;Krimpenerwaard;2018;492.6
5653;Totaal huishoudelijk afval;Krimpenerwaard;2019;
5654;Totaal huishoudelijk afval;Krimpenerwaard;2020;544.5
5655;Totaal huishoudelijk afval;Krimpenerwaard;2021;
5656;Totaal huishoudelijk afval;Krimpenerwaard;2022;470.7
5657;Totaal huishoudelijk afval;Krimpenerwaard;2023;457.1
5658;Totaal huishoudelijk afval;Laarbeek;2001;
5659;Totaal huishoudelijk afval;Laarbeek;2002;561.7
5660;Totaal huishoudelijk afval;Laarbeek;2003;556.5
5661;Totaal huishoudelijk afval;Laarbeek;2004;591.4
5662;Totaal huishoudelijk afval;Laarbeek;2005;584.7
5663;Totaal huishoudelijk afval;Laarbeek;2006;582.4
5664;Totaal huishoudelijk afval;Laarbeek;2007;559.4
5665;Totaal huishoudelijk afval;Laarbeek;2008;537.1
5666;Totaal huishoudelijk afval;Laarbeek;2009;527.9
5667;Totaal huishoudelijk afval;Laarbeek;2010;550.8
5668;Totaal huishoudelijk afval;Laarbeek;2011;559.9
5669;Totaal huishoudelijk afval;Laarbeek;2012;536.8
5670;Totaal huishoudelijk afval;Laarbeek;2013;519.7
5671;Totaal huishoudelijk afval;Laarbeek;2014;533.6
5672;Totaal huishoudelijk afval;Laarbeek;2015;516.6
5673;Totaal huishoudelijk afval;Laarbeek;2016;531.7
5674;Totaal huishoudelijk afval;Laarbeek;2017;543.9
5675;Totaal huishoudelijk afval;Laarbeek;2018;
5676;Totaal huishoudelijk afval;Laarbeek;2019;489.3
5677;Totaal huishoudelijk afval;Laarbeek;2020;561.4
5678;Totaal huishoudelijk afval;Laarbeek;2021;474.5
5679;Totaal huishoudelijk afval;Laarbeek;2022;410.1
5680;Totaal huishoudelijk afval;Laarbeek;2023;394.1
5681;Totaal huishoudelijk afval;Land van Cuijk;2001;
5682;Totaal huishoudelijk afval;Land van Cuijk;2002;
5683;Totaal huishoudelijk afval;Land van Cuijk;2003;
5684;Totaal huishoudelijk afval;Land van Cuijk;2004;
5685;Totaal huishoudelijk afval;Land van Cuijk;2005;
5686;Totaal huishoudelijk afval;Land van Cuijk;2006;
5687;Totaal huishoudelijk afval;Land van Cuijk;2007;
5688;Totaal huishoudelijk afval;Land van Cuijk;2008;
5689;Totaal huishoudelijk afval;Land van Cuijk;2009;
5690;Totaal huishoudelijk afval;Land van Cuijk;2010;
5691;Totaal huishoudelijk afval;Land van Cuijk;2011;
5692;Totaal huishoudelijk afval;Land van Cuijk;2012;
5693;Totaal huishoudelijk afval;Land van Cuijk;2013;
5694;Totaal huishoudelijk afval;Land van Cuijk;2014;
5695;Totaal huishoudelijk afval;Land van Cuijk;2015;
5696;Totaal huishoudelijk afval;Land van Cuijk;2016;
5697;Totaal huishoudelijk afval;Land van Cuijk;2017;
5698;Totaal huishoudelijk afval;Land van Cuijk;2018;
5699;Totaal huishoudelijk afval;Land van Cuijk;2019;
5700;Totaal huishoudelijk afval;Land van Cuijk;2020;
5701;Totaal huishoudelijk afval;Land van Cuijk;2021;
5702;Totaal huishoudelijk afval;Land van Cuijk;2022;498.6
5703;Totaal huishoudelijk afval;Land van Cuijk;2023;510.2
5704;Totaal huishoudelijk afval;Landerd;2001;643.5
5705;Totaal huishoudelijk afval;Landerd;2002;651.8
5706;Totaal huishoudelijk afval;Landerd;2003;634.4
5707;Totaal huishoudelijk afval;Landerd;2004;645.3
5708;Totaal huishoudelijk afval;Landerd;2005;653.0
5709;Totaal huishoudelijk afval;Landerd;2006;650.5
5710;Totaal huishoudelijk afval;Landerd;2007;653.5
5711;Totaal huishoudelijk afval;Landerd;2008;675.9
5712;Totaal huishoudelijk afval;Landerd;2009;660.5
5713;Totaal huishoudelijk afval;Landerd;2010;642.3
5714;Totaal huishoudelijk afval;Landerd;2011;646.8
5715;Totaal huishoudelijk afval;Landerd;2012;642.1
5716;Totaal huishoudelijk afval;Landerd;2013;613.3
5717;Totaal huishoudelijk afval;Landerd;2014;629.9
5718;Totaal huishoudelijk afval;Landerd;2015;597.4
5719;Totaal huishoudelijk afval;Landerd;2016;612.6
5720;Totaal huishoudelijk afval;Landerd;2017;606.5
5721;Totaal huishoudelijk afval;Landerd;2018;635.6
5722;Totaal huishoudelijk afval;Landerd;2019;638.8
5723;Totaal huishoudelijk afval;Landerd;2020;669.0
5724;Totaal huishoudelijk afval;Landerd;2021;581.3
5725;Totaal huishoudelijk afval;Landerd;2022;
5726;Totaal huishoudelijk afval;Landerd;2023;
5727;Totaal huishoudelijk afval;Landgraaf;2001;587.4
5728;Totaal huishoudelijk afval;Landgraaf;2002;610.9
5729;Totaal huishoudelijk afval;Landgraaf;2003;596.0
5730;Totaal huishoudelijk afval;Landgraaf;2004;613.4
5731;Totaal huishoudelijk afval;Landgraaf;2005;559.9
5732;Totaal huishoudelijk afval;Landgraaf;2006;557.0
5733;Totaal huishoudelijk afval;Landgraaf;2007;570.5
5734;Totaal huishoudelijk afval;Landgraaf;2008;581.9
5735;Totaal huishoudelijk afval;Landgraaf;2009;516.2
5736;Totaal huishoudelijk afval;Landgraaf;2010;496.3
5737;Totaal huishoudelijk afval;Landgraaf;2011;507.3
5738;Totaal huishoudelijk afval;Landgraaf;2012;490.2
5739;Totaal huishoudelijk afval;Landgraaf;2013;467.9
5740;Totaal huishoudelijk afval;Landgraaf;2014;504.6
5741;Totaal huishoudelijk afval;Landgraaf;2015;494.5
5742;Totaal huishoudelijk afval;Landgraaf;2016;494.1
5743;Totaal huishoudelijk afval;Landgraaf;2017;474.3
5744;Totaal huishoudelijk afval;Landgraaf;2018;469.9
5745;Totaal huishoudelijk afval;Landgraaf;2019;477.7
5746;Totaal huishoudelijk afval;Landgraaf;2020;516.5
5747;Totaal huishoudelijk afval;Landgraaf;2021;529.0
5748;Totaal huishoudelijk afval;Landgraaf;2022;467.8
5749;Totaal huishoudelijk afval;Landgraaf;2023;
5750;Totaal huishoudelijk afval;Landsmeer;2001;645.1
5751;Totaal huishoudelijk afval;Landsmeer;2002;630.6
5752;Totaal huishoudelijk afval;Landsmeer;2003;712.3
5753;Totaal huishoudelijk afval;Landsmeer;2004;654.6
5754;Totaal huishoudelijk afval;Landsmeer;2005;633.9
5755;Totaal huishoudelijk afval;Landsmeer;2006;624.7
5756;Totaal huishoudelijk afval;Landsmeer;2007;630.9
5757;Totaal huishoudelijk afval;Landsmeer;2008;574.9
5758;Totaal huishoudelijk afval;Landsmeer;2009;635.2
5759;Totaal huishoudelijk afval;Landsmeer;2010;591.8
5760;Totaal huishoudelijk afval;Landsmeer;2011;633.7
5761;Totaal huishoudelijk afval;Landsmeer;2012;
5762;Totaal huishoudelijk afval;Landsmeer;2013;627.2
5763;Totaal huishoudelijk afval;Landsmeer;2014;617.1
5764;Totaal huishoudelijk afval;Landsmeer;2015;552.8
5765;Totaal huishoudelijk afval;Landsmeer;2016;
5766;Totaal huishoudelijk afval;Landsmeer;2017;
5767;Totaal huishoudelijk afval;Landsmeer;2018;519.0
5768;Totaal huishoudelijk afval;Landsmeer;2019;512.1
5769;Totaal huishoudelijk afval;Landsmeer;2020;587.9
5770;Totaal huishoudelijk afval;Landsmeer;2021;550.6
5771;Totaal huishoudelijk afval;Landsmeer;2022;489.4
5772;Totaal huishoudelijk afval;Landsmeer;2023;457.2
5773;Totaal huishoudelijk afval;Langedijk;2001;541.1
5774;Totaal huishoudelijk afval;Langedijk;2002;545.5
5775;Totaal huishoudelijk afval;Langedijk;2003;616.7
5776;Totaal huishoudelijk afval;Langedijk;2004;603.6
5777;Totaal huishoudelijk afval;Langedijk;2005;627.5
5778;Totaal huishoudelijk afval;Langedijk;2006;
5779;Totaal huishoudelijk afval;Langedijk;2007;632.6
5780;Totaal huishoudelijk afval;Langedijk;2008;646.9
5781;Totaal huishoudelijk afval;Langedijk;2009;514.2
5782;Totaal huishoudelijk afval;Langedijk;2010;532.9
5783;Totaal huishoudelijk afval;Langedijk;2011;570.6
5784;Totaal huishoudelijk afval;Langedijk;2012;603.4
5785;Totaal huishoudelijk afval;Langedijk;2013;530.6
5786;Totaal huishoudelijk afval;Langedijk;2014;580.9
5787;Totaal huishoudelijk afval;Langedijk;2015;563.6
5788;Totaal huishoudelijk afval;Langedijk;2016;558.0
5789;Totaal huishoudelijk afval;Langedijk;2017;553.2
5790;Totaal huishoudelijk afval;Langedijk;2018;559.4
5791;Totaal huishoudelijk afval;Langedijk;2019;582.6
5792;Totaal huishoudelijk afval;Langedijk;2020;655.0
5793;Totaal huishoudelijk afval;Langedijk;2021;607.3
5794;Totaal huishoudelijk afval;Langedijk;2022;
5795;Totaal huishoudelijk afval;Langedijk;2023;
5796;Totaal huishoudelijk afval;Lansingerland;2001;
5797;Totaal huishoudelijk afval;Lansingerland;2002;
5798;Totaal huishoudelijk afval;Lansingerland;2003;
5799;Totaal huishoudelijk afval;Lansingerland;2004;
5800;Totaal huishoudelijk afval;Lansingerland;2005;
5801;Totaal huishoudelijk afval;Lansingerland;2006;
5802;Totaal huishoudelijk afval;Lansingerland;2007;550.5
5803;Totaal huishoudelijk afval;Lansingerland;2008;530.3
5804;Totaal huishoudelijk afval;Lansingerland;2009;
5805;Totaal huishoudelijk afval;Lansingerland;2010;
5806;Totaal huishoudelijk afval;Lansingerland;2011;
5807;Totaal huishoudelijk afval;Lansingerland;2012;500.3
5808;Totaal huishoudelijk afval;Lansingerland;2013;462.0
5809;Totaal huishoudelijk afval;Lansingerland;2014;462.4
5810;Totaal huishoudelijk afval;Lansingerland;2015;
5811;Totaal huishoudelijk afval;Lansingerland;2016;459.6
5812;Totaal huishoudelijk afval;Lansingerland;2017;448.1
5813;Totaal huishoudelijk afval;Lansingerland;2018;453.3
5814;Totaal huishoudelijk afval;Lansingerland;2019;466.8
5815;Totaal huishoudelijk afval;Lansingerland;2020;507.1
5816;Totaal huishoudelijk afval;Lansingerland;2021;490.7
5817;Totaal huishoudelijk afval;Lansingerland;2022;448.6
5818;Totaal huishoudelijk afval;Lansingerland;2023;426.4
5819;Totaal huishoudelijk afval;Laren (NH.);2001;570.1
5820;Totaal huishoudelijk afval;Laren (NH.);2002;557.3
5821;Totaal huishoudelijk afval;Laren (NH.);2003;557.5
5822;Totaal huishoudelijk afval;Laren (NH.);2004;576.0
5823;Totaal huishoudelijk afval;Laren (NH.);2005;578.8
5824;Totaal huishoudelijk afval;Laren (NH.);2006;581.8
5825;Totaal huishoudelijk afval;Laren (NH.);2007;596.8
5826;Totaal huishoudelijk afval;Laren (NH.);2008;584.4
5827;Totaal huishoudelijk afval;Laren (NH.);2009;564.8
5828;Totaal huishoudelijk afval;Laren (NH.);2010;541.7
5829;Totaal huishoudelijk afval;Laren (NH.);2011;548.3
5830;Totaal huishoudelijk afval;Laren (NH.);2012;532.9
5831;Totaal huishoudelijk afval;Laren (NH.);2013;512.3
5832;Totaal huishoudelijk afval;Laren (NH.);2014;517.6
5833;Totaal huishoudelijk afval;Laren (NH.);2015;511.5
5834;Totaal huishoudelijk afval;Laren (NH.);2016;507.6
5835;Totaal huishoudelijk afval;Laren (NH.);2017;508.5
5836;Totaal huishoudelijk afval;Laren (NH.);2018;509.6
5837;Totaal huishoudelijk afval;Laren (NH.);2019;501.7
5838;Totaal huishoudelijk afval;Laren (NH.);2020;534.8
5839;Totaal huishoudelijk afval;Laren (NH.);2021;504.9
5840;Totaal huishoudelijk afval;Laren (NH.);2022;467.9
5841;Totaal huishoudelijk afval;Laren (NH.);2023;461.7
5842;Totaal huishoudelijk afval;Leek;2001;
5843;Totaal huishoudelijk afval;Leek;2002;
5844;Totaal huishoudelijk afval;Leek;2003;573.3
5845;Totaal huishoudelijk afval;Leek;2004;490.5
5846;Totaal huishoudelijk afval;Leek;2005;507.9
5847;Totaal huishoudelijk afval;Leek;2006;508.6
5848;Totaal huishoudelijk afval;Leek;2007;510.6
5849;Totaal huishoudelijk afval;Leek;2008;514.9
5850;Totaal huishoudelijk afval;Leek;2009;482.2
5851;Totaal huishoudelijk afval;Leek;2010;447.6
5852;Totaal huishoudelijk afval;Leek;2011;445.1
5853;Totaal huishoudelijk afval;Leek;2012;434.8
5854;Totaal huishoudelijk afval;Leek;2013;412.9
5855;Totaal huishoudelijk afval;Leek;2014;413.4
5856;Totaal huishoudelijk afval;Leek;2015;407.5
5857;Totaal huishoudelijk afval;Leek;2016;414.6
5858;Totaal huishoudelijk afval;Leek;2017;432.9
5859;Totaal huishoudelijk afval;Leek;2018;
5860;Totaal huishoudelijk afval;Leek;2019;
5861;Totaal huishoudelijk afval;Leek;2020;
5862;Totaal huishoudelijk afval;Leek;2021;
5863;Totaal huishoudelijk afval;Leek;2022;
5864;Totaal huishoudelijk afval;Leek;2023;
5865;Totaal huishoudelijk afval;Leerdam;2001;612.4
5866;Totaal huishoudelijk afval;Leerdam;2002;581.4
5867;Totaal huishoudelijk afval;Leerdam;2003;595.1
5868;Totaal huishoudelijk afval;Leerdam;2004;589.9
5869;Totaal huishoudelijk afval;Leerdam;2005;601.9
5870;Totaal huishoudelijk afval;Leerdam;2006;
5871;Totaal huishoudelijk afval;Leerdam;2007;
5872;Totaal huishoudelijk afval;Leerdam;2008;
5873;Totaal huishoudelijk afval;Leerdam;2009;
5874;Totaal huishoudelijk afval;Leerdam;2010;
5875;Totaal huishoudelijk afval;Leerdam;2011;
5876;Totaal huishoudelijk afval;Leerdam;2012;566.9
5877;Totaal huishoudelijk afval;Leerdam;2013;561.7
5878;Totaal huishoudelijk afval;Leerdam;2014;
5879;Totaal huishoudelijk afval;Leerdam;2015;584.2
5880;Totaal huishoudelijk afval;Leerdam;2016;580.0
5881;Totaal huishoudelijk afval;Leerdam;2017;589.5
5882;Totaal huishoudelijk afval;Leerdam;2018;615.7
5883;Totaal huishoudelijk afval;Leerdam;2019;
5884;Totaal huishoudelijk afval;Leerdam;2020;
5885;Totaal huishoudelijk afval;Leerdam;2021;
5886;Totaal huishoudelijk afval;Leerdam;2022;
5887;Totaal huishoudelijk afval;Leerdam;2023;
5888;Totaal huishoudelijk afval;Leersum;2001;635.1
5889;Totaal huishoudelijk afval;Leersum;2002;608.3
5890;Totaal huishoudelijk afval;Leersum;2003;603.8
5891;Totaal huishoudelijk afval;Leersum;2004;596.5
5892;Totaal huishoudelijk afval;Leersum;2005;
5893;Totaal huishoudelijk afval;Leersum;2006;
5894;Totaal huishoudelijk afval;Leersum;2007;
5895;Totaal huishoudelijk afval;Leersum;2008;
5896;Totaal huishoudelijk afval;Leersum;2009;
5897;Totaal huishoudelijk afval;Leersum;2010;
5898;Totaal huishoudelijk afval;Leersum;2011;
5899;Totaal huishoudelijk afval;Leersum;2012;
5900;Totaal huishoudelijk afval;Leersum;2013;
5901;Totaal huishoudelijk afval;Leersum;2014;
5902;Totaal huishoudelijk afval;Leersum;2015;
5903;Totaal huishoudelijk afval;Leersum;2016;
5904;Totaal huishoudelijk afval;Leersum;2017;
5905;Totaal huishoudelijk afval;Leersum;2018;
5906;Totaal huishoudelijk afval;Leersum;2019;
5907;Totaal huishoudelijk afval;Leersum;2020;
5908;Totaal huishoudelijk afval;Leersum;2021;
5909;Totaal huishoudelijk afval;Leersum;2022;
5910;Totaal huishoudelijk afval;Leersum;2023;
5911;Totaal huishoudelijk afval;Leeuwarden;2001;534.2
5912;Totaal huishoudelijk afval;Leeuwarden;2002;
5913;Totaal huishoudelijk afval;Leeuwarden;2003;
5914;Totaal huishoudelijk afval;Leeuwarden;2004;
5915;Totaal huishoudelijk afval;Leeuwarden;2005;
5916;Totaal huishoudelijk afval;Leeuwarden;2006;
5917;Totaal huishoudelijk afval;Leeuwarden;2007;590.0
5918;Totaal huishoudelijk afval;Leeuwarden;2008;564.6
5919;Totaal huishoudelijk afval;Leeuwarden;2009;550.8
5920;Totaal huishoudelijk afval;Leeuwarden;2010;534.3
5921;Totaal huishoudelijk afval;Leeuwarden;2011;527.7
5922;Totaal huishoudelijk afval;Leeuwarden;2012;502.5
5923;Totaal huishoudelijk afval;Leeuwarden;2013;482.1
5924;Totaal huishoudelijk afval;Leeuwarden;2014;509.5
5925;Totaal huishoudelijk afval;Leeuwarden;2015;509.1
5926;Totaal huishoudelijk afval;Leeuwarden;2016;515.6
5927;Totaal huishoudelijk afval;Leeuwarden;2017;531.3
5928;Totaal huishoudelijk afval;Leeuwarden;2018;539.9
5929;Totaal huishoudelijk afval;Leeuwarden;2019;547.9
5930;Totaal huishoudelijk afval;Leeuwarden;2020;562.0
5931;Totaal huishoudelijk afval;Leeuwarden;2021;542.7
5932;Totaal huishoudelijk afval;Leeuwarden;2022;487.1
5933;Totaal huishoudelijk afval;Leeuwarden;2023;471.5
5934;Totaal huishoudelijk afval;Leeuwarderadeel;2001;
5935;Totaal huishoudelijk afval;Leeuwarderadeel;2002;
5936;Totaal huishoudelijk afval;Leeuwarderadeel;2003;572.4
5937;Totaal huishoudelijk afval;Leeuwarderadeel;2004;593.6
5938;Totaal huishoudelijk afval;Leeuwarderadeel;2005;604.3
5939;Totaal huishoudelijk afval;Leeuwarderadeel;2006;589.4
5940;Totaal huishoudelijk afval;Leeuwarderadeel;2007;568.7
5941;Totaal huishoudelijk afval;Leeuwarderadeel;2008;583.0
5942;Totaal huishoudelijk afval;Leeuwarderadeel;2009;574.6
5943;Totaal huishoudelijk afval;Leeuwarderadeel;2010;566.2
5944;Totaal huishoudelijk afval;Leeuwarderadeel;2011;628.3
5945;Totaal huishoudelijk afval;Leeuwarderadeel;2012;563.4
5946;Totaal huishoudelijk afval;Leeuwarderadeel;2013;585.4
5947;Totaal huishoudelijk afval;Leeuwarderadeel;2014;566.0
5948;Totaal huishoudelijk afval;Leeuwarderadeel;2015;540.3
5949;Totaal huishoudelijk afval;Leeuwarderadeel;2016;571.3
5950;Totaal huishoudelijk afval;Leeuwarderadeel;2017;574.3
5951;Totaal huishoudelijk afval;Leeuwarderadeel;2018;
5952;Totaal huishoudelijk afval;Leeuwarderadeel;2019;
5953;Totaal huishoudelijk afval;Leeuwarderadeel;2020;
5954;Totaal huishoudelijk afval;Leeuwarderadeel;2021;
5955;Totaal huishoudelijk afval;Leeuwarderadeel;2022;
5956;Totaal huishoudelijk afval;Leeuwarderadeel;2023;
5957;Totaal huishoudelijk afval;Leiden;2001;494.2
5958;Totaal huishoudelijk afval;Leiden;2002;479.3
5959;Totaal huishoudelijk afval;Leiden;2003;471.1
5960;Totaal huishoudelijk afval;Leiden;2004;484.8
5961;Totaal huishoudelijk afval;Leiden;2005;487.0
5962;Totaal huishoudelijk afval;Leiden;2006;474.4
5963;Totaal huishoudelijk afval;Leiden;2007;493.9
5964;Totaal huishoudelijk afval;Leiden;2008;498.7
5965;Totaal huishoudelijk afval;Leiden;2009;493.7
5966;Totaal huishoudelijk afval;Leiden;2010;
5967;Totaal huishoudelijk afval;Leiden;2011;
5968;Totaal huishoudelijk afval;Leiden;2012;
5969;Totaal huishoudelijk afval;Leiden;2013;405.7
5970;Totaal huishoudelijk afval;Leiden;2014;416.2
5971;Totaal huishoudelijk afval;Leiden;2015;405.5
5972;Totaal huishoudelijk afval;Leiden;2016;405.3
5973;Totaal huishoudelijk afval;Leiden;2017;376.1
5974;Totaal huishoudelijk afval;Leiden;2018;361.3
5975;Totaal huishoudelijk afval;Leiden;2019;371.0
5976;Totaal huishoudelijk afval;Leiden;2020;
5977;Totaal huishoudelijk afval;Leiden;2021;377.8
5978;Totaal huishoudelijk afval;Leiden;2022;343.5
5979;Totaal huishoudelijk afval;Leiden;2023;344.5
5980;Totaal huishoudelijk afval;Leiderdorp;2001;
5981;Totaal huishoudelijk afval;Leiderdorp;2002;534.7
5982;Totaal huishoudelijk afval;Leiderdorp;2003;548.2
5983;Totaal huishoudelijk afval;Leiderdorp;2004;521.2
5984;Totaal huishoudelijk afval;Leiderdorp;2005;560.6
5985;Totaal huishoudelijk afval;Leiderdorp;2006;564.8
5986;Totaal huishoudelijk afval;Leiderdorp;2007;536.9
5987;Totaal huishoudelijk afval;Leiderdorp;2008;530.1
5988;Totaal huishoudelijk afval;Leiderdorp;2009;487.1
5989;Totaal huishoudelijk afval;Leiderdorp;2010;482.6
5990;Totaal huishoudelijk afval;Leiderdorp;2011;472.0
5991;Totaal huishoudelijk afval;Leiderdorp;2012;471.9
5992;Totaal huishoudelijk afval;Leiderdorp;2013;509.9
5993;Totaal huishoudelijk afval;Leiderdorp;2014;491.5
5994;Totaal huishoudelijk afval;Leiderdorp;2015;485.3
