ID;ArableCrops;Regions;Periods;AreaUnderCultivation_1;HarvestedArea_2;GrossYieldPerHa_3;GrossYieldTotal_4
7163;Rape and turnip rape seed;Gelderland (PV);1996;1.0;1.0;3.6;7.0
7164;Rape and turnip rape seed;Gelderland (PV);1997;9.0;9.0;3.4;31.0
7165;Rape and turnip rape seed;Gelderland (PV);1998;8.0;8.0;3.1;25.0
7166;Rape and turnip rape seed;Gelderland (PV);1999;35.0;34.0;3.5;118.0
7167;Rape and turnip rape seed;Gelderland (PV);2000;7.0;7.0;3.4;25.0
7168;Rape and turnip rape seed;Gelderland (PV);2001;2.0;2.0;3.1;7.0
7169;Rape and turnip rape seed;Gelderland (PV);2002;8.0;;;
7170;Rape and turnip rape seed;Gelderland (PV);2003;3.0;3.0;3.3;9.0
7171;Rape and turnip rape seed;Gelderland (PV);2004;1.0;;;
7172;Rape and turnip rape seed;Gelderland (PV);2005;154.0;;;
7173;Rape and turnip rape seed;Gelderland (PV);2006;475.0;;;
7174;Rape and turnip rape seed;Gelderland (PV);2007;397.0;397.0;3.4;1341.0
7175;Rape and turnip rape seed;Gelderland (PV);2008;222.0;222.0;3.5;785.0
7176;Rape and turnip rape seed;Gelderland (PV);2009;243.0;243.0;5.1;1230.0
7177;Rape and turnip rape seed;Gelderland (PV);2010;354.0;354.0;4.2;1504.0
7178;Rape and turnip rape seed;Gelderland (PV);2011;304.0;293.0;3.6;1061.0
7179;Rape and turnip rape seed;Gelderland (PV);2012;308.0;308.0;3.4;1058.0
7180;Rape and turnip rape seed;Gelderland (PV);2013;525.0;525.0;3.2;1673.0
7181;Rape and turnip rape seed;Gelderland (PV);2014;497.0;497.0;3.0;1507.0
7182;Rape and turnip rape seed;Gelderland (PV);2015;276.0;276.0;3.3;916.0
7183;Rape and turnip rape seed;Gelderland (PV);2016;160.0;155.0;3.0;464.0
7184;Rape and turnip rape seed;Gelderland (PV);2017;322.0;322.0;4.0;1285.0
7185;Rape and turnip rape seed;Gelderland (PV);2018;391.0;385.0;2.2;846.0
7186;Rape and turnip rape seed;Gelderland (PV);2019;450.0;444.0;2.9;1285.0
7187;Rape and turnip rape seed;Gelderland (PV);2020;465.0;451.0;2.5;1107.0
7188;Rape and turnip rape seed;Gelderland (PV);2021;334.0;334.0;2.9;980.0
7189;Rape and turnip rape seed;Gelderland (PV);2022;266.0;267.0;4.9;1300.0
7190;Rape and turnip rape seed;Gelderland (PV);2023;460.0;459.0;3.3;1512.0
7191;Rape and turnip rape seed;Gelderland (PV);2024;339.0;332.0;3.0;1014.0
7192;Rape and turnip rape seed;Utrecht (PV);1994;0.0;0.0;;0.0
7193;Rape and turnip rape seed;Utrecht (PV);1995;0.0;0.0;;0.0
7194;Rape and turnip rape seed;Utrecht (PV);1996;0.0;0.0;;0.0
7195;Rape and turnip rape seed;Utrecht (PV);1997;0.0;0.0;;0.0
7196;Rape and turnip rape seed;Utrecht (PV);1998;0.0;0.0;;0.0
7197;Rape and turnip rape seed;Utrecht (PV);1999;0.0;0.0;;0.0
7198;Rape and turnip rape seed;Utrecht (PV);2000;0.0;0.0;;0.0
7199;Rape and turnip rape seed;Utrecht (PV);2001;0.0;0.0;;0.0
7200;Rape and turnip rape seed;Utrecht (PV);2002;5.0;;;
7201;Rape and turnip rape seed;Utrecht (PV);2003;0.0;0.0;;0.0
7202;Rape and turnip rape seed;Utrecht (PV);2004;5.0;;;
7203;Rape and turnip rape seed;Utrecht (PV);2005;7.0;;;
7204;Rape and turnip rape seed;Utrecht (PV);2006;3.0;;;
7205;Rape and turnip rape seed;Utrecht (PV);2007;7.0;7.0;2.5;17.0
7206;Rape and turnip rape seed;Utrecht (PV);2008;0.0;0.0;;0.0
7207;Rape and turnip rape seed;Utrecht (PV);2009;0.0;0.0;;0.0
7208;Rape and turnip rape seed;Utrecht (PV);2010;0.0;0.0;;0.0
7209;Rape and turnip rape seed;Utrecht (PV);2011;0.0;0.0;;0.0
7210;Rape and turnip rape seed;Utrecht (PV);2012;9.0;9.0;1.4;13.0
7211;Rape and turnip rape seed;Utrecht (PV);2013;11.0;11.0;3.5;37.0
7212;Rape and turnip rape seed;Utrecht (PV);2014;5.0;5.0;2.4;11.0
7213;Rape and turnip rape seed;Utrecht (PV);2015;0.0;0.0;;0.0
7214;Rape and turnip rape seed;Utrecht (PV);2016;5.0;5.0;3.2;16.0
7215;Rape and turnip rape seed;Utrecht (PV);2017;0.0;0.0;;0.0
7216;Rape and turnip rape seed;Utrecht (PV);2018;29.0;28.0;2.4;67.0
7217;Rape and turnip rape seed;Utrecht (PV);2019;26.0;25.0;2.3;58.0
7218;Rape and turnip rape seed;Utrecht (PV);2020;5.0;5.0;4.4;22.0
7219;Rape and turnip rape seed;Utrecht (PV);2021;0.0;0.0;;0.0
7220;Rape and turnip rape seed;Utrecht (PV);2022;3.0;3.0;2.7;8.0
7221;Rape and turnip rape seed;Utrecht (PV);2023;0.0;0.0;;0.0
7222;Rape and turnip rape seed;Utrecht (PV);2024;16.0;16.0;2.5;39.0
7223;Rape and turnip rape seed;Noord-Holland (PV);1994;0.0;0.0;;0.0
7224;Rape and turnip rape seed;Noord-Holland (PV);1995;1.0;1.0;3.0;3.0
7225;Rape and turnip rape seed;Noord-Holland (PV);1996;1.0;1.0;3.6;4.0
7226;Rape and turnip rape seed;Noord-Holland (PV);1997;3.0;3.0;3.2;10.0
7227;Rape and turnip rape seed;Noord-Holland (PV);1998;5.0;5.0;3.1;17.0
7228;Rape and turnip rape seed;Noord-Holland (PV);1999;15.0;14.0;3.5;49.0
7229;Rape and turnip rape seed;Noord-Holland (PV);2000;4.0;4.0;3.4;14.0
7230;Rape and turnip rape seed;Noord-Holland (PV);2001;13.0;13.0;3.1;39.0
7231;Rape and turnip rape seed;Noord-Holland (PV);2002;11.0;;;
7232;Rape and turnip rape seed;Noord-Holland (PV);2003;0.0;0.0;;0.0
7233;Rape and turnip rape seed;Noord-Holland (PV);2004;16.0;;;
7234;Rape and turnip rape seed;Noord-Holland (PV);2005;24.0;;;
7235;Rape and turnip rape seed;Noord-Holland (PV);2006;71.0;;;
7236;Rape and turnip rape seed;Noord-Holland (PV);2007;117.0;117.0;3.5;414.0
7237;Rape and turnip rape seed;Noord-Holland (PV);2008;128.0;128.0;3.0;383.0
7238;Rape and turnip rape seed;Noord-Holland (PV);2009;188.0;188.0;3.7;689.0
7239;Rape and turnip rape seed;Noord-Holland (PV);2010;127.0;127.0;2.2;275.0
7240;Rape and turnip rape seed;Noord-Holland (PV);2011;74.0;74.0;4.0;299.0
7241;Rape and turnip rape seed;Noord-Holland (PV);2012;181.0;181.0;4.0;731.0
7242;Rape and turnip rape seed;Noord-Holland (PV);2013;196.0;196.0;2.6;513.0
7243;Rape and turnip rape seed;Noord-Holland (PV);2014;230.0;230.0;1.7;398.0
7244;Rape and turnip rape seed;Noord-Holland (PV);2015;27.0;27.0;3.5;95.0
7245;Rape and turnip rape seed;Noord-Holland (PV);2016;13.0;13.0;3.2;42.0
7246;Rape and turnip rape seed;Noord-Holland (PV);2017;49.0;47.0;3.4;160.0
7247;Rape and turnip rape seed;Noord-Holland (PV);2018;92.0;88.0;2.4;211.0
7248;Rape and turnip rape seed;Noord-Holland (PV);2019;71.0;69.0;2.3;161.0
7249;Rape and turnip rape seed;Noord-Holland (PV);2020;65.0;65.0;4.8;315.0
7250;Rape and turnip rape seed;Noord-Holland (PV);2021;66.0;66.0;2.6;174.0
7251;Rape and turnip rape seed;Noord-Holland (PV);2022;61.0;52.0;3.2;165.0
7252;Rape and turnip rape seed;Noord-Holland (PV);2023;38.0;38.0;3.0;113.0
7253;Rape and turnip rape seed;Noord-Holland (PV);2024;9.0;9.0;2.6;23.0
7254;Rape and turnip rape seed;Zuid-Holland (PV);1994;31.0;27.0;1.7;47.0
7255;Rape and turnip rape seed;Zuid-Holland (PV);1995;26.0;26.0;2.2;57.0
7256;Rape and turnip rape seed;Zuid-Holland (PV);1996;25.0;7.0;3.5;23.0
7257;Rape and turnip rape seed;Zuid-Holland (PV);1997;3.0;3.0;3.0;9.0
7258;Rape and turnip rape seed;Zuid-Holland (PV);1998;12.0;12.0;3.1;38.0
7259;Rape and turnip rape seed;Zuid-Holland (PV);1999;18.0;17.0;3.5;60.0
7260;Rape and turnip rape seed;Zuid-Holland (PV);2000;1.0;1.0;3.4;4.0
7261;Rape and turnip rape seed;Zuid-Holland (PV);2001;2.0;2.0;3.1;6.0
7262;Rape and turnip rape seed;Zuid-Holland (PV);2002;3.0;;;
7263;Rape and turnip rape seed;Zuid-Holland (PV);2003;10.0;10.0;3.3;33.0
7264;Rape and turnip rape seed;Zuid-Holland (PV);2004;12.0;;;
7265;Rape and turnip rape seed;Zuid-Holland (PV);2005;29.0;;;
7266;Rape and turnip rape seed;Zuid-Holland (PV);2006;95.0;;;
7267;Rape and turnip rape seed;Zuid-Holland (PV);2007;148.0;148.0;3.5;522.0
7268;Rape and turnip rape seed;Zuid-Holland (PV);2008;38.0;38.0;3.7;142.0
7269;Rape and turnip rape seed;Zuid-Holland (PV);2009;25.0;25.0;4.3;108.0
7270;Rape and turnip rape seed;Zuid-Holland (PV);2010;37.0;37.0;2.8;103.0
7271;Rape and turnip rape seed;Zuid-Holland (PV);2011;51.0;51.0;3.1;155.0
7272;Rape and turnip rape seed;Zuid-Holland (PV);2012;14.0;14.0;3.2;46.0
7273;Rape and turnip rape seed;Zuid-Holland (PV);2013;40.0;40.0;4.2;167.0
7274;Rape and turnip rape seed;Zuid-Holland (PV);2014;49.0;49.0;2.3;112.0
7275;Rape and turnip rape seed;Zuid-Holland (PV);2015;48.0;48.0;4.1;194.0
7276;Rape and turnip rape seed;Zuid-Holland (PV);2016;24.0;24.0;3.4;82.0
7277;Rape and turnip rape seed;Zuid-Holland (PV);2017;35.0;33.0;3.4;113.0
7278;Rape and turnip rape seed;Zuid-Holland (PV);2018;65.0;62.0;2.4;149.0
7279;Rape and turnip rape seed;Zuid-Holland (PV);2019;21.0;20.0;2.3;46.0
7280;Rape and turnip rape seed;Zuid-Holland (PV);2020;44.0;44.0;4.8;211.0
7281;Rape and turnip rape seed;Zuid-Holland (PV);2021;32.0;32.0;2.7;85.0
7282;Rape and turnip rape seed;Zuid-Holland (PV);2022;57.0;46.0;3.2;148.0
7283;Rape and turnip rape seed;Zuid-Holland (PV);2023;35.0;35.0;4.2;145.0
7284;Rape and turnip rape seed;Zuid-Holland (PV);2024;28.0;26.0;2.2;62.0
7285;Rape and turnip rape seed;Zeeland (PV);1994;61.0;61.0;2.7;168.0
7286;Rape and turnip rape seed;Zeeland (PV);1995;44.0;44.0;3.5;154.0
7287;Rape and turnip rape seed;Zeeland (PV);1996;30.0;30.0;3.4;102.0
7288;Rape and turnip rape seed;Zeeland (PV);1997;19.0;19.0;3.0;57.0
7289;Rape and turnip rape seed;Zeeland (PV);1998;29.0;29.0;3.1;91.0
7290;Rape and turnip rape seed;Zeeland (PV);1999;9.0;9.0;3.5;30.0
7291;Rape and turnip rape seed;Zeeland (PV);2000;22.0;22.0;3.4;75.0
7292;Rape and turnip rape seed;Zeeland (PV);2001;18.0;18.0;3.1;55.0
7293;Rape and turnip rape seed;Zeeland (PV);2002;3.0;;;
7294;Rape and turnip rape seed;Zeeland (PV);2003;2.0;2.0;3.5;7.0
7295;Rape and turnip rape seed;Zeeland (PV);2004;20.0;;;
7296;Rape and turnip rape seed;Zeeland (PV);2005;97.0;;;
7297;Rape and turnip rape seed;Zeeland (PV);2006;171.0;;;
7298;Rape and turnip rape seed;Zeeland (PV);2007;131.0;131.0;3.5;461.0
7299;Rape and turnip rape seed;Zeeland (PV);2008;72.0;72.0;4.4;316.0
7300;Rape and turnip rape seed;Zeeland (PV);2009;43.0;39.0;3.8;150.0
7301;Rape and turnip rape seed;Zeeland (PV);2010;52.0;52.0;3.6;186.0
7302;Rape and turnip rape seed;Zeeland (PV);2011;33.0;33.0;2.5;80.0
7303;Rape and turnip rape seed;Zeeland (PV);2012;66.0;66.0;2.5;162.0
7304;Rape and turnip rape seed;Zeeland (PV);2013;77.0;77.0;2.6;203.0
7305;Rape and turnip rape seed;Zeeland (PV);2014;78.0;78.0;1.9;150.0
7306;Rape and turnip rape seed;Zeeland (PV);2015;37.0;37.0;4.1;151.0
7307;Rape and turnip rape seed;Zeeland (PV);2016;30.0;30.0;3.4;102.0
7308;Rape and turnip rape seed;Zeeland (PV);2017;49.0;46.0;3.5;160.0
7309;Rape and turnip rape seed;Zeeland (PV);2018;96.0;92.0;2.4;221.0
7310;Rape and turnip rape seed;Zeeland (PV);2019;103.0;99.0;2.3;232.0
7311;Rape and turnip rape seed;Zeeland (PV);2020;55.0;55.0;4.9;268.0
7312;Rape and turnip rape seed;Zeeland (PV);2021;56.0;56.0;2.7;148.0
7313;Rape and turnip rape seed;Zeeland (PV);2022;77.0;65.0;3.2;208.0
7314;Rape and turnip rape seed;Zeeland (PV);2023;106.0;102.0;2.2;220.0
7315;Rape and turnip rape seed;Zeeland (PV);2024;88.0;83.0;3.1;271.0
7316;Rape and turnip rape seed;Noord-Brabant (PV);1994;38.0;37.0;2.4;89.0
7317;Rape and turnip rape seed;Noord-Brabant (PV);1995;12.0;12.0;2.4;29.0
7318;Rape and turnip rape seed;Noord-Brabant (PV);1996;14.0;14.0;3.6;50.0
7319;Rape and turnip rape seed;Noord-Brabant (PV);1997;0.0;0.0;;0.0
7320;Rape and turnip rape seed;Noord-Brabant (PV);1998;13.0;13.0;3.1;42.0
7321;Rape and turnip rape seed;Noord-Brabant (PV);1999;1.0;1.0;3.5;3.0
7322;Rape and turnip rape seed;Noord-Brabant (PV);2000;6.0;6.0;3.4;20.0
7323;Rape and turnip rape seed;Noord-Brabant (PV);2001;3.0;3.0;3.1;9.0
7324;Rape and turnip rape seed;Noord-Brabant (PV);2002;12.0;;;
7325;Rape and turnip rape seed;Noord-Brabant (PV);2003;85.0;85.0;3.4;291.0
7326;Rape and turnip rape seed;Noord-Brabant (PV);2004;87.0;;;
7327;Rape and turnip rape seed;Noord-Brabant (PV);2005;164.0;;;
7328;Rape and turnip rape seed;Noord-Brabant (PV);2006;340.0;;;
7329;Rape and turnip rape seed;Noord-Brabant (PV);2007;329.0;329.0;3.0;990.0
7330;Rape and turnip rape seed;Noord-Brabant (PV);2008;186.0;186.0;4.8;889.0
7331;Rape and turnip rape seed;Noord-Brabant (PV);2009;134.0;134.0;4.5;605.0
7332;Rape and turnip rape seed;Noord-Brabant (PV);2010;154.0;154.0;3.4;530.0
7333;Rape and turnip rape seed;Noord-Brabant (PV);2011;76.0;76.0;3.9;301.0
7334;Rape and turnip rape seed;Noord-Brabant (PV);2012;130.0;130.0;3.3;422.0
7335;Rape and turnip rape seed;Noord-Brabant (PV);2013;224.0;224.0;3.9;871.0
7336;Rape and turnip rape seed;Noord-Brabant (PV);2014;130.0;130.0;3.5;459.0
7337;Rape and turnip rape seed;Noord-Brabant (PV);2015;87.0;87.0;3.3;284.0
7338;Rape and turnip rape seed;Noord-Brabant (PV);2016;74.0;74.0;3.4;251.0
7339;Rape and turnip rape seed;Noord-Brabant (PV);2017;123.0;123.0;4.4;536.0
7340;Rape and turnip rape seed;Noord-Brabant (PV);2018;79.0;79.0;2.7;217.0
7341;Rape and turnip rape seed;Noord-Brabant (PV);2019;102.0;102.0;4.1;420.0
7342;Rape and turnip rape seed;Noord-Brabant (PV);2020;56.0;56.0;3.3;185.0
7343;Rape and turnip rape seed;Noord-Brabant (PV);2021;82.0;81.0;2.8;230.0
7344;Rape and turnip rape seed;Noord-Brabant (PV);2022;61.0;28.0;4.8;135.0
7345;Rape and turnip rape seed;Noord-Brabant (PV);2023;108.0;108.0;3.7;401.0
7346;Rape and turnip rape seed;Noord-Brabant (PV);2024;60.0;60.0;4.0;242.0
7347;Rape and turnip rape seed;Limburg (PV);1994;34.0;34.0;3.2;108.0
7348;Rape and turnip rape seed;Limburg (PV);1995;7.0;7.0;3.0;24.0
7349;Rape and turnip rape seed;Limburg (PV);1996;9.0;9.0;3.6;32.0
7350;Rape and turnip rape seed;Limburg (PV);1997;17.0;17.0;2.5;42.0
7351;Rape and turnip rape seed;Limburg (PV);1998;18.0;18.0;3.1;57.0
7352;Rape and turnip rape seed;Limburg (PV);1999;13.0;13.0;3.5;44.0
7353;Rape and turnip rape seed;Limburg (PV);2000;32.0;32.0;3.4;107.0
7354;Rape and turnip rape seed;Limburg (PV);2001;20.0;20.0;3.1;61.0
7355;Rape and turnip rape seed;Limburg (PV);2002;22.0;;;
7356;Rape and turnip rape seed;Limburg (PV);2003;50.0;50.0;3.3;168.0
7357;Rape and turnip rape seed;Limburg (PV);2004;115.0;;;
7358;Rape and turnip rape seed;Limburg (PV);2005;154.0;;;
7359;Rape and turnip rape seed;Limburg (PV);2006;244.0;;;
7360;Rape and turnip rape seed;Limburg (PV);2007;209.0;209.0;3.3;689.0
7361;Rape and turnip rape seed;Limburg (PV);2008;100.0;100.0;4.7;466.0
7362;Rape and turnip rape seed;Limburg (PV);2009;158.0;153.0;4.5;693.0
7363;Rape and turnip rape seed;Limburg (PV);2010;144.0;144.0;3.5;504.0
7364;Rape and turnip rape seed;Limburg (PV);2011;105.0;105.0;4.8;502.0
7365;Rape and turnip rape seed;Limburg (PV);2012;111.0;111.0;3.4;377.0
7366;Rape and turnip rape seed;Limburg (PV);2013;113.0;113.0;3.7;416.0
7367;Rape and turnip rape seed;Limburg (PV);2014;73.0;73.0;1.7;126.0
7368;Rape and turnip rape seed;Limburg (PV);2015;100.0;100.0;4.1;414.0
7369;Rape and turnip rape seed;Limburg (PV);2016;80.0;80.0;3.4;271.0
7370;Rape and turnip rape seed;Limburg (PV);2017;75.0;75.0;4.4;327.0
7371;Rape and turnip rape seed;Limburg (PV);2018;61.0;61.0;2.7;167.0
7372;Rape and turnip rape seed;Limburg (PV);2019;64.0;64.0;4.1;263.0
7373;Rape and turnip rape seed;Limburg (PV);2020;107.0;107.0;3.3;355.0
7374;Rape and turnip rape seed;Limburg (PV);2021;91.0;80.0;2.8;226.0
7375;Rape and turnip rape seed;Limburg (PV);2022;87.0;39.0;4.8;189.0
7376;Rape and turnip rape seed;Limburg (PV);2023;98.0;98.0;4.5;445.0
7377;Rape and turnip rape seed;Limburg (PV);2024;110.0;110.0;2.6;291.0
7378;Fibre flax;Nederland;1994;4651.0;4398.0;7.4;32621.0
7379;Fibre flax;Nederland;1995;4407.0;4291.0;8.0;34410.0
7380;Fibre flax;Nederland;1996;3874.0;3874.0;6.0;23160.0
7381;Fibre flax;Nederland;1997;4253.0;4253.0;7.1;30211.0
7382;Fibre flax;Nederland;1998;3498.0;3463.0;4.7;16290.0
7383;Fibre flax;Nederland;1999;3753.0;3753.0;6.2;23094.0
7384;Fibre flax;Nederland;2000;4379.0;4379.0;6.1;26860.0
7385;Fibre flax;Nederland;2001;4755.0;4725.0;4.3;20464.0
7386;Fibre flax;Nederland;2002;4096.0;4056.0;6.1;24667.0
7387;Fibre flax;Nederland;2003;4553.0;4553.0;5.9;26689.0
7388;Fibre flax;Nederland;2004;4485.0;4432.0;6.2;27369.0
7389;Fibre flax;Nederland;2005;4733.0;4620.0;5.8;26796.0
7390;Fibre flax;Nederland;2006;4426.0;3913.0;5.7;22431.0
7391;Fibre flax;Nederland;2007;3456.0;3456.0;4.1;14153.0
7392;Fibre flax;Nederland;2008;2618.0;2618.0;5.1;13331.0
7393;Fibre flax;Nederland;2009;2163.0;2159.0;6.8;14597.0
7394;Fibre flax;Nederland;2010;1896.0;1896.0;5.5;10519.0
7395;Fibre flax;Nederland;2011;2156.0;2156.0;3.7;7954.0
7396;Fibre flax;Nederland;2012;2077.0;2077.0;6.4;13290.0
7397;Fibre flax;Nederland;2013;1881.0;1881.0;6.0;11237.0
7398;Fibre flax;Nederland;2014;1983.0;1983.0;5.2;10310.0
7399;Fibre flax;Nederland;2015;2405.0;2405.0;5.9;14191.0
7400;Fibre flax;Nederland;2016;2415.0;2415.0;5.7;13764.0
7401;Fibre flax;Nederland;2017;2564.0;2494.0;4.1;10224.0
7402;Fibre flax;Nederland;2018;2232.0;2218.0;4.0;8783.0
7403;Fibre flax;Nederland;2019;2291.0;2291.0;5.8;13356.0
7404;Fibre flax;Nederland;2020;2378.0;1925.0;3.8;7353.0
7405;Fibre flax;Nederland;2021;1885.0;1798.0;6.3;11327.0
7406;Fibre flax;Nederland;2022;1985.0;1945.0;5.2;10114.0
7407;Fibre flax;Nederland;2023;2364.0;2364.0;4.3;10163.0
7408;Fibre flax;Nederland;2024;3539.0;3539.0;5.5;19466.0
7409;Fibre flax;Noord-Nederland (LD);1994;38.0;;;
7410;Fibre flax;Noord-Nederland (LD);1995;43.0;;;
7411;Fibre flax;Noord-Nederland (LD);1996;56.0;;;
7412;Fibre flax;Noord-Nederland (LD);1997;137.0;;;
7413;Fibre flax;Noord-Nederland (LD);1998;87.0;;;
7414;Fibre flax;Noord-Nederland (LD);1999;63.0;;;
7415;Fibre flax;Noord-Nederland (LD);2000;132.0;;;
7416;Fibre flax;Noord-Nederland (LD);2001;171.0;;;
7417;Fibre flax;Noord-Nederland (LD);2002;12.0;;;
7418;Fibre flax;Noord-Nederland (LD);2003;19.0;;;
7419;Fibre flax;Noord-Nederland (LD);2004;22.0;;;
7420;Fibre flax;Noord-Nederland (LD);2005;16.0;;;
7421;Fibre flax;Noord-Nederland (LD);2006;28.0;;;
7422;Fibre flax;Noord-Nederland (LD);2007;5.0;;;
7423;Fibre flax;Noord-Nederland (LD);2008;25.0;;;
7424;Fibre flax;Noord-Nederland (LD);2009;16.0;;;
7425;Fibre flax;Noord-Nederland (LD);2010;27.0;;;
7426;Fibre flax;Noord-Nederland (LD);2011;6.0;;;
7427;Fibre flax;Noord-Nederland (LD);2012;5.0;;;
7428;Fibre flax;Noord-Nederland (LD);2013;0.0;0.0;;0.0
7429;Fibre flax;Noord-Nederland (LD);2014;3.0;;;
7430;Fibre flax;Noord-Nederland (LD);2015;1.0;;;
7431;Fibre flax;Noord-Nederland (LD);2016;5.0;;;
7432;Fibre flax;Noord-Nederland (LD);2017;0.0;0.0;;0.0
7433;Fibre flax;Noord-Nederland (LD);2018;2.0;;;
7434;Fibre flax;Noord-Nederland (LD);2019;1.0;;;
7435;Fibre flax;Noord-Nederland (LD);2020;1.0;;;
7436;Fibre flax;Noord-Nederland (LD);2021;3.0;;;
7437;Fibre flax;Noord-Nederland (LD);2022;7.0;;;
7438;Fibre flax;Noord-Nederland (LD);2023;12.0;;;
7439;Fibre flax;Noord-Nederland (LD);2024;65.0;;;
7440;Fibre flax;Oost-Nederland (LD);1994;714.0;;;
7441;Fibre flax;Oost-Nederland (LD);1995;607.0;;;
7442;Fibre flax;Oost-Nederland (LD);1996;570.0;;;
7443;Fibre flax;Oost-Nederland (LD);1997;555.0;;;
7444;Fibre flax;Oost-Nederland (LD);1998;465.0;;;
7445;Fibre flax;Oost-Nederland (LD);1999;375.0;;;
7446;Fibre flax;Oost-Nederland (LD);2000;553.0;;;
7447;Fibre flax;Oost-Nederland (LD);2001;588.0;;;
7448;Fibre flax;Oost-Nederland (LD);2002;453.0;;;
7449;Fibre flax;Oost-Nederland (LD);2003;559.0;;;
7450;Fibre flax;Oost-Nederland (LD);2004;552.0;;;
7451;Fibre flax;Oost-Nederland (LD);2005;661.0;;;
7452;Fibre flax;Oost-Nederland (LD);2006;587.0;;;
7453;Fibre flax;Oost-Nederland (LD);2007;333.0;;;
7454;Fibre flax;Oost-Nederland (LD);2008;235.0;;;
7455;Fibre flax;Oost-Nederland (LD);2009;136.0;;;
7456;Fibre flax;Oost-Nederland (LD);2010;125.0;;;
7457;Fibre flax;Oost-Nederland (LD);2011;53.0;;;
7458;Fibre flax;Oost-Nederland (LD);2012;62.0;;;
7459;Fibre flax;Oost-Nederland (LD);2013;61.0;;;
7460;Fibre flax;Oost-Nederland (LD);2014;72.0;;;
7461;Fibre flax;Oost-Nederland (LD);2015;82.0;;;
7462;Fibre flax;Oost-Nederland (LD);2016;80.0;;;
7463;Fibre flax;Oost-Nederland (LD);2017;78.0;;;
7464;Fibre flax;Oost-Nederland (LD);2018;70.0;;;
7465;Fibre flax;Oost-Nederland (LD);2019;102.0;;;
7466;Fibre flax;Oost-Nederland (LD);2020;130.0;;;
7467;Fibre flax;Oost-Nederland (LD);2021;183.0;;;
7468;Fibre flax;Oost-Nederland (LD);2022;235.0;;;
7469;Fibre flax;Oost-Nederland (LD);2023;387.0;;;
7470;Fibre flax;Oost-Nederland (LD);2024;774.0;;;
7471;Fibre flax;West-Nederland (LD);1994;3745.0;;;
7472;Fibre flax;West-Nederland (LD);1995;3594.0;;;
7473;Fibre flax;West-Nederland (LD);1996;3068.0;;;
7474;Fibre flax;West-Nederland (LD);1997;3332.0;;;
7475;Fibre flax;West-Nederland (LD);1998;2792.0;;;
7476;Fibre flax;West-Nederland (LD);1999;3091.0;;;
7477;Fibre flax;West-Nederland (LD);2000;3423.0;;;
7478;Fibre flax;West-Nederland (LD);2001;3633.0;;;
7479;Fibre flax;West-Nederland (LD);2002;3295.0;;;
7480;Fibre flax;West-Nederland (LD);2003;3627.0;;;
7481;Fibre flax;West-Nederland (LD);2004;3564.0;;;
7482;Fibre flax;West-Nederland (LD);2005;3636.0;;;
7483;Fibre flax;West-Nederland (LD);2006;3464.0;;;
7484;Fibre flax;West-Nederland (LD);2007;2796.0;;;
7485;Fibre flax;West-Nederland (LD);2008;2145.0;;;
7486;Fibre flax;West-Nederland (LD);2009;1797.0;;;
7487;Fibre flax;West-Nederland (LD);2010;1515.0;;;
7488;Fibre flax;West-Nederland (LD);2011;2006.0;;;
7489;Fibre flax;West-Nederland (LD);2012;1876.0;;;
7490;Fibre flax;West-Nederland (LD);2013;1753.0;;;
7491;Fibre flax;West-Nederland (LD);2014;1853.0;;;
7492;Fibre flax;West-Nederland (LD);2015;2199.0;;;
7493;Fibre flax;West-Nederland (LD);2016;2227.0;;;
7494;Fibre flax;West-Nederland (LD);2017;2326.0;;;
7495;Fibre flax;West-Nederland (LD);2018;2055.0;;;
7496;Fibre flax;West-Nederland (LD);2019;2045.0;;;
7497;Fibre flax;West-Nederland (LD);2020;2095.0;;;
7498;Fibre flax;West-Nederland (LD);2021;1551.0;;;
7499;Fibre flax;West-Nederland (LD);2022;1614.0;;;
7500;Fibre flax;West-Nederland (LD);2023;1791.0;;;
7501;Fibre flax;West-Nederland (LD);2024;2449.0;;;
7502;Fibre flax;Zuid-Nederland (LD);1994;153.0;;;
7503;Fibre flax;Zuid-Nederland (LD);1995;164.0;;;
7504;Fibre flax;Zuid-Nederland (LD);1996;179.0;;;
7505;Fibre flax;Zuid-Nederland (LD);1997;229.0;;;
7506;Fibre flax;Zuid-Nederland (LD);1998;154.0;;;
7507;Fibre flax;Zuid-Nederland (LD);1999;224.0;;;
7508;Fibre flax;Zuid-Nederland (LD);2000;271.0;;;
7509;Fibre flax;Zuid-Nederland (LD);2001;363.0;;;
7510;Fibre flax;Zuid-Nederland (LD);2002;336.0;;;
7511;Fibre flax;Zuid-Nederland (LD);2003;348.0;;;
7512;Fibre flax;Zuid-Nederland (LD);2004;348.0;;;
7513;Fibre flax;Zuid-Nederland (LD);2005;421.0;;;
7514;Fibre flax;Zuid-Nederland (LD);2006;346.0;;;
7515;Fibre flax;Zuid-Nederland (LD);2007;323.0;;;
7516;Fibre flax;Zuid-Nederland (LD);2008;213.0;;;
7517;Fibre flax;Zuid-Nederland (LD);2009;214.0;;;
7518;Fibre flax;Zuid-Nederland (LD);2010;230.0;;;
7519;Fibre flax;Zuid-Nederland (LD);2011;91.0;;;
7520;Fibre flax;Zuid-Nederland (LD);2012;134.0;;;
7521;Fibre flax;Zuid-Nederland (LD);2013;67.0;;;
