ID;Geslacht;Leeftijd;Perioden;TotaalSlachtoffersMoordEnDoodslag_1;SlachtoffersMoordEnDoodslagRelatief_2;OphangenVerwurgenOfVerstikken_3;SlaanOfSchoppen_4;Vuurwapen_5;SteekOfSlagwapen_6;OverigeOfOnbekendeWijze_7;WoningVanHetSlachtofferOfAnderen_8;LocatieVoorHandelEnDienstverlening_9;OpenbareWeg_10;OverigeOfOnbekendeLocatie_11
55;Totaal mannen en vrouwen;20 tot 30 jaar;2005;36;18.4;1.0;3.0;11.0;16.0;5.0;12.0;3.0;16.0;5.0
56;Totaal mannen en vrouwen;20 tot 30 jaar;2006;26;13.3;2.0;0.0;6.0;15.0;3.0;10.0;1.0;10.0;5.0
57;Totaal mannen en vrouwen;20 tot 30 jaar;2007;33;16.8;2.0;0.0;13.0;14.0;4.0;17.0;4.0;8.0;4.0
58;Totaal mannen en vrouwen;20 tot 30 jaar;2008;36;18.2;1.0;2.0;11.0;18.0;4.0;15.0;1.0;18.0;2.0
59;Totaal mannen en vrouwen;20 tot 30 jaar;2009;34;17.0;0.0;3.0;19.0;10.0;2.0;18.0;1.0;11.0;4.0
60;Totaal mannen en vrouwen;20 tot 30 jaar;2010;26;12.8;1.0;3.0;8.0;14.0;0.0;10.0;3.0;11.0;2.0
61;Totaal mannen en vrouwen;20 tot 30 jaar;2011;38;18.5;0.0;1.0;21.0;16.0;0.0;17.0;5.0;13.0;3.0
62;Totaal mannen en vrouwen;20 tot 30 jaar;2012;24;11.6;2.0;1.0;11.0;7.0;3.0;8.0;2.0;11.0;3.0
63;Totaal mannen en vrouwen;20 tot 30 jaar;2013;29;13.9;3.0;3.0;10.0;10.0;3.0;15.0;2.0;9.0;3.0
64;Totaal mannen en vrouwen;20 tot 30 jaar;2014;27;12.8;1.0;4.0;15.0;6.0;1.0;10.0;3.0;10.0;4.0
65;Totaal mannen en vrouwen;20 tot 30 jaar;2015;27;12.7;2.0;1.0;15.0;9.0;0.0;11.0;0.0;13.0;3.0
66;Totaal mannen en vrouwen;20 tot 30 jaar;2016;23;10.2;0.0;2.0;9.0;12.0;0.0;8.0;2.0;13.0;0.0
67;Totaal mannen en vrouwen;20 tot 30 jaar;2017;33;15.2;1.0;2.0;15.0;14.0;1.0;11.0;3.0;13.0;6.0
68;Totaal mannen en vrouwen;20 tot 30 jaar;2018;25;11.4;2.0;1.0;12.0;10.0;0.0;18.0;1.0;5.0;1.0
69;Totaal mannen en vrouwen;30 tot 40 jaar;1996;51;19.9;3.0;2.0;24.0;20.0;2.0;19.0;4.0;12.0;16.0
70;Totaal mannen en vrouwen;30 tot 40 jaar;1997;50;19.3;3.0;3.0;20.0;18.0;6.0;14.0;5.0;9.0;22.0
71;Totaal mannen en vrouwen;30 tot 40 jaar;1998;49;18.8;5.0;3.0;22.0;13.0;6.0;14.0;4.0;10.0;21.0
72;Totaal mannen en vrouwen;30 tot 40 jaar;1999;65;24.8;2.0;5.0;33.0;22.0;3.0;23.0;2.0;23.0;17.0
73;Totaal mannen en vrouwen;30 tot 40 jaar;2000;55;20.9;2.0;0.0;31.0;17.0;5.0;20.0;6.0;14.0;15.0
74;Totaal mannen en vrouwen;30 tot 40 jaar;2001;70;26.5;2.0;1.0;27.0;28.0;12.0;33.0;3.0;19.0;15.0
75;Totaal mannen en vrouwen;30 tot 40 jaar;2002;65;24.7;5.0;2.0;31.0;24.0;3.0;26.0;5.0;23.0;11.0
76;Totaal mannen en vrouwen;30 tot 40 jaar;2003;67;25.8;3.0;0.0;36.0;23.0;5.0;30.0;4.0;20.0;13.0
77;Totaal mannen en vrouwen;30 tot 40 jaar;2004;62;24.4;7.0;4.0;24.0;26.0;1.0;25.0;7.0;23.0;7.0
78;Totaal mannen en vrouwen;30 tot 40 jaar;2005;51;20.7;4.0;0.0;23.0;16.0;8.0;29.0;6.0;15.0;1.0
79;Totaal mannen en vrouwen;30 tot 40 jaar;2006;44;18.3;2.0;3.0;18.0;19.0;2.0;24.0;5.0;7.0;8.0
80;Totaal mannen en vrouwen;30 tot 40 jaar;2007;35;15.0;3.0;0.0;15.0;14.0;3.0;22.0;4.0;5.0;4.0
81;Totaal mannen en vrouwen;30 tot 40 jaar;2008;46;20.2;3.0;0.0;20.0;20.0;3.0;22.0;3.0;17.0;4.0
82;Totaal mannen en vrouwen;30 tot 40 jaar;2009;38;17.2;4.0;0.0;16.0;18.0;0.0;20.0;3.0;10.0;5.0
83;Totaal mannen en vrouwen;30 tot 40 jaar;2010;36;16.7;3.0;2.0;11.0;18.0;2.0;20.0;4.0;8.0;4.0
84;Totaal mannen en vrouwen;30 tot 40 jaar;2011;30;14.3;2.0;0.0;12.0;12.0;4.0;12.0;3.0;7.0;8.0
85;Totaal mannen en vrouwen;30 tot 40 jaar;2012;33;16.0;3.0;2.0;15.0;12.0;1.0;19.0;3.0;7.0;4.0
86;Totaal mannen en vrouwen;30 tot 40 jaar;2013;31;15.3;4.0;3.0;13.0;8.0;3.0;15.0;1.0;12.0;3.0
87;Totaal mannen en vrouwen;30 tot 40 jaar;2014;31;15.4;2.0;0.0;17.0;11.0;1.0;11.0;3.0;14.0;3.0
88;Totaal mannen en vrouwen;30 tot 40 jaar;2015;21;10.4;0.0;2.0;12.0;7.0;0.0;7.0;3.0;9.0;2.0
89;Totaal mannen en vrouwen;30 tot 40 jaar;2016;28;13.7;3.0;3.0;13.0;8.0;1.0;15.0;3.0;8.0;2.0
90;Totaal mannen en vrouwen;30 tot 40 jaar;2017;26;12.6;2.0;0.0;9.0;14.0;1.0;10.0;1.0;8.0;7.0
91;Totaal mannen en vrouwen;30 tot 40 jaar;2018;20;9.6;2.0;1.0;8.0;9.0;0.0;14.0;0.0;4.0;2.0
92;Totaal mannen en vrouwen;40 tot 50 jaar;1996;41;17.5;3.0;2.0;16.0;12.0;8.0;21.0;2.0;4.0;14.0
93;Totaal mannen en vrouwen;40 tot 50 jaar;1997;31;13.3;2.0;1.0;15.0;11.0;2.0;10.0;0.0;10.0;11.0
94;Totaal mannen en vrouwen;40 tot 50 jaar;1998;38;16.4;4.0;1.0;15.0;17.0;1.0;12.0;1.0;12.0;13.0
95;Totaal mannen en vrouwen;40 tot 50 jaar;1999;41;17.5;4.0;6.0;16.0;13.0;2.0;22.0;3.0;9.0;7.0
96;Totaal mannen en vrouwen;40 tot 50 jaar;2000;41;17.3;3.0;1.0;20.0;14.0;3.0;19.0;4.0;6.0;12.0
97;Totaal mannen en vrouwen;40 tot 50 jaar;2001;59;24.6;1.0;3.0;21.0;28.0;6.0;35.0;1.0;14.0;9.0
98;Totaal mannen en vrouwen;40 tot 50 jaar;2002;29;11.9;1.0;1.0;9.0;14.0;4.0;18.0;1.0;7.0;3.0
99;Totaal mannen en vrouwen;40 tot 50 jaar;2003;37;15.0;3.0;3.0;11.0;13.0;7.0;19.0;3.0;10.0;5.0
100;Totaal mannen en vrouwen;40 tot 50 jaar;2004;37;14.8;3.0;2.0;15.0;12.0;5.0;14.0;5.0;13.0;5.0
101;Totaal mannen en vrouwen;40 tot 50 jaar;2005;36;14.3;3.0;0.0;18.0;9.0;6.0;16.0;6.0;11.0;3.0
102;Totaal mannen en vrouwen;40 tot 50 jaar;2006;29;11.4;1.0;2.0;13.0;5.0;8.0;12.0;4.0;7.0;6.0
103;Totaal mannen en vrouwen;40 tot 50 jaar;2007;29;11.4;2.0;3.0;10.0;14.0;0.0;18.0;2.0;8.0;1.0
104;Totaal mannen en vrouwen;40 tot 50 jaar;2008;37;14.4;0.0;3.0;15.0;17.0;2.0;16.0;3.0;9.0;9.0
105;Totaal mannen en vrouwen;40 tot 50 jaar;2009;30;11.6;4.0;5.0;5.0;14.0;2.0;18.0;2.0;8.0;2.0
106;Totaal mannen en vrouwen;40 tot 50 jaar;2010;29;11.2;2.0;1.0;9.0;16.0;1.0;17.0;0.0;7.0;5.0
107;Totaal mannen en vrouwen;40 tot 50 jaar;2011;35;13.5;4.0;2.0;14.0;13.0;2.0;20.0;5.0;5.0;5.0
108;Totaal mannen en vrouwen;40 tot 50 jaar;2012;40;15.5;4.0;2.0;19.0;13.0;2.0;17.0;3.0;13.0;7.0
109;Totaal mannen en vrouwen;40 tot 50 jaar;2013;28;11.0;2.0;3.0;9.0;10.0;4.0;14.0;4.0;3.0;7.0
110;Totaal mannen en vrouwen;40 tot 50 jaar;2014;31;12.4;1.0;4.0;11.0;15.0;0.0;12.0;3.0;11.0;5.0
111;Totaal mannen en vrouwen;40 tot 50 jaar;2015;27;11.1;3.0;2.0;6.0;15.0;1.0;19.0;0.0;5.0;3.0
112;Totaal mannen en vrouwen;40 tot 50 jaar;2016;18;8.0;2.0;2.0;3.0;11.0;0.0;10.0;3.0;3.0;2.0
113;Totaal mannen en vrouwen;40 tot 50 jaar;2017;32;13.7;0.0;4.0;13.0;12.0;3.0;14.0;4.0;11.0;3.0
114;Totaal mannen en vrouwen;40 tot 50 jaar;2018;21;9.2;3.0;2.0;6.0;9.0;1.0;12.0;4.0;4.0;1.0
115;Totaal mannen en vrouwen;50 tot 60 jaar;1996;24;13.9;0.0;2.0;8.0;13.0;1.0;8.0;3.0;3.0;10.0
116;Totaal mannen en vrouwen;50 tot 60 jaar;1997;23;12.6;3.0;1.0;9.0;6.0;4.0;9.0;2.0;3.0;9.0
117;Totaal mannen en vrouwen;50 tot 60 jaar;1998;12;6.3;0.0;1.0;3.0;8.0;0.0;5.0;1.0;4.0;2.0
118;Totaal mannen en vrouwen;50 tot 60 jaar;1999;19;9.6;0.0;2.0;6.0;9.0;2.0;12.0;0.0;1.0;6.0
119;Totaal mannen en vrouwen;50 tot 60 jaar;2000;24;11.8;5.0;1.0;5.0;7.0;6.0;16.0;3.0;2.0;3.0
120;Totaal mannen en vrouwen;50 tot 60 jaar;2001;31;14.9;2.0;1.0;7.0;15.0;6.0;16.0;1.0;8.0;6.0
121;Totaal mannen en vrouwen;50 tot 60 jaar;2002;26;12.2;0.0;3.0;11.0;9.0;3.0;16.0;1.0;6.0;3.0
122;Totaal mannen en vrouwen;50 tot 60 jaar;2003;34;15.6;2.0;2.0;9.0;12.0;9.0;14.0;4.0;2.0;14.0
123;Totaal mannen en vrouwen;50 tot 60 jaar;2004;30;13.6;4.0;3.0;8.0;13.0;2.0;11.0;2.0;10.0;7.0
124;Totaal mannen en vrouwen;50 tot 60 jaar;2005;21;9.3;5.0;2.0;4.0;8.0;2.0;13.0;2.0;2.0;4.0
125;Totaal mannen en vrouwen;50 tot 60 jaar;2006;17;7.5;2.0;0.0;3.0;8.0;4.0;10.0;2.0;0.0;5.0
126;Totaal mannen en vrouwen;50 tot 60 jaar;2007;26;11.6;2.0;3.0;6.0;13.0;2.0;15.0;3.0;5.0;3.0
127;Totaal mannen en vrouwen;50 tot 60 jaar;2008;23;10.3;2.0;1.0;5.0;12.0;3.0;16.0;0.0;4.0;3.0
128;Totaal mannen en vrouwen;50 tot 60 jaar;2009;30;13.3;3.0;3.0;7.0;12.0;5.0;16.0;3.0;9.0;2.0
129;Totaal mannen en vrouwen;50 tot 60 jaar;2010;16;7.0;2.0;3.0;2.0;7.0;2.0;6.0;1.0;6.0;3.0
130;Totaal mannen en vrouwen;50 tot 60 jaar;2011;23;10.0;0.0;2.0;5.0;15.0;1.0;17.0;2.0;2.0;2.0
131;Totaal mannen en vrouwen;50 tot 60 jaar;2012;15;6.4;2.0;1.0;6.0;4.0;2.0;9.0;2.0;1.0;3.0
132;Totaal mannen en vrouwen;50 tot 60 jaar;2013;19;8.0;3.0;2.0;2.0;11.0;1.0;16.0;1.0;0.0;2.0
133;Totaal mannen en vrouwen;50 tot 60 jaar;2014;17;7.1;7.0;0.0;2.0;5.0;3.0;11.0;1.0;3.0;2.0
134;Totaal mannen en vrouwen;50 tot 60 jaar;2015;18;7.4;2.0;1.0;5.0;8.0;2.0;10.0;1.0;5.0;2.0
135;Totaal mannen en vrouwen;50 tot 60 jaar;2016;13;5.7;1.0;1.0;4.0;7.0;0.0;5.0;1.0;3.0;4.0
136;Totaal mannen en vrouwen;50 tot 60 jaar;2017;26;10.5;3.0;5.0;6.0;11.0;1.0;17.0;1.0;5.0;3.0
137;Totaal mannen en vrouwen;50 tot 60 jaar;2018;21;8.4;6.0;2.0;2.0;11.0;0.0;16.0;2.0;3.0;0.0
138;Totaal mannen en vrouwen;60 jaar of ouder;1996;28;10.1;5.0;5.0;4.0;9.0;5.0;16.0;0.0;3.0;9.0
139;Totaal mannen en vrouwen;60 jaar of ouder;1997;27;9.7;8.0;2.0;0.0;8.0;9.0;9.0;0.0;4.0;14.0
140;Totaal mannen en vrouwen;60 jaar of ouder;1998;29;10.3;7.0;3.0;2.0;8.0;9.0;9.0;0.0;1.0;19.0
141;Totaal mannen en vrouwen;60 jaar of ouder;1999;23;8.0;3.0;7.0;1.0;10.0;2.0;12.0;0.0;5.0;6.0
142;Totaal mannen en vrouwen;60 jaar of ouder;2000;16;5.5;3.0;1.0;3.0;5.0;4.0;10.0;1.0;0.0;5.0
143;Totaal mannen en vrouwen;60 jaar of ouder;2001;23;7.8;2.0;2.0;4.0;12.0;3.0;17.0;1.0;3.0;2.0
144;Totaal mannen en vrouwen;60 jaar of ouder;2002;18;6.1;1.0;9.0;1.0;4.0;3.0;10.0;1.0;4.0;3.0
145;Totaal mannen en vrouwen;60 jaar of ouder;2003;34;23.6;5.0;7.0;1.0;12.0;9.0;16.0;3.0;7.0;8.0
146;Totaal mannen en vrouwen;60 jaar of ouder;2004;33;10.7;5.0;7.0;2.0;12.0;7.0;25.0;0.0;4.0;4.0
147;Totaal mannen en vrouwen;60 jaar of ouder;2005;26;8.3;3.0;1.0;4.0;12.0;6.0;22.0;1.0;1.0;2.0
148;Totaal mannen en vrouwen;60 jaar of ouder;2006;20;6.2;1.0;3.0;1.0;10.0;5.0;13.0;0.0;1.0;6.0
149;Totaal mannen en vrouwen;60 jaar of ouder;2007;13;3.9;1.0;3.0;3.0;5.0;1.0;6.0;2.0;3.0;2.0
150;Totaal mannen en vrouwen;60 jaar of ouder;2008;18;5.2;3.0;5.0;1.0;6.0;3.0;13.0;1.0;1.0;3.0
151;Totaal mannen en vrouwen;60 jaar of ouder;2009;20;6.8;1.0;4.0;4.0;6.0;5.0;12.0;0.0;3.0;5.0
152;Totaal mannen en vrouwen;60 jaar of ouder;2010;27;7.4;1.0;3.0;4.0;16.0;3.0;25.0;1.0;1.0;0.0
153;Totaal mannen en vrouwen;60 jaar of ouder;2011;21;5.6;2.0;8.0;5.0;4.0;2.0;14.0;3.0;2.0;2.0
154;Totaal mannen en vrouwen;60 jaar of ouder;2012;24;6.3;2.0;7.0;2.0;10.0;3.0;19.0;0.0;1.0;4.0
155;Totaal mannen en vrouwen;60 jaar of ouder;2013;21;5.4;5.0;0.0;0.0;11.0;5.0;18.0;0.0;0.0;3.0
156;Totaal mannen en vrouwen;60 jaar of ouder;2014;24;6.0;3.0;4.0;2.0;14.0;1.0;18.0;0.0;4.0;2.0
157;Totaal mannen en vrouwen;60 jaar of ouder;2015;18;4.4;2.0;4.0;2.0;9.0;1.0;11.0;0.0;3.0;4.0
158;Totaal mannen en vrouwen;60 jaar of ouder;2016;18;4.5;3.0;2.0;1.0;11.0;1.0;15.0;1.0;2.0;0.0
159;Totaal mannen en vrouwen;60 jaar of ouder;2017;24;5.6;4.0;5.0;1.0;13.0;1.0;17.0;2.0;3.0;2.0
160;Totaal mannen en vrouwen;60 jaar of ouder;2018;19;4.4;4.0;3.0;6.0;5.0;1.0;12.0;2.0;4.0;1.0
161;Mannen;Totaal alle leeftijden;1996;171;22.3;6.0;12.0;73.0;62.0;18.0;58.0;15.0;38.0;60.0
162;Mannen;Totaal alle leeftijden;1997;170;22.0;13.0;8.0;67.0;55.0;27.0;37.0;14.0;46.0;73.0
163;Mannen;Totaal alle leeftijden;1998;158;20.3;9.0;8.0;63.0;56.0;22.0;44.0;8.0;44.0;62.0
164;Mannen;Totaal alle leeftijden;1999;168;21.5;5.0;14.0;79.0;58.0;12.0;65.0;10.0;50.0;43.0
165;Mannen;Totaal alle leeftijden;2000;153;19.4;4.0;5.0;74.0;50.0;20.0;54.0;20.0;36.0;43.0
166;Mannen;Totaal alle leeftijden;2001;178;22.4;3.0;7.0;78.0;65.0;25.0;68.0;12.0;60.0;38.0
167;Mannen;Totaal alle leeftijden;2002;159;19.9;1.0;14.0;69.0;56.0;19.0;71.0;12.0;54.0;22.0
168;Mannen;Totaal alle leeftijden;2003;159;19.8;5.0;12.0;57.0;60.0;25.0;59.0;18.0;54.0;28.0
169;Mannen;Totaal alle leeftijden;2004;164;20.4;8.0;15.0;55.0;70.0;16.0;66.0;14.0;60.0;24.0
170;Mannen;Totaal alle leeftijden;2005;130;16.1;8.0;7.0;53.0;44.0;18.0;62.0;16.0;42.0;10.0
171;Mannen;Totaal alle leeftijden;2006;103;12.7;6.0;4.0;36.0;43.0;14.0;49.0;8.0;24.0;22.0
172;Mannen;Totaal alle leeftijden;2007;113;14.0;5.0;10.0;39.0;46.0;13.0;53.0;14.0;31.0;15.0
173;Mannen;Totaal alle leeftijden;2008;126;15.5;5.0;9.0;44.0;54.0;14.0;50.0;8.0;46.0;22.0
174;Mannen;Totaal alle leeftijden;2009;126;15.4;5.0;13.0;49.0;48.0;11.0;66.0;8.0;37.0;15.0
175;Mannen;Totaal alle leeftijden;2010;101;12.3;4.0;8.0;34.0;47.0;8.0;47.0;8.0;34.0;12.0
176;Mannen;Totaal alle leeftijden;2011;111;13.4;4.0;13.0;45.0;41.0;8.0;51.0;13.0;30.0;17.0
177;Mannen;Totaal alle leeftijden;2012;104;12.5;4.0;15.0;48.0;26.0;11.0;43.0;10.0;31.0;20.0
178;Mannen;Totaal alle leeftijden;2013;89;10.7;7.0;9.0;30.0;31.0;12.0;42.0;6.0;20.0;21.0
179;Mannen;Totaal alle leeftijden;2014;113;13.5;11.0;10.0;46.0;39.0;7.0;46.0;11.0;39.0;17.0
180;Mannen;Totaal alle leeftijden;2015;77;9.2;2.0;9.0;36.0;27.0;3.0;30.0;4.0;32.0;11.0
181;Mannen;Totaal alle leeftijden;2016;74;9.0;2.0;7.0;28.0;35.0;2.0;32.0;10.0;27.0;5.0
182;Mannen;Totaal alle leeftijden;2017;112;13.2;7.0;11.0;42.0;47.0;5.0;44.0;10.0;42.0;16.0
183;Mannen;Totaal alle leeftijden;2018;76;8.9;5.0;7.0;33.0;29.0;2.0;39.0;11.0;21.0;5.0
184;Mannen;Jonger dan 20 jaar;1996;16;8.3;2.0;1.0;2.0;7.0;4.0;10.0;1.0;2.0;3.0
185;Mannen;Jonger dan 20 jaar;1997;23;11.8;4.0;2.0;5.0;5.0;7.0;6.0;1.0;4.0;12.0
186;Mannen;Jonger dan 20 jaar;1998;18;9.2;2.0;0.0;5.0;6.0;5.0;8.0;0.0;2.0;8.0
187;Mannen;Jonger dan 20 jaar;1999;15;7.6;2.0;1.0;5.0;4.0;3.0;7.0;0.0;4.0;4.0
188;Mannen;Jonger dan 20 jaar;2000;15;7.5;1.0;1.0;4.0;3.0;6.0;7.0;1.0;4.0;3.0
189;Mannen;Jonger dan 20 jaar;2001;12;6.0;0.0;0.0;3.0;3.0;6.0;4.0;2.0;3.0;3.0
190;Mannen;Jonger dan 20 jaar;2002;16;7.9;1.0;0.0;3.0;2.0;10.0;10.0;0.0;4.0;2.0
191;Mannen;Jonger dan 20 jaar;2003;22;10.8;1.0;2.0;3.0;9.0;7.0;10.0;1.0;11.0;0.0
192;Mannen;Jonger dan 20 jaar;2004;20;9.8;1.0;1.0;2.0;9.0;7.0;9.0;0.0;9.0;2.0
193;Mannen;Jonger dan 20 jaar;2005;14;6.9;2.0;1.0;3.0;5.0;3.0;10.0;0.0;2.0;2.0
194;Mannen;Jonger dan 20 jaar;2006;11;5.4;1.0;0.0;2.0;7.0;1.0;6.0;0.0;4.0;1.0
195;Mannen;Jonger dan 20 jaar;2007;17;8.4;3.0;3.0;0.0;5.0;6.0;8.0;1.0;4.0;4.0
196;Mannen;Jonger dan 20 jaar;2008;7;3.5;0.0;1.0;0.0;2.0;4.0;3.0;0.0;1.0;3.0
197;Mannen;Jonger dan 20 jaar;2009;14;7.0;0.0;3.0;3.0;5.0;3.0;10.0;0.0;1.0;3.0
198;Mannen;Jonger dan 20 jaar;2010;15;7.5;2.0;3.0;5.0;2.0;3.0;11.0;1.0;3.0;0.0
199;Mannen;Jonger dan 20 jaar;2011;10;5.0;1.0;4.0;2.0;2.0;1.0;8.0;0.0;2.0;0.0
200;Mannen;Jonger dan 20 jaar;2012;11;5.5;1.0;5.0;1.0;1.0;3.0;7.0;1.0;0.0;3.0
201;Mannen;Jonger dan 20 jaar;2013;11;5.6;4.0;1.0;0.0;2.0;4.0;6.0;0.0;0.0;5.0
202;Mannen;Jonger dan 20 jaar;2014;10;5.1;;;;;;;;;
203;Mannen;Jonger dan 20 jaar;2015;3;1.5;;;;;;;;;
204;Mannen;Jonger dan 20 jaar;2016;5;2.6;;;;;;;;;
205;Mannen;Jonger dan 20 jaar;2017;9;4.6;;;;;;;;;
206;Mannen;Jonger dan 20 jaar;2018;10;5.1;;;;;;;;;
207;Mannen;20 tot 30 jaar;1996;49;41.0;0.0;1.0;26.0;19.0;3.0;7.0;5.0;14.0;23.0
208;Mannen;20 tot 30 jaar;1997;50;43.1;3.0;0.0;23.0;18.0;6.0;9.0;6.0;18.0;17.0
