ID;SectorBranchesSIC2008;Regions;Periods;GDPVolumeChanges_1;GrossValueAddedVolumeChanges_2
8438;B-E Industry (no construction), energy;Drechtsteden (CP);2006;;7.0
8439;B-E Industry (no construction), energy;Drechtsteden (CP);2007;;1.7
8440;B-E Industry (no construction), energy;Drechtsteden (CP);2008;;5.0
8441;B-E Industry (no construction), energy;Drechtsteden (CP);2009;;-4.5
8442;B-E Industry (no construction), energy;Drechtsteden (CP);2010;;-8.2
8443;B-E Industry (no construction), energy;Drechtsteden (CP);2011;;-5.4
8444;B-E Industry (no construction), energy;Drechtsteden (CP);2012;;-0.3
8445;B-E Industry (no construction), energy;Drechtsteden (CP);2013;;-1.5
8446;B-E Industry (no construction), energy;Drechtsteden (CP);2014;;2.9
8447;B-E Industry (no construction), energy;Drechtsteden (CP);2015;;5.4
8448;B-E Industry (no construction), energy;Drechtsteden (CP);2016;;-0.6
8449;B-E Industry (no construction), energy;Drechtsteden (CP);2017;;10.1
8450;B-E Industry (no construction), energy;Drechtsteden (CP);2018;;0.5
8451;B-E Industry (no construction), energy;Drechtsteden (CP);2019;;2.1
8452;B-E Industry (no construction), energy;Drechtsteden (CP);2020;;-4.6
8453;B-E Industry (no construction), energy;Drechtsteden (CP);2021;;5.1
8454;B-E Industry (no construction), energy;Drechtsteden (CP);2022;;3.3
8455;B-E Industry (no construction), energy;Drechtsteden (CP);2023;;2.2
8456;B-E Industry (no construction), energy;Overig Zuidoost-Zuid-Holland (CP);1996;;4.7
8457;B-E Industry (no construction), energy;Overig Zuidoost-Zuid-Holland (CP);1997;;-4.7
8458;B-E Industry (no construction), energy;Overig Zuidoost-Zuid-Holland (CP);1998;;8.2
8459;B-E Industry (no construction), energy;Overig Zuidoost-Zuid-Holland (CP);1999;;8.0
8460;B-E Industry (no construction), energy;Overig Zuidoost-Zuid-Holland (CP);2000;;2.9
8461;B-E Industry (no construction), energy;Overig Zuidoost-Zuid-Holland (CP);2001;;1.2
8462;B-E Industry (no construction), energy;Overig Zuidoost-Zuid-Holland (CP);2002;;-7.2
8463;B-E Industry (no construction), energy;Overig Zuidoost-Zuid-Holland (CP);2003;;5.0
8464;B-E Industry (no construction), energy;Overig Zuidoost-Zuid-Holland (CP);2004;;14.5
8465;B-E Industry (no construction), energy;Overig Zuidoost-Zuid-Holland (CP);2005;;-6.8
8466;B-E Industry (no construction), energy;Overig Zuidoost-Zuid-Holland (CP);2006;;13.4
8467;B-E Industry (no construction), energy;Overig Zuidoost-Zuid-Holland (CP);2007;;8.0
8468;B-E Industry (no construction), energy;Overig Zuidoost-Zuid-Holland (CP);2008;;-5.6
8469;B-E Industry (no construction), energy;Overig Zuidoost-Zuid-Holland (CP);2009;;-0.8
8470;B-E Industry (no construction), energy;Overig Zuidoost-Zuid-Holland (CP);2010;;-2.2
8471;B-E Industry (no construction), energy;Overig Zuidoost-Zuid-Holland (CP);2011;;-6.3
8472;B-E Industry (no construction), energy;Overig Zuidoost-Zuid-Holland (CP);2012;;10.6
8473;B-E Industry (no construction), energy;Overig Zuidoost-Zuid-Holland (CP);2013;;8.8
8474;B-E Industry (no construction), energy;Overig Zuidoost-Zuid-Holland (CP);2014;;-0.4
8475;B-E Industry (no construction), energy;Overig Zuidoost-Zuid-Holland (CP);2015;;5.3
8476;B-E Industry (no construction), energy;Overig Zuidoost-Zuid-Holland (CP);2016;;2.2
8477;B-E Industry (no construction), energy;Overig Zuidoost-Zuid-Holland (CP);2017;;9.8
8478;B-E Industry (no construction), energy;Overig Zuidoost-Zuid-Holland (CP);2018;;-6.9
8479;B-E Industry (no construction), energy;Overig Zuidoost-Zuid-Holland (CP);2019;;-18.6
8480;B-E Industry (no construction), energy;Overig Zuidoost-Zuid-Holland (CP);2020;;-1.9
8481;B-E Industry (no construction), energy;Overig Zuidoost-Zuid-Holland (CP);2021;;1.5
8482;B-E Industry (no construction), energy;Overig Zuidoost-Zuid-Holland (CP);2022;;7.0
8483;B-E Industry (no construction), energy;Overig Zuidoost-Zuid-Holland (CP);2023;;-3.3
8484;B-E Industry (no construction), energy;Stadsgewest 's-Hertogenbosch (CP);1996;;10.0
8485;B-E Industry (no construction), energy;Stadsgewest 's-Hertogenbosch (CP);1997;;5.0
8486;B-E Industry (no construction), energy;Stadsgewest 's-Hertogenbosch (CP);1998;;13.5
8487;B-E Industry (no construction), energy;Stadsgewest 's-Hertogenbosch (CP);1999;;3.8
8488;B-E Industry (no construction), energy;Stadsgewest 's-Hertogenbosch (CP);2000;;1.1
8489;B-E Industry (no construction), energy;Stadsgewest 's-Hertogenbosch (CP);2001;;0.5
8490;B-E Industry (no construction), energy;Stadsgewest 's-Hertogenbosch (CP);2002;;-3.4
8491;B-E Industry (no construction), energy;Stadsgewest 's-Hertogenbosch (CP);2003;;5.5
8492;B-E Industry (no construction), energy;Stadsgewest 's-Hertogenbosch (CP);2004;;1.5
8493;B-E Industry (no construction), energy;Stadsgewest 's-Hertogenbosch (CP);2005;;-0.8
8494;B-E Industry (no construction), energy;Stadsgewest 's-Hertogenbosch (CP);2006;;7.4
8495;B-E Industry (no construction), energy;Stadsgewest 's-Hertogenbosch (CP);2007;;3.8
8496;B-E Industry (no construction), energy;Stadsgewest 's-Hertogenbosch (CP);2008;;-0.8
8497;B-E Industry (no construction), energy;Stadsgewest 's-Hertogenbosch (CP);2009;;-0.1
8498;B-E Industry (no construction), energy;Stadsgewest 's-Hertogenbosch (CP);2010;;-5.2
8499;B-E Industry (no construction), energy;Stadsgewest 's-Hertogenbosch (CP);2011;;-0.2
8500;B-E Industry (no construction), energy;Stadsgewest 's-Hertogenbosch (CP);2012;;-3.0
8501;B-E Industry (no construction), energy;Stadsgewest 's-Hertogenbosch (CP);2013;;-1.5
8502;B-E Industry (no construction), energy;Stadsgewest 's-Hertogenbosch (CP);2014;;0.5
8503;B-E Industry (no construction), energy;Stadsgewest 's-Hertogenbosch (CP);2015;;1.6
8504;B-E Industry (no construction), energy;Stadsgewest 's-Hertogenbosch (CP);2016;;-3.2
8505;B-E Industry (no construction), energy;Stadsgewest 's-Hertogenbosch (CP);2017;;-0.3
8506;B-E Industry (no construction), energy;Stadsgewest 's-Hertogenbosch (CP);2018;;-1.6
8507;B-E Industry (no construction), energy;Stadsgewest 's-Hertogenbosch (CP);2019;;2.9
8508;B-E Industry (no construction), energy;Stadsgewest 's-Hertogenbosch (CP);2020;;-4.1
8509;B-E Industry (no construction), energy;Stadsgewest 's-Hertogenbosch (CP);2021;;8.2
8510;B-E Industry (no construction), energy;Stadsgewest 's-Hertogenbosch (CP);2022;;1.6
8511;B-E Industry (no construction), energy;Stadsgewest 's-Hertogenbosch (CP);2023;;-3.8
8512;B-E Industry (no construction), energy;Overig Noordoost-Noord-Brabant (CP);1996;;0.9
8513;B-E Industry (no construction), energy;Overig Noordoost-Noord-Brabant (CP);1997;;5.1
8514;B-E Industry (no construction), energy;Overig Noordoost-Noord-Brabant (CP);1998;;0.8
8515;B-E Industry (no construction), energy;Overig Noordoost-Noord-Brabant (CP);1999;;10.6
8516;B-E Industry (no construction), energy;Overig Noordoost-Noord-Brabant (CP);2000;;0.4
8517;B-E Industry (no construction), energy;Overig Noordoost-Noord-Brabant (CP);2001;;9.8
8518;B-E Industry (no construction), energy;Overig Noordoost-Noord-Brabant (CP);2002;;1.7
8519;B-E Industry (no construction), energy;Overig Noordoost-Noord-Brabant (CP);2003;;-3.7
8520;B-E Industry (no construction), energy;Overig Noordoost-Noord-Brabant (CP);2004;;0.0
8521;B-E Industry (no construction), energy;Overig Noordoost-Noord-Brabant (CP);2005;;12.1
8522;B-E Industry (no construction), energy;Overig Noordoost-Noord-Brabant (CP);2006;;-2.4
8523;B-E Industry (no construction), energy;Overig Noordoost-Noord-Brabant (CP);2007;;-9.6
8524;B-E Industry (no construction), energy;Overig Noordoost-Noord-Brabant (CP);2008;;10.9
8525;B-E Industry (no construction), energy;Overig Noordoost-Noord-Brabant (CP);2009;;10.6
8526;B-E Industry (no construction), energy;Overig Noordoost-Noord-Brabant (CP);2010;;-14.5
8527;B-E Industry (no construction), energy;Overig Noordoost-Noord-Brabant (CP);2011;;1.6
8528;B-E Industry (no construction), energy;Overig Noordoost-Noord-Brabant (CP);2012;;5.6
8529;B-E Industry (no construction), energy;Overig Noordoost-Noord-Brabant (CP);2013;;2.4
8530;B-E Industry (no construction), energy;Overig Noordoost-Noord-Brabant (CP);2014;;1.0
8531;B-E Industry (no construction), energy;Overig Noordoost-Noord-Brabant (CP);2015;;7.6
8532;B-E Industry (no construction), energy;Overig Noordoost-Noord-Brabant (CP);2016;;7.0
8533;B-E Industry (no construction), energy;Overig Noordoost-Noord-Brabant (CP);2017;;10.5
8534;B-E Industry (no construction), energy;Overig Noordoost-Noord-Brabant (CP);2018;;3.1
8535;B-E Industry (no construction), energy;Overig Noordoost-Noord-Brabant (CP);2019;;7.7
8536;B-E Industry (no construction), energy;Overig Noordoost-Noord-Brabant (CP);2020;;2.6
8537;B-E Industry (no construction), energy;Overig Noordoost-Noord-Brabant (CP);2021;;15.0
8538;B-E Industry (no construction), energy;Overig Noordoost-Noord-Brabant (CP);2022;;8.4
8539;B-E Industry (no construction), energy;Overig Noordoost-Noord-Brabant (CP);2023;;-5.1
8540;B-E Industry (no construction), energy;Almere (CP);1996;;4.9
8541;B-E Industry (no construction), energy;Almere (CP);1997;;12.4
8542;B-E Industry (no construction), energy;Almere (CP);1998;;5.2
8543;B-E Industry (no construction), energy;Almere (CP);1999;;11.2
8544;B-E Industry (no construction), energy;Almere (CP);2000;;10.5
8545;B-E Industry (no construction), energy;Almere (CP);2001;;-3.6
8546;B-E Industry (no construction), energy;Almere (CP);2002;;23.0
8547;B-E Industry (no construction), energy;Almere (CP);2003;;7.3
8548;B-E Industry (no construction), energy;Almere (CP);2004;;10.1
8549;B-E Industry (no construction), energy;Almere (CP);2005;;13.7
8550;B-E Industry (no construction), energy;Almere (CP);2006;;7.2
8551;B-E Industry (no construction), energy;Almere (CP);2007;;18.5
8552;B-E Industry (no construction), energy;Almere (CP);2008;;-7.2
8553;B-E Industry (no construction), energy;Almere (CP);2009;;-11.3
8554;B-E Industry (no construction), energy;Almere (CP);2010;;-2.2
8555;B-E Industry (no construction), energy;Almere (CP);2011;;6.9
8556;B-E Industry (no construction), energy;Almere (CP);2012;;-28.1
8557;B-E Industry (no construction), energy;Almere (CP);2013;;-16.6
8558;B-E Industry (no construction), energy;Almere (CP);2014;;5.1
8559;B-E Industry (no construction), energy;Almere (CP);2015;;-5.1
8560;B-E Industry (no construction), energy;Almere (CP);2016;;-3.8
8561;B-E Industry (no construction), energy;Almere (CP);2017;;3.6
8562;B-E Industry (no construction), energy;Almere (CP);2018;;-3.6
8563;B-E Industry (no construction), energy;Almere (CP);2019;;8.1
8564;B-E Industry (no construction), energy;Almere (CP);2020;;-9.6
8565;B-E Industry (no construction), energy;Almere (CP);2021;;35.9
8566;B-E Industry (no construction), energy;Almere (CP);2022;;12.1
8567;B-E Industry (no construction), energy;Almere (CP);2023;;2.4
8568;B-E Industry (no construction), energy;Flevoland-Midden (CP);1996;;1.1
8569;B-E Industry (no construction), energy;Flevoland-Midden (CP);1997;;1.7
8570;B-E Industry (no construction), energy;Flevoland-Midden (CP);1998;;10.3
8571;B-E Industry (no construction), energy;Flevoland-Midden (CP);1999;;7.8
8572;B-E Industry (no construction), energy;Flevoland-Midden (CP);2000;;1.8
8573;B-E Industry (no construction), energy;Flevoland-Midden (CP);2001;;9.7
8574;B-E Industry (no construction), energy;Flevoland-Midden (CP);2002;;5.7
8575;B-E Industry (no construction), energy;Flevoland-Midden (CP);2003;;3.0
8576;B-E Industry (no construction), energy;Flevoland-Midden (CP);2004;;16.8
8577;B-E Industry (no construction), energy;Flevoland-Midden (CP);2005;;7.9
8578;B-E Industry (no construction), energy;Flevoland-Midden (CP);2006;;3.5
8579;B-E Industry (no construction), energy;Flevoland-Midden (CP);2007;;5.0
8580;B-E Industry (no construction), energy;Flevoland-Midden (CP);2008;;7.1
8581;B-E Industry (no construction), energy;Flevoland-Midden (CP);2009;;6.3
8582;B-E Industry (no construction), energy;Flevoland-Midden (CP);2010;;20.2
8583;B-E Industry (no construction), energy;Flevoland-Midden (CP);2011;;32.9
8584;B-E Industry (no construction), energy;Flevoland-Midden (CP);2012;;-1.1
8585;B-E Industry (no construction), energy;Flevoland-Midden (CP);2013;;-0.9
8586;B-E Industry (no construction), energy;Flevoland-Midden (CP);2014;;-4.6
8587;B-E Industry (no construction), energy;Flevoland-Midden (CP);2015;;-2.9
8588;B-E Industry (no construction), energy;Flevoland-Midden (CP);2016;;1.2
8589;B-E Industry (no construction), energy;Flevoland-Midden (CP);2017;;7.8
8590;B-E Industry (no construction), energy;Flevoland-Midden (CP);2018;;7.0
8591;B-E Industry (no construction), energy;Flevoland-Midden (CP);2019;;9.3
8592;B-E Industry (no construction), energy;Flevoland-Midden (CP);2020;;6.0
8593;B-E Industry (no construction), energy;Flevoland-Midden (CP);2021;;-4.9
8594;B-E Industry (no construction), energy;Flevoland-Midden (CP);2022;;23.6
8595;B-E Industry (no construction), energy;Flevoland-Midden (CP);2023;;12.6
8596;B-E Industry (no construction), energy;Noordoostpolder en Urk (CP);1996;;-2.0
8597;B-E Industry (no construction), energy;Noordoostpolder en Urk (CP);1997;;3.0
8598;B-E Industry (no construction), energy;Noordoostpolder en Urk (CP);1998;;2.8
8599;B-E Industry (no construction), energy;Noordoostpolder en Urk (CP);1999;;15.6
8600;B-E Industry (no construction), energy;Noordoostpolder en Urk (CP);2000;;3.6
8601;B-E Industry (no construction), energy;Noordoostpolder en Urk (CP);2001;;14.7
8602;B-E Industry (no construction), energy;Noordoostpolder en Urk (CP);2002;;2.7
8603;B-E Industry (no construction), energy;Noordoostpolder en Urk (CP);2003;;-6.3
8604;B-E Industry (no construction), energy;Noordoostpolder en Urk (CP);2004;;-1.4
8605;B-E Industry (no construction), energy;Noordoostpolder en Urk (CP);2005;;-2.0
8606;B-E Industry (no construction), energy;Noordoostpolder en Urk (CP);2006;;15.2
8607;B-E Industry (no construction), energy;Noordoostpolder en Urk (CP);2007;;-1.2
8608;B-E Industry (no construction), energy;Noordoostpolder en Urk (CP);2008;;0.1
8609;B-E Industry (no construction), energy;Noordoostpolder en Urk (CP);2009;;13.6
8610;B-E Industry (no construction), energy;Noordoostpolder en Urk (CP);2010;;10.8
8611;B-E Industry (no construction), energy;Noordoostpolder en Urk (CP);2011;;7.0
8612;B-E Industry (no construction), energy;Noordoostpolder en Urk (CP);2012;;-13.2
8613;B-E Industry (no construction), energy;Noordoostpolder en Urk (CP);2013;;6.5
8614;B-E Industry (no construction), energy;Noordoostpolder en Urk (CP);2014;;9.5
8615;B-E Industry (no construction), energy;Noordoostpolder en Urk (CP);2015;;16.0
8616;B-E Industry (no construction), energy;Noordoostpolder en Urk (CP);2016;;3.1
8617;B-E Industry (no construction), energy;Noordoostpolder en Urk (CP);2017;;20.1
8618;B-E Industry (no construction), energy;Noordoostpolder en Urk (CP);2018;;0.3
8619;B-E Industry (no construction), energy;Noordoostpolder en Urk (CP);2019;;-2.1
8620;B-E Industry (no construction), energy;Noordoostpolder en Urk (CP);2020;;-2.5
8621;B-E Industry (no construction), energy;Noordoostpolder en Urk (CP);2021;;7.3
8622;B-E Industry (no construction), energy;Noordoostpolder en Urk (CP);2022;;8.5
8623;B-E Industry (no construction), energy;Noordoostpolder en Urk (CP);2023;;7.6
8624;C Manufacturing;The Netherlands;1996;;1.9
8625;C Manufacturing;The Netherlands;1997;;2.5
8626;C Manufacturing;The Netherlands;1998;;4.8
8627;C Manufacturing;The Netherlands;1999;;4.5
8628;C Manufacturing;The Netherlands;2000;;5.7
8629;C Manufacturing;The Netherlands;2001;;2.6
8630;C Manufacturing;The Netherlands;2002;;-0.6
8631;C Manufacturing;The Netherlands;2003;;-1.6
8632;C Manufacturing;The Netherlands;2004;;4.0
8633;C Manufacturing;The Netherlands;2005;;3.5
8634;C Manufacturing;The Netherlands;2006;;2.7
8635;C Manufacturing;The Netherlands;2007;;5.9
8636;C Manufacturing;The Netherlands;2008;;-0.7
8637;C Manufacturing;The Netherlands;2009;;-10.7
8638;C Manufacturing;The Netherlands;2010;;4.4
8639;C Manufacturing;The Netherlands;2011;;5.1
8640;C Manufacturing;The Netherlands;2012;;-0.5
8641;C Manufacturing;The Netherlands;2013;;-0.4
8642;C Manufacturing;The Netherlands;2014;;2.1
8643;C Manufacturing;The Netherlands;2015;;1.2
8644;C Manufacturing;The Netherlands;2016;;2.8
8645;C Manufacturing;The Netherlands;2017;;7.0
8646;C Manufacturing;The Netherlands;2018;;4.8
8647;C Manufacturing;The Netherlands;2019;;1.1
8648;C Manufacturing;The Netherlands;2020;;-1.8
8649;C Manufacturing;The Netherlands;2021;;11.3
8650;C Manufacturing;The Netherlands;2022;;4.9
8651;C Manufacturing;The Netherlands;2023;;-0.9
8652;C Manufacturing;Noord-Nederland (LD);1996;;4.3
8653;C Manufacturing;Noord-Nederland (LD);1997;;-0.4
8654;C Manufacturing;Noord-Nederland (LD);1998;;5.0
8655;C Manufacturing;Noord-Nederland (LD);1999;;6.9
8656;C Manufacturing;Noord-Nederland (LD);2000;;3.7
8657;C Manufacturing;Noord-Nederland (LD);2001;;0.8
8658;C Manufacturing;Noord-Nederland (LD);2002;;2.6
8659;C Manufacturing;Noord-Nederland (LD);2003;;-0.7
8660;C Manufacturing;Noord-Nederland (LD);2004;;-0.9
8661;C Manufacturing;Noord-Nederland (LD);2005;;4.4
8662;C Manufacturing;Noord-Nederland (LD);2006;;0.8
8663;C Manufacturing;Noord-Nederland (LD);2007;;2.9
8664;C Manufacturing;Noord-Nederland (LD);2008;;-5.1
8665;C Manufacturing;Noord-Nederland (LD);2009;;-5.6
8666;C Manufacturing;Noord-Nederland (LD);2010;;2.6
8667;C Manufacturing;Noord-Nederland (LD);2011;;2.6
8668;C Manufacturing;Noord-Nederland (LD);2012;;-2.5
8669;C Manufacturing;Noord-Nederland (LD);2013;;-2.3
8670;C Manufacturing;Noord-Nederland (LD);2014;;5.0
8671;C Manufacturing;Noord-Nederland (LD);2015;;3.0
8672;C Manufacturing;Noord-Nederland (LD);2016;;1.7
8673;C Manufacturing;Noord-Nederland (LD);2017;;7.3
8674;C Manufacturing;Noord-Nederland (LD);2018;;1.6
8675;C Manufacturing;Noord-Nederland (LD);2019;;1.7
8676;C Manufacturing;Noord-Nederland (LD);2020;;-0.8
8677;C Manufacturing;Noord-Nederland (LD);2021;;5.4
8678;C Manufacturing;Noord-Nederland (LD);2022;;5.2
8679;C Manufacturing;Noord-Nederland (LD);2023;;-2.8
8680;C Manufacturing;Oost-Nederland (LD);1996;;3.2
8681;C Manufacturing;Oost-Nederland (LD);1997;;2.6
8682;C Manufacturing;Oost-Nederland (LD);1998;;4.7
8683;C Manufacturing;Oost-Nederland (LD);1999;;4.6
8684;C Manufacturing;Oost-Nederland (LD);2000;;3.8
8685;C Manufacturing;Oost-Nederland (LD);2001;;5.4
8686;C Manufacturing;Oost-Nederland (LD);2002;;-0.8
8687;C Manufacturing;Oost-Nederland (LD);2003;;0.5
8688;C Manufacturing;Oost-Nederland (LD);2004;;1.9
8689;C Manufacturing;Oost-Nederland (LD);2005;;0.7
8690;C Manufacturing;Oost-Nederland (LD);2006;;3.5
8691;C Manufacturing;Oost-Nederland (LD);2007;;4.6
8692;C Manufacturing;Oost-Nederland (LD);2008;;0.0
8693;C Manufacturing;Oost-Nederland (LD);2009;;-4.2
8694;C Manufacturing;Oost-Nederland (LD);2010;;0.2
8695;C Manufacturing;Oost-Nederland (LD);2011;;6.9
8696;C Manufacturing;Oost-Nederland (LD);2012;;-4.2
8697;C Manufacturing;Oost-Nederland (LD);2013;;0.1
8698;C Manufacturing;Oost-Nederland (LD);2014;;2.7
8699;C Manufacturing;Oost-Nederland (LD);2015;;2.6
8700;C Manufacturing;Oost-Nederland (LD);2016;;2.4
8701;C Manufacturing;Oost-Nederland (LD);2017;;5.9
8702;C Manufacturing;Oost-Nederland (LD);2018;;6.2
8703;C Manufacturing;Oost-Nederland (LD);2019;;3.0
8704;C Manufacturing;Oost-Nederland (LD);2020;;-2.5
8705;C Manufacturing;Oost-Nederland (LD);2021;;12.7
8706;C Manufacturing;Oost-Nederland (LD);2022;;7.7
8707;C Manufacturing;Oost-Nederland (LD);2023;;-2.5
8708;C Manufacturing;West-Nederland (LD);1996;;-0.7
8709;C Manufacturing;West-Nederland (LD);1997;;1.0
8710;C Manufacturing;West-Nederland (LD);1998;;4.5
8711;C Manufacturing;West-Nederland (LD);1999;;1.7
8712;C Manufacturing;West-Nederland (LD);2000;;6.9
8713;C Manufacturing;West-Nederland (LD);2001;;3.1
8714;C Manufacturing;West-Nederland (LD);2002;;0.0
8715;C Manufacturing;West-Nederland (LD);2003;;-1.0
8716;C Manufacturing;West-Nederland (LD);2004;;5.3
8717;C Manufacturing;West-Nederland (LD);2005;;4.0
8718;C Manufacturing;West-Nederland (LD);2006;;2.0
8719;C Manufacturing;West-Nederland (LD);2007;;9.7
8720;C Manufacturing;West-Nederland (LD);2008;;0.2
8721;C Manufacturing;West-Nederland (LD);2009;;-14.3
8722;C Manufacturing;West-Nederland (LD);2010;;4.2
8723;C Manufacturing;West-Nederland (LD);2011;;4.1
8724;C Manufacturing;West-Nederland (LD);2012;;3.0
8725;C Manufacturing;West-Nederland (LD);2013;;0.6
8726;C Manufacturing;West-Nederland (LD);2014;;2.3
8727;C Manufacturing;West-Nederland (LD);2015;;1.8
8728;C Manufacturing;West-Nederland (LD);2016;;0.9
8729;C Manufacturing;West-Nederland (LD);2017;;7.0
8730;C Manufacturing;West-Nederland (LD);2018;;2.7
8731;C Manufacturing;West-Nederland (LD);2019;;-0.6
8732;C Manufacturing;West-Nederland (LD);2020;;-2.1
8733;C Manufacturing;West-Nederland (LD);2021;;8.4
8734;C Manufacturing;West-Nederland (LD);2022;;5.2
8735;C Manufacturing;West-Nederland (LD);2023;;-1.5
8736;C Manufacturing;Zuid-Nederland (LD);1996;;3.7
8737;C Manufacturing;Zuid-Nederland (LD);1997;;5.2
8738;C Manufacturing;Zuid-Nederland (LD);1998;;5.1
8739;C Manufacturing;Zuid-Nederland (LD);1999;;7.1
8740;C Manufacturing;Zuid-Nederland (LD);2000;;5.9
8741;C Manufacturing;Zuid-Nederland (LD);2001;;0.9
8742;C Manufacturing;Zuid-Nederland (LD);2002;;-2.1
8743;C Manufacturing;Zuid-Nederland (LD);2003;;-3.8
8744;C Manufacturing;Zuid-Nederland (LD);2004;;5.3
8745;C Manufacturing;Zuid-Nederland (LD);2005;;4.5
8746;C Manufacturing;Zuid-Nederland (LD);2006;;3.6
8747;C Manufacturing;Zuid-Nederland (LD);2007;;3.2
8748;C Manufacturing;Zuid-Nederland (LD);2008;;-1.1
8749;C Manufacturing;Zuid-Nederland (LD);2009;;-12.0
8750;C Manufacturing;Zuid-Nederland (LD);2010;;8.2
8751;C Manufacturing;Zuid-Nederland (LD);2011;;5.5
8752;C Manufacturing;Zuid-Nederland (LD);2012;;-1.3
8753;C Manufacturing;Zuid-Nederland (LD);2013;;-1.5
8754;C Manufacturing;Zuid-Nederland (LD);2014;;0.8
8755;C Manufacturing;Zuid-Nederland (LD);2015;;-0.8
8756;C Manufacturing;Zuid-Nederland (LD);2016;;5.6
8757;C Manufacturing;Zuid-Nederland (LD);2017;;7.6
8758;C Manufacturing;Zuid-Nederland (LD);2018;;7.1
8759;C Manufacturing;Zuid-Nederland (LD);2019;;1.6
8760;C Manufacturing;Zuid-Nederland (LD);2020;;-1.4
8761;C Manufacturing;Zuid-Nederland (LD);2021;;14.6
8762;C Manufacturing;Zuid-Nederland (LD);2022;;2.8
8763;C Manufacturing;Zuid-Nederland (LD);2023;;1.2
8764;C Manufacturing;Extra-Regio (LD);1996;;
8765;C Manufacturing;Extra-Regio (LD);1997;;
8766;C Manufacturing;Extra-Regio (LD);1998;;
8767;C Manufacturing;Extra-Regio (LD);1999;;
8768;C Manufacturing;Extra-Regio (LD);2000;;
8769;C Manufacturing;Extra-Regio (LD);2001;;
8770;C Manufacturing;Extra-Regio (LD);2002;;
8771;C Manufacturing;Extra-Regio (LD);2003;;
8772;C Manufacturing;Extra-Regio (LD);2004;;
8773;C Manufacturing;Extra-Regio (LD);2005;;
8774;C Manufacturing;Extra-Regio (LD);2006;;
8775;C Manufacturing;Extra-Regio (LD);2007;;
8776;C Manufacturing;Extra-Regio (LD);2008;;
8777;C Manufacturing;Extra-Regio (LD);2009;;
8778;C Manufacturing;Extra-Regio (LD);2010;;
8779;C Manufacturing;Extra-Regio (LD);2011;;
8780;C Manufacturing;Extra-Regio (LD);2012;;
8781;C Manufacturing;Extra-Regio (LD);2013;;
8782;C Manufacturing;Extra-Regio (LD);2014;;
8783;C Manufacturing;Extra-Regio (LD);2015;;
8784;C Manufacturing;Extra-Regio (LD);2016;;
8785;C Manufacturing;Extra-Regio (LD);2017;;
8786;C Manufacturing;Extra-Regio (LD);2018;;
8787;C Manufacturing;Extra-Regio (LD);2019;;
8788;C Manufacturing;Extra-Regio (LD);2020;;
8789;C Manufacturing;Extra-Regio (LD);2021;;
8790;C Manufacturing;Extra-Regio (LD);2022;;
8791;C Manufacturing;Extra-Regio (LD);2023;;
8792;C Manufacturing;Groningen (PV);1996;;6.8
8793;C Manufacturing;Groningen (PV);1997;;-1.3
8794;C Manufacturing;Groningen (PV);1998;;2.7
8795;C Manufacturing;Groningen (PV);1999;;6.1
8796;C Manufacturing;Groningen (PV);2000;;6.9
8797;C Manufacturing;Groningen (PV);2001;;-4.6
8798;C Manufacturing;Groningen (PV);2002;;3.3
8799;C Manufacturing;Groningen (PV);2003;;-6.1
8800;C Manufacturing;Groningen (PV);2004;;-0.5
8801;C Manufacturing;Groningen (PV);2005;;5.7
8802;C Manufacturing;Groningen (PV);2006;;-4.3
8803;C Manufacturing;Groningen (PV);2007;;-0.4
8804;C Manufacturing;Groningen (PV);2008;;-2.8
8805;C Manufacturing;Groningen (PV);2009;;-11.7
8806;C Manufacturing;Groningen (PV);2010;;1.6
8807;C Manufacturing;Groningen (PV);2011;;-0.8
8808;C Manufacturing;Groningen (PV);2012;;0.1
8809;C Manufacturing;Groningen (PV);2013;;-3.7
8810;C Manufacturing;Groningen (PV);2014;;4.3
8811;C Manufacturing;Groningen (PV);2015;;0.9
8812;C Manufacturing;Groningen (PV);2016;;1.4
8813;C Manufacturing;Groningen (PV);2017;;8.6
8814;C Manufacturing;Groningen (PV);2018;;0.8
8815;C Manufacturing;Groningen (PV);2019;;0.4
8816;C Manufacturing;Groningen (PV);2020;;-0.6
8817;C Manufacturing;Groningen (PV);2021;;-0.3
8818;C Manufacturing;Groningen (PV);2022;;7.0
8819;C Manufacturing;Groningen (PV);2023;;-8.1
8820;C Manufacturing;Fryslân (PV);1996;;4.5
8821;C Manufacturing;Fryslân (PV);1997;;0.6
8822;C Manufacturing;Fryslân (PV);1998;;4.3
8823;C Manufacturing;Fryslân (PV);1999;;11.1
8824;C Manufacturing;Fryslân (PV);2000;;5.9
8825;C Manufacturing;Fryslân (PV);2001;;3.8
8826;C Manufacturing;Fryslân (PV);2002;;0.6
8827;C Manufacturing;Fryslân (PV);2003;;3.4
8828;C Manufacturing;Fryslân (PV);2004;;2.5
8829;C Manufacturing;Fryslân (PV);2005;;1.6
8830;C Manufacturing;Fryslân (PV);2006;;1.9
8831;C Manufacturing;Fryslân (PV);2007;;6.5
8832;C Manufacturing;Fryslân (PV);2008;;-6.6
8833;C Manufacturing;Fryslân (PV);2009;;2.1
8834;C Manufacturing;Fryslân (PV);2010;;3.5
8835;C Manufacturing;Fryslân (PV);2011;;2.7
