ID;Onderwijskenmerk;Persoonskenmerken;Perioden;TotaalBevolking15Tot25Jaar_1;Beroepsbevolking_2;WerkzameBeroepsbevolking_3;WerklozeBeroepsbevolking_4;NietBeroepsbevolking_5;Werkloosheidspercentage_6;WilBetaaldWerkVan12UurOfMeer_7;KanOpKorteTermijnBeginnen_8;Afgelopen4WekenGezocht_9;Afgelopen4WekenNietGezocht_10;WelAfgelopen6MaandenGezocht_11;NietAfgelopen6MaandenGezocht_12;VanwegeWeinigResultaat_13;OverigeRedenen_14;KanNietOpKorteTermijnBeginnen_15;WilGeenBetaaldWerkVan12UurOfMeer_16;WilWerkVanMinderDan12UurPerWeek_17;ZorgVoorGezinOfHuishouden_18;OpleidingStudie_19;ZiekteArbeidsongeschiktheid_20;AndereRedenen_21;WilOfKanNietWerken_22;ZorgVoorGezinOfHuishouden_23;OpleidingStudie_24;ZiekteArbeidsongeschiktheid_25;AndereRedenen_26;WerknemersVasteArbeidsrelatie_27;WerknemersFlexibeleArbeidsrelatie_28;Zelfstandigen_29;PositieWerkkringOnbekend_30;Arbeidsduur4UurOfMinder_31;Arbeidsduur5Tot12Uur_32;Arbeidsduur12Tot20Uur_33;Arbeidsduur20Tot35Uur_34;Arbeidsduur35UurOfMeer_35;ArbeidsduurOnbekend_36
266;Onderwijsvolgenden 15 tot 25 jaar;18 jaar;2003;152.0;44.0;41.0;4.0;108.0;8.2;12.0;9.0;4.0;5.0;2.0;4.0;;3.0;3.0;99.0;56.0;;55.0;;2.0;43.0;;42.0;;;52.0;42.0;;;12.0;42.0;17.0;14.0;10.0;57.0
267;Onderwijsvolgenden 15 tot 25 jaar;18 jaar;2004;160.0;43.0;36.0;7.0;116.0;16.1;16.0;13.0;7.0;6.0;2.0;4.0;;3.0;3.0;108.0;69.0;;68.0;;;39.0;;38.0;;;50.0;45.0;3.0;;15.0;46.0;13.0;13.0;10.0;63.0
268;Onderwijsvolgenden 15 tot 25 jaar;18 jaar;2005;163.0;40.0;34.0;6.0;123.0;14.0;14.0;12.0;6.0;6.0;2.0;4.0;;3.0;3.0;114.0;73.0;;70.0;;2.0;42.0;;40.0;;;47.0;45.0;2.0;;16.0;44.0;17.0;11.0;7.0;69.0
269;Onderwijsvolgenden 15 tot 25 jaar;18 jaar;2006;163.0;43.0;37.0;6.0;120.0;14.4;16.0;12.0;6.0;6.0;2.0;4.0;;3.0;3.0;110.0;70.0;;67.0;;2.0;41.0;;38.0;;2.0;43.0;51.0;3.0;;13.0;48.0;17.0;12.0;8.0;65.0
270;Onderwijsvolgenden 15 tot 25 jaar;19 jaar;2001;135.0;45.0;40.0;5.0;90.0;11.0;11.0;8.0;5.0;3.0;;2.0;;2.0;3.0;84.0;51.0;;50.0;;;33.0;;33.0;;;49.0;35.0;2.0;;10.0;36.0;12.0;13.0;15.0;49.0
271;Onderwijsvolgenden 15 tot 25 jaar;19 jaar;2002;132.0;40.0;35.0;4.0;92.0;11.3;11.0;9.0;4.0;4.0;;4.0;;3.0;3.0;85.0;47.0;;46.0;;;38.0;;36.0;;;43.0;36.0;3.0;;7.0;39.0;13.0;15.0;8.0;50.0
272;Onderwijsvolgenden 15 tot 25 jaar;19 jaar;2003;131.0;44.0;39.0;5.0;87.0;10.7;12.0;9.0;5.0;5.0;;4.0;;3.0;2.0;80.0;50.0;;48.0;;;30.0;;29.0;;;46.0;37.0;2.0;;10.0;35.0;16.0;13.0;10.0;46.0
273;Onderwijsvolgenden 15 tot 25 jaar;19 jaar;2004;143.0;45.0;39.0;6.0;97.0;13.8;14.0;11.0;6.0;5.0;;3.0;;3.0;3.0;90.0;54.0;;53.0;;2.0;35.0;;34.0;;;45.0;42.0;2.0;;12.0;38.0;15.0;12.0;12.0;54.0
274;Onderwijsvolgenden 15 tot 25 jaar;19 jaar;2005;145.0;46.0;40.0;6.0;99.0;12.9;17.0;14.0;6.0;8.0;3.0;5.0;;4.0;3.0;88.0;54.0;;53.0;;;34.0;;33.0;;;48.0;41.0;;;13.0;37.0;16.0;13.0;12.0;55.0
275;Onderwijsvolgenden 15 tot 25 jaar;19 jaar;2006;146.0;45.0;40.0;5.0;101.0;10.7;13.0;11.0;5.0;6.0;2.0;4.0;;4.0;2.0;93.0;58.0;;56.0;;2.0;34.0;;34.0;;;43.0;46.0;2.0;;11.0;40.0;16.0;11.0;13.0;54.0
276;Onderwijsvolgenden 15 tot 25 jaar;20 jaar;2001;119.0;41.0;38.0;3.0;78.0;7.4;9.0;7.0;3.0;3.0;;3.0;;3.0;2.0;73.0;42.0;;40.0;;;31.0;;29.0;;2.0;41.0;30.0;2.0;;7.0;28.0;16.0;10.0;13.0;46.0
277;Onderwijsvolgenden 15 tot 25 jaar;20 jaar;2002;112.0;42.0;40.0;2.0;70.0;5.5;10.0;6.0;2.0;4.0;;2.0;;2.0;4.0;62.0;34.0;;33.0;;;28.0;;28.0;;;38.0;31.0;;;8.0;23.0;14.0;12.0;14.0;41.0
278;Onderwijsvolgenden 15 tot 25 jaar;20 jaar;2003;113.0;41.0;37.0;4.0;72.0;9.4;9.0;6.0;4.0;3.0;;2.0;;;3.0;67.0;44.0;;43.0;;;23.0;;21.0;;;44.0;32.0;;;7.0;33.0;12.0;12.0;12.0;37.0
279;Onderwijsvolgenden 15 tot 25 jaar;20 jaar;2004;122.0;41.0;34.0;7.0;82.0;17.1;15.0;12.0;7.0;5.0;;3.0;;2.0;3.0;74.0;46.0;;45.0;;;28.0;;27.0;;;41.0;36.0;2.0;;9.0;36.0;13.0;11.0;10.0;43.0
280;Onderwijsvolgenden 15 tot 25 jaar;20 jaar;2005;130.0;43.0;37.0;6.0;87.0;13.4;14.0;12.0;6.0;6.0;2.0;4.0;;4.0;2.0;78.0;50.0;;48.0;;;29.0;;27.0;;;41.0;38.0;3.0;;10.0;35.0;11.0;14.0;12.0;48.0
281;Onderwijsvolgenden 15 tot 25 jaar;20 jaar;2006;130.0;45.0;41.0;5.0;84.0;10.7;15.0;11.0;5.0;6.0;2.0;4.0;;3.0;4.0;75.0;46.0;;44.0;;;29.0;;28.0;;;43.0;40.0;2.0;;12.0;33.0;15.0;12.0;13.0;45.0
282;Onderwijsvolgenden 15 tot 25 jaar;21 jaar;2001;103.0;45.0;41.0;4.0;58.0;8.3;7.0;6.0;4.0;2.0;;;;;;55.0;32.0;;31.0;;;23.0;;23.0;;;38.0;30.0;3.0;;6.0;23.0;12.0;13.0;16.0;33.0
283;Onderwijsvolgenden 15 tot 25 jaar;21 jaar;2002;103.0;43.0;39.0;5.0;59.0;11.3;8.0;7.0;5.0;2.0;;2.0;;;2.0;56.0;34.0;;33.0;;;22.0;;20.0;;;41.0;30.0;;;7.0;27.0;16.0;11.0;12.0;30.0
284;Onderwijsvolgenden 15 tot 25 jaar;21 jaar;2003;101.0;37.0;32.0;4.0;65.0;11.8;10.0;8.0;4.0;4.0;;3.0;;3.0;2.0;59.0;39.0;;37.0;;2.0;20.0;;19.0;;;38.0;28.0;2.0;;7.0;29.0;12.0;8.0;13.0;33.0
285;Onderwijsvolgenden 15 tot 25 jaar;21 jaar;2004;102.0;38.0;33.0;6.0;64.0;14.4;14.0;10.0;6.0;5.0;2.0;3.0;;2.0;3.0;56.0;33.0;;31.0;;2.0;23.0;;22.0;;;34.0;31.0;2.0;;11.0;23.0;11.0;9.0;14.0;35.0
286;Onderwijsvolgenden 15 tot 25 jaar;21 jaar;2005;108.0;37.0;32.0;5.0;71.0;14.0;15.0;12.0;5.0;7.0;2.0;4.0;;3.0;3.0;61.0;39.0;;37.0;;2.0;23.0;;21.0;;;35.0;33.0;2.0;;8.0;30.0;10.0;9.0;13.0;38.0
287;Onderwijsvolgenden 15 tot 25 jaar;21 jaar;2006;115.0;46.0;42.0;4.0;69.0;8.7;10.0;7.0;4.0;3.0;2.0;;;;3.0;63.0;38.0;;37.0;;;25.0;;24.0;;;37.0;40.0;2.0;;9.0;29.0;15.0;13.0;14.0;35.0
288;Onderwijsvolgenden 15 tot 25 jaar;22 jaar;2001;86.0;37.0;35.0;2.0;49.0;5.8;7.0;4.0;2.0;2.0;;;;;2.0;44.0;26.0;;25.0;;;18.0;;17.0;;;31.0;27.0;2.0;;4.0;21.0;11.0;9.0;16.0;26.0
289;Onderwijsvolgenden 15 tot 25 jaar;22 jaar;2002;87.0;36.0;33.0;3.0;50.0;9.2;8.0;6.0;3.0;3.0;;2.0;;2.0;2.0;46.0;26.0;;25.0;;;20.0;;18.0;;;31.0;26.0;;;4.0;21.0;9.0;10.0;15.0;29.0
290;Onderwijsvolgenden 15 tot 25 jaar;22 jaar;2003;84.0;36.0;32.0;4.0;49.0;10.8;9.0;7.0;4.0;4.0;;3.0;;3.0;2.0;43.0;27.0;;26.0;;;16.0;;16.0;;;34.0;22.0;2.0;;6.0;20.0;10.0;9.0;12.0;26.0
291;Onderwijsvolgenden 15 tot 25 jaar;22 jaar;2004;85.0;34.0;30.0;4.0;51.0;11.6;11.0;9.0;4.0;5.0;2.0;3.0;;3.0;2.0;43.0;23.0;;23.0;;;20.0;;19.0;;;29.0;23.0;2.0;;5.0;18.0;10.0;8.0;13.0;32.0
292;Onderwijsvolgenden 15 tot 25 jaar;22 jaar;2005;90.0;42.0;37.0;5.0;48.0;11.0;12.0;9.0;5.0;5.0;;4.0;;3.0;3.0;41.0;25.0;;24.0;;;16.0;;15.0;;;35.0;24.0;3.0;;5.0;19.0;13.0;12.0;13.0;28.0
293;Onderwijsvolgenden 15 tot 25 jaar;22 jaar;2006;94.0;39.0;36.0;3.0;55.0;7.9;10.0;8.0;3.0;5.0;2.0;3.0;;3.0;2.0;49.0;29.0;;28.0;;;20.0;;19.0;;;35.0;27.0;2.0;;7.0;21.0;11.0;12.0;13.0;30.0
294;Onderwijsvolgenden 15 tot 25 jaar;23 jaar;2001;67.0;31.0;28.0;3.0;36.0;8.8;7.0;5.0;3.0;2.0;;;;;2.0;33.0;16.0;;16.0;;;16.0;;16.0;;;25.0;17.0;;;2.0;12.0;7.0;7.0;14.0;25.0
295;Onderwijsvolgenden 15 tot 25 jaar;23 jaar;2002;74.0;34.0;30.0;4.0;40.0;12.5;8.0;6.0;4.0;2.0;;;;;;37.0;21.0;;20.0;;;16.0;;15.0;;;27.0;20.0;4.0;;6.0;15.0;9.0;8.0;13.0;24.0
296;Onderwijsvolgenden 15 tot 25 jaar;23 jaar;2003;72.0;31.0;28.0;3.0;41.0;8.1;8.0;6.0;3.0;3.0;2.0;2.0;;2.0;3.0;35.0;23.0;;23.0;;;12.0;;12.0;;;32.0;16.0;3.0;;4.0;19.0;7.0;9.0;13.0;21.0
297;Onderwijsvolgenden 15 tot 25 jaar;23 jaar;2004;75.0;35.0;32.0;3.0;40.0;7.7;9.0;6.0;3.0;3.0;2.0;;;;3.0;34.0;17.0;;17.0;;;17.0;;16.0;;;31.0;19.0;2.0;;6.0;14.0;10.0;11.0;11.0;24.0
298;Onderwijsvolgenden 15 tot 25 jaar;23 jaar;2005;74.0;32.0;29.0;3.0;42.0;10.8;11.0;7.0;3.0;4.0;;2.0;;2.0;4.0;35.0;18.0;;18.0;;;16.0;;16.0;;;26.0;19.0;;;4.0;14.0;8.0;9.0;12.0;27.0
299;Onderwijsvolgenden 15 tot 25 jaar;23 jaar;2006;75.0;34.0;28.0;5.0;41.0;15.6;10.0;8.0;5.0;3.0;;2.0;;2.0;2.0;36.0;21.0;;20.0;;;16.0;;14.0;;;28.0;20.0;3.0;;4.0;18.0;7.0;7.0;14.0;25.0
300;Onderwijsvolgenden 15 tot 25 jaar;24 jaar;2001;47.0;27.0;25.0;;21.0;;3.0;2.0;;;;;;;;19.0;7.0;;7.0;;;12.0;;11.0;;;20.0;11.0;;;2.0;6.0;7.0;6.0;13.0;15.0
301;Onderwijsvolgenden 15 tot 25 jaar;24 jaar;2002;59.0;33.0;32.0;;25.0;;4.0;3.0;;;;;;;;23.0;13.0;;13.0;;;10.0;;9.0;;;31.0;13.0;;;;12.0;7.0;10.0;16.0;14.0
302;Onderwijsvolgenden 15 tot 25 jaar;24 jaar;2003;56.0;31.0;29.0;2.0;25.0;7.2;7.0;6.0;2.0;3.0;;2.0;;2.0;2.0;20.0;10.0;;10.0;;;10.0;;8.0;;;23.0;16.0;;;2.0;9.0;7.0;9.0;13.0;16.0
303;Onderwijsvolgenden 15 tot 25 jaar;24 jaar;2004;63.0;32.0;28.0;4.0;32.0;11.1;10.0;8.0;4.0;4.0;2.0;2.0;;2.0;3.0;25.0;13.0;;13.0;;;12.0;;11.0;;;27.0;13.0;2.0;;2.0;12.0;5.0;8.0;15.0;22.0
304;Onderwijsvolgenden 15 tot 25 jaar;24 jaar;2005;68.0;36.0;33.0;3.0;32.0;8.6;8.0;6.0;3.0;3.0;;2.0;;2.0;2.0;26.0;15.0;;14.0;;;12.0;;11.0;;;29.0;17.0;;;2.0;12.0;9.0;8.0;16.0;20.0
305;Onderwijsvolgenden 15 tot 25 jaar;24 jaar;2006;62.0;33.0;30.0;3.0;29.0;9.9;7.0;6.0;3.0;2.0;;2.0;;2.0;2.0;25.0;11.0;;11.0;;;14.0;;13.0;;;22.0;15.0;3.0;;3.0;7.0;7.0;9.0;14.0;22.0
306;Onderwijsvolgenden 15 tot 25 jaar;Onderwijsniveau: laag;2001;738.0;176.0;159.0;16.0;562.0;9.2;45.0;30.0;16.0;14.0;4.0;10.0;;9.0;15.0;533.0;301.0;;291.0;;9.0;232.0;;221.0;;8.0;202.0;184.0;14.0;;57.0;184.0;53.0;54.0;53.0;338.0
307;Onderwijsvolgenden 15 tot 25 jaar;Onderwijsniveau: laag;2002;755.0;158.0;139.0;19.0;597.0;12.1;48.0;34.0;19.0;15.0;4.0;11.0;2.0;8.0;14.0;568.0;317.0;;304.0;;12.0;251.0;;239.0;4.0;8.0;192.0;187.0;13.0;;63.0;190.0;52.0;49.0;38.0;364.0
308;Onderwijsvolgenden 15 tot 25 jaar;Onderwijsniveau: laag;2003;762.0;157.0;137.0;20.0;605.0;12.8;55.0;41.0;20.0;21.0;7.0;14.0;3.0;12.0;14.0;569.0;317.0;;307.0;;10.0;252.0;;240.0;3.0;9.0;197.0;172.0;13.0;;67.0;178.0;50.0;46.0;41.0;380.0
309;Onderwijsvolgenden 15 tot 25 jaar;Onderwijsniveau: laag;2004;776.0;158.0;131.0;27.0;618.0;16.9;63.0;49.0;27.0;23.0;8.0;15.0;3.0;12.0;13.0;582.0;331.0;;319.0;;11.0;251.0;;235.0;2.0;12.0;181.0;187.0;12.0;;73.0;176.0;43.0;47.0;41.0;396.0
310;Onderwijsvolgenden 15 tot 25 jaar;Onderwijsniveau: laag;2005;797.0;153.0;128.0;26.0;643.0;16.7;67.0;51.0;26.0;26.0;9.0;17.0;4.0;12.0;16.0;602.0;356.0;;338.0;;16.0;246.0;;232.0;3.0;11.0;172.0;196.0;13.0;;81.0;172.0;48.0;42.0;38.0;415.0
311;Onderwijsvolgenden 15 tot 25 jaar;Onderwijsniveau: laag;2006;814.0;159.0;135.0;24.0;655.0;15.2;68.0;53.0;24.0;29.0;12.0;17.0;3.0;14.0;15.0;611.0;364.0;;349.0;2.0;13.0;247.0;;229.0;3.0;14.0;177.0;211.0;15.0;;93.0;175.0;47.0;44.0;44.0;411.0
312;Onderwijsvolgenden 15 tot 25 jaar;Onderwijsniveau: middelbaar;2001;449.0;153.0;138.0;15.0;296.0;9.8;34.0;28.0;15.0;13.0;4.0;9.0;;8.0;6.0;277.0;163.0;;160.0;;4.0;114.0;;110.0;;3.0;144.0;130.0;10.0;;32.0;114.0;51.0;36.0;50.0;165.0
313;Onderwijsvolgenden 15 tot 25 jaar;Onderwijsniveau: middelbaar;2002;452.0;161.0;145.0;16.0;291.0;10.2;36.0;28.0;16.0;12.0;2.0;9.0;;9.0;8.0;271.0;162.0;;158.0;;3.0;109.0;;106.0;;2.0;156.0;134.0;8.0;;32.0;121.0;55.0;40.0;49.0;154.0
314;Onderwijsvolgenden 15 tot 25 jaar;Onderwijsniveau: middelbaar;2003;449.0;152.0;136.0;16.0;297.0;10.7;42.0;34.0;16.0;17.0;4.0;13.0;2.0;12.0;8.0;271.0;173.0;;169.0;;3.0;98.0;;94.0;;4.0;161.0;127.0;9.0;;35.0;126.0;53.0;43.0;41.0;153.0
315;Onderwijsvolgenden 15 tot 25 jaar;Onderwijsniveau: middelbaar;2004;459.0;146.0;127.0;20.0;313.0;13.6;54.0;41.0;20.0;21.0;8.0;14.0;2.0;12.0;13.0;278.0;172.0;;167.0;;4.0;106.0;;102.0;;3.0;149.0;135.0;9.0;;42.0;124.0;51.0;32.0;44.0;167.0
316;Onderwijsvolgenden 15 tot 25 jaar;Onderwijsniveau: middelbaar;2005;466.0;158.0;137.0;21.0;309.0;13.2;56.0;45.0;21.0;24.0;8.0;16.0;2.0;14.0;11.0;273.0;173.0;;167.0;;5.0;100.0;;96.0;;4.0;152.0;137.0;8.0;;38.0;122.0;51.0;40.0;46.0;170.0
317;Onderwijsvolgenden 15 tot 25 jaar;Onderwijsniveau: middelbaar;2006;464.0;160.0;141.0;18.0;304.0;11.5;46.0;37.0;18.0;19.0;6.0;13.0;;12.0;9.0;276.0;177.0;;171.0;;5.0;100.0;;94.0;;4.0;142.0;155.0;11.0;;38.0;128.0;56.0;41.0;44.0;157.0
318;Onderwijsvolgenden 15 tot 25 jaar;Onderwijsniveau: hoog;2001;39.0;21.0;19.0;2.0;18.0;10.2;4.0;4.0;2.0;2.0;;;;;;15.0;8.0;;8.0;;;7.0;;7.0;;;18.0;8.0;;;;6.0;7.0;5.0;8.0;12.0
319;Onderwijsvolgenden 15 tot 25 jaar;Onderwijsniveau: hoog;2002;43.0;24.0;21.0;2.0;19.0;10.4;5.0;4.0;2.0;2.0;;;;;;17.0;11.0;;11.0;;;6.0;;5.0;;;19.0;11.0;2.0;;2.0;8.0;5.0;8.0;8.0;11.0
320;Onderwijsvolgenden 15 tot 25 jaar;Onderwijsniveau: hoog;2003;48.0;24.0;21.0;3.0;24.0;12.0;5.0;4.0;3.0;;;;;;;21.0;16.0;;16.0;;;5.0;;5.0;;;24.0;11.0;;;3.0;12.0;6.0;4.0;11.0;11.0
321;Onderwijsvolgenden 15 tot 25 jaar;Onderwijsniveau: hoog;2004;75.0;30.0;26.0;4.0;44.0;12.5;10.0;7.0;4.0;4.0;;3.0;;2.0;2.0;38.0;20.0;;19.0;;;18.0;;16.0;;;27.0;19.0;2.0;;5.0;17.0;7.0;9.0;10.0;27.0
322;Onderwijsvolgenden 15 tot 25 jaar;Onderwijsniveau: hoog;2005;79.0;31.0;28.0;3.0;48.0;8.3;8.0;7.0;3.0;4.0;;3.0;;3.0;;43.0;26.0;;24.0;;2.0;16.0;;16.0;;;25.0;24.0;2.0;;4.0;18.0;12.0;7.0;9.0;29.0
323;Onderwijsvolgenden 15 tot 25 jaar;Onderwijsniveau: hoog;2006;74.0;32.0;28.0;4.0;43.0;11.0;9.0;7.0;4.0;3.0;2.0;2.0;;2.0;2.0;38.0;21.0;;20.0;;;17.0;;16.0;;;26.0;22.0;3.0;;5.0;17.0;11.0;6.0;11.0;24.0
324;Onderwijsvolgenden 15 tot 25 jaar;Onderwijsniveau: onbekend;2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
325;Onderwijsvolgenden 15 tot 25 jaar;Onderwijsniveau: onbekend;2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
326;Onderwijsvolgenden 15 tot 25 jaar;Onderwijsniveau: onbekend;2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
327;Onderwijsvolgenden 15 tot 25 jaar;Onderwijsniveau: onbekend;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
328;Onderwijsvolgenden 15 tot 25 jaar;Onderwijsniveau: onbekend;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
329;Onderwijsvolgenden 15 tot 25 jaar;Onderwijsniveau: onbekend;2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
330;Onderwijsvolgenden 15 tot 25 jaar;Autochtonen;2001;981.0;296.0;270.0;26.0;684.0;8.8;62.0;47.0;26.0;21.0;6.0;15.0;2.0;13.0;16.0;648.0;392.0;;382.0;;9.0;255.0;;245.0;2.0;9.0;313.0;272.0;21.0;;78.0;258.0;89.0;83.0;98.0;374.0
331;Onderwijsvolgenden 15 tot 25 jaar;Autochtonen;2002;981.0;283.0;254.0;29.0;698.0;10.2;70.0;50.0;29.0;21.0;4.0;17.0;2.0;14.0;20.0;657.0;400.0;;386.0;;12.0;258.0;;248.0;3.0;7.0;316.0;273.0;17.0;;81.0;271.0;91.0;82.0;82.0;374.0
332;Onderwijsvolgenden 15 tot 25 jaar;Autochtonen;2003;997.0;270.0;243.0;28.0;726.0;10.2;74.0;57.0;28.0;30.0;7.0;23.0;3.0;19.0;17.0;680.0;426.0;;414.0;;10.0;254.0;;243.0;3.0;9.0;328.0;258.0;20.0;;92.0;271.0;85.0;79.0;79.0;392.0
333;Onderwijsvolgenden 15 tot 25 jaar;Autochtonen;2004;1010.0;260.0;225.0;34.0;750.0;13.1;88.0;66.0;34.0;32.0;9.0;22.0;3.0;19.0;22.0;697.0;434.0;;420.0;;12.0;263.0;;249.0;3.0;11.0;302.0;276.0;20.0;;102.0;270.0;72.0;72.0;81.0;413.0
334;Onderwijsvolgenden 15 tot 25 jaar;Autochtonen;2005;1037.0;270.0;238.0;32.0;767.0;11.9;91.0;70.0;32.0;38.0;11.0;27.0;4.0;23.0;20.0;709.0;453.0;;433.0;2.0;18.0;256.0;;242.0;3.0;11.0;298.0;291.0;19.0;;107.0;263.0;88.0;72.0;78.0;429.0
335;Onderwijsvolgenden 15 tot 25 jaar;Autochtonen;2006;1058.0;290.0;256.0;34.0;769.0;11.7;86.0;69.0;34.0;35.0;12.0;24.0;3.0;20.0;17.0;716.0;463.0;;447.0;2.0;14.0;253.0;;236.0;3.0;13.0;301.0;321.0;25.0;;118.0;273.0;93.0;76.0;86.0;411.0
336;Onderwijsvolgenden 15 tot 25 jaar;Allochtonen;2001;244.0;53.0;46.0;7.0;191.0;13.9;21.0;15.0;7.0;8.0;3.0;5.0;;4.0;6.0;177.0;80.0;;76.0;;4.0;97.0;;93.0;;3.0;49.0;51.0;3.0;;12.0;46.0;21.0;12.0;13.0;141.0
337;Onderwijsvolgenden 15 tot 25 jaar;Allochtonen;2002;270.0;61.0;52.0;9.0;209.0;15.0;20.0;16.0;9.0;7.0;3.0;4.0;;3.0;3.0;198.0;90.0;;87.0;;3.0;108.0;;103.0;;3.0;51.0;58.0;6.0;;16.0;47.0;23.0;16.0;13.0;155.0
338;Onderwijsvolgenden 15 tot 25 jaar;Allochtonen;2003;262.0;63.0;51.0;12.0;199.0;18.4;29.0;22.0;12.0;10.0;5.0;6.0;;5.0;7.0;182.0;81.0;;77.0;;4.0;101.0;;96.0;;4.0;55.0;52.0;3.0;;13.0;46.0;24.0;15.0;13.0;152.0
339;Onderwijsvolgenden 15 tot 25 jaar;Allochtonen;2004;300.0;75.0;59.0;16.0;225.0;21.7;39.0;32.0;16.0;16.0;7.0;9.0;2.0;7.0;7.0;202.0;90.0;;86.0;;4.0;112.0;;105.0;;6.0;54.0;65.0;3.0;;18.0;46.0;28.0;17.0;14.0;177.0
340;Onderwijsvolgenden 15 tot 25 jaar;Allochtonen;2005;305.0;72.0;55.0;17.0;233.0;23.3;41.0;33.0;17.0;16.0;8.0;8.0;2.0;6.0;8.0;208.0;102.0;;97.0;;5.0;106.0;;102.0;;4.0;50.0;67.0;4.0;;16.0;50.0;23.0;17.0;16.0;184.0
341;Onderwijsvolgenden 15 tot 25 jaar;Allochtonen;2006;293.0;60.0;48.0;12.0;232.0;19.8;36.0;28.0;12.0;16.0;8.0;8.0;;7.0;8.0;208.0;98.0;;94.0;;4.0;110.0;;103.0;;5.0;44.0;66.0;3.0;;18.0;47.0;21.0;14.0;14.0;180.0
342;Onderwijsvolgenden 15 tot 25 jaar;Westerse allochtonen;2001;93.0;20.0;17.0;3.0;73.0;13.4;8.0;6.0;3.0;3.0;;3.0;;2.0;2.0;68.0;35.0;;33.0;;2.0;33.0;;31.0;;2.0;23.0;22.0;;;8.0;20.0;9.0;4.0;4.0;48.0
343;Onderwijsvolgenden 15 tot 25 jaar;Westerse allochtonen;2002;101.0;25.0;23.0;3.0;76.0;10.8;8.0;6.0;3.0;4.0;2.0;2.0;;2.0;;71.0;36.0;;35.0;;;35.0;;33.0;;;23.0;23.0;4.0;;10.0;18.0;9.0;7.0;7.0;50.0
344;Onderwijsvolgenden 15 tot 25 jaar;Westerse allochtonen;2003;91.0;23.0;20.0;3.0;68.0;11.5;8.0;6.0;3.0;4.0;;3.0;;2.0;2.0;62.0;30.0;;28.0;;2.0;33.0;;31.0;;2.0;23.0;20.0;;;6.0;17.0;9.0;5.0;6.0;47.0
345;Onderwijsvolgenden 15 tot 25 jaar;Westerse allochtonen;2004;98.0;23.0;19.0;5.0;75.0;20.7;13.0;12.0;5.0;7.0;2.0;5.0;;4.0;2.0;66.0;38.0;;36.0;;2.0;28.0;;27.0;;2.0;24.0;23.0;2.0;;9.0;21.0;8.0;5.0;6.0;49.0
346;Onderwijsvolgenden 15 tot 25 jaar;Westerse allochtonen;2005;101.0;26.0;21.0;5.0;75.0;19.0;11.0;9.0;5.0;4.0;2.0;2.0;;;2.0;68.0;39.0;;36.0;;2.0;29.0;;28.0;;;20.0;30.0;2.0;;7.0;23.0;9.0;6.0;6.0;50.0
347;Onderwijsvolgenden 15 tot 25 jaar;Westerse allochtonen;2006;94.0;22.0;20.0;2.0;72.0;10.5;8.0;6.0;2.0;4.0;;2.0;;2.0;3.0;66.0;36.0;;35.0;;;30.0;;27.0;;2.0;19.0;24.0;2.0;;8.0;16.0;7.0;6.0;6.0;50.0
348;Onderwijsvolgenden 15 tot 25 jaar;Niet-westerse allochtonen;2001;151.0;33.0;29.0;5.0;118.0;14.1;13.0;9.0;5.0;5.0;3.0;2.0;;2.0;4.0;109.0;45.0;;43.0;;;65.0;;62.0;;;27.0;29.0;3.0;;4.0;25.0;12.0;8.0;8.0;93.0
349;Onderwijsvolgenden 15 tot 25 jaar;Niet-westerse allochtonen;2002;169.0;35.0;29.0;6.0;134.0;18.0;12.0;10.0;6.0;4.0;2.0;2.0;;2.0;2.0;128.0;54.0;;52.0;;;73.0;;70.0;;2.0;28.0;35.0;;;6.0;28.0;13.0;9.0;7.0;105.0
350;Onderwijsvolgenden 15 tot 25 jaar;Niet-westerse allochtonen;2003;171.0;40.0;31.0;9.0;131.0;22.4;20.0;15.0;9.0;6.0;3.0;3.0;;2.0;5.0;119.0;52.0;;49.0;;2.0;68.0;;65.0;;2.0;32.0;32.0;2.0;;7.0;28.0;15.0;9.0;7.0;105.0
351;Onderwijsvolgenden 15 tot 25 jaar;Niet-westerse allochtonen;2004;202.0;52.0;40.0;11.0;150.0;22.1;26.0;21.0;11.0;9.0;5.0;4.0;2.0;3.0;5.0;136.0;52.0;;50.0;;2.0;84.0;;78.0;;4.0;31.0;42.0;;;9.0;25.0;20.0;12.0;8.0;128.0
352;Onderwijsvolgenden 15 tot 25 jaar;Niet-westerse allochtonen;2005;204.0;46.0;34.0;12.0;158.0;25.7;30.0;24.0;12.0;12.0;6.0;6.0;;5.0;6.0;140.0;63.0;;60.0;;3.0;77.0;;73.0;;3.0;31.0;37.0;2.0;;9.0;27.0;14.0;11.0;10.0;134.0
