ID;SBI93EnBedrijfsgrootte;Perioden;Vacatures_1;OntstaneVacatures_2;VervuldeVacatures_3;Vacatures_4;OntstaneVacatures_5;VervuldeVacatures_6
685;G-K Commerciële dienstverlening;2003 1e kwartaal;;;;66.0;99.0;95.0
686;G-K Commerciële dienstverlening;2003 2e kwartaal;;;;68.9;100.0;97.0
687;G-K Commerciële dienstverlening;2003 3e kwartaal;;;;41.2;79.0;106.0
688;G-K Commerciële dienstverlening;2003 4e kwartaal;;;;52.4;93.0;82.0
689;G-K Commerciële dienstverlening;2003 jaargem./jaartotaal;;;;58.3;371.0;380.0
690;G-K Commerciële dienstverlening;2004 1e kwartaal;;;;67.6;103.0;88.0
691;G-K Commerciële dienstverlening;2004 2e kwartaal;;;;74.9;117.0;110.0
692;G-K Commerciële dienstverlening;2004 3e kwartaal;;;;62.5;98.0;110.0
693;G-K Commerciële dienstverlening;2004 4e kwartaal;;;;70.2;105.0;97.0
694;G-K Commerciële dienstverlening;2004 jaargem./jaartotaal;;;;66.6;423.0;405.0
695;G-K Commerciële dienstverlening;2005 1e kwartaal;;;;92.7;129.0;106.0
696;G-K Commerciële dienstverlening;2005 2e kwartaal;;;;89.4;122.0;126.0
697;G-K Commerciële dienstverlening;2005 3e kwartaal;;;;91.7;136.0;134.0
698;G-K Commerciële dienstverlening;2005 4e kwartaal;;;;91.2;125.0;126.0
699;G-K Commerciële dienstverlening;2005 jaargem./jaartotaal;;;;88.6;513.0;492.0
700;G-K Commerciële dienstverlening;2006 1e kwartaal;;;;109.8;152.0;134.0
701;G-K Commerciële dienstverlening;2006 2e kwartaal;;;;122.3;170.0;157.0
702;G-K Commerciële dienstverlening;2006 3e kwartaal;;;;118.5;155.0;159.0
703;G-K Commerciële dienstverlening;2006 4e kwartaal;131.7;153.0;157.0;119.3;142.0;141.0
704;G-K Commerciële dienstverlening;2006 jaargem./jaartotaal;;;;113.9;620.0;592.0
705;G-K Commerciële dienstverlening;2007 1e kwartaal;141.5;176.0;166.0;;;
706;G-K Commerciële dienstverlening;2007 2e kwartaal;143.9;177.0;175.0;;;
707;G-K Commerciële dienstverlening;2007 3e kwartaal;136.7;158.0;165.0;;;
708;G-K Commerciële dienstverlening;2007 4e kwartaal;140.5;161.0;157.0;;;
709;G-K Commerciële dienstverlening;2007 jaargem./jaartotaal;139.6;672.0;663.0;;;
710;G-K Commerciële dienstverlening;2008 1e kwartaal;139.9;159.0;160.0;;;
711;G-K Commerciële dienstverlening;2008 2e kwartaal;144.2;170.0;165.0;;;
712;G-K Commerciële dienstverlening;2008 3e kwartaal;130.6;156.0;170.0;;;
713;G-K Commerciële dienstverlening;2008 4e kwartaal;100.0;123.0;154.0;;;
714;G-K Commerciële dienstverlening;2008 jaargem./jaartotaal;133.8;609.0;649.0;;;
715;G-K Commerciële dienstverlening;2009 1e kwartaal;80.4;109.0;129.0;;;
716;G-K Commerciële dienstverlening;2009 2e kwartaal;68.1;106.0;119.0;;;
717;G-K Commerciële dienstverlening;2009 3e kwartaal;64.0;109.0;113.0;;;
718;G-K Commerciële dienstverlening;2009 4e kwartaal;60.2;103.0;106.0;;;
719;G-K Commerciële dienstverlening;2009 jaargem./jaartotaal;73.1;427.0;466.0;;;
720;"G Reparatie consumentenartikelen; handel";1994 1e kwartaal;;;;7.7;23.0;22.0
721;"G Reparatie consumentenartikelen; handel";1994 2e kwartaal;;;;8.2;25.0;24.0
722;"G Reparatie consumentenartikelen; handel";1994 3e kwartaal;;;;7.5;30.0;31.0
723;"G Reparatie consumentenartikelen; handel";1994 4e kwartaal;;;;8.5;25.0;23.0
724;"G Reparatie consumentenartikelen; handel";1994 jaargem./jaartotaal;;;;7.7;102.0;101.0
725;"G Reparatie consumentenartikelen; handel";1995 1e kwartaal;;;;10.2;26.0;24.0
726;"G Reparatie consumentenartikelen; handel";1995 2e kwartaal;;;;10.5;27.0;27.0
727;"G Reparatie consumentenartikelen; handel";1995 3e kwartaal;;;;11.2;32.0;31.0
728;"G Reparatie consumentenartikelen; handel";1995 4e kwartaal;;;;12.6;28.0;26.0
729;"G Reparatie consumentenartikelen; handel";1995 jaargem./jaartotaal;;;;10.6;113.0;108.0
730;"G Reparatie consumentenartikelen; handel";1996 1e kwartaal;;;;14.0;31.0;29.0
731;"G Reparatie consumentenartikelen; handel";1996 2e kwartaal;;;;12.6;33.0;34.0
732;"G Reparatie consumentenartikelen; handel";1996 3e kwartaal;;;;12.1;35.0;36.0
733;"G Reparatie consumentenartikelen; handel";1996 4e kwartaal;;;;13.3;31.0;30.0
734;"G Reparatie consumentenartikelen; handel";1996 jaargem./jaartotaal;;;;12.9;130.0;129.0
735;"G Reparatie consumentenartikelen; handel";1997 1e kwartaal;;;;14.7;30.0;28.0
736;"G Reparatie consumentenartikelen; handel";1997 2e kwartaal;;;;16.6;39.0;37.0
737;"G Reparatie consumentenartikelen; handel";1997 3e kwartaal;;;;15.5;39.0;41.0
738;"G Reparatie consumentenartikelen; handel";1997 4e kwartaal;;;;21.4;45.0;39.0
739;"G Reparatie consumentenartikelen; handel";1997 jaargem./jaartotaal;;;;16.0;153.0;144.0
740;"G Reparatie consumentenartikelen; handel";1998 1e kwartaal;;;;20.7;45.0;46.0
741;"G Reparatie consumentenartikelen; handel";1998 2e kwartaal;;;;26.8;54.0;48.0
742;"G Reparatie consumentenartikelen; handel";1998 3e kwartaal;;;;24.0;51.0;54.0
743;"G Reparatie consumentenartikelen; handel";1998 4e kwartaal;;;;23.5;48.0;48.0
744;"G Reparatie consumentenartikelen; handel";1998 jaargem./jaartotaal;;;;23.5;198.0;196.0
745;"G Reparatie consumentenartikelen; handel";1999 1e kwartaal;;;;28.8;50.0;45.0
746;"G Reparatie consumentenartikelen; handel";1999 2e kwartaal;;;;36.9;59.0;50.0
747;"G Reparatie consumentenartikelen; handel";1999 3e kwartaal;;;;30.0;46.0;53.0
748;"G Reparatie consumentenartikelen; handel";1999 4e kwartaal;;;;31.5;53.0;52.0
749;"G Reparatie consumentenartikelen; handel";1999 jaargem./jaartotaal;;;;30.8;207.0;199.0
750;"G Reparatie consumentenartikelen; handel";2000 1e kwartaal;;;;36.1;57.0;52.0
751;"G Reparatie consumentenartikelen; handel";2000 2e kwartaal;;;;37.7;54.0;52.0
752;"G Reparatie consumentenartikelen; handel";2000 3e kwartaal;;;;31.3;51.0;58.0
753;"G Reparatie consumentenartikelen; handel";2000 4e kwartaal;;;;35.3;61.0;57.0
754;"G Reparatie consumentenartikelen; handel";2000 jaargem./jaartotaal;;;;34.6;222.0;219.0
755;"G Reparatie consumentenartikelen; handel";2001 1e kwartaal;;;;35.3;55.0;55.0
756;"G Reparatie consumentenartikelen; handel";2001 2e kwartaal;;;;35.9;52.0;51.0
757;"G Reparatie consumentenartikelen; handel";2001 3e kwartaal;;;;26.6;45.0;54.0
758;"G Reparatie consumentenartikelen; handel";2001 4e kwartaal;;;;25.9;44.0;44.0
759;"G Reparatie consumentenartikelen; handel";2001 jaargem./jaartotaal;;;;32.1;195.0;205.0
760;"G Reparatie consumentenartikelen; handel";2002 1e kwartaal;;;;29.9;43.0;39.0
761;"G Reparatie consumentenartikelen; handel";2002 2e kwartaal;;;;27.7;40.0;42.0
762;"G Reparatie consumentenartikelen; handel";2002 3e kwartaal;;;;20.7;35.0;42.0
763;"G Reparatie consumentenartikelen; handel";2002 4e kwartaal;;;;23.7;38.0;35.0
764;"G Reparatie consumentenartikelen; handel";2002 jaargem./jaartotaal;;;;25.7;157.0;159.0
765;"G Reparatie consumentenartikelen; handel";2003 1e kwartaal;;;;23.2;38.0;38.0
766;"G Reparatie consumentenartikelen; handel";2003 2e kwartaal;;;;26.9;38.0;34.0
767;"G Reparatie consumentenartikelen; handel";2003 3e kwartaal;;;;14.1;31.0;43.0
768;"G Reparatie consumentenartikelen; handel";2003 4e kwartaal;;;;19.0;38.0;33.0
769;"G Reparatie consumentenartikelen; handel";2003 jaargem./jaartotaal;;;;21.4;144.0;149.0
770;"G Reparatie consumentenartikelen; handel";2004 1e kwartaal;;;;20.7;34.0;32.0
771;"G Reparatie consumentenartikelen; handel";2004 2e kwartaal;;;;23.2;40.0;38.0
772;"G Reparatie consumentenartikelen; handel";2004 3e kwartaal;;;;18.7;35.0;40.0
773;"G Reparatie consumentenartikelen; handel";2004 4e kwartaal;;;;22.3;39.0;36.0
774;"G Reparatie consumentenartikelen; handel";2004 jaargem./jaartotaal;;;;20.8;148.0;145.0
775;"G Reparatie consumentenartikelen; handel";2005 1e kwartaal;;;;23.9;37.0;36.0
776;"G Reparatie consumentenartikelen; handel";2005 2e kwartaal;;;;23.8;39.0;39.0
777;"G Reparatie consumentenartikelen; handel";2005 3e kwartaal;;;;26.7;52.0;49.0
778;"G Reparatie consumentenartikelen; handel";2005 4e kwartaal;;;;28.5;48.0;47.0
779;"G Reparatie consumentenartikelen; handel";2005 jaargem./jaartotaal;;;;25.0;177.0;170.0
780;"G Reparatie consumentenartikelen; handel";2006 1e kwartaal;;;;30.8;50.0;47.0
781;"G Reparatie consumentenartikelen; handel";2006 2e kwartaal;;;;35.1;61.0;57.0
782;"G Reparatie consumentenartikelen; handel";2006 3e kwartaal;;;;35.3;57.0;57.0
783;"G Reparatie consumentenartikelen; handel";2006 4e kwartaal;34.6;53.0;53.0;34.7;54.0;54.0
784;"G Reparatie consumentenartikelen; handel";2006 jaargem./jaartotaal;;;;33.2;221.0;215.0
785;"G Reparatie consumentenartikelen; handel";2007 1e kwartaal;36.3;59.0;57.0;;;
786;"G Reparatie consumentenartikelen; handel";2007 2e kwartaal;39.4;62.0;59.0;;;
787;"G Reparatie consumentenartikelen; handel";2007 3e kwartaal;40.2;58.0;58.0;;;
788;"G Reparatie consumentenartikelen; handel";2007 4e kwartaal;41.3;60.0;59.0;;;
789;"G Reparatie consumentenartikelen; handel";2007 jaargem./jaartotaal;38.5;240.0;233.0;;;
790;"G Reparatie consumentenartikelen; handel";2008 1e kwartaal;40.8;55.0;56.0;;;
791;"G Reparatie consumentenartikelen; handel";2008 2e kwartaal;42.7;63.0;61.0;;;
792;"G Reparatie consumentenartikelen; handel";2008 3e kwartaal;40.0;64.0;66.0;;;
793;"G Reparatie consumentenartikelen; handel";2008 4e kwartaal;28.0;49.0;61.0;;;
794;"G Reparatie consumentenartikelen; handel";2008 jaargem./jaartotaal;39.6;231.0;244.0;;;
795;"G Reparatie consumentenartikelen; handel";2009 1e kwartaal;22.6;43.0;48.0;;;
796;"G Reparatie consumentenartikelen; handel";2009 2e kwartaal;20.4;44.0;47.0;;;
797;"G Reparatie consumentenartikelen; handel";2009 3e kwartaal;19.9;48.0;48.0;;;
798;"G Reparatie consumentenartikelen; handel";2009 4e kwartaal;19.7;45.0;45.0;;;
799;"G Reparatie consumentenartikelen; handel";2009 jaargem./jaartotaal;21.7;180.0;188.0;;;
800;H Horeca;1994 1e kwartaal;;;;2.5;8.0;7.0
801;H Horeca;1994 2e kwartaal;;;;1.8;10.0;11.0
802;H Horeca;1994 3e kwartaal;;;;1.5;10.0;10.0
803;H Horeca;1994 4e kwartaal;;;;1.4;6.0;6.0
804;H Horeca;1994 jaargem./jaartotaal;;;;1.8;34.0;34.0
805;H Horeca;1995 1e kwartaal;;;;2.8;9.0;7.0
806;H Horeca;1995 2e kwartaal;;;;1.9;10.0;11.0
807;H Horeca;1995 3e kwartaal;;;;1.6;13.0;13.0
808;H Horeca;1995 4e kwartaal;;;;2.1;7.0;6.0
809;H Horeca;1995 jaargem./jaartotaal;;;;2.0;39.0;37.0
810;H Horeca;1996 1e kwartaal;;;;3.9;9.0;8.0
811;H Horeca;1996 2e kwartaal;;;;2.9;12.0;13.0
812;H Horeca;1996 3e kwartaal;;;;2.4;10.0;10.0
813;H Horeca;1996 4e kwartaal;;;;2.7;8.0;8.0
814;H Horeca;1996 jaargem./jaartotaal;;;;2.9;39.0;39.0
815;H Horeca;1997 1e kwartaal;;;;4.0;11.0;9.0
816;H Horeca;1997 2e kwartaal;;;;3.4;13.0;14.0
817;H Horeca;1997 3e kwartaal;;;;2.8;12.0;13.0
818;H Horeca;1997 4e kwartaal;;;;4.8;14.0;12.0
819;H Horeca;1997 jaargem./jaartotaal;;;;3.5;50.0;48.0
820;H Horeca;1998 1e kwartaal;;;;7.8;15.0;12.0
821;H Horeca;1998 2e kwartaal;;;;7.0;14.0;15.0
822;H Horeca;1998 3e kwartaal;;;;4.6;13.0;15.0
823;H Horeca;1998 4e kwartaal;;;;5.3;10.0;9.0
824;H Horeca;1998 jaargem./jaartotaal;;;;6.1;51.0;51.0
825;H Horeca;1999 1e kwartaal;;;;8.6;15.0;12.0
826;H Horeca;1999 2e kwartaal;;;;8.2;15.0;15.0
827;H Horeca;1999 3e kwartaal;;;;6.8;14.0;16.0
828;H Horeca;1999 4e kwartaal;;;;8.2;13.0;12.0
829;H Horeca;1999 jaargem./jaartotaal;;;;7.6;57.0;54.0
830;H Horeca;2000 1e kwartaal;;;;9.8;17.0;16.0
831;H Horeca;2000 2e kwartaal;;;;9.4;17.0;17.0
832;H Horeca;2000 3e kwartaal;;;;7.1;13.0;16.0
833;H Horeca;2000 4e kwartaal;;;;7.5;11.0;11.0
834;H Horeca;2000 jaargem./jaartotaal;;;;8.5;59.0;60.0
835;H Horeca;2001 1e kwartaal;;;;9.3;17.0;15.0
836;H Horeca;2001 2e kwartaal;;;;9.5;23.0;23.0
837;H Horeca;2001 3e kwartaal;;;;8.4;16.0;17.0
838;H Horeca;2001 4e kwartaal;;;;7.4;11.0;12.0
839;H Horeca;2001 jaargem./jaartotaal;;;;8.7;67.0;67.0
840;H Horeca;2002 1e kwartaal;;;;9.0;15.0;13.0
841;H Horeca;2002 2e kwartaal;;;;9.9;19.0;18.0
842;H Horeca;2002 3e kwartaal;;;;6.7;11.0;14.0
843;H Horeca;2002 4e kwartaal;;;;5.7;9.0;10.0
844;H Horeca;2002 jaargem./jaartotaal;;;;8.1;54.0;55.0
845;H Horeca;2003 1e kwartaal;;;;6.0;10.0;10.0
846;H Horeca;2003 2e kwartaal;;;;6.0;12.0;12.0
847;H Horeca;2003 3e kwartaal;;;;2.9;11.0;14.0
848;H Horeca;2003 4e kwartaal;;;;3.7;9.0;8.0
849;H Horeca;2003 jaargem./jaartotaal;;;;4.9;42.0;44.0
850;H Horeca;2004 1e kwartaal;;;;7.4;15.0;12.0
851;H Horeca;2004 2e kwartaal;;;;8.5;17.0;16.0
852;H Horeca;2004 3e kwartaal;;;;6.1;14.0;16.0
853;H Horeca;2004 4e kwartaal;;;;6.3;12.0;12.0
854;H Horeca;2004 jaargem./jaartotaal;;;;6.7;58.0;55.0
855;H Horeca;2005 1e kwartaal;;;;12.5;20.0;14.0
856;H Horeca;2005 2e kwartaal;;;;10.5;17.0;19.0
857;H Horeca;2005 3e kwartaal;;;;10.3;18.0;18.0
858;H Horeca;2005 4e kwartaal;;;;7.6;11.0;14.0
859;H Horeca;2005 jaargem./jaartotaal;;;;10.1;66.0;65.0
860;H Horeca;2006 1e kwartaal;;;;11.3;19.0;15.0
861;H Horeca;2006 2e kwartaal;;;;14.0;26.0;23.0
862;H Horeca;2006 3e kwartaal;;;;12.1;20.0;22.0
863;H Horeca;2006 4e kwartaal;10.0;13.0;14.0;11.3;14.0;14.0
864;H Horeca;2006 jaargem./jaartotaal;;;;11.7;78.0;74.0
865;H Horeca;2007 1e kwartaal;15.2;22.0;17.0;;;
866;H Horeca;2007 2e kwartaal;16.9;23.0;21.0;;;
867;H Horeca;2007 3e kwartaal;13.5;17.0;20.0;;;
868;H Horeca;2007 4e kwartaal;11.6;14.0;16.0;;;
869;H Horeca;2007 jaargem./jaartotaal;14.1;75.0;73.0;;;
870;H Horeca;2008 1e kwartaal;14.7;21.0;18.0;;;
871;H Horeca;2008 2e kwartaal;16.3;23.0;21.0;;;
872;H Horeca;2008 3e kwartaal;12.2;17.0;21.0;;;
873;H Horeca;2008 4e kwartaal;9.5;13.0;15.0;;;
874;H Horeca;2008 jaargem./jaartotaal;13.5;73.0;75.0;;;
875;H Horeca;2009 1e kwartaal;9.6;13.0;13.0;;;
876;H Horeca;2009 2e kwartaal;8.5;16.0;17.0;;;
877;H Horeca;2009 3e kwartaal;7.2;14.0;15.0;;;
878;H Horeca;2009 4e kwartaal;5.3;10.0;12.0;;;
879;H Horeca;2009 jaargem./jaartotaal;8.1;53.0;57.0;;;
880;I Vervoer, opslag en communicatie;1994 1e kwartaal;;;;2.0;6.0;5.0
881;I Vervoer, opslag en communicatie;1994 2e kwartaal;;;;1.8;6.0;6.0
882;I Vervoer, opslag en communicatie;1994 3e kwartaal;;;;1.8;6.0;5.0
883;I Vervoer, opslag en communicatie;1994 4e kwartaal;;;;1.6;4.0;5.0
884;I Vervoer, opslag en communicatie;1994 jaargem./jaartotaal;;;;1.8;21.0;21.0
885;I Vervoer, opslag en communicatie;1995 1e kwartaal;;;;3.2;7.0;6.0
886;I Vervoer, opslag en communicatie;1995 2e kwartaal;;;;3.4;7.0;7.0
887;I Vervoer, opslag en communicatie;1995 3e kwartaal;;;;3.2;8.0;8.0
888;I Vervoer, opslag en communicatie;1995 4e kwartaal;;;;3.5;6.0;6.0
889;I Vervoer, opslag en communicatie;1995 jaargem./jaartotaal;;;;3.1;28.0;27.0
890;I Vervoer, opslag en communicatie;1996 1e kwartaal;;;;4.2;8.0;8.0
891;I Vervoer, opslag en communicatie;1996 2e kwartaal;;;;4.5;9.0;9.0
892;I Vervoer, opslag en communicatie;1996 3e kwartaal;;;;3.6;8.0;9.0
893;I Vervoer, opslag en communicatie;1996 4e kwartaal;;;;4.5;8.0;7.0
894;I Vervoer, opslag en communicatie;1996 jaargem./jaartotaal;;;;4.1;33.0;33.0
895;I Vervoer, opslag en communicatie;1997 1e kwartaal;;;;4.2;9.0;9.0
896;I Vervoer, opslag en communicatie;1997 2e kwartaal;;;;5.0;10.0;9.0
897;I Vervoer, opslag en communicatie;1997 3e kwartaal;;;;5.1;11.0;10.0
898;I Vervoer, opslag en communicatie;1997 4e kwartaal;;;;7.7;13.0;10.0
899;I Vervoer, opslag en communicatie;1997 jaargem./jaartotaal;;;;5.1;42.0;39.0
900;I Vervoer, opslag en communicatie;1998 1e kwartaal;;;;8.8;14.0;13.0
901;I Vervoer, opslag en communicatie;1998 2e kwartaal;;;;8.1;11.0;12.0
902;I Vervoer, opslag en communicatie;1998 3e kwartaal;;;;7.2;13.0;14.0
903;I Vervoer, opslag en communicatie;1998 4e kwartaal;;;;9.6;14.0;11.0
904;I Vervoer, opslag en communicatie;1998 jaargem./jaartotaal;;;;8.2;52.0;50.0
905;I Vervoer, opslag en communicatie;1999 1e kwartaal;;;;11.3;17.0;16.0
906;I Vervoer, opslag en communicatie;1999 2e kwartaal;;;;17.0;23.0;17.0
907;I Vervoer, opslag en communicatie;1999 3e kwartaal;;;;15.0;15.0;17.0
908;I Vervoer, opslag en communicatie;1999 4e kwartaal;;;;13.6;14.0;15.0
909;I Vervoer, opslag en communicatie;1999 jaargem./jaartotaal;;;;13.7;69.0;65.0
910;I Vervoer, opslag en communicatie;2000 1e kwartaal;;;;11.3;16.0;19.0
911;I Vervoer, opslag en communicatie;2000 2e kwartaal;;;;11.9;15.0;15.0
912;I Vervoer, opslag en communicatie;2000 3e kwartaal;;;;12.4;16.0;15.0
913;I Vervoer, opslag en communicatie;2000 4e kwartaal;;;;11.8;15.0;16.0
914;I Vervoer, opslag en communicatie;2000 jaargem./jaartotaal;;;;12.1;62.0;64.0
915;I Vervoer, opslag en communicatie;2001 1e kwartaal;;;;11.1;14.0;15.0
916;I Vervoer, opslag en communicatie;2001 2e kwartaal;;;;10.5;14.0;15.0
917;I Vervoer, opslag en communicatie;2001 3e kwartaal;;;;7.9;10.0;13.0
918;I Vervoer, opslag en communicatie;2001 4e kwartaal;;;;6.8;9.0;10.0
919;I Vervoer, opslag en communicatie;2001 jaargem./jaartotaal;;;;9.7;48.0;53.0
920;I Vervoer, opslag en communicatie;2002 1e kwartaal;;;;8.0;11.0;10.0
921;I Vervoer, opslag en communicatie;2002 2e kwartaal;;;;7.7;12.0;12.0
922;I Vervoer, opslag en communicatie;2002 3e kwartaal;;;;5.6;9.0;11.0
923;I Vervoer, opslag en communicatie;2002 4e kwartaal;;;;4.7;7.0;8.0
924;I Vervoer, opslag en communicatie;2002 jaargem./jaartotaal;;;;6.7;40.0;42.0
925;I Vervoer, opslag en communicatie;2003 1e kwartaal;;;;6.2;10.0;8.0
926;I Vervoer, opslag en communicatie;2003 2e kwartaal;;;;5.9;10.0;10.0
927;I Vervoer, opslag en communicatie;2003 3e kwartaal;;;;4.5;8.0;9.0
928;I Vervoer, opslag en communicatie;2003 4e kwartaal;;;;5.8;11.0;9.0
929;I Vervoer, opslag en communicatie;2003 jaargem./jaartotaal;;;;5.5;38.0;37.0
930;I Vervoer, opslag en communicatie;2004 1e kwartaal;;;;5.5;9.0;9.0
931;I Vervoer, opslag en communicatie;2004 2e kwartaal;;;;7.7;13.0;11.0
932;I Vervoer, opslag en communicatie;2004 3e kwartaal;;;;5.8;9.0;11.0
933;I Vervoer, opslag en communicatie;2004 4e kwartaal;;;;5.7;9.0;9.0
934;I Vervoer, opslag en communicatie;2004 jaargem./jaartotaal;;;;6.2;40.0;40.0
935;I Vervoer, opslag en communicatie;2005 1e kwartaal;;;;7.8;12.0;9.0
936;I Vervoer, opslag en communicatie;2005 2e kwartaal;;;;7.4;10.0;10.0
937;I Vervoer, opslag en communicatie;2005 3e kwartaal;;;;8.0;11.0;10.0
938;I Vervoer, opslag en communicatie;2005 4e kwartaal;;;;8.1;11.0;11.0
939;I Vervoer, opslag en communicatie;2005 jaargem./jaartotaal;;;;7.5;44.0;42.0
940;I Vervoer, opslag en communicatie;2006 1e kwartaal;;;;10.0;15.0;13.0
941;I Vervoer, opslag en communicatie;2006 2e kwartaal;;;;12.0;16.0;14.0
942;I Vervoer, opslag en communicatie;2006 3e kwartaal;;;;11.0;14.0;15.0
943;I Vervoer, opslag en communicatie;2006 4e kwartaal;12.3;13.0;14.0;10.3;12.0;13.0
944;I Vervoer, opslag en communicatie;2006 jaargem./jaartotaal;;;;10.6;57.0;55.0
945;I Vervoer, opslag en communicatie;2007 1e kwartaal;12.2;15.0;15.0;;;
946;I Vervoer, opslag en communicatie;2007 2e kwartaal;13.9;17.0;15.0;;;
947;I Vervoer, opslag en communicatie;2007 3e kwartaal;13.2;15.0;16.0;;;
948;I Vervoer, opslag en communicatie;2007 4e kwartaal;13.2;15.0;15.0;;;
949;I Vervoer, opslag en communicatie;2007 jaargem./jaartotaal;13.0;62.0;61.0;;;
950;I Vervoer, opslag en communicatie;2008 1e kwartaal;12.8;15.0;15.0;;;
951;I Vervoer, opslag en communicatie;2008 2e kwartaal;12.8;14.0;14.0;;;
952;I Vervoer, opslag en communicatie;2008 3e kwartaal;11.8;14.0;15.0;;;
953;I Vervoer, opslag en communicatie;2008 4e kwartaal;8.4;10.0;14.0;;;
954;I Vervoer, opslag en communicatie;2008 jaargem./jaartotaal;12.0;53.0;58.0;;;
955;I Vervoer, opslag en communicatie;2009 1e kwartaal;4.7;7.0;10.0;;;
956;I Vervoer, opslag en communicatie;2009 2e kwartaal;5.0;8.0;8.0;;;
957;I Vervoer, opslag en communicatie;2009 3e kwartaal;4.8;8.0;8.0;;;
958;I Vervoer, opslag en communicatie;2009 4e kwartaal;4.5;7.0;7.0;;;
959;I Vervoer, opslag en communicatie;2009 jaargem./jaartotaal;5.2;30.0;34.0;;;
960;J Financiële instellingen;1994 1e kwartaal;;;;1.8;2.0;2.0
961;J Financiële instellingen;1994 2e kwartaal;;;;2.0;2.0;2.0
962;J Financiële instellingen;1994 3e kwartaal;;;;1.6;2.0;2.0
963;J Financiële instellingen;1994 4e kwartaal;;;;1.7;2.0;2.0
964;J Financiële instellingen;1994 jaargem./jaartotaal;;;;1.7;9.0;8.0
965;J Financiële instellingen;1995 1e kwartaal;;;;3.0;4.0;3.0
966;J Financiële instellingen;1995 2e kwartaal;;;;2.5;3.0;4.0
967;J Financiële instellingen;1995 3e kwartaal;;;;2.5;3.0;3.0
968;J Financiële instellingen;1995 4e kwartaal;;;;2.5;3.0;3.0
969;J Financiële instellingen;1995 jaargem./jaartotaal;;;;2.5;13.0;13.0
970;J Financiële instellingen;1996 1e kwartaal;;;;3.1;4.0;4.0
971;J Financiële instellingen;1996 2e kwartaal;;;;3.3;5.0;4.0
972;J Financiële instellingen;1996 3e kwartaal;;;;3.4;4.0;4.0
973;J Financiële instellingen;1996 4e kwartaal;;;;3.7;4.0;4.0
974;J Financiële instellingen;1996 jaargem./jaartotaal;;;;3.2;17.0;16.0
975;J Financiële instellingen;1997 1e kwartaal;;;;4.0;5.0;4.0
976;J Financiële instellingen;1997 2e kwartaal;;;;4.5;5.0;5.0
977;J Financiële instellingen;1997 3e kwartaal;;;;3.4;5.0;6.0
978;J Financiële instellingen;1997 4e kwartaal;;;;4.7;6.0;4.0
979;J Financiële instellingen;1997 jaargem./jaartotaal;;;;4.0;20.0;19.0
980;J Financiële instellingen;1998 1e kwartaal;;;;4.5;5.0;5.0
981;J Financiële instellingen;1998 2e kwartaal;;;;5.2;6.0;5.0
982;J Financiële instellingen;1998 3e kwartaal;;;;4.4;5.0;5.0
983;J Financiële instellingen;1998 4e kwartaal;;;;5.3;6.0;5.0
984;J Financiële instellingen;1998 jaargem./jaartotaal;;;;4.8;21.0;21.0
985;J Financiële instellingen;1999 1e kwartaal;;;;5.1;8.0;8.0
986;J Financiële instellingen;1999 2e kwartaal;;;;8.8;10.0;6.0
987;J Financiële instellingen;1999 3e kwartaal;;;;5.7;5.0;8.0
988;J Financiële instellingen;1999 4e kwartaal;;;;5.9;7.0;7.0
989;J Financiële instellingen;1999 jaargem./jaartotaal;;;;6.3;29.0;29.0
990;J Financiële instellingen;2000 1e kwartaal;;;;9.1;11.0;8.0
991;J Financiële instellingen;2000 2e kwartaal;;;;7.4;7.0;8.0
992;J Financiële instellingen;2000 3e kwartaal;;;;5.8;6.0;8.0
993;J Financiële instellingen;2000 4e kwartaal;;;;7.9;10.0;8.0
994;J Financiële instellingen;2000 jaargem./jaartotaal;;;;7.3;34.0;32.0
995;J Financiële instellingen;2001 1e kwartaal;;;;8.2;9.0;9.0
996;J Financiële instellingen;2001 2e kwartaal;;;;7.5;7.0;8.0
997;J Financiële instellingen;2001 3e kwartaal;;;;5.9;7.0;8.0
998;J Financiële instellingen;2001 4e kwartaal;;;;7.5;8.0;7.0
999;J Financiële instellingen;2001 jaargem./jaartotaal;;;;7.3;31.0;32.0
1000;J Financiële instellingen;2002 1e kwartaal;;;;6.0;5.0;7.0
1001;J Financiële instellingen;2002 2e kwartaal;;;;4.8;5.0;6.0
1002;J Financiële instellingen;2002 3e kwartaal;;;;3.0;4.0;5.0
1003;J Financiële instellingen;2002 4e kwartaal;;;;3.4;5.0;4.0
1004;J Financiële instellingen;2002 jaargem./jaartotaal;;;;4.8;18.0;22.0
1005;J Financiële instellingen;2003 1e kwartaal;;;;4.2;5.0;4.0
1006;J Financiële instellingen;2003 2e kwartaal;;;;4.0;5.0;5.0
1007;J Financiële instellingen;2003 3e kwartaal;;;;3.6;4.0;4.0
1008;J Financiële instellingen;2003 4e kwartaal;;;;4.1;4.0;4.0
1009;J Financiële instellingen;2003 jaargem./jaartotaal;;;;3.9;17.0;16.0
1010;J Financiële instellingen;2004 1e kwartaal;;;;5.7;7.0;5.0
1011;J Financiële instellingen;2004 2e kwartaal;;;;4.9;6.0;7.0
1012;J Financiële instellingen;2004 3e kwartaal;;;;5.8;7.0;6.0
1013;J Financiële instellingen;2004 4e kwartaal;;;;5.6;7.0;7.0
1014;J Financiële instellingen;2004 jaargem./jaartotaal;;;;5.3;27.0;25.0
