ID;SBI93EnBedrijfsgrootte;Perioden;Vacatures_1;OntstaneVacatures_2;VervuldeVacatures_3;Vacatures_4;OntstaneVacatures_5;VervuldeVacatures_6
51;A-O Totaal SBI'93;2004 2e kwartaal;;;;123.6;189.0;178.0
52;A-O Totaal SBI'93;2004 3e kwartaal;;;;100.8;158.0;181.0
53;A-O Totaal SBI'93;2004 4e kwartaal;;;;110.2;165.0;156.0
54;A-O Totaal SBI'93;2004 jaargem./jaartotaal;;;;108.6;682.0;657.0
55;A-O Totaal SBI'93;2005 1e kwartaal;;;;144.9;207.0;172.0
56;A-O Totaal SBI'93;2005 2e kwartaal;;;;141.7;197.0;201.0
57;A-O Totaal SBI'93;2005 3e kwartaal;;;;142.5;214.0;213.0
58;A-O Totaal SBI'93;2005 4e kwartaal;;;;145.0;199.0;197.0
59;A-O Totaal SBI'93;2005 jaargem./jaartotaal;;;;139.2;818.0;783.0
60;A-O Totaal SBI'93;2006 1e kwartaal;;;;173.4;240.0;211.0
61;A-O Totaal SBI'93;2006 2e kwartaal;;;;197.1;269.0;245.0
62;A-O Totaal SBI'93;2006 3e kwartaal;;;;188.2;250.0;259.0
63;A-O Totaal SBI'93;2006 4e kwartaal;208.3;242.0;243.0;194.2;230.0;224.0
64;A-O Totaal SBI'93;2006 jaargem./jaartotaal;;;;182.1;989.0;939.0
65;A-O Totaal SBI'93;2007 1e kwartaal;225.0;276.0;259.0;;;
66;A-O Totaal SBI'93;2007 2e kwartaal;235.6;284.0;274.0;;;
67;A-O Totaal SBI'93;2007 3e kwartaal;224.0;254.0;265.0;;;
68;A-O Totaal SBI'93;2007 4e kwartaal;226.3;247.0;244.0;;;
69;A-O Totaal SBI'93;2007 jaargem./jaartotaal;225.5;1061.0;1042.0;;;
70;A-O Totaal SBI'93;2008 1e kwartaal;234.1;259.0;251.0;;;
71;A-O Totaal SBI'93;2008 2e kwartaal;237.8;268.0;264.0;;;
72;A-O Totaal SBI'93;2008 3e kwartaal;215.4;245.0;267.0;;;
73;A-O Totaal SBI'93;2008 4e kwartaal;166.0;190.0;240.0;;;
74;A-O Totaal SBI'93;2008 jaargem./jaartotaal;220.9;961.0;1022.0;;;
75;A-O Totaal SBI'93;2009 1e kwartaal;134.2;173.0;205.0;;;
76;A-O Totaal SBI'93;2009 2e kwartaal;116.9;168.0;186.0;;;
77;A-O Totaal SBI'93;2009 3e kwartaal;106.7;167.0;177.0;;;
78;A-O Totaal SBI'93;2009 4e kwartaal;101.5;158.0;163.0;;;
79;A-O Totaal SBI'93;2009 jaargem./jaartotaal;122.9;667.0;732.0;;;
80;A, B Landbouw, bosbouw en visserij;1994 1e kwartaal;;;;1.3;5.0;4.0
81;A, B Landbouw, bosbouw en visserij;1994 2e kwartaal;;;;0.5;6.0;7.0
82;A, B Landbouw, bosbouw en visserij;1994 3e kwartaal;;;;0.7;3.0;3.0
83;A, B Landbouw, bosbouw en visserij;1994 4e kwartaal;;;;0.6;2.0;3.0
84;A, B Landbouw, bosbouw en visserij;1994 jaargem./jaartotaal;;;;0.8;17.0;16.0
85;A, B Landbouw, bosbouw en visserij;1995 1e kwartaal;;;;1.5;5.0;5.0
86;A, B Landbouw, bosbouw en visserij;1995 2e kwartaal;;;;1.2;7.0;8.0
87;A, B Landbouw, bosbouw en visserij;1995 3e kwartaal;;;;1.4;11.0;11.0
88;A, B Landbouw, bosbouw en visserij;1995 4e kwartaal;;;;1.7;6.0;6.0
89;A, B Landbouw, bosbouw en visserij;1995 jaargem./jaartotaal;;;;1.3;29.0;30.0
90;A, B Landbouw, bosbouw en visserij;1996 1e kwartaal;;;;1.9;5.0;5.0
91;A, B Landbouw, bosbouw en visserij;1996 2e kwartaal;;;;1.3;5.0;6.0
92;A, B Landbouw, bosbouw en visserij;1996 3e kwartaal;;;;0.8;6.0;7.0
93;A, B Landbouw, bosbouw en visserij;1996 4e kwartaal;;;;0.7;4.0;4.0
94;A, B Landbouw, bosbouw en visserij;1996 jaargem./jaartotaal;;;;1.3;20.0;22.0
95;A, B Landbouw, bosbouw en visserij;1997 1e kwartaal;;;;0.9;3.0;3.0
96;A, B Landbouw, bosbouw en visserij;1997 2e kwartaal;;;;2.0;7.0;6.0
97;A, B Landbouw, bosbouw en visserij;1997 3e kwartaal;;;;1.8;3.0;4.0
98;A, B Landbouw, bosbouw en visserij;1997 4e kwartaal;;;;1.5;3.0;3.0
99;A, B Landbouw, bosbouw en visserij;1997 jaargem./jaartotaal;;;;1.5;17.0;16.0
100;A, B Landbouw, bosbouw en visserij;1998 1e kwartaal;;;;2.4;8.0;7.0
101;A, B Landbouw, bosbouw en visserij;1998 2e kwartaal;;;;1.8;5.0;5.0
102;A, B Landbouw, bosbouw en visserij;1998 3e kwartaal;;;;2.0;7.0;7.0
103;A, B Landbouw, bosbouw en visserij;1998 4e kwartaal;;;;2.1;4.0;4.0
104;A, B Landbouw, bosbouw en visserij;1998 jaargem./jaartotaal;;;;2.0;24.0;23.0
105;A, B Landbouw, bosbouw en visserij;1999 1e kwartaal;;;;2.6;7.0;6.0
106;A, B Landbouw, bosbouw en visserij;1999 2e kwartaal;;;;3.2;8.0;7.0
107;A, B Landbouw, bosbouw en visserij;1999 3e kwartaal;;;;2.3;5.0;6.0
108;A, B Landbouw, bosbouw en visserij;1999 4e kwartaal;;;;2.5;4.0;4.0
109;A, B Landbouw, bosbouw en visserij;1999 jaargem./jaartotaal;;;;2.6;23.0;23.0
110;A, B Landbouw, bosbouw en visserij;2000 1e kwartaal;;;;3.4;7.0;6.0
111;A, B Landbouw, bosbouw en visserij;2000 2e kwartaal;;;;4.1;6.0;5.0
112;A, B Landbouw, bosbouw en visserij;2000 3e kwartaal;;;;2.8;8.0;9.0
113;A, B Landbouw, bosbouw en visserij;2000 4e kwartaal;;;;3.8;6.0;5.0
114;A, B Landbouw, bosbouw en visserij;2000 jaargem./jaartotaal;;;;3.4;26.0;25.0
115;A, B Landbouw, bosbouw en visserij;2001 1e kwartaal;;;;4.4;6.0;6.0
116;A, B Landbouw, bosbouw en visserij;2001 2e kwartaal;;;;3.4;4.0;5.0
117;A, B Landbouw, bosbouw en visserij;2001 3e kwartaal;;;;2.7;4.0;5.0
118;A, B Landbouw, bosbouw en visserij;2001 4e kwartaal;;;;2.6;3.0;3.0
119;A, B Landbouw, bosbouw en visserij;2001 jaargem./jaartotaal;;;;3.4;18.0;19.0
120;A, B Landbouw, bosbouw en visserij;2002 1e kwartaal;;;;4.6;6.0;4.0
121;A, B Landbouw, bosbouw en visserij;2002 2e kwartaal;;;;4.0;4.0;5.0
122;A, B Landbouw, bosbouw en visserij;2002 3e kwartaal;;;;1.2;2.0;5.0
123;A, B Landbouw, bosbouw en visserij;2002 4e kwartaal;;;;1.9;3.0;3.0
124;A, B Landbouw, bosbouw en visserij;2002 jaargem./jaartotaal;;;;3.0;16.0;17.0
125;A, B Landbouw, bosbouw en visserij;2003 1e kwartaal;;;;2.9;5.0;4.0
126;A, B Landbouw, bosbouw en visserij;2003 2e kwartaal;;;;2.8;4.0;4.0
127;A, B Landbouw, bosbouw en visserij;2003 3e kwartaal;;;;1.1;4.0;5.0
128;A, B Landbouw, bosbouw en visserij;2003 4e kwartaal;;;;1.4;4.0;4.0
129;A, B Landbouw, bosbouw en visserij;2003 jaargem./jaartotaal;;;;2.1;17.0;17.0
130;A, B Landbouw, bosbouw en visserij;2004 1e kwartaal;;;;3.9;7.0;5.0
131;A, B Landbouw, bosbouw en visserij;2004 2e kwartaal;;;;4.1;9.0;8.0
132;A, B Landbouw, bosbouw en visserij;2004 3e kwartaal;;;;2.5;8.0;9.0
133;A, B Landbouw, bosbouw en visserij;2004 4e kwartaal;;;;2.5;5.0;5.0
134;A, B Landbouw, bosbouw en visserij;2004 jaargem./jaartotaal;;;;3.1;29.0;28.0
135;A, B Landbouw, bosbouw en visserij;2005 1e kwartaal;;;;5.0;9.0;7.0
136;A, B Landbouw, bosbouw en visserij;2005 2e kwartaal;;;;4.3;8.0;8.0
137;A, B Landbouw, bosbouw en visserij;2005 3e kwartaal;;;;3.9;11.0;12.0
138;A, B Landbouw, bosbouw en visserij;2005 4e kwartaal;;;;3.1;6.0;7.0
139;A, B Landbouw, bosbouw en visserij;2005 jaargem./jaartotaal;;;;4.0;34.0;33.0
140;A, B Landbouw, bosbouw en visserij;2006 1e kwartaal;;;;3.9;7.0;6.0
141;A, B Landbouw, bosbouw en visserij;2006 2e kwartaal;;;;5.1;10.0;9.0
142;A, B Landbouw, bosbouw en visserij;2006 3e kwartaal;;;;3.5;11.0;13.0
143;A, B Landbouw, bosbouw en visserij;2006 4e kwartaal;4.5;9.0;10.0;4.0;8.0;7.0
144;A, B Landbouw, bosbouw en visserij;2006 jaargem./jaartotaal;;;;4.0;36.0;35.0
145;A, B Landbouw, bosbouw en visserij;2007 1e kwartaal;5.2;9.0;8.0;;;
146;A, B Landbouw, bosbouw en visserij;2007 2e kwartaal;6.3;13.0;12.0;;;
147;A, B Landbouw, bosbouw en visserij;2007 3e kwartaal;4.9;8.0;9.0;;;
148;A, B Landbouw, bosbouw en visserij;2007 4e kwartaal;3.8;5.0;6.0;;;
149;A, B Landbouw, bosbouw en visserij;2007 jaargem./jaartotaal;5.1;34.0;35.0;;;
150;A, B Landbouw, bosbouw en visserij;2008 1e kwartaal;4.4;7.0;6.0;;;
151;A, B Landbouw, bosbouw en visserij;2008 2e kwartaal;4.6;8.0;8.0;;;
152;A, B Landbouw, bosbouw en visserij;2008 3e kwartaal;3.7;7.0;7.0;;;
153;A, B Landbouw, bosbouw en visserij;2008 4e kwartaal;2.4;4.0;6.0;;;
154;A, B Landbouw, bosbouw en visserij;2008 jaargem./jaartotaal;4.0;26.0;27.0;;;
155;A, B Landbouw, bosbouw en visserij;2009 1e kwartaal;2.2;4.0;4.0;;;
156;A, B Landbouw, bosbouw en visserij;2009 2e kwartaal;2.4;4.0;4.0;;;
157;A, B Landbouw, bosbouw en visserij;2009 3e kwartaal;2.2;4.0;4.0;;;
158;A, B Landbouw, bosbouw en visserij;2009 4e kwartaal;1.7;3.0;3.0;;;
159;A, B Landbouw, bosbouw en visserij;2009 jaargem./jaartotaal;2.2;15.0;16.0;;;
160;C-F Nijverheid;1994 1e kwartaal;;;;11.0;24.0;22.0
161;C-F Nijverheid;1994 2e kwartaal;;;;11.0;27.0;27.0
162;C-F Nijverheid;1994 3e kwartaal;;;;10.2;24.0;25.0
163;C-F Nijverheid;1994 4e kwartaal;;;;11.5;21.0;19.0
164;C-F Nijverheid;1994 jaargem./jaartotaal;;;;10.6;96.0;93.0
165;C-F Nijverheid;1995 1e kwartaal;;;;14.7;35.0;31.0
166;C-F Nijverheid;1995 2e kwartaal;;;;15.5;36.0;35.0
167;C-F Nijverheid;1995 3e kwartaal;;;;15.3;29.0;30.0
168;C-F Nijverheid;1995 4e kwartaal;;;;15.0;23.0;24.0
169;C-F Nijverheid;1995 jaargem./jaartotaal;;;;14.7;123.0;120.0
170;C-F Nijverheid;1996 1e kwartaal;;;;18.5;38.0;35.0
171;C-F Nijverheid;1996 2e kwartaal;;;;19.1;37.0;36.0
172;C-F Nijverheid;1996 3e kwartaal;;;;16.0;30.0;33.0
173;C-F Nijverheid;1996 4e kwartaal;;;;16.9;27.0;26.0
174;C-F Nijverheid;1996 jaargem./jaartotaal;;;;17.4;132.0;130.0
175;C-F Nijverheid;1997 1e kwartaal;;;;20.6;30.0;27.0
176;C-F Nijverheid;1997 2e kwartaal;;;;24.9;44.0;40.0
177;C-F Nijverheid;1997 3e kwartaal;;;;21.6;33.0;37.0
178;C-F Nijverheid;1997 4e kwartaal;;;;25.4;32.0;29.0
179;C-F Nijverheid;1997 jaargem./jaartotaal;;;;22.1;141.0;132.0
180;C-F Nijverheid;1998 1e kwartaal;;;;27.1;40.0;38.0
181;C-F Nijverheid;1998 2e kwartaal;;;;32.1;46.0;41.0
182;C-F Nijverheid;1998 3e kwartaal;;;;26.8;32.0;37.0
183;C-F Nijverheid;1998 4e kwartaal;;;;28.8;34.0;32.0
184;C-F Nijverheid;1998 jaargem./jaartotaal;;;;28.2;152.0;148.0
185;C-F Nijverheid;1999 1e kwartaal;;;;33.3;47.0;43.0
186;C-F Nijverheid;1999 2e kwartaal;;;;43.2;52.0;42.0
187;C-F Nijverheid;1999 3e kwartaal;;;;38.6;39.0;43.0
188;C-F Nijverheid;1999 4e kwartaal;;;;40.3;39.0;37.0
189;C-F Nijverheid;1999 jaargem./jaartotaal;;;;37.4;177.0;165.0
190;C-F Nijverheid;2000 1e kwartaal;;;;50.9;59.0;48.0
191;C-F Nijverheid;2000 2e kwartaal;;;;54.2;53.0;49.0
192;C-F Nijverheid;2000 3e kwartaal;;;;42.7;38.0;49.0
193;C-F Nijverheid;2000 4e kwartaal;;;;43.8;42.0;41.0
194;C-F Nijverheid;2000 jaargem./jaartotaal;;;;47.5;191.0;188.0
195;C-F Nijverheid;2001 1e kwartaal;;;;45.2;49.0;48.0
196;C-F Nijverheid;2001 2e kwartaal;;;;45.5;42.0;42.0
197;C-F Nijverheid;2001 3e kwartaal;;;;35.0;33.0;43.0
198;C-F Nijverheid;2001 4e kwartaal;;;;33.8;30.0;31.0
199;C-F Nijverheid;2001 jaargem./jaartotaal;;;;41.1;154.0;164.0
200;C-F Nijverheid;2002 1e kwartaal;;;;35.1;35.0;33.0
201;C-F Nijverheid;2002 2e kwartaal;;;;31.6;31.0;34.0
202;C-F Nijverheid;2002 3e kwartaal;;;;18.7;20.0;33.0
203;C-F Nijverheid;2002 4e kwartaal;;;;19.6;21.0;20.0
204;C-F Nijverheid;2002 jaargem./jaartotaal;;;;28.0;106.0;120.0
205;C-F Nijverheid;2003 1e kwartaal;;;;20.0;27.0;27.0
206;C-F Nijverheid;2003 2e kwartaal;;;;18.4;25.0;26.0
207;C-F Nijverheid;2003 3e kwartaal;;;;12.5;18.0;24.0
208;C-F Nijverheid;2003 4e kwartaal;;;;14.3;18.0;16.0
209;C-F Nijverheid;2003 jaargem./jaartotaal;;;;17.0;88.0;94.0
210;C-F Nijverheid;2004 1e kwartaal;;;;17.6;25.0;22.0
211;C-F Nijverheid;2004 2e kwartaal;;;;19.5;28.0;26.0
212;C-F Nijverheid;2004 3e kwartaal;;;;15.6;22.0;26.0
213;C-F Nijverheid;2004 4e kwartaal;;;;17.7;24.0;22.0
214;C-F Nijverheid;2004 jaargem./jaartotaal;;;;17.2;99.0;96.0
215;C-F Nijverheid;2005 1e kwartaal;;;;21.3;30.0;26.0
216;C-F Nijverheid;2005 2e kwartaal;;;;23.4;32.0;30.0
217;C-F Nijverheid;2005 3e kwartaal;;;;24.6;31.0;30.0
218;C-F Nijverheid;2005 4e kwartaal;;;;25.4;31.0;30.0
219;C-F Nijverheid;2005 jaargem./jaartotaal;;;;22.7;125.0;117.0
220;C-F Nijverheid;2006 1e kwartaal;;;;30.6;38.0;33.0
221;C-F Nijverheid;2006 2e kwartaal;;;;35.3;42.0;38.0
222;C-F Nijverheid;2006 3e kwartaal;;;;36.9;41.0;39.0
223;C-F Nijverheid;2006 4e kwartaal;38.3;37.0;37.0;37.3;36.0;35.0
224;C-F Nijverheid;2006 jaargem./jaartotaal;;;;33.5;157.0;145.0
225;C-F Nijverheid;2007 1e kwartaal;42.1;44.0;40.0;;;
226;C-F Nijverheid;2007 2e kwartaal;45.4;45.0;42.0;;;
227;C-F Nijverheid;2007 3e kwartaal;45.6;40.0;40.0;;;
228;C-F Nijverheid;2007 4e kwartaal;44.8;38.0;39.0;;;
229;C-F Nijverheid;2007 jaargem./jaartotaal;43.7;167.0;160.0;;;
230;C-F Nijverheid;2008 1e kwartaal;49.2;42.0;38.0;;;
231;C-F Nijverheid;2008 2e kwartaal;47.0;38.0;40.0;;;
232;C-F Nijverheid;2008 3e kwartaal;41.7;33.0;38.0;;;
233;C-F Nijverheid;2008 4e kwartaal;28.1;21.0;34.0;;;
234;C-F Nijverheid;2008 jaargem./jaartotaal;43.6;134.0;150.0;;;
235;C-F Nijverheid;2009 1e kwartaal;19.5;19.0;27.0;;;
236;C-F Nijverheid;2009 2e kwartaal;16.1;17.0;21.0;;;
237;C-F Nijverheid;2009 3e kwartaal;14.6;17.0;19.0;;;
238;C-F Nijverheid;2009 4e kwartaal;13.6;17.0;18.0;;;
239;C-F Nijverheid;2009 jaargem./jaartotaal;17.8;70.0;85.0;;;
240;C Delfstoffenwinning;1994 1e kwartaal;;;;;;
241;C Delfstoffenwinning;1994 2e kwartaal;;;;;;
242;C Delfstoffenwinning;1994 3e kwartaal;;;;;;
243;C Delfstoffenwinning;1994 4e kwartaal;;;;;;
244;C Delfstoffenwinning;1994 jaargem./jaartotaal;;;;;;
245;C Delfstoffenwinning;1995 1e kwartaal;;;;;;
246;C Delfstoffenwinning;1995 2e kwartaal;;;;;;
247;C Delfstoffenwinning;1995 3e kwartaal;;;;;;
248;C Delfstoffenwinning;1995 4e kwartaal;;;;;;
249;C Delfstoffenwinning;1995 jaargem./jaartotaal;;;;;;
250;C Delfstoffenwinning;1996 1e kwartaal;;;;;;
251;C Delfstoffenwinning;1996 2e kwartaal;;;;;;
252;C Delfstoffenwinning;1996 3e kwartaal;;;;;;
253;C Delfstoffenwinning;1996 4e kwartaal;;;;;;
254;C Delfstoffenwinning;1996 jaargem./jaartotaal;;;;;;
255;C Delfstoffenwinning;1997 1e kwartaal;;;;;;
256;C Delfstoffenwinning;1997 2e kwartaal;;;;;;
257;C Delfstoffenwinning;1997 3e kwartaal;;;;0.2;0.0;0.0
258;C Delfstoffenwinning;1997 4e kwartaal;;;;0.4;0.0;0.0
259;C Delfstoffenwinning;1997 jaargem./jaartotaal;;;;0.4;1.0;1.0
260;C Delfstoffenwinning;1998 1e kwartaal;;;;0.3;0.0;0.0
261;C Delfstoffenwinning;1998 2e kwartaal;;;;0.4;0.0;0.0
262;C Delfstoffenwinning;1998 3e kwartaal;;;;0.1;0.0;0.0
263;C Delfstoffenwinning;1998 4e kwartaal;;;;0.1;0.0;0.0
264;C Delfstoffenwinning;1998 jaargem./jaartotaal;;;;0.2;0.0;1.0
265;C Delfstoffenwinning;1999 1e kwartaal;;;;0.1;0.0;0.0
266;C Delfstoffenwinning;1999 2e kwartaal;;;;0.1;0.0;0.0
267;C Delfstoffenwinning;1999 3e kwartaal;;;;0.1;0.0;0.0
268;C Delfstoffenwinning;1999 4e kwartaal;;;;0.2;0.0;0.0
269;C Delfstoffenwinning;1999 jaargem./jaartotaal;;;;0.1;0.0;0.0
270;C Delfstoffenwinning;2000 1e kwartaal;;;;0.2;0.0;0.0
271;C Delfstoffenwinning;2000 2e kwartaal;;;;0.2;0.0;0.0
272;C Delfstoffenwinning;2000 3e kwartaal;;;;0.2;0.0;0.0
273;C Delfstoffenwinning;2000 4e kwartaal;;;;0.2;0.0;0.0
274;C Delfstoffenwinning;2000 jaargem./jaartotaal;;;;0.2;1.0;1.0
275;C Delfstoffenwinning;2001 1e kwartaal;;;;0.1;0.0;0.0
276;C Delfstoffenwinning;2001 2e kwartaal;;;;0.2;0.0;0.0
277;C Delfstoffenwinning;2001 3e kwartaal;;;;0.1;0.0;0.0
278;C Delfstoffenwinning;2001 4e kwartaal;;;;0.1;0.0;0.0
279;C Delfstoffenwinning;2001 jaargem./jaartotaal;;;;0.2;1.0;1.0
280;C Delfstoffenwinning;2002 1e kwartaal;;;;0.3;0.0;0.0
281;C Delfstoffenwinning;2002 2e kwartaal;;;;0.2;0.0;0.0
282;C Delfstoffenwinning;2002 3e kwartaal;;;;0.3;0.0;0.0
283;C Delfstoffenwinning;2002 4e kwartaal;;;;0.3;0.0;0.0
284;C Delfstoffenwinning;2002 jaargem./jaartotaal;;;;0.2;1.0;1.0
285;C Delfstoffenwinning;2003 1e kwartaal;;;;0.3;0.0;0.0
286;C Delfstoffenwinning;2003 2e kwartaal;;;;0.3;0.0;0.0
287;C Delfstoffenwinning;2003 3e kwartaal;;;;0.1;0.0;0.0
288;C Delfstoffenwinning;2003 4e kwartaal;;;;0.1;0.0;0.0
289;C Delfstoffenwinning;2003 jaargem./jaartotaal;;;;0.2;1.0;1.0
290;C Delfstoffenwinning;2004 1e kwartaal;;;;0.1;0.0;0.0
291;C Delfstoffenwinning;2004 2e kwartaal;;;;0.3;0.0;0.0
292;C Delfstoffenwinning;2004 3e kwartaal;;;;0.2;0.0;0.0
293;C Delfstoffenwinning;2004 4e kwartaal;;;;0.2;0.0;0.0
294;C Delfstoffenwinning;2004 jaargem./jaartotaal;;;;0.2;1.0;1.0
295;C Delfstoffenwinning;2005 1e kwartaal;;;;0.1;0.0;0.0
296;C Delfstoffenwinning;2005 2e kwartaal;;;;0.3;0.0;0.0
297;C Delfstoffenwinning;2005 3e kwartaal;;;;0.2;0.0;0.0
298;C Delfstoffenwinning;2005 4e kwartaal;;;;0.1;0.0;0.0
299;C Delfstoffenwinning;2005 jaargem./jaartotaal;;;;0.2;1.0;1.0
300;C Delfstoffenwinning;2006 1e kwartaal;;;;0.1;0.0;0.0
301;C Delfstoffenwinning;2006 2e kwartaal;;;;0.1;0.0;0.0
302;C Delfstoffenwinning;2006 3e kwartaal;;;;0.1;0.0;0.0
303;C Delfstoffenwinning;2006 4e kwartaal;0.4;0.0;0.0;0.1;0.0;0.0
304;C Delfstoffenwinning;2006 jaargem./jaartotaal;;;;0.1;1.0;1.0
305;C Delfstoffenwinning;2007 1e kwartaal;0.4;0.0;0.0;;;
306;C Delfstoffenwinning;2007 2e kwartaal;0.3;0.0;0.0;;;
307;C Delfstoffenwinning;2007 3e kwartaal;0.3;0.0;0.0;;;
308;C Delfstoffenwinning;2007 4e kwartaal;0.4;0.0;0.0;;;
309;C Delfstoffenwinning;2007 jaargem./jaartotaal;0.4;1.0;1.0;;;
310;C Delfstoffenwinning;2008 1e kwartaal;0.4;0.0;0.0;;;
311;C Delfstoffenwinning;2008 2e kwartaal;0.3;0.0;0.0;;;
312;C Delfstoffenwinning;2008 3e kwartaal;0.3;0.0;0.0;;;
313;C Delfstoffenwinning;2008 4e kwartaal;0.3;0.0;0.0;;;
314;C Delfstoffenwinning;2008 jaargem./jaartotaal;0.4;1.0;1.0;;;
315;C Delfstoffenwinning;2009 1e kwartaal;0.4;0.0;0.0;;;
316;C Delfstoffenwinning;2009 2e kwartaal;0.4;0.0;0.0;;;
317;C Delfstoffenwinning;2009 3e kwartaal;0.2;0.0;0.0;;;
318;C Delfstoffenwinning;2009 4e kwartaal;0.3;0.0;0.0;;;
319;C Delfstoffenwinning;2009 jaargem./jaartotaal;0.3;1.0;1.0;;;
320;Overige delfstoffenwinning;1994 1e kwartaal;;;;0.6;0.0;0.0
321;Overige delfstoffenwinning;1994 2e kwartaal;;;;0.6;0.0;0.0
322;Overige delfstoffenwinning;1994 3e kwartaal;;;;0.5;0.0;0.0
323;Overige delfstoffenwinning;1994 4e kwartaal;;;;0.5;0.0;0.0
324;Overige delfstoffenwinning;1994 jaargem./jaartotaal;;;;0.6;1.0;2.0
325;Overige delfstoffenwinning;1995 1e kwartaal;;;;0.6;1.0;0.0
326;Overige delfstoffenwinning;1995 2e kwartaal;;;;0.6;0.0;0.0
327;Overige delfstoffenwinning;1995 3e kwartaal;;;;0.6;1.0;0.0
328;Overige delfstoffenwinning;1995 4e kwartaal;;;;0.7;1.0;0.0
