ID;RegioS;Geslacht;Leeftijd;AantalPersonenMet52WekenInkomen_1;GemiddeldBesteedbaarInkomen_2
136;Flevoland;Totaal mannen en vrouwen;15 tot 25 jaar;23.8;9.0
137;Flevoland;Totaal mannen en vrouwen;25 tot 45 jaar;96.2;18.3
138;Flevoland;Totaal mannen en vrouwen;45 tot 65 jaar;61.3;19.4
139;Flevoland;Totaal mannen en vrouwen;65 jaar en ouder;29.1;13.7
140;Flevoland;Man;Totaal leeftijd;114.4;20.5
141;Flevoland;Man;15 tot 25 jaar;12.5;9.5
142;Flevoland;Man;25 tot 45 jaar;53.0;22.0
143;Flevoland;Man;45 tot 65 jaar;36.0;23.6
144;Flevoland;Man;65 jaar en ouder;12.9;16.9
145;Flevoland;Vrouw;Totaal leeftijd;96.0;12.6
146;Flevoland;Vrouw;15 tot 25 jaar;11.3;8.4
147;Flevoland;Vrouw;25 tot 45 jaar;43.2;13.7
148;Flevoland;Vrouw;45 tot 65 jaar;25.3;13.4
149;Flevoland;Vrouw;65 jaar en ouder;16.1;11.1
150;Gelderland;Totaal mannen en vrouwen;Totaal leeftijd;1282.6;16.7
151;Gelderland;Totaal mannen en vrouwen;15 tot 25 jaar;135.5;8.4
152;Gelderland;Totaal mannen en vrouwen;25 tot 45 jaar;494.6;17.7
153;Gelderland;Totaal mannen en vrouwen;45 tot 65 jaar;389.1;19.8
154;Gelderland;Totaal mannen en vrouwen;65 jaar en ouder;263.4;14.8
155;Gelderland;Man;Totaal leeftijd;694.2;20.5
156;Gelderland;Man;15 tot 25 jaar;70.5;9.1
157;Gelderland;Man;25 tot 45 jaar;275.9;21.2
158;Gelderland;Man;45 tot 65 jaar;237.3;24.1
159;Gelderland;Man;65 jaar en ouder;110.6;18.4
160;Gelderland;Vrouw;Totaal leeftijd;588.4;12.3
161;Gelderland;Vrouw;15 tot 25 jaar;65.1;7.7
162;Gelderland;Vrouw;25 tot 45 jaar;218.7;13.3
163;Gelderland;Vrouw;45 tot 65 jaar;151.9;13.1
164;Gelderland;Vrouw;65 jaar en ouder;152.7;12.2
165;Utrecht;Totaal mannen en vrouwen;Totaal leeftijd;758.6;18.3
166;Utrecht;Totaal mannen en vrouwen;15 tot 25 jaar;80.5;8.4
167;Utrecht;Totaal mannen en vrouwen;25 tot 45 jaar;316.3;19.5
168;Utrecht;Totaal mannen en vrouwen;45 tot 65 jaar;222.7;21.7
169;Utrecht;Totaal mannen en vrouwen;65 jaar en ouder;139.0;16.1
170;Utrecht;Man;Totaal leeftijd;396.9;22.5
171;Utrecht;Man;15 tot 25 jaar;39.9;9.0
172;Utrecht;Man;25 tot 45 jaar;171.1;23.0
173;Utrecht;Man;45 tot 65 jaar;129.2;26.9
174;Utrecht;Man;65 jaar en ouder;56.6;20.3
175;Utrecht;Vrouw;Totaal leeftijd;361.7;13.8
176;Utrecht;Vrouw;15 tot 25 jaar;40.6;7.9
177;Utrecht;Vrouw;25 tot 45 jaar;145.2;15.2
178;Utrecht;Vrouw;45 tot 65 jaar;93.5;14.5
179;Utrecht;Vrouw;65 jaar en ouder;82.5;13.2
180;Noord-Holland;Totaal mannen en vrouwen;Totaal leeftijd;1723.0;18.0
181;Noord-Holland;Totaal mannen en vrouwen;15 tot 25 jaar;154.6;8.8
182;Noord-Holland;Totaal mannen en vrouwen;25 tot 45 jaar;700.9;19.3
183;Noord-Holland;Totaal mannen en vrouwen;45 tot 65 jaar;528.8;20.7
184;Noord-Holland;Totaal mannen en vrouwen;65 jaar en ouder;338.7;15.5
185;Noord-Holland;Man;Totaal leeftijd;900.6;21.8
186;Noord-Holland;Man;15 tot 25 jaar;78.0;9.4
187;Noord-Holland;Man;25 tot 45 jaar;378.4;22.5
188;Noord-Holland;Man;45 tot 65 jaar;304.7;25.2
189;Noord-Holland;Man;65 jaar en ouder;139.6;19.3
190;Noord-Holland;Vrouw;Totaal leeftijd;822.3;13.9
191;Noord-Holland;Vrouw;15 tot 25 jaar;76.6;8.2
192;Noord-Holland;Vrouw;25 tot 45 jaar;322.4;15.5
193;Noord-Holland;Vrouw;45 tot 65 jaar;224.1;14.7
194;Noord-Holland;Vrouw;65 jaar en ouder;199.2;12.9
195;Zuid-Holland;Totaal mannen en vrouwen;Totaal leeftijd;2247.3;17.5
196;Zuid-Holland;Totaal mannen en vrouwen;15 tot 25 jaar;230.3;8.8
197;Zuid-Holland;Totaal mannen en vrouwen;25 tot 45 jaar;882.2;18.6
198;Zuid-Holland;Totaal mannen en vrouwen;45 tot 65 jaar;671.9;20.7
199;Zuid-Holland;Totaal mannen en vrouwen;65 jaar en ouder;462.9;15.1
200;Zuid-Holland;Man;Totaal leeftijd;1193.1;21.3
201;Zuid-Holland;Man;15 tot 25 jaar;118.4;9.4
202;Zuid-Holland;Man;25 tot 45 jaar;486.4;21.9
203;Zuid-Holland;Man;45 tot 65 jaar;398.4;25.2
204;Zuid-Holland;Man;65 jaar en ouder;189.9;18.7
205;Zuid-Holland;Vrouw;Totaal leeftijd;1054.1;13.2
206;Zuid-Holland;Vrouw;15 tot 25 jaar;111.9;8.3
207;Zuid-Holland;Vrouw;25 tot 45 jaar;395.8;14.6
208;Zuid-Holland;Vrouw;45 tot 65 jaar;273.5;14.0
209;Zuid-Holland;Vrouw;65 jaar en ouder;273.0;12.5
210;Zeeland;Totaal mannen en vrouwen;Totaal leeftijd;246.3;16.5
211;Zeeland;Totaal mannen en vrouwen;15 tot 25 jaar;23.3;8.9
212;Zeeland;Totaal mannen en vrouwen;25 tot 45 jaar;86.0;17.5
213;Zeeland;Totaal mannen en vrouwen;45 tot 65 jaar;76.4;19.6
214;Zeeland;Totaal mannen en vrouwen;65 jaar en ouder;60.6;14.2
215;Zeeland;Man;Totaal leeftijd;134.9;20.4
216;Zeeland;Man;15 tot 25 jaar;12.5;9.8
217;Zeeland;Man;25 tot 45 jaar;48.5;21.3
218;Zeeland;Man;45 tot 65 jaar;47.7;23.8
219;Zeeland;Man;65 jaar en ouder;26.2;17.7
220;Zeeland;Vrouw;Totaal leeftijd;111.4;11.9
221;Zeeland;Vrouw;15 tot 25 jaar;10.8;7.7
222;Zeeland;Vrouw;25 tot 45 jaar;37.4;12.6
223;Zeeland;Vrouw;45 tot 65 jaar;28.7;12.7
224;Zeeland;Vrouw;65 jaar en ouder;34.5;11.6
225;Noord-Brabant;Totaal mannen en vrouwen;Totaal leeftijd;1588.3;16.9
226;Noord-Brabant;Totaal mannen en vrouwen;15 tot 25 jaar;164.3;8.5
227;Noord-Brabant;Totaal mannen en vrouwen;25 tot 45 jaar;625.5;18.1
228;Noord-Brabant;Totaal mannen en vrouwen;45 tot 65 jaar;489.5;19.9
229;Noord-Brabant;Totaal mannen en vrouwen;65 jaar en ouder;309.0;14.4
230;Noord-Brabant;Man;Totaal leeftijd;871.0;20.8
231;Noord-Brabant;Man;15 tot 25 jaar;85.5;9.1
232;Noord-Brabant;Man;25 tot 45 jaar;351.1;21.7
233;Noord-Brabant;Man;45 tot 65 jaar;301.9;24.4
234;Noord-Brabant;Man;65 jaar en ouder;132.5;17.9
235;Noord-Brabant;Vrouw;Totaal leeftijd;717.4;12.3
236;Noord-Brabant;Vrouw;15 tot 25 jaar;78.8;7.8
237;Noord-Brabant;Vrouw;25 tot 45 jaar;274.5;13.5
238;Noord-Brabant;Vrouw;45 tot 65 jaar;187.5;12.8
239;Noord-Brabant;Vrouw;65 jaar en ouder;176.5;11.9
240;Limburg;Totaal mannen en vrouwen;Totaal leeftijd;759.0;16.0
241;Limburg;Totaal mannen en vrouwen;15 tot 25 jaar;67.9;8.0
242;Limburg;Totaal mannen en vrouwen;25 tot 45 jaar;279.1;17.0
243;Limburg;Totaal mannen en vrouwen;45 tot 65 jaar;243.8;18.5
244;Limburg;Totaal mannen en vrouwen;65 jaar en ouder;168.1;14.1
245;Limburg;Man;Totaal leeftijd;409.7;19.6
246;Limburg;Man;15 tot 25 jaar;34.6;8.6
247;Limburg;Man;25 tot 45 jaar;154.2;20.3
248;Limburg;Man;45 tot 65 jaar;149.7;22.5
249;Limburg;Man;65 jaar en ouder;71.2;17.2
250;Limburg;Vrouw;Totaal leeftijd;349.3;11.9
251;Limburg;Vrouw;15 tot 25 jaar;33.3;7.5
252;Limburg;Vrouw;25 tot 45 jaar;124.9;12.9
253;Limburg;Vrouw;45 tot 65 jaar;94.2;12.3
254;Limburg;Vrouw;65 jaar en ouder;96.9;11.7
255;Oost-Groningen;Totaal mannen en vrouwen;Totaal leeftijd;102.4;14.7
256;Oost-Groningen;Totaal mannen en vrouwen;15 tot 25 jaar;8.2;8.4
257;Oost-Groningen;Totaal mannen en vrouwen;25 tot 45 jaar;36.5;15.7
258;Oost-Groningen;Totaal mannen en vrouwen;45 tot 65 jaar;32.4;16.9
259;Oost-Groningen;Totaal mannen en vrouwen;65 jaar en ouder;25.3;12.5
260;Oost-Groningen;Man;Totaal leeftijd;56.3;17.6
261;Oost-Groningen;Man;15 tot 25 jaar;4.3;9.1
262;Oost-Groningen;Man;25 tot 45 jaar;20.7;18.5
263;Oost-Groningen;Man;45 tot 65 jaar;20.6;19.9
264;Oost-Groningen;Man;65 jaar en ouder;10.7;14.8
265;Oost-Groningen;Vrouw;Totaal leeftijd;46.1;11.2
266;Oost-Groningen;Vrouw;15 tot 25 jaar;3.9;7.7
267;Oost-Groningen;Vrouw;25 tot 45 jaar;15.8;12.1
268;Oost-Groningen;Vrouw;45 tot 65 jaar;11.8;11.6
269;Oost-Groningen;Vrouw;65 jaar en ouder;14.6;10.9
270;Delfzijl en omgeving;Totaal mannen en vrouwen;Totaal leeftijd;34.2;15.7
271;Delfzijl en omgeving;Totaal mannen en vrouwen;15 tot 25 jaar;2.9;8.6
272;Delfzijl en omgeving;Totaal mannen en vrouwen;25 tot 45 jaar;12.1;16.3
273;Delfzijl en omgeving;Totaal mannen en vrouwen;45 tot 65 jaar;10.9;18.6
274;Delfzijl en omgeving;Totaal mannen en vrouwen;65 jaar en ouder;8.2;13.3
275;Delfzijl en omgeving;Man;Totaal leeftijd;18.9;19.0
276;Delfzijl en omgeving;Man;15 tot 25 jaar;1.6;9.8
277;Delfzijl en omgeving;Man;25 tot 45 jaar;6.8;19.2
278;Delfzijl en omgeving;Man;45 tot 65 jaar;7.0;22.2
279;Delfzijl en omgeving;Man;65 jaar en ouder;3.5;16.2
280;Delfzijl en omgeving;Vrouw;Totaal leeftijd;15.3;11.6
281;Delfzijl en omgeving;Vrouw;15 tot 25 jaar;1.4;7.4
282;Delfzijl en omgeving;Vrouw;25 tot 45 jaar;5.3;12.6
283;Delfzijl en omgeving;Vrouw;45 tot 65 jaar;3.9;12.3
284;Delfzijl en omgeving;Vrouw;65 jaar en ouder;4.7;11.1
285;Overig Groningen;Totaal mannen en vrouwen;Totaal leeftijd;239.1;15.6
286;Overig Groningen;Totaal mannen en vrouwen;15 tot 25 jaar;29.0;7.2
287;Overig Groningen;Totaal mannen en vrouwen;25 tot 45 jaar;94.3;16.7
288;Overig Groningen;Totaal mannen en vrouwen;45 tot 65 jaar;68.2;18.9
289;Overig Groningen;Totaal mannen en vrouwen;65 jaar en ouder;47.5;14.0
290;Overig Groningen;Man;Totaal leeftijd;127.1;18.4
291;Overig Groningen;Man;15 tot 25 jaar;14.6;7.6
292;Overig Groningen;Man;25 tot 45 jaar;52.0;18.9
293;Overig Groningen;Man;45 tot 65 jaar;41.0;22.4
294;Overig Groningen;Man;65 jaar en ouder;19.4;16.9
295;Overig Groningen;Vrouw;Totaal leeftijd;112.0;12.5
296;Overig Groningen;Vrouw;15 tot 25 jaar;14.4;6.9
297;Overig Groningen;Vrouw;25 tot 45 jaar;42.3;13.9
298;Overig Groningen;Vrouw;45 tot 65 jaar;27.2;13.6
299;Overig Groningen;Vrouw;65 jaar en ouder;28.1;12.0
300;Noord-Friesland;Totaal mannen en vrouwen;Totaal leeftijd;212.1;15.4
301;Noord-Friesland;Totaal mannen en vrouwen;15 tot 25 jaar;23.2;8.4
302;Noord-Friesland;Totaal mannen en vrouwen;25 tot 45 jaar;79.8;16.4
303;Noord-Friesland;Totaal mannen en vrouwen;45 tot 65 jaar;64.6;18.0
304;Noord-Friesland;Totaal mannen en vrouwen;65 jaar en ouder;44.6;13.6
305;Noord-Friesland;Man;Totaal leeftijd;117.0;18.4
306;Noord-Friesland;Man;15 tot 25 jaar;12.3;9.2
307;Noord-Friesland;Man;25 tot 45 jaar;45.4;19.0
308;Noord-Friesland;Man;45 tot 65 jaar;40.6;21.4
309;Noord-Friesland;Man;65 jaar en ouder;18.7;16.5
310;Noord-Friesland;Vrouw;Totaal leeftijd;95.2;11.7
311;Noord-Friesland;Vrouw;15 tot 25 jaar;10.9;7.5
312;Noord-Friesland;Vrouw;25 tot 45 jaar;34.4;12.8
313;Noord-Friesland;Vrouw;45 tot 65 jaar;24.0;12.2
314;Noord-Friesland;Vrouw;65 jaar en ouder;25.9;11.4
315;Zuidwest-Friesland;Totaal mannen en vrouwen;Totaal leeftijd;66.5;15.9
316;Zuidwest-Friesland;Totaal mannen en vrouwen;15 tot 25 jaar;6.3;8.2
317;Zuidwest-Friesland;Totaal mannen en vrouwen;25 tot 45 jaar;24.7;16.6
318;Zuidwest-Friesland;Totaal mannen en vrouwen;45 tot 65 jaar;20.8;18.7
319;Zuidwest-Friesland;Totaal mannen en vrouwen;65 jaar en ouder;14.7;13.9
320;Zuidwest-Friesland;Man;Totaal leeftijd;37.2;19.3
321;Zuidwest-Friesland;Man;15 tot 25 jaar;3.4;8.9
322;Zuidwest-Friesland;Man;25 tot 45 jaar;14.2;19.8
323;Zuidwest-Friesland;Man;45 tot 65 jaar;13.1;22.4
324;Zuidwest-Friesland;Man;65 jaar en ouder;6.4;17.5
325;Zuidwest-Friesland;Vrouw;Totaal leeftijd;29.3;11.5
326;Zuidwest-Friesland;Vrouw;15 tot 25 jaar;2.8;7.3
327;Zuidwest-Friesland;Vrouw;25 tot 45 jaar;10.5;12.4
328;Zuidwest-Friesland;Vrouw;45 tot 65 jaar;7.7;12.4
329;Zuidwest-Friesland;Vrouw;65 jaar en ouder;8.3;11.1
330;Zuidoost-Friesland;Totaal mannen en vrouwen;Totaal leeftijd;133.2;15.9
331;Zuidoost-Friesland;Totaal mannen en vrouwen;15 tot 25 jaar;12.4;8.5
332;Zuidoost-Friesland;Totaal mannen en vrouwen;25 tot 45 jaar;49.4;16.6
333;Zuidoost-Friesland;Totaal mannen en vrouwen;45 tot 65 jaar;40.6;18.8
334;Zuidoost-Friesland;Totaal mannen en vrouwen;65 jaar en ouder;30.7;13.9
335;Zuidoost-Friesland;Man;Totaal leeftijd;73.1;19.3
336;Zuidoost-Friesland;Man;15 tot 25 jaar;6.7;9.3
337;Zuidoost-Friesland;Man;25 tot 45 jaar;27.9;19.7
338;Zuidoost-Friesland;Man;45 tot 65 jaar;25.3;22.6
339;Zuidoost-Friesland;Man;65 jaar en ouder;13.2;17.1
340;Zuidoost-Friesland;Vrouw;Totaal leeftijd;60.0;11.7
341;Zuidoost-Friesland;Vrouw;15 tot 25 jaar;5.7;7.5
342;Zuidoost-Friesland;Vrouw;25 tot 45 jaar;21.5;12.5
343;Zuidoost-Friesland;Vrouw;45 tot 65 jaar;15.3;12.5
344;Zuidoost-Friesland;Vrouw;65 jaar en ouder;17.5;11.4
345;Noord-Drenthe;Totaal mannen en vrouwen;Totaal leeftijd;120.4;16.6
346;Noord-Drenthe;Totaal mannen en vrouwen;15 tot 25 jaar;9.4;7.9
347;Noord-Drenthe;Totaal mannen en vrouwen;25 tot 45 jaar;43.9;17.0
348;Noord-Drenthe;Totaal mannen en vrouwen;45 tot 65 jaar;39.2;19.7
349;Noord-Drenthe;Totaal mannen en vrouwen;65 jaar en ouder;27.8;14.7
350;Noord-Drenthe;Man;Totaal leeftijd;64.7;20.2
351;Noord-Drenthe;Man;15 tot 25 jaar;5.0;8.4
352;Noord-Drenthe;Man;25 tot 45 jaar;23.9;20.1
353;Noord-Drenthe;Man;45 tot 65 jaar;23.8;23.8
354;Noord-Drenthe;Man;65 jaar en ouder;12.1;18.3
355;Noord-Drenthe;Vrouw;Totaal leeftijd;55.6;12.4
356;Noord-Drenthe;Vrouw;15 tot 25 jaar;4.4;7.3
357;Noord-Drenthe;Vrouw;25 tot 45 jaar;20.1;13.3
358;Noord-Drenthe;Vrouw;45 tot 65 jaar;15.4;13.4
359;Noord-Drenthe;Vrouw;65 jaar en ouder;15.7;11.8
360;Zuidoost-Drenthe;Totaal mannen en vrouwen;Totaal leeftijd;113.1;15.1
361;Zuidoost-Drenthe;Totaal mannen en vrouwen;15 tot 25 jaar;10.6;8.2
362;Zuidoost-Drenthe;Totaal mannen en vrouwen;25 tot 45 jaar;41.4;15.9
363;Zuidoost-Drenthe;Totaal mannen en vrouwen;45 tot 65 jaar;35.5;17.6
364;Zuidoost-Drenthe;Totaal mannen en vrouwen;65 jaar en ouder;25.7;13.1
365;Zuidoost-Drenthe;Man;Totaal leeftijd;62.2;18.3
366;Zuidoost-Drenthe;Man;15 tot 25 jaar;5.7;9.1
367;Zuidoost-Drenthe;Man;25 tot 45 jaar;23.4;19.0
368;Zuidoost-Drenthe;Man;45 tot 65 jaar;22.1;21.2
369;Zuidoost-Drenthe;Man;65 jaar en ouder;11.2;15.8
370;Zuidoost-Drenthe;Vrouw;Totaal leeftijd;50.9;11.2
371;Zuidoost-Drenthe;Vrouw;15 tot 25 jaar;4.9;7.3
372;Zuidoost-Drenthe;Vrouw;25 tot 45 jaar;18.0;11.9
373;Zuidoost-Drenthe;Vrouw;45 tot 65 jaar;13.4;11.8
374;Zuidoost-Drenthe;Vrouw;65 jaar en ouder;14.6;11.1
375;Zuidwest-Drenthe;Totaal mannen en vrouwen;Totaal leeftijd;83.3;16.0
376;Zuidwest-Drenthe;Totaal mannen en vrouwen;15 tot 25 jaar;8.2;8.8
377;Zuidwest-Drenthe;Totaal mannen en vrouwen;25 tot 45 jaar;30.0;16.8
378;Zuidwest-Drenthe;Totaal mannen en vrouwen;45 tot 65 jaar;25.5;18.8
