ID;Geslacht;LeeftijdPartnerOp31December;HuwelijksduurOp31December;Perioden;OverledenenGehuwden_1
327;Totaal mannen en vrouwen;Totaal;10 jaar gehuwd geweest;2015;236.0
328;Totaal mannen en vrouwen;Totaal;10 jaar gehuwd geweest;2016;266.0
329;Totaal mannen en vrouwen;Totaal;10 jaar gehuwd geweest;2017;267.0
330;Totaal mannen en vrouwen;Totaal;10 jaar gehuwd geweest;2018;271.0
331;Totaal mannen en vrouwen;Totaal;10 jaar gehuwd geweest;2019;269.0
332;Totaal mannen en vrouwen;Totaal;10 jaar gehuwd geweest;2020;301.0
333;Totaal mannen en vrouwen;Totaal;10 jaar gehuwd geweest;2021;318.0
334;Totaal mannen en vrouwen;Totaal;10 jaar gehuwd geweest;2022;284.0
335;Totaal mannen en vrouwen;Totaal;10 jaar gehuwd geweest;2023;281.0
336;Totaal mannen en vrouwen;Totaal;11 jaar gehuwd geweest;1996;244.0
337;Totaal mannen en vrouwen;Totaal;11 jaar gehuwd geweest;1997;238.0
338;Totaal mannen en vrouwen;Totaal;11 jaar gehuwd geweest;1998;199.0
339;Totaal mannen en vrouwen;Totaal;11 jaar gehuwd geweest;1999;221.0
340;Totaal mannen en vrouwen;Totaal;11 jaar gehuwd geweest;2000;272.0
341;Totaal mannen en vrouwen;Totaal;11 jaar gehuwd geweest;2001;220.0
342;Totaal mannen en vrouwen;Totaal;11 jaar gehuwd geweest;2002;250.0
343;Totaal mannen en vrouwen;Totaal;11 jaar gehuwd geweest;2003;238.0
344;Totaal mannen en vrouwen;Totaal;11 jaar gehuwd geweest;2004;236.0
345;Totaal mannen en vrouwen;Totaal;11 jaar gehuwd geweest;2005;222.0
346;Totaal mannen en vrouwen;Totaal;11 jaar gehuwd geweest;2006;214.0
347;Totaal mannen en vrouwen;Totaal;11 jaar gehuwd geweest;2007;223.0
348;Totaal mannen en vrouwen;Totaal;11 jaar gehuwd geweest;2008;207.0
349;Totaal mannen en vrouwen;Totaal;11 jaar gehuwd geweest;2009;250.0
350;Totaal mannen en vrouwen;Totaal;11 jaar gehuwd geweest;2010;237.0
351;Totaal mannen en vrouwen;Totaal;11 jaar gehuwd geweest;2011;269.0
352;Totaal mannen en vrouwen;Totaal;11 jaar gehuwd geweest;2012;264.0
353;Totaal mannen en vrouwen;Totaal;11 jaar gehuwd geweest;2013;267.0
354;Totaal mannen en vrouwen;Totaal;11 jaar gehuwd geweest;2014;260.0
355;Totaal mannen en vrouwen;Totaal;11 jaar gehuwd geweest;2015;227.0
356;Totaal mannen en vrouwen;Totaal;11 jaar gehuwd geweest;2016;289.0
357;Totaal mannen en vrouwen;Totaal;11 jaar gehuwd geweest;2017;282.0
358;Totaal mannen en vrouwen;Totaal;11 jaar gehuwd geweest;2018;282.0
359;Totaal mannen en vrouwen;Totaal;11 jaar gehuwd geweest;2019;277.0
360;Totaal mannen en vrouwen;Totaal;11 jaar gehuwd geweest;2020;331.0
361;Totaal mannen en vrouwen;Totaal;11 jaar gehuwd geweest;2021;305.0
362;Totaal mannen en vrouwen;Totaal;11 jaar gehuwd geweest;2022;347.0
363;Totaal mannen en vrouwen;Totaal;11 jaar gehuwd geweest;2023;283.0
364;Totaal mannen en vrouwen;Totaal;12 jaar gehuwd geweest;1996;206.0
365;Totaal mannen en vrouwen;Totaal;12 jaar gehuwd geweest;1997;211.0
366;Totaal mannen en vrouwen;Totaal;12 jaar gehuwd geweest;1998;225.0
367;Totaal mannen en vrouwen;Totaal;12 jaar gehuwd geweest;1999;245.0
368;Totaal mannen en vrouwen;Totaal;12 jaar gehuwd geweest;2000;206.0
369;Totaal mannen en vrouwen;Totaal;12 jaar gehuwd geweest;2001;211.0
370;Totaal mannen en vrouwen;Totaal;12 jaar gehuwd geweest;2002;210.0
371;Totaal mannen en vrouwen;Totaal;12 jaar gehuwd geweest;2003;275.0
372;Totaal mannen en vrouwen;Totaal;12 jaar gehuwd geweest;2004;253.0
373;Totaal mannen en vrouwen;Totaal;12 jaar gehuwd geweest;2005;248.0
374;Totaal mannen en vrouwen;Totaal;12 jaar gehuwd geweest;2006;230.0
375;Totaal mannen en vrouwen;Totaal;12 jaar gehuwd geweest;2007;214.0
376;Totaal mannen en vrouwen;Totaal;12 jaar gehuwd geweest;2008;221.0
377;Totaal mannen en vrouwen;Totaal;12 jaar gehuwd geweest;2009;218.0
378;Totaal mannen en vrouwen;Totaal;12 jaar gehuwd geweest;2010;291.0
379;Totaal mannen en vrouwen;Totaal;12 jaar gehuwd geweest;2011;245.0
380;Totaal mannen en vrouwen;Totaal;12 jaar gehuwd geweest;2012;279.0
381;Totaal mannen en vrouwen;Totaal;12 jaar gehuwd geweest;2013;264.0
382;Totaal mannen en vrouwen;Totaal;12 jaar gehuwd geweest;2014;279.0
383;Totaal mannen en vrouwen;Totaal;12 jaar gehuwd geweest;2015;267.0
384;Totaal mannen en vrouwen;Totaal;12 jaar gehuwd geweest;2016;258.0
385;Totaal mannen en vrouwen;Totaal;12 jaar gehuwd geweest;2017;265.0
386;Totaal mannen en vrouwen;Totaal;12 jaar gehuwd geweest;2018;278.0
387;Totaal mannen en vrouwen;Totaal;12 jaar gehuwd geweest;2019;304.0
388;Totaal mannen en vrouwen;Totaal;12 jaar gehuwd geweest;2020;328.0
389;Totaal mannen en vrouwen;Totaal;12 jaar gehuwd geweest;2021;376.0
390;Totaal mannen en vrouwen;Totaal;12 jaar gehuwd geweest;2022;341.0
391;Totaal mannen en vrouwen;Totaal;12 jaar gehuwd geweest;2023;313.0
392;Totaal mannen en vrouwen;Totaal;13 jaar gehuwd geweest;1996;201.0
393;Totaal mannen en vrouwen;Totaal;13 jaar gehuwd geweest;1997;228.0
394;Totaal mannen en vrouwen;Totaal;13 jaar gehuwd geweest;1998;228.0
395;Totaal mannen en vrouwen;Totaal;13 jaar gehuwd geweest;1999;252.0
396;Totaal mannen en vrouwen;Totaal;13 jaar gehuwd geweest;2000;223.0
397;Totaal mannen en vrouwen;Totaal;13 jaar gehuwd geweest;2001;229.0
398;Totaal mannen en vrouwen;Totaal;13 jaar gehuwd geweest;2002;252.0
399;Totaal mannen en vrouwen;Totaal;13 jaar gehuwd geweest;2003;263.0
400;Totaal mannen en vrouwen;Totaal;13 jaar gehuwd geweest;2004;249.0
401;Totaal mannen en vrouwen;Totaal;13 jaar gehuwd geweest;2005;237.0
402;Totaal mannen en vrouwen;Totaal;13 jaar gehuwd geweest;2006;251.0
403;Totaal mannen en vrouwen;Totaal;13 jaar gehuwd geweest;2007;202.0
404;Totaal mannen en vrouwen;Totaal;13 jaar gehuwd geweest;2008;208.0
405;Totaal mannen en vrouwen;Totaal;13 jaar gehuwd geweest;2009;268.0
406;Totaal mannen en vrouwen;Totaal;13 jaar gehuwd geweest;2010;249.0
407;Totaal mannen en vrouwen;Totaal;13 jaar gehuwd geweest;2011;273.0
408;Totaal mannen en vrouwen;Totaal;13 jaar gehuwd geweest;2012;275.0
409;Totaal mannen en vrouwen;Totaal;13 jaar gehuwd geweest;2013;280.0
410;Totaal mannen en vrouwen;Totaal;13 jaar gehuwd geweest;2014;273.0
411;Totaal mannen en vrouwen;Totaal;13 jaar gehuwd geweest;2015;273.0
412;Totaal mannen en vrouwen;Totaal;13 jaar gehuwd geweest;2016;258.0
413;Totaal mannen en vrouwen;Totaal;13 jaar gehuwd geweest;2017;234.0
414;Totaal mannen en vrouwen;Totaal;13 jaar gehuwd geweest;2018;245.0
415;Totaal mannen en vrouwen;Totaal;13 jaar gehuwd geweest;2019;299.0
416;Totaal mannen en vrouwen;Totaal;13 jaar gehuwd geweest;2020;323.0
417;Totaal mannen en vrouwen;Totaal;13 jaar gehuwd geweest;2021;333.0
418;Totaal mannen en vrouwen;Totaal;13 jaar gehuwd geweest;2022;341.0
419;Totaal mannen en vrouwen;Totaal;13 jaar gehuwd geweest;2023;323.0
420;Totaal mannen en vrouwen;Totaal;14 jaar gehuwd geweest;1996;227.0
421;Totaal mannen en vrouwen;Totaal;14 jaar gehuwd geweest;1997;192.0
422;Totaal mannen en vrouwen;Totaal;14 jaar gehuwd geweest;1998;222.0
423;Totaal mannen en vrouwen;Totaal;14 jaar gehuwd geweest;1999;272.0
424;Totaal mannen en vrouwen;Totaal;14 jaar gehuwd geweest;2000;257.0
425;Totaal mannen en vrouwen;Totaal;14 jaar gehuwd geweest;2001;237.0
426;Totaal mannen en vrouwen;Totaal;14 jaar gehuwd geweest;2002;243.0
427;Totaal mannen en vrouwen;Totaal;14 jaar gehuwd geweest;2003;261.0
428;Totaal mannen en vrouwen;Totaal;14 jaar gehuwd geweest;2004;257.0
429;Totaal mannen en vrouwen;Totaal;14 jaar gehuwd geweest;2005;288.0
430;Totaal mannen en vrouwen;Totaal;14 jaar gehuwd geweest;2006;267.0
431;Totaal mannen en vrouwen;Totaal;14 jaar gehuwd geweest;2007;243.0
432;Totaal mannen en vrouwen;Totaal;14 jaar gehuwd geweest;2008;269.0
433;Totaal mannen en vrouwen;Totaal;14 jaar gehuwd geweest;2009;230.0
434;Totaal mannen en vrouwen;Totaal;14 jaar gehuwd geweest;2010;250.0
435;Totaal mannen en vrouwen;Totaal;14 jaar gehuwd geweest;2011;264.0
436;Totaal mannen en vrouwen;Totaal;14 jaar gehuwd geweest;2012;309.0
437;Totaal mannen en vrouwen;Totaal;14 jaar gehuwd geweest;2013;301.0
438;Totaal mannen en vrouwen;Totaal;14 jaar gehuwd geweest;2014;288.0
439;Totaal mannen en vrouwen;Totaal;14 jaar gehuwd geweest;2015;295.0
440;Totaal mannen en vrouwen;Totaal;14 jaar gehuwd geweest;2016;320.0
441;Totaal mannen en vrouwen;Totaal;14 jaar gehuwd geweest;2017;263.0
442;Totaal mannen en vrouwen;Totaal;14 jaar gehuwd geweest;2018;291.0
443;Totaal mannen en vrouwen;Totaal;14 jaar gehuwd geweest;2019;314.0
444;Totaal mannen en vrouwen;Totaal;14 jaar gehuwd geweest;2020;326.0
445;Totaal mannen en vrouwen;Totaal;14 jaar gehuwd geweest;2021;328.0
446;Totaal mannen en vrouwen;Totaal;14 jaar gehuwd geweest;2022;329.0
447;Totaal mannen en vrouwen;Totaal;14 jaar gehuwd geweest;2023;338.0
448;Totaal mannen en vrouwen;Totaal;15 jaar gehuwd geweest;1996;218.0
449;Totaal mannen en vrouwen;Totaal;15 jaar gehuwd geweest;1997;205.0
450;Totaal mannen en vrouwen;Totaal;15 jaar gehuwd geweest;1998;188.0
451;Totaal mannen en vrouwen;Totaal;15 jaar gehuwd geweest;1999;229.0
452;Totaal mannen en vrouwen;Totaal;15 jaar gehuwd geweest;2000;237.0
453;Totaal mannen en vrouwen;Totaal;15 jaar gehuwd geweest;2001;282.0
454;Totaal mannen en vrouwen;Totaal;15 jaar gehuwd geweest;2002;245.0
455;Totaal mannen en vrouwen;Totaal;15 jaar gehuwd geweest;2003;276.0
456;Totaal mannen en vrouwen;Totaal;15 jaar gehuwd geweest;2004;247.0
457;Totaal mannen en vrouwen;Totaal;15 jaar gehuwd geweest;2005;254.0
458;Totaal mannen en vrouwen;Totaal;15 jaar gehuwd geweest;2006;287.0
459;Totaal mannen en vrouwen;Totaal;15 jaar gehuwd geweest;2007;276.0
460;Totaal mannen en vrouwen;Totaal;15 jaar gehuwd geweest;2008;253.0
461;Totaal mannen en vrouwen;Totaal;15 jaar gehuwd geweest;2009;247.0
462;Totaal mannen en vrouwen;Totaal;15 jaar gehuwd geweest;2010;248.0
463;Totaal mannen en vrouwen;Totaal;15 jaar gehuwd geweest;2011;243.0
464;Totaal mannen en vrouwen;Totaal;15 jaar gehuwd geweest;2012;255.0
465;Totaal mannen en vrouwen;Totaal;15 jaar gehuwd geweest;2013;311.0
466;Totaal mannen en vrouwen;Totaal;15 jaar gehuwd geweest;2014;322.0
467;Totaal mannen en vrouwen;Totaal;15 jaar gehuwd geweest;2015;288.0
468;Totaal mannen en vrouwen;Totaal;15 jaar gehuwd geweest;2016;308.0
469;Totaal mannen en vrouwen;Totaal;15 jaar gehuwd geweest;2017;303.0
470;Totaal mannen en vrouwen;Totaal;15 jaar gehuwd geweest;2018;293.0
471;Totaal mannen en vrouwen;Totaal;15 jaar gehuwd geweest;2019;288.0
472;Totaal mannen en vrouwen;Totaal;15 jaar gehuwd geweest;2020;323.0
473;Totaal mannen en vrouwen;Totaal;15 jaar gehuwd geweest;2021;340.0
474;Totaal mannen en vrouwen;Totaal;15 jaar gehuwd geweest;2022;357.0
475;Totaal mannen en vrouwen;Totaal;15 jaar gehuwd geweest;2023;342.0
476;Totaal mannen en vrouwen;Totaal;16 jaar gehuwd geweest;1996;246.0
477;Totaal mannen en vrouwen;Totaal;16 jaar gehuwd geweest;1997;204.0
478;Totaal mannen en vrouwen;Totaal;16 jaar gehuwd geweest;1998;198.0
479;Totaal mannen en vrouwen;Totaal;16 jaar gehuwd geweest;1999;231.0
480;Totaal mannen en vrouwen;Totaal;16 jaar gehuwd geweest;2000;270.0
481;Totaal mannen en vrouwen;Totaal;16 jaar gehuwd geweest;2001;270.0
482;Totaal mannen en vrouwen;Totaal;16 jaar gehuwd geweest;2002;290.0
483;Totaal mannen en vrouwen;Totaal;16 jaar gehuwd geweest;2003;277.0
484;Totaal mannen en vrouwen;Totaal;16 jaar gehuwd geweest;2004;239.0
485;Totaal mannen en vrouwen;Totaal;16 jaar gehuwd geweest;2005;272.0
486;Totaal mannen en vrouwen;Totaal;16 jaar gehuwd geweest;2006;261.0
487;Totaal mannen en vrouwen;Totaal;16 jaar gehuwd geweest;2007;259.0
488;Totaal mannen en vrouwen;Totaal;16 jaar gehuwd geweest;2008;293.0
489;Totaal mannen en vrouwen;Totaal;16 jaar gehuwd geweest;2009;252.0
490;Totaal mannen en vrouwen;Totaal;16 jaar gehuwd geweest;2010;252.0
491;Totaal mannen en vrouwen;Totaal;16 jaar gehuwd geweest;2011;258.0
492;Totaal mannen en vrouwen;Totaal;16 jaar gehuwd geweest;2012;259.0
493;Totaal mannen en vrouwen;Totaal;16 jaar gehuwd geweest;2013;267.0
494;Totaal mannen en vrouwen;Totaal;16 jaar gehuwd geweest;2014;335.0
495;Totaal mannen en vrouwen;Totaal;16 jaar gehuwd geweest;2015;290.0
496;Totaal mannen en vrouwen;Totaal;16 jaar gehuwd geweest;2016;346.0
497;Totaal mannen en vrouwen;Totaal;16 jaar gehuwd geweest;2017;318.0
498;Totaal mannen en vrouwen;Totaal;16 jaar gehuwd geweest;2018;308.0
499;Totaal mannen en vrouwen;Totaal;16 jaar gehuwd geweest;2019;353.0
500;Totaal mannen en vrouwen;Totaal;16 jaar gehuwd geweest;2020;368.0
501;Totaal mannen en vrouwen;Totaal;16 jaar gehuwd geweest;2021;326.0
502;Totaal mannen en vrouwen;Totaal;16 jaar gehuwd geweest;2022;356.0
503;Totaal mannen en vrouwen;Totaal;16 jaar gehuwd geweest;2023;364.0
504;Totaal mannen en vrouwen;Totaal;17 jaar gehuwd geweest;1996;252.0
505;Totaal mannen en vrouwen;Totaal;17 jaar gehuwd geweest;1997;254.0
506;Totaal mannen en vrouwen;Totaal;17 jaar gehuwd geweest;1998;237.0
507;Totaal mannen en vrouwen;Totaal;17 jaar gehuwd geweest;1999;252.0
508;Totaal mannen en vrouwen;Totaal;17 jaar gehuwd geweest;2000;217.0
509;Totaal mannen en vrouwen;Totaal;17 jaar gehuwd geweest;2001;276.0
510;Totaal mannen en vrouwen;Totaal;17 jaar gehuwd geweest;2002;262.0
511;Totaal mannen en vrouwen;Totaal;17 jaar gehuwd geweest;2003;288.0
512;Totaal mannen en vrouwen;Totaal;17 jaar gehuwd geweest;2004;280.0
513;Totaal mannen en vrouwen;Totaal;17 jaar gehuwd geweest;2005;286.0
514;Totaal mannen en vrouwen;Totaal;17 jaar gehuwd geweest;2006;270.0
515;Totaal mannen en vrouwen;Totaal;17 jaar gehuwd geweest;2007;312.0
516;Totaal mannen en vrouwen;Totaal;17 jaar gehuwd geweest;2008;287.0
517;Totaal mannen en vrouwen;Totaal;17 jaar gehuwd geweest;2009;327.0
518;Totaal mannen en vrouwen;Totaal;17 jaar gehuwd geweest;2010;323.0
519;Totaal mannen en vrouwen;Totaal;17 jaar gehuwd geweest;2011;265.0
520;Totaal mannen en vrouwen;Totaal;17 jaar gehuwd geweest;2012;282.0
521;Totaal mannen en vrouwen;Totaal;17 jaar gehuwd geweest;2013;273.0
522;Totaal mannen en vrouwen;Totaal;17 jaar gehuwd geweest;2014;260.0
523;Totaal mannen en vrouwen;Totaal;17 jaar gehuwd geweest;2015;336.0
524;Totaal mannen en vrouwen;Totaal;17 jaar gehuwd geweest;2016;330.0
525;Totaal mannen en vrouwen;Totaal;17 jaar gehuwd geweest;2017;371.0
526;Totaal mannen en vrouwen;Totaal;17 jaar gehuwd geweest;2018;338.0
527;Totaal mannen en vrouwen;Totaal;17 jaar gehuwd geweest;2019;282.0
528;Totaal mannen en vrouwen;Totaal;17 jaar gehuwd geweest;2020;315.0
529;Totaal mannen en vrouwen;Totaal;17 jaar gehuwd geweest;2021;331.0
530;Totaal mannen en vrouwen;Totaal;17 jaar gehuwd geweest;2022;326.0
531;Totaal mannen en vrouwen;Totaal;17 jaar gehuwd geweest;2023;358.0
532;Totaal mannen en vrouwen;Totaal;18 jaar gehuwd geweest;1996;272.0
533;Totaal mannen en vrouwen;Totaal;18 jaar gehuwd geweest;1997;250.0
534;Totaal mannen en vrouwen;Totaal;18 jaar gehuwd geweest;1998;257.0
535;Totaal mannen en vrouwen;Totaal;18 jaar gehuwd geweest;1999;250.0
536;Totaal mannen en vrouwen;Totaal;18 jaar gehuwd geweest;2000;231.0
537;Totaal mannen en vrouwen;Totaal;18 jaar gehuwd geweest;2001;223.0
538;Totaal mannen en vrouwen;Totaal;18 jaar gehuwd geweest;2002;258.0
539;Totaal mannen en vrouwen;Totaal;18 jaar gehuwd geweest;2003;277.0
540;Totaal mannen en vrouwen;Totaal;18 jaar gehuwd geweest;2004;302.0
541;Totaal mannen en vrouwen;Totaal;18 jaar gehuwd geweest;2005;281.0
542;Totaal mannen en vrouwen;Totaal;18 jaar gehuwd geweest;2006;271.0
543;Totaal mannen en vrouwen;Totaal;18 jaar gehuwd geweest;2007;267.0
544;Totaal mannen en vrouwen;Totaal;18 jaar gehuwd geweest;2008;305.0
545;Totaal mannen en vrouwen;Totaal;18 jaar gehuwd geweest;2009;282.0
546;Totaal mannen en vrouwen;Totaal;18 jaar gehuwd geweest;2010;301.0
547;Totaal mannen en vrouwen;Totaal;18 jaar gehuwd geweest;2011;285.0
548;Totaal mannen en vrouwen;Totaal;18 jaar gehuwd geweest;2012;301.0
549;Totaal mannen en vrouwen;Totaal;18 jaar gehuwd geweest;2013;281.0
550;Totaal mannen en vrouwen;Totaal;18 jaar gehuwd geweest;2014;298.0
551;Totaal mannen en vrouwen;Totaal;18 jaar gehuwd geweest;2015;292.0
552;Totaal mannen en vrouwen;Totaal;18 jaar gehuwd geweest;2016;357.0
553;Totaal mannen en vrouwen;Totaal;18 jaar gehuwd geweest;2017;342.0
554;Totaal mannen en vrouwen;Totaal;18 jaar gehuwd geweest;2018;341.0
555;Totaal mannen en vrouwen;Totaal;18 jaar gehuwd geweest;2019;331.0
556;Totaal mannen en vrouwen;Totaal;18 jaar gehuwd geweest;2020;372.0
557;Totaal mannen en vrouwen;Totaal;18 jaar gehuwd geweest;2021;387.0
558;Totaal mannen en vrouwen;Totaal;18 jaar gehuwd geweest;2022;340.0
559;Totaal mannen en vrouwen;Totaal;18 jaar gehuwd geweest;2023;331.0
560;Totaal mannen en vrouwen;Totaal;19 jaar gehuwd geweest;1996;315.0
561;Totaal mannen en vrouwen;Totaal;19 jaar gehuwd geweest;1997;288.0
562;Totaal mannen en vrouwen;Totaal;19 jaar gehuwd geweest;1998;291.0
563;Totaal mannen en vrouwen;Totaal;19 jaar gehuwd geweest;1999;282.0
564;Totaal mannen en vrouwen;Totaal;19 jaar gehuwd geweest;2000;284.0
565;Totaal mannen en vrouwen;Totaal;19 jaar gehuwd geweest;2001;285.0
566;Totaal mannen en vrouwen;Totaal;19 jaar gehuwd geweest;2002;278.0
567;Totaal mannen en vrouwen;Totaal;19 jaar gehuwd geweest;2003;285.0
568;Totaal mannen en vrouwen;Totaal;19 jaar gehuwd geweest;2004;306.0
569;Totaal mannen en vrouwen;Totaal;19 jaar gehuwd geweest;2005;319.0
570;Totaal mannen en vrouwen;Totaal;19 jaar gehuwd geweest;2006;307.0
571;Totaal mannen en vrouwen;Totaal;19 jaar gehuwd geweest;2007;300.0
572;Totaal mannen en vrouwen;Totaal;19 jaar gehuwd geweest;2008;266.0
573;Totaal mannen en vrouwen;Totaal;19 jaar gehuwd geweest;2009;309.0
574;Totaal mannen en vrouwen;Totaal;19 jaar gehuwd geweest;2010;317.0
575;Totaal mannen en vrouwen;Totaal;19 jaar gehuwd geweest;2011;312.0
576;Totaal mannen en vrouwen;Totaal;19 jaar gehuwd geweest;2012;321.0
577;Totaal mannen en vrouwen;Totaal;19 jaar gehuwd geweest;2013;293.0
578;Totaal mannen en vrouwen;Totaal;19 jaar gehuwd geweest;2014;258.0
579;Totaal mannen en vrouwen;Totaal;19 jaar gehuwd geweest;2015;309.0
580;Totaal mannen en vrouwen;Totaal;19 jaar gehuwd geweest;2016;330.0
581;Totaal mannen en vrouwen;Totaal;19 jaar gehuwd geweest;2017;364.0
582;Totaal mannen en vrouwen;Totaal;19 jaar gehuwd geweest;2018;379.0
583;Totaal mannen en vrouwen;Totaal;19 jaar gehuwd geweest;2019;351.0
584;Totaal mannen en vrouwen;Totaal;19 jaar gehuwd geweest;2020;375.0
585;Totaal mannen en vrouwen;Totaal;19 jaar gehuwd geweest;2021;356.0
586;Totaal mannen en vrouwen;Totaal;19 jaar gehuwd geweest;2022;387.0
587;Totaal mannen en vrouwen;Totaal;19 jaar gehuwd geweest;2023;367.0
588;Totaal mannen en vrouwen;Totaal;20 jaar gehuwd geweest;1996;305.0
589;Totaal mannen en vrouwen;Totaal;20 jaar gehuwd geweest;1997;298.0
590;Totaal mannen en vrouwen;Totaal;20 jaar gehuwd geweest;1998;299.0
591;Totaal mannen en vrouwen;Totaal;20 jaar gehuwd geweest;1999;330.0
592;Totaal mannen en vrouwen;Totaal;20 jaar gehuwd geweest;2000;322.0
593;Totaal mannen en vrouwen;Totaal;20 jaar gehuwd geweest;2001;282.0
594;Totaal mannen en vrouwen;Totaal;20 jaar gehuwd geweest;2002;282.0
595;Totaal mannen en vrouwen;Totaal;20 jaar gehuwd geweest;2003;240.0
596;Totaal mannen en vrouwen;Totaal;20 jaar gehuwd geweest;2004;317.0
597;Totaal mannen en vrouwen;Totaal;20 jaar gehuwd geweest;2005;307.0
598;Totaal mannen en vrouwen;Totaal;20 jaar gehuwd geweest;2006;280.0
599;Totaal mannen en vrouwen;Totaal;20 jaar gehuwd geweest;2007;306.0
600;Totaal mannen en vrouwen;Totaal;20 jaar gehuwd geweest;2008;288.0
601;Totaal mannen en vrouwen;Totaal;20 jaar gehuwd geweest;2009;324.0
602;Totaal mannen en vrouwen;Totaal;20 jaar gehuwd geweest;2010;315.0
603;Totaal mannen en vrouwen;Totaal;20 jaar gehuwd geweest;2011;338.0
604;Totaal mannen en vrouwen;Totaal;20 jaar gehuwd geweest;2012;302.0
605;Totaal mannen en vrouwen;Totaal;20 jaar gehuwd geweest;2013;298.0
606;Totaal mannen en vrouwen;Totaal;20 jaar gehuwd geweest;2014;319.0
607;Totaal mannen en vrouwen;Totaal;20 jaar gehuwd geweest;2015;294.0
608;Totaal mannen en vrouwen;Totaal;20 jaar gehuwd geweest;2016;310.0
609;Totaal mannen en vrouwen;Totaal;20 jaar gehuwd geweest;2017;311.0
610;Totaal mannen en vrouwen;Totaal;20 jaar gehuwd geweest;2018;366.0
611;Totaal mannen en vrouwen;Totaal;20 jaar gehuwd geweest;2019;376.0
612;Totaal mannen en vrouwen;Totaal;20 jaar gehuwd geweest;2020;420.0
613;Totaal mannen en vrouwen;Totaal;20 jaar gehuwd geweest;2021;439.0
614;Totaal mannen en vrouwen;Totaal;20 jaar gehuwd geweest;2022;388.0
615;Totaal mannen en vrouwen;Totaal;20 jaar gehuwd geweest;2023;339.0
616;Totaal mannen en vrouwen;Totaal;21 jaar gehuwd geweest;1996;354.0
617;Totaal mannen en vrouwen;Totaal;21 jaar gehuwd geweest;1997;324.0
618;Totaal mannen en vrouwen;Totaal;21 jaar gehuwd geweest;1998;340.0
619;Totaal mannen en vrouwen;Totaal;21 jaar gehuwd geweest;1999;312.0
620;Totaal mannen en vrouwen;Totaal;21 jaar gehuwd geweest;2000;307.0
621;Totaal mannen en vrouwen;Totaal;21 jaar gehuwd geweest;2001;312.0
622;Totaal mannen en vrouwen;Totaal;21 jaar gehuwd geweest;2002;289.0
623;Totaal mannen en vrouwen;Totaal;21 jaar gehuwd geweest;2003;314.0
624;Totaal mannen en vrouwen;Totaal;21 jaar gehuwd geweest;2004;254.0
625;Totaal mannen en vrouwen;Totaal;21 jaar gehuwd geweest;2005;305.0
626;Totaal mannen en vrouwen;Totaal;21 jaar gehuwd geweest;2006;288.0
627;Totaal mannen en vrouwen;Totaal;21 jaar gehuwd geweest;2007;298.0
628;Totaal mannen en vrouwen;Totaal;21 jaar gehuwd geweest;2008;320.0
629;Totaal mannen en vrouwen;Totaal;21 jaar gehuwd geweest;2009;321.0
630;Totaal mannen en vrouwen;Totaal;21 jaar gehuwd geweest;2010;347.0
631;Totaal mannen en vrouwen;Totaal;21 jaar gehuwd geweest;2011;378.0
632;Totaal mannen en vrouwen;Totaal;21 jaar gehuwd geweest;2012;369.0
633;Totaal mannen en vrouwen;Totaal;21 jaar gehuwd geweest;2013;347.0
634;Totaal mannen en vrouwen;Totaal;21 jaar gehuwd geweest;2014;329.0
635;Totaal mannen en vrouwen;Totaal;21 jaar gehuwd geweest;2015;321.0
636;Totaal mannen en vrouwen;Totaal;21 jaar gehuwd geweest;2016;289.0
637;Totaal mannen en vrouwen;Totaal;21 jaar gehuwd geweest;2017;305.0
638;Totaal mannen en vrouwen;Totaal;21 jaar gehuwd geweest;2018;351.0
639;Totaal mannen en vrouwen;Totaal;21 jaar gehuwd geweest;2019;408.0
640;Totaal mannen en vrouwen;Totaal;21 jaar gehuwd geweest;2020;403.0
641;Totaal mannen en vrouwen;Totaal;21 jaar gehuwd geweest;2021;449.0
642;Totaal mannen en vrouwen;Totaal;21 jaar gehuwd geweest;2022;423.0
