ID;Leeftijd;Regiokenmerken;Inwoners_1;Bijstandsontvangers_2;Bijstandsdichtheid_3;Instroom_4;Instroom_5;Uitstroom_6;Uitstroom_7;UitstroomNaarWerk_8;UitstroomNaarWerk_9;PersonenMetReIntegratievoorziening_10;WerkNaReIntegratie_11;WerkNaReIntegratie_12;PersonenMetBijstandEnReIntegratie_13;BijstandsontvangersMetReIntegratie_14;ReIntegratieontvangersMetBijstand_15;WSWWerknemers_16;WSWDichtheid_17
603;15 jaar tot AOW-leeftijd;Brunssum;18170;960;52.5;230;18.5;250;20.0;130.0;10.5;190.0;100.0;26.0;150.0;15.5;77.5;460.0;25.5
604;15 jaar tot AOW-leeftijd;Bunnik;9310;150;15.5;40;19.0;40;23.0;30.0;14.0;90.0;20.0;16.5;70.0;45.5;75.0;20.0;2.0
605;15 jaar tot AOW-leeftijd;Bunschoten;13860;200;14.0;50;18.5;50;20.0;20.0;8.5;220.0;40.0;25.0;180.0;91.0;83.0;50.0;3.0
606;15 jaar tot AOW-leeftijd;Buren;17270;250;14.5;80;23.5;70;20.0;40.0;11.0;130.0;30.0;16.0;100.0;39.0;75.0;100.0;5.5
607;15 jaar tot AOW-leeftijd;Capelle aan den IJssel;43450;2320;53.5;630;20.5;710;23.5;360.0;12.0;1620.0;350.0;30.0;1360.0;58.5;84.0;290.0;6.5
608;15 jaar tot AOW-leeftijd;Castricum;22040;380;17.0;110;23.5;70;16.0;40.0;8.0;200.0;40.0;18.5;150.0;38.5;73.5;50.0;2.0
609;15 jaar tot AOW-leeftijd;Coevorden;22090;950;43.0;270;22.0;230;18.5;130.0;10.5;550.0;180.0;39.0;450.0;47.0;81.5;200.0;9.0
610;15 jaar tot AOW-leeftijd;Cranendonck;12840;330;26.0;120;29.0;60;15.0;40.0;10.0;90.0;30.0;19.0;70.0;21.5;83.5;100.0;8.0
611;15 jaar tot AOW-leeftijd;Cromstrijen;8120;110;14.0;30;21.0;30;21.0;10.0;8.0;80.0;10.0;21.0;60.0;54.5;76.5;30.0;3.5
612;15 jaar tot AOW-leeftijd;Cuijk;16210;480;29.5;160;25.0;150;24.0;80.0;13.0;170.0;70.0;22.0;130.0;26.0;72.5;250.0;15.5
613;15 jaar tot AOW-leeftijd;Culemborg;18600;640;34.0;140;17.0;150;18.5;100.0;12.0;200.0;90.0;22.5;170.0;26.5;84.5;150.0;8.0
614;15 jaar tot AOW-leeftijd;Dalfsen;17810;280;15.5;90;24.0;70;19.5;50.0;13.5;90.0;40.0;21.0;50.0;19.0;55.5;140.0;7.5
615;15 jaar tot AOW-leeftijd;Dantumadiel;11890;510;42.5;100;16.0;120;18.5;70.0;11.0;80.0;20.0;9.0;30.0;6.5;45.5;200.0;16.5
616;15 jaar tot AOW-leeftijd;Delft;74430;3330;45.0;780;19.0;770;18.5;400.0;9.5;950.0;400.0;27.0;750.0;22.5;79.5;500.0;6.5
617;15 jaar tot AOW-leeftijd;Delfzijl;15460;1070;69.5;370;26.0;310;21.5;180.0;13.0;280.0;100.0;23.5;220.0;20.5;80.5;200.0;12.5
618;15 jaar tot AOW-leeftijd;Deurne;20910;480;23.0;130;22.0;110;17.5;50.0;8.5;90.0;30.0;13.0;60.0;12.5;69.0;190.0;9.0
619;15 jaar tot AOW-leeftijd;Deventer;66280;3120;47.0;830;20.5;870;21.5;450.0;11.0;1680.0;380.0;28.0;1260.0;40.5;75.0;800.0;12.0
620;15 jaar tot AOW-leeftijd;Diemen;19690;510;26.0;140;21.5;140;22.0;70.0;10.0;280.0;80.0;21.5;170.0;32.5;59.0;90.0;4.5
621;15 jaar tot AOW-leeftijd;Dinkelland;16810;230;14.0;70;24.0;40;15.0;30.0;10.5;90.0;20.0;14.0;60.0;25.0;63.5;120.0;7.0
622;15 jaar tot AOW-leeftijd;Doesburg;7240;350;47.5;100;21.5;100;23.0;50.0;11.5;270.0;70.0;43.5;230.0;65.0;83.5;90.0;12.5
623;15 jaar tot AOW-leeftijd;Doetinchem;37140;1360;36.5;330;19.5;340;20.5;170.0;10.0;560.0;140.0;21.0;350.0;26.0;62.5;400.0;11.0
624;15 jaar tot AOW-leeftijd;Dongen;16750;310;18.5;100;24.0;100;24.0;50.0;13.0;340.0;60.0;25.0;220.0;70.0;65.0;80.0;5.0
625;15 jaar tot AOW-leeftijd;Dongeradeel;14900;640;42.5;120;15.5;160;20.0;80.0;9.5;120.0;20.0;9.0;60.0;9.5;51.5;290.0;19.0
626;15 jaar tot AOW-leeftijd;Dordrecht;78580;4210;53.5;1080;19.5;1150;21.0;610.0;11.0;1470.0;370.0;21.5;810.0;19.0;55.5;730.0;9.5
627;15 jaar tot AOW-leeftijd;Drechterland;12430;170;14.0;60;25.0;70;27.5;40.0;15.0;100.0;40.0;23.5;70.0;42.5;72.5;60.0;4.5
628;15 jaar tot AOW-leeftijd;Drimmelen;17580;200;11.5;90;32.0;100;32.5;50.0;17.0;150.0;40.0;20.5;100.0;49.5;67.5;90.0;5.0
629;15 jaar tot AOW-leeftijd;Dronten;27070;740;27.5;250;25.0;190;19.5;100.0;10.0;420.0;110.0;25.5;320.0;42.5;76.0;80.0;3.0
630;15 jaar tot AOW-leeftijd;Druten;12420;330;26.0;90;23.0;90;21.5;50.0;11.5;50.0;20.0;11.5;30.0;8.0;53.0;110.0;8.5
631;15 jaar tot AOW-leeftijd;Duiven;17250;480;28.0;120;19.0;120;19.0;70.0;11.0;170.0;60.0;20.0;120.0;24.0;67.5;90.0;5.0
632;15 jaar tot AOW-leeftijd;Echt-Susteren;20430;510;25.0;130;19.5;110;16.5;60.0;9.5;220.0;40.0;15.0;130.0;26.0;60.0;220.0;10.5
633;15 jaar tot AOW-leeftijd;Edam-Volendam;23120;350;15.0;80;18.5;100;21.5;60.0;14.5;200.0;60.0;30.5;150.0;41.5;71.5;90.0;4.0
634;15 jaar tot AOW-leeftijd;Ede;74440;1990;26.5;530;20.5;590;22.5;330.0;12.5;1870.0;390.0;34.5;1460.0;73.5;78.0;400.0;5.5
635;15 jaar tot AOW-leeftijd;Eemnes;5860;100;16.0;30;21.5;30;20.5;10.0;7.5;80.0;10.0;14.5;60.0;64.0;77.0;20.0;2.5
636;15 jaar tot AOW-leeftijd;Eemsmond;9800;470;47.5;150;23.5;170;26.0;100.0;15.0;500.0;110.0;47.0;370.0;79.5;74.0;220.0;22.0
637;15 jaar tot AOW-leeftijd;Eersel;12090;170;13.5;40;17.0;40;19.5;20.0;11.5;150.0;40.0;35.0;110.0;68.5;77.0;160.0;13.0
638;15 jaar tot AOW-leeftijd;Eijsden-Margraten;16190;270;16.5;70;22.0;70;21.5;30.0;10.5;170.0;30.0;23.5;130.0;49.0;77.0;80.0;5.0
639;15 jaar tot AOW-leeftijd;Eindhoven;159550;7270;45.5;1540;17.0;1820;20.0;880.0;9.5;1230.0;430.0;12.5;710.0;9.5;57.0;1390.0;8.5
640;15 jaar tot AOW-leeftijd;Elburg;14540;280;19.0;100;27.0;80;22.5;50.0;13.0;120.0;60.0;32.5;90.0;32.0;74.0;150.0;10.0
641;15 jaar tot AOW-leeftijd;Emmen;68690;3860;56.0;910;18.5;980;20.0;600.0;12.0;1850.0;560.0;31.5;1410.0;36.5;76.5;1130.0;16.5
642;15 jaar tot AOW-leeftijd;Enkhuizen;11850;380;32.0;110;22.5;110;22.5;60.0;13.0;170.0;70.0;28.0;130.0;33.5;76.5;70.0;6.0
643;15 jaar tot AOW-leeftijd;Enschede;107740;7570;70.5;1790;18.5;1970;20.5;930.0;9.5;3170.0;730.0;25.0;2640.0;35.0;83.5;1240.0;11.5
644;15 jaar tot AOW-leeftijd;Epe;20220;470;23.5;140;23.5;110;18.0;60.0;10.0;80.0;30.0;12.5;50.0;9.5;54.0;210.0;10.5
645;15 jaar tot AOW-leeftijd;Ermelo;16810;370;22.0;100;21.0;100;23.0;50.0;11.0;180.0;50.0;25.0;140.0;37.0;75.5;160.0;9.5
646;15 jaar tot AOW-leeftijd;Etten-Leur;27960;760;27.0;210;21.0;200;21.0;120.0;12.0;250.0;80.0;17.0;170.0;23.0;70.0;260.0;9.0
647;15 jaar tot AOW-leeftijd;Ferwerderadiel;5410;200;37.5;60;21.0;60;23.0;30.0;10.0;40.0;10.0;9.0;30.0;14.0;65.0;50.0;8.5
648;15 jaar tot AOW-leeftijd;Franekeradeel;12850;580;45.5;140;19.0;120;17.0;80.0;11.0;400.0;120.0;41.5;320.0;55.0;80.5;150.0;12.0
649;15 jaar tot AOW-leeftijd;De Fryske Marren;32230;990;30.5;280;21.0;290;22.0;170.0;12.5;900.0;210.0;37.0;720.0;73.0;80.0;150.0;4.5
650;15 jaar tot AOW-leeftijd;Geertruidenberg;13940;360;26.0;110;23.5;100;22.0;60.0;12.5;140.0;60.0;28.5;100.0;26.5;70.5;100.0;7.0
651;15 jaar tot AOW-leeftijd;Geldermalsen;17330;290;16.5;70;20.0;70;20.5;40.0;11.5;120.0;20.0;12.0;80.0;26.5;62.0;100.0;5.5
652;15 jaar tot AOW-leeftijd;Geldrop-Mierlo;25020;820;32.5;230;22.0;210;21.0;100.0;9.0;130.0;40.0;10.0;90.0;10.5;67.0;210.0;8.5
653;15 jaar tot AOW-leeftijd;Gemert-Bakel;20000;460;23.0;140;25.0;110;19.5;50.0;9.0;50.0;10.0;5.5;40.0;8.0;69.0;220.0;11.0
654;15 jaar tot AOW-leeftijd;Gennep;10830;310;28.5;80;19.0;90;21.5;50.0;12.0;100.0;20.0;15.5;70.0;22.5;71.0;210.0;19.5
655;15 jaar tot AOW-leeftijd;Giessenlanden;9370;130;13.5;30;18.5;20;12.5;10.0;6.0;80.0;10.0;16.5;70.0;51.0;79.5;30.0;3.0
656;15 jaar tot AOW-leeftijd;Gilze en Rijen;16940;510;30.0;150;22.5;110;17.0;60.0;9.5;410.0;90.0;34.0;330.0;65.5;81.0;80.0;5.0
657;15 jaar tot AOW-leeftijd;Goeree-Overflakkee;31130;570;18.5;230;31.5;140;19.5;80.0;11.5;200.0;30.0;10.0;140.0;24.5;69.5;240.0;7.5
658;15 jaar tot AOW-leeftijd;Goes;23830;770;32.5;220;22.0;230;22.5;120.0;11.5;560.0;140.0;34.5;420.0;55.0;76.5;280.0;12.0
659;15 jaar tot AOW-leeftijd;Goirle;14650;300;21.0;70;18.5;80;20.0;50.0;12.5;160.0;50.0;22.5;90.0;30.5;57.0;130.0;8.5
660;15 jaar tot AOW-leeftijd;Gooise Meren;34760;910;26.0;240;21.0;220;19.0;110.0;10.0;90.0;50.0;9.0;60.0;6.5;66.5;90.0;2.5
661;15 jaar tot AOW-leeftijd;Gorinchem;24070;910;38.0;260;23.0;230;20.0;130.0;11.0;470.0;150.0;32.0;370.0;40.5;79.0;290.0;12.0
662;15 jaar tot AOW-leeftijd;Gouda;47650;1950;41.0;500;20.0;530;21.5;280.0;11.5;720.0;200.0;21.0;450.0;23.0;62.5;470.0;10.0
663;15 jaar tot AOW-leeftijd;Grave;7980;160;19.5;80;33.0;30;14.5;20.0;10.0;50.0;20.0;12.5;40.0;26.5;76.0;80.0;10.5
664;15 jaar tot AOW-leeftijd;'s-Gravenhage (gemeente);367670;26870;73.0;6030;18.0;6030;18.0;3240.0;9.5;13460.0;2660.0;23.0;10020.0;37.5;74.5;1780.0;5.0
665;15 jaar tot AOW-leeftijd;Groningen (gemeente);154410;10910;70.5;2580;19.0;2490;18.5;1380.0;10.0;2450.0;690.0;17.0;1830.0;16.5;74.5;1090.0;7.0
666;15 jaar tot AOW-leeftijd;Grootegast;7880;190;24.0;70;27.0;50;18.5;30.0;12.0;120.0;20.0;14.0;80.0;42.0;68.5;90.0;11.0
667;15 jaar tot AOW-leeftijd;Gulpen-Wittem;8940;170;19.0;50;23.0;50;23.0;30.0;11.0;170.0;40.0;30.0;120.0;68.0;69.5;100.0;11.0
668;15 jaar tot AOW-leeftijd;Haaksbergen;15150;400;26.0;120;22.0;120;22.5;60.0;11.5;190.0;30.0;13.5;150.0;37.5;78.0;120.0;7.5
669;15 jaar tot AOW-leeftijd;Haaren;9130;120;12.5;60;35.5;40;25.0;20.0;15.0;50.0;10.0;13.0;30.0;24.5;55.0;80.0;8.5
670;15 jaar tot AOW-leeftijd;Haarlem;106810;3950;37.0;890;18.5;740;15.5;360.0;7.5;1230.0;270.0;16.0;960.0;24.0;78.0;640.0;6.0
671;15 jaar tot AOW-leeftijd;Haarlemmerliede en Spaarnwoude;3970;60;16.0;10;16.5;10;12.5;0.0;;70.0;10.0;23.0;60.0;86.0;83.5;10.0;2.0
672;15 jaar tot AOW-leeftijd;Haarlemmermeer;98320;2210;22.5;660;23.5;520;18.5;250.0;9.0;640.0;170.0;12.5;500.0;22.5;78.0;300.0;3.0
673;15 jaar tot AOW-leeftijd;Halderberge;19010;480;25.5;120;20.0;110;18.0;60.0;9.5;130.0;50.0;17.5;100.0;20.0;73.5;240.0;12.5
674;15 jaar tot AOW-leeftijd;Hardenberg;39260;950;24.5;320;25.0;260;20.5;150.0;11.5;770.0;110.0;20.0;580.0;60.5;75.0;400.0;10.5
675;15 jaar tot AOW-leeftijd;Harderwijk;30400;990;32.5;260;21.0;220;17.5;130.0;10.5;320.0;100.0;21.0;250.0;25.0;76.0;220.0;7.0
676;15 jaar tot AOW-leeftijd;Hardinxveld-Giessendam;11300;190;17.0;50;21.5;60;22.0;30.0;12.5;90.0;20.0;16.5;80.0;43.0;90.0;50.0;4.5
677;15 jaar tot AOW-leeftijd;Haren;11400;290;25.5;110;27.0;90;22.0;60.0;14.0;250.0;100.0;52.0;200.0;69.0;79.5;50.0;4.0
678;15 jaar tot AOW-leeftijd;Harlingen;9670;560;58.0;130;18.0;150;19.5;90.0;12.0;280.0;100.0;38.5;230.0;40.0;81.0;90.0;9.5
679;15 jaar tot AOW-leeftijd;Hattem;7430;150;19.5;40;23.0;30;17.5;10.0;7.5;190.0;50.0;49.0;130.0;92.0;70.0;40.0;5.5
680;15 jaar tot AOW-leeftijd;Heemskerk;25100;910;36.0;180;15.5;190;16.5;100.0;9.0;580.0;130.0;37.0;500.0;54.5;85.0;160.0;6.5
681;15 jaar tot AOW-leeftijd;Heemstede;15350;270;17.5;70;20.5;70;18.5;40.0;11.0;280.0;60.0;39.5;230.0;85.5;81.0;70.0;4.5
682;15 jaar tot AOW-leeftijd;Heerde;11530;210;18.0;70;24.5;60;21.0;30.0;11.0;240.0;60.0;41.5;180.0;84.5;72.5;100.0;8.5
683;15 jaar tot AOW-leeftijd;Heerenveen;31920;1440;45.0;380;20.0;410;21.5;260.0;13.5;350.0;130.0;18.5;200.0;14.0;59.0;370.0;11.5
684;15 jaar tot AOW-leeftijd;Heerhugowaard;36380;910;25.0;290;24.5;250;21.0;140.0;11.5;420.0;150.0;24.0;280.0;31.5;67.5;190.0;5.0
685;15 jaar tot AOW-leeftijd;Heerlen;57110;4710;82.5;1180;19.5;1230;20.5;640.0;10.5;2780.0;550.0;35.5;1910.0;40.5;69.0;1220.0;21.5
686;15 jaar tot AOW-leeftijd;Heeze-Leende;10040;150;15.0;50;26.5;30;18.0;20.0;8.5;40.0;10.0;14.0;20.0;15.0;65.5;50.0;5.5
687;15 jaar tot AOW-leeftijd;Heiloo;13660;250;18.5;50;16.5;70;22.5;50.0;14.5;150.0;40.0;22.0;90.0;35.0;59.0;50.0;4.0
688;15 jaar tot AOW-leeftijd;Den Helder;35970;1840;51.0;420;18.0;410;17.5;230.0;9.5;390.0;100.0;12.5;270.0;14.5;68.0;280.0;8.0
689;15 jaar tot AOW-leeftijd;Hellendoorn;22550;480;21.0;120;20.5;120;19.5;80.0;13.5;420.0;150.0;53.0;270.0;56.0;64.0;170.0;7.5
690;15 jaar tot AOW-leeftijd;Hellevoetsluis;25280;890;35.5;230;20.0;260;22.5;130.0;11.5;770.0;170.0;31.5;510.0;57.0;66.0;90.0;3.5
691;15 jaar tot AOW-leeftijd;Helmond;60720;2890;47.5;760;20.5;760;20.5;400.0;10.5;450.0;160.0;11.5;290.0;10.0;63.5;830.0;13.5
692;15 jaar tot AOW-leeftijd;Hendrik-Ido-Ambacht;19510;390;20.0;110;23.0;100;20.0;60.0;11.5;140.0;40.0;20.0;100.0;24.5;67.5;50.0;2.5
693;15 jaar tot AOW-leeftijd;Hengelo (O.);52730;2600;49.0;740;22.0;720;21.5;370.0;11.0;1020.0;190.0;16.0;740.0;28.5;72.5;520.0;10.0
694;15 jaar tot AOW-leeftijd;'s-Hertogenbosch;103680;4030;39.0;1030;19.5;1150;22.0;640.0;12.0;2400.0;520.0;22.0;1810.0;45.0;75.5;990.0;9.5
695;15 jaar tot AOW-leeftijd;Heumen;10350;270;26.0;70;20.0;90;23.5;50.0;12.5;40.0;20.0;14.0;20.0;7.0;47.5;70.0;7.0
696;15 jaar tot AOW-leeftijd;Heusden;28470;570;20.0;170;21.0;210;27.0;120.0;15.0;200.0;100.0;23.0;100.0;17.0;48.5;200.0;7.0
697;15 jaar tot AOW-leeftijd;Hillegom;14070;290;20.5;90;26.5;60;17.5;30.0;8.0;60.0;30.0;14.5;50.0;15.5;72.5;80.0;5.5
698;15 jaar tot AOW-leeftijd;Hilvarenbeek;9840;120;12.5;40;23.0;40;22.0;30.0;15.0;20.0;0.0;;10.0;11.5;66.5;70.0;7.5
699;15 jaar tot AOW-leeftijd;Hilversum;58120;2210;38.0;520;19.0;510;19.0;270.0;10.0;1070.0;310.0;28.5;880.0;40.0;82.5;330.0;5.5
700;15 jaar tot AOW-leeftijd;Hof van Twente;21320;480;22.5;110;19.0;90;15.5;50.0;9.5;410.0;70.0;24.5;310.0;64.5;75.0;120.0;5.5
701;15 jaar tot AOW-leeftijd;Hollands Kroon;30840;640;21.0;230;27.0;180;22.0;110.0;13.5;360.0;90.0;19.0;300.0;46.0;82.5;130.0;4.5
702;15 jaar tot AOW-leeftijd;Hoogeveen;35040;1440;41.0;410;22.5;380;21.0;220.0;12.0;1550.0;260.0;38.0;1290.0;89.5;83.0;620.0;18.0
703;15 jaar tot AOW-leeftijd;Hoogezand-Sappemeer;21790;1440;66.0;390;21.5;350;19.5;170.0;9.5;1480.0;240.0;38.5;1270.0;88.5;86.0;320.0;15.0
704;15 jaar tot AOW-leeftijd;Hoorn;47700;1750;36.5;450;20.0;490;21.5;280.0;12.5;930.0;390.0;34.0;650.0;37.0;70.0;260.0;5.5
705;15 jaar tot AOW-leeftijd;Horst aan de Maas;27690;440;16.0;140;23.5;110;19.5;70.0;12.0;270.0;80.0;28.5;160.0;36.0;58.5;220.0;8.0
706;15 jaar tot AOW-leeftijd;Houten;33330;650;19.5;170;21.5;150;19.5;70.0;9.5;440.0;80.0;25.0;370.0;57.5;85.0;80.0;2.5
707;15 jaar tot AOW-leeftijd;Huizen;26080;890;34.0;200;18.5;190;17.5;110.0;9.5;570.0;130.0;30.0;480.0;53.5;83.5;100.0;3.5
708;15 jaar tot AOW-leeftijd;Hulst;17430;310;18.0;110;26.0;100;23.0;50.0;11.5;300.0;50.0;22.5;250.0;78.5;81.5;180.0;10.5
709;15 jaar tot AOW-leeftijd;IJsselstein;22700;580;25.5;170;22.0;160;21.5;90.0;12.0;300.0;110.0;33.0;230.0;40.5;77.0;110.0;4.5
710;15 jaar tot AOW-leeftijd;Kaag en Braassem;17320;310;18.0;80;22.5;80;21.0;40.0;10.0;130.0;40.0;21.0;100.0;33.5;79.0;60.0;3.5
711;15 jaar tot AOW-leeftijd;Kampen;34290;960;28.0;270;22.5;260;21.5;150.0;12.5;210.0;60.0;11.5;120.0;12.5;56.5;250.0;7.5
712;15 jaar tot AOW-leeftijd;Kapelle;7970;90;11.0;30;21.5;40;28.0;20.0;13.0;70.0;20.0;24.0;50.0;50.5;67.0;30.0;3.5
713;15 jaar tot AOW-leeftijd;Katwijk;42040;960;23.0;280;23.0;260;21.0;140.0;11.5;510.0;150.0;31.0;390.0;40.5;75.5;280.0;6.5
714;15 jaar tot AOW-leeftijd;Kerkrade;29440;1900;64.5;340;14.0;450;19.0;210.0;8.5;510.0;160.0;24.0;360.0;19.0;70.0;880.0;30.0
715;15 jaar tot AOW-leeftijd;Koggenland;14620;220;14.5;80;26.0;70;25.5;40.0;12.5;130.0;40.0;21.5;110.0;49.5;83.5;40.0;2.5
716;15 jaar tot AOW-leeftijd;Kollumerland en Nieuwkruisland;8260;330;39.5;100;22.0;80;18.0;50.0;10.5;40.0;10.0;6.5;20.0;6.0;51.5;120.0;14.0
717;15 jaar tot AOW-leeftijd;Korendijk;6990;100;13.5;40;30.0;40;32.0;20.0;17.0;90.0;20.0;32.5;60.0;59.5;65.5;30.0;3.5
718;15 jaar tot AOW-leeftijd;Krimpen aan den IJssel;17540;560;31.5;170;24.0;150;20.5;80.0;11.5;420.0;50.0;18.5;350.0;62.5;83.0;110.0;6.0
719;15 jaar tot AOW-leeftijd;Krimpenerwaard;35340;770;22.0;230;24.0;190;19.5;100.0;10.0;430.0;80.0;19.5;290.0;37.5;67.0;150.0;4.0
720;15 jaar tot AOW-leeftijd;Laarbeek;14190;250;18.0;80;23.5;70;22.0;40.0;12.5;30.0;10.0;8.0;20.0;7.0;64.5;130.0;9.0
721;15 jaar tot AOW-leeftijd;Landerd;9820;170;17.0;40;21.0;40;17.5;30.0;12.5;140.0;30.0;23.0;90.0;55.5;68.5;100.0;10.0
722;15 jaar tot AOW-leeftijd;Landgraaf;24170;1150;47.5;310;20.5;340;22.5;190.0;12.5;350.0;170.0;36.0;260.0;23.0;75.5;480.0;19.5
723;15 jaar tot AOW-leeftijd;Landsmeer;7270;130;17.5;50;29.5;40;23.0;20.0;12.0;20.0;10.0;10.5;10.0;5.0;37.5;10.0;1.5
724;15 jaar tot AOW-leeftijd;Langedijk;17950;350;19.5;100;22.5;70;16.5;40.0;9.0;140.0;40.0;16.0;100.0;28.5;73.0;70.0;3.5
725;15 jaar tot AOW-leeftijd;Lansingerland;39310;690;17.5;170;19.5;180;20.5;90.0;10.5;440.0;110.0;25.0;340.0;49.0;78.0;50.0;1.0
726;15 jaar tot AOW-leeftijd;Laren (NH.);6060;130;21.0;40;29.0;20;14.0;10.0;8.0;100.0;30.0;39.5;80.0;60.5;78.5;20.0;2.5
727;15 jaar tot AOW-leeftijd;Leek;12370;400;32.5;130;24.5;130;24.0;60.0;11.5;230.0;60.0;28.0;150.0;38.5;66.0;150.0;12.0
728;15 jaar tot AOW-leeftijd;Leerdam;13490;420;31.0;100;18.0;90;17.0;50.0;10.0;220.0;60.0;32.5;180.0;43.5;84.5;100.0;7.5
729;15 jaar tot AOW-leeftijd;Leeuwarden;74160;6100;82.5;1730;22.0;1650;21.0;820.0;10.5;1090.0;310.0;13.0;780.0;13.0;72.0;590.0;8.0
730;15 jaar tot AOW-leeftijd;Leeuwarderadeel;6320;170;27.5;50;21.5;50;24.0;30.0;15.0;110.0;30.0;29.0;90.0;51.0;82.0;30.0;5.0
731;15 jaar tot AOW-leeftijd;Leiden;90350;3700;41.0;900;19.5;890;19.0;450.0;9.5;1290.0;500.0;29.5;970.0;26.5;75.0;710.0;8.0
732;15 jaar tot AOW-leeftijd;Leiderdorp;17030;440;26.0;110;19.0;120;21.0;60.0;11.0;200.0;70.0;31.0;160.0;35.5;79.0;130.0;7.5
733;15 jaar tot AOW-leeftijd;Leidschendam-Voorburg;46460;2070;44.5;480;18.5;470;18.5;240.0;9.5;1320.0;330.0;35.5;1030.0;50.0;78.0;160.0;3.5
734;15 jaar tot AOW-leeftijd;Lelystad;50820;2460;48.5;670;21.0;720;22.5;390.0;12.0;1030.0;270.0;18.5;690.0;28.0;67.0;300.0;6.0
735;15 jaar tot AOW-leeftijd;Leudal;23110;410;17.5;190;29.5;170;26.5;90.0;14.0;230.0;60.0;20.0;150.0;37.0;66.0;180.0;8.0
736;15 jaar tot AOW-leeftijd;Leusden;18850;310;16.0;90;21.0;120;28.5;70.0;16.0;200.0;70.0;27.5;130.0;44.0;67.5;70.0;4.0
737;15 jaar tot AOW-leeftijd;Lingewaal;7210;120;16.0;20;12.5;20;16.0;10.0;8.5;80.0;10.0;19.0;70.0;57.5;79.5;20.0;3.0
738;15 jaar tot AOW-leeftijd;Lingewaard;29760;560;19.0;150;21.5;110;16.5;50.0;7.5;330.0;70.0;21.0;220.0;39.5;68.0;210.0;7.0
739;15 jaar tot AOW-leeftijd;Lisse;14350;280;19.5;80;23.0;70;20.0;40.0;11.0;100.0;30.0;19.5;70.0;26.0;76.0;80.0;5.5
740;15 jaar tot AOW-leeftijd;Littenseradiel;6840;140;20.5;40;19.0;40;22.5;30.0;16.0;50.0;20.0;19.0;40.0;25.0;65.0;30.0;5.0
741;15 jaar tot AOW-leeftijd;Lochem;19960;490;24.5;110;18.5;110;18.5;60.0;10.0;390.0;90.0;33.0;280.0;56.5;71.0;120.0;6.0
742;15 jaar tot AOW-leeftijd;Loon op Zand;14840;270;18.5;90;22.5;90;23.5;60.0;15.0;100.0;40.0;22.0;60.0;22.5;58.5;160.0;10.5
743;15 jaar tot AOW-leeftijd;Lopik;9640;150;15.5;40;24.0;30;18.5;20.0;10.5;80.0;20.0;21.0;60.0;41.0;74.0;30.0;3.5
744;15 jaar tot AOW-leeftijd;Loppersum;6230;240;38.5;90;27.0;80;24.0;50.0;16.0;60.0;10.0;10.0;50.0;20.0;75.0;50.0;8.5
745;15 jaar tot AOW-leeftijd;Losser;14240;410;29.0;140;25.0;150;27.0;70.0;12.0;200.0;70.0;30.5;150.0;36.0;76.5;160.0;11.0
746;15 jaar tot AOW-leeftijd;Maasdriel;16050;280;17.5;100;28.0;60;18.5;30.0;9.0;130.0;20.0;12.5;100.0;37.5;82.5;100.0;6.0
747;15 jaar tot AOW-leeftijd;Maasgouw;15130;320;21.5;90;20.5;90;21.0;40.0;10.0;150.0;30.0;17.0;100.0;30.0;65.0;120.0;8.0
748;15 jaar tot AOW-leeftijd;Maassluis;20330;990;48.5;210;17.0;240;19.5;120.0;10.0;520.0;140.0;29.5;420.0;42.5;80.5;200.0;10.0
749;15 jaar tot AOW-leeftijd;Maastricht;85520;4020;47.0;940;18.5;910;18.0;460.0;9.0;2050.0;360.0;24.0;1580.0;39.5;77.0;920.0;11.0
750;15 jaar tot AOW-leeftijd;De Marne;6290;290;46.5;80;20.5;80;21.0;40.0;11.5;290.0;50.0;43.5;230.0;80.0;79.5;70.0;11.0
751;15 jaar tot AOW-leeftijd;Marum;7000;200;28.0;60;25.0;50;18.5;30.0;10.5;90.0;20.0;25.0;70.0;36.0;75.5;60.0;9.0
752;15 jaar tot AOW-leeftijd;Medemblik;28590;590;20.5;200;26.5;160;21.5;100.0;13.0;330.0;150.0;29.5;250.0;42.5;75.5;110.0;4.0
753;15 jaar tot AOW-leeftijd;Meerssen;11790;280;23.5;80;24.5;60;17.5;30.0;8.5;180.0;50.0;28.5;140.0;50.0;78.0;80.0;6.5
754;15 jaar tot AOW-leeftijd;Meierijstad;52290;950;18.0;0;;0;;120.0;0.0;520.0;90.0;13.0;320.0;33.5;62.0;710.0;13.5
755;15 jaar tot AOW-leeftijd;Menameradiel;8510;220;26.0;60;20.0;60;22.0;30.0;10.0;150.0;30.0;22.0;120.0;52.5;79.5;50.0;6.0
756;15 jaar tot AOW-leeftijd;Menterwolde;7980;360;45.0;100;21.5;110;22.5;60.0;12.0;330.0;70.0;41.5;280.0;78.0;85.0;130.0;16.0
757;15 jaar tot AOW-leeftijd;Meppel;21540;780;36.0;220;21.5;200;20.0;120.0;12.5;720.0;190.0;44.0;560.0;72.0;78.0;320.0;15.0
758;15 jaar tot AOW-leeftijd;Middelburg (Z.);30590;1500;49.0;370;19.5;330;17.5;180.0;9.5;140.0;70.0;13.5;100.0;6.5;70.0;290.0;9.5
