ID;Leeftijd;Regiokenmerken;Inwoners_1;Bijstandsontvangers_2;Bijstandsdichtheid_3;Instroom_4;Instroom_5;Uitstroom_6;Uitstroom_7;UitstroomNaarWerk_8;UitstroomNaarWerk_9;PersonenMetReIntegratievoorziening_10;WerkNaReIntegratie_11;WerkNaReIntegratie_12;PersonenMetBijstandEnReIntegratie_13;BijstandsontvangersMetReIntegratie_14;ReIntegratieontvangersMetBijstand_15;WSWWerknemers_16;WSWDichtheid_17
1118;AOW-leeftijd of ouder;Druten;3300;30;9.0;10;14.5;10;14.5;;;;;;;;;;
1119;AOW-leeftijd of ouder;Duiven;4270;40;8.0;10;14.5;10;17.0;;;;;;;;;;
1120;AOW-leeftijd of ouder;Echt-Susteren;7350;50;7.0;10;13.0;10;19.0;;;;;;;;;;
1121;AOW-leeftijd of ouder;Edam-Volendam;6900;20;3.0;10;25.0;10;29.0;;;;;;;;;;
1122;AOW-leeftijd of ouder;Ede;19410;230;11.5;20;9.5;30;12.0;;;;;;;;;;
1123;AOW-leeftijd of ouder;Eemnes;1730;10;7.0;0;;0;;;;;;;;;;;
1124;AOW-leeftijd of ouder;Eemsmond;3370;10;4.0;10;43.0;10;50.0;;;;;;;;;;
1125;AOW-leeftijd of ouder;Eersel;3900;10;3.5;0;;0;;;;;;;;;;;
1126;AOW-leeftijd of ouder;Eijsden-Margraten;5870;10;2.0;0;;0;;;;;;;;;;;
1127;AOW-leeftijd of ouder;Eindhoven;36650;900;24.5;130;13.0;140;14.5;;;;;;;;;;
1128;AOW-leeftijd of ouder;Elburg;4230;10;2.5;0;;0;;;;;;;;;;;
1129;AOW-leeftijd of ouder;Emmen;22500;220;9.5;30;14.0;50;23.0;;;;;;;;;;
1130;AOW-leeftijd of ouder;Enkhuizen;3660;30;8.0;0;;10;17.0;;;;;;;;;;
1131;AOW-leeftijd of ouder;Enschede;26410;980;37.0;100;9.5;150;14.0;;;;;;;;;;
1132;AOW-leeftijd of ouder;Epe;7730;50;7.0;10;11.5;10;22.5;;;;;;;;;;
1133;AOW-leeftijd of ouder;Ermelo;5840;20;3.5;0;;10;26.5;;;;;;;;;;
1134;AOW-leeftijd of ouder;Etten-Leur;8170;100;12.0;10;9.0;10;11.0;;;;;;;;;;
1135;AOW-leeftijd of ouder;Ferwerderadiel;1660;10;6.0;0;;0;;;;;;;;;;;
1136;AOW-leeftijd of ouder;Franekeradeel;4190;30;6.5;10;18.5;10;26.0;;;;;;;;;;
1137;AOW-leeftijd of ouder;De Fryske Marren;10920;60;5.5;10;17.5;10;22.0;;;;;;;;;;
1138;AOW-leeftijd of ouder;Geertruidenberg;4140;10;3.0;0;;10;31.5;;;;;;;;;;
1139;AOW-leeftijd of ouder;Geldermalsen;4790;30;7.0;10;14.5;0;;;;;;;;;;;
1140;AOW-leeftijd of ouder;Geldrop-Mierlo;8050;70;9.0;10;9.0;10;17.5;;;;;;;;;;
1141;AOW-leeftijd of ouder;Gemert-Bakel;5340;30;5.5;10;17.0;10;31.5;;;;;;;;;;
1142;AOW-leeftijd of ouder;Gennep;3640;20;5.0;0;;10;28.5;;;;;;;;;;
1143;AOW-leeftijd of ouder;Giessenlanden;2750;10;3.5;0;;0;;;;;;;;;;;
1144;AOW-leeftijd of ouder;Gilze en Rijen;5090;30;6.0;0;;10;26.5;;;;;;;;;;
1145;AOW-leeftijd of ouder;Goeree-Overflakkee;9960;20;2.0;0;;0;;;;;;;;;;;
1146;AOW-leeftijd of ouder;Goes;8280;60;7.5;10;11.0;20;21.0;;;;;;;;;;
1147;AOW-leeftijd of ouder;Goirle;4930;30;5.5;0;;0;;;;;;;;;;;
1148;AOW-leeftijd of ouder;Gooise Meren;11680;90;8.0;10;9.5;20;15.5;;;;;;;;;;
1149;AOW-leeftijd of ouder;Gorinchem;6210;120;19.0;10;10.0;20;12.5;;;;;;;;;;
1150;AOW-leeftijd of ouder;Gouda;12750;320;25.5;40;11.5;50;14.5;;;;;;;;;;
1151;AOW-leeftijd of ouder;Grave;2530;10;5.5;0;;0;;;;;;;;;;;
1152;AOW-leeftijd of ouder;'s-Gravenhage (gemeente);72610;4330;59.5;400;8.5;570;12.0;;;;;;;;;;
1153;AOW-leeftijd of ouder;Groningen (gemeente);24250;560;23.0;60;10.5;150;25.5;;;;;;;;;;
1154;AOW-leeftijd of ouder;Grootegast;2060;10;3.5;0;;0;;;;;;;;;;;
1155;AOW-leeftijd of ouder;Gulpen-Wittem;3660;20;6.5;10;25.0;0;;;;;;;;;;;
1156;AOW-leeftijd of ouder;Haaksbergen;5360;30;6.5;0;;10;16.0;;;;;;;;;;
1157;AOW-leeftijd of ouder;Haaren;3000;10;3.5;0;;0;;;;;;;;;;;
1158;AOW-leeftijd of ouder;Haarlem;25920;400;15.5;60;14.0;80;17.5;;;;;;;;;;
1159;AOW-leeftijd of ouder;Haarlemmerliede en Spaarnwoude;990;10;6.0;0;;0;;;;;;;;;;;
1160;AOW-leeftijd of ouder;Haarlemmermeer;22790;270;12.0;30;12.0;40;15.0;;;;;;;;;;
1161;AOW-leeftijd of ouder;Halderberge;6490;40;6.5;10;10.0;10;28.0;;;;;;;;;;
1162;AOW-leeftijd of ouder;Hardenberg;10380;70;6.5;10;16.5;20;22.0;;;;;;;;;;
1163;AOW-leeftijd of ouder;Harderwijk;7910;90;11.5;10;12.5;20;20.0;;;;;;;;;;
1164;AOW-leeftijd of ouder;Hardinxveld-Giessendam;3170;10;4.0;0;;10;38.5;;;;;;;;;;
1165;AOW-leeftijd of ouder;Haren;5020;10;3.0;0;;10;35.0;;;;;;;;;;
1166;AOW-leeftijd of ouder;Harlingen;3610;30;8.5;10;18.0;10;28.5;;;;;;;;;;
1167;AOW-leeftijd of ouder;Hattem;2570;10;3.5;0;;0;;;;;;;;;;;
1168;AOW-leeftijd of ouder;Heemskerk;8110;80;9.5;10;9.0;20;21.5;;;;;;;;;;
1169;AOW-leeftijd of ouder;Heemstede;6960;30;4.0;0;;10;19.5;;;;;;;;;;
1170;AOW-leeftijd of ouder;Heerde;4060;10;1.5;0;;10;0.0;;;;;;;;;;
1171;AOW-leeftijd of ouder;Heerenveen;10100;90;8.5;20;15.5;20;20.0;;;;;;;;;;
1172;AOW-leeftijd of ouder;Heerhugowaard;9180;80;8.5;10;13.0;10;15.0;;;;;;;;;;
1173;AOW-leeftijd of ouder;Heerlen;18540;390;21.0;40;10.5;90;21.5;;;;;;;;;;
1174;AOW-leeftijd of ouder;Heeze-Leende;3550;10;3.5;0;;0;;;;;;;;;;;
1175;AOW-leeftijd of ouder;Heiloo;5920;20;3.0;0;;0;;;;;;;;;;;
1176;AOW-leeftijd of ouder;Den Helder;11640;150;12.5;20;14.5;40;22.0;;;;;;;;;;
1177;AOW-leeftijd of ouder;Hellendoorn;7250;40;5.5;10;12.0;10;26.0;;;;;;;;;;
1178;AOW-leeftijd of ouder;Hellevoetsluis;7460;80;10.0;10;13.0;20;19.0;;;;;;;;;;
1179;AOW-leeftijd of ouder;Helmond;14510;320;22.0;40;11.5;70;20.5;;;;;;;;;;
1180;AOW-leeftijd of ouder;Hendrik-Ido-Ambacht;4810;40;7.5;10;16.5;0;;;;;;;;;;;
1181;AOW-leeftijd of ouder;Hengelo (O.);15050;390;26.0;30;8.5;40;9.0;;;;;;;;;;
1182;AOW-leeftijd of ouder;'s-Hertogenbosch;25450;490;19.0;60;11.0;110;20.0;;;;;;;;;;
1183;AOW-leeftijd of ouder;Heumen;3650;20;4.5;0;;0;;;;;;;;;;;
1184;AOW-leeftijd of ouder;Heusden;8320;50;6.0;10;10.0;10;21.5;;;;;;;;;;
1185;AOW-leeftijd of ouder;Hillegom;4290;30;6.0;0;;10;23.0;;;;;;;;;;
1186;AOW-leeftijd of ouder;Hilvarenbeek;3170;10;1.5;0;;0;;;;;;;;;;;
1187;AOW-leeftijd of ouder;Hilversum;16300;210;12.5;30;14.5;30;14.0;;;;;;;;;;
1188;AOW-leeftijd of ouder;Hof van Twente;8250;40;4.5;0;;10;33.5;;;;;;;;;;
1189;AOW-leeftijd of ouder;Hollands Kroon;9120;30;3.5;10;19.5;10;25.0;;;;;;;;;;
1190;AOW-leeftijd of ouder;Hoogeveen;11110;100;9.0;10;11.0;20;19.5;;;;;;;;;;
1191;AOW-leeftijd of ouder;Hoogezand-Sappemeer;7210;130;18.0;20;13.0;30;18.5;;;;;;;;;;
1192;AOW-leeftijd of ouder;Hoorn;12820;240;18.5;20;7.5;30;12.0;;;;;;;;;;
1193;AOW-leeftijd of ouder;Horst aan de Maas;8270;40;4.5;0;;0;;;;;;;;;;;
1194;AOW-leeftijd of ouder;Houten;6320;50;7.5;0;;10;10.5;;;;;;;;;;
1195;AOW-leeftijd of ouder;Huizen;8690;140;15.5;10;8.0;10;9.5;;;;;;;;;;
1196;AOW-leeftijd of ouder;Hulst;6360;40;7.0;10;24.0;10;22.0;;;;;;;;;;
1197;AOW-leeftijd of ouder;IJsselstein;5430;60;10.5;0;;10;13.5;;;;;;;;;;
1198;AOW-leeftijd of ouder;Kaag en Braassem;5100;20;3.0;0;;0;;;;;;;;;;;
1199;AOW-leeftijd of ouder;Kampen;8420;60;7.0;10;20.0;20;23.0;;;;;;;;;;
1200;AOW-leeftijd of ouder;Kapelle;2400;10;4.0;0;;0;;;;;;;;;;;
1201;AOW-leeftijd of ouder;Katwijk;10680;70;6.5;10;8.5;10;12.5;;;;;;;;;;
1202;AOW-leeftijd of ouder;Kerkrade;10750;160;15.0;20;11.5;50;24.5;;;;;;;;;;
1203;AOW-leeftijd of ouder;Koggenland;4240;20;3.5;0;;0;;;;;;;;;;;
1204;AOW-leeftijd of ouder;Kollumerland en Nieuwkruisland;2360;10;3.0;0;;10;40.0;;;;;;;;;;
1205;AOW-leeftijd of ouder;Korendijk;2200;0;;0;;0;;;;;;;;;;;
1206;AOW-leeftijd of ouder;Krimpen aan den IJssel;6640;70;11.0;10;14.5;10;13.0;;;;;;;;;;
1207;AOW-leeftijd of ouder;Krimpenerwaard;10960;60;5.5;10;7.0;10;17.5;;;;;;;;;;
1208;AOW-leeftijd of ouder;Laarbeek;4530;20;3.5;0;;10;28.0;;;;;;;;;;
1209;AOW-leeftijd of ouder;Landerd;3050;10;2.0;0;;0;;;;;;;;;;;
1210;AOW-leeftijd of ouder;Landgraaf;8630;70;8.5;10;14.5;30;32.0;;;;;;;;;;
1211;AOW-leeftijd of ouder;Landsmeer;2220;10;3.5;0;;0;;;;;;;;;;;
1212;AOW-leeftijd of ouder;Langedijk;5150;20;4.0;0;;0;;;;;;;;;;;
1213;AOW-leeftijd of ouder;Lansingerland;8590;60;6.5;10;15.5;20;29.0;;;;;;;;;;
1214;AOW-leeftijd of ouder;Laren (NH.);3320;20;4.5;0;;0;;;;;;;;;;;
1215;AOW-leeftijd of ouder;Leek;4050;20;4.0;0;;10;42.0;;;;;;;;;;
1216;AOW-leeftijd of ouder;Leerdam;3990;50;11.5;10;20.0;20;28.5;;;;;;;;;;
1217;AOW-leeftijd of ouder;Leeuwarden;18150;290;16.0;30;9.5;60;19.0;;;;;;;;;;
1218;AOW-leeftijd of ouder;Leeuwarderadeel;2190;10;3.0;0;;0;;;;;;;;;;;
1219;AOW-leeftijd of ouder;Leiden;17450;400;23.0;50;12.5;70;15.5;;;;;;;;;;
1220;AOW-leeftijd of ouder;Leiderdorp;5740;60;9.5;10;11.5;10;8.5;;;;;;;;;;
1221;AOW-leeftijd of ouder;Leidschendam-Voorburg;16360;310;19.0;30;9.5;40;11.0;;;;;;;;;;
1222;AOW-leeftijd of ouder;Lelystad;12270;360;29.0;40;10.5;50;14.0;;;;;;;;;;
1223;AOW-leeftijd of ouder;Leudal;8000;30;3.5;10;27.5;10;31.0;;;;;;;;;;
1224;AOW-leeftijd of ouder;Leusden;5870;40;7.0;0;;10;11.5;;;;;;;;;;
1225;AOW-leeftijd of ouder;Lingewaal;2020;10;5.5;0;;0;;;;;;;;;;;
1226;AOW-leeftijd of ouder;Lingewaard;8930;40;5.0;10;19.0;10;27.5;;;;;;;;;;
1227;AOW-leeftijd of ouder;Lisse;4770;30;6.0;0;;10;28.5;;;;;;;;;;
1228;AOW-leeftijd of ouder;Littenseradiel;1950;0;;0;;0;;;;;;;;;;;
1229;AOW-leeftijd of ouder;Lochem;8750;40;4.0;10;14.5;10;12.0;;;;;;;;;;
1230;AOW-leeftijd of ouder;Loon op Zand;4810;30;7.0;0;;0;;;;;;;;;;;
1231;AOW-leeftijd of ouder;Lopik;2230;20;6.5;0;;0;;;;;;;;;;;
1232;AOW-leeftijd of ouder;Loppersum;1980;10;3.5;0;;0;;;;;;;;;;;
1233;AOW-leeftijd of ouder;Losser;4830;40;7.5;10;18.0;10;18.0;;;;;;;;;;
1234;AOW-leeftijd of ouder;Maasdriel;4290;20;4.5;0;;10;27.5;;;;;;;;;;
1235;AOW-leeftijd of ouder;Maasgouw;5750;30;5.5;10;13.0;10;29.0;;;;;;;;;;
1236;AOW-leeftijd of ouder;Maassluis;7050;140;20.0;20;12.5;20;13.5;;;;;;;;;;
1237;AOW-leeftijd of ouder;Maastricht;24260;420;17.0;50;12.0;90;20.5;;;;;;;;;;
1238;AOW-leeftijd of ouder;De Marne;2270;10;3.5;0;;0;;;;;;;;;;;
1239;AOW-leeftijd of ouder;Marum;1820;0;;0;;0;;;;;;;;;;;
1240;AOW-leeftijd of ouder;Medemblik;8450;50;5.5;10;18.5;10;10.0;;;;;;;;;;
1241;AOW-leeftijd of ouder;Meerssen;4720;20;3.0;0;;0;;;;;;;;;;;
1242;AOW-leeftijd of ouder;Meierijstad;15120;140;9.5;0;;0;;;;;;;;;;;
1243;AOW-leeftijd of ouder;Menameradiel;2670;10;2.5;0;;0;;;;;;;;;;;
1244;AOW-leeftijd of ouder;Menterwolde;2310;20;9.0;0;;0;;;;;;;;;;;
1245;AOW-leeftijd of ouder;Meppel;6140;50;9.0;10;12.5;20;27.0;;;;;;;;;;
1246;AOW-leeftijd of ouder;Middelburg (Z.);10000;120;12.0;10;9.0;30;23.0;;;;;;;;;;
1247;AOW-leeftijd of ouder;Midden-Delfland;3270;10;4.5;0;;0;;;;;;;;;;;
1248;AOW-leeftijd of ouder;Midden-Drenthe;7180;30;4.5;10;15.0;20;40.5;;;;;;;;;;
1249;AOW-leeftijd of ouder;Mill en Sint Hubert;2170;10;3.5;0;;0;;;;;;;;;;;
1250;AOW-leeftijd of ouder;Moerdijk;7480;40;5.0;10;13.0;10;13.0;;;;;;;;;;
1251;AOW-leeftijd of ouder;Molenwaard;4860;10;2.0;0;;0;;;;;;;;;;;
1252;AOW-leeftijd of ouder;Montferland;7720;50;7.0;10;10.0;10;18.5;;;;;;;;;;
1253;AOW-leeftijd of ouder;Montfoort;2490;10;3.0;0;;0;;;;;;;;;;;
1254;AOW-leeftijd of ouder;Mook en Middelaar;1950;10;3.0;0;;0;;;;;;;;;;;
1255;AOW-leeftijd of ouder;Neder-Betuwe;3730;10;4.0;0;;10;50.0;;;;;;;;;;
1256;AOW-leeftijd of ouder;Nederweert;3610;10;1.5;0;;0;;;;;;;;;;;
1257;AOW-leeftijd of ouder;Neerijnen;2010;10;3.0;0;;0;;;;;;;;;;;
1258;AOW-leeftijd of ouder;Nieuwegein;11450;170;14.5;20;10.5;20;12.5;;;;;;;;;;
1259;AOW-leeftijd of ouder;Nieuwkoop;5330;20;3.5;0;;10;24.0;;;;;;;;;;
1260;AOW-leeftijd of ouder;Nijkerk;7420;70;9.0;10;12.5;10;15.5;;;;;;;;;;
1261;AOW-leeftijd of ouder;Nijmegen;25610;790;31.0;100;11.5;150;18.0;;;;;;;;;;
1262;AOW-leeftijd of ouder;Nissewaard;15380;270;17.5;30;11.0;50;18.0;;;;;;;;;;
1263;AOW-leeftijd of ouder;Noord-Beveland;1910;10;3.0;0;;0;;;;;;;;;;;
1264;AOW-leeftijd of ouder;Noordenveld;7890;30;3.5;0;;10;29.5;;;;;;;;;;
1265;AOW-leeftijd of ouder;Noordoostpolder;7520;80;10.0;10;14.5;20;20.5;;;;;;;;;;
1266;AOW-leeftijd of ouder;Noordwijk;5380;30;6.0;10;14.5;10;14.5;;;;;;;;;;
1267;AOW-leeftijd of ouder;Noordwijkerhout;3240;20;5.0;0;;0;;;;;;;;;;;
1268;AOW-leeftijd of ouder;Nuenen, Gerwen en Nederwetten;5560;30;4.5;0;;10;19.0;;;;;;;;;;
1269;AOW-leeftijd of ouder;Nunspeet;5140;20;3.5;0;;10;26.5;;;;;;;;;;
1270;AOW-leeftijd of ouder;Nuth;3860;20;4.5;10;30.0;10;40.0;;;;;;;;;;
1271;AOW-leeftijd of ouder;Oegstgeest;4670;30;7.5;10;18.0;0;;;;;;;;;;;
1272;AOW-leeftijd of ouder;Oirschot;3650;10;3.0;0;;0;;;;;;;;;;;
1273;AOW-leeftijd of ouder;Oisterwijk;5850;30;5.0;0;;10;22.5;;;;;;;;;;
1274;AOW-leeftijd of ouder;Oldambt;8660;70;7.5;10;17.0;20;29.0;;;;;;;;;;
1275;AOW-leeftijd of ouder;Oldebroek;4030;10;1.0;0;;0;;;;;;;;;;;
1276;AOW-leeftijd of ouder;Oldenzaal;6780;100;14.0;10;11.5;20;17.0;;;;;;;;;;
1277;AOW-leeftijd of ouder;Olst-Wijhe;3580;10;1.5;0;;10;66.5;;;;;;;;;;
1278;AOW-leeftijd of ouder;Ommen;3600;10;3.5;0;;0;;;;;;;;;;;
1279;AOW-leeftijd of ouder;Onderbanken;1690;10;8.5;0;;0;;;;;;;;;;;
1280;AOW-leeftijd of ouder;Oost Gelre;5930;20;3.5;0;;0;;;;;;;;;;;
1281;AOW-leeftijd of ouder;Oosterhout;11490;150;13.0;30;16.0;40;23.0;;;;;;;;;;
1282;AOW-leeftijd of ouder;Ooststellingwerf;5670;20;3.5;10;25.0;10;46.0;;;;;;;;;;
1283;AOW-leeftijd of ouder;Oostzaan;1860;10;5.0;0;;0;;;;;;;;;;;
1284;AOW-leeftijd of ouder;Opmeer;2270;0;;0;;0;;;;;;;;;;;
1285;AOW-leeftijd of ouder;Opsterland;5860;20;4.0;10;22.5;10;32.0;;;;;;;;;;
1286;AOW-leeftijd of ouder;Oss;16800;200;12.0;30;14.0;40;17.5;;;;;;;;;;
1287;AOW-leeftijd of ouder;Oud-Beijerland;4710;10;2.5;0;;10;41.5;;;;;;;;;;
1288;AOW-leeftijd of ouder;Oude IJsselstreek;8570;70;8.5;10;11.0;10;9.5;;;;;;;;;;
1289;AOW-leeftijd of ouder;Ouder-Amstel;2610;30;12.0;0;;0;;;;;;;;;;;
1290;AOW-leeftijd of ouder;Oudewater;1960;10;5.0;0;;0;;;;;;;;;;;
1291;AOW-leeftijd of ouder;Overbetuwe;8400;40;4.5;0;;20;39.0;;;;;;;;;;
1292;AOW-leeftijd of ouder;Papendrecht;6680;60;9.5;10;11.5;10;11.5;;;;;;;;;;
1293;AOW-leeftijd of ouder;Peel en Maas;8840;40;4.5;0;;10;20.0;;;;;;;;;;
1294;AOW-leeftijd of ouder;Pekela;2570;20;8.5;10;30.5;0;;;;;;;;;;;
1295;AOW-leeftijd of ouder;Pijnacker-Nootdorp;7370;50;6.0;10;15.0;10;13.0;;;;;;;;;;
1296;AOW-leeftijd of ouder;Purmerend;14720;260;17.5;20;8.5;30;12.0;;;;;;;;;;
1297;AOW-leeftijd of ouder;Putten;4650;20;4.5;0;;0;;;;;;;;;;;
1298;AOW-leeftijd of ouder;Raalte;7450;20;3.0;10;21.5;10;25.0;;;;;;;;;;
1299;AOW-leeftijd of ouder;Reimerswaal;3580;20;4.5;0;;0;;;;;;;;;;;
1300;AOW-leeftijd of ouder;Renkum;8170;40;4.5;10;13.0;20;39.0;;;;;;;;;;
1301;AOW-leeftijd of ouder;Renswoude;730;0;;0;;0;;;;;;;;;;;
1302;AOW-leeftijd of ouder;Reusel-De Mierden;2280;10;3.0;0;;0;;;;;;;;;;;
1303;AOW-leeftijd of ouder;Rheden;10840;80;7.5;10;12.0;20;28.0;;;;;;;;;;
1304;AOW-leeftijd of ouder;Rhenen;4030;20;6.0;0;;0;;;;;;;;;;;
1305;AOW-leeftijd of ouder;Ridderkerk;10600;90;8.5;10;6.5;10;12.5;;;;;;;;;;
1306;AOW-leeftijd of ouder;Rijnwaarden;2180;20;7.0;0;;10;43.0;;;;;;;;;;
1307;AOW-leeftijd of ouder;Rijssen-Holten;6630;80;12.5;10;9.0;0;;;;;;;;;;;
1308;AOW-leeftijd of ouder;Rijswijk (ZH.);11130;190;17.0;20;10.0;30;16.0;;;;;;;;;;
1309;AOW-leeftijd of ouder;Roerdalen;5030;40;8.0;10;14.5;10;19.0;;;;;;;;;;
1310;AOW-leeftijd of ouder;Roermond;11170;270;24.5;30;10.0;60;19.5;;;;;;;;;;
1311;AOW-leeftijd of ouder;De Ronde Venen;8370;40;5.0;10;18.5;10;18.5;;;;;;;;;;
1312;AOW-leeftijd of ouder;Roosendaal;15340;230;14.5;20;7.5;40;16.0;;;;;;;;;;
1313;AOW-leeftijd of ouder;Rotterdam;92660;6470;70.0;690;10.0;920;13.0;;;;;;;;;;
1314;AOW-leeftijd of ouder;Rozendaal;390;0;;0;;0;;;;;;;;;;;
1315;AOW-leeftijd of ouder;Rucphen;4640;20;3.5;10;31.5;10;63.0;;;;;;;;;;
1316;AOW-leeftijd of ouder;Schagen;10340;60;5.5;10;12.0;20;30.0;;;;;;;;;;
1317;AOW-leeftijd of ouder;Scherpenzeel;1750;0;;0;;0;;;;;;;;;;;
1318;AOW-leeftijd of ouder;Schiedam;12760;330;26.0;40;11.0;50;14.0;;;;;;;;;;
1319;AOW-leeftijd of ouder;Schiermonnikoog;250;0;;0;;0;;;;;;;;;;;
1320;AOW-leeftijd of ouder;Schinnen;3170;20;6.5;0;;0;;;;;;;;;;;
1321;AOW-leeftijd of ouder;Schouwen-Duiveland;8560;40;4.0;10;12.5;20;37.5;;;;;;;;;;
1322;AOW-leeftijd of ouder;Simpelveld;2560;10;4.5;0;;0;;;;;;;;;;;
1323;AOW-leeftijd of ouder;Sint Anthonis;2260;0;;0;;0;;;;;;;;;;;
1324;AOW-leeftijd of ouder;Sint-Michielsgestel;5840;20;3.5;0;;0;;;;;;;;;;;
1325;AOW-leeftijd of ouder;Sittard-Geleen;20300;270;13.5;40;15.0;50;17.5;;;;;;;;;;
1326;AOW-leeftijd of ouder;Sliedrecht;4680;40;7.5;10;14.0;10;18.5;;;;;;;;;;
1327;AOW-leeftijd of ouder;Slochteren;2800;10;4.5;0;;10;33.5;;;;;;;;;;
1328;AOW-leeftijd of ouder;Sluis;6190;40;7.0;10;10.5;10;25.0;;;;;;;;;;
1329;AOW-leeftijd of ouder;Smallingerland;10950;100;9.5;10;11.0;30;32.0;;;;;;;;;;
1330;AOW-leeftijd of ouder;Soest;9860;100;10.0;10;12.0;20;17.0;;;;;;;;;;
1331;AOW-leeftijd of ouder;Someren;3560;20;5.0;0;;0;;;;;;;;;;;
1332;AOW-leeftijd of ouder;Son en Breugel;3690;20;5.0;0;;0;;;;;;;;;;;
1333;AOW-leeftijd of ouder;Stadskanaal;7610;50;7.0;10;18.0;10;20.0;;;;;;;;;;
1334;AOW-leeftijd of ouder;Staphorst;2410;10;3.5;0;;0;;;;;;;;;;;
1335;AOW-leeftijd of ouder;Stede Broec;4350;20;4.5;0;;10;24.0;;;;;;;;;;
1336;AOW-leeftijd of ouder;Steenbergen;4840;20;3.5;0;;10;35.5;;;;;;;;;;
1337;AOW-leeftijd of ouder;Steenwijkerland;8960;40;4.5;10;17.5;10;28.5;;;;;;;;;;
1338;AOW-leeftijd of ouder;Stein (L.);6180;30;4.0;10;24.0;0;;;;;;;;;;;
1339;AOW-leeftijd of ouder;Stichtse Vecht;11990;110;9.5;20;12.5;20;20.0;;;;;;;;;;
1340;AOW-leeftijd of ouder;Strijen;1820;10;3.0;0;;0;;;;;;;;;;;
1341;AOW-leeftijd of ouder;Súdwest-Fryslân;17500;80;4.5;20;19.5;40;40.0;;;;;;;;;;
1342;AOW-leeftijd of ouder;Terneuzen;12770;130;10.0;20;12.5;30;22.0;;;;;;;;;;
1343;AOW-leeftijd of ouder;Terschelling;1070;0;;0;;0;;;;;;;;;;;
1344;AOW-leeftijd of ouder;Texel;3130;10;3.0;0;;0;;;;;;;;;;;
1345;AOW-leeftijd of ouder;Teylingen;6510;30;5.0;0;;0;;;;;;;;;;;
1346;AOW-leeftijd of ouder;Tholen;4550;20;4.0;0;;10;28.5;;;;;;;;;;
1347;AOW-leeftijd of ouder;Tiel;6870;140;20.5;30;16.0;40;23.5;;;;;;;;;;
1348;AOW-leeftijd of ouder;Tilburg;33870;660;19.5;80;12.0;120;17.5;;;;;;;;;;
1349;AOW-leeftijd of ouder;Tubbergen;3670;0;;0;;0;;;;;;;;;;;
1350;AOW-leeftijd of ouder;Twenterand;5860;30;4.5;0;;10;20.0;;;;;;;;;;
1351;AOW-leeftijd of ouder;Tynaarlo;7600;20;2.5;0;;10;25.0;;;;;;;;;;
1352;AOW-leeftijd of ouder;Tytsjerksteradiel;6960;30;3.5;0;;10;25.0;;;;;;;;;;
1353;AOW-leeftijd of ouder;Uden;8230;90;10.5;20;20.0;20;22.5;;;;;;;;;;
1354;AOW-leeftijd of ouder;Uitgeest;2250;10;6.0;0;;0;;;;;;;;;;;
1355;AOW-leeftijd of ouder;Uithoorn;5160;40;7.5;0;;10;12.0;;;;;;;;;;
1356;AOW-leeftijd of ouder;Urk;1810;20;8.5;0;;10;35.5;;;;;;;;;;
1357;AOW-leeftijd of ouder;Utrecht (gemeente);33910;1450;43.0;180;11.5;210;13.5;;;;;;;;;;
1358;AOW-leeftijd of ouder;Utrechtse Heuvelrug;11290;70;6.0;10;14.5;10;17.0;;;;;;;;;;
1359;AOW-leeftijd of ouder;Vaals;2560;70;28.5;10;7.0;10;7.0;;;;;;;;;;
1360;AOW-leeftijd of ouder;Valkenburg aan de Geul;4430;30;7.0;0;;0;;;;;;;;;;;
1361;AOW-leeftijd of ouder;Valkenswaard;7310;40;6.0;0;;10;26.5;;;;;;;;;;
1362;AOW-leeftijd of ouder;Veendam;5760;50;9.0;10;9.5;10;25.0;;;;;;;;;;
1363;AOW-leeftijd of ouder;Veenendaal;10840;240;21.5;30;9.5;50;17.0;;;;;;;;;;
1364;AOW-leeftijd of ouder;Veere;5420;20;3.0;10;30.0;10;25.0;;;;;;;;;;
1365;AOW-leeftijd of ouder;Veldhoven;8920;40;4.5;0;;10;13.5;;;;;;;;;;
1366;AOW-leeftijd of ouder;Velsen;12900;110;8.0;10;8.0;20;20.5;;;;;;;;;;
1367;AOW-leeftijd of ouder;Venlo;20280;320;16.0;40;10.5;80;21.0;;;;;;;;;;
1368;AOW-leeftijd of ouder;Venray;8400;70;8.5;10;15.0;20;22.0;;;;;;;;;;
1369;AOW-leeftijd of ouder;Vianen;3840;40;9.5;0;;10;13.0;;;;;;;;;;
1370;AOW-leeftijd of ouder;Vlaardingen;14580;260;18.0;30;11.0;40;14.0;;;;;;;;;;
1371;AOW-leeftijd of ouder;Vlagtwedde;3880;30;6.5;0;;0;;;;;;;;;;;
1372;AOW-leeftijd of ouder;Vlieland;200;0;;0;;0;;;;;;;;;;;
1373;AOW-leeftijd of ouder;Vlissingen;9670;150;15.0;20;14.5;40;25.0;;;;;;;;;;
1374;AOW-leeftijd of ouder;Voerendaal;3120;10;3.0;0;;0;;;;;;;;;;;
1375;AOW-leeftijd of ouder;Voorschoten;5610;40;8.0;10;10.0;10;19.5;;;;;;;;;;
1376;AOW-leeftijd of ouder;Voorst;5300;30;6.0;10;16.0;0;;;;;;;;;;;
1377;AOW-leeftijd of ouder;Vught;5120;30;6.5;0;;10;29.0;;;;;;;;;;
