ID;RegioS2007;Perioden;Huishoudens_1;Eenpersoonshuishoudens_2;Paren_3;Eenouderhuishoudens_4;OverigeHuishoudens_5;Huishoudens_6;Eenpersoonshuishoudens_7;Paren_8;Eenouderhuishoudens_9;OverigeHuishoudens_10;Huishoudens_11;Eenpersoonshuishoudens_12;Paren_13;Eenouderhuishoudens_14;OverigeHuishoudens_15;Huishoudens_16;Eenpersoonshuishoudens_17;Paren_18;Eenouderhuishoudens_19;OverigeHuishoudens_20;Regiocode_21
136;Drenthe (PV);2018;220.3;71.0;136.8;11.4;1.1;195.1;62.2;123.7;8.5;0.7;11.2;3.8;5.2;2.0;0.3;14.0;5.0;8.0;0.9;0.1;22
137;Drenthe (PV);2019;221.7;71.9;137.2;11.4;1.1;195.7;62.9;123.7;8.4;0.7;11.8;4.0;5.5;2.1;0.3;14.1;5.0;8.0;0.9;0.2;22
138;Drenthe (PV);2020;222.9;73.0;137.4;11.4;1.1;196.4;63.8;123.6;8.3;0.7;12.4;4.1;5.7;2.2;0.3;14.2;5.1;8.0;0.9;0.1;22
139;Drenthe (PV);2021;224.1;73.9;137.6;11.5;1.1;196.9;64.4;123.5;8.3;0.7;13.0;4.3;6.1;2.3;0.3;14.2;5.2;8.0;0.9;0.2;22
140;Drenthe (PV);2022;225.2;74.7;137.9;11.5;1.1;197.3;64.9;123.5;8.2;0.7;13.5;4.5;6.4;2.4;0.3;14.4;5.3;8.1;0.9;0.2;22
141;Drenthe (PV);2023;226.3;75.7;138.0;11.4;1.1;197.7;65.6;123.2;8.1;0.7;14.1;4.7;6.7;2.4;0.3;14.5;5.3;8.1;0.9;0.2;22
142;Drenthe (PV);2024;227.2;76.7;138.0;11.3;1.1;198.0;66.4;122.9;8.0;0.7;14.7;4.9;7.0;2.5;0.3;14.5;5.4;8.1;0.9;0.2;22
143;Drenthe (PV);2025;228.0;77.4;138.1;11.4;1.1;198.3;66.9;122.6;8.0;0.7;15.2;5.1;7.3;2.5;0.3;14.5;5.4;8.2;0.8;0.2;22
144;Overijssel (PV);2008;469.9;154.6;286.8;25.7;2.8;399.5;128.5;250.0;19.2;1.8;30.9;11.1;15.3;3.8;0.6;39.5;15.0;21.5;2.6;0.4;23
145;Overijssel (PV);2009;474.1;158.8;286.0;26.3;2.9;402.6;132.1;249.0;19.6;1.9;31.8;11.3;15.6;4.1;0.7;39.7;15.4;21.3;2.6;0.4;23
146;Overijssel (PV);2010;477.8;162.7;285.3;26.9;2.9;404.9;135.2;248.1;19.8;1.8;32.9;11.8;16.0;4.4;0.7;40.0;15.8;21.2;2.7;0.4;23
147;Overijssel (PV);2011;481.4;166.2;284.9;27.3;2.9;407.2;137.9;247.5;20.0;1.8;34.1;12.3;16.4;4.7;0.7;40.1;16.0;21.1;2.6;0.4;23
148;Overijssel (PV);2012;484.8;169.7;284.4;27.8;2.9;409.1;140.5;246.6;20.1;1.8;35.3;12.9;16.7;5.0;0.7;40.4;16.3;21.0;2.6;0.4;23
149;Overijssel (PV);2013;488.1;173.2;283.8;28.1;2.9;410.9;143.0;245.8;20.3;1.8;36.5;13.6;17.1;5.2;0.7;40.6;16.6;21.0;2.7;0.4;23
150;Overijssel (PV);2014;491.3;176.3;283.8;28.2;3.0;412.7;145.4;245.3;20.2;1.8;37.7;14.0;17.6;5.3;0.7;40.9;16.9;20.9;2.7;0.4;23
151;Overijssel (PV);2015;494.3;179.1;283.7;28.5;3.0;414.2;147.4;244.7;20.2;1.8;39.0;14.7;18.1;5.6;0.7;41.1;17.1;20.9;2.7;0.4;23
152;Overijssel (PV);2016;497.3;182.1;283.5;28.8;3.0;415.6;149.5;244.1;20.2;1.8;40.3;15.2;18.5;5.8;0.8;41.4;17.4;20.9;2.8;0.4;23
153;Overijssel (PV);2017;500.1;185.1;283.1;28.8;3.0;417.0;151.8;243.3;20.1;1.8;41.5;15.8;19.1;5.9;0.8;41.6;17.6;20.8;2.8;0.4;23
154;Overijssel (PV);2018;502.7;188.0;282.8;29.0;2.9;418.3;153.9;242.5;20.1;1.8;42.7;16.4;19.5;6.1;0.7;41.7;17.7;20.8;2.8;0.4;23
155;Overijssel (PV);2019;505.2;190.5;282.6;29.0;3.0;419.3;155.6;241.9;19.9;1.8;44.0;17.0;20.0;6.3;0.8;41.8;17.9;20.7;2.8;0.4;23
156;Overijssel (PV);2020;507.5;193.0;282.5;28.9;3.0;420.2;157.4;241.2;19.7;1.8;45.2;17.5;20.6;6.4;0.8;42.0;18.1;20.7;2.8;0.4;23
157;Overijssel (PV);2021;509.6;195.3;282.2;29.0;3.1;420.9;158.9;240.5;19.6;1.8;46.5;18.1;21.1;6.6;0.8;42.1;18.3;20.6;2.8;0.4;23
158;Overijssel (PV);2022;511.5;197.6;282.0;28.9;3.0;421.5;160.4;239.9;19.4;1.8;47.7;18.8;21.6;6.6;0.8;42.3;18.5;20.6;2.8;0.4;23
159;Overijssel (PV);2023;513.4;199.8;281.8;28.8;3.0;422.0;161.9;239.0;19.3;1.8;48.8;19.2;22.1;6.7;0.8;42.5;18.7;20.6;2.8;0.4;23
160;Overijssel (PV);2024;514.9;201.8;281.4;28.7;3.1;422.4;163.3;238.2;19.1;1.8;50.1;19.8;22.7;6.8;0.8;42.4;18.7;20.6;2.8;0.4;23
161;Overijssel (PV);2025;516.2;203.8;280.8;28.6;3.1;422.5;164.7;237.1;18.8;1.9;51.3;20.3;23.2;7.0;0.8;42.4;18.8;20.5;2.8;0.4;23
162;Flevoland (PV);2008;151.3;43.6;94.7;12.3;0.8;112.7;31.7;73.6;7.0;0.4;24.5;7.6;12.5;4.1;0.3;14.2;4.3;8.6;1.2;0.1;24
163;Flevoland (PV);2009;153.7;45.1;95.6;12.3;0.8;114.2;32.8;74.1;6.9;0.4;25.2;7.9;12.8;4.2;0.3;14.4;4.4;8.7;1.2;0.1;24
164;Flevoland (PV);2010;156.2;46.7;96.4;12.3;0.8;115.3;33.7;74.4;6.9;0.4;26.0;8.3;13.3;4.2;0.3;14.8;4.7;8.8;1.2;0.1;24
165;Flevoland (PV);2011;158.7;48.2;97.4;12.2;0.8;116.8;34.8;74.8;6.8;0.4;26.8;8.6;13.7;4.2;0.3;15.1;4.9;8.9;1.2;0.1;24
166;Flevoland (PV);2012;161.4;49.9;98.4;12.3;0.9;118.3;36.0;75.1;6.8;0.4;27.6;8.9;14.1;4.2;0.3;15.4;5.0;9.1;1.2;0.2;24
167;Flevoland (PV);2013;164.1;51.6;99.4;12.3;0.9;119.7;36.9;75.6;6.8;0.4;28.6;9.4;14.6;4.3;0.3;15.8;5.2;9.2;1.2;0.2;24
168;Flevoland (PV);2014;166.8;53.1;100.5;12.3;0.9;121.1;37.9;76.0;6.8;0.4;29.6;9.8;15.1;4.4;0.4;16.2;5.4;9.4;1.2;0.2;24
169;Flevoland (PV);2015;169.4;54.7;101.5;12.3;0.9;122.5;39.0;76.4;6.7;0.4;30.4;10.1;15.6;4.4;0.3;16.5;5.5;9.5;1.2;0.2;24
170;Flevoland (PV);2016;172.1;56.2;102.7;12.3;0.9;123.8;39.9;76.8;6.6;0.4;31.4;10.5;16.1;4.4;0.3;16.9;5.8;9.7;1.2;0.2;24
171;Flevoland (PV);2017;174.9;57.8;103.7;12.4;1.0;125.2;40.9;77.3;6.6;0.4;32.4;10.9;16.6;4.6;0.4;17.2;6.0;9.8;1.2;0.2;24
172;Flevoland (PV);2018;177.6;59.4;104.8;12.4;1.0;126.7;42.0;77.7;6.5;0.4;33.4;11.3;17.2;4.6;0.3;17.6;6.1;10.0;1.3;0.2;24
173;Flevoland (PV);2019;180.3;61.0;105.9;12.3;1.1;128.0;43.0;78.0;6.4;0.5;34.4;11.7;17.8;4.6;0.4;18.0;6.4;10.1;1.3;0.2;24
174;Flevoland (PV);2020;183.0;62.7;106.9;12.3;1.1;129.3;44.1;78.4;6.3;0.5;35.4;12.0;18.3;4.7;0.4;18.3;6.6;10.2;1.3;0.2;24
175;Flevoland (PV);2021;185.7;64.3;107.9;12.3;1.1;130.5;45.2;78.6;6.3;0.5;36.5;12.4;19.0;4.7;0.4;18.6;6.7;10.3;1.3;0.2;24
176;Flevoland (PV);2022;188.2;66.0;108.7;12.4;1.1;131.7;46.2;78.7;6.2;0.5;37.6;12.9;19.5;4.8;0.4;18.9;6.9;10.4;1.3;0.2;24
177;Flevoland (PV);2023;190.7;67.6;109.5;12.5;1.1;132.7;47.1;78.9;6.2;0.5;38.7;13.4;20.1;4.9;0.4;19.2;7.2;10.5;1.4;0.2;24
178;Flevoland (PV);2024;193.1;69.2;110.3;12.5;1.1;133.7;48.1;79.0;6.2;0.5;39.8;13.7;20.7;5.0;0.4;19.6;7.4;10.6;1.3;0.2;24
179;Flevoland (PV);2025;195.4;70.6;111.2;12.6;1.1;134.5;48.9;79.0;6.1;0.5;40.9;14.1;21.4;5.0;0.4;20.0;7.6;10.8;1.4;0.2;24
180;Gelderland (PV);2008;843.3;276.8;513.7;47.7;5.1;717.6;229.1;449.1;36.2;3.2;50.4;19.2;23.6;6.4;1.2;75.4;28.6;41.1;5.0;0.7;25
181;Gelderland (PV);2009;851.3;283.5;514.2;48.5;5.1;723.0;234.4;449.0;36.4;3.2;52.5;20.0;24.3;7.0;1.2;75.8;29.1;40.9;5.0;0.7;25
182;Gelderland (PV);2010;858.8;289.5;514.9;49.2;5.3;727.7;238.9;449.1;36.6;3.2;54.7;21.0;25.0;7.5;1.2;76.3;29.6;40.8;5.1;0.8;25
183;Gelderland (PV);2011;866.2;295.4;515.8;49.8;5.2;732.4;243.4;449.2;36.7;3.2;56.9;21.8;25.8;8.0;1.2;76.9;30.2;40.8;5.0;0.8;25
184;Gelderland (PV);2012;873.3;301.4;516.5;50.1;5.3;736.7;247.7;449.2;36.6;3.2;59.3;22.9;26.5;8.5;1.3;77.3;30.7;40.7;5.0;0.8;25
185;Gelderland (PV);2013;880.1;306.4;517.7;50.7;5.4;740.8;251.4;449.4;36.8;3.2;61.5;23.8;27.5;8.9;1.3;77.8;31.1;40.8;5.0;0.8;25
186;Gelderland (PV);2014;886.1;311.5;518.3;51.0;5.4;744.3;255.2;449.2;36.7;3.2;63.7;24.7;28.3;9.3;1.4;78.1;31.6;40.8;5.0;0.8;25
187;Gelderland (PV);2015;892.1;316.4;519.2;51.1;5.4;747.6;258.5;449.3;36.6;3.1;66.0;25.8;29.2;9.6;1.4;78.4;32.0;40.7;4.9;0.8;25
188;Gelderland (PV);2016;897.6;321.5;519.4;51.2;5.4;750.5;262.2;448.7;36.4;3.2;68.2;26.8;30.1;9.9;1.4;78.8;32.5;40.6;4.9;0.8;25
189;Gelderland (PV);2017;902.5;325.8;519.9;51.3;5.5;753.2;265.4;448.4;36.2;3.2;70.4;27.7;31.1;10.2;1.4;78.9;32.7;40.5;4.9;0.9;25
190;Gelderland (PV);2018;907.1;330.1;520.2;51.2;5.6;755.4;268.4;447.8;35.9;3.2;72.6;28.7;32.0;10.4;1.5;79.1;33.1;40.4;4.9;0.8;25
191;Gelderland (PV);2019;911.5;334.3;520.5;51.1;5.5;757.2;271.3;447.1;35.6;3.2;74.9;29.8;33.0;10.7;1.5;79.4;33.3;40.4;4.9;0.8;25
192;Gelderland (PV);2020;915.5;338.3;520.6;50.9;5.6;758.8;274.0;446.4;35.2;3.3;77.1;30.8;34.0;10.8;1.5;79.5;33.5;40.3;4.9;0.8;25
193;Gelderland (PV);2021;919.2;342.2;520.7;50.8;5.5;760.4;276.8;445.5;34.8;3.2;79.3;31.7;35.1;11.1;1.5;79.4;33.6;40.1;4.9;0.8;25
194;Gelderland (PV);2022;922.4;345.6;520.5;50.6;5.6;761.3;279.1;444.4;34.5;3.3;81.5;32.6;36.1;11.2;1.5;79.6;33.9;40.0;4.9;0.9;25
195;Gelderland (PV);2023;925.4;349.0;520.4;50.4;5.6;762.1;281.4;443.4;34.1;3.3;83.7;33.6;37.2;11.4;1.5;79.6;34.0;39.8;4.9;0.9;25
196;Gelderland (PV);2024;928.0;352.3;519.8;50.3;5.6;762.4;283.3;442.0;33.8;3.2;86.0;34.7;38.3;11.5;1.5;79.6;34.2;39.5;4.9;0.9;25
197;Gelderland (PV);2025;930.2;355.4;519.1;50.1;5.6;762.7;285.6;440.5;33.4;3.2;87.9;35.5;39.2;11.7;1.5;79.5;34.3;39.5;4.9;0.9;25
198;Utrecht (PV);2008;530.8;197.5;297.0;32.5;3.8;428.2;157.6;245.7;22.7;2.3;52.1;19.6;25.1;6.4;1.0;50.5;20.3;26.2;3.4;0.5;26
199;Utrecht (PV);2009;536.6;200.8;298.5;33.5;3.8;431.2;159.1;246.6;23.2;2.3;54.1;20.8;25.6;6.8;1.0;51.3;20.9;26.4;3.5;0.5;26
200;Utrecht (PV);2010;542.6;204.3;300.0;34.4;3.9;434.7;161.2;247.5;23.7;2.3;55.9;21.8;26.0;7.1;1.1;52.0;21.3;26.5;3.6;0.5;26
201;Utrecht (PV);2011;548.8;208.0;301.7;35.1;3.9;438.2;163.3;248.5;24.1;2.3;57.8;22.8;26.5;7.4;1.1;52.8;21.9;26.7;3.7;0.6;26
202;Utrecht (PV);2012;554.8;211.9;303.0;36.0;4.0;441.6;165.7;249.2;24.4;2.3;59.6;23.8;27.0;7.7;1.1;53.7;22.4;26.9;3.8;0.6;26
203;Utrecht (PV);2013;560.9;216.0;304.6;36.4;4.0;444.9;168.1;249.9;24.6;2.3;61.3;24.7;27.6;7.9;1.1;54.7;23.1;27.1;3.9;0.6;26
204;Utrecht (PV);2014;567.0;219.9;306.2;36.9;4.1;448.5;170.5;250.8;24.8;2.3;63.0;25.7;28.1;8.1;1.1;55.5;23.7;27.2;3.9;0.6;26
205;Utrecht (PV);2015;572.9;223.9;307.7;37.3;4.1;451.8;172.9;251.5;25.0;2.4;64.7;26.6;28.7;8.3;1.1;56.4;24.3;27.5;4.0;0.6;26
206;Utrecht (PV);2016;578.9;228.0;309.1;37.6;4.1;455.4;175.8;252.2;25.0;2.4;66.6;27.6;29.3;8.6;1.1;56.9;24.7;27.6;4.0;0.6;26
207;Utrecht (PV);2017;584.6;231.7;310.7;38.0;4.1;458.7;178.2;252.9;25.2;2.4;68.4;28.5;30.0;8.8;1.1;57.6;25.1;27.8;4.0;0.7;26
208;Utrecht (PV);2018;590.3;235.8;312.1;38.2;4.2;461.8;180.8;253.4;25.2;2.4;70.3;29.4;30.7;9.1;1.1;58.2;25.6;28.0;4.0;0.7;26
209;Utrecht (PV);2019;595.9;239.7;313.6;38.4;4.2;464.8;183.3;254.0;25.1;2.4;72.0;30.2;31.4;9.2;1.1;59.0;26.1;28.2;4.1;0.7;26
210;Utrecht (PV);2020;601.3;243.5;315.0;38.4;4.4;467.9;186.0;254.4;25.0;2.5;73.8;31.1;32.2;9.4;1.2;59.6;26.4;28.4;4.0;0.7;26
211;Utrecht (PV);2021;606.9;247.6;316.3;38.6;4.4;470.8;188.6;254.8;24.9;2.5;75.7;32.1;32.9;9.5;1.2;60.4;27.0;28.6;4.1;0.7;26
212;Utrecht (PV);2022;612.4;251.8;317.6;38.5;4.5;473.9;191.4;255.1;24.9;2.5;77.5;33.0;33.8;9.6;1.2;61.0;27.4;28.7;4.1;0.8;26
213;Utrecht (PV);2023;617.7;256.0;318.5;38.6;4.5;476.7;194.1;255.3;24.8;2.6;79.6;34.1;34.6;9.8;1.2;61.4;27.8;28.7;4.1;0.7;26
214;Utrecht (PV);2024;622.9;259.8;319.8;38.8;4.6;479.5;196.6;255.6;24.7;2.6;81.4;34.9;35.3;9.9;1.2;62.0;28.3;28.9;4.1;0.7;26
215;Utrecht (PV);2025;628.0;263.5;321.1;38.9;4.6;481.9;198.8;255.8;24.7;2.6;83.3;35.8;36.2;10.0;1.3;62.8;28.8;29.2;4.1;0.7;26
216;Noord-Holland (PV);2008;1234.1;511.5;620.5;93.1;8.9;904.3;368.4;476.4;55.2;4.3;177.9;74.2;74.0;26.7;3.0;151.9;69.0;70.0;11.2;1.6;27
217;Noord-Holland (PV);2009;1242.9;517.5;622.2;94.1;9.1;906.8;370.6;475.8;55.8;4.5;181.4;76.3;75.5;26.7;3.0;154.8;70.6;70.9;11.6;1.7;27
218;Noord-Holland (PV);2010;1252.6;524.0;624.4;95.0;9.2;910.3;373.6;475.7;56.3;4.6;184.7;78.3;76.8;26.7;3.0;157.7;72.1;71.9;12.0;1.7;27
219;Noord-Holland (PV);2011;1262.1;530.8;626.3;95.8;9.3;913.4;376.6;475.5;56.7;4.6;188.0;80.4;78.0;26.7;3.0;160.7;73.9;72.8;12.4;1.7;27
220;Noord-Holland (PV);2012;1271.5;537.4;628.5;96.3;9.4;916.6;379.6;475.4;56.9;4.6;191.2;82.1;79.3;26.7;3.1;163.8;75.7;73.7;12.7;1.7;27
221;Noord-Holland (PV);2013;1281.1;544.1;630.9;96.7;9.4;920.1;383.0;475.5;57.0;4.6;194.4;84.0;80.6;26.8;3.0;166.6;77.2;74.7;12.9;1.7;27
222;Noord-Holland (PV);2014;1290.8;551.1;633.0;97.2;9.5;923.8;386.8;475.5;56.8;4.7;197.6;85.7;81.9;27.1;3.0;169.4;78.6;75.7;13.3;1.8;27
223;Noord-Holland (PV);2015;1300.4;558.2;635.3;97.4;9.6;927.3;390.5;475.4;56.7;4.8;200.9;87.4;83.3;27.2;3.0;172.2;80.3;76.6;13.5;1.8;27
224;Noord-Holland (PV);2016;1309.3;564.7;637.4;97.5;9.7;930.7;393.9;475.4;56.7;4.8;203.9;89.1;84.6;27.1;3.1;174.7;81.7;77.4;13.7;1.9;27
225;Noord-Holland (PV);2017;1318.3;571.6;639.6;97.4;9.7;934.0;397.6;475.3;56.3;4.8;207.1;91.0;86.0;27.1;3.1;177.2;83.0;78.4;14.0;1.8;27
226;Noord-Holland (PV);2018;1327.1;578.1;642.0;97.1;9.9;937.1;401.1;475.4;55.9;4.8;210.4;92.8;87.4;27.2;3.1;179.6;84.3;79.3;14.1;1.9;27
227;Noord-Holland (PV);2019;1335.8;585.1;643.7;96.9;10.1;940.1;404.9;474.8;55.5;4.9;213.7;94.5;88.8;27.3;3.2;181.9;85.6;80.1;14.2;2.0;27
228;Noord-Holland (PV);2020;1344.2;592.1;645.2;96.8;10.1;943.0;408.7;474.2;55.1;5.0;217.0;96.4;90.2;27.3;3.1;184.2;87.0;80.8;14.3;2.0;27
229;Noord-Holland (PV);2021;1352.3;599.2;646.7;96.4;10.1;945.5;412.5;473.5;54.5;4.9;220.4;98.2;91.7;27.3;3.2;186.4;88.4;81.5;14.5;2.0;27
230;Noord-Holland (PV);2022;1360.3;606.0;648.2;95.9;10.2;947.8;416.4;472.6;53.9;4.9;224.0;100.1;93.2;27.4;3.3;188.5;89.5;82.4;14.6;2.0;27
231;Noord-Holland (PV);2023;1368.0;612.7;649.6;95.6;10.2;949.9;419.9;471.6;53.5;4.8;227.4;101.9;94.7;27.5;3.3;190.8;90.9;83.2;14.6;2.0;27
232;Noord-Holland (PV);2024;1375.4;619.1;650.7;95.2;10.3;951.6;423.3;470.4;53.0;4.9;230.7;103.5;96.4;27.5;3.3;193.1;92.3;84.0;14.8;2.1;27
233;Noord-Holland (PV);2025;1382.7;625.3;652.3;94.8;10.3;953.3;426.6;469.4;52.4;4.9;234.3;105.4;98.1;27.6;3.3;195.1;93.3;84.8;14.9;2.1;27
234;Zuid-Holland (PV);2008;1565.1;599.6;839.7;114.2;11.5;1156.1;434.5;651.5;64.6;5.4;241.2;94.2;105.1;37.6;4.3;167.8;70.9;83.1;11.9;1.8;28
235;Zuid-Holland (PV);2009;1572.3;605.9;840.7;114.3;11.4;1158.5;438.1;650.1;64.9;5.5;243.4;95.5;106.6;37.2;4.1;170.4;72.3;84.1;12.2;1.8;28
236;Zuid-Holland (PV);2010;1579.9;612.3;842.1;114.2;11.4;1160.8;441.5;648.8;65.0;5.5;246.0;97.1;108.2;36.8;4.0;173.1;73.7;85.1;12.4;1.9;28
237;Zuid-Holland (PV);2011;1588.4;619.2;843.8;114.1;11.4;1163.6;445.0;648.0;65.1;5.5;248.8;98.8;109.7;36.4;3.9;176.0;75.3;86.2;12.6;1.9;28
238;Zuid-Holland (PV);2012;1597.6;626.3;845.9;114.1;11.4;1167.5;449.2;647.5;65.2;5.6;251.5;100.5;111.0;36.1;3.9;178.6;76.5;87.4;12.8;1.9;28
239;Zuid-Holland (PV);2013;1606.7;633.5;847.8;113.9;11.5;1170.5;452.9;647.0;65.0;5.6;254.7;102.4;112.4;35.9;3.9;181.5;78.2;88.4;12.9;1.9;28
240;Zuid-Holland (PV);2014;1615.6;640.7;849.9;113.6;11.4;1173.5;456.6;646.4;64.8;5.6;258.0;104.4;114.0;35.7;3.8;184.1;79.6;89.5;13.0;2.0;28
241;Zuid-Holland (PV);2015;1624.3;648.1;851.3;113.4;11.5;1176.5;460.8;645.5;64.7;5.6;261.1;106.4;115.3;35.6;3.9;186.6;80.9;90.6;13.2;2.0;28
242;Zuid-Holland (PV);2016;1632.9;655.1;853.3;112.8;11.6;1179.3;464.3;645.0;64.2;5.7;264.2;108.4;116.6;35.3;3.9;189.4;82.4;91.7;13.3;2.0;28
243;Zuid-Holland (PV);2017;1641.4;662.4;855.2;112.3;11.5;1181.8;468.3;644.2;63.7;5.7;267.6;110.4;118.1;35.3;3.8;192.0;83.8;92.9;13.4;2.0;28
244;Zuid-Holland (PV);2018;1649.9;669.8;856.5;111.9;11.7;1184.2;472.0;643.2;63.2;5.8;271.1;112.6;119.5;35.3;3.8;194.6;85.2;93.8;13.4;2.1;28
245;Zuid-Holland (PV);2019;1658.1;677.1;857.8;111.5;11.6;1186.4;476.0;641.9;62.8;5.7;274.9;114.9;121.0;35.2;3.8;196.8;86.3;94.9;13.5;2.1;28
246;Zuid-Holland (PV);2020;1666.0;684.1;859.2;111.1;11.6;1188.1;479.8;640.4;62.2;5.7;278.6;116.9;122.8;35.1;3.8;199.2;87.4;96.0;13.7;2.1;28
247;Zuid-Holland (PV);2021;1673.6;691.0;860.4;110.4;11.8;1189.2;483.1;638.9;61.6;5.7;282.6;119.1;124.4;35.2;3.9;201.8;88.8;97.1;13.7;2.1;28
248;Zuid-Holland (PV);2022;1681.1;698.2;861.3;109.9;11.7;1190.2;486.7;636.9;60.9;5.7;286.3;121.1;126.2;35.1;3.9;204.6;90.3;98.2;13.9;2.1;28
249;Zuid-Holland (PV);2023;1688.4;705.1;862.1;109.2;12.0;1191.1;490.3;634.9;60.1;5.8;290.1;123.2;127.9;35.1;3.9;207.1;91.6;99.4;13.9;2.2;28
250;Zuid-Holland (PV);2024;1695.2;711.5;863.2;108.7;11.8;1191.6;493.5;632.9;59.5;5.7;293.9;125.2;129.8;35.1;3.9;209.6;92.8;100.4;14.1;2.2;28
251;Zuid-Holland (PV);2025;1701.6;718.1;863.5;108.2;11.8;1191.8;496.7;630.4;59.0;5.7;297.7;127.1;131.7;35.0;3.9;212.2;94.3;101.4;14.2;2.2;28
252;Zeeland (PV);2008;165.6;53.5;102.0;9.3;0.9;138.8;44.2;87.3;6.8;0.6;7.6;2.8;3.4;1.2;0.2;19.2;6.4;11.3;1.3;0.1;29
253;Zeeland (PV);2009;166.3;54.1;101.9;9.4;1.0;139.0;44.7;86.9;6.8;0.6;8.0;2.9;3.6;1.3;0.2;19.3;6.5;11.4;1.3;0.2;29
254;Zeeland (PV);2010;167.1;54.7;101.9;9.6;1.0;139.3;45.2;86.7;6.8;0.6;8.4;3.0;3.7;1.5;0.2;19.5;6.5;11.5;1.3;0.2;29
255;Zeeland (PV);2011;168.2;55.7;101.7;9.7;1.1;139.6;45.8;86.4;6.8;0.6;8.9;3.2;3.9;1.6;0.2;19.7;6.7;11.5;1.4;0.2;29
256;Zeeland (PV);2012;169.2;56.5;101.8;9.9;1.1;139.9;46.3;86.2;6.8;0.6;9.4;3.4;4.1;1.7;0.2;19.9;6.8;11.6;1.4;0.2;29
257;Zeeland (PV);2013;170.3;57.4;101.8;10.0;1.0;140.3;46.9;85.9;6.8;0.6;9.9;3.6;4.3;1.8;0.3;20.1;6.9;11.6;1.4;0.2;29
258;Zeeland (PV);2014;171.3;58.3;101.9;10.1;1.0;140.8;47.6;85.8;6.8;0.6;10.3;3.7;4.4;1.9;0.3;20.2;7.0;11.7;1.4;0.2;29
259;Zeeland (PV);2015;172.4;59.2;102.0;10.2;1.0;141.2;48.2;85.6;6.8;0.6;10.8;3.9;4.6;2.0;0.2;20.4;7.1;11.8;1.4;0.2;29
260;Zeeland (PV);2016;173.3;60.0;102.1;10.2;1.0;141.4;48.6;85.4;6.8;0.6;11.2;4.1;4.8;2.0;0.3;20.7;7.3;11.9;1.4;0.1;29
261;Zeeland (PV);2017;174.3;60.8;102.2;10.3;1.0;141.7;49.1;85.3;6.8;0.6;11.7;4.3;5.1;2.1;0.3;20.9;7.4;11.9;1.4;0.2;29
262;Zeeland (PV);2018;175.2;61.5;102.4;10.3;1.0;141.9;49.6;85.0;6.7;0.6;12.2;4.5;5.3;2.2;0.3;21.1;7.5;12.0;1.5;0.2;29
263;Zeeland (PV);2019;176.1;62.5;102.4;10.3;1.0;142.1;50.2;84.7;6.6;0.6;12.7;4.7;5.5;2.2;0.3;21.4;7.6;12.1;1.5;0.2;29
264;Zeeland (PV);2020;176.9;63.2;102.4;10.3;1.0;142.2;50.6;84.5;6.6;0.6;13.1;4.9;5.8;2.2;0.2;21.6;7.7;12.2;1.5;0.2;29
265;Zeeland (PV);2021;177.7;64.0;102.4;10.2;1.0;142.4;51.2;84.2;6.5;0.6;13.6;5.1;6.0;2.3;0.3;21.8;7.8;12.3;1.5;0.2;29
266;Zeeland (PV);2022;178.5;64.9;102.4;10.2;1.0;142.4;51.6;83.8;6.3;0.6;14.1;5.3;6.2;2.3;0.3;22.0;8.0;12.3;1.5;0.2;29
267;Zeeland (PV);2023;179.1;65.7;102.3;10.1;1.0;142.3;52.1;83.4;6.3;0.6;14.6;5.5;6.5;2.3;0.3;22.2;8.1;12.4;1.5;0.2;29
268;Zeeland (PV);2024;179.7;66.3;102.3;10.1;1.0;142.3;52.4;83.0;6.3;0.6;15.0;5.7;6.7;2.4;0.3;22.4;8.2;12.5;1.5;0.2;29
269;Zeeland (PV);2025;180.2;66.8;102.2;10.1;1.0;142.1;52.7;82.7;6.2;0.6;15.5;5.9;7.0;2.4;0.3;22.5;8.3;12.6;1.5;0.2;29
270;Noord-Brabant (PV);2008;1035.3;333.7;634.7;60.4;6.5;870.9;275.0;547.0;44.9;4.1;70.5;24.7;35.1;9.2;1.6;93.9;34.0;52.7;6.3;0.9;30
271;Noord-Brabant (PV);2009;1043.0;342.6;631.8;62.0;6.5;874.6;281.5;543.4;45.7;4.1;73.4;26.0;35.9;9.9;1.6;95.0;35.2;52.6;6.3;0.9;30
272;Noord-Brabant (PV);2010;1050.7;351.7;629.3;63.3;6.5;878.5;288.3;540.0;46.1;4.0;76.2;27.1;36.7;10.8;1.6;96.1;36.2;52.6;6.4;0.8;30
273;Noord-Brabant (PV);2011;1058.3;359.7;627.4;64.4;6.6;882.0;294.1;537.3;46.5;4.1;79.1;28.5;37.6;11.5;1.6;97.1;37.1;52.6;6.5;0.9;30
274;Noord-Brabant (PV);2012;1066.1;368.1;626.0;65.3;6.7;885.6;300.1;534.8;46.6;4.1;82.1;29.8;38.5;12.1;1.7;98.4;38.2;52.7;6.6;0.9;30
275;Noord-Brabant (PV);2013;1073.7;376.2;624.6;66.0;6.8;889.3;305.9;532.5;46.8;4.1;84.9;31.2;39.5;12.6;1.7;99.4;39.1;52.7;6.7;0.9;30
276;Noord-Brabant (PV);2014;1081.1;384.1;623.7;66.6;6.8;892.7;311.5;530.4;46.8;4.1;87.8;32.7;40.5;13.1;1.7;100.6;39.9;52.9;6.8;1.0;30
