ID;Huishoudkenmerken;Perioden;TotaleBestedingenPerHuishouden_1;TotaleBestedingenAanEnergie_2;Aardgas_3;Elektriciteit_4;Motorbrandstoffen_5;TotaalEnergie_6;Aardgas_7;Elektriciteit_8;Motorbrandstoffen_9;VerbruikGasM3_10;VerbruikElektriciteitKWh_11
53;6;2000;35170;2420;575;580;1230;69;16;17;35;2030;4825
54;7;1992;11155;695;230;130;275;62;20;12;25;945;1515
55;7;1993;10930;625;180;150;210;57;17;14;19;830;1740
56;7;1994;11465;680;215;160;220;60;19;14;19;940;1750
57;7;1995;11640;710;210;160;230;61;18;14;20;955;1760
58;7;1996;12300;790;245;165;320;64;20;13;26;1090;1685
59;7;1997;11910;820;240;175;335;69;20;15;28;920;1705
60;7;1998;13380;855;270;165;355;64;20;12;26;1045;1665
61;7;1999;13980;850;240;190;355;61;17;13;25;985;1710
62;7;2000;15575;1000;275;235;450;64;18;15;29;1045;1950
63;8;1992;17685;1190;360;210;550;67;20;12;31;1490;2575
64;8;1993;18640;1240;360;225;610;67;19;12;33;1645;2650
65;8;1994;18825;1245;315;215;635;66;17;12;34;1405;2495
66;8;1995;19410;1230;335;230;605;63;17;12;31;1515;2560
67;8;1996;19850;1330;365;255;640;67;18;13;32;1590;2595
68;8;1997;20925;1500;365;265;800;72;18;13;38;1405;2655
69;8;1998;21530;1465;365;265;775;68;17;12;36;1390;2670
70;8;1999;23005;1520;345;285;825;66;15;12;36;1395;2680
71;8;2000;24270;1790;385;340;1010;74;16;14;42;1405;2835
72;9;1992;22015;1435;505;290;605;65;23;13;27;2085;3465
73;9;1993;22690;1420;450;290;635;63;20;13;28;2055;3420
74;9;1994;23345;1405;415;295;650;60;18;13;28;1830;3425
75;9;1995;23145;1425;420;300;665;61;18;13;29;1905;3430
76;9;1996;23540;1595;505;345;705;68;21;15;30;2195;3545
77;9;1997;24370;1735;470;345;880;71;19;14;36;1800;3475
78;9;1998;25535;1670;440;335;830;65;17;13;32;1670;3450
79;9;1999;25435;1625;410;360;810;64;16;14;32;1620;3390
80;9;2000;29045;2130;460;440;1180;73;16;15;41;1660;3665
81;Leeftijd hoofdkostwinner: 45 tot 55 jaar;1992;23695;1500;550;285;635;63;23;12;27;2270;3520
82;Leeftijd hoofdkostwinner: 45 tot 55 jaar;1993;24100;1505;505;280;665;62;21;12;28;2310;3340
83;Leeftijd hoofdkostwinner: 45 tot 55 jaar;1994;24760;1590;495;295;760;64;20;12;31;2205;3505
84;Leeftijd hoofdkostwinner: 45 tot 55 jaar;1995;24645;1545;465;310;730;63;19;13;30;2110;3580
85;Leeftijd hoofdkostwinner: 45 tot 55 jaar;1996;25005;1745;555;360;790;70;22;14;32;2415;3690
86;Leeftijd hoofdkostwinner: 45 tot 55 jaar;1997;25320;1825;515;355;905;72;20;14;36;1965;3565
87;Leeftijd hoofdkostwinner: 45 tot 55 jaar;1998;26960;1810;495;365;905;67;18;13;34;1860;3785
88;Leeftijd hoofdkostwinner: 45 tot 55 jaar;1999;27985;1790;440;385;915;64;16;14;33;1730;3655
89;Leeftijd hoofdkostwinner: 45 tot 55 jaar;2000;30065;2110;490;460;1110;70;16;15;37;1755;3785
90;Leeftijd hoofdkostwinner: 55 tot 65 jaar;1992;19155;1295;475;225;535;68;25;12;28;1965;2795
91;Leeftijd hoofdkostwinner: 55 tot 65 jaar;1993;19820;1320;465;245;560;67;24;12;28;2130;2910
92;Leeftijd hoofdkostwinner: 55 tot 65 jaar;1994;20235;1360;460;255;595;67;23;13;29;2050;2980
93;Leeftijd hoofdkostwinner: 55 tot 65 jaar;1995;21120;1300;465;245;550;61;22;12;26;2085;2775
94;Leeftijd hoofdkostwinner: 55 tot 65 jaar;1996;21690;1535;550;285;660;71;25;13;30;2375;2935
95;Leeftijd hoofdkostwinner: 55 tot 65 jaar;1997;22675;1710;520;295;840;75;23;13;37;1980;2975
96;Leeftijd hoofdkostwinner: 55 tot 65 jaar;1998;22765;1655;495;305;800;73;22;13;35;1865;3110
97;Leeftijd hoofdkostwinner: 55 tot 65 jaar;1999;24120;1715;480;315;860;71;20;13;36;1890;2985
98;Leeftijd hoofdkostwinner: 55 tot 65 jaar;2000;24370;1880;500;375;970;77;20;15;40;1780;3120
99;Leeftijd hoofdkostwinner: 65 tot 75 jaar;1992;14950;1035;400;195;335;69;27;13;22;1645;2350
100;Leeftijd hoofdkostwinner: 65 tot 75 jaar;1993;15410;995;395;195;345;65;26;13;23;1815;2290
101;Leeftijd hoofdkostwinner: 65 tot 75 jaar;1994;15440;995;405;205;320;65;26;13;21;1785;2345
102;Leeftijd hoofdkostwinner: 65 tot 75 jaar;1995;15735;1040;410;215;350;66;26;14;22;1850;2410
103;Leeftijd hoofdkostwinner: 65 tot 75 jaar;1996;16110;1130;500;235;350;70;31;15;22;2165;2405
104;Leeftijd hoofdkostwinner: 65 tot 75 jaar;1997;17225;1275;495;245;475;74;29;14;28;1895;2405
105;Leeftijd hoofdkostwinner: 65 tot 75 jaar;1998;17600;1195;475;225;470;68;27;13;27;1810;2305
106;Leeftijd hoofdkostwinner: 65 tot 75 jaar;1999;18950;1240;445;265;490;65;23;14;26;1755;2505
107;Leeftijd hoofdkostwinner: 65 tot 75 jaar;2000;19925;1445;455;300;600;73;23;15;30;1635;2485
108;Leeftijd hoofdkostwinner: vanaf 75 jaar;1992;12010;840;420;170;130;70;35;14;11;1720;2020
109;Leeftijd hoofdkostwinner: vanaf 75 jaar;1993;12275;805;370;180;130;66;30;15;11;1675;2025
110;Leeftijd hoofdkostwinner: vanaf 75 jaar;1994;12340;845;385;185;150;69;31;15;12;1700;2100
111;Leeftijd hoofdkostwinner: vanaf 75 jaar;1995;12255;800;350;185;170;65;29;15;14;1575;2070
112;Leeftijd hoofdkostwinner: vanaf 75 jaar;1996;13520;925;465;195;190;68;35;14;14;2020;1955
113;Leeftijd hoofdkostwinner: vanaf 75 jaar;1997;13300;915;395;200;220;69;30;15;17;1500;1960
114;Leeftijd hoofdkostwinner: vanaf 75 jaar;1998;14135;995;410;215;280;70;29;15;20;1550;2145
115;Leeftijd hoofdkostwinner: vanaf 75 jaar;1999;14750;925;395;225;240;63;27;15;16;1575;2105
116;Leeftijd hoofdkostwinner: vanaf 75 jaar;2000;16135;1090;440;255;330;67;27;16;20;1590;2155
117;Alleenstaande;1992;11215;760;280;140;230;68;25;13;21;1160;1685
118;Alleenstaande;1993;11655;775;275;160;265;66;24;14;23;1265;1855
119;Alleenstaande;1994;12040;785;270;155;270;65;22;13;22;1190;1745
120;Alleenstaande;1995;12420;780;285;165;250;63;23;13;20;1290;1820
121;Alleenstaande;1996;13070;905;350;185;295;69;27;14;23;1530;1865
122;Alleenstaande;1997;13355;965;335;190;350;72;25;14;26;1290;1855
123;Alleenstaande;1998;13955;930;320;180;355;66;23;13;25;1235;1830
124;Alleenstaande;1999;14845;980;340;210;370;66;23;14;25;1360;1975
125;Alleenstaande;2000;14925;1060;315;220;455;71;21;15;30;1170;1855
126;Meerpersoonshuishoudens;1992;21875;1440;505;270;620;66;23;12;28;2085;3300
127;Meerpersoonshuishoudens;1993;22825;1450;475;275;655;64;21;12;29;2170;3275
128;Meerpersoonshuishoudens;1994;23195;1475;455;285;685;64;20;12;30;2015;3340
129;Meerpersoonshuishoudens;1995;23680;1485;450;295;695;63;19;12;29;2035;3380
130;Meerpersoonshuishoudens;1996;24160;1655;530;335;750;68;22;14;31;2300;3450
131;Meerpersoonshuishoudens;1997;25245;1825;505;340;930;72;20;14;37;1930;3455
132;Meerpersoonshuishoudens;1998;26435;1795;495;345;905;68;19;13;34;1865;3565
133;Meerpersoonshuishoudens;1999;27415;1785;445;370;925;65;16;13;34;1755;3475
134;Meerpersoonshuishoudens;2000;29735;2165;505;450;1170;73;17;15;39;1810;3705
135;Huishouden met minderjarige kinderen;1992;22975;1490;535;310;615;65;23;14;27;2210;3770
136;Huishouden met minderjarige kinderen;1993;24355;1495;500;310;645;61;21;13;27;2290;3695
137;Huishouden met minderjarige kinderen;1994;24320;1500;455;315;690;62;19;13;28;2015;3685
138;Huishouden met minderjarige kinderen;1995;24760;1525;470;330;695;62;19;13;28;2125;3775
139;Huishouden met minderjarige kinderen;1996;25400;1720;550;380;755;68;22;15;30;2390;3915
140;Huishouden met minderjarige kinderen;1997;26405;1865;515;380;930;71;19;14;35;1950;3880
141;Huishouden met minderjarige kinderen;1998;27470;1805;495;385;865;66;18;14;31;1865;4005
142;Huishouden met minderjarige kinderen;1999;28260;1795;455;415;890;64;16;15;31;1795;3940
143;Huishouden met minderjarige kinderen;2000;31165;2245;510;495;1185;72;16;16;38;1825;4115
144;(Echt)paar, jongste kind 0 tot 6 jaar;1992;21575;1460;505;310;610;68;23;14;28;2085;3745
145;(Echt)paar, jongste kind 0 tot 6 jaar;1993;23605;1500;470;310;685;64;20;13;29;2155;3650
146;(Echt)paar, jongste kind 0 tot 6 jaar;1994;23755;1505;445;310;720;63;19;13;30;1965;3655
147;(Echt)paar, jongste kind 0 tot 6 jaar;1995;24130;1550;460;325;730;64;19;14;30;2080;3705
148;(Echt)paar, jongste kind 0 tot 6 jaar;1996;25115;1670;540;365;725;67;21;15;29;2340;3750
149;(Echt)paar, jongste kind 0 tot 6 jaar;1997;26885;1930;510;375;1010;72;19;14;38;1945;3825
150;(Echt)paar, jongste kind 0 tot 6 jaar;1998;28490;1905;505;380;965;67;18;13;34;1905;3910
151;(Echt)paar, jongste kind 0 tot 6 jaar;1999;29015;1875;460;405;985;65;16;14;34;1820;3845
152;(Echt)paar, jongste kind 0 tot 6 jaar;2000;31915;2325;515;510;1250;73;16;16;39;1830;4235
153;(Echt)paar, jongste kind 6 tot 12 jaar;1992;26565;1570;590;330;630;59;22;12;24;2445;4020
154;(Echt)paar, jongste kind 6 tot 12 jaar;1993;26500;1610;525;335;720;61;20;13;27;2405;3960
155;(Echt)paar, jongste kind 6 tot 12 jaar;1994;26060;1600;465;335;760;61;18;13;29;2060;3985
156;(Echt)paar, jongste kind 6 tot 12 jaar;1995;27070;1570;460;345;745;58;17;13;28;2080;4000
157;(Echt)paar, jongste kind 6 tot 12 jaar;1996;27195;1895;565;410;890;70;21;15;33;2455;4235
158;(Echt)paar, jongste kind 6 tot 12 jaar;1997;28940;2080;575;435;1025;72;20;15;35;2175;4460
159;(Echt)paar, jongste kind 6 tot 12 jaar;1998;30995;2025;540;430;985;65;17;14;32;2030;4525
160;(Echt)paar, jongste kind 6 tot 12 jaar;1999;29900;1965;485;450;990;66;16;15;33;1905;4330
161;(Echt)paar, jongste kind 6 tot 12 jaar;2000;32865;2455;590;525;1320;75;18;16;40;2075;4350
162;(Echt)paar, jongste kind 12 tot 18 jaar;1992;26730;1735;600;345;770;65;22;13;29;2470;4200
163;(Echt)paar, jongste kind 12 tot 18 jaar;1993;27980;1630;600;330;670;58;21;12;24;2735;4020
164;(Echt)paar, jongste kind 12 tot 18 jaar;1994;29470;1735;550;355;800;59;19;12;27;2445;4190
165;(Echt)paar, jongste kind 12 tot 18 jaar;1995;30045;1775;540;365;835;59;18;12;28;2445;4220
166;(Echt)paar, jongste kind 12 tot 18 jaar;1996;30070;2070;640;445;975;69;21;15;32;2780;4625
167;(Echt)paar, jongste kind 12 tot 18 jaar;1997;30740;2170;550;445;1130;71;18;14;37;2085;4485
168;(Echt)paar, jongste kind 12 tot 18 jaar;1998;30170;2020;550;460;965;67;18;15;32;2075;4785
169;(Echt)paar, jongste kind 12 tot 18 jaar;1999;32320;1980;520;485;950;61;16;15;29;2025;4620
170;(Echt)paar, jongste kind 12 tot 18 jaar;2000;35620;2490;530;570;1355;70;15;16;38;1875;4700
171;Huishouden zonder minderjarige kinderen;1992;20985;1400;480;240;630;67;23;11;30;1980;2920
172;Huishouden zonder minderjarige kinderen;1993;21510;1415;450;245;660;66;21;11;31;2065;2910
173;Huishouden zonder minderjarige kinderen;1994;22250;1455;455;260;685;65;20;12;31;2010;3055
174;Huishouden zonder minderjarige kinderen;1995;22760;1450;435;265;695;64;19;12;31;1960;3045
175;Huishouden zonder minderjarige kinderen;1996;23170;1600;515;300;740;69;22;13;32;2230;3080
176;Huishouden zonder minderjarige kinderen;1997;24305;1790;505;310;935;74;21;13;38;1915;3115
177;Huishouden zonder minderjarige kinderen;1998;25495;1790;495;310;945;70;19;12;37;1865;3165
178;Huishouden zonder minderjarige kinderen;1999;26695;1780;435;330;960;67;16;12;36;1720;3085
179;Huishouden zonder minderjarige kinderen;2000;28540;2105;500;410;1150;74;18;14;40;1795;3365
180;(Echt)paar zonder minderjarige kinderen;1992;20140;1350;470;220;610;67;23;11;30;1935;2670
181;(Echt)paar zonder minderjarige kinderen;1993;20785;1370;445;235;635;66;22;11;31;2050;2755
182;(Echt)paar zonder minderjarige kinderen;1994;21465;1395;435;240;655;65;20;11;31;1925;2810
183;(Echt)paar zonder minderjarige kinderen;1995;21840;1385;420;250;660;63;19;11;30;1890;2835
184;(Echt)paar zonder minderjarige kinderen;1996;22490;1530;500;285;705;68;22;13;31;2165;2895
185;(Echt)paar zonder minderjarige kinderen;1997;23480;1720;485;295;895;73;21;13;38;1850;2955
186;(Echt)paar zonder minderjarige kinderen;1998;24860;1750;485;295;925;70;20;12;37;1830;3010
187;(Echt)paar zonder minderjarige kinderen;1999;25660;1730;425;315;930;67;17;12;36;1690;2970
188;(Echt)paar zonder minderjarige kinderen;2000;27920;2045;490;390;1120;73;18;14;40;1760;3210
189;Meerderjarige kinderen/anderen;1992;25050;1655;550;315;745;66;22;13;30;2280;3870
190;Meerderjarige kinderen/anderen;1993;26650;1730;485;305;865;65;18;11;32;2230;3710
191;Meerderjarige kinderen/anderen;1994;27190;1835;550;370;885;67;20;14;32;2435;4320
192;Meerderjarige kinderen/anderen;1995;28965;1835;510;365;930;63;18;13;32;2305;4275
193;Meerderjarige kinderen/anderen;1996;28210;2000;635;390;940;71;22;14;33;2765;4080
194;Meerderjarige kinderen/anderen;1997;31200;2345;635;410;1265;75;20;13;41;2410;4250
195;Meerderjarige kinderen/anderen;1998;32990;2170;600;445;1125;66;18;13;34;2255;4615
196;Meerderjarige kinderen/anderen;1999;34970;2220;500;440;1250;64;14;13;36;1970;4125
197;Meerderjarige kinderen/anderen;2000;34820;2670;605;580;1475;77;17;17;42;2130;4700
198;1e 20% (laagste) inkomensgroep;1992;9275;645;285;145;110;69;31;16;12;1165;1735
199;1e 20% (laagste) inkomensgroep;1993;9685;660;280;170;145;68;29;17;15;1280;1935
200;1e 20% (laagste) inkomensgroep;1994;10210;635;285;160;100;62;28;16;10;1245;1845
201;1e 20% (laagste) inkomensgroep;1995;10085;670;285;170;140;66;28;17;14;1275;1865
202;1e 20% (laagste) inkomensgroep;1996;10835;800;345;190;200;74;32;18;18;1500;1970
203;1e 20% (laagste) inkomensgroep;1997;10925;780;305;185;210;71;28;17;19;1175;1850
204;1e 20% (laagste) inkomensgroep;1998;11585;785;315;180;220;68;27;15;19;1200;1800
205;1e 20% (laagste) inkomensgroep;1999;12300;820;325;210;230;67;26;17;19;1310;1970
206;1e 20% (laagste) inkomensgroep;2000;12685;825;305;225;220;65;24;18;17;1150;1905
207;2e 20% inkomensgroep;1992;13615;985;375;195;350;72;27;14;26;1540;2295
208;2e 20% inkomensgroep;1993;13865;980;345;195;380;71;25;14;27;1570;2250
209;2e 20% inkomensgroep;1994;14075;1035;335;205;415;74;24;15;30;1500;2345
210;2e 20% inkomensgroep;1995;13825;955;340;215;335;69;25;15;24;1535;2385
211;2e 20% inkomensgroep;1996;14750;1070;400;240;365;73;27;16;25;1745;2375
212;2e 20% inkomensgroep;1997;15110;1175;400;245;460;78;26;16;30;1530;2410
213;2e 20% inkomensgroep;1998;15390;1100;370;230;450;71;24;15;29;1410;2325
214;2e 20% inkomensgroep;1999;16885;1135;370;250;460;67;22;15;27;1480;2330
215;2e 20% inkomensgroep;2000;17290;1375;395;285;635;80;23;17;37;1450;2385
216;3e 20% inkomensgroep;1992;17705;1260;430;230;555;71;24;13;31;1785;2775
217;3e 20% inkomensgroep;1993;18500;1290;420;245;570;70;23;13;31;1925;2915
218;3e 20% inkomensgroep;1994;18860;1255;385;240;575;67;20;13;30;1705;2765
219;3e 20% inkomensgroep;1995;18785;1220;405;255;515;65;21;14;27;1825;2865
220;3e 20% inkomensgroep;1996;19950;1445;480;295;635;73;24;15;32;2075;2985
221;3e 20% inkomensgroep;1997;20675;1545;465;285;745;75;23;14;36;1775;2850
222;3e 20% inkomensgroep;1998;20970;1505;430;290;735;72;20;14;35;1630;2960
223;3e 20% inkomensgroep;1999;21785;1610;400;315;825;74;18;14;38;1590;2970
224;3e 20% inkomensgroep;2000;23260;1735;430;360;895;75;18;16;39;1555;3005
225;4e 20% inkomensgroep;1992;22455;1465;485;265;670;65;22;12;30;1995;3150
226;4e 20% inkomensgroep;1993;23245;1450;460;275;670;62;20;12;29;2115;3280
227;4e 20% inkomensgroep;1994;23945;1515;435;280;750;63;18;12;31;1935;3295
228;4e 20% inkomensgroep;1995;24260;1535;440;295;750;63;18;12;31;1985;3375
229;4e 20% inkomensgroep;1996;24525;1680;515;325;795;68;21;13;32;2240;3335
230;4e 20% inkomensgroep;1997;25420;1905;505;335;1015;75;20;13;40;1915;3430
231;4e 20% inkomensgroep;1998;26675;1940;490;340;1045;73;18;13;39;1845;3540
232;4e 20% inkomensgroep;1999;27815;1880;455;375;1000;68;16;14;36;1790;3525
233;4e 20% inkomensgroep;2000;29840;2290;490;445;1310;77;16;15;44;1760;3655
234;5e 20% (hoogste) inkomensgroep;1992;29980;1805;610;325;835;60;20;11;28;2515;4070
235;5e 20% (hoogste) inkomensgroep;1993;31705;1840;565;320;905;58;18;10;29;2570;3805
236;5e 20% (hoogste) inkomensgroep;1994;31060;1835;535;330;925;59;17;11;30;2365;3905
237;5e 20% (hoogste) inkomensgroep;1995;33020;1905;520;335;1020;58;16;10;31;2340;3860
238;5e 20% (hoogste) inkomensgroep;1996;32785;2060;625;390;1015;63;19;12;31;2695;4025
239;5e 20% (hoogste) inkomensgroep;1997;34335;2280;580;400;1265;66;17;12;37;2185;4090
240;5e 20% (hoogste) inkomensgroep;1998;36400;2180;580;410;1145;60;16;11;31;2170;4250
241;5e 20% (hoogste) inkomensgroep;1999;37110;2135;495;425;1175;57;13;11;32;1935;4055
242;5e 20% (hoogste) inkomensgroep;2000;40665;2740;585;540;1570;67;14;13;39;2060;4470
243;Arbeid;1992;21295;1385;460;255;625;65;22;12;29;1905;3105
244;Arbeid;1993;22390;1415;435;265;665;63;19;12;30;1985;3145
245;Arbeid;1994;22790;1425;405;270;695;63;18;12;31;1800;3135
246;Arbeid;1995;23230;1425;410;280;695;61;18;12;30;1845;3180
247;Arbeid;1996;23550;1600;480;315;760;68;20;13;32;2090;3250
248;Arbeid;1997;24085;1745;455;320;915;72;19;13;38;1730;3225
249;Arbeid;1998;25240;1680;435;320;865;67;17;13;34;1655;3295
250;Arbeid;1999;26130;1690;405;340;890;65;16;13;34;1610;3235
251;Arbeid;2000;28260;2050;455;415;1140;73;16;15;40;1630;3425
252;Loon;1992;21015;1375;445;245;635;65;21;12;30;1850;2950
253;Loon;1993;22225;1410;425;260;675;63;19;12;30;1935;3065
254;Loon;1994;22450;1430;385;260;725;64;17;12;32;1710;3030
255;Loon;1995;22900;1415;395;275;705;62;17;12;31;1785;3110
256;Loon;1996;23255;1595;465;310;775;69;20;13;33;2030;3150
257;Loon;1997;23885;1750;445;315;940;73;19;13;39;1700;3170
258;Loon;1998;24960;1685;425;310;890;68;17;12;36;1615;3200
259;Loon;1999;26015;1695;395;335;910;65;15;13;35;1580;3160
260;Loon;2000;28080;2055;435;405;1170;73;16;14;42;1585;3350
261;Uitkeringen;1992;14590;1005;400;195;325;69;27;13;22;1645;2355
262;Uitkeringen;1993;14580;970;380;200;325;66;26;14;22;1740;2345
263;Uitkeringen;1994;14720;990;375;205;330;67;26;14;23;1670;2360
264;Uitkeringen;1995;14900;990;380;210;325;67;25;14;22;1710;2380
265;Uitkeringen;1996;15735;1105;460;240;345;70;29;15;22;1990;2430
266;Uitkeringen;1997;16610;1195;445;240;440;72;27;15;27;1695;2420
267;Uitkeringen;1998;16835;1185;435;240;460;70;26;14;27;1650;2405
268;Uitkeringen;1999;17720;1190;415;265;460;67;24;15;26;1650;2485
269;Uitkeringen;2000;18225;1320;420;295;535;72;23;16;29;1525;2450
270;AOW/pensioen;1992;15395;1060;425;195;350;69;28;13;23;1760;2365
271;AOW/pensioen;1993;15705;1040;410;200;360;66;26;13;23;1880;2365
272;AOW/pensioen;1994;15400;1025;400;200;340;67;26;13;22;1775;2310
273;AOW/pensioen;1995;15970;1040;405;210;355;65;25;13;22;1820;2375
274;AOW/pensioen;1996;16570;1140;495;240;355;69;30;14;21;2150;2415
275;AOW/pensioen;1997;17275;1255;470;240;470;73;27;14;27;1795;2405
276;AOW/pensioen;1998;17685;1230;455;240;490;70;26;13;28;1730;2410
277;AOW/pensioen;1999;18660;1245;435;265;500;67;23;14;27;1725;2495
278;AOW/pensioen;2000;19325;1420;460;295;595;74;24;15;31;1660;2460
279;Overige uitkeringen;1992;13025;895;345;195;265;69;26;15;20;1420;2340
280;Overige uitkeringen;1993;12250;820;320;200;255;67;26;16;21;1455;2295
281;Overige uitkeringen;1994;13360;915;330;215;315;69;25;16;23;1455;2460
282;Overige uitkeringen;1995;12885;900;335;215;280;70;26;17;22;1510;2385
283;Overige uitkeringen;1996;14120;1030;385;245;325;73;27;17;23;1675;2460
284;Overige uitkeringen;1997;15180;1065;385;245;385;70;25;16;25;1480;2455
285;Overige uitkeringen;1998;14835;1080;385;235;390;73;26;16;26;1465;2395
286;Overige uitkeringen;1999;15280;1045;365;265;355;68;24;17;23;1455;2450
287;Overige uitkeringen;2000;15525;1075;325;290;385;69;21;19;25;1205;2420
288;Eigenaar van een woning;1992;23810;1540;570;280;665;65;24;12;28;2350;3455
289;Eigenaar van een woning;1993;24905;1550;530;285;700;62;21;11;28;2435;3405
290;Eigenaar van een woning;1994;24810;1540;510;295;705;62;21;12;28;2260;3460
291;Eigenaar van een woning;1995;25410;1565;495;305;740;62;20;12;29;2245;3485
292;Eigenaar van een woning;1996;25865;1775;595;345;810;69;23;13;31;2580;3545
293;Eigenaar van een woning;1997;26825;1955;575;350;1005;73;21;13;37;2170;3540
294;Eigenaar van een woning;1998;27930;1895;545;350;970;68;19;12;35;2045;3615
295;Eigenaar van een woning;1999;28745;1855;485;370;965;64;17;13;34;1905;3525
296;Eigenaar van een woning;2000;31170;2280;545;460;1245;73;17;15;40;1930;3790
297;Huurder van een woning;1992;14165;970;325;190;365;69;23;13;26;1330;2250
298;Huurder van een woning;1993;14530;975;310;200;385;67;21;14;27;1415;2335
299;Huurder van een woning;1994;14925;995;290;200;415;67;19;13;28;1285;2260
300;Huurder van een woning;1995;14945;965;305;205;375;65;20;14;25;1370;2295
301;Huurder van een woning;1996;15520;1065;355;235;400;69;23;15;26;1545;2360
302;Huurder van een woning;1997;15855;1125;330;235;475;71;21;15;30;1270;2320
303;Huurder van een woning;1998;16655;1120;330;230;475;67;20;14;29;1270;2355
304;Huurder van een woning;1999;17425;1165;330;255;505;67;19;15;29;1330;2400
305;Huurder van een woning;2000;17810;1270;330;280;585;71;19;16;33;1230;2325
