ID;Geslacht;Persoonskenmerken;RegioS;WmoClientenGebruikWlz2020Totaal_1;WmoClienten2019InstroomWlz2020_2;SamenloopWmoWlz2019Wlz2020_3;WmoClientenGebruikWlz2020Totaal_4;WmoClienten2019InstroomWlzIn2020_5;SamenloopWmoWlz2019WlzIn2020_6;WmoClientenGebruikWlz2020Totaal_7;WmoClienten2019InstroomWlzIn2020_8;SamenloopWmoWlz2019WlzIn2020_9
15;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Amsterdam;7970.0;1605.0;6365.0;12.29;2.48;9.81;10.0;2.0;8.0
16;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Apeldoorn;2750.0;515.0;2235.0;23.5;4.41;19.09;20.0;4.0;16.0
17;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Appingedam;;;;;;;;;
18;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Arnhem;1205.0;395.0;810.0;10.78;3.54;7.24;9.0;3.0;6.0
19;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Assen;1190.0;240.0;950.0;22.81;4.58;18.23;21.0;4.0;17.0
20;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Asten;285.0;70.0;215.0;26.32;6.3;20.02;20.0;5.0;15.0
21;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Baarle-Nassau;65.0;20.0;45.0;14.91;4.36;10.55;11.0;3.0;8.0
22;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Baarn;620.0;60.0;560.0;37.82;3.71;34.1;30.0;3.0;27.0
23;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Barendrecht;520.0;100.0;415.0;20.22;3.94;16.28;13.0;3.0;11.0
24;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Barneveld;595.0;140.0;455.0;24.4;5.67;18.73;13.0;3.0;10.0
25;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Beek (L.);205.0;50.0;155.0;18.22;4.49;13.73;15.0;4.0;11.0
26;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Beekdaelen;;;;;;;;;
27;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Beemster;145.0;15.0;130.0;27.0;2.98;24.02;18.0;2.0;16.0
28;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Beesel;105.0;30.0;75.0;14.53;4.33;10.2;9.0;3.0;6.0
29;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Berg en Dal;540.0;120.0;420.0;21.83;4.9;16.93;18.0;4.0;14.0
30;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Bergeijk;195.0;45.0;150.0;19.16;4.22;14.93;12.0;3.0;10.0
31;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Bergen (L.);95.0;45.0;50.0;13.4;6.21;7.19;8.0;4.0;5.0
32;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Bergen (NH.);570.0;100.0;470.0;30.94;5.37;25.57;22.0;4.0;18.0
33;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Bergen op Zoom;;;;;;;;;
34;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Berkelland;585.0;155.0;430.0;20.28;5.35;14.93;16.0;4.0;12.0
35;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Bernheze;405.0;95.0;305.0;24.38;5.87;18.51;16.0;4.0;12.0
36;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Best;245.0;75.0;170.0;16.18;4.99;11.19;10.0;3.0;7.0
37;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Beuningen;;;;;;;;;
38;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Beverwijk;440.0;110.0;330.0;17.29;4.32;12.97;13.0;3.0;10.0
39;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;De Bilt;685.0;140.0;545.0;22.87;4.63;18.24;19.0;4.0;15.0
40;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Bladel;315.0;70.0;245.0;24.09;5.47;18.62;19.0;4.0;14.0
41;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Blaricum;35.0;15.0;20.0;15.95;7.33;8.62;4.0;2.0;2.0
42;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Bloemendaal;430.0;75.0;355.0;29.48;5.02;24.47;22.0;4.0;19.0
43;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Bodegraven-Reeuwijk;320.0;85.0;235.0;20.44;5.45;14.99;11.0;3.0;8.0
44;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Boekel;160.0;30.0;125.0;29.7;5.83;23.87;18.0;4.0;14.0
45;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Borger-Odoorn;325.0;90.0;235.0;16.07;4.37;11.71;15.0;4.0;11.0
46;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Borne;290.0;55.0;235.0;17.76;3.37;14.39;15.0;3.0;12.0
47;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Borsele;290.0;55.0;230.0;19.55;3.8;15.75;15.0;3.0;12.0
48;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Boxmeer;;;;;;;;;
49;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Boxtel;400.0;80.0;315.0;22.94;4.72;18.23;15.0;3.0;12.0
50;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Breda;3000.0;600.0;2400.0;19.59;3.91;15.68;19.0;4.0;15.0
51;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Brielle;245.0;60.0;185.0;21.21;5.19;16.02;17.0;4.0;13.0
52;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Bronckhorst;460.0;135.0;325.0;20.86;6.1;14.75;15.0;4.0;11.0
53;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Brummen;305.0;70.0;235.0;20.55;4.8;15.75;17.0;4.0;13.0
54;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Brunssum;515.0;125.0;390.0;20.23;4.89;15.34;21.0;5.0;16.0
55;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Bunnik;180.0;45.0;135.0;22.77;5.85;16.92;15.0;4.0;11.0
56;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Bunschoten;300.0;50.0;250.0;29.71;4.94;24.78;17.0;3.0;14.0
57;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Buren;120.0;40.0;85.0;14.37;4.48;9.89;6.0;2.0;4.0
58;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Capelle aan den IJssel;860.0;185.0;675.0;18.9;4.05;14.85;15.0;3.0;12.0
59;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Castricum;470.0;100.0;370.0;26.36;5.68;20.69;16.0;3.0;12.0
60;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Coevorden;260.0;95.0;170.0;13.22;4.69;8.53;9.0;3.0;6.0
61;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Cranendonck;235.0;55.0;180.0;22.1;5.34;16.76;13.0;3.0;10.0
62;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Cuijk;265.0;70.0;195.0;18.49;5.0;13.48;13.0;3.0;9.0
63;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Culemborg;80.0;45.0;35.0;8.44;4.75;3.69;3.0;2.0;1.0
64;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Dalfsen;310.0;85.0;225.0;19.56;5.33;14.23;13.0;4.0;10.0
65;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Dantumadiel;255.0;50.0;205.0;19.41;3.88;15.53;16.0;3.0;13.0
66;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Delft;1185.0;235.0;950.0;17.01;3.38;13.63;13.0;3.0;10.0
67;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Delfzijl;;;;;;;;;
68;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Deurne;515.0;95.0;420.0;18.12;3.33;14.79;19.0;3.0;16.0
69;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Deventer;1265.0;285.0;980.0;16.76;3.75;13.01;15.0;3.0;12.0
70;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Diemen;305.0;60.0;245.0;15.4;2.93;12.47;12.0;2.0;10.0
71;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Dinkelland;425.0;75.0;350.0;25.65;4.58;21.07;19.0;3.0;16.0
72;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Doesburg;120.0;50.0;70.0;14.56;5.9;8.66;13.0;5.0;7.0
73;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Doetinchem;680.0;215.0;470.0;14.4;4.52;9.88;14.0;4.0;10.0
74;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Dongen;180.0;65.0;110.0;16.29;6.04;10.25;8.0;3.0;5.0
75;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Dordrecht;1450.0;340.0;1110.0;17.35;4.09;13.26;15.0;3.0;11.0
76;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Drechterland;160.0;45.0;115.0;20.18;5.8;14.38;10.0;3.0;7.0
77;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Drimmelen;535.0;85.0;450.0;28.09;4.42;23.67;23.0;4.0;19.0
78;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Dronten;445.0;140.0;305.0;18.12;5.67;12.44;13.0;4.0;9.0
79;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Druten;435.0;45.0;390.0;31.2;3.16;28.04;28.0;3.0;25.0
80;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Duiven;;;;;;;;;
81;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Echt-Susteren;155.0;75.0;80.0;12.09;5.85;6.25;6.0;3.0;3.0
82;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Edam-Volendam;270.0;65.0;205.0;21.64;5.31;16.33;9.0;2.0;7.0
83;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Ede;1260.0;320.0;945.0;18.72;4.72;14.0;13.0;3.0;10.0
84;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Eemnes;20.0;10.0;10.0;9.95;4.71;5.24;3.0;1.0;1.0
85;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Eersel;425.0;50.0;375.0;33.13;4.04;29.08;26.0;3.0;23.0
86;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Eijsden-Margraten;360.0;75.0;285.0;22.15;4.55;17.6;16.0;3.0;13.0
87;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Eindhoven;2185.0;615.0;1570.0;15.47;4.35;11.12;11.0;3.0;8.0
88;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Elburg;215.0;50.0;165.0;21.39;4.85;16.53;12.0;3.0;9.0
89;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Emmen;1630.0;375.0;1255.0;17.07;3.93;13.14;18.0;4.0;14.0
90;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Enkhuizen;185.0;55.0;130.0;17.29;5.2;12.08;12.0;4.0;8.0
91;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Enschede;2740.0;515.0;2230.0;17.93;3.35;14.57;20.0;4.0;16.0
92;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Epe;260.0;100.0;155.0;16.95;6.64;10.32;9.0;4.0;6.0
93;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Ermelo;545.0;95.0;450.0;30.95;5.39;25.57;24.0;4.0;20.0
94;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Etten-Leur;575.0;115.0;460.0;18.43;3.74;14.7;16.0;3.0;13.0
95;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;De Fryske Marren;580.0;150.0;430.0;21.05;5.46;15.59;14.0;4.0;10.0
96;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Geertruidenberg;405.0;75.0;330.0;20.6;3.87;16.73;23.0;4.0;18.0
97;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Geldrop-Mierlo;225.0;80.0;145.0;11.61;4.11;7.5;7.0;2.0;4.0
98;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Gemert-Bakel;350.0;85.0;265.0;16.04;3.87;12.17;14.0;3.0;10.0
99;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Gennep;165.0;45.0;120.0;19.36;5.23;14.13;11.0;3.0;8.0
100;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Gilze en Rijen;385.0;80.0;300.0;21.23;4.53;16.69;17.0;4.0;13.0
101;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Goeree-Overflakkee;760.0;140.0;625.0;27.8;5.04;22.76;18.0;3.0;15.0
102;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Goes;895.0;150.0;745.0;23.1;3.87;19.23;28.0;5.0;23.0
103;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Goirle;315.0;60.0;255.0;20.55;3.86;16.69;16.0;3.0;13.0
104;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Gooise Meren;;;;;;;;;
105;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Gorinchem;590.0;110.0;475.0;22.97;4.34;18.63;19.0;4.0;16.0
106;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Gouda;965.0;185.0;780.0;19.42;3.76;15.66;16.0;3.0;13.0
107;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Grave;240.0;40.0;200.0;28.17;4.66;23.52;23.0;4.0;19.0
108;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;'s-Gravenhage (gemeente);5465.0;1175.0;4285.0;15.17;3.27;11.9;12.0;3.0;9.0
109;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Groningen (gemeente);2475.0;530.0;1940.0;17.13;3.68;13.45;12.0;3.0;9.0
110;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Gulpen-Wittem;235.0;55.0;180.0;22.75;5.27;17.48;18.0;4.0;14.0
111;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Haaksbergen;350.0;70.0;275.0;23.97;4.89;19.08;17.0;3.0;14.0
112;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Haaren;265.0;35.0;230.0;35.29;4.68;30.61;22.0;3.0;19.0
113;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Haarlem;1695.0;395.0;1300.0;15.31;3.58;11.73;13.0;3.0;10.0
114;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Haarlemmermeer;975.0;200.0;770.0;18.66;3.87;14.79;8.0;2.0;6.0
115;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Halderberge;430.0;120.0;310.0;20.08;5.58;14.5;17.0;5.0;12.0
116;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Hardenberg;;;;;;;;;
117;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Harderwijk;605.0;135.0;470.0;19.8;4.4;15.4;16.0;3.0;12.0
118;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Hardinxveld-Giessendam;230.0;60.0;165.0;20.39;5.46;14.94;16.0;4.0;12.0
119;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Harlingen;260.0;85.0;175.0;19.88;6.39;13.48;20.0;6.0;13.0
120;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Hattem;135.0;30.0;105.0;20.21;4.52;15.69;14.0;3.0;10.0
121;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Heemskerk;620.0;150.0;470.0;20.39;4.94;15.45;19.0;5.0;14.0
122;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Heemstede;505.0;115.0;395.0;27.14;6.1;21.04;23.0;5.0;18.0
123;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Heerde;145.0;35.0;110.0;23.3;5.86;17.43;10.0;2.0;7.0
124;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Heerenveen;565.0;155.0;405.0;16.87;4.7;12.17;14.0;4.0;10.0
125;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Heerhugowaard;335.0;90.0;245.0;16.73;4.42;12.31;7.0;2.0;5.0
126;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Heerlen;1460.0;335.0;1125.0;20.22;4.65;15.57;19.0;4.0;15.0
127;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Heeze-Leende;260.0;50.0;215.0;29.67;5.44;24.24;19.0;4.0;16.0
128;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Heiloo;285.0;70.0;215.0;25.72;6.23;19.49;14.0;4.0;11.0
129;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Den Helder;735.0;180.0;555.0;20.72;5.05;15.66;15.0;4.0;12.0
130;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Hellendoorn;565.0;115.0;450.0;22.1;4.46;17.64;19.0;4.0;15.0
131;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Hellevoetsluis;;;;;;;;;
132;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Helmond;1080.0;275.0;805.0;13.27;3.36;9.91;14.0;4.0;11.0
133;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Hendrik-Ido-Ambacht;280.0;85.0;195.0;18.86;5.66;13.2;12.0;3.0;8.0
134;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Hengelo (O.);1040.0;290.0;750.0;15.07;4.19;10.89;15.0;4.0;11.0
135;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;'s-Hertogenbosch;2105.0;360.0;1745.0;21.58;3.69;17.89;16.0;3.0;13.0
136;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Heumen;;;;;;;;;
137;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Heusden;465.0;125.0;340.0;19.93;5.44;14.49;13.0;3.0;9.0
138;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Hillegom;290.0;70.0;220.0;21.32;5.03;16.28;16.0;4.0;12.0
139;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Hilvarenbeek;235.0;35.0;195.0;26.91;4.16;22.75;18.0;3.0;15.0
140;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Hilversum;1080.0;265.0;820.0;17.15;4.17;12.98;14.0;3.0;11.0
141;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Hoeksche Waard;750.0;180.0;570.0;18.05;4.33;13.72;10.0;2.0;8.0
142;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Hof van Twente;525.0;115.0;410.0;20.88;4.53;16.36;18.0;4.0;14.0
143;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Het Hogeland;830.0;135.0;695.0;20.48;3.34;17.14;21.0;3.0;17.0
144;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Hollands Kroon;275.0;70.0;205.0;16.46;4.16;12.3;7.0;2.0;5.0
145;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Hoogeveen;1015.0;185.0;830.0;21.5;3.88;17.61;22.0;4.0;18.0
146;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Hoorn;925.0;205.0;720.0;16.09;3.54;12.55;15.0;3.0;12.0
147;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Horst aan de Maas;495.0;120.0;370.0;21.8;5.38;16.42;14.0;3.0;10.0
148;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Houten;280.0;80.0;200.0;17.82;5.03;12.79;7.0;2.0;5.0
149;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Huizen;270.0;90.0;180.0;19.29;6.34;12.96;8.0;3.0;5.0
150;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Hulst;240.0;75.0;165.0;18.15;5.8;12.35;10.0;3.0;7.0
151;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;IJsselstein;290.0;85.0;205.0;17.9;5.21;12.69;10.0;3.0;7.0
152;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Kaag en Braassem;;;;;;;;;
153;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Kampen;415.0;110.0;305.0;16.93;4.55;12.38;10.0;3.0;7.0
154;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Kapelle;130.0;35.0;100.0;15.75;4.06;11.69;13.0;3.0;9.0
155;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Katwijk;810.0;140.0;670.0;23.51;4.09;19.42;15.0;3.0;13.0
156;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Kerkrade;295.0;130.0;165.0;10.09;4.38;5.71;7.0;3.0;4.0
157;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Koggenland;185.0;45.0;140.0;19.05;4.53;14.52;10.0;2.0;8.0
158;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Krimpen aan den IJssel;365.0;100.0;265.0;18.84;5.07;13.77;15.0;4.0;11.0
159;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Krimpenerwaard;640.0;135.0;505.0;20.34;4.25;16.09;14.0;3.0;11.0
160;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Laarbeek;315.0;65.0;250.0;19.68;4.16;15.52;17.0;4.0;13.0
161;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Landerd;55.0;25.0;25.0;11.04;5.42;5.63;4.0;2.0;2.0
162;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Landgraaf;810.0;150.0;660.0;25.26;4.67;20.59;25.0;5.0;20.0
163;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Landsmeer;35.0;20.0;15.0;14.57;7.69;6.88;4.0;2.0;2.0
164;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Langedijk;175.0;35.0;135.0;17.64;3.77;13.86;8.0;2.0;6.0
165;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Lansingerland;460.0;95.0;365.0;21.54;4.43;17.11;10.0;2.0;8.0
166;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Laren (NH.);60.0;10.0;50.0;23.22;3.75;19.48;7.0;1.0;5.0
167;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Leeuwarden;1765.0;455.0;1310.0;17.23;4.46;12.78;17.0;4.0;12.0
168;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Leiden;1165.0;295.0;870.0;15.34;3.9;11.43;11.0;3.0;8.0
169;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Leiderdorp;355.0;90.0;265.0;18.72;4.72;14.0;16.0;4.0;12.0
170;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Leidschendam-Voorburg;550.0;195.0;355.0;16.64;5.89;10.75;9.0;3.0;6.0
171;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Lelystad;925.0;180.0;745.0;17.95;3.47;14.47;15.0;3.0;12.0
172;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Leudal;515.0;115.0;395.0;22.88;5.22;17.66;17.0;4.0;13.0
173;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Leusden;300.0;70.0;230.0;18.15;4.21;13.94;12.0;3.0;9.0
174;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Lingewaard;510.0;150.0;360.0;19.57;5.81;13.76;13.0;4.0;9.0
175;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Lisse;255.0;80.0;175.0;19.16;5.94;13.22;13.0;4.0;9.0
176;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Lochem;530.0;125.0;405.0;25.67;6.03;19.64;18.0;4.0;14.0
177;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Loon op Zand;400.0;100.0;300.0;22.57;5.74;16.83;20.0;5.0;15.0
178;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Lopik;80.0;30.0;50.0;17.14;6.29;10.85;7.0;2.0;4.0
179;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Loppersum;25.0;10.0;15.0;11.57;4.63;6.94;3.0;1.0;2.0
180;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Losser;395.0;75.0;325.0;23.34;4.29;19.05;21.0;4.0;17.0
181;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Maasdriel;250.0;55.0;195.0;20.03;4.42;15.61;12.0;3.0;9.0
182;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Maasgouw;135.0;60.0;80.0;15.44;6.58;8.85;7.0;3.0;4.0
183;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Maassluis;390.0;80.0;305.0;15.65;3.3;12.35;14.0;3.0;11.0
184;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Maastricht;2025.0;415.0;1615.0;18.26;3.73;14.53;18.0;4.0;14.0
185;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Medemblik;600.0;100.0;500.0;24.38;4.03;20.35;16.0;3.0;13.0
186;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Meerssen;305.0;80.0;225.0;20.72;5.4;15.32;19.0;5.0;14.0
