ID;RegioS2005;Perioden;Huishoudens_1;Eenpersoonshuishoudens_2;Paren_3;Eenouderhuishoudens_4;OverigeHuishoudens_5;Huishoudens_6;Eenpersoonshuishoudens_7;Paren_8;Eenouderhuishoudens_9;OverigeHuishoudens_10;Huishoudens_11;Eenpersoonshuishoudens_12;Paren_13;Eenouderhuishoudens_14;OverigeHuishoudens_15;Huishoudens_16;Eenpersoonshuishoudens_17;Paren_18;Eenouderhuishoudens_19;OverigeHuishoudens_20
55;Oost-Nederland (LD);2021;1591320;579158;895193;106599;10370;1299921;463684;748338;80395;7504;151942;59344;74852;15944;1802;139457;56130;72003;10260;1064
56;Oost-Nederland (LD);2022;1599010;586022;894834;107873;10281;1303560;468756;745988;81374;7442;155425;60847;76650;16138;1790;140025;56419;72196;10361;1049
57;Oost-Nederland (LD);2023;1606423;592540;894415;109191;10277;1306696;473521;743275;82442;7458;159225;62291;78865;16296;1773;140502;56728;72275;10453;1046
58;Oost-Nederland (LD);2024;1613022;598757;893625;110468;10172;1308980;478042;740212;83371;7355;163018;63758;80955;16528;1777;141024;56957;72458;10569;1040
59;Oost-Nederland (LD);2025;1619241;604618;892685;111773;10165;1311218;482393;737071;84390;7364;166368;64893;83028;16707;1740;141655;57332;72586;10676;1061
60;West-Nederland (LD);2006;3446248;1336343;1840205;245603;24097;2616234;985602;1470754;147815;12063;460180;187050;193541;71013;8576;369834;163691;175910;26775;3458
61;West-Nederland (LD);2007;3474746;1360430;1839593;250634;24089;2633284;1003759;1465089;152460;11976;468289;191284;197239;71110;8656;373173;165387;177265;27064;3457
62;West-Nederland (LD);2008;3504293;1384693;1839685;255618;24297;2650593;1022045;1459573;156790;12185;476352;195284;201053;71355;8660;377348;167364;179059;27473;3452
63;West-Nederland (LD);2009;3533758;1408940;1840335;260024;24459;2667138;1039775;1454296;160708;12359;484706;199531;204988;71505;8682;381914;169634;181051;27811;3418
64;West-Nederland (LD);2010;3562591;1432023;1841742;264121;24705;2682012;1055929;1449266;164249;12568;493184;203773;209126;71577;8708;387395;172321;183350;28295;3429
65;West-Nederland (LD);2011;3592354;1455322;1843946;268164;24922;2696456;1071645;1444502;167543;12766;502083;208027;213518;71810;8728;393815;175650;185926;28811;3428
66;West-Nederland (LD);2012;3621443;1477599;1846801;271944;25099;2709633;1086187;1440017;170577;12852;511209;212358;218052;72003;8796;400601;179054;188732;29364;3451
67;West-Nederland (LD);2013;3650551;1499776;1850277;275279;25219;2722623;1100351;1435950;173413;12909;519969;216656;222594;71969;8750;407959;182769;191733;29897;3560
68;West-Nederland (LD);2014;3680074;1521770;1853982;278888;25434;2735526;1114699;1431426;176333;13068;529346;220828;227706;72041;8771;415202;186243;194850;30514;3595
69;West-Nederland (LD);2015;3708538;1543324;1857759;281966;25489;2748365;1129134;1427241;178910;13080;537943;224534;232735;71969;8705;422230;189656;197783;31087;3704
70;West-Nederland (LD);2016;3736191;1563670;1861859;285035;25627;2759701;1141748;1423246;181477;13230;547368;228804;238002;71901;8661;429122;193118;200611;31657;3736
71;West-Nederland (LD);2017;3764206;1584676;1865752;287968;25810;2770536;1154598;1418932;183683;13323;557792;233613;243459;72056;8664;435878;196465;203361;32229;3823
72;West-Nederland (LD);2018;3791657;1605493;1869445;290714;26005;2781166;1167400;1414437;185841;13488;567989;238157;249091;72133;8608;442502;199936;205917;32740;3909
73;West-Nederland (LD);2019;3818567;1625918;1873110;293360;26179;2790222;1179245;1409523;187963;13491;578903;243107;254973;72123;8700;449442;203566;208614;33274;3988
74;West-Nederland (LD);2020;3844921;1645910;1876904;295797;26310;2798810;1190777;1404622;189845;13566;589908;248164;260978;72115;8651;456203;206969;211304;33837;4093
75;West-Nederland (LD);2021;3869674;1665150;1880140;297975;26409;2806602;1202060;1399384;191477;13681;600301;252554;266933;72227;8587;462771;210536;213823;34271;4141
76;West-Nederland (LD);2022;3894638;1684264;1883428;300327;26619;2813634;1212876;1393726;193195;13837;611502;257379;273217;72344;8562;469502;214009;216485;34788;4220
77;West-Nederland (LD);2023;3918185;1702685;1886422;302396;26682;2819507;1223458;1387693;194512;13844;622684;261923;279685;72545;8531;475994;217304;219044;35339;4307
78;West-Nederland (LD);2024;3940940;1720366;1889258;304630;26686;2825051;1233894;1381330;195903;13924;633994;266395;286205;72908;8486;481895;220077;221723;35819;4276
79;West-Nederland (LD);2025;3962507;1737215;1891565;306948;26779;2830138;1243988;1374489;197540;14121;644581;270478;292763;73045;8295;487788;222749;224313;36363;4363
80;Zuid-Nederland (LD);2006;1515060;473056;944513;86814;10677;1259603;376906;809948;65359;7390;85317;31707;42307;9524;1779;170140;64443;92258;11931;1508
81;Zuid-Nederland (LD);2007;1521790;482208;940512;88326;10744;1264985;384750;805921;66793;7521;87149;32603;43140;9673;1733;169656;64855;91451;11860;1490
82;Zuid-Nederland (LD);2008;1527917;490886;936650;89646;10735;1270110;392382;801981;68169;7578;88698;33361;43867;9758;1712;169109;65143;90802;11719;1445
83;Zuid-Nederland (LD);2009;1534457;499634;933138;90976;10709;1275055;399853;798120;69454;7628;90499;34188;44804;9845;1662;168903;65593;90214;11677;1419
84;Zuid-Nederland (LD);2010;1541731;508543;930091;92304;10793;1280392;407286;794647;70721;7738;92421;35163;45674;9950;1634;168918;66094;89770;11633;1421
85;Zuid-Nederland (LD);2011;1548858;517175;927398;93460;10825;1285433;414468;791336;71810;7819;94274;35988;46607;10066;1613;169151;66719;89455;11584;1393
86;Zuid-Nederland (LD);2012;1556006;525725;924819;94616;10846;1290348;421490;788100;72895;7863;96293;36959;47575;10167;1592;169365;67276;89144;11554;1391
87;Zuid-Nederland (LD);2013;1562960;533753;922499;95817;10891;1295099;428187;785019;73986;7907;98222;37796;48553;10281;1592;169639;67770;88927;11550;1392
88;Zuid-Nederland (LD);2014;1569191;541447;920180;96737;10827;1299254;434619;781813;74919;7903;100265;38658;49714;10344;1549;169672;68170;88653;11474;1375
89;Zuid-Nederland (LD);2015;1575415;548679;917987;97884;10865;1303381;440773;778695;75958;7955;102336;39494;50864;10437;1541;169698;68412;88428;11489;1369
90;Zuid-Nederland (LD);2016;1580814;555632;915577;98848;10757;1306793;446580;775491;76838;7884;104315;40337;51961;10511;1506;169706;68715;88125;11499;1367
91;Zuid-Nederland (LD);2017;1585805;562085;913171;99730;10819;1309809;451932;772226;77691;7960;106492;41306;53150;10550;1486;169504;68847;87795;11489;1373
92;Zuid-Nederland (LD);2018;1590215;568394;910368;100699;10754;1312279;457119;768685;78566;7909;108679;42212;54338;10644;1485;169257;69063;87345;11489;1360
93;Zuid-Nederland (LD);2019;1594152;574316;907580;101579;10677;1314274;462030;764987;79353;7904;111059;43267;55638;10707;1447;168819;69019;86955;11519;1326
94;Zuid-Nederland (LD);2020;1597039;579998;904100;102339;10602;1315765;466746;760971;80155;7893;113394;44403;56845;10722;1424;167880;68849;86284;11462;1285
95;Zuid-Nederland (LD);2021;1599722;585327;900583;103231;10581;1316407;471051;756549;80929;7878;115905;45482;58207;10801;1415;167410;68794;85827;11501;1288
96;Zuid-Nederland (LD);2022;1601643;590213;896835;104094;10501;1316631;474997;752038;81758;7838;118254;46477;59518;10866;1393;166758;68739;85279;11470;1270
97;Zuid-Nederland (LD);2023;1603104;594737;892789;105100;10478;1316265;478571;747234;82643;7817;120748;47496;60875;10962;1415;166091;68670;84680;11495;1246
98;Zuid-Nederland (LD);2024;1604016;598874;888683;106041;10418;1315335;481911;742105;83513;7806;123275;48512;62375;11006;1382;165406;68451;84203;11522;1230
99;Zuid-Nederland (LD);2025;1604163;602539;884373;106943;10308;1313883;484898;736894;84354;7737;125753;49452;63867;11081;1353;164527;68189;83612;11508;1218
100;Groningen (PV);2006;270814;108695;145145;15212;1762;237056;92623;130937;12212;1284;13753;6713;5062;1688;290;20005;9359;9146;1312;188
101;Groningen (PV);2007;271919;109656;144858;15511;1894;237662;93352;130391;12520;1399;14013;6833;5205;1673;302;20244;9471;9262;1318;193
102;Groningen (PV);2008;272987;110611;144685;15813;1878;238158;94002;129966;12785;1405;14288;6951;5352;1701;284;20541;9658;9367;1327;189
103;Groningen (PV);2009;273939;111251;144754;16137;1797;238298;94266;129625;13084;1323;14697;7130;5578;1714;275;20944;9855;9551;1339;199
104;Groningen (PV);2010;276033;112856;144840;16428;1909;239451;95391;129303;13324;1433;15239;7385;5834;1749;271;21343;10080;9703;1355;205
105;Groningen (PV);2011;277721;114138;144932;16751;1900;240139;96158;128967;13580;1434;15671;7617;6028;1767;259;21911;10363;9937;1404;207
106;Groningen (PV);2012;279892;115950;145027;17013;1902;241242;97412;128591;13807;1432;16153;7865;6257;1774;257;22497;10673;10179;1432;213
107;Groningen (PV);2013;282167;117749;145135;17358;1925;242476;98715;128254;14054;1453;16626;8066;6474;1834;252;23065;10968;10407;1470;220
108;Groningen (PV);2014;284067;119194;145287;17634;1952;243375;99786;127879;14249;1461;17147;8249;6771;1869;258;23545;11159;10637;1516;233
109;Groningen (PV);2015;285803;120494;145477;17948;1884;244047;100620;127548;14479;1400;17648;8454;7033;1907;254;24108;11420;10896;1562;230
110;Groningen (PV);2016;288037;122263;145594;18232;1948;245252;101989;127136;14675;1452;18182;8672;7323;1927;260;24603;11602;11135;1630;236
111;Groningen (PV);2017;289651;123498;145684;18497;1972;245867;102771;126762;14867;1467;18686;8910;7555;1960;261;25098;11817;11367;1670;244
112;Groningen (PV);2018;291020;124623;145709;18729;1959;246387;103567;126317;15038;1465;19158;9100;7834;1966;258;25475;11956;11558;1725;236
113;Groningen (PV);2019;292600;125972;145697;18974;1957;247141;104576;125871;15221;1473;19649;9292;8118;1992;247;25810;12104;11708;1761;237
114;Groningen (PV);2020;294241;127285;145676;19244;2036;247843;105528;125383;15405;1527;20265;9507;8453;2046;259;26133;12250;11840;1793;250
115;Groningen (PV);2021;295897;128696;145604;19558;2039;248318;106426;124765;15614;1513;20994;9849;8793;2081;271;26585;12421;12046;1863;255
116;Groningen (PV);2022;297410;130006;145488;19867;2049;248734;107252;124176;15799;1507;21723;10198;9099;2140;286;26953;12556;12213;1928;256
117;Groningen (PV);2023;298832;131268;145352;20141;2071;248974;108005;123489;15958;1522;22538;10566;9501;2184;287;27320;12697;12362;1999;262
118;Groningen (PV);2024;300407;132610;145209;20454;2134;249240;108693;122830;16152;1565;23416;10998;9867;2252;299;27751;12919;12512;2050;270
119;Groningen (PV);2025;301741;133885;145015;20705;2136;249178;109269;122054;16317;1538;24235;11370;10272;2285;308;28328;13246;12689;2103;290
120;Friesland (PV);2006;277647;90793;170183;14794;1877;253603;80054;159048;12898;1603;10044;5080;3731;1040;193;14000;5659;7404;856;81
121;Friesland (PV);2007;279419;92532;169889;15121;1877;254798;81543;158464;13181;1610;10359;5185;3916;1076;182;14262;5804;7509;864;85
122;Friesland (PV);2008;280999;94276;169458;15391;1874;255738;82968;157730;13426;1614;10686;5301;4101;1107;177;14575;6007;7627;858;83
123;Friesland (PV);2009;282388;95851;169047;15620;1870;256526;84275;157021;13615;1615;10940;5394;4261;1120;165;14922;6182;7765;885;90
124;Friesland (PV);2010;283878;97399;168708;15928;1843;257431;85602;156368;13868;1593;11198;5457;4425;1166;150;15249;6340;7915;894;100
125;Friesland (PV);2011;285421;99071;168348;16168;1834;258250;86881;155709;14073;1587;11555;5634;4604;1169;148;15616;6556;8035;926;99
126;Friesland (PV);2012;286847;100537;168077;16404;1829;258997;88028;155101;14282;1586;11845;5743;4774;1191;137;16005;6766;8202;931;106
127;Friesland (PV);2013;288170;101952;167770;16610;1838;259641;89167;154453;14430;1591;12166;5845;4961;1230;130;16363;6940;8356;950;117
128;Friesland (PV);2014;289512;103357;167500;16814;1841;260177;90227;153761;14593;1596;12560;5996;5194;1240;130;16775;7134;8545;981;115
129;Friesland (PV);2015;290821;104689;167259;17018;1855;260712;91234;153128;14739;1611;12982;6171;5415;1275;121;17127;7284;8716;1004;123
130;Friesland (PV);2016;292031;105931;166980;17229;1891;261239;92241;152456;14898;1644;13298;6256;5626;1291;125;17494;7434;8898;1040;122
131;Friesland (PV);2017;293079;107118;166668;17434;1859;261613;93168;151772;15062;1611;13692;6396;5858;1312;126;17774;7554;9038;1060;122
132;Friesland (PV);2018;294193;108319;166386;17621;1867;261901;94040;151055;15190;1616;14062;6528;6074;1333;127;18230;7751;9257;1098;124
133;Friesland (PV);2019;295168;109428;166048;17810;1882;262160;94889;150316;15316;1639;14447;6686;6277;1361;123;18561;7853;9455;1133;120
134;Friesland (PV);2020;296061;110492;165647;18029;1893;262351;95707;149529;15467;1648;14861;6846;6520;1373;122;18849;7939;9598;1189;123
135;Friesland (PV);2021;297078;111671;165274;18279;1854;262601;96567;148764;15647;1623;15364;7033;6789;1423;119;19113;8071;9721;1209;112
136;Friesland (PV);2022;297810;112672;164837;18429;1872;262600;97294;147917;15753;1636;15797;7221;7030;1430;116;19413;8157;9890;1246;120
137;Friesland (PV);2023;298716;113756;164408;18691;1861;262665;98009;147099;15930;1627;16269;7407;7275;1468;119;19782;8340;10034;1293;115
138;Friesland (PV);2024;299519;114854;163917;18916;1832;262488;98652;146164;16081;1591;16854;7669;7581;1485;119;20177;8533;10172;1350;122
139;Friesland (PV);2025;300205;115825;163391;19162;1827;262337;99262;145207;16284;1584;17333;7826;7872;1521;114;20535;8737;10312;1357;129
140;Drenthe (PV);2006;201468;58455;131219;10660;1134;183147;51512;121678;9013;944;5737;2566;2422;646;103;12584;4377;7119;1001;87
141;Drenthe (PV);2007;202580;59849;130795;10814;1122;183892;52668;121115;9166;943;5978;2678;2545;659;96;12710;4503;7135;989;83
142;Drenthe (PV);2008;203872;61233;130484;11014;1141;184710;53817;120594;9344;955;6295;2823;2687;686;99;12867;4593;7203;984;87
143;Drenthe (PV);2009;205116;62588;130143;11236;1149;185523;54950;120088;9509;976;6586;2946;2821;724;95;13007;4692;7234;1003;78
144;Drenthe (PV);2010;206372;63921;129904;11402;1145;186285;56045;119623;9649;968;6823;3046;2948;741;88;13264;4830;7333;1012;89
145;Drenthe (PV);2011;207604;65155;129737;11559;1153;187064;57060;119257;9769;978;7111;3167;3093;765;86;13429;4928;7387;1025;89
146;Drenthe (PV);2012;208896;66378;129605;11757;1156;187767;58044;118837;9909;977;7436;3292;3257;804;83;13693;5042;7511;1044;96
147;Drenthe (PV);2013;210154;67550;129522;11914;1168;188437;58974;118447;10028;988;7794;3448;3436;827;83;13923;5128;7639;1059;97
148;Drenthe (PV);2014;211282;68656;129369;12081;1176;189029;59873;118022;10140;994;8070;3545;3585;856;84;14183;5238;7762;1085;98
149;Drenthe (PV);2015;212342;69674;129256;12237;1175;189606;60709;117658;10246;993;8304;3617;3721;885;81;14432;5348;7877;1106;101
150;Drenthe (PV);2016;213484;70732;129154;12395;1203;190152;61520;117260;10361;1011;8656;3764;3906;896;90;14676;5448;7988;1138;102
151;Drenthe (PV);2017;214422;71695;128991;12557;1179;190501;62248;116792;10474;987;8911;3856;4059;910;86;15010;5591;8140;1173;106
152;Drenthe (PV);2018;215442;72576;128922;12731;1213;190930;62938;116368;10603;1021;9256;3963;4272;936;85;15256;5675;8282;1192;107
153;Drenthe (PV);2019;216251;73476;128700;12859;1216;191154;63604;115857;10682;1011;9657;4141;4464;963;89;15440;5731;8379;1214;116
154;Drenthe (PV);2020;217050;74376;128437;13031;1206;191405;64276;115333;10794;1002;9992;4268;4642;993;89;15653;5832;8462;1244;115
155;Drenthe (PV);2021;217864;75221;128234;13199;1210;191634;64891;114815;10927;1001;10367;4434;4834;1006;93;15863;5896;8585;1266;116
156;Drenthe (PV);2022;218581;76079;127922;13366;1214;191785;65504;114235;11047;999;10719;4592;5004;1024;99;16077;5983;8683;1295;116
157;Drenthe (PV);2023;219323;76898;127645;13553;1227;191864;66057;113637;11161;1009;11146;4750;5238;1062;96;16313;6091;8770;1330;122
158;Drenthe (PV);2024;219808;77631;127243;13727;1207;191806;66550;112969;11299;988;11502;4927;5404;1078;93;16500;6154;8870;1350;126
159;Drenthe (PV);2025;220447;78405;126938;13893;1211;191722;67025;112307;11409;981;11964;5107;5641;1114;102;16761;6273;8990;1370;128
160;Overijssel (PV);2006;462937;145630;289873;24223;3211;394974;119376;254572;18793;2233;29491;11358;14714;2823;596;38472;14896;20587;2607;382
161;Overijssel (PV);2007;465712;148388;289349;24765;3210;396993;121712;253770;19270;2241;30099;11637;15003;2872;587;38620;15039;20576;2623;382
162;Overijssel (PV);2008;468812;151248;289044;25312;3208;399310;124095;253161;19790;2264;30786;11954;15331;2923;578;38716;15199;20552;2599;366
163;Overijssel (PV);2009;472049;154030;288862;25895;3262;401584;126421;252581;20270;2312;31490;12230;15688;2997;575;38975;15379;20593;2628;375
164;Overijssel (PV);2010;475240;156724;288854;26460;3202;403653;128646;252028;20730;2249;32320;12534;16134;3081;571;39267;15544;20692;2649;382
165;Overijssel (PV);2011;478529;159438;288849;27017;3225;405841;130844;251535;21167;2295;33089;12835;16515;3181;558;39599;15759;20799;2669;372
166;Overijssel (PV);2012;481652;162048;288843;27513;3248;407950;132945;251079;21603;2323;33897;13183;16919;3244;551;39805;15920;20845;2666;374
167;Overijssel (PV);2013;484958;164617;288976;28087;3278;410049;135005;250651;22042;2351;34714;13490;17350;3326;548;40195;16122;20975;2719;379
168;Overijssel (PV);2014;488131;167121;289154;28539;3317;412010;136966;250197;22455;2392;35640;13849;17880;3364;547;40481;16306;21077;2720;378
169;Overijssel (PV);2015;491051;169412;289264;29041;3334;413840;138814;249751;22864;2411;36464;14165;18343;3414;542;40747;16433;21170;2763;381
170;Overijssel (PV);2016;493727;171603;289259;29495;3370;415521;140572;249252;23256;2441;37285;14493;18772;3471;549;40921;16538;21235;2768;380
171;Overijssel (PV);2017;496590;173889;289315;30020;3366;417116;142312;248723;23648;2433;38283;14918;19251;3556;558;41191;16659;21341;2816;375
172;Overijssel (PV);2018;499290;176152;289316;30447;3375;418748;144026;248217;24043;2462;39217;15308;19770;3585;554;41325;16818;21329;2819;359
173;Overijssel (PV);2019;501866;178347;289249;30878;3392;420359;145854;247619;24391;2495;40097;15642;20257;3650;548;41410;16851;21373;2837;349
174;Overijssel (PV);2020;504376;180487;289157;31328;3404;421857;147581;247002;24760;2514;40970;16016;20728;3700;526;41549;16890;21427;2868;364
175;Overijssel (PV);2021;506920;182652;289032;31805;3431;423199;149227;246299;25144;2529;42048;16477;21280;3760;531;41673;16948;21453;2901;371
176;Overijssel (PV);2022;509082;184611;288852;32233;3386;424429;150776;245672;25463;2518;42950;16872;21733;3822;523;41703;16963;21447;2948;345
177;Overijssel (PV);2023;511233;186508;288645;32673;3407;425601;152245;244954;25862;2540;43961;17312;22292;3842;515;41671;16951;21399;2969;352
178;Overijssel (PV);2024;513059;188311;288314;33052;3382;426346;153633;244072;26137;2504;45024;17732;22860;3902;530;41689;16946;21382;3013;348
179;Overijssel (PV);2025;514853;189989;287947;33533;3384;427236;154979;243213;26533;2511;45970;18043;23422;3983;522;41647;16967;21312;3017;351
