ID;Geslacht;Leeftijd;WijzeVanDeelname;Perioden;Verkeersdoden_1
26;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal wijze van deelname;2022;745
27;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal wijze van deelname;2023;684
28;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal wijze van deelname;2024;675
29;Totaal mannen en vrouwen;Totaal alle leeftijden;Voetganger;1996;132
30;Totaal mannen en vrouwen;Totaal alle leeftijden;Voetganger;1997;132
31;Totaal mannen en vrouwen;Totaal alle leeftijden;Voetganger;1998;133
32;Totaal mannen en vrouwen;Totaal alle leeftijden;Voetganger;1999;130
33;Totaal mannen en vrouwen;Totaal alle leeftijden;Voetganger;2000;114
34;Totaal mannen en vrouwen;Totaal alle leeftijden;Voetganger;2001;115
35;Totaal mannen en vrouwen;Totaal alle leeftijden;Voetganger;2002;108
36;Totaal mannen en vrouwen;Totaal alle leeftijden;Voetganger;2003;107
37;Totaal mannen en vrouwen;Totaal alle leeftijden;Voetganger;2004;77
38;Totaal mannen en vrouwen;Totaal alle leeftijden;Voetganger;2005;89
39;Totaal mannen en vrouwen;Totaal alle leeftijden;Voetganger;2006;73
40;Totaal mannen en vrouwen;Totaal alle leeftijden;Voetganger;2007;91
41;Totaal mannen en vrouwen;Totaal alle leeftijden;Voetganger;2008;62
42;Totaal mannen en vrouwen;Totaal alle leeftijden;Voetganger;2009;68
43;Totaal mannen en vrouwen;Totaal alle leeftijden;Voetganger;2010;72
44;Totaal mannen en vrouwen;Totaal alle leeftijden;Voetganger;2011;74
45;Totaal mannen en vrouwen;Totaal alle leeftijden;Voetganger;2012;68
46;Totaal mannen en vrouwen;Totaal alle leeftijden;Voetganger;2013;56
47;Totaal mannen en vrouwen;Totaal alle leeftijden;Voetganger;2014;49
48;Totaal mannen en vrouwen;Totaal alle leeftijden;Voetganger;2015;57
49;Totaal mannen en vrouwen;Totaal alle leeftijden;Voetganger;2016;51
50;Totaal mannen en vrouwen;Totaal alle leeftijden;Voetganger;2017;58
51;Totaal mannen en vrouwen;Totaal alle leeftijden;Voetganger;2018;54
52;Totaal mannen en vrouwen;Totaal alle leeftijden;Voetganger;2019;49
53;Totaal mannen en vrouwen;Totaal alle leeftijden;Voetganger;2020;41
54;Totaal mannen en vrouwen;Totaal alle leeftijden;Voetganger;2021;43
55;Totaal mannen en vrouwen;Totaal alle leeftijden;Voetganger;2022;58
56;Totaal mannen en vrouwen;Totaal alle leeftijden;Voetganger;2023;71
57;Totaal mannen en vrouwen;Totaal alle leeftijden;Voetganger;2024;59
58;Totaal mannen en vrouwen;Totaal alle leeftijden;Fiets;1996;239
59;Totaal mannen en vrouwen;Totaal alle leeftijden;Fiets;1997;264
60;Totaal mannen en vrouwen;Totaal alle leeftijden;Fiets;1998;212
61;Totaal mannen en vrouwen;Totaal alle leeftijden;Fiets;1999;227
62;Totaal mannen en vrouwen;Totaal alle leeftijden;Fiets;2000;233
63;Totaal mannen en vrouwen;Totaal alle leeftijden;Fiets;2001;225
64;Totaal mannen en vrouwen;Totaal alle leeftijden;Fiets;2002;195
65;Totaal mannen en vrouwen;Totaal alle leeftijden;Fiets;2003;219
66;Totaal mannen en vrouwen;Totaal alle leeftijden;Fiets;2004;180
67;Totaal mannen en vrouwen;Totaal alle leeftijden;Fiets;2005;181
68;Totaal mannen en vrouwen;Totaal alle leeftijden;Fiets;2006;216
69;Totaal mannen en vrouwen;Totaal alle leeftijden;Fiets;2007;189
70;Totaal mannen en vrouwen;Totaal alle leeftijden;Fiets;2008;181
71;Totaal mannen en vrouwen;Totaal alle leeftijden;Fiets;2009;185
72;Totaal mannen en vrouwen;Totaal alle leeftijden;Fiets;2010;162
73;Totaal mannen en vrouwen;Totaal alle leeftijden;Fiets;2011;200
74;Totaal mannen en vrouwen;Totaal alle leeftijden;Fiets;2012;200
75;Totaal mannen en vrouwen;Totaal alle leeftijden;Fiets;2013;184
76;Totaal mannen en vrouwen;Totaal alle leeftijden;Fiets;2014;185
77;Totaal mannen en vrouwen;Totaal alle leeftijden;Fiets;2015;185
78;Totaal mannen en vrouwen;Totaal alle leeftijden;Fiets;2016;189
79;Totaal mannen en vrouwen;Totaal alle leeftijden;Fiets;2017;206
80;Totaal mannen en vrouwen;Totaal alle leeftijden;Fiets;2018;228
81;Totaal mannen en vrouwen;Totaal alle leeftijden;Fiets;2019;203
82;Totaal mannen en vrouwen;Totaal alle leeftijden;Fiets;2020;229
83;Totaal mannen en vrouwen;Totaal alle leeftijden;Fiets;2021;207
84;Totaal mannen en vrouwen;Totaal alle leeftijden;Fiets;2022;290
85;Totaal mannen en vrouwen;Totaal alle leeftijden;Fiets;2023;270
86;Totaal mannen en vrouwen;Totaal alle leeftijden;Fiets;2024;246
87;Totaal mannen en vrouwen;Totaal alle leeftijden;Brom- en snorfiets en brommobiel;1996;100
88;Totaal mannen en vrouwen;Totaal alle leeftijden;Brom- en snorfiets en brommobiel;1997;86
89;Totaal mannen en vrouwen;Totaal alle leeftijden;Brom- en snorfiets en brommobiel;1998;82
90;Totaal mannen en vrouwen;Totaal alle leeftijden;Brom- en snorfiets en brommobiel;1999;96
91;Totaal mannen en vrouwen;Totaal alle leeftijden;Brom- en snorfiets en brommobiel;2000;104
92;Totaal mannen en vrouwen;Totaal alle leeftijden;Brom- en snorfiets en brommobiel;2001;78
93;Totaal mannen en vrouwen;Totaal alle leeftijden;Brom- en snorfiets en brommobiel;2002;93
94;Totaal mannen en vrouwen;Totaal alle leeftijden;Brom- en snorfiets en brommobiel;2003;87
95;Totaal mannen en vrouwen;Totaal alle leeftijden;Brom- en snorfiets en brommobiel;2004;58
96;Totaal mannen en vrouwen;Totaal alle leeftijden;Brom- en snorfiets en brommobiel;2005;62
97;Totaal mannen en vrouwen;Totaal alle leeftijden;Brom- en snorfiets en brommobiel;2006;66
98;Totaal mannen en vrouwen;Totaal alle leeftijden;Brom- en snorfiets en brommobiel;2007;67
99;Totaal mannen en vrouwen;Totaal alle leeftijden;Brom- en snorfiets en brommobiel;2008;54
100;Totaal mannen en vrouwen;Totaal alle leeftijden;Brom- en snorfiets en brommobiel;2009;55
101;Totaal mannen en vrouwen;Totaal alle leeftijden;Brom- en snorfiets en brommobiel;2010;43
102;Totaal mannen en vrouwen;Totaal alle leeftijden;Brom- en snorfiets en brommobiel;2011;45
103;Totaal mannen en vrouwen;Totaal alle leeftijden;Brom- en snorfiets en brommobiel;2012;50
104;Totaal mannen en vrouwen;Totaal alle leeftijden;Brom- en snorfiets en brommobiel;2013;53
105;Totaal mannen en vrouwen;Totaal alle leeftijden;Brom- en snorfiets en brommobiel;2014;47
106;Totaal mannen en vrouwen;Totaal alle leeftijden;Brom- en snorfiets en brommobiel;2015;45
107;Totaal mannen en vrouwen;Totaal alle leeftijden;Brom- en snorfiets en brommobiel;2016;44
108;Totaal mannen en vrouwen;Totaal alle leeftijden;Brom- en snorfiets en brommobiel;2017;46
109;Totaal mannen en vrouwen;Totaal alle leeftijden;Brom- en snorfiets en brommobiel;2018;39
110;Totaal mannen en vrouwen;Totaal alle leeftijden;Brom- en snorfiets en brommobiel;2019;45
111;Totaal mannen en vrouwen;Totaal alle leeftijden;Brom- en snorfiets en brommobiel;2020;36
112;Totaal mannen en vrouwen;Totaal alle leeftijden;Brom- en snorfiets en brommobiel;2021;50
113;Totaal mannen en vrouwen;Totaal alle leeftijden;Brom- en snorfiets en brommobiel;2022;54
114;Totaal mannen en vrouwen;Totaal alle leeftijden;Brom- en snorfiets en brommobiel;2023;32
115;Totaal mannen en vrouwen;Totaal alle leeftijden;Brom- en snorfiets en brommobiel;2024;30
116;Totaal mannen en vrouwen;Totaal alle leeftijden;Gemotoriseerd invalidenvoertuig ...;1996;2
117;Totaal mannen en vrouwen;Totaal alle leeftijden;Gemotoriseerd invalidenvoertuig ...;1997;12
118;Totaal mannen en vrouwen;Totaal alle leeftijden;Gemotoriseerd invalidenvoertuig ...;1998;3
119;Totaal mannen en vrouwen;Totaal alle leeftijden;Gemotoriseerd invalidenvoertuig ...;1999;10
120;Totaal mannen en vrouwen;Totaal alle leeftijden;Gemotoriseerd invalidenvoertuig ...;2000;6
121;Totaal mannen en vrouwen;Totaal alle leeftijden;Gemotoriseerd invalidenvoertuig ...;2001;7
122;Totaal mannen en vrouwen;Totaal alle leeftijden;Gemotoriseerd invalidenvoertuig ...;2002;12
123;Totaal mannen en vrouwen;Totaal alle leeftijden;Gemotoriseerd invalidenvoertuig ...;2003;12
124;Totaal mannen en vrouwen;Totaal alle leeftijden;Gemotoriseerd invalidenvoertuig ...;2004;29
125;Totaal mannen en vrouwen;Totaal alle leeftijden;Gemotoriseerd invalidenvoertuig ...;2005;16
126;Totaal mannen en vrouwen;Totaal alle leeftijden;Gemotoriseerd invalidenvoertuig ...;2006;21
127;Totaal mannen en vrouwen;Totaal alle leeftijden;Gemotoriseerd invalidenvoertuig ...;2007;13
128;Totaal mannen en vrouwen;Totaal alle leeftijden;Gemotoriseerd invalidenvoertuig ...;2008;22
129;Totaal mannen en vrouwen;Totaal alle leeftijden;Gemotoriseerd invalidenvoertuig ...;2009;12
130;Totaal mannen en vrouwen;Totaal alle leeftijden;Gemotoriseerd invalidenvoertuig ...;2010;19
131;Totaal mannen en vrouwen;Totaal alle leeftijden;Gemotoriseerd invalidenvoertuig ...;2011;29
132;Totaal mannen en vrouwen;Totaal alle leeftijden;Gemotoriseerd invalidenvoertuig ...;2012;23
133;Totaal mannen en vrouwen;Totaal alle leeftijden;Gemotoriseerd invalidenvoertuig ...;2013;32
134;Totaal mannen en vrouwen;Totaal alle leeftijden;Gemotoriseerd invalidenvoertuig ...;2014;27
135;Totaal mannen en vrouwen;Totaal alle leeftijden;Gemotoriseerd invalidenvoertuig ...;2015;41
136;Totaal mannen en vrouwen;Totaal alle leeftijden;Gemotoriseerd invalidenvoertuig ...;2016;38
137;Totaal mannen en vrouwen;Totaal alle leeftijden;Gemotoriseerd invalidenvoertuig ...;2017;25
138;Totaal mannen en vrouwen;Totaal alle leeftijden;Gemotoriseerd invalidenvoertuig ...;2018;44
139;Totaal mannen en vrouwen;Totaal alle leeftijden;Gemotoriseerd invalidenvoertuig ...;2019;42
140;Totaal mannen en vrouwen;Totaal alle leeftijden;Gemotoriseerd invalidenvoertuig ...;2020;34
141;Totaal mannen en vrouwen;Totaal alle leeftijden;Gemotoriseerd invalidenvoertuig ...;2021;32
142;Totaal mannen en vrouwen;Totaal alle leeftijden;Gemotoriseerd invalidenvoertuig ...;2022;40
143;Totaal mannen en vrouwen;Totaal alle leeftijden;Gemotoriseerd invalidenvoertuig ...;2023;53
144;Totaal mannen en vrouwen;Totaal alle leeftijden;Gemotoriseerd invalidenvoertuig ...;2024;57
145;Totaal mannen en vrouwen;Totaal alle leeftijden;Motorfiets;1996;94
146;Totaal mannen en vrouwen;Totaal alle leeftijden;Motorfiets;1997;98
147;Totaal mannen en vrouwen;Totaal alle leeftijden;Motorfiets;1998;85
148;Totaal mannen en vrouwen;Totaal alle leeftijden;Motorfiets;1999;83
149;Totaal mannen en vrouwen;Totaal alle leeftijden;Motorfiets;2000;95
150;Totaal mannen en vrouwen;Totaal alle leeftijden;Motorfiets;2001;85
151;Totaal mannen en vrouwen;Totaal alle leeftijden;Motorfiets;2002;102
152;Totaal mannen en vrouwen;Totaal alle leeftijden;Motorfiets;2003;96
153;Totaal mannen en vrouwen;Totaal alle leeftijden;Motorfiets;2004;91
154;Totaal mannen en vrouwen;Totaal alle leeftijden;Motorfiets;2005;78
155;Totaal mannen en vrouwen;Totaal alle leeftijden;Motorfiets;2006;59
156;Totaal mannen en vrouwen;Totaal alle leeftijden;Motorfiets;2007;65
157;Totaal mannen en vrouwen;Totaal alle leeftijden;Motorfiets;2008;67
158;Totaal mannen en vrouwen;Totaal alle leeftijden;Motorfiets;2009;70
159;Totaal mannen en vrouwen;Totaal alle leeftijden;Motorfiets;2010;63
160;Totaal mannen en vrouwen;Totaal alle leeftijden;Motorfiets;2011;52
161;Totaal mannen en vrouwen;Totaal alle leeftijden;Motorfiets;2012;54
162;Totaal mannen en vrouwen;Totaal alle leeftijden;Motorfiets;2013;29
163;Totaal mannen en vrouwen;Totaal alle leeftijden;Motorfiets;2014;55
164;Totaal mannen en vrouwen;Totaal alle leeftijden;Motorfiets;2015;47
165;Totaal mannen en vrouwen;Totaal alle leeftijden;Motorfiets;2016;45
166;Totaal mannen en vrouwen;Totaal alle leeftijden;Motorfiets;2017;51
167;Totaal mannen en vrouwen;Totaal alle leeftijden;Motorfiets;2018;42
168;Totaal mannen en vrouwen;Totaal alle leeftijden;Motorfiets;2019;52
169;Totaal mannen en vrouwen;Totaal alle leeftijden;Motorfiets;2020;44
170;Totaal mannen en vrouwen;Totaal alle leeftijden;Motorfiets;2021;52
171;Totaal mannen en vrouwen;Totaal alle leeftijden;Motorfiets;2022;45
172;Totaal mannen en vrouwen;Totaal alle leeftijden;Motorfiets;2023;46
173;Totaal mannen en vrouwen;Totaal alle leeftijden;Motorfiets;2024;56
174;Totaal mannen en vrouwen;Totaal alle leeftijden;Personenauto;1996;609
175;Totaal mannen en vrouwen;Totaal alle leeftijden;Personenauto;1997;591
176;Totaal mannen en vrouwen;Totaal alle leeftijden;Personenauto;1998;603
177;Totaal mannen en vrouwen;Totaal alle leeftijden;Personenauto;1999;587
178;Totaal mannen en vrouwen;Totaal alle leeftijden;Personenauto;2000;543
179;Totaal mannen en vrouwen;Totaal alle leeftijden;Personenauto;2001;504
180;Totaal mannen en vrouwen;Totaal alle leeftijden;Personenauto;2002;503
181;Totaal mannen en vrouwen;Totaal alle leeftijden;Personenauto;2003;496
182;Totaal mannen en vrouwen;Totaal alle leeftijden;Personenauto;2004;420
183;Totaal mannen en vrouwen;Totaal alle leeftijden;Personenauto;2005;356
184;Totaal mannen en vrouwen;Totaal alle leeftijden;Personenauto;2006;340
185;Totaal mannen en vrouwen;Totaal alle leeftijden;Personenauto;2007;317
186;Totaal mannen en vrouwen;Totaal alle leeftijden;Personenauto;2008;317
187;Totaal mannen en vrouwen;Totaal alle leeftijden;Personenauto;2009;296
188;Totaal mannen en vrouwen;Totaal alle leeftijden;Personenauto;2010;246
189;Totaal mannen en vrouwen;Totaal alle leeftijden;Personenauto;2011;231
190;Totaal mannen en vrouwen;Totaal alle leeftijden;Personenauto;2012;232
191;Totaal mannen en vrouwen;Totaal alle leeftijden;Personenauto;2013;193
192;Totaal mannen en vrouwen;Totaal alle leeftijden;Personenauto;2014;187
193;Totaal mannen en vrouwen;Totaal alle leeftijden;Personenauto;2015;224
194;Totaal mannen en vrouwen;Totaal alle leeftijden;Personenauto;2016;231
195;Totaal mannen en vrouwen;Totaal alle leeftijden;Personenauto;2017;201
196;Totaal mannen en vrouwen;Totaal alle leeftijden;Personenauto;2018;233
197;Totaal mannen en vrouwen;Totaal alle leeftijden;Personenauto;2019;237
198;Totaal mannen en vrouwen;Totaal alle leeftijden;Personenauto;2020;195
199;Totaal mannen en vrouwen;Totaal alle leeftijden;Personenauto;2021;175
200;Totaal mannen en vrouwen;Totaal alle leeftijden;Personenauto;2022;221
201;Totaal mannen en vrouwen;Totaal alle leeftijden;Personenauto;2023;194
202;Totaal mannen en vrouwen;Totaal alle leeftijden;Personenauto;2024;220
203;Totaal mannen en vrouwen;Totaal alle leeftijden;Bestelauto, vrachtwagen;1996;27
204;Totaal mannen en vrouwen;Totaal alle leeftijden;Bestelauto, vrachtwagen;1997;34
205;Totaal mannen en vrouwen;Totaal alle leeftijden;Bestelauto, vrachtwagen;1998;21
206;Totaal mannen en vrouwen;Totaal alle leeftijden;Bestelauto, vrachtwagen;1999;41
207;Totaal mannen en vrouwen;Totaal alle leeftijden;Bestelauto, vrachtwagen;2000;58
208;Totaal mannen en vrouwen;Totaal alle leeftijden;Bestelauto, vrachtwagen;2001;59
209;Totaal mannen en vrouwen;Totaal alle leeftijden;Bestelauto, vrachtwagen;2002;47
210;Totaal mannen en vrouwen;Totaal alle leeftijden;Bestelauto, vrachtwagen;2003;61
211;Totaal mannen en vrouwen;Totaal alle leeftijden;Bestelauto, vrachtwagen;2004;22
212;Totaal mannen en vrouwen;Totaal alle leeftijden;Bestelauto, vrachtwagen;2005;26
213;Totaal mannen en vrouwen;Totaal alle leeftijden;Bestelauto, vrachtwagen;2006;30
214;Totaal mannen en vrouwen;Totaal alle leeftijden;Bestelauto, vrachtwagen;2007;43
215;Totaal mannen en vrouwen;Totaal alle leeftijden;Bestelauto, vrachtwagen;2008;39
216;Totaal mannen en vrouwen;Totaal alle leeftijden;Bestelauto, vrachtwagen;2009;28
217;Totaal mannen en vrouwen;Totaal alle leeftijden;Bestelauto, vrachtwagen;2010;27
218;Totaal mannen en vrouwen;Totaal alle leeftijden;Bestelauto, vrachtwagen;2011;22
219;Totaal mannen en vrouwen;Totaal alle leeftijden;Bestelauto, vrachtwagen;2012;19
220;Totaal mannen en vrouwen;Totaal alle leeftijden;Bestelauto, vrachtwagen;2013;22
221;Totaal mannen en vrouwen;Totaal alle leeftijden;Bestelauto, vrachtwagen;2014;15
222;Totaal mannen en vrouwen;Totaal alle leeftijden;Bestelauto, vrachtwagen;2015;19
223;Totaal mannen en vrouwen;Totaal alle leeftijden;Bestelauto, vrachtwagen;2016;29
224;Totaal mannen en vrouwen;Totaal alle leeftijden;Bestelauto, vrachtwagen;2017;25
225;Totaal mannen en vrouwen;Totaal alle leeftijden;Bestelauto, vrachtwagen;2018;26
226;Totaal mannen en vrouwen;Totaal alle leeftijden;Bestelauto, vrachtwagen;2019;28
227;Totaal mannen en vrouwen;Totaal alle leeftijden;Bestelauto, vrachtwagen;2020;23
228;Totaal mannen en vrouwen;Totaal alle leeftijden;Bestelauto, vrachtwagen;2021;14
229;Totaal mannen en vrouwen;Totaal alle leeftijden;Bestelauto, vrachtwagen;2022;27
230;Totaal mannen en vrouwen;Totaal alle leeftijden;Bestelauto, vrachtwagen;2023;16
231;Totaal mannen en vrouwen;Totaal alle leeftijden;Bestelauto, vrachtwagen;2024;6
232;Totaal mannen en vrouwen;Totaal alle leeftijden;"Wijze van deelname; overig";1996;31
233;Totaal mannen en vrouwen;Totaal alle leeftijden;"Wijze van deelname; overig";1997;5
234;Totaal mannen en vrouwen;Totaal alle leeftijden;"Wijze van deelname; overig";1998;7
235;Totaal mannen en vrouwen;Totaal alle leeftijden;"Wijze van deelname; overig";1999;4
236;Totaal mannen en vrouwen;Totaal alle leeftijden;"Wijze van deelname; overig";2000;9
237;Totaal mannen en vrouwen;Totaal alle leeftijden;"Wijze van deelname; overig";2001;4
238;Totaal mannen en vrouwen;Totaal alle leeftijden;"Wijze van deelname; overig";2002;6
239;Totaal mannen en vrouwen;Totaal alle leeftijden;"Wijze van deelname; overig";2003;10
240;Totaal mannen en vrouwen;Totaal alle leeftijden;"Wijze van deelname; overig";2004;4
241;Totaal mannen en vrouwen;Totaal alle leeftijden;"Wijze van deelname; overig";2005;6
242;Totaal mannen en vrouwen;Totaal alle leeftijden;"Wijze van deelname; overig";2006;6
243;Totaal mannen en vrouwen;Totaal alle leeftijden;"Wijze van deelname; overig";2007;5
244;Totaal mannen en vrouwen;Totaal alle leeftijden;"Wijze van deelname; overig";2008;6
245;Totaal mannen en vrouwen;Totaal alle leeftijden;"Wijze van deelname; overig";2009;1
246;Totaal mannen en vrouwen;Totaal alle leeftijden;"Wijze van deelname; overig";2010;7
247;Totaal mannen en vrouwen;Totaal alle leeftijden;"Wijze van deelname; overig";2011;7
248;Totaal mannen en vrouwen;Totaal alle leeftijden;"Wijze van deelname; overig";2012;3
249;Totaal mannen en vrouwen;Totaal alle leeftijden;"Wijze van deelname; overig";2013;1
250;Totaal mannen en vrouwen;Totaal alle leeftijden;"Wijze van deelname; overig";2014;3
251;Totaal mannen en vrouwen;Totaal alle leeftijden;"Wijze van deelname; overig";2015;2
252;Totaal mannen en vrouwen;Totaal alle leeftijden;"Wijze van deelname; overig";2016;2
253;Totaal mannen en vrouwen;Totaal alle leeftijden;"Wijze van deelname; overig";2017;1
254;Totaal mannen en vrouwen;Totaal alle leeftijden;"Wijze van deelname; overig";2018;12
255;Totaal mannen en vrouwen;Totaal alle leeftijden;"Wijze van deelname; overig";2019;5
256;Totaal mannen en vrouwen;Totaal alle leeftijden;"Wijze van deelname; overig";2020;8
257;Totaal mannen en vrouwen;Totaal alle leeftijden;"Wijze van deelname; overig";2021;9
258;Totaal mannen en vrouwen;Totaal alle leeftijden;"Wijze van deelname; overig";2022;10
259;Totaal mannen en vrouwen;Totaal alle leeftijden;"Wijze van deelname; overig";2023;2
260;Totaal mannen en vrouwen;Totaal alle leeftijden;"Wijze van deelname; overig";2024;1
261;Totaal mannen en vrouwen;Totaal alle leeftijden;"Wijze van deelname; onbekend";1996;17
262;Totaal mannen en vrouwen;Totaal alle leeftijden;"Wijze van deelname; onbekend";1997;13
263;Totaal mannen en vrouwen;Totaal alle leeftijden;"Wijze van deelname; onbekend";1998;3
264;Totaal mannen en vrouwen;Totaal alle leeftijden;"Wijze van deelname; onbekend";1999;8
265;Totaal mannen en vrouwen;Totaal alle leeftijden;"Wijze van deelname; onbekend";2000;4
266;Totaal mannen en vrouwen;Totaal alle leeftijden;"Wijze van deelname; onbekend";2001;6
267;Totaal mannen en vrouwen;Totaal alle leeftijden;"Wijze van deelname; onbekend";2002;0
268;Totaal mannen en vrouwen;Totaal alle leeftijden;"Wijze van deelname; onbekend";2003;0
269;Totaal mannen en vrouwen;Totaal alle leeftijden;"Wijze van deelname; onbekend";2004;0
270;Totaal mannen en vrouwen;Totaal alle leeftijden;"Wijze van deelname; onbekend";2005;3
271;Totaal mannen en vrouwen;Totaal alle leeftijden;"Wijze van deelname; onbekend";2006;0
272;Totaal mannen en vrouwen;Totaal alle leeftijden;"Wijze van deelname; onbekend";2007;1
273;Totaal mannen en vrouwen;Totaal alle leeftijden;"Wijze van deelname; onbekend";2008;2
274;Totaal mannen en vrouwen;Totaal alle leeftijden;"Wijze van deelname; onbekend";2009;5
275;Totaal mannen en vrouwen;Totaal alle leeftijden;"Wijze van deelname; onbekend";2010;1
276;Totaal mannen en vrouwen;Totaal alle leeftijden;"Wijze van deelname; onbekend";2011;1
277;Totaal mannen en vrouwen;Totaal alle leeftijden;"Wijze van deelname; onbekend";2012;1
278;Totaal mannen en vrouwen;Totaal alle leeftijden;"Wijze van deelname; onbekend";2013;0
279;Totaal mannen en vrouwen;Totaal alle leeftijden;"Wijze van deelname; onbekend";2014;2
280;Totaal mannen en vrouwen;Totaal alle leeftijden;"Wijze van deelname; onbekend";2015;1
281;Totaal mannen en vrouwen;Totaal alle leeftijden;"Wijze van deelname; onbekend";2016;0
282;Totaal mannen en vrouwen;Totaal alle leeftijden;"Wijze van deelname; onbekend";2017;0
283;Totaal mannen en vrouwen;Totaal alle leeftijden;"Wijze van deelname; onbekend";2018;0
284;Totaal mannen en vrouwen;Totaal alle leeftijden;"Wijze van deelname; onbekend";2019;0
285;Totaal mannen en vrouwen;Totaal alle leeftijden;"Wijze van deelname; onbekend";2020;0
286;Totaal mannen en vrouwen;Totaal alle leeftijden;"Wijze van deelname; onbekend";2021;0
287;Totaal mannen en vrouwen;Totaal alle leeftijden;"Wijze van deelname; onbekend";2022;0
288;Totaal mannen en vrouwen;Totaal alle leeftijden;"Wijze van deelname; onbekend";2023;0
289;Totaal mannen en vrouwen;Totaal alle leeftijden;"Wijze van deelname; onbekend";2024;0
290;Totaal mannen en vrouwen;Jonger dan 15 jaar;Totaal wijze van deelname;1996;68
291;Totaal mannen en vrouwen;Jonger dan 15 jaar;Totaal wijze van deelname;1997;68
292;Totaal mannen en vrouwen;Jonger dan 15 jaar;Totaal wijze van deelname;1998;49
293;Totaal mannen en vrouwen;Jonger dan 15 jaar;Totaal wijze van deelname;1999;83
294;Totaal mannen en vrouwen;Jonger dan 15 jaar;Totaal wijze van deelname;2000;59
295;Totaal mannen en vrouwen;Jonger dan 15 jaar;Totaal wijze van deelname;2001;50
296;Totaal mannen en vrouwen;Jonger dan 15 jaar;Totaal wijze van deelname;2002;41
297;Totaal mannen en vrouwen;Jonger dan 15 jaar;Totaal wijze van deelname;2003;64
298;Totaal mannen en vrouwen;Jonger dan 15 jaar;Totaal wijze van deelname;2004;36
299;Totaal mannen en vrouwen;Jonger dan 15 jaar;Totaal wijze van deelname;2005;31
300;Totaal mannen en vrouwen;Jonger dan 15 jaar;Totaal wijze van deelname;2006;37
301;Totaal mannen en vrouwen;Jonger dan 15 jaar;Totaal wijze van deelname;2007;36
302;Totaal mannen en vrouwen;Jonger dan 15 jaar;Totaal wijze van deelname;2008;25
303;Totaal mannen en vrouwen;Jonger dan 15 jaar;Totaal wijze van deelname;2009;24
304;Totaal mannen en vrouwen;Jonger dan 15 jaar;Totaal wijze van deelname;2010;18
305;Totaal mannen en vrouwen;Jonger dan 15 jaar;Totaal wijze van deelname;2011;19
306;Totaal mannen en vrouwen;Jonger dan 15 jaar;Totaal wijze van deelname;2012;25
307;Totaal mannen en vrouwen;Jonger dan 15 jaar;Totaal wijze van deelname;2013;9
308;Totaal mannen en vrouwen;Jonger dan 15 jaar;Totaal wijze van deelname;2014;19
309;Totaal mannen en vrouwen;Jonger dan 15 jaar;Totaal wijze van deelname;2015;18
