ID;Vervoerstromen;BedrijfstakkenBranchesSBI2008;Perioden;VervoerdLadinggewicht_1;Ladingtonkilometers_2;VoertuigkilometersBeladen_3;RittenBeladen_4
38;Totaal;E Waterbedrijven en afvalbeheer;2018;32048;1399;124;2743
39;Totaal;E Waterbedrijven en afvalbeheer;2019;28721;1158;100;2362
40;Totaal;E Waterbedrijven en afvalbeheer;2020;24938;1063;99;2408
41;Totaal;E Waterbedrijven en afvalbeheer;2021;25935;1138;101;2387
42;Totaal;E Waterbedrijven en afvalbeheer;2022;25291;1072;95;2473
43;Totaal;E Waterbedrijven en afvalbeheer;2023;24359;945;92;2434
44;Totaal;F Bouwnijverheid;2013;37499;1474;110;2573
45;Totaal;F Bouwnijverheid;2014;38877;1688;120;2578
46;Totaal;F Bouwnijverheid;2015;40721;1488;111;2619
47;Totaal;F Bouwnijverheid;2016;39017;1550;109;2564
48;Totaal;F Bouwnijverheid;2017;40958;1760;112;2518
49;Totaal;F Bouwnijverheid;2018;41231;1747;125;2593
50;Totaal;F Bouwnijverheid;2019;43930;1743;115;2655
51;Totaal;F Bouwnijverheid;2020;44666;1753;116;2842
52;Totaal;F Bouwnijverheid;2021;41693;1727;116;2642
53;Totaal;F Bouwnijverheid;2022;40602;1579;106;2622
54;Totaal;F Bouwnijverheid;2023;41367;1478;96;2504
55;Totaal;G Handel;2013;75059;7317;733;8188
56;Totaal;G Handel;2014;72849;7005;735;8028
57;Totaal;G Handel;2015;68440;6465;702;7854
58;Totaal;G Handel;2016;71428;6825;705;7742
59;Totaal;G Handel;2017;72452;6716;694;7653
60;Totaal;G Handel;2018;71905;7090;716;7448
61;Totaal;G Handel;2019;76923;7017;699;7848
62;Totaal;G Handel;2020;69509;5716;657;7613
63;Totaal;G Handel;2021;72413;6130;695;7888
64;Totaal;G Handel;2022;66398;5842;681;8249
65;Totaal;G Handel;2023;57294;5219;624;7341
66;Totaal;H Vervoer en opslag;2013;404360;55135;3955;28211
67;Totaal;H Vervoer en opslag;2014;407279;55687;4077;30223
68;Totaal;H Vervoer en opslag;2015;418050;53579;4051;31980
69;Totaal;H Vervoer en opslag;2016;428980;51695;3924;33038
70;Totaal;H Vervoer en opslag;2017;431995;51351;3830;32025
71;Totaal;H Vervoer en opslag;2018;441887;52417;3897;32226
72;Totaal;H Vervoer en opslag;2019;438124;51724;3843;32353
73;Totaal;H Vervoer en opslag;2020;447947;52374;3923;34182
74;Totaal;H Vervoer en opslag;2021;463163;53775;4081;35801
75;Totaal;H Vervoer en opslag;2022;460505;50663;3840;36522
76;Totaal;H Vervoer en opslag;2023;427938;48846;3764;34585
77;Totaal;4941 Goederenwegvervoer (geen verhuis-);2013;378458;51683;3665;25854
78;Totaal;4941 Goederenwegvervoer (geen verhuis-);2014;380532;52282;3779;27563
79;Totaal;4941 Goederenwegvervoer (geen verhuis-);2015;389750;50093;3731;29125
80;Totaal;4941 Goederenwegvervoer (geen verhuis-);2016;402423;48417;3618;30292
81;Totaal;4941 Goederenwegvervoer (geen verhuis-);2017;403402;47961;3507;29162
82;Totaal;4941 Goederenwegvervoer (geen verhuis-);2018;408602;48935;3584;29117
83;Totaal;4941 Goederenwegvervoer (geen verhuis-);2019;409151;48514;3553;29507
84;Totaal;4941 Goederenwegvervoer (geen verhuis-);2020;419832;49016;3625;31402
85;Totaal;4941 Goederenwegvervoer (geen verhuis-);2021;426036;50023;3750;32204
86;Totaal;4941 Goederenwegvervoer (geen verhuis-);2022;428500;47612;3566;33254
87;Totaal;4941 Goederenwegvervoer (geen verhuis-);2023;394379;45461;3451;31166
88;Totaal;M Specialistische zakelijke diensten;2013;3979;371;32;355
89;Totaal;M Specialistische zakelijke diensten;2014;8640;644;53;599
90;Totaal;M Specialistische zakelijke diensten;2015;5877;583;56;563
91;Totaal;M Specialistische zakelijke diensten;2016;6089;623;55;580
92;Totaal;M Specialistische zakelijke diensten;2017;6873;475;46;565
93;Totaal;M Specialistische zakelijke diensten;2018;4392;381;42;449
94;Totaal;M Specialistische zakelijke diensten;2019;4204;422;43;450
95;Totaal;M Specialistische zakelijke diensten;2020;2445;293;28;331
96;Totaal;M Specialistische zakelijke diensten;2021;2947;287;33;381
97;Totaal;M Specialistische zakelijke diensten;2022;3957;402;44;454
98;Totaal;M Specialistische zakelijke diensten;2023;3487;300;40;435
99;Totaal;N Verhuur en overige zakelijke diensten;2013;13159;1271;128;1509
100;Totaal;N Verhuur en overige zakelijke diensten;2014;13906;1216;121;1448
101;Totaal;N Verhuur en overige zakelijke diensten;2015;13527;1081;109;1568
102;Totaal;N Verhuur en overige zakelijke diensten;2016;15682;1317;125;1655
103;Totaal;N Verhuur en overige zakelijke diensten;2017;15830;1402;135;1646
104;Totaal;N Verhuur en overige zakelijke diensten;2018;16657;1238;134;1798
105;Totaal;N Verhuur en overige zakelijke diensten;2019;18229;1731;154;1815
106;Totaal;N Verhuur en overige zakelijke diensten;2020;17097;1561;136;1667
107;Totaal;N Verhuur en overige zakelijke diensten;2021;18561;1605;151;1838
108;Totaal;N Verhuur en overige zakelijke diensten;2022;19710;1527;155;2221
109;Totaal;N Verhuur en overige zakelijke diensten;2023;23848;1769;168;2234
110;Totaal;O Openbaar bestuur en overheidsdiensten;2013;2857;58;13;467
111;Totaal;O Openbaar bestuur en overheidsdiensten;2014;3119;65;14;514
112;Totaal;O Openbaar bestuur en overheidsdiensten;2015;3734;80;15;663
113;Totaal;O Openbaar bestuur en overheidsdiensten;2016;2831;64;15;533
114;Totaal;O Openbaar bestuur en overheidsdiensten;2017;2715;45;10;463
115;Totaal;O Openbaar bestuur en overheidsdiensten;2018;2858;56;14;491
116;Totaal;O Openbaar bestuur en overheidsdiensten;2019;2554;48;12;472
117;Totaal;O Openbaar bestuur en overheidsdiensten;2020;2205;68;17;413
118;Totaal;O Openbaar bestuur en overheidsdiensten;2021;1930;53;14;409
119;Totaal;O Openbaar bestuur en overheidsdiensten;2022;1764;29;8;346
120;Totaal;O Openbaar bestuur en overheidsdiensten;2023;1755;38;7;317
121;Binnenlands vervoer;A-U Alle economische activiteiten;2013;504971;31844;2779;41102
122;Binnenlands vervoer;A-U Alle economische activiteiten;2014;503103;32033;2900;42320
123;Binnenlands vervoer;A-U Alle economische activiteiten;2015;508883;32075;2964;44436
124;Binnenlands vervoer;A-U Alle economische activiteiten;2016;528369;33953;3099;45605
125;Binnenlands vervoer;A-U Alle economische activiteiten;2017;534045;33122;2931;43901
126;Binnenlands vervoer;A-U Alle economische activiteiten;2018;547805;34111;3020;44454
127;Binnenlands vervoer;A-U Alle economische activiteiten;2019;559867;35342;3054;45401
128;Binnenlands vervoer;A-U Alle economische activiteiten;2020;558809;34976;3082;46824
129;Binnenlands vervoer;A-U Alle economische activiteiten;2021;570092;36278;3225;48375
130;Binnenlands vervoer;A-U Alle economische activiteiten;2022;573299;35452;3144;50390
131;Binnenlands vervoer;A-U Alle economische activiteiten;2023;525871;33166;3035;47026
132;Binnenlands vervoer;A Landbouw, bosbouw en visserij;2013;20263;936;66;1519
133;Binnenlands vervoer;A Landbouw, bosbouw en visserij;2014;19113;910;66;1371
134;Binnenlands vervoer;A Landbouw, bosbouw en visserij;2015;20024;843;61;1538
135;Binnenlands vervoer;A Landbouw, bosbouw en visserij;2016;20317;1028;68;1518
136;Binnenlands vervoer;A Landbouw, bosbouw en visserij;2017;20186;990;64;1406
137;Binnenlands vervoer;A Landbouw, bosbouw en visserij;2018;24558;1137;66;1497
138;Binnenlands vervoer;A Landbouw, bosbouw en visserij;2019;25090;1357;81;1742
139;Binnenlands vervoer;A Landbouw, bosbouw en visserij;2020;28295;1323;82;1928
140;Binnenlands vervoer;A Landbouw, bosbouw en visserij;2021;26833;1283;78;1810
141;Binnenlands vervoer;A Landbouw, bosbouw en visserij;2022;24404;1177;73;1761
142;Binnenlands vervoer;A Landbouw, bosbouw en visserij;2023;23402;1068;74;1743
143;Binnenlands vervoer;C Industrie;2013;28202;1287;134;2182
144;Binnenlands vervoer;C Industrie;2014;26498;1290;133;2084
145;Binnenlands vervoer;C Industrie;2015;25004;1265;130;2178
146;Binnenlands vervoer;C Industrie;2016;24306;1243;130;1995
147;Binnenlands vervoer;C Industrie;2017;25779;1300;126;2009
148;Binnenlands vervoer;C Industrie;2018;24141;1209;122;1947
149;Binnenlands vervoer;C Industrie;2019;26759;1324;122;1960
150;Binnenlands vervoer;C Industrie;2020;26027;1329;121;1944
151;Binnenlands vervoer;C Industrie;2021;26308;1346;136;2109
152;Binnenlands vervoer;C Industrie;2022;29932;1490;137;2270
153;Binnenlands vervoer;C Industrie;2023;20870;1198;118;1819
154;Binnenlands vervoer;E Waterbedrijven en afvalbeheer;2013;35252;1621;107;2765
155;Binnenlands vervoer;E Waterbedrijven en afvalbeheer;2014;30420;1237;120;2544
156;Binnenlands vervoer;E Waterbedrijven en afvalbeheer;2015;25542;1051;120;2561
157;Binnenlands vervoer;E Waterbedrijven en afvalbeheer;2016;27848;1119;132;2598
158;Binnenlands vervoer;E Waterbedrijven en afvalbeheer;2017;26942;1031;99;2521
159;Binnenlands vervoer;E Waterbedrijven en afvalbeheer;2018;30828;1177;109;2670
160;Binnenlands vervoer;E Waterbedrijven en afvalbeheer;2019;27554;956;89;2300
161;Binnenlands vervoer;E Waterbedrijven en afvalbeheer;2020;23720;861;86;2331
162;Binnenlands vervoer;E Waterbedrijven en afvalbeheer;2021;24723;972;90;2323
163;Binnenlands vervoer;E Waterbedrijven en afvalbeheer;2022;24688;965;89;2442
164;Binnenlands vervoer;E Waterbedrijven en afvalbeheer;2023;23719;819;85;2396
165;Binnenlands vervoer;F Bouwnijverheid;2013;34464;1103;88;2414
166;Binnenlands vervoer;F Bouwnijverheid;2014;36090;1263;96;2440
167;Binnenlands vervoer;F Bouwnijverheid;2015;37760;1108;85;2470
168;Binnenlands vervoer;F Bouwnijverheid;2016;35909;1197;90;2410
169;Binnenlands vervoer;F Bouwnijverheid;2017;37318;1277;88;2352
170;Binnenlands vervoer;F Bouwnijverheid;2018;38372;1258;95;2424
171;Binnenlands vervoer;F Bouwnijverheid;2019;40870;1336;91;2494
172;Binnenlands vervoer;F Bouwnijverheid;2020;41791;1417;97;2700
173;Binnenlands vervoer;F Bouwnijverheid;2021;39059;1343;95;2509
174;Binnenlands vervoer;F Bouwnijverheid;2022;38173;1269;90;2500
175;Binnenlands vervoer;F Bouwnijverheid;2023;38741;1270;85;2373
176;Binnenlands vervoer;G Handel;2013;64096;4246;478;7380
177;Binnenlands vervoer;G Handel;2014;62388;4249;485;7187
178;Binnenlands vervoer;G Handel;2015;57338;3923;467;6963
179;Binnenlands vervoer;G Handel;2016;61050;4197;467;6913
180;Binnenlands vervoer;G Handel;2017;60272;3827;427;6655
181;Binnenlands vervoer;G Handel;2018;58955;4027;439;6424
182;Binnenlands vervoer;G Handel;2019;64784;4195;460;6962
183;Binnenlands vervoer;G Handel;2020;59945;3512;442;6802
184;Binnenlands vervoer;G Handel;2021;62841;3819;464;7061
185;Binnenlands vervoer;G Handel;2022;57216;3490;450;7420
186;Binnenlands vervoer;G Handel;2023;49084;3088;414;6603
187;Binnenlands vervoer;H Vervoer en opslag;2013;292767;21024;1709;21185
188;Binnenlands vervoer;H Vervoer en opslag;2014;296450;21396;1791;23043
189;Binnenlands vervoer;H Vervoer en opslag;2015;311279;22155;1896;24760
190;Binnenlands vervoer;H Vervoer en opslag;2016;326844;23389;1998;26285
191;Binnenlands vervoer;H Vervoer en opslag;2017;327740;22941;1924;25204
192;Binnenlands vervoer;H Vervoer en opslag;2018;337092;23454;1961;25436
193;Binnenlands vervoer;H Vervoer en opslag;2019;337300;24157;1986;25858
194;Binnenlands vervoer;H Vervoer en opslag;2020;345468;24665;2051;27521
195;Binnenlands vervoer;H Vervoer en opslag;2021;358209;25720;2152;28917
196;Binnenlands vervoer;H Vervoer en opslag;2022;365593;25352;2107;30173
197;Binnenlands vervoer;H Vervoer en opslag;2023;334650;23918;2049;28347
198;Binnenlands vervoer;4941 Goederenwegvervoer (geen verhuis-);2013;273171;19613;1559;19267
199;Binnenlands vervoer;4941 Goederenwegvervoer (geen verhuis-);2014;276017;19947;1630;20842
200;Binnenlands vervoer;4941 Goederenwegvervoer (geen verhuis-);2015;289660;20610;1726;22426
201;Binnenlands vervoer;4941 Goederenwegvervoer (geen verhuis-);2016;306599;21923;1829;24013
202;Binnenlands vervoer;4941 Goederenwegvervoer (geen verhuis-);2017;305010;21287;1740;22823
203;Binnenlands vervoer;4941 Goederenwegvervoer (geen verhuis-);2018;310168;21685;1771;22774
204;Binnenlands vervoer;4941 Goederenwegvervoer (geen verhuis-);2019;313437;22459;1812;23401
205;Binnenlands vervoer;4941 Goederenwegvervoer (geen verhuis-);2020;323598;23056;1879;25190
206;Binnenlands vervoer;4941 Goederenwegvervoer (geen verhuis-);2021;328388;23736;1952;25874
207;Binnenlands vervoer;4941 Goederenwegvervoer (geen verhuis-);2022;339162;23785;1940;27313
208;Binnenlands vervoer;4941 Goederenwegvervoer (geen verhuis-);2023;307441;22207;1863;25404
209;Binnenlands vervoer;M Specialistische zakelijke diensten;2013;3515;226;19;320
210;Binnenlands vervoer;M Specialistische zakelijke diensten;2014;7580;415;35;518
211;Binnenlands vervoer;M Specialistische zakelijke diensten;2015;5020;342;34;486
212;Binnenlands vervoer;M Specialistische zakelijke diensten;2016;5134;371;40;526
213;Binnenlands vervoer;M Specialistische zakelijke diensten;2017;6353;332;31;512
214;Binnenlands vervoer;M Specialistische zakelijke diensten;2018;3773;252;29;392
215;Binnenlands vervoer;M Specialistische zakelijke diensten;2019;3596;237;27;398
216;Binnenlands vervoer;M Specialistische zakelijke diensten;2020;1915;111;17;293
217;Binnenlands vervoer;M Specialistische zakelijke diensten;2021;2513;169;23;343
218;Binnenlands vervoer;M Specialistische zakelijke diensten;2022;3353;203;27;405
219;Binnenlands vervoer;M Specialistische zakelijke diensten;2023;3237;187;30;410
220;Binnenlands vervoer;N Verhuur en overige zakelijke diensten;2013;11092;639;82;1358
221;Binnenlands vervoer;N Verhuur en overige zakelijke diensten;2014;11555;590;72;1264
222;Binnenlands vervoer;N Verhuur en overige zakelijke diensten;2015;11062;527;65;1383
223;Binnenlands vervoer;N Verhuur en overige zakelijke diensten;2016;12842;689;79;1427
224;Binnenlands vervoer;N Verhuur en overige zakelijke diensten;2017;12863;648;76;1411
225;Binnenlands vervoer;N Verhuur en overige zakelijke diensten;2018;14315;728;90;1610
226;Binnenlands vervoer;N Verhuur en overige zakelijke diensten;2019;15043;856;92;1585
227;Binnenlands vervoer;N Verhuur en overige zakelijke diensten;2020;14602;825;84;1479
228;Binnenlands vervoer;N Verhuur en overige zakelijke diensten;2021;15654;885;97;1616
229;Binnenlands vervoer;N Verhuur en overige zakelijke diensten;2022;16492;800;96;1943
230;Binnenlands vervoer;N Verhuur en overige zakelijke diensten;2023;18804;1025;108;1888
231;Binnenlands vervoer;O Openbaar bestuur en overheidsdiensten;2013;2852;55;11;464
232;Binnenlands vervoer;O Openbaar bestuur en overheidsdiensten;2014;3107;61;14;513
233;Binnenlands vervoer;O Openbaar bestuur en overheidsdiensten;2015;3671;67;13;656
234;Binnenlands vervoer;O Openbaar bestuur en overheidsdiensten;2016;2823;61;14;531
235;Binnenlands vervoer;O Openbaar bestuur en overheidsdiensten;2017;2714;45;10;462
236;Binnenlands vervoer;O Openbaar bestuur en overheidsdiensten;2018;2831;54;14;487
237;Binnenlands vervoer;O Openbaar bestuur en overheidsdiensten;2019;2503;47;12;469
238;Binnenlands vervoer;O Openbaar bestuur en overheidsdiensten;2020;2160;59;15;407
239;Binnenlands vervoer;O Openbaar bestuur en overheidsdiensten;2021;1926;52;13;406
240;Binnenlands vervoer;O Openbaar bestuur en overheidsdiensten;2022;1764;29;8;346
241;Binnenlands vervoer;O Openbaar bestuur en overheidsdiensten;2023;1750;34;6;316
242;Internationaal vervoer;A-U Alle economische activiteiten;2013;137079;40236;2719;8759
243;Internationaal vervoer;A-U Alle economische activiteiten;2014;136588;40302;2761;9000
244;Internationaal vervoer;A-U Alle economische activiteiten;2015;132557;36824;2603;9086
245;Internationaal vervoer;A-U Alle economische activiteiten;2016;128048;33833;2364;8567
246;Internationaal vervoer;A-U Alle economische activiteiten;2017;131947;34410;2397;8832
247;Internationaal vervoer;A-U Alle economische activiteiten;2018;132364;34795;2420;8788
248;Internationaal vervoer;A-U Alle economische activiteiten;2019;128872;33579;2317;8427
249;Internationaal vervoer;A-U Alle economische activiteiten;2020;125432;32616;2287;8382
250;Internationaal vervoer;A-U Alle economische activiteiten;2021;129231;33279;2366;8673
251;Internationaal vervoer;A-U Alle economische activiteiten;2022;117427;30012;2145;8118
252;Internationaal vervoer;A-U Alle economische activiteiten;2023;116324;29403;2106;7987
253;Internationaal vervoer;A Landbouw, bosbouw en visserij;2013;2352;367;26;146
254;Internationaal vervoer;A Landbouw, bosbouw en visserij;2014;3246;594;34;166
255;Internationaal vervoer;A Landbouw, bosbouw en visserij;2015;2719;481;31;160
256;Internationaal vervoer;A Landbouw, bosbouw en visserij;2016;2360;531;35;151
257;Internationaal vervoer;A Landbouw, bosbouw en visserij;2017;2485;513;37;163
258;Internationaal vervoer;A Landbouw, bosbouw en visserij;2018;2872;534;31;147
259;Internationaal vervoer;A Landbouw, bosbouw en visserij;2019;3269;571;34;208
260;Internationaal vervoer;A Landbouw, bosbouw en visserij;2020;2825;549;35;183
261;Internationaal vervoer;A Landbouw, bosbouw en visserij;2021;3748;710;39;204
262;Internationaal vervoer;A Landbouw, bosbouw en visserij;2022;3150;465;33;189
263;Internationaal vervoer;A Landbouw, bosbouw en visserij;2023;2383;458;33;171
264;Internationaal vervoer;C Industrie;2013;2705;477;41;199
265;Internationaal vervoer;C Industrie;2014;2490;436;33;168
266;Internationaal vervoer;C Industrie;2015;2390;433;36;171
267;Internationaal vervoer;C Industrie;2016;2200;343;31;163
268;Internationaal vervoer;C Industrie;2017;2946;429;34;190
269;Internationaal vervoer;C Industrie;2018;2096;336;28;149
270;Internationaal vervoer;C Industrie;2019;1972;357;32;155
271;Internationaal vervoer;C Industrie;2020;1986;381;32;152
272;Internationaal vervoer;C Industrie;2021;1947;337;33;155
273;Internationaal vervoer;C Industrie;2022;1956;323;29;161
274;Internationaal vervoer;C Industrie;2023;2175;346;31;167
275;Internationaal vervoer;E Waterbedrijven en afvalbeheer;2013;1366;249;14;69
276;Internationaal vervoer;E Waterbedrijven en afvalbeheer;2014;1188;274;16;65
277;Internationaal vervoer;E Waterbedrijven en afvalbeheer;2015;1297;261;15;80
278;Internationaal vervoer;E Waterbedrijven en afvalbeheer;2016;1493;278;16;81
279;Internationaal vervoer;E Waterbedrijven en afvalbeheer;2017;900;196;13;63
280;Internationaal vervoer;E Waterbedrijven en afvalbeheer;2018;1220;222;16;73
281;Internationaal vervoer;E Waterbedrijven en afvalbeheer;2019;1167;201;11;62
282;Internationaal vervoer;E Waterbedrijven en afvalbeheer;2020;1218;202;14;77
283;Internationaal vervoer;E Waterbedrijven en afvalbeheer;2021;1212;166;11;64
284;Internationaal vervoer;E Waterbedrijven en afvalbeheer;2022;604;106;6;31
285;Internationaal vervoer;E Waterbedrijven en afvalbeheer;2023;639;126;8;38
286;Internationaal vervoer;F Bouwnijverheid;2013;3034;371;22;159
287;Internationaal vervoer;F Bouwnijverheid;2014;2786;425;23;138
288;Internationaal vervoer;F Bouwnijverheid;2015;2961;380;26;149
289;Internationaal vervoer;F Bouwnijverheid;2016;3108;352;19;154
290;Internationaal vervoer;F Bouwnijverheid;2017;3640;483;25;166
291;Internationaal vervoer;F Bouwnijverheid;2018;2859;489;30;169
292;Internationaal vervoer;F Bouwnijverheid;2019;3060;407;23;161
293;Internationaal vervoer;F Bouwnijverheid;2020;2875;337;19;142
294;Internationaal vervoer;F Bouwnijverheid;2021;2634;385;20;133
295;Internationaal vervoer;F Bouwnijverheid;2022;2429;310;16;122
296;Internationaal vervoer;F Bouwnijverheid;2023;2626;208;11;130
297;Internationaal vervoer;G Handel;2013;10963;3071;254;808
298;Internationaal vervoer;G Handel;2014;10461;2756;251;840
299;Internationaal vervoer;G Handel;2015;11102;2542;236;890
300;Internationaal vervoer;G Handel;2016;10378;2628;238;829
301;Internationaal vervoer;G Handel;2017;12180;2890;267;998
302;Internationaal vervoer;G Handel;2018;12950;3064;277;1024
303;Internationaal vervoer;G Handel;2019;12138;2821;238;886
304;Internationaal vervoer;G Handel;2020;9564;2205;215;811
305;Internationaal vervoer;G Handel;2021;9572;2311;232;826
306;Internationaal vervoer;G Handel;2022;9182;2352;231;829
307;Internationaal vervoer;G Handel;2023;8211;2131;210;739
308;Internationaal vervoer;H Vervoer en opslag;2013;111592;34111;2245;7025
309;Internationaal vervoer;H Vervoer en opslag;2014;110829;34291;2286;7180
310;Internationaal vervoer;H Vervoer en opslag;2015;106771;31425;2154;7220
311;Internationaal vervoer;H Vervoer en opslag;2016;102136;28306;1926;6752
312;Internationaal vervoer;H Vervoer en opslag;2017;104255;28410;1906;6821
313;Internationaal vervoer;H Vervoer en opslag;2018;104794;28963;1936;6790
314;Internationaal vervoer;H Vervoer en opslag;2019;100824;27567;1857;6495
315;Internationaal vervoer;H Vervoer en opslag;2020;102479;27708;1872;6661
316;Internationaal vervoer;H Vervoer en opslag;2021;104953;28054;1929;6884
317;Internationaal vervoer;H Vervoer en opslag;2022;94912;25311;1733;6349
318;Internationaal vervoer;H Vervoer en opslag;2023;93288;24928;1715;6238
319;Internationaal vervoer;4941 Goederenwegvervoer (geen verhuis-);2013;105286;32071;2106;6588
320;Internationaal vervoer;4941 Goederenwegvervoer (geen verhuis-);2014;104514;32335;2150;6721
321;Internationaal vervoer;4941 Goederenwegvervoer (geen verhuis-);2015;100090;29483;2005;6699
322;Internationaal vervoer;4941 Goederenwegvervoer (geen verhuis-);2016;95824;26495;1789;6278
323;Internationaal vervoer;4941 Goederenwegvervoer (geen verhuis-);2017;98391;26674;1767;6340
324;Internationaal vervoer;4941 Goederenwegvervoer (geen verhuis-);2018;98434;27251;1813;6343
325;Internationaal vervoer;4941 Goederenwegvervoer (geen verhuis-);2019;95715;26055;1741;6105
326;Internationaal vervoer;4941 Goederenwegvervoer (geen verhuis-);2020;96234;25960;1746;6212
327;Internationaal vervoer;4941 Goederenwegvervoer (geen verhuis-);2021;97648;26286;1798;6329
328;Internationaal vervoer;4941 Goederenwegvervoer (geen verhuis-);2022;89338;23827;1626;5941
329;Internationaal vervoer;4941 Goederenwegvervoer (geen verhuis-);2023;86938;23254;1589;5762
330;Internationaal vervoer;M Specialistische zakelijke diensten;2013;464;145;12;35
331;Internationaal vervoer;M Specialistische zakelijke diensten;2014;1059;228;18;81
332;Internationaal vervoer;M Specialistische zakelijke diensten;2015;856;241;23;76
333;Internationaal vervoer;M Specialistische zakelijke diensten;2016;955;252;15;54
334;Internationaal vervoer;M Specialistische zakelijke diensten;2017;520;143;15;52
335;Internationaal vervoer;M Specialistische zakelijke diensten;2018;619;129;13;56
336;Internationaal vervoer;M Specialistische zakelijke diensten;2019;608;185;15;52
337;Internationaal vervoer;M Specialistische zakelijke diensten;2020;530;182;11;38
338;Internationaal vervoer;M Specialistische zakelijke diensten;2021;434;117;11;38
339;Internationaal vervoer;M Specialistische zakelijke diensten;2022;605;199;17;49
340;Internationaal vervoer;M Specialistische zakelijke diensten;2023;250;113;10;25
341;Internationaal vervoer;N Verhuur en overige zakelijke diensten;2013;2067;632;46;152
342;Internationaal vervoer;N Verhuur en overige zakelijke diensten;2014;2351;626;48;183
343;Internationaal vervoer;N Verhuur en overige zakelijke diensten;2015;2465;554;44;186
344;Internationaal vervoer;N Verhuur en overige zakelijke diensten;2016;2840;628;46;229
345;Internationaal vervoer;N Verhuur en overige zakelijke diensten;2017;2966;754;59;235
346;Internationaal vervoer;N Verhuur en overige zakelijke diensten;2018;2342;511;44;188
347;Internationaal vervoer;N Verhuur en overige zakelijke diensten;2019;3186;875;62;230
348;Internationaal vervoer;N Verhuur en overige zakelijke diensten;2020;2495;736;52;188
349;Internationaal vervoer;N Verhuur en overige zakelijke diensten;2021;2907;720;54;221
350;Internationaal vervoer;N Verhuur en overige zakelijke diensten;2022;3217;726;59;278
351;Internationaal vervoer;N Verhuur en overige zakelijke diensten;2023;5044;743;60;346
352;Internationaal vervoer;O Openbaar bestuur en overheidsdiensten;2013;5;3;2;3
353;Internationaal vervoer;O Openbaar bestuur en overheidsdiensten;2014;12;4;1;1
354;Internationaal vervoer;O Openbaar bestuur en overheidsdiensten;2015;62;12;2;7
355;Internationaal vervoer;O Openbaar bestuur en overheidsdiensten;2016;9;3;1;1
356;Internationaal vervoer;O Openbaar bestuur en overheidsdiensten;2017;0;0;0;0
357;Internationaal vervoer;O Openbaar bestuur en overheidsdiensten;2018;28;3;1;4
358;Internationaal vervoer;O Openbaar bestuur en overheidsdiensten;2019;51;1;0;3
359;Internationaal vervoer;O Openbaar bestuur en overheidsdiensten;2020;45;8;1;6
