ID;BrandstofsoortVoertuigen;GewichtBedrijfsklaarVoertuig;LeeftijdVoertuig;Perioden;KilometersNederlandseBestelautoS_1;GemiddeldJaarkilometrage_2;NederlandseBestelautoSInGebruik_3
285;Totaal;1306 - 1760 kg;0 jaar;2018;386.2;14131;27329
286;Totaal;1306 - 1760 kg;0 jaar;2019;373.2;14756;25290
287;Totaal;1306 - 1760 kg;0 jaar;2020;269.3;13942;19313
288;Totaal;1306 - 1760 kg;1 jaar;2015;506.0;26743;18921
289;Totaal;1306 - 1760 kg;1 jaar;2016;570.1;26604;21428
290;Totaal;1306 - 1760 kg;1 jaar;2017;692.3;26088;26538
291;Totaal;1306 - 1760 kg;1 jaar;2018;658.8;25192;26150
292;Totaal;1306 - 1760 kg;1 jaar;2019;711.6;26009;27359
293;Totaal;1306 - 1760 kg;1 jaar;2020;619.0;24444;25322
294;Totaal;1306 - 1760 kg;2 jaar;2015;459.8;25384;18113
295;Totaal;1306 - 1760 kg;2 jaar;2016;473.6;24979;18962
296;Totaal;1306 - 1760 kg;2 jaar;2017;530.3;24592;21563
297;Totaal;1306 - 1760 kg;2 jaar;2018;648.3;24310;26669
298;Totaal;1306 - 1760 kg;2 jaar;2019;626.3;23879;26227
299;Totaal;1306 - 1760 kg;2 jaar;2020;606.1;22146;27368
300;Totaal;1306 - 1760 kg;3 jaar;2015;422.9;23563;17948
301;Totaal;1306 - 1760 kg;3 jaar;2016;420.9;23202;18140
302;Totaal;1306 - 1760 kg;3 jaar;2017;425.4;22587;18836
303;Totaal;1306 - 1760 kg;3 jaar;2018;490.7;22472;21836
304;Totaal;1306 - 1760 kg;3 jaar;2019;591.1;22153;26681
305;Totaal;1306 - 1760 kg;3 jaar;2020;550.6;21003;26215
306;Totaal;1306 - 1760 kg;4 jaar;2015;411.6;21370;19261
307;Totaal;1306 - 1760 kg;4 jaar;2016;375.8;21118;17796
308;Totaal;1306 - 1760 kg;4 jaar;2017;376.3;20851;18048
309;Totaal;1306 - 1760 kg;4 jaar;2018;382.4;20273;18864
310;Totaal;1306 - 1760 kg;4 jaar;2019;435.4;19799;21988
311;Totaal;1306 - 1760 kg;4 jaar;2020;514.2;19411;26488
312;Totaal;1306 - 1760 kg;5 jaar;2015;315.2;19472;16188
313;Totaal;1306 - 1760 kg;5 jaar;2016;372.8;19540;19077
314;Totaal;1306 - 1760 kg;5 jaar;2017;329.6;18945;17396
315;Totaal;1306 - 1760 kg;5 jaar;2018;339.9;18978;17911
316;Totaal;1306 - 1760 kg;5 jaar;2019;342.3;18232;18776
317;Totaal;1306 - 1760 kg;5 jaar;2020;380.1;17696;21479
318;Totaal;1306 - 1760 kg;6 jaar;2015;273.0;18171;15022
319;Totaal;1306 - 1760 kg;6 jaar;2016;293.9;18349;16016
320;Totaal;1306 - 1760 kg;6 jaar;2017;345.5;18327;18854
321;Totaal;1306 - 1760 kg;6 jaar;2018;303.8;17704;17158
322;Totaal;1306 - 1760 kg;6 jaar;2019;311.4;17591;17704
323;Totaal;1306 - 1760 kg;6 jaar;2020;311.6;16932;18404
324;Totaal;1306 - 1760 kg;7 jaar;2015;357.3;17734;20147
325;Totaal;1306 - 1760 kg;7 jaar;2016;260.8;17519;14888
326;Totaal;1306 - 1760 kg;7 jaar;2017;275.4;17435;15796
327;Totaal;1306 - 1760 kg;7 jaar;2018;326.8;17519;18653
328;Totaal;1306 - 1760 kg;7 jaar;2019;283.5;16767;16906
329;Totaal;1306 - 1760 kg;7 jaar;2020;283.4;16327;17358
330;Totaal;1306 - 1760 kg;8 jaar;2015;292.2;17346;16843
331;Totaal;1306 - 1760 kg;8 jaar;2016;339.3;17074;19870
332;Totaal;1306 - 1760 kg;8 jaar;2017;246.2;16811;14647
333;Totaal;1306 - 1760 kg;8 jaar;2018;257.9;16562;15571
334;Totaal;1306 - 1760 kg;8 jaar;2019;302.1;16440;18377
335;Totaal;1306 - 1760 kg;8 jaar;2020;254.3;15375;16541
336;Totaal;1306 - 1760 kg;9 jaar;2015;185.5;16162;11475
337;Totaal;1306 - 1760 kg;9 jaar;2016;276.7;16728;16539
338;Totaal;1306 - 1760 kg;9 jaar;2017;315.2;16204;19451
339;Totaal;1306 - 1760 kg;9 jaar;2018;226.6;15724;14410
340;Totaal;1306 - 1760 kg;9 jaar;2019;235.1;15447;15219
341;Totaal;1306 - 1760 kg;9 jaar;2020;272.1;15161;17951
342;Totaal;1306 - 1760 kg;10 jaar;2015;171.2;15694;10906
343;Totaal;1306 - 1760 kg;10 jaar;2016;174.8;15631;11185
344;Totaal;1306 - 1760 kg;10 jaar;2017;253.7;15782;16074
345;Totaal;1306 - 1760 kg;10 jaar;2018;289.5;15284;18942
346;Totaal;1306 - 1760 kg;10 jaar;2019;206.5;14738;14013
347;Totaal;1306 - 1760 kg;10 jaar;2020;209.3;14232;14708
348;Totaal;1306 - 1760 kg;11 jaar;2015;203.4;15480;13142
349;Totaal;1306 - 1760 kg;11 jaar;2016;161.8;15314;10563
350;Totaal;1306 - 1760 kg;11 jaar;2017;161.6;15092;10708
351;Totaal;1306 - 1760 kg;11 jaar;2018;230.7;14937;15448
352;Totaal;1306 - 1760 kg;11 jaar;2019;260.8;14308;18231
353;Totaal;1306 - 1760 kg;11 jaar;2020;181.6;13542;13410
354;Totaal;1306 - 1760 kg;12 jaar;2015;111.6;14266;7825
355;Totaal;1306 - 1760 kg;12 jaar;2016;190.9;15184;12571
356;Totaal;1306 - 1760 kg;12 jaar;2017;149.2;14761;10105
357;Totaal;1306 - 1760 kg;12 jaar;2018;146.7;14419;10171
358;Totaal;1306 - 1760 kg;12 jaar;2019;206.2;14045;14680
359;Totaal;1306 - 1760 kg;12 jaar;2020;231.8;13459;17220
360;Totaal;1306 - 1760 kg;13 jaar;2015;94.3;13650;6908
361;Totaal;1306 - 1760 kg;13 jaar;2016;101.1;13818;7316
362;Totaal;1306 - 1760 kg;13 jaar;2017;173.5;14648;11847
363;Totaal;1306 - 1760 kg;13 jaar;2018;133.2;14075;9461
364;Totaal;1306 - 1760 kg;13 jaar;2019;127.5;13450;9482
365;Totaal;1306 - 1760 kg;13 jaar;2020;180.1;13186;13659
366;Totaal;1306 - 1760 kg;14 jaar;2015;85.4;12571;6793
367;Totaal;1306 - 1760 kg;14 jaar;2016;83.7;13438;6227
368;Totaal;1306 - 1760 kg;14 jaar;2017;90.1;13538;6653
369;Totaal;1306 - 1760 kg;14 jaar;2018;152.3;13848;11001
370;Totaal;1306 - 1760 kg;14 jaar;2019;114.5;13083;8751
371;Totaal;1306 - 1760 kg;14 jaar;2020;107.9;12527;8617
372;Totaal;1306 - 1760 kg;15 jaar;2015;70.9;12060;5879
373;Totaal;1306 - 1760 kg;15 jaar;2016;74.4;12463;5970
374;Totaal;1306 - 1760 kg;15 jaar;2017;71.5;12933;5531
375;Totaal;1306 - 1760 kg;15 jaar;2018;75.7;12726;5946
376;Totaal;1306 - 1760 kg;15 jaar;2019;130.7;13092;9982
377;Totaal;1306 - 1760 kg;15 jaar;2020;95.6;12148;7871
378;Totaal;1306 - 1760 kg;16 jaar;2015;53.5;11215;4774
379;Totaal;1306 - 1760 kg;16 jaar;2016;60.4;11783;5125
380;Totaal;1306 - 1760 kg;16 jaar;2017;64.1;12354;5185
381;Totaal;1306 - 1760 kg;16 jaar;2018;57.8;11929;4844
382;Totaal;1306 - 1760 kg;16 jaar;2019;60.9;11880;5123
383;Totaal;1306 - 1760 kg;16 jaar;2020;105.4;11861;8889
384;Totaal;1306 - 1760 kg;17 jaar;2015;47.9;11161;4292
385;Totaal;1306 - 1760 kg;17 jaar;2016;44.7;10978;4075
386;Totaal;1306 - 1760 kg;17 jaar;2017;48.5;11134;4355
387;Totaal;1306 - 1760 kg;17 jaar;2018;51.1;11552;4425
388;Totaal;1306 - 1760 kg;17 jaar;2019;45.4;11103;4085
389;Totaal;1306 - 1760 kg;17 jaar;2020;44.0;10255;4291
390;Totaal;1306 - 1760 kg;18 jaar;2015;35.7;10380;3440
391;Totaal;1306 - 1760 kg;18 jaar;2016;38.2;10557;3614
392;Totaal;1306 - 1760 kg;18 jaar;2017;34.9;10268;3402
393;Totaal;1306 - 1760 kg;18 jaar;2018;37.9;10582;3581
394;Totaal;1306 - 1760 kg;18 jaar;2019;37.9;10346;3663
395;Totaal;1306 - 1760 kg;18 jaar;2020;32.7;9695;3373
396;Totaal;1306 - 1760 kg;19 jaar;2015;22.1;9894;2233
397;Totaal;1306 - 1760 kg;19 jaar;2016;28.8;10059;2862
398;Totaal;1306 - 1760 kg;19 jaar;2017;28.0;9408;2979
399;Totaal;1306 - 1760 kg;19 jaar;2018;26.0;9386;2772
400;Totaal;1306 - 1760 kg;19 jaar;2019;28.0;9489;2946
401;Totaal;1306 - 1760 kg;19 jaar;2020;27.4;9126;2999
402;Totaal;1306 - 1760 kg;20 jaar;2015;11.8;9212;1286
