ID;CountryOfCitizenship;AsylumRequests;Periods;TotalMenAndWomen_1;Men_2;Women_3;AllAges_4;YoungerThan15Years_5;k_15To17Years_6;k_18YearsOrOlder_7
3503;Sudan;Follow-up asylum requests;2007 4th quarter;0;0;0;0;0;0;0
3504;Sudan;Follow-up asylum requests;2007;30;20;10;30;10;0;20
3505;Sudan;Follow-up asylum requests;2008 1st quarter;10;10;0;10;0;0;10
3506;Sudan;Follow-up asylum requests;2008 2nd quarter;10;10;10;10;0;0;10
3507;Sudan;Follow-up asylum requests;2008 3rd quarter;20;10;10;20;0;0;10
3508;Sudan;Follow-up asylum requests;2008 4th quarter;10;10;0;10;0;0;10
3509;Sudan;Follow-up asylum requests;2008;50;30;10;50;0;0;40
3510;Sudan;Follow-up asylum requests;2009 1st quarter;10;10;0;10;0;0;10
3511;Sudan;Follow-up asylum requests;2009 2nd quarter;10;10;0;10;0;0;0
3512;Sudan;Follow-up asylum requests;2009 3rd quarter;10;10;0;10;0;0;10
3513;Sudan;Follow-up asylum requests;2009 4th quarter;0;0;0;0;0;0;0
3514;Sudan;Follow-up asylum requests;2009;20;20;0;20;0;0;20
3515;Sudan;Follow-up asylum requests;2010 1st quarter;10;10;0;10;0;0;10
3516;Sudan;Follow-up asylum requests;2010 2nd quarter;10;10;0;10;0;0;10
3517;Sudan;Follow-up asylum requests;2010 3rd quarter;0;0;0;0;0;0;0
3518;Sudan;Follow-up asylum requests;2010 4th quarter;10;10;0;10;0;0;10
3519;Sudan;Follow-up asylum requests;2010;20;20;0;20;0;0;20
3520;Sudan;Follow-up asylum requests;2011 1st quarter;0;0;0;0;0;0;0
3521;Sudan;Follow-up asylum requests;2011 2nd quarter;10;10;0;10;0;0;10
3522;Sudan;Follow-up asylum requests;2011 3rd quarter;10;0;10;10;0;0;10
3523;Sudan;Follow-up asylum requests;2011 4th quarter;10;10;0;10;0;0;10
3524;Sudan;Follow-up asylum requests;2011;30;20;10;30;0;0;30
3525;Syria;Total asylum requests;2007 1st quarter;50;30;20;50;20;0;30
3526;Syria;Total asylum requests;2007 2nd quarter;10;0;10;10;0;0;10
3527;Syria;Total asylum requests;2007 3rd quarter;20;10;10;20;0;0;10
3528;Syria;Total asylum requests;2007 4th quarter;20;10;10;20;0;0;10
3529;Syria;Total asylum requests;2007;90;50;40;90;20;10;70
3530;Syria;Total asylum requests;2008 1st quarter;20;20;0;20;0;0;20
3531;Syria;Total asylum requests;2008 2nd quarter;20;10;10;20;0;0;20
3532;Syria;Total asylum requests;2008 3rd quarter;20;10;10;20;0;0;20
3533;Syria;Total asylum requests;2008 4th quarter;20;20;10;20;0;0;20
3534;Syria;Total asylum requests;2008;80;60;30;80;10;0;70
3535;Syria;Total asylum requests;2009 1st quarter;40;30;10;40;10;0;30
3536;Syria;Total asylum requests;2009 2nd quarter;20;20;10;20;10;0;10
3537;Syria;Total asylum requests;2009 3rd quarter;20;20;10;20;0;0;20
3538;Syria;Total asylum requests;2009 4th quarter;50;40;10;50;10;0;40
3539;Syria;Total asylum requests;2009;130;100;30;130;20;0;100
3540;Syria;Total asylum requests;2010 1st quarter;40;30;10;40;10;0;30
3541;Syria;Total asylum requests;2010 2nd quarter;30;20;10;30;0;0;20
3542;Syria;Total asylum requests;2010 3rd quarter;30;20;10;30;10;0;20
3543;Syria;Total asylum requests;2010 4th quarter;60;40;20;60;10;0;50
3544;Syria;Total asylum requests;2010;150;110;40;150;20;0;120
3545;Syria;Total asylum requests;2011 1st quarter;20;20;10;20;0;0;20
3546;Syria;Total asylum requests;2011 2nd quarter;40;30;10;40;10;0;30
3547;Syria;Total asylum requests;2011 3rd quarter;70;40;20;70;10;0;50
3548;Syria;Total asylum requests;2011 4th quarter;80;60;20;80;10;0;60
3549;Syria;Total asylum requests;2011;200;140;60;200;20;10;170
3550;Syria;First asylum requests;2007 1st quarter;30;10;10;30;10;0;20
3551;Syria;First asylum requests;2007 2nd quarter;0;0;0;0;0;0;0
3552;Syria;First asylum requests;2007 3rd quarter;10;0;0;10;0;0;10
3553;Syria;First asylum requests;2007 4th quarter;10;10;0;10;0;0;10
3554;Syria;First asylum requests;2007;50;30;20;50;10;10;40
3555;Syria;First asylum requests;2008 1st quarter;10;10;0;10;0;0;10
3556;Syria;First asylum requests;2008 2nd quarter;20;10;10;20;0;0;10
3557;Syria;First asylum requests;2008 3rd quarter;10;0;0;10;0;0;10
3558;Syria;First asylum requests;2008 4th quarter;10;10;10;10;0;0;10
3559;Syria;First asylum requests;2008;50;30;20;50;10;0;40
3560;Syria;First asylum requests;2009 1st quarter;30;20;10;30;10;0;20
3561;Syria;First asylum requests;2009 2nd quarter;20;10;0;20;0;0;10
3562;Syria;First asylum requests;2009 3rd quarter;10;10;0;10;0;0;10
3563;Syria;First asylum requests;2009 4th quarter;50;40;10;50;10;0;40
3564;Syria;First asylum requests;2009;100;80;20;100;20;0;80
3565;Syria;First asylum requests;2010 1st quarter;30;20;0;30;0;0;20
3566;Syria;First asylum requests;2010 2nd quarter;20;10;10;20;0;0;20
3567;Syria;First asylum requests;2010 3rd quarter;30;20;10;30;10;0;20
3568;Syria;First asylum requests;2010 4th quarter;50;30;20;50;10;0;40
3569;Syria;First asylum requests;2010;120;90;40;120;20;0;100
3570;Syria;First asylum requests;2011 1st quarter;20;10;10;20;0;0;20
3571;Syria;First asylum requests;2011 2nd quarter;30;20;10;30;10;0;20
3572;Syria;First asylum requests;2011 3rd quarter;50;40;20;50;10;0;40
3573;Syria;First asylum requests;2011 4th quarter;70;50;20;70;10;0;60
3574;Syria;First asylum requests;2011;170;120;50;170;20;10;140
3575;Syria;Follow-up asylum requests;2007 1st quarter;30;20;10;30;10;0;20
3576;Syria;Follow-up asylum requests;2007 2nd quarter;0;0;0;0;0;0;0
3577;Syria;Follow-up asylum requests;2007 3rd quarter;10;0;10;10;0;0;10
3578;Syria;Follow-up asylum requests;2007 4th quarter;0;0;0;0;0;0;0
3579;Syria;Follow-up asylum requests;2007;40;30;20;40;10;0;30
3580;Syria;Follow-up asylum requests;2008 1st quarter;10;10;0;10;0;0;10
3581;Syria;Follow-up asylum requests;2008 2nd quarter;10;0;0;10;0;0;10
3582;Syria;Follow-up asylum requests;2008 3rd quarter;10;10;0;10;0;0;10
3583;Syria;Follow-up asylum requests;2008 4th quarter;10;10;0;10;0;0;10
3584;Syria;Follow-up asylum requests;2008;30;20;10;30;0;0;30
3585;Syria;Follow-up asylum requests;2009 1st quarter;10;10;0;10;0;0;10
3586;Syria;Follow-up asylum requests;2009 2nd quarter;10;0;0;10;0;0;0
3587;Syria;Follow-up asylum requests;2009 3rd quarter;10;10;0;10;0;0;10
3588;Syria;Follow-up asylum requests;2009 4th quarter;0;0;0;0;0;0;0
3589;Syria;Follow-up asylum requests;2009;30;20;10;30;10;0;20
3590;Syria;Follow-up asylum requests;2010 1st quarter;10;10;0;10;0;0;10
3591;Syria;Follow-up asylum requests;2010 2nd quarter;0;0;0;0;0;0;0
3592;Syria;Follow-up asylum requests;2010 3rd quarter;0;0;0;0;0;0;0
3593;Syria;Follow-up asylum requests;2010 4th quarter;10;10;0;10;0;0;10
3594;Syria;Follow-up asylum requests;2010;20;20;0;20;0;0;20
3595;Syria;Follow-up asylum requests;2011 1st quarter;0;0;0;0;0;0;0
3596;Syria;Follow-up asylum requests;2011 2nd quarter;10;10;0;10;0;0;10
3597;Syria;Follow-up asylum requests;2011 3rd quarter;10;10;0;10;0;0;10
3598;Syria;Follow-up asylum requests;2011 4th quarter;10;10;0;10;0;0;10
3599;Syria;Follow-up asylum requests;2011;30;30;0;30;0;0;30
3600;Togo;Total asylum requests;2007 1st quarter;0;0;0;0;0;0;0
3601;Togo;Total asylum requests;2007 2nd quarter;10;10;0;10;0;0;10
3602;Togo;Total asylum requests;2007 3rd quarter;10;0;0;10;0;0;10
3603;Togo;Total asylum requests;2007 4th quarter;0;0;0;0;0;0;0
3604;Togo;Total asylum requests;2007;20;10;10;20;0;0;20
3605;Togo;Total asylum requests;2008 1st quarter;10;10;0;10;0;0;10
3606;Togo;Total asylum requests;2008 2nd quarter;0;0;0;0;0;0;0
3607;Togo;Total asylum requests;2008 3rd quarter;10;10;0;10;0;0;10
3608;Togo;Total asylum requests;2008 4th quarter;10;10;0;10;0;0;10
3609;Togo;Total asylum requests;2008;30;20;10;30;0;10;20
3610;Togo;Total asylum requests;2009 1st quarter;10;10;0;10;0;0;10
3611;Togo;Total asylum requests;2009 2nd quarter;10;10;0;10;0;0;10
3612;Togo;Total asylum requests;2009 3rd quarter;0;0;0;0;0;0;0
3613;Togo;Total asylum requests;2009 4th quarter;10;0;0;10;0;0;10
3614;Togo;Total asylum requests;2009;30;20;10;30;0;0;30
3615;Togo;Total asylum requests;2010 1st quarter;10;10;0;10;0;0;10
3616;Togo;Total asylum requests;2010 2nd quarter;10;10;10;10;0;0;10
3617;Togo;Total asylum requests;2010 3rd quarter;10;0;0;10;0;0;10
3618;Togo;Total asylum requests;2010 4th quarter;10;10;0;10;0;0;10
3619;Togo;Total asylum requests;2010;30;20;10;30;0;0;20
3620;Togo;Total asylum requests;2011 1st quarter;10;10;0;10;0;0;10
3621;Togo;Total asylum requests;2011 2nd quarter;10;0;0;10;0;0;10
3622;Togo;Total asylum requests;2011 3rd quarter;0;0;0;0;0;0;0
3623;Togo;Total asylum requests;2011 4th quarter;0;0;0;0;0;0;0
3624;Togo;Total asylum requests;2011;20;10;10;20;0;0;10
3625;Togo;First asylum requests;2007 1st quarter;0;0;0;0;0;0;0
3626;Togo;First asylum requests;2007 2nd quarter;0;0;0;0;0;0;0
3627;Togo;First asylum requests;2007 3rd quarter;0;0;0;0;0;0;0
3628;Togo;First asylum requests;2007 4th quarter;0;0;0;0;0;0;0
3629;Togo;First asylum requests;2007;10;0;10;10;0;0;10
3630;Togo;First asylum requests;2008 1st quarter;10;10;0;10;0;0;10
3631;Togo;First asylum requests;2008 2nd quarter;0;0;0;0;0;0;0
3632;Togo;First asylum requests;2008 3rd quarter;10;10;0;10;0;0;10
3633;Togo;First asylum requests;2008 4th quarter;10;0;0;10;0;0;0
3634;Togo;First asylum requests;2008;20;20;10;20;0;10;20
3635;Togo;First asylum requests;2009 1st quarter;10;10;0;10;0;0;10
3636;Togo;First asylum requests;2009 2nd quarter;10;10;0;10;0;0;10
3637;Togo;First asylum requests;2009 3rd quarter;0;0;0;0;0;0;0
3638;Togo;First asylum requests;2009 4th quarter;10;0;0;10;0;0;10
3639;Togo;First asylum requests;2009;30;20;10;30;0;0;30
3640;Togo;First asylum requests;2010 1st quarter;10;0;0;10;0;0;0
3641;Togo;First asylum requests;2010 2nd quarter;10;0;10;10;0;0;10
3642;Togo;First asylum requests;2010 3rd quarter;0;0;0;0;0;0;0
3643;Togo;First asylum requests;2010 4th quarter;10;10;0;10;0;0;10
3644;Togo;First asylum requests;2010;30;20;10;30;0;0;20
3645;Togo;First asylum requests;2011 1st quarter;10;10;0;10;0;0;10
3646;Togo;First asylum requests;2011 2nd quarter;0;0;0;0;0;0;0
3647;Togo;First asylum requests;2011 3rd quarter;0;0;0;0;0;0;0
3648;Togo;First asylum requests;2011 4th quarter;0;0;0;0;0;0;0
3649;Togo;First asylum requests;2011;20;10;10;20;0;0;10
3650;Togo;Follow-up asylum requests;2007 1st quarter;0;0;0;0;0;0;0
3651;Togo;Follow-up asylum requests;2007 2nd quarter;0;0;0;0;0;0;0
3652;Togo;Follow-up asylum requests;2007 3rd quarter;10;0;0;10;0;0;0
3653;Togo;Follow-up asylum requests;2007 4th quarter;0;0;0;0;0;0;0
3654;Togo;Follow-up asylum requests;2007;10;10;0;10;0;0;10
3655;Togo;Follow-up asylum requests;2008 1st quarter;0;0;0;0;0;0;0
3656;Togo;Follow-up asylum requests;2008 2nd quarter;0;0;0;0;0;0;0
3657;Togo;Follow-up asylum requests;2008 3rd quarter;0;0;0;0;0;0;0
3658;Togo;Follow-up asylum requests;2008 4th quarter;0;0;0;0;0;0;0
3659;Togo;Follow-up asylum requests;2008;10;10;0;10;0;0;10
3660;Togo;Follow-up asylum requests;2009 1st quarter;0;0;0;0;0;0;0
3661;Togo;Follow-up asylum requests;2009 2nd quarter;0;0;0;0;0;0;0
3662;Togo;Follow-up asylum requests;2009 3rd quarter;0;0;0;0;0;0;0
3663;Togo;Follow-up asylum requests;2009 4th quarter;0;0;0;0;0;0;0
3664;Togo;Follow-up asylum requests;2009;0;0;0;0;0;0;0
3665;Togo;Follow-up asylum requests;2010 1st quarter;0;0;0;0;0;0;0
3666;Togo;Follow-up asylum requests;2010 2nd quarter;0;0;0;0;0;0;0
3667;Togo;Follow-up asylum requests;2010 3rd quarter;0;0;0;0;0;0;0
3668;Togo;Follow-up asylum requests;2010 4th quarter;0;0;0;0;0;0;0
3669;Togo;Follow-up asylum requests;2010;10;10;0;10;0;0;10
3670;Togo;Follow-up asylum requests;2011 1st quarter;0;0;0;0;0;0;0
3671;Togo;Follow-up asylum requests;2011 2nd quarter;0;0;0;0;0;0;0
3672;Togo;Follow-up asylum requests;2011 3rd quarter;0;0;0;0;0;0;0
3673;Togo;Follow-up asylum requests;2011 4th quarter;0;0;0;0;0;0;0
3674;Togo;Follow-up asylum requests;2011;0;0;0;0;0;0;0
3675;34;Total asylum requests;2007 1st quarter;50;40;20;50;20;0;40
3676;34;Total asylum requests;2007 2nd quarter;20;20;0;20;0;0;20
3677;34;Total asylum requests;2007 3rd quarter;30;30;10;30;0;0;30
3678;34;Total asylum requests;2007 4th quarter;40;30;10;40;0;0;40
3679;34;Total asylum requests;2007;150;110;40;150;20;0;130
3680;34;Total asylum requests;2008 1st quarter;30;20;10;30;0;0;30
3681;34;Total asylum requests;2008 2nd quarter;30;20;0;30;10;0;20
3682;34;Total asylum requests;2008 3rd quarter;30;30;0;30;0;0;30
3683;34;Total asylum requests;2008 4th quarter;30;30;0;30;0;0;30
3684;34;Total asylum requests;2008;110;100;10;110;10;0;100
3685;34;Total asylum requests;2009 1st quarter;30;20;0;30;0;0;30
3686;34;Total asylum requests;2009 2nd quarter;30;20;0;30;0;0;20
3687;34;Total asylum requests;2009 3rd quarter;20;10;0;20;0;0;20
3688;34;Total asylum requests;2009 4th quarter;20;10;10;20;0;0;10
3689;34;Total asylum requests;2009;90;70;20;90;10;0;80
3690;34;Total asylum requests;2010 1st quarter;30;20;10;30;0;0;20
3691;34;Total asylum requests;2010 2nd quarter;30;20;10;30;10;0;30
3692;34;Total asylum requests;2010 3rd quarter;30;20;10;30;10;0;20
3693;34;Total asylum requests;2010 4th quarter;20;20;0;20;0;0;10
3694;34;Total asylum requests;2010;100;80;20;100;20;0;90
3695;34;Total asylum requests;2011 1st quarter;40;30;20;40;10;0;30
3696;34;Total asylum requests;2011 2nd quarter;20;20;0;20;0;0;20
3697;34;Total asylum requests;2011 3rd quarter;30;20;10;30;10;0;20
3698;34;Total asylum requests;2011 4th quarter;20;20;0;20;0;0;20
3699;34;Total asylum requests;2011;110;90;30;110;20;0;90
3700;34;First asylum requests;2007 1st quarter;30;20;10;30;10;0;20
3701;34;First asylum requests;2007 2nd quarter;10;10;0;10;0;0;10
3702;34;First asylum requests;2007 3rd quarter;20;20;10;20;0;0;20
3703;34;First asylum requests;2007 4th quarter;40;30;10;40;0;0;30
3704;34;First asylum requests;2007;100;80;30;100;10;0;90
3705;34;First asylum requests;2008 1st quarter;20;10;0;20;0;0;10
3706;34;First asylum requests;2008 2nd quarter;20;20;0;20;0;0;20
3707;34;First asylum requests;2008 3rd quarter;20;20;0;20;0;0;20
3708;34;First asylum requests;2008 4th quarter;20;20;0;20;0;0;20
3709;34;First asylum requests;2008;70;60;10;70;10;0;70
3710;34;First asylum requests;2009 1st quarter;20;20;0;20;0;0;20
3711;34;First asylum requests;2009 2nd quarter;20;20;0;20;0;0;20
3712;34;First asylum requests;2009 3rd quarter;10;10;0;10;0;0;10
3713;34;First asylum requests;2009 4th quarter;10;10;0;10;0;0;10
3714;34;First asylum requests;2009;70;60;10;70;10;0;60
3715;34;First asylum requests;2010 1st quarter;30;20;10;30;0;0;20
3716;34;First asylum requests;2010 2nd quarter;30;20;10;30;10;0;20
3717;34;First asylum requests;2010 3rd quarter;20;20;0;20;0;0;20
3718;34;First asylum requests;2010 4th quarter;10;10;0;10;0;0;10
3719;34;First asylum requests;2010;90;70;20;90;20;0;70
3720;34;First asylum requests;2011 1st quarter;40;20;10;40;10;0;30
3721;34;First asylum requests;2011 2nd quarter;20;20;0;20;0;0;20
3722;34;First asylum requests;2011 3rd quarter;20;20;10;20;10;0;20
3723;34;First asylum requests;2011 4th quarter;20;10;0;20;0;0;10
3724;34;First asylum requests;2011;100;70;30;100;20;0;80
3725;34;Follow-up asylum requests;2007 1st quarter;20;20;10;20;10;0;10
3726;34;Follow-up asylum requests;2007 2nd quarter;10;10;0;10;0;0;10
3727;34;Follow-up asylum requests;2007 3rd quarter;10;10;0;10;0;0;10
3728;34;Follow-up asylum requests;2007 4th quarter;10;10;0;10;0;0;10
3729;34;Follow-up asylum requests;2007;40;30;10;40;10;0;40
3730;34;Follow-up asylum requests;2008 1st quarter;10;10;0;10;0;0;10
3731;34;Follow-up asylum requests;2008 2nd quarter;10;10;0;10;0;0;10
3732;34;Follow-up asylum requests;2008 3rd quarter;10;10;0;10;0;0;10
3733;34;Follow-up asylum requests;2008 4th quarter;10;10;0;10;0;0;10
3734;34;Follow-up asylum requests;2008;40;40;10;40;10;0;40
3735;34;Follow-up asylum requests;2009 1st quarter;10;10;0;10;0;0;10
3736;34;Follow-up asylum requests;2009 2nd quarter;0;0;0;0;0;0;0
3737;34;Follow-up asylum requests;2009 3rd quarter;0;0;0;0;0;0;0
3738;34;Follow-up asylum requests;2009 4th quarter;0;0;0;0;0;0;0
3739;34;Follow-up asylum requests;2009;20;10;0;20;0;0;20
3740;34;Follow-up asylum requests;2010 1st quarter;0;0;0;0;0;0;0
3741;34;Follow-up asylum requests;2010 2nd quarter;0;0;0;0;0;0;0
3742;34;Follow-up asylum requests;2010 3rd quarter;10;0;0;10;0;0;0
3743;34;Follow-up asylum requests;2010 4th quarter;0;0;0;0;0;0;0
3744;34;Follow-up asylum requests;2010;10;10;0;10;0;0;10
3745;34;Follow-up asylum requests;2011 1st quarter;10;0;0;10;0;0;10
3746;34;Follow-up asylum requests;2011 2nd quarter;0;0;0;0;0;0;0
3747;34;Follow-up asylum requests;2011 3rd quarter;0;0;0;0;0;0;0
3748;34;Follow-up asylum requests;2011 4th quarter;10;10;0;10;0;0;10
3749;34;Follow-up asylum requests;2011;20;10;0;20;0;0;20
3750;Uganda;Total asylum requests;2007 1st quarter;10;0;0;10;0;0;0
3751;Uganda;Total asylum requests;2007 2nd quarter;0;0;0;0;0;0;0
3752;Uganda;Total asylum requests;2007 3rd quarter;10;10;10;10;0;0;10
3753;Uganda;Total asylum requests;2007 4th quarter;10;10;10;10;0;0;10
3754;Uganda;Total asylum requests;2007;30;20;20;30;0;10;20
3755;Uganda;Total asylum requests;2008 1st quarter;10;0;10;10;0;0;10
3756;Uganda;Total asylum requests;2008 2nd quarter;0;0;0;0;0;0;0
3757;Uganda;Total asylum requests;2008 3rd quarter;10;0;10;10;0;0;10
3758;Uganda;Total asylum requests;2008 4th quarter;10;0;0;10;0;0;10
3759;Uganda;Total asylum requests;2008;30;10;20;30;10;0;20
3760;Uganda;Total asylum requests;2009 1st quarter;10;10;0;10;0;0;10
3761;Uganda;Total asylum requests;2009 2nd quarter;20;10;0;20;0;0;20
3762;Uganda;Total asylum requests;2009 3rd quarter;20;10;10;20;0;0;10
3763;Uganda;Total asylum requests;2009 4th quarter;20;20;10;20;0;0;20
3764;Uganda;Total asylum requests;2009;70;40;20;70;0;0;60
3765;Uganda;Total asylum requests;2010 1st quarter;20;10;10;20;0;0;20
3766;Uganda;Total asylum requests;2010 2nd quarter;10;10;10;10;0;0;10
3767;Uganda;Total asylum requests;2010 3rd quarter;20;10;10;20;0;0;20
3768;Uganda;Total asylum requests;2010 4th quarter;30;20;10;30;0;0;30
3769;Uganda;Total asylum requests;2010;90;40;50;90;0;0;80
3770;Uganda;Total asylum requests;2011 1st quarter;30;10;20;30;0;0;20
3771;Uganda;Total asylum requests;2011 2nd quarter;20;10;10;20;0;0;20
3772;Uganda;Total asylum requests;2011 3rd quarter;30;20;10;30;0;0;30
3773;Uganda;Total asylum requests;2011 4th quarter;30;10;20;30;0;0;30
3774;Uganda;Total asylum requests;2011;110;50;60;110;0;10;100
3775;Uganda;First asylum requests;2007 1st quarter;10;0;0;10;0;0;0
3776;Uganda;First asylum requests;2007 2nd quarter;0;0;0;0;0;0;0
3777;Uganda;First asylum requests;2007 3rd quarter;10;10;10;10;0;0;10
3778;Uganda;First asylum requests;2007 4th quarter;10;10;10;10;0;0;10
3779;Uganda;First asylum requests;2007;30;10;20;30;0;10;20
3780;Uganda;First asylum requests;2008 1st quarter;10;0;10;10;0;0;10
3781;Uganda;First asylum requests;2008 2nd quarter;0;0;0;0;0;0;0
3782;Uganda;First asylum requests;2008 3rd quarter;10;0;10;10;0;0;10
3783;Uganda;First asylum requests;2008 4th quarter;10;0;0;10;0;0;0
3784;Uganda;First asylum requests;2008;30;10;20;30;10;0;20
3785;Uganda;First asylum requests;2009 1st quarter;10;10;0;10;0;0;10
3786;Uganda;First asylum requests;2009 2nd quarter;10;10;0;10;0;0;10
3787;Uganda;First asylum requests;2009 3rd quarter;10;10;10;10;0;0;10
3788;Uganda;First asylum requests;2009 4th quarter;20;20;10;20;0;0;20
3789;Uganda;First asylum requests;2009;60;40;20;60;0;0;50
3790;Uganda;First asylum requests;2010 1st quarter;20;10;10;20;0;0;20
3791;Uganda;First asylum requests;2010 2nd quarter;10;10;10;10;0;0;10
3792;Uganda;First asylum requests;2010 3rd quarter;20;10;10;20;0;0;20
3793;Uganda;First asylum requests;2010 4th quarter;30;20;10;30;0;0;30
3794;Uganda;First asylum requests;2010;80;40;50;80;0;0;70
3795;Uganda;First asylum requests;2011 1st quarter;30;10;20;30;0;0;20
3796;Uganda;First asylum requests;2011 2nd quarter;10;10;10;10;0;0;10
3797;Uganda;First asylum requests;2011 3rd quarter;20;10;10;20;0;0;20
3798;Uganda;First asylum requests;2011 4th quarter;30;10;20;30;0;0;30
3799;Uganda;First asylum requests;2011;90;40;50;90;0;0;90
3800;Uganda;Follow-up asylum requests;2007 1st quarter;0;0;0;0;0;0;0
3801;Uganda;Follow-up asylum requests;2007 2nd quarter;0;0;0;0;0;0;0
3802;Uganda;Follow-up asylum requests;2007 3rd quarter;0;0;0;0;0;0;0
3803;Uganda;Follow-up asylum requests;2007 4th quarter;0;0;0;0;0;0;0
3804;Uganda;Follow-up asylum requests;2007;0;0;0;0;0;0;0
3805;Uganda;Follow-up asylum requests;2008 1st quarter;0;0;0;0;0;0;0
3806;Uganda;Follow-up asylum requests;2008 2nd quarter;0;0;0;0;0;0;0
3807;Uganda;Follow-up asylum requests;2008 3rd quarter;0;0;0;0;0;0;0
3808;Uganda;Follow-up asylum requests;2008 4th quarter;0;0;0;0;0;0;0
3809;Uganda;Follow-up asylum requests;2008;0;0;0;0;0;0;0
3810;Uganda;Follow-up asylum requests;2009 1st quarter;0;0;0;0;0;0;0
3811;Uganda;Follow-up asylum requests;2009 2nd quarter;0;0;0;0;0;0;0
3812;Uganda;Follow-up asylum requests;2009 3rd quarter;0;0;0;0;0;0;0
3813;Uganda;Follow-up asylum requests;2009 4th quarter;0;0;0;0;0;0;0
3814;Uganda;Follow-up asylum requests;2009;10;10;0;10;0;0;10
3815;Uganda;Follow-up asylum requests;2010 1st quarter;0;0;0;0;0;0;0
3816;Uganda;Follow-up asylum requests;2010 2nd quarter;0;0;0;0;0;0;0
3817;Uganda;Follow-up asylum requests;2010 3rd quarter;0;0;0;0;0;0;0
3818;Uganda;Follow-up asylum requests;2010 4th quarter;0;0;0;0;0;0;0
3819;Uganda;Follow-up asylum requests;2010;10;10;0;10;0;0;10
3820;Uganda;Follow-up asylum requests;2011 1st quarter;0;0;0;0;0;0;0
3821;Uganda;Follow-up asylum requests;2011 2nd quarter;10;0;0;10;0;0;10
3822;Uganda;Follow-up asylum requests;2011 3rd quarter;10;10;0;10;0;0;10
3823;Uganda;Follow-up asylum requests;2011 4th quarter;10;0;0;10;0;0;0
3824;Uganda;Follow-up asylum requests;2011;20;10;10;20;0;0;20
3825;Uzbekistan;Total asylum requests;2007 1st quarter;10;0;10;10;0;0;0
3826;Uzbekistan;Total asylum requests;2007 2nd quarter;10;0;10;10;0;0;10
3827;Uzbekistan;Total asylum requests;2007 3rd quarter;10;0;0;10;0;0;10
3828;Uzbekistan;Total asylum requests;2007 4th quarter;10;0;0;10;0;0;0
3829;Uzbekistan;Total asylum requests;2007;30;10;20;30;10;0;20
3830;Uzbekistan;Total asylum requests;2008 1st quarter;0;0;0;0;0;0;0
3831;Uzbekistan;Total asylum requests;2008 2nd quarter;10;10;0;10;0;0;10
3832;Uzbekistan;Total asylum requests;2008 3rd quarter;0;0;0;0;0;0;0
3833;Uzbekistan;Total asylum requests;2008 4th quarter;0;0;0;0;0;0;0
3834;Uzbekistan;Total asylum requests;2008;10;10;10;10;0;0;10
3835;Uzbekistan;Total asylum requests;2009 1st quarter;0;0;0;0;0;0;0
3836;Uzbekistan;Total asylum requests;2009 2nd quarter;10;0;0;10;0;0;10
3837;Uzbekistan;Total asylum requests;2009 3rd quarter;0;0;0;0;0;0;0
3838;Uzbekistan;Total asylum requests;2009 4th quarter;10;0;0;10;0;0;10
3839;Uzbekistan;Total asylum requests;2009;20;10;10;20;0;0;20
3840;Uzbekistan;Total asylum requests;2010 1st quarter;10;0;0;10;0;0;0
3841;Uzbekistan;Total asylum requests;2010 2nd quarter;0;0;0;0;0;0;0
3842;Uzbekistan;Total asylum requests;2010 3rd quarter;0;0;0;0;0;0;0
3843;Uzbekistan;Total asylum requests;2010 4th quarter;0;0;0;0;0;0;0
3844;Uzbekistan;Total asylum requests;2010;20;10;10;20;0;0;10
3845;Uzbekistan;Total asylum requests;2011 1st quarter;0;0;0;0;0;0;0
3846;Uzbekistan;Total asylum requests;2011 2nd quarter;0;0;0;0;0;0;0
3847;Uzbekistan;Total asylum requests;2011 3rd quarter;10;0;0;10;0;0;10
3848;Uzbekistan;Total asylum requests;2011 4th quarter;10;10;10;10;10;0;10
3849;Uzbekistan;Total asylum requests;2011;20;10;10;20;10;0;10
3850;Uzbekistan;First asylum requests;2007 1st quarter;0;0;0;0;0;0;0
3851;Uzbekistan;First asylum requests;2007 2nd quarter;0;0;0;0;0;0;0
3852;Uzbekistan;First asylum requests;2007 3rd quarter;0;0;0;0;0;0;0
3853;Uzbekistan;First asylum requests;2007 4th quarter;10;0;0;10;0;0;0
3854;Uzbekistan;First asylum requests;2007;10;10;10;10;0;0;10
3855;Uzbekistan;First asylum requests;2008 1st quarter;0;0;0;0;0;0;0
3856;Uzbekistan;First asylum requests;2008 2nd quarter;10;0;0;10;0;0;0
3857;Uzbekistan;First asylum requests;2008 3rd quarter;0;0;0;0;0;0;0
3858;Uzbekistan;First asylum requests;2008 4th quarter;0;0;0;0;0;0;0
3859;Uzbekistan;First asylum requests;2008;10;10;10;10;0;0;10
3860;Uzbekistan;First asylum requests;2009 1st quarter;0;0;0;0;0;0;0
3861;Uzbekistan;First asylum requests;2009 2nd quarter;10;0;0;10;0;0;10
3862;Uzbekistan;First asylum requests;2009 3rd quarter;0;0;0;0;0;0;0
3863;Uzbekistan;First asylum requests;2009 4th quarter;0;0;0;0;0;0;0
3864;Uzbekistan;First asylum requests;2009;10;10;10;10;0;0;10
3865;Uzbekistan;First asylum requests;2010 1st quarter;10;0;0;10;0;0;0
3866;Uzbekistan;First asylum requests;2010 2nd quarter;0;0;0;0;0;0;0
