ID;SBI93;Perioden;Ondernemingen_1;BalanstotaalEindstand_2;ImmaterieleVasteActiva_3;MaterieleVasteActiva_4;DeelnemingenTotaal_5;DeelnemingenBinnenland_6;DeelnemingenBuitenland_7;LanglopendeVorderingen_8;Voorraden_9;KortlopendeVorderingen_10;Handelsdebiteuren_11;LiquideMiddelen_12;EigenVermogen_13;BelangVanDerden_14;Egalisatierekening_15;Voorzieningen_16;LanglopendeSchulden_17;KortlopendeSchulden_18;Handelscrediteuren_19;NettoOmzet_20;LoonSalarisEnSocialePremies_21;Afschrijvingen_22;KostenVanDeOmzet_23;Bedrijfsresultaat_24;Rentebaten_25;Rentelasten_26;OverigeFinancieleResultaten_27;ResultaatUitDeelnemingenTotaal_28;ResultaatUitDeelnemingenBinnenland_29;ResultaatUitDeelnemingenBuitenland_30;BuitengewoneBatenEnLastenSaldo_31;BuitengewoneBaten_32;BuitengewoneLasten_33;ResultaatVoorBelastingen_34;Vennootschapsbelasting_35;AandeelVanDerden_36;ResultaatNetto_37;Winstuitkeringen_38
10;0000e  Niet-financiële sector (A-O, mi..;2002;200710.0;858309.1;35432.9;197707.6;132673.4;;;99515.0;63663.0;261401.0;;67915.6;300120.5;16647.3;10528.4;48944.5;188725.4;293343.3;;818439.7;133673.1;32865.7;612301.0;39599.9;10892.8;17659.1;-2406.7;1331.0;;;2138.5;10874.5;8736.1;33895.3;11286.5;3625.9;18982.9;24927.2
11;0000e  Niet-financiële sector (A-O, mi..;2003;210790.0;846152.6;38544.0;198170.2;127613.2;;;121476.4;63876.6;224663.3;;71809.1;312594.8;11451.4;10688.7;51246.7;191559.6;268612.2;;830141.6;137286.2;32391.5;623367.8;37096.2;9704.2;15197.2;877.9;17100.1;;;924.3;2520.0;1595.8;50503.3;10375.9;1372.2;38755.3;26639.8
12;0000e  Niet-financiële sector (A-O, mi..;2004;208849.0;860907.1;37946.9;195532.9;135076.1;;;124098.4;64615.2;225416.1;;78222.1;321596.7;11717.6;10640.7;51647.4;189471.4;275833.6;;836802.0;136574.1;31712.6;624080.9;44434.3;8578.9;14252.3;-600.1;24167.3;;;784.2;2280.4;1496.2;63110.1;13190.2;1940.4;47979.4;25788.2
13;0000e  Niet-financiële sector (A-O, mi..;2005;214395.0;927249.3;40294.0;200310.0;170003.6;20477.7;149525.9;117238.1;68165.7;166531.1;89611.7;75096.8;371375.7;3699.6;7995.6;57322.2;207431.1;216603.6;62822.0;897310.6;137703.0;29777.0;667128.8;62701.8;8614.3;14930.1;449.4;42962.1;10593.1;32368.9;1469.3;2348.1;878.9;101263.2;18181.7;645.1;82436.4;43629.0
14;0000e  Niet-financiële sector (A-O, mi..;2006;219507.0;1001955.3;44604.1;208142.0;186772.1;25486.2;161286.0;130138.4;71316.4;181698.8;97221.9;82061.5;410147.9;4523.7;11633.9;56510.4;219006.2;232943.2;67189.9;959880.8;146131.6;30268.5;718767.3;64713.4;10528.7;16418.6;-1972.2;49228.6;13810.0;35418.6;212.1;1285.6;1073.5;106291.9;16085.7;917.0;89289.2;41172.5
15;0000e  Niet-financiële sector (A-O, mi..;2007;242045.0;1083483.5;70788.3;227532.1;218058.4;28894.7;189163.7;116409.1;80351.3;162818.0;105234.9;102291.3;456327.9;5144.0;12087.9;56107.4;243659.8;236089.8;74066.7;1036461.0;154886.6;31261.4;777687.1;72625.9;9476.6;19488.4;134.7;69035.8;22958.1;46077.7;565.7;1363.1;797.5;132350.4;16523.4;789.7;115037.3;51230.2
16;0000a Landbouw en nijverheid (A-F);1992;32950.0;235159.8;3086.1;74631.9;57668.3;;;14548.3;23443.3;49028.7;;12753.0;91791.9;5304.3;1186.2;15484.9;47802.5;73589.5;;229886.6;41267.3;10561.4;164260.0;13797.4;;;;;;;-446.1;;;14491.0;3341.1;1371.1;9778.8;7416.8
17;0000a Landbouw en nijverheid (A-F);1993;34203.0;237037.0;3409.7;75611.0;59867.1;;;13820.9;21971.7;49068.4;;13288.7;96911.3;5628.1;878.5;15932.7;48902.0;68784.7;;225080.9;41479.9;10586.7;160387.5;12626.7;;;;;;;681.0;;;14212.8;3156.3;1256.7;9799.8;6265.5
18;0000a Landbouw en nijverheid (A-F);1994;35974.0;243636.1;3787.3;75813.3;62001.1;;;15780.3;22390.1;49627.9;;14236.6;102641.4;6133.0;651.2;16944.1;48257.1;69009.6;;229756.5;41325.4;10613.7;163060.1;14757.3;;;;;;;-879.3;2453.5;3332.8;19782.5;3593.2;1373.0;14816.3;7951.0
19;0000a Landbouw en nijverheid (A-F);1995;36377.0;252556.5;4911.8;77183.1;66498.3;;;14708.8;23130.0;51008.4;;15116.4;105925.6;6346.2;498.5;18227.4;48067.8;73491.2;;240406.9;41626.2;10815.3;171016.2;16949.0;2156.0;4981.6;-240.9;8882.0;;;-106.0;2212.0;2317.9;22658.4;4538.7;1772.6;16347.1;8574.2
20;0000a Landbouw en nijverheid (A-F);1996;38241.0;271456.4;5974.7;79057.3;76463.9;;;17027.3;22645.1;55878.8;;14409.8;114971.9;6501.7;1925.9;18228.0;52724.9;77104.3;;255731.8;42784.9;11209.7;183397.5;18339.7;2128.3;4836.4;16.4;9376.5;;;660.8;2450.2;1789.3;25685.3;5375.7;2528.4;17781.2;9470.6
21;0000a Landbouw en nijverheid (A-F);1997;40430.0;298539.7;7737.2;81099.6;86303.0;;;21507.1;24547.3;61505.0;;15841.0;130312.3;7886.9;2057.9;18809.9;54672.1;84800.9;;278581.8;44892.9;11690.8;202104.3;19893.9;2398.4;4958.4;53.2;11809.6;;;3728.1;5658.7;1930.6;32924.9;5882.3;2845.1;24197.5;10047.7
22;0000a Landbouw en nijverheid (A-F);1998;41319.0;307720.4;10851.8;82263.4;76376.6;;;27443.7;25219.3;64279.8;;21286.3;126142.2;7474.9;2149.9;19503.4;60513.3;91937.2;;283930.4;46466.1;12254.1;205828.4;19381.7;2799.0;5559.3;211.2;7232.3;;;5223.5;7593.0;2369.5;29288.3;5068.9;2264.0;21955.5;14635.8
23;0000a Landbouw en nijverheid (A-F);1999;40659.0;346321.0;10882.4;85539.2;88880.6;;;34808.1;26296.6;78692.7;;21222.0;146150.8;9709.4;2063.9;22621.9;68904.8;96870.4;;290695.5;48081.1;12819.9;209905.4;19889.0;3540.9;5995.6;379.5;11127.9;;;3836.0;7259.1;3423.2;32777.7;5476.8;2905.0;24395.9;12243.5
24;0000a Landbouw en nijverheid (A-F);2000;40052.0;401803.3;14639.3;87429.3;106695.7;;;41210.1;28561.7;103401.7;;19866.0;174962.1;11879.7;2125.2;21386.8;73222.1;118227.8;;330097.3;48800.0;13193.1;243542.0;24562.2;5382.9;7307.1;2330.5;15070.1;;;13713.7;16121.1;2407.4;53752.3;7078.5;4406.3;42267.5;15900.1
25;0000a Landbouw en nijverheid (A-F);2001;44744.0;439059.8;20670.7;89991.8;105448.7;;;55731.2;30158.2;113488.9;;23570.4;183374.2;14114.6;2103.9;22068.0;88557.7;128841.4;;344744.0;52051.1;14162.3;255604.2;22926.5;6272.4;8619.5;-485.6;10948.2;;;2898.1;6544.3;3646.2;33940.0;5871.0;4250.6;23818.5;15814.6
26;0000a Landbouw en nijverheid (A-F);2002;45170.0;453328.6;20288.6;91501.9;105510.7;;;49421.6;30755.3;129462.1;;26388.7;179448.9;15557.7;2230.9;21448.7;92097.3;142545.2;;343541.6;55031.5;14339.7;254248.6;19921.7;6039.7;8171.0;-3030.6;11415.3;;;3355.8;7056.9;3701.2;29530.9;5084.6;3444.7;21001.6;12518.6
27;0000a Landbouw en nijverheid (A-F);2003;46828.0;435377.6;20801.1;90600.9;101488.5;;;51407.4;30409.1;112307.7;;28363.2;177974.5;10503.2;1997.8;21441.1;93034.9;130426.5;;336052.6;55541.9;14744.9;247975.6;17790.2;5106.7;7214.5;-1075.6;12725.9;;;471.5;804.1;332.6;27803.8;5157.5;1259.7;21386.6;16818.4
28;0000a Landbouw en nijverheid (A-F);2004;45535.0;452855.5;20150.5;88096.4;111077.0;;;55093.0;29685.0;113939.1;;34814.8;187780.6;10698.2;1933.8;21805.4;89818.4;140819.1;;345391.8;53958.9;14813.3;254096.9;22522.7;4412.6;7132.5;-953.5;20515.1;;;237.2;714.0;476.8;39601.2;6155.7;1851.3;31594.2;16571.0
29;0000a Landbouw en nijverheid (A-F);2005;45630.0;494528.7;18735.6;94336.7;140276.9;7512.7;132764.2;52717.9;30268.9;89007.4;39757.5;29428.5;228456.1;2770.3;2079.4;24635.2;101774.5;105102.2;29711.2;378755.0;52985.7;13397.3;274841.7;37530.3;4349.0;7499.9;216.5;35977.7;6483.4;29494.4;487.1;692.8;205.7;71060.4;11230.5;530.4;59299.5;32542.8
30;0000a Landbouw en nijverheid (A-F);2006;45766.0;529998.6;19989.2;96581.9;147397.9;10452.4;136945.5;59686.6;32137.3;98301.3;43163.1;32741.3;247472.9;3377.6;2137.9;23322.1;106434.9;115279.7;31973.3;418749.3;55145.0;12941.0;317258.5;33404.7;5293.5;8193.6;-2611.0;37361.2;8750.4;28610.8;-76.8;325.0;401.7;65178.0;8473.8;627.6;56076.5;29257.7
31;0000a Landbouw en nijverheid (A-F);2007;49702.0;579579.0;35662.9;101814.4;168935.2;10511.9;158423.3;46374.7;37135.8;93551.6;46741.7;49362.6;281527.2;3580.2;2077.9;22622.0;120873.4;113676.3;35222.0;442108.5;56195.9;13751.1;335671.0;36490.5;5680.9;9765.9;-960.7;52591.7;16472.0;36119.7;259.9;503.2;243.3;84296.5;8696.1;506.1;75094.3;29600.3
32;A Landbouw, jacht en bosbouw;1992;3431.0;3952.0;78.2;1880.8;106.2;;;179.9;405.2;869.7;;432.1;1293.7;0.1;1.9;356.8;1085.5;1214.1;;3758.5;866.8;302.4;2390.5;198.7;;;;;;;27.3;;;153.2;63.8;0.5;88.9;14.1
33;A Landbouw, jacht en bosbouw;1993;3606.0;4107.7;63.0;1912.6;109.8;;;202.3;425.2;930.8;;464.0;1297.9;0.0;1.3;421.7;1106.9;1280.0;;3809.5;895.4;299.6;2449.9;164.6;;;;;;;-1.5;;;99.6;48.5;0.0;51.1;39.7
34;A Landbouw, jacht en bosbouw;1994;3950.0;4595.1;71.2;2072.0;146.2;;;299.5;454.9;1007.8;;543.6;1469.9;0.0;0.5;490.8;1244.1;1390.0;;4177.9;951.0;316.7;2656.6;253.6;;;;;;;5.2;39.2;34.0;197.0;73.1;0.0;123.9;18.2
35;A Landbouw, jacht en bosbouw;1995;4077.0;4633.6;61.5;2104.8;118.2;;;328.1;431.8;1025.2;;563.9;1408.3;0.0;0.2;528.3;1232.4;1464.3;;4211.6;907.9;328.1;2712.2;263.4;27.6;119.5;15.6;9.7;;;36.7;71.9;35.1;233.5;89.8;0.0;143.7;22.2
36;A Landbouw, jacht en bosbouw;1996;4562.0;5154.1;77.0;2335.8;155.3;;;364.1;481.6;1103.1;;637.3;1542.8;0.0;0.0;600.6;1381.1;1629.6;;4741.5;1019.6;376.2;3015.3;330.3;32.9;125.2;18.2;17.0;;;48.0;89.5;41.5;321.3;104.5;2.6;214.1;38.1
37;A Landbouw, jacht en bosbouw;1997;5005.0;6000.9;82.7;2612.7;215.2;;;486.9;515.1;1310.7;;777.5;1912.1;0.4;0.0;691.4;1587.3;1809.9;;5283.8;1153.9;413.8;3298.7;417.4;29.1;141.0;20.9;32.2;;;64.9;104.2;39.3;423.5;123.7;0.0;299.8;40.7
38;A Landbouw, jacht en bosbouw;1998;5582.0;6668.7;114.8;2851.2;255.4;;;632.3;551.6;1430.6;;832.8;2048.1;-0.2;0.0;800.2;1757.0;2063.7;;5610.9;1261.3;459.5;3603.1;287.0;33.4;155.2;16.3;29.4;;;117.5;153.4;35.9;328.3;120.0;0.0;208.4;56.6
39;A Landbouw, jacht en bosbouw;1999;5610.0;7096.2;78.7;2835.4;326.2;;;704.1;617.4;1648.9;;885.5;2196.7;1.0;0.0;797.9;1788.9;2311.8;;6168.3;1303.7;451.1;4125.2;288.3;34.3;152.7;23.1;33.3;;;118.6;159.7;41.1;344.9;119.0;-0.2;226.1;101.0
40;A Landbouw, jacht en bosbouw;2000;5408.0;6936.4;88.5;2941.3;254.8;;;700.3;557.8;1597.7;;796.1;2028.3;-0.2;0.0;772.7;1870.5;2265.2;;5995.1;1327.3;465.9;3863.5;338.4;27.2;151.7;22.9;42.6;;;141.4;186.1;44.6;420.8;111.8;0.0;309.0;67.9
41;A Landbouw, jacht en bosbouw;2001;6246.0;8612.3;97.3;3618.0;381.2;;;941.0;677.2;1995.8;;901.9;2573.1;-0.2;0.0;920.1;2624.3;2495.1;;7182.6;1589.1;556.5;4667.4;369.7;33.9;198.8;12.7;54.2;;;108.1;165.4;57.3;379.6;107.4;0.0;272.2;84.5
42;A Landbouw, jacht en bosbouw;2002;6403.0;9244.7;91.0;3902.8;383.3;;;1010.3;721.4;2102.0;;1033.9;2726.4;19.3;0.0;950.6;2971.8;2576.5;;7805.0;1697.2;637.3;5120.8;349.7;33.7;216.8;5.8;72.8;;;152.4;190.1;37.7;397.7;125.7;-1.0;273.0;90.1
43;A Landbouw, jacht en bosbouw;2003;6441.0;10100.8;92.4;4287.0;508.2;;;1061.4;826.8;2178.9;;1146.1;3024.2;23.2;0.0;946.8;3301.6;2805.0;;8198.9;1844.2;616.5;5263.6;474.6;36.4;213.0;10.9;98.0;;;169.3;200.3;30.9;576.2;153.6;-1.0;423.6;115.9
44;A Landbouw, jacht en bosbouw;2004;6331.0;10395.6;85.0;4426.7;579.7;;;1073.2;858.8;2248.1;;1124.1;3073.4;10.9;0.0;998.3;3564.0;2749.0;;8119.3;1821.0;631.6;5249.3;417.3;40.7;216.1;30.4;100.2;;;125.9;155.8;30.0;498.3;131.5;0.2;366.6;137.9
45;A Landbouw, jacht en bosbouw;2005;6281.0;11136.1;89.5;4627.9;665.7;388.0;277.7;1127.3;898.1;1528.8;948.3;1250.6;3463.7;15.5;0.0;1008.8;3848.8;2041.9;757.4;8731.2;1862.4;628.3;5764.3;476.2;41.6;213.3;53.9;151.9;91.1;60.8;159.1;180.6;21.6;669.4;143.8;0.2;525.3;82.5
46;A Landbouw, jacht en bosbouw;2006;6143.0;12023.1;92.4;5093.2;789.0;379.3;409.6;1209.8;1007.3;1627.1;934.8;1269.6;3859.6;12.4;0.8;965.7;4253.9;2151.8;779.0;9534.9;1835.5;675.5;6285.7;738.1;47.7;239.6;31.6;169.4;89.5;79.9;54.6;82.0;27.4;801.7;157.6;1.4;642.7;155.2
47;A Landbouw, jacht en bosbouw;2007;6675.0;13576.3;111.7;6078.8;824.2;510.2;314.0;1230.8;1129.6;1768.6;1013.5;1419.1;4198.3;5.9;1.5;990.5;5088.6;2372.2;919.3;10785.6;1988.3;658.2;7211.2;927.8;57.2;300.7;32.5;161.6;126.9;34.7;37.4;68.8;31.3;915.8;160.8;3.6;751.4;304.8
48;01 Landbouw, jacht en dienstverlening ..;1992;3406.0;3942.4;78.2;1875.5;105.6;;;179.1;404.5;867.9;;431.6;1290.0;0.1;1.9;355.8;1084.7;1209.8;;3749.7;864.0;301.8;2385.6;198.4;;;;;;;27.3;;;152.9;63.6;0.5;88.8;14.1
49;01 Landbouw, jacht en dienstverlening ..;1993;3581.0;4097.4;63.0;1907.4;109.7;;;201.2;424.3;928.7;;463.1;1294.1;0.0;1.3;420.1;1105.8;1276.2;;3799.0;891.9;299.0;2443.9;164.3;;;;;;;-1.5;;;99.3;48.4;0.0;51.0;39.7
50;01 Landbouw, jacht en dienstverlening ..;1994;3917.0;4579.8;71.2;2064.2;145.6;;;297.7;454.3;1004.8;;542.1;1464.5;0.0;0.5;488.4;1241.4;1385.1;;4163.9;946.4;315.8;2648.9;252.9;;;;;;;5.4;39.2;33.8;196.5;72.8;0.0;123.7;18.1
51;01 Landbouw, jacht en dienstverlening ..;1995;4044.0;4614.3;61.5;2095.3;117.4;;;326.8;430.6;1021.3;;561.5;1401.8;0.0;0.2;525.2;1229.1;1458.0;;4189.2;901.8;326.4;2699.3;261.7;27.6;119.0;15.5;9.4;;;36.9;71.6;34.7;232.1;89.5;0.0;142.6;22.2
52;01 Landbouw, jacht en dienstverlening ..;1996;4527.0;5131.7;76.9;2325.7;154.0;;;362.9;480.0;1098.5;;633.8;1535.1;0.0;0.0;597.5;1376.4;1622.7;;4716.6;1012.8;374.4;3001.1;328.4;32.8;124.7;18.1;16.7;;;47.9;89.3;41.4;319.0;103.9;2.6;212.5;38.1
53;01 Landbouw, jacht en dienstverlening ..;1997;4968.0;5974.0;82.7;2602.3;213.4;;;485.4;513.4;1304.3;;772.5;1903.3;0.4;0.0;687.9;1581.7;1800.8;;5249.2;1145.1;411.4;3276.7;416.0;29.0;140.4;20.8;32.0;;;64.9;104.0;39.1;422.3;123.3;0.0;298.9;40.6
54;01 Landbouw, jacht en dienstverlening ..;1998;5536.0;6637.5;114.8;2838.4;253.2;;;628.4;550.4;1422.4;;830.0;2040.2;-0.2;0.0;796.9;1746.6;2054.2;;5580.0;1252.2;457.1;3585.8;284.9;33.3;154.5;16.4;29.1;;;117.4;153.1;35.6;326.7;119.7;0.0;207.1;56.6
55;01 Landbouw, jacht en dienstverlening ..;1999;5568.0;7049.3;77.5;2818.8;323.4;;;703.0;615.3;1632.6;;878.7;2186.5;0.7;0.0;795.7;1779.4;2287.1;;6109.6;1291.0;448.2;4083.3;287.1;34.2;152.0;23.2;32.9;;;118.0;158.9;40.9;343.3;118.3;0.0;225.0;83.2
56;01 Landbouw, jacht en dienstverlening ..;2000;5367.0;6890.4;87.3;2920.2;252.5;;;698.6;553.6;1587.2;;791.0;2021.9;-0.2;0.0;770.1;1853.9;2244.8;;5955.2;1313.9;463.2;3842.5;335.6;27.2;151.0;23.2;42.2;;;141.5;185.9;44.5;418.6;111.3;0.0;307.3;67.9
57;01 Landbouw, jacht en dienstverlening ..;2001;6197.0;8543.7;96.0;3590.9;378.8;;;927.5;672.4;1984.0;;894.2;2549.5;-0.2;0.0;916.2;2600.9;2477.2;;7139.3;1576.1;553.6;4642.7;367.0;33.8;197.4;13.1;54.0;;;108.0;165.2;57.2;378.5;107.1;0.0;271.4;84.0
58;01 Landbouw, jacht en dienstverlening ..;2002;6357.0;9177.0;89.8;3873.3;380.8;;;997.8;717.4;2090.1;;1027.8;2704.8;19.3;0.0;947.8;2950.7;2554.3;;7757.8;1683.3;633.7;5092.9;347.9;33.6;215.3;6.5;72.7;;;152.1;189.8;37.7;397.5;125.5;-1.0;273.1;89.6
59;01 Landbouw, jacht en dienstverlening ..;2003;6398.0;10040.1;91.2;4262.6;505.8;;;1047.7;823.7;2168.1;;1140.9;3000.3;23.2;0.0;944.7;3283.6;2788.4;;8155.4;1831.9;612.9;5238.6;472.1;36.4;212.0;11.2;96.5;;;169.4;200.1;30.7;573.5;153.2;-1.0;421.3;115.5
60;01 Landbouw, jacht en dienstverlening ..;2004;6287.0;10334.2;84.9;4405.1;577.2;;;1058.2;856.9;2234.9;;1116.9;3047.9;10.9;0.0;996.1;3545.2;2734.1;;8042.0;1806.1;626.7;5217.2;392.0;40.6;215.1;30.4;99.6;;;125.9;155.7;29.8;473.4;130.9;0.2;342.3;115.3
61;01 Landbouw, jacht en dienstverlening ..;2005;6245.0;11074.6;89.5;4608.7;663.2;385.5;277.7;1126.0;888.1;1515.0;940.1;1244.2;3440.4;15.5;0.0;1006.2;3827.1;2033.0;752.5;8686.8;1851.0;625.4;5738.4;472.0;41.5;212.3;52.8;152.9;92.1;60.8;158.9;180.5;21.6;665.9;143.2;0.2;522.5;82.2
62;01 Landbouw, jacht en dienstverlening ..;2006;6096.0;11965.1;91.7;5076.8;784.7;375.2;409.6;1209.0;998.1;1611.8;929.5;1263.4;3837.2;12.4;0.8;963.9;4239.0;2136.6;775.2;9499.4;1826.6;673.3;6262.3;737.2;47.6;239.0;30.3;168.4;88.5;79.9;54.5;82.0;27.4;799.0;156.9;1.4;640.7;154.4
63;01 Landbouw, jacht en dienstverlening ..;2007;6613.0;13476.2;110.1;6050.4;817.6;503.6;314.0;1221.1;1115.1;1748.8;1005.2;1407.9;4152.7;5.9;1.5;985.6;5065.9;2350.1;914.4;10726.2;1975.1;654.6;7171.7;924.8;56.9;299.4;31.9;159.2;124.6;34.7;37.6;68.7;31.2;911.0;159.7;3.6;747.6;304.0
64;02 Bosbouw en dienstverlening voor ..;1992;25.0;9.7;0.0;5.3;0.6;;;0.8;0.7;1.7;;0.6;3.6;0.0;0.0;1.0;0.8;4.3;;8.8;2.9;0.6;5.0;0.3;;;;;;;0.0;;;0.3;0.2;0.0;0.1;0.0
65;02 Bosbouw en dienstverlening voor ..;1993;25.0;10.3;0.0;5.2;0.0;;;1.1;0.9;2.2;;0.9;3.8;0.0;0.0;1.6;1.1;3.8;;10.5;3.6;0.7;5.9;0.3;;;;;;;0.1;;;0.2;0.1;0.0;0.1;0.0
66;02 Bosbouw en dienstverlening voor ..;1994;33.0;15.3;0.0;7.7;0.6;;;1.9;0.6;3.0;;1.5;5.4;0.0;0.0;2.3;2.7;4.9;;14.0;4.6;1.0;7.7;0.7;;;;;;;-0.1;0.0;0.2;0.5;0.3;0.0;0.3;0.1
67;02 Bosbouw en dienstverlening voor ..;1995;33.0;19.2;0.0;9.5;0.8;;;1.3;1.2;3.9;;2.4;6.5;0.0;0.0;3.1;3.3;6.3;;22.4;6.1;1.7;12.9;1.7;0.0;0.5;0.1;0.2;;;-0.2;0.3;0.4;1.5;0.3;0.0;1.1;0.0
68;02 Bosbouw en dienstverlening voor ..;1996;35.0;22.4;0.0;10.1;1.3;;;1.3;1.6;4.6;;3.5;7.7;0.0;0.0;3.1;4.7;6.9;;24.9;6.9;1.8;14.3;2.0;0.1;0.5;0.1;0.4;;;0.1;0.2;0.0;2.3;0.6;0.0;1.6;0.0
69;02 Bosbouw en dienstverlening voor ..;1997;37.0;26.9;0.0;10.4;1.8;;;1.6;1.7;6.4;;5.0;8.8;0.0;0.0;3.5;5.5;9.1;;34.6;8.7;2.4;22.0;1.3;0.1;0.6;0.1;0.3;;;0.0;0.1;0.1;1.2;0.3;0.0;0.9;0.1
70;02 Bosbouw en dienstverlening voor ..;1998;46.0;31.2;0.0;12.8;2.2;;;3.9;1.2;8.2;;2.9;7.9;0.0;0.0;3.3;10.5;9.5;;31.0;9.2;2.4;17.3;2.1;0.0;0.7;-0.2;0.3;;;0.0;0.3;0.3;1.6;0.3;0.0;1.3;0.1
71;02 Bosbouw en dienstverlening voor ..;1999;42.0;46.9;1.2;16.7;2.8;;;1.1;2.1;16.3;;6.8;10.2;0.3;0.0;2.2;9.5;24.7;;58.7;12.7;2.9;41.9;1.2;0.1;0.7;-0.1;0.4;;;0.6;0.7;0.1;1.6;0.6;-0.2;1.1;17.7
72;02 Bosbouw en dienstverlening voor ..;2000;41.0;46.0;1.2;21.1;2.3;;;1.8;4.2;10.5;;5.0;6.4;0.0;0.0;2.6;16.6;20.4;;39.9;13.4;2.7;21.0;2.8;0.0;0.7;-0.3;0.4;;;0.0;0.1;0.2;2.2;0.5;0.0;1.7;0.0
