ID;BedrijfstakBranchesSBI2008;Perioden;TotaalBedrijven_1;Eenmanszaken_2;OverigeRechtspersonen_3
463;A Landbouw, bosbouw en visserij;1998;66;32;34
464;A Landbouw, bosbouw en visserij;1999 januari;3;2;1
465;A Landbouw, bosbouw en visserij;1999 februari;9;3;6
466;A Landbouw, bosbouw en visserij;1999 maart;9;5;4
467;A Landbouw, bosbouw en visserij;1999 1e kwartaal;21;10;11
468;A Landbouw, bosbouw en visserij;1999 april;4;3;1
469;A Landbouw, bosbouw en visserij;1999 mei;1;0;1
470;A Landbouw, bosbouw en visserij;1999 juni;2;2;0
471;A Landbouw, bosbouw en visserij;1999 2e kwartaal;7;5;2
472;A Landbouw, bosbouw en visserij;1999 juli;4;2;2
473;A Landbouw, bosbouw en visserij;1999 augustus;1;1;0
474;A Landbouw, bosbouw en visserij;1999 september;2;2;0
475;A Landbouw, bosbouw en visserij;1999 3e kwartaal;7;5;2
476;A Landbouw, bosbouw en visserij;1999 oktober;5;1;4
477;A Landbouw, bosbouw en visserij;1999 november;2;0;2
478;A Landbouw, bosbouw en visserij;1999 december;4;1;3
479;A Landbouw, bosbouw en visserij;1999 4e kwartaal;11;2;9
480;A Landbouw, bosbouw en visserij;1999;46;22;24
481;A Landbouw, bosbouw en visserij;2000 januari;3;2;1
482;A Landbouw, bosbouw en visserij;2000 februari;5;1;4
483;A Landbouw, bosbouw en visserij;2000 maart;2;0;2
484;A Landbouw, bosbouw en visserij;2000 1e kwartaal;10;3;7
485;A Landbouw, bosbouw en visserij;2000 april;4;2;2
486;A Landbouw, bosbouw en visserij;2000 mei;6;3;3
487;A Landbouw, bosbouw en visserij;2000 juni;1;1;0
488;A Landbouw, bosbouw en visserij;2000 2e kwartaal;11;6;5
489;A Landbouw, bosbouw en visserij;2000 juli;1;0;1
490;A Landbouw, bosbouw en visserij;2000 augustus;6;2;4
491;A Landbouw, bosbouw en visserij;2000 september;2;0;2
492;A Landbouw, bosbouw en visserij;2000 3e kwartaal;9;2;7
493;A Landbouw, bosbouw en visserij;2000 oktober;6;3;3
494;A Landbouw, bosbouw en visserij;2000 november;3;1;2
495;A Landbouw, bosbouw en visserij;2000 december;3;2;1
496;A Landbouw, bosbouw en visserij;2000 4e kwartaal;12;6;6
497;A Landbouw, bosbouw en visserij;2000;42;17;25
498;A Landbouw, bosbouw en visserij;2001 januari;4;3;1
499;A Landbouw, bosbouw en visserij;2001 februari;2;1;1
500;A Landbouw, bosbouw en visserij;2001 maart;2;0;2
501;A Landbouw, bosbouw en visserij;2001 1e kwartaal;8;4;4
502;A Landbouw, bosbouw en visserij;2001 april;4;1;3
503;A Landbouw, bosbouw en visserij;2001 mei;6;3;3
504;A Landbouw, bosbouw en visserij;2001 juni;3;1;2
505;A Landbouw, bosbouw en visserij;2001 2e kwartaal;13;5;8
506;A Landbouw, bosbouw en visserij;2001 juli;4;0;4
507;A Landbouw, bosbouw en visserij;2001 augustus;7;1;6
508;A Landbouw, bosbouw en visserij;2001 september;0;0;0
509;A Landbouw, bosbouw en visserij;2001 3e kwartaal;11;1;10
510;A Landbouw, bosbouw en visserij;2001 oktober;5;3;2
511;A Landbouw, bosbouw en visserij;2001 november;4;0;4
512;A Landbouw, bosbouw en visserij;2001 december;4;1;3
513;A Landbouw, bosbouw en visserij;2001 4e kwartaal;13;4;9
514;A Landbouw, bosbouw en visserij;2001;45;14;31
515;A Landbouw, bosbouw en visserij;2002 januari;7;2;5
516;A Landbouw, bosbouw en visserij;2002 februari;3;1;2
517;A Landbouw, bosbouw en visserij;2002 maart;2;2;0
518;A Landbouw, bosbouw en visserij;2002 1e kwartaal;12;5;7
519;A Landbouw, bosbouw en visserij;2002 april;3;2;1
520;A Landbouw, bosbouw en visserij;2002 mei;2;0;2
521;A Landbouw, bosbouw en visserij;2002 juni;5;1;4
522;A Landbouw, bosbouw en visserij;2002 2e kwartaal;10;3;7
523;A Landbouw, bosbouw en visserij;2002 juli;7;1;6
524;A Landbouw, bosbouw en visserij;2002 augustus;3;2;1
525;A Landbouw, bosbouw en visserij;2002 september;2;0;2
526;A Landbouw, bosbouw en visserij;2002 3e kwartaal;12;3;9
527;A Landbouw, bosbouw en visserij;2002 oktober;12;5;7
528;A Landbouw, bosbouw en visserij;2002 november;4;1;3
529;A Landbouw, bosbouw en visserij;2002 december;9;4;5
530;A Landbouw, bosbouw en visserij;2002 4e kwartaal;25;10;15
531;A Landbouw, bosbouw en visserij;2002;59;21;38
532;A Landbouw, bosbouw en visserij;2003 januari;6;3;3
533;A Landbouw, bosbouw en visserij;2003 februari;12;4;8
534;A Landbouw, bosbouw en visserij;2003 maart;9;6;3
535;A Landbouw, bosbouw en visserij;2003 1e kwartaal;27;13;14
536;A Landbouw, bosbouw en visserij;2003 april;8;2;6
537;A Landbouw, bosbouw en visserij;2003 mei;8;5;3
538;A Landbouw, bosbouw en visserij;2003 juni;5;1;4
539;A Landbouw, bosbouw en visserij;2003 2e kwartaal;21;8;13
540;A Landbouw, bosbouw en visserij;2003 juli;9;0;9
541;A Landbouw, bosbouw en visserij;2003 augustus;4;1;3
542;A Landbouw, bosbouw en visserij;2003 september;10;2;8
543;A Landbouw, bosbouw en visserij;2003 3e kwartaal;23;3;20
544;A Landbouw, bosbouw en visserij;2003 oktober;8;0;8
545;A Landbouw, bosbouw en visserij;2003 november;5;1;4
546;A Landbouw, bosbouw en visserij;2003 december;6;1;5
547;A Landbouw, bosbouw en visserij;2003 4e kwartaal;19;2;17
548;A Landbouw, bosbouw en visserij;2003;90;26;64
549;A Landbouw, bosbouw en visserij;2004 januari;12;5;7
550;A Landbouw, bosbouw en visserij;2004 februari;17;5;12
551;A Landbouw, bosbouw en visserij;2004 maart;22;4;18
552;A Landbouw, bosbouw en visserij;2004 1e kwartaal;51;14;37
553;A Landbouw, bosbouw en visserij;2004 april;7;0;7
554;A Landbouw, bosbouw en visserij;2004 mei;10;1;9
555;A Landbouw, bosbouw en visserij;2004 juni;19;5;14
556;A Landbouw, bosbouw en visserij;2004 2e kwartaal;36;6;30
557;A Landbouw, bosbouw en visserij;2004 juli;7;5;2
558;A Landbouw, bosbouw en visserij;2004 augustus;11;3;8
559;A Landbouw, bosbouw en visserij;2004 september;17;6;11
560;A Landbouw, bosbouw en visserij;2004 3e kwartaal;35;14;21
561;A Landbouw, bosbouw en visserij;2004 oktober;9;4;5
562;A Landbouw, bosbouw en visserij;2004 november;15;5;10
563;A Landbouw, bosbouw en visserij;2004 december;18;5;13
564;A Landbouw, bosbouw en visserij;2004 4e kwartaal;42;14;28
565;A Landbouw, bosbouw en visserij;2004;164;48;116
566;A Landbouw, bosbouw en visserij;2005 januari;9;4;5
567;A Landbouw, bosbouw en visserij;2005 februari;4;2;2
568;A Landbouw, bosbouw en visserij;2005 maart;12;2;10
569;A Landbouw, bosbouw en visserij;2005 1e kwartaal;25;8;17
570;A Landbouw, bosbouw en visserij;2005 april;16;3;13
571;A Landbouw, bosbouw en visserij;2005 mei;9;3;6
572;A Landbouw, bosbouw en visserij;2005 juni;7;3;4
573;A Landbouw, bosbouw en visserij;2005 2e kwartaal;32;9;23
574;A Landbouw, bosbouw en visserij;2005 juli;11;1;10
575;A Landbouw, bosbouw en visserij;2005 augustus;14;5;9
576;A Landbouw, bosbouw en visserij;2005 september;4;3;1
577;A Landbouw, bosbouw en visserij;2005 3e kwartaal;29;9;20
578;A Landbouw, bosbouw en visserij;2005 oktober;8;1;7
579;A Landbouw, bosbouw en visserij;2005 november;12;6;6
580;A Landbouw, bosbouw en visserij;2005 december;13;6;7
581;A Landbouw, bosbouw en visserij;2005 4e kwartaal;33;13;20
582;A Landbouw, bosbouw en visserij;2005;119;39;80
583;A Landbouw, bosbouw en visserij;2006 januari;15;7;8
584;A Landbouw, bosbouw en visserij;2006 februari;9;4;5
585;A Landbouw, bosbouw en visserij;2006 maart;7;1;6
586;A Landbouw, bosbouw en visserij;2006 1e kwartaal;31;12;19
587;A Landbouw, bosbouw en visserij;2006 april;16;7;9
588;A Landbouw, bosbouw en visserij;2006 mei;9;2;7
589;A Landbouw, bosbouw en visserij;2006 juni;11;8;3
590;A Landbouw, bosbouw en visserij;2006 2e kwartaal;36;17;19
591;A Landbouw, bosbouw en visserij;2006 juli;4;4;0
592;A Landbouw, bosbouw en visserij;2006 augustus;10;6;4
593;A Landbouw, bosbouw en visserij;2006 september;12;7;5
594;A Landbouw, bosbouw en visserij;2006 3e kwartaal;26;17;9
595;A Landbouw, bosbouw en visserij;2006 oktober;8;7;1
596;A Landbouw, bosbouw en visserij;2006 november;9;5;4
597;A Landbouw, bosbouw en visserij;2006 december;12;6;6
598;A Landbouw, bosbouw en visserij;2006 4e kwartaal;29;18;11
599;A Landbouw, bosbouw en visserij;2006;122;64;58
600;A Landbouw, bosbouw en visserij;2007 januari;3;1;2
601;A Landbouw, bosbouw en visserij;2007 februari;4;0;4
602;A Landbouw, bosbouw en visserij;2007 maart;9;2;7
603;A Landbouw, bosbouw en visserij;2007 1e kwartaal;16;3;13
604;A Landbouw, bosbouw en visserij;2007 april;5;0;5
605;A Landbouw, bosbouw en visserij;2007 mei;4;2;2
606;A Landbouw, bosbouw en visserij;2007 juni;4;2;2
607;A Landbouw, bosbouw en visserij;2007 2e kwartaal;13;4;9
608;A Landbouw, bosbouw en visserij;2007 juli;2;0;2
609;A Landbouw, bosbouw en visserij;2007 augustus;7;2;5
610;A Landbouw, bosbouw en visserij;2007 september;4;2;2
611;A Landbouw, bosbouw en visserij;2007 3e kwartaal;13;4;9
612;A Landbouw, bosbouw en visserij;2007 oktober;13;1;12
613;A Landbouw, bosbouw en visserij;2007 november;6;2;4
614;A Landbouw, bosbouw en visserij;2007 december;7;1;6
615;A Landbouw, bosbouw en visserij;2007 4e kwartaal;26;4;22
616;A Landbouw, bosbouw en visserij;2007;68;15;53
617;A Landbouw, bosbouw en visserij;2008 januari;3;1;2
618;A Landbouw, bosbouw en visserij;2008 februari;10;1;9
619;A Landbouw, bosbouw en visserij;2008 maart;5;0;5
620;A Landbouw, bosbouw en visserij;2008 1e kwartaal;18;2;16
621;A Landbouw, bosbouw en visserij;2008 april;5;1;4
622;A Landbouw, bosbouw en visserij;2008 mei;3;1;2
623;A Landbouw, bosbouw en visserij;2008 juni;4;0;4
624;A Landbouw, bosbouw en visserij;2008 2e kwartaal;12;2;10
625;A Landbouw, bosbouw en visserij;2008 juli;4;1;3
626;A Landbouw, bosbouw en visserij;2008 augustus;9;3;6
627;A Landbouw, bosbouw en visserij;2008 september;5;1;4
628;A Landbouw, bosbouw en visserij;2008 3e kwartaal;18;5;13
629;A Landbouw, bosbouw en visserij;2008 oktober;7;2;5
630;A Landbouw, bosbouw en visserij;2008 november;6;0;6
631;A Landbouw, bosbouw en visserij;2008 december;8;2;6
632;A Landbouw, bosbouw en visserij;2008 4e kwartaal;21;4;17
633;A Landbouw, bosbouw en visserij;2008;69;13;56
634;A Landbouw, bosbouw en visserij;2009 januari;7;2;5
635;A Landbouw, bosbouw en visserij;2009 februari;4;1;3
636;A Landbouw, bosbouw en visserij;2009 maart;4;0;4
637;A Landbouw, bosbouw en visserij;2009 1e kwartaal;15;3;12
638;A Landbouw, bosbouw en visserij;2009 april;5;1;4
639;A Landbouw, bosbouw en visserij;2009 mei;12;1;11
640;A Landbouw, bosbouw en visserij;2009 juni;11;0;11
641;A Landbouw, bosbouw en visserij;2009 2e kwartaal;28;2;26
642;A Landbouw, bosbouw en visserij;2009 juli;11;1;10
643;A Landbouw, bosbouw en visserij;2009 augustus;11;1;10
644;A Landbouw, bosbouw en visserij;2009 september;15;2;13
645;A Landbouw, bosbouw en visserij;2009 3e kwartaal;37;4;33
646;A Landbouw, bosbouw en visserij;2009 oktober;17;0;17
647;A Landbouw, bosbouw en visserij;2009 november;11;2;9
648;A Landbouw, bosbouw en visserij;2009 december;12;4;8
649;A Landbouw, bosbouw en visserij;2009 4e kwartaal;40;6;34
650;A Landbouw, bosbouw en visserij;2009;120;15;105
651;A Landbouw, bosbouw en visserij;2010 januari;10;1;9
652;A Landbouw, bosbouw en visserij;2010 februari;13;3;10
653;A Landbouw, bosbouw en visserij;2010 maart;13;0;13
654;A Landbouw, bosbouw en visserij;2010 1e kwartaal;36;4;32
655;A Landbouw, bosbouw en visserij;2010 april;14;1;13
656;A Landbouw, bosbouw en visserij;2010 mei;3;1;2
657;A Landbouw, bosbouw en visserij;2010 juni;7;2;5
658;A Landbouw, bosbouw en visserij;2010 2e kwartaal;24;4;20
659;A Landbouw, bosbouw en visserij;2010 juli;4;0;4
660;A Landbouw, bosbouw en visserij;2010 augustus;9;2;7
661;A Landbouw, bosbouw en visserij;2010 september;10;1;9
662;A Landbouw, bosbouw en visserij;2010 3e kwartaal;23;3;20
663;A Landbouw, bosbouw en visserij;2010 oktober;7;1;6
664;A Landbouw, bosbouw en visserij;2010 november;13;4;9
665;A Landbouw, bosbouw en visserij;2010 december;12;2;10
666;A Landbouw, bosbouw en visserij;2010 4e kwartaal;32;7;25
667;A Landbouw, bosbouw en visserij;2010;115;18;97
668;A Landbouw, bosbouw en visserij;2011 januari;15;3;12
669;A Landbouw, bosbouw en visserij;2011 februari;14;0;14
670;A Landbouw, bosbouw en visserij;2011 maart;12;4;8
671;A Landbouw, bosbouw en visserij;2011 1e kwartaal;41;7;34
672;A Landbouw, bosbouw en visserij;2011 april;5;0;5
673;A Landbouw, bosbouw en visserij;2011 mei;5;2;3
674;A Landbouw, bosbouw en visserij;2011 juni;6;3;3
675;A Landbouw, bosbouw en visserij;2011 2e kwartaal;16;5;11
676;A Landbouw, bosbouw en visserij;2011 juli;7;1;6
677;A Landbouw, bosbouw en visserij;2011 augustus;9;3;6
678;A Landbouw, bosbouw en visserij;2011 september;2;0;2
679;A Landbouw, bosbouw en visserij;2011 3e kwartaal;18;4;14
680;A Landbouw, bosbouw en visserij;2011 oktober;6;1;5
681;A Landbouw, bosbouw en visserij;2011 november;21;4;17
682;A Landbouw, bosbouw en visserij;2011 december;16;4;12
683;A Landbouw, bosbouw en visserij;2011 4e kwartaal;43;9;34
684;A Landbouw, bosbouw en visserij;2011;118;25;93
685;A Landbouw, bosbouw en visserij;2012  januari;14;6;8
686;A Landbouw, bosbouw en visserij;2012 februari;12;2;10
687;A Landbouw, bosbouw en visserij;2012 maart;8;2;6
688;A Landbouw, bosbouw en visserij;2012 1e kwartaal;34;10;24
689;A Landbouw, bosbouw en visserij;2012 april;5;1;4
690;A Landbouw, bosbouw en visserij;2012 mei;19;3;16
691;A Landbouw, bosbouw en visserij;2012  juni;9;0;9
692;A Landbouw, bosbouw en visserij;2012 2e kwartaal;33;4;29
693;A Landbouw, bosbouw en visserij;2012 juli;12;3;9
694;A Landbouw, bosbouw en visserij;2012 augustus;12;0;12
695;A Landbouw, bosbouw en visserij;2012 september;11;2;9
696;A Landbouw, bosbouw en visserij;2012 3e kwartaal;35;5;30
697;A Landbouw, bosbouw en visserij;2012 oktober;15;3;12
698;A Landbouw, bosbouw en visserij;2012 november;14;1;13
699;A Landbouw, bosbouw en visserij;2012 december;12;2;10
700;A Landbouw, bosbouw en visserij;2012 4e kwartaal;41;6;35
701;A Landbouw, bosbouw en visserij;2012;143;25;118
702;A Landbouw, bosbouw en visserij;2013 januari;10;2;8
703;A Landbouw, bosbouw en visserij;2013 februari;12;0;12
704;A Landbouw, bosbouw en visserij;2013 maart;11;2;9
705;A Landbouw, bosbouw en visserij;2013 1e kwartaal;33;4;29
706;A Landbouw, bosbouw en visserij;2013 april;24;4;20
707;A Landbouw, bosbouw en visserij;2013 mei;10;1;9
708;A Landbouw, bosbouw en visserij;2013 juni;8;3;5
709;A Landbouw, bosbouw en visserij;2013 2e kwartaal;42;8;34
710;A Landbouw, bosbouw en visserij;2013 juli;12;3;9
711;A Landbouw, bosbouw en visserij;2013 augustus;18;1;17
712;A Landbouw, bosbouw en visserij;2013 september;10;1;9
713;A Landbouw, bosbouw en visserij;2013 3e kwartaal;40;5;35
714;A Landbouw, bosbouw en visserij;2013 oktober;10;6;4
715;A Landbouw, bosbouw en visserij;2013 november;23;5;18
716;A Landbouw, bosbouw en visserij;2013 december;8;1;7
717;A Landbouw, bosbouw en visserij;2013 4e kwartaal;41;12;29
718;A Landbouw, bosbouw en visserij;2013;156;29;127
719;A Landbouw, bosbouw en visserij;2014 januari;11;3;8
720;A Landbouw, bosbouw en visserij;2014 februari;3;1;2
721;A Landbouw, bosbouw en visserij;2014 maart;5;0;5
722;A Landbouw, bosbouw en visserij;2014 1e kwartaal;19;4;15
723;A Landbouw, bosbouw en visserij;2014 april;16;5;11
724;01 Landbouw;1993 januari;10;7;3
725;01 Landbouw;1993 februari;12;5;7
726;01 Landbouw;1993 maart;8;7;1
727;01 Landbouw;1993 1e kwartaal;30;19;11
728;01 Landbouw;1993 april;6;5;1
729;01 Landbouw;1993 mei;9;7;2
730;01 Landbouw;1993 juni;11;8;3
731;01 Landbouw;1993 2e kwartaal;26;20;6
732;01 Landbouw;1993 juli;13;9;4
733;01 Landbouw;1993 augustus;12;6;6
734;01 Landbouw;1993 september;8;5;3
735;01 Landbouw;1993 3e kwartaal;33;20;13
736;01 Landbouw;1993 oktober;8;4;4
737;01 Landbouw;1993 november;17;16;1
738;01 Landbouw;1993 december;15;9;6
739;01 Landbouw;1993 4e kwartaal;40;29;11
740;01 Landbouw;1993;129;88;41
741;01 Landbouw;1994 januari;14;9;5
742;01 Landbouw;1994 februari;10;5;5
743;01 Landbouw;1994 maart;8;6;2
744;01 Landbouw;1994 1e kwartaal;32;20;12
745;01 Landbouw;1994 april;2;2;0
746;01 Landbouw;1994 mei;12;10;2
747;01 Landbouw;1994 juni;8;5;3
748;01 Landbouw;1994 2e kwartaal;22;17;5
749;01 Landbouw;1994 juli;11;7;4
750;01 Landbouw;1994 augustus;14;10;4
751;01 Landbouw;1994 september;8;4;4
752;01 Landbouw;1994 3e kwartaal;33;21;12
753;01 Landbouw;1994 oktober;4;2;2
754;01 Landbouw;1994 november;14;10;4
755;01 Landbouw;1994 december;8;7;1
756;01 Landbouw;1994 4e kwartaal;26;19;7
757;01 Landbouw;1994;113;77;36
758;01 Landbouw;1995 januari;10;5;5
759;01 Landbouw;1995 februari;9;7;2
760;01 Landbouw;1995 maart;9;5;4
761;01 Landbouw;1995 1e kwartaal;28;17;11
762;01 Landbouw;1995 april;9;7;2
763;01 Landbouw;1995 mei;3;2;1
764;01 Landbouw;1995 juni;3;1;2
765;01 Landbouw;1995 2e kwartaal;15;10;5
766;01 Landbouw;1995 juli;4;3;1
767;01 Landbouw;1995 augustus;6;5;1
768;01 Landbouw;1995 september;10;5;5
769;01 Landbouw;1995 3e kwartaal;20;13;7
770;01 Landbouw;1995 oktober;19;14;5
771;01 Landbouw;1995 november;11;6;5
772;01 Landbouw;1995 december;9;4;5
773;01 Landbouw;1995 4e kwartaal;39;24;15
774;01 Landbouw;1995;102;64;38
775;01 Landbouw;1996 januari;6;4;2
