ID;AardWerkzaamheden;Gebouwbestemming;Perioden;Bouwkosten_1;Bouwvergunningen_2;Bouwkosten_3;Bouwvergunningen_4
755;Werkzaamheden voor nieuwbouw;Woonsector;2022 april;827;715;197.4;144.5
756;Werkzaamheden voor nieuwbouw;Woonsector;2022 mei;903;747;215.7;151.1
757;Werkzaamheden voor nieuwbouw;Woonsector;2022 juni;1081;816;258.2;165.1
758;Werkzaamheden voor nieuwbouw;Woonsector;2022 juli;1165;715;278.2;144.6
759;Werkzaamheden voor nieuwbouw;Woonsector;2022 augustus;611;529;146.0;107.0
760;Werkzaamheden voor nieuwbouw;Woonsector;2022 september;1100;725;262.7;146.6
761;Werkzaamheden voor nieuwbouw;Woonsector;2022 oktober;1188;628;283.7;127.1
762;Werkzaamheden voor nieuwbouw;Woonsector;2022 november;889;583;212.4;118.0
763;Werkzaamheden voor nieuwbouw;Woonsector;2022 december;805;596;192.2;120.5
764;Werkzaamheden voor nieuwbouw;Woonsector;2023 januari;650;511;155.2;103.4
765;Werkzaamheden voor nieuwbouw;Woonsector;2023 februari;717;538;171.1;108.9
766;Werkzaamheden voor nieuwbouw;Woonsector;2023 maart;906;586;216.4;118.5
767;Werkzaamheden voor nieuwbouw;Woonsector;2023 april;1028;505;245.4;102.2
768;Werkzaamheden voor nieuwbouw;Woonsector;2023 mei;701;511;167.4;103.4
769;Werkzaamheden voor nieuwbouw;Woonsector;2023 juni;1058;559;252.7;113.2
770;Werkzaamheden voor nieuwbouw;Woonsector;2023 juli;788;518;188.1;104.7
771;Werkzaamheden voor nieuwbouw;Woonsector;2023 augustus;570;433;136.2;87.5
772;Werkzaamheden voor nieuwbouw;Woonsector;2023 september;866;488;206.8;98.8
773;Werkzaamheden voor nieuwbouw;Woonsector;2023 oktober;1110;579;265.1;117.2
774;Werkzaamheden voor nieuwbouw;Woonsector;2023 november;857;573;204.7;115.9
775;Werkzaamheden voor nieuwbouw;Woonsector;2023 december;657;496;156.9;100.4
776;Werkzaamheden voor nieuwbouw;Woonsector;2024 januari;570;511;136.0;103.3
777;Werkzaamheden voor nieuwbouw;Woonsector;2024 februari;1122;662;267.9;133.9
778;Werkzaamheden voor nieuwbouw;Woonsector;2024 maart;1372;793;327.7;160.4
779;Werkzaamheden voor nieuwbouw;Woonsector;2024 april;1169;767;279.1;155.0
780;Werkzaamheden voor nieuwbouw;Woonsector;2024 mei;1309;608;312.5;123.0
781;Werkzaamheden voor nieuwbouw;Woonsector;2024 juni;1039;522;248.2;105.6
782;Werkzaamheden voor nieuwbouw;Woonsector;2024 juli;1248;593;298.1;119.9
783;Werkzaamheden voor nieuwbouw;Woonsector;2024 augustus;441;351;105.2;71.0
784;Werkzaamheden voor nieuwbouw;Woonsector;2024 september;678;437;162.0;88.5
785;Werkzaamheden voor nieuwbouw;Woonsector;2024 oktober;1335;534;318.8;108.0
786;Werkzaamheden voor nieuwbouw;Woonsector;2024 november;1145;451;273.5;91.2
787;Werkzaamheden voor nieuwbouw;Woonsector;2024 december;1410;505;336.8;102.1
788;Werkzaamheden voor nieuwbouw;Woonsector;2025 januari;631;440;150.8;89.0
789;Werkzaamheden voor nieuwbouw;Woonsector;2025 februari;585;432;139.7;87.5
790;Werkzaamheden voor nieuwbouw;Bedrijfssector;2012 januari;280;283;81.4;91.9
791;Werkzaamheden voor nieuwbouw;Bedrijfssector;2012 februari;270;319;78.6;103.6
792;Werkzaamheden voor nieuwbouw;Bedrijfssector;2012 maart;514;336;149.7;109.1
793;Werkzaamheden voor nieuwbouw;Bedrijfssector;2012 april;329;329;95.9;106.6
794;Werkzaamheden voor nieuwbouw;Bedrijfssector;2012 mei;370;404;107.7;131.2
795;Werkzaamheden voor nieuwbouw;Bedrijfssector;2012 juni;445;362;129.5;117.5
796;Werkzaamheden voor nieuwbouw;Bedrijfssector;2012 juli;383;361;111.6;117.2
797;Werkzaamheden voor nieuwbouw;Bedrijfssector;2012 augustus;235;266;68.4;86.2
798;Werkzaamheden voor nieuwbouw;Bedrijfssector;2012 september;237;272;68.9;88.3
799;Werkzaamheden voor nieuwbouw;Bedrijfssector;2012 oktober;320;275;93.2;89.4
800;Werkzaamheden voor nieuwbouw;Bedrijfssector;2012 november;361;259;105.0;84.1
801;Werkzaamheden voor nieuwbouw;Bedrijfssector;2012 december;379;231;110.2;74.9
802;Werkzaamheden voor nieuwbouw;Bedrijfssector;2013 januari;185;257;53.9;83.4
803;Werkzaamheden voor nieuwbouw;Bedrijfssector;2013 februari;302;250;88.0;81.2
804;Werkzaamheden voor nieuwbouw;Bedrijfssector;2013 maart;244;281;71.1;91.0
805;Werkzaamheden voor nieuwbouw;Bedrijfssector;2013 april;271;251;78.9;81.4
806;Werkzaamheden voor nieuwbouw;Bedrijfssector;2013 mei;322;275;93.7;89.4
807;Werkzaamheden voor nieuwbouw;Bedrijfssector;2013 juni;266;271;77.4;87.9
808;Werkzaamheden voor nieuwbouw;Bedrijfssector;2013 juli;250;295;72.8;95.7
809;Werkzaamheden voor nieuwbouw;Bedrijfssector;2013 augustus;240;239;69.8;77.4
810;Werkzaamheden voor nieuwbouw;Bedrijfssector;2013 september;345;268;100.5;87.0
811;Werkzaamheden voor nieuwbouw;Bedrijfssector;2013 oktober;290;248;84.5;80.5
812;Werkzaamheden voor nieuwbouw;Bedrijfssector;2013 november;217;234;63.1;75.8
813;Werkzaamheden voor nieuwbouw;Bedrijfssector;2013 december;340;268;98.9;86.9
814;Werkzaamheden voor nieuwbouw;Bedrijfssector;2014 januari;293;252;85.4;81.7
815;Werkzaamheden voor nieuwbouw;Bedrijfssector;2014 februari;286;274;83.2;88.9
816;Werkzaamheden voor nieuwbouw;Bedrijfssector;2014 maart;247;252;71.8;81.8
817;Werkzaamheden voor nieuwbouw;Bedrijfssector;2014 april;264;292;76.8;94.9
818;Werkzaamheden voor nieuwbouw;Bedrijfssector;2014 mei;217;249;63.2;80.8
819;Werkzaamheden voor nieuwbouw;Bedrijfssector;2014 juni;256;261;74.4;84.7
820;Werkzaamheden voor nieuwbouw;Bedrijfssector;2014 juli;319;320;92.8;103.7
821;Werkzaamheden voor nieuwbouw;Bedrijfssector;2014 augustus;245;231;71.2;75.1
822;Werkzaamheden voor nieuwbouw;Bedrijfssector;2014 september;353;251;102.7;81.4
823;Werkzaamheden voor nieuwbouw;Bedrijfssector;2014 oktober;210;241;61.1;78.3
824;Werkzaamheden voor nieuwbouw;Bedrijfssector;2014 november;220;206;63.9;66.8
825;Werkzaamheden voor nieuwbouw;Bedrijfssector;2014 december;351;238;102.2;77.1
826;Werkzaamheden voor nieuwbouw;Bedrijfssector;2015 januari;178;183;51.9;59.5
827;Werkzaamheden voor nieuwbouw;Bedrijfssector;2015 februari;273;224;79.5;72.8
828;Werkzaamheden voor nieuwbouw;Bedrijfssector;2015 maart;331;263;96.4;85.2
829;Werkzaamheden voor nieuwbouw;Bedrijfssector;2015 april;327;240;95.3;77.8
830;Werkzaamheden voor nieuwbouw;Bedrijfssector;2015 mei;286;198;83.3;64.1
831;Werkzaamheden voor nieuwbouw;Bedrijfssector;2015 juni;248;270;72.3;87.6
832;Werkzaamheden voor nieuwbouw;Bedrijfssector;2015 juli;279;285;81.1;92.5
833;Werkzaamheden voor nieuwbouw;Bedrijfssector;2015 augustus;297;179;86.4;58.0
834;Werkzaamheden voor nieuwbouw;Bedrijfssector;2015 september;248;233;72.1;75.6
835;Werkzaamheden voor nieuwbouw;Bedrijfssector;2015 oktober;226;193;65.9;62.6
836;Werkzaamheden voor nieuwbouw;Bedrijfssector;2015 november;252;193;73.5;62.5
837;Werkzaamheden voor nieuwbouw;Bedrijfssector;2015 december;270;209;78.5;67.8
838;Werkzaamheden voor nieuwbouw;Bedrijfssector;2016 januari;159;166;46.4;53.9
839;Werkzaamheden voor nieuwbouw;Bedrijfssector;2016 februari;230;218;66.8;70.8
840;Werkzaamheden voor nieuwbouw;Bedrijfssector;2016 maart;281;229;81.7;74.4
841;Werkzaamheden voor nieuwbouw;Bedrijfssector;2016 april;369;238;107.4;77.2
842;Werkzaamheden voor nieuwbouw;Bedrijfssector;2016 mei;243;221;70.6;71.7
843;Werkzaamheden voor nieuwbouw;Bedrijfssector;2016 juni;280;255;81.6;82.7
844;Werkzaamheden voor nieuwbouw;Bedrijfssector;2016 juli;252;236;73.2;76.7
845;Werkzaamheden voor nieuwbouw;Bedrijfssector;2016 augustus;200;220;58.2;71.2
846;Werkzaamheden voor nieuwbouw;Bedrijfssector;2016 september;340;227;98.8;73.8
847;Werkzaamheden voor nieuwbouw;Bedrijfssector;2016 oktober;225;212;65.4;68.7
848;Werkzaamheden voor nieuwbouw;Bedrijfssector;2016 november;344;241;100.2;78.0
849;Werkzaamheden voor nieuwbouw;Bedrijfssector;2016 december;359;210;104.4;68.2
850;Werkzaamheden voor nieuwbouw;Bedrijfssector;2017 januari;205;210;59.5;68.0
851;Werkzaamheden voor nieuwbouw;Bedrijfssector;2017 februari;451;280;131.1;90.7
852;Werkzaamheden voor nieuwbouw;Bedrijfssector;2017 maart;358;291;104.0;94.3
853;Werkzaamheden voor nieuwbouw;Bedrijfssector;2017 april;253;258;73.5;83.8
854;Werkzaamheden voor nieuwbouw;Bedrijfssector;2017 mei;424;310;123.3;100.7
855;Werkzaamheden voor nieuwbouw;Bedrijfssector;2017 juni;233;283;67.7;91.7
856;Werkzaamheden voor nieuwbouw;Bedrijfssector;2017 juli;400;304;116.5;98.6
857;Werkzaamheden voor nieuwbouw;Bedrijfssector;2017 augustus;185;224;53.7;72.7
858;Werkzaamheden voor nieuwbouw;Bedrijfssector;2017 september;290;280;84.3;90.9
859;Werkzaamheden voor nieuwbouw;Bedrijfssector;2017 oktober;361;285;105.0;92.5
860;Werkzaamheden voor nieuwbouw;Bedrijfssector;2017 november;460;258;133.9;83.6
861;Werkzaamheden voor nieuwbouw;Bedrijfssector;2017 december;293;229;85.3;74.4
862;Werkzaamheden voor nieuwbouw;Bedrijfssector;2018 januari;251;241;73.0;78.2
863;Werkzaamheden voor nieuwbouw;Bedrijfssector;2018 februari;321;270;93.4;87.6
864;Werkzaamheden voor nieuwbouw;Bedrijfssector;2018 maart;320;268;93.1;87.0
865;Werkzaamheden voor nieuwbouw;Bedrijfssector;2018 april;462;306;134.3;99.3
866;Werkzaamheden voor nieuwbouw;Bedrijfssector;2018 mei;439;312;127.8;101.2
867;Werkzaamheden voor nieuwbouw;Bedrijfssector;2018 juni;368;308;107.2;99.8
868;Werkzaamheden voor nieuwbouw;Bedrijfssector;2018 juli;428;327;124.5;106.1
869;Werkzaamheden voor nieuwbouw;Bedrijfssector;2018 augustus;413;249;120.1;80.7
870;Werkzaamheden voor nieuwbouw;Bedrijfssector;2018 september;287;274;83.5;88.8
871;Werkzaamheden voor nieuwbouw;Bedrijfssector;2018 oktober;411;329;119.5;106.6
872;Werkzaamheden voor nieuwbouw;Bedrijfssector;2018 november;373;298;108.4;96.7
873;Werkzaamheden voor nieuwbouw;Bedrijfssector;2018 december;289;250;84.1;81.0
874;Werkzaamheden voor nieuwbouw;Bedrijfssector;2019 januari;305;255;88.7;82.6
875;Werkzaamheden voor nieuwbouw;Bedrijfssector;2019 februari;372;279;108.4;90.4
876;Werkzaamheden voor nieuwbouw;Bedrijfssector;2019 maart;356;269;103.7;87.2
877;Werkzaamheden voor nieuwbouw;Bedrijfssector;2019 april;426;287;123.8;93.1
878;Werkzaamheden voor nieuwbouw;Bedrijfssector;2019 mei;310;306;90.2;99.4
879;Werkzaamheden voor nieuwbouw;Bedrijfssector;2019 juni;352;277;102.3;89.9
880;Werkzaamheden voor nieuwbouw;Bedrijfssector;2019 juli;460;319;133.8;103.6
881;Werkzaamheden voor nieuwbouw;Bedrijfssector;2019 augustus;207;180;60.2;58.4
882;Werkzaamheden voor nieuwbouw;Bedrijfssector;2019 september;271;229;78.7;74.4
883;Werkzaamheden voor nieuwbouw;Bedrijfssector;2019 oktober;361;260;105.1;84.3
884;Werkzaamheden voor nieuwbouw;Bedrijfssector;2019 november;509;226;148.1;73.4
885;Werkzaamheden voor nieuwbouw;Bedrijfssector;2019 december;380;240;110.5;78.0
886;Werkzaamheden voor nieuwbouw;Bedrijfssector;2020 januari;233;247;67.7;80.0
887;Werkzaamheden voor nieuwbouw;Bedrijfssector;2020 februari;344;238;100.2;77.3
888;Werkzaamheden voor nieuwbouw;Bedrijfssector;2020 maart;293;254;85.2;82.5
889;Werkzaamheden voor nieuwbouw;Bedrijfssector;2020 april;516;275;150.1;89.2
890;Werkzaamheden voor nieuwbouw;Bedrijfssector;2020 mei;339;214;98.8;69.3
891;Werkzaamheden voor nieuwbouw;Bedrijfssector;2020 juni;406;280;118.3;90.9
892;Werkzaamheden voor nieuwbouw;Bedrijfssector;2020 juli;582;270;169.5;87.6
893;Werkzaamheden voor nieuwbouw;Bedrijfssector;2020 augustus;385;197;112.0;63.8
894;Werkzaamheden voor nieuwbouw;Bedrijfssector;2020 september;356;240;103.6;77.9
895;Werkzaamheden voor nieuwbouw;Bedrijfssector;2020 oktober;335;250;97.4;81.0
896;Werkzaamheden voor nieuwbouw;Bedrijfssector;2020 november;481;236;140.0;76.5
897;Werkzaamheden voor nieuwbouw;Bedrijfssector;2020 december;331;255;96.4;82.8
898;Werkzaamheden voor nieuwbouw;Bedrijfssector;2021 januari;413;201;120.0;65.3
899;Werkzaamheden voor nieuwbouw;Bedrijfssector;2021 februari;386;239;112.3;77.7
900;Werkzaamheden voor nieuwbouw;Bedrijfssector;2021 maart;617;346;179.6;112.4
901;Werkzaamheden voor nieuwbouw;Bedrijfssector;2021 april;395;300;115.1;97.3
902;Werkzaamheden voor nieuwbouw;Bedrijfssector;2021 mei;400;273;116.5;88.6
903;Werkzaamheden voor nieuwbouw;Bedrijfssector;2021 juni;312;304;90.7;98.5
904;Werkzaamheden voor nieuwbouw;Bedrijfssector;2021 juli;624;334;181.5;108.5
905;Werkzaamheden voor nieuwbouw;Bedrijfssector;2021 augustus;352;245;102.4;79.6
906;Werkzaamheden voor nieuwbouw;Bedrijfssector;2021 september;465;308;135.3;100.0
907;Werkzaamheden voor nieuwbouw;Bedrijfssector;2021 oktober;388;296;113.0;95.9
908;Werkzaamheden voor nieuwbouw;Bedrijfssector;2021 november;449;275;130.6;89.4
909;Werkzaamheden voor nieuwbouw;Bedrijfssector;2021 december;398;291;115.9;94.5
910;Werkzaamheden voor nieuwbouw;Bedrijfssector;2022 januari;368;213;107.2;69.0
911;Werkzaamheden voor nieuwbouw;Bedrijfssector;2022 februari;338;257;98.3;83.4
912;Werkzaamheden voor nieuwbouw;Bedrijfssector;2022 maart;492;285;143.2;92.5
913;Werkzaamheden voor nieuwbouw;Bedrijfssector;2022 april;271;216;78.8;70.2
914;Werkzaamheden voor nieuwbouw;Bedrijfssector;2022 mei;536;244;155.9;79.1
915;Werkzaamheden voor nieuwbouw;Bedrijfssector;2022 juni;481;272;140.0;88.4
916;Werkzaamheden voor nieuwbouw;Bedrijfssector;2022 juli;528;281;153.6;91.0
917;Werkzaamheden voor nieuwbouw;Bedrijfssector;2022 augustus;428;198;124.4;64.3
918;Werkzaamheden voor nieuwbouw;Bedrijfssector;2022 september;327;254;95.1;82.5
919;Werkzaamheden voor nieuwbouw;Bedrijfssector;2022 oktober;615;242;179.0;78.5
920;Werkzaamheden voor nieuwbouw;Bedrijfssector;2022 november;558;229;162.4;74.4
921;Werkzaamheden voor nieuwbouw;Bedrijfssector;2022 december;482;225;140.3;72.9
922;Werkzaamheden voor nieuwbouw;Bedrijfssector;2023 januari;637;206;185.4;67.0
923;Werkzaamheden voor nieuwbouw;Bedrijfssector;2023 februari;447;223;130.0;72.2
924;Werkzaamheden voor nieuwbouw;Bedrijfssector;2023 maart;458;305;133.3;99.1
925;Werkzaamheden voor nieuwbouw;Bedrijfssector;2023 april;487;254;141.8;82.4
926;Werkzaamheden voor nieuwbouw;Bedrijfssector;2023 mei;440;255;128.1;82.6
927;Werkzaamheden voor nieuwbouw;Bedrijfssector;2023 juni;431;264;125.3;85.7
928;Werkzaamheden voor nieuwbouw;Bedrijfssector;2023 juli;349;228;101.4;73.9
929;Werkzaamheden voor nieuwbouw;Bedrijfssector;2023 augustus;337;198;98.0;64.1
930;Werkzaamheden voor nieuwbouw;Bedrijfssector;2023 september;242;209;70.3;67.8
931;Werkzaamheden voor nieuwbouw;Bedrijfssector;2023 oktober;524;253;152.4;82.0
932;Werkzaamheden voor nieuwbouw;Bedrijfssector;2023 november;320;224;93.2;72.6
933;Werkzaamheden voor nieuwbouw;Bedrijfssector;2023 december;642;250;186.9;81.2
934;Werkzaamheden voor nieuwbouw;Bedrijfssector;2024 januari;324;264;94.3;85.7
935;Werkzaamheden voor nieuwbouw;Bedrijfssector;2024 februari;379;286;110.3;92.8
936;Werkzaamheden voor nieuwbouw;Bedrijfssector;2024 maart;471;358;137.0;116.2
937;Werkzaamheden voor nieuwbouw;Bedrijfssector;2024 april;861;337;250.5;109.4
938;Werkzaamheden voor nieuwbouw;Bedrijfssector;2024 mei;700;253;203.6;82.1
939;Werkzaamheden voor nieuwbouw;Bedrijfssector;2024 juni;499;243;145.3;78.7
940;Werkzaamheden voor nieuwbouw;Bedrijfssector;2024 juli;538;261;156.5;84.8
941;Werkzaamheden voor nieuwbouw;Bedrijfssector;2024 augustus;329;166;95.7;53.9
942;Werkzaamheden voor nieuwbouw;Bedrijfssector;2024 september;405;194;117.8;63.0
943;Werkzaamheden voor nieuwbouw;Bedrijfssector;2024 oktober;490;234;142.6;75.8
944;Werkzaamheden voor nieuwbouw;Bedrijfssector;2024 november;233;162;67.7;52.7
945;Werkzaamheden voor nieuwbouw;Bedrijfssector;2024 december;408;190;118.8;61.6
946;Werkzaamheden voor nieuwbouw;Bedrijfssector;2025 januari;324;176;94.3;57.1
947;Werkzaamheden voor nieuwbouw;Bedrijfssector;2025 februari;334;185;97.3;60.0
948;Werkzaamheden voor overige bouw;Totaal;2012 januari;205;791;87.4;101.6
949;Werkzaamheden voor overige bouw;Totaal;2012 februari;169;739;71.9;94.9
950;Werkzaamheden voor overige bouw;Totaal;2012 maart;244;792;103.7;101.7
951;Werkzaamheden voor overige bouw;Totaal;2012 april;256;787;109.1;101.1
952;Werkzaamheden voor overige bouw;Totaal;2012 mei;257;920;109.5;118.1
953;Werkzaamheden voor overige bouw;Totaal;2012 juni;274;835;116.5;107.2
954;Werkzaamheden voor overige bouw;Totaal;2012 juli;299;939;127.1;120.6
955;Werkzaamheden voor overige bouw;Totaal;2012 augustus;324;791;137.9;101.6
956;Werkzaamheden voor overige bouw;Totaal;2012 september;224;711;95.4;91.3
957;Werkzaamheden voor overige bouw;Totaal;2012 oktober;189;742;80.3;95.3
958;Werkzaamheden voor overige bouw;Totaal;2012 november;205;694;87.2;89.1
959;Werkzaamheden voor overige bouw;Totaal;2012 december;174;602;73.8;77.3
960;Werkzaamheden voor overige bouw;Totaal;2013 januari;251;763;106.6;98.0
961;Werkzaamheden voor overige bouw;Totaal;2013 februari;206;734;87.8;94.3
962;Werkzaamheden voor overige bouw;Totaal;2013 maart;245;728;104.2;93.6
963;Werkzaamheden voor overige bouw;Totaal;2013 april;309;810;131.6;104.1
964;Werkzaamheden voor overige bouw;Totaal;2013 mei;304;827;129.1;106.3
965;Werkzaamheden voor overige bouw;Totaal;2013 juni;332;759;141.4;97.5
966;Werkzaamheden voor overige bouw;Totaal;2013 juli;269;924;114.4;118.6
967;Werkzaamheden voor overige bouw;Totaal;2013 augustus;239;760;101.6;97.6
968;Werkzaamheden voor overige bouw;Totaal;2013 september;238;711;101.3;91.3
969;Werkzaamheden voor overige bouw;Totaal;2013 oktober;220;780;93.6;100.1
970;Werkzaamheden voor overige bouw;Totaal;2013 november;189;684;80.3;87.9
971;Werkzaamheden voor overige bouw;Totaal;2013 december;191;669;81.3;85.9
972;Werkzaamheden voor overige bouw;Totaal;2014 januari;216;699;91.7;89.7
973;Werkzaamheden voor overige bouw;Totaal;2014 februari;249;722;106.1;92.7
974;Werkzaamheden voor overige bouw;Totaal;2014 maart;228;744;96.9;95.6
975;Werkzaamheden voor overige bouw;Totaal;2014 april;251;776;106.9;99.7
976;Werkzaamheden voor overige bouw;Totaal;2014 mei;184;787;78.3;101.0
977;Werkzaamheden voor overige bouw;Totaal;2014 juni;272;830;115.8;106.6
978;Werkzaamheden voor overige bouw;Totaal;2014 juli;216;888;92.1;114.1
979;Werkzaamheden voor overige bouw;Totaal;2014 augustus;179;600;76.3;77.1
980;Werkzaamheden voor overige bouw;Totaal;2014 september;219;746;93.0;95.8
981;Werkzaamheden voor overige bouw;Totaal;2014 oktober;400;789;170.1;101.4
982;Werkzaamheden voor overige bouw;Totaal;2014 november;222;620;94.3;79.6
983;Werkzaamheden voor overige bouw;Totaal;2014 december;290;688;123.2;88.4
984;Werkzaamheden voor overige bouw;Totaal;2015 januari;264;722;112.5;92.7
985;Werkzaamheden voor overige bouw;Totaal;2015 februari;285;717;121.4;92.1
986;Werkzaamheden voor overige bouw;Totaal;2015 maart;262;843;111.7;108.3
987;Werkzaamheden voor overige bouw;Totaal;2015 april;233;799;99.0;102.7
988;Werkzaamheden voor overige bouw;Totaal;2015 mei;228;699;96.8;89.7
989;Werkzaamheden voor overige bouw;Totaal;2015 juni;213;847;90.6;108.8
990;Werkzaamheden voor overige bouw;Totaal;2015 juli;319;867;135.9;111.3
991;Werkzaamheden voor overige bouw;Totaal;2015 augustus;195;685;83.1;88.0
992;Werkzaamheden voor overige bouw;Totaal;2015 september;231;765;98.3;98.2
993;Werkzaamheden voor overige bouw;Totaal;2015 oktober;265;717;112.6;92.0
994;Werkzaamheden voor overige bouw;Totaal;2015 november;211;649;89.9;83.4
995;Werkzaamheden voor overige bouw;Totaal;2015 december;284;750;121.0;96.4
996;Werkzaamheden voor overige bouw;Totaal;2016 januari;192;646;81.8;83.0
997;Werkzaamheden voor overige bouw;Totaal;2016 februari;272;805;115.8;103.3
998;Werkzaamheden voor overige bouw;Totaal;2016 maart;273;758;116.2;97.3
999;Werkzaamheden voor overige bouw;Totaal;2016 april;304;811;129.5;104.2
1000;Werkzaamheden voor overige bouw;Totaal;2016 mei;272;818;115.7;105.1
1001;Werkzaamheden voor overige bouw;Totaal;2016 juni;324;908;138.0;116.6
1002;Werkzaamheden voor overige bouw;Totaal;2016 juli;261;861;111.0;110.5
1003;Werkzaamheden voor overige bouw;Totaal;2016 augustus;308;723;131.1;92.8
1004;Werkzaamheden voor overige bouw;Totaal;2016 september;338;789;143.9;101.4
1005;Werkzaamheden voor overige bouw;Totaal;2016 oktober;198;687;84.3;88.2
1006;Werkzaamheden voor overige bouw;Totaal;2016 november;267;800;113.7;102.8
1007;Werkzaamheden voor overige bouw;Totaal;2016 december;329;790;140.1;101.5
1008;Werkzaamheden voor overige bouw;Totaal;2017 januari;183;736;77.7;94.5
1009;Werkzaamheden voor overige bouw;Totaal;2017 februari;300;811;127.7;104.2
1010;Werkzaamheden voor overige bouw;Totaal;2017 maart;319;918;135.6;117.9
1011;Werkzaamheden voor overige bouw;Totaal;2017 april;214;744;91.1;95.6
1012;Werkzaamheden voor overige bouw;Totaal;2017 mei;319;935;135.9;120.0
1013;Werkzaamheden voor overige bouw;Totaal;2017 juni;290;949;123.3;121.9
1014;Werkzaamheden voor overige bouw;Totaal;2017 juli;388;1062;165.0;136.3
1015;Werkzaamheden voor overige bouw;Totaal;2017 augustus;238;782;101.3;100.5
1016;Werkzaamheden voor overige bouw;Totaal;2017 september;267;846;113.6;108.7
1017;Werkzaamheden voor overige bouw;Totaal;2017 oktober;426;896;181.1;115.1
1018;Werkzaamheden voor overige bouw;Totaal;2017 november;357;884;151.7;113.6
1019;Werkzaamheden voor overige bouw;Totaal;2017 december;333;788;141.6;101.2
1020;Werkzaamheden voor overige bouw;Totaal;2018 januari;267;833;113.8;107.0
1021;Werkzaamheden voor overige bouw;Totaal;2018 februari;283;902;120.4;115.8
1022;Werkzaamheden voor overige bouw;Totaal;2018 maart;299;952;127.1;122.2
1023;Werkzaamheden voor overige bouw;Totaal;2018 april;325;911;138.2;117.0
1024;Werkzaamheden voor overige bouw;Totaal;2018 mei;247;906;105.1;116.3
1025;Werkzaamheden voor overige bouw;Totaal;2018 juni;337;1005;143.2;129.1
1026;Werkzaamheden voor overige bouw;Totaal;2018 juli;355;1065;150.9;136.8
1027;Werkzaamheden voor overige bouw;Totaal;2018 augustus;274;853;116.4;109.6
1028;Werkzaamheden voor overige bouw;Totaal;2018 september;305;807;129.9;103.7
1029;Werkzaamheden voor overige bouw;Totaal;2018 oktober;354;927;150.7;119.0
1030;Werkzaamheden voor overige bouw;Totaal;2018 november;275;905;117.2;116.2
1031;Werkzaamheden voor overige bouw;Totaal;2018 december;302;805;128.6;103.4
1032;Werkzaamheden voor overige bouw;Totaal;2019 januari;330;876;140.6;112.5
1033;Werkzaamheden voor overige bouw;Totaal;2019 februari;287;813;122.2;104.4
1034;Werkzaamheden voor overige bouw;Totaal;2019 maart;305;885;129.6;113.7
1035;Werkzaamheden voor overige bouw;Totaal;2019 april;267;918;113.5;117.9
1036;Werkzaamheden voor overige bouw;Totaal;2019 mei;313;1008;133.3;129.5
1037;Werkzaamheden voor overige bouw;Totaal;2019 juni;251;942;107.0;121.0
1038;Werkzaamheden voor overige bouw;Totaal;2019 juli;518;1178;220.3;151.2
1039;Werkzaamheden voor overige bouw;Totaal;2019 augustus;228;697;97.0;89.5
1040;Werkzaamheden voor overige bouw;Totaal;2019 september;249;837;105.8;107.5
1041;Werkzaamheden voor overige bouw;Totaal;2019 oktober;368;890;156.7;114.3
1042;Werkzaamheden voor overige bouw;Totaal;2019 november;344;798;146.2;102.5
1043;Werkzaamheden voor overige bouw;Totaal;2019 december;443;844;188.7;108.4
1044;Werkzaamheden voor overige bouw;Totaal;2020 januari;323;835;137.4;107.2
1045;Werkzaamheden voor overige bouw;Totaal;2020 februari;345;883;146.7;113.5
1046;Werkzaamheden voor overige bouw;Totaal;2020 maart;422;1091;179.7;140.2
1047;Werkzaamheden voor overige bouw;Totaal;2020 april;381;945;162.2;121.4
1048;Werkzaamheden voor overige bouw;Totaal;2020 mei;381;1018;162.3;130.7
1049;Werkzaamheden voor overige bouw;Totaal;2020 juni;269;1019;114.6;130.9
1050;Werkzaamheden voor overige bouw;Totaal;2020 juli;360;1079;153.3;138.6
1051;Werkzaamheden voor overige bouw;Totaal;2020 augustus;247;725;104.9;93.1
1052;Werkzaamheden voor overige bouw;Totaal;2020 september;325;1027;138.1;131.9
1053;Werkzaamheden voor overige bouw;Totaal;2020 oktober;404;955;172.0;122.6
1054;Werkzaamheden voor overige bouw;Totaal;2020 november;355;979;151.0;125.7
1055;Werkzaamheden voor overige bouw;Totaal;2020 december;350;1088;148.7;139.7
1056;Werkzaamheden voor overige bouw;Totaal;2021 januari;264;1015;112.5;130.3
1057;Werkzaamheden voor overige bouw;Totaal;2021 februari;332;1057;141.4;135.8
1058;Werkzaamheden voor overige bouw;Totaal;2021 maart;418;1288;177.9;165.4
1059;Werkzaamheden voor overige bouw;Totaal;2021 april;325;1111;138.1;142.7
1060;Werkzaamheden voor overige bouw;Totaal;2021 mei;385;1131;163.9;145.2
1061;Werkzaamheden voor overige bouw;Totaal;2021 juni;368;1311;156.7;168.4
1062;Werkzaamheden voor overige bouw;Totaal;2021 juli;500;1353;212.6;173.8
1063;Werkzaamheden voor overige bouw;Totaal;2021 augustus;246;974;104.6;125.1
1064;Werkzaamheden voor overige bouw;Totaal;2021 september;520;1141;221.2;146.6
1065;Werkzaamheden voor overige bouw;Totaal;2021 oktober;352;1100;149.6;141.3
1066;Werkzaamheden voor overige bouw;Totaal;2021 november;410;1125;174.4;144.5
