ID;AardWerkzaamheden;Gebouwbestemming;Perioden;Bouwkosten_1;Bouwvergunningen_2;Bouwkosten_3;Bouwvergunningen_4
88;Totaal;Totaal;2019 mei;1218;2146;122.1;135.7
89;Totaal;Totaal;2019 juni;1290;2021;129.3;127.8
90;Totaal;Totaal;2019 juli;1885;2408;189.0;152.3
91;Totaal;Totaal;2019 augustus;963;1520;96.5;96.1
92;Totaal;Totaal;2019 september;1286;1829;128.9;115.7
93;Totaal;Totaal;2019 oktober;1815;1963;181.9;124.2
94;Totaal;Totaal;2019 november;1690;1797;169.4;113.7
95;Totaal;Totaal;2019 december;1740;2003;174.4;126.6
96;Totaal;Totaal;2020 januari;1228;1886;123.1;119.3
97;Totaal;Totaal;2020 februari;1472;1918;147.6;121.3
98;Totaal;Totaal;2020 maart;1652;2265;165.6;143.2
99;Totaal;Totaal;2020 april;1777;2061;178.2;130.4
100;Totaal;Totaal;2020 mei;1372;1961;137.5;124.0
101;Totaal;Totaal;2020 juni;1566;2137;157.0;135.1
102;Totaal;Totaal;2020 juli;2048;2284;205.3;144.4
103;Totaal;Totaal;2020 augustus;1178;1588;118.2;100.5
104;Totaal;Totaal;2020 september;1728;2098;173.2;132.7
105;Totaal;Totaal;2020 oktober;1959;2041;196.4;129.1
106;Totaal;Totaal;2020 november;1700;2050;170.4;129.6
107;Totaal;Totaal;2020 december;1994;2308;199.9;146.0
108;Totaal;Totaal;2021 januari;1484;2136;148.8;135.1
109;Totaal;Totaal;2021 februari;1714;2493;171.9;157.6
110;Totaal;Totaal;2021 maart;2464;2872;247.0;181.6
111;Totaal;Totaal;2021 april;2023;2302;202.9;145.6
112;Totaal;Totaal;2021 mei;1763;2148;176.7;135.8
113;Totaal;Totaal;2021 juni;1836;2454;184.1;155.2
114;Totaal;Totaal;2021 juli;2340;2578;234.6;163.0
115;Totaal;Totaal;2021 augustus;1284;1906;128.7;120.6
116;Totaal;Totaal;2021 september;1862;2310;186.6;146.1
117;Totaal;Totaal;2021 oktober;1879;2174;188.4;137.5
118;Totaal;Totaal;2021 november;1989;2226;199.4;140.8
119;Totaal;Totaal;2021 december;2006;2318;201.2;146.6
120;Totaal;Totaal;2022 januari;1523;1931;152.7;122.1
121;Totaal;Totaal;2022 februari;1450;2130;145.4;134.7
122;Totaal;Totaal;2022 maart;2322;2428;232.8;153.5
123;Totaal;Totaal;2022 april;1484;2128;148.8;134.6
124;Totaal;Totaal;2022 mei;1894;2152;189.8;136.1
125;Totaal;Totaal;2022 juni;2156;2440;216.2;154.3
126;Totaal;Totaal;2022 juli;2157;2342;216.3;148.1
127;Totaal;Totaal;2022 augustus;1380;1710;138.4;108.2
128;Totaal;Totaal;2022 september;1858;1994;186.2;126.1
129;Totaal;Totaal;2022 oktober;2135;1904;214.0;120.4
130;Totaal;Totaal;2022 november;1808;1811;181.3;114.6
131;Totaal;Totaal;2022 december;1583;1792;158.7;113.3
132;Totaal;Totaal;2023 januari;1586;1640;159.0;103.7
133;Totaal;Totaal;2023 februari;1578;1735;158.3;109.7
134;Totaal;Totaal;2023 maart;1772;2032;177.7;128.5
135;Totaal;Totaal;2023 april;1873;1703;187.8;107.7
136;Totaal;Totaal;2023 mei;1494;1801;149.7;113.9
137;Totaal;Totaal;2023 juni;1898;1941;190.3;122.7
138;Totaal;Totaal;2023 juli;1527;1913;153.1;121.0
139;Totaal;Totaal;2023 augustus;1295;1455;129.8;92.0
140;Totaal;Totaal;2023 september;1395;1529;139.9;96.7
141;Totaal;Totaal;2023 oktober;2048;1821;205.4;115.2
142;Totaal;Totaal;2023 november;1572;1795;157.6;113.5
143;Totaal;Totaal;2023 december;1674;1690;167.8;106.9
144;Totaal;Totaal;2024 januari;1209;1709;121.3;108.1
145;Totaal;Totaal;2024 februari;1909;1941;191.4;122.8
146;Totaal;Totaal;2024 maart;2352;2205;235.8;139.4
147;Totaal;Totaal;2024 april;2398;2050;240.4;129.6
148;Totaal;Totaal;2024 mei;2432;1748;243.9;110.5
149;Totaal;Totaal;2024 juni;1838;1582;184.3;100.1
150;Totaal;Totaal;2024 juli;2371;1864;237.7;117.9
151;Totaal;Totaal;2024 augustus;1007;1215;100.9;76.8
152;Totaal;Totaal;2024 september;1336;1429;134.0;90.4
153;Totaal;Totaal;2024 oktober;2179;1680;218.5;106.3
154;Totaal;Totaal;2024 november;1754;1412;175.8;89.3
155;Totaal;Totaal;2024 december;2170;1548;217.6;97.9
156;Totaal;Totaal;2025 januari;1238;1453;124.2;91.9
157;Totaal;Totaal;2025 februari;1439;1503;144.3;95.0
158;Totaal;Woonsector;2012 januari;411;866;83.4;98.3
159;Totaal;Woonsector;2012 februari;539;899;109.4;102.0
160;Totaal;Woonsector;2012 maart;495;912;100.4;103.5
161;Totaal;Woonsector;2012 april;431;888;87.5;100.7
162;Totaal;Woonsector;2012 mei;614;1058;124.5;120.1
163;Totaal;Woonsector;2012 juni;598;1019;121.4;115.6
164;Totaal;Woonsector;2012 juli;665;997;135.0;113.1
165;Totaal;Woonsector;2012 augustus;407;805;82.5;91.4
166;Totaal;Woonsector;2012 september;415;753;84.1;85.4
167;Totaal;Woonsector;2012 oktober;523;843;106.1;95.7
168;Totaal;Woonsector;2012 november;424;847;86.0;96.1
169;Totaal;Woonsector;2012 december;393;687;79.8;78.0
170;Totaal;Woonsector;2013 januari;314;760;63.7;86.2
171;Totaal;Woonsector;2013 februari;413;807;83.8;91.5
172;Totaal;Woonsector;2013 maart;285;721;57.8;81.9
173;Totaal;Woonsector;2013 april;405;769;82.1;87.2
174;Totaal;Woonsector;2013 mei;425;842;86.2;95.5
175;Totaal;Woonsector;2013 juni;291;691;59.1;78.4
176;Totaal;Woonsector;2013 juli;361;885;73.2;100.4
177;Totaal;Woonsector;2013 augustus;296;706;60.1;80.2
178;Totaal;Woonsector;2013 september;321;754;65.2;85.6
179;Totaal;Woonsector;2013 oktober;475;907;96.4;102.9
180;Totaal;Woonsector;2013 november;459;774;93.2;87.9
181;Totaal;Woonsector;2013 december;351;704;71.3;79.9
182;Totaal;Woonsector;2014 januari;410;772;83.2;87.6
183;Totaal;Woonsector;2014 februari;408;829;82.9;94.1
184;Totaal;Woonsector;2014 maart;449;930;91.0;105.5
185;Totaal;Woonsector;2014 april;418;904;84.8;102.5
186;Totaal;Woonsector;2014 mei;433;900;87.9;102.1
187;Totaal;Woonsector;2014 juni;465;974;94.3;110.6
188;Totaal;Woonsector;2014 juli;601;1156;121.8;131.1
189;Totaal;Woonsector;2014 augustus;413;805;83.7;91.4
190;Totaal;Woonsector;2014 september;661;1061;134.0;120.5
191;Totaal;Woonsector;2014 oktober;589;1002;119.4;113.8
192;Totaal;Woonsector;2014 november;543;910;110.2;103.2
193;Totaal;Woonsector;2014 december;644;1031;130.6;117.0
194;Totaal;Woonsector;2015 januari;554;1148;112.4;130.3
195;Totaal;Woonsector;2015 februari;932;1581;189.0;179.5
196;Totaal;Woonsector;2015 maart;938;1484;190.3;168.4
197;Totaal;Woonsector;2015 april;911;1176;184.8;133.4
198;Totaal;Woonsector;2015 mei;627;948;127.3;107.6
199;Totaal;Woonsector;2015 juni;591;1072;119.8;121.7
200;Totaal;Woonsector;2015 juli;604;1080;122.5;122.6
201;Totaal;Woonsector;2015 augustus;410;841;83.2;95.4
202;Totaal;Woonsector;2015 september;605;1155;122.7;131.0
203;Totaal;Woonsector;2015 oktober;563;1018;114.2;115.5
204;Totaal;Woonsector;2015 november;497;1006;100.9;114.1
205;Totaal;Woonsector;2015 december;628;1167;127.3;132.5
206;Totaal;Woonsector;2016 januari;515;1046;104.6;118.7
207;Totaal;Woonsector;2016 februari;558;1253;113.2;142.2
208;Totaal;Woonsector;2016 maart;652;1217;132.3;138.2
209;Totaal;Woonsector;2016 april;597;1231;121.1;139.7
210;Totaal;Woonsector;2016 mei;693;1238;140.6;140.4
211;Totaal;Woonsector;2016 juni;729;1319;147.9;149.7
212;Totaal;Woonsector;2016 juli;676;1368;137.1;155.3
213;Totaal;Woonsector;2016 augustus;682;1170;138.3;132.8
214;Totaal;Woonsector;2016 september;841;1427;170.6;162.0
215;Totaal;Woonsector;2016 oktober;776;1161;157.4;131.7
216;Totaal;Woonsector;2016 november;743;1374;150.8;156.0
217;Totaal;Woonsector;2016 december;861;1410;174.6;160.0
218;Totaal;Woonsector;2017 januari;688;1402;139.6;159.1
219;Totaal;Woonsector;2017 februari;781;1443;158.4;163.8
220;Totaal;Woonsector;2017 maart;1048;1611;212.6;182.9
221;Totaal;Woonsector;2017 april;994;1409;201.6;159.9
222;Totaal;Woonsector;2017 mei;821;1679;166.6;190.6
223;Totaal;Woonsector;2017 juni;805;1595;163.4;181.0
224;Totaal;Woonsector;2017 juli;1212;1750;245.9;198.6
225;Totaal;Woonsector;2017 augustus;849;1487;172.4;168.7
226;Totaal;Woonsector;2017 september;1022;1644;207.3;186.6
227;Totaal;Woonsector;2017 oktober;1132;1519;229.6;172.4
228;Totaal;Woonsector;2017 november;950;1550;192.8;175.9
229;Totaal;Woonsector;2017 december;873;1384;177.1;157.1
230;Totaal;Woonsector;2018 januari;761;1421;154.3;161.3
231;Totaal;Woonsector;2018 februari;969;1454;196.6;165.0
232;Totaal;Woonsector;2018 maart;1058;1659;214.6;188.3
233;Totaal;Woonsector;2018 april;825;1518;167.4;172.3
234;Totaal;Woonsector;2018 mei;797;1546;161.6;175.5
235;Totaal;Woonsector;2018 juni;1047;1636;212.4;185.7
236;Totaal;Woonsector;2018 juli;1114;1698;226.1;192.7
237;Totaal;Woonsector;2018 augustus;887;1469;180.1;166.7
238;Totaal;Woonsector;2018 september;1053;1499;213.6;170.1
239;Totaal;Woonsector;2018 oktober;1552;1629;314.9;184.9
240;Totaal;Woonsector;2018 november;940;1404;190.8;159.4
241;Totaal;Woonsector;2018 december;964;1301;195.6;147.6
242;Totaal;Woonsector;2019 januari;762;1335;154.6;151.5
243;Totaal;Woonsector;2019 februari;745;1284;151.2;145.7
244;Totaal;Woonsector;2019 maart;904;1417;183.4;160.8
245;Totaal;Woonsector;2019 april;894;1375;181.5;156.0
246;Totaal;Woonsector;2019 mei;747;1462;151.5;165.9
247;Totaal;Woonsector;2019 juni;796;1406;161.5;159.5
248;Totaal;Woonsector;2019 juli;1177;1627;238.8;184.6
249;Totaal;Woonsector;2019 augustus;655;1088;132.9;123.5
250;Totaal;Woonsector;2019 september;894;1309;181.3;148.6
251;Totaal;Woonsector;2019 oktober;1283;1391;260.3;157.9
252;Totaal;Woonsector;2019 november;1028;1277;208.5;144.9
253;Totaal;Woonsector;2019 december;1040;1453;210.9;164.9
254;Totaal;Woonsector;2020 januari;857;1379;173.9;156.6
255;Totaal;Woonsector;2020 februari;925;1374;187.6;155.9
256;Totaal;Woonsector;2020 maart;1143;1652;231.9;187.5
257;Totaal;Woonsector;2020 april;1041;1482;211.2;168.2
258;Totaal;Woonsector;2020 mei;874;1438;177.3;163.2
259;Totaal;Woonsector;2020 juni;1055;1589;214.0;180.4
260;Totaal;Woonsector;2020 juli;1262;1696;256.0;192.5
261;Totaal;Woonsector;2020 augustus;672;1162;136.4;131.8
262;Totaal;Woonsector;2020 september;1211;1564;245.6;177.5
263;Totaal;Woonsector;2020 oktober;1355;1482;274.9;168.2
264;Totaal;Woonsector;2020 november;1002;1485;203.4;168.5
265;Totaal;Woonsector;2020 december;1518;1736;307.9;197.0
266;Totaal;Woonsector;2021 januari;958;1635;194.3;185.6
267;Totaal;Woonsector;2021 februari;1154;1947;234.2;220.9
268;Totaal;Woonsector;2021 maart;1644;2126;333.5;241.2
269;Totaal;Woonsector;2021 april;1482;1700;300.7;192.9
270;Totaal;Woonsector;2021 mei;1152;1552;233.7;176.1
271;Totaal;Woonsector;2021 juni;1334;1762;270.7;200.0
272;Totaal;Woonsector;2021 juli;1442;1886;292.6;214.1
273;Totaal;Woonsector;2021 augustus;819;1392;166.1;157.9
274;Totaal;Woonsector;2021 september;1243;1670;252.1;189.5
275;Totaal;Woonsector;2021 oktober;1313;1524;266.4;173.0
276;Totaal;Woonsector;2021 november;1333;1616;270.4;183.4
277;Totaal;Woonsector;2021 december;1347;1704;273.4;193.4
278;Totaal;Woonsector;2022 januari;1009;1432;204.6;162.5
279;Totaal;Woonsector;2022 februari;975;1564;197.7;177.5
280;Totaal;Woonsector;2022 maart;1589;1772;322.3;201.1
281;Totaal;Woonsector;2022 april;1014;1599;205.7;181.5
282;Totaal;Woonsector;2022 mei;1071;1592;217.3;180.6
283;Totaal;Woonsector;2022 juni;1326;1815;269.0;206.0
284;Totaal;Woonsector;2022 juli;1419;1710;287.8;194.0
285;Totaal;Woonsector;2022 augustus;832;1268;168.8;143.9
286;Totaal;Woonsector;2022 september;1344;1468;272.7;166.6
287;Totaal;Woonsector;2022 oktober;1394;1394;282.8;158.2
288;Totaal;Woonsector;2022 november;1061;1346;215.2;152.8
289;Totaal;Woonsector;2022 december;970;1338;196.8;151.8
290;Totaal;Woonsector;2023 januari;781;1155;158.4;131.1
291;Totaal;Woonsector;2023 februari;966;1273;196.1;144.5
292;Totaal;Woonsector;2023 maart;1103;1428;223.7;162.1
293;Totaal;Woonsector;2023 april;1235;1220;250.6;138.4
294;Totaal;Woonsector;2023 mei;904;1258;183.4;142.8
295;Totaal;Woonsector;2023 juni;1266;1357;256.8;154.0
296;Totaal;Woonsector;2023 juli;1016;1335;206.1;151.5
297;Totaal;Woonsector;2023 augustus;738;1034;149.8;117.4
298;Totaal;Woonsector;2023 september;1001;1076;203.1;122.1
299;Totaal;Woonsector;2023 oktober;1372;1279;278.4;145.1
300;Totaal;Woonsector;2023 november;1027;1266;208.4;143.6
301;Totaal;Woonsector;2023 december;865;1174;175.6;133.3
302;Totaal;Woonsector;2024 januari;727;1184;147.5;134.4
303;Totaal;Woonsector;2024 februari;1390;1373;282.1;155.8
304;Totaal;Woonsector;2024 maart;1626;1519;329.9;172.4
305;Totaal;Woonsector;2024 april;1351;1414;274.0;160.5
306;Totaal;Woonsector;2024 mei;1478;1233;299.8;139.9
307;Totaal;Woonsector;2024 juni;1178;1083;239.0;122.9
308;Totaal;Woonsector;2024 juli;1498;1306;304.0;148.2
309;Totaal;Woonsector;2024 augustus;553;853;112.2;96.8
310;Totaal;Woonsector;2024 september;846;1009;171.7;114.5
311;Totaal;Woonsector;2024 oktober;1545;1185;313.5;134.4
312;Totaal;Woonsector;2024 november;1345;1023;272.8;116.1
313;Totaal;Woonsector;2024 december;1605;1109;325.7;125.8
314;Totaal;Woonsector;2025 januari;787;1056;159.6;119.9
315;Totaal;Woonsector;2025 februari;718;1053;145.8;119.4
316;Totaal;Bedrijfssector;2012 januari;416;688;82.5;98.3
317;Totaal;Bedrijfssector;2012 februari;376;677;74.5;96.8
318;Totaal;Bedrijfssector;2012 maart;687;720;136.2;102.8
319;Totaal;Bedrijfssector;2012 april;509;722;100.8;103.1
320;Totaal;Bedrijfssector;2012 mei;533;866;105.6;123.7
321;Totaal;Bedrijfssector;2012 juni;627;784;124.2;112.0
322;Totaal;Bedrijfssector;2012 juli;605;841;120.0;120.1
323;Totaal;Bedrijfssector;2012 augustus;462;670;91.5;95.7
324;Totaal;Bedrijfssector;2012 september;413;647;81.8;92.4
325;Totaal;Bedrijfssector;2012 oktober;447;654;88.7;93.5
326;Totaal;Bedrijfssector;2012 november;486;589;96.3;84.1
327;Totaal;Bedrijfssector;2012 december;494;542;97.9;77.5
328;Totaal;Bedrijfssector;2013 januari;351;628;69.6;89.7
329;Totaal;Bedrijfssector;2013 februari;439;597;87.0;85.3
330;Totaal;Bedrijfssector;2013 maart;432;662;85.6;94.5
331;Totaal;Bedrijfssector;2013 april;492;668;97.6;95.5
332;Totaal;Bedrijfssector;2013 mei;522;686;103.4;98.0
333;Totaal;Bedrijfssector;2013 juni;544;685;107.8;97.8
334;Totaal;Bedrijfssector;2013 juli;431;740;85.4;105.7
335;Totaal;Bedrijfssector;2013 augustus;403;624;79.8;89.2
336;Totaal;Bedrijfssector;2013 september;512;618;101.5;88.3
337;Totaal;Bedrijfssector;2013 oktober;423;598;83.9;85.4
338;Totaal;Bedrijfssector;2013 november;330;542;65.4;77.5
339;Totaal;Bedrijfssector;2013 december;472;593;93.5;84.7
340;Totaal;Bedrijfssector;2014 januari;438;602;86.7;85.9
341;Totaal;Bedrijfssector;2014 februari;452;611;89.5;87.3
342;Totaal;Bedrijfssector;2014 maart;375;614;74.3;87.7
343;Totaal;Bedrijfssector;2014 april;454;696;90.0;99.5
344;Totaal;Bedrijfssector;2014 mei;338;645;66.9;92.2
345;Totaal;Bedrijfssector;2014 juni;402;667;79.7;95.2
346;Totaal;Bedrijfssector;2014 juli;450;732;89.2;104.5
347;Totaal;Bedrijfssector;2014 augustus;344;501;68.3;71.5
348;Totaal;Bedrijfssector;2014 september;504;584;99.9;83.4
349;Totaal;Bedrijfssector;2014 oktober;512;605;101.5;86.5
350;Totaal;Bedrijfssector;2014 november;337;487;66.7;69.6
351;Totaal;Bedrijfssector;2014 december;535;565;106.0;80.7
352;Totaal;Bedrijfssector;2015 januari;375;510;74.2;72.8
353;Totaal;Bedrijfssector;2015 februari;484;553;95.9;79.1
354;Totaal;Bedrijfssector;2015 maart;459;603;91.0;86.2
355;Totaal;Bedrijfssector;2015 april;470;598;93.1;85.4
356;Totaal;Bedrijfssector;2015 mei;420;516;83.3;73.8
357;Totaal;Bedrijfssector;2015 juni;362;649;71.7;92.7
358;Totaal;Bedrijfssector;2015 juli;451;704;89.5;100.5
359;Totaal;Bedrijfssector;2015 augustus;428;514;84.8;73.5
360;Totaal;Bedrijfssector;2015 september;383;584;75.9;83.5
361;Totaal;Bedrijfssector;2015 oktober;390;518;77.3;74.0
362;Totaal;Bedrijfssector;2015 november;371;485;73.5;69.2
363;Totaal;Bedrijfssector;2015 december;426;550;84.5;78.5
364;Totaal;Bedrijfssector;2016 januari;265;446;52.4;63.7
365;Totaal;Bedrijfssector;2016 februari;385;550;76.2;78.5
366;Totaal;Bedrijfssector;2016 maart;430;561;85.1;80.2
367;Totaal;Bedrijfssector;2016 april;568;588;112.6;84.0
368;Totaal;Bedrijfssector;2016 mei;386;583;76.6;83.3
369;Totaal;Bedrijfssector;2016 juni;478;682;94.7;97.4
370;Totaal;Bedrijfssector;2016 juli;394;607;78.0;86.6
371;Totaal;Bedrijfssector;2016 augustus;342;524;67.7;74.9
372;Totaal;Bedrijfssector;2016 september;542;565;107.3;80.7
373;Totaal;Bedrijfssector;2016 oktober;346;538;68.5;76.9
374;Totaal;Bedrijfssector;2016 november;513;576;101.7;82.3
375;Totaal;Bedrijfssector;2016 december;507;529;100.4;75.6
376;Totaal;Bedrijfssector;2017 januari;312;485;61.9;69.3
377;Totaal;Bedrijfssector;2017 februari;588;623;116.5;88.9
378;Totaal;Bedrijfssector;2017 maart;512;680;101.5;97.2
379;Totaal;Bedrijfssector;2017 april;355;549;70.3;78.4
380;Totaal;Bedrijfssector;2017 mei;613;673;121.5;96.1
381;Totaal;Bedrijfssector;2017 juni;399;675;79.1;96.4
382;Totaal;Bedrijfssector;2017 juli;614;725;121.6;103.5
383;Totaal;Bedrijfssector;2017 augustus;312;504;61.9;72.0
384;Totaal;Bedrijfssector;2017 september;417;588;82.6;83.9
385;Totaal;Bedrijfssector;2017 oktober;571;634;113.2;90.6
386;Totaal;Bedrijfssector;2017 november;669;599;132.5;85.6
387;Totaal;Bedrijfssector;2017 december;481;531;95.2;75.8
388;Totaal;Bedrijfssector;2018 januari;399;549;79.2;78.5
389;Totaal;Bedrijfssector;2018 februari;490;654;97.2;93.4
390;Totaal;Bedrijfssector;2018 maart;451;641;89.4;91.6
391;Totaal;Bedrijfssector;2018 april;658;643;130.4;91.8
392;Totaal;Bedrijfssector;2018 mei;585;653;115.9;93.2
393;Totaal;Bedrijfssector;2018 juni;542;683;107.4;97.6
394;Totaal;Bedrijfssector;2018 juli;609;727;120.6;103.9
395;Totaal;Bedrijfssector;2018 augustus;528;554;104.7;79.1
396;Totaal;Bedrijfssector;2018 september;487;604;96.5;86.2
397;Totaal;Bedrijfssector;2018 oktober;607;672;120.3;96.0
398;Totaal;Bedrijfssector;2018 november;508;623;100.6;89.0
399;Totaal;Bedrijfssector;2018 december;468;552;92.8;78.8
400;Totaal;Bedrijfssector;2019 januari;476;598;94.3;85.4
401;Totaal;Bedrijfssector;2019 februari;532;593;105.5;84.8
402;Totaal;Bedrijfssector;2019 maart;516;581;102.3;83.0
403;Totaal;Bedrijfssector;2019 april;588;633;116.5;90.4
404;Totaal;Bedrijfssector;2019 mei;471;684;93.3;97.7
405;Totaal;Bedrijfssector;2019 juni;493;615;97.8;87.9
406;Totaal;Bedrijfssector;2019 juli;708;781;140.3;111.6
407;Totaal;Bedrijfssector;2019 augustus;308;432;61.0;61.7
408;Totaal;Bedrijfssector;2019 september;392;520;77.7;74.3
409;Totaal;Bedrijfssector;2019 oktober;532;572;105.4;81.8
410;Totaal;Bedrijfssector;2019 november;662;521;131.2;74.4
411;Totaal;Bedrijfssector;2019 december;700;550;138.8;78.5
412;Totaal;Bedrijfssector;2020 januari;371;506;73.5;72.3
413;Totaal;Bedrijfssector;2020 februari;547;544;108.5;77.6
414;Totaal;Bedrijfssector;2020 maart;509;613;100.8;87.5
415;Totaal;Bedrijfssector;2020 april;736;579;145.9;82.8
416;Totaal;Bedrijfssector;2020 mei;498;523;98.7;74.7
417;Totaal;Bedrijfssector;2020 juni;511;548;101.4;78.2
418;Totaal;Bedrijfssector;2020 juli;786;588;155.8;84.0
419;Totaal;Bedrijfssector;2020 augustus;506;427;100.3;60.9
420;Totaal;Bedrijfssector;2020 september;517;533;102.5;76.2
421;Totaal;Bedrijfssector;2020 oktober;604;558;119.7;79.7
422;Totaal;Bedrijfssector;2020 november;697;565;138.2;80.6
423;Totaal;Bedrijfssector;2020 december;476;572;94.3;81.8
424;Totaal;Bedrijfssector;2021 januari;526;501;104.3;71.5
425;Totaal;Bedrijfssector;2021 februari;560;546;111.0;78.0
426;Totaal;Bedrijfssector;2021 maart;820;746;162.6;106.6
427;Totaal;Bedrijfssector;2021 april;541;602;107.3;86.0
