ID;ClassificationsAndHouseholds;AllPeriods;SolidWasteProduction_1;HeavyMetalsToWater_2;NutrientsToWater_3;ClimateChangeGreenhouseGases_4;Acidification_5;OzoneLayerDepletion_6;FineDust_7;RevenuesEnvironmentalFeesAndTaxes_8;EnvironmentalExpenditure_9;EnvironmentalInvestment_10;OutputBasicPrices_11;ValueAddedGrossBasicPrices_12;FixedCapitalFormationGross_13;LabourInputOfEmployedPersons_14
62;5;2001;;15;3062;55078.0;2.9;130.8;12.9;940.0;;;216545.0;58719.0;8394.0;948.2
63;5;2002;16940.0;14;2878;55143.0;2.7;111.8;12.5;920.0;;;211392.0;59182.0;8619.0;924.8
64;5;2003;16692.0;14;2933;54591.0;2.6;82.4;12.2;947.0;;;211057.0;60170.0;8088.0;892.7
65;5;2004;15599.0;13;2806;54689.0;2.8;81.0;11.5;998.0;;;223873.0;62594.0;7309.0;865.1
66;5;2005;15349.0;12;2987;54163.0;2.8;80.2;11.0;1104.0;;;238630.0;65163.0;7833.0;844.7
67;5;2006;15122.0;10;2669;54124.0;2.7;81.2;11.0;1326.0;;;256509.0;66713.0;8269.0;840.5
68;5;2007;15060.0;10;2521;53314.0;2.6;76.9;10.9;1181.0;;;278086.0;71580.0;9069.0;843.5
69;5;2008;15158.0;9;2596;48643.0;2.4;74.4;10.1;1494.0;;;295873.0;72605.0;9605.0;848.5
70;6;1995;;3;2396;4523.0;0.2;87.0;3.3;156.0;;;40130.0;8911.0;1330.0;144.2
71;6;1996;;2;2285;4842.0;0.2;49.9;2.9;173.0;;;41345.0;8958.0;1470.0;137.4
72;6;1997;;2;2210;4591.0;0.1;21.8;2.5;179.0;125.0;47.0;43044.0;8988.0;1559.0;137.6
73;6;1998;;2;2136;4718.0;0.2;1.9;2.4;183.0;138.0;55.0;43484.0;9107.0;1454.0;136.5
74;6;1999;;2;2062;5002.0;0.2;0.7;2.6;228.0;152.0;45.0;43106.0;9734.0;1579.0;136.8
75;6;2000;;1;2025;4867.0;0.1;0.7;2.8;236.0;156.0;52.0;45101.0;9891.0;1598.0;137.1
76;6;2001;;1;1915;4736.0;0.2;0.6;2.6;227.0;167.0;86.0;46918.0;10419.0;1607.0;136.6
77;6;2002;9151.0;1;1840;4893.0;0.2;0.3;2.7;217.0;182.0;62.0;46552.0;11131.0;1656.0;132.6
78;6;2003;9002.0;1;1783;4782.0;0.1;0.0;2.6;210.0;179.0;41.0;46848.0;11512.0;1647.0;127.9
79;6;2004;7963.0;1;1655;4792.0;0.1;0.0;2.5;233.0;176.0;60.0;47633.0;11571.0;1635.0;123.2
80;6;2005;7600.0;1;1835;4663.0;0.1;0.0;2.7;257.0;179.0;41.0;48217.0;11909.0;1777.0;120.1
81;6;2006;7612.0;1;1589;4668.0;0.1;0.0;2.7;297.0;177.0;25.0;50222.0;12145.0;1576.0;118.7
82;6;2007;7629.0;1;1538;4809.0;0.1;0.0;2.9;276.0;180.0;33.0;55739.0;13112.0;1796.0;116.9
83;6;2008;7484.0;0;1497;4588.0;0.1;0.0;2.7;350.0;182.0;37.0;59789.0;13656.0;1704.0;115.3
84;7;1995;;1;114;412.0;0.0;0.0;0.1;11.0;;;4174.0;1304.0;126.0;34.1
85;7;1996;;1;82;422.0;0.0;0.0;0.0;20.0;;;4047.0;1210.0;119.0;31.6
86;7;1997;;1;65;418.0;0.0;0.0;0.0;17.0;;;4118.0;1209.0;119.0;32.0
87;7;1998;;1;70;438.0;0.0;0.0;0.0;18.0;;;4316.0;1312.0;144.0;30.0
88;7;1999;;1;67;362.0;0.0;0.0;0.0;22.0;19.0;5.0;4294.0;1326.0;160.0;29.1
89;7;2000;;1;73;394.0;0.0;0.0;0.1;22.0;;;4473.0;1333.0;140.0;27.9
90;7;2001;;1;66;324.0;0.0;0.0;0.1;25.0;;;4322.0;1260.0;123.0;26.9
91;7;2002;102.0;1;67;316.0;0.0;0.0;0.1;26.0;;;4196.0;1248.0;111.0;24.9
92;7;2003;100.0;1;66;317.0;0.0;0.0;0.1;21.0;;;4045.0;1247.0;97.0;23.0
93;7;2004;80.0;1;66;283.0;0.0;0.0;0.1;25.0;;;3781.0;1092.0;104.0;20.8
94;7;2005;78.0;1;47;240.0;0.0;0.0;0.1;32.0;;;3768.0;1097.0;104.0;19.3
95;7;2006;79.0;1;51;214.0;0.0;0.0;0.1;31.0;;;3849.0;1120.0;91.0;18.8
96;7;2007;75.0;0;96;219.0;0.0;0.0;0.1;36.0;;;4072.0;1208.0;120.0;18.5
97;7;2008;86.0;1;77;216.0;0.0;0.0;0.1;36.0;;;3934.0;1120.0;99.0;18.9
98;21 Man. of pulp, paper and paper ..;1995;;1;126;1259.0;0.1;0.0;0.4;23.0;;;4594.0;1290.0;247.0;26.4
99;21 Man. of pulp, paper and paper ..;1996;;1;118;1362.0;0.0;0.0;0.0;25.0;;;4408.0;1307.0;332.0;26.4
100;21 Man. of pulp, paper and paper ..;1997;;1;113;1400.0;0.1;0.0;0.0;23.0;32.0;15.0;4666.0;1346.0;291.0;25.6
101;21 Man. of pulp, paper and paper ..;1998;;1;108;1370.0;0.0;0.0;0.0;25.0;33.0;9.0;4777.0;1384.0;396.0;26.0
102;21 Man. of pulp, paper and paper ..;1999;;1;103;1389.0;0.0;0.0;0.0;31.0;31.0;11.0;4899.0;1435.0;335.0;26.0
103;21 Man. of pulp, paper and paper ..;2000;;1;100;1402.0;0.1;0.0;0.4;32.0;32.0;13.0;5529.0;1551.0;330.0;25.5
104;21 Man. of pulp, paper and paper ..;2001;;1;95;1311.0;0.0;0.0;0.4;31.0;35.0;19.0;5550.0;1640.0;306.0;25.2
105;21 Man. of pulp, paper and paper ..;2002;631.0;1;92;1358.0;0.0;0.1;0.4;29.0;39.0;10.0;5505.0;1700.0;403.0;24.4
106;21 Man. of pulp, paper and paper ..;2003;639.0;1;90;1322.0;0.1;0.0;0.4;29.0;38.0;8.0;5446.0;1645.0;233.0;23.8
107;21 Man. of pulp, paper and paper ..;2004;604.0;1;88;1315.0;0.0;0.0;0.4;30.0;40.0;21.0;5579.0;1664.0;360.0;22.8
108;21 Man. of pulp, paper and paper ..;2005;564.0;1;89;1563.0;0.0;0.0;0.4;36.0;40.0;14.0;5600.0;1593.0;413.0;22.0
109;21 Man. of pulp, paper and paper ..;2006;576.0;1;89;1524.0;0.0;0.0;0.4;43.0;39.0;9.0;5903.0;1633.0;273.0;21.6
110;21 Man. of pulp, paper and paper ..;2007;556.0;1;63;1295.0;0.0;0.0;0.4;33.0;38.0;10.0;6090.0;1710.0;236.0;20.9
111;21 Man. of pulp, paper and paper ..;2008;528.0;1;80;1105.0;0.0;0.0;0.4;60.0;38.0;5.0;5822.0;1506.0;241.0;19.8
112;22 Publishing, printing and repro;1995;;0;1;242.0;0.0;0.0;0.1;22.0;;;10513.0;4700.0;654.0;98.4
113;22 Publishing, printing and repro;1996;;0;1;266.0;0.0;0.0;0.1;24.0;;;11002.0;4877.0;598.0;96.5
114;22 Publishing, printing and repro;1997;;0;1;217.0;0.0;0.0;0.0;20.0;18.0;4.0;11302.0;5033.0;636.0;95.7
115;22 Publishing, printing and repro;1998;;0;0;243.0;0.0;0.0;0.0;24.0;19.0;9.0;12007.0;5263.0;809.0;95.4
116;22 Publishing, printing and repro;1999;;0;0;257.0;0.0;0.0;0.0;30.0;20.0;8.0;12615.0;5603.0;665.0;95.4
117;22 Publishing, printing and repro;2000;;0;0;245.0;0.0;0.0;0.0;31.0;23.0;9.0;13188.0;5759.0;657.0;93.8
118;22 Publishing, printing and repro;2001;;0;0;250.0;0.0;0.0;0.0;33.0;24.0;5.0;13453.0;5790.0;589.0;91.1
119;22 Publishing, printing and repro;2002;377.0;0;0;239.0;0.0;0.0;0.0;29.0;24.0;5.0;13165.0;5787.0;520.0;86.1
120;22 Publishing, printing and repro;2003;368.0;0;0;241.0;0.0;0.0;0.0;25.0;23.0;3.0;12720.0;5579.0;417.0;83.3
121;22 Publishing, printing and repro;2004;323.0;0;0;277.0;0.0;0.0;0.0;34.0;23.0;3.0;12674.0;5647.0;425.0;79.7
122;22 Publishing, printing and repro;2005;321.0;0;0;271.0;0.0;0.0;0.0;41.0;23.0;2.0;12939.0;5721.0;454.0;77.7
123;22 Publishing, printing and repro;2006;359.0;0;0;251.0;0.0;0.0;0.0;46.0;23.0;2.0;13140.0;5784.0;411.0;77.3
124;22 Publishing, printing and repro;2007;354.0;0;0;257.0;0.0;0.0;0.0;44.0;23.0;3.0;13838.0;6044.0;445.0;77.4
125;22 Publishing, printing and repro;2008;342.0;0;0;263.0;0.0;0.0;0.0;41.0;23.0;2.0;13934.0;6001.0;512.0;77.5
126;23 Man. of coke, refined petroleum ..;1995;;1;41;12051.0;2.4;0.0;5.0;108.0;;;8336.0;837.0;274.0;6.7
127;23 Man. of coke, refined petroleum ..;1996;;0;49;11967.0;2.1;0.0;5.6;111.0;;;10066.0;920.0;305.0;7.0
128;23 Man. of coke, refined petroleum ..;1997;;0;54;12305.0;2.0;0.0;5.1;106.0;125.0;368.0;10447.0;825.0;1659.0;6.8
129;23 Man. of coke, refined petroleum ..;1998;;1;60;12773.0;1.9;0.0;3.6;106.0;217.0;68.0;8590.0;1398.0;415.0;6.7
130;23 Man. of coke, refined petroleum ..;1999;;1;65;11942.0;1.7;0.0;3.6;104.0;216.0;46.0;10151.0;831.0;115.0;6.3
131;23 Man. of coke, refined petroleum ..;2000;;1;68;12538.0;1.3;0.0;3.6;150.0;228.0;52.0;17742.0;1428.0;217.0;6.0
132;23 Man. of coke, refined petroleum ..;2001;;1;70;13075.0;1.4;0.0;3.2;156.0;;;16624.0;1867.0;130.0;6.0
133;23 Man. of coke, refined petroleum ..;2002;151.0;1;72;12154.0;1.2;0.0;2.6;168.0;;;15108.0;1677.0;355.0;6.1
134;23 Man. of coke, refined petroleum ..;2003;151.0;1;86;12786.0;1.2;0.0;3.0;221.0;275.0;35.0;15617.0;2143.0;288.0;6.2
135;23 Man. of coke, refined petroleum ..;2004;188.0;1;92;12644.0;1.3;0.0;2.2;227.0;;;18763.0;2641.0;316.0;6.3
136;23 Man. of coke, refined petroleum ..;2005;174.0;1;101;12770.0;1.3;0.0;1.8;144.0;284.0;23.0;25007.0;3637.0;431.0;6.1
137;23 Man. of coke, refined petroleum ..;2006;130.0;1;82;12057.0;1.3;0.0;1.9;225.0;;;28083.0;2637.0;397.0;6.0
138;23 Man. of coke, refined petroleum ..;2007;129.0;1;85;12130.0;1.2;0.0;1.6;228.0;;;30292.0;2774.0;512.0;6.1
139;23 Man. of coke, refined petroleum ..;2008;155.0;0;69;12245.0;1.0;0.0;1.5;261.0;172.0;22.0;39769.0;3797.0;859.0;6.3
140;24 Manufacture of chemical products;1995;;14;3667;30130.0;1.2;251.2;3.6;115.0;;;25545.0;8129.0;;72.9
141;24 Manufacture of chemical products;1996;;12;3517;30711.0;1.2;246.2;1.9;128.0;;;26022.0;7820.0;;71.5
142;24 Manufacture of chemical products;1997;;11;3472;30977.0;1.1;123.8;2.0;146.0;435.0;148.0;28312.0;8178.0;;71.5
143;24 Manufacture of chemical products;1998;;9;3538;31365.0;0.8;43.1;2.3;145.0;441.0;106.0;27428.0;7897.0;;70.9
144;24 Manufacture of chemical products;1999;;7;3337;27477.0;0.7;0.4;2.0;201.0;;;28495.0;7884.0;;68.9
145;24 Manufacture of chemical products;2000;;5;1784;25689.0;0.6;0.0;1.7;211.0;;;34944.0;8418.0;;68.7
146;24 Manufacture of chemical products;2001;;4;682;22249.0;0.6;25.9;1.3;175.0;473.0;117.0;35556.0;8842.0;;69.2
147;24 Manufacture of chemical products;2002;1400.0;4;553;22530.0;0.6;10.7;1.7;180.0;475.0;100.0;36007.0;9633.0;;69.9
148;24 Manufacture of chemical products;2003;1365.0;4;636;22800.0;0.5;0.0;1.4;170.0;445.0;84.0;36694.0;9652.0;;68.0
149;24 Manufacture of chemical products;2004;1279.0;4;610;23136.0;0.6;0.0;1.6;158.0;420.0;70.0;41220.0;10419.0;;65.6
150;24 Manufacture of chemical products;2005;1349.0;4;595;22808.0;0.6;0.0;1.5;220.0;412.0;63.0;45189.0;10539.0;;64.2
151;24 Manufacture of chemical products;2006;1315.0;3;568;23455.0;0.5;0.0;1.4;261.0;406.0;86.0;49732.0;11174.0;;64.0
152;24 Manufacture of chemical products;2007;1368.0;3;484;22285.0;0.5;0.0;1.2;200.0;403.0;103.0;52595.0;11671.0;;62.9
153;24 Manufacture of chemical products;2008;1419.0;3;620;17982.0;0.5;0.0;1.1;357.0;398.0;54.0;54408.0;11213.0;;62.0
154;25 Man. of rubber and plastic products;1995;;0;5;290.0;0.0;0.0;0.1;10.0;;;4559.0;1580.0;264.0;31.6
155;25 Man. of rubber and plastic products;1996;;0;6;272.0;0.0;0.0;0.0;12.0;;;4531.0;1641.0;338.0;30.5
156;25 Man. of rubber and plastic products;1997;;0;6;236.0;0.0;0.0;0.0;13.0;10.0;5.0;4868.0;1670.0;279.0;32.6
157;25 Man. of rubber and plastic products;1998;;0;7;243.0;0.0;0.0;0.0;16.0;11.0;7.0;5193.0;1810.0;320.0;33.3
158;25 Man. of rubber and plastic products;1999;;0;8;243.0;0.0;0.0;0.0;16.0;13.0;4.0;5355.0;1893.0;335.0;33.5
159;25 Man. of rubber and plastic products;2000;;0;8;246.0;0.0;0.0;0.1;19.0;13.0;8.0;5706.0;1842.0;314.0;34.5
160;25 Man. of rubber and plastic products;2001;;0;10;252.0;0.0;0.0;0.1;20.0;13.0;8.0;5823.0;1871.0;335.0;34.5
161;25 Man. of rubber and plastic products;2002;156.0;0;18;230.0;0.0;0.0;0.1;18.0;;;5984.0;1961.0;302.0;33.9
162;25 Man. of rubber and plastic products;2003;152.0;0;32;229.0;0.0;0.0;0.1;18.0;15.0;7.0;6019.0;1968.0;290.0;32.7
163;25 Man. of rubber and plastic products;2004;151.0;0;46;239.0;0.0;0.0;0.1;20.0;15.0;6.0;6103.0;1898.0;291.0;32.4
164;25 Man. of rubber and plastic products;2005;157.0;0;38;243.0;0.0;0.0;0.1;30.0;15.0;7.0;6532.0;1934.0;305.0;31.9
165;25 Man. of rubber and plastic products;2006;209.0;0;36;265.0;0.0;0.0;0.1;37.0;14.0;3.0;6972.0;1987.0;265.0;31.4
166;25 Man. of rubber and plastic products;2007;207.0;0;15;249.0;0.0;0.0;0.1;28.0;14.0;4.0;7387.0;2085.0;365.0;31.9
167;25 Man. of rubber and plastic products;2008;164.0;0;11;251.0;0.0;0.0;0.1;26.0;14.0;8.0;7322.0;2029.0;286.0;32.1
168;27 Manufacture of basic metals;1995;;3;145;9727.0;0.6;0.0;6.2;37.0;;;5187.0;1800.0;184.0;26.1
169;27 Manufacture of basic metals;1996;;3;90;10152.0;0.6;0.0;5.2;44.0;;;4814.0;1556.0;244.0;25.4
170;27 Manufacture of basic metals;1997;;3;80;10284.0;0.5;0.0;4.3;52.0;;;5436.0;1677.0;282.0;25.6
171;27 Manufacture of basic metals;1998;;2;90;9885.0;0.4;0.0;4.3;53.0;;;5713.0;1719.0;374.0;25.6
172;27 Manufacture of basic metals;1999;;2;92;8177.0;0.4;0.0;3.5;59.0;;;5284.0;1458.0;345.0;25.2
173;27 Manufacture of basic metals;2000;;2;76;7815.0;0.4;0.0;2.6;58.0;105.0;13.0;6289.0;2003.0;639.0;24.6
174;27 Manufacture of basic metals;2001;;2;70;7918.0;0.4;0.0;2.4;59.0;108.0;13.0;5878.0;1594.0;315.0;24.2
175;27 Manufacture of basic metals;2002;2437.0;2;67;8809.0;0.4;0.0;2.2;34.0;106.0;13.0;5671.0;1577.0;250.0;23.2
176;27 Manufacture of basic metals;2003;2492.0;1;60;7565.0;0.4;0.0;2.2;34.0;100.0;9.0;5782.0;1765.0;311.0;21.7
177;27 Manufacture of basic metals;2004;2771.0;1;61;7414.0;0.4;0.0;2.2;41.0;96.0;11.0;7042.0;2306.0;231.0;21.4
178;27 Manufacture of basic metals;2005;2843.0;1;66;7053.0;0.4;0.0;2.0;63.0;99.0;11.0;7531.0;2488.0;270.0;21.2
179;27 Manufacture of basic metals;2006;2558.0;1;61;7198.0;0.4;0.0;2.0;71.0;98.0;15.0;8576.0;2581.0;373.0;20.8
180;27 Manufacture of basic metals;2007;2475.0;1;68;7466.0;0.4;0.0;2.1;42.0;96.0;12.0;9298.0;2693.0;527.0;20.9
181;27 Manufacture of basic metals;2008;2655.0;1;76;7415.0;0.4;0.0;1.9;46.0;86.0;15.0;9200.0;2537.0;344.0;21.3
182;28 Man. of fabricated metal products, ..;1995;;3;91;587.0;0.0;0.0;0.7;31.0;;;10753.0;3849.0;403.0;94.7
183;28 Man. of fabricated metal products, ..;1996;;2;30;568.0;0.0;0.0;0.0;27.0;;;11376.0;4074.0;448.0;98.3
184;28 Man. of fabricated metal products, ..;1997;;2;27;546.0;0.0;0.0;0.0;29.0;27.0;10.0;12028.0;4121.0;510.0;98.3
185;28 Man. of fabricated metal products, ..;1998;;2;22;581.0;0.0;0.0;0.3;31.0;28.0;9.0;12936.0;4377.0;608.0;99.2
186;28 Man. of fabricated metal products, ..;1999;;1;23;609.0;0.0;0.0;0.5;37.0;;;13241.0;4611.0;625.0;100.2
187;28 Man. of fabricated metal products, ..;2000;;1;21;770.0;0.0;0.0;0.7;40.0;33.0;9.0;14147.0;4748.0;631.0;100.4
188;28 Man. of fabricated metal products, ..;2001;;1;26;742.0;0.0;0.0;0.7;43.0;36.0;8.0;14296.0;4897.0;532.0;100.7
189;28 Man. of fabricated metal products, ..;2002;416.0;1;29;703.0;0.0;0.0;0.6;42.0;36.0;8.0;14022.0;4758.0;478.0;100.1
190;28 Man. of fabricated metal products, ..;2003;401.0;1;32;726.0;0.0;0.0;0.6;44.0;41.0;6.0;13706.0;4663.0;433.0;96.7
191;28 Man. of fabricated metal products, ..;2004;428.0;1;33;716.0;0.0;0.0;0.6;46.0;41.0;7.0;14478.0;4769.0;448.0;92.9
192;28 Man. of fabricated metal products, ..;2005;441.0;1;32;719.0;0.0;0.0;0.6;58.0;43.0;5.0;15612.0;5179.0;447.0;91.5
193;28 Man. of fabricated metal products, ..;2006;465.0;1;37;712.0;0.0;0.0;0.6;63.0;43.0;8.0;16784.0;5372.0;549.0;91.4
194;28 Man. of fabricated metal products, ..;2007;457.0;1;38;732.0;0.0;0.0;0.6;62.0;45.0;6.0;19183.0;6047.0;687.0;93.5
195;28 Man. of fabricated metal products, ..;2008;432.0;0;54;670.0;0.0;0.0;0.6;70.0;44.0;8.0;20767.0;6664.0;801.0;94.2
196;29 Man. of machinery and equipment;1995;;0;0;291.0;0.0;0.0;0.1;28.0;;;10472.0;3631.0;344.0;79.5
197;29 Man. of machinery and equipment;1996;;0;0;370.0;0.0;0.0;0.1;35.0;;;11633.0;3821.0;420.0;80.7
198;29 Man. of machinery and equipment;1997;;0;0;367.0;0.0;0.0;0.1;31.0;23.0;9.0;12758.0;4135.0;434.0;83.1
199;29 Man. of machinery and equipment;1998;;0;0;363.0;0.0;0.0;0.1;32.0;24.0;7.0;13477.0;4289.0;586.0;87.5
200;29 Man. of machinery and equipment;1999;;0;0;360.0;0.0;0.0;0.1;38.0;27.0;7.0;13734.0;4246.0;547.0;89.0
201;29 Man. of machinery and equipment;2000;;0;0;337.0;0.0;0.0;0.1;38.0;29.0;7.0;15823.0;4956.0;592.0;88.5
202;29 Man. of machinery and equipment;2001;;0;0;331.0;0.0;0.0;0.1;36.0;32.0;5.0;16191.0;4934.0;670.0;90.2
203;29 Man. of machinery and equipment;2002;177.0;0;0;330.0;0.0;0.0;0.1;40.0;34.0;5.0;16167.0;5037.0;464.0;87.0
204;29 Man. of machinery and equipment;2003;170.0;0;0;324.0;0.0;0.0;0.1;38.0;33.0;6.0;15867.0;5205.0;397.0;84.6
205;29 Man. of machinery and equipment;2004;156.0;0;0;290.0;0.0;0.0;0.0;41.0;38.0;5.0;17168.0;5597.0;406.0;83.6
206;29 Man. of machinery and equipment;2005;159.0;0;0;303.0;0.0;0.0;0.0;44.0;39.0;6.0;17965.0;5892.0;418.0;83.3
207;29 Man. of machinery and equipment;2006;154.0;0;0;319.0;0.0;0.0;0.0;50.0;42.0;4.0;20045.0;6600.0;536.0;84.2
208;29 Man. of machinery and equipment;2007;154.0;0;0;313.0;0.0;0.0;0.0;50.0;;;22353.0;7330.0;861.0;86.9
209;29 Man. of machinery and equipment;2008;188.0;0;0;354.0;0.0;0.0;0.0;53.0;45.0;16.0;21760.0;6869.0;704.0;90.1
210;DL Man. of electrical and optical ..;1995;;3;107;506.0;0.0;3.8;0.1;20.0;;;15113.0;4103.0;721.0;96.3
