ID;ClassificationsAndHouseholds;AllPeriods;SolidWasteProduction_1;HeavyMetalsToWater_2;NutrientsToWater_3;ClimateChangeGreenhouseGases_4;Acidification_5;OzoneLayerDepletion_6;FineDust_7;RevenuesEnvironmentalFeesAndTaxes_8;EnvironmentalExpenditure_9;EnvironmentalInvestment_10;OutputBasicPrices_11;ValueAddedGrossBasicPrices_12;FixedCapitalFormationGross_13;LabourInputOfEmployedPersons_14
439;Contribution environmental problem;2000;;193;24211;243526.0;15.4;216.1;47.7;;;;;;;
440;Contribution environmental problem;2001;;152;23144;244644.0;15.0;244.4;46.1;;;;;;;
441;Contribution environmental problem;2002;;138;16172;243793.0;14.7;218.7;45.5;;;;;;;
442;Contribution environmental problem;2003;;383;26020;244694.0;14.4;184.4;43.5;;;;;;;
443;Contribution environmental problem;2004;;203;18623;247166.0;14.7;178.9;42.7;;;;;;;
444;Contribution environmental problem;2005;;182;17595;243070.0;14.5;173.7;42.3;;;;;;;
445;Contribution environmental problem;2006;;103;16548;238449.0;14.4;170.2;42.0;;;;;;;
446;Contribution environmental problem;2007;;167;19928;239177.0;13.4;161.4;40.9;;;;;;;
447;Contribution environmental problem;2008;;78;15591;238896.0;11.6;154.6;39.0;;;;;;;
448;Total destination;1995;59702.0;772;118114;247344.0;39.9;641.0;66.2;;;;;;;
449;Total destination;1996;61231.0;531;85097;256293.0;37.8;587.0;60.6;;;;;;;
450;Total destination;1997;64471.0;569;87627;251456.0;37.3;416.2;57.8;;;;;;;
451;Total destination;1998;66732.0;738;117143;253812.0;36.4;288.1;56.8;;;;;;;
452;Total destination;1999;70365.0;768;109388;244078.0;37.1;231.1;57.2;;;;;;;
453;Total destination;2000;70590.0;543;97344;243526.0;36.9;216.1;57.7;;;;;;;
454;Total destination;2001;71938.0;684;94731;244644.0;35.9;244.4;55.4;;;;;;;
455;Total destination;2002;73518.0;668;107268;243793.0;34.9;218.7;54.0;;;;;;;
456;Total destination;2003;73734.0;633;79723;244694.0;34.8;184.4;52.1;;;;;;;
457;Total destination;2004;72758.0;514;83409;247166.0;34.8;178.9;51.0;;;;;;;
458;Total destination;2005;71956.0;449;73358;243070.0;34.9;173.7;50.9;;;;;;;
459;Total destination;2006;73272.0;471;74758;238449.0;33.6;170.2;49.4;;;;;;;
460;Total destination;2007;74798.0;475;83051;239177.0;33.8;161.4;49.2;;;;;;;
461;Total destination;2008;77223.0;378;78273;238896.0;30.4;154.6;46.6;;;;;;;
