ID;SoortGebouw;Regio;AantalGebouwen_1
2825;Totaal aantal gebouwen;"Gramsbergen; bewoonde oorden; Ane";135
2826;Totaal aantal gebouwen;"Gramsbergen; bewoonde oorden; Anerveen";185
2827;Totaal aantal gebouwen;"Gramsbergen; bewoonde oorden; De Schans";66
2828;Totaal aantal gebouwen;"Gramsbergen; bewoonde oorden; Anevelde";48
2829;Totaal aantal gebouwen;"Gramsbergen; bew. oorden; De Haandrik";39
2830;Totaal aantal gebouwen;"Gramsbergen; bewoonde oorden; Den Velde";60
2831;Totaal aantal gebouwen;"Gramsbergen; bewoonde oorden; Engeland";89
2832;Totaal aantal gebouwen;"Gramsbergen; vh; Buurtschap Holtheme";119
2833;Totaal aantal gebouwen;"Gramsbergen; vh; Buurtschap Holthone";71
2834;Totaal aantal gebouwen;"Gramsbergen; vh; Buurtschap Loozen";206
2835;Totaal aantal gebouwen;"Gramsbergen; vh; In Smeulenbeltslagen";44
2836;Totaal aantal gebouwen;"Gramsbergen; vh; In Scheersche veld";37
2837;Totaal aantal gebouwen;"Gramsbergen; overige verspreide huizen";290
2838;Totaal aantal gebouwen;"Haaksbergen; totaal";3617
2839;Totaal aantal gebouwen;"Haaksbergen; bo; St. Antoniusziekenh.";0
2840;Totaal aantal gebouwen;"Haaksbergen; bo; ov.";836
2841;Totaal aantal gebouwen;"Haaksbergen; bewoonde oorden; Buurse";353
2842;Totaal aantal gebouwen;"Haaksbergen; vh; Buurtschap Boekelo";267
2843;Totaal aantal gebouwen;"Haaksbergen; vh; Buurtschap Holthuizen";282
2844;Totaal aantal gebouwen;"Haaksbergen; vh; Buurtschap Eppenzolder";472
2845;Totaal aantal gebouwen;"Haaksbergen; vh; Buurtschap Stepelo";125
2846;Totaal aantal gebouwen;"Haaksbergen; vh; Buurtschap Veldmaat";66
2847;Totaal aantal gebouwen;"Haaksbergen; vh; Buurtschap Brammelo";243
2848;Totaal aantal gebouwen;"Haaksbergen; vh; Buurtschap Langelo";152
2849;Totaal aantal gebouwen;"Haaksbergen; vh; Buurtschap Honesch";355
2850;Totaal aantal gebouwen;"Haaksbergen; vh; Bs. I/h Buurserveen";76
2851;Totaal aantal gebouwen;"Haaksbergen; vh; Bs. I/h Haaksbergerveen";42
2852;Totaal aantal gebouwen;"Haaksbergen; overige verspreide huizen";348
2853;Totaal aantal gebouwen;"Ham (den); totaal";2642
2854;Totaal aantal gebouwen;"Ham (den); bewoonde oorden; Ham (den)";476
2855;Totaal aantal gebouwen;"Ham (den); bewoonde oorden; Vroomshoop";596
2856;Totaal aantal gebouwen;"Ham (den); bewoonde oorden; Beter Wonen";92
2857;Totaal aantal gebouwen;"Ham (den); bewoonde oorden; Geerdijk";28
2858;Totaal aantal gebouwen;"Ham (den); vh; Buurtschap Nagele";443
2859;Totaal aantal gebouwen;"Ham (den); vh; Buurtschap Linde";202
2860;Totaal aantal gebouwen;"Ham (den); vh; Buurtschap Meer";271
2861;Totaal aantal gebouwen;"Ham (den); vh; Buurtschap Vroomshoop";534
2862;Totaal aantal gebouwen;"Hasselt; totaal";831
2863;Totaal aantal gebouwen;"Hasselt; bew. oorden; Hasselt, Armenhuis";0
2864;Totaal aantal gebouwen;"Hasselt; bewoonde oorden; Hasselt, ov.";831
2865;Totaal aantal gebouwen;"Heino; totaal";1463
2866;Totaal aantal gebouwen;"Heino; bewoonde oorden; Heino";413
2867;Totaal aantal gebouwen;"Heino; bewoonde oorden; Lierderholthuis";99
2868;Totaal aantal gebouwen;"Heino; bewoonde oorden; Langeslag";45
2869;Totaal aantal gebouwen;"Heino; vh; Langs den Stationsweg";87
2870;Totaal aantal gebouwen;"Heino; vh; In den Noord-Veldhoek";180
2871;Totaal aantal gebouwen;"Heino; vh; In den Zuid-Veldhoek";128
2872;Totaal aantal gebouwen;"Heino; verspr. huizen; In den Dollenhoek";40
2873;Totaal aantal gebouwen;"Heino; verspr. huizen; Langs de Wetering";23
2874;Totaal aantal gebouwen;"Heino; verspr. huizen; Op 't Rosendaal";28
2875;Totaal aantal gebouwen;"Heino; verspreide huizen; Op de Gunne";34
2876;Totaal aantal gebouwen;"Heino; overige verspreide huizen";386
2877;Totaal aantal gebouwen;"Hellendoorn; totaal";3947
2878;Totaal aantal gebouwen;"Hellendoorn; bew. oorden; Hellendoorn";448
2879;Totaal aantal gebouwen;"Hellendoorn; bew. oorden; Daarlerveen";271
2880;Totaal aantal gebouwen;"Hellendoorn; bewoonde oorden; Daarle";205
2881;Totaal aantal gebouwen;"Hellendoorn; bewoonde oorden; Hankate";31
2882;Totaal aantal gebouwen;"Hellendoorn; bo; Kl. ""Wit gele Kruis""";0
2883;Totaal aantal gebouwen;"Hellendoorn; bo; Nijverdal (ged.), ov.";1642
2884;Totaal aantal gebouwen;"Hellendoorn; bewoonde oorden; Haarle";61
2885;Totaal aantal gebouwen;"Hellendoorn; bo; Sanatorium Hellendoorn";0
2886;Totaal aantal gebouwen;"Hellendoorn; bo; Sanat. Hellendoorn, ov.";8
2887;Totaal aantal gebouwen;"Hellendoorn; bewoonde oorden; Hulzen";98
2888;Totaal aantal gebouwen;"Hellendoorn; vh; Buurtschap Marle";172
2889;Totaal aantal gebouwen;"Hellendoorn; vh; Buurtschap Nieuwstad";36
2890;Totaal aantal gebouwen;"Hellendoorn; vh; Buurtschap Piksen";17
2891;Totaal aantal gebouwen;"Hellendoorn; vh; Buurtschap Egede";80
2892;Totaal aantal gebouwen;"Hellendoorn; vh; Buurtschap Rhaan";29
2893;Totaal aantal gebouwen;"Hellendoorn; vh; Buurtschap Eelen";41
2894;Totaal aantal gebouwen;"Hellendoorn; vh; Westdamm. en Beuneveld";64
2895;Totaal aantal gebouwen;"Hellendoorn; vh; Buurtschap Schuilenburg";14
2896;Totaal aantal gebouwen;"Hellendoorn; vh; Buurtschap Hulzen";119
2897;Totaal aantal gebouwen;"Hellendoorn; vh; Buurtschap Heksel";81
2898;Totaal aantal gebouwen;"Hellendoorn; vh; Buurtschap Haarle";87
2899;Totaal aantal gebouwen;"Hellendoorn; vh; Bs. Zuid-Westen Haarle";64
2900;Totaal aantal gebouwen;"Hellendoorn; vh; Bs. Helhuizen (ged.)";20
2901;Totaal aantal gebouwen;"Hellendoorn; vh; Bs. Lurkeers (ged.)";13
2902;Totaal aantal gebouwen;"Hellendoorn; vh; Bs. Z.-O. van Lurkeers";34
2903;Totaal aantal gebouwen;"Hellendoorn; vh; Buurtschap Zuidbroek";15
2904;Totaal aantal gebouwen;"Hellendoorn; vh; Bs. Hakkershoek (ged.)";12
2905;Totaal aantal gebouwen;"Hellendoorn; vh; Buurtschap Berghuizen";7
2906;Totaal aantal gebouwen;"Hellendoorn; vh; Buurtschap Ligtenberg";13
2907;Totaal aantal gebouwen;"Hellendoorn; vh; Buurtschap Twelhaar";63
2908;Totaal aantal gebouwen;"Hellendoorn; vh; Buurtschap Raams";29
2909;Totaal aantal gebouwen;"Hellendoorn; vh; Buurtschap Eekte";19
2910;Totaal aantal gebouwen;"Hellendoorn; vh; Buurtschap Kattenhuizen";10
2911;Totaal aantal gebouwen;"Hellendoorn; vh; Buurtschap Haar";11
2912;Totaal aantal gebouwen;"Hellendoorn; vh; Bs. Daarler Flier";15
2913;Totaal aantal gebouwen;"Hellendoorn; vh; Buurtschap Daarlerveld";17
2914;Totaal aantal gebouwen;"Hellendoorn; vh; Bs. Beoosten Huizen";44
2915;Totaal aantal gebouwen;"Hellendoorn; overige verspreide huizen";57
2916;Totaal aantal gebouwen;"Hengelo (O.); totaal";9485
2917;Totaal aantal gebouwen;"Hengelo (O.); bo; Oude mannen- en vr.h.";0
2918;Totaal aantal gebouwen;"Hengelo (O.); bo; Hengelo, Alg. Ziekenh.";0
2919;Totaal aantal gebouwen;"Hengelo (O.); bo; ""Weldoen geeft geluk""";0
2920;Totaal aantal gebouwen;"Hengelo (O.); bo; ""St. Gerardus Majella""";0
2921;Totaal aantal gebouwen;"Hengelo (O.); bo; Hengelo, Antoniusgest.";0
2922;Totaal aantal gebouwen;"Hengelo (O.); bo; Kl. St. Anastasiagest.";0
2923;Totaal aantal gebouwen;"Hengelo (O.); bew. oorden; Hengelo, ov.";8248
2924;Totaal aantal gebouwen;"Hengelo (O.); bewoonde oorden; Beckum";40
2925;Totaal aantal gebouwen;"Hengelo (O.); vh; Driene (gd); Mar.kaz.";1
2926;Totaal aantal gebouwen;"Hengelo (O.); vh; Bs. Driene (ged.), ov.";440
2927;Totaal aantal gebouwen;"Hengelo (O.); vh; Driene (gd) W.-Achterh";135
2928;Totaal aantal gebouwen;"Hengelo (O.); vh; Bs. Driene (gd) Woolde";173
2929;Totaal aantal gebouwen;"Hengelo (O.); vh; Bs. Driene (ged.) Oele";309
2930;Totaal aantal gebouwen;"Hengelo (O.); vh; Bs. Driene (gd) Beckum";39
2931;Totaal aantal gebouwen;"Holten; totaal";2002
2932;Totaal aantal gebouwen;"Holten; bewoonde oorden; Holten";549
2933;Totaal aantal gebouwen;"Holten; verspreide huizen; Beuseberg";349
2934;Totaal aantal gebouwen;"Holten; verspr. huizen; Borkelt (ged.)";96
2935;Totaal aantal gebouwen;"Holten; verspreide huizen; Dijkerhoek";331
2936;Totaal aantal gebouwen;"Holten; verspreide huizen; Espelo";147
2937;Totaal aantal gebouwen;"Holten; verspreide huizen; Look";200
2938;Totaal aantal gebouwen;"Holten; verspreide huizen; Neerdorp";302
2939;Totaal aantal gebouwen;"Holten; verspr. huizen; Helhuizen (ged.)";28
2940;Totaal aantal gebouwen;"Kampen; totaal";6002
2941;Totaal aantal gebouwen;"Kampen; bo; School voor Res. Officieren";0
2942;Totaal aantal gebouwen;"Kampen; bo; St. Engelenberg";0
2943;Totaal aantal gebouwen;"Kampen; bo; De Weeshuizen";1
2944;Totaal aantal gebouwen;"Kampen; bo; Averencksvergadering";0
2945;Totaal aantal gebouwen;"Kampen; bo; Toe Boecopsvergadering";0
2946;Totaal aantal gebouwen;"Kampen; bo; Ver. Gast- en Proveniersh.";1
2947;Totaal aantal gebouwen;"Kampen; bo; Brandsvergadering";0
2948;Totaal aantal gebouwen;"Kampen; bo; Uiterwijks e.a. vergad.";0
2949;Totaal aantal gebouwen;"Kampen; bo; Bestedelingenhuis";1
2950;Totaal aantal gebouwen;"Kampen; bo; R.K. Liefdegesticht";0
2951;Totaal aantal gebouwen;"Kampen; bo; Bethlehemsvergadering";0
2952;Totaal aantal gebouwen;"Kampen; bew. oorden; Kampen, Hospitium";1
2953;Totaal aantal gebouwen;"Kampen; bewoonde oorden; Kampen, ov.";4149
2954;Totaal aantal gebouwen;"Kampen; bewoonde oorden; Brunnepe";1591
2955;Totaal aantal gebouwen;"Kampen; vh; Op het Binneneiland";102
2956;Totaal aantal gebouwen;"Kampen; vh; Op de Mandjeswaard";31
2957;Totaal aantal gebouwen;"Kampen; vh; Aan den Zwartendijk";25
2958;Totaal aantal gebouwen;"Kampen; verspr. huizen; Op het Haatland";24
2959;Totaal aantal gebouwen;"Kampen; verspreide huizen; Op het Raas";22
2960;Totaal aantal gebouwen;"Kampen; verspreide huizen; Schokland";3
2961;Totaal aantal gebouwen;"Kampen; overige verspreide huizen";51
2962;Totaal aantal gebouwen;"Kuinre; totaal";311
2963;Totaal aantal gebouwen;"Kuinre; bewoonde oorden; Kuinre";291
2964;Totaal aantal gebouwen;"Kuinre; verspreide huizen; Nieuwstad";13
2965;Totaal aantal gebouwen;"Kuinre; overige verspreide huizen";7
2966;Totaal aantal gebouwen;"Losser; totaal";4044
2967;Totaal aantal gebouwen;"Losser; bo; St. Bernardusgest.";2
2968;Totaal aantal gebouwen;"Losser; bo; Gest. van Altijdd. Bijstand";2
2969;Totaal aantal gebouwen;"Losser; bewoonde oorden; Losser, ov.";513
2970;Totaal aantal gebouwen;"Losser; bewoonde oorden; De Zoeke";287
2971;Totaal aantal gebouwen;"Losser; bo; Overdinkel, H. Hart v. Maria";2
2972;Totaal aantal gebouwen;"Losser; bewoonde oorden; Overdinkel, ov.";471
2973;Totaal aantal gebouwen;"Losser; bewoonde oorden; Glane";112
2974;Totaal aantal gebouwen;"Losser; bo; De Lutte, St. Jozefgesticht";1
2975;Totaal aantal gebouwen;"Losser; bewoonde oorden; De Lutte, ov.";94
2976;Totaal aantal gebouwen;"Losser; bewoonde oorden; De Poppe";27
2977;Totaal aantal gebouwen;"Losser; bewoonde oorden; Mekkelhorst";45
2978;Totaal aantal gebouwen;"Losser; vh; Buurtschap de Marke";498
2979;Totaal aantal gebouwen;"Losser; vh; Buurtschap Overdinkel";318
2980;Totaal aantal gebouwen;"Losser; vh; Bs. Glane, St. Olafgest.";3
2981;Totaal aantal gebouwen;"Losser; vh; Buurtschap Glane, ov.";143
2982;Totaal aantal gebouwen;"Losser; vh; Buurtschap Zuid-Lutte";316
2983;Totaal aantal gebouwen;"Losser; vh; Buurtschap Noord-Lutte";271
2984;Totaal aantal gebouwen;"Losser; vh; Buurtschap Beuningen";268
2985;Totaal aantal gebouwen;"Losser; vh; Buurtschap Zuid-Berghuizen";261
2986;Totaal aantal gebouwen;"Losser; vh; Buurtschap Noord-Berghuizen";410
2987;Totaal aantal gebouwen;"Markelo; totaal";1836
2988;Totaal aantal gebouwen;"Markelo; bewoonde oorden; Markelo";485
2989;Totaal aantal gebouwen;"Markelo; bewoonde oorden; Elzen";148
2990;Totaal aantal gebouwen;"Markelo; bewoonde oorden; Stokkum";186
2991;Totaal aantal gebouwen;"Markelo; bewoonde oorden; Achterhoek";134
2992;Totaal aantal gebouwen;"Markelo; bewoonde oorden; Herike";146
2993;Totaal aantal gebouwen;"Markelo; vh; Buurtschap Markelo";81
2994;Totaal aantal gebouwen;"Markelo; vh; Buurtschap Markelerbroek";100
2995;Totaal aantal gebouwen;"Markelo; vh; Buurtschap Stokkum";50
2996;Totaal aantal gebouwen;"Markelo; vh; Buurtschap Stokkumerbroek";101
2997;Totaal aantal gebouwen;"Markelo; vh; Buurtschap Elzen";19
2998;Totaal aantal gebouwen;"Markelo; vh; Buurtschap Borkelt (ged.)";50
2999;Totaal aantal gebouwen;"Markelo; vh; Buurtschap Elzenerbroek";81
3000;Totaal aantal gebouwen;"Markelo; vh; Buurtschap Herike";67
3001;Totaal aantal gebouwen;"Markelo; vh; Kerspel-Goor, Johannisgest.";4
3002;Totaal aantal gebouwen;"Markelo; vh; Bs. Kerspel-Goor, ov.";184
3003;Totaal aantal gebouwen;"Nieuwleusen; totaal";1578
3004;Totaal aantal gebouwen;"Nieuwleusen; bew. oorden; Nieuwleusen";436
3005;Totaal aantal gebouwen;"Nieuwleusen; bewoonde oorden; Ruitenveen";143
3006;Totaal aantal gebouwen;"Nieuwleusen; bo; Den Hulst (ged.)";509
3007;Totaal aantal gebouwen;"Nieuwleusen; bewoonde oorden; De Meele";131
3008;Totaal aantal gebouwen;"Nieuwleusen; vh; I/h veld b. Nieuwleusen";72
3009;Totaal aantal gebouwen;"Nieuwleusen; vh; I/h veld bij Den Hulst";62
3010;Totaal aantal gebouwen;"Nieuwleusen; vh; I/h veld bij Ruitenveen";14
3011;Totaal aantal gebouwen;"Nieuwleusen; vh; I/h veld bij De Meele";115
3012;Totaal aantal gebouwen;"Nieuwleusen; vh; Veld bij Ruitenveen";16
3013;Totaal aantal gebouwen;"Nieuwleusen; vh; Veld (ruilv.) De Meele";69
3014;Totaal aantal gebouwen;"Nieuwleusen; overige verspreide huizen";11
3015;Totaal aantal gebouwen;"Oldemarkt; totaal";1501
3016;Totaal aantal gebouwen;"Oldemarkt; bewoonde oorden; Oldemarkt";548
3017;Totaal aantal gebouwen;"Oldemarkt; bewoonde oorden; Hare";18
3018;Totaal aantal gebouwen;"Oldemarkt; bo; Kinderh. Nat. Reddingsl.";0
3019;Totaal aantal gebouwen;"Oldemarkt; bewoonde oorden; Paasloo, ov.";304
3020;Totaal aantal gebouwen;"Oldemarkt; bewoonde oorden; IJsselham";62
3021;Totaal aantal gebouwen;"Oldemarkt; bewoonde oorden; Ossenzijl";234
3022;Totaal aantal gebouwen;"Oldemarkt; bewoonde oorden; Kalenberg";181
3023;Totaal aantal gebouwen;"Oldemarkt; vh; Langs den Hoogeweg";57
3024;Totaal aantal gebouwen;"Oldemarkt; verspreide huizen; Nabij Dal";13
3025;Totaal aantal gebouwen;"Oldemarkt; overige verspreide huizen";84
3026;Totaal aantal gebouwen;"Oldenzaal; totaal";2813
3027;Totaal aantal gebouwen;"Oldenzaal; bo; Kl. Zrs. Franciscanessen";0
3028;Totaal aantal gebouwen;"Oldenzaal; bo; Kl. Zrs. Benedictinessen";0
3029;Totaal aantal gebouwen;"Oldenzaal; bo; Marech.kaz.";1
3030;Totaal aantal gebouwen;"Oldenzaal; bo; Twentsch Lyceum";0
3031;Totaal aantal gebouwen;"Oldenzaal; bo; Ziekenh. Heil der Kranken";0
3032;Totaal aantal gebouwen;"Oldenzaal; bew. oorden; Oldenzaal, ov.";2812
3033;Totaal aantal gebouwen;"Olst; totaal";2183
3034;Totaal aantal gebouwen;"Olst; bewoonde oorden; Olst";623
3035;Totaal aantal gebouwen;"Olst; bewoonde oorden; Welsum";164
3036;Totaal aantal gebouwen;"Olst; bewoonde oorden; Wesepe";85
3037;Totaal aantal gebouwen;"Olst; bo; Boskamp, O.L.V.gest.";0
3038;Totaal aantal gebouwen;"Olst; bewoonde oorden; Boskamp, ov.";73
3039;Totaal aantal gebouwen;"Olst; bewoonde oorden; De Nul";83
3040;Totaal aantal gebouwen;"Olst; bewoonde oorden; Fortmond";73
3041;Totaal aantal gebouwen;"Olst; bewoonde oorden; Welsumerveld";31
3042;Totaal aantal gebouwen;"Olst; bewoonde oorden; Kletterstraat";31
3043;Totaal aantal gebouwen;"Olst; verspreide huizen; Buurtschap Olst";78
3044;Totaal aantal gebouwen;"Olst; verspr. huizen; Buurtschap Welsum";94
3045;Totaal aantal gebouwen;"Olst; verspr. huizen; Buurtschap Wesepe";198
3046;Totaal aantal gebouwen;"Olst; vh; Buurtschap Overwetering";139
3047;Totaal aantal gebouwen;"Olst; verspreide huizen; Buurtschap Duur";97
3048;Totaal aantal gebouwen;"Olst; vh; Buurtschap Hengforden";225
3049;Totaal aantal gebouwen;"Olst; verspr. huizen; Buurtschap Middel";189
3050;Totaal aantal gebouwen;"Ommen; totaal";3289
3051;Totaal aantal gebouwen;"Ommen; bewoonde oorden; Vinkenbuurt";52
3052;Totaal aantal gebouwen;"Ommen; bewoonde oorden; Varsen";57
3053;Totaal aantal gebouwen;"Ommen; bewoonde oorden; Vilsteren";51
3054;Totaal aantal gebouwen;"Ommen; bo; Oude mannen- en vrouwenh.";1
3055;Totaal aantal gebouwen;"Ommen; bewoonde oorden; Ommen, ov.";542
3056;Totaal aantal gebouwen;"Ommen; bewoonde oorden; Hoogengraven";33
3057;Totaal aantal gebouwen;"Ommen; bewoonde oorden; Arrien";85
3058;Totaal aantal gebouwen;"Ommen; bewoonde oorden; Stegeren";41
3059;Totaal aantal gebouwen;"Ommen; bewoonde oorden; Junne";16
3060;Totaal aantal gebouwen;"Ommen; bewoonde oorden; Beerze";47
3061;Totaal aantal gebouwen;"Ommen; bew. oorden; Kloosterdijk (ged.)";108
3062;Totaal aantal gebouwen;"Ommen; bewoonde oorden; Eerde";26
3063;Totaal aantal gebouwen;"Ommen; bewoonde oorden; Bestmen";28
3064;Totaal aantal gebouwen;"Ommen; bewoonde oorden; Archem";37
3065;Totaal aantal gebouwen;"Ommen; bewoonde oorden; Nieuwebrug";21
3066;Totaal aantal gebouwen;"Ommen; bewoonde oorden; Gietmen";42
3067;Totaal aantal gebouwen;"Ommen; bewoonde oorden; Lemele";161
3068;Totaal aantal gebouwen;"Ommen; bew. oorden; Lemelerveld (ged.)";368
3069;Totaal aantal gebouwen;"Ommen; bewoonde oorden; Ommerschans";32
3070;Totaal aantal gebouwen;"Ommen; vh; Buurtschap Dalmsholte (ged.)";30
3071;Totaal aantal gebouwen;"Ommen; vh; Buurtschap Witharen";62
3072;Totaal aantal gebouwen;"Ommen; vh; Buurtschap Ommerveld";51
3073;Totaal aantal gebouwen;"Ommen; vh; Buurtschap Arrierveld";94
3074;Totaal aantal gebouwen;"Ommen; vh; Buurtschap Stegerveld";59
3075;Totaal aantal gebouwen;"Ommen; vh; Buurtschap Beerserhaar";34
3076;Totaal aantal gebouwen;"Ommen; vh; Buurtschap Vinkenbuurt";69
3077;Totaal aantal gebouwen;"Ommen; verspr. huizen; Buurtschap Varsen";65
3078;Totaal aantal gebouwen;"Ommen; vh; Buurtschap Vilsteren";31
3079;Totaal aantal gebouwen;"Ommen; verspr. huizen; Buurtschap Arrien";54
3080;Totaal aantal gebouwen;"Ommen; vh; Buurtschap Stegeren";33
3081;Totaal aantal gebouwen;"Ommen; verspr. huizen; Buurtschap Junne";25
3082;Totaal aantal gebouwen;"Ommen; verspr. huizen; Buurtschap Beerze";34
3083;Totaal aantal gebouwen;"Ommen; vh; Buurtschap Beerzerveld";89
3084;Totaal aantal gebouwen;"Ommen; verspr. huizen; Buurtschap Eerde";15
3085;Totaal aantal gebouwen;"Ommen; vh; Buurtschap Bestmen";37
3086;Totaal aantal gebouwen;"Ommen; verspr. huizen; Buurtschap Archem";25
3087;Totaal aantal gebouwen;"Ommen; vh; Buurtschap Gietmen";33
3088;Totaal aantal gebouwen;"Ommen; verspr. huizen; Buurtschap Lemele";36
3089;Totaal aantal gebouwen;"Ommen; vh; Buurtschap Lemelerveld";50
3090;Totaal aantal gebouwen;"Ommen; vh; Buurtschap Ommerschans";40
3091;Totaal aantal gebouwen;"Ommen; vh; Buurtschap Emsland";83
3092;Totaal aantal gebouwen;"Ommen; vh; Bs. Ommerbosch-Rotbrink";90
3093;Totaal aantal gebouwen;"Ommen; vh; Buurtschap Laarakkers-Dante";54
3094;Totaal aantal gebouwen;"Ommen; verspreide huizen; Zeesse";24
3095;Totaal aantal gebouwen;"Ommen; verspr. huizen; Hardenbergerweg";28
3096;Totaal aantal gebouwen;"Ommen; verspreide huizen; Schurinkstraat";6
3097;Totaal aantal gebouwen;"Ommen; verspreide huizen; Stationsweg";26
3098;Totaal aantal gebouwen;"Ommen; vh; Hammerweg, Marech.kaz.";4
3099;Totaal aantal gebouwen;"Ommen; verspreide huizen; Hammerweg, ov.";69
3100;Totaal aantal gebouwen;"Ommen; verspreide huizen; Schapenallee";12
3101;Totaal aantal gebouwen;"Ommen; verspreide huizen; Zeesserweg";8
3102;Totaal aantal gebouwen;"Ommen; overige verspreide huizen";171
3103;Totaal aantal gebouwen;"Ootmarsum; totaal";474
3104;Totaal aantal gebouwen;"Ootmarsum; bo; St. Radbodusgest.";0
3105;Totaal aantal gebouwen;"Ootmarsum; bo; St. Franciscanessengasth.";0
3106;Totaal aantal gebouwen;"Ootmarsum; bo; Marech.kaz.";0
3107;Totaal aantal gebouwen;"Ootmarsum; bew. oorden; Ootmarsum, ov.";402
3108;Totaal aantal gebouwen;"Ootmarsum; vh; O/d Vinke e.h. Tichelwerk";28
3109;Totaal aantal gebouwen;"Ootmarsum; overige verspreide huizen";44
3110;Totaal aantal gebouwen;"Raalte; totaal";3970
3111;Totaal aantal gebouwen;"Raalte; bo; R.K. Liefdegesticht";1
3112;Totaal aantal gebouwen;"Raalte; bo; Marechausséekazerne";3
3113;Totaal aantal gebouwen;"Raalte; bo; R.K. Ziekenhuis";1
3114;Totaal aantal gebouwen;"Raalte; bewoonde oorden; Raalte, ov.";786
3115;Totaal aantal gebouwen;"Raalte; bewoonde oorden; Heten";135
3116;Totaal aantal gebouwen;"Raalte; bewoonde oorden; Broekland";87
3117;Totaal aantal gebouwen;"Raalte; bewoonde oorden; Luttenberg";72
3118;Totaal aantal gebouwen;"Raalte; bewoonde oorden; Nieuwketen";74
3119;Totaal aantal gebouwen;"Raalte; vh; Buurtschap Linderte";231
3120;Totaal aantal gebouwen;"Raalte; vh; Bs. Hakkershoek (ged.)";31
3121;Totaal aantal gebouwen;"Raalte; vh; Buurtschap Boetele";218
3122;Totaal aantal gebouwen;"Raalte; vh; Buurtschap Pleegste";98
3123;Totaal aantal gebouwen;"Raalte; vh; Buurtschap Lurkeers (ged.)";58
3124;Totaal aantal gebouwen;"Raalte; verspr. huizen; Onder Luttenberg";308
3125;Totaal aantal gebouwen;"Raalte; verspreide huizen; Op de Raams";67
3126;Totaal aantal gebouwen;"Raalte; verspr. huizen; In Schoonketen";81
3127;Totaal aantal gebouwen;"Raalte; verspr. huizen; In den Spekhoek";116
3128;Totaal aantal gebouwen;"Raalte; verspr. huizen; Op de Hoogewegen";77
3129;Totaal aantal gebouwen;"Raalte; verspreide huizen; Op de Weele";107
3130;Totaal aantal gebouwen;"Raalte; vh; In den Nielandshoek";91
3131;Totaal aantal gebouwen;"Raalte; vh; In den Achterhoek";103
3132;Totaal aantal gebouwen;"Raalte; verspreide huizen; In Ramele";212
3133;Totaal aantal gebouwen;"Raalte; vh; In den Poggenbelt";62
3134;Totaal aantal gebouwen;"Raalte; verspr. huizen; Op den Evenbelt";89
3135;Totaal aantal gebouwen;"Raalte; verspr. huizen; In het Hondemot";53
3136;Totaal aantal gebouwen;"Raalte; vh; Langs den Broeklanderdijk";74
3137;Totaal aantal gebouwen;"Raalte; vh; In den Stobbenbroek";57
3138;Totaal aantal gebouwen;"Raalte; vh; In den Beumershoek";87
