ID;Geslacht;Woonvorm;Regio;AantalBewoners_1
5843;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Blindeninst.";100
5844;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Opl.sch. Chr. Maats. Arb.";9
5845;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Teh. ""Eben Haezer""";17
5846;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Evang. Luth. Diac. Inr.";89
5847;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; St. Jacobusgest.";23
5848;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Fontainehofje";16
5849;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Rusth. der Geref. Kerk";23
5850;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Psych. Neur. Kliniek";101
5851;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Rusth. d.Luth. Diac. Inr.";20
5852;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Strafgevangenis";142
5853;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; ""Teh. voor Werk. Meisjes""";28
5854;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; St. Catharinast.";15
5855;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; R.K. Weeshuis";31
5856;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Marech.kaz.";13
5857;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; St. Leo-gest.";41
5858;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Hofje der Remonstr. Gem.";27
5859;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Anna Mariast.";27
5860;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Weesh. der Geref. Kerken";30
5861;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Weduwenst. der N.H. Diac.";125
5862;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Juliana Ziekenh.";86
5863;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Nederl. Duitsche St.";95
5864;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Nicolaas en Barbaragest.";34
5865;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Catharinahofje";13
5866;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Toevlucht v. Onbehuisden";544
5867;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Wilhelminagasth.";572
5868;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; ""Huize Annette""";60
5869;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Amst. Mij. voor Jongem.";124
5870;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Amsterd. Huishoudschool";24
5871;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; ""Bergshof"", Pro Senectute";34
5872;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Tesselschade Ziekenh.";172
5873;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Gest. ""de Eendracht""";16
5874;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; N.H. Diac. Inr.";140
5875;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Opl.sch. Leger des Heils";59
5876;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Ned. Ver. Vallende Ziekte";17
5877;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Diac.hof Ev. Luth. Gem.";71
5878;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Observ.h. Hulp v. Onbeh.";66
5879;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; St. Christinagest.";17
5880;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; ""Sancta Maria""";16
5881;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Chr. Teh. ""Eben Haezer""";103
5882;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Teh. voor Hulpbehoevenden";31
5883;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Quarantaine Barakken";8
5884;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Burgerziekenh.";134
5885;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Rijkskw.sch. Vroedvrouwen";47
5886;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Sandrina L Holthuijsenst.";14
5887;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; O.L.V.gasth.";307
5888;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; ""Fortgens Otterst""";42
5889;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; St. Barbaraschool";25
5890;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; St. Elizabethgest.";208
5891;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Reddingsh. Leger d. Heils";29
5892;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Janna Kinderh.";24
5893;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Marech.kaz.";26
5894;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Clarahuis";14
5895;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Teh. voor Ouden van Dagen";15
5896;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; ""St. Theresia""";22
5897;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bew. oorden; Amsterdam, ov.";728741
5898;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Sloten, Militaire Politie";5
5899;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Sloten, Wees- en Armenh.";37
5900;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bewoonde oorden; Sloten, ov.";1168
5901;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bewoonde oorden; Osdorp";1612
5902;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bewoonde oorden; Zunderdorp";332
5903;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Tuindorp Oostzaan";7725
5904;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bewoonde oorden; Durgerdam";548
5905;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bewoonde oorden; Ransdorp";279
5906;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bewoonde oorden; Holysloot";206
5907;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; vh; Rijksschietbaan IJdijk 24";6
5908;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; vh; Onder Amsterdam, ov.";2837
5909;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; vh; Osdorp, Artilleriemag.";5
5910;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; vh; O. Amsterdam, Osdorp, ov.";383
5911;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; vh; Ond.Amsterdam, Zunderdorp";111
5912;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; vh; Ond. Amsterdam, Durgerdam";34
5913;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; vh; Onder Amsterdam, Ransdorp";22
5914;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; vh; Ond. Amsterdam, Holysloot";105
5915;Totaal mannen en vrouwen;Totaal alle woonvormen;"Andijk; totaal";4181
5916;Totaal mannen en vrouwen;Totaal alle woonvormen;"Andijk; bewoonde oorden; Andijk (ged.)";4181
5917;Totaal mannen en vrouwen;Totaal alle woonvormen;"Anna Paulowna; totaal";5501
5918;Totaal mannen en vrouwen;Totaal alle woonvormen;"Anna Paulowna; bo; Anna Paulowna";1335
5919;Totaal mannen en vrouwen;Totaal alle woonvormen;"Anna Paulowna; bewoonde oorden; Breezand";867
5920;Totaal mannen en vrouwen;Totaal alle woonvormen;"Anna Paulowna; bo; Van Ewijcksluis";240
5921;Totaal mannen en vrouwen;Totaal alle woonvormen;"Anna Paulowna; bo; Geldersche Buurt";422
5922;Totaal mannen en vrouwen;Totaal alle woonvormen;"Anna Paulowna; vh; Aan den Balgweg";234
5923;Totaal mannen en vrouwen;Totaal alle woonvormen;"Anna Paulowna; vh; Aan den Boermansweg";129
5924;Totaal mannen en vrouwen;Totaal alle woonvormen;"Anna Paulowna; vh; Aan den Grasweg";190
5925;Totaal mannen en vrouwen;Totaal alle woonvormen;"Anna Paulowna; vh; Aan den Kerkweg";32
5926;Totaal mannen en vrouwen;Totaal alle woonvormen;"Anna Paulowna; vh; Aan den Kleiweg";160
5927;Totaal mannen en vrouwen;Totaal alle woonvormen;"Anna Paulowna; vh; Aan de Kneeskade";30
5928;Totaal mannen en vrouwen;Totaal alle woonvormen;"Anna Paulowna; vh; Aan den Kneesweg";67
5929;Totaal mannen en vrouwen;Totaal alle woonvormen;"Anna Paulowna; vh; Aan den Koningsweg";15
5930;Totaal mannen en vrouwen;Totaal alle woonvormen;"Anna Paulowna; vh; Aan den Kruisweg";10
5931;Totaal mannen en vrouwen;Totaal alle woonvormen;"Anna Paulowna; vh; Aan den Lagendijk";5
5932;Totaal mannen en vrouwen;Totaal alle woonvormen;"Anna Paulowna; vh; Aan den Lotweg";143
5933;Totaal mannen en vrouwen;Totaal alle woonvormen;"Anna Paulowna; vh; Aan den Meerweg";315
5934;Totaal mannen en vrouwen;Totaal alle woonvormen;"Anna Paulowna; vh; Aan den Middenweg";260
5935;Totaal mannen en vrouwen;Totaal alle woonvormen;"Anna Paulowna; vh; Aan de Molenvaart";18
5936;Totaal mannen en vrouwen;Totaal alle woonvormen;"Anna Paulowna; vh; Aan den Schorweg";239
5937;Totaal mannen en vrouwen;Totaal alle woonvormen;"Anna Paulowna; vh; Aan den Stoomweg";344
5938;Totaal mannen en vrouwen;Totaal alle woonvormen;"Anna Paulowna; vh; A/d Van Ewijckskade";8
5939;Totaal mannen en vrouwen;Totaal alle woonvormen;"Anna Paulowna; vh; Aan den Veerweg";85
5940;Totaal mannen en vrouwen;Totaal alle woonvormen;"Anna Paulowna; vh; Aan de Zandvaart";119
5941;Totaal mannen en vrouwen;Totaal alle woonvormen;"Anna Paulowna; vh; Aan den Zuiderweg";38
5942;Totaal mannen en vrouwen;Totaal alle woonvormen;"Anna Paulowna; vh; Aan den Zwarteweg";48
5943;Totaal mannen en vrouwen;Totaal alle woonvormen;"Anna Paulowna; vh; Aan den Zwinweg";119
5944;Totaal mannen en vrouwen;Totaal alle woonvormen;"Anna Paulowna; vh; Aan den Zijperdijk";29
5945;Totaal mannen en vrouwen;Totaal alle woonvormen;"Assendelft; totaal";4960
5946;Totaal mannen en vrouwen;Totaal alle woonvormen;"Assendelft; bo; (streekdorp)";1408
5947;Totaal mannen en vrouwen;Totaal alle woonvormen;"Assendelft; bewoonde oorden; Kerkbuurt";205
5948;Totaal mannen en vrouwen;Totaal alle woonvormen;"Assendelft; bo; Noordeinde, Odulphusst.";10
5949;Totaal mannen en vrouwen;Totaal alle woonvormen;"Assendelft; bew. oorden; Noordeinde, ov.";2492
5950;Totaal mannen en vrouwen;Totaal alle woonvormen;"Assendelft; bew. oorden; Vrouwenverdriet";77
5951;Totaal mannen en vrouwen;Totaal alle woonvormen;"Assendelft; bew. oorden; Nauerna (ged.)";197
5952;Totaal mannen en vrouwen;Totaal alle woonvormen;"Assendelft; bewoonde oorden; Dam (ged.)";118
5953;Totaal mannen en vrouwen;Totaal alle woonvormen;"Assendelft; vh; Nauernasche vaart";76
5954;Totaal mannen en vrouwen;Totaal alle woonvormen;"Assendelft; verspr. huizen; Veenpolder";22
5955;Totaal mannen en vrouwen;Totaal alle woonvormen;"Assendelft; vh; Veenpolderdijk";122
5956;Totaal mannen en vrouwen;Totaal alle woonvormen;"Assendelft; verspreide huizen; Zeedijk";66
5957;Totaal mannen en vrouwen;Totaal alle woonvormen;"Assendelft; vh; Zuidwijkermeerpolder";134
5958;Totaal mannen en vrouwen;Totaal alle woonvormen;"Assendelft; verspr. huizen; Buitenhuizen";14
5959;Totaal mannen en vrouwen;Totaal alle woonvormen;"Assendelft; vh; Nauernaschepolder";19
5960;Totaal mannen en vrouwen;Totaal alle woonvormen;"Avenhorn; totaal";1410
5961;Totaal mannen en vrouwen;Totaal alle woonvormen;"Avenhorn; bewoonde oorden; Avenhorn";632
5962;Totaal mannen en vrouwen;Totaal alle woonvormen;"Avenhorn; bewoonde oorden; Grosthuizen";402
5963;Totaal mannen en vrouwen;Totaal alle woonvormen;"Avenhorn; bewoonde oorden; Scharwoude";227
5964;Totaal mannen en vrouwen;Totaal alle woonvormen;"Avenhorn; bewoonde oorden; Oostmijzen";33
5965;Totaal mannen en vrouwen;Totaal alle woonvormen;"Avenhorn; bew. oorden; Kathoek (ged.)";34
5966;Totaal mannen en vrouwen;Totaal alle woonvormen;"Avenhorn; verspr. huizen; Hulken (ged.)";28
5967;Totaal mannen en vrouwen;Totaal alle woonvormen;"Avenhorn; verspreide huizen; Hoogendijk";31
5968;Totaal mannen en vrouwen;Totaal alle woonvormen;"Avenhorn; overige verspreide huizen";23
5969;Totaal mannen en vrouwen;Totaal alle woonvormen;"Barsingerhorn; totaal";2154
5970;Totaal mannen en vrouwen;Totaal alle woonvormen;"Barsingerhorn; bo; Wees- en Armenh.";17
5971;Totaal mannen en vrouwen;Totaal alle woonvormen;"Barsingerhorn; bo; ov.";506
5972;Totaal mannen en vrouwen;Totaal alle woonvormen;"Barsingerhorn; bewoonde oorden; Kolhorn";604
5973;Totaal mannen en vrouwen;Totaal alle woonvormen;"Barsingerhorn; bew. oorden; Haringhuizen";92
5974;Totaal mannen en vrouwen;Totaal alle woonvormen;"Barsingerhorn; bo; Poolland (ged.)";86
5975;Totaal mannen en vrouwen;Totaal alle woonvormen;"Barsingerhorn; bew. oorden; Kreil (ged.)";123
5976;Totaal mannen en vrouwen;Totaal alle woonvormen;"Barsingerhorn; bo; Westermoerbeek (ged.)";22
5977;Totaal mannen en vrouwen;Totaal alle woonvormen;"Barsingerhorn; vh; Waardpolder";485
5978;Totaal mannen en vrouwen;Totaal alle woonvormen;"Barsingerhorn; verspr. huizen; Mieldijk";61
5979;Totaal mannen en vrouwen;Totaal alle woonvormen;"Barsingerhorn; vh; Hoogebierenweg";47
5980;Totaal mannen en vrouwen;Totaal alle woonvormen;"Barsingerhorn; verspr. huizen; Hemmerweg";35
5981;Totaal mannen en vrouwen;Totaal alle woonvormen;"Barsingerhorn; overige verspreide huizen";76
5982;Totaal mannen en vrouwen;Totaal alle woonvormen;"Beemster; totaal";5165
5983;Totaal mannen en vrouwen;Totaal alle woonvormen;"Beemster; bo; Teh. voor ouden van dagen";18
5984;Totaal mannen en vrouwen;Totaal alle woonvormen;"Beemster; bo; Middenbeemster, N.H.Weesh.";2
5985;Totaal mannen en vrouwen;Totaal alle woonvormen;"Beemster; bo; Middenbeemster, ov.";516
5986;Totaal mannen en vrouwen;Totaal alle woonvormen;"Beemster; bewoonde oorden; Noordbeemster";380
5987;Totaal mannen en vrouwen;Totaal alle woonvormen;"Beemster; bo; Westbeemster, OLV Lourdes.";11
5988;Totaal mannen en vrouwen;Totaal alle woonvormen;"Beemster; bew. oorden; Westbeemster, ov.";477
5989;Totaal mannen en vrouwen;Totaal alle woonvormen;"Beemster; bewoonde oorden; Oostbeemster";143
5990;Totaal mannen en vrouwen;Totaal alle woonvormen;"Beemster; bewoonde oorden; Klaterbuurt";45
5991;Totaal mannen en vrouwen;Totaal alle woonvormen;"Beemster; bewoonde oorden; Boonenbuurt";225
5992;Totaal mannen en vrouwen;Totaal alle woonvormen;"Beemster; vh; Buurtschap Tuinhoek";1154
5993;Totaal mannen en vrouwen;Totaal alle woonvormen;"Beemster; overige verspreide huizen";2194
5994;Totaal mannen en vrouwen;Totaal alle woonvormen;"Beets; totaal";457
5995;Totaal mannen en vrouwen;Totaal alle woonvormen;"Beets; bewoonde oorden; Beets";383
5996;Totaal mannen en vrouwen;Totaal alle woonvormen;"Beets; bewoonde oorden; Schardam (ged.)";61
5997;Totaal mannen en vrouwen;Totaal alle woonvormen;"Beets; verspreide huizen";13
5998;Totaal mannen en vrouwen;Totaal alle woonvormen;"Bennebroek; totaal";2157
5999;Totaal mannen en vrouwen;Totaal alle woonvormen;"Bennebroek; bo; Van Verschuur-Brantsst.";18
6000;Totaal mannen en vrouwen;Totaal alle woonvormen;"Bennebroek; bo; St. Luciagest.";92
6001;Totaal mannen en vrouwen;Totaal alle woonvormen;"Bennebroek; bo; St. Vogelenzang";433
6002;Totaal mannen en vrouwen;Totaal alle woonvormen;"Bennebroek; bew. oorden; Bennebroek, ov.";1614
6003;Totaal mannen en vrouwen;Totaal alle woonvormen;"Bergen (NH.); totaal";5715
6004;Totaal mannen en vrouwen;Totaal alle woonvormen;"Bergen (NH.); bo; Bergen, St. Josephst.";382
6005;Totaal mannen en vrouwen;Totaal alle woonvormen;"Bergen (NH.); bo; Bergen, Petr. Canisius";16
6006;Totaal mannen en vrouwen;Totaal alle woonvormen;"Bergen (NH.); bo; Bergen, ov.";3719
6007;Totaal mannen en vrouwen;Totaal alle woonvormen;"Bergen (NH.); bo; Bergen aan Zee";90
6008;Totaal mannen en vrouwen;Totaal alle woonvormen;"Bergen (NH.); bewoonde oorden; Zanegeest";271
6009;Totaal mannen en vrouwen;Totaal alle woonvormen;"Bergen (NH.); bewoonde oorden; Sluis";125
6010;Totaal mannen en vrouwen;Totaal alle woonvormen;"Bergen (NH.); verspr. huizen; In 't Woud";152
6011;Totaal mannen en vrouwen;Totaal alle woonvormen;"Bergen (NH.); vh; L/h Noord-Holl. kanaal";118
6012;Totaal mannen en vrouwen;Totaal alle woonvormen;"Bergen (NH.); vh; ""Park""/""Eeuwige laan""";195
6013;Totaal mannen en vrouwen;Totaal alle woonvormen;"Bergen (NH.); vh; Ged. ""Breelaan, ...""";161
6014;Totaal mannen en vrouwen;Totaal alle woonvormen;"Bergen (NH.); overige verspreide huizen";486
6015;Totaal mannen en vrouwen;Totaal alle woonvormen;"Berkhout; totaal";2841
6016;Totaal mannen en vrouwen;Totaal alle woonvormen;"Berkhout; bo; N.H. diaconieh.";8
6017;Totaal mannen en vrouwen;Totaal alle woonvormen;"Berkhout; bo; Algemeen Armhuis";4
6018;Totaal mannen en vrouwen;Totaal alle woonvormen;"Berkhout; bewoonde oorden; Berkhout, ov.";1172
6019;Totaal mannen en vrouwen;Totaal alle woonvormen;"Berkhout; bewoonde oorden; Goorn";291
6020;Totaal mannen en vrouwen;Totaal alle woonvormen;"Berkhout; bewoonde oorden; Burg";68
6021;Totaal mannen en vrouwen;Totaal alle woonvormen;"Berkhout; bo; Spierdijk (gd), Josephg.";9
6022;Totaal mannen en vrouwen;Totaal alle woonvormen;"Berkhout; bo; Spierdijk (ged.), ov.";484
6023;Totaal mannen en vrouwen;Totaal alle woonvormen;"Berkhout; bewoonde oorden; Bobeldijk";489
6024;Totaal mannen en vrouwen;Totaal alle woonvormen;"Berkhout; bewoonde oorden; Hulken (ged.)";40
6025;Totaal mannen en vrouwen;Totaal alle woonvormen;"Berkhout; bew. oorden; Baarsdorpermeer";132
6026;Totaal mannen en vrouwen;Totaal alle woonvormen;"Berkhout; vh; Buurtschap Leekermeer";34
6027;Totaal mannen en vrouwen;Totaal alle woonvormen;"Berkhout; vh; Bs. Zuidermeer (ged.)";68
6028;Totaal mannen en vrouwen;Totaal alle woonvormen;"Berkhout; vh; Langs den Hoogendijk";21
6029;Totaal mannen en vrouwen;Totaal alle woonvormen;"Berkhout; vh; In den Grootewaalpolder";21
6030;Totaal mannen en vrouwen;Totaal alle woonvormen;"Beverwijk; totaal";9961
6031;Totaal mannen en vrouwen;Totaal alle woonvormen;"Beverwijk; bo; St. Josephgest.";79
6032;Totaal mannen en vrouwen;Totaal alle woonvormen;"Beverwijk; bo; St. Josephrustoord";121
6033;Totaal mannen en vrouwen;Totaal alle woonvormen;"Beverwijk; bo; Liefdegesticht";20
6034;Totaal mannen en vrouwen;Totaal alle woonvormen;"Beverwijk; bo; Kinderh. Mej. v. Hattum";30
6035;Totaal mannen en vrouwen;Totaal alle woonvormen;"Beverwijk; bo; Marech.kaz.";7
6036;Totaal mannen en vrouwen;Totaal alle woonvormen;"Beverwijk; bo; ""de Westerburcht""";63
6037;Totaal mannen en vrouwen;Totaal alle woonvormen;"Beverwijk; bo; Roode Kruis Ziekenh.";23
6038;Totaal mannen en vrouwen;Totaal alle woonvormen;"Beverwijk; bo; Bisschopp. kweekschool";107
6039;Totaal mannen en vrouwen;Totaal alle woonvormen;"Beverwijk; bo; R.K. Wijkverpl.";4
6040;Totaal mannen en vrouwen;Totaal alle woonvormen;"Beverwijk; bew. oorden; Beverwijk, ov.";9193
6041;Totaal mannen en vrouwen;Totaal alle woonvormen;"Beverwijk; verspreide huizen";314
6042;Totaal mannen en vrouwen;Totaal alle woonvormen;"Blaricum; totaal";2831
6043;Totaal mannen en vrouwen;Totaal alle woonvormen;"Blaricum; bo; St. Bernardusgest.";10
6044;Totaal mannen en vrouwen;Totaal alle woonvormen;"Blaricum; bo; ""Bosch en Heide""";8
6045;Totaal mannen en vrouwen;Totaal alle woonvormen;"Blaricum; bew. oorden; Blaricum, ""Fjedo""";9
6046;Totaal mannen en vrouwen;Totaal alle woonvormen;"Blaricum; bo; ""Emmahoeve""";3
6047;Totaal mannen en vrouwen;Totaal alle woonvormen;"Blaricum; bo; ""Gemelli""";26
6048;Totaal mannen en vrouwen;Totaal alle woonvormen;"Blaricum; bo; ""Hoog Laren""";72
6049;Totaal mannen en vrouwen;Totaal alle woonvormen;"Blaricum; bewoonde oorden; Blaricum, ov.";2629
6050;Totaal mannen en vrouwen;Totaal alle woonvormen;"Blaricum; bewoonde oorden; Crailoo";74
6051;Totaal mannen en vrouwen;Totaal alle woonvormen;"Bloemendaal; totaal";14086
6052;Totaal mannen en vrouwen;Totaal alle woonvormen;"Bloemendaal; bo; Prov.Ziekenh. Santpoort";1657
6053;Totaal mannen en vrouwen;Totaal alle woonvormen;"Bloemendaal; bo; Duinlustpark, ov.";874
6054;Totaal mannen en vrouwen;Totaal alle woonvormen;"Bloemendaal; bo; St. Jozefgest.";156
6055;Totaal mannen en vrouwen;Totaal alle woonvormen;"Bloemendaal; bo; St. Reinilda-St.";20
6056;Totaal mannen en vrouwen;Totaal alle woonvormen;"Bloemendaal; bo; ""Brederodeduin""";5
6057;Totaal mannen en vrouwen;Totaal alle woonvormen;"Bloemendaal; bo; 't Kopje";19
6058;Totaal mannen en vrouwen;Totaal alle woonvormen;"Bloemendaal; bo; 't Lage Kopje";8
6059;Totaal mannen en vrouwen;Totaal alle woonvormen;"Bloemendaal; bo; Kennemer teh.v. jongens";22
6060;Totaal mannen en vrouwen;Totaal alle woonvormen;"Bloemendaal; bo; Huize ""Eben Haezer""";15
6061;Totaal mannen en vrouwen;Totaal alle woonvormen;"Bloemendaal; bo; Rusth. ""Boschrand""";7
6062;Totaal mannen en vrouwen;Totaal alle woonvormen;"Bloemendaal; bo; ov.";4402
6063;Totaal mannen en vrouwen;Totaal alle woonvormen;"Bloemendaal; bo; Overveen, Lambertusst.";128
6064;Totaal mannen en vrouwen;Totaal alle woonvormen;"Bloemendaal; bo; Overveen, Mariagesticht";13
6065;Totaal mannen en vrouwen;Totaal alle woonvormen;"Bloemendaal; bew. oorden; Overveen, ov.";2327
6066;Totaal mannen en vrouwen;Totaal alle woonvormen;"Bloemendaal; bo; Aerdenhout, Franciscus";60
6067;Totaal mannen en vrouwen;Totaal alle woonvormen;"Bloemendaal; bo; Aerdenhout, ov.";2420
6068;Totaal mannen en vrouwen;Totaal alle woonvormen;"Bloemendaal; bew. oorden; Leidschevaart";252
