ID;NECSectoren;EmissiesNaarLucht;Perioden;EmissiesNaarLucht_1
1826;23 Bouwmaterialenindustrie;Ammoniak (NH3);2004;0.4
1827;23 Bouwmaterialenindustrie;Ammoniak (NH3);2005;0.4
1828;23 Bouwmaterialenindustrie;Ammoniak (NH3);2006;0.4
1829;23 Bouwmaterialenindustrie;Ammoniak (NH3);2007;0.4
1830;23 Bouwmaterialenindustrie;Ammoniak (NH3);2008;0.5
1831;23 Bouwmaterialenindustrie;Ammoniak (NH3);2009;0.5
1832;23 Bouwmaterialenindustrie;Ammoniak (NH3);2010;0.4
1833;23 Bouwmaterialenindustrie;Ammoniak (NH3);2011;0.4
1834;23 Bouwmaterialenindustrie;Ammoniak (NH3);2012;0.4
1835;23 Bouwmaterialenindustrie;Ammoniak (NH3);2013;0.3
1836;23 Bouwmaterialenindustrie;Ammoniak (NH3);2014;0.3
1837;23 Bouwmaterialenindustrie;Ammoniak (NH3);2015;0.3
1838;23 Bouwmaterialenindustrie;Ammoniak (NH3);2016;0.3
1839;23 Bouwmaterialenindustrie;Ammoniak (NH3);2017;0.3
1840;23 Bouwmaterialenindustrie;Ammoniak (NH3);2018;0.4
1841;23 Bouwmaterialenindustrie;Ammoniak (NH3);2019;0.4
1842;23 Bouwmaterialenindustrie;Ammoniak (NH3);2020;0.3
1843;23 Bouwmaterialenindustrie;Ammoniak (NH3);2021;0.4
1844;23 Bouwmaterialenindustrie;Ammoniak (NH3);2022;0.4
1845;23 Bouwmaterialenindustrie;Ammoniak (NH3);2023;0.2
1846;23 Bouwmaterialenindustrie;Stikstofoxiden (NOx);1990;16.1
1847;23 Bouwmaterialenindustrie;Stikstofoxiden (NOx);1995;7.9
1848;23 Bouwmaterialenindustrie;Stikstofoxiden (NOx);2000;5.0
1849;23 Bouwmaterialenindustrie;Stikstofoxiden (NOx);2001;6.8
1850;23 Bouwmaterialenindustrie;Stikstofoxiden (NOx);2002;6.2
1851;23 Bouwmaterialenindustrie;Stikstofoxiden (NOx);2003;5.6
1852;23 Bouwmaterialenindustrie;Stikstofoxiden (NOx);2004;5.5
1853;23 Bouwmaterialenindustrie;Stikstofoxiden (NOx);2005;5.7
1854;23 Bouwmaterialenindustrie;Stikstofoxiden (NOx);2006;5.2
1855;23 Bouwmaterialenindustrie;Stikstofoxiden (NOx);2007;5.6
1856;23 Bouwmaterialenindustrie;Stikstofoxiden (NOx);2008;5.8
1857;23 Bouwmaterialenindustrie;Stikstofoxiden (NOx);2009;5.7
1858;23 Bouwmaterialenindustrie;Stikstofoxiden (NOx);2010;5.2
1859;23 Bouwmaterialenindustrie;Stikstofoxiden (NOx);2011;5.2
1860;23 Bouwmaterialenindustrie;Stikstofoxiden (NOx);2012;4.4
1861;23 Bouwmaterialenindustrie;Stikstofoxiden (NOx);2013;3.9
1862;23 Bouwmaterialenindustrie;Stikstofoxiden (NOx);2014;3.9
1863;23 Bouwmaterialenindustrie;Stikstofoxiden (NOx);2015;3.9
1864;23 Bouwmaterialenindustrie;Stikstofoxiden (NOx);2016;3.9
1865;23 Bouwmaterialenindustrie;Stikstofoxiden (NOx);2017;3.7
1866;23 Bouwmaterialenindustrie;Stikstofoxiden (NOx);2018;3.6
1867;23 Bouwmaterialenindustrie;Stikstofoxiden (NOx);2019;3.1
1868;23 Bouwmaterialenindustrie;Stikstofoxiden (NOx);2020;2.9
1869;23 Bouwmaterialenindustrie;Stikstofoxiden (NOx);2021;3.1
1870;23 Bouwmaterialenindustrie;Stikstofoxiden (NOx);2022;2.9
1871;23 Bouwmaterialenindustrie;Stikstofoxiden (NOx);2023;2.7
1872;23 Bouwmaterialenindustrie;Zwaveldioxide (SO2);1990;10.0
1873;23 Bouwmaterialenindustrie;Zwaveldioxide (SO2);1995;4.8
1874;23 Bouwmaterialenindustrie;Zwaveldioxide (SO2);2000;2.6
1875;23 Bouwmaterialenindustrie;Zwaveldioxide (SO2);2001;3.2
1876;23 Bouwmaterialenindustrie;Zwaveldioxide (SO2);2002;3.3
1877;23 Bouwmaterialenindustrie;Zwaveldioxide (SO2);2003;1.2
1878;23 Bouwmaterialenindustrie;Zwaveldioxide (SO2);2004;2.6
1879;23 Bouwmaterialenindustrie;Zwaveldioxide (SO2);2005;2.4
1880;23 Bouwmaterialenindustrie;Zwaveldioxide (SO2);2006;3.1
1881;23 Bouwmaterialenindustrie;Zwaveldioxide (SO2);2007;3.0
1882;23 Bouwmaterialenindustrie;Zwaveldioxide (SO2);2008;2.9
1883;23 Bouwmaterialenindustrie;Zwaveldioxide (SO2);2009;2.8
1884;23 Bouwmaterialenindustrie;Zwaveldioxide (SO2);2010;3.0
1885;23 Bouwmaterialenindustrie;Zwaveldioxide (SO2);2011;3.0
1886;23 Bouwmaterialenindustrie;Zwaveldioxide (SO2);2012;2.8
1887;23 Bouwmaterialenindustrie;Zwaveldioxide (SO2);2013;2.5
1888;23 Bouwmaterialenindustrie;Zwaveldioxide (SO2);2014;2.6
1889;23 Bouwmaterialenindustrie;Zwaveldioxide (SO2);2015;2.6
1890;23 Bouwmaterialenindustrie;Zwaveldioxide (SO2);2016;2.5
1891;23 Bouwmaterialenindustrie;Zwaveldioxide (SO2);2017;2.3
1892;23 Bouwmaterialenindustrie;Zwaveldioxide (SO2);2018;2.4
1893;23 Bouwmaterialenindustrie;Zwaveldioxide (SO2);2019;2.4
1894;23 Bouwmaterialenindustrie;Zwaveldioxide (SO2);2020;2.4
1895;23 Bouwmaterialenindustrie;Zwaveldioxide (SO2);2021;2.6
1896;23 Bouwmaterialenindustrie;Zwaveldioxide (SO2);2022;2.5
1897;23 Bouwmaterialenindustrie;Zwaveldioxide (SO2);2023;2.0
1898;23 Bouwmaterialenindustrie;NMVOS;1990;1.3
1899;23 Bouwmaterialenindustrie;NMVOS;1995;0.5
1900;23 Bouwmaterialenindustrie;NMVOS;2000;0.3
1901;23 Bouwmaterialenindustrie;NMVOS;2001;0.4
1902;23 Bouwmaterialenindustrie;NMVOS;2002;0.6
1903;23 Bouwmaterialenindustrie;NMVOS;2003;0.2
1904;23 Bouwmaterialenindustrie;NMVOS;2004;0.3
1905;23 Bouwmaterialenindustrie;NMVOS;2005;0.2
1906;23 Bouwmaterialenindustrie;NMVOS;2006;0.2
1907;23 Bouwmaterialenindustrie;NMVOS;2007;0.3
1908;23 Bouwmaterialenindustrie;NMVOS;2008;0.3
1909;23 Bouwmaterialenindustrie;NMVOS;2009;0.5
1910;23 Bouwmaterialenindustrie;NMVOS;2010;0.6
1911;23 Bouwmaterialenindustrie;NMVOS;2011;0.6
1912;23 Bouwmaterialenindustrie;NMVOS;2012;0.2
1913;23 Bouwmaterialenindustrie;NMVOS;2013;0.1
1914;23 Bouwmaterialenindustrie;NMVOS;2014;0.2
1915;23 Bouwmaterialenindustrie;NMVOS;2015;0.2
1916;23 Bouwmaterialenindustrie;NMVOS;2016;0.2
1917;23 Bouwmaterialenindustrie;NMVOS;2017;0.2
1918;23 Bouwmaterialenindustrie;NMVOS;2018;0.2
1919;23 Bouwmaterialenindustrie;NMVOS;2019;0.1
1920;23 Bouwmaterialenindustrie;NMVOS;2020;0.2
1921;23 Bouwmaterialenindustrie;NMVOS;2021;0.2
1922;23 Bouwmaterialenindustrie;NMVOS;2022;0.2
1923;23 Bouwmaterialenindustrie;NMVOS;2023;0.2
1924;23 Bouwmaterialenindustrie;PM2.5 (fijn stof);1990;2.2
1925;23 Bouwmaterialenindustrie;PM2.5 (fijn stof);1995;1.8
1926;23 Bouwmaterialenindustrie;PM2.5 (fijn stof);2000;1.1
1927;23 Bouwmaterialenindustrie;PM2.5 (fijn stof);2001;1.2
1928;23 Bouwmaterialenindustrie;PM2.5 (fijn stof);2002;1.2
1929;23 Bouwmaterialenindustrie;PM2.5 (fijn stof);2003;1.0
1930;23 Bouwmaterialenindustrie;PM2.5 (fijn stof);2004;1.1
1931;23 Bouwmaterialenindustrie;PM2.5 (fijn stof);2005;1.1
1932;23 Bouwmaterialenindustrie;PM2.5 (fijn stof);2006;1.1
1933;23 Bouwmaterialenindustrie;PM2.5 (fijn stof);2007;1.1
1934;23 Bouwmaterialenindustrie;PM2.5 (fijn stof);2008;1.1
1935;23 Bouwmaterialenindustrie;PM2.5 (fijn stof);2009;1.1
1936;23 Bouwmaterialenindustrie;PM2.5 (fijn stof);2010;1.1
1937;23 Bouwmaterialenindustrie;PM2.5 (fijn stof);2011;1.1
1938;23 Bouwmaterialenindustrie;PM2.5 (fijn stof);2012;1.0
1939;23 Bouwmaterialenindustrie;PM2.5 (fijn stof);2013;1.0
1940;23 Bouwmaterialenindustrie;PM2.5 (fijn stof);2014;1.0
1941;23 Bouwmaterialenindustrie;PM2.5 (fijn stof);2015;1.1
1942;23 Bouwmaterialenindustrie;PM2.5 (fijn stof);2016;1.1
1943;23 Bouwmaterialenindustrie;PM2.5 (fijn stof);2017;1.1
1944;23 Bouwmaterialenindustrie;PM2.5 (fijn stof);2018;1.2
1945;23 Bouwmaterialenindustrie;PM2.5 (fijn stof);2019;1.3
1946;23 Bouwmaterialenindustrie;PM2.5 (fijn stof);2020;1.3
1947;23 Bouwmaterialenindustrie;PM2.5 (fijn stof);2021;1.4
1948;23 Bouwmaterialenindustrie;PM2.5 (fijn stof);2022;1.5
1949;23 Bouwmaterialenindustrie;PM2.5 (fijn stof);2023;1.2
1950;24 Basismetaalindustrie;Ammoniak (NH3);1990;0.1
1951;24 Basismetaalindustrie;Ammoniak (NH3);1995;0.0
1952;24 Basismetaalindustrie;Ammoniak (NH3);2000;0.0
1953;24 Basismetaalindustrie;Ammoniak (NH3);2001;0.0
1954;24 Basismetaalindustrie;Ammoniak (NH3);2002;0.0
1955;24 Basismetaalindustrie;Ammoniak (NH3);2003;0.0
1956;24 Basismetaalindustrie;Ammoniak (NH3);2004;0.0
1957;24 Basismetaalindustrie;Ammoniak (NH3);2005;0.1
1958;24 Basismetaalindustrie;Ammoniak (NH3);2006;0.1
1959;24 Basismetaalindustrie;Ammoniak (NH3);2007;0.0
1960;24 Basismetaalindustrie;Ammoniak (NH3);2008;0.0
1961;24 Basismetaalindustrie;Ammoniak (NH3);2009;0.0
1962;24 Basismetaalindustrie;Ammoniak (NH3);2010;0.0
1963;24 Basismetaalindustrie;Ammoniak (NH3);2011;0.0
1964;24 Basismetaalindustrie;Ammoniak (NH3);2012;0.0
1965;24 Basismetaalindustrie;Ammoniak (NH3);2013;0.0
1966;24 Basismetaalindustrie;Ammoniak (NH3);2014;0.0
1967;24 Basismetaalindustrie;Ammoniak (NH3);2015;0.0
1968;24 Basismetaalindustrie;Ammoniak (NH3);2016;0.0
1969;24 Basismetaalindustrie;Ammoniak (NH3);2017;0.0
1970;24 Basismetaalindustrie;Ammoniak (NH3);2018;0.0
1971;24 Basismetaalindustrie;Ammoniak (NH3);2019;0.0
1972;24 Basismetaalindustrie;Ammoniak (NH3);2020;0.0
1973;24 Basismetaalindustrie;Ammoniak (NH3);2021;0.0
1974;24 Basismetaalindustrie;Ammoniak (NH3);2022;0.0
1975;24 Basismetaalindustrie;Ammoniak (NH3);2023;0.0
1976;24 Basismetaalindustrie;Stikstofoxiden (NOx);1990;7.8
1977;24 Basismetaalindustrie;Stikstofoxiden (NOx);1995;9.8
1978;24 Basismetaalindustrie;Stikstofoxiden (NOx);2000;6.6
1979;24 Basismetaalindustrie;Stikstofoxiden (NOx);2001;7.5
1980;24 Basismetaalindustrie;Stikstofoxiden (NOx);2002;7.3
1981;24 Basismetaalindustrie;Stikstofoxiden (NOx);2003;7.6
1982;24 Basismetaalindustrie;Stikstofoxiden (NOx);2004;7.9
1983;24 Basismetaalindustrie;Stikstofoxiden (NOx);2005;7.5
1984;24 Basismetaalindustrie;Stikstofoxiden (NOx);2006;7.0
1985;24 Basismetaalindustrie;Stikstofoxiden (NOx);2007;7.1
1986;24 Basismetaalindustrie;Stikstofoxiden (NOx);2008;6.7
1987;24 Basismetaalindustrie;Stikstofoxiden (NOx);2009;4.9
1988;24 Basismetaalindustrie;Stikstofoxiden (NOx);2010;6.5
1989;24 Basismetaalindustrie;Stikstofoxiden (NOx);2011;6.3
1990;24 Basismetaalindustrie;Stikstofoxiden (NOx);2012;6.5
1991;24 Basismetaalindustrie;Stikstofoxiden (NOx);2013;6.0
1992;24 Basismetaalindustrie;Stikstofoxiden (NOx);2014;5.7
1993;24 Basismetaalindustrie;Stikstofoxiden (NOx);2015;6.4
1994;24 Basismetaalindustrie;Stikstofoxiden (NOx);2016;6.3
1995;24 Basismetaalindustrie;Stikstofoxiden (NOx);2017;6.2
1996;24 Basismetaalindustrie;Stikstofoxiden (NOx);2018;6.1
1997;24 Basismetaalindustrie;Stikstofoxiden (NOx);2019;6.4
1998;24 Basismetaalindustrie;Stikstofoxiden (NOx);2020;5.5
1999;24 Basismetaalindustrie;Stikstofoxiden (NOx);2021;5.6
2000;24 Basismetaalindustrie;Stikstofoxiden (NOx);2022;5.3
2001;24 Basismetaalindustrie;Stikstofoxiden (NOx);2023;4.5
2002;24 Basismetaalindustrie;Zwaveldioxide (SO2);1990;14.6
2003;24 Basismetaalindustrie;Zwaveldioxide (SO2);1995;11.9
2004;24 Basismetaalindustrie;Zwaveldioxide (SO2);2000;6.9
2005;24 Basismetaalindustrie;Zwaveldioxide (SO2);2001;6.4
2006;24 Basismetaalindustrie;Zwaveldioxide (SO2);2002;6.5
2007;24 Basismetaalindustrie;Zwaveldioxide (SO2);2003;6.5
2008;24 Basismetaalindustrie;Zwaveldioxide (SO2);2004;7.3
2009;24 Basismetaalindustrie;Zwaveldioxide (SO2);2005;7.7
2010;24 Basismetaalindustrie;Zwaveldioxide (SO2);2006;6.9
2011;24 Basismetaalindustrie;Zwaveldioxide (SO2);2007;7.3
2012;24 Basismetaalindustrie;Zwaveldioxide (SO2);2008;7.1
2013;24 Basismetaalindustrie;Zwaveldioxide (SO2);2009;4.0
2014;24 Basismetaalindustrie;Zwaveldioxide (SO2);2010;6.1
2015;24 Basismetaalindustrie;Zwaveldioxide (SO2);2011;6.4
2016;24 Basismetaalindustrie;Zwaveldioxide (SO2);2012;4.4
2017;24 Basismetaalindustrie;Zwaveldioxide (SO2);2013;3.4
2018;24 Basismetaalindustrie;Zwaveldioxide (SO2);2014;3.8
2019;24 Basismetaalindustrie;Zwaveldioxide (SO2);2015;3.7
2020;24 Basismetaalindustrie;Zwaveldioxide (SO2);2016;3.6
2021;24 Basismetaalindustrie;Zwaveldioxide (SO2);2017;3.9
2022;24 Basismetaalindustrie;Zwaveldioxide (SO2);2018;3.9
2023;24 Basismetaalindustrie;Zwaveldioxide (SO2);2019;4.5
2024;24 Basismetaalindustrie;Zwaveldioxide (SO2);2020;4.2
2025;24 Basismetaalindustrie;Zwaveldioxide (SO2);2021;3.6
2026;24 Basismetaalindustrie;Zwaveldioxide (SO2);2022;3.2
2027;24 Basismetaalindustrie;Zwaveldioxide (SO2);2023;3.1
2028;24 Basismetaalindustrie;NMVOS;1990;5.2
2029;24 Basismetaalindustrie;NMVOS;1995;3.8
2030;24 Basismetaalindustrie;NMVOS;2000;2.2
2031;24 Basismetaalindustrie;NMVOS;2001;1.7
2032;24 Basismetaalindustrie;NMVOS;2002;1.9
2033;24 Basismetaalindustrie;NMVOS;2003;1.6
2034;24 Basismetaalindustrie;NMVOS;2004;1.2
2035;24 Basismetaalindustrie;NMVOS;2005;1.5
2036;24 Basismetaalindustrie;NMVOS;2006;1.5
2037;24 Basismetaalindustrie;NMVOS;2007;1.6
2038;24 Basismetaalindustrie;NMVOS;2008;1.6
2039;24 Basismetaalindustrie;NMVOS;2009;1.4
2040;24 Basismetaalindustrie;NMVOS;2010;1.6
2041;24 Basismetaalindustrie;NMVOS;2011;1.7
2042;24 Basismetaalindustrie;NMVOS;2012;1.6
2043;24 Basismetaalindustrie;NMVOS;2013;1.3
2044;24 Basismetaalindustrie;NMVOS;2014;1.4
2045;24 Basismetaalindustrie;NMVOS;2015;1.5
2046;24 Basismetaalindustrie;NMVOS;2016;1.6
2047;24 Basismetaalindustrie;NMVOS;2017;1.7
2048;24 Basismetaalindustrie;NMVOS;2018;1.7
2049;24 Basismetaalindustrie;NMVOS;2019;1.7
2050;24 Basismetaalindustrie;NMVOS;2020;1.5
2051;24 Basismetaalindustrie;NMVOS;2021;1.2
2052;24 Basismetaalindustrie;NMVOS;2022;1.5
2053;24 Basismetaalindustrie;NMVOS;2023;0.9
2054;24 Basismetaalindustrie;PM2.5 (fijn stof);1990;7.0
2055;24 Basismetaalindustrie;PM2.5 (fijn stof);1995;4.3
2056;24 Basismetaalindustrie;PM2.5 (fijn stof);2000;2.0
2057;24 Basismetaalindustrie;PM2.5 (fijn stof);2001;1.8
2058;24 Basismetaalindustrie;PM2.5 (fijn stof);2002;1.7
2059;24 Basismetaalindustrie;PM2.5 (fijn stof);2003;1.6
2060;24 Basismetaalindustrie;PM2.5 (fijn stof);2004;1.7
2061;24 Basismetaalindustrie;PM2.5 (fijn stof);2005;1.5
2062;24 Basismetaalindustrie;PM2.5 (fijn stof);2006;1.4
2063;24 Basismetaalindustrie;PM2.5 (fijn stof);2007;1.5
2064;24 Basismetaalindustrie;PM2.5 (fijn stof);2008;1.3
2065;24 Basismetaalindustrie;PM2.5 (fijn stof);2009;1.1
2066;24 Basismetaalindustrie;PM2.5 (fijn stof);2010;1.3
2067;24 Basismetaalindustrie;PM2.5 (fijn stof);2011;1.4
2068;24 Basismetaalindustrie;PM2.5 (fijn stof);2012;0.8
2069;24 Basismetaalindustrie;PM2.5 (fijn stof);2013;0.8
2070;24 Basismetaalindustrie;PM2.5 (fijn stof);2014;0.8
2071;24 Basismetaalindustrie;PM2.5 (fijn stof);2015;0.9
2072;24 Basismetaalindustrie;PM2.5 (fijn stof);2016;0.9
2073;24 Basismetaalindustrie;PM2.5 (fijn stof);2017;0.9
2074;24 Basismetaalindustrie;PM2.5 (fijn stof);2018;0.8
2075;24 Basismetaalindustrie;PM2.5 (fijn stof);2019;0.9
2076;24 Basismetaalindustrie;PM2.5 (fijn stof);2020;0.7
2077;24 Basismetaalindustrie;PM2.5 (fijn stof);2021;0.7
2078;24 Basismetaalindustrie;PM2.5 (fijn stof);2022;0.6
2079;24 Basismetaalindustrie;PM2.5 (fijn stof);2023;0.5
2080;Metaalproducten- en machine-industrie;Ammoniak (NH3);1990;0.3
2081;Metaalproducten- en machine-industrie;Ammoniak (NH3);1995;0.0
2082;Metaalproducten- en machine-industrie;Ammoniak (NH3);2000;0.0
2083;Metaalproducten- en machine-industrie;Ammoniak (NH3);2001;0.0
2084;Metaalproducten- en machine-industrie;Ammoniak (NH3);2002;0.0
2085;Metaalproducten- en machine-industrie;Ammoniak (NH3);2003;0.0
2086;Metaalproducten- en machine-industrie;Ammoniak (NH3);2004;0.0
2087;Metaalproducten- en machine-industrie;Ammoniak (NH3);2005;0.0
2088;Metaalproducten- en machine-industrie;Ammoniak (NH3);2006;0.0
2089;Metaalproducten- en machine-industrie;Ammoniak (NH3);2007;0.0
2090;Metaalproducten- en machine-industrie;Ammoniak (NH3);2008;0.0
2091;Metaalproducten- en machine-industrie;Ammoniak (NH3);2009;0.0
2092;Metaalproducten- en machine-industrie;Ammoniak (NH3);2010;0.0
2093;Metaalproducten- en machine-industrie;Ammoniak (NH3);2011;0.0
2094;Metaalproducten- en machine-industrie;Ammoniak (NH3);2012;0.0
2095;Metaalproducten- en machine-industrie;Ammoniak (NH3);2013;0.0
2096;Metaalproducten- en machine-industrie;Ammoniak (NH3);2014;0.0
2097;Metaalproducten- en machine-industrie;Ammoniak (NH3);2015;0.0
2098;Metaalproducten- en machine-industrie;Ammoniak (NH3);2016;0.0
2099;Metaalproducten- en machine-industrie;Ammoniak (NH3);2017;0.0
2100;Metaalproducten- en machine-industrie;Ammoniak (NH3);2018;0.0
2101;Metaalproducten- en machine-industrie;Ammoniak (NH3);2019;0.0
2102;Metaalproducten- en machine-industrie;Ammoniak (NH3);2020;0.0
2103;Metaalproducten- en machine-industrie;Ammoniak (NH3);2021;0.0
2104;Metaalproducten- en machine-industrie;Ammoniak (NH3);2022;0.0
2105;Metaalproducten- en machine-industrie;Ammoniak (NH3);2023;0.0
2106;Metaalproducten- en machine-industrie;Stikstofoxiden (NOx);1990;3.7
2107;Metaalproducten- en machine-industrie;Stikstofoxiden (NOx);1995;1.2
2108;Metaalproducten- en machine-industrie;Stikstofoxiden (NOx);2000;0.7
2109;Metaalproducten- en machine-industrie;Stikstofoxiden (NOx);2001;0.8
2110;Metaalproducten- en machine-industrie;Stikstofoxiden (NOx);2002;0.9
2111;Metaalproducten- en machine-industrie;Stikstofoxiden (NOx);2003;0.5
2112;Metaalproducten- en machine-industrie;Stikstofoxiden (NOx);2004;0.6
2113;Metaalproducten- en machine-industrie;Stikstofoxiden (NOx);2005;0.6
2114;Metaalproducten- en machine-industrie;Stikstofoxiden (NOx);2006;0.6
2115;Metaalproducten- en machine-industrie;Stikstofoxiden (NOx);2007;0.6
2116;Metaalproducten- en machine-industrie;Stikstofoxiden (NOx);2008;0.6
2117;Metaalproducten- en machine-industrie;Stikstofoxiden (NOx);2009;0.7
2118;Metaalproducten- en machine-industrie;Stikstofoxiden (NOx);2010;0.8
2119;Metaalproducten- en machine-industrie;Stikstofoxiden (NOx);2011;1.1
2120;Metaalproducten- en machine-industrie;Stikstofoxiden (NOx);2012;1.0
2121;Metaalproducten- en machine-industrie;Stikstofoxiden (NOx);2013;0.9
2122;Metaalproducten- en machine-industrie;Stikstofoxiden (NOx);2014;0.7
2123;Metaalproducten- en machine-industrie;Stikstofoxiden (NOx);2015;0.8
2124;Metaalproducten- en machine-industrie;Stikstofoxiden (NOx);2016;0.8
2125;Metaalproducten- en machine-industrie;Stikstofoxiden (NOx);2017;0.8
2126;Metaalproducten- en machine-industrie;Stikstofoxiden (NOx);2018;0.7
2127;Metaalproducten- en machine-industrie;Stikstofoxiden (NOx);2019;0.8
2128;Metaalproducten- en machine-industrie;Stikstofoxiden (NOx);2020;0.6
2129;Metaalproducten- en machine-industrie;Stikstofoxiden (NOx);2021;0.5
2130;Metaalproducten- en machine-industrie;Stikstofoxiden (NOx);2022;0.3
2131;Metaalproducten- en machine-industrie;Stikstofoxiden (NOx);2023;0.3
2132;Metaalproducten- en machine-industrie;Zwaveldioxide (SO2);1990;3.4
2133;Metaalproducten- en machine-industrie;Zwaveldioxide (SO2);1995;0.4
2134;Metaalproducten- en machine-industrie;Zwaveldioxide (SO2);2000;0.0
2135;Metaalproducten- en machine-industrie;Zwaveldioxide (SO2);2001;0.3
2136;Metaalproducten- en machine-industrie;Zwaveldioxide (SO2);2002;0.0
2137;Metaalproducten- en machine-industrie;Zwaveldioxide (SO2);2003;0.0
2138;Metaalproducten- en machine-industrie;Zwaveldioxide (SO2);2004;0.4
2139;Metaalproducten- en machine-industrie;Zwaveldioxide (SO2);2005;0.3
2140;Metaalproducten- en machine-industrie;Zwaveldioxide (SO2);2006;0.3
2141;Metaalproducten- en machine-industrie;Zwaveldioxide (SO2);2007;0.3
2142;Metaalproducten- en machine-industrie;Zwaveldioxide (SO2);2008;0.5
2143;Metaalproducten- en machine-industrie;Zwaveldioxide (SO2);2009;0.4
2144;Metaalproducten- en machine-industrie;Zwaveldioxide (SO2);2010;0.5
2145;Metaalproducten- en machine-industrie;Zwaveldioxide (SO2);2011;0.6
2146;Metaalproducten- en machine-industrie;Zwaveldioxide (SO2);2012;0.5
2147;Metaalproducten- en machine-industrie;Zwaveldioxide (SO2);2013;0.8
2148;Metaalproducten- en machine-industrie;Zwaveldioxide (SO2);2014;0.8
2149;Metaalproducten- en machine-industrie;Zwaveldioxide (SO2);2015;0.8
2150;Metaalproducten- en machine-industrie;Zwaveldioxide (SO2);2016;0.8
2151;Metaalproducten- en machine-industrie;Zwaveldioxide (SO2);2017;0.8
2152;Metaalproducten- en machine-industrie;Zwaveldioxide (SO2);2018;0.8
2153;Metaalproducten- en machine-industrie;Zwaveldioxide (SO2);2019;0.7
2154;Metaalproducten- en machine-industrie;Zwaveldioxide (SO2);2020;0.5
2155;Metaalproducten- en machine-industrie;Zwaveldioxide (SO2);2021;0.4
2156;Metaalproducten- en machine-industrie;Zwaveldioxide (SO2);2022;0.0
2157;Metaalproducten- en machine-industrie;Zwaveldioxide (SO2);2023;0.0
2158;Metaalproducten- en machine-industrie;NMVOS;1990;45.1
2159;Metaalproducten- en machine-industrie;NMVOS;1995;28.5
2160;Metaalproducten- en machine-industrie;NMVOS;2000;12.4
2161;Metaalproducten- en machine-industrie;NMVOS;2001;12.1
2162;Metaalproducten- en machine-industrie;NMVOS;2002;10.5
2163;Metaalproducten- en machine-industrie;NMVOS;2003;8.6
2164;Metaalproducten- en machine-industrie;NMVOS;2004;8.2
2165;Metaalproducten- en machine-industrie;NMVOS;2005;8.2
2166;Metaalproducten- en machine-industrie;NMVOS;2006;7.5
2167;Metaalproducten- en machine-industrie;NMVOS;2007;8.0
2168;Metaalproducten- en machine-industrie;NMVOS;2008;7.2
2169;Metaalproducten- en machine-industrie;NMVOS;2009;6.5
2170;Metaalproducten- en machine-industrie;NMVOS;2010;11.1
2171;Metaalproducten- en machine-industrie;NMVOS;2011;9.6
2172;Metaalproducten- en machine-industrie;NMVOS;2012;9.3
2173;Metaalproducten- en machine-industrie;NMVOS;2013;8.3
2174;Metaalproducten- en machine-industrie;NMVOS;2014;7.8
2175;Metaalproducten- en machine-industrie;NMVOS;2015;7.8
2176;Metaalproducten- en machine-industrie;NMVOS;2016;6.1
2177;Metaalproducten- en machine-industrie;NMVOS;2017;7.3
2178;Metaalproducten- en machine-industrie;NMVOS;2018;7.4
2179;Metaalproducten- en machine-industrie;NMVOS;2019;7.4
2180;Metaalproducten- en machine-industrie;NMVOS;2020;7.5
2181;Metaalproducten- en machine-industrie;NMVOS;2021;7.5
2182;Metaalproducten- en machine-industrie;NMVOS;2022;7.7
2183;Metaalproducten- en machine-industrie;NMVOS;2023;7.0
2184;Metaalproducten- en machine-industrie;PM2.5 (fijn stof);1990;0.8
2185;Metaalproducten- en machine-industrie;PM2.5 (fijn stof);1995;0.3
2186;Metaalproducten- en machine-industrie;PM2.5 (fijn stof);2000;0.2
2187;Metaalproducten- en machine-industrie;PM2.5 (fijn stof);2001;0.2
