ID;SIC2008;PersonsEmployed;Periods;Total_1;Births_2;Deaths_3;NewlyBornEnterprisesSurvivingYear1_4;NewlyBornEnterprisesSurvivingYear2_5;NewlyBornEnterprisesSurvivingYear3_6;NewlyBornEnterprisesSurvivingYear4_7;NewlyBornEnterprisesSurvivingYear5_8;PersonsEmployed_9;Employees_10;PersonsEmployed_11;Employees_12;PersonsEmployed_13;Employees_14;k_1Year_15;k_2Years_16;k_3Years_17;k_4Years_18;k_5Years_19;k_1Year_20;k_2Years_21;k_3Years_22;k_4Years_23;k_5Years_24
3843;322200;Total;2018;;;;;;;;;;;;;;;;;;;;;;;;
3844;322200;Total;2019;;;;;;;;;;;;;;;;;;;;;;;;
3845;322200;Total;2020;;;;;;;;;;;;;;;;;;;;;;;;
3846;322200;Total;2021;;;;;;;;;;;;;;;;;;;;;;;;
3847;322200;Total;2022;;;;;;;;;;;;;;;;;;;;;;;;
3848;322200;0 employees;2010;;;;;;;;;;;;;;;;;;;;;;;;
3849;322200;0 employees;2011;;;;;;;;;;;;;;;;;;;;;;;;
3850;322200;0 employees;2012;;;;;;;;;;;;;;;;;;;;;;;;
3851;322200;0 employees;2013;;;;;;;;;;;;;;;;;;;;;;;;
3852;322200;0 employees;2014;;;;;;;;;;;;;;;;;;;;;;;;
3853;322200;0 employees;2015;;;;;;;;;;;;;;;;;;;;;;;;
3854;322200;0 employees;2016;;;;;;;;;;;;;;;;;;;;;;;;
3855;322200;0 employees;2017;;;;;;;;;;;;;;;;;;;;;;;;
3856;322200;0 employees;2018;;;;;;;;;;;;;;;;;;;;;;;;
3857;322200;0 employees;2019;;;;;;;;;;;;;;;;;;;;;;;;
3858;322200;0 employees;2020;;;;;;;;;;;;;;;;;;;;;;;;
3859;322200;0 employees;2021;;;;;;;;;;;;;;;;;;;;;;;;
3860;322200;0 employees;2022;;;;;;;;;;;;;;;;;;;;;;;;
3861;322200;1 to 4 employees;2010;;;;;;;;;;;;;;;;;;;;;;;;
3862;322200;1 to 4 employees;2011;;;;;;;;;;;;;;;;;;;;;;;;
3863;322200;1 to 4 employees;2012;;;;;;;;;;;;;;;;;;;;;;;;
3864;322200;1 to 4 employees;2013;;;;;;;;;;;;;;;;;;;;;;;;
3865;322200;1 to 4 employees;2014;;;;;;;;;;;;;;;;;;;;;;;;
3866;322200;1 to 4 employees;2015;;;;;;;;;;;;;;;;;;;;;;;;
3867;322200;1 to 4 employees;2016;;;;;;;;;;;;;;;;;;;;;;;;
3868;322200;1 to 4 employees;2017;;;;;;;;;;;;;;;;;;;;;;;;
3869;322200;1 to 4 employees;2018;;;;;;;;;;;;;;;;;;;;;;;;
3870;322200;1 to 4 employees;2019;;;;;;;;;;;;;;;;;;;;;;;;
3871;322200;1 to 4 employees;2020;;;;;;;;;;;;;;;;;;;;;;;;
3872;322200;1 to 4 employees;2021;;;;;;;;;;;;;;;;;;;;;;;;
3873;322200;1 to 4 employees;2022;;;;;;;;;;;;;;;;;;;;;;;;
3874;322200;5 to 9 employees;2010;;;;;;;;;;;;;;;;;;;;;;;;
3875;322200;5 to 9 employees;2011;;;;;;;;;;;;;;;;;;;;;;;;
3876;322200;5 to 9 employees;2012;;;;;;;;;;;;;;;;;;;;;;;;
3877;322200;5 to 9 employees;2013;;;;;;;;;;;;;;;;;;;;;;;;
3878;322200;5 to 9 employees;2014;;;;;;;;;;;;;;;;;;;;;;;;
3879;322200;5 to 9 employees;2015;;;;;;;;;;;;;;;;;;;;;;;;
3880;322200;5 to 9 employees;2016;;;;;;;;;;;;;;;;;;;;;;;;
3881;322200;5 to 9 employees;2017;;;;;;;;;;;;;;;;;;;;;;;;
3882;322200;5 to 9 employees;2018;;;;;;;;;;;;;;;;;;;;;;;;
3883;322200;5 to 9 employees;2019;;;;;;;;;;;;;;;;;;;;;;;;
3884;322200;5 to 9 employees;2020;;;;;;;;;;;;;;;;;;;;;;;;
3885;322200;5 to 9 employees;2021;;;;;;;;;;;;;;;;;;;;;;;;
3886;322200;5 to 9 employees;2022;;;;;;;;;;;;;;;;;;;;;;;;
3887;322200;10 employees or more;2010;;;;;;;;;;;;;;;;;;;;;;;;
3888;322200;10 employees or more;2011;;;;;;;;;;;;;;;;;;;;;;;;
3889;322200;10 employees or more;2012;;;;;;;;;;;;;;;;;;;;;;;;
3890;322200;10 employees or more;2013;;;;;;;;;;;;;;;;;;;;;;;;
3891;322200;10 employees or more;2014;;;;;;;;;;;;;;;;;;;;;;;;
3892;322200;10 employees or more;2015;;;;;;;;;;;;;;;;;;;;;;;;
3893;322200;10 employees or more;2016;;;;;;;;;;;;;;;;;;;;;;;;
3894;322200;10 employees or more;2017;;;;;;;;;;;;;;;;;;;;;;;;
3895;322200;10 employees or more;2018;;;;;;;;;;;;;;;;;;;;;;;;
3896;322200;10 employees or more;2019;;;;;;;;;;;;;;;;;;;;;;;;
3897;322200;10 employees or more;2020;;;;;;;;;;;;;;;;;;;;;;;;
3898;322200;10 employees or more;2021;;;;;;;;;;;;;;;;;;;;;;;;
3899;322200;10 employees or more;2022;;;;;;;;;;;;;;;;;;;;;;;;
3900;322500;Total;2010;;;;;;;;;;;;;;;;;;;;;;;;
3901;322500;Total;2011;;;;;;;;;;;;;;;;;;;;;;;;
3902;322500;Total;2012;;;;;;;;;;;;;;;;;;;;;;;;
3903;322500;Total;2013;;;;;;;;;;;;;;;;;;;;;;;;
3904;322500;Total;2014;;;;;;;;;;;;;;;;;;;;;;;;
3905;322500;Total;2015;;;;;;;;;;;;;;;;;;;;;;;;
3906;322500;Total;2016;;;;;;;;;;;;;;;;;;;;;;;;
3907;322500;Total;2017;;;;;;;;;;;;;;;;;;;;;;;;
3908;322500;Total;2018;;;;;;;;;;;;;;;;;;;;;;;;
3909;322500;Total;2019;;;;;;;;;;;;;;;;;;;;;;;;
3910;322500;Total;2020;;;;;;;;;;;;;;;;;;;;;;;;
3911;322500;Total;2021;;;;;;;;;;;;;;;;;;;;;;;;
3912;322500;Total;2022;;;;;;;;;;;;;;;;;;;;;;;;
3913;322500;0 employees;2010;;;;;;;;;;;;;;;;;;;;;;;;
3914;322500;0 employees;2011;;;;;;;;;;;;;;;;;;;;;;;;
3915;322500;0 employees;2012;;;;;;;;;;;;;;;;;;;;;;;;
3916;322500;0 employees;2013;;;;;;;;;;;;;;;;;;;;;;;;
3917;322500;0 employees;2014;;;;;;;;;;;;;;;;;;;;;;;;
3918;322500;0 employees;2015;;;;;;;;;;;;;;;;;;;;;;;;
3919;322500;0 employees;2016;;;;;;;;;;;;;;;;;;;;;;;;
3920;322500;0 employees;2017;;;;;;;;;;;;;;;;;;;;;;;;
3921;322500;0 employees;2018;;;;;;;;;;;;;;;;;;;;;;;;
3922;322500;0 employees;2019;;;;;;;;;;;;;;;;;;;;;;;;
3923;322500;0 employees;2020;;;;;;;;;;;;;;;;;;;;;;;;
3924;322500;0 employees;2021;;;;;;;;;;;;;;;;;;;;;;;;
3925;322500;0 employees;2022;;;;;;;;;;;;;;;;;;;;;;;;
3926;322500;1 to 4 employees;2010;;;;;;;;;;;;;;;;;;;;;;;;
3927;322500;1 to 4 employees;2011;;;;;;;;;;;;;;;;;;;;;;;;
3928;322500;1 to 4 employees;2012;;;;;;;;;;;;;;;;;;;;;;;;
3929;322500;1 to 4 employees;2013;;;;;;;;;;;;;;;;;;;;;;;;
3930;322500;1 to 4 employees;2014;;;;;;;;;;;;;;;;;;;;;;;;
3931;322500;1 to 4 employees;2015;;;;;;;;;;;;;;;;;;;;;;;;
3932;322500;1 to 4 employees;2016;;;;;;;;;;;;;;;;;;;;;;;;
3933;322500;1 to 4 employees;2017;;;;;;;;;;;;;;;;;;;;;;;;
3934;322500;1 to 4 employees;2018;;;;;;;;;;;;;;;;;;;;;;;;
3935;322500;1 to 4 employees;2019;;;;;;;;;;;;;;;;;;;;;;;;
3936;322500;1 to 4 employees;2020;;;;;;;;;;;;;;;;;;;;;;;;
3937;322500;1 to 4 employees;2021;;;;;;;;;;;;;;;;;;;;;;;;
3938;322500;1 to 4 employees;2022;;;;;;;;;;;;;;;;;;;;;;;;
3939;322500;5 to 9 employees;2010;;;;;;;;;;;;;;;;;;;;;;;;
3940;322500;5 to 9 employees;2011;;;;;;;;;;;;;;;;;;;;;;;;
3941;322500;5 to 9 employees;2012;;;;;;;;;;;;;;;;;;;;;;;;
3942;322500;5 to 9 employees;2013;;;;;;;;;;;;;;;;;;;;;;;;
3943;322500;5 to 9 employees;2014;;;;;;;;;;;;;;;;;;;;;;;;
3944;322500;5 to 9 employees;2015;;;;;;;;;;;;;;;;;;;;;;;;
3945;322500;5 to 9 employees;2016;;;;;;;;;;;;;;;;;;;;;;;;
3946;322500;5 to 9 employees;2017;;;;;;;;;;;;;;;;;;;;;;;;
3947;322500;5 to 9 employees;2018;;;;;;;;;;;;;;;;;;;;;;;;
3948;322500;5 to 9 employees;2019;;;;;;;;;;;;;;;;;;;;;;;;
3949;322500;5 to 9 employees;2020;;;;;;;;;;;;;;;;;;;;;;;;
3950;322500;5 to 9 employees;2021;;;;;;;;;;;;;;;;;;;;;;;;
3951;322500;5 to 9 employees;2022;;;;;;;;;;;;;;;;;;;;;;;;
3952;322500;10 employees or more;2010;;;;;;;;;;;;;;;;;;;;;;;;
3953;322500;10 employees or more;2011;;;;;;;;;;;;;;;;;;;;;;;;
3954;322500;10 employees or more;2012;;;;;;;;;;;;;;;;;;;;;;;;
3955;322500;10 employees or more;2013;;;;;;;;;;;;;;;;;;;;;;;;
3956;322500;10 employees or more;2014;;;;;;;;;;;;;;;;;;;;;;;;
3957;322500;10 employees or more;2015;;;;;;;;;;;;;;;;;;;;;;;;
3958;322500;10 employees or more;2016;;;;;;;;;;;;;;;;;;;;;;;;
3959;322500;10 employees or more;2017;;;;;;;;;;;;;;;;;;;;;;;;
3960;322500;10 employees or more;2018;;;;;;;;;;;;;;;;;;;;;;;;
3961;322500;10 employees or more;2019;;;;;;;;;;;;;;;;;;;;;;;;
3962;322500;10 employees or more;2020;;;;;;;;;;;;;;;;;;;;;;;;
3963;322500;10 employees or more;2021;;;;;;;;;;;;;;;;;;;;;;;;
3964;322500;10 employees or more;2022;;;;;;;;;;;;;;;;;;;;;;;;
3965;323000;Total;2010;;;;;;;;;;;;;;;;;;;;;;;;
3966;323000;Total;2011;;;;;;;;;;;;;;;;;;;;;;;;
3967;323000;Total;2012;;;;;;;;;;;;;;;;;;;;;;;;
3968;323000;Total;2013;;;;;;;;;;;;;;;;;;;;;;;;
3969;323000;Total;2014;;;;;;;;;;;;;;;;;;;;;;;;
3970;323000;Total;2015;;;;;;;;;;;;;;;;;;;;;;;;
3971;323000;Total;2016;;;;;;;;;;;;;;;;;;;;;;;;
3972;323000;Total;2017;;;;;;;;;;;;;;;;;;;;;;;;
3973;323000;Total;2018;;;;;;;;;;;;;;;;;;;;;;;;
3974;323000;Total;2019;;;;;;;;;;;;;;;;;;;;;;;;
3975;323000;Total;2020;;;;;;;;;;;;;;;;;;;;;;;;
3976;323000;Total;2021;;;;;;;;;;;;;;;;;;;;;;;;
3977;323000;Total;2022;;;;;;;;;;;;;;;;;;;;;;;;
3978;323000;0 employees;2010;;;;;;;;;;;;;;;;;;;;;;;;
3979;323000;0 employees;2011;;;;;;;;;;;;;;;;;;;;;;;;
3980;323000;0 employees;2012;;;;;;;;;;;;;;;;;;;;;;;;
3981;323000;0 employees;2013;;;;;;;;;;;;;;;;;;;;;;;;
3982;323000;0 employees;2014;;;;;;;;;;;;;;;;;;;;;;;;
3983;323000;0 employees;2015;;;;;;;;;;;;;;;;;;;;;;;;
3984;323000;0 employees;2016;;;;;;;;;;;;;;;;;;;;;;;;
3985;323000;0 employees;2017;;;;;;;;;;;;;;;;;;;;;;;;
3986;323000;0 employees;2018;;;;;;;;;;;;;;;;;;;;;;;;
3987;323000;0 employees;2019;;;;;;;;;;;;;;;;;;;;;;;;
3988;323000;0 employees;2020;;;;;;;;;;;;;;;;;;;;;;;;
3989;323000;0 employees;2021;;;;;;;;;;;;;;;;;;;;;;;;
3990;323000;0 employees;2022;;;;;;;;;;;;;;;;;;;;;;;;
3991;323000;1 to 4 employees;2010;;;;;;;;;;;;;;;;;;;;;;;;
3992;323000;1 to 4 employees;2011;;;;;;;;;;;;;;;;;;;;;;;;
3993;323000;1 to 4 employees;2012;;;;;;;;;;;;;;;;;;;;;;;;
3994;323000;1 to 4 employees;2013;;;;;;;;;;;;;;;;;;;;;;;;
3995;323000;1 to 4 employees;2014;;;;;;;;;;;;;;;;;;;;;;;;
3996;323000;1 to 4 employees;2015;;;;;;;;;;;;;;;;;;;;;;;;
3997;323000;1 to 4 employees;2016;;;;;;;;;;;;;;;;;;;;;;;;
3998;323000;1 to 4 employees;2017;;;;;;;;;;;;;;;;;;;;;;;;
3999;323000;1 to 4 employees;2018;;;;;;;;;;;;;;;;;;;;;;;;
4000;323000;1 to 4 employees;2019;;;;;;;;;;;;;;;;;;;;;;;;
4001;323000;1 to 4 employees;2020;;;;;;;;;;;;;;;;;;;;;;;;
4002;323000;1 to 4 employees;2021;;;;;;;;;;;;;;;;;;;;;;;;
4003;323000;1 to 4 employees;2022;;;;;;;;;;;;;;;;;;;;;;;;
4004;323000;5 to 9 employees;2010;;;;;;;;;;;;;;;;;;;;;;;;
4005;323000;5 to 9 employees;2011;;;;;;;;;;;;;;;;;;;;;;;;
4006;323000;5 to 9 employees;2012;;;;;;;;;;;;;;;;;;;;;;;;
4007;323000;5 to 9 employees;2013;;;;;;;;;;;;;;;;;;;;;;;;
4008;323000;5 to 9 employees;2014;;;;;;;;;;;;;;;;;;;;;;;;
4009;323000;5 to 9 employees;2015;;;;;;;;;;;;;;;;;;;;;;;;
4010;323000;5 to 9 employees;2016;;;;;;;;;;;;;;;;;;;;;;;;
4011;323000;5 to 9 employees;2017;;;;;;;;;;;;;;;;;;;;;;;;
4012;323000;5 to 9 employees;2018;;;;;;;;;;;;;;;;;;;;;;;;
4013;323000;5 to 9 employees;2019;;;;;;;;;;;;;;;;;;;;;;;;
4014;323000;5 to 9 employees;2020;;;;;;;;;;;;;;;;;;;;;;;;
4015;323000;5 to 9 employees;2021;;;;;;;;;;;;;;;;;;;;;;;;
4016;323000;5 to 9 employees;2022;;;;;;;;;;;;;;;;;;;;;;;;
4017;323000;10 employees or more;2010;;;;;;;;;;;;;;;;;;;;;;;;
4018;323000;10 employees or more;2011;;;;;;;;;;;;;;;;;;;;;;;;
4019;323000;10 employees or more;2012;;;;;;;;;;;;;;;;;;;;;;;;
4020;323000;10 employees or more;2013;;;;;;;;;;;;;;;;;;;;;;;;
4021;323000;10 employees or more;2014;;;;;;;;;;;;;;;;;;;;;;;;
4022;323000;10 employees or more;2015;;;;;;;;;;;;;;;;;;;;;;;;
4023;323000;10 employees or more;2016;;;;;;;;;;;;;;;;;;;;;;;;
4024;323000;10 employees or more;2017;;;;;;;;;;;;;;;;;;;;;;;;
4025;323000;10 employees or more;2018;;;;;;;;;;;;;;;;;;;;;;;;
4026;323000;10 employees or more;2019;;;;;;;;;;;;;;;;;;;;;;;;
4027;323000;10 employees or more;2020;;;;;;;;;;;;;;;;;;;;;;;;
4028;323000;10 employees or more;2021;;;;;;;;;;;;;;;;;;;;;;;;
4029;323000;10 employees or more;2022;;;;;;;;;;;;;;;;;;;;;;;;
4030;323200;Total;2010;;;;;;;;;;;;;;;;;;;;;;;;
4031;323200;Total;2011;;;;;;;;;;;;;;;;;;;;;;;;
4032;323200;Total;2012;;;;;;;;;;;;;;;;;;;;;;;;
4033;323200;Total;2013;;;;;;;;;;;;;;;;;;;;;;;;
4034;323200;Total;2014;;;;;;;;;;;;;;;;;;;;;;;;
4035;323200;Total;2015;;;;;;;;;;;;;;;;;;;;;;;;
4036;323200;Total;2016;;;;;;;;;;;;;;;;;;;;;;;;
4037;323200;Total;2017;;;;;;;;;;;;;;;;;;;;;;;;
4038;323200;Total;2018;;;;;;;;;;;;;;;;;;;;;;;;
4039;323200;Total;2019;;;;;;;;;;;;;;;;;;;;;;;;
4040;323200;Total;2020;;;18.0;;;;;;;;;;2.0;;;;;;;;;;;
4041;323200;Total;2021;249.0;20.0;5.0;10.0;20.0;11.0;5.0;11.0;15432.0;15418.0;;;0.0;0.0;;97.0;18.0;;;;;5.0;;
4042;323200;Total;2022;261.0;11.0;28.0;19.0;8.0;19.0;10.0;5.0;17426.0;17416.0;10.0;;;;;;124.0;19.0;;;;;4.0;
4043;323200;0 employees;2010;;;;;;;;;;;;;;;;;;;;;;;;
4044;323200;0 employees;2011;;;;;;;;;;;;;;;;;;;;;;;;
4045;323200;0 employees;2012;;;;;;;;;;;;;;;;;;;;;;;;
4046;323200;0 employees;2013;;;;;;;;;;;;;;;;;;;;;;;;
4047;323200;0 employees;2014;;;;;;;;;;;;;;;;;;;;;;;;
4048;323200;0 employees;2015;;;;;;;;;;;;;;;;;;;;;;;;
4049;323200;0 employees;2016;;;;;;;;;;;;;;;;;;;;;;;;
4050;323200;0 employees;2017;;;;;;;;;;;;;;;;;;;;;;;;
4051;323200;0 employees;2018;;;;;;;;;;;;;;;;;;;;;;;;
4052;323200;0 employees;2019;;;;;;;;;;;;;;;;;;;;;;;;
4053;323200;0 employees;2020;;;17.0;;;;;;;;;;;0.0;;;;;;;;;;
4054;323200;0 employees;2021;96.0;15.0;5.0;9.0;14.0;7.0;2.0;8.0;14.0;0.0;;0.0;0.0;0.0;;31.0;;;;;;;0.0;
4055;323200;0 employees;2022;97.0;8.0;26.0;14.0;7.0;13.0;6.0;2.0;10.0;0.0;;0.0;0.0;0.0;;;26.0;;;;;;;0.0
4056;323200;1 to 4 employees;2010;;;;;;;;;;;;;;;;;;;;;;;;
4057;323200;1 to 4 employees;2011;;;;;;;;;;;;;;;;;;;;;;;;
4058;323200;1 to 4 employees;2012;;;;;;;;;;;;;;;;;;;;;;;;
4059;323200;1 to 4 employees;2013;;;;;;;;;;;;;;;;;;;;;;;;
4060;323200;1 to 4 employees;2014;;;;;;;;;;;;;;;;;;;;;;;;
4061;323200;1 to 4 employees;2015;;;;;;;;;;;;;;;;;;;;;;;;
4062;323200;1 to 4 employees;2016;;;;;;;;;;;;;;;;;;;;;;;;
4063;323200;1 to 4 employees;2017;;;;;;;;;;;;;;;;;;;;;;;;
4064;323200;1 to 4 employees;2018;;;;;;;;;;;;;;;;;;;;;;;;
4065;323200;1 to 4 employees;2019;;;;;;;;;;;;;;;;;;;;;;;;
4066;323200;1 to 4 employees;2020;;;1.0;;;;;;;;;;;;;;;;;;;;;
4067;323200;1 to 4 employees;2021;60.0;4.0;0.0;1.0;4.0;4.0;2.0;2.0;;;3.0;3.0;0.0;0.0;0.0;;;;;;6.0;;;
4068;323200;1 to 4 employees;2022;69.0;2.0;2.0;4.0;1.0;4.0;4.0;2.0;117.0;117.0;;;;;6.0;0.0;;;;3.0;;6.0;;
4069;323200;5 to 9 employees;2010;;;;;;;;;;;;;;;;;;;;;;;;
4070;323200;5 to 9 employees;2011;;;;;;;;;;;;;;;;;;;;;;;;
4071;323200;5 to 9 employees;2012;;;;;;;;;;;;;;;;;;;;;;;;
4072;323200;5 to 9 employees;2013;;;;;;;;;;;;;;;;;;;;;;;;
4073;323200;5 to 9 employees;2014;;;;;;;;;;;;;;;;;;;;;;;;
4074;323200;5 to 9 employees;2015;;;;;;;;;;;;;;;;;;;;;;;;
4075;323200;5 to 9 employees;2016;;;;;;;;;;;;;;;;;;;;;;;;
4076;323200;5 to 9 employees;2017;;;;;;;;;;;;;;;;;;;;;;;;
4077;323200;5 to 9 employees;2018;;;;;;;;;;;;;;;;;;;;;;;;
4078;323200;5 to 9 employees;2019;;;;;;;;;;;;;;;;;;;;;;;;
4079;323200;5 to 9 employees;2020;;;0.0;;;;;;;;;;0.0;0.0;;;;;;;;;;
4080;323200;5 to 9 employees;2021;15.0;0.0;0.0;0.0;2.0;0.0;1.0;1.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;;;0.0;;0.0;;
4081;323200;5 to 9 employees;2022;18.0;1.0;0.0;0.0;0.0;2.0;0.0;1.0;120.0;120.0;;;0.0;0.0;0.0;0.0;;0.0;;0.0;0.0;;0.0;
4082;323200;10 employees or more;2010;;;;;;;;;;;;;;;;;;;;;;;;
4083;323200;10 employees or more;2011;;;;;;;;;;;;;;;;;;;;;;;;
4084;323200;10 employees or more;2012;;;;;;;;;;;;;;;;;;;;;;;;
4085;323200;10 employees or more;2013;;;;;;;;;;;;;;;;;;;;;;;;
4086;323200;10 employees or more;2014;;;;;;;;;;;;;;;;;;;;;;;;
4087;323200;10 employees or more;2015;;;;;;;;;;;;;;;;;;;;;;;;
4088;323200;10 employees or more;2016;;;;;;;;;;;;;;;;;;;;;;;;
4089;323200;10 employees or more;2017;;;;;;;;;;;;;;;;;;;;;;;;
4090;323200;10 employees or more;2018;;;;;;;;;;;;;;;;;;;;;;;;
4091;323200;10 employees or more;2019;;;;;;;;;;;;;;;;;;;;;;;;
4092;323200;10 employees or more;2020;;;0.0;;;;;;;;;;0.0;0.0;;;;;;;;;;
4093;323200;10 employees or more;2021;78.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;15210.0;15210.0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4094;323200;10 employees or more;2022;77.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;17179.0;17179.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0
4095;323300;Total;2010;;;;;;;;;;;;;;;;;;;;;;;;
4096;323300;Total;2011;;;;;;;;;;;;;;;;;;;;;;;;
4097;323300;Total;2012;;;;;;;;;;;;;;;;;;;;;;;;
4098;323300;Total;2013;;;;;;;;;;;;;;;;;;;;;;;;
4099;323300;Total;2014;;;;;;;;;;;;;;;;;;;;;;;;
4100;323300;Total;2015;;;;;;;;;;;;;;;;;;;;;;;;
4101;323300;Total;2016;;;;;;;;;;;;;;;;;;;;;;;;
4102;323300;Total;2017;;;;;;;;;;;;;;;;;;;;;;;;
4103;323300;Total;2018;;;;;;;;;;;;;;;;;;;;;;;;
4104;323300;Total;2019;;;;;;;;;;;;;;;;;;;;;;;;
4105;323300;Total;2020;;;;;;;;;;;;;;;;;;;;;;;;
4106;323300;Total;2021;;;;;;;;;;;;;;;;;;;;;;;;
4107;323300;Total;2022;;;;;;;;;;;;;;;;;;;;;;;;
4108;323300;0 employees;2010;;;;;;;;;;;;;;;;;;;;;;;;
4109;323300;0 employees;2011;;;;;;;;;;;;;;;;;;;;;;;;
4110;323300;0 employees;2012;;;;;;;;;;;;;;;;;;;;;;;;
4111;323300;0 employees;2013;;;;;;;;;;;;;;;;;;;;;;;;
4112;323300;0 employees;2014;;;;;;;;;;;;;;;;;;;;;;;;
4113;323300;0 employees;2015;;;;;;;;;;;;;;;;;;;;;;;;
4114;323300;0 employees;2016;;;;;;;;;;;;;;;;;;;;;;;;
4115;323300;0 employees;2017;;;;;;;;;;;;;;;;;;;;;;;;
4116;323300;0 employees;2018;;;;;;;;;;;;;;;;;;;;;;;;
4117;323300;0 employees;2019;;;;;;;;;;;;;;;;;;;;;;;;
4118;323300;0 employees;2020;;;;;;;;;;;;;;;;;;;;;;;;
4119;323300;0 employees;2021;;;;;;;;;;;;;;;;;;;;;;;;
4120;323300;0 employees;2022;;;;;;;;;;;;;;;;;;;;;;;;
4121;323300;1 to 4 employees;2010;;;;;;;;;;;;;;;;;;;;;;;;
4122;323300;1 to 4 employees;2011;;;;;;;;;;;;;;;;;;;;;;;;
4123;323300;1 to 4 employees;2012;;;;;;;;;;;;;;;;;;;;;;;;
4124;323300;1 to 4 employees;2013;;;;;;;;;;;;;;;;;;;;;;;;
4125;323300;1 to 4 employees;2014;;;;;;;;;;;;;;;;;;;;;;;;
4126;323300;1 to 4 employees;2015;;;;;;;;;;;;;;;;;;;;;;;;
4127;323300;1 to 4 employees;2016;;;;;;;;;;;;;;;;;;;;;;;;
4128;323300;1 to 4 employees;2017;;;;;;;;;;;;;;;;;;;;;;;;
4129;323300;1 to 4 employees;2018;;;;;;;;;;;;;;;;;;;;;;;;
4130;323300;1 to 4 employees;2019;;;;;;;;;;;;;;;;;;;;;;;;
4131;323300;1 to 4 employees;2020;;;;;;;;;;;;;;;;;;;;;;;;
4132;323300;1 to 4 employees;2021;;;;;;;;;;;;;;;;;;;;;;;;
4133;323300;1 to 4 employees;2022;;;;;;;;;;;;;;;;;;;;;;;;
4134;323300;5 to 9 employees;2010;;;;;;;;;;;;;;;;;;;;;;;;
4135;323300;5 to 9 employees;2011;;;;;;;;;;;;;;;;;;;;;;;;
4136;323300;5 to 9 employees;2012;;;;;;;;;;;;;;;;;;;;;;;;
4137;323300;5 to 9 employees;2013;;;;;;;;;;;;;;;;;;;;;;;;
4138;323300;5 to 9 employees;2014;;;;;;;;;;;;;;;;;;;;;;;;
4139;323300;5 to 9 employees;2015;;;;;;;;;;;;;;;;;;;;;;;;
4140;323300;5 to 9 employees;2016;;;;;;;;;;;;;;;;;;;;;;;;
4141;323300;5 to 9 employees;2017;;;;;;;;;;;;;;;;;;;;;;;;
4142;323300;5 to 9 employees;2018;;;;;;;;;;;;;;;;;;;;;;;;
4143;323300;5 to 9 employees;2019;;;;;;;;;;;;;;;;;;;;;;;;
4144;323300;5 to 9 employees;2020;;;;;;;;;;;;;;;;;;;;;;;;
4145;323300;5 to 9 employees;2021;;;;;;;;;;;;;;;;;;;;;;;;
4146;323300;5 to 9 employees;2022;;;;;;;;;;;;;;;;;;;;;;;;
4147;323300;10 employees or more;2010;;;;;;;;;;;;;;;;;;;;;;;;
4148;323300;10 employees or more;2011;;;;;;;;;;;;;;;;;;;;;;;;
4149;323300;10 employees or more;2012;;;;;;;;;;;;;;;;;;;;;;;;
4150;323300;10 employees or more;2013;;;;;;;;;;;;;;;;;;;;;;;;
4151;323300;10 employees or more;2014;;;;;;;;;;;;;;;;;;;;;;;;
4152;323300;10 employees or more;2015;;;;;;;;;;;;;;;;;;;;;;;;
4153;323300;10 employees or more;2016;;;;;;;;;;;;;;;;;;;;;;;;
4154;323300;10 employees or more;2017;;;;;;;;;;;;;;;;;;;;;;;;
4155;323300;10 employees or more;2018;;;;;;;;;;;;;;;;;;;;;;;;
4156;323300;10 employees or more;2019;;;;;;;;;;;;;;;;;;;;;;;;
4157;323300;10 employees or more;2020;;;;;;;;;;;;;;;;;;;;;;;;
4158;323300;10 employees or more;2021;;;;;;;;;;;;;;;;;;;;;;;;
4159;323300;10 employees or more;2022;;;;;;;;;;;;;;;;;;;;;;;;
4160;323500;Total;2010;;;;;;;;;;;;;;;;;;;;;;;;
4161;323500;Total;2011;;;;;;;;;;;;;;;;;;;;;;;;
4162;323500;Total;2012;;;;;;;;;;;;;;;;;;;;;;;;
4163;323500;Total;2013;;;;;;;;;;;;;;;;;;;;;;;;
4164;323500;Total;2014;;;;;;;;;;;;;;;;;;;;;;;;
4165;323500;Total;2015;;;;;;;;;;;;;;;;;;;;;;;;
4166;323500;Total;2016;;;;;;;;;;;;;;;;;;;;;;;;
4167;323500;Total;2017;;;;;;;;;;;;;;;;;;;;;;;;
4168;323500;Total;2018;;;;;;;;;;;;;;;;;;;;;;;;
4169;323500;Total;2019;;;;;;;;;;;;;;;;;;;;;;;;
4170;323500;Total;2020;;;;;;;;;;;;;;;;;;;;;;;;
4171;323500;Total;2021;;;;;;;;;;;;;;;;;;;;;;;;
4172;323500;Total;2022;;;;;;;;;;;;;;;;;;;;;;;;
4173;323500;0 employees;2010;;;;;;;;;;;;;;;;;;;;;;;;
4174;323500;0 employees;2011;;;;;;;;;;;;;;;;;;;;;;;;
4175;323500;0 employees;2012;;;;;;;;;;;;;;;;;;;;;;;;
