ID;Kenmerken;Perioden;AantalBijstandsfraudezaken_1;TotaalBedragBijstandsfraude_2;GemiddeldBedragBijstandsfraude_3;AantalHuishoudensMetBijstandsfraude_4;GemiddeldBedragPerHuishAanFraude_5
54;Gemeenten 20 000-50 000 inwoners;2002;5010;13.8;2755.0;4520;3055.0
55;Gemeenten 20 000-50 000 inwoners;1e halfjaar 2003;2320;6.4;2745.0;2070;3080.0
56;Gemeenten 20 000-50 000 inwoners;2e halfjaar 2003;2370;7.5;3170.0;2110;3555.0
57;Gemeenten 20 000-50 000 inwoners;2003;4680;13.9;2960.0;4180;3320.0
58;Gemeenten 20 000-50 000 inwoners;1e halfjaar 2004;2020;6.4;3180.0;1810;3550.0
59;Gemeenten 20 000-50 000 inwoners;2e halfjaar 2004;2350;8.2;3490.0;2030;4030.0
60;Gemeenten 20 000-50 000 inwoners;2004;4370;14.6;3350.0;3840;3805.0
61;Gemeenten 20 000-50 000 inwoners;1e halfjaar 2005;2240;10.6;4735.0;1950;5435.0
62;Gemeenten 20 000-50 000 inwoners;2e halfjaar 2005;2540;9.9;3905.0;2250;4410.0
63;Gemeenten 20 000-50 000 inwoners;2005;4780;20.5;4295.0;4200;4885.0
64;Gemeenten 20 000-50 000 inwoners;1e halfjaar 2006;2120;10.1;4760.0;1910;5260.0
65;Gemeenten 50 000-100 000 inwoners;1e halfjaar 2002;2930;7.1;2445.0;2690;2660.0
66;Gemeenten 50 000-100 000 inwoners;2e halfjaar 2002;3020;7.9;2615.0;2760;2870.0
67;Gemeenten 50 000-100 000 inwoners;2002;5950;15.0;2530.0;5440;2765.0
68;Gemeenten 50 000-100 000 inwoners;1e halfjaar 2003;2890;7.1;2440.0;2620;2685.0
69;Gemeenten 50 000-100 000 inwoners;2e halfjaar 2003;3030;7.7;2555.0;2710;2855.0
70;Gemeenten 50 000-100 000 inwoners;2003;5920;14.8;2500.0;5330;2770.0
71;Gemeenten 50 000-100 000 inwoners;1e halfjaar 2004;2920;7.9;2720.0;2650;2995.0
72;Gemeenten 50 000-100 000 inwoners;2e halfjaar 2004;3300;8.4;2535.0;2910;2875.0
73;Gemeenten 50 000-100 000 inwoners;2004;6220;16.3;2620.0;5560;2930.0
74;Gemeenten 50 000-100 000 inwoners;1e halfjaar 2005;3190;11.0;3455.0;2850;3875.0
75;Gemeenten 50 000-100 000 inwoners;2e halfjaar 2005;2950;10.4;3540.0;2630;3975.0
76;Gemeenten 50 000-100 000 inwoners;2005;6140;21.5;3500.0;5480;3920.0
77;Gemeenten 50 000-100 000 inwoners;1e halfjaar 2006;2700;11.5;4265.0;2460;4695.0
78;Gemeenten 100 000-150 000 inwoners;1e halfjaar 2002;2320;5.6;2425.0;2060;2730.0
79;Gemeenten 100 000-150 000 inwoners;2e halfjaar 2002;2610;6.2;2360.0;2270;2725.0
80;Gemeenten 100 000-150 000 inwoners;2002;4940;11.8;2390.0;4330;2725.0
81;Gemeenten 100 000-150 000 inwoners;1e halfjaar 2003;1950;6.4;3275.0;1710;3720.0
82;Gemeenten 100 000-150 000 inwoners;2e halfjaar 2003;2050;6.0;2925.0;1780;3360.0
83;Gemeenten 100 000-150 000 inwoners;2003;3990;12.4;3095.0;3490;3535.0
84;Gemeenten 100 000-150 000 inwoners;1e halfjaar 2004;1870;6.9;3665.0;1700;4035.0
85;Gemeenten 100 000-150 000 inwoners;2e halfjaar 2004;1780;5.3;3005.0;1590;3355.0
86;Gemeenten 100 000-150 000 inwoners;2004;3650;12.2;3345.0;3290;3705.0
87;Gemeenten 100 000-150 000 inwoners;1e halfjaar 2005;1790;7.3;4060.0;1570;4630.0
88;Gemeenten 100 000-150 000 inwoners;2e halfjaar 2005;1750;6.3;3595.0;1580;3995.0
89;Gemeenten 100 000-150 000 inwoners;2005;3540;13.6;3830.0;3150;4310.0
90;Gemeenten 100 000-150 000 inwoners;1e halfjaar 2006;2350;7.7;3290.0;2120;3655.0
91;Gemeenten 150 000-250 000 inwoners;1e halfjaar 2002;3300;6.9;2095.0;2910;2370.0
92;Gemeenten 150 000-250 000 inwoners;2e halfjaar 2002;3230;6.4;1995.0;2530;2550.0
93;Gemeenten 150 000-250 000 inwoners;2002;6530;13.3;2045.0;5440;2455.0
94;Gemeenten 150 000-250 000 inwoners;1e halfjaar 2003;2570;5.8;2275.0;2170;2690.0
95;Gemeenten 150 000-250 000 inwoners;2e halfjaar 2003;2100;4.4;2075.0;1750;2500.0
96;Gemeenten 150 000-250 000 inwoners;2003;4680;10.2;2185.0;3920;2605.0
97;Gemeenten 150 000-250 000 inwoners;1e halfjaar 2004;2490;5.3;2150.0;2110;2535.0
98;Gemeenten 150 000-250 000 inwoners;2e halfjaar 2004;2390;6.0;2500.0;1990;2990.0
99;Gemeenten 150 000-250 000 inwoners;2004;4870;11.3;2320.0;4100;2755.0
100;Gemeenten 150 000-250 000 inwoners;1e halfjaar 2005;2140;6.8;3160.0;1770;3820.0
101;Gemeenten 150 000-250 000 inwoners;2e halfjaar 2005;2670;8.0;3005.0;2290;3505.0
102;Gemeenten 150 000-250 000 inwoners;2005;4810;14.8;3075.0;4060;3640.0
103;Gemeenten 150 000-250 000 inwoners;1e halfjaar 2006;2580;8.0;3105.0;2280;3505.0
104;Gemeenten  >= 250 000 inwoners;1e halfjaar 2002;9720;21.6;2220.0;9100;2370.0
105;Gemeenten  >= 250 000 inwoners;2e halfjaar 2002;10070;20.1;1995.0;9070;2215.0
106;Gemeenten  >= 250 000 inwoners;2002;19790;41.7;2105.0;18170;2295.0
107;Gemeenten  >= 250 000 inwoners;1e halfjaar 2003;6690;16.8;2510.0;6070;2765.0
108;Gemeenten  >= 250 000 inwoners;2e halfjaar 2003;13290;32.4;2440.0;11700;2770.0
109;Gemeenten  >= 250 000 inwoners;2003;19970;49.2;2465.0;17770;2770.0
110;Gemeenten  >= 250 000 inwoners;1e halfjaar 2004;12840;29.7;2310.0;11760;2525.0
111;Gemeenten  >= 250 000 inwoners;2e halfjaar 2004;8280;25.3;3060.0;6950;3645.0
112;Gemeenten  >= 250 000 inwoners;2004;21120;55.0;2605.0;18710;2940.0
113;Gemeenten  >= 250 000 inwoners;1e halfjaar 2005;7050;21.6;3060.0;5950;3625.0
114;Gemeenten  >= 250 000 inwoners;2e halfjaar 2005;7750;23.0;2965.0;6240;3680.0
115;Gemeenten  >= 250 000 inwoners;2005;14800;44.5;3010.0;12180;3655.0
116;Gemeenten  >= 250 000 inwoners;1e halfjaar 2006;6470;23.2;3585.0;5290;4385.0
117;Groningen (pv);1e halfjaar 2002;700;2.7;3935.0;640;4295.0
118;Groningen (pv);2e halfjaar 2002;800;2.4;3000.0;710;3390.0
119;Groningen (pv);2002;1490;5.1;3435.0;1340;3820.0
120;Groningen (pv);1e halfjaar 2003;900;2.5;2765.0;790;3160.0
121;Groningen (pv);2e halfjaar 2003;840;2.4;2895.0;700;3450.0
122;Groningen (pv);2003;1740;4.9;2825.0;1490;3295.0
123;Groningen (pv);1e halfjaar 2004;920;2.2;2360.0;810;2695.0
124;Groningen (pv);2e halfjaar 2004;990;2.8;2845.0;850;3325.0
125;Groningen (pv);2004;1910;5.0;2610.0;1650;3015.0
126;Groningen (pv);1e halfjaar 2005;680;2.8;4040.0;590;4690.0
127;Groningen (pv);2e halfjaar 2005;1050;3.5;3290.0;940;3670.0
128;Groningen (pv);2005;1740;6.2;3585.0;1530;4065.0
129;Groningen (pv);1e halfjaar 2006;660;2.7;4110.0;590;4570.0
130;Friesland (pv);1e halfjaar 2002;550;1.2;2135.0;500;2340.0
131;Friesland (pv);2e halfjaar 2002;490;1.2;2365.0;450;2565.0
132;Friesland (pv);2002;1030;2.3;2245.0;950;2445.0
133;Friesland (pv);1e halfjaar 2003;470;1.3;2770.0;430;3070.0
134;Friesland (pv);2e halfjaar 2003;560;1.5;2615.0;510;2880.0
135;Friesland (pv);2003;1030;2.8;2685.0;930;2970.0
136;Friesland (pv);1e halfjaar 2004;580;1.1;1825.0;510;2070.0
137;Friesland (pv);2e halfjaar 2004;720;1.7;2405.0;630;2755.0
138;Friesland (pv);2004;1300;2.8;2150.0;1140;2445.0
139;Friesland (pv);1e halfjaar 2005;640;1.3;2020.0;540;2365.0
140;Friesland (pv);2e halfjaar 2005;830;2.0;2360.0;710;2755.0
141;Friesland (pv);2005;1460;3.2;2210.0;1250;2585.0
142;Friesland (pv);1e halfjaar 2006;800;2.3;2855.0;700;3260.0
143;Drenthe (pv);1e halfjaar 2002;330;0.6;1900.0;310;2025.0
144;Drenthe (pv);2e halfjaar 2002;360;0.6;1800.0;320;1990.0
145;Drenthe (pv);2002;690;1.3;1850.0;630;2005.0
146;Drenthe (pv);1e halfjaar 2003;430;0.6;1395.0;400;1485.0
147;Drenthe (pv);2e halfjaar 2003;430;0.7;1580.0;380;1790.0
148;Drenthe (pv);2003;860;1.3;1490.0;780;1635.0
149;Drenthe (pv);1e halfjaar 2004;300;0.5;1640.0;270;1830.0
150;Drenthe (pv);2e halfjaar 2004;320;0.7;2215.0;280;2515.0
151;Drenthe (pv);2004;620;1.2;1935.0;550;2180.0
152;Drenthe (pv);1e halfjaar 2005;400;1.7;4195.0;360;4655.0
153;Drenthe (pv);2e halfjaar 2005;380;1.4;3635.0;340;4005.0
154;Drenthe (pv);2005;780;3.0;3925.0;700;4340.0
155;Drenthe (pv);1e halfjaar 2006;320;1.2;3780.0;300;4065.0
156;Overijssel (pv);1e halfjaar 2002;1140;2.8;2475.0;1030;2755.0
157;Overijssel (pv);2e halfjaar 2002;990;2.8;2780.0;890;3120.0
158;Overijssel (pv);2002;2140;5.6;2615.0;1910;2925.0
159;Overijssel (pv);1e halfjaar 2003;950;2.9;3010.0;870;3280.0
160;Overijssel (pv);2e halfjaar 2003;890;2.7;3025.0;830;3280.0
161;Overijssel (pv);2003;1840;5.6;3015.0;1700;3280.0
162;Overijssel (pv);1e halfjaar 2004;860;2.6;3015.0;780;3350.0
163;Overijssel (pv);2e halfjaar 2004;760;2.2;2920.0;680;3295.0
164;Overijssel (pv);2004;1630;4.8;2970.0;1450;3325.0
165;Overijssel (pv);1e halfjaar 2005;980;4.8;4910.0;890;5395.0
166;Overijssel (pv);2e halfjaar 2005;990;4.0;4060.0;880;4600.0
167;Overijssel (pv);2005;1970;8.8;4480.0;1760;5000.0
168;Overijssel (pv);1e halfjaar 2006;1020;3.6;3470.0;950;3745.0
169;Flevoland (pv);1e halfjaar 2002;230;1.1;4670.0;210;4975.0
170;Flevoland (pv);2e halfjaar 2002;260;1.0;3910.0;240;4190.0
171;Flevoland (pv);2002;480;2.1;4270.0;450;4560.0
172;Flevoland (pv);1e halfjaar 2003;240;1.0;4115.0;230;4405.0
173;Flevoland (pv);2e halfjaar 2003;380;1.3;3450.0;340;3815.0
174;Flevoland (pv);2003;620;2.3;3710.0;570;4050.0
175;Flevoland (pv);1e halfjaar 2004;370;1.0;2800.0;330;3125.0
176;Flevoland (pv);2e halfjaar 2004;330;1.0;3050.0;300;3400.0
177;Flevoland (pv);2004;690;2.0;2920.0;620;3255.0
178;Flevoland (pv);1e halfjaar 2005;240;1.2;5220.0;220;5750.0
179;Flevoland (pv);2e halfjaar 2005;250;1.7;7030.0;220;7770.0
180;Flevoland (pv);2005;490;3.0;6140.0;440;6775.0
181;Flevoland (pv);1e halfjaar 2006;350;2.2;6165.0;320;6755.0
182;Gelderland (pv);1e halfjaar 2002;1900;4.1;2140.0;1710;2370.0
183;Gelderland (pv);2e halfjaar 2002;1940;4.6;2380.0;1420;3250.0
184;Gelderland (pv);2002;3830;8.7;2260.0;3130;2765.0
185;Gelderland (pv);1e halfjaar 2003;1280;4.0;3100.0;1060;3755.0
186;Gelderland (pv);2e halfjaar 2003;1300;3.7;2885.0;1090;3420.0
187;Gelderland (pv);2003;2580;7.7;2995.0;2150;3585.0
188;Gelderland (pv);1e halfjaar 2004;1160;3.6;3090.0;1000;3565.0
189;Gelderland (pv);2e halfjaar 2004;1130;3.8;3385.0;960;4000.0
190;Gelderland (pv);2004;2290;7.4;3235.0;1960;3780.0
191;Gelderland (pv);1e halfjaar 2005;1040;6.2;5990.0;820;7605.0
192;Gelderland (pv);2e halfjaar 2005;970;4.6;4805.0;780;5925.0
193;Gelderland (pv);2005;2010;10.9;5420.0;1600;6785.0
194;Gelderland (pv);1e halfjaar 2006;1150;5.5;4780.0;940;5860.0
195;Utrecht (pv);1e halfjaar 2002;960;2.6;2660.0;810;3170.0
196;Utrecht (pv);2e halfjaar 2002;1240;2.8;2245.0;990;2800.0
197;Utrecht (pv);2002;2200;5.3;2425.0;1800;2965.0
198;Utrecht (pv);1e halfjaar 2003;430;1.6;3805.0;380;4320.0
199;Utrecht (pv);2e halfjaar 2003;550;2.5;4660.0;480;5365.0
200;Utrecht (pv);2003;980;4.2;4285.0;850;4900.0
201;Utrecht (pv);1e halfjaar 2004;410;2.7;6555.0;390;7000.0
202;Utrecht (pv);2e halfjaar 2004;450;2.8;6285.0;390;7250.0
203;Utrecht (pv);2004;860;5.5;6415.0;780;7125.0
204;Utrecht (pv);1e halfjaar 2005;580;4.6;7920.0;530;8570.0
205;Utrecht (pv);2e halfjaar 2005;540;4.4;8185.0;460;9670.0
206;Utrecht (pv);2005;1120;9.0;8050.0;990;9080.0
207;Utrecht (pv);1e halfjaar 2006;490;4.2;8655.0;440;9570.0
208;Noord-Holland (pv);1e halfjaar 2002;7740;16.5;2135.0;7250;2280.0
209;Noord-Holland (pv);2e halfjaar 2002;7310;13.2;1810.0;6800;1945.0
210;Noord-Holland (pv);2002;15050;29.8;1975.0;14050;2115.0
211;Noord-Holland (pv);1e halfjaar 2003;4830;11.4;2355.0;4450;2555.0
212;Noord-Holland (pv);2e halfjaar 2003;7340;16.6;2265.0;6610;2520.0
213;Noord-Holland (pv);2003;12170;28.0;2300.0;11060;2535.0
214;Noord-Holland (pv);1e halfjaar 2004;8500;17.2;2020.0;8110;2120.0
215;Noord-Holland (pv);2e halfjaar 2004;3720;13.7;3670.0;3160;4325.0
216;Noord-Holland (pv);2004;12230;30.8;2520.0;11260;2735.0
217;Noord-Holland (pv);1e halfjaar 2005;3520;11.6;3305.0;3060;3795.0
218;Noord-Holland (pv);2e halfjaar 2005;3500;11.0;3140.0;2870;3820.0
219;Noord-Holland (pv);2005;7010;22.6;3225.0;5940;3810.0
220;Noord-Holland (pv);1e halfjaar 2006;3420;14.3;4180.0;3040;4705.0
221;Zuid-Holland (pv);1e halfjaar 2002;4340;10.5;2430.0;4050;2600.0
222;Zuid-Holland (pv);2e halfjaar 2002;5150;12.4;2410.0;4520;2740.0
223;Zuid-Holland (pv);2002;9480;22.9;2420.0;8580;2675.0
224;Zuid-Holland (pv);1e halfjaar 2003;4480;12.5;2800.0;3960;3160.0
225;Zuid-Holland (pv);2e halfjaar 2003;8270;22.7;2745.0;7180;3165.0
226;Zuid-Holland (pv);2003;12750;35.2;2765.0;11140;3160.0
227;Zuid-Holland (pv);1e halfjaar 2004;6540;19.6;2995.0;5650;3465.0
228;Zuid-Holland (pv);2e halfjaar 2004;7070;18.8;2655.0;6030;3115.0
229;Zuid-Holland (pv);2004;13610;38.4;2820.0;11680;3285.0
230;Zuid-Holland (pv);1e halfjaar 2005;5500;16.7;3025.0;4650;3585.0
231;Zuid-Holland (pv);2e halfjaar 2005;6450;19.5;3025.0;5350;3650.0
232;Zuid-Holland (pv);2005;11950;36.2;3025.0;9990;3620.0
233;Zuid-Holland (pv);1e halfjaar 2006;5570;18.9;3385.0;4590;4110.0
234;Zeeland (pv);1e halfjaar 2002;290;0.5;1735.0;270;1825.0
235;Zeeland (pv);2e halfjaar 2002;350;0.5;1475.0;320;1600.0
236;Zeeland (pv);2002;640;1.0;1595.0;590;1705.0
237;Zeeland (pv);1e halfjaar 2003;300;0.5;1730.0;270;1895.0
238;Zeeland (pv);2e halfjaar 2003;160;0.3;1685.0;150;1870.0
239;Zeeland (pv);2003;460;0.8;1715.0;420;1885.0
240;Zeeland (pv);1e halfjaar 2004;120;0.3;2145.0;120;2235.0
241;Zeeland (pv);2e halfjaar 2004;260;0.5;2025.0;210;2455.0
242;Zeeland (pv);2004;380;0.8;2065.0;330;2375.0
243;Zeeland (pv);1e halfjaar 2005;220;0.5;2370.0;200;2580.0
244;Zeeland (pv);2e halfjaar 2005;280;0.4;1445.0;260;1550.0
245;Zeeland (pv);2005;500;0.9;1850.0;470;2000.0
246;Zeeland (pv);1e halfjaar 2006;200;0.4;1895.0;190;1980.0
247;Noord-Brabant (pv);1e halfjaar 2002;2620;5.5;2090.0;2280;2395.0
248;Noord-Brabant (pv);2e halfjaar 2002;2680;5.6;2090.0;2270;2470.0
249;Noord-Brabant (pv);2002;5300;11.1;2090.0;4560;2430.0
250;Noord-Brabant (pv);1e halfjaar 2003;2160;4.5;2085.0;1840;2445.0
251;Noord-Brabant (pv);2e halfjaar 2003;2190;4.4;1995.0;1830;2380.0
252;Noord-Brabant (pv);2003;4350;8.9;2040.0;3670;2410.0
253;Noord-Brabant (pv);1e halfjaar 2004;2220;4.8;2155.0;1900;2515.0
254;Noord-Brabant (pv);2e halfjaar 2004;2330;5.4;2335.0;1980;2745.0
255;Noord-Brabant (pv);2004;4540;10.2;2250.0;3880;2630.0
256;Noord-Brabant (pv);1e halfjaar 2005;2230;5.8;2595.0;1850;3140.0
257;Noord-Brabant (pv);2e halfjaar 2005;2140;5.1;2390.0;1870;2740.0
258;Noord-Brabant (pv);2005;4370;10.9;2495.0;3710;2940.0
259;Noord-Brabant (pv);1e halfjaar 2006;1860;5.5;2985.0;1640;3385.0
260;Limburg (pv);1e halfjaar 2002;730;1.9;2655.0;670;2880.0
261;Limburg (pv);2e halfjaar 2002;800;3.0;3790.0;750;4040.0
262;Limburg (pv);2002;1530;5.0;3250.0;1420;3490.0
263;Limburg (pv);1e halfjaar 2003;740;2.4;3240.0;690;3430.0
264;Limburg (pv);2e halfjaar 2003;920;2.4;2615.0;850;2820.0
265;Limburg (pv);2003;1660;4.8;2895.0;1550;3095.0
266;Limburg (pv);1e halfjaar 2004;810;2.7;3300.0;780;3450.0
267;Limburg (pv);2e halfjaar 2004;720;2.3;3165.0;670;3420.0
268;Limburg (pv);2004;1530;5.0;3240.0;1450;3435.0
269;Limburg (pv);1e halfjaar 2005;770;2.6;3440.0;740;3570.0
270;Limburg (pv);2e halfjaar 2005;750;2.2;2885.0;710;3040.0
271;Limburg (pv);2005;1520;4.8;3165.0;1450;3310.0
272;Limburg (pv);1e halfjaar 2006;790;2.0;2465.0;760;2575.0
273;ABW / WWB, algemeen;1e halfjaar 2002;20210;46.5;2300.0;18720;2480.0
274;ABW / WWB, algemeen;2e halfjaar 2002;20960;47.9;2285.0;18740;2560.0
275;ABW / WWB, algemeen;2002;41180;94.4;2290.0;37460;2520.0
276;ABW / WWB, algemeen;1e halfjaar 2003;15970;42.8;2675.0;14470;2955.0
277;ABW / WWB, algemeen;2e halfjaar 2003;22570;58.4;2590.0;20000;2920.0
278;ABW / WWB, algemeen;2003;38540;101.2;2625.0;34470;2935.0
279;ABW / WWB, algemeen;1e halfjaar 2004;21590;55.1;2555.0;19710;2800.0
280;ABW / WWB, algemeen;2e halfjaar 2004;17600;53.1;3015.0;15270;3475.0
281;ABW / WWB, algemeen;2004;39190;108.2;2760.0;34980;3095.0
282;ABW / WWB, algemeen;1e halfjaar 2005;15310;54.9;3585.0;13340;4115.0
283;ABW / WWB, algemeen;2e halfjaar 2005;17060;57.7;3385.0;14790;3905.0
284;ABW / WWB, algemeen;2005;32370;112.6;3480.0;28130;4005.0
285;ABW / WWB, algemeen;1e halfjaar 2006;15610;60.8;3895.0;13870;4385.0
286;ABW / WWB, bijzonder;1e halfjaar 2002;630;0.6;930.0;380;1565.0
287;ABW / WWB, bijzonder;2e halfjaar 2002;850;0.6;685.0;450;1310.0
288;ABW / WWB, bijzonder;2002;1480;1.2;790.0;820;1425.0
289;ABW / WWB, bijzonder;1e halfjaar 2003;630;0.6;905.0;360;1590.0
290;ABW / WWB, bijzonder;2e halfjaar 2003;660;0.5;740.0;370;1300.0
291;ABW / WWB, bijzonder;2003;1280;1.1;820.0;730;1440.0
292;ABW / WWB, bijzonder;1e halfjaar 2004;550;0.5;915.0;310;1640.0
293;ABW / WWB, bijzonder;2e halfjaar 2004;590;0.4;735.0;280;1550.0
294;ABW / WWB, bijzonder;2004;1140;0.9;825.0;590;1595.0
295;ABW / WWB, bijzonder;1e halfjaar 2005;610;0.5;800.0;250;1930.0
296;ABW / WWB, bijzonder;2e halfjaar 2005;690;0.7;1035.0;250;2870.0
297;ABW / WWB, bijzonder;2005;1290;1.2;925.0;500;2395.0
298;ABW / WWB, bijzonder;1e halfjaar 2006;650;0.6;940.0;240;2545.0
299;IOAW;1e halfjaar 2002;130;0.3;2715.0;120;2850.0
300;IOAW;2e halfjaar 2002;170;0.4;2350.0;150;2735.0
301;IOAW;2002;300;0.7;2505.0;270;2790.0
302;IOAW;1e halfjaar 2003;180;0.5;2605.0;150;3120.0
303;IOAW;2e halfjaar 2003;120;0.5;3635.0;110;4135.0
304;IOAW;2003;310;0.9;3020.0;260;3540.0
305;IOAW;1e halfjaar 2004;140;0.4;3200.0;120;3650.0
306;IOAW;2e halfjaar 2004;120;0.3;2650.0;100;3065.0
307;IOAW;2004;260;0.8;2945.0;220;3380.0
308;IOAW;1e halfjaar 2005;110;0.3;2385.0;90;2895.0
309;IOAW;2e halfjaar 2005;90;0.3;3350.0;80;3970.0
310;IOAW;2005;200;0.6;2840.0;170;3405.0
311;IOAW;1e halfjaar 2006;110;0.4;3820.0;90;4535.0
312;IOAZ;1e halfjaar 2002;30;0.1;2845.0;30;3020.0
313;IOAZ;2e halfjaar 2002;30;0.1;2720.0;30;3080.0
314;IOAZ;2002;70;0.2;2780.0;60;3050.0
315;IOAZ;1e halfjaar 2003;30;0.1;2625.0;30;2925.0
316;IOAZ;2e halfjaar 2003;40;0.1;3370.0;40;3565.0
317;IOAZ;2003;70;0.2;3040.0;60;3290.0
318;IOAZ;1e halfjaar 2004;10;0.0;3585.0;10;3585.0
319;IOAZ;2e halfjaar 2004;20;0.1;6165.0;20;6505.0
320;IOAZ;2004;30;0.2;5165.0;30;5335.0
321;IOAZ;1e halfjaar 2005;20;0.0;2685.0;20;3010.0
322;IOAZ;2e halfjaar 2005;0;0.0;;0;
323;IOAZ;2005;20;0.0;2250.0;20;2460.0
