ID;Geslacht;LeeftijdOp31December;Onderwijsniveau;Marges;Perioden;Levensverwachting_1;LVInAlsGoedErvarenGezondheid_2;LVZonderLichamelijkeBeperkingen_3;LVZonderPsychischeKlachtenMHI5_4;LVZonderGALIBeperkingen_5
1839;Vrouwen;15 jaar;Hbo, wo;Ondergrens 95%-interval;2019/2022;71.3;55.3;62.1;61.0;47.3
1840;Vrouwen;15 jaar;Hbo, wo;Bovengrens 95%-interval;2007/2010;70.9;60.4;62.2;66.6;
1841;Vrouwen;15 jaar;Hbo, wo;Bovengrens 95%-interval;2011/2014;70.8;57.7;63.4;64.7;
1842;Vrouwen;15 jaar;Hbo, wo;Bovengrens 95%-interval;2015/2018;71.2;58.0;63.9;64.1;49.5
1843;Vrouwen;15 jaar;Hbo, wo;Bovengrens 95%-interval;2017/2020;71.6;58.4;64.1;63.9;49.1
1844;Vrouwen;15 jaar;Hbo, wo;Bovengrens 95%-interval;2019/2022;71.5;57.5;64.1;62.7;49.5
1845;Vrouwen;20 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2007/2010;62.4;40.0;45.7;52.0;
1846;Vrouwen;20 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2011/2014;62.6;39.4;45.7;51.7;
1847;Vrouwen;20 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2015/2018;62.4;38.6;45.4;50.9;34.2
1848;Vrouwen;20 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2017/2020;62.5;38.3;46.1;50.4;33.3
1849;Vrouwen;20 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2019/2022;62.0;38.0;46.0;48.8;33.6
1850;Vrouwen;20 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2007/2010;62.3;38.8;44.4;50.7;
1851;Vrouwen;20 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2011/2014;62.5;38.5;44.7;50.7;
1852;Vrouwen;20 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2015/2018;62.3;37.5;44.4;49.9;33.1
1853;Vrouwen;20 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2017/2020;62.4;37.0;45.2;49.3;32.0
1854;Vrouwen;20 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2019/2022;61.9;36.7;45.0;47.6;32.3
1855;Vrouwen;20 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2007/2010;62.4;41.2;47.0;53.4;
1856;Vrouwen;20 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2011/2014;62.6;40.3;46.7;52.7;
1857;Vrouwen;20 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2015/2018;62.4;39.7;46.3;51.8;35.4
1858;Vrouwen;20 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2017/2020;62.5;39.6;47.0;51.6;34.6
1859;Vrouwen;20 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2019/2022;62.0;39.3;47.1;50.1;35.0
1860;Vrouwen;20 jaar;Havo, vwo, mbo2-4;Waarde;2007/2010;64.5;49.3;53.1;57.6;
1861;Vrouwen;20 jaar;Havo, vwo, mbo2-4;Waarde;2011/2014;64.7;47.4;52.7;56.9;
1862;Vrouwen;20 jaar;Havo, vwo, mbo2-4;Waarde;2015/2018;65.2;46.5;52.7;57.1;39.5
1863;Vrouwen;20 jaar;Havo, vwo, mbo2-4;Waarde;2017/2020;64.9;46.5;53.7;56.4;39.1
1864;Vrouwen;20 jaar;Havo, vwo, mbo2-4;Waarde;2019/2022;64.8;47.0;54.2;55.2;39.0
1865;Vrouwen;20 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2007/2010;64.5;47.8;51.5;56.2;
1866;Vrouwen;20 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2011/2014;64.6;46.6;51.8;56.1;
1867;Vrouwen;20 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2015/2018;65.2;45.6;51.9;56.5;38.6
1868;Vrouwen;20 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2017/2020;64.9;45.6;52.9;55.8;38.2
1869;Vrouwen;20 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2019/2022;64.7;46.1;53.4;54.5;38.1
1870;Vrouwen;20 jaar;Havo, vwo, mbo2-4;Bovengrens 95%-interval;2007/2010;64.6;50.8;54.6;58.9;
1871;Vrouwen;20 jaar;Havo, vwo, mbo2-4;Bovengrens 95%-interval;2011/2014;64.7;48.2;53.5;57.6;
1872;Vrouwen;20 jaar;Havo, vwo, mbo2-4;Bovengrens 95%-interval;2015/2018;65.3;47.4;53.5;57.8;40.4
1873;Vrouwen;20 jaar;Havo, vwo, mbo2-4;Bovengrens 95%-interval;2017/2020;65.0;47.3;54.4;57.1;40.0
1874;Vrouwen;20 jaar;Havo, vwo, mbo2-4;Bovengrens 95%-interval;2019/2022;64.9;47.9;54.9;56.0;39.9
1875;Vrouwen;20 jaar;Hbo, wo;Waarde;2007/2010;65.8;54.2;55.3;61.0;
1876;Vrouwen;20 jaar;Hbo, wo;Waarde;2011/2014;65.7;52.1;57.2;59.8;
1877;Vrouwen;20 jaar;Hbo, wo;Waarde;2015/2018;66.2;52.4;58.0;58.8;44.2
1878;Vrouwen;20 jaar;Hbo, wo;Waarde;2017/2020;66.5;52.9;58.1;58.5;43.8
1879;Vrouwen;20 jaar;Hbo, wo;Waarde;2019/2022;66.4;51.9;58.2;57.8;44.0
1880;Vrouwen;20 jaar;Hbo, wo;Ondergrens 95%-interval;2007/2010;65.6;52.4;53.2;59.9;
1881;Vrouwen;20 jaar;Hbo, wo;Ondergrens 95%-interval;2011/2014;65.6;50.8;55.7;59.0;
1882;Vrouwen;20 jaar;Hbo, wo;Ondergrens 95%-interval;2015/2018;66.1;51.2;56.9;58.0;43.0
1883;Vrouwen;20 jaar;Hbo, wo;Ondergrens 95%-interval;2017/2020;66.5;51.8;57.1;57.5;42.6
1884;Vrouwen;20 jaar;Hbo, wo;Ondergrens 95%-interval;2019/2022;66.3;50.8;57.2;57.0;43.0
1885;Vrouwen;20 jaar;Hbo, wo;Bovengrens 95%-interval;2007/2010;66.0;55.9;57.3;62.2;
1886;Vrouwen;20 jaar;Hbo, wo;Bovengrens 95%-interval;2011/2014;65.8;53.3;58.7;60.5;
1887;Vrouwen;20 jaar;Hbo, wo;Bovengrens 95%-interval;2015/2018;66.3;53.5;59.0;59.7;45.4
1888;Vrouwen;20 jaar;Hbo, wo;Bovengrens 95%-interval;2017/2020;66.6;54.0;59.2;59.4;44.9
1889;Vrouwen;20 jaar;Hbo, wo;Bovengrens 95%-interval;2019/2022;66.5;52.9;59.1;58.6;45.1
1890;Vrouwen;25 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2007/2010;57.5;36.0;41.6;48.2;
1891;Vrouwen;25 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2011/2014;57.8;36.1;42.1;48.1;
1892;Vrouwen;25 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2015/2018;57.6;34.6;40.9;46.6;30.6
1893;Vrouwen;25 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2017/2020;57.6;34.7;41.5;46.4;29.7
1894;Vrouwen;25 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2019/2022;57.2;34.5;41.7;45.7;30.2
1895;Vrouwen;25 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2007/2010;57.5;35.0;40.6;47.2;
1896;Vrouwen;25 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2011/2014;57.8;35.4;41.3;47.3;
1897;Vrouwen;25 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2015/2018;57.6;33.6;40.0;45.8;29.6
1898;Vrouwen;25 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2017/2020;57.6;33.7;40.6;45.6;28.6
1899;Vrouwen;25 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2019/2022;57.1;33.4;40.8;44.7;29.1
1900;Vrouwen;25 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2007/2010;57.5;37.1;42.6;49.2;
1901;Vrouwen;25 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2011/2014;57.8;36.9;42.9;48.9;
1902;Vrouwen;25 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2015/2018;57.6;35.6;41.7;47.4;31.6
1903;Vrouwen;25 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2017/2020;57.7;35.7;42.3;47.3;30.7
1904;Vrouwen;25 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2019/2022;57.2;35.6;42.6;46.7;31.4
1905;Vrouwen;25 jaar;Havo, vwo, mbo2-4;Waarde;2007/2010;59.6;44.9;48.3;53.0;
1906;Vrouwen;25 jaar;Havo, vwo, mbo2-4;Waarde;2011/2014;59.7;43.4;48.1;52.6;
1907;Vrouwen;25 jaar;Havo, vwo, mbo2-4;Waarde;2015/2018;60.3;42.6;48.1;52.9;35.9
1908;Vrouwen;25 jaar;Havo, vwo, mbo2-4;Waarde;2017/2020;60.0;42.4;48.9;52.4;35.3
1909;Vrouwen;25 jaar;Havo, vwo, mbo2-4;Waarde;2019/2022;59.9;43.1;49.4;51.6;35.1
1910;Vrouwen;25 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2007/2010;59.5;43.4;46.7;51.6;
1911;Vrouwen;25 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2011/2014;59.7;42.6;47.2;51.9;
1912;Vrouwen;25 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2015/2018;60.3;41.7;47.3;52.3;35.0
1913;Vrouwen;25 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2017/2020;60.0;41.6;48.2;51.8;34.4
1914;Vrouwen;25 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2019/2022;59.8;42.2;48.7;50.9;34.2
1915;Vrouwen;25 jaar;Havo, vwo, mbo2-4;Bovengrens 95%-interval;2007/2010;59.7;46.4;49.8;54.3;
1916;Vrouwen;25 jaar;Havo, vwo, mbo2-4;Bovengrens 95%-interval;2011/2014;59.8;44.2;48.9;53.3;
1917;Vrouwen;25 jaar;Havo, vwo, mbo2-4;Bovengrens 95%-interval;2015/2018;60.4;43.5;48.9;53.6;36.8
1918;Vrouwen;25 jaar;Havo, vwo, mbo2-4;Bovengrens 95%-interval;2017/2020;60.1;43.3;49.6;53.0;36.2
1919;Vrouwen;25 jaar;Havo, vwo, mbo2-4;Bovengrens 95%-interval;2019/2022;59.9;43.9;50.2;52.3;36.0
1920;Vrouwen;25 jaar;Hbo, wo;Waarde;2007/2010;60.8;49.7;50.4;56.5;
1921;Vrouwen;25 jaar;Hbo, wo;Waarde;2011/2014;60.7;47.6;52.4;55.6;
1922;Vrouwen;25 jaar;Hbo, wo;Waarde;2015/2018;61.2;47.9;53.1;54.6;40.1
1923;Vrouwen;25 jaar;Hbo, wo;Waarde;2017/2020;61.6;48.5;53.3;54.3;39.6
1924;Vrouwen;25 jaar;Hbo, wo;Waarde;2019/2022;61.5;47.6;53.3;53.8;39.8
1925;Vrouwen;25 jaar;Hbo, wo;Ondergrens 95%-interval;2007/2010;60.7;48.0;48.4;55.3;
1926;Vrouwen;25 jaar;Hbo, wo;Ondergrens 95%-interval;2011/2014;60.6;46.4;50.9;54.9;
1927;Vrouwen;25 jaar;Hbo, wo;Ondergrens 95%-interval;2015/2018;61.1;46.8;52.1;53.7;38.9
1928;Vrouwen;25 jaar;Hbo, wo;Ondergrens 95%-interval;2017/2020;61.5;47.3;52.3;53.4;38.5
1929;Vrouwen;25 jaar;Hbo, wo;Ondergrens 95%-interval;2019/2022;61.4;46.5;52.3;53.1;38.8
1930;Vrouwen;25 jaar;Hbo, wo;Bovengrens 95%-interval;2007/2010;61.0;51.5;52.4;57.6;
1931;Vrouwen;25 jaar;Hbo, wo;Bovengrens 95%-interval;2011/2014;60.8;48.8;53.9;56.3;
1932;Vrouwen;25 jaar;Hbo, wo;Bovengrens 95%-interval;2015/2018;61.3;49.1;54.1;55.4;41.3
1933;Vrouwen;25 jaar;Hbo, wo;Bovengrens 95%-interval;2017/2020;61.7;49.6;54.3;55.2;40.8
1934;Vrouwen;25 jaar;Hbo, wo;Bovengrens 95%-interval;2019/2022;61.6;48.7;54.3;54.6;40.9
1935;Vrouwen;30 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2007/2010;52.6;32.3;37.1;44.0;
1936;Vrouwen;30 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2011/2014;52.9;32.5;37.9;44.0;
1937;Vrouwen;30 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2015/2018;52.7;31.1;36.8;42.6;27.8
1938;Vrouwen;30 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2017/2020;52.8;31.0;37.3;42.6;26.7
1939;Vrouwen;30 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2019/2022;52.4;30.6;37.5;42.3;26.7
1940;Vrouwen;30 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2007/2010;52.6;31.3;36.2;43.0;
1941;Vrouwen;30 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2011/2014;52.9;31.8;37.2;43.2;
1942;Vrouwen;30 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2015/2018;52.7;30.2;36.0;41.9;26.9
1943;Vrouwen;30 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2017/2020;52.8;30.0;36.5;41.8;25.8
1944;Vrouwen;30 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2019/2022;52.3;29.6;36.7;41.4;25.7
1945;Vrouwen;30 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2007/2010;52.6;33.2;38.1;44.9;
1946;Vrouwen;30 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2011/2014;53.0;33.1;38.6;44.7;
1947;Vrouwen;30 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2015/2018;52.8;32.0;37.6;43.4;28.7
1948;Vrouwen;30 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2017/2020;52.8;31.9;38.1;43.4;27.7
1949;Vrouwen;30 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2019/2022;52.4;31.6;38.3;43.1;27.7
1950;Vrouwen;30 jaar;Havo, vwo, mbo2-4;Waarde;2007/2010;54.7;40.7;43.7;48.7;
1951;Vrouwen;30 jaar;Havo, vwo, mbo2-4;Waarde;2011/2014;54.8;39.2;43.5;48.4;
1952;Vrouwen;30 jaar;Havo, vwo, mbo2-4;Waarde;2015/2018;55.4;38.7;43.4;48.7;32.2
1953;Vrouwen;30 jaar;Havo, vwo, mbo2-4;Waarde;2017/2020;55.1;38.5;44.2;48.3;31.6
1954;Vrouwen;30 jaar;Havo, vwo, mbo2-4;Waarde;2019/2022;54.9;39.1;44.8;47.6;31.4
1955;Vrouwen;30 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2007/2010;54.6;39.3;42.1;47.3;
1956;Vrouwen;30 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2011/2014;54.7;38.4;42.6;47.7;
1957;Vrouwen;30 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2015/2018;55.3;37.8;42.6;48.1;31.4
1958;Vrouwen;30 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2017/2020;55.0;37.7;43.5;47.7;30.7
1959;Vrouwen;30 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2019/2022;54.9;38.3;44.1;47.0;30.5
1960;Vrouwen;30 jaar;Havo, vwo, mbo2-4;Bovengrens 95%-interval;2007/2010;54.7;42.2;45.2;50.0;
1961;Vrouwen;30 jaar;Havo, vwo, mbo2-4;Bovengrens 95%-interval;2011/2014;54.8;40.0;44.3;49.1;
1962;Vrouwen;30 jaar;Havo, vwo, mbo2-4;Bovengrens 95%-interval;2015/2018;55.4;39.6;44.2;49.4;33.1
1963;Vrouwen;30 jaar;Havo, vwo, mbo2-4;Bovengrens 95%-interval;2017/2020;55.1;39.3;45.0;48.9;32.4
1964;Vrouwen;30 jaar;Havo, vwo, mbo2-4;Bovengrens 95%-interval;2019/2022;55.0;39.9;45.5;48.2;32.2
1965;Vrouwen;30 jaar;Hbo, wo;Waarde;2007/2010;55.9;45.5;45.5;51.8;
1966;Vrouwen;30 jaar;Hbo, wo;Waarde;2011/2014;55.8;43.0;47.5;51.2;
1967;Vrouwen;30 jaar;Hbo, wo;Waarde;2015/2018;56.2;43.5;48.2;50.2;36.0
1968;Vrouwen;30 jaar;Hbo, wo;Waarde;2017/2020;56.6;44.0;48.5;50.1;35.5
1969;Vrouwen;30 jaar;Hbo, wo;Waarde;2019/2022;56.5;43.2;48.5;49.9;35.8
1970;Vrouwen;30 jaar;Hbo, wo;Ondergrens 95%-interval;2007/2010;55.7;43.8;43.5;50.7;
1971;Vrouwen;30 jaar;Hbo, wo;Ondergrens 95%-interval;2011/2014;55.7;41.8;46.0;50.5;
1972;Vrouwen;30 jaar;Hbo, wo;Ondergrens 95%-interval;2015/2018;56.1;42.3;47.2;49.3;34.9
1973;Vrouwen;30 jaar;Hbo, wo;Ondergrens 95%-interval;2017/2020;56.5;42.9;47.4;49.2;34.4
1974;Vrouwen;30 jaar;Hbo, wo;Ondergrens 95%-interval;2019/2022;56.4;42.2;47.5;49.1;34.8
1975;Vrouwen;30 jaar;Hbo, wo;Bovengrens 95%-interval;2007/2010;56.1;47.2;47.6;52.9;
1976;Vrouwen;30 jaar;Hbo, wo;Bovengrens 95%-interval;2011/2014;55.9;44.2;49.0;51.9;
1977;Vrouwen;30 jaar;Hbo, wo;Bovengrens 95%-interval;2015/2018;56.3;44.6;49.3;51.0;37.2
1978;Vrouwen;30 jaar;Hbo, wo;Bovengrens 95%-interval;2017/2020;56.7;45.1;49.5;51.0;36.7
1979;Vrouwen;30 jaar;Hbo, wo;Bovengrens 95%-interval;2019/2022;56.6;44.3;49.4;50.6;36.9
1980;Vrouwen;35 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2007/2010;47.7;29.0;33.1;40.0;
1981;Vrouwen;35 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2011/2014;48.1;28.7;33.6;39.6;
1982;Vrouwen;35 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2015/2018;47.9;27.9;32.7;38.9;24.8
1983;Vrouwen;35 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2017/2020;48.0;27.8;33.4;38.9;23.9
1984;Vrouwen;35 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2019/2022;47.6;27.7;33.7;38.6;24.1
1985;Vrouwen;35 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2007/2010;47.7;28.1;32.2;39.1;
1986;Vrouwen;35 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2011/2014;48.0;28.1;32.9;39.0;
1987;Vrouwen;35 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2015/2018;47.9;27.1;31.9;38.3;23.9
1988;Vrouwen;35 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2017/2020;47.9;26.9;32.6;38.2;23.0
1989;Vrouwen;35 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2019/2022;47.5;26.8;32.9;37.8;23.2
1990;Vrouwen;35 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2007/2010;47.7;29.8;33.9;40.8;
1991;Vrouwen;35 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2011/2014;48.1;29.3;34.2;40.3;
1992;Vrouwen;35 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2015/2018;47.9;28.7;33.4;39.6;25.6
1993;Vrouwen;35 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2017/2020;48.0;28.6;34.1;39.6;24.8
1994;Vrouwen;35 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2019/2022;47.6;28.6;34.4;39.3;25.0
1995;Vrouwen;35 jaar;Havo, vwo, mbo2-4;Waarde;2007/2010;49.8;36.6;39.0;44.3;
1996;Vrouwen;35 jaar;Havo, vwo, mbo2-4;Waarde;2011/2014;49.9;35.1;39.0;44.1;
1997;Vrouwen;35 jaar;Havo, vwo, mbo2-4;Waarde;2015/2018;50.5;34.8;38.9;44.5;28.7
1998;Vrouwen;35 jaar;Havo, vwo, mbo2-4;Waarde;2017/2020;50.2;34.7;39.7;44.3;28.1
1999;Vrouwen;35 jaar;Havo, vwo, mbo2-4;Waarde;2019/2022;50.0;35.5;40.2;43.7;28.1
2000;Vrouwen;35 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2007/2010;49.7;35.1;37.4;42.9;
2001;Vrouwen;35 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2011/2014;49.8;34.3;38.1;43.4;
2002;Vrouwen;35 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2015/2018;50.4;34.0;38.1;44.0;27.8
2003;Vrouwen;35 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2017/2020;50.1;33.9;38.9;43.7;27.2
2004;Vrouwen;35 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2019/2022;50.0;34.7;39.5;43.1;27.3
2005;Vrouwen;35 jaar;Havo, vwo, mbo2-4;Bovengrens 95%-interval;2007/2010;49.9;38.0;40.5;45.6;
2006;Vrouwen;35 jaar;Havo, vwo, mbo2-4;Bovengrens 95%-interval;2011/2014;49.9;35.8;39.8;44.7;
2007;Vrouwen;35 jaar;Havo, vwo, mbo2-4;Bovengrens 95%-interval;2015/2018;50.5;35.7;39.6;45.1;29.5
2008;Vrouwen;35 jaar;Havo, vwo, mbo2-4;Bovengrens 95%-interval;2017/2020;50.2;35.5;40.4;44.9;28.9
2009;Vrouwen;35 jaar;Havo, vwo, mbo2-4;Bovengrens 95%-interval;2019/2022;50.1;36.3;40.9;44.3;29.0
2010;Vrouwen;35 jaar;Hbo, wo;Waarde;2007/2010;51.0;41.0;40.7;47.2;
2011;Vrouwen;35 jaar;Hbo, wo;Waarde;2011/2014;50.8;38.5;42.7;46.6;
2012;Vrouwen;35 jaar;Hbo, wo;Waarde;2015/2018;51.3;39.0;43.4;45.7;31.9
2013;Vrouwen;35 jaar;Hbo, wo;Waarde;2017/2020;51.7;39.6;43.6;45.6;31.5
2014;Vrouwen;35 jaar;Hbo, wo;Waarde;2019/2022;51.6;38.9;43.6;45.6;31.8
2015;Vrouwen;35 jaar;Hbo, wo;Ondergrens 95%-interval;2007/2010;50.8;39.3;38.7;46.1;
2016;Vrouwen;35 jaar;Hbo, wo;Ondergrens 95%-interval;2011/2014;50.7;37.2;41.2;45.9;
2017;Vrouwen;35 jaar;Hbo, wo;Ondergrens 95%-interval;2015/2018;51.2;37.9;42.4;44.9;30.7
2018;Vrouwen;35 jaar;Hbo, wo;Ondergrens 95%-interval;2017/2020;51.6;38.5;42.6;44.7;30.3
2019;Vrouwen;35 jaar;Hbo, wo;Ondergrens 95%-interval;2019/2022;51.5;37.8;42.7;44.9;30.7
2020;Vrouwen;35 jaar;Hbo, wo;Bovengrens 95%-interval;2007/2010;51.1;42.7;42.7;48.3;
2021;Vrouwen;35 jaar;Hbo, wo;Bovengrens 95%-interval;2011/2014;50.9;39.7;44.2;47.3;
2022;Vrouwen;35 jaar;Hbo, wo;Bovengrens 95%-interval;2015/2018;51.4;40.2;44.4;46.6;33.1
2023;Vrouwen;35 jaar;Hbo, wo;Bovengrens 95%-interval;2017/2020;51.7;40.7;44.6;46.5;32.6
2024;Vrouwen;35 jaar;Hbo, wo;Bovengrens 95%-interval;2019/2022;51.7;39.9;44.6;46.4;32.8
2025;Vrouwen;40 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2007/2010;42.9;25.4;28.8;35.9;
2026;Vrouwen;40 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2011/2014;43.2;25.2;29.1;35.8;
2027;Vrouwen;40 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2015/2018;43.1;24.6;28.7;35.0;21.5
2028;Vrouwen;40 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2017/2020;43.1;25.0;29.3;35.1;21.0
2029;Vrouwen;40 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2019/2022;42.8;24.5;29.4;34.7;20.8
2030;Vrouwen;40 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2007/2010;42.8;24.6;28.0;35.1;
2031;Vrouwen;40 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2011/2014;43.2;24.7;28.5;35.3;
2032;Vrouwen;40 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2015/2018;43.0;23.9;28.0;34.4;20.8
2033;Vrouwen;40 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2017/2020;43.1;24.2;28.7;34.5;20.3
2034;Vrouwen;40 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2019/2022;42.7;23.7;28.7;34.1;20.0
2035;Vrouwen;40 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2007/2010;42.9;26.2;29.6;36.6;
2036;Vrouwen;40 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2011/2014;43.2;25.8;29.7;36.4;
2037;Vrouwen;40 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2015/2018;43.1;25.3;29.3;35.6;22.2
2038;Vrouwen;40 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2017/2020;43.2;25.7;29.9;35.7;21.7
2039;Vrouwen;40 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2019/2022;42.8;25.3;30.1;35.4;21.6
2040;Vrouwen;40 jaar;Havo, vwo, mbo2-4;Waarde;2007/2010;44.9;32.4;34.3;39.9;
2041;Vrouwen;40 jaar;Havo, vwo, mbo2-4;Waarde;2011/2014;45.0;31.1;34.4;39.7;
2042;Vrouwen;40 jaar;Havo, vwo, mbo2-4;Waarde;2015/2018;45.6;31.0;34.4;40.2;25.2
2043;Vrouwen;40 jaar;Havo, vwo, mbo2-4;Waarde;2017/2020;45.3;31.2;35.2;40.1;24.8
2044;Vrouwen;40 jaar;Havo, vwo, mbo2-4;Waarde;2019/2022;45.2;31.7;35.7;39.6;24.7
2045;Vrouwen;40 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2007/2010;44.8;30.9;32.7;38.5;
2046;Vrouwen;40 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2011/2014;44.9;30.4;33.6;39.1;
2047;Vrouwen;40 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2015/2018;45.5;30.2;33.6;39.6;24.4
2048;Vrouwen;40 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2017/2020;45.2;30.4;34.5;39.5;24.0
2049;Vrouwen;40 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2019/2022;45.1;31.0;35.0;39.1;23.9
2050;Vrouwen;40 jaar;Havo, vwo, mbo2-4;Bovengrens 95%-interval;2007/2010;45.0;33.8;35.8;41.2;
