ID;Transacties;InstitutioneleSectoren;Perioden;Overheidsuitgaven_1
1515;P2 Intermediair verbruik;Overheid;2006 3e kwartaal;8521
1516;P2 Intermediair verbruik;Overheid;2006 4e kwartaal;9850
1517;P2 Intermediair verbruik;Overheid;2006;35668
1518;P2 Intermediair verbruik;Overheid;2007 1e kwartaal;9492
1519;P2 Intermediair verbruik;Overheid;2007 2e kwartaal;9427
1520;P2 Intermediair verbruik;Overheid;2007 3e kwartaal;9288
1521;P2 Intermediair verbruik;Overheid;2007 4e kwartaal;10772
1522;P2 Intermediair verbruik;Overheid;2007;38979
1523;P2 Intermediair verbruik;Overheid;2008 1e kwartaal;9693
1524;P2 Intermediair verbruik;Overheid;2008 2e kwartaal;9595
1525;P2 Intermediair verbruik;Overheid;2008 3e kwartaal;9471
1526;P2 Intermediair verbruik;Overheid;2008 4e kwartaal;11063
1527;P2 Intermediair verbruik;Overheid;2008;39822
1528;P2 Intermediair verbruik;Overheid;2009 1e kwartaal;10334
1529;P2 Intermediair verbruik;Overheid;2009 2e kwartaal;10213
1530;P2 Intermediair verbruik;Overheid;2009 3e kwartaal;10120
1531;P2 Intermediair verbruik;Overheid;2009 4e kwartaal;11832
1532;P2 Intermediair verbruik;Overheid;2009;42499
1533;P2 Intermediair verbruik;Overheid;2010 1e kwartaal;10605
1534;P2 Intermediair verbruik;Overheid;2010 2e kwartaal;10550
1535;P2 Intermediair verbruik;Overheid;2010 3e kwartaal;10441
1536;P2 Intermediair verbruik;Overheid;2010 4e kwartaal;12029
1537;P2 Intermediair verbruik;Overheid;2010;43625
1538;P2 Intermediair verbruik;Overheid;2011 1e kwartaal;10188
1539;P2 Intermediair verbruik;Overheid;2011 2e kwartaal;10351
1540;P2 Intermediair verbruik;Overheid;2011 3e kwartaal;10210
1541;P2 Intermediair verbruik;Overheid;2011 4e kwartaal;11937
1542;P2 Intermediair verbruik;Overheid;2011;42686
1543;P2 Intermediair verbruik;Overheid;2012 1e kwartaal;10270
1544;P2 Intermediair verbruik;Overheid;2012 2e kwartaal;10141
1545;P2 Intermediair verbruik;Overheid;2012 3e kwartaal;10035
1546;P2 Intermediair verbruik;Overheid;2012 4e kwartaal;11474
1547;P2 Intermediair verbruik;Overheid;2012;41920
1548;P2 Intermediair verbruik;Overheid;2013 1e kwartaal;10281
1549;P2 Intermediair verbruik;Overheid;2013 2e kwartaal;10090
1550;P2 Intermediair verbruik;Overheid;2013 3e kwartaal;10132
1551;P2 Intermediair verbruik;Overheid;2013 4e kwartaal;11350
1552;P2 Intermediair verbruik;Overheid;2013;41853
1553;P2 Intermediair verbruik;Overheid;2014 1e kwartaal;10692
1554;P2 Intermediair verbruik;Overheid;2014 2e kwartaal;10555
1555;P2 Intermediair verbruik;Overheid;2014 3e kwartaal;10745
1556;P2 Intermediair verbruik;Overheid;2014 4e kwartaal;11810
1557;P2 Intermediair verbruik;Overheid;2014;43802
1558;P2 Intermediair verbruik;Overheid;2015 1e kwartaal;10786
1559;P2 Intermediair verbruik;Overheid;2015 2e kwartaal;10608
1560;P2 Intermediair verbruik;Overheid;2015 3e kwartaal;10479
1561;P2 Intermediair verbruik;Overheid;2015 4e kwartaal;11433
1562;P2 Intermediair verbruik;Overheid;2015;43306
1563;P2 Intermediair verbruik;Overheid;2016 1e kwartaal;10749
1564;P2 Intermediair verbruik;Overheid;2016 2e kwartaal;10685
1565;P2 Intermediair verbruik;Overheid;2016 3e kwartaal;10245
1566;P2 Intermediair verbruik;Overheid;2016 4e kwartaal;11356
1567;P2 Intermediair verbruik;Overheid;2016;43035
1568;P2 Intermediair verbruik;Overheid;2017 1e kwartaal;11092
1569;P2 Intermediair verbruik;Overheid;2017 2e kwartaal;10846
1570;P2 Intermediair verbruik;Overheid;2017 3e kwartaal;10491
1571;P2 Intermediair verbruik;Overheid;2017 4e kwartaal;11537
1572;P2 Intermediair verbruik;Overheid;2017;43966
1573;P2 Intermediair verbruik;Overheid;2018 1e kwartaal;11996
1574;P2 Intermediair verbruik;Overheid;2018 2e kwartaal;11450
1575;P2 Intermediair verbruik;Overheid;2018 3e kwartaal;11129
1576;P2 Intermediair verbruik;Overheid;2018 4e kwartaal;11977
1577;P2 Intermediair verbruik;Overheid;2018;46552
1578;P2 Intermediair verbruik;Overheid;2019 1e kwartaal;12467
1579;P2 Intermediair verbruik;Overheid;2019 2e kwartaal;12222
1580;P2 Intermediair verbruik;Overheid;2019 3e kwartaal;11828
1581;P2 Intermediair verbruik;Overheid;2019 4e kwartaal;12365
1582;P2 Intermediair verbruik;Overheid;2019;48882
1583;P2 Intermediair verbruik;Overheid;2020 1e kwartaal;13047
1584;P2 Intermediair verbruik;Overheid;2020 2e kwartaal;12673
1585;P2 Intermediair verbruik;Overheid;2020 3e kwartaal;12446
1586;P2 Intermediair verbruik;Overheid;2020 4e kwartaal;12956
1587;P2 Intermediair verbruik;Overheid;2020;51122
1588;P2 Intermediair verbruik;Overheid;2021 1e kwartaal;13835
1589;P2 Intermediair verbruik;Overheid;2021 2e kwartaal;14832
1590;P2 Intermediair verbruik;Overheid;2021 3e kwartaal;13894
1591;P2 Intermediair verbruik;Overheid;2021 4e kwartaal;14295
1592;P2 Intermediair verbruik;Overheid;2021;56856
1593;P2 Intermediair verbruik;Overheid;2022 1e kwartaal;14277
1594;P2 Intermediair verbruik;Overheid;2022 2e kwartaal;16002
1595;P2 Intermediair verbruik;Overheid;2022 3e kwartaal;15285
1596;P2 Intermediair verbruik;Overheid;2022 4e kwartaal;14999
1597;P2 Intermediair verbruik;Overheid;2022;60563
1598;P2 Intermediair verbruik;Overheid;2023 1e kwartaal;15924
1599;P2 Intermediair verbruik;Overheid;2023 2e kwartaal;16767
1600;P2 Intermediair verbruik;Overheid;2023 3e kwartaal;17223
1601;P2 Intermediair verbruik;Overheid;2023 4e kwartaal;17308
1602;P2 Intermediair verbruik;Overheid;2023;67222
1603;P2 Intermediair verbruik;Overheid;2024 1e kwartaal;17993
1604;P2 Intermediair verbruik;Overheid;2024 2e kwartaal;18634
1605;P2 Intermediair verbruik;Overheid;2024 3e kwartaal;18922
1606;P2 Intermediair verbruik;Overheid;2024 4e kwartaal;19432
1607;P2 Intermediair verbruik;Overheid;2024;74981
1608;P2 Intermediair verbruik;Centrale overheid;1995;8921
1609;P2 Intermediair verbruik;Centrale overheid;1996;9480
1610;P2 Intermediair verbruik;Centrale overheid;1997;9614
1611;P2 Intermediair verbruik;Centrale overheid;1998;10124
1612;P2 Intermediair verbruik;Centrale overheid;1999 1e kwartaal;2635
1613;P2 Intermediair verbruik;Centrale overheid;1999 2e kwartaal;2407
1614;P2 Intermediair verbruik;Centrale overheid;1999 3e kwartaal;2345
1615;P2 Intermediair verbruik;Centrale overheid;1999 4e kwartaal;2883
1616;P2 Intermediair verbruik;Centrale overheid;1999;10270
1617;P2 Intermediair verbruik;Centrale overheid;2000 1e kwartaal;3001
1618;P2 Intermediair verbruik;Centrale overheid;2000 2e kwartaal;2683
1619;P2 Intermediair verbruik;Centrale overheid;2000 3e kwartaal;2589
1620;P2 Intermediair verbruik;Centrale overheid;2000 4e kwartaal;3279
1621;P2 Intermediair verbruik;Centrale overheid;2000;11552
1622;P2 Intermediair verbruik;Centrale overheid;2001 1e kwartaal;3426
1623;P2 Intermediair verbruik;Centrale overheid;2001 2e kwartaal;2982
1624;P2 Intermediair verbruik;Centrale overheid;2001 3e kwartaal;2908
1625;P2 Intermediair verbruik;Centrale overheid;2001 4e kwartaal;3825
1626;P2 Intermediair verbruik;Centrale overheid;2001;13141
1627;P2 Intermediair verbruik;Centrale overheid;2002 1e kwartaal;3516
1628;P2 Intermediair verbruik;Centrale overheid;2002 2e kwartaal;3083
1629;P2 Intermediair verbruik;Centrale overheid;2002 3e kwartaal;3011
1630;P2 Intermediair verbruik;Centrale overheid;2002 4e kwartaal;3933
1631;P2 Intermediair verbruik;Centrale overheid;2002;13543
1632;P2 Intermediair verbruik;Centrale overheid;2003 1e kwartaal;3569
1633;P2 Intermediair verbruik;Centrale overheid;2003 2e kwartaal;3096
1634;P2 Intermediair verbruik;Centrale overheid;2003 3e kwartaal;3026
1635;P2 Intermediair verbruik;Centrale overheid;2003 4e kwartaal;3995
1636;P2 Intermediair verbruik;Centrale overheid;2003;13686
1637;P2 Intermediair verbruik;Centrale overheid;2004 1e kwartaal;3465
1638;P2 Intermediair verbruik;Centrale overheid;2004 2e kwartaal;2947
1639;P2 Intermediair verbruik;Centrale overheid;2004 3e kwartaal;2877
1640;P2 Intermediair verbruik;Centrale overheid;2004 4e kwartaal;3904
1641;P2 Intermediair verbruik;Centrale overheid;2004;13193
1642;P2 Intermediair verbruik;Centrale overheid;2005 1e kwartaal;3156
1643;P2 Intermediair verbruik;Centrale overheid;2005 2e kwartaal;3027
1644;P2 Intermediair verbruik;Centrale overheid;2005 3e kwartaal;2973
1645;P2 Intermediair verbruik;Centrale overheid;2005 4e kwartaal;3560
1646;P2 Intermediair verbruik;Centrale overheid;2005;12716
1647;P2 Intermediair verbruik;Centrale overheid;2006 1e kwartaal;3218
1648;P2 Intermediair verbruik;Centrale overheid;2006 2e kwartaal;3073
1649;P2 Intermediair verbruik;Centrale overheid;2006 3e kwartaal;3023
1650;P2 Intermediair verbruik;Centrale overheid;2006 4e kwartaal;3657
1651;P2 Intermediair verbruik;Centrale overheid;2006;12971
1652;P2 Intermediair verbruik;Centrale overheid;2007 1e kwartaal;3506
1653;P2 Intermediair verbruik;Centrale overheid;2007 2e kwartaal;3356
1654;P2 Intermediair verbruik;Centrale overheid;2007 3e kwartaal;3286
1655;P2 Intermediair verbruik;Centrale overheid;2007 4e kwartaal;3981
1656;P2 Intermediair verbruik;Centrale overheid;2007;14129
1657;P2 Intermediair verbruik;Centrale overheid;2008 1e kwartaal;3751
1658;P2 Intermediair verbruik;Centrale overheid;2008 2e kwartaal;3585
1659;P2 Intermediair verbruik;Centrale overheid;2008 3e kwartaal;3507
1660;P2 Intermediair verbruik;Centrale overheid;2008 4e kwartaal;4257
1661;P2 Intermediair verbruik;Centrale overheid;2008;15100
1662;P2 Intermediair verbruik;Centrale overheid;2009 1e kwartaal;3915
1663;P2 Intermediair verbruik;Centrale overheid;2009 2e kwartaal;3719
1664;P2 Intermediair verbruik;Centrale overheid;2009 3e kwartaal;3633
1665;P2 Intermediair verbruik;Centrale overheid;2009 4e kwartaal;4466
1666;P2 Intermediair verbruik;Centrale overheid;2009;15733
1667;P2 Intermediair verbruik;Centrale overheid;2010 1e kwartaal;3770
1668;P2 Intermediair verbruik;Centrale overheid;2010 2e kwartaal;3610
1669;P2 Intermediair verbruik;Centrale overheid;2010 3e kwartaal;3522
1670;P2 Intermediair verbruik;Centrale overheid;2010 4e kwartaal;4264
1671;P2 Intermediair verbruik;Centrale overheid;2010;15166
1672;P2 Intermediair verbruik;Centrale overheid;2011 1e kwartaal;3528
1673;P2 Intermediair verbruik;Centrale overheid;2011 2e kwartaal;3450
1674;P2 Intermediair verbruik;Centrale overheid;2011 3e kwartaal;3351
1675;P2 Intermediair verbruik;Centrale overheid;2011 4e kwartaal;4131
1676;P2 Intermediair verbruik;Centrale overheid;2011;14460
1677;P2 Intermediair verbruik;Centrale overheid;2012 1e kwartaal;3556
1678;P2 Intermediair verbruik;Centrale overheid;2012 2e kwartaal;3363
1679;P2 Intermediair verbruik;Centrale overheid;2012 3e kwartaal;3275
1680;P2 Intermediair verbruik;Centrale overheid;2012 4e kwartaal;3935
1681;P2 Intermediair verbruik;Centrale overheid;2012;14129
1682;P2 Intermediair verbruik;Centrale overheid;2013 1e kwartaal;3971
1683;P2 Intermediair verbruik;Centrale overheid;2013 2e kwartaal;3802
1684;P2 Intermediair verbruik;Centrale overheid;2013 3e kwartaal;3775
1685;P2 Intermediair verbruik;Centrale overheid;2013 4e kwartaal;4292
1686;P2 Intermediair verbruik;Centrale overheid;2013;15840
1687;P2 Intermediair verbruik;Centrale overheid;2014 1e kwartaal;4184
1688;P2 Intermediair verbruik;Centrale overheid;2014 2e kwartaal;3951
1689;P2 Intermediair verbruik;Centrale overheid;2014 3e kwartaal;3894
1690;P2 Intermediair verbruik;Centrale overheid;2014 4e kwartaal;4362
1691;P2 Intermediair verbruik;Centrale overheid;2014;16391
1692;P2 Intermediair verbruik;Centrale overheid;2015 1e kwartaal;4055
1693;P2 Intermediair verbruik;Centrale overheid;2015 2e kwartaal;3803
1694;P2 Intermediair verbruik;Centrale overheid;2015 3e kwartaal;3778
1695;P2 Intermediair verbruik;Centrale overheid;2015 4e kwartaal;4456
1696;P2 Intermediair verbruik;Centrale overheid;2015;16092
1697;P2 Intermediair verbruik;Centrale overheid;2016 1e kwartaal;4373
1698;P2 Intermediair verbruik;Centrale overheid;2016 2e kwartaal;4164
1699;P2 Intermediair verbruik;Centrale overheid;2016 3e kwartaal;4020
1700;P2 Intermediair verbruik;Centrale overheid;2016 4e kwartaal;4780
1701;P2 Intermediair verbruik;Centrale overheid;2016;17337
1702;P2 Intermediair verbruik;Centrale overheid;2017 1e kwartaal;4355
1703;P2 Intermediair verbruik;Centrale overheid;2017 2e kwartaal;4071
1704;P2 Intermediair verbruik;Centrale overheid;2017 3e kwartaal;3949
1705;P2 Intermediair verbruik;Centrale overheid;2017 4e kwartaal;4665
1706;P2 Intermediair verbruik;Centrale overheid;2017;17040
1707;P2 Intermediair verbruik;Centrale overheid;2018 1e kwartaal;4508
1708;P2 Intermediair verbruik;Centrale overheid;2018 2e kwartaal;4270
1709;P2 Intermediair verbruik;Centrale overheid;2018 3e kwartaal;4168
1710;P2 Intermediair verbruik;Centrale overheid;2018 4e kwartaal;4647
1711;P2 Intermediair verbruik;Centrale overheid;2018;17593
1712;P2 Intermediair verbruik;Centrale overheid;2019 1e kwartaal;4669
1713;P2 Intermediair verbruik;Centrale overheid;2019 2e kwartaal;4504
1714;P2 Intermediair verbruik;Centrale overheid;2019 3e kwartaal;4358
1715;P2 Intermediair verbruik;Centrale overheid;2019 4e kwartaal;4720
1716;P2 Intermediair verbruik;Centrale overheid;2019;18251
1717;P2 Intermediair verbruik;Centrale overheid;2020 1e kwartaal;5216
1718;P2 Intermediair verbruik;Centrale overheid;2020 2e kwartaal;4851
1719;P2 Intermediair verbruik;Centrale overheid;2020 3e kwartaal;4857
1720;P2 Intermediair verbruik;Centrale overheid;2020 4e kwartaal;5130
1721;P2 Intermediair verbruik;Centrale overheid;2020;20054
1722;P2 Intermediair verbruik;Centrale overheid;2021 1e kwartaal;5746
1723;P2 Intermediair verbruik;Centrale overheid;2021 2e kwartaal;5851
1724;P2 Intermediair verbruik;Centrale overheid;2021 3e kwartaal;5480
1725;P2 Intermediair verbruik;Centrale overheid;2021 4e kwartaal;6057
1726;P2 Intermediair verbruik;Centrale overheid;2021;23134
1727;P2 Intermediair verbruik;Centrale overheid;2022 1e kwartaal;5615
1728;P2 Intermediair verbruik;Centrale overheid;2022 2e kwartaal;6649
1729;P2 Intermediair verbruik;Centrale overheid;2022 3e kwartaal;6479
1730;P2 Intermediair verbruik;Centrale overheid;2022 4e kwartaal;6102
1731;P2 Intermediair verbruik;Centrale overheid;2022;24845
1732;P2 Intermediair verbruik;Centrale overheid;2023 1e kwartaal;6488
1733;P2 Intermediair verbruik;Centrale overheid;2023 2e kwartaal;6788
1734;P2 Intermediair verbruik;Centrale overheid;2023 3e kwartaal;7292
1735;P2 Intermediair verbruik;Centrale overheid;2023 4e kwartaal;7107
1736;P2 Intermediair verbruik;Centrale overheid;2023;27675
1737;P2 Intermediair verbruik;Centrale overheid;2024 1e kwartaal;7350
1738;P2 Intermediair verbruik;Centrale overheid;2024 2e kwartaal;7774
1739;P2 Intermediair verbruik;Centrale overheid;2024 3e kwartaal;7951
1740;P2 Intermediair verbruik;Centrale overheid;2024 4e kwartaal;8132
1741;P2 Intermediair verbruik;Centrale overheid;2024;31207
1742;P2 Intermediair verbruik;Rijksoverheid;1995;5620
1743;P2 Intermediair verbruik;Rijksoverheid;1996;5955
1744;P2 Intermediair verbruik;Rijksoverheid;1997;6070
1745;P2 Intermediair verbruik;Rijksoverheid;1998;6279
1746;P2 Intermediair verbruik;Rijksoverheid;1999 1e kwartaal;1672
1747;P2 Intermediair verbruik;Rijksoverheid;1999 2e kwartaal;1441
1748;P2 Intermediair verbruik;Rijksoverheid;1999 3e kwartaal;1384
1749;P2 Intermediair verbruik;Rijksoverheid;1999 4e kwartaal;1904
1750;P2 Intermediair verbruik;Rijksoverheid;1999;6401
1751;P2 Intermediair verbruik;Rijksoverheid;2000 1e kwartaal;1981
1752;P2 Intermediair verbruik;Rijksoverheid;2000 2e kwartaal;1654
1753;P2 Intermediair verbruik;Rijksoverheid;2000 3e kwartaal;1572
1754;P2 Intermediair verbruik;Rijksoverheid;2000 4e kwartaal;2232
1755;P2 Intermediair verbruik;Rijksoverheid;2000;7439
1756;P2 Intermediair verbruik;Rijksoverheid;2001 1e kwartaal;2403
1757;P2 Intermediair verbruik;Rijksoverheid;2001 2e kwartaal;1947
1758;P2 Intermediair verbruik;Rijksoverheid;2001 3e kwartaal;1886
1759;P2 Intermediair verbruik;Rijksoverheid;2001 4e kwartaal;2779
1760;P2 Intermediair verbruik;Rijksoverheid;2001;9015
1761;P2 Intermediair verbruik;Rijksoverheid;2002 1e kwartaal;2505
1762;P2 Intermediair verbruik;Rijksoverheid;2002 2e kwartaal;2061
1763;P2 Intermediair verbruik;Rijksoverheid;2002 3e kwartaal;2002
1764;P2 Intermediair verbruik;Rijksoverheid;2002 4e kwartaal;2907
1765;P2 Intermediair verbruik;Rijksoverheid;2002;9475
1766;P2 Intermediair verbruik;Rijksoverheid;2003 1e kwartaal;2563
1767;P2 Intermediair verbruik;Rijksoverheid;2003 2e kwartaal;2082
1768;P2 Intermediair verbruik;Rijksoverheid;2003 3e kwartaal;2016
1769;P2 Intermediair verbruik;Rijksoverheid;2003 4e kwartaal;2968
1770;P2 Intermediair verbruik;Rijksoverheid;2003;9629
1771;P2 Intermediair verbruik;Rijksoverheid;2004 1e kwartaal;2493
1772;P2 Intermediair verbruik;Rijksoverheid;2004 2e kwartaal;1970
1773;P2 Intermediair verbruik;Rijksoverheid;2004 3e kwartaal;1906
1774;P2 Intermediair verbruik;Rijksoverheid;2004 4e kwartaal;2912
1775;P2 Intermediair verbruik;Rijksoverheid;2004;9281
1776;P2 Intermediair verbruik;Rijksoverheid;2005 1e kwartaal;2164
1777;P2 Intermediair verbruik;Rijksoverheid;2005 2e kwartaal;2023
1778;P2 Intermediair verbruik;Rijksoverheid;2005 3e kwartaal;1979
1779;P2 Intermediair verbruik;Rijksoverheid;2005 4e kwartaal;2549
1780;P2 Intermediair verbruik;Rijksoverheid;2005;8715
1781;P2 Intermediair verbruik;Rijksoverheid;2006 1e kwartaal;2315
1782;P2 Intermediair verbruik;Rijksoverheid;2006 2e kwartaal;2164
1783;P2 Intermediair verbruik;Rijksoverheid;2006 3e kwartaal;2118
1784;P2 Intermediair verbruik;Rijksoverheid;2006 4e kwartaal;2732
1785;P2 Intermediair verbruik;Rijksoverheid;2006;9329
1786;P2 Intermediair verbruik;Rijksoverheid;2007 1e kwartaal;2585
1787;P2 Intermediair verbruik;Rijksoverheid;2007 2e kwartaal;2427
1788;P2 Intermediair verbruik;Rijksoverheid;2007 3e kwartaal;2364
1789;P2 Intermediair verbruik;Rijksoverheid;2007 4e kwartaal;3041
1790;P2 Intermediair verbruik;Rijksoverheid;2007;10417
1791;P2 Intermediair verbruik;Rijksoverheid;2008 1e kwartaal;2737
1792;P2 Intermediair verbruik;Rijksoverheid;2008 2e kwartaal;2561
1793;P2 Intermediair verbruik;Rijksoverheid;2008 3e kwartaal;2488
1794;P2 Intermediair verbruik;Rijksoverheid;2008 4e kwartaal;3216
1795;P2 Intermediair verbruik;Rijksoverheid;2008;11002
1796;P2 Intermediair verbruik;Rijksoverheid;2009 1e kwartaal;2865
1797;P2 Intermediair verbruik;Rijksoverheid;2009 2e kwartaal;2657
1798;P2 Intermediair verbruik;Rijksoverheid;2009 3e kwartaal;2575
1799;P2 Intermediair verbruik;Rijksoverheid;2009 4e kwartaal;3379
1800;P2 Intermediair verbruik;Rijksoverheid;2009;11476
1801;P2 Intermediair verbruik;Rijksoverheid;2010 1e kwartaal;2688
1802;P2 Intermediair verbruik;Rijksoverheid;2010 2e kwartaal;2522
1803;P2 Intermediair verbruik;Rijksoverheid;2010 3e kwartaal;2444
1804;P2 Intermediair verbruik;Rijksoverheid;2010 4e kwartaal;3162
1805;P2 Intermediair verbruik;Rijksoverheid;2010;10816
1806;P2 Intermediair verbruik;Rijksoverheid;2011 1e kwartaal;2537
1807;P2 Intermediair verbruik;Rijksoverheid;2011 2e kwartaal;2440
1808;P2 Intermediair verbruik;Rijksoverheid;2011 3e kwartaal;2352
1809;P2 Intermediair verbruik;Rijksoverheid;2011 4e kwartaal;3094
1810;P2 Intermediair verbruik;Rijksoverheid;2011;10423
1811;P2 Intermediair verbruik;Rijksoverheid;2012 1e kwartaal;2572
1812;P2 Intermediair verbruik;Rijksoverheid;2012 2e kwartaal;2368
1813;P2 Intermediair verbruik;Rijksoverheid;2012 3e kwartaal;2287
1814;P2 Intermediair verbruik;Rijksoverheid;2012 4e kwartaal;2890
1815;P2 Intermediair verbruik;Rijksoverheid;2012;10117
1816;P2 Intermediair verbruik;Rijksoverheid;2013 1e kwartaal;2537
1817;P2 Intermediair verbruik;Rijksoverheid;2013 2e kwartaal;2360
1818;P2 Intermediair verbruik;Rijksoverheid;2013 3e kwartaal;2342
1819;P2 Intermediair verbruik;Rijksoverheid;2013 4e kwartaal;2830
1820;P2 Intermediair verbruik;Rijksoverheid;2013;10069
1821;P2 Intermediair verbruik;Rijksoverheid;2014 1e kwartaal;2701
1822;P2 Intermediair verbruik;Rijksoverheid;2014 2e kwartaal;2486
1823;P2 Intermediair verbruik;Rijksoverheid;2014 3e kwartaal;2416
1824;P2 Intermediair verbruik;Rijksoverheid;2014 4e kwartaal;2827
