ID;SITC;CountriesGroups;Periods;ImportsValue_1;ExportsValue_2;BalanceOfTrade_3;Coverage_4;MutationOfImports_5;MutationOfExports_6
1257;Total goods;Total Africa;2004 October;384045.0;384493.0;448.0;100.1;;
1258;Total goods;Total Africa;2004 November;327486.0;444586.0;117100.0;135.8;;
1259;Total goods;Total Africa;2004 December;419491.0;465228.0;45737.0;110.9;;
1260;Total goods;Total Africa;2004;4344150.0;4646034.0;301884.0;106.9;;
1261;Total goods;Total Africa;2005 January;499239.0;384499.0;-114740.0;77.0;34.7;20.4
1262;Total goods;Total Africa;2005 February;492584.0;371921.0;-120663.0;75.5;46.9;13.0
1263;Total goods;Total Africa;2005 March;627567.0;439277.0;-188290.0;70.0;61.5;3.3
1264;Total goods;Total Africa;2005 April;454751.0;442545.0;-12206.0;97.3;43.2;18.5
1265;Total goods;Total Africa;2005 May;410431.0;517001.0;106570.0;126.0;23.9;45.4
1266;Total goods;Total Africa;2005 June;598952.0;484189.0;-114763.0;80.8;63.4;5.1
1267;Total goods;Total Africa;2005 July;534739.0;479284.0;-55455.0;89.6;88.2;33.1
1268;Total goods;Total Africa;2005 August;557698.0;456230.0;-101469.0;81.8;43.9;34.5
1269;Total goods;Total Africa;2005 September;562698.0;535762.0;-26936.0;95.2;30.3;37.7
1270;Total goods;Total Africa;2005 October;626982.0;441568.0;-185414.0;70.4;63.3;14.8
1271;Total goods;Total Africa;2005 November;594476.0;506007.0;-88469.0;85.1;81.5;13.8
1272;Total goods;Total Africa;2005 December;554299.0;516622.0;-37677.0;93.2;32.1;11.0
1273;Total goods;Total Africa;2005;6514418.0;5574906.0;-939512.0;85.6;50.0;20.0
1274;Total goods;Total Africa;2006 January;647781.0;439361.0;-208420.0;67.8;29.8;14.3
1275;Total goods;Total Africa;2006 February;579109.0;480925.0;-98184.0;83.0;17.6;29.3
1276;Total goods;Total Africa;2006 March;675294.0;595207.0;-80087.0;88.1;7.6;35.5
1277;Total goods;Total Africa;2006 April;432730.0;488237.0;55507.0;112.8;-4.8;10.3
1278;Total goods;Total Africa;2006 May;613274.0;570429.0;-42845.0;93.0;49.4;10.3
1279;Total goods;Total Africa;2006 June;611625.0;590171.0;-21454.0;96.5;2.1;21.9
1280;Total goods;Total Africa;2006 July;533004.0;551765.0;18761.0;103.5;-0.3;15.1
1281;Total goods;Total Africa;2006 August;665037.0;540801.0;-124236.0;81.3;19.2;18.5
1282;Total goods;Total Africa;2006 September;459663.0;541126.0;81463.0;117.7;-18.3;1.0
1283;Total goods;Total Africa;2006 October;641527.0;589132.0;-52395.0;91.8;2.3;33.4
1284;Total goods;Total Africa;2006 November;686059.0;551725.0;-134334.0;80.4;15.4;9.0
1285;Total goods;Total Africa;2006 December;654817.0;611186.0;-43631.0;93.3;18.1;18.3
1286;Total goods;Total Africa;2006;7199922.0;6550067.0;-649855.0;91.0;10.5;17.5
1287;Total goods;Total Africa;2007 January;735504.0;624550.0;-110954.0;84.9;13.5;42.1
1288;Total goods;Total Africa;2007 February;622985.0;661621.0;38636.0;106.2;7.6;37.6
1289;Total goods;Total Africa;2007 March;619299.0;733642.0;114344.0;118.5;-8.3;23.3
1290;Total goods;Total Africa;2007 April;771282.0;687418.0;-83863.0;89.1;78.2;40.8
1291;Total goods;Total Africa;2007 May;703707.0;757775.0;54068.0;107.7;14.7;32.8
1292;Total goods;Total Africa;2007 June;692553.0;749966.0;57413.0;108.3;13.2;27.1
1293;Total goods;Total Africa;2007 July;854661.0;713659.0;-141002.0;83.5;60.3;29.3
1294;Total goods;Total Africa;2007 August;668090.0;738221.0;70130.0;110.5;0.5;36.5
1295;Total goods;Total Africa;2007 September;733230.0;654877.0;-78353.0;89.3;59.5;21.0
1296;Total goods;Total Africa;2007 October;836582.0;711567.0;-125015.0;85.1;30.4;20.8
1297;Total goods;Total Africa;2007 November;918709.0;835446.0;-83263.0;90.9;33.9;51.4
1298;Total goods;Total Africa;2007 December;930633.0;801547.0;-129086.0;86.1;42.1;31.1
1299;Total goods;Total Africa;2007;9087235.0;8670289.0;-416946.0;95.4;26.2;32.4
1300;Total goods;Total Africa;2008 January;955044.0;717248.0;-237797.0;75.1;;
1301;Total goods;Total Africa;2008 February;809574.0;807338.0;-2236.0;99.7;;
1302;Total goods;Total Africa;2008 March;1157131.0;738204.0;-418927.0;63.8;;
1303;Total goods;Total Africa;2008 April;887110.0;781108.0;-106001.0;88.1;;
1304;Total goods;Total Africa;2008 May;1050735.0;734359.0;-316376.0;69.9;;
1305;Total goods;Total Africa;2008 June;897046.0;921189.0;24143.0;102.7;;
1306;Total goods;Total Africa;2008 July;892468.0;854689.0;-37779.0;95.8;;
1307;Total goods;Total Africa;2008 August;855729.0;979531.0;123803.0;114.5;;
1308;Total goods;Total Africa;2008 September;1105101.0;868804.0;-236298.0;78.6;;
1309;Total goods;Total Africa;2008 October;802683.0;809316.0;6632.0;100.8;;
1310;Total goods;Total Africa;2008 November;676531.0;662324.0;-14207.0;97.9;;
1311;Total goods;Total Africa;2008 December;754815.0;780165.0;25350.0;103.4;;
1312;Total goods;Total Africa;2008;10843967.0;9654275.0;-1189692.0;89.0;;
1313;Total goods;Total Africa;2009 January;787286.0;653503.0;-133783.0;83.0;-17.6;-8.9
1314;Total goods;Total Africa;2009 February;600161.0;638541.0;38379.0;106.4;-25.9;-20.9
1315;Total goods;Total Africa;2009 March;593551.0;716368.0;122816.0;120.7;-48.7;-3.0
1316;Total goods;Total Africa;2009 April;667791.0;736934.0;69143.0;110.4;-24.7;-5.7
1317;Total goods;Total Africa;2009 May;733677.0;684471.0;-49206.0;93.3;-30.2;-6.8
1318;Total goods;Total Africa;2009 June;597052.0;811491.0;214440.0;135.9;-33.4;-11.9
1319;Total goods;Total Africa;2009 July;657670.0;822453.0;164784.0;125.1;-26.3;-3.8
1320;Total goods;Total Africa;2009 August;663796.0;855189.0;191393.0;128.8;-22.4;-12.7
1321;Total goods;Total Africa;2009 September;605685.0;848895.0;243210.0;140.2;-45.2;-2.3
1322;Total goods;Total Africa;2009 October;673744.0;722847.0;49103.0;107.3;-16.1;-10.7
1323;Total goods;Total Africa;2009 November;823681.0;807375.0;-16306.0;98.0;21.8;21.9
1324;Total goods;Total Africa;2009 December;982332.0;867122.0;-115210.0;88.3;30.1;11.1
1325;Total goods;Total Africa;2009;8386425.0;9165188.0;778763.0;109.3;-22.7;-5.1
1326;Total goods;Total Africa;2010 January;1014539.0;676351.0;-338189.0;66.7;28.9;3.5
1327;Total goods;Total Africa;2010 February;741771.0;987248.0;245477.0;133.1;23.6;54.6
1328;Total goods;Total Africa;2010 March;668262.0;902822.0;234560.0;135.1;12.6;26.0
1329;Total goods;Total Africa;2010 April;848720.0;836181.0;-12539.0;98.5;27.1;13.5
1330;Total goods;Total Africa;2010 May;885585.0;764132.0;-121452.0;86.3;20.7;11.6
1331;Total goods;Total Africa;2010 June;1025098.0;882998.0;-142100.0;86.1;71.7;8.8
1332;Total goods;Total Africa;2010 July;1010963.0;862181.0;-148782.0;85.3;53.7;4.8
1333;Total goods;Total Africa;2010 August;989577.0;935597.0;-53980.0;94.5;49.1;9.4
1334;Total goods;Total Africa;2010 September;974557.0;1071109.0;96552.0;109.9;60.9;26.2
1335;Total goods;Total Africa;2010 October;832361.0;1129121.0;296760.0;135.7;23.5;56.2
1336;Total goods;Total Africa;2010 November;916428.0;1071121.0;154693.0;116.9;11.3;32.7
1337;Total goods;Total Africa;2010 December;1187668.0;1218744.0;31076.0;102.6;20.9;40.6
1338;Total goods;Total Africa;2010;11095530.0;11337606.0;242076.0;102.2;32.3;23.7
1339;Total goods;Total Africa;2011 January;1336686.0;1067203.0;-269483.0;79.8;31.8;57.8
1340;Total goods;Total Africa;2011 February;1056497.0;1013093.0;-43404.0;95.9;42.4;2.6
1341;Total goods;Total Africa;2011 March;1128236.0;982052.0;-146184.0;87.0;68.8;8.8
1342;Total goods;Total Africa;2011 April;663107.0;1182718.0;519611.0;178.4;-21.9;41.4
1343;Total goods;Total Africa;2011 May;877374.0;1097242.0;219869.0;125.1;-0.9;43.6
1344;Total goods;Total Africa;2011 June;1160319.0;960274.0;-200045.0;82.8;13.2;8.8
1345;Total goods;Total Africa;2011 July;898442.0;1055153.0;156711.0;117.4;-11.1;22.4
1346;Total goods;Total Africa;2011 August;1231881.0;1155168.0;-76713.0;93.8;24.5;23.5
1347;Total goods;Total Africa;2011 September;1045082.0;1364201.0;319119.0;130.5;7.2;27.4
1348;Total goods;Total Africa;2011 October;940296.0;922975.0;-17321.0;98.2;13.0;-18.3
1349;Total goods;Total Africa;2011 November;1130557.0;1069257.0;-61300.0;94.6;23.4;-0.2
1350;Total goods;Total Africa;2011 December;1150740.0;1094766.0;-55974.0;95.1;-3.1;-10.2
1351;Total goods;Total Africa;2011;12619215.0;12964102.0;344887.0;102.7;13.7;14.3
1352;Total goods;Total Africa;2012 January;1265088.0;956161.0;-308927.0;75.6;-5.4;-10.4
1353;Total goods;Total Africa;2012 February;1563710.0;1144067.0;-419643.0;73.2;48.0;12.9
1354;Total goods;Total Africa;2012 March;1419100.0;1215872.0;-203228.0;85.7;25.8;23.8
1355;Total goods;Total Africa;2012 April;1347146.0;1766895.0;419749.0;131.2;103.2;49.4
1356;Total goods;Total Africa;2012 May;1411657.0;1296191.0;-115466.0;91.8;60.9;18.1
1357;Total goods;Total Africa;2012 June;1074432.0;953893.0;-120539.0;88.8;-7.4;-0.7
1358;Total goods;Total Africa;2012 July;1210790.0;954775.0;-256015.0;78.9;34.8;-9.5
1359;Total goods;Total Africa;2012 August;1617841.0;1112555.0;-505286.0;68.8;31.3;-3.7
1360;Total goods;Total Africa;2012 September;1584357.0;1351918.0;-232439.0;85.3;51.6;-0.9
1361;Total goods;Total Africa;2012 October;1296536.0;1406407.0;109871.0;108.5;37.9;52.4
1362;Total goods;Total Africa;2012 November;1365643.0;1103886.0;-261757.0;80.8;20.8;3.2
1363;Total goods;Total Africa;2012 December;1198241.0;1393506.0;195266.0;116.3;4.1;27.3
1364;Total goods;Total Africa;2012 ;16354540.0;14656126.0;-1698414.0;89.6;29.6;13.1
1365;Total goods;Total Africa;2013 January;1664866.0;1294947.0;-369919.0;77.8;31.6;35.4
1366;Total goods;Total Africa;2013 February;1250955.0;1158790.0;-92165.0;92.6;-20.0;1.3
1367;Total goods;Total Africa;2013 March;1293289.0;1398170.0;104881.0;108.1;-8.9;15.0
1368;Total goods;Total Africa;2013 April;1055124.0;1109155.0;54031.0;105.1;-21.7;-37.2
1369;Total goods;Total Africa;2013 May;1043980.0;1335174.0;291195.0;127.9;-26.0;3.0
1370;Total goods;Total Africa;2013 June;1107411.0;1339497.0;232086.0;121.0;3.1;40.4
1371;Total goods;Total Africa;2013 July;1190163.0;1356685.0;166523.0;114.0;-1.7;42.1
1372;Total goods;Total Africa;2013 August;1119809.0;1299870.0;180062.0;116.1;-30.8;16.8
1373;Total goods;Total Africa;2013 September;1447712.0;959700.0;-488012.0;66.3;-8.6;-29.0
1374;Total goods;Total Africa;2013 October;1660597.0;1096910.0;-563687.0;66.1;28.1;-22.0
1375;Total goods;Total Africa;2013 November;1188661.0;1072647.0;-116014.0;90.2;-13.0;-2.8
1376;Total goods;Total Africa;2013 December;1309435.0;1085683.0;-223752.0;82.9;9.3;-22.1
1377;Total goods;Total Africa;2013;15332001.0;14507230.0;-824771.0;94.6;-6.3;-1.0
1378;Total goods;Total Africa;2014 January;1329697.0;1154048.0;-175650.0;86.8;-20.1;-10.9
1379;Total goods;Total Africa;2014 February;1266159.0;1247319.0;-18840.0;98.5;1.2;7.6
1380;Total goods;Total Africa;2014 March;1308692.0;1173133.0;-135559.0;89.6;1.2;-16.1
1381;Total goods;Total Africa;2014 April;1145241.0;1261116.0;115875.0;110.1;8.5;13.7
1382;Total goods;Total Africa;2014 May;1056163.0;1201764.0;145601.0;113.8;1.2;-10.0
1383;Total goods;Total Africa;2014 June;1073575.0;1265895.0;192319.0;117.9;-3.1;-5.5
1384;Total goods;Total Africa;2014 July;1373694.0;1236992.0;-136702.0;90.0;15.4;-8.8
1385;Total goods;Total Africa;2014 August;1290182.0;970435.0;-319747.0;75.2;15.2;-25.3
1386;Total goods;Total Africa;2014 September;1033246.0;975432.0;-57814.0;94.4;-28.6;1.6
1387;Total goods;Total Africa;2014 October;1260498.0;1106392.0;-154106.0;87.8;-24.1;0.9
1388;Total goods;Total Africa;2014 November;1001501.0;1317630.0;316128.0;131.6;-15.7;22.8
1389;Total goods;Total Africa;2014 December;1045090.0;1338523.0;293433.0;128.1;-20.2;23.3
1390;Total goods;Total Africa;2014;14183739.0;14248676.0;64937.0;100.5;-7.5;-1.8
1391;Total goods;Total Africa;2015 January;925438.0;964998.0;39560.0;104.3;;
1392;Total goods;Total Africa;2015 February;1090367.0;1031884.0;-58483.0;94.6;;
1393;Total goods;Total Africa;2015 March;1111754.0;1199220.0;87465.0;107.9;;
1394;Total goods;Total Africa;2015 April;1075172.0;1264002.0;188830.0;117.6;;
1395;Total goods;Total Africa;2015 May;1113937.0;1118799.0;4862.0;100.4;;
1396;Total goods;Total Africa;2015 June;1042150.0;1398173.0;356023.0;134.2;;
1397;Total goods;Total Africa;2015 July;922043.0;1231375.0;309332.0;133.5;;
1398;Total goods;Total Africa;2015 August;823579.0;1134871.0;311292.0;137.8;;
1399;Total goods;Total Africa;2015 September;821477.0;1047746.0;226269.0;127.5;;
1400;Total goods;Total Africa;2015 October;1009196.0;956084.0;-53112.0;94.7;;
1401;Total goods;Total Africa;2015 November;835719.0;1266513.0;430793.0;151.5;;
1402;Total goods;Total Africa;2015 December;839912.0;1399634.0;559722.0;166.6;;
1403;Total goods;Total Africa;2015;11610745.0;14013298.0;2402553.0;120.7;;
1404;Total goods;Total Africa;2016 January;580063.0;838253.0;258190.0;144.5;-37.3;-13.1
1405;Total goods;Total Africa;2016 February;686630.0;895402.0;208771.0;130.4;-37.0;-13.2
1406;Total goods;Total Africa;2016 March;561789.0;909958.0;348169.0;162.0;-49.5;-24.1
1407;Total goods;Total Africa;2016 April;610117.0;1129697.0;519580.0;185.2;-43.3;-10.6
1408;Total goods;Total Africa;2016 May;833405.0;1112058.0;278653.0;133.4;-25.2;-0.6
1409;Total goods;Total Africa;2016 June;943498.0;871076.0;-72422.0;92.3;-9.5;-37.7
1410;Total goods;Total Africa;2016 July;762826.0;929264.0;166438.0;121.8;-17.3;-24.5
1411;Total goods;Total Africa;2016 August;770998.0;1002960.0;231962.0;130.1;-6.4;-11.6
1412;Total goods;Total Africa;2016 September;775852.0;1021403.0;245551.0;131.6;-5.6;-2.5
1413;Total goods;Total Africa;2016 October;646929.0;1085416.0;438487.0;167.8;-35.9;13.5
1414;Total goods;Total Africa;2016 November;822576.0;983011.0;160435.0;119.5;-1.6;-22.4
1415;Total goods;Total Africa;2016 December;768801.0;1002887.0;234086.0;130.4;-8.5;-28.3
1416;Total goods;Total Africa;2016;8763483.0;11781384.0;3017900.0;134.4;-24.5;-15.9
1417;Total goods;Total Africa;2017 January;810983.0;892657.0;81674.0;110.1;39.8;6.5
1418;Total goods;Total Africa;2017 February;809711.0;1029758.0;220047.0;127.2;17.9;15.0
1419;Total goods;Total Africa;2017 March;881607.0;1207277.0;325671.0;136.9;56.9;32.7
1420;Total goods;Total Africa;2017 April;885471.0;993210.0;107739.0;112.2;45.1;-12.1
1421;Total goods;Total Africa;2017 May;827033.0;1225975.0;398942.0;148.2;-0.8;10.2
1422;Total goods;Total Africa;2017 June;776509.0;1177716.0;401208.0;151.7;-17.7;35.2
1423;Total goods;Total Africa;2017 July;751006.0;1047353.0;296348.0;139.5;-1.5;12.7
1424;Total goods;Total Africa;2017 August;974022.0;1064351.0;90329.0;109.3;26.3;6.1
1425;Total goods;Total Africa;2017 September;745896.0;860659.0;114763.0;115.4;-3.9;-15.7
1426;Total goods;Total Africa;2017 October;799206.0;1008730.0;209524.0;126.2;23.5;-7.1
1427;Total goods;Total Africa;2017 November;903313.0;1133917.0;230604.0;125.5;9.8;15.4
1428;Total goods;Total Africa;2017 December;860617.0;1125863.0;265246.0;130.8;11.9;12.3
1429;Total goods;Total Africa;2017;10025372.0;12767466.0;2742093.0;127.4;14.4;8.4
1430;Total goods;Total America;1996 January;1253704.0;588451.0;-665253.0;46.9;;
1431;Total goods;Total America;1996 February;1150041.0;602378.0;-547663.0;52.4;;
1432;Total goods;Total America;1996 March;1285954.0;648357.0;-637597.0;50.4;;
1433;Total goods;Total America;1996 April;1257832.0;577595.0;-680237.0;45.9;;
1434;Total goods;Total America;1996 May;1340942.0;651520.0;-689422.0;48.6;;
1435;Total goods;Total America;1996 June;1280754.0;687728.0;-593026.0;53.7;;
1436;Total goods;Total America;1996 July;1242476.0;744969.0;-497507.0;60.0;;
1437;Total goods;Total America;1996 August;1113133.0;636914.0;-476219.0;57.2;;
1438;Total goods;Total America;1996 September;1283827.0;666309.0;-617518.0;51.9;;
1439;Total goods;Total America;1996 October;1696957.0;714524.0;-982433.0;42.1;;
1440;Total goods;Total America;1996 November;1462172.0;700723.0;-761449.0;47.9;;
1441;Total goods;Total America;1996 December;1291814.0;641006.0;-650808.0;49.6;;
1442;Total goods;Total America;1996;15659640.0;7860500.0;-7799140.0;50.2;;
1443;Total goods;Total America;1997 January;1411223.0;689260.0;-721963.0;48.8;12.6;17.1
1444;Total goods;Total America;1997 February;1395622.0;694403.0;-701219.0;49.8;21.4;15.3
1445;Total goods;Total America;1997 March;1512554.0;742842.0;-769712.0;49.1;17.6;14.6
1446;Total goods;Total America;1997 April;1730215.0;728137.0;-1002078.0;42.1;37.6;26.1
1447;Total goods;Total America;1997 May;1635274.0;745011.0;-890263.0;45.6;22.0;14.3
1448;Total goods;Total America;1997 June;1585943.0;871102.0;-714841.0;54.9;23.8;26.7
1449;Total goods;Total America;1997 July;1517685.0;870945.0;-646740.0;57.4;22.1;16.9
1450;Total goods;Total America;1997 August;1399934.0;778179.0;-621755.0;55.6;25.8;22.2
1451;Total goods;Total America;1997 September;1789328.0;938846.0;-850482.0;52.5;39.4;40.9
1452;Total goods;Total America;1997 October;1812614.0;865907.0;-946707.0;47.8;6.8;21.2
1453;Total goods;Total America;1997 November;1688423.0;853043.0;-835380.0;50.5;15.5;21.7
1454;Total goods;Total America;1997 December;1589554.0;827999.0;-761555.0;52.1;23.0;29.2
1455;Total goods;Total America;1997;19068419.0;9605717.0;-9462702.0;50.4;21.8;22.2
1456;Total goods;Total America;1998 January;1731084.0;704300.0;-1026784.0;40.7;22.7;2.2
1457;Total goods;Total America;1998 February;1741925.0;777850.0;-964075.0;44.7;24.8;12.0
1458;Total goods;Total America;1998 March;1937550.0;880989.0;-1056561.0;45.5;28.1;18.6
1459;Total goods;Total America;1998 April;1678468.0;835085.0;-843383.0;49.8;-3.0;14.7
1460;Total goods;Total America;1998 May;1587071.0;808339.0;-778732.0;50.9;-2.9;8.5
1461;Total goods;Total America;1998 June;1986329.0;968314.0;-1018015.0;48.7;25.2;11.2
1462;Total goods;Total America;1998 July;1659992.0;1044442.0;-615550.0;62.9;9.4;19.9
1463;Total goods;Total America;1998 August;1710012.0;814465.0;-895547.0;47.6;22.1;4.7
1464;Total goods;Total America;1998 September;1740293.0;949134.0;-791159.0;54.5;-2.7;1.1
1465;Total goods;Total America;1998 October;1677151.0;929421.0;-747730.0;55.4;-7.5;7.3
1466;Total goods;Total America;1998 November;1774203.0;860746.0;-913457.0;48.5;5.1;0.9
1467;Total goods;Total America;1998 December;1657083.0;879819.0;-777264.0;53.1;4.2;6.3
1468;Total goods;Total America;1998;20881207.0;10452982.0;-10428225.0;50.1;9.5;8.8
1469;Total goods;Total America;1999 January;1570351.0;745770.0;-824581.0;47.5;-9.3;5.9
1470;Total goods;Total America;1999 February;1540887.0;734367.0;-806520.0;47.7;-11.5;-5.6
1471;Total goods;Total America;1999 March;2044185.0;963080.0;-1081105.0;47.1;5.5;9.3
1472;Total goods;Total America;1999 April;1886049.0;847510.0;-1038539.0;44.9;12.4;1.5
1473;Total goods;Total America;1999 May;1864149.0;810753.0;-1053396.0;43.5;17.5;0.3
1474;Total goods;Total America;1999 June;1918379.0;955658.0;-962721.0;49.8;-3.4;-1.3
1475;Total goods;Total America;1999 July;1773842.0;1020782.0;-753060.0;57.5;6.9;-2.3
1476;Total goods;Total America;1999 August;1912041.0;856678.0;-1055363.0;44.8;11.8;5.2
1477;Total goods;Total America;1999 September;2036399.0;1051271.0;-985128.0;51.6;17.0;10.8
1478;Total goods;Total America;1999 October;1871967.0;1098501.0;-773466.0;58.7;11.6;18.2
1479;Total goods;Total America;1999 November;2039850.0;1063483.0;-976367.0;52.1;15.0;23.6
1480;Total goods;Total America;1999 December;2010576.0;1096749.0;-913827.0;54.5;21.3;24.7
1481;Total goods;Total America;1999;22468756.0;11244621.0;-11224135.0;50.0;7.6;7.6
1482;Total goods;Total America;2000 January;1963360.0;944182.0;-1019178.0;48.1;25.0;26.6
1483;Total goods;Total America;2000 February;2108800.0;1106701.0;-1002099.0;52.5;36.9;50.7
1484;Total goods;Total America;2000 March;2371641.0;1207306.0;-1164335.0;50.9;16.0;25.4
1485;Total goods;Total America;2000 April;2234395.0;1086620.0;-1147775.0;48.6;18.5;28.2
1486;Total goods;Total America;2000 May;2597506.0;1328538.0;-1268968.0;51.1;39.3;63.9
1487;Total goods;Total America;2000 June;2427972.0;1226315.0;-1201657.0;50.5;26.6;28.3
1488;Total goods;Total America;2000 July;2219260.0;1177126.0;-1042134.0;53.0;25.1;15.3
1489;Total goods;Total America;2000 August;2354459.0;1266071.0;-1088388.0;53.8;23.1;47.8
1490;Total goods;Total America;2000 September;2485905.0;1313769.0;-1172136.0;52.8;22.1;25.0
1491;Total goods;Total America;2000 October;2824027.0;1400809.0;-1423218.0;49.6;50.9;27.5
