ID;Sex;PersonalCharacteristics;Periods;TotalPopulationAged15YearsAndOlder_1;TotalLabourForceAccToInternatDef_2;EmpLabourForceAccToInternatDef_3;UnempLabourForceAccToInternatDef_4;PeopleNotIncludedInTheLabourForce_5;GrossLabourParticipation_6;NetLabourParticipation_7;UnemploymentAsAPercentage_8;TotalEmployees_9;EmployeesPermanentJobs_10;EmployeesFlexibleJobs_11;SelfEmployed_12;FamilyWorkers_13;k_0119HrsPerWeek_14;k_2034HrsPerWeek_15;k_35HrsPerWeek_16;WorkingHoursUnknown_17;AverageWorkingHours_18;Military_19;LegislatorsSeniorOfficialsManagers_20;ScientistsScholars_21;TechniciansSkilledWorkers_22;OfficeWorkers_23;ServiceShopAndMarketSalesWorkers_24;SkilledWorkersAgricultureAndFishery_25;Craftsmen_26;FactoryWorkersMachineOperatorsEtc_27;ElementaryOccupations_28;NotClassifiable_29
808;Men;55 - 60 yrs;2012;550.0;476.0;452.0;24.0;74.0;86.6;82.2;5.1;356.0;330.0;26.0;95.0;;17.0;67.0;366.0;;38.5;;;;;;;;;;;
809;Men;55 - 60 yrs;2013;557.0;482.0;450.0;32.0;75.0;86.5;80.8;6.7;353.0;323.0;30.0;96.0;;17.0;67.0;363.0;2.0;38.2;;;;;;;;;;;
810;Men;60 - 65 yrs;2000;360.0;98.0;96.0;2.0;262.0;27.3;26.6;2.5;56.0;48.0;8.0;40.0;;16.0;24.0;56.0;;35.0;;31.0;20.0;10.0;5.0;4.0;;10.0;6.0;5.0;2.0
811;Men;60 - 65 yrs;2001 before revision;369.0;96.0;94.0;3.0;273.0;26.1;25.4;2.9;61.0;50.0;11.0;33.0;;20.0;18.0;55.0;;33.7;;24.0;21.0;11.0;5.0;4.0;3.0;8.0;9.0;8.0;2.0
812;Men;60 - 65 yrs;2001 after revision;369.0;88.0;86.0;2.0;281.0;23.8;23.3;2.2;51.0;42.0;8.0;35.0;;17.0;18.0;50.0;;33.5;;25.0;17.0;9.0;4.0;3.0;2.0;8.0;8.0;6.0;3.0
813;Men;60 - 65 yrs;2002;378.0;110.0;107.0;3.0;268.0;29.2;28.4;2.7;64.0;52.0;12.0;44.0;;26.0;22.0;58.0;;31.7;;25.0;26.0;13.0;5.0;4.0;3.0;12.0;11.0;7.0;
814;Men;60 - 65 yrs;2003;389.0;124.0;120.0;3.0;266.0;31.8;30.9;2.8;72.0;59.0;13.0;48.0;;27.0;26.0;66.0;;32.6;;33.0;30.0;14.0;6.0;4.0;2.0;11.0;11.0;7.0;2.0
815;Men;60 - 65 yrs;2004;403.0;127.0;123.0;5.0;276.0;31.6;30.4;3.8;77.0;65.0;13.0;45.0;;26.0;24.0;71.0;;33.0;;29.0;31.0;16.0;6.0;6.0;3.0;13.0;11.0;6.0;
816;Men;60 - 65 yrs;2005;414.0;136.0;131.0;6.0;278.0;32.9;31.5;4.3;81.0;70.0;12.0;49.0;;27.0;28.0;74.0;;33.4;;29.0;33.0;17.0;7.0;6.0;3.0;16.0;12.0;8.0;
817;Men;60 - 65 yrs;2006;439.0;153.0;145.0;7.0;287.0;34.7;33.1;4.8;93.0;79.0;14.0;52.0;;27.0;33.0;84.0;;33.9;;30.0;35.0;18.0;8.0;7.0;3.0;20.0;13.0;10.0;2.0
818;Men;60 - 65 yrs;2007;478.0;193.0;183.0;10.0;286.0;40.3;38.3;5.0;120.0;101.0;19.0;63.0;;34.0;42.0;106.0;;33.9;;36.0;47.0;24.0;10.0;9.0;2.0;23.0;16.0;14.0;2.0
819;Men;60 - 65 yrs;2008;507.0;234.0;225.0;9.0;273.0;46.2;44.4;3.9;153.0;129.0;24.0;72.0;;41.0;50.0;133.0;;33.9;;41.0;58.0;30.0;13.0;11.0;4.0;28.0;23.0;14.0;3.0
820;Men;60 - 65 yrs;2009;525.0;252.0;243.0;9.0;273.0;48.0;46.4;3.4;172.0;147.0;24.0;72.0;;43.0;50.0;148.0;2.0;33.6;;40.0;62.0;36.0;16.0;11.0;4.0;30.0;26.0;15.0;3.0
821;Men;60 - 65 yrs;2010;540.0;270.0;260.0;10.0;270.0;50.0;48.2;3.7;185.0;157.0;28.0;74.0;;43.0;62.0;153.0;2.0;33.3;;47.0;67.0;35.0;18.0;12.0;5.0;31.0;28.0;15.0;4.0
822;Men;60 - 65 yrs;2011;539.0;277.0;265.0;12.0;262.0;51.5;49.2;4.4;188.0;165.0;23.0;76.0;;35.0;65.0;162.0;2.0;34.1;;47.0;69.0;36.0;18.0;11.0;5.0;29.0;29.0;16.0;5.0
823;Men;60 - 65 yrs;2012;526.0;295.0;280.0;14.0;231.0;56.0;53.3;4.8;201.0;177.0;24.0;79.0;;35.0;62.0;180.0;4.0;34.5;;;;;;;;;;;
824;Men;60 - 65 yrs;2013;519.0;329.0;305.0;24.0;190.0;63.3;58.8;7.2;222.0;199.0;23.0;83.0;;36.0;67.0;198.0;3.0;34.5;;;;;;;;;;;
825;Men;65 - 70 yrs;2000;291.0;28.0;28.0;;263.0;9.7;9.7;;12.0;4.0;8.0;16.0;;14.0;6.0;9.0;;25.1;;10.0;3.0;3.0;;;;2.0;3.0;;3.0
826;Men;65 - 70 yrs;2001 before revision;301.0;30.0;29.0;;271.0;9.9;9.8;;12.0;4.0;8.0;17.0;;14.0;8.0;7.0;;22.4;;8.0;7.0;3.0;;2.0;;3.0;4.0;2.0;
827;Men;65 - 70 yrs;2001 after revision;305.0;27.0;26.0;;278.0;8.8;8.6;;11.0;4.0;8.0;14.0;;13.0;6.0;7.0;;22.2;;8.0;5.0;2.0;;2.0;;2.0;3.0;;3.0
828;Men;65 - 70 yrs;2002;308.0;31.0;31.0;;277.0;10.2;9.9;;13.0;4.0;9.0;17.0;;16.0;7.0;7.0;;20.9;;9.0;7.0;3.0;2.0;;;2.0;3.0;;
829;Men;65 - 70 yrs;2003;313.0;33.0;32.0;;280.0;10.6;10.3;;13.0;6.0;7.0;19.0;;15.0;7.0;9.0;;22.3;;11.0;7.0;3.0;;;;2.0;3.0;2.0;
830;Men;65 - 70 yrs;2004;322.0;37.0;36.0;;285.0;11.4;11.1;;15.0;7.0;7.0;21.0;;17.0;9.0;10.0;;23.0;;10.0;7.0;4.0;2.0;2.0;;3.0;4.0;3.0;
831;Men;65 - 70 yrs;2005;331.0;41.0;40.0;;290.0;12.5;12.2;;17.0;8.0;9.0;23.0;;19.0;8.0;12.0;;24.0;;12.0;9.0;4.0;2.0;3.0;;2.0;3.0;3.0;
832;Men;65 - 70 yrs;2006;339.0;42.0;41.0;;297.0;12.5;12.1;;17.0;7.0;10.0;23.0;;18.0;11.0;12.0;;24.2;;14.0;8.0;3.0;2.0;2.0;;3.0;4.0;2.0;
833;Men;65 - 70 yrs;2007;348.0;50.0;49.0;;298.0;14.2;14.0;;21.0;10.0;12.0;27.0;;22.0;11.0;13.0;3.0;22.0;;12.0;10.0;5.0;3.0;3.0;;6.0;5.0;3.0;
834;Men;65 - 70 yrs;2008;359.0;55.0;53.0;2.0;304.0;15.4;14.7;4.4;25.0;10.0;15.0;28.0;;26.0;13.0;12.0;2.0;22.0;;11.0;11.0;6.0;3.0;4.0;;5.0;7.0;3.0;
835;Men;65 - 70 yrs;2009;372.0;62.0;61.0;;310.0;16.7;16.4;;30.0;11.0;19.0;31.0;;28.0;15.0;17.0;;23.6;;14.0;13.0;6.0;3.0;4.0;;5.0;9.0;6.0;
836;Men;65 - 70 yrs;2010;384.0;65.0;63.0;2.0;319.0;16.9;16.5;2.4;30.0;12.0;18.0;33.0;;30.0;16.0;16.0;;23.0;;14.0;15.0;7.0;3.0;6.0;;5.0;9.0;3.0;
837;Men;65 - 70 yrs;2011;408.0;68.0;65.0;3.0;340.0;16.6;15.8;4.6;29.0;12.0;17.0;35.0;;32.0;16.0;14.0;2.0;20.8;;13.0;15.0;9.0;3.0;5.0;;6.0;8.0;3.0;2.0
838;Men;65 - 70 yrs;2012;446.0;87.0;82.0;5.0;358.0;19.6;18.5;5.7;38.0;14.0;24.0;44.0;;41.0;19.0;20.0;2.0;21.8;;;;;;;;;;;
839;Men;65 - 70 yrs;2013;473.0;96.0;90.0;6.0;377.0;20.3;19.1;6.0;42.0;14.0;29.0;47.0;;45.0;23.0;18.0;4.0;19.6;;;;;;;;;;;
840;Men;70 - 75 yrs;2000;253.0;15.0;15.0;;238.0;5.8;5.8;;6.0;;5.0;9.0;;9.0;3.0;2.0;;18.2;;3.0;4.0;;;;;;;;3.0
841;Men;70 - 75 yrs;2001 before revision;251.0;10.0;10.0;;240.0;4.1;4.1;;5.0;;4.0;5.0;;6.0;2.0;2.0;;17.8;;4.0;2.0;2.0;;;;;;;
842;Men;70 - 75 yrs;2001 after revision;246.0;12.0;12.0;;235.0;4.7;4.7;;5.0;;4.0;6.0;;7.0;3.0;2.0;;17.1;;3.0;2.0;;;;;;;;
843;Men;70 - 75 yrs;2002;251.0;14.0;13.0;;237.0;5.4;5.4;;5.0;;3.0;9.0;;7.0;4.0;3.0;;20.3;;4.0;3.0;2.0;;;;;;;
844;Men;70 - 75 yrs;2003;255.0;14.0;13.0;;241.0;5.3;5.2;;5.0;2.0;3.0;8.0;;7.0;3.0;3.0;;21.1;;5.0;3.0;2.0;;;;;;;
845;Men;70 - 75 yrs;2004;258.0;14.0;14.0;;244.0;5.6;5.3;;6.0;2.0;4.0;8.0;;7.0;3.0;3.0;;20.3;;4.0;3.0;2.0;;;;;2.0;;
846;Men;70 - 75 yrs;2005;261.0;19.0;18.0;;243.0;7.1;6.9;;7.0;3.0;5.0;11.0;;10.0;4.0;4.0;;20.4;;4.0;4.0;2.0;2.0;;;;2.0;;
847;Men;70 - 75 yrs;2006;265.0;20.0;19.0;;245.0;7.4;7.3;;7.0;2.0;5.0;12.0;;12.0;3.0;4.0;;20.5;;5.0;4.0;3.0;;;;;2.0;;
848;Men;70 - 75 yrs;2007;269.0;21.0;21.0;;248.0;7.7;7.7;;8.0;2.0;6.0;13.0;;11.0;5.0;4.0;;20.2;;6.0;3.0;2.0;;;;;3.0;;
849;Men;70 - 75 yrs;2008;275.0;18.0;17.0;;257.0;6.6;6.2;;5.0;;4.0;12.0;;10.0;3.0;3.0;;17.4;;5.0;4.0;;;;;;2.0;;
850;Men;70 - 75 yrs;2009;284.0;24.0;24.0;;260.0;8.5;8.4;;11.0;3.0;7.0;13.0;;14.0;6.0;4.0;;18.9;;6.0;4.0;2.0;;;;;4.0;3.0;
851;Men;70 - 75 yrs;2010;293.0;26.0;26.0;;267.0;9.0;8.9;;12.0;5.0;7.0;14.0;;16.0;6.0;4.0;;17.4;;6.0;6.0;3.0;;;2.0;2.0;4.0;;
852;Men;70 - 75 yrs;2011;302.0;23.0;22.0;2.0;278.0;7.8;7.2;7.8;9.0;3.0;5.0;13.0;;11.0;5.0;4.0;;18.3;;6.0;5.0;;;2.0;;2.0;3.0;;
853;Men;70 - 75 yrs;2012;311.0;30.0;29.0;2.0;280.0;9.7;9.2;5.0;13.0;4.0;9.0;15.0;;13.0;8.0;5.0;2.0;19.5;;;;;;;;;;;
854;Men;70 - 75 yrs;2013;322.0;31.0;28.0;2.0;291.0;9.5;8.8;7.8;15.0;4.0;11.0;13.0;;20.0;6.0;2.0;;14.2;;;;;;;;;;;
855;Men;75 yrs and older;2000;310.0;4.0;4.0;;305.0;1.3;1.3;;;;;3.0;;;;2.0;;25.2;;;;;;;;;;;
856;Men;75 yrs and older;2001 before revision;317.0;7.0;7.0;;310.0;2.2;2.2;;;;;6.0;;4.0;;2.0;;24.1;;2.0;2.0;;;;;;;;
857;Men;75 yrs and older;2001 after revision;317.0;6.0;6.0;;312.0;1.8;1.8;;;;;5.0;;3.0;;;;22.2;;2.0;;;;;;;;;
858;Men;75 yrs and older;2002;325.0;7.0;7.0;;318.0;2.0;2.0;;2.0;;;5.0;;4.0;;;;18.1;;2.0;;;;;;;;;
859;Men;75 yrs and older;2003;333.0;7.0;7.0;;326.0;2.1;2.1;;2.0;;2.0;5.0;;4.0;2.0;;;16.9;;2.0;;;;;;;;;
860;Men;75 yrs and older;2004;342.0;9.0;9.0;;334.0;2.5;2.5;;2.0;;2.0;6.0;;5.0;2.0;2.0;;19.1;;2.0;3.0;2.0;;;;;;;
861;Men;75 yrs and older;2005;353.0;8.0;8.0;;346.0;2.1;2.1;;2.0;;2.0;5.0;;5.0;2.0;;;17.8;;2.0;2.0;;;;;;;;
862;Men;75 yrs and older;2006;365.0;9.0;9.0;;356.0;2.4;2.4;;3.0;;2.0;6.0;;5.0;2.0;2.0;;18.6;;2.0;;;;;;;;;
863;Men;75 yrs and older;2007;378.0;9.0;9.0;;368.0;2.5;2.5;;3.0;;2.0;6.0;;6.0;2.0;2.0;;17.2;;3.0;3.0;;;;;;;;
864;Men;75 yrs and older;2008;390.0;10.0;10.0;;380.0;2.7;2.7;;4.0;;3.0;6.0;;7.0;3.0;;;14.9;;2.0;2.0;;;;;;;;
865;Men;75 yrs and older;2009;402.0;10.0;10.0;;393.0;2.4;2.4;;5.0;;3.0;5.0;;6.0;3.0;;;16.4;;;;2.0;;;;;;;
866;Men;75 yrs and older;2010;415.0;9.0;9.0;;406.0;2.1;2.1;;4.0;;3.0;5.0;;5.0;2.0;;;16.3;;;3.0;;;;;;;;
867;Men;75 yrs and older;2011;428.0;9.0;9.0;;419.0;2.2;2.2;;3.0;;3.0;6.0;;4.0;3.0;2.0;;17.1;;3.0;3.0;2.0;;;;;;;
868;Men;75 yrs and older;2012;442.0;12.0;12.0;;430.0;2.8;2.8;;5.0;;4.0;7.0;;8.0;3.0;;;13.2;;;;;;;;;;;
869;Men;75 yrs and older;2013;457.0;15.0;15.0;;442.0;3.2;3.2;;7.0;;6.0;8.0;;9.0;3.0;2.0;;16.4;;;;;;;;;;;
870;Men;4010;2000;1024.0;675.0;638.0;37.0;349.0;65.9;62.3;5.5;562.0;451.0;111.0;75.0;;69.0;79.0;490.0;;36.5;3.0;73.0;130.0;112.0;53.0;49.0;16.0;78.0;53.0;54.0;17.0
871;Men;4010;2001 before revision;1056.0;688.0;659.0;30.0;367.0;65.2;62.4;4.3;585.0;480.0;105.0;73.0;;65.0;73.0;520.0;;36.5;3.0;80.0;144.0;106.0;56.0;47.0;13.0;83.0;62.0;51.0;15.0
872;Men;4010;2001 after revision;1065.0;640.0;609.0;31.0;425.0;60.1;57.2;4.8;524.0;421.0;103.0;84.0;;64.0;75.0;469.0;;36.4;3.0;78.0;123.0;105.0;54.0;46.0;13.0;73.0;50.0;47.0;19.0
873;Men;4010;2002;1046.0;641.0;603.0;38.0;405.0;61.3;57.7;6.0;516.0;416.0;100.0;87.0;;64.0;83.0;455.0;;35.9;2.0;67.0;136.0;103.0;54.0;43.0;11.0;80.0;51.0;47.0;9.0
874;Men;4010;2003;1067.0;654.0;596.0;57.0;414.0;61.2;55.9;8.7;500.0;408.0;92.0;96.0;;52.0;86.0;457.0;;36.5;3.0;74.0;135.0;96.0;48.0;42.0;11.0;79.0;51.0;47.0;11.0
875;Men;4010;2004;1065.0;662.0;595.0;67.0;403.0;62.1;55.9;10.1;501.0;403.0;98.0;93.0;;51.0;89.0;453.0;;36.6;3.0;58.0;134.0;107.0;52.0;44.0;11.0;77.0;58.0;44.0;7.0
876;Men;4010;2005;1096.0;683.0;621.0;62.0;413.0;62.3;56.7;9.1;517.0;413.0;104.0;103.0;;54.0;91.0;474.0;2.0;36.6;2.0;62.0;135.0;110.0;54.0;52.0;11.0;82.0;55.0;51.0;6.0
877;Men;4010;2006;1097.0;685.0;634.0;51.0;412.0;62.5;57.8;7.4;532.0;421.0;111.0;102.0;;54.0;90.0;488.0;2.0;36.8;2.0;68.0;136.0;101.0;54.0;53.0;12.0;83.0;59.0;56.0;10.0
878;Men;4010;2007;1132.0;725.0;682.0;42.0;407.0;64.1;60.3;5.9;567.0;442.0;125.0;115.0;;58.0;95.0;526.0;3.0;36.8;3.0;75.0;150.0;109.0;56.0;56.0;13.0;92.0;59.0;56.0;12.0
879;Men;4010;2008;1119.0;737.0;698.0;39.0;382.0;65.9;62.4;5.3;588.0;457.0;131.0;110.0;;61.0;95.0;540.0;3.0;36.8;4.0;70.0;151.0;121.0;55.0;59.0;14.0;93.0;63.0;56.0;13.0
880;Men;4010;2009;1129.0;738.0;690.0;47.0;392.0;65.3;61.1;6.4;578.0;450.0;128.0;112.0;;59.0;103.0;526.0;2.0;36.5;3.0;70.0;154.0;118.0;52.0;62.0;14.0;89.0;61.0;52.0;15.0
881;Men;4010;2010;1153.0;733.0;677.0;57.0;419.0;63.6;58.7;7.7;559.0;433.0;127.0;117.0;;65.0;110.0;498.0;3.0;36.1;2.0;65.0;163.0;110.0;48.0;59.0;14.0;81.0;64.0;58.0;13.0
882;Men;4010;2011;1186.0;751.0;688.0;63.0;435.0;63.3;58.0;8.3;565.0;427.0;138.0;124.0;;69.0;109.0;505.0;5.0;35.8;3.0;67.0;162.0;117.0;51.0;59.0;17.0;80.0;65.0;55.0;12.0
883;Men;4010;2012;1236.0;774.0;701.0;74.0;462.0;62.6;56.7;9.5;570.0;426.0;144.0;130.0;;79.0;109.0;508.0;5.0;35.5;;;;;;;;;;;
884;Men;4010;2013;1275.0;825.0;723.0;102.0;450.0;64.7;56.7;12.4;582.0;425.0;157.0;140.0;;78.0;123.0;514.0;7.0;35.2;;;;;;;;;;;
885;Men;4090;2000;2153.0;1253.0;1239.0;15.0;899.0;58.2;57.5;1.2;1052.0;938.0;114.0;184.0;2.0;60.0;122.0;1056.0;;38.9;10.0;234.0;256.0;197.0;77.0;75.0;17.0;177.0;111.0;55.0;29.0
886;Men;4090;2001 before revision;2130.0;1216.0;1201.0;15.0;914.0;57.1;56.4;1.3;1026.0;924.0;103.0;172.0;3.0;62.0;120.0;1019.0;;38.5;8.0;221.0;254.0;194.0;85.0;72.0;15.0;172.0;104.0;57.0;20.0
887;Men;4090;2001 after revision;2002.0;1133.0;1119.0;14.0;869.0;56.6;55.9;1.2;938.0;838.0;100.0;178.0;3.0;63.0;114.0;941.0;2.0;38.6;8.0;208.0;224.0;180.0;78.0;61.0;15.0;165.0;103.0;52.0;26.0
888;Men;4090;2002;2007.0;1146.0;1125.0;21.0;861.0;57.1;56.1;1.8;929.0;829.0;100.0;193.0;2.0;72.0;118.0;930.0;5.0;37.9;8.0;209.0;224.0;185.0;74.0;63.0;16.0;166.0;105.0;56.0;20.0
889;Men;4090;2003;2047.0;1151.0;1122.0;29.0;895.0;56.3;54.8;2.5;919.0;812.0;106.0;201.0;3.0;69.0;129.0;920.0;4.0;37.9;8.0;213.0;231.0;193.0;68.0;63.0;18.0;158.0;98.0;54.0;18.0
890;Men;4090;2004;2042.0;1145.0;1108.0;37.0;897.0;56.1;54.3;3.2;904.0;799.0;105.0;201.0;3.0;72.0;127.0;906.0;4.0;38.0;7.0;179.0;236.0;190.0;74.0;68.0;17.0;162.0;108.0;54.0;12.0
891;Men;4090;2005;2038.0;1128.0;1088.0;39.0;910.0;55.3;53.4;3.5;886.0;775.0;111.0;200.0;2.0;79.0;124.0;883.0;3.0;37.8;8.0;164.0;236.0;191.0;77.0;70.0;18.0;164.0;97.0;52.0;10.0
892;Men;4090;2006;2097.0;1148.0;1115.0;34.0;948.0;54.8;53.2;2.9;897.0;773.0;124.0;215.0;3.0;80.0;138.0;894.0;3.0;37.8;8.0;177.0;240.0;185.0;77.0;76.0;15.0;163.0;98.0;60.0;16.0
893;Men;4090;2007;2100.0;1167.0;1140.0;27.0;933.0;55.6;54.3;2.3;913.0;771.0;141.0;224.0;3.0;85.0;144.0;905.0;5.0;37.6;9.0;173.0;259.0;192.0;77.0;75.0;16.0;165.0;103.0;55.0;17.0
894;Men;4090;2008;2192.0;1229.0;1204.0;25.0;963.0;56.1;54.9;2.0;965.0;816.0;149.0;237.0;2.0;92.0;148.0;959.0;4.0;37.5;8.0;184.0;276.0;202.0;81.0;74.0;15.0;181.0;108.0;59.0;15.0
895;Men;4090;2009;2211.0;1240.0;1210.0;30.0;971.0;56.1;54.7;2.4;973.0;823.0;149.0;236.0;2.0;101.0;153.0;950.0;6.0;37.1;7.0;190.0;274.0;210.0;76.0;77.0;18.0;173.0;108.0;61.0;17.0
896;Men;4090;2010;2248.0;1254.0;1218.0;36.0;993.0;55.8;54.2;2.9;971.0;816.0;155.0;245.0;2.0;101.0;165.0;946.0;6.0;37.0;7.0;189.0;279.0;210.0;77.0;80.0;19.0;170.0;110.0;55.0;22.0
897;Men;4090;2011;2246.0;1224.0;1187.0;37.0;1023.0;54.5;52.8;3.0;941.0;789.0;152.0;242.0;3.0;95.0;164.0;921.0;6.0;36.9;8.0;178.0;278.0;206.0;77.0;81.0;16.0;155.0;112.0;53.0;22.0
898;Men;4090;2012;2225.0;1235.0;1188.0;47.0;990.0;55.5;53.4;3.8;941.0;775.0;166.0;245.0;2.0;104.0;171.0;905.0;8.0;36.4;;;;;;;;;;;
899;Men;4090;2013;2261.0;1244.0;1182.0;63.0;1016.0;55.0;52.3;5.0;924.0;745.0;179.0;254.0;3.0;117.0;174.0;880.0;10.0;35.9;;;;;;;;;;;
900;Men;4100;2000;2059.0;1879.0;1856.0;23.0;180.0;91.2;90.1;1.2;1567.0;1464.0;103.0;285.0;3.0;23.0;140.0;1693.0;;41.0;13.0;401.0;341.0;275.0;110.0;86.0;30.0;304.0;195.0;72.0;28.0
901;Men;4100;2001 before revision;2077.0;1903.0;1882.0;21.0;174.0;91.6;90.6;1.1;1601.0;1507.0;94.0;277.0;3.0;23.0;146.0;1713.0;;40.6;16.0;405.0;327.0;279.0;112.0;86.0;23.0;323.0;196.0;85.0;30.0
902;Men;4100;2001 after revision;2190.0;2015.0;1997.0;18.0;175.0;92.0;91.2;0.9;1677.0;1584.0;93.0;318.0;3.0;26.0;156.0;1814.0;;40.9;15.0;430.0;339.0;304.0;124.0;87.0;26.0;346.0;206.0;83.0;36.0
903;Men;4100;2002;2205.0;2025.0;1998.0;27.0;181.0;91.8;90.6;1.3;1672.0;1570.0;102.0;323.0;3.0;30.0;169.0;1797.0;;40.6;14.0;431.0;353.0;297.0;109.0;92.0;26.0;345.0;209.0;91.0;31.0
904;Men;4100;2003;2178.0;2001.0;1957.0;44.0;178.0;91.8;89.8;2.2;1630.0;1522.0;108.0;325.0;2.0;29.0;173.0;1753.0;2.0;40.4;11.0;420.0;361.0;286.0;106.0;96.0;26.0;328.0;205.0;88.0;28.0
905;Men;4100;2004;2183.0;1999.0;1945.0;54.0;184.0;91.6;89.1;2.7;1610.0;1499.0;111.0;333.0;2.0;34.0;172.0;1737.0;2.0;40.4;12.0;353.0;374.0;322.0;119.0;103.0;28.0;324.0;205.0;88.0;17.0
906;Men;4100;2005;2168.0;2000.0;1946.0;53.0;168.0;92.2;89.8;2.7;1594.0;1478.0;116.0;350.0;3.0;34.0;177.0;1733.0;2.0;40.6;13.0;331.0;371.0;323.0;128.0;108.0;25.0;335.0;208.0;90.0;14.0
907;Men;4100;2006;2136.0;1977.0;1935.0;42.0;159.0;92.6;90.6;2.1;1574.0;1449.0;125.0;358.0;2.0;30.0;179.0;1724.0;2.0;40.7;12.0;350.0;368.0;298.0;117.0;110.0;25.0;328.0;205.0;94.0;27.0
908;Men;4100;2007;2123.0;1971.0;1941.0;30.0;153.0;92.8;91.4;1.5;1569.0;1423.0;145.0;369.0;3.0;33.0;178.0;1728.0;2.0;40.7;12.0;365.0;377.0;298.0;116.0;112.0;22.0;322.0;198.0;90.0;28.0
909;Men;4100;2008;2089.0;1958.0;1936.0;23.0;131.0;93.8;92.7;1.2;1556.0;1418.0;137.0;377.0;3.0;31.0;182.0;1721.0;;40.8;12.0;371.0;391.0;305.0;118.0;106.0;21.0;305.0;194.0;90.0;24.0
910;Men;4100;2009;2077.0;1946.0;1912.0;34.0;131.0;93.7;92.1;1.7;1530.0;1397.0;133.0;380.0;3.0;32.0;186.0;1691.0;2.0;40.6;12.0;370.0;388.0;305.0;115.0;104.0;22.0;297.0;182.0;89.0;27.0
911;Men;4100;2010;2061.0;1925.0;1881.0;44.0;136.0;93.4;91.3;2.3;1499.0;1365.0;135.0;378.0;4.0;32.0;191.0;1656.0;2.0;40.5;10.0;363.0;397.0;301.0;109.0;104.0;22.0;289.0;171.0;86.0;28.0
912;Men;4100;2011;2050.0;1921.0;1874.0;47.0;130.0;93.7;91.4;2.4;1487.0;1346.0;140.0;381.0;6.0;33.0;187.0;1651.0;4.0;40.4;10.0;362.0;397.0;310.0;105.0;106.0;22.0;276.0;171.0;83.0;33.0
913;Men;4100;2012;2059.0;1927.0;1874.0;54.0;132.0;93.6;91.0;2.8;1478.0;1326.0;152.0;389.0;7.0;30.0;195.0;1643.0;4.0;40.2;;;;;;;;;;;
914;Men;4100;2013;2039.0;1898.0;1822.0;77.0;140.0;93.1;89.4;4.0;1423.0;1266.0;157.0;395.0;5.0;33.0;193.0;1591.0;5.0;40.1;;;;;;;;;;;
915;Men;4060;2000;61.0;45.0;43.0;;17.0;72.6;70.6;;38.0;34.0;4.0;5.0;;;9.0;33.0;;38.1;;8.0;9.0;6.0;3.0;3.0;;5.0;5.0;3.0;2.0
916;Men;4060;2001 before revision;58.0;40.0;38.0;2.0;18.0;68.8;66.0;4.1;32.0;29.0;2.0;6.0;;;5.0;31.0;;39.1;;9.0;8.0;5.0;2.0;;;6.0;3.0;2.0;
917;Men;4060;2001 after revision;54.0;37.0;36.0;;16.0;69.5;67.0;;31.0;28.0;2.0;5.0;;2.0;5.0;28.0;;37.9;;7.0;7.0;5.0;3.0;2.0;;5.0;3.0;3.0;
918;Men;4060;2002;53.0;36.0;36.0;;16.0;68.7;67.7;;29.0;26.0;2.0;7.0;;;5.0;29.0;;38.2;;7.0;9.0;5.0;2.0;;;6.0;3.0;2.0;
919;Men;4060;2003;63.0;46.0;43.0;3.0;17.0;73.1;68.6;6.2;34.0;31.0;3.0;9.0;;2.0;9.0;32.0;;37.5;;6.0;9.0;7.0;3.0;;;6.0;5.0;4.0;
920;Men;4060;2004;60.0;44.0;41.0;3.0;16.0;73.0;67.9;6.9;32.0;30.0;3.0;8.0;;2.0;7.0;31.0;;37.4;;6.0;10.0;7.0;2.0;2.0;;6.0;4.0;3.0;
921;Men;4060;2005;64.0;49.0;45.0;4.0;15.0;76.3;69.9;8.4;35.0;32.0;3.0;10.0;;2.0;7.0;36.0;;38.8;;6.0;12.0;7.0;2.0;2.0;;8.0;4.0;3.0;
922;Men;4060;2006;70.0;54.0;51.0;3.0;17.0;76.5;72.4;5.3;40.0;36.0;4.0;11.0;;;9.0;41.0;;38.6;;8.0;12.0;8.0;3.0;2.0;;8.0;5.0;3.0;
923;Men;4060;2007;68.0;53.0;50.0;2.0;15.0;77.5;74.2;4.3;41.0;38.0;3.0;10.0;;;9.0;40.0;;38.3;;8.0;10.0;7.0;4.0;2.0;;8.0;6.0;4.0;
924;Men;4060;2008;74.0;57.0;56.0;2.0;16.0;77.8;75.6;2.8;45.0;41.0;4.0;11.0;;2.0;10.0;44.0;;38.2;;8.0;12.0;7.0;3.0;4.0;;9.0;7.0;3.0;
925;Men;4060;2009;84.0;68.0;65.0;3.0;16.0;80.5;77.1;4.2;54.0;49.0;5.0;11.0;;2.0;10.0;52.0;;37.8;;9.0;16.0;8.0;4.0;4.0;;10.0;7.0;3.0;2.0
926;Men;4060;2010;78.0;63.0;59.0;3.0;15.0;80.4;76.1;5.3;48.0;44.0;4.0;11.0;;;9.0;49.0;;38.8;;10.0;15.0;9.0;3.0;3.0;;8.0;5.0;3.0;
927;Men;4060;2011;75.0;60.0;57.0;3.0;15.0;79.7;75.7;5.0;47.0;42.0;5.0;10.0;;2.0;8.0;46.0;;37.8;;8.0;14.0;9.0;3.0;2.0;;8.0;6.0;3.0;2.0
